gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
DAGLB	488.2498	DAGLB	438.477
DAK	768.7075	DAK	651.3858
DALRD3	707.5727	DALRD3	566.23
DAP3	3495.9802	DAP3	1619.2577
DAPK1	677.18	DAPK1	410.8564
DAPK2	85.6524	DAPK2	775.2949
DAPK3	1116.8831	DAPK3	690.8986
DAPP1	395.7947	DAPP1	194.1114
DAP	4482.9932	DAP	2526.9013
DARC	23.8095	DARC	3850.0048
DARS2	846.9388	DARS2	375.5634
DARS	1729.128	DARS	1862.856
DAXX	870.7483	DAXX	1290.8794
removed	removed	DAZAP1	1219.9098
DAZAP2	7507.1119	DAZAP2	5626.5465
removed	removed	DBC1	410.4728
DBF4B	61.8429	DBF4B	93.2195
DBF4	225.1082	DBF4	91.3014
DBI	1820.0371	DBI	1928.8386
DBN1	1447.7427	DBN1	2192.3852
DBNDD1	988.5591	DBNDD1	162.6546
DBNDD2	1097.7891	DBNDD2	743.4238
DBNL	2307.6685	DBNL	2324.7339
DBP	515.7205	DBP	213.9868
DBR1	498.1447	DBR1	329.9127
DBT	501.2369	DBT	797.9285
removed	removed	DBX2	26.0861
DCAF10	503.0921	DCAF10	1040.7596
DCAF11	2388.0241	DCAF11	1765.6661
DCAF12L2	15.7699	DCAF12L2	11.125
DCAF12	1089.363	DCAF12	1297.401
DCAF13	1233.3952	DCAF13	625.737
DCAF15	595.8565	DCAF15	424.6667
DCAF16	350.0309	DCAF16	812.506
DCAF17	380.9524	DCAF17	428.8865
DCAF4	456.4007	DCAF4	359.835
DCAF5	2859.9258	DCAF5	1917.7136
DCAF6	2120.2845	DCAF6	1842.5242
DCAF7	9817.8726	DCAF7	2330.8718
DCAF8	3090.9524	DCAF8	2792.2969
DCAKD	267.7798	DCAKD	1084.1086
DCBLD1	438.5065	DCBLD1	191.4261
DCBLD2	528.1385	DCBLD2	1133.9791
removed	removed	DCC	6.9052
DCDC2	46.9388	DCDC2	145.0925
removed	removed	DCD	5.3707
DCHS1	691.4038	DCHS1	1849.0457
DCHS2	7.7304	DCHS2	77.1075
DCI	1598.6395	DCI	525.5586
DCK	560.9153	DCK	318.0205
DCLK1	116.8831	DCLK1	1343.8189
DCLK2	112.2449	DCLK2	117.3876
removed	removed	DCLK3	9.5905
DCLRE1A	440.3216	DCLRE1A	304.5938
DCLRE1B	265.6153	DCLRE1B	262.0121
DCLRE1C	187.384	DCLRE1C	229.4044
DCN	27424.5516	DCN	42202.7429
DCP1A	513.2962	DCP1A	970.5572
DCP1B	451.1441	DCP1B	301.5249
DCP2	853.4323	DCP2	911.0962
DCPS	1382.8077	DCPS	298.0723
DCST2	26.2832	DCST2	26.0861
DCTD	2507.7304	DCTD	1583.1975
DCTN1	3900.2721	DCTN1	4861.8356
DCTN2	2378.7879	DCTN2	2613.2157
DCTN3	495.0526	DCTN3	773.7604
DCTN4	1952.381	DCTN4	1772.7055
DCTN5	1547.0006	DCTN5	1197.6599
DCTN6	641.3111	DCTN6	561.2353
DCTPP1	1531.2276	DCTPP1	581.5632
DCUN1D1	882.4985	DCUN1D1	485.2786
DCUN1D2	320.0371	DCUN1D2	253.1888
DCUN1D3	133.8899	DCUN1D3	534.7655
DCUN1D4	632.0346	DCUN1D4	907.6436
DCUN1D5	508.3488	DCUN1D5	245.9001
DCXR	975.2628	DCXR	888.8463
removed	removed	DCX	17.2629
DDA1	1192.3315	DDA1	685.9116
DDAH1	641.6203	DDAH1	942.553
DDAH2	871.3667	DDAH2	2530.3539
DDB1	6753.8652	DDB1	6139.0621
DDB2	1082.2511	DDB2	359.835
DDHD1	329.6228	DDHD1	373.2617
DDHD2	1081.0142	DDHD2	1613.887
DDI2	131.0946	DDI2	210.1467
DDIT3	788.0179	DDIT3	264.5747
DDIT4L	21.9542	DDIT4L	60.9955
DDIT4	2022.2635	DDIT4	2763.5945
DDOST	7592.7644	DDOST	3912.5348
DDO	40.1979	DDO	60.6119
DDR1	4518.2437	DDR1	4988.9709
DDR2	277.0563	DDR2	2683.8017
DDRGK1	1693.2591	DDRGK1	820.562
DDTL	85.6555	DDTL	186.6577
DDT	232.4861	DDT	480.3069
DDX10	704.0816	DDX10	536.6836
DDX11L2	18.5529	DDX11L2	19.9482
DDX11	449.9072	DDX11	293.0853
DDX12	55.0402	DDX12	49.1033
DDX17	5661.7192	DDX17	8230.1717
DDX18	1781.0761	DDX18	1607.3655
DDX19A	1392.7025	DDX19A	1074.9017
DDX19B	505.5288	DDX19B	858.5288
DDX1	2646.2585	DDX1	2386.8802
DDX20	532.4675	DDX20	438.8607
DDX21	3410.637	DDX21	2172.0533
DDX23	2287.5696	DDX23	2323.1994
DDX24	2878.1694	DDX24	3375.0839
DDX26B	163.5745	DDX26B	177.2322
DDX27	821.5832	DDX27	876.1868
DDX28	498.7631	DDX28	228.2536
DDX31	271.7996	DDX31	296.9215
DDX39	2709.3383	DDX39	545.5069
DDX3X	6776.1286	DDX3X	8801.381
DDX41	1200.0618	DDX41	1008.5355
DDX42	6536.4873	DDX42	3758.3197
DDX43	9.8423	DDX43	26.0861
DDX46	1564.9351	DDX46	1254.052
DDX47	1130.1793	DDX47	870.8162
DDX49	2288.4972	DDX49	730.0278
DDX50	929.4991	DDX50	945.2383
DDX51	405.6895	DDX51	537.8345
DDX52	485.1577	DDX52	476.839
DDX54	1790.6153	DDX54	1523.537
DDX55	469.3878	DDX55	387.8393
DDX56	1383.1169	DDX56	969.0227
DDX58	1046.3822	DDX58	559.7008
DDX59	893.321	DDX59	382.8522
DDX5	16530.9215	DDX5	10060.4201
DDX60L	1106.9882	DDX60L	423.1323
DDX60	1500.9276	DDX60	593.4593
DDX6	3689.5485	DDX6	3970.4613
DEAF1	380.0247	DEAF1	571.593
DECR1	1179.9629	DECR1	1087.5611
DECR2	390.8472	DECR2	376.3307
DEDD2	657.3902	DEDD2	399.7315
DEDD	1504.0693	DEDD	868.5835
DEF6	264.3785	DEF6	276.9732
DEF8	956.4007	DEF8	1019.2769
removed	removed	DEFA1B	5.7543
removed	removed	DEFB132	249.7363
DEFB1	85.6524	DEFB1	125.4436
DEGS1	10007.1119	DEGS1	2175.8895
DEGS2	1999.6908	DEGS2	205.62
DEK	3289.7341	DEK	2260.6694
DEM1	156.7718	DEM1	136.9521
DENND1A	434.7557	DENND1A	743.8381
DENND1B	342.919	DENND1B	140.4047
DENND1C	253.8652	DENND1C	120.4565
DENND2A	27.5201	DENND2A	430.421
DENND2C	68.4539	DENND2C	83.395
DENND2D	1471.5523	DENND2D	620.6963
DENND3	343.8466	DENND3	745.7562
DENND4A	512.3408	DENND4A	723.6751
DENND4B	1274.2239	DENND4B	1052.2605
DENND4C	882.1892	DENND4C	1837.9208
DENND5A	1243.9703	DENND5A	2882.1329
DENND5B	125.5411	DENND5B	377.4815
DENR	1350.9586	DENR	1136.2808
DEPDC1B	131.7254	DEPDC1B	8.4396
DEPDC1	176.2523	DEPDC1	13.0431
removed	removed	DEPDC4	6.5215
DEPDC5	206.2461	DEPDC5	311.1154
DEPDC6	330.2412	DEPDC6	1017.3588
DEPDC7	59.3692	DEPDC7	13.0431
DERA	512.3686	DERA	450.7529
DERL1	1704.7001	DERL1	1873.2138
DERL2	649.3506	DERL2	499.8561
DERL3	214.2857	DERL3	219.0467
removed	removed	DES	1723.2186
DET1	159.8639	DET1	154.215
DEXI	420.2226	DEXI	764.1699
DFFA	420.8411	DFFA	560.8516
DFFB	96.475	DFFB	97.0557
DFNA5	466.2956	DFNA5	310.3481
DFNB31	222.3253	DFNB31	242.8311
DFNB59	7.7304	DFNB59	35.293
DGAT1	418.5096	DGAT1	1152.1089
DGAT2	318.491	DGAT2	9550.2062
DGCR11	13.9147	DGCR11	24.168
DGCR14	248.9177	DGCR14	351.3954
DGCR2	1377.2418	DGCR2	2847.2236
DGCR5	57.2047	DGCR5	16.8793
DGCR6L	495.3618	DGCR6L	506.7613
DGCR6	221.0884	DGCR6	241.2966
DGCR8	705.9369	DGCR8	853.5533
DGCR9	43.5993	removed	removed
DGKA	724.799	DGKA	389.7574
DGKD	513.2962	DGKD	765.3208
DGKE	288.188	DGKE	159.2021
DGKG	36.4873	DGKG	23.4008
DGKH	13.2962	DGKH	72.1205
DGKI	15.1515	DGKI	60.2283
DGKQ	227.8912	DGKQ	323.3912
DGKZ	848.1756	DGKZ	838.9757
DGUOK	668.2127	DGUOK	495.2527
DHCR24	11957.9468	DHCR24	7705.3803
DHCR7	2621.8306	DHCR7	675.9375
DHDDS	754.1744	DHDDS	2022.4417
DHDH	20.0989	removed	removed
DHDPSL	26.8955	DHDPSL	61.8701
DHFRL1	226.9635	DHFRL1	239.0179
DHFR	482.2294	DHFR	496.4343
removed	removed	DHH	22.6335
DHODH	367.3469	DHODH	175.6977
DHPS	1147.4954	DHPS	646.7824
DHRS11	445.5782	DHRS11	197.9476
DHRS12	134.8176	DHRS12	337.9687
removed	removed	DHRS13	86.533
DHRS1	241.4966	DHRS1	526.3259
DHRS2	381.2616	DHRS2	14.5775
DHRS3	445.5782	DHRS3	2398.0052
DHRS4L1	9.8949	DHRS4L1	7.2888
DHRS4L2	384.7279	DHRS4L2	369.5751
DHRS4	855.572	DHRS4	755.4157
DHRS7B	373.8404	DHRS7B	722.3554
DHRS7	1642.2387	DHRS7	1155.8454
DHRS9	12.3686	DHRS9	36.0602
DHRSX	787.5696	DHRSX	314.1843
DHTKD1	799.9382	DHTKD1	619.929
DHX15	1978.355	DHX15	2121.0319
DHX16	569.8825	DHX16	954.8288
DHX29	1807.9777	DHX29	1057.6388
DHX30	1320.6555	DHX30	1654.9343
DHX32	947.987	DHX32	843.0996
DHX33	413.7291	DHX33	418.9124
DHX34	567.4088	DHX34	374.7962
DHX35	310.1422	DHX35	324.1584
DHX36	1267.4706	DHX36	850.4843
DHX37	711.812	DHX37	584.2524
DHX38	1930.7359	DHX38	1673.7317
DHX40	4241.8058	DHX40	1359.5473
DHX57	786.0235	DHX57	554.3301
DHX58	261.5955	DHX58	262.0121
DHX8	778.2931	DHX8	1206.8668
DHX9	7203.7724	DHX9	4381.7014
DIABLO	854.2888	DIABLO	522.1329
DIAPH1	4135.1268	DIAPH1	3091.5891
DIAPH2	87.8169	DIAPH2	488.3476
DIAPH3	121.5213	DIAPH3	16.8793
DICER1	2030.9215	DICER1	2407.212
DIDO1	1646.8769	DIDO1	1934.2093
DIMT1L	404.7619	DIMT1L	517.8863
removed	removed	DIO1	6.5215
DIO2	682.1274	DIO2	228.2536
removed	removed	DIO3OS	6.1379
DIO3	13.6054	DIO3	98.2066
DIP2A	513.6054	DIP2A	802.5319
DIP2B	1156.1534	DIP2B	1513.3787
DIP2C	981.7563	DIP2C	1572.0725
DIRAS1	1847.8664	DIRAS1	166.8745
DIRAS2	84.7248	DIRAS2	9.2069
DIRAS3	18.8621	DIRAS3	163.8055
DIRC1	10.5133	removed	removed
DIRC2	579.7093	DIRC2	288.1634
DIRC3	13.2962	DIRC3	22.6335
DIS3L2	1202.8448	DIS3L2	423.1323
DIS3L	982.0656	DIS3L	1051.8845
DIS3	631.9357	DIS3	1197.7827
DISC1	136.3636	DISC1	228.6372
DISP1	382.8077	DISP1	252.4216
DISP2	29.9938	DISP2	62.9136
DIXDC1	443.1045	DIXDC1	2027.8124
DKC1	1936.611	DKC1	1078.3543
DKFZP586I1420	224.4898	DKFZP586I1420	230.5553
DKFZP686I15217	60.2968	DKFZP686I15217	31.0732
DKFZp686O24166	40.5071	DKFZp686O24166	37.5947
DKFZp761E198	628.9425	DKFZp761E198	561.2353
removed	removed	DKFZp779M0652	21.4827
DKK1	129.2517	DKK1	12.2758
DKK2	110.3896	DKK2	121.2237
DKK3	2238.4045	DKK3	2902.4648
removed	removed	DKKL1	6.5215
DLAT	653.6797	DLAT	814.4241
DLC1	462.8942	DLC1	2879.4476
DLD	1331.478	DLD	1765.4167
removed	removed	DLEC1	39.8964
DLEU1	127.3964	DLEU1	30.6896
DLEU2	51.3142	DLEU2	9.9396
DLEU7	10.2041	removed	removed
DLG1	1125.8503	DLG1	1458.9048
DLG2	34.3228	DLG2	77.4911
DLG3	1437.2294	DLG3	722.739
DLG4	78.2468	DLG4	302.3458
DLG5	7768.7075	DLG5	3101.5632
removed	removed	DLGAP1	47.9524
removed	removed	DLGAP2	12.2758
DLGAP3	28.757	DLGAP3	9.9741
DLGAP4	2804.8856	DLGAP4	1967.2005
DLGAP5	401.6698	DLGAP5	9.2069
removed	removed	DLK1	17.6465
removed	removed	DLK2	130.047
DLL1	71.7378	DLL1	273.9043
DLL3	11.7502	removed	removed
DLL4	123.0674	DLL4	591.5412
DLST	1836.4255	DLST	2515.7763
removed	removed	DLX1	16.4956
removed	removed	DLX2	65.5989
DLX3	120.5937	DLX3	31.8404
DLX4	14.8423	DLX4	7.2888
DLX5	23.5003	DLX5	9.9741
DMAP1	468.7693	DMAP1	524.4078
removed	removed	DMBT1	32.9913
DMBX1	12.3686	removed	removed
removed	removed	DMC1	8.8232
DMD	49.1651	DMD	2376.5225
DMGDH	94.6197	DMGDH	247.0509
DMKN	299.9382	DMKN	253.9561
DMPK	703.7724	DMPK	759.1829
removed	removed	DMRT2	95.9049
DMRT3	27.2109	DMRT3	20.3318
removed	removed	DMRTA1	21.0991
removed	removed	DMRTC1B	23.4008
DMTF1	724.5485	DMTF1	733.0968
DMWD	298.3921	DMWD	518.2699
DMXL1	828.0767	DMXL1	1364.918
DMXL2	550.7112	DMXL2	533.231
DNA2	143.7848	DNA2	23.4008
DNAH10	64.0074	DNAH10	13.8103
DNAH14	215.2134	DNAH14	30.3059
DNAH17	31.2307	DNAH17	49.8705
DNAH1	76.376	DNAH1	337.2015
DNAH2	10.2041	DNAH2	41.4309
DNAH5	236.5492	DNAH5	259.7104
DNAH6	5.2566	DNAH6	47.9524
DNAH7	37.7242	DNAH7	80.9437
removed	removed	DNAH9	58.6938
DNAJA1	2281.3853	DNAJA1	2542.6297
DNAJA2	1657.081	DNAJA2	1663.7576
DNAJA3	1134.1991	DNAJA3	937.9496
DNAJA4	1901.3605	DNAJA4	730.0278
DNAJB11	1341.3729	DNAJB11	948.6909
DNAJB12	1848.1756	DNAJB12	1392.5386
DNAJB14	410.0186	DNAJB14	335.667
DNAJB1	5508.658	DNAJB1	2984.9429
DNAJB2	4097.0934	DNAJB2	2059.2692
DNAJB4	299.9382	DNAJB4	773.3768
DNAJB5	106.9882	DNAJB5	209.4562
DNAJB6	1902.2882	DNAJB6	1935.7437
DNAJB9	788.188	DNAJB9	797.1612
DNAJC10	6885.5906	DNAJC10	2274.0961
DNAJC11	802.3222	DNAJC11	1016.4419
DNAJC12	459.1837	DNAJC12	95.9049
DNAJC13	1494.7434	DNAJC13	1861.7052
DNAJC14	1733.8868	DNAJC14	1166.5445
DNAJC15	389.9196	DNAJC15	722.739
DNAJC16	632.0346	DNAJC16	778.7475
DNAJC17	140.6926	DNAJC17	194.1114
DNAJC18	106.3698	DNAJC18	235.5423
DNAJC19	493.1973	DNAJC19	327.2274
DNAJC1	1051.0204	DNAJC1	546.6577
DNAJC21	1141.3111	DNAJC21	1199.9616
DNAJC22	64.0074	DNAJC22	58.6938
DNAJC24	207.6345	DNAJC24	336.7565
DNAJC25	197.5881	DNAJC25	213.676
DNAJC27	173.4694	DNAJC27	168.4089
DNAJC28	11.1317	DNAJC28	40.28
DNAJC2	747.9004	DNAJC2	431.3494
DNAJC30	291.8986	DNAJC30	280.4258
DNAJC3	2597.4026	DNAJC3	2291.7426
DNAJC4	688.3797	DNAJC4	459.8139
DNAJC5B	39.2703	removed	removed
DNAJC5	1591.8367	DNAJC5	2430.9965
DNAJC6	151.4719	DNAJC6	52.1722
DNAJC7	1043.3426	DNAJC7	1320.8325
DNAJC8	1480.2103	DNAJC8	1929.2222
DNAJC9	997.4954	DNAJC9	409.2452
DNAL1	385.2814	DNAL1	430.8046
DNAL4	727.2727	DNAL4	368.6583
DNALI1	20.7174	DNALI1	436.5589
DNASE1L1	461.1998	DNASE1L1	585.4608
DNASE1L2	22.5727	removed	removed
DNASE1L3	8.658	DNASE1L3	117.3876
DNASE1	84.4156	DNASE1	47.1852
DNASE2	4929.1899	DNASE2	1068.3802
DND1	48.8868	DND1	61.2372
removed	removed	DNER	6.5215
DNHD1	55.0402	DNHD1	160.7365
DNLZ	182.7458	DNLZ	87.8489
DNM1L	1981.4471	DNM1L	1480.7711
DNM1P35	8.3488	DNM1P35	17.2629
DNM1	287.5696	DNM1	322.624
DNM2	2359.5455	DNM2	2420.4124
DNM3	100.1855	DNM3	68.2843
DNMBP	871.509	DNMBP	917.6983
DNMT1	3542.6716	DNMT1	1303.5389
DNMT3A	839.8268	DNMT3A	408.1711
DNMT3B	94.9289	DNMT3B	40.6637
DNPEP	2365.4917	DNPEP	1412.8704
DNTTIP1	402.2882	DNTTIP1	383.6194
DNTTIP2	1963.2035	DNTTIP2	1093.3154
DOC2A	15.8967	DOC2A	17.0557
DOC2B	17.0068	DOC2B	112.4005
DOCK10	1569.5733	DOCK10	445.3822
DOCK11	379.0971	DOCK11	2689.556
DOCK1	1507.4212	DOCK1	2994.917
DOCK2	721.7069	DOCK2	829.0016
removed	removed	DOCK3	27.6206
DOCK4	560.9153	DOCK4	787.1871
DOCK5	891.4657	DOCK5	366.7402
DOCK6	932.282	DOCK6	1619.6413
DOCK7	987.3222	DOCK7	1313.8966
DOCK8	1188.2406	DOCK8	1147.3712
DOCK9	1284.4774	DOCK9	2576.0046
DOHH	406.6172	DOHH	217.1286
DOK1	386.209	DOK1	565.4551
DOK2	50.0928	DOK2	373.6453
DOK3	320.9647	DOK3	201.7838
DOK4	195.7328	DOK4	393.5936
DOK5	41.1255	DOK5	109.7152
DOK6	28.757	DOK6	49.8705
DOK7	62.1521	DOK7	5.7543
DOLK	350.6494	DOLK	413.9254
DOLPP1	271.1812	DOLPP1	299.9904
DOM3Z	108.2251	DOM3Z	258.5825
DONSON	254.3847	DONSON	87.7951
DOPEY1	334.2331	DOPEY1	864.0069
DOPEY2	1332.0965	DOPEY2	584.636
DOT1L	688.9301	DOT1L	588.4377
DPAGT1	564.0631	DPAGT1	819.3958
DPCD	491.1317	DPCD	175.5328
DPEP2	104.2053	DPEP2	37.5947
DPF2	1335.1886	DPF2	1044.5958
removed	removed	DPF3	20.3318
DPH1	355.3247	DPH1	639.8696
DPH2	623.3766	DPH2	512.132
DPH3B	29.6846	DPH3B	24.5516
DPH3	531.5399	DPH3	785.6526
DPH5	521.9017	DPH5	357.5679
DPM1	431.9728	DPM1	393.9772
DPM2	453.6178	DPM2	538.6017
DPM3	374.1497	DPM3	226.7191
DPP3	2251.3915	DPP3	738.4674
DPP4	487.6314	DPP4	468.783
removed	removed	DPP6	25.3189
DPP7	2093.692	DPP7	1811.8347
DPP8	421.1503	DPP8	659.4418
DPP9	1546.3822	DPP9	1048.432
DPT	1508.3488	DPT	18145.2
DPY19L1	810.7607	DPY19L1	588.8559
DPY19L2P2	5.5659	DPY19L2P2	13.0431
DPY19L2P4	9.2764	removed	removed
removed	removed	DPY19L2	25.3189
DPY19L3	637.6005	DPY19L3	390.5246
DPY19L4	818.491	DPY19L4	761.4846
DPY30	615.0773	DPY30	319.8619
DPYD	696.3513	DPYD	1268.2459
DPYSL2	1897.65	DPYSL2	4852.786
removed	removed	DPYSL3	6535.3409
DPYSL4	16.0792	DPYSL4	50.2541
DR1	1653.9889	DR1	1013.139
DRAM1	880.0247	DRAM1	694.3512
DRAM2	705.9369	DRAM2	1231.8021
DRAP1	2248.2993	DRAP1	969.0227
removed	removed	DRD1	16.112
removed	removed	DRD2	76.3403
DRD4	27.8293	removed	removed
DRG1	1592.7644	DRG1	1041.5268
DRG2	445.8874	DRG2	672.1013
DRP2	8.3488	removed	removed
DSC1	414.2641	DSC1	67.4518
DSC2	3223.8714	DSC2	1371.8232
removed	removed	DSC3	939.484
DSCAML1	13.9147	DSCAML1	9.5905
DSCAM	42.0532	removed	removed
DSCC1	133.8899	DSCC1	69.0515
DSCR3	824.0569	DSCR3	969.0227
DSCR6	23.8095	removed	removed
DSCR8	10.8225	removed	removed
DSEL	896.4131	DSEL	745.7562
DSE	925.0278	DSE	1755.2201
removed	removed	DSG1	6.9052
DSG2	13394.5578	DSG2	4136.1504
removed	removed	DSG3	811.3551
DSN1	360.5442	DSN1	228.6372
DSP	7106.3698	DSP	9429.3661
DSTN	7522.8819	DSTN	7035.1971
DSTYK	1343.8466	DSTYK	847.0317
DST	6072.3562	DST	17940.3472
DTD1	747.0625	DTD1	466.8649
DTL	1376.6234	DTL	32.224
DTNA	184.2919	DTNA	410.4728
DTNBP1	199.7526	DTNBP1	318.7878
DTNB	205.3185	DTNB	438.0934
DTWD1	178.4168	DTWD1	433.49
DTWD2	367.0377	DTWD2	232.0898
DTX1	32.7767	DTX1	1057.6388
DTX2	340.1361	DTX2	350.6282
DTX3L	3098.5622	DTX3L	1678.3082
DTX3	653.3704	DTX3	416.9943
DTX4	211.5028	DTX4	1610.4344
DTYMK	262.214	DTYMK	270.4517
DULLARD	1039.5795	DULLARD	1467.728
DUOX1	53.4941	DUOX1	121.991
DUOX2	7.7304	DUOX2	19.181
DUOXA1	18.2004	DUOXA1	15.7284
DUS1L	1846.6296	DUS1L	1236.0219
DUS2L	315.7081	DUS2L	161.8874
DUS3L	621.8306	DUS3L	372.4945
DUS4L	183.1045	DUS4L	94.0788
DUSP10	250.1546	DUSP10	154.5986
DUSP11	534.3228	DUSP11	373.2617
DUSP12	476.4997	DUSP12	262.7793
DUSP14	275.5102	DUSP14	379.016
DUSP15	6.4935	DUSP15	14.5775
DUSP16	1280.4576	DUSP16	1249.0649
DUSP18	264.4929	DUSP18	177.8575
DUSP19	82.5603	DUSP19	73.2713
DUSP1	1057.2047	DUSP1	4611.873
DUSP22	338.59	DUSP22	1428.2152
DUSP23	954.2362	DUSP23	546.2741
removed	removed	DUSP27	15.7284
DUSP28	60.6061	DUSP28	59.0774
DUSP2	117.5015	DUSP2	45.6507
DUSP3	1948.0519	DUSP3	2812.3142
DUSP4	89.363	DUSP4	605.3515
DUSP5	1143.7848	DUSP5	316.486
DUSP6	354.6691	DUSP6	2576.7718
DUSP7	469.697	DUSP7	672.4849
DUSP8	245.5164	DUSP8	166.8745
DUSP9	34.3228	removed	removed
DUT	439.697	DUT	690.4882
DVL1	852.5046	DVL1	970.5572
DVL2	418.3673	DVL2	651.3858
DVL3	3323.4385	DVL3	1900.8344
DYM	657.6994	DYM	718.1356
DYNC1H1	13662.0284	DYNC1H1	14197.3722
DYNC1I1	22.8819	DYNC1I1	84.7799
DYNC1I2	1993.8157	DYNC1I2	2045.4589
DYNC1LI1	848.4848	DYNC1LI1	651.0022
DYNC1LI2	3196.6605	DYNC1LI2	3947.4441
DYNC2H1	752.9375	DYNC2H1	802.9155
DYNC2LI1	305.504	DYNC2LI1	306.1283
DYNLL1	2811.6883	DYNLL1	2791.2151
DYNLL2	3393.6302	DYNLL2	1780.7615
DYNLRB1	1773.0365	DYNLRB1	1367.2197
DYNLRB2	40.1979	DYNLRB2	9.9741
DYNLT1	857.1429	DYNLT1	736.1657
DYNLT3	1943.7229	DYNLT3	705.4762
DYRK1A	1270.2536	DYRK1A	1552.1243
DYRK1B	531.8491	DYRK1B	457.658
DYRK2	531.2307	DYRK2	502.9251
DYRK3	764.9969	DYRK3	207.5381
DYRK4	322.5108	DYRK4	191.0425
DYSF	434.1373	DYSF	724.6571
DYX1C1	67.7118	DYX1C1	43.7326
DZIP1L	179.9629	DZIP1L	156.9004
DZIP1	172.5417	DZIP1	313.4324
DZIP3	450.5257	DZIP3	395.5117
E2F1	401.0513	E2F1	81.7109
E2F2	200.0618	E2F2	41.8145
E2F3	373.222	E2F3	405.8694
E2F4	1016.3884	E2F4	1254.8192
E2F5	229.2764	E2F5	79.1445
E2F6	650.2783	E2F6	290.3999
E2F7	132.6531	removed	removed
E2F8	50.402	E2F8	9.2069
E4F1	444.6506	E4F1	368.6583
EAF1	1521.3358	EAF1	657.5237
EAF2	40.5071	EAF2	46.418
EAPP	962.2758	EAPP	710.0796
EARS2	950.8349	EARS2	604.2006
EBAG9	504.0198	EBAG9	430.0374
EBF1	69.2641	EBF1	1661.8395
removed	removed	EBF2	135.4177
EBF3	29.3754	EBF3	288.8654
EBF4	244.2795	EBF4	281.9603
EBI3	10.8225	EBI3	85.9308
EBNA1BP2	1279.8392	EBNA1BP2	950.2254
EBPL	235.0031	EBPL	421.2142
EBP	454.5455	EBP	297.3051
ECD	690.4762	ECD	572.7438
ECE1	22015.7699	ECE1	7714.2035
ECE2	527.5201	ECE2	70.9696
ECEL1	13.9147	ECEL1	9.9741
ECH1	3138.5281	ECH1	3413.4842
ECHDC1	606.9882	ECHDC1	1697.1324
ECHDC2	265.3061	ECHDC2	885.0101
ECHDC3	271.7996	ECHDC3	901.5057
ECHS1	2562.1521	ECHS1	3321.7608
ECM1	1685.2195	ECM1	744.6054
ECM2	672.2325	ECM2	3499.7602
ECSCR	37.1058	ECSCR	327.9946
ECSIT	1076.9944	ECSIT	571.593
ECT2	653.3704	ECT2	264.3138
EDA2R	44.2177	EDA2R	100.5083
EDARADD	173.1602	EDARADD	178.383
removed	removed	EDAR	6.9052
EDA	25.0464	EDA	143.4737
EDC3	1081.3234	EDC3	652.9203
EDC4	2055.0402	EDC4	1198.4272
EDEM1	2526.5925	EDEM1	1334.9957
EDEM2	654.2981	EDEM2	566.6059
EDEM3	2314.7805	EDEM3	1343.8189
EDF1	3357.7613	EDF1	2606.6942
EDIL3	717.0686	EDIL3	137.7194
EDN1	148.7322	EDN1	342.9558
EDN2	209.9567	EDN2	114.3186
removed	removed	EDN3	54.474
EDNRA	531.5399	EDNRA	324.5421
EDNRB	106.679	EDNRB	1274.0002
EEA1	845.0835	EEA1	1408.267
EED	221.0884	EED	310.3481
EEF1A1P9	5651.8244	EEF1A1P9	7332.1185
EEF1A1	87251.7007	EEF1A1	104021.4827
EEF1A2	4616.2647	EEF1A2	126.978
EEF1B2	3757.5758	EEF1B2	4089.3833
EEF1D	7529.0662	EEF1D	5516.0641
EEF1E1	531.8491	EEF1E1	177.2322
EEF1G	16594.9289	EEF1G	15203.2224
EEF2K	987.6314	EEF2K	2030.1141
EEF2	77147.4954	EEF2	63762.1559
EEFSEC	405.2443	EEFSEC	398.6151
EEPD1	356.8336	EEPD1	733.4804
EFCAB10	5.3649	removed	removed
removed	removed	EFCAB1	46.418
EFCAB2	394.5578	EFCAB2	189.1244
EFCAB4A	94.6197	EFCAB4A	964.8029
EFCAB4B	17.6252	EFCAB4B	140.0211
EFCAB6	22.8819	EFCAB6	47.5688
EFCAB7	122.449	EFCAB7	103.9609
EFEMP1	4565.2443	EFEMP1	11055.5289
EFEMP2	1315.3989	EFEMP2	1814.52
EFHA1	630.7978	EFHA1	680.9245
EFHA2	14.5331	EFHA2	112.0169
EFHC1	279.8392	EFHC1	281.1931
removed	removed	EFHC2	24.9353
EFHD1	8285.4051	EFHD1	2270.6435
EFHD2	1497.5263	EFHD2	1468.8789
EFNA1	3802.7211	EFNA1	1570.9216
EFNA3	352.2171	EFNA3	128.5125
EFNA4	616.8615	EFNA4	211.7579
EFNA5	141.6203	EFNA5	631.4376
EFNB1	536.1781	EFNB1	1346.5043
EFNB2	314.4712	EFNB2	1051.5009
EFNB3	24.1187	EFNB3	259.3267
EFR3A	2604.8237	EFR3A	1990.9849
EFR3B	196.3513	EFR3B	58.6938
EFS	2449.598	EFS	789.4888
EFTUD1	1650.8967	EFTUD1	533.9983
EFTUD2	1350.0309	EFTUD2	2164.2505
EGFL6	38.6518	EGFL6	398.5806
EGFL7	341.6821	EGFL7	1431.2842
