gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
TAPT1	780.1868	TAPT1	915.078
TARBP1	1434.2895	TARBP1	464.0381
TARBP2	483.9893	TARBP2	184.5754
TARDBP	3696.4643	TARDBP	4598.3536
TARP	11.0073	TARP	11.2652
TARS2	954.97	TARS2	433.2756
TARSL2	157.4383	TARSL2	529.4627
TARS	2153.4356	TARS	2114.3847
removed	removed	TAS1R1	16.8977
TAS2R14	8.3556	removed	removed
TAS2R20	18.3456	TAS2R20	13.8648
TAS2R4	6.004	removed	removed
TAS2R5	7.0047	TAS2R5	7.799
TASP1	247.8319	TASP1	148.1802
TATDN1	277.1848	TATDN1	415.9445
TATDN2	1598.0654	TATDN2	1187.175
TATDN3	257.505	TATDN3	543.3276
TAT	297.8652	removed	removed
TAX1BP1	3192.4616	TAX1BP1	3246.9671
TAX1BP3	2033.7091	TAX1BP3	1917.331
TAZ	349.8999	TAZ	354.8527
TBC1D10A	506.5811	TBC1D10A	591.4038
TBC1D10B	1791.5277	TBC1D10B	966.6378
TBC1D10C	76.7178	TBC1D10C	10.3986
TBC1D12	368.2455	TBC1D12	467.9376
TBC1D13	726.1508	TBC1D13	1629.9827
TBC1D14	1525.3502	TBC1D14	1597.0537
TBC1D15	1185.1234	TBC1D15	1517.7643
TBC1D16	706.471	TBC1D16	1157.7123
TBC1D17	783.0587	TBC1D17	1163.1586
TBC1D19	142.7618	TBC1D19	130.8492
TBC1D1	1253.5023	TBC1D1	1226.1698
TBC1D20	1305.2035	TBC1D20	2232.2357
TBC1D22A	311.8746	TBC1D22A	363.0849
TBC1D22B	371.451	TBC1D22B	250.7842
TBC1D23	768.8459	TBC1D23	1139.0815
TBC1D24	321.5477	TBC1D24	452.4003
TBC1D25	429.6197	TBC1D25	590.5546
TBC1D2B	2041.3609	TBC1D2B	3766.8977
TBC1D2	508.3389	TBC1D2	88.8215
TBC1D3B	163.4423	TBC1D3B	28.5962
TBC1D3C	26.0173	removed	removed
removed	removed	TBC1D3G	11.6984
TBC1D3H	59.0394	removed	removed
TBC1D3	475.4736	TBC1D3	145.4159
TBC1D4	1131.7545	TBC1D4	2181.5425
TBC1D5	1294.8632	TBC1D5	1698.0069
TBC1D7	221.1474	TBC1D7	197.1404
TBC1D8B	240.4937	TBC1D8B	233.1023
TBC1D8	1616.7445	TBC1D8	306.7591
TBC1D9B	4989.9933	TBC1D9B	6430.6759
TBC1D9	8104.7365	TBC1D9	3072.7903
TBCA	1285.1901	TBCA	1438.4749
TBCB	1033.2288	TBCB	553.4532
TBCCD1	268.1788	TBCCD1	211.0052
TBCC	341.8946	TBCC	323.2236
TBCD	1623.1221	TBCD	1134.636
TBCEL	401.9346	TBCEL	399.0468
TBCE	535.0667	TBCE	486.3345
TBCK	590.2602	TBCK	779.0468
TBK1	882.2548	TBK1	587.5217
TBKBP1	156.4376	TBKBP1	429.3761
TBL1XR1	3136.0907	TBL1XR1	3217.0711
TBL1X	979.6531	TBL1X	1025.13
TBL2	1000.3336	TBL2	759.5321
TBL3	1082.3883	TBL3	524.6967
TBPL1	176.1174	TBPL1	224.4367
TBP	203.8025	TBP	234.8354
TBRG1	594.7298	TBRG1	1079.7227
TBRG4	906.6044	TBRG4	806.3258
TBX15	196.1308	TBX15	2404.2461
TBX18	103.0687	TBX18	281.1958
TBX19	57.038	TBX19	24.6967
TBX1	17.6785	TBX1	38.5615
TBX21	22.6818	TBX21	6.4991
TBX2	104.4029	TBX2	227.9029
TBX3	1203.8025	TBX3	595.7539
removed	removed	TBX4	12.9983
TBX5	81.3876	TBX5	190.208
TBX6	34.6898	TBX6	11.6984
TBXA2R	19.3462	TBXA2R	63.2582
TBXAS1	190.4603	TBXAS1	120.4506
TC2N	3409.2728	TC2N	366.5511
TCEA1	1354.2362	TCEA1	1531.1958
TCEA2	393.5957	TCEA2	168.1109
TCEA3	1250.5003	TCEA3	282.4957
TCEAL1	1011.6744	TCEAL1	301.5598
removed	removed	TCEAL2	8.2322
TCEAL3	1102.7352	TCEAL3	212.305
TCEAL4	6059.0394	TCEAL4	1763.8648
TCEAL5	31.3542	TCEAL5	6.4991
TCEAL6	51.034	TCEAL6	11.6984
TCEAL7	30.02	TCEAL7	47.227
TCEAL8	668.1121	TCEAL8	974.4367
TCEANC	62.0414	TCEANC	74.5234
TCEB1	458.3055	TCEB1	661.6118
TCEB2	1640.427	TCEB2	1018.1976
TCEB3	1252.9086	TCEB3	2684.0641
TCERG1	1734.1561	TCERG1	754.3328
TCF12	2180.1201	TCF12	1597.5737
removed	removed	TCF15	105.7192
TCF19	760.507	TCF19	121.7504
TCF20	1328.8859	TCF20	695.8406
removed	removed	TCF21	9.9653
TCF25	1746.8312	TCF25	2039.8614
TCF3	2338.2255	TCF3	538.5615
TCF4	1926.6177	TCF4	3735.7019
TCF7L1	1543.0287	TCF7L1	1451.9064
TCF7L2	921.948	TCF7L2	1377.8163
TCF7	448.6324	TCF7	185.4419
TCFL5	458.6391	TCFL5	495.6672
TCHH	37.3582	TCHH	9.5321
TCHP	553.0354	TCHP	347.0537
TCIRG1	1017.3449	TCIRG1	418.5442
TCL1A	5.0033	removed	removed
TCN1	79.0527	removed	removed
TCN2	320.8806	TCN2	1251.2998
TCOF1	1613.0754	TCOF1	912.0451
TCP10L	24.563	TCP10L	5.6889
TCP11L1	149.7665	TCP11L1	206.2392
TCP11L2	283.1888	TCP11L2	149.0468
removed	removed	TCP11	5.6326
TCP1	2073.6258	TCP1	4905.7886
TCTA	777.1848	TCTA	1289.4281
TCTE1	15.3436	removed	removed
TCTE3	32.3549	TCTE3	17.331
TCTEX1D1	14.3429	TCTEX1D1	7.799
TCTEX1D2	194.1261	TCTEX1D2	62.825
TCTN1	866.2342	TCTN1	396.5425
TCTN2	971.9813	TCTN2	176.7764
TCTN3	1140.427	TCTN3	846.6205
TDG	704.8032	TDG	263.4315
TDP1	569.3796	TDP1	215.7712
TDP2	606.4043	TDP2	892.1144
TDRD10	8.6724	TDRD10	58.0589
removed	removed	TDRD1	8.2322
TDRD3	539.026	TDRD3	492.6343
TDRD5	164.443	removed	removed
removed	removed	TDRD6	8.6655
TDRD7	482.3215	TDRD7	411.1785
TDRD9	5.0033	removed	removed
TDRKH	912.6084	TDRKH	228.3362
TEAD1	1855.9039	TEAD1	6650.7799
TEAD2	1672.4483	TEAD2	819.3241
TEAD3	1089.0594	TEAD3	435.4419
TEAD4	374.5831	TEAD4	147.747
TECPR1	269.513	TECPR1	296.7938
TECPR2	629.0861	TECPR2	731.3692
TECR	1685.1234	TECR	2382.5823
TECTA	20.3469	TECTA	16.8977
TEC	31.0207	TEC	34.2288
TEF	835.557	TEF	3119.5841
TEKT1	90.7272	removed	removed
TEKT2	268.5123	removed	removed
TEKT3	33.6891	TEKT3	19.4974
TEKT4	60.0367	removed	removed
TEKT5	6.004	removed	removed
TEK	234.1561	TEK	1320.6239
TELO2	793.1955	TELO2	325.8232
TENC1	1688.7925	TENC1	7852.253
TEP1	1021.3476	TEP1	664.2114
TERF1	596.064	TERF1	521.2305
TERF2IP	831.5544	TERF2IP	2251.7331
TERF2	500	TERF2	551.9931
TESC	13.0087	TESC	51.9931
TESK1	678.7859	TESK1	3068.0243
TESK2	247.4983	TESK2	65.4246
TES	876.8712	TES	385.5849
TET1	111.074	TET1	56.7591
TET2	978.986	TET2	420.2773
TET3	1329.8866	TET3	155.1127
TEX10	403.936	TEX10	227.0364
TEX261	2229.1528	TEX261	4158.5789
TEX264	1000	TEX264	635.6153
TEX2	1389.5931	TEX2	1869.5841
TEX9	123.7492	TEX9	10.8319
TFAM	603.7358	TFAM	389.948
TFAP2A	2036.9913	TFAP2A	5.1993
TFAP2B	3635.7572	removed	removed
TFAP2C	1779.5197	TFAP2C	19.0641
TFAP2E	23.6825	removed	removed
TFAP4	287.8586	TFAP4	98.3536
TFB1M	114.7432	TFB1M	123.0503
TFB2M	490.3269	TFB2M	289.8614
TFCP2L1	256.5043	TFCP2L1	16.0312
TFCP2	953.6358	TFCP2	691.0745
TFDP1	2614.4096	TFDP1	1427.643
TFDP2	323.8826	TFDP2	432.8423
TFDP3	7.3382	removed	removed
TFE3	1223.1488	TFE3	4637.7816
TFEB	285.8572	TFEB	395.1473
TFEC	165.7772	TFEC	54.1594
TFF1	109.7398	removed	removed
TFF3	428.9526	TFF3	19.4974
TFG	2064.7098	TFG	1978.7695
TFIP11	789.1061	TFIP11	685.3293
TFPI2	45.03	TFPI2	284.2288
TFPI	262.8419	TFPI	889.948
TFPT	231.4209	TFPT	124.5494
TFR2	106.7378	removed	removed
TFRC	2572.3816	TFRC	2149.0468
TF	70.3803	TF	13889.5147
TGDS	195.7972	TGDS	403.8128
TGFA	146.7645	TGFA	17.7643
TGFB1I1	873.9159	TGFB1I1	444.5407
TGFB1	1012.3416	TGFB1	392.9809
TGFB2	1939.2929	TGFB2	94.8873
TGFB3	2788.1921	TGFB3	340.9879
TGFBI	2428.9526	TGFBI	2429.3761
removed	removed	TGFBR1	1328.8562
removed	removed	TGFBR2	14786.3951
TGFBR3	1083.3889	TGFBR3	7619.1508
TGFBRAP1	475.6504	TGFBRAP1	292.461
TGIF1	1622.4149	TGIF1	662.4783
TGIF2	982.545	TGIF2	339.2548
TGM1	5.0033	TGM1	13.8648
TGM2	817.545	TGM2	4832.7556
TGM3	12.3416	removed	removed
TGM5	5.0033	removed	removed
TGOLN2	8095.0634	TGOLN2	7690.6412
TGS1	544.3629	TGS1	405.9792
TG	6.004	TG	9.5321
TH1L	1435.9573	TH1L	1139.5147
THADA	1334.5564	THADA	753.0329
THAP10	71.3809	THAP10	36.8284
THAP11	358.2388	THAP11	411.1785
THAP1	227.485	THAP1	236.5685
THAP2	93.3956	THAP2	103.9861
THAP3	174.5997	THAP3	415.3163
THAP4	963.3089	THAP4	940.6412
THAP5	579.3863	THAP5	463.6049
THAP6	260.507	THAP6	302.4263
THAP7	194.2061	THAP7	150.7799
THAP8	95.0634	THAP8	151.6464
THAP9	123.0821	THAP9	71.4905
THBD	582.3883	THBD	1213.1716
THBS1	28103.0687	THBS1	3528.1629
THBS2	10608.072	THBS2	1519.0641
THBS3	953.0454	THBS3	503.0416
THBS4	1442.6251	THBS4	3306.7591
THEM4	376.5844	THEM4	395.1473
THEMIS	27.6851	removed	removed
THG1L	217.1448	THG1L	110.4853
THNSL1	178.1187	THNSL1	123.9168
THNSL2	1155.1034	THNSL2	888.2149
THOC1	681.7879	THOC1	304.1594
THOC2	1947.9653	THOC2	1047.227
THOC3	1041.6945	THOC3	321.4905
THOC4	719.8132	THOC4	496.1005
THOC5	406.938	THOC5	522.5303
THOC6	601.2241	THOC6	135.052
THOC7	768.1788	THOC7	1030.7626
THOP1	560.7071	THOP1	316.2912
THPO	14.3429	THPO	30.3293
THRAP3	4382.2548	THRAP3	4263.4315
THRA	636.5811	THRA	2183.9558
THRB	532.3549	THRB	1543.7608
THRSP	50.7005	THRSP	11126.5165
THSD1P1	217.2248	THSD1P1	87.5217
THSD1	91.3943	THSD1	253.8995
THSD4	2117.4116	THSD4	106.1525
THSD7A	42.6951	THSD7A	83.1889
THSD7B	61.7078	THSD7B	233.1023
THTPA	271.8479	THTPA	536.8284
THUMPD1	1708.1388	THUMPD1	1370.0173
THUMPD2	260.507	THUMPD2	132.5823
THUMPD3	1332.555	THUMPD3	986.1352
THY1	2567.3783	THY1	2132.149
THYN1	485.9907	THYN1	1034.2288
TIA1	2224.1494	TIA1	791.1612
TIAF1	150.6271	TIAF1	200.8882
TIAL1	1594.3963	TIAL1	1298.9601
TIAM1	873.9159	TIAM1	117.4177
TIAM2	68.9827	TIAM2	20.8492
TICAM1	652.7685	TICAM1	222.2704
TICAM2	117.1714	TICAM2	219.4497
TIE1	419.6131	TIE1	1206.6724
TIFAB	11.6744	removed	removed
TIFA	435.2902	TIFA	85.7886
TIGD1	98.7325	TIGD1	31.6291
TIGD2	118.0787	TIGD2	133.0156
TIGD3	7.6718	removed	removed
TIGD4	14.3429	removed	removed
TIGD5	113.0754	TIGD5	42.461
TIGD6	272.8486	TIGD6	176.3432
TIGD7	382.7919	TIGD7	188.3319
TIGIT	71.0474	removed	removed
TIMELESS	2094.3963	TIMELESS	292.8943
TIMM10	380.9206	TIMM10	529.896
TIMM13	806.8712	TIMM13	708.8388
TIMM16	136.451	TIMM16	95.5546
TIMM17A	1196.1308	TIMM17A	1107.8856
TIMM17B	726.4843	TIMM17B	315.8579
TIMM22	300.8672	TIMM22	474.0035
TIMM44	416.2775	TIMM44	520.364
TIMM50	537.3582	TIMM50	655.9792
TIMM8A	88.7258	TIMM8A	86.2218
TIMM8B	378.9193	TIMM8B	478.3362
TIMM9	368.5791	TIMM9	532.4957
TIMP1	4318.2121	TIMP1	1120.0173
TIMP2	12412.942	TIMP2	17730.9359
TIMP3	10913.6091	TIMP3	57424.1768
TIMP4	35.0233	TIMP4	6059.3588
TINAGL1	343.8959	TINAGL1	2231.8024
TINF2	1043.6958	TINF2	1436.7418
TIPARP	975.6471	TIPARP	2949.74
TIPIN	78.7191	TIPIN	57.6256
TIPRL	1359.9066	TIPRL	789.8614
TIRAP	190.4603	TIRAP	182.8423
TJAP1	564.0427	TJAP1	507.3657
TJP1	2231.1541	TJP1	3615.2513
TJP2	1656.4376	TJP2	5284.662
TJP3	1879.9199	removed	removed
TK1	1026.6845	TK1	38.5615
TK2	664.7765	TK2	3800.6932
TKT	2132.0881	TKT	22393.8475
TLCD1	33.3556	TLCD1	22.5303
TLE1	447.6318	TLE1	1994.3674
TLE2	928.2855	TLE2	951.9064
TLE3	3512.6751	TLE3	1171.5771
TLE4	217.8119	TLE4	172.8769
TLE6	125.4169	TLE6	7.3657
TLK1	2123.4156	TLK1	1193.2409
TLK2	588.0587	TLK2	760.3986
TLL1	53.7025	TLL1	156.8458
TLL2	12.6751	removed	removed
TLN1	7860.5737	TLN1	28119.1508
TLN2	1113.0754	TLN2	7654.675
TLR10	18.6791	removed	removed
TLR1	216.4777	TLR1	100.5199
TLR2	294.8632	TLR2	105.7192
TLR3	301.2008	TLR3	434.1421
TLR4	473.3155	TLR4	1902.513
TLR5	214.4763	TLR5	103.5529
TLR6	49.3662	TLR6	13.8648
TLR7	158.1054	TLR7	32.4957
TLR8	56.3709	TLR8	29.4627
TLR9	17.8819	TLR9	7.539
TLX1	5.6704	removed	removed
TM2D1	296.8646	TM2D1	314.5581
TM2D2	730.1534	TM2D2	792.461
TM2D3	397.932	TM2D3	570.1906
TM4SF18	58.7058	TM4SF18	220.5373
TM4SF19	33.2188	TM4SF19	5.5589
TM4SF1	6111.4076	TM4SF1	2892.9809
TM6SF1	148.7658	TM6SF1	142.1144
TM6SF2	6.3376	removed	removed
TM7SF2	180.4536	TM7SF2	2503.8995
TM7SF3	2655.1034	TM7SF3	1301.1265
TM7SF4	11.3409	removed	removed
TM9SF1	1326.3242	TM9SF1	1167.734
TM9SF2	5222.4817	TM9SF2	3164.6447
TM9SF3	5168.7792	TM9SF3	5710.5719
TM9SF4	2215.8105	TM9SF4	1436.7418
TMBIM1	2353.569	TMBIM1	11129.1161
TMBIM4	1691.8245	TMBIM4	1510.078
TMBIM6	26727.1514	TMBIM6	19754.3328
removed	removed	TMC2	22.9636
TMC3	72.3816	removed	removed
TMC4	2156.1041	TMC4	10.3986
TMC5	2212.475	TMC5	19.9307
TMC6	505.0033	TMC6	558.4922
TMC7	60.3736	TMC7	146.0139
TMC8	233.8225	TMC8	77.1231
TMCC1	954.6364	TMCC1	1054.5927
TMCC2	38.3589	TMCC2	45.9272
TMCC3	227.1514	TMCC3	938.4749
TMCO1	2728.1521	TMCO1	1887.3484
TMCO3	2890.2602	TMCO3	990.4679
TMCO4	721.8145	TMCO4	550.6932
TMCO6	170.447	TMCO6	150.3466
TMCO7	163.4423	TMCO7	342.721
TMED10P1	64.7098	TMED10P1	45.4939
TMED10	5692.1281	TMED10	7182.8423
TMED1	452.6384	TMED1	421.4601
TMED2	6236.1574	TMED2	5423.7435
TMED3	1634.0894	TMED3	242.201
TMED4	925.9506	TMED4	718.8042
TMED5	880.5537	TMED5	2476.1698
TMED7-TICAM2	46.968	TMED7-TICAM2	64.1941
TMED7	2343.1988	TMED7	1882.3007
TMED8	395.5971	TMED8	390.3813
TMED9	2788.1921	TMED9	1878.2496
TMEFF1	41.7845	TMEFF1	41.4818
TMEM100	35.3569	TMEM100	2157.7123
TMEM101	410.2735	TMEM101	352.6863
TMEM102	114.4096	TMEM102	27.2964
TMEM104	465.9773	TMEM104	592.721
TMEM105	5.6704	removed	removed
TMEM106A	161.1074	TMEM106A	139.0815
TMEM106B	1633.4223	TMEM106B	1437.175
TMEM106C	3779.8532	TMEM106C	623.9168
TMEM107	179.7865	TMEM107	133.4489
TMEM108	386.9246	TMEM108	20.364
TMEM109	2312.5417	TMEM109	3899.0468
TMEM110	208.9159	TMEM110	271.6638
TMEM111	1344.563	TMEM111	2641.2478
TMEM115	1005.0033	TMEM115	921.1438
TMEM116	274.1828	TMEM116	95.7539
TMEM117	133.0887	TMEM117	163.7782
TMEM119	1300.2001	TMEM119	879.5494
TMEM11	335.8906	TMEM11	681.5425
TMEM120A	619.7465	TMEM120A	1764.7314
TMEM120B	377.1514	TMEM120B	1217.305
TMEM121	41.6945	removed	removed
TMEM123	7134.4229	TMEM123	1944.1075
TMEM125	309.5397	removed	removed
TMEM126A	166.4443	TMEM126A	485.7019
TMEM126B	346.8979	TMEM126B	629.1161
TMEM127	3394.2628	TMEM127	2030.3293
TMEM128	497.3316	TMEM128	505.1993
TMEM129	755.8372	TMEM129	1097.9203
TMEM130	40.0267	removed	removed
TMEM131	1761.1741	TMEM131	1176.3432
TMEM132A	1685.1234	TMEM132A	50.26
TMEM132B	10.3402	TMEM132B	106.5858
TMEM132C	50.3669	TMEM132C	4086.2218
TMEM133	38.3589	TMEM133	237.8683
TMEM134	484.3229	TMEM134	250.8666
TMEM135	809.2061	TMEM135	2871.7504
TMEM136	152.1014	TMEM136	95.3206
TMEM138	404.2695	TMEM138	699.3068
TMEM139	36.024	TMEM139	125.2166
TMEM140	596.024	TMEM140	2424.3804
TMEM141	768.5123	TMEM141	347.0537
TMEM143	121.7478	TMEM143	292.0277
TMEM144	374.5831	TMEM144	324.9567
TMEM145	37.0247	removed	removed
TMEM146	7.6718	removed	removed
TMEM147	882.2548	TMEM147	803.2929
TMEM149	156.481	TMEM149	66.5078
TMEM14A	487.6584	TMEM14A	293.7608
TMEM14B	670.0934	TMEM14B	1404.6794
TMEM14C	1376.2508	TMEM14C	2803.2929
TMEM150A	289.8599	TMEM150A	341.8544
TMEM150B	8.3389	TMEM150B	12.565
TMEM150C	1721.1474	TMEM150C	277.7296
TMEM151B	22.6885	removed	removed
TMEM154	123.0821	TMEM154	22.9636
TMEM156	12.3416	TMEM156	6.9324
TMEM158	82.7218	TMEM158	10.8319
TMEM159	849.5664	TMEM159	622.1837
TMEM160	60.3736	TMEM160	30.3293
TMEM161A	389.9266	TMEM161A	310.6586
TMEM161B	423.9493	TMEM161B	153.3795
TMEM163	21.6811	TMEM163	73.6568
TMEM164	1241.8279	TMEM164	1180.2426
TMEM165	917.9453	TMEM165	1315.8579
TMEM167A	2241.8279	TMEM167A	3650.7799
TMEM167B	1113.4089	TMEM167B	1948.8735
TMEM168	740.1601	TMEM168	772.0971
TMEM169	32.0213	TMEM169	78.4229
TMEM170A	318.8793	TMEM170A	358.7522
TMEM170B	145.7638	TMEM170B	1794.6274
TMEM173	1214.4763	TMEM173	476.1698
TMEM175	320.2135	TMEM175	341.4211
TMEM176A	261.1741	TMEM176A	243.0676
TMEM176B	610.4069	TMEM176B	494.8007
TMEM177	186.1241	TMEM177	90.5546
TMEM178	18.012	TMEM178	47.227
TMEM179B	704.4696	TMEM179B	675.4766
TMEM17	75.05	TMEM17	100.9532
TMEM180	89.3929	TMEM180	39.4281
TMEM181	904.6031	TMEM181	1121.3172
TMEM182	82.3883	TMEM182	173.3102
TMEM183A	1303.8692	TMEM183A	795.9272
TMEM184A	621.3442	TMEM184A	6.9454
TMEM184B	1266.7812	TMEM184B	2551.0789
TMEM184C	569.7131	TMEM184C	637.7816
TMEM185A	630.7538	TMEM185A	589.688
TMEM185B	578.3856	TMEM185B	339.2548
TMEM186	219.1461	TMEM186	194.5407
TMEM187	249.1661	TMEM187	200.1733
TMEM188	153.1021	TMEM188	320.6239
removed	removed	TMEM189-UBE2V1	10.312
TMEM189	693.6157	TMEM189	1162.3094
TMEM18	504.0027	TMEM18	755.6326
TMEM190	16.0107	removed	removed
TMEM191A	5.3369	removed	removed
TMEM192	315.2101	TMEM192	969.6707
TMEM194A	1143.429	TMEM194A	350.5199
TMEM194B	123.7492	TMEM194B	165.078
removed	removed	TMEM195	70.1906
TMEM198	56.0374	TMEM198	16.0312
TMEM199	410.5037	TMEM199	282.5737
TMEM19	719.8132	TMEM19	730.5026
TMEM200A	341.8946	TMEM200A	49.3934
TMEM200B	78.6091	TMEM200B	869.2244
TMEM200C	14.3429	removed	removed
TMEM201	325.8839	TMEM201	231.3692
TMEM203	598.0654	TMEM203	677.643
TMEM204	339.8933	TMEM204	468.8042
TMEM205	2219.1461	TMEM205	795.0607
TMEM206	182.455	TMEM206	46.3605
TMEM208	358.2388	TMEM208	394.714
TMEM209	1030.02	TMEM209	552.8596
TMEM20	25.0167	TMEM20	209.2721
TMEM212	18.3456	removed	removed
TMEM214	2319.8799	TMEM214	2802.8596
TMEM215	12.6751	removed	removed
TMEM216	193.7959	TMEM216	141.2478
TMEM217	7.4683	removed	removed
TMEM218	220.8139	TMEM218	499.5667
TMEM219	2226.1508	TMEM219	1505.6326
TMEM220	26.6845	TMEM220	376.0832
TMEM222	759.5063	TMEM222	683.2756
TMEM223	134.0894	TMEM223	246.9671
TMEM229B	905.6037	TMEM229B	52.8596
TMEM22	45.03	TMEM22	631.7158
TMEM231	454.5964	TMEM231	149.4801
TMEM232	33.3556	TMEM232	6.9324
TMEM233	6.3376	TMEM233	9.9653
TMEM25	1047.3649	TMEM25	153.3795
TMEM26	52.2148	TMEM26	15.9619
TMEM27	7.0047	TMEM27	6.4991
TMEM2	881.9213	TMEM2	988.3016
TMEM30A	2667.445	TMEM30A	3270.7972
TMEM30B	1311.541	TMEM30B	107.4523
TMEM33	1196.1308	TMEM33	938.0416
TMEM35	31.3542	TMEM35	61.9584
TMEM37	204.8032	TMEM37	3724.0035
TMEM38A	26.3509	TMEM38A	53.7262
TMEM38B	204.1361	TMEM38B	76.2565
TMEM39A	598.7325	TMEM39A	480.0693
TMEM39B	241.4943	TMEM39B	216.2045
TMEM40	7.3382	removed	removed
TMEM41A	655.437	TMEM41A	490.0347
TMEM41B	697.7985	TMEM41B	331.0225
TMEM42	101.0674	TMEM42	280.7626
TMEM43	2480.9873	TMEM43	4129.5494
TMEM44	279.1861	TMEM44	157.7123
TMEM45A	211.1408	TMEM45A	154.2461
TMEM45B	113.7425	removed	removed
TMEM47	344.8966	TMEM47	2041.5945
TMEM48	535.0233	TMEM48	201.0399
TMEM49	2563.7091	TMEM49	1507.799
TMEM50A	2096.3976	TMEM50A	2008.2322
TMEM50B	837.2248	TMEM50B	1516.4645
TMEM51	462.9753	TMEM51	52.4263
TMEM52	7.0047	TMEM52	40.2946
TMEM53	146.7045	TMEM53	265.7452
TMEM54	998.3322	TMEM54	250.8666
TMEM55A	117.4116	TMEM55A	613.0849
TMEM55B	486.9913	TMEM55B	602.6863
TMEM56	232.6785	TMEM56	849.7487
TMEM57	1082.7218	TMEM57	714.0381
TMEM59L	28.3522	removed	removed
TMEM59	4135.0901	TMEM59	5967.5043
TMEM5	321.5477	TMEM5	299.3934
TMEM60	225.1501	TMEM60	237.435
TMEM61	10.0067	removed	removed
TMEM62	609.7398	TMEM62	380.4159
TMEM63A	2064.7098	TMEM63A	956.6724
TMEM63B	1032.6885	TMEM63B	581.8891
TMEM63C	1475.3169	removed	removed
TMEM64	1738.8259	TMEM64	1535.0953
TMEM65	508.6724	TMEM65	295.0607
TMEM66	4675.1167	TMEM66	5526.4298
TMEM67	438.2922	TMEM67	110.4853
TMEM68	280.8539	TMEM68	267.7643
TMEM69	522.0147	TMEM69	617.4177
TMEM70	339.5597	TMEM70	576.6898
TMEM71	23.0153	TMEM71	29.0295
removed	removed	TMEM74	9.5321
TMEM79	391.928	TMEM79	81.4558
TMEM80	240.8272	TMEM80	286.8284
TMEM81	34.3562	TMEM81	43.7608
TMEM84	127.0847	removed	removed
TMEM85	1083.3522	TMEM85	1460.9359
TMEM86A	293.8492	TMEM86A	163.7695
TMEM86B	58.7058	TMEM86B	22.5303
TMEM87A	2255.1701	TMEM87A	1532.4957
TMEM87B	1610.4069	TMEM87B	485.7019
TMEM88	16.0107	TMEM88	174.6101
TMEM8A	1095.0634	TMEM8A	456.2392
TMEM8B	552.7018	TMEM8B	358.7522
TMEM90B	163.4423	TMEM90B	51.5598
TMEM91	67.4783	TMEM91	47.6603
TMEM92	5.0033	removed	removed
TMEM93	134.2295	TMEM93	197.7253
TMEM97	974.1394	TMEM97	104.4541
TMEM98	922.2815	TMEM98	337.9549
TMEM99	332.8886	TMEM99	238.3016
TMEM9B	1122.7485	TMEM9B	885.6153
TMEM9	2529.6865	TMEM9	801.5598
TMF1	1601.7345	TMF1	1092.2877
removed	removed	TMIE	10.8319
TMLHE	230.8205	TMLHE	409.4454
TMOD1	62.2415	TMOD1	415.5676
TMOD2	195.1301	TMOD2	633.8821
TMOD3	1445.964	TMOD3	1067.591
TMPO	3491.3409	TMPO	491.2695
TMPPE	67.7118	TMPPE	21.2305
TMPRSS13	467.3115	removed	removed
TMPRSS2	370.2468	removed	removed
TMPRSS3	1567.3783	removed	removed
TMPRSS4	12.008	removed	removed
TMPRSS5	9.3396	TMPRSS5	27.2964
TMPRSS6	14.6765	removed	removed
TMSB10	15629.4196	TMSB10	10666.8111
TMSB15A	12.3416	removed	removed
TMSB15B	41.441	TMSB15B	16.0312
TMSL3	24730.8205	TMSL3	24367.4177
TMTC1	198.4656	TMTC1	3445.8406
TMTC2	979.6531	TMTC2	116.1179
TMTC3	1090.7272	TMTC3	506.0659
TMTC4	1020.6805	TMTC4	277.7296
TMUB1	367.2448	TMUB1	227.0364
TMUB2	730.487	TMUB2	714.4714
TMX1	896.2642	TMX1	902.513
TMX2	1320.3769	TMX2	2016.7374
TMX3	973.3155	TMX3	1653.8128
TMX4	761.8412	TMX4	837.5217
TNC	6401.6011	TNC	396.4471
TNFAIP1	1414.1594	TNFAIP1	1303.5225
TNFAIP2	3437.2915	TNFAIP2	1306.7591
TNFAIP3	1403.6024	TNFAIP3	921.5771
TNFAIP6	299.1995	TNFAIP6	76.2565
TNFAIP8L1	262.5083	TNFAIP8L1	76.6898
TNFAIP8L2	64.7098	TNFAIP8L2	46.3605
TNFAIP8L3	134.7565	TNFAIP8L3	56.3258
TNFAIP8	361.5744	TNFAIP8	1710.5719
TNFRSF10A	107.7385	TNFRSF10A	36.8284
TNFRSF10B	1445.6304	TNFRSF10B	502.5997
TNFRSF10C	68.7125	TNFRSF10C	29.896
TNFRSF10D	43.3622	TNFRSF10D	240.0347
TNFRSF11A	39.026	TNFRSF11A	9.5321
TNFRSF11B	282.5217	TNFRSF11B	71.9237
TNFRSF12A	519.6798	TNFRSF12A	87.9549
TNFRSF13C	6.6711	removed	removed
TNFRSF14	1223.2455	TNFRSF14	446.3128
TNFRSF18	38.3589	TNFRSF18	5.1993
TNFRSF19	858.5724	TNFRSF19	46.3605
TNFRSF1A	2009.3396	TNFRSF1A	2603.5529
TNFRSF1B	656.4376	TNFRSF1B	1299.8267
TNFRSF21	345.5637	TNFRSF21	3437.6083
