gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
MFN2	2532.4841	MFN2	2804.4318
MFNG	128.6624	MFNG	187.6086
MFRP	715.2866	MFRP	192.2461
MFSD10	1046.4968	MFSD10	1031.2147
MFSD11	430.8917	MFSD11	373.7542
MFSD1	1542.0382	MFSD1	1553.5675
MFSD2A	217.8344	MFSD2A	20.658
MFSD2B	24.8408	MFSD2B	19.3932
MFSD3	307.6433	MFSD3	171.5881
MFSD4	57.9618	MFSD4	137.4391
MFSD5	1050.9554	MFSD5	725.9819
MFSD6L	26.7516	MFSD6L	30.3546
MFSD6	1429.2994	MFSD6	1665.2895
MFSD7	675.0318	MFSD7	123.6361
MFSD8	396.1783	MFSD8	297.2226
MFSD9	70.0637	MFSD9	123.5265
MGAM	204.4586	MGAM	17.2853
MGAT1	1902.5478	MGAT1	2454.0886
MGAT2	1157.3248	MGAT2	625.2213
MGAT3	92.9936	MGAT3	218.8064
MGAT4A	1189.172	MGAT4A	963.3383
MGAT4B	1007.0064	MGAT4B	1228.9415
MGAT5B	6.3694	MGAT5B	8.4318
MGAT5	62.4204	MGAT5	101.6037
MGA	916.5605	MGA	1192.2629
removed	removed	MGC12916	8.4318
MGC12982	38.2166	MGC12982	17.2853
MGC16121	9.5541	MGC16121	5.0591
MGC16142	10.1911	MGC16142	23.1876
MGC16275	53.5032	MGC16275	75.0434
MGC16384	6.3694	MGC16384	5.4807
MGC21881	129.2994	MGC21881	181.2847
MGC23270	47.7707	MGC23270	69.1411
MGC23284	31.2102	MGC23284	25.7171
MGC2752	407.6433	MGC2752	543.0108
MGC29506	270.7006	MGC29506	51.4343
MGC3771	23.5541	MGC3771	18.0315
MGC42105	18.4713	MGC42105	6.3239
MGC45800	21.0191	MGC45800	11.383
MGC57346	213.535	MGC57346	282.3319
MGC70857	465.6051	MGC70857	435.0832
MGC72080	61.3376	MGC72080	38.3649
MGC87042	17.8344	MGC87042	17.7069
MGEA5	4805.7325	MGEA5	3680.5005
MGLL	1789.172	MGLL	1451.1206
MGMT	900.6369	MGMT	605.4065
MGP	21986.6242	MGP	121515.9615
MGRN1	1192.9936	MGRN1	1013.5078
MGST1	2704.4586	MGST1	2481.9137
MGST2	1489.172	MGST2	742.8456
MGST3	2162.4204	MGST3	1424.1387
MIA3	3541.4013	MIA3	1844.8878
MIAT	178.3248	MIAT	72.0923
MIA	186.6242	MIA	1431.9845
MIB1	2033.758	MIB1	1841.9366
MIB2	282.1656	MIB2	375.6387
MICAL1	273.2484	MICAL1	537.7199
MICAL2	1438.2166	MICAL2	862.9994
MICAL3	842.6752	MICAL3	2177.9457
MICALCL	62.4204	MICALCL	67.8764
MICALL1	473.8854	MICALL1	1230.6278
MICALL2	300.6369	MICALL2	326.734
MICA	340.7643	MICA	415.69
MICB	104.4586	MICB	53.1206
MID1IP1	819.7452	MID1IP1	540.4813
MID1	306.3694	MID1	1281.6405
MID2	517.8344	MID2	840.655
MIDN	3247.1338	MIDN	1922.0392
MIER1	1426.7516	MIER1	1128.1809
MIER2	540.7643	MIER2	479.772
MIER3	943.949	MIER3	675.8124
MIF4GD	286.9809	MIF4GD	345.381
MIF	6612.3185	MIF	2108.1721
MIIP	324.8408	MIIP	275.2998
MINA	879.2994	MINA	809.1536
MINK1	887.8599	MINK1	2304.3432
MINPP1	680.2548	MINPP1	363.8341
MIOS	713.3758	MIOS	594.0235
MIPEP	592.9936	MIPEP	458.2708
MIPOL1	177.707	MIPOL1	104.9765
removed	removed	MIP	5.4807
MIR155HG	8.9172	MIR155HG	8.0103
MIR17HG	23.5669	MIR17HG	80.9457
MIS12	371.3376	MIS12	413.1604
MITD1	358.5987	MITD1	202.7859
MITF	461.7834	MITF	221.3359
MKI67IP	1070.6306	MKI67IP	991.9855
MKI67	131.8471	MKI67	300.5953
MKKS	835.0318	MKKS	886.6085
MKL1	1055.414	MKL1	2098.2647
MKL2	1376.4331	MKL2	1968.4143
MKLN1	1873.8854	MKLN1	1804.4149
MKNK1	313.3758	MKNK1	344.0193
MKNK2	5222.293	MKNK2	3478.5578
MKRN1	3255.414	MKRN1	3141.284
MKRN2	953.5032	MKRN2	784.1616
MKRN3	6.3694	removed	removed
MKS1	216.5605	MKS1	316.1942
MKX	37.5796	MKX	35.8353
MLC1	30.5732	removed	removed
MLEC	5840.1274	MLEC	4514.41
MLF1IP	171.879	MLF1IP	163.2995
MLF1	505.7325	MLF1	402.199
MLF2	3833.758	MLF2	3103.3407
MLH1	671.3376	MLH1	592.3371
MLH3	461.1465	MLH3	463.7515
MLKL	134.3949	MLKL	185.5006
MLL2	2037.5096	MLL2	2256.189
MLL3	2001.2739	MLL3	2498.3558
MLL4	849.6815	MLL4	1162.3299
MLL5	1871.2994	MLL5	2849.1754
MLLT10	491.7197	MLLT10	738.6297
MLLT11	114.6497	MLLT11	67.4548
MLLT1	1673.8854	MLLT1	1752.9807
MLLT3	531.8471	MLLT3	448.1526
MLLT4	1681.5287	MLLT4	2948.1947
MLLT6	3248.4076	MLLT6	4767.787
MLL	1877.0701	MLL	3113.4589
MLPH	8953.5032	MLPH	1972.6302
MLST8	547.5541	MLST8	585.1321
MLXIPL	164.3312	MLXIPL	103.7117
MLXIP	413.3758	MLXIP	868.9017
MLX	1042.5032	MLX	1014.9328
MLYCD	205.7325	MLYCD	380.6978
MMAA	413.3758	MMAA	267.2895
MMAB	531.8471	MMAB	726.8251
MMACHC	128.6624	MMACHC	169.0585
MMADHC	1840.1274	MMADHC	1855.4276
MMD	576.4331	MMD	366.3637
MMEL1	21.8025	MMEL1	6.8635
MME	1481.5287	MME	4185.1465
MMGT1	593.6306	MMGT1	1085.6001
MMP10	47.1338	removed	removed
MMP11	3348.4076	MMP11	108.7708
removed	removed	MMP12	17.2853
MMP13	378.9809	removed	removed
MMP14	4016.5605	MMP14	3308.6561
MMP15	494.2675	MMP15	349.0784
MMP16	87.8981	MMP16	15.5989
MMP17	78.9809	MMP17	21.0796
MMP19	533.121	MMP19	301.8601
MMP1	14.6497	MMP1	28.2467
MMP23A	24.8408	removed	removed
MMP23B	114.6497	MMP23B	9.6966
MMP24	331.2102	MMP24	414.0036
MMP25	35.1146	MMP25	34.1448
MMP28	182.8025	MMP28	92.3287
MMP2	8547.7707	MMP2	1121.857
MMP3	412.7389	removed	removed
MMP7	1382.1656	MMP7	4450.328
MMP9	255.414	MMP9	17.2853
MMRN1	70.7006	MMRN1	21.5012
MMRN2	882.8025	MMRN2	1402.6375
MMS19	973.8854	MMS19	1460.3956
MN1	234.3949	MN1	77.573
MNAT1	336.9427	MNAT1	232.7189
MND1	5.7325	MND1	16.0205
MNDA	64.9682	MNDA	91.0639
MNS1	110.828	MNS1	134.9095
MNT	346.4968	MNT	734.8353
removed	removed	MNX1	5.9023
MOAP1	938.2166	MOAP1	841.9198
MOB2	523.5669	MOB2	693.0977
MOBKL1A	809.5541	MOBKL1A	958.2792
MOBKL1B	796.8153	MOBKL1B	562.8257
MOBKL2A	1091.0828	MOBKL2A	1031.2147
MOBKL2B	328.0255	MOBKL2B	965.8679
MOBKL2C	377.707	MOBKL2C	721.766
MOBKL3	1221.6561	MOBKL3	1166.9674
MOCOS	227.3885	MOCOS	257.1713
MOCS1	678.7452	MOCS1	1227.643
MOCS2	1165.6051	MOCS2	701.1079
MOCS3	322.9299	MOCS3	298.9089
MOGAT2	31.8471	MOGAT2	20.658
MOGS	1112.1019	MOGS	1010.9783
MON1A	248.4076	MON1A	241.5724
MON1B	273.8854	MON1B	543.0108
MON2	1007.0064	MON2	1159.8003
MORC2	805.0955	MORC2	1128.1809
MORC3	856.051	MORC3	958.2792
MORC4	478.3439	MORC4	578.8462
MORF4L1	4859.2357	MORF4L1	4223.5114
MORF4L2	5405.0955	MORF4L2	4901.8322
removed	removed	MORF4	5.9023
MORN1	106.3694	MORN1	118.4674
MORN2	429.9363	MORN2	201.5211
MORN3	14.6497	removed	removed
MORN4	170.7006	MORN4	221.7575
MOSC1	731.8471	MOSC1	520.6665
MOSC2	590.4459	MOSC2	260.1224
MOSPD1	261.7834	MOSPD1	228.9246
MOSPD2	182.8025	MOSPD2	187.6086
MOSPD3	385.3503	MOSPD3	290.0555
removed	removed	MOV10L1	6.7455
MOV10	1142.0382	MOV10	739.0512
MOXD1	175.7962	MOXD1	69.5627
MPDU1	946.5032	MPDU1	704.4807
MPDZ	668.1529	MPDZ	1740.7545
MPEG1	335.6688	MPEG1	311.9783
MPG	1015.2866	MPG	637.0259
MPHOSPH10	979.6178	MPHOSPH10	908.1097
MPHOSPH6	911.465	MPHOSPH6	376.0603
MPHOSPH8	777.0701	MPHOSPH8	1177.0856
MPHOSPH9	83.4395	MPHOSPH9	67.4548
MPI	568.1529	MPI	655.576
MPL	17.8344	MPL	45.532
MPND	326.7516	MPND	288.7907
MPP1	259.8726	MPP1	396.7183
MPP2	64.3312	MPP2	360.883
MPP3	127.3885	MPP3	71.2491
MPP5	1471.9745	MPP5	966.2895
MPP6	25.4777	MPP6	42.5808
MPP7	750.9554	MPP7	665.6942
MPPE1	677.707	MPPE1	487.7823
removed	removed	MPPED1	10.9614
MPPED2	89.172	MPPED2	470.9186
MPRIP	1172.6115	MPRIP	2153.0717
MPST	789.8089	MPST	634.0748
MPV17L2	485.3503	MPV17L2	229.7678
MPV17L	110.828	MPV17L	120.1538
MPV17	1248.4076	MPV17	760.1309
MPZL1	4779.6178	MPZL1	8080.2374
MPZL2	590.4459	MPZL2	1466.7195
MPZL3	33.121	MPZL3	38.3649
MPZ	17.8344	MPZ	17.7069
MR1	226.1146	MR1	139.9686
MRAP2	38.2166	MRAP2	193.5109
MRAP	129.4395	MRAP	44.6972
MRAS	1083.4395	MRAS	1702.3896
MRC1	83.4395	MRC1	34.149
MRC2	2605.7325	MRC2	2051.8896
MRE11A	291.0828	MRE11A	523.6176
MREG	794.2675	MREG	474.7129
MRFAP1L1	2508.9172	MRFAP1L1	2000.4553
MRFAP1	9370.0637	MRFAP1	7667.077
MRGPRF	161.7834	MRGPRF	835.5959
MRGPRX3	74.5223	MRGPRX3	303.968
MRI1	575.7962	MRI1	519.8233
MRM1	142.6752	MRM1	138.2823
MRO	28.6624	MRO	17.7069
MRP63	1440.7643	MRP63	733.5537
MRPL10	982.8025	MRPL10	1078.433
MRPL11	778.9809	MRPL11	690.5681
MRPL12	829.2994	MRPL12	699
MRPL13	674.5223	MRPL13	379.0115
MRPL14	912.7389	MRPL14	545.5404
MRPL15	887.8981	MRPL15	571.6791
MRPL16	1087.8981	MRPL16	731.041
MRPL17	1262.4204	MRPL17	698.5784
MRPL18	927.3885	MRPL18	863.8426
MRPL19	1509.5541	MRPL19	808.1924
MRPL1	389.8089	MRPL1	359.6182
MRPL20	1908.4395	MRPL20	1150.7445
MRPL21	610.828	MRPL21	329.6852
MRPL22	474.5223	MRPL22	355.4023
MRPL23	837.5796	MRPL23	394.1888
MRPL24	2577.0701	MRPL24	826.7424
MRPL27	1198.0892	MRPL27	672.8613
MRPL28	831.8471	MRPL28	783.74
MRPL2	562.4204	MRPL2	594.8667
MRPL30	970.5096	MRPL30	812.2523
MRPL32	1289.8089	MRPL32	736.5217
MRPL33	576.4331	MRPL33	484.4095
MRPL34	891.0828	MRPL34	562.4041
MRPL35	984.0764	MRPL35	700.6864
MRPL36	382.8025	MRPL36	252.1122
MRPL37	1087.2611	MRPL37	1237.7949
MRPL38	876.4076	MRPL38	765.523
MRPL39	494.2675	MRPL39	370.5796
MRPL3	2373.2484	MRPL3	1570.4312
MRPL40	1321.0191	MRPL40	579.6894
MRPL41	1438.2166	MRPL41	320.4101
MRPL42P5	16.465	MRPL42P5	8.6426
MRPL42	883.4395	MRPL42	560.2961
MRPL43	1631.1975	MRPL43	1098.1635
MRPL44	664.3312	MRPL44	572.9439
MRPL45	884.7134	MRPL45	1193.5277
MRPL46	275.1592	MRPL46	454.4765
MRPL47	812.7389	MRPL47	403.8854
MRPL48	445.2229	MRPL48	390.816
MRPL49	1430.5732	MRPL49	1623.5518
MRPL4	715.2866	MRPL4	758.8661
MRPL50	489.8089	MRPL50	446.8878
MRPL51	2187.2611	MRPL51	1666.5542
MRPL52	647.1338	MRPL52	489.047
MRPL53	831.8471	MRPL53	442.2503
MRPL54	980.8917	MRPL54	598.2394
MRPL55	743.949	MRPL55	352.8727
MRPL9	1485.9299	MRPL9	1333.762
MRPS10	845.8599	MRPS10	733.5705
MRPS11	500.6369	MRPS11	377.7467
MRPS12	470.7006	MRPS12	366.3637
MRPS14	483.4395	MRPS14	318.3022
MRPS15	1708.9172	MRPS15	765.6116
MRPS16	2080.7834	MRPS16	1396.6256
MRPS17	384.7134	MRPS17	214.1689
MRPS18A	656.051	MRPS18A	685.509
MRPS18B	1652.8662	MRPS18B	1637.4644
MRPS18C	349.293	MRPS18C	313.6857
MRPS21	1567.5159	MRPS21	934.6701
MRPS22	571.9745	MRPS22	533.7358
MRPS23	719.1083	MRPS23	607.5145
MRPS24	1002.5478	MRPS24	1003.8112
MRPS25	942.0701	MRPS25	777.9221
MRPS26	1087.2611	MRPS26	755.9149
MRPS27	1517.1975	MRPS27	1857.1139
MRPS28	342.4841	MRPS28	328.8588
MRPS2	767.3376	MRPS2	926.6514
MRPS30	549.0446	MRPS30	455.3197
MRPS31	521.6561	MRPS31	449.839
MRPS33	766.242	MRPS33	528.6767
MRPS34	1416.5605	MRPS34	715.0205
MRPS35	1486.6242	MRPS35	1115.9547
MRPS36	658.5987	MRPS36	375.2171
MRPS5	711.465	MRPS5	693.5193
MRPS6	539.172	MRPS6	846.0472
MRPS7	1051.8726	MRPS7	993.596
MRPS9	534.3949	MRPS9	634.0748
MRRF	572.6115	MRRF	410.2093
MRS2	698.0892	MRS2	491.155
MRTO4	785.9873	MRTO4	978.0941
MRVI1	377.707	MRVI1	1006.7623
MS4A14	312.1019	MS4A14	37.2224
MS4A1	96.8153	MS4A1	26.1387
MS4A2	55.414	MS4A2	13.9125
MS4A4A	66.879	MS4A4A	70.8275
MS4A6A	264.3312	MS4A6A	256.7497
MS4A7	2042.6752	MS4A7	313.964
MSC	153.7389	MSC	35.047
MSH2	723.5669	MSH2	795.9662
MSH3	417.9299	MSH3	408.7379
MSH4	12.1019	removed	removed
MSH5	107.0064	MSH5	95.2588
MSH6	1113.3758	MSH6	1611.3257
MSI1	27.3885	MSI1	67.4548
MSI2	259.2357	MSI2	198.57
MSL1	1654.7771	MSL1	1789.6592
MSL2	1284.7134	MSL2	1335.6043
MSL3L2	170.0637	MSL3L2	84.74
MSL3	448.4076	MSL3	601.6122
MSMB	10.1911	removed	removed
MSMP	14.0127	MSMP	34.9922
MSN	5885.9873	MSN	10374.121
MSR1	410.1911	MSR1	138.7039
MSRA	192.9936	MSRA	286.2612
MSRB2	804.4586	MSRB2	560.7177
MSRB3	1280.8917	MSRB3	3524.5114
MST1P2	51.5924	MST1P2	114.6731
MST1P9	38.2166	MST1P9	56.0718
MST1R	278.3439	MST1R	140.3902
MST1	89.8089	MST1	87.2696
MST4	202.5478	MST4	618.4759
removed	removed	MSTN	6.7455
MSTO1	553.242	MSTO1	468.6841
MSTO2P	118.8471	MSTO2P	87.0588
MSX1	126.1146	MSX1	33.7274
MSX2P1	10.1911	removed	removed
MSX2	966.242	MSX2	287.1043
MT1A	17.1975	MT1A	5.0591
MT1DP	7.0064	removed	removed
MT1E	527.3885	MT1E	1416.9716
MT1F	98.7261	MT1F	296.3794
MT1G	44.586	MT1G	223.8655
MT1L	24.8408	MT1L	51.4343
MT1M	48.4076	MT1M	121.8402
MT1X	1005.0955	MT1X	2873.9945
MT2A	1450.9554	MT2A	3066.6622
MTA1	1608.2803	MTA1	1239.4813
MTA2	1772.6115	MTA2	1836.0343
MTA3	1104.4586	MTA3	793.0151
MTAP	855.414	MTAP	936.778
MTBP	38.2166	MTBP	69.9843
MTCH1	3014.0127	MTCH1	4254.2876
MTCH2	1806.3694	MTCH2	1090.6592
MTCP1NB	377.051	MTCP1NB	297.9603
MTCP1	22.949	MTCP1	28.7737
MTDH	2484.0764	MTDH	2317.0711
MTERFD1	233.758	MTERFD1	299.3305
MTERFD2	524.2038	MTERFD2	476.8209
MTERFD3	673.2484	MTERFD3	639.1339
MTERF	273.8854	MTERF	237.778
MTF1	461.1465	MTF1	583.0621
MTF2	447.1338	MTF2	540.9029
MTFMT	185.9873	MTFMT	243.6803
MTFR1	364.6306	MTFR1	363.4125
MTG1	378.3439	MTG1	371.4228
MTHFD1L	115.2866	MTHFD1L	197.3052
MTHFD1	1359.1146	MTHFD1	1485.1473
MTHFD2L	316	MTHFD2L	296.295
MTHFD2	1188.535	MTHFD2	899.2563
MTHFR	745.2357	MTHFR	465.0163
MTHFSD	208.9172	MTHFSD	387.0217
MTHFS	735.0318	MTHFS	300.1737
MTIF2	822.293	MTIF2	602.0338
MTIF3	1239.4904	MTIF3	797.6526
MTL5	483.4395	MTL5	134.9095
MTM1	259.8726	MTM1	312.3999
MTMR10	901.1338	MTMR10	1070.2457
MTMR11	215.2866	MTMR11	367.2069
MTMR12	917.8344	MTMR12	1503.8196
MTMR14	659.2357	MTMR14	659.3703
MTMR15	447.9108	MTMR15	536.4424
MTMR1	605.0955	MTMR1	795.9662
MTMR2	743.949	MTMR2	764.7684
MTMR3	1605.0955	MTMR3	1800.199
MTMR4	945.2229	MTMR4	927.0814
MTMR6	696.1783	MTMR6	758.0229
MTMR7	47.7962	MTMR7	29.971
removed	removed	MTMR8	13.9125
MTMR9L	56.6879	MTMR9L	106.2413
MTMR9	382.8025	MTMR9	414.0036
MTO1	299.3631	MTO1	365.0989
MTOR	1159.8726	MTOR	1856.6924
MTP18	286.6178	MTP18	176.9591
MTPAP	630.5732	MTPAP	595.7099
MTRF1L	145.8599	MTRF1L	183.8142
MTRF1	112.7389	MTRF1	85.5832
MTRR	892.3567	MTRR	775.7298
MTR	1189.172	MTR	1246.6483
MTSS1L	699.3631	MTSS1L	1775.7466
MTSS1	1967.5032	MTSS1	653.8812
MTUS1	3536.9427	MTUS1	2628.2062
MTUS2	13.3758	MTUS2	63.2388
MTX1	733.0955	MTX1	354.9175
MTX2	736.3057	MTX2	524.4608
MTX3	634.3949	MTX3	716.7069
MUC13	5.0955	removed	removed
MUC15	214.0127	MUC15	957.436
MUC16	122.293	MUC16	272.3486
MUC1	31181.5287	MUC1	2384.9475
MUC20	229.9363	MUC20	735.6785
MUC4	10.828	MUC4	26.9819
MUC5B	133.121	MUC5B	239.4644
MUC6	154.7771	MUC6	623.1134
MUC7	14.6497	MUC7	234.4053
MUCL1	19307.0064	MUCL1	12926.8622
MUDENG	1077.707	MUDENG	744.1104
MUL1	576.4331	MUL1	934.2485
MUM1L1	43.3121	MUM1L1	18.5501
MUM1	681.5287	MUM1	1132.8184
MUS81	446.4968	MUS81	488.6254
MUSTN1	83.5414	MUSTN1	85.5832
MUTED	352.2293	MUTED	406.8365
MUTYH	85.9873	MUTYH	157.7135
MUT	857.3248	MUT	740.7376
MVD	202.5478	MVD	295.1146
MVK	258.5987	MVK	408.9445
MVP	3742.0382	MVP	2591.1061
MX1	768.1529	MX1	809.0356
MX2	194.2675	MX2	83.8969
MXD1	378.3439	MXD1	482.3016
MXD3	110.9618	MXD3	123.4043
MXD4	1257.9618	MXD4	1610.0609
MXI1	966.242	MXI1	2215.0458
MXRA5	5879.6178	MXRA5	3023.2382
MXRA7	1649.6815	MXRA7	2286.7165
MXRA8	3247.1338	MXRA8	2482.7569
MYADM	2644.586	MYADM	6299.8533
MYBBP1A	670.1783	MYBBP1A	1834.4829
MYBL1	39.4904	MYBL1	71.6707
MYBL2	27.3885	MYBL2	135.7527
MYBPC1	435.0318	MYBPC1	2328.4541
removed	removed	MYBPC2	5.4807
MYB	1115.9236	MYB	846.1357
MYCBP2	1340.7643	MYCBP2	1677.094
MYCBPAP	5.0955	removed	removed
MYCBP	1529.9363	MYCBP	729.7762
MYCL1	943.949	MYCL1	178.3335
MYCN	107.6433	MYCN	16.8637
MYCT1	335.0318	MYCT1	308.6055
MYC	1535.6688	MYC	5769.4902
MYD88	1428.6624	MYD88	982.7316
MYEF2	455.4777	MYEF2	260.641
MYEOV2	932.4841	MYEOV2	588.1212
MYEOV	288.535	MYEOV	261.3872
MYH10	1011.465	MYH10	2149.2774
MYH11	5963.3822	MYH11	31999.6037
MYH14	2405.0955	MYH14	2875.2593
MYH1	18.4713	removed	removed
MYH2	20.3822	removed	removed
MYH3	28.6624	MYH3	90.2207
MYH7B	15.9236	MYH7B	22.766
MYH7	36.9427	removed	removed
MYH9	25150.3185	MYH9	53336.4812
MYL12A	7729.9363	MYL12A	6678.0216
MYL12B	12236.9427	MYL12B	7626.6042
MYL1	10.828	removed	removed
MYL2	13.3758	removed	removed
MYL5	201.8408	MYL5	109.1249
MYL6B	527.3885	MYL6B	537.9517
MYL6	15384.7134	MYL6	16122.9532
MYL9	7726.7516	MYL9	21300.1062
MYLIP	783.4395	MYLIP	1141.2503
MYLK3	5.7325	MYLK3	8.4318
MYLK4	21.6561	MYLK4	37.9433
MYLK	6140.1146	MYLK	26173.6665
MYLPF	5.7325	removed	removed
MYNN	451.5924	MYNN	446.4662
MYO10	1223.5669	MYO10	1103.7286
MYO15A	6.3694	MYO15A	14.7557
MYO15B	435.6688	MYO15B	383.649
MYO16	35.6688	MYO16	9.6966
MYO18A	740.465	MYO18A	1856.2328
MYO18B	10.828	removed	removed
MYO19	352.2038	MYO19	372.384
MYO1B	1945.2229	MYO1B	2027.4372
MYO1C	4148.4076	MYO1C	5295.6205
MYO1D	1956.6879	MYO1D	2414.8805
MYO1E	994.9045	MYO1E	1365.959
MYO1F	145.2229	MYO1F	220.9143
MYO1G	40.7643	MYO1G	34.9922
MYO1H	10.828	MYO1H	17.7069
MYO3A	8.9172	MYO3A	10.1182
removed	removed	MYO3B	7.5887
MYO5A	582.1656	MYO5A	690.9897
MYO5B	2320.3822	MYO5B	1608.3745
MYO5C	1395.586	MYO5C	1092.6828
MYO6	2219.1083	MYO6	2726.4372
MYO7A	22.9299	MYO7A	74.2002
MYO7B	6.3694	removed	removed
MYO9A	431.8471	MYO9A	511.813
MYO9B	1015.2866	MYO9B	1649.6906
MYOCD	9.5541	MYOCD	24.8739
MYOF	3300	MYOF	6761.4968
MYOM1	145.2229	MYOM1	267.2895
MYOM2	43.949	MYOM2	53.9638
MYOM3	33.121	MYOM3	179.5983
MYOZ1	17.1975	MYOZ1	30.3546
MYOZ3	7.6433	MYOZ3	10.5398
MYPOP	189.172	MYPOP	169.0585
MYRIP	142.0382	MYRIP	145.4493
MYSM1	200.6369	MYSM1	58.6013
MYST1	662.4204	MYST1	777.4161
MYST2	1139.4904	MYST2	1612.5904
MYST3	1642.0382	MYST3	1879.8799
MYST4	2060.5096	MYST4	1169.497
MZF1	354.6369	MZF1	307.0752
N4BP1	1107.0064	N4BP1	1585.6085
N4BP2L1	389.172	N4BP2L1	941.8371
N4BP2L2	1878.9809	N4BP2L2	1736.117
N4BP2	83.4395	N4BP2	150.5084
N4BP3	676.4331	N4BP3	261.3872
N6AMT1	433.758	N6AMT1	342.7545
N6AMT2	204.4586	N6AMT2	192.6677
NAA10	859.8726	NAA10	678.342
NAA15	977.707	NAA15	900.5211
NAA16	177.707	NAA16	339.8034
NAA20	2324.8408	NAA20	1017.7237
NAA25	557.9618	NAA25	596.1315
NAA30	643.3121	NAA30	640.8202
NAA35	398.7261	NAA35	314.0862
NAA38	410.828	NAA38	398.8263
NAA40	322.293	NAA40	429.6025
NAA50	2729.2994	NAA50	2456.1966
NAAA	784.0764	NAAA	558.6098
NAALAD2	40.7643	NAALAD2	20.658
NAALADL1	63.0573	NAALADL1	120.5754
NAALADL2	559.8726	NAALADL2	411.0525
NAB1	1026.1146	NAB1	1827.6025
NAB2	642.6752	NAB2	1406.4318
NACA2	46.4968	NACA2	48.4831
NACAD	91.0828	NACAD	357.0887
NACAP1	161.7834	NACAP1	172.8528
NACA	28933.758	NACA	25302.2817
NACC1	1518.4713	NACC1	958.7008
NACC2	22.293	NACC2	40.0513
NADK	730.5732	NADK	887.8733
NADSYN1	752.8662	NADSYN1	671.1749
NAE1	663.0573	NAE1	843.6061
NAF1	197.4522	NAF1	204.8938
NAGA	1136.3057	NAGA	838.547
NAGK	1372.6115	NAGK	883.6574
NAGLU	530.5732	NAGLU	446.8878
NAGPA	187.8981	NAGPA	153.4596
NAGS	108.2803	NAGS	83.4753
NAIF1	146.4968	NAIF1	204.0507
NAIP	87.8981	NAIP	81.3673
NALCN	89.8089	NALCN	142.4982
NAMPT	2556.051	NAMPT	2059.8998
NANOG	5.7325	removed	removed
NANOS1	580.2548	NANOS1	315.351
removed	removed	NANOS3	11.383
NANP	213.3758	NANP	187.6086
NANS	2299.3631	NANS	876.9119
NAP1L1	8613.3758	NAP1L1	9135.0613
NAP1L2	131.8471	NAP1L2	438.8776
NAP1L3	156.051	NAP1L3	176.6472
NAP1L4	2640.7643	NAP1L4	2705.3576
NAP1L5	163.0573	NAP1L5	177.4903
NAP1L6	5.7325	NAP1L6	14.3341
NAPA	5311.3567	NAPA	2523.664
NAPB	221.6561	NAPB	265.1815
NAPEPLD	453.4522	NAPEPLD	410.867
NAPG	1003.1847	NAPG	618.0543
NAPRT1	1242.6752	NAPRT1	672.0181
removed	removed	NAPSA	7.5887
NAPSB	163.0573	NAPSB	153.4596
NARFL	508.2803	NARFL	469.6538
NARF	468.1529	NARF	505.0675
NARG2	946.4968	NARG2	892.0892
NARS2	489.172	NARS2	368.4716
NARS	4057.9618	NARS	3048.9553
NASP	1429.2994	NASP	1922.8823
NAT10	1012.1019	NAT10	1325.0645
NAT14	270.0637	NAT14	241.994
NAT15	1063.0573	NAT15	935.5132
NAT1	6871.3376	NAT1	142.9198
NAT2	32.4841	removed	removed
NAT6	213.1783	NAT6	177.4988
NAT8L	112.7389	NAT8L	145.0277
NAT9	429.2994	NAT9	382.8058
NAV1	802.5478	NAV1	500.43
NAV2	1171.5414	NAV2	4107.3711
NAV3	106.3694	NAV3	131.5368
NBAS	912.7389	NBAS	1373.5476
NBEAL1	94.2675	NBEAL1	87.6912
NBEAL2	540.7643	NBEAL2	989.4771
NBEA	333.121	NBEA	236.5133
NBL1	2916.6561	NBL1	3650.6729
NBLA00301	29.2994	NBLA00301	12.2262
NBN	1549.0446	NBN	1355.4191
NBPF10	544.051	NBPF10	512.9218
NBPF14	189.2739	NBPF14	478.0856
NBPF15	63.8217	NBPF15	301.7252
NBPF16	42.0382	NBPF16	46.7967
NBPF1	485.3503	NBPF1	457.8492
NBPF3	101.2739	NBPF3	218.8064
NBPF4	99.3631	removed	removed
NBPF6	5.0955	removed	removed
NBPF9	163.3439	NBPF9	164.4463
NBR1	4375.1592	NBR1	5142.5825
NBR2	184.0764	NBR2	210.7961
NCALD	1054.7771	NCALD	3069.6133
NCAM1	59.8726	NCAM1	450.2605
NCAM2	172.6115	NCAM2	110.4572
NCAPD2	737.5796	NCAPD2	1476.8377
NCAPD3	307.0064	NCAPD3	572.5223
NCAPG2	263.6943	NCAPG2	252.1122
NCAPG	61.121	NCAPG	62.2987
NCAPH2	571.3376	NCAPH2	801.4469
NCAPH	21.6561	NCAPH	51.0127
NCBP1	825.2548	NCBP1	788.1583
NCBP2	2391.0828	NCBP2	1793.8751
NCCRP1	102.5478	NCCRP1	190.1381
NCDN	1095.5414	NCDN	735.6785
NCEH1	1409.5541	NCEH1	308.1839
NCF1B	6.3694	NCF1B	11.383
NCF1C	6.3694	removed	removed
NCF1	38.8535	NCF1	37.5217
NCF2	96.8153	NCF2	107.9276
NCF4	80.8917	NCF4	59.4445
NCK1	461.1465	NCK1	699
NCK2	881.5287	NCK2	1920.7744
