gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
MGC12982	63.2627	MGC12982	7.1448
MGC14436	31.3586	removed	removed
removed	removed	MGC16121	14.5541
MGC16275	29.7225	MGC16275	21.4343
removed	removed	MGC16384	5.0278
removed	removed	MGC16703	5.7423
MGC21881	95.9847	MGC21881	138.9257
MGC23270	45.8109	MGC23270	12.9664
MGC23284	26.4503	MGC23284	19.0527
MGC2752	480.1963	MGC2752	401.9585
MGC29506	6.2717	MGC29506	32.0191
MGC3771	25.6023	MGC3771	10.4234
removed	removed	MGC42105	15.8772
removed	removed	MGC45800	20.905
MGC57346	217.8744	MGC57346	198.468
MGC70857	264.2307	MGC70857	105.8482
MGC72080	54.4659	MGC72080	29.1162
MGC87042	11.18	MGC87042	33.6068
MGEA5	5190.2652	MGEA5	6135.225
MGLL	2657.8499	MGLL	3601.4843
MGMT	452.1099	MGMT	139.1904
MGP	1492.1263	MGP	150553.4206
MGRN1	1130.2747	MGRN1	602.5408
MGST1	6569.773	MGST1	5778.252
MGST2	707.342	MGST2	1026.1981
MGST3	3453.5415	MGST3	2025.1403
MIA3	7175.9493	MIA3	2432.6558
MIAT	55.2703	MIAT	58.7457
removed	removed	MIA	157.8884
MIB1	2760.6517	MIB1	3164.3313
MIB2	80.7144	MIB2	38.8992
MICAL1	396.4824	MICAL1	150.569
MICAL2	1528.1205	MICAL2	671.6067
MICAL3	594.1782	MICAL3	962.4246
MICALCL	117.5268	MICALCL	28.8436
MICALL1	423.7508	MICALL1	580.048
MICALL2	364.851	MICALL2	91.8233
MICA	189.5153	MICA	189.2036
MICB	99.5296	MICB	49.484
MID1IP1	750.9714	MID1IP1	329.1878
MID1	47.9924	MID1	1118.5506
MID2	687.1634	MID2	1182.3241
MIDN	2247.1879	MIDN	2384.7595
MIER1	2238.4621	MIER1	2471.2903
MIER2	294.2259	MIER2	197.6715
MIER3	805.7809	MIER3	1071.7128
MIF4GD	521.5734	MIF4GD	358.4178
MIF	3230.7615	MIF	750.3366
MIIP	259.8677	MIIP	89.971
MINA	745.7577	MINA	1202.7132
MINK1	1373.9314	MINK1	945.3274
MINPP1	665.6214	MINPP1	460.4396
MIOS	1214.8067	MIOS	931.7286
MIPEP	336.4919	MIPEP	517.5976
MIPOL1	934.215	MIPOL1	193.4375
removed	removed	MIR155HG	24.0805
MIR17HG	5.7264	MIR17HG	38.37
MIS12	546.4585	MIS12	639.323
MITD1	278.4103	MITD1	308.5474
MITF	333.7651	MITF	1178.3548
MKI67IP	818.867	MKI67IP	1168.8126
MKI67	4041.1753	MKI67	136.8088
MKKS	807.417	MKKS	997.6191
MKL1	766.5144	MKL1	625.5627
MKL2	3357.0114	MKL2	4623.9777
MKLN1	2025.7686	MKLN1	3138.1339
MKNK1	425.6596	MKNK1	625.2981
MKNK2	2603.5858	MKNK2	1184.1765
MKRN1	3072.3294	MKRN1	2510.1895
MKRN2	523.8258	MKRN2	736.1741
MKS1	290.1357	MKS1	199.7884
MKX	66.5349	MKX	62.715
removed	removed	MLC1	6.3509
MLEC	1909.0599	MLEC	4386.3485
MLF1IP	725.2982	MLF1IP	106.515
MLF1	592.5421	MLF1	1261.4457
MLF2	2620.4922	MLF2	2072.2427
MLH1	1375.4175	MLH1	855.5179
MLH3	604.5402	MLH3	736.9679
MLKL	150.5215	MLKL	219.1057
MLL2	1358.0803	MLL2	1153.8378
MLL3	3043.6976	MLL3	3455.1492
MLL4	890.3129	MLL4	395.6076
MLL5	2547.1239	MLL5	3674.2946
MLLT10	660.7131	MLLT10	1066.4204
MLLT11	203.1495	MLLT11	200.0531
MLLT1	1634.7399	MLLT1	844.6685
MLLT3	1572.568	MLLT3	513.099
MLLT4	2531.0519	MLLT4	4696.7483
MLLT6	2005.8627	MLLT6	2478.4351
MLL	2661.6675	MLL	3463.0878
MLPH	8488.1042	MLPH	1457.794
MLST8	656.5737	MLST8	216.9782
removed	removed	MLXIPL	93.411
MLXIP	179.6987	MLXIP	916.116
MLX	1435.9234	MLX	903.0887
MLYCD	227.9637	MLYCD	172.5325
MMAA	292.0444	MMAA	384.7581
MMAB	668.3482	MMAB	456.4703
MMACHC	248.6877	MMACHC	134.6918
MMADHC	2398.5275	MMADHC	2685.8975
MMD	149.4308	MMD	2445.3575
MMEL1	7.2261	MMEL1	7.0892
MME	114.5272	MME	6837.7923
MMGT1	838.7756	MMGT1	1796.5082
MMP10	168.5186	MMP10	14.0249
MMP11	3748.5855	MMP11	43.6624
MMP12	27.2684	MMP12	23.2866
MMP13	1055.2867	MMP13	6.3509
MMP14	4529.2794	MMP14	1701.7741
MMP15	344.1271	MMP15	169.6217
MMP16	44.1748	MMP16	270.4421
MMP17	160.8835	MMP17	13.231
MMP19	219.2378	MMP19	835.1421
MMP1	215.9656	removed	removed
removed	removed	MMP23B	85.4724
MMP24	181.3348	MMP24	160.6246
removed	removed	MMP25	21.1696
removed	removed	MMP27	82.0323
MMP28	42.5387	MMP28	218.0472
MMP2	3411.2755	MMP2	11655.4721
MMP3	57.2636	MMP3	168.2986
MMP7	184.607	MMP7	1618.4186
MMP9	381.7574	MMP9	91.2941
MMRN1	35.9943	MMRN1	3724.2681
MMRN2	379.3033	MMRN2	2317.8105
MMS19	1220.2604	MMS19	1106.3781
MN1	109.8916	MN1	613.9194
MNAT1	264.5034	MNAT1	326.0124
MND1	59.7178	MND1	11.9079
MNDA	105.5287	MNDA	315.4276
MNS1	182.9709	MNS1	129.3994
MNT	544.277	MNT	363.8531
MOAP1	928.4886	MOAP1	856.0471
MOB2	248.6877	MOB2	200.3177
MOBKL1A	2093.6669	MOBKL1A	1578.9902
MOBKL1B	991.4786	MOBKL1B	1211.9616
MOBKL2A	950.8487	MOBKL2A	997.8837
MOBKL2B	38.1757	MOBKL2B	902.6203
MOBKL2C	335.4012	MOBKL2C	569.7278
MOBKL3	955.2117	MOBKL3	1994.1797
MOCOS	435.7489	MOCOS	160.36
MOCS1	386.2131	MOCS1	511.895
MOCS2	418.8425	MOCS2	1019.318
MOCS3	256.5955	MOCS3	158.7723
MOGAT2	58.3544	MOGAT2	7.674
MOGS	958.4839	MOGS	395.6076
MON1A	145.0678	MON1A	86.7955
MON1B	805.5082	MON1B	559.143
MON2	1353.0575	MON2	2412.0154
MORC2	1309.1554	MORC2	505.1604
MORC3	1239.3483	MORC3	1789.3634
MORC4	713.8864	MORC4	690.1301
MORF4L1	3935.6466	MORF4L1	6383.9682
MORF4L2	6265.7305	MORF4L2	5303.2583
removed	removed	MORF4	6.0863
MORN1	70.6251	MORN1	14.2895
MORN2	249.7784	MORN2	254.0356
MORN3	28.0864	removed	removed
MORN4	142.6137	MORN4	158.7723
MOSC1	414.7522	MOSC1	728.5001
MOSC2	641.3525	MOSC2	268.0605
MOSPD1	288.4996	MOSPD1	427.6266
MOSPD2	502.8291	MOSPD2	519.1853
MOSPD3	386.1204	MOSPD3	140.2488
MOV10L1	34.0855	removed	removed
MOV10	726.7026	MOV10	495.1049
MOXD1	80.9871	MOXD1	272.8237
MPDU1	1329.6067	MPDU1	779.5718
MPDZ	1044.1066	MPDZ	1652.2901
MPEG1	218.1471	MPEG1	2342.9494
MPG	723.1577	MPG	123.3131
MPHOSPH10	1149.0899	MPHOSPH10	962.6892
MPHOSPH6	748.5173	MPHOSPH6	534.0041
MPHOSPH8	672.4385	MPHOSPH8	1258.5348
MPHOSPH9	476.1061	MPHOSPH9	159.0369
MPI	968.5732	MPI	499.3388
MPL	20.1786	MPL	40.7515
MPND	280.5917	MPND	110.876
removed	removed	MPO	16.1418
MPP1	116.9814	MPP1	587.722
MPP2	80.9871	MPP2	154.803
MPP3	149.7035	MPP3	66.4197
MPP5	431.9313	MPP5	1438.4767
removed	removed	MPP6	109.8175
MPP7	1143.0909	MPP7	1080.4453
MPPE1	842.8659	MPPE1	753.639
MPPED2	25.0869	MPPED2	207.9917
MPRIP	903.4017	MPRIP	1268.0612
MPST	537.7326	MPST	158.5076
MPV17L2	227.4184	MPV17L2	158.243
MPV17L	271.3205	MPV17L	324.16
MPV17	774.1496	MPV17	711.0351
MPZL1	6715.3862	MPZL1	6015.6166
MPZL2	542.9136	MPZL2	1915.5874
MPZL3	54.2641	MPZL3	100.0265
removed	removed	MPZ	48.4255
MR1	720.9762	MR1	188.6744
MRAP2	61.0812	MRAP2	165.1232
removed	removed	MRAP	228.6638
MRAS	256.0502	MRAS	2220.1655
MRC1	31.6313	MRC1	1784.8649
MRC2	989.0245	MRC2	1576.344
MRE11A	912.1276	MRE11A	843.3454
MREG	1468.9481	MREG	986.677
MRFAP1L1	1766.4462	MRFAP1L1	1378.4079
MRFAP1	5678.3694	MRFAP1	5858.6967
MRGPRF	19.9059	MRGPRF	354.856
removed	removed	MRGPRX3	20.6404
MRI1	1189.9925	MRI1	530.2994
MRM1	130.6156	MRM1	19.8465
MRO	24.2689	MRO	53.9826
MRP63	430.6279	MRP63	434.2422
MRPL10	894.4032	MRPL10	758.1376
MRPL11	612.1753	MRPL11	323.3662
MRPL12	505.0106	MRPL12	92.813
MRPL13	732.4289	MRPL13	640.1169
MRPL14	646.8062	MRPL14	197.9361
MRPL15	799.5092	MRPL15	694.6287
MRPL16	766.2417	MRPL16	499.6034
MRPL17	1121.0035	MRPL17	453.2948
MRPL18	776.0584	MRPL18	548.5582
MRPL19	1714.3636	MRPL19	1537.4448
MRPL1	413.9341	MRPL1	517.5976
MRPL20	1443.3731	MRPL20	767.3914
MRPL21	512.9184	MRPL21	375.2318
MRPL22	432.4767	MRPL22	295.8457
MRPL23	359.6701	MRPL23	82.0323
MRPL24	3061.1494	MRPL24	416.5126
MRPL27	800.0545	MRPL27	324.6893
MRPL28	587.0884	MRPL28	164.5939
MRPL2	442.566	MRPL2	217.7826
MRPL30	825.6159	MRPL30	1029.7122
MRPL32	679.5283	MRPL32	685.1023
MRPL33	684.1639	MRPL33	701.5088
MRPL34	356.6705	MRPL34	276.2637
MRPL35	1103.279	MRPL35	880.9215
MRPL36	292.5898	MRPL36	181.0004
MRPL37	1718.4539	MRPL37	1043.9277
MRPL38	719.9509	MRPL38	257.6847
MRPL39	472.2885	MRPL39	476.5814
MRPL3	2388.4382	MRPL3	1664.9918
MRPL40	882.9504	MRPL40	427.362
MRPL41	368.3959	MRPL41	115.3745
removed	removed	MRPL42P5	10.5928
MRPL42	1146.6358	MRPL42	1134.1632
MRPL43	1051.3764	MRPL43	638.1004
MRPL44	685.5273	MRPL44	585.8697
MRPL45	1222.1692	MRPL45	982.2711
MRPL46	379.3033	MRPL46	263.562
MRPL47	621.1739	MRPL47	621.5934
MRPL48	277.0468	MRPL48	316.7507
MRPL49	2064.2171	MRPL49	902.885
MRPL4	603.1768	MRPL4	289.7594
MRPL50	408.4805	MRPL50	524.7423
MRPL51	1589.7471	MRPL51	637.7353
MRPL52	504.7379	MRPL52	188.6744
MRPL53	524.6438	MRPL53	176.5018
MRPL54	466.2895	MRPL54	139.9842
MRPL55	753.971	MRPL55	105.0543
MRPL9	1828.1873	MRPL9	617.8438
MRPS10	908.8554	MRPS10	1116.6983
MRPS11	529.8248	MRPS11	221.4873
MRPS12	399.7546	MRPS12	140.5135
MRPS14	880.2236	MRPS14	412.2787
MRPS15	908.31	MRPS15	661.8157
MRPS16	2146.0222	MRPS16	1578.461
MRPS17	258.8997	MRPS17	243.5911
MRPS18A	514.0091	MRPS18A	299.0211
MRPS18B	1546.1177	MRPS18B	911.0882
MRPS18C	289.5658	MRPS18C	419.0794
MRPS21	1880.7008	MRPS21	609.9501
MRPS22	436.8396	MRPS22	610.744
MRPS23	903.4017	MRPS23	486.3724
MRPS24	653.0779	MRPS24	542.7365
MRPS25	379.186	MRPS25	492.8926
MRPS26	500.9203	MRPS26	189.7329
MRPS27	1745.7223	MRPS27	1481.0806
MRPS28	215.453	MRPS28	241.2968
MRPS2	675.967	MRPS2	472.8503
MRPS30	2061.4902	MRPS30	697.5395
MRPS31	227.691	MRPS31	481.6092
MRPS33	338.6734	MRPS33	554.9091
MRPS34	846.4108	MRPS34	118.55
MRPS35	1843.8885	MRPS35	1489.5485
MRPS36	441.7479	MRPS36	463.8796
MRPS5	426.7503	MRPS5	344.0066
MRPS6	377.8335	MRPS6	655.3537
MRPS7	1388.0319	MRPS7	658.5186
MRPS9	550.0034	MRPS9	430.2728
MRRF	508.8281	MRRF	535.0625
MRS2	737.0646	MRS2	820.588
MRTO4	768.1505	MRTO4	427.6266
MRVI1	213.2388	MRVI1	729.5586
MS4A14	800.878	MS4A14	109.8757
removed	removed	MS4A1	137.0734
MS4A2	23.1781	MS4A2	109.8175
MS4A4A	60.2631	MS4A4A	1030.1674
MS4A6A	252.5053	MS4A6A	1809.7392
MS4A7	12200.4172	MS4A7	2268.7975
MSC	40.4281	MSC	78.9019
MSH2	1910.9687	MSH2	988.3574
MSH3	764.7474	MSH3	672.9377
MSH5	214.9622	MSH5	135.4275
MSH6	2554.5027	MSH6	1425.5103
removed	removed	MSI1	21.9635
MSI2	1077.1014	MSI2	234.1891
MSL1	3974.3677	MSL1	2063.7749
MSL2	979.7532	MSL2	1492.4593
MSL3L2	5.4537	MSL3L2	83.3554
MSL3	485.9227	MSL3	784.0704
MSLNL	7.9078	removed	removed
MSMB	164.4284	MSMB	12.9664
MSMP	20.724	MSMP	33.0776
MSN	4811.7799	MSN	11845.205
MSR1	595.5416	MSR1	756.2852
MSRA	141.2503	MSRA	207.1978
MSRB2	305.406	MSRB2	404.8693
MSRB3	363.7603	MSRB3	3084.1513
MST1P2	96.5301	MST1P2	33.8714
MST1P9	17.1791	MST1P9	36.5176
MST1R	785.6023	MST1R	77.7984
MST1	83.1686	MST1	16.6711
MST4	789.4199	MST4	507.542
removed	removed	MSTN	35.9884
MSTO1	1319.3728	MSTO1	540.9318
MSTO2P	127.9024	MSTO2P	97.5364
MSX1	35.4489	MSX1	147.3936
MSX2P1	7.9078	MSX2P1	5.2924
MSX2	833.8673	MSX2	164.8585
removed	removed	MT1A	26.9913
MT1DP	22.9054	removed	removed
MT1E	526.2799	MT1E	679.0161
MT1F	175.0631	MT1F	111.1406
MT1G	779.0579	MT1G	65.3612
MT1L	36.8123	MT1L	56.8934
MT1M	27.5411	MT1M	117.4915
MT1X	145.6132	MT1X	1086.0023
MT2A	1293.3397	MT2A	1684.0445
MTA1	591.9967	MTA1	447.4732
MTA2	1473.3111	MTA2	1025.4042
MTA3	1998.5002	MTA3	859.4872
MTAP	725.0665	MTAP	851.0194
MTBP	241.0526	MTBP	129.9286
MTCH1	2567.5915	MTCH1	2214.6085
MTCH2	2226.464	MTCH2	1569.4639
MTCP1NB	194.8899	MTCP1NB	312.874
MTCP1	38.5275	MTCP1	31.6618
MTDH	3483.5367	MTDH	4907.6508
MTERFD1	394.8463	MTERFD1	473.9352
MTERFD2	361.0335	MTERFD2	380.5242
MTERFD3	370.032	MTERFD3	677.4283
MTERF	218.4198	MTERF	283.6731
MTF1	539.6414	MTF1	1027.2566
MTF2	568.5459	MTF2	630.0613
MTFMT	161.7015	MTFMT	231.8075
MTFR1	493.8714	MTFR1	540.6196
MTG1	318.2221	MTG1	170.6802
MTHFD1L	114.2546	MTHFD1L	309.6059
MTHFD1	2486.01	MTHFD1	1184.0998
MTHFD2L	295.7393	MTHFD2L	436.5946
MTHFD2	2579.0333	MTHFD2	897.5925
MTHFR	337.2145	MTHFR	515.4621
MTHFSD	311.6777	MTHFSD	228.1028
MTHFS	432.204	MTHFS	213.8133
MTIF2	945.1224	MTIF2	696.2164
MTIF3	487.2861	MTIF3	890.1832
MTL5	706.524	MTL5	227.8382
MTM1	441.7479	MTM1	761.313
MTMR10	1562.795	MTMR10	1980.6549
MTMR11	1007.0216	MTMR11	315.9568
MTMR12	1172.5407	MTMR12	2529.7715
MTMR14	914.8545	MTMR14	680.8684
MTMR15	552.4139	MTMR15	586.428
MTMR1	835.7761	MTMR1	961.3661
MTMR2	693.4351	MTMR2	1325.2192
MTMR3	1065.6486	MTMR3	1457.794
MTMR4	1965.5055	MTMR4	1050.0139
MTMR6	547.5493	MTMR6	1970.0992
MTMR7	17.8608	MTMR7	83.8715
MTMR8	18.2698	MTMR8	27.3512
MTMR9L	95.4394	MTMR9L	95.7926
MTMR9	464.896	MTMR9	757.8333
MTO1	464.108	MTO1	560.7307
MTOR	1886.4272	MTOR	1304.5788
MTP18	298.548	MTP18	121.7307
MTPAP	641.3525	MTPAP	840.9638
MTRF1L	257.4136	MTRF1L	388.7274
MTRF1	71.1705	MTRF1	128.6055
MTRR	426.2049	MTRR	922.9961
MTR	3566.1599	MTR	1887.0084
MTSS1L	249.7784	MTSS1L	344.5358
MTSS1	2286.7271	MTSS1	1287.6351
MTUS1	2978.2535	MTUS1	6213.0234
MTUS2	30.2679	MTUS2	13.4956
MTX1	1196.2479	MTX1	285.5255
MTX2	900.1295	MTX2	537.7087
MTX3	839.321	MTX3	989.9451
removed	removed	MUC12	6.8801
MUC15	22.0874	MUC15	1430.0089
removed	removed	MUC16	272.5591
MUC1	34977.7081	MUC1	2287.3791
MUC20	288.2269	MUC20	249.8017
MUC5B	1095.6439	MUC5B	316.2214
removed	removed	MUC6	41.5454
removed	removed	MUC7	20.4949
MUCL1	242.6887	MUCL1	16286.3299
MUDENG	881.587	MUDENG	1095.7933
MUL1	713.3411	MUL1	618.9472
MUM1L1	270.2297	MUM1L1	254.5649
MUM1	475.5607	MUM1	423.922
MUS81	513.1911	MUS81	219.1057
MUSTN1	27.4265	MUSTN1	70.389
MUTED	373.5769	MUTED	471.8183
MUTYH	153.5047	MUTYH	53.5989
MUT	1475.7652	MUT	1205.6107
MVD	352.5803	MVD	43.6624
MVK	435.2035	MVK	124.3716
MVP	2142.2046	MVP	893.3586
MX1	6951.5304	MX1	1074.6236
MX2	698.8888	MX2	577.9311
MXD1	932.5789	MXD1	734.3217
MXD3	133.7433	MXD3	50.8045
MXD4	787.7838	MXD4	572.9033
MXI1	653.0779	MXI1	2523.6852
MXRA5	3924.7392	MXRA5	4108.497
MXRA7	475.288	MXRA7	4384.7608
MXRA8	749.608	MXRA8	1368.8816
MYADML2	5.7264	removed	removed
MYADM	1948.8718	MYADM	14210.1179
MYBBP1A	869.4635	MYBBP1A	425.1736
MYBL1	389.3926	MYBL1	136.0149
MYBL2	363.7603	MYBL2	11.6433
MYBPC1	7562.615	MYBPC1	1401.9591
MYBPH	6.5444	removed	removed
MYB	2762.2878	MYB	1120.1383
MYCBP2	477.4695	MYCBP2	3609.1582
MYCBPAP	30.2679	removed	removed
MYCBP	841.5516	MYCBP	931.9932
MYCL1	193.0602	MYCL1	65.8905
MYCN	32.4494	MYCN	16.9357
MYCT1	140.4322	MYCT1	1371.5278
MYC	476.9241	MYC	3520.5104
MYD88	1147.9992	MYD88	1276.529
MYEF2	862.6982	MYEF2	420.7386
MYEOV2	442.566	MYEOV2	364.3824
removed	removed	MYEOV	19.0527
MYH10	1431.5904	MYH10	2198.4667
MYH11	343.7317	MYH11	6835.9849
MYH14	1522.3942	MYH14	794.126
removed	removed	MYH1	76.2107
removed	removed	MYH3	29.1082
MYH9	23592.3376	MYH9	14416.7865
MYL12A	7221.4875	MYL12A	8024.8796
MYL12B	7893.6533	MYL12B	9313.5812
MYL5	308.4382	MYL5	68.7219
MYL6B	247.3243	MYL6B	165.6524
MYL6	16973.7542	MYL6	6895.4796
removed	removed	MYL7	8.4679
MYL9	2101.5747	MYL9	5082.8295
MYLIP	1674.5518	MYLIP	1003.97
MYLK3	8.9986	MYLK3	6.8801
MYLK4	15.543	MYLK4	89.1771
MYLK	934.4877	MYLK	14437.1543
MYNN	523.0077	MYNN	909.5005
MYO10	1132.4562	MYO10	731.9402
MYO15A	73.6247	MYO15A	23.022
MYO15B	667.5302	MYO15B	363.8531
removed	removed	MYO16	28.8436
MYO18A	915.8607	MYO18A	582.7551
MYO18B	90.8037	removed	removed
MYO19	1397.7476	MYO19	296.3643
MYO1B	2669.0299	MYO1B	2225.1933
MYO1C	6535.6875	MYO1C	2983.5955
MYO1D	2731.4745	MYO1D	1787.7757
MYO1E	1029.3817	MYO1E	828.262
MYO1F	93.2579	MYO1F	130.7225
MYO1G	10.6347	MYO1G	36.253
removed	removed	MYO3A	8.2032
MYO3B	122.9804	MYO3B	11.1141
MYO5A	503.9198	MYO5A	1722.1499
MYO5B	3822.2101	MYO5B	1340.8318
MYO5C	2098.7934	MYO5C	2164.9816
MYO6	4375.4857	MYO6	4987.5661
MYO7A	293.1352	MYO7A	144.7474
removed	removed	MYO7B	5.557
MYO9A	382.3028	MYO9A	1109.2889
MYO9B	1215.3521	MYO9B	779.8365
MYOCD	8.9986	MYOCD	71.7121
removed	removed	MYOC	262.5035
MYOF	5746.5403	MYOF	8514.1628
MYOM1	19.9059	MYOM1	211.961
MYOM2	28.9045	MYOM2	70.9183
MYOM3	15.8157	MYOM3	27.7851
removed	removed	MYOT	8.7325
MYOZ1	65.9895	MYOZ1	16.9357
removed	removed	MYOZ2	10.3202
MYOZ3	65.7168	MYOZ3	26.7267
MYPOP	133.3424	MYPOP	48.9548
MYRIP	194.4236	MYRIP	478.4338
MYSM1	238.8711	MYSM1	252.9771
MYST1	445.2928	MYST1	396.1368
MYST2	1433.4992	MYST2	1368.0877
MYST3	1863.249	MYST3	2375.7624
MYST4	3179.2215	MYST4	1340.3026
MYT1	74.4427	removed	removed
MZF1	286.419	MZF1	120.016
N4BP1	1440.3163	N4BP1	1861.3402
N4BP2L1	164.4284	N4BP2L1	942.0488
N4BP2L2	1048.7422	N4BP2L2	3026.9933
N4BP2	432.4767	N4BP2	383.9643
N4BP3	251.6872	N4BP3	91.0294
N6AMT1	289.3176	N6AMT1	224.9274
N6AMT2	98.4389	N6AMT2	176.5018
NAA10	621.4466	NAA10	245.0385
NAA15	1420.6831	NAA15	1719.5037
NAA16	119.9809	NAA16	517.333
NAA20	1610.1984	NAA20	1097.9102
NAA25	690.4356	NAA25	883.5677
NAA30	642.7159	NAA30	1053.1894
NAA35	796.237	NAA35	636.9414
NAA38	515.9179	NAA38	558.8784
NAA40	553.0029	NAA40	390.3152
NAA50	3402.8223	NAA50	4939.9345
NAAA	614.3568	NAAA	698.3334
removed	removed	NAALAD2	188.1451
NAALADL1	9.2713	NAALADL1	53.1887
NAALADL2	1107.9146	NAALADL2	704.6842
NAB1	127.0707	NAB1	2292.9362
NAB2	372.2135	NAB2	412.2787
NACA2	31.3586	NACA2	56.8934
NACAD	51.5373	NACAD	111.9344
NACAP1	124.3439	NACAP1	191.8498
NACA	13133.5469	NACA	17423.1393
NACC1	1120.4581	NACC1	354.0622
NACC2	13.0888	NACC2	13.7603
NADK	913.491	NADK	663.1388
NADSYN1	823.5054	NADSYN1	395.0783
NAE1	1137.3645	NAE1	1359.8845
NAF1	384.2116	NAF1	340.8311
NAGA	1483.1277	NAGA	843.0807
NAGK	865.4987	NAGK	352.4744
NAGLU	515.6452	NAGLU	351.1513
NAGPA	146.7557	NAGPA	72.506
NAGS	417.479	NAGS	32.2837
NAIF1	194.1509	NAIF1	109.2882
NAIP	67.3529	NAIP	113.5222
NALCN	15.2703	NALCN	128.3409
NAMPT	1193.2647	NAMPT	6579.7874
NANOS1	147.522	NANOS1	354.856
NANP	192.7875	NANP	251.3894
NANS	1334.515	NANS	486.1078
NAP1L1	6328.9931	NAP1L1	10430.2795
NAP1L2	28.6318	NAP1L2	220.9581
NAP1L3	39.5392	NAP1L3	253.5064
NAP1L4	3470.9933	NAP1L4	1969.0407
NAP1L5	185.1524	NAP1L5	379.4657
NAPA	2807.7879	NAPA	1694.1186
NAPB	217.6017	NAPB	388.7274
NAPEPLD	388.4082	NAPEPLD	645.8856
NAPG	1031.2905	NAPG	1375.2325
NAPRT1	420.4786	NAPRT1	55.0411
NAPSA	6.8171	removed	removed
NAPSB	28.6318	NAPSB	84.6785
NARFL	427.5683	NARFL	112.7283
NARF	430.2952	NARF	474.4645
NARG2	1360.6926	NARG2	1636.1482
NARS2	497.3754	NARS2	476.3168
NARS	3787.8519	NARS	3393.7572
NASP	2555.0481	NASP	1248.2146
NAT10	1295.7939	NAT10	950.7813
NAT14	191.9695	NAT14	50.5425
NAT15	636.1715	NAT15	577.9311
NAT1	10838.912	NAT1	633.5013
NAT2	5.181	NAT2	5.2924
NAT6	187.6692	NAT6	124.2393
removed	removed	NAT8L	70.6537
NAT9	408.4805	NAT9	133.8979
NAV1	2346.1722	NAV1	1220.4295
NAV2	2370.651	NAV2	3406.6495
NAV3	133.6151	NAV3	551.9982
NBAS	1424.5006	NBAS	1388.9927
NBEAL1	371.6681	NBEAL1	421.0111
NBEAL2	795.4189	NBEAL2	519.7146
NBEA	134.4332	NBEA	498.0157
NBL1	492.808	NBL1	1215.4017
removed	removed	NBLA00301	74.0937
NBN	2405.89	NBN	2268.5911
NBPF10	672.3458	NBPF10	682.4852
NBPF14	222.2674	NBPF14	320.4157
NBPF15	1371.3982	NBPF15	290.8708
NBPF16	387.2111	NBPF16	5.0278
NBPF1	1092.3717	NBPF1	647.2616
NBPF22P	6.8171	removed	removed
NBPF3	161.1562	NBPF3	164.5939
NBPF4	226.873	NBPF4	8.9971
NBPF6	55.9002	removed	removed
NBPF9	536.9146	NBPF9	224.5516
NBR1	6140.0232	NBR1	5125.1688
NBR2	123.5258	NBR2	131.5164
NCALD	137.978	NCALD	3661.8177
NCAM1	17.7245	NCAM1	467.579
NCAM2	458.3816	NCAM2	122.5193
NCAPD2	2074.3064	NCAPD2	715.2691
NCAPD3	1193.8101	NCAPD3	440.593
NCAPG2	1168.7232	NCAPG2	336.3326
NCAPG	653.4215	NCAPG	55.9963
NCAPH2	810.6892	NCAPH2	195.8191
NCAPH	463.5626	NCAPH	34.6653
NCBP1	1170.0866	NCBP1	955.2798
NCBP2	1644.0112	NCBP2	1913.2058
NCCRP1	466.8348	NCCRP1	206.6686
NCDN	808.7804	NCDN	192.6437
NCEH1	851.5918	NCEH1	1129.9293
NCF1B	6.5444	NCF1B	16.4065
removed	removed	NCF1C	18.7881
NCF1	16.361	NCF1	47.8963
NCF2	251.4145	NCF2	223.6043
NCF4	37.6304	NCF4	140.2488
NCK1	455.1094	NCK1	980.4187
NCK2	560.9108	NCK2	692.7763
NCKAP1L	133.3424	NCKAP1L	508.3359
NCKAP1	6283.4549	NCKAP1	7788.3089
NCKAP5L	134.9785	NCKAP5L	238.1584
NCKAP5	835.2308	NCKAP5	263.0327
NCKIPSD	725.6118	NCKIPSD	345.0651
NCLN	775.2403	NCLN	309.8705
NCL	12113.4365	NCL	8710.2466
NCOA1	840.4118	NCOA1	3317.0173
NCOA2	1589.4744	NCOA2	1083.0915
NCOA3	1427.5002	NCOA3	1858.4294
NCOA4	5255.164	NCOA4	8930.6754
NCOA5	1305.8832	NCOA5	1421.0118
NCOA6	2158.293	NCOA6	1659.4348
NCOA7	358.3066	NCOA7	4655.7321
NCOR1	3013.7024	NCOR1	2396.932
NCOR2	2542.2319	NCOR2	1464.9388
removed	removed	NCR3	7.674
NCRNA00081	363.6049	NCRNA00081	468.1877
NCRNA00085	33.5319	NCRNA00085	21.1696
NCRNA00086	9.5439	NCRNA00086	53.9826
removed	removed	NCRNA00087	26.9913
removed	removed	NCRNA00092	19.8465
removed	removed	NCRNA00093	11.3549
NCRNA00094	502.1965	NCRNA00094	503.144
NCRNA00095	78.533	NCRNA00095	23.5512
NCRNA00105	13.0888	NCRNA00105	5.557
NCRNA00107	9.2713	NCRNA00107	6.8801
NCRNA00110	91.8945	NCRNA00110	24.6097
NCRNA00115	10.0893	NCRNA00115	5.0278
NCRNA00116	99.8023	NCRNA00116	54.5118
NCRNA00120	10.0893	NCRNA00120	67.4782
