gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
KIAA1826	408.2232	KIAA1826	460.3335
KIAA1841	501.2237	KIAA1841	220.8186
KIAA1875	8.8106	KIAA1875	16.1698
KIAA1908	172.2956	KIAA1908	270.3386
KIAA1919	41.6055	KIAA1919	183.426
KIAA1949	931.9628	KIAA1949	1408.7923
KIAA1958	77.8267	KIAA1958	53.0571
KIAA1967	2685.2668	KIAA1967	1862.0515
KIAA1984	61.674	KIAA1984	14.6539
KIAA2013	1684.2878	KIAA2013	1054.573
KIAA2018	730.2986	KIAA2018	962.1021
KIAA2022	246.696	KIAA2022	70.7428
KIAA2026	840.4307	KIAA2026	928.7519
KIDINS220	2449.8287	KIDINS220	2647.8019
KIF11	619.6769	KIF11	150.0758
KIF12	3024.4738	KIF12	496.7155
KIF13A	1052.374	KIF13A	1663.4664
KIF13B	4595.2031	KIF13B	1879.2016
KIF14	68.5267	KIF14	17.6857
KIF15	158.5903	KIF15	34.8661
KIF16B	1382.281	KIF16B	1013.1379
KIF17	21.537	KIF17	62.6579
KIF18A	53.8424	KIF18A	29.3077
KIF18B	123.8375	KIF18B	28.8024
KIF19	8.3211	KIF19	33.3502
KIF1A	148.8008	KIF1A	22.2335
KIF1B	1416.0548	KIF1B	1956.0384
KIF1C	811.5516	KIF1C	2094.4922
KIF20A	350.9545	KIF20A	65.1844
KIF20B	312.2859	KIF20B	204.1435
KIF21A	493.3921	KIF21A	315.8161
KIF21B	139.5007	KIF21B	217.7868
KIF22	962.3103	KIF22	632.1374
KIF23	331.8649	KIF23	81.3542
KIF24	234.9486	KIF24	90.475
removed	removed	KIF25	7.0743
KIF26A	84.1899	KIF26A	246.5892
KIF26B	107.1953	KIF26B	68.2163
KIF27	114.048	KIF27	138.9591
KIF2A	624.0822	KIF2A	513.8959
KIF2C	252.5698	KIF2C	50.5306
KIF3A	1307.3911	KIF3A	570.9955
KIF3B	2459.6182	KIF3B	1837.7969
KIF3C	295.1542	KIF3C	466.9025
KIF4A	248.1645	KIF4A	42.951
KIF5A	64.6109	KIF5A	17.1804
KIF5B	7216.838	KIF5B	5436.0788
KIF5C	348.9966	KIF5C	276.4022
KIF6	105.2374	KIF6	25.7706
KIF7	16.6422	KIF7	166.7913
KIF9	227.117	KIF9	106.3315
KIFAP3	889.3784	KIFAP3	1026.2759
KIFC1	418.0127	KIFC1	72.764
KIFC2	550.1713	KIFC2	229.2572
KIFC3	177.6799	KIFC3	343.1026
KILLIN	60.6951	KILLIN	38.4032
KIN	254.0382	KIN	272.3598
KIRREL2	123.8375	removed	removed
KIRREL3	374.9388	KIRREL3	7.0743
KIRREL	135.5849	KIRREL	512.38
KITLG	524.7186	KITLG	1746.3365
KIT	108.1743	KIT	5443.6584
KLB	14.6843	KLB	122.284
KLC1	1707.2932	KLC1	1434.0576
KLC2	1500.7342	KLC2	381.5058
KLC3	56.5296	KLC3	102.3951
KLC4	695.164	KLC4	483.6433
KLF10	2192.3642	KLF10	2849.9242
KLF11	420.9496	KLF11	1241.0308
KLF12	234.4591	KLF12	605.8615
KLF13	1404.3074	KLF13	2215.7655
KLF15	16.6422	KLF15	83.3754
KLF16	611.8453	KLF16	247.0945
removed	removed	KLF17	5.5584
KLF2	463.534	KLF2	1299.141
KLF3	1142.9271	KLF3	1992.8752
KLF4	225.6486	KLF4	2108.6407
KLF5	32.7949	KLF5	793.8353
KLF6	1541.8502	KLF6	5261.7484
KLF7	89.5742	KLF7	155.1289
KLF8	206.559	KLF8	596.2607
KLF9	449.8287	KLF9	1273.3704
KLHDC10	974.5472	KLHDC10	822.1324
KLHDC1	101.8111	KLHDC1	149.5705
KLHDC2	1265.7856	KLHDC2	1103.0824
KLHDC3	2598.14	KLHDC3	1632.1374
KLHDC4	223.6907	KLHDC4	141.9909
KLHDC5	1038.6686	KLHDC5	1083.3754
KLHDC7A	66.0793	KLHDC7A	729.6614
KLHDC7B	15.6632	KLHDC7B	41.9404
KLHDC8A	22.0264	KLHDC8A	34.8661
KLHDC8B	274.1067	KLHDC8B	593.7342
KLHDC9	134.606	KLHDC9	64.6791
removed	removed	KLHL10	5.5584
KLHL11	138.5218	KLHL11	116.7256
KLHL12	1177.1904	KLHL12	907.5291
KLHL13	45.5213	KLHL13	2225.3663
KLHL14	22.0264	KLHL14	51.5412
KLHL15	288.791	KLHL15	325.9222
KLHL17	186.001	KLHL17	78.8277
KLHL18	571.2188	KLHL18	488.1253
KLHL20	298.5805	KLHL20	517.433
KLHL21	1184.5326	KLHL21	1925.7201
KLHL22	641.7034	KLHL22	395.1491
KLHL23	196.9604	KLHL23	142.2941
KLHL24	870.2888	KLHL24	1376.9581
KLHL25	250.1224	KLHL25	195.048
KLHL26	296.1331	KLHL26	244.568
KLHL28	522.2712	KLHL28	654.3709
KLHL29	30.3475	KLHL29	325.4169
KLHL2	371.023	KLHL2	758.4639
KLHL30	7.8316	KLHL30	17.6857
KLHL31	25.2521	KLHL31	296.8418
KLHL32	14.1948	KLHL32	18.6963
KLHL35	248.1645	KLHL35	42.951
KLHL36	300.5384	KLHL36	223.8504
KLHL3	222.2222	KLHL3	362.3042
KLHL4	12.7264	KLHL4	76.3012
KLHL5	844.836	KLHL5	758.9692
KLHL6	138.0323	KLHL6	319.3532
KLHL7	654.4298	KLHL7	692.7741
KLHL8	441.5076	KLHL8	823.143
KLHL9	1989.2315	KLHL9	1984.3355
removed	removed	KLK10	269.3279
removed	removed	KLK11	166.2456
removed	removed	KLK14	51.5412
removed	removed	KLK1	7.5796
removed	removed	KLK2	28.2971
removed	removed	KLK3	14.1486
removed	removed	KLK4	10.1061
KLK5	8.3211	KLK5	911.5715
removed	removed	KLK6	253.1582
removed	removed	KLK7	498.7367
removed	removed	KLK8	103.5877
removed	removed	KLKB1	19.2016
KLRA1	11.7474	KLRA1	63.6685
KLRAQ1	559.4714	KLRAQ1	590.7024
KLRB1	14.1948	KLRB1	69.2269
removed	removed	KLRC1	5.5584
KLRD1	14.6843	KLRD1	33.8555
KLRF1	6.8527	KLRF1	31.8343
KLRG1	18.6001	KLRG1	74.7852
KLRG2	8.8106	KLRG2	11.622
KLRK1	40.1371	KLRK1	95.5028
KL	28.8791	KL	326.4275
KMO	19.9951	KMO	368.7519
removed	removed	KNDC1	7.5796
KNTC1	465.722	KNTC1	311.9303
KPNA1	1693.5879	KPNA1	1571.5008
KPNA2	1797.3568	KPNA2	906.0131
KPNA3	712.188	KPNA3	1083.8807
KPNA4	1537.4449	KPNA4	1644.7701
KPNA5	93.9794	KPNA5	143.0015
KPNA6	2706.3142	KPNA6	1892.3699
KPNB1	5401.86	KPNB1	3871.147
KPTN	232.0117	KPTN	114.7044
KRAS	1488.4973	KRAS	1008.5902
KRBA1	199.2168	KRBA1	216.2708
KRBA2	140.4797	KRBA2	160.1819
KRCC1	796.8674	KRCC1	1084.8914
KREMEN1	217.8169	KREMEN1	750.8843
KREMEN2	150.7587	removed	removed
KRI1	419.8972	KRI1	461.5008
KRIT1	836.0255	KRIT1	813.5422
KRR1	751.3118	KRR1	818.7468
KRT10	146.3534	KRT10	318.3426
KRT14	415.5653	KRT14	11406.2658
KRT15	172.2956	KRT15	13664.9823
removed	removed	KRT16	182.9207
KRT17	182.5746	KRT17	6534.1081
KRT18	9160.4014	KRT18	4712.6731
KRT19	15418.9917	KRT19	5393.6331
removed	removed	KRT1	5.0531
KRT222	147.8218	KRT222	93.4816
KRT23	33.2844	KRT23	1010.6114
removed	removed	KRT32	16.6751
removed	removed	KRT40	7.0743
KRT5	321.5859	KRT5	11164.2244
KRT6B	10.279	KRT6B	554.8257
removed	removed	KRT6C	10.1061
removed	removed	KRT79	6.569
KRT7	91.0426	KRT7	7109.6513
KRT80	13.7053	KRT80	348.1556
KRT81	9.7895	KRT81	287.5189
removed	removed	KRT83	14.6539
removed	removed	KRT86	23.2441
KRT8	11440.6755	KRT8	5368.1758
KRTAP5-1	15.6632	removed	removed
KRTAP5-2	8.1889	removed	removed
KRTCAP2	1511.0132	KRTCAP2	1256.6953
KRTCAP3	497.3079	KRTCAP3	199.0904
KSR1	337.2491	KSR1	598.7873
KSR2	81.2531	KSR2	88.4285
KTELC1	362.7019	KTELC1	564.9318
KTI12	162.5061	KTI12	150.0758
KTN1	5091.0426	KTN1	6210.2072
KYNU	50.4161	KYNU	977.2612
KY	59.2266	KY	166.7509
L1CAM	264.3172	L1CAM	82.3648
L1TD1	9.3	L1TD1	25.2653
L2HGDH	258.4435	L2HGDH	195.048
L3MBTL2	874.4885	L3MBTL2	778.3274
L3MBTL3	162.9956	L3MBTL3	264.2749
L3MBTL4	29.3686	L3MBTL4	214.7549
L3MBTL	117.4743	L3MBTL	166.7509
LACE1	44.5423	LACE1	51.0359
removed	removed	LACRT	144.0121
LACTB2	330.886	LACTB2	274.8863
LACTB	291.7279	LACTB	379.9899
LAD1	12.7264	LAD1	406.7711
LAG3	46.5002	LAG3	35.8767
LAGE3	245.2276	LAGE3	174.8358
LAIR1	463.534	LAIR1	793.8353
removed	removed	LAIR2	5.5584
LAMA1	15.6632	LAMA1	162.7084
LAMA2	255.0171	LAMA2	1644.7499
LAMA3	825.7465	LAMA3	2356.7458
LAMA4	1340.186	LAMA4	3617.9889
LAMA5	3294.1752	LAMA5	2454.7751
LAMB1	1970.1419	LAMB1	4868.1152
LAMB2L	52.8634	LAMB2L	36.8873
LAMB2	5468.4288	LAMB2	6859.0197
LAMB3	138.5218	LAMB3	2617.4836
LAMC1	4059.2266	LAMC1	7219.808
LAMC2	349.486	LAMC2	2843.8605
LAMC3	6.3632	LAMC3	107.1248
LAMP1	8948.1155	LAMP1	8706.4174
LAMP2	4497.3079	LAMP2	5948.9641
LAMP3	52.8634	LAMP3	112.1779
LANCL1	2256.975	LANCL1	2153.6129
LANCL2	463.534	LANCL2	471.9555
LAP3	2506.1185	LAP3	2192.0162
LAPTM4A	8257.954	LAPTM4A	8416.3719
LAPTM4B	1132.1586	LAPTM4B	2005.0531
LAPTM5	4973.0788	LAPTM5	6728.1455
LARGE	183.5536	LARGE	595.2501
LARP1B	615.7611	LARP1B	418.8984
LARP1	4611.3558	LARP1	3452.7539
LARP4B	1793.9305	LARP4B	1272.8651
LARP4	1541.3607	LARP4	1355.2299
LARP6	126.7744	LARP6	347.6503
LARP7	1144.885	LARP7	1052.5518
LARS2	536.9555	LARS2	490.1465
LARS	2847.7729	LARS	2885.2956
LAS1L	805.6779	LAS1L	571.5008
LASP1	13773.862	LASP1	5350.1769
LASS1	35.0465	LASS1	7.2713
LASS2	10502.6921	LASS2	3871.6523
removed	removed	LASS3	8.5902
LASS4	2914.8311	LASS4	1480.0404
LASS5	947.1366	LASS5	822.6377
LASS6	3627.2491	LASS6	1787.5088
LAT2	456.6814	LAT2	247.0945
LATS1	566.324	LATS1	654.3709
LATS2	199.2168	LATS2	808.4891
LAT	101.6544	LAT	155.3158
LAX1	22.0264	LAX1	73.2693
LAYN	72.932	LAYN	303.1834
LBH	1481.6446	LBH	1904.4972
removed	removed	LBP	145.0227
LBR	441.5076	LBR	1142.4962
LBX2	10.6265	LBX2	5.5584
LCA5L	107.1953	LCA5L	72.2587
LCA5	187.4694	LCA5	419.909
LCAT	31.816	LCAT	129.3583
LCK	124.8164	LCK	141.9909
LCLAT1	465.4919	LCLAT1	348.6609
LCMT1	554.5766	LCMT1	453.2592
LCMT2	556.5345	LCMT2	349.6716
LCN10	9.3	LCN10	34.3608
LCN12	28.3896	LCN12	21.7281
removed	removed	LCN2	207.1753
removed	removed	LCN6	7.5796
LCORL	103.813	LCORL	100.5154
LCOR	124.9633	LCOR	166.4881
LCP1	1993.6368	LCP1	6416.8772
LCP2	419.9706	LCP2	442.6478
LDB1	1354.3808	LDB1	1346.1344
LDB2	243.2697	LDB2	1322.385
LDB3	34.2633	LDB3	74.2799
removed	removed	LDHAL6B	6.0637
LDHA	13594.2242	LDHA	7569.4795
LDHB	1955.4577	LDHB	4032.8449
LDHD	70.9741	LDHD	441.6372
LDLRAD1	5.8737	removed	removed
LDLRAD2	67.3666	LDLRAD2	280.4598
LDLRAD3	3034.2633	LDLRAD3	764.0222
LDLRAP1	421.9285	LDLRAP1	814.0475
LDLR	1630.4454	LDLR	1041.9404
LDOC1L	1535.487	LDOC1L	1160.1819
LDOC1	836.5149	LDOC1	535.1187
removed	removed	LEAP2	7.5796
LEF1	253.0592	LEF1	137.4432
removed	removed	LEFTY2	13.6433
LEKR1	55.3108	LEKR1	23.2441
LEMD2	770.9251	LEMD2	585.144
LEMD3	827.2149	LEMD3	929.2572
LENG1	131.6691	LENG1	83.3754
LENG8	2371.0915	LENG8	3869.141
LENG9	137.4743	LENG9	135.9121
LEO1	1079.7846	LEO1	591.2077
LEPRE1	583.9452	LEPRE1	832.2385
LEPREL1	191.8747	LEPREL1	500.758
LEPREL2	481.6446	LEPREL2	487.62
LEPROTL1	934.4102	LEPROTL1	1031.8343
LEPROT	640.2105	LEPROT	1316.7863
LEPR	137.5673	LEPR	2425.5078
LEP	12.2369	LEP	663.4664
LETM1	1537.9344	LETM1	811.0157
LETM2	137.5428	LETM2	22.2335
LETMD1	1433.1865	LETMD1	1143.0015
LFNG	1499.2658	LFNG	745.8312
LGALS12	5.3842	LGALS12	91.4603
LGALS1	2343.1229	LGALS1	5509.3482
LGALS2	7.3421	LGALS2	27.2865
LGALS3BP	1840.4307	LGALS3BP	6343.1026
LGALS3	390.1126	LGALS3	5544.7196
removed	removed	LGALS7	8.0849
LGALS8	1348.7372	LGALS8	1017.6352
LGALS9C	13.2159	LGALS9C	17.6857
LGALS9	984.3368	LGALS9	1515.4118
LGI2	42.095	LGI2	180.3941
LGI4	41.6055	LGI4	206.1647
LGMN	929.5154	LGMN	4112.1779
LGR4	74.4004	LGR4	1579.0803
LGR5	8.3211	LGR5	52.5518
LGR6	38.1791	LGR6	800.4042
LGTN	946.1576	LGTN	1312.2789
removed	removed	LHCGR	8.0849
LHFPL1	23.0054	LHFPL1	11.1167
LHFPL2	996.5737	LHFPL2	2523.4967
LHFPL4	944.6892	LHFPL4	12.1273
LHFPL5	38.1791	removed	removed
LHFP	654.9192	LHFP	3187.9737
LHPP	672.0509	LHPP	398.1809
LHX6	101.3216	LHX6	535.1187
LIAS	215.3696	LIAS	241.0308
LIFR	1321.5859	LIFR	3615.4624
LIF	49.9266	LIF	270.8439
LIG1	700.93	LIG1	440.6266
LIG3	830.1517	LIG3	467.4078
LIG4	361.2335	LIG4	421.425
LILRA1	23.9843	LILRA1	13.1379
LILRA2	114.048	LILRA2	65.6897
removed	removed	LILRA3	25.2653
LILRA4	21.0475	LILRA4	18.191
removed	removed	LILRA5	56.0889
LILRA6	20.8615	LILRA6	250.0202
LILRB1	236.9065	LILRB1	195.048
LILRB2	99.3637	LILRB2	212.2284
LILRB3	44.2389	LILRB3	154.7297
LILRB4	429.2707	LILRB4	528.5498
removed	removed	LILRB5	318.8479
LIMA1	2441.0181	LIMA1	4413.8454
LIMCH1	3601.0768	LIMCH1	2574.5326
LIMD1	1372.4033	LIMD1	983.8959
LIMD2	347.8071	LIMD2	262.9207
LIME1	79.0847	LIME1	61.7029
LIMK1	767.0093	LIMK1	811.521
LIMK2	819.8727	LIMK2	2083.3754
LIMS1	285.3647	LIMS1	626.5791
LIMS2	306.4121	LIMS2	1195.048
LIMS3-LOC440895	9.4567	LIMS3-LOC440895	46.3113
removed	removed	LIMS3	14.8307
LIN37	136.9065	LIN37	116.2557
LIN52	133.627	LIN52	156.6448
LIN54	439.5497	LIN54	355.7352
LIN7A	14.1948	LIN7A	74.2799
LIN7B	109.6427	LIN7B	28.2971
LIN7C	956.9261	LIN7C	882.7691
LIN9	146.3534	LIN9	115.2097
LINGO1	139.5007	LINGO1	124.8105
LINGO4	38.1791	LINGO4	14.6539
LINS1	218.7959	LINS1	260.7377
LIPA	2535.487	LIPA	12197.5745
removed	removed	LIPC	14.6539
LIPE	216.838	LIPE	818.0445
LIPG	55.3108	LIPG	135.9272
LIPH	37.6897	LIPH	149.0652
LIPT1	104.6794	LIPT1	211.6018
LIPT2	41.723	LIPT2	19.3027
LITAF	2794.42	LITAF	5467.4078
LIX1L	271.1698	LIX1L	888.8327
LLGL1	733.2354	LLGL1	812.0263
LLGL2	1614.7822	LLGL2	664.9823
LLPH	561.7474	LLPH	633.3906
LMAN1	6188.9378	LMAN1	4452.2486
LMAN2L	1293.6858	LMAN2L	779.6867
LMAN2	3993.6368	LMAN2	2260.7377
LMBR1L	301.5174	LMBR1L	476.5033
LMBR1	1501.7132	LMBR1	998.9894
LMBRD1	2182.5746	LMBRD1	1998.4841
LMBRD2	427.8023	LMBRD2	253.6635
LMCD1	354.8703	LMCD1	749.3684
LMF1	348.5071	LMF1	233.9565
LMF2	2204.1116	LMF2	1229.4088
LMLN	445.4234	LMLN	329.4593
LMNA	4736.1723	LMNA	6130.8742
LMNB1	839.9413	LMNB1	260.7377
LMNB2	856.094	LMNB2	522.9914
LMO2	376.8967	LMO2	612.4305
LMO3	349.9755	LMO3	175.3411
LMO4	1554.5766	LMO4	1250.6316
LMO7	622.1243	LMO7	608.8934
LMOD1	371.023	LMOD1	2475.998
LMTK2	546.2555	LMTK2	284.9924
LMTK3	105.7269	LMTK3	92.9763
removed	removed	LMX1A	11.622
LMX1B	5264.3172	LMX1B	1015.1592
LNP1	47.4988	LNP1	60.1617
LNPEP	266.4562	LNPEP	348.954
LNX1	384.2389	LNX1	327.9434
LNX2	892.8047	LNX2	573.522
LOC100009676	78.9085	LOC100009676	65.5483
LOC100101266	14.6843	LOC100101266	11.1167
removed	removed	LOC100124692	32.8449
LOC100125556	36.8722	LOC100125556	49.429
removed	removed	LOC100126784	45.1794
removed	removed	LOC100127888	6.3214
LOC100128191	75.1787	LOC100128191	32.3295
LOC100128239	12.7264	LOC100128239	7.5796
LOC100128288	65.5898	LOC100128288	81.8595
LOC100128292	21.537	LOC100128292	20.7175
LOC100128640	75.8688	LOC100128640	46.9934
LOC100128788	34.2633	LOC100128788	12.6326
LOC100128822	167.4009	LOC100128822	102.0718
LOC100128842	22.5159	LOC100128842	38.4032
LOC100128977	54.8213	LOC100128977	9.0955
LOC100129034	2060.0049	LOC100129034	2026.0586
LOC100129387	123.6172	LOC100129387	100.4851
LOC100129534	73.9109	LOC100129534	59.1208
LOC100129550	250.1224	LOC100129550	233.9565
LOC100129637	176.2115	LOC100129637	194.5427
LOC100129716	18.6001	LOC100129716	9.0955
removed	removed	LOC100129726	10.1061
LOC100130015	57.8023	LOC100130015	41.8595
LOC100130093	216.3632	LOC100130093	111.622
LOC100130148	162.0166	LOC100130148	6.0637
LOC100130522	47.4792	LOC100130522	20.2122
LOC100130557	55.7318	LOC100130557	36.5184
LOC100130581	129.2217	LOC100130581	66.7004
LOC100130691	13.7053	LOC100130691	13.1379
LOC100130776	514.8116	LOC100130776	236.9378
removed	removed	LOC100130872	62.6579
LOC100130932	53.8424	LOC100130932	33.3502
LOC100130987	34.2633	LOC100130987	12.6326
LOC100131193	68.0372	LOC100131193	32.3396
LOC100131434	54.3221	LOC100131434	106.473
LOC100131551	28.8791	LOC100131551	6.569
LOC100131691	29.9217	LOC100131691	17.8272
LOC100132111	5.5311	LOC100132111	11.4856
LOC100132215	7.8708	LOC100132215	11.6372
LOC100132247	128.2428	LOC100132247	180.3941
LOC100132287	209.4958	LOC100132287	334.0071
LOC100132288	322.0754	LOC100132288	560.384
LOC100132354	10.279	removed	removed
LOC100132707	105.8297	LOC100132707	171.2532
LOC100132832	5.5262	LOC100132832	5.4421
LOC100133161	24.1263	LOC100133161	31.8343
LOC100133331	114.5374	LOC100133331	162.8348
LOC100133545	11.7474	LOC100133545	13.6433
LOC100133612	37.6897	LOC100133612	6.0637
removed	removed	LOC100133669	17.6857
LOC100133957	9.9413	LOC100133957	8.4184
LOC100133985	25.4528	LOC100133985	5.0531
LOC100133991	19.5791	LOC100133991	25.7706
LOC100134229	38.6686	LOC100134229	153.6129
removed	removed	LOC100134259	24.76
LOC100134713	20.5727	LOC100134713	15.1592
removed	removed	LOC100134868	5.5584
LOC100144603	12.2369	removed	removed
removed	removed	LOC100144604	18.191
LOC100170939	28.928	LOC100170939	135.4169
LOC100188947	8.8106	LOC100188947	30.3183
removed	removed	LOC100188949	8.0849
LOC100190938	492.9026	LOC100190938	138.9591
LOC100190939	112.5795	LOC100190939	221.3239
LOC100190986	112.5795	LOC100190986	215.2602
removed	removed	LOC100192378	21.7281
LOC100216545	109.6427	LOC100216545	81.8595
LOC100233209	37.6897	LOC100233209	28.2971
removed	removed	LOC100240735	16.1698
LOC100268168	10.7685	LOC100268168	11.1167
LOC100270710	218.8644	LOC100270710	334.7448
LOC100270746	27.9001	LOC100270746	32.3396
LOC100270804	23.0054	LOC100270804	27.2865
LOC100271722	127.2638	LOC100271722	58.1102
LOC100271831	9.6623	removed	removed
LOC100271836	212.0069	LOC100271836	331.051
LOC100272146	25.9422	LOC100272146	34.3608
LOC100272216	14.3368	LOC100272216	40.1213
LOC100272217	52.374	LOC100272217	25.2653
LOC100272228	40.1371	LOC100272228	81.8595
LOC100286793	298.091	LOC100286793	188.9843
LOC100286844	50.4112	LOC100286844	29.3987
LOC100288778	299.7455	LOC100288778	220.2729
LOC100289341	137.0534	LOC100289341	40.4245
LOC100302401	22.2761	LOC100302401	20.7175
LOC100302640	8.3211	LOC100302640	10.1061
LOC100302650	8.3358	LOC100302650	37.3926
LOC100303728	32.3054	LOC100303728	31.329
LOC113230	147.3324	LOC113230	109.6513
LOC115110	94.5179	LOC115110	109.5149
removed	removed	LOC121838	5.5584
LOC134466	21.537	LOC134466	361.2936
LOC143188	11.7474	LOC143188	19.7069
LOC143666	42.095	LOC143666	10.1061
LOC144438	738.6197	LOC144438	819.6059
LOC144486	10.279	LOC144486	12.6326
LOC144571	24.5228	LOC144571	69.5452
LOC145783	24.2878	LOC145783	28.6761
LOC145820	6.8527	LOC145820	44.4669
LOC145837	346.5492	LOC145837	215.2602
LOC146880	234.9437	LOC146880	343.8555
LOC147727	952.0313	LOC147727	522.4861
LOC147804	111.6006	LOC147804	155.6342
LOC148189	68.277	LOC148189	62.38
LOC148413	328.2575	LOC148413	250.9298
removed	removed	LOC148696	7.5947
LOC148709	7.8316	removed	removed
removed	removed	LOC148824	5.0531
LOC149134	7.8316	LOC149134	13.1379
LOC149837	42.5844	LOC149837	103.5877
LOC150381	61.4537	LOC150381	41.7433
LOC150776	642.6823	LOC150776	354.7246
LOC150786	58.2477	LOC150786	50.5306
LOC151009	48.9476	LOC151009	31.8343
LOC151162	2409.2022	LOC151162	1490.6518
removed	removed	LOC151174	5.0531
LOC151534	108.8057	LOC151534	89.9444
LOC152217	311.7964	LOC152217	211.2178
removed	removed	LOC152225	6.0637
LOC153328	32.7949	removed	removed
LOC153684	32.3054	LOC153684	36.382
LOC154761	10.5727	LOC154761	73.9616
LOC154822	17.5673	LOC154822	57.2815
removed	removed	LOC157381	5.5584
LOC158376	8.8106	LOC158376	57.6049
LOC158572	69.0162	LOC158572	46.4881
LOC158696	5.3842	LOC158696	16.6751
LOC162632	108.1987	LOC162632	572.663
LOC168474	16.1527	LOC168474	20.2122
LOC200030	423.397	LOC200030	748.1809
LOC202181	59.7161	LOC202181	74.2799
LOC202781	465.4919	LOC202781	178.3729
LOC219347	91.7719	LOC219347	86.6852
LOC220594	205.9471	LOC220594	50.5306
LOC220729	157.1219	LOC220729	166.2456
LOC220930	69.0162	LOC220930	104.9621
LOC221442	41.6055	LOC221442	145.0227
LOC221710	310.3279	LOC221710	363.3148
LOC222699	49.9266	LOC222699	27.2865
LOC253039	758.6882	LOC253039	862.0515
LOC253724	15.6632	LOC253724	8.0849
LOC254559	46.9897	LOC254559	75.2906
removed	removed	LOC255167	31.329
removed	removed	LOC257358	6.0637
LOC25845	668.4875	LOC25845	285.0682
LOC282997	30.3475	LOC282997	57.0995
LOC283050	38.1791	LOC283050	80.8489
LOC283070	120.4112	LOC283070	256.6953
LOC283174	353.4019	LOC283174	196.0586
LOC283267	276.0646	LOC283267	314.3002
LOC283314	99.6476	LOC283314	144.7954
removed	removed	LOC283392	37.8423
LOC283663	23.9843	LOC283663	31.8343
removed	removed	LOC283731	16.1698
LOC283856	6.3632	LOC283856	6.0637
LOC283922	30.837	LOC283922	59.6261
LOC284023	211.4537	LOC284023	107.6301
LOC284232	19.0896	LOC284232	17.1804
LOC284233	5.8737	LOC284233	18.191
LOC284276	8.8106	LOC284276	22.2335
LOC284440	190.8957	LOC284440	171.8039
LOC284441	78.8057	LOC284441	79.333
removed	removed	LOC284578	21.2228
LOC284837	12.7264	LOC284837	49.52
LOC284900	146.5051	LOC284900	166.3972
LOC285033	37.2002	LOC285033	30.3335
LOC285074	476.7499	LOC285074	332.4912
LOC285359	74.8899	LOC285359	58.6155
removed	removed	LOC285593	12.6326
LOC285830	35.0514	LOC285830	66.6801
removed	removed	LOC286002	12.6326
LOC286367	27.9001	LOC286367	113.6938
removed	removed	LOC286467	10.1061
LOC338651	33.906	LOC338651	9.6008
LOC338758	70.4846	LOC338758	72.2587
LOC338799	293.6858	LOC338799	390.6013
LOC339047	1148.3113	LOC339047	871.147
LOC339290	555.0661	LOC339290	738.7569
LOC339524	32.3054	LOC339524	247.0945
LOC339535	198.2379	LOC339535	83.8807
LOC341056	12.2369	removed	removed
LOC342346	8.8106	removed	removed
LOC344595	387.1757	LOC344595	258.7165
LOC344967	10.7685	removed	removed
LOC348926	85.6583	LOC348926	57.6049
LOC349114	256.975	LOC349114	161.1925
removed	removed	LOC349196	13.1379
LOC374443	145.8639	LOC374443	185.9525
LOC375190	80.7636	LOC375190	105.6493
LOC387646	21.537	LOC387646	20.2122
LOC387647	503.5242	LOC387647	660.5457
LOC388152	132.1586	LOC388152	209.1966
LOC388242	11.7474	LOC388242	24.76
removed	removed	LOC388387	5.5584
LOC388588	46.9897	LOC388588	20.7175
LOC388692	1358.7861	LOC388692	572.0061
LOC388789	574.6451	LOC388789	568.4689
LOC388796	333.8228	LOC388796	295.6038
LOC388955	259.9119	LOC388955	213.239
LOC389033	31.816	LOC389033	21.7281
LOC389332	102.79	removed	removed
LOC389333	92.0215	LOC389333	30.3183
LOC389493	39.6476	LOC389493	28.8024
LOC389634	5.8737	LOC389634	10.6114
removed	removed	LOC389705	14.6539
LOC390595	13.2159	LOC390595	21.7281
LOC391322	21.537	LOC391322	10.6114
LOC399744	123.8375	LOC399744	110.1566
LOC399815	19.0896	removed	removed
LOC399959	69.0162	LOC399959	1011.622
LOC400027	1029.3686	LOC400027	347.145
LOC400043	72.4425	LOC400043	324.9116
LOC400657	205.0906	LOC400657	215.7655
LOC400752	57.2687	LOC400752	30.3183
removed	removed	LOC400759	39.9192
LOC400927	20.1077	LOC400927	38.1607
LOC400931	61.674	LOC400931	147.5493
LOC401010	32.7949	LOC401010	22.7388
LOC401052	74.4004	LOC401052	79.333
LOC401093	40.2496	LOC401093	133.234
LOC401127	6.3632	LOC401127	5.0531
LOC401397	452.2761	LOC401397	657.4027
LOC401431	125.8884	LOC401431	39.9192
removed	removed	LOC401463	22.2335
LOC401588	113.5585	LOC401588	77.3118
LOC402377	14.1948	LOC402377	19.7069
LOC407835	37.6897	LOC407835	43.9616
removed	removed	LOC440173	13.1379
LOC440354	52.7215	LOC440354	245.2804
removed	removed	LOC440461	9.6008
LOC440905	165.443	LOC440905	69.2269
removed	removed	LOC440925	12.6326
LOC440944	269.7014	LOC440944	317.332
LOC440957	138.5218	LOC440957	115.2097
LOC441046	23.9843	LOC441046	15.1592
LOC441089	104.7479	LOC441089	88.9338
LOC441204	45.5213	LOC441204	59.6261
LOC441208	81.7425	LOC441208	52.0465
