gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
FAM59A	89.8634	FAM59A	265.2238
removed	removed	FAM5B	12.7307
FAM5C	95.6147	FAM5C	261.1924
FAM60A	1758.4472	FAM60A	2290.261
FAM63A	1512.2214	FAM63A	1085.7203
FAM63B	289.7196	FAM63B	615.9559
FAM64A	95.2552	FAM64A	33.0999
FAM65A	1054.9964	FAM65A	1025.6737
FAM65B	232.926	FAM65B	132.8241
FAM65C	31.9914	FAM65C	58.7736
FAM66C	10.0647	FAM66C	36.0704
removed	removed	FAM66D	12.0942
FAM69A	318.4759	FAM69A	524.3327
FAM69B	110.3774	FAM69B	172.1557
FAM70A	12.5809	FAM70A	168.6824
FAM70B	46.0101	FAM70B	25.0371
FAM71D	22.6456	FAM71D	9.3359
FAM71E1	36.0927	FAM71E1	39.4505
removed	removed	FAM71F2	19.5205
FAM72A	37.0237	FAM72A	10.1846
FAM72B	132.2789	FAM72B	45.1941
FAM72D	81.9554	FAM72D	20.3692
FAM73A	773.5442	FAM73A	1658.6039
FAM73B	272.1064	FAM73B	248.6739
FAM75A2	5.3918	removed	removed
FAM76A	315.6003	FAM76A	402.9281
FAM76B	303.0194	FAM76B	587.5239
FAM78A	109.2739	FAM78A	91.6614
FAM78B	14.0187	FAM78B	18.4596
removed	removed	FAM7A3	6.3654
FAM81A	10.4242	FAM81A	22.491
removed	removed	FAM81B	9.7602
FAM82A1	63.2638	FAM82A1	132.1876
FAM82A2	799.0654	FAM82A2	679.1852
FAM82B	1214.5938	FAM82B	1175.8965
FAM83A	13.6592	FAM83A	6.1532
FAM83B	54.2775	FAM83B	121.1543
FAM83D	354.7807	FAM83D	108.8479
FAM83E	83.3932	FAM83E	131.7632
FAM83F	294.0331	FAM83F	112.6671
FAM83G	249.8059	FAM83G	126.2147
FAM83H	2966.2114	FAM83H	1171.2285
FAM84A	129.7628	FAM84A	137.492
FAM84B	2342.1999	FAM84B	2953.5328
FAM86A	421.5205	FAM86A	249.3783
FAM86B1	66.8584	FAM86B1	198.8118
removed	removed	FAM86B2	26.7346
FAM86C	144.1409	FAM86C	137.9164
FAM86D	58.2315	FAM86D	127.7318
FAM89A	130.8411	FAM89A	249.0982
FAM89B	844.716	FAM89B	450.8805
FAM8A1	1407.261	FAM8A1	2020.3692
removed	removed	FAM90A1	9.1237
FAM91A1	2178.6485	FAM91A1	1870.5708
FAM92A1	122.5737	FAM92A1	149.7984
FAM95B1	7.5485	FAM95B1	25.4615
FAM96A	735.0827	FAM96A	572.8835
FAM96B	335.0108	FAM96B	244.4303
FAM98A	903.307	FAM98A	802.0369
FAM98B	374.9101	FAM98B	447.2735
FAM98C	147.376	FAM98C	110.3331
FANCA	307.3077	FANCA	122.8135
FANCB	35.5859	FANCB	34.7974
FANCC	316.3192	FANCC	279.652
FANCD2	942.8469	FANCD2	412.264
FANCE	86.9878	FANCE	98.6633
FANCF	520.1294	FANCF	383.832
FANCG	334.6513	FANCG	271.377
FANCI	1290.133	FANCI	555.5379
FANCL	133.0158	FANCL	301.9711
FANCM	142.7031	FANCM	353.066
FANK1	124.371	FANK1	269.0431
FAP	701.6535	FAP	293.4437
FAR1	1970.1653	FAR1	2023.7641
FAR2	70.8124	FAR2	87.0486
FARP1	1495.6866	FARP1	1617.0168
FARP2	363.4076	FARP2	474.2202
FARS2	176.4917	FARS2	204.3285
FARSA	1291.5169	FARSA	759.8133
FARSB	1067.9367	FARSB	968.1731
FASLG	17.6132	FASLG	23.5519
FASN	40966.2114	FASN	8908.9752
FASTKD1	174.6945	FASTKD1	279.2277
FASTKD2	1349.0295	FASTKD2	1482.4952
FASTKD3	574.7664	FASTKD3	315.5103
FASTKD5	688.3537	FASTKD5	492.4676
FASTK	572.2502	FASTK	468.067
FAS	333.2135	FAS	451.9414
FAT1	3335.0108	FAT1	6068.9582
FAT2	35.2265	FAT2	1017.3987
FAT3	9.7052	FAT3	9.7602
FAT4	666.7865	FAT4	849.3529
FAU	2644.5004	FAU	2689.7942
FBF1	195.115	FBF1	122.9769
FBLIM1	845.0755	FBLIM1	814.9798
FBLL1	8.6269	FBLL1	8.275
FBLN1	5322.7894	FBLN1	2413.9614
FBLN2	2171.8188	FBLN2	1278.5911
FBLN5	1436.0173	FBLN5	2890.7278
FBLN7	189.4321	FBLN7	177.3817
FBL	1649.8922	FBL	1781.6677
FBN1	4103.1632	FBN1	3994.9077
FBN2	39.5399	FBN2	15.0647
FBN3	26.2401	FBN3	9.7602
FBP1	1106.0388	FBP1	1020.5814
FBRSL1	248.7419	FBRSL1	307.0231
FBRS	2190.8699	FBRS	829.1958
FBXL12	219.6262	FBXL12	327.3923
FBXL13	5.7513	FBXL13	18.6718
FBXL14	734.7232	FBXL14	690.8551
FBXL15	66.8584	FBXL15	63.0172
FBXL16	227.8936	FBXL16	155.5273
FBXL17	690.151	FBXL17	1253.554
FBXL18	206.3264	FBXL18	275.1963
FBXL19	519.051	FBXL19	212.6034
FBXL20	199.1373	FBXL20	253.9784
FBXL22	9.3027	FBXL22	39.983
FBXL2	117.1819	FBXL2	190.5368
FBXL3	1379.9425	FBXL3	2066.1999
FBXL4	453.6305	FBXL4	446.637
FBXL5	3196.6211	FBXL5	3965.4148
FBXL6	440.2121	FBXL6	225.9983
FBXL7	1010.0647	FBXL7	631.6571
FBXL8	8.6269	FBXL8	22.2109
FBXO10	191.2473	FBXO10	195.436
FBXO11	1630.8411	FBXO11	2241.2476
FBXO15	35.5859	FBXO15	50.4986
FBXO16	60.7477	FBXO16	82.3255
FBXO17	179.7268	FBXO17	149.3741
FBXO18	1458.8138	FBXO18	1552.5589
FBXO21	1028.3968	FBXO21	1174.199
FBXO22OS	56.8368	FBXO22OS	49.6032
FBXO22	424.1121	FBXO22	654.6191
FBXO24	7.4587	FBXO24	7.543
FBXO25	193.0266	FBXO25	591.7675
FBXO27	135.1546	FBXO27	117.1229
FBXO28	2729.6909	FBXO28	2096.9658
FBXO2	260.6039	FBXO2	131.3388
FBXO30	640.1869	FBXO30	889.0303
FBXO31	516.5349	FBXO31	500.7426
FBXO32	350.4673	FBXO32	775.5145
FBXO33	243.3501	FBXO33	411.8396
FBXO34	910.496	FBXO34	828.7715
FBXO36	176.4917	FBXO36	248.6739
FBXO38	1152.4083	FBXO38	1452.7902
FBXO39	12.5809	FBXO39	21.0057
FBXO3	795.8303	FBXO3	1138.1286
FBXO41	333.573	FBXO41	338.2135
FBXO42	524.4428	FBXO42	592.8283
FBXO43	19.051	FBXO43	11.0333
removed	removed	FBXO44	331.4237
FBXO45	3416.6068	FBXO45	1198.1753
FBXO46	502.1567	FBXO46	299.809
FBXO48	34.867	FBXO48	74.4749
FBXO4	305.1761	FBXO4	326.7558
FBXO5	324.2272	FBXO5	223.6367
FBXO6	404.7448	FBXO6	222.788
FBXO7	2016.1754	FBXO7	1885.8477
FBXO8	492.3436	FBXO8	555.3596
FBXO9	936.0173	FBXO9	1279.652
FBXW11	1684.7592	FBXW11	1806.0683
FBXW2	2711.3587	FBXW2	2818.7991
FBXW4	822.7894	FBXW4	978.5699
FBXW5	1020.1294	FBXW5	606.62
FBXW7	651.6894	FBXW7	885.4233
FBXW8	247.3041	FBXW8	402.0794
FBXW9	137.6995	FBXW9	174.6531
FCAR	6.1107	FCAR	5.0923
FCER1A	130.8411	FCER1A	175.4721
FCER1G	482.3868	FCER1G	281.986
FCER2	5.7513	FCER2	13.5795
FCF1	668.2243	FCF1	844.0484
FCGBP	65.0611	FCGBP	289.8366
FCGR1A	89.4572	FCGR1A	35.0053
FCGR1B	87.7067	FCGR1B	43.7089
FCGR1C	25.1618	FCGR1C	12.0942
FCGR2A	994.9676	FCGR2A	574.7931
FCGR2B	125.0899	FCGR2B	158.71
FCGR2C	55.7153	FCGR2C	99.9363
FCGR3A	753.4148	FCGR3A	543.3906
FCGR3B	60.7477	FCGR3B	32.8878
FCGRT	2489.2164	FCGRT	2336.0917
FCHO1	23.005	FCHO1	28.2198
FCHO2	704.8886	FCHO2	1343.0936
FCHSD1	79.8706	FCHSD1	179.425
FCHSD2	615.5679	FCHSD2	818.659
FCN1	209.202	FCN1	42.4358
removed	removed	FCN2	6.1532
removed	removed	FCN3	11.2455
removed	removed	FCRL2	34.1608
FCRL3	53.918	FCRL3	5.5167
FCRL5	30.913	FCRL5	205.8137
removed	removed	FCRL6	33.5243
FCRLA	6.8296	FCRLA	8.275
FCRLB	24.0834	FCRLB	15.4891
FDFT1	1437.0956	FDFT1	2359.6435
removed	removed	FDPSL2A	5.0923
FDPS	2012.261	FDPS	1200.4159
FDX1L	280.1114	FDX1L	123.3503
FDX1	276.0604	FDX1	401.2306
FDXACB1	105.3954	FDXACB1	110.7935
FDXR	141.2653	FDXR	107.9992
FECH	855.4996	FECH	896.881
FEM1A	1527.3185	FEM1A	904.7316
FEM1B	2498.2027	FEM1B	4173.9868
FEM1C	1495.6866	FEM1C	1667.5154
FEN1	683.6808	FEN1	375.557
FER1L4	210.9993	FER1L4	131.9754
removed	removed	FER1L5	6.5776
removed	removed	FERMT1	62.805
FERMT2	937.4551	FERMT2	2090.1761
FERMT3	324.2272	FERMT3	152.1324
FER	109.2739	FER	180.9888
FES	312.0058	FES	168.258
FEZ1	65.0611	FEZ1	123.4882
FEZ2	713.8749	FEZ2	957.1398
removed	removed	FEZF2	6.7897
FFAR2	16.1754	FFAR2	23.1275
FFAR3	8.6269	FFAR3	6.3654
FGA	47.8073	FGA	6.5776
FGB	396.8368	FGB	68.3217
FGD1	434.22	FGD1	268.4065
FGD2	82.6743	FGD2	71.9287
FGD3	705.248	FGD3	337.3647
FGD4	548.1668	FGD4	933.3758
FGD5	449.6765	FGD5	627.6257
FGD6	833.2135	FGD6	675.5782
FGF10	31.6319	FGF10	52.8326
FGF11	50.3235	FGF11	86.1447
FGF12	11.5025	FGF12	22.491
FGF13	127.9655	FGF13	258.8585
FGF14	52.8397	FGF14	154.8907
FGF18	58.5909	FGF18	14.216
removed	removed	FGF19	6.1532
FGF1	115.3846	FGF1	1108.2113
FGF2	463.3249	FGF2	963.1848
FGF7	961.179	FGF7	1119.0325
removed	removed	FGF9	11.0333
removed	removed	FGFBP1	97.3902
FGFBP2	6.4702	FGFBP2	43.4967
FGFBP3	21.2078	FGFBP3	32.4634
FGFR1OP2	450.3954	FGFR1OP2	772.544
FGFR1OP	296.826	FGFR1OP	366.0153
FGFR1	1374.1912	FGFR1	3324.2096
FGFR2	404.0259	FGFR2	1384.2563
FGFR3	473.041	FGFR3	576.4906
FGFR4	74.4069	FGFR4	57.7127
FGFRL1	906.9015	FGFRL1	637.1738
FGGY	47.4479	FGGY	93.571
FGG	269.5902	FGG	27.1589
FGL2	1290.0791	FGL2	2054.9544
FGR	183.3214	FGR	104.3921
FHAD1	45.55	FHAD1	37.5175
FHDC1	627.9655	FHDC1	567.579
FHIT	10.0647	FHIT	63.8659
FHL1	909.7771	FHL1	9098.8755
FHL2	3109.9928	FHL2	1261.6168
FHL3	214.5938	FHL3	287.0783
FHL5	60.0288	FHL5	58.7736
FHOD1	379.583	FHOD1	373.6474
FHOD3	85.9094	FHOD3	369.4038
FH	1557.1531	FH	1237.004
FIBIN	132.9978	FIBIN	258.4341
FIBP	597.0525	FIBP	550.3925
FICD	113.2279	FICD	81.2646
FIG4	393.9612	FIG4	561.2137
FIGF	66.4989	FIGF	478.676
FIGNL1	364.8454	FIGNL1	449.1831
FIGNL2	28.0374	FIGNL2	49.2255
FIGN	68.6556	FIGN	94.2075
FILIP1L	1014.0187	FILIP1L	2263.3142
FILIP1	94.8958	FILIP1	122.2151
FIP1L1	1089.45	FIP1L1	780.4986
FIS1	942.8145	FIS1	724.1608
FITM2	61.4666	FITM2	67.4729
FIZ1	342.9188	FIZ1	286.6539
FJX1	157.4407	FJX1	101.6338
FKBP10	2685.4781	FKBP10	1503.0766
FKBP11	295.8303	FKBP11	418.8415
FKBP14	358.3753	FKBP14	317.6321
FKBP15	961.8188	FKBP15	929.7518
FKBP1AP1	18.3321	FKBP1AP1	11.0333
FKBP1A	5081.7218	FKBP1A	3231.0036
FKBP1B	12.9403	FKBP1B	32.2512
FKBP2	451.1143	FKBP2	169.7433
FKBP3	767.074	FKBP3	985.3596
FKBP4	11528.0374	FKBP4	7988.7545
FKBP5	1377.0669	FKBP5	941.6508
FKBP7	288.2818	FKBP7	423.7216
FKBP8	2020.8483	FKBP8	1530.4477
FKBP9L	42.4155	FKBP9L	32.6756
FKBP9	3212.7965	FKBP9	2965.4148
FKBPL	180.8052	FKBPL	117.5472
FKRP	330.6973	FKRP	231.9117
FKTN	861.2509	FKTN	1070.0191
FLAD1	1476.2761	FLAD1	707.1929
FLCN	574.7664	FLCN	722.9917
FLG	13.5514	FLG	41.1521
FLI1	526.5996	FLI1	669.0006
FLII	2831.7757	FLII	2140.8869
FLJ10038	91.6535	FLJ10038	348.4808
FLJ10213	15.0971	FLJ10213	23.7641
FLJ10357	623.652	FLJ10357	999.7878
FLJ10661	5.7513	FLJ10661	44.7698
FLJ11235	10.4242	FLJ11235	10.3968
FLJ12825	94.5363	FLJ12825	25.4615
FLJ13197	13.3142	FLJ13197	95.5358
FLJ22536	20.4889	FLJ22536	55.3787
FLJ23867	476.995	FLJ23867	360.0679
removed	removed	FLJ33360	6.1532
FLJ33630	364.1265	FLJ33630	605.3469
removed	removed	FLJ34503	5.5167
removed	removed	FLJ35024	26.5224
FLJ35220	323.8677	FLJ35220	276.8937
FLJ35390	34.7412	FLJ35390	36.7643
FLJ35776	74.7664	FLJ35776	91.6614
FLJ36031	444.2847	FLJ36031	385.105
removed	removed	FLJ36777	8.6993
removed	removed	FLJ37201	16.55
FLJ37453	38.821	FLJ37453	53.2569
removed	removed	FLJ37543	6.1532
FLJ39582	32.3508	FLJ39582	53.2654
FLJ39653	45.6506	FLJ39653	68.9582
FLJ40330	10.0647	FLJ40330	186.7176
FLJ40852	17.6132	FLJ40852	68.2962
FLJ42289	8.2674	FLJ42289	12.3064
FLJ42627	109.3063	FLJ42627	89.2531
FLJ42709	30.913	FLJ42709	159.1343
FLJ43663	82.3149	FLJ43663	100.3607
FLJ44606	5.0324	FLJ44606	47.9525
FLJ44635	7.5485	FLJ44635	16.55
FLJ45244	17.2538	FLJ45244	50.4986
FLJ45340	599.2092	FLJ45340	1229.7899
FLJ45445	319.1948	FLJ45445	122.2151
FLJ45983	196.9806	FLJ45983	95.4806
FLJ90757	823.5083	FLJ90757	535.7522
FLNA	19514.3781	FLNA	10249.947
FLNB	14646.9051	FLNB	10107.5896
FLNC	339.6837	FLNC	301.7187
FLOT1	3314.8814	FLOT1	2106.5139
FLOT2	2959.7412	FLOT2	1672.3955
FLRT2	261.6822	FLRT2	501.8035
FLRT3	175.0539	FLRT3	132.6119
FLT1	1766.7146	FLT1	1560.7893
FLT3LG	57.5126	FLT3LG	65.3512
FLT3	58.2315	FLT3	308.5084
FLT4	226.8152	FLT4	427.5408
FLVCR1	530.5536	FLVCR1	295.7776
FLVCR2	117.5413	FLVCR2	91.237
FLYWCH1	450.7549	FLYWCH1	368.3429
FLYWCH2	451.1143	FLYWCH2	213.24
FMN1	258.8066	FMN1	481.8587
FMN2	134.7951	FMN2	21.2179
FMNL1	668.2243	FMNL1	336.0917
FMNL2	572.9691	FMNL2	1357.5217
FMNL3	674.8814	FMNL3	957.3626
FMO1	94.1769	FMO1	401.0185
FMO2	209.202	FMO2	4631.2328
FMO3	90.9418	FMO3	168.258
FMO4	53.5586	FMO4	161.8926
FMO5	296.5492	FMO5	343.5179
removed	removed	FMO6P	12.0942
FMOD	2069.0151	FMOD	4297.6872
FMR1	1502.5162	FMR1	1586.0386
FN1	52329.2595	FN1	11338.2135
FN3KRP	1006.8296	FN3KRP	595.5867
FN3K	385.3343	FN3K	254.8271
FNBP1L	2394.3206	FNBP1L	3288.1392
FNBP1	1253.7743	FNBP1	1468.7036
FNBP4	1617.1819	FNBP4	2176.1086
FNDC1	176.8512	FNDC1	89.5396
FNDC3A	1558.5909	FNDC3A	2340.9718
FNDC3B	5916.9662	FNDC3B	3279.4398
FNDC4	162.1136	FNDC4	175.6843
FNDC5	18.6916	FNDC5	56.6518
FNDC8	15.0971	FNDC8	14.4282
FNIP1	1461.179	FNIP1	1597.7085
FNIP2	866.6427	FNIP2	933.1636
FNTA	1327.1028	FNTA	1558.6675
FNTB	447.9691	FNTB	503.414
FOLH1	12.9403	FOLH1	210.906
FOLR1	39.8994	FOLR1	161.2561
FOLR2	303.0194	FOLR2	348.398
FOSB	767.074	FOSB	11418.205
FOSL1	129.4033	FOSL1	84.6595
FOSL2	2534.1481	FOSL2	2473.1593
FOS	1802.3005	FOS	34903.6707
FOXA1	6414.0906	FOXA1	5611.5001
FOXA3	11.862	FOXA3	7.6384
FOXC1	204.1697	FOXC1	414.1736
removed	removed	FOXC2	6.3654
FOXD1	40.6183	FOXD1	19.5205
FOXD2	34.1481	FOXD2	14.0038
FOXD3	5.0324	removed	removed
FOXD4L1	5.7513	removed	removed
FOXD4L2	25.5212	FOXD4L2	22.0666
FOXD4	24.4428	FOXD4	7.2141
FOXF1	14.0187	FOXF1	9.1237
FOXF2	29.1157	FOXF2	49.4377
removed	removed	FOXI1	133.6728
FOXJ1	68.2962	FOXJ1	8.275
FOXJ2	1034.5075	FOXJ2	1189.4759
FOXJ3	1756.2904	FOXJ3	2308.2962
FOXK1	897.9152	FOXK1	1121.1543
FOXK2	2744.4285	FOXK2	1328.241
FOXL1	6.1107	FOXL1	17.3987
FOXM1	1115.514	FOXM1	238.014
FOXN2	458.6628	FOXN2	553.7874
FOXN3	1245.1474	FOXN3	2815.6164
FOXO1	621.8548	FOXO1	1215.5739
FOXO3B	1222.5018	FOXO3B	1360.9166
FOXO3	2466.2114	FOXO3	2656.0577
FOXO4	560.3882	FOXO4	555.9092
FOXP1	1873.8318	FOXP1	1760.662
FOXP2	7.908	FOXP2	67.8973
FOXP3	85.6866	FOXP3	11.0906
FOXP4	1775.3415	FOXP4	1518.5657
removed	removed	FOXQ1	8.0628
FOXRED1	221.064	FOXRED1	209.6329
FOXRED2	697.34	FOXRED2	552.9387
FOXS1	14.3781	FOXS1	11.0333
FPGS	730.0503	FPGS	526.8407
FPGT	440.9849	FPGT	586.6603
FPR1	309.4896	FPR1	135.3703
FPR2	33.4292	FPR2	9.7602
FPR3	989.9353	FPR3	447.2735
FRAS1	73.3285	FRAS1	311.9032
FRAT1	70.8124	FRAT1	86.7812
FRAT2	263.1201	FRAT2	254.8271
FREM1	164.2703	FREM1	534.0547
FREM2	38.1021	FREM2	63.8659
FRG1B	202.3724	FRG1B	294.9289
FRG1	597.0525	FRG1	580.522
FRK	334.6513	FRK	253.1296
removed	removed	FRMD1	21.0057
FRMD3	44.5723	FRMD3	117.5472
FRMD4A	388.9109	FRMD4A	729.7751
FRMD4B	423.4364	FRMD4B	648.6314
FRMD5	8.2674	FRMD5	7.4263
FRMD6	1202.3724	FRMD6	2583.7046
FRMD8	903.6664	FRMD8	556.7579
FRMPD1	16.5349	FRMPD1	55.3787
removed	removed	FRMPD2	15.4891
FRRS1	72.9691	FRRS1	113.0914
FRS2	15335.0108	FRS2	6904.7316
FRS3	54.9964	FRS3	84.4473
FRYL	2814.8814	FRYL	2684.0654
FRY	625.0683	FRY	1330.7766
FRZB	226.0963	FRZB	556.3335
FSCN1	384.2559	FSCN1	461.9139
FSCN2	20.8483	FSCN2	14.8525
FSD1L	129.7628	FSD1L	142.3722
FSIP1	177.2106	FSIP1	308.084
FSTL1	7166.427	FSTL1	9863.3567
FSTL3	784.3278	FSTL3	431.7844
FSTL4	37.7426	FSTL4	59.6223
FST	226.0963	FST	242.5207
FTH1	28254.4896	FTH1	21948.2241
FTHL3	187.6348	FTHL3	172.9259
FTL	17945.7225	FTL	15707.8294
FTO	990.6542	FTO	1451.3049
FTSJ1	729.6909	FTSJ1	513.2612
FTSJ2	480.949	FTSJ2	447.6979
FTSJ3	1493.1704	FTSJ3	895.0414
FTSJD1	704.5291	FTSJD1	983.0257
FTSJD2	1101.7254	FTSJD2	1291.1097
FUBP1	2130.8411	FUBP1	1909.8239
FUBP3	1347.9511	FUBP3	1229.5778
FUCA1	900.7908	FUCA1	1389.773
FUCA2	918.7635	FUCA2	919.7963
FUK	222.5018	FUK	205.6015
FUNDC1	433.8605	FUNDC1	396.7749
FUNDC2	996.4055	FUNDC2	952.2597
FURIN	5426.6715	FURIN	1489.4971
FUS	4402.2286	FUS	3234.0335
FUT10	57.872	FUT10	190.9612
FUT11	352.9835	FUT11	305.9622
FUT1	175.4134	FUT1	266.2847
FUT2	151.6894	FUT2	156.8003
FUT3	163.9109	FUT3	37.5557
FUT4	103.138	FUT4	188.9943
FUT6	11.1431	FUT6	44.3454
FUT7	13.6592	removed	removed
FUT8	489.486	FUT8	906.5585
removed	removed	FUT9	123.276
FUZ	283.954	FUZ	228.1222
FXC1	815.2408	FXC1	1014.8525
FXN	175.4134	FXN	266.9213
FXR1	4285.0467	FXR1	2563.7598
FXR2	1143.4184	FXR2	905.1538
FXYD1	54.2775	FXYD1	167.6215
FXYD3	1616.8224	FXYD3	1124.1248
FXYD5	800.5032	FXYD5	763.4203
FXYD6	226.8152	FXYD6	476.9786
FYB	519.7699	FYB	462.3382
FYCO1	1553.918	FYCO1	1761.5107
FYN	890.7261	FYN	651.602
FYTTD1	7263.839	FYTTD1	3490.7702
FZD10	28.0374	FZD10	28.8564
FZD1	517.9727	FZD1	1102.2703
FZD2	227.1747	FZD2	40.1018
FZD3	150.6111	FZD3	335.4551
FZD4	871.1179	FZD4	3950.8827
FZD5	106.3983	FZD5	225.122
FZD6	1985.2624	FZD6	1859.3253
FZD7	606.0388	FZD7	2204.5406
FZD8	95.2552	FZD8	196.2656
removed	removed	FZD9	5.5167
FZR1	523.005	FZR1	612.1366
G0S2	198.4184	G0S2	1388.7121
G2E3	442.4874	G2E3	727.9864
G3BP1	2916.2473	G3BP1	2770.6344
G3BP2	6491.3731	G3BP2	5673.4564
G6PC3	2231.8476	G6PC3	1080.4159
G6PD	1654.9245	G6PD	723.7428
GAA	3906.5421	GAA	1706.7685
GAB1	783.2495	GAB1	1284.7443
GAB2	1416.2473	GAB2	1218.5445
GAB3	65.0611	GAB3	131.7632
GABARAPL1	1670.0216	GABARAPL1	1901.3367
GABARAPL2	1005.3918	GABARAPL2	1400.1697
GABARAP	4196.6211	GABARAP	4683.4288
GABBR1	534.5075	GABBR1	1038.4044
GABPA	932.1963	GABPA	1480.4562
GABPB1	539.5075	GABPB1	474.9119
GABPB2	103.1632	GABPB2	107.3626
removed	removed	GABRA2	6.7897
GABRA3	10.4242	removed	removed
removed	removed	GABRA4	20.7935
removed	removed	GABRB2	6.5776
GABRB3	5.3918	GABRB3	9.7602
GABRD	22.2861	removed	removed
GABRE	320.6326	GABRE	398.4723
removed	removed	GABRG3	13.7916
GABRP	23.005	GABRP	5839.1683
GABRR2	5.3918	removed	removed
GADD45A	498.5622	GADD45A	408.6569
GADD45B	700.2157	GADD45B	556.7579
GADD45GIP1	492.4515	GADD45GIP1	238.9136
GADD45G	53.5586	GADD45G	29.9173
GAK	1686.197	GAK	1043.7089
GAL3ST2	15.816	removed	removed
GAL3ST4	93.8174	GAL3ST4	98.6633
GALC	824.2272	GALC	1414.3857
GALE	892.5234	GALE	413.7492
GALK1	192.3077	GALK1	97.3902
GALK2	336.693	GALK2	331.2455
GALM	175.0539	GALM	143.6452
GALNS	249.1014	GALNS	198.5996
GALNT10	2214.2344	GALNT10	1586.6752
GALNT11	1038.821	GALNT11	1331.2115
GALNT12	53.1991	GALNT12	86.7812
GALNT13	10.7836	GALNT13	13.3673
GALNT14	108.9145	GALNT14	38.6166
GALNT1	3501.7973	GALNT1	3399.1088
GALNT2	2699.4968	GALNT2	1383.1954
GALNT3	651.33	GALNT3	1786.5478
GALNT4	483.5011	GALNT4	467.0613
GALNT5	49.2451	GALNT5	84.8716
GALNT6	9461.179	GALNT6	5798.8542
GALNT7	2220.3451	GALNT7	2669.8494
GALNTL1	323.8677	GALNTL1	474.8568
GALNTL2	126.8871	GALNTL2	429.0261
GALNTL4	304.0978	GALNTL4	129.2171
GALT	164.9892	GALT	283.6834
GAL	49.2451	GAL	11.0333
GAMT	313.803	GAMT	278.8033
GANAB	9674.6945	GANAB	7655.6334
GANC	209.5687	GANC	446.3781
GAN	97.4119	GAN	140.8869
GAP43	15.0971	removed	removed
GAPDH	29250.1797	GAPDH	18495.226
GAPT	67.2178	GAPT	42.648
GAPVD1	2108.555	GAPVD1	2125.3978
GAR1	476.6355	GAR1	354.3391
GARNL3	111.4306	GARNL3	201.3579
GARS	1733.6449	GARS	1554.6361
GART	1499.6405	GART	1406.7473
GAS1	106.0388	GAS1	803.5222
GAS2L1	710.6398	GAS2L1	296.6264
GAS2L2	6.1107	GAS2L2	21.2179
GAS2L3	57.1531	GAS2L3	46.8916
removed	removed	GAS2	28.432
GAS5	1395.399	GAS5	2062.1685
GAS6	1305.895	GAS6	1379.3762
GAS7	814.1625	GAS7	1266.2847
GAS8	422.7642	GAS8	310.3395
GATA2	191.5888	GATA2	205.1772
GATA3	8733.2854	GATA3	4558.031
GATA4	114.3063	GATA4	9.7602
GATA5	48.1668	removed	removed
GATA6	141.6247	GATA6	135.1581
GATAD1	838.6053	GATAD1	1121.1543
GATAD2A	1965.8519	GATAD2A	1073.6261
GATAD2B	1791.5169	GATAD2B	1459.3677
GATC	29.8347	GATC	26.7346
GATM	375.629	GATM	656.6942
GATSL1	9.7052	GATSL1	19.5205
GATSL3	182.5054	GATSL3	183.0745
GATS	128.8713	GATS	224.2775
GBA2	871.2976	GBA2	1153.902
GBAP1	694.8239	GBAP1	312.5398
GBAS	1537.0237	GBAS	1727.7742
GBA	2596.3336	GBA	1120.0934
GBE1	562.1855	GBE1	915.5527
GBF1	2371.6751	GBF1	2184.3836
GBGT1	35.798	GBGT1	55.5909
GBP1	1560.0288	GBP1	1220.0297
GBP2	3201.2868	GBP2	2270.3119
GBP3	1346.1538	GBP3	1451.5171
GBP4	1408.6988	GBP4	1149.7984
GBP5	534.5075	GBP5	205.6015
removed	removed	GBP6	19.5205
GCAT	204.5291	GCAT	127.5196
GCA	360.1725	GCA	486.951
GCC1	1118.2602	GCC1	826.2253
GCC2	1381.0208	GCC2	2500.9548
GCDH	317.757	GCDH	377.0422
GCET2	37.0237	GCET2	100.7851
GCFC1	898.9935	GCFC1	1421.812
GCH1	415.5284	GCH1	295.3533
GCHFR	108.9145	GCHFR	70.4435
GCLC	745.1474	GCLC	1065.5633
GCLM	505.7513	GCLM	629.5353
GCN1L1	2462.2574	GCN1L1	2162.5292
GCNT1	267.074	GCNT1	413.537
GCNT2	177.2106	GCNT2	580.3098
GCNT4	34.867	GCNT4	112.8793
GCOM1	101.5205	GCOM1	867.6618
removed	removed	GCSH	29.2807
GDAP1	672.1783	GDAP1	379.3762
GDAP2	318.8354	GDAP2	462.9748
GDE1	3429.1876	GDE1	2945.2578
GDF10	37.7426	GDF10	93.3588
GDF11	351.2976	GDF11	191.5277
GDF15	154.2056	GDF15	294.7167
removed	removed	GDF5	15.4806
GDF6	16.5349	removed	removed
GDF9	224.2991	GDF9	144.2818
GDI1	2919.1229	GDI1	2001.6974
GDI2	6175.7728	GDI2	5706.9807
GDPD1	104.2416	GDPD1	140.2504
GDPD3	56.9734	GDPD3	37.6745
GDPD5	187.6348	GDPD5	317.8443
GEFT	279.7232	GEFT	312.7116
GEMIN4	762.0417	GEMIN4	786.3357
GEMIN5	968.7275	GEMIN5	1026.098
GEMIN6	224.2991	GEMIN6	161.0439
GEMIN7	258.8066	GEMIN7	185.6567
