gene_id	TCGA-BH-A0H5-01A-21R-A115-07	gene_id	TCGA-BH-A0H5-11A-62R-A115-07
LACTB2	141.4951	LACTB2	208.9738
LACTB	591.9464	LACTB	215.6211
LAD1	490.7172	LAD1	821.3544
LAG3	453.8381	LAG3	17.4491
LAGE3	263.7981	LAGE3	151.641
LAIR1	1399.5225	LAIR1	334.8567
LAIR2	33.8685	removed	removed
LALBA	36.5027	LALBA	30.3282
LAMA1	115.5293	LAMA1	469.8795
LAMA2	1043.5267	LAMA2	832.1521
LAMA3	1172.9797	LAMA3	7781.0553
LAMA4	1505.2675	LAMA4	2090.5692
LAMA5	1756.6472	LAMA5	2717.4907
LAMB1	3284.1174	LAMB1	2901.5372
LAMB2L	23.3316	LAMB2L	61.9028
LAMB2	3991.2168	LAMB2	4891.9817
LAMB3	651.7808	LAMB3	6515.5796
LAMC1	4166.5804	LAMC1	6982.5509
LAMC2	935.5237	LAMC2	5896.9672
LAMC3	110.6372	LAMC3	237.6402
LAMP1	6957.7227	LAMP1	6729.1234
LAMP2	4016.0537	LAMP2	6035.3137
LAMP3	761.289	LAMP3	110.511
LANCL1	1383.7171	LANCL1	2664.3124
LANCL2	605.1175	LANCL2	761.9443
removed	removed	LANCL3	9.9709
LAP3	9181.7554	LAP3	1751.9734
LAPTM4A	6215.2495	LAPTM4A	7471.9568
LAPTM4B	781.9865	LAPTM4B	1945.9909
LAPTM5	13574.8786	LAPTM5	1454.0922
LARGE	886.9789	LARGE	673.8679
LARP1B	395.1327	LARP1B	463.2322
LARP1	4244.8543	LARP1	3730.3698
LARP4B	1430.7568	LARP4B	1512.2559
LARP4	1067.611	LARP4	1139.5929
LARP6	141.1188	LARP6	408.3922
LARP7	1166.9586	LARP7	1201.4956
LARS2	660.0598	LARS2	507.2705
LARS	2124.6851	LARS	3155.3801
LAS1L	955.0922	LAS1L	897.3826
LASP1	8665.4487	LASP1	4858.7453
LASS1	7.3457	LASS1	29.2314
LASS2	6236.3232	LASS2	3126.2983
removed	removed	LASS3	36.56
LASS4	1495.8596	LASS4	1104.6946
LASS5	853.1104	LASS5	768.5916
LASS6	1696.301	LASS6	2096.1363
LAT2	536.6279	LAT2	100.1246
LATS1	413.1959	LATS1	893.6435
LATS2	378.5748	LATS2	579.5596
LAT	697.7103	LAT	91.3378
LAX1	509.9094	LAX1	29.0818
LAYN	173.8584	LAYN	330.2867
LBH	3412.8177	LBH	5325.7167
LBP	25.2132	LBP	29.9128
LBR	1135.7243	LBR	646.4479
removed	removed	LBXCOR1	10.3864
LCA5L	91.8213	LCA5L	81.4292
LCA5	198.319	LCA5	687.5779
LCAT	36.2769	LCAT	95.9618
LCK	1723.5313	LCK	87.2455
LCLAT1	305.9456	LCLAT1	343.1658
LCMT1	666.8335	LCMT1	545.4923
LCMT2	371.0484	LCMT2	285.4175
LCN10	53.437	LCN10	17.8646
LCN12	9.7842	LCN12	12.0482
LCN2	46.287	LCN2	232.6548
LCNL1	7.15	removed	removed
LCORL	92.3369	LCORL	123.5023
LCOR	82.9741	LCOR	234.9439
LCP1	16688.5244	LCP1	2420.0249
LCP2	1675.3627	LCP2	243.0411
removed	removed	LCT	10.3864
LDB1	1615.9047	LDB1	1937.2663
LDB2	312.7193	LDB2	864.5617
LDB3	15.8053	LDB3	43.6228
LDHA	8945.4284	LDHA	6094.7237
LDHB	4184.6436	LDHB	5339.4267
LDHD	100.8529	LDHD	200.6647
LDLRAD2	90.444	LDLRAD2	187.4117
LDLRAD3	938.5343	LDLRAD3	895.3054
LDLRAP1	1162.8191	LDLRAP1	867.8853
LDLR	395.509	LDLR	816.7844
LDOC1L	1194.4298	LDOC1L	1316.5767
LDOC1	562.97	LDOC1	721.6452
removed	removed	LEAP2	5.8164
LEF1	938.5343	LEF1	194.8484
LEFTY2	5.6448	LEFTY2	13.2946
LEKR1	24.4606	LEKR1	36.1446
removed	removed	LEMD1	5.4009
LEMD2	829.4024	LEMD2	828.0017
LEMD3	593.0754	LEMD3	958.87
LENG1	178.3742	LENG1	154.9647
LENG8	2082.0973	LENG8	4724.3997
LENG9	120.1091	LENG9	124.3747
LEO1	920.8474	LEO1	584.9605
LEPRE1	623.1807	LEPRE1	428.334
LEPREL1	116.2819	LEPREL1	549.6469
LEPREL2	284.1192	LEPREL2	349.7798
LEPROTL1	1404.4146	LEPROTL1	699.6261
LEPROT	576.7545	LEPROT	1133.2364
LEPR	324.1481	LEPR	541.0469
LEP	91.445	LEP	1353.1367
LETM1	1213.9982	LETM1	805.1516
LETM2	41.3949	LETM2	34.8982
LETMD1	942.2975	LETMD1	1638.9697
LFNG	606.9991	LFNG	415.8704
LGALS12	54.5659	LGALS12	286.6639
LGALS1	2774.5843	LGALS1	2831.3253
LGALS2	155.7952	LGALS2	72.7046
LGALS3BP	11898.3869	LGALS3BP	4936.0199
LGALS3	3268.6884	LGALS3	3777.7316
removed	removed	LGALS4	7.0627
removed	removed	LGALS7B	23.2655
removed	removed	LGALS7	35.3137
LGALS8	1315.1786	LGALS8	1389.6219
LGALS9C	24.0843	removed	removed
LGALS9	2601.1022	LGALS9	567.5114
removed	removed	LGI1	7.8936
LGI2	118.9161	LGI2	25.7582
LGI4	48.5449	LGI4	117.1583
LGMN	2868.6635	LGMN	1463.6477
LGR4	846.3366	LGR4	2412.1313
LGR5	5.2684	LGR5	5.8164
LGR6	173.8584	LGR6	1128.3756
LGTN	1174.1086	LGTN	1609.0569
removed	removed	LHCGR	8.3091
LHFPL1	13.5474	LHFPL1	21.6037
LHFPL2	1558.7045	LHFPL2	2081.4292
LHFP	876.8183	LHFP	1652.6797
LHPP	458.354	LHPP	391.774
LHX2	9.0316	removed	removed
removed	removed	LHX4	7.8978
LHX6	100.4766	LHX6	183.6311
LIAS	230.3059	LIAS	333.6103
LIFR	1583.9177	LIFR	6009.9709
LIF	66.6081	LIF	320.7312
LIG1	780.1049	LIG1	751.9734
LIG3	664.1993	LIG3	546.7387
LIG4	322.5036	LIG4	523.4732
LILRA1	11.6658	removed	removed
LILRA2	13.5474	removed	removed
LILRA3	6.7737	removed	removed
LILRA4	366.1563	removed	removed
LILRA5	23.708	removed	removed
LILRA6	111.0624	LILRA6	14.3581
LILRB1	494.1041	LILRB1	52.7628
LILRB2	326.2667	LILRB2	39.4682
LILRB3	171.9279	LILRB3	25.5256
LILRB4	753.0101	LILRB4	67.7192
LILRB5	34.9975	LILRB5	37.8064
LIMA1	2776.4659	LIMA1	3823.4317
LIMCH1	921.9763	LIMCH1	3225.1766
LIMD1	1271.5935	LIMD1	1098.737
LIMD2	2036.7436	LIMD2	138.2135
LIME1	516.0057	LIME1	39.1649
LIMK1	1250.501	LIMK1	592.8542
LIMK2	1679.1259	LIMK2	2807.2289
LIMS1	308.9562	LIMS1	374.7403
LIMS2	405.2933	LIMS2	976.3191
LIMS3-LOC440895	5.8894	LIMS3-LOC440895	24.2501
LIMS3	6.1528	LIMS3	16.8799
LIN37	117.9641	LIN37	84.0839
LIN52	181.7611	LIN52	154.9647
LIN54	329.6536	LIN54	409.6386
LIN7A	35.3738	LIN7A	105.1101
LIN7B	26.7185	LIN7B	44.0382
LIN7C	603.6123	LIN7C	999.1691
LIN9	125.6898	LIN9	184.8774
LINGO1	60.2107	LINGO1	42.3764
LINGO3	20.1367	removed	removed
LINGO4	22.579	LINGO4	19.9418
LINS1	213.748	LINS1	230.9929
LIPA	3916.3297	LIPA	1804.3207
removed	removed	LIPC	19.9418
LIPE	397.7669	LIPE	2127.9601
LIPG	87.3055	LIPG	92.6464
LIPH	62.8449	LIPH	321.5621
LIPT1	152.683	LIPT1	213.9011
LIPT2	28.0394	LIPT2	28.2592
LITAF	5252.2546	LITAF	4543.8305
LIX1L	712.3678	LIX1L	553.8014
LLGL1	746.2364	LLGL1	814.2916
LLGL2	775.2128	LLGL2	691.7324
LLPH	621.7997	LLPH	402.1604
removed	removed	LMAN1L	6.6473
LMAN1	3704.8396	LMAN1	3604.9024
LMAN2L	627.3202	LMAN2L	743.6643
LMAN2	3262.291	LMAN2	1904.0299
LMBR1L	366.1563	LMBR1L	520.565
LMBR1	946.4369	LMBR1	965.1018
LMBRD1	1248.6194	LMBRD1	1678.4379
LMBRD2	139.2372	LMBRD2	260.9057
LMCD1	775.9654	LMCD1	609.4724
LMF1	198.1271	LMF1	286.9963
LMF2	1180.8824	LMF2	996.6764
LMLN	229.9296	LMLN	312.4221
LMNA	6071.4964	LMNA	7475.6959
LMNB1	1034.1188	LMNB1	236.8093
LMNB2	1185.0218	LMNB2	507.6859
LMO2	286.3771	LMO2	351.4749
LMO3	44.7817	LMO3	149.9792
LMO4	1173.7323	LMO4	1106.3565
LMO7	411.6907	LMO7	1080.5983
LMOD1	533.6173	LMOD1	3507.2705
LMOD3	5.6448	removed	removed
LMTK2	267.9376	LMTK2	525.9659
LMTK3	95.5845	LMTK3	146.6556
LMX1B	1002.8845	LMX1B	1476.5268
LNP1	43.363	LNP1	69.5264
LNPEP	256.5578	LNPEP	486.4977
LNX1	263.7981	LNX1	548.4005
LNX2	632.2123	LNX2	857.9144
LOC100009676	71.5228	LOC100009676	58.899
removed	removed	LOC100101266	7.4782
LOC100124692	11.2895	LOC100124692	231.8238
LOC100125556	55.8793	LOC100125556	64.973
LOC100126784	42.5238	LOC100126784	261.5081
removed	removed	LOC100127888	15.3635
LOC100128191	68.0419	LOC100128191	35.0686
LOC100128239	16.9343	LOC100128239	12.4636
LOC100128288	23.708	LOC100128288	77.6901
LOC100128292	9.4079	LOC100128292	41.9609
LOC100128640	20.6974	LOC100128640	176.9838
LOC100128788	16.938	LOC100128788	16.2027
LOC100128822	86.5529	LOC100128822	188.2011
LOC100128842	19.1922	LOC100128842	28.6664
LOC100128977	63.2212	removed	removed
LOC100129034	2194.5709	LOC100129034	1771.1051
LOC100129066	5.2684	removed	removed
LOC100129387	100.6083	LOC100129387	282.2892
LOC100129534	60.587	LOC100129534	67.7192
LOC100129550	166.3321	LOC100129550	285.833
LOC100129637	226.1664	LOC100129637	286.9256
LOC100129716	10.5369	LOC100129716	21.1882
LOC100129726	9.4079	LOC100129726	17.0337
LOC100130015	9.9385	LOC100130015	45.3095
LOC100130093	93.9287	LOC100130093	106.2484
LOC100130148	23.3316	LOC100130148	8.3091
LOC100130522	9.7842	LOC100130522	22.0191
LOC100130557	29.7328	LOC100130557	53.7183
LOC100130581	41.7712	LOC100130581	99.7092
LOC100130691	7.3307	LOC100130691	18.629
LOC100130776	203.2525	LOC100130776	240.9888
LOC100130872	121.5504	LOC100130872	61.0719
LOC100130932	39.5133	LOC100130932	34.0673
LOC100130987	15.0527	LOC100130987	34.4828
LOC100131193	38.008	LOC100131193	64.811
LOC100131434	26.3836	LOC100131434	129.6884
removed	removed	LOC100131496	6.6473
removed	removed	LOC100131551	5.4009
LOC100131691	25.4578	LOC100131691	23.7973
LOC100132111	13.1711	LOC100132111	18.5625
LOC100132215	7.15	LOC100132215	18.6955
LOC100132247	102.3582	LOC100132247	235.5629
LOC100132287	160.6873	LOC100132287	323.2239
LOC100132288	377.4458	LOC100132288	449.5222
LOC100132707	127.3757	LOC100132707	184.0174
LOC100132832	5.4679	removed	removed
LOC100133161	21.8113	LOC100133161	39.3311
LOC100133331	100.8529	LOC100133331	151.2754
removed	removed	LOC100133545	20.3573
removed	removed	LOC100133612	5.4009
removed	removed	LOC100133669	16.6182
removed	removed	LOC100133957	5.3428
LOC100133991	28.2238	LOC100133991	41.5455
LOC100134229	187.4058	LOC100134229	164.9356
LOC100134259	6.3974	LOC100134259	19.5264
LOC100134713	16.573	LOC100134713	12.8916
removed	removed	LOC100134868	6.2318
LOC100144603	10.1606	LOC100144603	5.8164
LOC100144604	7.9027	LOC100144604	15.3718
LOC100170939	33.8685	LOC100170939	161.1924
LOC100188947	71.5002	LOC100188947	22.4346
LOC100188949	65.8555	LOC100188949	6.2318
LOC100190938	42.5238	LOC100190938	116.7428
LOC100190939	108.3793	LOC100190939	405.8995
LOC100190986	135.0978	LOC100190986	307.4366
removed	removed	LOC100192378	9.9709
LOC100216545	63.2212	LOC100216545	81.8446
LOC100233209	195.6848	LOC100233209	15.7873
removed	removed	LOC100240726	11.2173
LOC100240735	11.2895	LOC100240735	8.3091
LOC100268168	7.15	LOC100268168	10.3864
LOC100270710	175.6007	LOC100270710	212.0357
LOC100270746	20.6974	LOC100270746	61.4873
LOC100270804	22.9553	LOC100270804	69.381
LOC100271722	11.6658	LOC100271722	62.7337
removed	removed	LOC100271831	17.1749
LOC100271836	361.5841	LOC100271836	678.1014
LOC100272146	24.8369	LOC100272146	34.8982
LOC100272216	16.9343	LOC100272216	11.2754
LOC100272217	21.0737	LOC100272217	36.9755
LOC100272228	23.3316	LOC100272228	87.661
LOC100286793	191.169	LOC100286793	232.6548
LOC100286844	22.4473	LOC100286844	21.7574
removed	removed	LOC100287227	19.1691
LOC100288778	214.8054	LOC100288778	306.236
LOC100289341	39.5133	LOC100289341	84.7528
LOC100302401	8.7682	LOC100302401	19.2106
removed	removed	LOC100302640	9.14
LOC100302650	8.6553	LOC100302650	25.7582
LOC100303728	24.4606	LOC100303728	32.8209
LOC113230	124.1846	LOC113230	115.081
LOC115110	171.1753	LOC115110	98.1346
removed	removed	LOC121838	19.1109
LOC134466	23.708	LOC134466	98.0474
LOC143188	13.9237	LOC143188	12.8791
LOC143666	16.5579	LOC143666	34.0673
LOC144438	645.3834	LOC144438	980.4736
LOC144486	10.1606	LOC144486	18.28
LOC144571	22.6731	LOC144571	42.4927
LOC145783	35.1292	LOC145783	40.6772
LOC145820	10.5369	LOC145820	15.3718
LOC145837	34.6212	LOC145837	117.5737
LOC146880	245.114	LOC146880	373.8513
LOC147727	499.3725	LOC147727	945.5754
LOC147804	94.0792	LOC147804	75.6128
LOC148189	49.6738	LOC148189	70.2119
LOC148413	474.799	LOC148413	277.2123
removed	removed	LOC148696	10.4362
LOC148709	9.0316	removed	removed
LOC149134	5.2684	removed	removed
LOC149837	33.8685	LOC149837	47.7773
LOC150381	37.9666	LOC150381	37.2206
LOC150622	17.6869	removed	removed
LOC150776	396.638	LOC150776	443.7059
LOC150786	34.6212	LOC150786	41.5455
LOC151009	24.8369	LOC151009	68.9655
LOC151162	1954.2135	LOC151162	1396.344
LOC151174	24.0843	LOC151174	15.3718
LOC151534	136.603	LOC151534	63.1491
LOC152217	204.7164	LOC152217	226.4229
LOC153328	19.1922	LOC153328	10.3864
LOC153684	24.0843	LOC153684	31.99
LOC154761	130.2771	LOC154761	99.1068
LOC154822	9.6299	LOC154822	22.8292
removed	removed	LOC157381	7.4782
LOC158376	28.2238	LOC158376	51.9319
LOC158572	27.4711	LOC158572	32.4055
LOC158696	5.6448	LOC158696	7.0627
LOC162632	75.5005	LOC162632	439.1192
removed	removed	LOC168474	12.8791
LOC200030	567.5461	LOC200030	998.3963
removed	removed	LOC201651	7.0627
LOC202181	26.7185	LOC202181	77.2746
LOC202781	146.7636	LOC202781	346.4894
LOC219347	108.2965	LOC219347	109.9834
LOC220594	63.3454	LOC220594	71.2879
LOC220729	102.3582	LOC220729	187.7856
LOC220930	94.734	LOC220930	109.5762
LOC221442	31.2343	LOC221442	89.3436
LOC221710	221.6506	LOC221710	299.543
LOC222699	56.8238	LOC222699	43.6228
LOC253039	651.7808	LOC253039	917.3245
LOC253724	10.1606	LOC253724	8.3091
LOC254559	131.7109	LOC254559	110.511
removed	removed	LOC255167	20.7727
LOC257358	8.279	removed	removed
LOC25845	233.2788	LOC25845	360.6938
LOC282997	186.2769	LOC282997	67.3037
LOC283050	15.429	LOC283050	59.8255
LOC283070	497.8672	LOC283070	158.7038
LOC283174	48.1686	LOC283174	178.2302
LOC283267	127.9477	LOC283267	210.2202
LOC283314	135.2784	LOC283314	159.7923
LOC283392	5.5206	LOC283392	99.9958
LOC283663	264.5508	LOC283663	58.1637
LOC283922	50.8028	LOC283922	173.2447
LOC284023	129.0767	LOC284023	287.4948
LOC284232	10.5369	LOC284232	17.8646
LOC284233	26.3422	LOC284233	36.9755
LOC284276	18.8158	LOC284276	23.6809
LOC284440	61.716	LOC284440	136.6847
LOC284441	107.6266	LOC284441	61.4873
removed	removed	LOC284578	40.7146
LOC284749	32.3633	removed	removed
LOC284837	12.4185	LOC284837	86.8301
LOC284900	143.2262	LOC284900	257.5737
LOC285033	40.4654	LOC285033	62.3847
LOC285074	188.5348	LOC285074	399.2522
LOC285359	56.8238	LOC285359	81.0137
removed	removed	LOC285419	10.3864
LOC285593	6.3974	LOC285593	24.5118
LOC285830	36.8565	LOC285830	65.5422
LOC286002	13.9237	LOC286002	53.8346
LOC286367	38.7606	LOC286367	157.4574
removed	removed	LOC286467	34.4828
LOC338651	18.4395	LOC338651	45.6585
LOC338758	28.6001	LOC338758	85.9992
LOC338799	186.6532	LOC338799	411.7158
LOC339047	945.6843	LOC339047	1665.5588
LOC339290	556.949	LOC339290	991.4084
LOC339524	122.303	LOC339524	156.6265
LOC339535	27.4711	LOC339535	197.3411
LOC341056	10.5369	removed	removed
removed	removed	LOC342346	8.7246
LOC344595	153.5373	LOC344595	275.8621
LOC348926	74.8871	LOC348926	71.4582
LOC349114	153.161	LOC349114	123.3901
LOC349196	6.3974	LOC349196	17.5613
LOC374443	408.6801	LOC374443	243.4566
LOC375190	60.587	LOC375190	135.8538
LOC387646	37.6317	LOC387646	107.1874
LOC387647	301.3094	LOC387647	455.2472
LOC388152	153.161	LOC388152	275.4466
LOC388242	23.3316	LOC388242	40.7146
LOC388588	41.3949	LOC388588	32.4055
LOC388692	747.3653	LOC388692	421.6867
LOC388789	466.6329	LOC388789	546.3232
LOC388796	219.0164	LOC388796	282.0939
LOC388955	362.7695	LOC388955	208.1429
LOC389033	94.4555	LOC389033	17.8646
LOC389333	47.4159	LOC389333	53.5937
LOC389493	211.4901	LOC389493	54.84
LOC389634	12.0421	LOC389634	9.5555
removed	removed	LOC389705	7.0627
removed	removed	LOC390595	17.4491
removed	removed	LOC391322	14.1255
LOC399744	82.7897	LOC399744	141.2547
LOC399959	206.9743	LOC399959	773.1616
LOC400027	225.0375	LOC400027	474.865
LOC400043	171.9768	LOC400043	208.1429
LOC400657	241.9717	LOC400657	315.7457
LOC400696	306.6983	removed	removed
LOC400752	20.6974	LOC400752	56.0864
LOC400759	163.6978	LOC400759	31.1591
LOC400927	23.1134	LOC400927	56.1072
LOC400931	11.2895	LOC400931	113.4192
LOC401010	21.8264	LOC401010	17.0337
LOC401052	44.0291	LOC401052	147.902
LOC401093	36.7323	LOC401093	138.4628
LOC401127	6.3974	LOC401127	10.3864
removed	removed	LOC401387	5.0935
LOC401397	700.702	LOC401397	550.8932
LOC401431	62.9729	LOC401431	41.4499
LOC401463	9.4079	removed	removed
LOC401588	36.1264	LOC401588	85.1683
LOC402377	13.9237	LOC402377	18.28
LOC407835	65.8555	LOC407835	52.3473
removed	removed	LOC440173	22.0191
LOC440354	136.2041	LOC440354	312.1022
LOC440905	44.0291	LOC440905	88.0764
LOC440925	11.6658	LOC440925	15.3718
LOC440944	161.4399	LOC440944	346.074
LOC440957	100.1003	LOC440957	105.5256
removed	removed	LOC441046	17.8646
LOC441089	105.3687	LOC441089	87.2455
LOC441204	34.2448	LOC441204	56.5019
LOC441208	28.6001	LOC441208	64.811
LOC441294	57.9528	LOC441294	151.641
LOC441455	9.7842	LOC441455	12.0482
LOC441666	28.2238	LOC441666	66.0573
LOC441869	144.1294	LOC441869	420.0249
LOC442421	19.9448	LOC442421	25.3428
LOC442454	115.5293	LOC442454	103.4483
LOC493754	440.2907	LOC493754	521.3959
LOC541471	163.3215	LOC541471	66.4728
removed	removed	LOC541473	8.8367
LOC550112	318.3641	LOC550112	388.0349
LOC550643	435.3986	LOC550643	255.9202
removed	removed	LOC554202	27.8355
removed	removed	LOC55908	13.2946
LOC595101	71.8765	LOC595101	90.9846
LOC606724	193.0506	LOC606724	13.71
LOC613037	82.4059	LOC613037	71.8737
LOC619207	20.3211	LOC619207	46.9464
LOC641298	110.9495	LOC641298	132.1562
removed	removed	LOC641367	5.8164
LOC642587	284.1192	LOC642587	1371.8322
LOC642826	57.0835	LOC642826	146.0075
LOC642846	59.0817	LOC642846	98.4628
LOC642852	238.2086	LOC642852	372.2476
LOC643008	41.7712	LOC643008	15.3718
LOC643387	26.3422	LOC643387	17.4491
LOC643719	5.6448	LOC643719	135.4383
LOC643763	6.0211	LOC643763	83.091
LOC643837	98.2187	LOC643837	115.4965
LOC644165	6.7361	LOC644165	8.6332
LOC644172	14.3	LOC644172	40.2991
LOC644538	62.8449	LOC644538	88.0764
LOC644936	23.708	LOC644936	14.5409
LOC645166	42.5238	LOC645166	55.2555
LOC645323	8.6553	removed	removed
LOC645332	111.7661	LOC645332	120.8974
LOC645431	51.2732	LOC645431	27.1167
LOC645676	25.1079	LOC645676	52.4346
LOC646214	118.5398	LOC646214	131.6992
LOC646471	41.5905	LOC646471	108.0598
LOC646762	228.4243	LOC646762	419.6095
LOC646851	47.7922	LOC646851	137.1001
LOC646999	14.3	LOC646999	19.1109
LOC647121	159.182	LOC647121	43.2073
LOC647288	10.9132	LOC647288	11.6327
removed	removed	LOC647309	5.8164
LOC647946	7.9027	LOC647946	9.9709
LOC647979	8769.3121	LOC647979	12712.0897
removed	removed	LOC648740	14.4287
LOC649330	9.4079	LOC649330	14.1255
LOC650368	44.4054	LOC650368	37.8064
LOC650623	28.6001	LOC650623	117.1583
LOC651250	1603.8625	LOC651250	1913.5854
LOC652276	46.6633	LOC652276	56.9173
LOC653113	37.6317	LOC653113	58.9946
LOC653501	203.5874	LOC653501	368.924
LOC653566	1814.9763	LOC653566	1233.9011
LOC653653	123.4319	LOC653653	64.3955
LOC653786	6.7737	removed	removed
LOC654342	129.453	LOC654342	276.2775
LOC654433	6.7737	LOC654433	7.4782
LOC678655	299.2171	LOC678655	442.472
LOC723972	8.279	LOC723972	7.0627
LOC727896	17.3106	LOC727896	12.4636
LOC728024	12.4185	LOC728024	39.0528
LOC728190	144.1294	LOC728190	206.4811
LOC728264	126.8188	LOC728264	2713.3361
LOC728323	32.3633	LOC728323	75.1973
LOC728392	107.2503	LOC728392	156.2111
LOC728554	219.3927	LOC728554	108.0183
LOC728606	69.9949	LOC728606	113.4192
LOC728613	155.0426	LOC728613	261.3211
LOC728640	30.858	LOC728640	50.6855
LOC728643	74.1344	LOC728643	51.101
LOC728723	7.15	LOC728723	37.3909
LOC728743	293.9035	LOC728743	171.9983
LOC728758	42.1475	LOC728758	32.8209
LOC728819	11.2895	LOC728819	45.2846
LOC728855	449.3938	LOC728855	249.0486
LOC728875	136.9078	LOC728875	41.3544
LOC728989	5.6448	removed	removed
LOC729020	19.9448	LOC729020	14.5409
LOC729082	420.8013	LOC729082	496.8882
LOC729176	22.579	LOC729176	36.56
LOC729234	51.1791	LOC729234	122.9747
LOC729375	60.9445	LOC729375	88.064
LOC729603	20.3211	LOC729603	23.6809
LOC729678	619.6772	LOC729678	491.0594
LOC729799	12.0421	LOC729799	28.2509
LOC729991-MEF2B	46.795	LOC729991-MEF2B	63.0162
LOC729991	232.0332	LOC729991	180.3739
LOC730101	159.182	LOC730101	128.3756
LOC80054	24.0843	LOC80054	79.3519
LOC80154	217.8875	LOC80154	498.9614
LOC81691	108.3793	LOC81691	141.6701
removed	removed	LOC84740	8.359
LOC84856	6.0211	LOC84856	16.2027
LOC84989	8.0983	LOC84989	14.5783
LOC90110	208.1032	LOC90110	350.644
LOC90246	74.8871	LOC90246	14.1255
LOC90784	438.7855	LOC90784	274.2002
LOC90834	12.7948	LOC90834	31.5746
LOC91316	162.042	LOC91316	439.2605
LOC92249	459.8592	LOC92249	716.2443
LOC92659	69.2423	LOC92659	70.6273
LOC92973	37.2554	LOC92973	120.4819
removed	removed	LOC93432	44.8691
LOC93622	393.2511	LOC93622	408.3922
LOC96610	109109.0999	LOC96610	7052.393
LOH12CR1	112.1424	LOH12CR1	120.4819
LOH12CR2	27.4711	LOH12CR2	65.2264
LOH3CR2A	29.3527	LOH3CR2A	51.9319
LONP1	1741.5945	LONP1	1292.4803
LONP2	1343.0749	LONP2	2186.1238
LONRF1	363.8984	LONRF1	609.8878
LONRF2	271.7008	LONRF2	537.5987
LONRF3	15.0527	LONRF3	46.1155
LOXHD1	6.3974	LOXHD1	5.8164
LOXL1	953.5832	LOXL1	241.7948
LOXL2	551.6166	LOXL2	778.5127
LOXL3	111.8715	LOXL3	60.0789
LOXL4	108.3793	LOXL4	441.6286
LOX	351.8563	LOX	540.0914
LPAL2	10.1606	LPAL2	9.9709
LPAR1	611.5149	LPAR1	417.1167
LPAR2	374.8116	LPAR2	266.3066
LPAR3	15.0527	LPAR3	66.8882
LPAR4	6.7737	LPAR4	12.0482
LPAR5	243.1007	LPAR5	52.7628
LPAR6	856.8735	LPAR6	1401.7449
LPCAT1	2035.1217	LPCAT1	696.7179
LPCAT2	465.1277	LPCAT2	1377.6485
LPCAT3	1099.2216	LPCAT3	1240.5484
LPCAT4	374.059	LPCAT4	309.5139
LPGAT1	2155.9194	LPGAT1	2137.5156
LPHN1	1122.1318	LPHN1	1137.931
LPHN2	608.8807	LPHN2	2057.7482
LPHN3	9.4079	LPHN3	292.0648
LPIN1	848.9709	LPIN1	1362.2767
LPIN2	1794.6552	LPIN2	764.0216
LPIN3	179.9133	LPIN3	666.0158
LPL	994.2292	LPL	6060.6564
LPPR1	5.2684	LPPR1	80.1828
LPPR2	488.4593	LPPR2	511.0096
LPPR3	85.4239	LPPR3	87.2455
LPPR4	49.6738	LPPR4	98.8783
LPP	391.7459	LPP	1301.2048
LPXN	1346.4618	LPXN	267.1375
LQK1	74.1344	LQK1	45.2846
LRAT	67.737	LRAT	114.6656
LRBA	3581.4077	LRBA	3375.5713
LRCH1	818.8655	LRCH1	975.9036
LRCH2	31.6106	LRCH2	78.9364
LRCH3	390.6169	LRCH3	509.3477
LRCH4	1151.1533	LRCH4	776.4853
LRDD	225.7901	LRDD	252.5966
LRFN1	102.7345	LRFN1	57.7482
LRFN3	232.1875	LRFN3	202.742
LRFN4	139.9899	LRFN4	195.6793
LRFN5	48.5449	LRFN5	56.5019
LRG1	828.6498	LRG1	279.1857
LRGUK	30.858	LRGUK	8.3091
LRIG1	4100.6949	LRIG1	8599.6053
LRIG2	189.2874	LRIG2	368.0931
LRIG3	281.1087	LRIG3	1432.0731
LRIT3	6.7737	LRIT3	15.3718
LRMP	502.7593	LRMP	165.3511
LRP10	5072.7515	LRP10	5323.2239
LRP11	385.7248	LRP11	808.4213
LRP12	124.1846	LRP12	349.3976
removed	removed	LRP1B	41.9609
LRP1	7448.0636	LRP1	10352.3058
LRP2BP	32.7396	LRP2BP	76.4437
LRP2	5679.7506	LRP2	2744.9107
LRP3	500.0499	LRP3	729.1774
LRP4	69.6111	LRP4	556.1778
LRP5L	69.2423	LRP5L	110.0956
LRP5	806.8234	LRP5	3182.3847
LRP6	820.7471	LRP6	2376.4022
LRP8	73.0055	LRP8	38.2219
LRPAP1	1983.1899	LRPAP1	1654.757
LRPPRC	3713.8712	LRPPRC	4004.57
LRRC10B	14.6764	LRRC10B	12.8791
removed	removed	LRRC14B	5.8164
LRRC14	556.4447	LRRC14	643.2364
LRRC15	656.6729	LRRC15	73.951
LRRC16A	614.1491	LRRC16A	793.5189
LRRC16B	21.8264	LRRC16B	22.4346
LRRC17	253.6376	LRRC17	324.4703
LRRC1	873.0551	LRRC1	903.199
LRRC20	195.6848	LRRC20	145.8247
LRRC23	157.3005	LRRC23	165.7665
LRRC24	9.5359	LRRC24	17.7524
LRRC25	322.1272	LRRC25	56.0864
LRRC26	66.2318	LRRC26	110.511
LRRC27	289.8355	LRRC27	306.6057
LRRC28	196.8137	LRRC28	181.1383
LRRC29	29.729	LRRC29	71.4582
