gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
TBC1D16	432.999	TBC1D16	485.6315
TBC1D17	500.2606	TBC1D17	947.6082
TBC1D19	97.9491	TBC1D19	139.0065
TBC1D1	1461.5874	TBC1D1	1314.6209
TBC1D20	1180.3231	TBC1D20	1141.4569
TBC1D22A	397.4708	TBC1D22A	373.3571
TBC1D22B	287.045	TBC1D22B	471.4101
TBC1D23	1526.969	TBC1D23	1179.1787
TBC1D24	364.6986	TBC1D24	429.1735
TBC1D25	367.1239	TBC1D25	471.9685
TBC1D2B	2306.6138	TBC1D2B	954.3328
TBC1D2	327.8949	TBC1D2	246.8256
TBC1D3B	49.0979	TBC1D3B	169.5998
TBC1D3C	17.7641	TBC1D3C	51.6819
TBC1D3G	6.1681	TBC1D3G	16.3362
TBC1D3H	15.7903	TBC1D3H	21.9797
TBC1D3	241.6998	TBC1D3	566.6533
TBC1D4	1476.144	TBC1D4	2586.4706
TBC1D5	1935.2956	TBC1D5	2366.3771
TBC1D7	277.8102	TBC1D7	230.0765
TBC1D8B	435.9596	TBC1D8B	301.7747
TBC1D8	2769.713	TBC1D8	1220.4648
TBC1D9B	3211.594	TBC1D9B	2709.4379
TBC1D9	8006.1631	TBC1D9	5343.4321
TBCA	1322.929	TBCA	1105.2202
TBCB	593.7588	TBCB	495.1481
TBCCD1	351.0869	TBCCD1	332.9621
TBCC	302.9759	TBCC	389.3963
TBCD	876.5503	TBCD	1222.0806
TBCEL	422.6366	TBCEL	537.3134
TBCE	308.1546	TBCE	339.6599
TBCK	595.3427	TBCK	606.8167
TBK1	1059.9222	TBK1	895.5224
TBKBP1	226.9852	TBKBP1	246.5286
TBL1XR1	3408.2323	TBL1XR1	3146.3578
TBL1X	458.4114	TBL1X	1047.3008
TBL2	834.1706	TBL2	597.0149
TBL3	592.6288	TBL3	644.8355
TBPL1	173.1996	TBPL1	268.5082
TBP	177.1472	TBP	318.705
TBRG1	756.1371	TBRG1	996.51
TBRG4	997.748	TBRG4	958.7881
TBX15	98.1958	TBX15	123.8583
TBX18	85.6129	TBX18	142.5707
TBX19	26.3994	TBX19	203.7781
TBX1	41.9429	TBX1	50.4938
TBX21	22.2051	TBX21	21.9797
TBX2	123.6083	TBX2	77.2258
TBX3	848.7273	TBX3	1709.6607
removed	removed	TBX4	5.3464
TBX5	37.2552	TBX5	21.0886
TBX6	14.0632	TBX6	15.1481
TBXA2R	47.8643	TBXA2R	16.9303
TBXAS1	585.2271	TBXAS1	198.1139
TC2N	5656.6195	TC2N	6661.6173
TCEA1	2166.7219	TCEA1	1783.9162
TCEA2	155.929	TCEA2	280.6861
TCEA3	1444.07	TCEA3	926.1157
TCEAL1	562.7753	TCEAL1	485.9286
removed	removed	TCEAL2	30.8903
TCEAL3	536.6226	TCEAL3	414.0492
TCEAL4	2183.2523	TCEAL4	1972.8225
TCEAL5	9.8689	TCEAL5	67.4241
TCEAL6	28.3732	TCEAL6	21.6826
TCEAL7	30.1002	TCEAL7	120.2941
TCEAL8	683.6696	TCEAL8	980.7678
TCEANC	62.9144	TCEANC	102.1757
TCEB1	688.8508	TCEB1	396.2278
TCEB2	801.3565	TCEB2	685.5276
TCEB3	2008.7969	TCEB3	1576.3036
TCERG1	990.8398	TCERG1	1652.9294
TCF12	2377.9168	TCF12	2407.981
removed	removed	TCF15	8.6136
TCF19	577.8254	TCF19	458.3055
TCF20	1254.0933	TCF20	1965.9909
TCF25	1299.7371	TCF25	1958.5654
TCF3	891.1637	TCF3	1028.5884
TCF4	1908.1561	TCF4	1610.1582
TCF7L1	94.7417	TCF7L1	1076.706
TCF7L2	324.4408	TCF7L2	1409.9651
TCF7	181.0947	TCF7	513.2546
TCFL5	311.8579	TCFL5	306.5271
TCHH	15.0501	TCHH	8.3166
TCHP	340.4778	TCHP	471.3893
TCIRG1	10734.9201	TCIRG1	653.7462
TCL1A	18.751	removed	removed
TCN1	9846.4704	TCN1	217.7174
TCN2	320.74	TCN2	315.1407
TCOF1	1088.2954	TCOF1	1175.0204
TCP10L	17.8652	TCP10L	25.2083
TCP11L1	169.2841	TCP11L1	157.0179
TCP11L2	199.1055	TCP11L2	327.6157
TCP1	2930.7911	TCP1	4012.1304
TCTA	1065.3502	TCTA	915.4229
TCTE3	26.8928	TCTE3	57.6223
TCTEX1D1	16.037	TCTEX1D1	12.4749
TCTEX1D2	102.5973	TCTEX1D2	76.9288
TCTN1	647.8035	TCTN1	623.2271
TCTN2	381.9273	TCTN2	505.235
TCTN3	1412.9829	TCTN3	1163.4365
TDG	626.4298	TDG	436.6229
TDO2	144.5797	removed	removed
TDP1	574.3713	TDP1	550.9765
TDP2	1075.2191	TDP2	847.4048
TDRD10	6.9082	TDRD10	36.5337
TDRD1	5.6746	removed	removed
TDRD3	4083.5133	TDRD3	654.6373
TDRD5	244.996	TDRD5	272.6665
TDRD6	5.9214	TDRD6	37.4248
TDRD7	432.7522	TDRD7	528.9968
TDRD9	46.6307	TDRD9	10.3958
TDRKH	328.8818	TDRKH	301.7747
TEAD1	1413.7231	TEAD1	2107.6706
TEAD2	796.422	TEAD2	895.8194
TEAD3	514.1708	TEAD3	785.9211
TEAD4	321.7269	TEAD4	106.928
TECPR1	340.4778	TECPR1	322.2693
TECPR2	712.5362	TECPR2	1283.4336
TECR	1217.5783	TECR	1257.8897
TECTA	8.3886	TECTA	19.6035
TEC	208.481	TEC	97.7204
removed	removed	TEDDM1	6.2375
TEF	471.241	TEF	1307.1954
TEKT2	9.8689	TEKT2	34.7516
TEKT3	6.1681	TEKT3	9.5047
TEK	547.2317	TEK	472.8596
TELO2	589.1747	TELO2	487.7107
TENC1	1060.4157	TENC1	2312.319
TEP1	1166.0132	TEP1	1178.2877
removed	removed	TEPP	10.6928
TERF1	545.258	TERF1	730.0809
TERF2IP	1340.9398	TERF2IP	1600.0594
TERF2	526.0136	TERF2	702.4579
TESC	28.6199	TESC	45.7414
TESK1	636.5455	TESK1	480.8792
TESK2	208.3453	TESK2	324.9425
TES	1309.7293	TES	2202.0881
TET1	47.3708	TET1	139.3035
TET2	1043.6385	TET2	1440.5584
TET3	457.918	TET3	767.5058
TEX10	797.4089	TEX10	728.2988
TEX11	5.1812	removed	removed
TEX14	125.3353	TEX14	120.5911
TEX261	1843.5147	TEX261	2064.8994
TEX264	1064.1165	TEX264	812.6532
TEX2	1495.1417	TEX2	2494.3937
TEX9	177.8873	TEX9	221.2817
TFAM	860.3233	TFAM	899.9777
TFAP2A	1315.0166	TFAP2A	2342.9123
TFAP2B	26.3994	TFAP2B	501.3737
TFAP2C	386.8618	TFAP2C	5061.5579
TFAP2E	6.9082	TFAP2E	16.3362
TFAP4	221.3106	TFAP4	389.6933
TFB1M	125.3353	TFB1M	156.5308
TFB2M	571.4106	TFB2M	416.1283
TFCP2L1	304.2095	TFCP2L1	4087.0275
TFCP2	672.567	TFCP2	799.5842
TFDP1	1731.009	TFDP1	1307.7894
TFDP2	251.9042	TFDP2	344.5459
TFE3	1125.0571	TFE3	938.8877
TFEB	396.4839	TFEB	326.4276
TFEC	1468.0022	TFEC	140.7886
TFF1	2082.836	TFF1	1482.7356
TFF3	1976.7451	TFF3	1251.0581
TFG	2341.1551	TFG	1696.2946
TFIP11	988.5601	TFIP11	764.892
TFPI2	27.8797	TFPI2	828.3953
TFPI	598.3034	TFPI	1018.1926
TFPT	267.021	TFPT	173.5056
TFR2	13.0763	removed	removed
TFRC	14639.5592	TFRC	1486.5969
TF	23.9321	TF	904.4331
TGDS	284.225	TGDS	368.9018
TGFA	88.3269	TGFA	1064.5281
TGFB1I1	344.4254	TGFB1I1	521.8683
TGFB1	922.7442	TGFB1	291.3789
TGFB2	386.3683	TGFB2	1429.8656
TGFB3	2509.4202	TGFB3	558.105
TGFBI	5175.0161	TGFBI	1316.4031
TGFBR1	2795.1255	TGFBR1	1511.2497
TGFBR2	4929.2799	TGFBR2	6898.6411
TGFBR3	470.7476	TGFBR3	6758.7436
TGFBRAP1	315.3121	TGFBRAP1	509.3933
TGIF1	510.2233	TGIF1	1163.7336
TGIF2	655.817	TGIF2	1017.5273
removed	removed	TGM1	57.3253
TGM2	10617.7267	TGM2	635.3308
removed	removed	TGM5	40.098
TGOLN2	5515.9873	TGOLN2	7063.1915
TGS1	691.318	TGS1	821.2668
TH1L	1348.3415	TH1L	1436.9941
THADA	739.6757	THADA	1440.5584
THAP10	93.2613	THAP10	78.4139
THAP11	336.777	THAP11	460.6817
THAP1	302.7292	THAP1	272.0725
THAP2	170.7324	THAP2	137.8184
THAP3	222.934	THAP3	234.6031
THAP4	676.7613	THAP4	693.8442
THAP5	811.4721	THAP5	888.3939
THAP6	430.0383	THAP6	531.967
THAP7	242.3758	THAP7	244.387
THAP8	76.9776	THAP8	46.6325
THAP9	150.7478	THAP9	309.4973
THBD	693.2918	THBD	487.4137
THBS1	16516.8749	THBS1	7878.2208
THBS2	9002.4308	THBS2	1025.3212
THBS3	610.3928	THBS3	608.0671
THBS4	1038.9508	THBS4	397.1189
THEM4	289.1594	THEM4	296.1313
THEMIS	60.6939	THEMIS	122.0762
THG1L	250.1772	THG1L	188.6092
THNSL1	352.814	THNSL1	357.0209
THNSL2	76.2374	THNSL2	497.5124
THOC1	320.74	THOC1	695.6263
THOC2	1982.173	THOC2	2338.754
THOC3	776.6842	THOC3	647.8057
THOC4	534.1554	THOC4	422.3658
THOC5	970.8552	THOC5	686.4187
THOC6	354.0204	THOC6	291.4948
THOC7	885.9825	THOC7	936.8085
THOP1	1841.0474	THOP1	430.0884
THPO	29.8535	removed	removed
THRAP3	4051.1926	THRAP3	4432.1675
THRA	353.5048	THRA	1094.1531
THRB	707.355	THRB	1267.9884
THRSP	7.8951	THRSP	77.2258
THSD1P1	133.8966	THSD1P1	364.087
THSD1	132.2436	THSD1	351.6745
THSD4	4769.4034	THSD4	2882.0079
THSD7A	140.3854	THSD7A	97.4233
THSD7B	39.4757	THSD7B	82.2752
THTPA	370.578	THTPA	347.2191
THUMPD1	1832.4121	THUMPD1	2672.3101
THUMPD2	199.599	THUMPD2	578.8966
THUMPD3	1330.5774	THUMPD3	1068.9834
THY1	4032.6883	THY1	529.5909
THYN1	460.1385	THYN1	592.5596
TIA1	1129.2514	TIA1	2734.9818
TIAF1	155.5638	TIAF1	281.2742
TIAL1	1558.7963	TIAL1	1768.4711
TIAM1	1537.0846	TIAM1	248.3107
TIAM2	107.5836	TIAM2	289.3829
TICAM1	408.0799	TICAM1	479.6911
TICAM2	347.0925	TICAM2	96.4966
TIE1	713.5231	TIE1	641.2713
TIFAB	7.4017	removed	removed
TIFA	835.8977	TIFA	1003.6385
TIGD1	46.1372	TIGD1	270.5874
TIGD2	153.7085	TIGD2	595.5298
TIGD3	5.9214	removed	removed
TIGD4	6.9082	TIGD4	22.5737
TIGD5	119.1672	TIGD5	92.374
TIGD6	202.3129	TIGD6	293.7551
TIGD7	218.1525	TIGD7	488.6463
TIGIT	55.0192	TIGIT	21.0886
TIMD4	5.6746	removed	removed
TIMELESS	870.9324	TIMELESS	475.2358
TIMM10	424.8571	TIMM10	333.5561
TIMM13	696.7459	TIMM13	542.0658
TIMM16	117.3168	TIMM16	106.6132
TIMM17A	1648.3567	TIMM17A	728.8928
TIMM17B	476.6689	TIMM17B	326.1305
TIMM22	477.6558	TIMM22	357.0209
TIMM44	564.0089	TIMM44	454.7412
TIMM50	591.1484	TIMM50	455.9293
TIMM8A	137.4247	TIMM8A	124.1553
TIMM8B	464.3328	TIMM8B	255.4392
TIMM9	495.4199	TIMM9	751.4665
TIMP1	4772.3641	TIMP1	1145.3182
TIMP2	14766.8683	TIMP2	5248.682
TIMP3	13061.0251	TIMP3	15723.7692
TIMP4	5.1812	TIMP4	49.3057
TINAGL1	255.1116	TINAGL1	2702.9034
TINF2	1163.0525	TINF2	1082.3494
TIPARP	2157.8324	TIPARP	2311.425
TIPIN	170.9791	TIPIN	162.7682
TIPRL	980.4774	TIPRL	1137.5956
TIRAP	303.2226	TIRAP	258.7065
TJAP1	389.5757	TJAP1	603.8464
TJP1	1632.3197	TJP1	2669.0428
TJP2	1128.0178	TJP2	2098.1659
TJP3	1029.5753	TJP3	688.2008
TK1	803.8237	TK1	243.2613
TK2	945.196	TK2	782.9509
TKT	5458.5009	TKT	2378.852
TLCD1	70.3161	TLCD1	39.504
TLE1	213.6622	TLE1	1014.9254
TLE2	126.5689	TLE2	978.9857
TLE3	1925.6734	TLE3	1330.6601
TLE4	245.2427	TLE4	856.9095
removed	removed	TLE6	24.6529
TLK1	1381.8958	TLK1	2120.1455
TLK2	816.9	TLK2	862.5529
TLL1	86.1063	TLL1	180.8866
TLN1	12161.2261	TLN1	8188.6092
TLN2	1129.4981	TLN2	1453.9244
TLR10	60.2004	TLR10	102.7697
TLR1	263.0068	TLR1	599.0941
TLR2	269.915	TLR2	1001.2623
TLR3	395.7438	TLR3	505.8291
TLR4	817.1468	TLR4	653.1521
TLR5	132.4903	TLR5	657.0134
TLR6	55.0192	TLR6	97.7204
TLR7	234.1402	TLR7	243.2613
TLR8	81.4186	TLR8	22.8707
TLR9	19.084	TLR9	17.9372
TM2D1	485.0575	TM2D1	371.575
TM2D2	972.829	TM2D2	771.367
TM2D3	731.5339	TM2D3	673.9437
TM4SF18	649.8685	TM4SF18	664.439
TM4SF19	2347.5822	removed	removed
TM4SF1	2164.5014	TM4SF1	8932.9472
TM6SF1	233.4	TM6SF1	195.4407
TM6SF2	5.8399	TM6SF2	5.9404
TM7SF2	283.9782	TM7SF2	399.198
TM7SF3	1596.5449	TM7SF3	1505.9033
TM7SF4	919.5368	removed	removed
TM9SF1	1786.122	TM9SF1	1368.8513
TM9SF2	9076.201	TM9SF2	5452.7363
TM9SF3	7361.2291	TM9SF3	7601.693
TM9SF4	1903.7151	TM9SF4	1846.588
TMBIM1	1947.1384	TMBIM1	2776.5649
TMBIM4	2899.6275	TMBIM4	1767.283
TMBIM6	22655.5913	TMBIM6	20420.2866
removed	removed	TMC1	8.0196
TMC3	112.5057	TMC3	16.6333
TMC4	1388.3106	TMC4	1516.5961
TMC5	6522.124	TMC5	1491.3492
TMC6	706.6148	TMC6	473.1566
TMC7	36.7617	TMC7	37.7218
TMC8	215.1425	TMC8	160.9861
TMCC1	857.3626	TMCC1	1024.7271
TMCC2	22.4518	TMCC2	23.4648
TMCC3	286.4455	TMCC3	382.5648
TMCO1	2298.7187	TMCO1	2106.1855
TMCO3	2092.705	TMCO3	1122.4475
TMCO4	472.4747	TMCO4	1172.0502
TMCO6	122.8681	TMCO6	316.3288
TMCO7	303.2226	TMCO7	516.8189
TMED10P1	70.3161	TMED10P1	56.7313
TMED10	11178.7749	TMED10	10399.6436
TMED1	493.3746	TMED1	401.7732
TMED2	8260.2879	TMED2	6365.486
TMED3	3018.6566	TMED3	1732.2344
TMED4	1040.4311	TMED4	1033.3408
TMED5	1825.7506	TMED5	1484.8088
TMED7-TICAM2	194.7089	TMED7-TICAM2	130.7106
TMED7	4091.9043	TMED7	2696.6808
TMED8	805.0573	TMED8	518.898
TMED9	3703.0663	TMED9	2267.1716
TMEFF1	83.5824	TMEFF1	32.1913
TMEM100	17.7641	TMEM100	93.8591
TMEM101	685.6434	TMEM101	837.9001
TMEM102	221.5573	TMEM102	157.7189
TMEM104	362.1894	TMEM104	243.8554
removed	removed	TMEM105	5.9404
TMEM106A	244.996	TMEM106A	167.2236
TMEM106B	2173.3834	TMEM106B	2053.6125
TMEM106C	878.0874	TMEM106C	1057.3996
TMEM107	233.6467	TMEM107	201.3812
TMEM108	13.0763	TMEM108	83.7603
TMEM109	2401.1088	TMEM109	2321.2297
TMEM110	393.6836	TMEM110	154.4516
TMEM111	1104.0857	TMEM111	786.5152
TMEM115	738.4421	TMEM115	775.5254
TMEM116	159.1364	TMEM116	250.9839
TMEM117	108.8049	TMEM117	134.5511
TMEM119	1106.3062	TMEM119	326.1305
TMEM11	368.6042	TMEM11	343.6549
TMEM120A	366.137	TMEM120A	419.9896
TMEM120B	291.8216	TMEM120B	413.8204
TMEM121	31.5806	TMEM121	26.435
TMEM123	8264.9756	TMEM123	11386.6488
TMEM125	412.2742	TMEM125	370.3869
TMEM126A	292.6135	TMEM126A	224.2519
TMEM126B	522.066	TMEM126B	464.2459
TMEM127	2501.5251	TMEM127	2216.0838
TMEM128	353.3074	TMEM128	688.7948
TMEM129	520.0922	TMEM129	703.943
TMEM130	9.1288	TMEM130	62.9687
TMEM131	1801.0783	TMEM131	1831.1428
TMEM132A	712.7829	TMEM132A	468.4042
removed	removed	TMEM132B	12.1779
TMEM132C	13.0763	TMEM132C	77.5228
TMEM132D	6.6615	removed	removed
TMEM132E	11.1025	removed	removed
TMEM133	229.4524	TMEM133	114.0566
TMEM134	281.2643	TMEM134	343.9519
TMEM135	651.8423	TMEM135	689.0919
TMEM136	119.9074	TMEM136	152.3725
TMEM138	337.7639	TMEM138	338.6055
TMEM139	47.8643	TMEM139	337.1204
TMEM140	473.612	TMEM140	428.333
TMEM141	757.4398	TMEM141	624.341
TMEM143	118.1803	TMEM143	125.3434
TMEM144	558.581	TMEM144	619.8856
TMEM145	51.5651	TMEM145	12.772
TMEM147	1105.3193	TMEM147	728.0018
TMEM149	77.7819	TMEM149	42.8069
TMEM14A	367.8641	TMEM14A	299.9926
TMEM14B	759.6603	TMEM14B	710.4775
TMEM14C	1762.8362	TMEM14C	1699.8589
TMEM150A	178.3808	TMEM150A	191.5794
TMEM150B	5.4279	removed	removed
TMEM150C	330.6089	TMEM150C	358.803
TMEM151B	7.4979	TMEM151B	25.2707
TMEM154	121.6345	TMEM154	183.2628
TMEM156	91.781	TMEM156	14.2571
TMEM158	20.478	TMEM158	115.8387
TMEM159	582.0197	TMEM159	1196.7031
TMEM160	58.9668	TMEM160	25.5439
TMEM161A	332.336	TMEM161A	330.8829
TMEM161B	351.0869	TMEM161B	511.1755
TMEM163	35.7748	TMEM163	37.4248
TMEM164	4565.1167	TMEM164	1014.6284
TMEM165	2109.4821	TMEM165	922.8484
TMEM167A	3093.6604	TMEM167A	2072.0279
TMEM167B	1946.6449	TMEM167B	1851.9344
TMEM168	831.9501	TMEM168	998.8862
TMEM169	11.3493	TMEM169	12.4749
TMEM170A	391.056	TMEM170A	622.2618
TMEM170B	215.1425	TMEM170B	244.1524
TMEM173	803.3303	TMEM173	544.1449
TMEM175	181.3414	TMEM175	254.8452
TMEM176A	492.2125	TMEM176A	398.604
TMEM176B	1084.3478	TMEM176B	838.1971
TMEM177	76.7309	TMEM177	182.0747
TMEM178	8.1419	TMEM178	356.7238
TMEM179B	882.5284	TMEM179B	703.3489
TMEM17	54.2791	TMEM17	71.8794
TMEM180	85.3662	TMEM180	50.1968
TMEM181	3654.2152	TMEM181	2298.953
TMEM182	53.5389	TMEM182	119.403
TMEM183A	963.4535	TMEM183A	1066.9043
TMEM184A	293.7756	TMEM184A	275.7229
TMEM184B	1484.4413	TMEM184B	1166.7483
TMEM184C	749.5446	TMEM184C	692.9531
TMEM185A	422.1431	TMEM185A	411.376
TMEM185B	414.0013	TMEM185B	571.471
TMEM186	196.1448	TMEM186	231.6774
TMEM187	190.9636	TMEM187	187.7181
TMEM188	250.9173	TMEM188	242.6673
TMEM189-UBE2V1	5.0208	removed	removed
TMEM189	502.2369	TMEM189	375.7333
TMEM18	363.4206	TMEM18	958.4911
TMEM191A	12.5829	TMEM191A	10.9898
TMEM192	815.6664	TMEM192	869.0874
TMEM194A	674.2941	TMEM194A	694.1412
TMEM194B	113.9861	TMEM194B	141.9767
TMEM198	27.8896	TMEM198	52.3145
TMEM199	524.5332	TMEM199	417.7322
TMEM19	711.796	TMEM19	571.768
TMEM200A	329.1286	TMEM200A	201.3812
TMEM200B	39.229	TMEM200B	34.41
TMEM200C	6.1681	TMEM200C	29.4052
TMEM201	235.3738	TMEM201	264.0529
TMEM203	699.7066	TMEM203	685.2306
TMEM204	195.4047	TMEM204	125.6405
TMEM205	654.5563	TMEM205	864.9291
TMEM206	1117.6554	TMEM206	119.997
TMEM208	397.4708	TMEM208	322.5663
TMEM209	666.8924	TMEM209	817.4055
TMEM20	30.5937	TMEM20	80.196
TMEM213	8.1419	TMEM213	641.4227
TMEM214	1542.2658	TMEM214	1524.0217
TMEM216	230.4393	TMEM216	259.0035
TMEM217	7.2956	TMEM217	16.3006
TMEM218	351.3336	TMEM218	299.9926
TMEM219	1524.0083	TMEM219	1280.4634
TMEM220	123.3615	TMEM220	400.3861
TMEM222	467.2935	TMEM222	635.9249
TMEM223	202.0662	TMEM223	187.4211
TMEM229B	261.7732	TMEM229B	446.1276
TMEM22	65.1349	TMEM22	84.3543
TMEM231	64.3824	TMEM231	305.5825
removed	removed	TMEM232	24.6529
TMEM233	10.3624	removed	removed
TMEM25	1495.1417	TMEM25	911.2646
TMEM26	832.2191	TMEM26	557.1753
TMEM27	5.4279	TMEM27	64.7509
TMEM2	5271.4848	TMEM2	884.5326
TMEM30A	4336.8979	TMEM30A	4521.5712
TMEM30B	1315.0339	TMEM30B	1536.1996
TMEM33	2619.7054	TMEM33	1676.0971
removed	removed	TMEM35	12.1779
TMEM37	69.5759	TMEM37	77.2258
TMEM38A	12.5829	TMEM38A	64.4539
TMEM38B	441.881	TMEM38B	117.3238
TMEM39A	713.2764	TMEM39A	769.8819
TMEM39B	178.6275	TMEM39B	224.5489
removed	removed	TMEM40	11.5839
TMEM41A	612.6133	TMEM41A	706.0221
TMEM41B	912.6286	TMEM41B	772.8522
TMEM42	134.2173	TMEM42	157.7189
TMEM43	2223.4682	TMEM43	3334.0759
TMEM44	235.3738	TMEM44	182.3717
TMEM45A	296.0677	TMEM45A	128.6107
TMEM45B	71.303	TMEM45B	32.9695
TMEM47	1686.1054	TMEM47	1905.1014
TMEM48	830.2231	TMEM48	491.572
TMEM49	2627.1071	TMEM49	2180.7381
TMEM50A	3095.3875	TMEM50A	3790.5992
TMEM50B	1063.1296	TMEM50B	1284.3246
TMEM51	338.7508	TMEM51	270.8844
TMEM52	10.3624	TMEM52	15.1481
TMEM53	166.77	TMEM53	118.8773
TMEM54	162.097	TMEM54	356.7238
TMEM55A	166.7848	TMEM55A	195.4407
TMEM55B	432.5055	TMEM55B	543.5509
TMEM56	16.0814	TMEM56	229.0428
TMEM57	1464.3013	TMEM57	1056.5085
TMEM59L	18.2575	TMEM59L	22.5737
TMEM59	7136.4644	TMEM59	6827.6528
TMEM5	428.8047	TMEM5	421.7717
TMEM60	490.4854	TMEM60	299.6956
removed	removed	TMEM61	77.8199
TMEM62	523.2996	TMEM62	703.6459
TMEM63A	890.1768	TMEM63A	2290.0423
TMEM63B	947.91	TMEM63B	583.0549
TMEM63C	503.8085	TMEM63C	172.273
TMEM64	241.5419	TMEM64	635.3308
TMEM65	677.5015	TMEM65	678.102
TMEM66	8599.5321	TMEM66	7662.8796
TMEM67	198.1186	TMEM67	300.2896
TMEM68	428.3112	TMEM68	535.5313
TMEM69	911.395	TMEM69	734.2393
TMEM70	881.5415	TMEM70	371.575
TMEM71	28.6199	TMEM71	392.9606
removed	removed	TMEM74	8.6136
TMEM79	89.8072	TMEM79	181.7777
TMEM80	246.9698	TMEM80	439.6495
TMEM81	30.8404	TMEM81	33.2665
TMEM84	219.3368	TMEM84	244.4494
TMEM85	1196.4662	TMEM85	1179.0926
TMEM86A	934.9249	TMEM86A	221.745
TMEM86B	23.4387	TMEM86B	51.9789
TMEM87A	3108.217	TMEM87A	5273.3348
TMEM87B	1536.8379	TMEM87B	1554.318
TMEM88	15.7903	TMEM88	42.7712
TMEM8A	989.8529	TMEM8A	430.3854
TMEM8B	294.8341	TMEM8B	550.6794
removed	removed	TMEM90A	5.0494
TMEM90B	52.0586	TMEM90B	5.9404
TMEM91	55.5324	TMEM91	85.5424
TMEM92	11.3493	removed	removed
TMEM93	225.7047	TMEM93	164.7939
TMEM97	301.725	TMEM97	444.1702
TMEM98	995.7743	TMEM98	1213.0393
TMEM99	336.777	TMEM99	405.4355
TMEM9B	1902.2348	TMEM9B	1483.3296
TMEM9	1190.4387	TMEM9	1629.4646
TMF1	2381.8644	TMF1	2467.9587
removed	removed	TMIE	13.9601
TMLHE	301.7423	TMLHE	296.1313
TMOD1	73.405	TMOD1	439.4297
TMOD2	287.9258	TMOD2	594.3417
TMOD3	2542.4811	TMOD3	1575.7036
removed	removed	TMPO	1865.5291
TMPPE	80.185	TMPPE	41.8802
TMPRSS13	12.5829	TMPRSS13	493.9482
TMPRSS2	765.0882	TMPRSS2	2854.9788
TMPRSS3	51.3184	TMPRSS3	572.3621
removed	removed	TMPRSS5	34.4546
TMPRSS6	9.1288	TMPRSS6	7.7226
TMSB10	9337.7275	TMSB10	5805.5989
removed	removed	TMSB15A	21.3856
TMSB15B	11.3493	TMSB15B	43.8969
TMSL3	26558.5033	TMSL3	14836.5635
TMTC1	395.7438	TMTC1	1740.254
TMTC2	917.8098	TMTC2	717.012
TMTC3	959.506	TMTC3	784.139
TMTC4	635.5586	TMTC4	498.4035
TMUB1	328.3884	TMUB1	247.1226
TMUB2	671.0867	TMUB2	918.9872
TMX1	2057.917	TMX1	1082.0524
TMX2	2308.3409	TMX2	1507.9825
TMX3	1393.7385	TMX3	1326.2048
TMX4	915.3425	TMX4	1190.1686
TNC	3066.5209	TNC	3001.4109
TNFAIP1	1320.2496	TNFAIP1	1475.0486
TNFAIP2	1404.3476	TNFAIP2	3266.0578
TNFAIP3	1317.2544	TNFAIP3	1663.3252
TNFAIP6	188.7431	TNFAIP6	36.2367
TNFAIP8L1	193.1842	TNFAIP8L1	75.4437
TNFAIP8L2	105.5975	TNFAIP8L2	49.3057
TNFAIP8L3	43.4233	TNFAIP8L3	82.2752
TNFAIP8	603.2379	TNFAIP8	412.8611
TNFRSF10A	244.2558	TNFRSF10A	183.2628
TNFRSF10B	1260.0146	TNFRSF10B	1036.311
TNFRSF10C	90.7941	TNFRSF10C	22.5737
TNFRSF10D	305.9366	TNFRSF10D	102.7697
TNFRSF11A	1607.8942	TNFRSF11A	326.4276
TNFRSF11B	204.04	TNFRSF11B	44.2563
TNFRSF12A	884.2554	TNFRSF12A	397.4159
TNFRSF13B	7.155	TNFRSF13B	7.4256
TNFRSF13C	6.4148	TNFRSF13C	5.6434
TNFRSF14	1197.2976	TNFRSF14	985.9211
TNFRSF17	6.6615	TNFRSF17	16.0392
TNFRSF18	22.4518	TNFRSF18	10.9898
TNFRSF19	160.37	TNFRSF19	782.6539
TNFRSF1A	1425.8125	TNFRSF1A	1612.5343
TNFRSF1B	623.4692	TNFRSF1B	1201.4554
TNFRSF21	325.9212	TNFRSF21	975.1244
TNFRSF25	26.6461	TNFRSF25	65.0479
TNFRSF4	38.9822	TNFRSF4	8.6136
TNFRSF6B	81.6259	TNFRSF6B	16.9897
TNFRSF8	18.751	TNFRSF8	34.1576
TNFRSF9	556.1138	TNFRSF9	5.6434
TNFSF10	5869.048	TNFSF10	7614.762
TNFSF11	2993.2441	TNFSF11	245.6375
TNFSF12-TNFSF13	70.6343	TNFSF12-TNFSF13	75.5744
TNFSF12	290.6496	TNFSF12	464.3737
TNFSF13B	88.3269	TNFSF13B	39.207
TNFSF13	681.8586	TNFSF13	848.0374
TNFSF14	8.6353	removed	removed
TNFSF15	51.3184	TNFSF15	46.0385
TNFSF4	161.8503	TNFSF4	20.4945
TNFSF8	52.3053	TNFSF8	23.7618
TNF	7.8951	TNF	51.6819
TNIK	168.7586	TNIK	400.3861
TNIP1	6124.4064	TNIP1	2557.0654
TNIP2	552.6596	TNIP2	360.8822
TNIP3	6.4148	removed	removed
TNK1	485.551	TNK1	566.7186
TNK2	731.5832	TNK2	831.7339
TNKS1BP1	2450.7001	TNKS1BP1	3660.2064
