gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
TBK1	686.4885	TBK1	537.7834
TBKBP1	504.3282	TBKBP1	390.0084
TBL1XR1	3910.0489	TBL1XR1	2108.3123
TBL1X	401.2044	TBL1X	1006.2972
TBL2	1944.2981	TBL2	847.1872
TBL3	1798.6451	TBL3	900.084
TBPL1	90.7038	TBPL1	212.8463
TBP	120.8129	TBP	274.1394
TBRG1	258.9387	TBRG1	866.0789
TBRG4	699.6613	TBRG4	683.0395
TBX15	62.1001	TBX15	346.7674
TBX18	20.7	TBX18	62.5525
TBX19	24.4787	TBX19	109.152
removed	removed	TBX1	57.0949
TBX21	8.28	TBX21	42.4013
TBX2	240.8732	TBX2	349.7061
TBX3	1511.1027	TBX3	1603.6944
TBX5	24.84	TBX5	88.581
TBX6	44.7874	TBX6	42.8212
TBXA2R	73.391	TBXA2R	53.3165
TBXAS1	195.3331	TBXAS1	255.6675
TC2N	3333.0824	TC2N	893.7867
removed	removed	TCAP	10.0756
TCEA1	1466.6918	TCEA1	1002.0991
TCEA2	173.504	TCEA2	480.6885
TCEA3	1586.3756	TCEA3	1242.6532
TCEAL1	1270.6059	TCEAL1	639.3787
removed	removed	TCEAL2	248.5306
TCEAL3	3250.6586	TCEAL3	1835.0126
TCEAL4	7650.3575	TCEAL4	5942.0655
TCEAL5	45.5401	TCEAL5	238.8749
TCEAL6	182.9131	TCEAL6	66.3308
TCEAL7	16.1837	TCEAL7	329.555
TCEAL8	462.5518	TCEAL8	1225.8606
TCEANC	57.9601	TCEANC	61.7128
TCEB1	640.5721	TCEB1	465.1553
TCEB2	3716.974	TCEB2	1662.8883
TCEB3	863.9029	TCEB3	1335.8774
TCERG1	534.4373	TCERG1	694.7943
TCF12	1599.9247	TCF12	1111.251
TCF15	9.4091	TCF15	41.5617
TCF19	602.9356	TCF19	391.6877
TCF20	511.4791	TCF20	795.9698
removed	removed	TCF21	7.5567
TCF25	1306.7369	TCF25	2771.2007
TCF3	1130.5984	TCF3	909.7397
TCF4	699.2849	TCF4	1378.6734
TCF7L1	455.4008	TCF7L1	1614.1898
TCF7L2	283.4023	TCF7L2	767.0025
TCF7	51.1855	TCF7	1051.2175
TCFL5	303.3496	TCFL5	502.9387
TCHP	246.895	TCHP	380.3526
TCIRG1	1063.9819	TCIRG1	605.7935
TCL1B	6.3982	removed	removed
TCN1	19.9473	TCN1	163.3081
TCN2	333.8352	TCN2	1331.6541
TCOF1	714.7158	TCOF1	1147.775
TCP10L	32.1227	TCP10L	28.7406
TCP11L1	199.0967	TCP11L1	171.2846
TCP11L2	95.2202	TCP11L2	94.4584
TCP1	1938.4494	TCP1	4212.183
TCTA	890.1016	TCTA	1326.1965
TCTE3	19.5709	TCTE3	47.0193
TCTEX1D1	6.0218	TCTEX1D1	8.8161
TCTEX1D2	151.6748	TCTEX1D2	141.0579
TCTEX1D4	5.6455	removed	removed
TCTN1	891.7953	TCTN1	807.6196
TCTN2	651.863	TCTN2	670.445
TCTN3	1718.8559	TCTN3	1160.3694
removed	removed	TDGF1	5.8774
TDG	266.8423	TDG	240.5542
TDO2	13.1728	removed	removed
TDP1	384.268	TDP1	352.225
TDP2	1185.924	TDP2	975.2309
removed	removed	TDRD10	60.4534
removed	removed	TDRD3	373.6356
TDRD5	170.1167	TDRD5	75.1469
removed	removed	TDRD6	26.0285
TDRD7	270.2296	TDRD7	420.6549
removed	removed	TDRD9	38.623
TDRKH	306.7369	TDRKH	175.4828
TEAD1	1256.6805	TEAD1	1565.0714
TEAD2	547.9865	TEAD2	1009.2359
TEAD3	1065.111	TEAD3	1235.5164
TEAD4	228.4531	TEAD4	180.9404
TECPR1	280.7678	TECPR1	206.5491
TECPR2	1031.6146	TECPR2	927.7918
TECR	2202.484	TECR	2764.0638
removed	removed	TECTA	10.0756
TEC	50.0565	TEC	39.4626
TEF	778.3214	TEF	3380.3526
TEKT2	11.6673	TEKT2	24.3493
TEKT3	30.8619	TEKT3	18.0521
TEKT4	5.2691	removed	removed
TEKT5	22.9582	TEKT5	5.0378
TEK	232.2168	TEK	539.8825
TELO2	904.4035	TELO2	517.2124
TENC1	1747.4595	TENC1	4772.4223
TEP1	503.9518	TEP1	504.1982
removed	removed	TEPP	31.906
TERF1	562.2883	TERF1	522.67
TERF2IP	978.9236	TERF2IP	2638.539
TERF2	449.0026	TERF2	717.4643
TESC	7.5273	TESC	171.7045
TESK1	952.5781	TESK1	1471.4526
TESK2	487.0154	TESK2	340.4702
TES	434.2981	TES	2541.3938
TET1	21.8291	TET1	34.8447
TET2	488.8973	TET2	269.5214
TET3	396.688	TET3	298.4887
TEX10	196.0858	TEX10	385.8102
TEX14	25.2164	TEX14	9.6558
TEX19	18.0655	removed	removed
TEX261	2953.7072	TEX261	3055.4156
TEX264	1084.682	TEX264	1318.22
TEX2	2551.3737	TEX2	2209.4878
TEX9	132.4802	TEX9	59.6138
TFAM	540.8355	TFAM	232.5777
TFAP2A	3105.3256	TFAP2A	1062.5525
TFAP2B	2882.198	TFAP2B	1104.534
TFAP2C	818.5924	TFAP2C	2659.11
TFAP2E	7.9037	TFAP2E	31.4861
TFAP4	261.1968	TFAP4	303.5264
TFB1M	76.402	TFB1M	174.6432
TFB2M	326.6842	TFB2M	256.0873
TFCP2L1	41.4001	TFCP2L1	633.0814
TFCP2	642.4539	TFCP2	755.6675
TFDP1	634.1739	TFDP1	985.7263
TFDP2	354.5352	TFDP2	272.8799
removed	removed	TFDP3	7.9765
TFE3	1050.8092	TFE3	2375.3149
TFEB	391.4189	TFEB	526.8682
TFEC	117.802	TFEC	24.3493
TFF1	23037.2601	TFF1	1927.7918
TFF3	16750.8468	TFF3	1654.0722
TFG	1755.3632	TFG	1418.5558
TFIP11	717.5198	TFIP11	1036.5197
TFPI2	5.6455	TFPI2	454.2401
TFPI	166.353	TFPI	1302.6868
TFPT	643.9104	TFPT	342.1453
TFRC	6138.8784	TFRC	686.8178
TF	224.3131	TF	6600.3359
TGDS	99.3602	TGDS	264.4836
TGFA	24.84	TGFA	286.7338
TGFB1I1	310.8769	TGFB1I1	2751.0495
TGFB1	1726.7595	TGFB1	1010.0756
TGFB2	1283.026	TGFB2	756.5071
TGFB3	3919.8344	TGFB3	1033.1654
TGFBI	1585.6229	TGFBI	2238.4551
TGFBR1	1804.2906	TGFBR1	929.8908
TGFBR2	1152.4275	TGFBR2	5581.0243
TGFBR3	2167.8585	TGFBR3	4075.9866
TGFBRAP1	461.799	TGFBRAP1	210.3275
TGIF1	1053.0674	TGIF1	1347.1872
TGIF2	665.0207	TGIF2	611.9144
TGM1	7.5273	TGM1	37.7834
TGM2	1252.5405	TGM2	908.9001
removed	removed	TGM3	17.2124
removed	removed	TGM5	33.1654
TGOLN2	7470.079	TGOLN2	7578.9253
TGS1	451.2608	TGS1	428.6314
TH1L	1657.8848	TH1L	1999.5802
THADA	1373.3534	THADA	1163.3081
THAP10	288.6714	THAP10	40.3023
THAP11	541.2119	THAP11	803.5264
THAP1	208.1295	THAP1	168.7657
THAP2	56.4546	THAP2	66.3308
THAP3	220.0677	THAP3	598.5097
THAP4	752.3523	THAP4	1201.9312
THAP5	815.5815	THAP5	387.4895
THAP6	364.697	THAP6	227.1201
THAP7	229.5822	THAP7	412.6784
THAP8	187.8058	THAP8	153.6524
THAP9	127.2111	THAP9	81.864
THBD	422.2808	THBD	651.1335
THBS1	13719.9849	THBS1	5540.3023
THBS2	3812.9469	THBS2	2051.2175
THBS3	855.8939	THBS3	945.4366
THBS4	552.5028	THBS4	1901.7632
THEM4	310.1242	THEM4	397.9849
THEMIS	17.3128	THEMIS	18.0521
THG1L	162.5894	THG1L	240.5542
THNSL1	70.7565	THNSL1	247.691
THNSL2	1394.8062	THNSL2	1666.2469
THOC1	192.6985	THOC1	488.665
THOC2	1245.3895	THOC2	808.1444
THOC3	674.4449	THOC3	521.4106
THOC4	693.6394	THOC4	798.0688
THOC5	317.2751	THOC5	668.3459
THOC6	793.6733	THOC6	369.8699
THOC7	776.0632	THOC7	1195.6339
THOP1	616.8611	THOP1	518.8917
THPO	49.6801	THPO	7.5567
THRAP3	4130.5984	THRAP3	4102.8547
THRA	480.4328	THRA	1896.9479
THRB	375.988	THRB	1393.3669
THRSP	182.1603	THRSP	3127.204
THSD1P1	35.0847	THSD1P1	162.3384
THSD1	76.402	THSD1	311.0831
THSD4	5279.6387	THSD4	1910.1595
THSD7A	33.8728	THSD7A	42.4013
THSD7B	15.0546	THSD7B	38.623
THTPA	812.9469	THTPA	609.5718
THUMPD1	1812.5706	THUMPD1	1506.2972
THUMPD2	155.8148	THUMPD2	157.8505
THUMPD3	1814.076	THUMPD3	743.9127
THY1	1768.1596	THY1	4391.6877
THYN1	527.6628	THYN1	1193.5348
TH	26.3455	removed	removed
TIA1	657.8848	TIA1	746.0118
TIAF1	321.7727	TIAF1	440.4156
TIAL1	1242.755	TIAL1	1133.0814
TIAM1	237.8623	TIAM1	291.3518
TIAM2	28.6827	TIAM2	105.0966
TICAM1	478.3591	TICAM1	356.0034
TICAM2	117.1773	TICAM2	119.4668
TIE1	420.3989	TIE1	1730.0588
removed	removed	TIFAB	7.9765
TIFA	808.8069	TIFA	429.471
TIGD1	38.0128	TIGD1	92.3594
TIGD2	91.4565	TIGD2	176.3224
TIGD3	73.391	TIGD3	5.8774
TIGD4	15.0546	TIGD4	13.4341
TIGD5	262.3259	TIGD5	120.9068
TIGD6	266.4659	TIGD6	241.8136
TIGD7	499.4656	TIGD7	290.7347
TIGIT	29.3564	TIGIT	26.4484
TIMELESS	1292.4351	TIMELESS	366.4987
TIMM10	666.5412	TIMM10	428.2116
TIMM13	1165.2239	TIMM13	949.6222
TIMM16	178.2349	TIMM16	108.0563
TIMM17A	1231.4641	TIMM17A	797.649
TIMM17B	1138.8784	TIMM17B	479.8489
TIMM22	544.2228	TIMM22	646.5155
TIMM44	461.4227	TIMM44	523.9295
TIMM50	800.9033	TIMM50	680.5206
TIMM8A	120.8129	TIMM8A	111.6709
TIMM8B	339.1043	TIMM8B	573.8875
TIMM9	457.659	TIMM9	803.5264
TIMP1	9543.0937	TIMP1	5840.0504
TIMP2	4198.7204	TIMP2	11957.1788
TIMP3	12978.1709	TIMP3	31644.4165
TIMP4	34.6255	TIMP4	1777.0781
TINAGL1	1621.0011	TINAGL1	2809.8237
TINF2	1616.1084	TINF2	1528.9673
TIPARP	877.9601	TIPARP	892.9471
TIPIN	103.5002	TIPIN	91.0999
TIPRL	705.6831	TIPRL	647.3552
TIRAP	303.3496	TIRAP	159.5298
TJAP1	689.8758	TJAP1	731.3182
TJP1	1680.8431	TJP1	1650.2939
TJP2	1863.3798	TJP2	1708.6482
TJP3	1012.42	TJP3	358.5223
TK1	1132.1039	TK1	268.262
TK2	702.2958	TK2	1732.1579
removed	removed	TKTL1	11.335
TKT	2308.9951	TKT	7625.5248
TLCD1	602.5593	TLCD1	76.8262
TLE1	423.0335	TLE1	1306.4652
TLE2	919.8344	TLE2	1303.1066
TLE3	2094.4674	TLE3	1664.1478
TLE4	84.3056	TLE4	809.4039
TLE6	90.3274	TLE6	30.6465
TLK1	1390.2898	TLK1	874.895
TLK2	461.4227	TLK2	533.5852
TLL1	12.0437	TLL1	164.9874
TLL2	11.6673	TLL2	5.4576
TLN1	5958.9763	TLN1	12812.3426
TLN2	1021.8291	TLN2	1871.5365
TLR10	24.4637	TLR10	42.8212
TLR1	132.8566	TLR1	133.0814
TLR2	288.6714	TLR2	232.5777
TLR3	82.4238	TLR3	200.6717
TLR4	266.8423	TLR4	617.9681
TLR5	185.5476	TLR5	315.7011
TLR6	27.851	TLR6	13.8539
TLR7	229.2059	TLR7	96.1377
TLR8	12.0437	TLR8	23.0898
TLR9	12.42	TLR9	30.3275
TM2D1	479.8645	TM2D1	269.5214
TM2D2	903.2744	TM2D2	1078.5055
TM2D3	700.0376	TM2D3	850.1259
TM4SF18	62.4765	TM4SF18	451.7212
TM4SF19	11.9571	removed	removed
TM4SF1	5505.0809	TM4SF1	7219.5634
TM6SF1	96.3493	TM6SF1	92.7792
TM7SF2	1751.5995	TM7SF2	1029.3871
TM7SF3	1401.5807	TM7SF3	1472.2922
TM7SF4	16.9364	removed	removed
TM9SF1	3426.7896	TM9SF1	1900.6675
TM9SF2	2824.6142	TM9SF2	3415.6171
TM9SF3	7143.7712	TM9SF3	4018.0521
TM9SF4	2875.047	TM9SF4	1952.5609
TMBIM1	5409.108	TMBIM1	7233.4173
TMBIM4	1513.5265	TMBIM4	1249.7607
TMBIM6	29802.7851	TMBIM6	23734.2569
removed	removed	TMC2	27.288
removed	removed	TMC3	18.0521
TMC4	2295.8224	TMC4	1133.5013
TMC5	879.1871	TMC5	191.016
TMC6	715.4686	TMC6	452.1411
TMC7	77.5311	TMC7	51.2175
TMC8	162.9658	TMC8	184.2989
TMCC1	963.4927	TMCC1	696.4736
TMCC2	10.9146	TMCC2	72.628
TMCC3	92.5856	TMCC3	368.5978
TMCO1	2414.0008	TMCO1	2426.9521
TMCO3	1276.2514	TMCO3	1329.9748
TMCO4	469.7027	TMCO4	756.0873
TMCO6	164.4712	TMCO6	195.6339
TMCO7	205.4949	TMCO7	365.2393
TMED10P1	88.0693	TMED10P1	22.67
TMED10	10984.1927	TMED10	6736.7758
TMED1	859.0704	TMED1	672.8002
TMED2	8957.0945	TMED2	4636.44
TMED3	2946.9326	TMED3	2032.7456
TMED4	1508.8446	TMED4	987.8254
TMED5	2015.4309	TMED5	618.7951
TMED7-TICAM2	57.0041	TMED7-TICAM2	63.5055
TMED7	3949.6425	TMED7	906.8682
TMED8	1297.7042	TMED8	341.7296
TMED9	4919.8344	TMED9	3507.5567
TMEFF1	7.181	TMEFF1	16.9102
TMEM100	40.6473	TMEM100	309.8237
TMEM101	1971.3963	TMEM101	1185.5584
TMEM102	369.9661	TMEM102	257.3468
TMEM104	813.3233	TMEM104	391.2678
TMEM105	5.6455	TMEM105	6.717
TMEM106A	363.1916	TMEM106A	104.1142
TMEM106B	1431.6899	TMEM106B	603.2746
TMEM106C	1900.2635	TMEM106C	1771.6205
TMEM107	321.4151	TMEM107	294.7103
TMEM108	114.0384	TMEM108	68.0101
TMEM109	3767.7832	TMEM109	4544.0806
TMEM110	264.9605	TMEM110	250.6297
TMEM111	2713.5868	TMEM111	1751.0495
TMEM115	1122.3184	TMEM115	1815.7011
TMEM116	564.9228	TMEM116	264.9034
TMEM117	122.3184	TMEM117	163.728
TMEM119	340.9861	TMEM119	1004.1982
TMEM11	800.9033	TMEM11	722.0823
TMEM120A	680.4667	TMEM120A	1065.911
TMEM120B	439.2736	TMEM120B	554.3703
TMEM121	485.8863	TMEM121	55.4156
TMEM123	7051.9383	TMEM123	3919.8153
TMEM125	1269.4769	TMEM125	368.178
TMEM126A	344.3734	TMEM126A	291.3518
TMEM126B	613.0975	TMEM126B	429.471
TMEM127	4385.7734	TMEM127	2583.5432
TMEM128	480.2409	TMEM128	434.9286
TMEM129	1831.0124	TMEM129	1167.5063
TMEM130	16.9364	TMEM130	87.7414
TMEM131	1772.676	TMEM131	1180.5206
TMEM132A	1532.9319	TMEM132A	358.9421
TMEM132B	5.6455	TMEM132B	7.1369
TMEM132C	53.0674	TMEM132C	851.3854
removed	removed	TMEM132E	5.8774
TMEM133	26.3455	TMEM133	112.0907
TMEM134	711.3286	TMEM134	543.6608
TMEM135	1539.7064	TMEM135	559.6138
TMEM136	140.3839	TMEM136	197.733
TMEM138	525.781	TMEM138	658.2704
TMEM139	989.0854	TMEM139	659.11
TMEM140	494.332	TMEM140	1287.6868
TMEM141	3749.7177	TMEM141	1021.8304
TMEM143	103.5002	TMEM143	175.063
TMEM144	570.5683	TMEM144	533.5852
TMEM145	6.0218	removed	removed
TMEM147	1908.9198	TMEM147	1211.1671
TMEM149	142.548	TMEM149	92.3636
TMEM14A	960.4817	TMEM14A	486.5659
TMEM14B	1000.3764	TMEM14B	900.084
TMEM14C	2882.198	TMEM14C	2437.4475
TMEM150A	473.4663	TMEM150A	419.3955
removed	removed	TMEM150B	6.2972
TMEM150C	2232.9695	TMEM150C	418.5558
TMEM151B	6.3982	TMEM151B	18.4551
TMEM154	48.551	TMEM154	89.0008
TMEM156	23.3346	TMEM156	51.2175
TMEM158	56.831	TMEM158	98.6566
TMEM159	1044.411	TMEM159	1255.6675
TMEM160	196.8385	TMEM160	75.9866
TMEM161A	571.6974	TMEM161A	457.5987
TMEM161B	306.7369	TMEM161B	118.8077
TMEM163	18.8182	TMEM163	44.5004
TMEM164	5581.8592	TMEM164	1019.3115
TMEM165	1216.4095	TMEM165	744.3325
TMEM167A	2572.0738	TMEM167A	1303.9463
TMEM167B	1662.7776	TMEM167B	1328.2955
TMEM168	879.9398	TMEM168	585.2225
TMEM169	7.9037	TMEM169	26.4484
TMEM170A	185.924	TMEM170A	426.5323
TMEM170B	63.6056	TMEM170B	258.6062
TMEM173	1869.0252	TMEM173	891.6877
TMEM175	369.9661	TMEM175	460.5374
TMEM176A	151.6748	TMEM176A	717.0445
TMEM176B	466.3154	TMEM176B	1907.6406
TMEM177	238.615	TMEM177	165.4072
TMEM178	18.4419	TMEM178	195.6339
TMEM179B	1610.4629	TMEM179B	1311.0831
TMEM17	68.4983	TMEM17	80.1847
TMEM180	52.3146	TMEM180	81.4442
TMEM181	476.1009	TMEM181	725.021
TMEM182	94.8438	TMEM182	95.7179
TMEM183A	913.8126	TMEM183A	1253.1486
TMEM184A	483.1878	TMEM184A	234.1604
TMEM184B	2008.5284	TMEM184B	1634.5424
TMEM184C	659.7667	TMEM184C	520.5709
TMEM185A	805.0433	TMEM185A	693.115
TMEM185B	1088.822	TMEM185B	399.2443
TMEM186	403.4626	TMEM186	304.3661
TMEM187	258.9387	TMEM187	393.3669
TMEM188	166.353	TMEM188	238.8749
TMEM189	637.5612	TMEM189	807.3048
TMEM18	436.5826	TMEM18	1084.3829
TMEM191A	15.8073	TMEM191A	12.1746
TMEM192	788.1069	TMEM192	527.288
TMEM194A	583.7411	TMEM194A	375.3149
TMEM194B	85.0583	TMEM194B	133.0814
removed	removed	TMEM195	8.8161
TMEM198	52.691	TMEM198	76.4064
TMEM199	822.7324	TMEM199	463.8959
TMEM19	992.0963	TMEM19	540.7221
TMEM200A	100.1129	TMEM200A	110.8312
TMEM200B	74.6255	TMEM200B	299.7691
TMEM200C	5.6455	TMEM200C	61.7128
TMEM201	145.653	TMEM201	297.649
TMEM203	1148.2875	TMEM203	1025.1889
TMEM204	199.4731	TMEM204	644.8363
TMEM205	4872.7889	TMEM205	1539.4626
TMEM206	187.8058	TMEM206	119.6474
TMEM208	586.3756	TMEM208	565.4912
TMEM209	888.9725	TMEM209	296.3896
TMEM20	50.8092	TMEM20	47.4391
removed	removed	TMEM213	13.4341
TMEM214	3711.3286	TMEM214	2604.534
TMEM216	358.2988	TMEM216	405.5416
TMEM217	21.1404	TMEM217	20.2729
TMEM218	140.7603	TMEM218	497.9009
TMEM219	2984.1927	TMEM219	2711.5869
TMEM220	28.9801	TMEM220	345.0882
TMEM222	595.7847	TMEM222	1101.1755
TMEM223	617.2375	TMEM223	387.4895
TMEM229B	1824.6142	TMEM229B	275.8186
TMEM22	28.6037	TMEM22	223.3417
TMEM231	60.5947	TMEM231	341.2888
TMEM232	12.7964	TMEM232	14.2737
TMEM233	5.6455	TMEM233	9.6558
TMEM25	884.8325	TMEM25	1234.6767
TMEM26	215.0772	TMEM26	264.3199
TMEM27	7.1509	TMEM27	35.6843
TMEM2	2399.3225	TMEM2	1361.0411
TMEM30A	4350.7715	TMEM30A	3024.7691
TMEM30B	3031.6146	TMEM30B	976.9102
TMEM33	1784.7196	TMEM33	965.5751
removed	removed	TMEM35	28.5474
TMEM37	165.6003	TMEM37	2675.4828
TMEM38A	93.3384	TMEM38A	48.2788
TMEM38B	139.6312	TMEM38B	60.8732
TMEM39A	587.1283	TMEM39A	479.8489
TMEM39B	228.0768	TMEM39B	393.3669
TMEM40	618.3666	TMEM40	103.6944
TMEM41A	757.6214	TMEM41A	586.9018
TMEM41B	1311.2533	TMEM41B	373.6356
TMEM42	145.653	TMEM42	309.4039
TMEM43	1399.6989	TMEM43	4098.6566
TMEM44	225.8186	TMEM44	264.9034
TMEM45A	1342.8679	TMEM45A	415.6171
TMEM45B	2250.2823	TMEM45B	180.9404
TMEM47	240.8732	TMEM47	855.5835
TMEM48	774.1814	TMEM48	204.45
TMEM49	2450.8845	TMEM49	1550.3778
TMEM50A	2386.1498	TMEM50A	2733.8371
TMEM50B	1614.2266	TMEM50B	1266.5827
TMEM51	153.933	TMEM51	328.2955
TMEM52	42.5292	TMEM52	39.4626
TMEM53	434.0346	TMEM53	250.9614
TMEM54	1468.5736	TMEM54	843.4089
TMEM55A	334.9642	TMEM55A	177.162
TMEM55B	531.0501	TMEM55B	613.7699
TMEM56	184.0158	TMEM56	140.2183
TMEM57	1242.3786	TMEM57	784.2149
TMEM59L	6.0218	TMEM59L	15.953
TMEM59	11244.2604	TMEM59	8202.7708
TMEM5	568.3101	TMEM5	390.848
TMEM60	430.5608	TMEM60	439.5466
TMEM61	41.4001	TMEM61	60.8732
TMEM62	1011.2909	TMEM62	467.6742
TMEM63A	1595.7847	TMEM63A	1099.0764
TMEM63B	2765.525	TMEM63B	751.0495
TMEM63C	2063.2292	TMEM63C	130.1427
TMEM64	177.2676	TMEM64	823.2578
TMEM65	284.9078	TMEM65	169.6054
TMEM66	22252.1641	TMEM66	8735.5164
TMEM67	269.4769	TMEM67	111.6709
TMEM68	357.5461	TMEM68	350.1259
TMEM69	691.0049	TMEM69	593.199
TMEM70	552.5028	TMEM70	452.9807
TMEM71	12.42	TMEM71	53.3165
removed	removed	TMEM74	8.8161
TMEM79	273.2405	TMEM79	225.4408
TMEM80	352.8528	TMEM80	471.1083
TMEM81	26.7219	TMEM81	68.0101
TMEM84	30.4855	TMEM84	140.6381
TMEM85	1878.3515	TMEM85	1780.4282
TMEM86A	1241.9834	TMEM86A	272.33
TMEM86B	18.8182	TMEM86B	53.3165
TMEM87A	2872.4125	TMEM87A	2419.8153
TMEM87B	1937.1472	TMEM87B	774.1394
TMEM88	13.1728	TMEM88	163.728
TMEM8A	1578.0956	TMEM8A	592.3594
TMEM8B	847.1961	TMEM8B	631.822
removed	removed	TMEM90A	10.0756
TMEM90B	132.8566	TMEM90B	25.6087
TMEM91	54.9492	TMEM91	213.2662
TMEM93	450.7715	TMEM93	335.0462
TMEM97	686.4208	TMEM97	241.0789
TMEM98	360.1807	TMEM98	2070.529
TMEM99	962.7399	TMEM99	465.5751
TMEM9B	2109.1457	TMEM9B	1303.9463
TMEM9	2372.6007	TMEM9	2280.8564
TMF1	1297.7042	TMF1	569.2695
removed	removed	TMIE	30.2267
TMLHE	245.0132	TMLHE	214.9454
TMOD1	53.2029	TMOD1	619.7145
TMOD2	101.9947	TMOD2	484.8866
TMOD3	1142.2657	TMOD3	685.5584
TMPO	1530.685	TMPO	616.7968
TMPPE	29.3564	TMPPE	11.335
removed	removed	TMPRSS11A	10.4954
removed	removed	TMPRSS11D	8.8161
TMPRSS13	179.5258	TMPRSS13	256.927
TMPRSS2	1511.1027	TMPRSS2	464.3157
TMPRSS3	4464.0572	TMPRSS3	431.5701
TMPRSS4	88.0693	TMPRSS4	227.9597
removed	removed	TMPRSS5	10.0756
TMPRSS6	113.662	TMPRSS6	56.2552
TMSB10	10436.5826	TMSB10	20497.9009
TMSB15A	7.5273	TMSB15A	9.2359
TMSB15B	5.2691	TMSB15B	39.8825
TMSL3	25530.2973	TMSL3	30124.2653
TMTC1	117.802	TMTC1	1398.4047
TMTC2	152.0512	TMTC2	142.3174
TMTC3	1007.1509	TMTC3	425.2729
TMTC4	232.2168	TMTC4	241.8136
TMUB1	556.2665	TMUB1	563.8119
TMUB2	846.4434	TMUB2	899.6641
TMX1	1106.5111	TMX1	590.6801
TMX2	2339.1043	TMX2	1979.8489
TMX3	519.0064	TMX3	654.9118
TMX4	558.901	TMX4	774.979
TNC	1357.9225	TNC	6243.4929
TNFAIP1	1164.9266	TNFAIP1	1640.063
TNFAIP2	821.9797	TNFAIP2	1036.5239
TNFAIP3	253.2932	TNFAIP3	444.1646
TNFAIP6	105.7584	TNFAIP6	17.6322
TNFAIP8L1	188.1822	TNFAIP8L1	214.5256
TNFAIP8L2	89.5747	TNFAIP8L2	117.5483
TNFAIP8L3	289.0478	TNFAIP8L3	91.9395
TNFAIP8	303.3496	TNFAIP8	390.848
TNFRSF10A	300.7151	TNFRSF10A	53.7364
TNFRSF10B	851.3361	TNFRSF10B	691.4358
TNFRSF10C	416.6353	TNFRSF10C	56.2552
TNFRSF10D	16.56	TNFRSF10D	241.3938
TNFRSF11A	16.56	TNFRSF11A	40.7221
TNFRSF11B	21.0764	TNFRSF11B	36.1041
TNFRSF12A	2417.388	TNFRSF12A	677.162
TNFRSF13B	9.4091	TNFRSF13B	7.5567
TNFRSF14	958.5058	TNFRSF14	1113.665
TNFRSF17	118.9311	TNFRSF17	41.9815
TNFRSF18	62.4765	TNFRSF18	54.9958
TNFRSF19	91.4565	TNFRSF19	282.9555
TNFRSF1A	1625.5175	TNFRSF1A	2953.4005
TNFRSF1B	456.5299	TNFRSF1B	1127.204
TNFRSF21	2100.4893	TNFRSF21	1211.5869
TNFRSF25	15.0546	TNFRSF25	70.1092
TNFRSF4	46.6692	TNFRSF4	23.5097
TNFRSF6B	22.7512	TNFRSF6B	41.8976
TNFRSF8	10.1618	TNFRSF8	65.911
TNFRSF9	5.6455	removed	removed
TNFSF10	4331.577	TNFSF10	3468.5139
TNFSF11	16.9364	removed	removed
removed	removed	TNFSF12-TNFSF13	196.6877
TNFSF12	857.7343	TNFSF12	1422.0907
TNFSF13B	77.9074	TNFSF13B	23.9295
TNFSF13	2823.4851	TNFSF13	1112.5399
TNFSF15	6.0218	removed	removed
TNFSF4	68.1219	TNFSF4	19.3115
TNFSF8	33.1201	TNFSF8	20.5709
removed	removed	TNFSF9	9.2359
TNF	19.1946	TNF	46.1797
TNIK	18.0655	TNIK	154.0722
TNIP1	2687.994	TNIP1	4267.4223
TNIP2	569.0629	TNIP2	660.7893
TNK1	604.8175	TNK1	487.4055
TNK2	1004.0685	TNK2	1473.4131
TNKS1BP1	4817.0869	TNKS1BP1	6088.581
TNKS2	2702.2958	TNKS2	778.7573
TNKS	1180	TNKS	978.9127
removed	removed	TNMD	244.3325
removed	removed	TNNC2	36.1041
removed	removed	TNNI1	44.5004
TNNI2	10.9146	TNNI2	37.3636
removed	removed	TNNI3K	26.0831
TNNI3	349.6425	TNNI3	17.2124
TNNT1	4609.3338	TNNT1	141.0579
removed	removed	TNNT2	18.0521
removed	removed	TNNT3	216.2049
TNN	45.1637	TNN	369.4374
TNPO1	2719.6086	TNPO1	1193.9547
TNPO2	1418.5171	TNPO2	1826.6163
TNPO3	1084.682	TNPO3	851.3854
TNRC18	2980.4291	TNRC18	3032.3258
TNRC6A	920.9635	TNRC6A	1220.8228
TNRC6B	468.1972	TNRC6B	935.3484
TNRC6C	720.0715	TNRC6C	674.2443
TNS1	2963.869	TNS1	20585.2225
TNS3	3080.542	TNS3	3302.6868
TNS4	1675.9503	TNS4	3859.3619
TNXB	238.3139	TNXB	6841.4484
TOB1	4142.5894	TOB1	1744.3325
TOB2	958.9763	TOB2	2089.4207
TOE1	423.854	TOE1	305.1301
TOLLIP	1488.8973	TOLLIP	1746.0118
TOM1L1	2276.9778	TOM1L1	410.361
TOM1L2	2929.9962	TOM1L2	1869.0176
TOM1	845.6906	TOM1	1405.5416
TOMM20	6901.0162	TOMM20	5758.1864
TOMM22	940.1581	TOMM22	2044.5004
TOMM34	458.4117	TOMM34	738.8749
