gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
SPAG16	545.9022	SPAG16	351.4151
SPAG17	25.3254	SPAG17	15.0943
SPAG1	740.0633	SPAG1	203.7736
SPAG4	152.3039	SPAG4	31.6038
SPAG5	1740.109	SPAG5	162.2689
removed	removed	SPAG6	70.283
SPAG7	291.2416	SPAG7	606.6038
SPAG8	82.3074	SPAG8	25.9434
SPAG9	3046.0781	SPAG9	2516.9811
removed	removed	SPARCL1	12642.9245
SPARC	44311.6426	SPARC	21402.8302
SPAST	589.1664	SPAST	517.4528
removed	removed	SPATA12	5.6604
SPATA13	304.5164	SPATA13	768.8821
SPATA17	117.4815	SPATA17	16.9811
SPATA18	64.0169	SPATA18	535.8491
SPATA20	786.4931	SPATA20	1027.3585
SPATA24	34.4706	SPATA24	30.6604
SPATA2L	123.1094	SPATA2L	285.3774
SPATA2	611.6778	SPATA2	468.8679
SPATA5L1	154.4144	SPATA5L1	153.3019
SPATA5	220.8934	SPATA5	212.7358
SPATA6	92.1562	SPATA6	174.5283
SPATA7	167.077	SPATA7	191.9811
SPATA9	5.9796	SPATA9	9.4528
SPATS2L	867.7453	SPATS2L	1241.9811
SPATS2	743.5807	SPATS2	519.3396
SPC24	35.5259	removed	removed
SPC25	389.7292	SPC25	20.283
SPCS1	4533.2149	SPCS1	1357.033
SPCS2	1230.3904	SPCS2	494.3396
SPCS3	2139.6412	SPCS3	2546.2264
SPDEF	4122.4059	SPDEF	1581.1321
SPDYA	15.146	SPDYA	16.0094
SPDYC	98.8393	removed	removed
removed	removed	SPDYE1	9.1085
SPDYE3	91.0412	SPDYE3	68
SPDYE5	6.6831	SPDYE5	12.2642
SPDYE6	22.5114	SPDYE6	25.9434
SPDYE7P	5.9796	removed	removed
SPDYE8P	12.6627	SPDYE8P	16.5094
SPEF1	65.0721	SPEF1	12.7358
SPEF2	445.656	SPEF2	286.7925
SPEG	24.9736	SPEG	1045.7547
SPEN	1736.5459	SPEN	3475
removed	removed	SPESP1	18.8679
SPG11	1936.6866	SPG11	2040.0943
SPG20	684.4882	SPG20	1772.1698
SPG21	1951.4597	SPG21	1233.0189
SPG7	571.2276	SPG7	1093.3962
SPHAR	100.3236	SPHAR	128.8632
SPHK1	249.6764	SPHK1	617.5425
SPHK2	267.3268	SPHK2	189.1509
removed	removed	SPHKAP	81.6038
SPI1	347.5202	SPI1	237.7358
removed	removed	SPIB	5.1887
SPIN1	1962.3637	SPIN1	3253.7736
removed	removed	SPIN2A	8.9623
SPIN2B	84.2912	SPIN2B	85.2028
SPIN3	532.5361	SPIN3	325.4717
SPIN4	456.9117	SPIN4	218.3962
SPINK1	8.4418	SPINK1	19.8113
SPINK2	7.0348	removed	removed
SPINK5	24.2701	SPINK5	24.0566
SPINK8	20.0492	removed	removed
removed	removed	SPINLW1	12.2642
SPINT1	3277.8755	SPINT1	3344.3396
SPINT2	7059.4442	SPINT2	6438.6792
SPIRE1	998.2413	SPIRE1	741.5094
SPIRE2	149.49	SPIRE2	76.8868
SPNS1	1159.7854	SPNS1	506.217
SPNS2	161.407	SPNS2	612.4151
removed	removed	SPNS3	7.5472
SPN	75.9761	SPN	177.8302
SPOCD1	87.9353	SPOCD1	8.4906
SPOCK1	749.2086	SPOCK1	323.1132
SPOCK2	266.9715	SPOCK2	331.2028
removed	removed	SPOCK3	21.2264
SPON1	882.8702	SPON1	750.4717
SPON2	288.4277	SPON2	511.3208
SPOPL	2821.6673	SPOPL	1242.9245
SPOP	2464.2983	SPOP	1313.6792
SPP1	14408.7232	SPP1	466.9811
SPPL2A	792.121	SPPL2A	647.6415
SPPL2B	455.8565	SPPL2B	610.3774
SPPL3	1306.3665	SPPL3	1399.0566
SPRED1	561.7306	SPRED1	1313.2075
SPRED2	1420.6824	SPRED2	1257.0755
SPRN	25.6771	SPRN	54.2453
removed	removed	SPRR2A	7.0755
SPRY1	344.3546	SPRY1	1726.8868
SPRY2	56.9821	SPRY2	961.7925
SPRY3	14.7731	SPRY3	104.717
SPRY4	606.0499	SPRY4	466.0377
SPRYD3	957.7911	SPRYD3	1551.4151
SPRYD4	434.752	SPRYD4	360.8491
SPR	1606.0499	SPR	418.8679
SPSB1	466.7605	SPSB1	795.7547
SPSB2	130.496	SPSB2	133.0189
SPSB3	483.9958	SPSB3	638.2075
SPSB4	8.4418	SPSB4	11.3208
removed	removed	SPTA1	5.1887
SPTAN1	4359.8312	SPTAN1	8774.0566
SPTBN1	3215.6173	SPTBN1	13961.7925
SPTBN2	1370.7351	SPTBN2	967.4528
SPTBN4	79.1418	SPTBN4	62.7358
SPTBN5	25.3254	SPTBN5	195.467
SPTB	26.3806	SPTB	192.9245
SPTLC1	1916.2856	SPTLC1	1679.717
SPTLC2	2836.7921	SPTLC2	1994.3396
SPTLC3	556.8062	SPTLC3	357.0755
SPTY2D1	2746.2188	SPTY2D1	1278.9434
SQLE	3060.4995	SQLE	641.5094
SQRDL	2887.0911	SQRDL	1075
SQSTM1	15259.3071	SQSTM1	6722.7028
SR140	2993.3169	SR140	2588.2075
SRA1	666.9012	SRA1	497.6415
SRBD1	503.3415	SRBD1	404.717
SRCAP	3968.3433	SRCAP	4256.1321
SRCIN1	361.2381	SRCIN1	229.2453
SRCRB4D	33.433	SRCRB4D	30.1887
SRC	298.98	SRC	925
SRD5A1	314.1048	SRD5A1	148.1132
SRD5A3	530.7562	SRD5A3	421.217
SREBF1	15553.2888	SREBF1	2547.6415
removed	removed	SREBF2	3598.1132
SRFBP1	555.751	SRFBP1	297.1698
SRF	1220.1899	SRF	3869.8113
SRGAP1	96.3771	SRGAP1	509.9057
SRGAP2	1553.6405	SRGAP2	692.4528
SRGAP3	163.9114	SRGAP3	308.9623
SRGN	1660.5698	SRGN	1321.6981
SRI	1252.1984	SRI	1457.5472
SRL	5.9796	SRL	33.0189
SRMS	25.3254	removed	removed
SRM	794.5832	SRM	615.566
SRP14	4008.4418	SRP14	3171.6981
SRP19	1001.9768	SRP19	670.0896
SRP54	2374.956	SRP54	1161.3208
SRP68	2198.0302	SRP68	1862.7358
SRP72	2385.86	SRP72	2820.7547
SRP9	9746.0429	SRP9	3229.2453
SRPK1	2546.6057	SRPK1	1110.8491
SRPK2	1656.7007	SRPK2	1062.2642
removed	removed	SRPK3	16.75
SRPRB	2312.3461	SRPRB	1083.4906
SRPR	4925.7826	SRPR	4164.1509
SRPX2	270.4889	SRPX2	260.8491
SRPX	152.3039	SRPX	718.3962
SRRD	437.566	SRRD	277.3585
SRRM1	1778.7548	SRRM1	2273.5849
SRRM2	12359.4794	SRRM2	18499.5236
SRRM3	24.2701	SRRM3	45.7547
SRRM5	24.5304	SRRM5	21.4906
SRRT	1645.7967	SRRT	1538.6792
SRR	545.7334	SRR	294.5236
SRXN1	2985.5786	SRXN1	692.4528
SS18L1	602.5325	SS18L1	541.5094
SS18L2	483.2923	SS18L2	251.8868
SS18	1851.917	SS18	2302.8302
SSBP1	1425.9585	SSBP1	786.7925
SSBP2	1180.4432	SSBP2	869.8113
SSBP3	370.7351	SSBP3	678.3019
SSBP4	304.6078	SSBP4	319.8113
SSB	3382.4903	SSB	1766.1415
SSC5D	376.7147	SSC5D	429.717
SSFA2	1423.4963	SSFA2	3265.0943
SSH1	846.6409	SSH1	1226.4151
SSH2	466.4087	SSH2	506.6038
SSH3	1043.2642	SSH3	1098.1132
SSNA1	1102.3567	SSNA1	494.3396
SSPN	410.1301	SSPN	2063.6792
SSPO	13.3662	SSPO	27.8302
SSR1	3006.3313	SSR1	3732.5472
SSR2	6263.4541	SSR2	4725
SSR3	5667.9564	SSR3	4534.9057
SSR4	2230.3904	SSR4	1776.4151
SSRP1	6252.5501	SSRP1	2975
SSSCA1	584.9455	SSSCA1	255.6604
SSTR1	7.3866	SSTR1	23.1132
SSTR2	336.2645	SSTR2	37.2642
SSU72	1454.0978	SSU72	2010.8491
SSX1	2513.8938	removed	removed
SSX2IP	707.3514	SSX2IP	455.6604
SSX2	1311.2909	removed	removed
SSX3	1004.2209	removed	removed
ST13	8175.8706	ST13	6134.434
ST14	1996.4826	ST14	2544.8113
removed	removed	ST18	7.0755
ST20	11.5617	ST20	33.5849
ST3GAL1	2991.91	ST3GAL1	1239.1509
ST3GAL2	163.9114	ST3GAL2	343.8679
ST3GAL3	96.0253	ST3GAL3	242.4528
ST3GAL4	466.7605	ST3GAL4	491.5094
ST3GAL5	173.0566	ST3GAL5	317.4528
ST3GAL6	66.4791	ST3GAL6	207.0755
ST5	493.4928	ST5	2535.3774
ST6GAL1	1231.4457	ST6GAL1	1905.6604
ST6GAL2	128.7372	ST6GAL2	125.9434
removed	removed	ST6GALNAC1	37.7358
ST6GALNAC2	671.4738	ST6GALNAC2	865.566
ST6GALNAC3	12.3109	ST6GALNAC3	132.5472
ST6GALNAC4	831.516	ST6GALNAC4	271.2264
ST6GALNAC5	193.1059	ST6GALNAC5	399.0566
ST6GALNAC6	703.1305	ST6GALNAC6	1465.0943
ST7L	163.9114	ST7L	258.4906
ST7OT1	9.8628	ST7OT1	85.1226
ST7	311.9662	ST7	540.7972
ST8SIA1	34.1189	ST8SIA1	256.1321
ST8SIA2	20.7527	ST8SIA2	87.2642
ST8SIA4	234.6113	ST8SIA4	164.6226
ST8SIA6	135.0686	ST8SIA6	131.6038
STAB1	436.8836	STAB1	1473.3962
removed	removed	STAB2	241.0377
removed	removed	STAC2	4856.1321
STAC3	54.0872	STAC3	18.3962
STAC	7.3866	STAC	171.2264
removed	removed	STAG1	1237.0613
STAG2	1992.9652	STAG2	3733.4906
STAG3L1	59.0011	STAG3L1	98.1132
STAG3L2	22.1597	STAG3L2	113.2075
STAG3L3	146.6057	STAG3L3	214.4245
STAG3L4	145.6208	STAG3L4	129.717
STAG3	17.4464	STAG3	24.9009
STAM2	1174.4636	STAM2	1008.4906
STAMBPL1	41.1537	STAMBPL1	81.1321
STAMBP	1063.6651	STAMBP	666.5094
STAM	697.5026	STAM	539.1509
STAP1	20.401	removed	removed
STAP2	1339.0784	STAP2	372.1698
STARD10	3467.1122	STARD10	1222.6415
STARD13	329.2297	STARD13	818.3962
STARD3NL	492.4376	STARD3NL	654.717
STARD3	11795.9902	STARD3	695.283
STARD4	134.3651	STARD4	44.8113
STARD5	117.8333	STARD5	90.0943
STARD7	3126.2399	STARD7	3098.1415
STARD8	132.2547	STARD8	286.7925
removed	removed	STAR	12.7358
STAT1	12258.178	STAT1	4081.1321
STAT2	1988.0408	STAT2	2317.4528
STAT3	7906.4369	STAT3	7201.8868
STAT4	25.6771	STAT4	68.3962
STAT5A	376.363	STAT5A	1745.283
STAT5B	1344.7063	STAT5B	2935.8491
STAT6	849.8065	STAT6	4257.0755
STAU1	4675.6947	STAU1	2892.4528
STAU2	1322.8983	STAU2	643.3962
STBD1	387.3021	STBD1	853.0896
STC1	1190.2919	STC1	1240.566
STC2	4425.9585	STC2	13238.6792
STEAP1	347.872	STEAP1	243.3962
STEAP2	942.6662	STEAP2	912.2642
STEAP3	1906.7886	STEAP3	1781.1321
STEAP4	175.5188	STEAP4	1487.2642
STIL	629.6166	STIL	125
STIM1	608.8639	STIM1	1896.2264
STIM2	281.3929	STIM2	876.8868
STIP1	7904.3264	STIP1	1933.0189
STK10	551.8818	STK10	587.2642
STK11IP	496.3067	STK11IP	358.4906
STK11	526.9082	STK11	641.0377
STK16	706.9996	STK16	556.1321
STK17A	354.2033	STK17A	1304.717
STK17B	688.0056	STK17B	958.4906
STK19	449.2649	STK19	311.3113
STK24	1668.3081	STK24	3161.7925
STK25	1256.0675	STK25	1319.3396
removed	removed	STK32A	6.1321
STK32B	296.5178	STK32B	149.5283
STK32C	170.5944	STK32C	45.7547
removed	removed	STK33	6.6038
STK35	2112.2054	STK35	1132.0755
STK36	457.2635	STK36	538.2075
STK38L	894.8294	STK38L	1782.0755
STK38	1246.5705	STK38	1396.6981
STK39	725.2902	STK39	591.9811
STK3	1239.8874	STK3	696.2264
STK40	633.8375	STK40	1795.283
STK4	1558.5649	STK4	925.9434
removed	removed	STL	11.3491
STMN1	5327.471	STMN1	1924.0566
STMN2	18.994	STMN2	34.9057
STMN3	2170.5944	STMN3	500.4717
STOML1	187.1263	STOML1	162.2642
STOML2	1199.789	STOML2	1284.9057
STOM	6358.0725	STOM	6468.3962
STON1-GTF2A1L	24.3159	STON1-GTF2A1L	33.934
STON1	154.0907	STON1	491.6415
STON2	109.3915	STON2	314.6226
STOX1	28.1393	STOX1	202.3585
removed	removed	STOX2	76.4151
STRA13	567.7102	STRA13	310.3774
STRA6	46.4298	STRA6	53.7736
STRADA	588.1112	STRADA	494.8113
STRADB	123.8129	STRADB	278.3019
STRAP	2405.2058	STRAP	2082.5472
STRBP	1845.9374	STRBP	749.0566
STRC	118.2378	STRC	22.1698
STRN3	876.8906	STRN3	742.4528
STRN4	1462.1878	STRN4	1476.4151
STRN	504.3968	STRN	591.5094
STS	768.5543	STS	643.3962
STT3A	6234.6113	STT3A	3413.6792
STT3B	4406.261	STT3B	2230.6604
STUB1	1004.4073	STUB1	987
STX10	212.4516	STX10	253.3019
STX11	74.2174	STX11	258.9623
STX12	1239.5357	STX12	1830.6604
STX16	1801.2663	STX16	1992.4528
STX17	1190.2919	STX17	1189.1509
STX18	346.8167	STX18	388.2075
STX19	7.3866	STX19	33.4906
STX1A	47.4639	STX1A	58.0189
STX1B	24.2701	STX1B	44.8113
STX2	280.6894	STX2	226.4151
STX3	2054.8716	STX3	710.8491
STX4	601.1256	STX4	566.0377
STX5	1668.6599	STX5	1061.3208
STX6	1811.3964	STX6	1011.0802
STX7	1042.2089	STX7	1539.6226
STX8	212.4516	STX8	292.9245
STXBP1	766.4439	STXBP1	858.9623
STXBP2	1142.1034	STXBP2	963.6792
STXBP3	741.1185	STXBP3	1043.8679
STXBP4	316.567	STXBP4	157.5472
STXBP5	287.3725	STXBP5	798.1132
STXBP6	13.3662	STXBP6	35.3774
STYK1	10.2005	STYK1	88.2075
STYXL1	413.9993	STYXL1	399.5283
STYX	464.65	STYX	511.3208
SUB1	1764.3335	SUB1	4117.9245
SUCLA2	605.4203	SUCLA2	820.3774
SUCLG1	1510.0246	SUCLG1	1432.0755
SUCLG2	2457.9669	SUCLG2	1226.8868
SUCNR1	12.6627	SUCNR1	7.0755
SUDS3	1612.3813	SUDS3	1568.8679
SUFU	609.9191	SUFU	711.7925
SUGT1L1	20.9954	SUGT1L1	51.5613
removed	removed	SUGT1P1	8.9623
SUGT1	477.6644	SUGT1	411.3208
SULF1	9372.1421	SULF1	2127.3585
SULF2	2478.3679	SULF2	2703.3019
SULT1A1	371.0869	SULT1A1	477.8302
SULT1A2	35.5259	SULT1A2	33.4906
SULT1A3	461.2346	SULT1A3	545.9623
SULT1C2	6.6831	removed	removed
removed	removed	SULT1C3	5.1887
SULT1C4	8.09	SULT1C4	85.3774
SULT2B1	291.9451	SULT2B1	236.7925
SULT4A1	13.7179	SULT4A1	11.7925
SUMF1	1210.3412	SUMF1	1059.9057
SUMF2	7605.6982	SUMF2	2591.5094
SUMO1P3	192.0507	SUMO1P3	96.2264
SUMO1	2769.2578	SUMO1	1602.8302
SUMO2	3946.1836	SUMO2	2462.2642
SUMO3	1871.2628	SUMO3	2192.4528
SUN1	1722.4763	SUN1	3517.4528
SUN2	2837.4956	SUN2	7261.7925
SUOX	526.9082	SUOX	729.2453
SUPT16H	2794.9349	SUPT16H	3175
SUPT3H	51.0025	SUPT3H	87.7358
SUPT4H1	1376.6514	SUPT4H1	1073
SUPT5H	2122.4059	SUPT5H	2971.6981
SUPT6H	2763.63	SUPT6H	3100
SUPT7L	640.8723	SUPT7L	953.7736
SUPV3L1	595.146	SUPV3L1	545.283
SURF1	979.599	SURF1	593.3962
SURF2	259.9367	SURF2	158.4906
SURF4	5919.803	SURF4	4208.4906
SURF6	614.4917	SURF6	598.5849
SUSD1	120.9989	SUSD1	156.6038
SUSD2	2718.2554	SUSD2	1359.434
SUSD3	117.8333	SUSD3	391.5094
SUSD4	1408.7232	SUSD4	305.1887
SUSD5	32.3602	SUSD5	62.2642
SUV39H1	296.5178	SUV39H1	224.5283
SUV39H2	421.7376	SUV39H2	167.4528
SUV420H1	1113.6124	SUV420H1	1446.6981
SUV420H2	201.5477	SUV420H2	145.7547
SUZ12P	346.8167	SUZ12P	159.9057
SUZ12	9244.1083	SUZ12	986.3208
SV2A	48.5403	SV2A	189.6226
SV2B	10.904	SV2B	119.8113
SVEP1	368.5192	SVEP1	3991.717
SVIL	1571.7446	SVIL	4623.3726
SVIP	527.9634	SVIP	321.6981
SVOPL	5.2761	SVOPL	18.3962
SWAP70	1190.9954	SWAP70	2964.6226
SYAP1	2362.2934	SYAP1	1124.0566
SYBU	263.1024	SYBU	888.6792
SYCE2	163.2079	SYCE2	8.4906
removed	removed	SYCP1	5.6604
SYCP2	2850.51	SYCP2	492.9245
SYDE1	166.7253	SYDE1	315.0943
SYDE2	190.6437	SYDE2	202.8302
SYF2	1101.6532	SYF2	1006.1321
SYK	558.2132	SYK	651.4151
SYMPK	2045.0229	SYMPK	1758.9623
SYN1	6.3313	SYN1	10.8491
removed	removed	SYN2	82.0755
removed	removed	SYN3	8.9623
SYNCRIP	3325.3605	SYNCRIP	5304.2453
SYNC	138.1147	SYNC	312.5755
SYNE1	632.4305	SYNE1	2721.2264
SYNE2	1514.2455	SYNE2	6251.8868
SYNGAP1	298.98	SYNGAP1	478.7736
SYNGR1	621.4175	SYNGR1	1222.717
SYNGR2	3166.0218	SYNGR2	2838.2075
SYNGR3	64.0169	SYNGR3	6.1321
SYNGR4	15.8284	removed	removed
SYNJ1	360.5346	SYNJ1	454.2453
SYNJ2BP	993.6687	SYNJ2BP	1216.5094
SYNJ2	721.7728	SYNJ2	1365.566
SYNM	340.1337	SYNM	26282.5472
removed	removed	SYNPO2L	56.6038
SYNPO2	981.3577	SYNPO2	5302.8302
SYNPO	773.127	SYNPO	3024.5283
SYNRG	1156.5248	SYNRG	1243.8679
SYPL1	2864.9314	SYPL1	3221.2264
SYPL2	13.0144	SYPL2	30.1887
SYP	315.5118	SYP	29.2453
SYS1-DBNDD2	42.6943	SYS1-DBNDD2	33.6604
SYS1	1581.2205	SYS1	976.3962
SYT11	243.4049	SYT11	340.0943
SYT12	1206.8238	SYT12	963.6792
removed	removed	SYT13	48.1132
SYT15	34.4706	SYT15	198.1132
SYT17	124.8681	SYT17	61.7925
SYT1	520.2251	SYT1	140.0943
removed	removed	SYT2	31.6038
removed	removed	SYT3	10.3774
removed	removed	SYT6	19.8113
SYT7	2078.0865	SYT7	1497.6415
removed	removed	SYT8	210.3774
SYT9	49.5955	SYT9	41.5094
SYTL1	377.4182	SYTL1	430.1887
SYTL2	1357.7207	SYTL2	905.1887
SYTL3	179.0362	SYTL3	188.2075
SYTL4	364.4038	SYTL4	640.566
removed	removed	SYTL5	154.717
SYVN1	2177.6293	SYVN1	1440.566
TAB1	847.4534	TAB1	739.5472
TAB2	2475.554	TAB2	2874.5283
TAB3	938.0936	TAB3	937.7358
removed	removed	TAC1	35.3774
TACC1	5937.7418	TACC1	4481.6038
TACC2	1391.8396	TACC2	1370.283
TACC3	821.3155	TACC3	221.2264
TACO1	450.2286	TACO1	235.3774
TACR1	7.7383	TACR1	408.0189
TACR2	17.5871	TACR2	13.6792
TACSTD2	1642.631	TACSTD2	14708.0189
TADA1	503.3415	TADA1	308.0189
TADA2A	301.0904	TADA2A	226.8868
TADA2B	532.8878	TADA2B	1048.5849
TADA3	1429.0046	TADA3	1650.8821
TAF10	626.4509	TAF10	456.6038
TAF11	1015.1249	TAF11	581.1321
TAF12	614.14	TAF12	288.6792
TAF13	154.7661	TAF13	184.9057
TAF15	2730.5663	TAF15	2041.5094
TAF1A	141.3999	TAF1A	95.7547
TAF1B	378.8252	TAF1B	241.0377
TAF1C	271.1924	TAF1C	780.6604
TAF1D	1462.5642	TAF1D	634.533
TAF1L	27.4358	TAF1L	36.7925
TAF1	1047.1333	TAF1	1467.4528
TAF2	1492.4376	TAF2	891.9811
TAF3	355.6103	TAF3	194.3396
TAF4B	110.7985	TAF4B	297.6415
TAF4	715.4414	TAF4	325.9434
TAF5L	832.923	TAF5L	775
TAF5	142.1034	TAF5	88.2075
TAF6L	238.4805	TAF6L	192.4528
TAF6	1244.4847	TAF6	854.2453
TAF7	1135.4203	TAF7	2946.2264
TAF8	525.5012	TAF8	444.3396
TAF9B	2122.4059	TAF9B	757.0755
TAF9	2139.2895	TAF9	1064.6226
TAGAP	136.8273	TAGAP	276.8868
TAGLN2	14833.2747	TAGLN2	10110.8491
TAGLN	7425.3887	TAGLN	31933.0094
TAL1	22.1597	TAL1	229.717
TALDO1	2014.4214	TALDO1	1564.6226
TANC1	1141.0482	TANC1	1784.434
TANC2	837.1439	TANC2	900
TANK	799.1558	TANK	1966.0377
TAOK1	609.2156	TAOK1	759.9057
TAOK2	1354.555	TAOK2	1286.7925
TAOK3	1034.4706	TAOK3	1093.3962
TAP1	2780.8653	TAP1	1787.7358
TAP2	1502.9019	TAP2	1641.1179
TAPBPL	390.7985	TAPBPL	987.8491
TAPBP	4201.5477	TAPBP	3610.3774
TAPT1	548.0127	TAPT1	849.0566
TARBP1	607.1052	TARBP1	733.0189
TARBP2	292.2969	TARBP2	281.1321
TARDBP	3667.6046	TARDBP	3351.8868
removed	removed	TARP	12.2642
TARS2	988.7443	TARS2	391.5094
TARSL2	208.2307	TARSL2	285.3774
TARS	1926.8378	TARS	1473.5849
removed	removed	TAS1R1	12.7358
TAS1R3	7.3866	removed	removed
removed	removed	TAS2R14	10.6887
TAS2R20	8.7935	TAS2R20	12.2642
removed	removed	TAS2R4	7.0755
TAS2R5	6.3313	TAS2R5	10.8491
TASP1	282.7999	TASP1	293.3962
TATDN1	958.1428	TATDN1	399.5283
TATDN2	1212.8034	TATDN2	1429.717
TATDN3	525.5012	TATDN3	271.6981
TAT	5.9796	TAT	375.9434
TAX1BP1	2875.1319	TAX1BP1	3303.7736
TAX1BP3	1090.1055	TAX1BP3	1625.0425
TAZ	314.4566	TAZ	269.8113
TBC1D10A	456.3876	TBC1D10A	585.1698
TBC1D10B	1368.9764	TBC1D10B	955.6604
TBC1D10C	33.0637	TBC1D10C	51.8868
TBC1D12	278.579	TBC1D12	453.3019
TBC1D13	672.8808	TBC1D13	1066.0377
TBC1D14	1000	TBC1D14	2364.6226
TBC1D15	1122.0542	TBC1D15	1256.6038
TBC1D16	262.3989	TBC1D16	587.7358
TBC1D17	634.5656	TBC1D17	849.684
TBC1D19	72.4587	TBC1D19	114.6226
TBC1D1	662.6803	TBC1D1	1242.9245
TBC1D20	2164.6148	TBC1D20	1417.9245
TBC1D22A	412.9441	TBC1D22A	342.4528
TBC1D22B	502.937	TBC1D22B	484.5849
TBC1D23	1112.9089	TBC1D23	1021.6981
TBC1D24	362.6451	TBC1D24	497.8632
TBC1D25	217.7278	TBC1D25	498.1132
TBC1D2B	736.5459	TBC1D2B	1575
TBC1D2	344.0028	TBC1D2	500
TBC1D3B	73.8656	TBC1D3B	92.9245
removed	removed	TBC1D3C	18.3962
TBC1D3G	37.471	removed	removed
TBC1D3H	5.6279	TBC1D3H	12.7358
TBC1D3	432.1773	TBC1D3	301.5896
TBC1D4	418.5719	TBC1D4	2204.717
TBC1D5	1755.5399	TBC1D5	2038.2075
TBC1D7	460.3904	TBC1D7	115.0943
TBC1D8B	268.7302	TBC1D8B	341.9811
TBC1D8	643.6862	TBC1D8	976.4151
TBC1D9B	2776.6444	TBC1D9B	3249.5283
TBC1D9	3229.3352	TBC1D9	5656.6038
TBCA	1714.0345	TBCA	891.0377
TBCB	686.8097	TBCB	628.6179
TBCCD1	455.8565	TBCCD1	270.7547
TBCC	512.8386	TBCC	374.5283
TBCD	1109.2508	TBCD	1445.1085
TBCEL	423.1446	TBCEL	348.5849
TBCE	902.121	TBCE	293.0802
TBCK	352.0893	TBCK	450.717
TBK1	890.6085	TBK1	789.1509
TBKBP1	129.089	TBKBP1	203.3019
TBL1XR1	16986.2821	TBL1XR1	2763.2075
TBL1X	1717.2001	TBL1X	1102.8302
TBL2	901.8642	TBL2	614.1509
TBL3	1161.4492	TBL3	638.2075
TBPL1	174.8153	TBPL1	236.7925
TBP	304.6078	TBP	294.8113
TBRG1	805.4872	TBRG1	1019.8113
TBRG4	1041.8572	TBRG4	667.4528
TBX15	88.6388	TBX15	147.1698
TBX18	71.4034	TBX18	166.0377
TBX19	32.3707	TBX19	149.5283
TBX1	96.0253	TBX1	56.1321
TBX21	12.6627	TBX21	20.283
TBX2	71.0517	TBX2	145.283
TBX3	848.3996	TBX3	1616.0377
TBX5	50.6507	TBX5	62.2642
TBX6	55.9268	TBX6	38.6792
TBXA2R	24.2701	TBXA2R	27.3585
TBXAS1	194.5128	TBXAS1	264.1509
TC2N	4645.0932	TC2N	3816.5094
TCAM1P	180.7949	TCAM1P	62.2642
TCAP	88.6388	TCAP	5.6604
TCEA1	2350.6859	TCEA1	1235.3774
TCEA2	130.496	TCEA2	315.566
TCEA3	623.2853	TCEA3	810.8491
TCEAL1	1476.961	TCEAL1	475.4717
removed	removed	TCEAL2	95.7547
TCEAL3	1579.3176	TCEAL3	559.9057
TCEAL4	6000.3517	TCEAL4	2239.6226
TCEAL5	29.1945	TCEAL5	73.5849
TCEAL6	60.1477	TCEAL6	18.3962
TCEAL7	15.8284	TCEAL7	240.566
TCEAL8	912.0647	TCEAL8	941.0377
TCEANC	113.9641	TCEANC	42.9245
TCEB1	1278.9307	TCEB1	405.6604
TCEB2	1660.9216	TCEB2	923.5849
TCEB3	1337.1931	TCEB3	1396.25
TCERG1L	31.6567	TCERG1L	7.5472
TCERG1	1376.363	TCERG1	1098.5849
TCF12	1659.1629	TCF12	2057.5472
TCF15	5.9796	TCF15	11.7925
TCF19	1049.5955	TCF19	500.9434
TCF20	2238.4805	TCF20	1647.6415
TCF25	1129.089	TCF25	2273.1132
TCF3	925.0791	TCF3	941.9811
TCF4	3442.4903	TCF4	1993.8679
TCF7L1	311.6426	TCF7L1	1311.7925
TCF7L2	387.267	TCF7L2	1021.6981
TCF7	117.4815	TCF7	765.0943
TCFL5	756.5951	TCFL5	428.3019
TCHH	9.497	removed	removed
TCHP	229.3352	TCHP	368.8774
TCIRG1	402.0401	TCIRG1	518.3962
removed	removed	TCN1	926.4151
TCN2	455.5047	TCN2	983.0189
TCOF1	1166.3735	TCOF1	1001.8868
TCP10L	10.0528	TCP10L	16.5094
TCP11L1	343.1199	TCP11L1	218.3962
TCP11L2	148.083	TCP11L2	387.2642
TCP1	4909.0292	TCP1	3473.1038
TCTA	1587.0559	TCTA	906.1321
TCTE3	45.3746	TCTE3	40.0943
TCTEX1D1	11.6075	TCTEX1D1	10.8491
TCTEX1D2	189.9402	TCTEX1D2	67.9245
removed	removed	TCTEX1D4	9.9057
TCTN1	649.6658	TCTN1	676.8868
TCTN2	655.9972	TCTN2	699.5283
TCTN3	1498.0654	TCTN3	1259.9057
removed	removed	TDGF1	12.2642
TDG	744.9877	TDG	410.8491
TDO2	95.3218	removed	removed
TDP1	580.0211	TDP1	385.8491
TDP2	1155.4696	TDP2	719.8113
removed	removed	TDRD10	38.2075
removed	removed	TDRD12	19.8113
removed	removed	TDRD1	9.9057
TDRD3	231.7974	TDRD3	382.0755
TDRD5	13.0144	TDRD5	189.6226
TDRD6	5.6279	TDRD6	40.566
TDRD7	597.9599	TDRD7	425.9434
TDRD9	5.9796	TDRD9	40.566
TDRKH	1239.5357	TDRKH	291.5094
TEAD1	1391.8396	TEAD1	2454.717
TEAD2	534.2948	TEAD2	1051.8868
TEAD3	985.9304	TEAD3	1403.3019
TEAD4	302.8491	TEAD4	209.434
