gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
SLC29A2	286.8899	SLC29A2	229.5213
SLC29A3	269.7264	SLC29A3	182.1832
SLC29A4	82.1312	SLC29A4	119.6238
SLC2A10	2026.681	SLC2A10	1118.4614
SLC2A11	142.3297	SLC2A11	182.6059
SLC2A12	87.7311	SLC2A12	265.8776
SLC2A13	115.7303	SLC2A13	169.5023
SLC2A14	15.8663	SLC2A14	25.3619
SLC2A1	1425.6298	SLC2A1	1055.9019
SLC2A3	536.1861	SLC2A3	871.6052
SLC2A4RG	1635.6244	SLC2A4RG	701.6802
SLC2A4	43.8655	SLC2A4	319.1377
SLC2A5	34.5324	SLC2A5	32.1251
SLC2A6	182.462	SLC2A6	24.5165
SLC2A8	337.8579	SLC2A8	226.9893
SLC2A9	72.7981	SLC2A9	144.9857
SLC30A1	437.2554	SLC30A1	345.345
removed	removed	SLC30A2	5.0724
SLC30A4	78.398	SLC30A4	115.3968
SLC30A5	1189.9693	SLC30A5	1237.2398
SLC30A6	298.659	SLC30A6	322.5193
SLC30A7	893.6436	SLC30A7	740.1458
SLC30A8	10.7331	SLC30A8	165.698
SLC30A9	1427.4965	SLC30A9	1744.9012
SLC31A1	1329.0323	SLC31A1	1347.9869
SLC31A2	443.7885	SLC31A2	276.4451
SLC33A1	559.5189	SLC33A1	577.4067
SLC34A2	2786.8613	SLC34A2	3002.0078
SLC35A1	375.3163	SLC35A1	664.4827
SLC35A2	998.6409	SLC35A2	450.1744
SLC35A3	471.3212	SLC35A3	543.5908
SLC35A4	2310.407	SLC35A4	2272.4295
SLC35A5	573.5185	SLC35A5	700.4121
SLC35B1	691.1155	SLC35B1	645.0386
SLC35B2	1663.6237	SLC35B2	1269.3649
SLC35B3	508.1869	SLC35B3	381.6971
SLC35B4	309.392	SLC35B4	462.4326
SLC35C1	543.186	SLC35C1	385.9241
SLC35C2	1166.6365	SLC35C2	839.4801
SLC35D1	679.4491	SLC35D1	511.4657
SLC35D2	567.452	SLC35D2	478.9179
SLC35E1	2490.5357	SLC35E1	2309.2043
SLC35E2	2458.4812	SLC35E2	3011.1804
SLC35E2	74.0534	SLC35E2	68.1813
SLC35E3	247.7936	SLC35E3	235.0206
SLC35E4	66.7923	SLC35E4	44.8061
SLC35F1	9.7997	SLC35F1	21.1349
SLC35F2	876.844	SLC35F2	246.4335
SLC35F3	58.3318	SLC35F3	213.0403
SLC35F5	1043.9064	SLC35F5	711.4023
SLC36A1	314.5252	SLC36A1	271.3727
SLC36A4	88.1977	SLC36A4	153.017
SLC37A1	594.518	SLC37A1	426.0805
SLC37A2	148.3962	SLC37A2	92.1484
SLC37A3	714.4482	SLC37A3	1000.5284
SLC37A4	593.118	SLC37A4	441.2977
SLC38A10	2281.0077	SLC38A10	1542.0057
SLC38A1	7849.5972	SLC38A1	7541.7944
SLC38A2	3822.8346	SLC38A2	5186.9386
SLC38A3	20.5328	SLC38A3	81.1582
SLC38A4	30.7992	removed	removed
SLC38A5	290.7258	SLC38A5	103.9839
SLC38A6	171.2622	SLC38A6	114.5514
SLC38A7	169.3956	SLC38A7	170.7704
SLC38A9	153.0627	SLC38A9	157.6667
SLC39A10	622.5173	SLC39A10	827.6445
SLC39A11	1904.8841	SLC39A11	747.3317
SLC39A13	1002.8408	SLC39A13	530.0645
SLC39A14	1910.0173	SLC39A14	2798.6896
SLC39A1	6587.2965	SLC39A1	2069.1113
SLC39A2	11.6664	SLC39A2	13.1037
SLC39A3	724.248	SLC39A3	284.4764
SLC39A4	240.7938	SLC39A4	182.6059
SLC39A6	21864.6352	SLC39A6	13017.4363
SLC39A7	4082.7612	SLC39A7	1532.7063
SLC39A8	429.7889	SLC39A8	755.7857
SLC39A9	3029.9884	SLC39A9	2589.031
removed	removed	SLC3A1	10.9902
SLC3A2	3342.1803	SLC3A2	3442.8828
SLC40A1	6056.7102	SLC40A1	3923.9142
SLC41A1	669.1827	SLC41A1	907.1119
SLC41A2	297.259	SLC41A2	321.6739
SLC41A3	936.1092	SLC41A3	1082.532
SLC43A1	268.3264	SLC43A1	229.9482
SLC43A2	495.1205	SLC43A2	482.7222
SLC43A3	874.9774	SLC43A3	1938.1084
SLC44A1	5045.003	SLC44A1	2739.0891
SLC44A2	4485.4841	SLC44A2	5576.667
SLC44A3	336.458	SLC44A3	284.0537
SLC44A4	3990.8302	SLC44A4	671.6686
SLC44A5	23.3327	SLC44A5	22.403
SLC45A1	108.7305	SLC45A1	43.9607
SLC45A3	200.6615	SLC45A3	125.9643
SLC45A4	462.4547	SLC45A4	235.4433
SLC46A1	680.2378	SLC46A1	933.1502
SLC46A3	582.8516	SLC46A3	553.3129
SLC47A1	13.533	SLC47A1	59.1779
SLC47A2	11.1997	SLC47A2	13.9491
SLC48A1	1019.6403	SLC48A1	710.9796
removed	removed	SLC4A10	25.3619
SLC4A11	50.3987	SLC4A11	284.0537
SLC4A1AP	530.829	SLC4A1AP	501.3209
SLC4A2	1993.0165	SLC4A2	996.0224
SLC4A3	219.3277	SLC4A3	294.6212
SLC4A4	14.9329	SLC4A4	65.0956
SLC4A5	172.3962	SLC4A5	195.9336
SLC4A7	930.9759	SLC4A7	1332.347
SLC4A8	73.7314	SLC4A8	221.0715
SLC5A1	695.782	SLC5A1	558.3853
SLC5A3	566.052	SLC5A3	751.1783
removed	removed	SLC5A4	8.8767
SLC5A6	4117.555	SLC5A6	3428.5871
SLC5A8	678.9825	SLC5A8	160.2029
SLC5A9	5.1332	SLC5A9	19.4442
SLC6A10P	8.3998	SLC6A10P	12.2583
SLC6A11	7.9331	SLC6A11	15.6399
SLC6A12	16.7996	SLC6A12	7.1859
SLC6A14	301.4589	SLC6A14	586.7061
SLC6A15	5.1332	SLC6A15	10.1448
SLC6A16	9.7997	SLC6A16	48.6104
SLC6A17	8.8664	removed	removed
SLC6A1	9.7997	SLC6A1	8.8767
SLC6A20	13.0663	SLC6A20	7.1859
removed	removed	SLC6A2	21.9803
SLC6A4	2739.7292	SLC6A4	68.8999
SLC6A6	988.8411	SLC6A6	1625.7001
SLC6A8	914.643	SLC6A8	680.968
SLC6A9	218.0397	SLC6A9	128.3441
SLC7A10	10.2991	SLC7A10	96.3542
SLC7A11	40.599	SLC7A11	72.2815
removed	removed	SLC7A14	6.7632
SLC7A1	1153.1035	SLC7A1	2060.6573
SLC7A2	13143.7938	SLC7A2	9446.8984
SLC7A3	13.9996	SLC7A3	237.5568
SLC7A4	245.927	SLC7A4	38.4656
SLC7A5	637.4502	SLC7A5	784.1065
SLC7A6OS	117.1023	SLC7A6OS	117.0242
SLC7A6	540.8807	SLC7A6	729.6418
SLC7A7	352.7909	SLC7A7	233.7525
SLC7A8	4768.2768	SLC7A8	1518.7573
SLC8A1	156.7959	SLC8A1	227.8347
SLC9A1	2355.2058	SLC9A1	2115.6082
removed	removed	SLC9A2	27.0527
SLC9A3R1	3386.9792	SLC9A3R1	2394.1668
SLC9A3R2	1778.8874	SLC9A3R2	778.6114
SLC9A5	11.1997	SLC9A5	30.0116
SLC9A6	205.7947	SLC9A6	365.2119
SLC9A7	241.7271	SLC9A7	310.261
SLC9A8	499.7871	SLC9A8	664.9054
SLC9A9	172.6622	SLC9A9	196.9777
SLCO1A2	27.9993	SLCO1A2	178.3789
removed	removed	SLCO1C1	12.681
SLCO2A1	788.1796	SLCO2A1	735.9188
SLCO2B1	560.4522	SLCO2B1	1112.9663
SLCO3A1	426.0557	SLCO3A1	657.2968
SLCO4A1	23.3094	SLCO4A1	129.7686
removed	removed	SLCO4C1	6.7632
SLCO5A1	11.1997	SLCO5A1	10.5675
SLFN11	505.3869	SLFN11	784.5292
SLFN12L	6.0665	SLFN12L	31.7024
SLFN12	167.9957	SLFN12	180.4924
SLFN13	210.4612	SLFN13	760.8581
SLFN5	553.919	SLFN5	877.1003
SLIT1	5.5999	SLIT1	13.1037
SLIT2	394.7898	SLIT2	1172.9895
SLIT3	1171.3031	SLIT3	2343.4429
removed	removed	SLITRK2	24.0938
SLITRK4	53.1986	SLITRK4	30.857
removed	removed	SLITRK5	110.3244
SLITRK6	1632.8245	SLITRK6	342.3861
SLK	1323.8991	SLK	2848.5681
SLMAP	1234.7681	SLMAP	2364.1551
SLMO1	45.7322	SLMO1	30.4343
SLMO2	1178.3029	SLMO2	1202.5785
SLPI	336.458	SLPI	981.9296
SLTM	1515.6942	SLTM	2067.8432
SLU7	1099.4383	SLU7	1180.1754
SMAD1	1145.6371	SMAD1	710.5569
SMAD2	2178.3437	SMAD2	2564.0917
SMAD3	1248.7677	SMAD3	1697.9816
SMAD4	1450.3625	SMAD4	1969.0711
SMAD5	1215.6353	SMAD5	1681.4964
SMAD6	77.9313	SMAD6	29.1662
SMAD7	631.3837	SMAD7	732.9599
SMAD9	14.4663	SMAD9	35.5067
SMAGP	185.2619	SMAGP	241.7838
SMAP1	619.1153	SMAP1	659.5921
SMAP2	1505.8944	SMAP2	1354.7501
SMARCA1	944.5089	SMARCA1	1442.2488
SMARCA2	3491.0431	SMARCA2	5225.4042
SMARCA4	3519.5091	SMARCA4	2463.9121
SMARCA5	2484.7958	SMARCA5	3091.937
SMARCAD1	776.9799	SMARCAD1	1219.9091
SMARCAL1	789.1129	SMARCAL1	574.4478
SMARCB1	1724.7554	SMARCB1	1129.0288
SMARCC1	3878.8331	SMARCC1	4158.0894
SMARCC2	2888.1254	SMARCC2	2969.8827
SMARCD1	1454.5624	SMARCD1	1645.9896
SMARCD2	3553.1082	SMARCD2	2457.1489
SMARCD3	281.3927	SMARCD3	841.5936
SMARCE1	3232.0498	SMARCE1	2644.4045
SMC1A	2141.0114	SMC1A	2421.2195
removed	removed	SMC1B	9.7221
SMC2	515.6533	SMC2	638.6981
SMC3	1382.6976	SMC3	1868.3293
SMC4	1238.5013	SMC4	781.993
SMC5	657.5163	SMC5	1693.3319
SMC6	706.0484	SMC6	544.8589
SMCHD1	1058.8393	SMCHD1	1982.8807
SMCR7L	866.111	SMCR7L	1060.1289
SMCR7	289.3259	SMCR7	297.1573
SMCR8	706.2211	SMCR8	1269.7876
SMEK1	1256.2342	SMEK1	1851.4213
SMEK2	1889.0179	SMEK2	1711.9307
SMG1	2152.2111	SMG1	4173.7293
SMG5	2603.4661	SMG5	1646.4123
SMG6	971.5749	SMG6	1338.6875
SMG7	2399.0714	SMG7	2010.3561
removed	removed	SMN1	7.1183
SMN2	741.0149	SMN2	908.8703
SMNDC1	459.6548	SMNDC1	595.1601
SMOC1	25.666	SMOC1	157.6667
SMOC2	1876.8848	SMOC2	2281.3061
SMOX	151.1961	SMOX	264.6095
SMO	601.5178	SMO	604.4595
SMPD1	1110.638	SMPD1	697.8759
SMPD2	223.9942	SMPD2	179.2243
SMPD3	155.396	SMPD3	76.9312
SMPD4	1640.291	SMPD4	1650.6393
SMPDL3A	139.0631	SMPDL3A	208.8133
SMPDL3B	645.85	SMPDL3B	310.261
removed	removed	SMR3A	9.2994
removed	removed	SMR3B	144.563
SMS	1168.5031	SMS	1098.5945
removed	removed	SMTNL1	5.9178
SMTNL2	5.1332	removed	removed
SMTN	1084.972	SMTN	1620.6277
SMU1	1831.1527	SMU1	1807.8833
SMUG1	343.4578	SMUG1	278.9813
SMURF1	910.0278	SMURF1	1161.7119
SMURF2	357.9241	SMURF2	647.5748
SMYD1	34.0658	SMYD1	501.3209
SMYD2	916.043	SMYD2	612.4908
SMYD3	688.3156	SMYD3	196.555
SMYD4	163.7958	SMYD4	295.8893
SMYD5	747.114	SMYD5	770.5802
SNAI1	105.9306	SNAI1	51.992
SNAI2	771.8467	SNAI2	1553.8413
SNAI3	48.5321	SNAI3	24.0938
SNAP23	1666.4236	SNAP23	1160.7313
removed	removed	SNAP25	62.5594
SNAP29	1319.2326	SNAP29	829.3353
SNAP47	1114.1566	SNAP47	637.8696
SNAPC1	174.5288	SNAPC1	156.8213
SNAPC2	762.5136	SNAPC2	245.5881
SNAPC3	469.4545	SNAPC3	437.0707
SNAPC4	418.1225	SNAPC4	322.0966
SNAPC5	89.3037	SNAPC5	85.0301
SNAPIN	1078.9055	SNAPIN	478.0725
SNCAIP	955.242	SNCAIP	191.0599
SNCA	43.3989	SNCA	95.9527
SNCG	354.1909	SNCG	265.0322
SND1	5144.8671	SND1	4260.3825
SNED1	922.5762	SNED1	822.1494
SNF8	1052.7728	SNF8	438.7615
SNHG10	28.4659	SNHG10	94.2619
SNHG11	145.1296	SNHG11	135.475
SNHG12	92.8643	SNHG12	278.1359
SNHG1	330.9188	SNHG1	950.8021
SNHG3-RCC1	197.9596	SNHG3-RCC1	273.1016
SNHG3	30.7992	SNHG3	42.2699
SNHG4	6.1785	SNHG4	27.4078
SNHG5	2448.5367	SNHG5	2543.8022
SNHG6	636.9835	SNHG6	479.3406
SNHG7	142.1057	SNHG7	222.1748
SNHG8	990.2411	SNHG8	780.3022
SNHG9	34.9991	SNHG9	19.8668
SNIP1	332.2581	SNIP1	436.648
SNN	518.4533	SNN	745.6409
removed	removed	SNORA53	10.1448
SNORA7B	6.5845	removed	removed
SNORA8	107.2979	SNORA8	244.5694
removed	removed	SNORD116-20	20.7122
SNORD116-28	5.1145	SNORD116-28	53.3108
removed	removed	SNORD116-4	145.438
removed	removed	SNORD17	8.8767
SNORD1C	14.275	SNORD1C	27.2345
SNPH	74.1981	SNPH	101.8704
SNRK	1061.6392	SNRK	1408.8555
SNRNP200	5853.7154	SNRNP200	7591.6728
SNRNP25	730.3145	SNRNP25	226.1439
SNRNP27	321.525	SNRNP27	369.8616
SNRNP35	400.343	SNRNP35	184.9561
SNRNP40	1052.3061	SNRNP40	788.3335
SNRNP48	190.8617	SNRNP48	403.6775
SNRNP70	2488.669	SNRNP70	2324.4214
SNRPA1	374.7237	SNRPA1	269.6819
SNRPA	1002.3741	SNRPA	1087.6044
SNRPB2	837.1784	SNRPB2	734.228
SNRPB	2295.0074	SNRPB	1428.7224
SNRPC	1146.5704	SNRPC	822.5721
SNRPD1	850.2447	SNRPD1	687.3085
SNRPD2	3006.189	SNRPD2	1764.3453
SNRPD3	1919.3924	SNRPD3	1275.9675
SNRPE	1476.9618	SNRPE	586.2834
SNRPF	984.1746	SNRPF	549.0859
SNRPG	600.5845	SNRPG	389.7284
SNRPN	1237.9554	SNRPN	1620.2769
SNTA1	242.1937	SNTA1	274.3316
SNTB1	234.2606	SNTB1	445.5247
SNTB2	525.4531	SNTB2	1111.2755
SNTN	90.531	removed	removed
SNUPN	489.9873	SNUPN	346.6131
SNURF	34.6118	SNURF	33.3214
SNW1	1686.4898	SNW1	1232.1674
SNX10	240.7938	SNX10	131.0367
SNX11	481.5876	SNX11	469.1958
SNX12	283.726	SNX12	288.2807
SNX13	690.6488	SNX13	1212.3005
SNX14	861.9111	SNX14	1181.8662
SNX15	549.2525	SNX15	401.9867
SNX16	189.9284	SNX16	248.9697
SNX17	2562.8671	SNX17	2010.7788
SNX18	758.7804	SNX18	1118.8841
SNX19	1958.0827	SNX19	2220.0148
SNX1	3121.4527	SNX1	4472.5774
SNX20	40.1323	SNX20	16.908
SNX21	283.0214	SNX21	464.6518
SNX22	210.1812	SNX22	206.1503
SNX24	217.9277	SNX24	119.6238
SNX25	254.3268	SNX25	380.429
SNX27	1621.7461	SNX27	977.5209
SNX29	772.3134	SNX29	896.5444
SNX2	1666.8903	SNX2	1257.1066
SNX30	491.3873	SNX30	715.2066
SNX33	949.6421	SNX33	859.7696
SNX3	2090.146	SNX3	2449.5403
SNX4	687.3822	SNX4	785.3746
SNX5	1872.2183	SNX5	2061.5027
SNX6	1356.0983	SNX6	1295.1495
SNX7	619.7173	SNX7	412.9769
SNX8	319.6584	SNX8	276.4451
SNX9	1880.6181	SNX9	1910.1765
SOAT1	506.7869	SOAT1	471.3093
SOBP	126.9301	SOBP	317.0242
SOCS1	98.4641	SOCS1	59.1779
SOCS2	210.9279	SOCS2	856.8107
SOCS3	1217.9685	SOCS3	2042.4812
SOCS4	426.989	SOCS4	657.7195
SOCS5	624.3839	SOCS5	1591.0388
SOCS6	1065.3725	SOCS6	1335.3059
SOCS7	33.1325	SOCS7	131.0367
SOD1	4024.896	SOD1	1873.8244
SOD2	5061.8026	SOD2	11696.9249
SOD3	421.8558	SOD3	856.388
SOLH	1096.6383	SOLH	484.8357
SON	5324.9958	SON	10476.1703
SORBS1	1287.0334	SORBS1	3858.3959
SORBS2	1256.2342	SORBS2	2389.9398
SORBS3	2704.2635	SORBS3	2013.7377
SORCS1	32.6658	SORCS1	211.7722
SORCS2	386.39	SORCS2	181.3378
SORD	957.5753	SORD	448.9063
SORL1	3239.983	SORL1	2840.5368
SORT1	3505.0428	SORT1	3575.6103
SOS1	898.7768	SOS1	1648.1031
SOS2	981.8413	SOS2	1833.2453
SOSTDC1	55.5319	SOSTDC1	361.8303
SOX10	315.9252	SOX10	2243.6859
SOX11	42.4656	SOX11	26.2073
SOX12	1101.7715	SOX12	339.0045
SOX13	1069.5724	SOX13	939.6597
SOX15	9.3331	SOX15	60.4459
SOX17	94.7309	SOX17	242.2065
SOX18	203.4614	SOX18	124.2735
removed	removed	SOX21	5.4951
SOX4	4800.0093	SOX4	2976.2232
SOX5	12.133	SOX5	73.9723
SOX6	16.7996	SOX6	81.1582
SOX7	133.0246	SOX7	390.5738
SOX8	21.4661	SOX8	116.6649
SOX9	2547.9342	SOX9	3845.7149
SP100	1998.215	SP100	1789.2846
SP110	1198.369	SP110	560.4988
SP140L	126.4634	SP140L	328.8598
SP140	54.5986	SP140	8.454
SP1	3148.9853	SP1	4494.9805
SP2	645.85	SP2	992.9198
SP3	1894.6177	SP3	2628.7647
SP4	123.6635	SP4	310.6837
SP5	68.1316	removed	removed
SP6	344.8578	SP6	392.2646
SPA17	366.7905	SPA17	120.8919
SPAG16	86.7978	SPAG16	337.7364
SPAG17	9.3331	removed	removed
SPAG1	163.7958	SPAG1	235.0206
SPAG4	83.5312	SPAG4	12.2583
SPAG5	231.4607	SPAG5	89.6122
removed	removed	SPAG6	32.5478
SPAG7	574.9185	SPAG7	486.9492
SPAG8	37.799	SPAG8	17.7534
SPAG9	1351.8984	SPAG9	2636.3732
SPARCL1	10489.929	SPARCL1	20825.9537
SPARC	99114.1729	SPARC	21427.4543
SPAST	380.7902	SPAST	458.2056
SPATA12	6.0665	SPATA12	5.9178
SPATA13	354.2095	SPATA13	904.9477
SPATA17	180.5953	SPATA17	19.8668
SPATA18	608.9843	SPATA18	639.1208
removed	removed	SPATA1	9.3459
SPATA20	1056.9727	SPATA20	883.0181
SPATA24	23.7994	SPATA24	12.681
SPATA2L	281.3927	SPATA2L	201.6274
SPATA2	490.454	SPATA2	438.3388
SPATA4	31.2659	SPATA4	12.2583
SPATA5L1	171.7289	SPATA5L1	241.3611
SPATA5	129.2633	SPATA5	272.6408
SPATA6	142.7963	SPATA6	255.3102
SPATA7	233.794	SPATA7	189.3691
SPATA9	6.5332	removed	removed
SPATS1	5.5485	removed	removed
SPATS2L	3310.4478	SPATS2L	1423.65
SPATS2	763.4469	SPATS2	576.984
SPC24	10.7331	removed	removed
SPC25	59.7318	SPC25	25.3619
SPCS1	2471.5662	SPCS1	1719.5393
SPCS2	645.85	SPCS2	341.118
SPCS3	2254.8751	SPCS3	2401.7753
SPDEF	3740.7034	SPDEF	1001.3738
removed	removed	SPDYA	8.7795
removed	removed	SPDYE1	9.8531
SPDYE3	93.3356	SPDYE3	98.4762
removed	removed	SPDYE5	15.2172
SPDYE6	19.5995	SPDYE6	31.2797
SPDYE8P	20.0661	SPDYE8P	15.2172
SPEF1	175.9288	removed	removed
SPEF2	304.7255	SPEF2	292.9304
SPEG	121.7969	SPEG	552.4675
SPEN	1594.0922	SPEN	4025.3619
SPESP1	310.2087	SPESP1	121.285
SPG11	2267.4748	SPG11	2413.1882
SPG20	1126.5042	SPG20	1596.5339
SPG21	2184.8769	SPG21	1542.8511
SPG7	790.0463	SPG7	896.5444
SPHAR	86.2144	SPHAR	70.578
SPHK1	715.8622	SPHK1	335.1242
SPHK2	324.0263	SPHK2	170.7704
SPHKAP	15.8663	SPHKAP	177.9563
SPI1	422.7891	SPI1	180.4924
SPIB	22.3994	SPIB	10.9902
SPIN1	2460.2031	SPIN1	3260.6996
SPIN2A	6.0665	removed	removed
SPIN2B	73.7268	SPIN2B	50.3815
SPIN3	218.3944	SPIN3	280.2494
SPIN4	79.7979	SPIN4	129.3459
SPINK4	5.1332	removed	removed
SPINK5	5.1332	SPINK5	46.9196
SPINK8	7.4665	SPINK8	10.1448
SPINT1	4472.8845	SPINT1	3453.0276
SPINT2	9964.4759	SPINT2	5367.0083
SPIRE1	903.4433	SPIRE1	1131.565
SPIRE2	63.465	SPIRE2	51.1466
SPNS1	1213.3067	SPNS1	495.1199
SPNS2	302.7422	SPNS2	400.5791
SPNS3	17.2662	SPNS3	12.2583
SPN	191.795	SPN	144.1403
SPOCD1	174.9955	SPOCD1	22.8257
SPOCK1	1440.5628	SPOCK1	480.6087
SPOCK2	695.3154	SPOCK2	310.261
removed	removed	SPOCK3	6.7632
SPON1	2676.7309	SPON1	2269.0479
SPON2	2134.0115	SPON2	708.8661
SPOPL	953.842	SPOPL	946.0002
SPOP	1361.6982	SPOP	960.372
SPP1	1950.1496	SPP1	1970.6224
SPPL2A	764.8469	SPPL2A	672.9367
SPPL2B	759.7137	SPPL2B	631.0895
SPPL3	1451.7625	SPPL3	1422.3819
SPRED1	1601.5586	SPRED1	1555.9548
SPRED2	2676.7309	SPRED2	2314.6994
SPRN	73.7314	SPRN	54.5282
SPRY1	1358.4316	SPRY1	2780.9363
SPRY2	524.9864	SPRY2	1639.2265
SPRY3	29.8659	SPRY3	83.2717
SPRY4	1063.5059	SPRY4	1063.5105
SPRYD3	1399.0305	SPRYD3	1247.8072
SPRYD4	262.2599	SPRYD4	302.2297
SPR	1012.1739	SPR	423.967
SPSB1	1526.8939	SPSB1	728.3103
SPSB2	194.1283	SPSB2	64.2502
SPSB3	910.4431	SPSB3	421.0081
SPSB4	31.7325	SPSB4	23.6711
SPTAN1	7711.0008	SPTAN1	7439.5012
SPTBN1	4814.4756	SPTBN1	12065.5183
SPTBN2	323.3916	SPTBN2	904.153
SPTBN4	48.9987	SPTBN4	21.1349
SPTBN5	31.2659	SPTBN5	98.0662
SPTB	41.5323	SPTB	96.7981
SPTLC1	1680.4233	SPTLC1	1611.3283
SPTLC2	2550.7341	SPTLC2	1839.1631
SPTLC3	440.9886	SPTLC3	503.8571
SPTY2D1	757.3804	SPTY2D1	1016.2824
SQLE	1217.9685	SQLE	857.6561
SQRDL	2673.4643	SQRDL	1311.2121
SQSTM1	9871.3317	SQSTM1	4697.6265
SR140	1452.2292	SR140	2542.9568
SRA1	667.3161	SRA1	448.9063
SRBD1	451.255	SRBD1	452.2879
SRCAP	4546.1492	SRCAP	4027.8981
SRCIN1	507.2536	SRCIN1	337.7364
SRCRB4D	19.6322	SRCRB4D	30.4343
SRC	990.7077	SRC	772.271
SRD5A1	290.7258	SRD5A1	374.934
SRD5A2	30.3325	SRD5A2	9.7221
SRD5A3	701.3819	SRD5A3	420.9151
SREBF1	5356.2616	SREBF1	2961.006
SREBF2	2954.3903	SREBF2	3557.8569
SRFBP1	250.1269	SRFBP1	375.7794
SRF	2055.6136	SRF	2115.6082
SRGAP1	216.0611	SRGAP1	475.5363
SRGAP2	750.3806	SRGAP2	653.4925
SRGAP3	94.2642	SRGAP3	323.7874
SRGN	1109.7047	SRGN	1208.4962
SRI	1638.4243	SRI	1300.2219
SRL	14.9329	SRL	33.8159
SRMS	38.2657	SRMS	5.0724
SRM	1395.7639	SRM	1154.8135
SRP14	4389.8199	SRP14	3075.5574
SRP19	699.9819	SRP19	599.6449
SRP54	1161.0367	SRP54	990.3836
SRP68	1907.2174	SRP68	1808.306
SRP72	2791.9945	SRP72	3211.2438
SRP9	7363.8098	SRP9	2668.9211
SRPK1	1128.8375	SRPK1	1320.9342
SRPK2	1320.6326	SRPK2	986.1566
SRPK3	70.9175	SRPK3	18.1761
SRPRB	1546.0267	SRPRB	1017.859
SRPR	3608.6401	SRPR	3351.1571
SRPX2	808.2458	SRPX2	306.4567
SRPX	805.9125	SRPX	2100.391
SRRD	258.9933	SRRD	249.3924
SRRM1	1533.8937	SRRM1	2256.7896
SRRM2	10234.6689	SRRM2	18794.4626
SRRM3	129.2633	SRRM3	49.8785
SRRM5	12.427	SRRM5	26.5497
SRRT	1819.953	SRRT	1241.8895
SRR	225.7862	SRR	357.7935
SRXN1	748.0473	SRXN1	511.4657
SS18L1	247.3269	SS18L1	480.6087
SS18L2	327.1249	SS18L2	211.7722
SS18	2268.4081	SS18	2045.0174
SSBP1	1170.3698	SSBP1	788.7562
SSBP2	328.9915	SSBP2	709.7115
SSBP3	810.5791	SSBP3	789.6016
SSBP4	917.443	SSBP4	408.3272
SSB	2218.644	SSB	1866.8794
SSC5D	2590.3997	SSC5D	431.1529
SSFA2	1227.7683	SSFA2	2324.4214
SSH1	965.975	SSH1	1508.1898
SSH2	474.5877	SSH2	782.8384
SSH3	1841.8858	SSH3	894.4309
SSNA1	981.8413	SSNA1	302.6524
SSPN	1140.9705	SSPN	1804.5017
SSPO	6.9998	SSPO	39.311
SSR1	3568.5078	SSR1	3482.6165
SSR2	11978.0906	SSR2	5136.6374
SSR3	3283.8485	SSR3	4215.9992
SSR4	4694.0787	SSR4	2312.1632
SSRP1	3679.5716	SSRP1	3405.6853
SSSCA1	422.3224	SSSCA1	191.0599
SSTR1	5.1332	SSTR1	28.7435
SSTR2	83.0645	SSTR2	102.2931
SSU72	2606.266	SSU72	1942.3016
SSX2IP	546.4525	SSX2IP	595.1601
ST13	4926.0061	ST13	5427.4543
ST14	4143.8929	ST14	2716.686
ST20	46.9875	ST20	12.9853
ST3GAL1	1712.1558	ST3GAL1	1592.3069
ST3GAL2	487.1874	ST3GAL2	394.8008
ST3GAL3	172.1956	ST3GAL3	244.7427
ST3GAL4	479.7209	ST3GAL4	269.6819
ST3GAL5	455.9216	ST3GAL5	211.3495
ST3GAL6	43.8655	ST3GAL6	110.3244
ST5	1731.2886	ST5	3120.3635
ST6GAL1	2855.9262	ST6GAL1	1582.1621
ST6GAL2	402.2563	ST6GAL2	384.2333
ST6GALNAC1	5.5999	ST6GALNAC1	24.9392
ST6GALNAC2	1066.7724	ST6GALNAC2	1082.532
ST6GALNAC3	36.3991	ST6GALNAC3	87.076
ST6GALNAC4	460.1214	ST6GALNAC4	202.8955
ST6GALNAC5	97.5308	ST6GALNAC5	228.2574
ST6GALNAC6	1273.5004	ST6GALNAC6	1176.7938
ST7L	280.4594	ST7L	357.1806
ST7OT1	29.7306	ST7OT1	115.1051
ST7	610.9162	ST7	521.471
ST8SIA1	179.1954	ST8SIA1	208.3906
ST8SIA2	51.7987	ST8SIA2	458.2056
ST8SIA4	195.5283	ST8SIA4	130.1913
ST8SIA6	188.9951	ST8SIA6	108.2109
STAB1	782.6638	STAB1	979.3934
removed	removed	STAB2	106.5201
STAC2	453.5883	STAC2	7515.1643
STAC3	71.4635	STAC3	6.7632
STAC	31.2659	STAC	147.5219
STAG1	727.8879	STAG1	1290.8507
STAG2	1942.2165	STAG2	3542.6398
STAG3L1	14.9329	STAG3L1	22.8257
STAG3L2	16.7996	STAG3L2	91.7257
STAG3L3	84.7258	STAG3L3	208.3906
STAG3L4	67.6649	STAG3L4	133.1502
STAG3	18.0549	STAG3	32.3238
STAM2	647.7166	STAM2	1049.1388
STAMBPL1	77.4647	STAMBPL1	96.3754
STAMBP	732.6477	STAMBP	697.0305
STAM	427.9223	STAM	517.3835
STAP1	12.133	removed	removed
STAP2	951.9754	STAP2	524.1467
STARD10	2651.5315	STARD10	1164.9583
STARD13	913.7097	STARD13	775.6525
