gene_id	TCGA-BH-A0E0-01A-11R-A056-07	gene_id	TCGA-BH-A0E0-11A-13R-A089-07
ANP32B	4241.9257	ANP32B	3890.0222
ANP32E	3614.2596	ANP32E	486.4745
ANPEP	170.6277	ANPEP	2379.1574
ANTXR1	699.5734	ANTXR1	2142.7938
ANTXR2	556.3681	ANTXR2	1025.2772
ANTXRL	12.1877	removed	removed
ANUBL1	73.1261	ANUBL1	122.8381
ANXA11	1926.8739	ANXA11	4053.2151
removed	removed	ANXA13	5.3215
ANXA1	970.7495	ANXA1	8083.8137
ANXA2P1	34.7349	ANXA2P1	112.6386
ANXA2P2	1886.6545	ANXA2P2	6824.8337
ANXA2	7593.5405	ANXA2	28742.7938
ANXA3	26.2035	ANXA3	1426.6075
ANXA4	1840.9506	ANXA4	1784.9224
ANXA5	5207.8001	ANXA5	8946.3415
ANXA6	1095.064	ANXA6	9579.6009
ANXA7	2444.8507	ANXA7	2903.3259
ANXA8L2	1908.5923	ANXA8L2	188.9135
ANXA8	4832.4375	ANXA8	403.9911
ANXA9	856.1853	ANXA9	337.0288
AOAH	35.3443	AOAH	90.0222
AOC2	8.5314	AOC2	13.7472
AOC3	377.209	AOC3	3682.9268
AOX1	9.1408	AOX1	226.6075
AP1AR	386.9592	AP1AR	408.8692
AP1B1	4131.6271	AP1B1	2704.6563
AP1G1	1486.8982	AP1G1	2048.7805
AP1G2	772.3461	AP1G2	1293.9335
AP1M1	828.1536	AP1M1	976.4967
AP1M2	1196.8312	AP1M2	2887.3614
AP1S1	2488.7264	AP1S1	1090.9091
AP1S2	193.1749	AP1S2	187.5831
AP1S3	78.6106	AP1S3	57.6497
AP2A1	4320.2498	AP2A1	2197.8315
AP2A2	1505.1798	AP2A2	2305.5432
AP2B1	3177.3309	AP2B1	9388.0266
AP2M1	5766.6057	AP2M1	6807.5388
AP2S1	4168.7995	AP2S1	1576.0532
AP3B1	1356.4899	AP3B1	1386.2528
AP3B2	257.1603	AP3B2	71.8404
AP3D1	2248.0195	AP3D1	3384.9224
AP3M1	1650.8227	AP3M1	1249.2239
AP3M2	458.8665	AP3M2	335.255
AP3S1	1051.1883	AP3S1	643.9024
AP3S2	836.5509	AP3S2	1609.796
AP4B1	401.0664	AP4B1	271.6984
AP4E1	170.6277	AP4E1	211.9734
AP4M1	1179.5795	AP4M1	366.0621
AP4S1	46.3132	AP4S1	62.9712
APAF1	256.5509	APAF1	282.0399
APBA1	161.4869	APBA1	243.459
APBA2	331.5052	APBA2	33.2594
APBA3	294.3327	APBA3	306.4302
APBB1IP	157.2212	APBB1IP	192.0177
APBB1	115.7831	APBB1	758.3149
APBB2	530.1645	APBB2	1752.5499
APBB3	132.8458	APBB3	156.9845
APC2	9.2687	APC2	21.0599
removed	removed	APCDD1L	110.8647
APCDD1	365.6307	APCDD1	1040.7982
APC	441.1944	APC	530.8204
APEH	1990.8592	APEH	3270.0665
APEX1	2483.2419	APEX1	5203.1042
APEX2	1636.8068	APEX2	632.3725
APH1A	11720.2925	APH1A	4505.9867
APH1B	52.4071	APH1B	590.2439
API5	1751.9805	API5	2142.3503
APIP	481.3163	APIP	570.7539
APITD1	299.5125	APITD1	254.6696
APLF	114.5643	APLF	83.3703
APLNR	482.6325	APLNR	515.2993
APLN	165.7526	APLN	135.6984
APLP1	255.9415	APLP1	35.9202
APLP2	4617.9159	APLP2	15971.6186
APOA1BP	9677.0262	APOA1BP	2414.6341
APOA1	37.7818	removed	removed
APOB48R	159.0494	APOB48R	186.6962
APOBEC3A	15.5637	APOBEC3A	6.2084
APOBEC3B	42.9372	APOBEC3B	149.4457
APOBEC3C	51.1883	APOBEC3C	577.3836
APOBEC3D	24.3754	APOBEC3D	116.1863
APOBEC3F	47.532	APOBEC3F	246.5632
APOBEC3G	44.4851	APOBEC3G	292.2395
APOBEC3H	6.7032	removed	removed
APOB	24.3754	APOB	90.4656
APOC1	2459.4759	APOC1	613.3038
APOC2	296.1609	APOC2	82.9268
APOD	158.44	APOD	20071.8404
APOE	4670.9324	APOE	9643.9024
removed	removed	APOF	10.643
APOL1	318.7081	APOL1	584.0355
APOL2	317.4893	APOL2	638.5809
APOL3	119.4394	APOL3	600
APOL4	149.2992	APOL4	647.4501
APOL6	580.1341	APOL6	1056.3193
APOLD1	452.7727	APOLD1	1091.796
APOM	6.0938	APOM	80.2661
APOOL	221.816	APOOL	53.6585
APOO	242.535	APOO	250.5543
APPBP2	712.9799	APPBP2	863.8581
APPL1	1083.4857	APPL1	1047.4501
APPL2	350.3961	APPL2	1330.3769
APP	16165.7526	APP	28587.1397
APRT	1472.273	APRT	2549.4457
APTX	890.9202	APTX	616.8514
AQP11	160.2681	AQP11	22.6164
AQP1	1176.7215	AQP1	10409.3126
AQP3	307.7392	AQP3	5806.6519
AQP4	37.1725	AQP4	25.2772
AQP5	6.7032	AQP5	188.9135
removed	removed	AQP7P1	156.541
removed	removed	AQP7P3	16.8514
AQP7	81.0481	AQP7	807.0953
AQP9	137.1115	removed	removed
removed	removed	AQPEP	27.4945
AQR	1204.1438	AQR	1115.7428
ARAF	946.9835	ARAF	992.0177
ARAP1	1854.3083	ARAP1	2244.7761
ARAP2	479.5856	ARAP2	191.1308
ARAP3	273.6137	ARAP3	489.1353
ARCN1	3221.2066	ARCN1	3541.02
ARC	5.4845	ARC	184.0355
AREG	49.9695	AREG	2948.1153
ARF1	13322.3644	ARF1	9000
ARF3	3992.078	ARF3	5293.1264
ARF4	4815.3565	ARF4	3233.7029
ARF5	5455.8196	ARF5	3610.0665
ARF6	2704.4485	ARF6	3210.643
ARFGAP1	1699.5734	ARFGAP1	1095.7871
ARFGAP2	2883.6076	ARFGAP2	2494.4568
ARFGAP3	569.1651	ARFGAP3	1006.6519
ARFGEF1	1717.2456	ARFGEF1	1422.1729
ARFGEF2	2271.7855	ARFGEF2	1301.1086
ARFIP1	427.7879	ARFIP1	948.5588
ARFIP2	982.3278	ARFIP2	2770.7317
ARFRP1	1342.4741	ARFRP1	674.9446
ARG1	10.3595	removed	removed
ARG2	286.0024	ARG2	201.5876
ARGLU1	1168.7995	ARGLU1	1096.6741
ARHGAP10	461.9135	ARHGAP10	366.7406
ARHGAP11A	505.1798	ARHGAP11A	45.6763
ARHGAP11B	19.5003	removed	removed
ARHGAP12	486.2888	ARHGAP12	770.7317
ARHGAP15	47.532	ARHGAP15	25.7206
ARHGAP17	1195.003	ARHGAP17	924.1685
ARHGAP18	916.5143	ARHGAP18	465.1885
ARHGAP19	437.5381	ARHGAP19	1085.5876
ARHGAP1	3221.2066	ARHGAP1	3254.9889
ARHGAP20	117.6112	ARHGAP20	125.4989
ARHGAP21	1020.7191	ARHGAP21	1197.3392
ARHGAP22	112.7361	ARHGAP22	38.1375
ARHGAP23	2312.6143	ARHGAP23	682.0399
ARHGAP24	166.9714	ARHGAP24	373.8359
ARHGAP25	232.7849	ARHGAP25	445.2328
ARHGAP26	71.9074	ARHGAP26	438.1375
ARHGAP27	687.3857	ARHGAP27	372.0621
ARHGAP28	98.7203	ARHGAP28	57.6497
ARHGAP29	1530.1645	ARHGAP29	1284.7007
ARHGAP30	705.6673	ARHGAP30	195.5654
ARHGAP31	802.5594	ARHGAP31	704.2129
ARHGAP32	1035.3443	ARHGAP32	1661.1973
ARHGAP33	166.9714	ARHGAP33	58.0931
removed	removed	ARHGAP36	251.8847
ARHGAP39	845.2163	ARHGAP39	278.4922
ARHGAP42	116.3924	ARHGAP42	84.7007
ARHGAP4	377.209	ARHGAP4	256.3193
ARHGAP5	931.7489	ARHGAP5	970.7317
ARHGAP6	19.5003	ARHGAP6	311.7517
ARHGAP8	823.9976	ARHGAP8	781.3392
ARHGAP9	85.9232	ARHGAP9	29.7118
ARHGDIA	5999.3906	ARHGDIA	5514.8559
ARHGDIB	1644.7288	ARHGDIB	2999.5565
ARHGEF10L	1379.0372	ARHGEF10L	725.0554
ARHGEF10	80.4388	ARHGEF10	436.8071
ARHGEF11	3555.7587	ARHGEF11	972.949
ARHGEF12	1816.5753	ARHGEF12	3215.5211
ARHGEF15	202.925	ARHGEF15	358.3149
ARHGEF16	71.298	ARHGEF16	537.9157
ARHGEF17	462.5229	ARHGEF17	1248.7805
ARHGEF18	600.8531	ARHGEF18	785.3659
ARHGEF19	656.9165	ARHGEF19	438.1375
ARHGEF1	1274.8324	ARHGEF1	1063.4146
ARHGEF2	1800.1219	ARHGEF2	1923.7251
ARHGEF33	18.2815	ARHGEF33	5.765
ARHGEF35	1203.5344	ARHGEF35	1183.1486
ARHGEF37	363.8026	ARHGEF37	2684.2572
removed	removed	ARHGEF38	33.7029
ARHGEF3	180.9872	ARHGEF3	1709.0909
ARHGEF4	418.0378	ARHGEF4	196.4523
ARHGEF5	1431.4442	ARHGEF5	1199.5565
ARHGEF6	193.7843	ARHGEF6	1193.3481
ARHGEF7	1528.3364	ARHGEF7	1251.8847
ARHGEF9	803.7782	ARHGEF9	572.5055
ARID1A	3329.677	ARID1A	2788.4701
ARID1B	2248.6289	ARID1B	1725.9424
ARID2	494.2108	ARID2	646.5632
ARID3A	223.0347	ARID3A	32.3725
ARID3B	226.691	ARID3B	90.9091
ARID3C	34.7349	removed	removed
ARID4A	281.5356	ARID4A	345.898
ARID4B	711.1517	ARID4B	645.6541
ARID5A	176.7215	ARID5A	1415.0776
ARID5B	737.3553	ARID5B	2463.8581
ARIH1	1939.0615	ARIH1	1507.7605
ARIH2	1274.7593	ARIH2	1471.1175
ARL10	10.9689	ARL10	20.3991
ARL11	68.2511	ARL11	27.051
ARL13B	68.2511	ARL13B	193.3481
ARL15	251.6758	ARL15	261.1973
ARL16	397.3187	ARL16	573.8359
ARL17A	73.0835	ARL17A	81.9956
ARL1	2071.9074	ARL1	2132.5942
ARL2BP	1298.5984	ARL2BP	1374.2794
ARL2	1430.8349	ARL2	1204.4346
ARL3	989.6405	ARL3	885.1441
ARL4A	778.7934	ARL4A	910.4213
ARL4C	817.794	ARL4C	1517.0732
ARL4D	122.4863	ARL4D	429.7118
ARL5A	2034.1255	ARL5A	505.5432
ARL5B	350.3961	ARL5B	78.0488
ARL6IP1	7199.8781	ARL6IP1	4236.8071
ARL6IP4	1817.794	ARL6IP4	2621.7295
ARL6IP5	2991.4686	ARL6IP5	5008.4257
ARL6IP6	106.0329	ARL6IP6	228.3814
ARL6	79.8294	ARL6	50.9978
ARL8A	1826.9348	ARL8A	1181.3747
ARL8B	2818.4034	ARL8B	1518.847
removed	removed	ARL9	15.5211
ARMC10	1284.2901	ARMC10	873.3836
ARMC1	686.7764	ARMC1	419.5122
ARMC2	47.532	ARMC2	15.0776
ARMC3	5.4845	ARMC3	7.9823
ARMC4	9.1408	ARMC4	5.765
ARMC5	170.6277	ARMC5	404.878
ARMC6	419.8659	ARMC6	663.4146
ARMC7	132.2364	ARMC7	369.8448
ARMC8	641.0725	ARMC8	607.9823
ARMC9	95.064	ARMC9	434.5898
ARMCX1	533.8208	ARMCX1	975.6098
ARMCX2	709.933	ARMCX2	671.8404
ARMCX3	1073.1261	ARMCX3	1278.9357
ARMCX5	358.3181	ARMCX5	385.8093
ARMCX6	196.2218	ARMCX6	314.8559
ARNT2	285.192	ARNT2	692.2395
ARNTL2	455.2102	ARNTL2	41.6851
ARNTL	35.9537	ARNTL	266.5188
ARNT	2483.2419	ARNT	1239.9113
ARPC1A	5098.1109	ARPC1A	3327.2727
ARPC1B	3564.8995	ARPC1B	2084.7007
ARPC2	4400.3656	ARPC2	4211.9734
ARPC3	3853.1383	ARPC3	4354.7672
ARPC4	3374.0951	ARPC4	3991.6186
ARPC5L	1364.4119	ARPC5L	784.0355
ARPC5	9741.621	ARPC5	2935.6984
ARPM1	19.5003	ARPM1	43.459
ARPP19	2155.3931	ARPP19	3398.6696
ARRB1	444.8507	ARRB1	1383.1486
ARRB2	695.3077	ARRB2	603.1042
ARRDC1	712.3705	ARRDC1	1550.3326
ARRDC2	176.1121	ARRDC2	521.0643
ARRDC3	1371.1152	ARRDC3	1753.4368
ARRDC4	255.3321	ARRDC4	544.5676
ARSA	767.2151	ARSA	1103.7694
removed	removed	ARSB	184.0355
ARSD	1096.2828	ARSD	3225.7206
removed	removed	ARSE	43.459
ARSF	13.4065	ARSF	12.8603
ARSG	32.9068	ARSG	548.1153
removed	removed	ARSH	18.6253
removed	removed	ARSI	53.6585
ARSJ	9.1408	ARSJ	178.2705
ARSK	52.4071	ARSK	183.592
ART1	6.7032	removed	removed
ART3	23.1566	removed	removed
ART5	191.9561	ART5	14.1907
ARTN	20.7191	ARTN	20.3991
ARV1	433.2724	ARV1	483.8137
ARVCF	227.3004	ARVCF	608.8692
removed	removed	ARX	20.8426
AR	26.2035	AR	329.9335
AS3MT	908.5923	AS3MT	108.2217
ASAH1	1724.5582	ASAH1	5357.4279
ASAH2B	6.7032	removed	removed
removed	removed	ASAH2	10.1996
ASAM	564.8995	ASAM	306.4302
ASAP1	613.0408	ASAP1	412.4169
ASAP2	712.3705	ASAP2	390.2439
ASAP3	2849.482	ASAP3	651.4412
ASB12	9.7014	removed	removed
ASB13	1291.8952	ASB13	1657.6497
ASB14	9.1408	removed	removed
ASB16	8.05	ASB16	18.6253
ASB1	165.0701	ASB1	437.0776
ASB2	48.1414	ASB2	17.2949
ASB3	638.0256	ASB3	432.816
ASB4	7.3126	removed	removed
ASB5	6.7032	removed	removed
ASB6	554.6496	ASB6	625.7162
ASB7	294.3327	ASB7	409.7561
ASB8	441.1944	ASB8	698.0044
ASB9	11.5783	ASB9	49.6674
ASCC1	790.3717	ASCC1	633.2594
ASCC2	1293.114	ASCC2	1329.9335
ASCC3	1020.1097	ASCC3	711.7517
ASCL1	9.1408	removed	removed
ASCL2	144.4241	ASCL2	13.7472
ASF1A	715.4174	ASF1A	583.592
ASF1B	297.989	ASF1B	109.5344
ASGR1	6.0938	removed	removed
ASH1L	4187.6356	ASH1L	1516.4789
ASH2L	945.7648	ASH2L	1294.0133
ASL	605.1188	ASL	733.4812
ASMTL	321.1456	ASMTL	1424.816
ASNA1	931.1395	ASNA1	2066.9623
ASNSD1	804.997	ASNSD1	1017.2949
ASNS	1008.5314	ASNS	592.9047
removed	removed	ASPA	15.5211
ASPG	5.4845	removed	removed
ASPHD1	15.844	ASPHD1	67.4058
ASPHD2	21.9378	ASPHD2	55.8758
ASPH	2120.8836	ASPH	5254.4789
ASPM	2825.716	ASPM	19.0687
ASPN	185.8623	ASPN	65.6319
ASPRV1	84.0951	ASPRV1	85.1441
ASPSCR1	222.4254	ASPSCR1	416.408
ASRGL1	79.8294	ASRGL1	67.4058
ASS1	6695.9171	ASS1	2980.9313
ASTE1	167.6173	ASTE1	196.2838
removed	removed	ASTN1	55.8758
ASTN2	56.6728	ASTN2	1296.2306
ASXL1	1535.649	ASXL1	1350.3326
ASXL2	370.5058	ASXL2	293.5698
ATAD1	847.0445	ATAD1	993.7916
ATAD2B	701.4016	ATAD2B	168.9579
ATAD2	1391.8342	ATAD2	949.4457
ATAD3A	1138.9397	ATAD3A	616.408
ATAD3B	678.245	ATAD3B	145.898
ATAD3C	207.8001	ATAD3C	265.1885
ATAD5	87.142	ATAD5	21.286
ATE1	194.3937	ATE1	150.3326
ATF1	203.5344	ATF1	387.5831
ATF2	119.4394	ATF2	368.5144
ATF3	244.9726	ATF3	3620.3991
ATF4	3672.1511	ATF4	5189.357
ATF5	1981.1091	ATF5	847.8936
ATF6B	3775.1371	ATF6B	2199.1131
ATF6	3257.1603	ATF6	1337.0288
ATF7IP2	127.3614	ATF7IP2	81.5965
ATF7IP	1555.7587	ATF7IP	703.7694
ATF7	1048.1414	ATF7	1735.5211
ATG10	169.4089	ATG10	93.5698
ATG12	422.9129	ATG12	393.7916
ATG16L1	371.1152	ATG16L1	708.204
ATG16L2	407.8306	ATG16L2	143.7029
ATG2A	847.0445	ATG2A	976.0532
ATG2B	386.3498	ATG2B	705.5432
ATG3	976.234	ATG3	951.2195
ATG4A	450.3352	ATG4A	303.3259
ATG4B	825.1066	ATG4B	828.3814
ATG4C	196.8312	ATG4C	139.6896
ATG4D	360.3108	ATG4D	285.7738
ATG5	892.1389	ATG5	849.6674
ATG7	561.8647	ATG7	944.0399
ATG9A	1716.4412	ATG9A	1623.5787
ATG9B	180.9933	ATG9B	11.3082
ATHL1	66.4229	ATHL1	554.3237
ATIC	1358.3181	ATIC	2850.5543
ATL1	309.5673	ATL1	532.5942
ATL2	2936.624	ATL2	1270.9534
ATL3	492.9921	ATL3	325.0554
ATMIN	1829.3723	ATMIN	1588.4701
ATM	627.6661	ATM	438.1375
ATN1	5291.8952	ATN1	5211.9734
ATOH8	10.9689	ATOH8	204.4346
ATOX1	1035.3443	ATOX1	1148.5588
ATP10A	29.2505	ATP10A	190.2439
ATP10B	40.8288	ATP10B	14.6341
ATP10D	98.1109	ATP10D	344.1242
ATP11A	667.8854	ATP11A	280.7095
ATP11B	1159.0494	ATP11B	848.7805
ATP11C	1650.2133	ATP11C	321.9512
ATP13A1	1043.8757	ATP13A1	2089.1353
ATP13A2	1120.0488	ATP13A2	1478.4922
ATP13A3	1964.0463	ATP13A3	655.4324
ATP13A4	12.7971	ATP13A4	1494.4568
ATP13A5	43.8757	ATP13A5	28.8248
ATP1A1	14174.2657	ATP1A1	21913.0466
ATP1A2	12.1877	ATP1A2	184.4789
ATP1A3	15.844	removed	removed
ATP1A4	30.4692	ATP1A4	11.9734
ATP1B1	336.3071	ATP1B1	2741.969
ATP1B2	16.4534	ATP1B2	172.949
ATP1B3	3737.3553	ATP1B3	1069.6231
ATP2A1	9.1408	removed	removed
ATP2A2	7214.5034	ATP2A2	5025.2772
ATP2A3	215.7221	ATP2A3	860.7539
ATP2B1	219.9878	ATP2B1	1556.0976
ATP2B2	11.5783	ATP2B2	16.408
ATP2B3	26.2035	removed	removed
ATP2B4	1467.3979	ATP2B4	2673.1707
ATP2C1	4025.5576	ATP2C1	2510.5898
ATP2C2	63.376	ATP2C2	421.286
ATP5A1	18209.0189	ATP5A1	15356.9845
ATP5B	11823.2785	ATP5B	13646.5632
ATP5C1	7393.053	ATP5C1	4122.3947
ATP5D	1577.0871	ATP5D	1662.5277
ATP5EP2	51.7977	ATP5EP2	24.3902
ATP5E	7525.8988	ATP5E	5398.6696
ATP5F1	5165.7526	ATP5F1	3967.6275
ATP5G1	1148.0804	ATP5G1	964.0798
ATP5G2	5970.7495	ATP5G2	9202.2173
ATP5G3	4010.9689	ATP5G3	3236.8071
ATP5H	2286.4107	ATP5H	2874.0576
ATP5I	2080.3656	ATP5I	2051.765
ATP5J2	3216.9409	ATP5J2	2570.7317
ATP5J	2695.198	ATP5J	2580.8647
ATP5L	4720.9019	ATP5L	5115.2993
ATP5O	3971.3589	ATP5O	4296.6741
ATP5SL	962.8275	ATP5SL	1145.898
ATP5S	105.4235	ATP5S	88.6918
ATP6AP1L	20.1097	ATP6AP1L	41.2417
ATP6AP1	5836.0756	ATP6AP1	4330.8204
ATP6AP2	4257.1603	ATP6AP2	3660.3104
ATP6V0A1	1177.3309	ATP6V0A1	1765.4102
ATP6V0A2	309.5673	ATP6V0A2	478.0488
ATP6V0A4	281.5356	ATP6V0A4	30.5987
ATP6V0B	4507.6173	ATP6V0B	2568.071
ATP6V0C	4037.7818	ATP6V0C	2639.0244
ATP6V0D1	2424.741	ATP6V0D1	2711.7517
ATP6V0D2	27.4223	ATP6V0D2	11.0865
ATP6V0E1	3493.6015	ATP6V0E1	4724.612
ATP6V0E2	4491.0725	ATP6V0E2	2055.8004
ATP6V1A	1798.2937	ATP6V1A	1415.5211
ATP6V1B1	308.958	ATP6V1B1	245.6763
ATP6V1B2	3224.2535	ATP6V1B2	1556.9845
ATP6V1C1	1653.2602	ATP6V1C1	1203.9911
ATP6V1C2	2231.3224	ATP6V1C2	57.4812
ATP6V1D	1435.7099	ATP6V1D	1295.7871
ATP6V1E1	2182.206	ATP6V1E1	2512.6386
ATP6V1E2	138.9397	ATP6V1E2	98.4479
ATP6V1F	4192.5289	ATP6V1F	1691.3392
ATP6V1G1	3235.8318	ATP6V1G1	2890.0222
removed	removed	ATP6V1G2	66.0754
ATP6V1H	1264.4729	ATP6V1H	1283.3703
ATP7A	984.156	ATP7A	415.0776
ATP7B	57.2821	ATP7B	270.51
ATP8A1	278.4887	ATP8A1	112.6386
ATP8A2	12.1877	ATP8A2	11.5299
ATP8B1	1455.0335	ATP8B1	1082.2262
ATP8B2	181.5966	ATP8B2	377.3836
removed	removed	ATP8B3	25.7206
ATP8B4	9.1408	ATP8B4	46.5632
ATP8B5P	21.9378	ATP8B5P	7.5388
ATP9A	4051.7977	ATP9A	2712.1951
ATP9B	471.6636	ATP9B	520.6208
ATPAF1	1496.4717	ATPAF1	1301.9956
ATPAF2	216.3315	ATPAF2	403.5477
ATPBD4	93.8452	ATPBD4	82.0399
ATPIF1	2881.17	ATPIF1	2197.3392
ATRIP	227.8428	ATRIP	235.4324
ATRNL1	6.7032	ATRNL1	71.8404
ATRN	2463.1322	ATRN	1927.7162
ATRX	1167.5807	ATRX	1078.4922
ATR	500.9141	ATR	662.5277
ATXN10	1745.2773	ATXN10	2809.7561
ATXN1L	812.3096	ATXN1L	1146.7849
ATXN1	698.3547	ATXN1	949.0022
ATXN2L	1972.5777	ATXN2L	2136.5854
ATXN2	566.7276	ATXN2	705.0998
ATXN3	368.6776	ATXN3	340.5765
ATXN7L1	215.1127	ATXN7L1	216.8514
ATXN7L2	173.0652	ATXN7L2	83.3703
ATXN7L3B	3395.4906	ATXN7L3B	3450.9978
ATXN7L3	1711.1517	ATXN7L3	1031.4856
ATXN7	588.6654	ATXN7	393.3481
AUH	185.2529	AUH	415.0776
AUP1	3919.0128	AUP1	2631.3392
AURKAIP1	3104.8141	AURKAIP1	1688.2483
AURKAPS1	10.9689	removed	removed
AURKA	1403.4126	AURKA	71.8404
AURKB	507.0079	AURKB	23.0599
AURKC	7.922	AURKC	18.6253
AUTS2	2397.3187	AUTS2	1692.2395
AVEN	281.5356	AVEN	252.7716
removed	removed	AVIL	28.3814
AVL9	625.8379	AVL9	234.1463
AVPI1	864.1073	AVPI1	254.102
AVPR1A	52.4071	AVPR1A	25.2772
AVPR2	9.1408	AVPR2	101.1086
AWAT1	581.3528	removed	removed
AWAT2	218.1597	removed	removed
AXIN1	862.8885	AXIN1	647.0067
AXIN2	24.9848	AXIN2	210.643
AXL	471.6636	AXL	915.7428
AZGP1	26552.1024	AZGP1	90936.5854
AZI1	386.9592	AZI1	424.8337
AZI2	714.808	AZI2	769.4013
AZIN1	6100.5484	AZIN1	4873.1707
B2M	9901.8891	B2M	25417.7384
B3GALNT1	496.039	B3GALNT1	487.8049
B3GALNT2	421.6271	B3GALNT2	700.2306
removed	removed	B3GALT1	38.5809
B3GALT4	374.1621	B3GALT4	190.2439
B3GALT5	12.1877	B3GALT5	18.1818
B3GALT6	1083.4857	B3GALT6	695.7871
B3GALTL	79.8294	B3GALTL	274.0576
B3GAT1	22.5472	B3GAT1	92.6829
B3GAT2	8.6533	B3GAT2	5.796
B3GAT3	631.3224	B3GAT3	698.4479
B3GNT1	485.6795	B3GNT1	989.8004
B3GNT2	591.103	B3GNT2	1101.9956
B3GNT3	84.0951	B3GNT3	120.6208
B3GNT4	21.3285	B3GNT4	7.0953
B3GNT5	1972.5777	B3GNT5	246.5632
B3GNT7	39.0006	B3GNT7	94.4568
B3GNT8	541.1335	B3GNT8	140.5765
B3GNT9	79.2687	B3GNT9	369.8226
B3GNTL1	34.4302	B3GNTL1	73.969
B4GALNT1	29.8598	B4GALNT1	39.5743
B4GALNT2	62.1572	removed	removed
B4GALNT3	503.961	B4GALNT3	121.0643
B4GALNT4	429.6161	B4GALNT4	353.8803
B4GALT1	3581.3528	B4GALT1	6080.7095
B4GALT2	1982.9372	B4GALT2	1003.9911
B4GALT3	5280.9263	B4GALT3	955.2106
B4GALT4	671.5417	B4GALT4	291.796
B4GALT5	2956.1243	B4GALT5	1285.5876
B4GALT6	34.7349	B4GALT6	65.1885
B4GALT7	397.3187	B4GALT7	500.2217
B9D1	215.7221	B9D1	235.2239
B9D2	53.6258	B9D2	125.4989
BAALC	12.1877	BAALC	189.8004
BACE1	333.9427	BACE1	964.9667
BACE2	165.1432	BACE2	831.929
BACH1	680.6825	BACH1	456.3193
BACH2	19.5003	BACH2	119.2905
BAD	1038.2023	BAD	1113.8714
BAG1	1482.3278	BAG1	2464.8559
BAG2	25.5941	BAG2	43.0155
BAG3	3529.5551	BAG3	1432.3725
BAG4	149.2992	BAG4	211.0865
BAG5	890.3108	BAG5	1131.2639
BAHCC1	384.5216	BAHCC1	486.918
BAHD1	1495.4296	BAHD1	856.3193
removed	removed	BAI1	169.4013
BAI2	123.7051	BAI2	412.8603
BAI3	6.0938	BAI3	9.3126
BAIAP2L1	1886.0451	BAIAP2L1	570.7317
BAIAP2L2	148.6898	BAIAP2L2	19.0687
BAIAP2	1255.9415	BAIAP2	1218.6253
BAIAP3	32.3766	BAIAP3	130.0266
BAK1	542.3522	BAK1	375.1663
BAMBI	69.4698	BAMBI	1678.9357
BANF1	3182.206	BANF1	2521.0643
BANK1	17.0628	BANK1	25.7206
BANP	325.4113	BANP	430.1552
BAP1	1244.3632	BAP1	1560.9756
BARD1	92.6264	BARD1	44.7894
BARX1	7.3126	BARX1	7.5388
BARX2	2697.1359	BARX2	534.3681
BASP1	137.1115	BASP1	277.1619
BAT1	4471.0542	BAT1	6078.9357
BAT2L1	4837.2456	BAT2L1	4636.0399
BAT2L2	18807.4345	BAT2L2	3548.5588
BAT2	8496.6484	BAT2	6442.1286
BAT3	6870.2011	BAT3	4399.1131
BAT4	355.2712	BAT4	587.5831
BAT5	1027.4223	BAT5	1042.1286
BATF2	10.9689	BATF2	62.0843
BATF3	24.9848	BATF3	18.6253
BATF	91.4077	BATF	1223.5033
BAX	785.4966	BAX	297.1175
BAZ1A	1693.4796	BAZ1A	930.8204
BAZ1B	2709.3236	BAZ1B	1730.3769
BAZ2A	2201.0725	BAZ2A	2278.2395
BAZ2B	169.3906	BAZ2B	625.3171
BBC3	321.755	BBC3	176.4967
BBOX1	957.9525	BBOX1	482.4834
BBS10	158.44	BBS10	343.6807
BBS12	50.5789	BBS12	220.8426
BBS1	249.8477	BBS1	1082.9268
BBS2	129.7989	BBS2	932.5942
BBS4	109.0798	BBS4	326.8293
BBS5	87.142	BBS5	177.8271
BBS7	171.2371	BBS7	219.9557
BBS9	343.0835	BBS9	283.3703
BBX	873.248	BBX	1125.9424
BCAM	1145.0335	BCAM	9417.2949
removed	removed	BCAN	58.0931
BCAP29	941.4991	BCAP29	940.5765
BCAP31	16772.6996	BCAP31	7059.4235
BCAR1	413.1627	BCAR1	1138.3592
BCAR3	297.3796	BCAR3	834.1463
BCAR4	5.4845	removed	removed
BCAS1	55.454	BCAS1	88.6918
BCAS2	913.0104	BCAS2	648.0532
BCAS3	311.3955	BCAS3	617.7384
BCAS4	613.0408	BCAS4	965.4102
BCAT1	59.7197	BCAT1	36.3636
BCAT2	1848.8726	BCAT2	911.7517
BCCIP	2230.9567	BCCIP	1088.7982
BCDIN3D	164.7471	BCDIN3D	276.0754
removed	removed	BCHE	16.408
BCKDHA	2140.8288	BCKDHA	1614.1907
BCKDHB	644.7288	BCKDHB	397.3392
BCKDK	1141.3772	BCKDK	1136.5854
BCL10	411.3346	BCL10	569.4013
BCL11A	918.3425	BCL11A	306.8736
BCL11B	383.3029	BCL11B	39.9113
BCL2A1	42.6569	BCL2A1	18.1818
BCL2L10	7.3126	BCL2L10	16.408
BCL2L11	618.5253	BCL2L11	1692.2395
BCL2L12	1016.5692	BCL2L12	280.1685
BCL2L13	954.9055	BCL2L13	1679.8226
BCL2L14	6.0938	BCL2L14	11.5299
