gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
KCNA6	11.1282	KCNA6	48.6121
KCNAB1	52.1873	KCNAB1	189.8622
KCNAB2	271.297	KCNAB2	125.3519
KCNAB3	8.4421	KCNAB3	9.4778
removed	removed	KCNB1	99.0586
removed	removed	KCNB2	14.3696
removed	removed	KCNC1	7.3377
KCNC2	1709.1328	KCNC2	731.0155
KCNC3	48.7337	KCNC3	238.7801
KCNC4	40.2916	KCNC4	398.9859
KCND1	48.7337	KCND1	118.0142
KCND2	122.7936	KCND2	88.9693
KCND3	150.0384	KCND3	101.1987
removed	removed	KCNE1L	8.8664
removed	removed	KCNE1	153.7854
KCNE2	5.7559	KCNE2	7.6434
KCNE3	102.8396	KCNE3	97.8356
KCNE4	5194.1673	KCNE4	399.5973
KCNF1	303.914	KCNF1	36.3826
removed	removed	KCNG1	44.9432
KCNG3	12.6631	removed	removed
KCNH1	84.0368	KCNH1	9.1721
KCNH2	14.5817	KCNH2	17.1212
KCNH3	5.7559	KCNH3	36.6884
removed	removed	KCNH8	59.6186
KCNIP1	5.7559	KCNIP1	54.1153
KCNIP2	6.1397	KCNIP2	661.9191
KCNIP3	32.2333	KCNIP3	136.0527
KCNIP4	9.977	KCNIP4	34.5482
KCNJ10	7.2909	removed	removed
KCNJ11	627.782	KCNJ11	145.8362
KCNJ12	19.954	KCNJ12	36.0769
removed	removed	KCNJ13	12.2295
KCNJ14	25.3262	KCNJ14	66.039
KCNJ15	38.7567	KCNJ15	19.5671
removed	removed	KCNJ16	106.3962
KCNJ2	99.0023	KCNJ2	163.2632
removed	removed	KCNJ3	61.7587
KCNJ5	76.3622	KCNJ5	55.3383
KCNJ8	189.5625	KCNJ8	333.2526
KCNK13	61.3968	KCNK13	22.6245
KCNK15	812.3561	KCNK15	23.236
removed	removed	KCNK17	11.9237
KCNK1	52.9547	KCNK1	139.7215
KCNK2	18.419	KCNK2	321.3289
KCNK3	5.7559	KCNK3	351.291
KCNK5	28.0123	KCNK5	279.1372
KCNK6	363.0084	KCNK6	347.3164
removed	removed	KCNK7	9.1721
KCNMA1	197.6209	KCNMA1	847.501
KCNMB1	65.2341	KCNMB1	1021.465
removed	removed	KCNMB2	40.0515
KCNMB3	252.1105	KCNMB3	80.7144
KCNMB4	66.769	KCNMB4	113.1224
removed	removed	KCNN1	11.3122
KCNN2	16.8841	KCNN2	18.6499
KCNN3	33.3845	KCNN3	22.013
KCNN4	89.4091	KCNN4	1663.8169
KCNQ1OT1	153.4919	KCNQ1OT1	167.5435
KCNQ1	227.9355	KCNQ1	213.4039
KCNQ3	30.3147	KCNQ3	11.9237
removed	removed	KCNQ4	63.5932
KCNQ5	513.4305	KCNQ5	14.6753
removed	removed	KCNRG	7.5303
removed	removed	KCNS1	62.6759
KCNS3	493.8603	KCNS3	447.9037
KCNT2	6.9071	KCNT2	18.0384
removed	removed	KCP	11.0157
KCTD10	1086.3392	KCTD10	2060.0512
KCTD11	553.7222	KCTD11	445.4578
KCTD12	2075.5948	KCTD12	4138.4466
KCTD13	463.9294	KCTD13	221.0473
KCTD14	18.0353	KCTD14	1122.358
KCTD15	527.6285	KCTD15	609.3324
KCTD16	5.3722	removed	removed
KCTD17	161.1665	KCTD17	144.3075
KCTD18	323.1005	KCTD18	558.2745
KCTD1	600.5372	KCTD1	1165.4668
KCTD20	1806.9839	KCTD20	2101.3256
KCTD21	387.5672	KCTD21	360.4631
KCTD2	828.4728	KCTD2	1153.2373
KCTD3	5808.9025	KCTD3	3476.8332
KCTD5	679.5856	KCTD5	528.6181
KCTD6	382.1949	KCTD6	188.6393
KCTD7	219.4091	KCTD7	419.1125
KCTD9	353.0315	KCTD9	1130.3071
KDELC1	147.736	KDELC1	180.3844
KDELC2	596.6999	KDELC2	1300.2965
KDELR1	5387.9509	KDELR1	2963.1962
KDELR2	7392.1719	KDELR2	4195.3135
KDELR3	1283.5764	KDELR3	397.4572
KDM1A	2062.1642	KDM1A	1893.4249
KDM1B	683.4229	KDM1B	645.1036
KDM2A	4415.1957	KDM2A	3907.0042
KDM2B	741.1627	KDM2B	853.0868
KDM3A	1564.4666	KDM3A	1704.4799
KDM3B	3407.1374	KDM3B	3519.3306
KDM4A	1301.6117	KDM4A	1688.8812
KDM4B	4532.617	KDM4B	2002.8785
KDM4C	608.2118	KDM4C	724.595
KDM4D	18.0353	KDM4D	38.8285
KDM5A	2422.8703	KDM5A	2696.2884
KDM5B	5844.5894	KDM5B	3378.0804
KDM5C	4799.3093	KDM5C	3174.7657
KDM6A	1687.2602	KDM6A	1245.264
KDM6B	988.8718	KDM6B	1531.1274
KDR	1470.8365	KDR	1861.9341
KDSR	1602.8396	KDSR	1801.704
KEAP1	1615.119	KEAP1	1218.6649
removed	removed	KEL	8.8664
KERA	22.2563	KERA	14.9811
KGFLP1	7.2909	removed	removed
KGFLP2	103.4689	KGFLP2	151.1163
KHDC1	65.5142	KHDC1	35.4654
KHDRBS1	3946.6616	KHDRBS1	3806.7227
KHDRBS3	109.363	KHDRBS3	126.5748
KHK	101.2778	KHK	116.6445
KHNYN	1530.8749	KHNYN	2228.8696
KHSRP	2212.2026	KHSRP	2204.053
KIAA0020	479.6623	KIAA0020	857.2846
KIAA0040	2514.198	KIAA0040	1961.6041
KIAA0090	1345.3569	KIAA0090	1508.8086
KIAA0100	3201.6385	KIAA0100	5047.688
KIAA0101	184.5741	KIAA0101	49.835
KIAA0114	267.8434	KIAA0114	654.5814
KIAA0125	5.7559	KIAA0125	9.4778
KIAA0141	956.6385	KIAA0141	1541.2167
KIAA0146	564.4666	KIAA0146	1012.5986
KIAA0174	3636.6078	KIAA0174	2921.0046
KIAA0182	3411.3584	KIAA0182	2428.1577
KIAA0195	2138.0737	KIAA0195	1411.9178
KIAA0196	2127.3983	KIAA0196	1446.4384
KIAA0226	942.8243	KIAA0226	668.0338
KIAA0232	1336.1474	KIAA0232	1972.6106
KIAA0240	1031.8496	KIAA0240	1434.5147
KIAA0247	2146.2011	KIAA0247	2778.2258
KIAA0284	1212.9701	KIAA0284	1365.1126
KIAA0317	828.8565	KIAA0317	883.5779
KIAA0319L	3294.7045	KIAA0319L	2341.0229
KIAA0319	11.1282	KIAA0319	5.1975
KIAA0355	899.079	KIAA0355	1240.0664
KIAA0368	2957.7897	KIAA0368	3789.6014
KIAA0391	701.4582	KIAA0391	594.2994
KIAA0406	865.6946	KIAA0406	656.4158
removed	removed	KIAA0408	111.1229
KIAA0415	511.5119	KIAA0415	337.2271
KIAA0427	382.1949	KIAA0427	1456.222
KIAA0430	2359.1711	KIAA0430	3092.8284
KIAA0467	798.373	KIAA0467	1330.5674
KIAA0494	4028.4919	KIAA0494	4058.683
KIAA0495	422.1028	KIAA0495	728.8753
KIAA0513	301.9954	KIAA0513	269.9652
KIAA0528	1211.0514	KIAA0528	1158.1291
KIAA0556	931.3124	KIAA0556	704.7222
KIAA0562	790.0998	KIAA0562	868.5968
KIAA0564	541.0591	KIAA0564	942.585
KIAA0586	364.1596	KIAA0586	343.3419
KIAA0649	675.3645	KIAA0649	782.3792
KIAA0652	1236.3776	KIAA0652	1689.4988
KIAA0664P3	32.617	KIAA0664P3	84.0775
KIAA0664	1424.7889	KIAA0664	2164.9187
KIAA0748	40.6754	KIAA0748	7.9491
KIAA0753	491.9417	KIAA0753	553.9942
KIAA0754	108.5955	KIAA0754	343.3419
KIAA0776	1583.6531	KIAA0776	1321.698
KIAA0802	108.2118	KIAA0802	168.4607
KIAA0831	635.0729	KIAA0831	821.2077
KIAA0892	1548.7337	KIAA0892	1473.649
KIAA0895L	163.8949	KIAA0895L	232.9986
KIAA0895	184.1903	KIAA0895	318.883
KIAA0907	787.0299	KIAA0907	897.0303
KIAA0913	1400.614	KIAA0913	2237.3783
KIAA0922	198.3883	KIAA0922	583.0391
KIAA0947	1098.6186	KIAA0947	1521.6496
KIAA1009	211.0514	KIAA1009	317.66
KIAA1012	1257.8665	KIAA1012	1310.08
KIAA1024	26.4774	KIAA1024	47.3891
KIAA1033	928.6262	KIAA1033	1355.6348
removed	removed	KIAA1045	14.9811
KIAA1107	74.4436	KIAA1107	259.2644
KIAA1109	2605.5257	KIAA1109	3719.8936
KIAA1143	725.6332	KIAA1143	927.9097
KIAA1147	1668.8411	KIAA1147	1797.118
KIAA1161	169.9923	KIAA1161	372.0811
KIAA1191	1991.5579	KIAA1191	2563.9046
KIAA1199	358.4037	KIAA1199	12.5352
KIAA1210	7.2909	KIAA1210	13.7581
removed	removed	KIAA1211	58.3956
KIAA1217	2361.8573	KIAA1217	5577.3364
removed	removed	KIAA1239	5.1975
KIAA1244	2204.1443	KIAA1244	926.9925
KIAA1257	49.0061	KIAA1257	9.6093
KIAA1267	1613.2003	KIAA1267	1672.989
KIAA1274	406.7536	KIAA1274	270.5766
KIAA1279	1090.5602	KIAA1279	694.0214
KIAA1310	1437.0683	KIAA1310	1899.2339
KIAA1324L	225.2494	KIAA1324L	329.278
KIAA1324	12886.416	KIAA1324	15130.5838
KIAA1328	111.2817	KIAA1328	206.372
KIAA1370	2848.4267	KIAA1370	1718.238
KIAA1377	397.9279	KIAA1377	377.8901
KIAA1383	236.3776	KIAA1383	111.288
KIAA1407	318.112	KIAA1407	286.1692
removed	removed	KIAA1409	12.2295
KIAA1429	1244.4359	KIAA1429	2011.1334
KIAA1430	1048.7337	KIAA1430	1618.8737
KIAA1432	731.3507	KIAA1432	1085.4189
KIAA1462	1263.6224	KIAA1462	984.1652
KIAA1467	596.6999	KIAA1467	657.0273
KIAA1468	854.1827	KIAA1468	892.75
KIAA1522	3457.0223	KIAA1522	5081.3373
KIAA1524	179.9693	KIAA1524	77.9628
KIAA1529	10.3607	KIAA1529	180.6902
KIAA1530	165.7713	KIAA1530	225.9391
KIAA1539	403.6838	KIAA1539	317.3543
KIAA1543	1099.7698	KIAA1543	819.9848
KIAA1549	947.8127	KIAA1549	692.7985
KIAA1586	103.6071	KIAA1586	195.0598
KIAA1598	1587.1067	KIAA1598	1079.5549
KIAA1609	454.3361	KIAA1609	529.2295
KIAA1614	25.6946	KIAA1614	80.7908
KIAA1632	1599.7698	KIAA1632	1496.8849
KIAA1644	48.7337	KIAA1644	20.7901
KIAA1671	1094.7813	KIAA1671	6481.6096
KIAA1683	104.3745	KIAA1683	460.4389
KIAA1704	230.8212	KIAA1704	472.8548
KIAA1712	192.8051	KIAA1712	403.737
KIAA1715	998.0814	KIAA1715	759.7547
KIAA1731	333.0775	KIAA1731	549.7139
KIAA1737	1066.0015	KIAA1737	1455.3048
KIAA1755	204.528	KIAA1755	181.3016
KIAA1797	859.1711	KIAA1797	843.8322
KIAA1804	54.8734	KIAA1804	242.4489
KIAA1826	259.4014	KIAA1826	363.5205
KIAA1841	173.8296	KIAA1841	174.8812
KIAA1875	6.5234	KIAA1875	17.7327
KIAA1908	128.5495	KIAA1908	229.3022
KIAA1919	69.4551	KIAA1919	107.0077
KIAA1949	1432.4635	KIAA1949	892.4443
KIAA1958	81.3507	KIAA1958	101.1987
KIAA1967	1693.0161	KIAA1967	2165.5302
removed	removed	KIAA1984	8.8174
KIAA2013	1366.0783	KIAA2013	1244.6525
KIAA2018	684.1903	KIAA2018	1111.9629
KIAA2022	189.5625	KIAA2022	67.262
KIAA2026	1048.7337	KIAA2026	1250.1557
KIDINS220	2115.119	KIDINS220	3202.5878
KIF11	537.2218	KIF11	280.6659
KIF12	186.8764	KIF12	343.9533
KIF13A	1377.5902	KIF13A	2023.0571
KIF13B	1079.0483	KIF13B	2434.8656
KIF14	113.9678	KIF14	56.2555
KIF15	158.0967	KIF15	61.7587
KIF16B	2396.7767	KIF16B	1362.361
KIF17	18.8028	KIF17	21.4015
KIF18A	124.3285	KIF18A	61.1473
KIF18B	141.2126	KIF18B	42.8031
removed	removed	KIF19	5.1975
KIF1B	922.1028	KIF1B	3160.0904
KIF1C	2261.32	KIF1C	2670.6066
KIF20A	422.1028	KIF20A	134.8297
KIF20B	269.3784	KIF20B	279.1372
KIF21A	630.0844	KIF21A	287.3921
KIF21B	121.6424	KIF21B	91.7209
KIF22	807.3676	KIF22	632.5684
KIF23	376.0553	KIF23	160.2058
KIF24	140.4451	KIF24	89.2842
removed	removed	KIF25	8.8664
KIF26A	67.5365	KIF26A	263.8504
KIF26B	770.1458	KIF26B	92.9438
KIF27	169.2249	KIF27	156.2312
KIF2A	789.716	KIF2A	627.3709
KIF2C	262.855	KIF2C	96.9184
KIF3A	688.0276	KIF3A	491.0125
KIF3B	2702.6094	KIF3B	1868.966
KIF3C	421.3354	KIF3C	574.7842
KIF4A	652.7245	KIF4A	57.4784
KIF4B	11.1282	removed	removed
removed	removed	KIF5A	25.9876
KIF5B	3646.9685	KIF5B	5632.8856
KIF5C	70.2226	KIF5C	601.3833
KIF6	47.5825	KIF6	17.7327
KIF7	68.3001	KIF7	276.7464
KIF9	179.5856	KIF9	111.9056
KIFAP3	1466.9992	KIFAP3	834.3544
KIFC1	374.9041	KIFC1	150.728
KIFC2	293.6378	KIFC2	236.4962
KIFC3	255.1804	KIFC3	338.1443
KILLIN	24.9424	KILLIN	51.058
KIN	211.8189	KIN	241.2259
removed	removed	KIRREL2	26.9048
KIRREL	321.1819	KIRREL	946.5596
KITLG	635.0729	KITLG	854.533
KIT	232.924	KIT	14725.4832
KLB	15.7329	KLB	336.6157
KLC1	1460.0921	KLC1	1757.4089
KLC2	584.0368	KLC2	450.961
KLC3	80.1995	KLC3	168.5188
KLC4	729.1596	KLC4	508.5037
KLF10	1118.1888	KLF10	4088.9173
KLF11	310.0537	KLF11	1330.5644
KLF12	402.5326	KLF12	677.2059
KLF13	806.6002	KLF13	1964.05
removed	removed	KLF14	8.5606
KLF15	12.6631	KLF15	147.0592
KLF16	392.9394	KLF16	471.4454
KLF17	28.7797	removed	removed
KLF2	1474.6738	KLF2	1117.4662
KLF3	1693.3998	KLF3	2060.5557
KLF4	826.9378	KLF4	2509.7893
KLF5	73.6761	KLF5	3463.9923
KLF6	3087.4904	KLF6	10491.9526
KLF7	145.0499	KLF7	150.728
KLF8	66.769	KLF8	483.6748
KLF9	654.2594	KLF9	2209.5562
KLHDC10	643.8987	KLHDC10	1273.086
KLHDC1	58.7107	KLHDC1	119.5429
KLHDC2	1108.5955	KLHDC2	1109.517
KLHDC3	1693.7836	KLHDC3	1988.5089
KLHDC4	245.5487	KLHDC4	277.4649
KLHDC5	803.5303	KLHDC5	1341.2652
KLHDC7A	173.8296	KLHDC7A	765.8694
KLHDC7B	87.4904	KLHDC7B	75.5169
KLHDC8A	25.3262	KLHDC8A	18.9557
KLHDC8B	389.8695	KLHDC8B	601.3833
KLHDC9	257.8665	KLHDC9	67.5677
removed	removed	KLHL10	5.809
KLHL11	122.7936	KLHL11	86.8291
KLHL12	1942.0568	KLHL12	965.2095
KLHL13	24.9424	KLHL13	1088.1155
removed	removed	KLHL14	18.6499
KLHL15	410.2072	KLHL15	580.5932
KLHL17	67.1527	KLHL17	54.7268
KLHL18	561.013	KLHL18	461.3561
KLHL20	565.6178	KLHL20	487.3437
KLHL21	558.7107	KLHL21	2339.7999
KLHL22	438.2195	KLHL22	474.197
KLHL23	178.8181	KLHL23	178.8557
KLHL24	1660.0153	KLHL24	1751.5633
KLHL25	242.1335	KLHL25	354.9598
KLHL26	333.845	KLHL26	332.3354
KLHL28	342.287	KLHL28	564.0835
KLHL29	28.396	KLHL29	620.6447
KLHL2	169.9923	KLHL2	572.3384
removed	removed	KLHL30	23.236
removed	removed	KLHL31	304.2198
removed	removed	KLHL32	15.8983
KLHL35	16.1167	KLHL35	44.026
KLHL36	232.5403	KLHL36	269.0479
KLHL38	16.1167	KLHL38	6.7262
KLHL3	101.6884	KLHL3	193.5311
KLHL4	13.8143	KLHL4	43.7203
KLHL5	1389.1021	KLHL5	1096.9818
KLHL6	135.0729	KLHL6	58.0899
KLHL7	681.1205	KLHL7	865.8452
KLHL8	290.8672	KLHL8	504.4649
KLHL9	1312.7398	KLHL9	1864.0742
KLK10	6.9071	KLK10	484.2863
KLK11	15.3492	KLK11	418.2473
removed	removed	KLK13	37.9113
removed	removed	KLK14	8.2549
removed	removed	KLK1	29.9622
removed	removed	KLK3	28.4335
KLK4	54.1059	KLK4	6.1147
KLK5	8.8258	KLK5	1698.3652
KLK6	5.7559	KLK6	771.067
removed	removed	KLK7	679.3461
removed	removed	KLK8	226.8563
removed	removed	KLKB1	9.4778
removed	removed	KLRA1	42.1916
KLRAQ1	424.7889	KLRAQ1	631.0397
KLRB1	37.9893	KLRB1	14.9811
KLRD1	25.7099	KLRD1	12.2295
removed	removed	KLRF1	9.4778
KLRG1	35.3031	KLRG1	38.5228
removed	removed	KLRG2	40.9687
KLRK1	56.5004	KLRK1	13.1467
KL	10.3607	KL	156.537
KMO	16.0054	KMO	30.8243
removed	removed	KNDC1	22.3187
KNTC1	559.8619	KNTC1	308.3442
KPNA1	2246.7383	KPNA1	1518.2865
KPNA2	2032.2333	KPNA2	969.4898
KPNA3	679.2018	KPNA3	1026.9682
KPNA4	2115.8864	KPNA4	1666.8743
KPNA5	47.1988	KPNA5	130.5494
KPNA6	2001.5349	KPNA6	2266.4232
KPNA7	14.198	removed	removed
KPNB1	5757.4827	KPNB1	4702.53
KPTN	132.3868	KPTN	120.4601
KRAS	1146.5848	KRAS	899.1705
KRBA1	161.5503	KRBA1	275.4684
KRBA2	96.3162	KRBA2	121.3773
KRCC1	902.9163	KRCC1	896.4188
KREMEN1	181.1205	KREMEN1	964.9038
KRI1	767.076	KRI1	620.4398
KRIT1	912.8933	KRIT1	831.297
KRR1	840.9286	KRR1	902.0902
KRT10	250.5756	KRT10	269.3537
removed	removed	KRT13	352.514
KRT14	304.6815	KRT14	10903.7794
KRT15	1058.7107	KRT15	52165.0334
removed	removed	KRT16	337.5329
KRT17	190.7137	KRT17	7703.0261
KRT18	14467.7437	KRT18	8859.6265
KRT19	7598.6186	KRT19	7905.7293
removed	removed	KRT1	12.8409
KRT222	45.2801	KRT222	87.1348
KRT23	36.8381	KRT23	1160.2693
KRT31	17.6516	removed	removed
removed	removed	KRT32	32.1023
removed	removed	KRT40	6.1147
removed	removed	KRT4	102.4217
KRT5	230.2379	KRT5	16246.5213
removed	removed	KRT6A	442.7062
KRT6B	41.8266	KRT6B	1215.3018
removed	removed	KRT6C	96.3069
removed	removed	KRT77	21.0958
removed	removed	KRT79	7.0319
KRT7	284.7276	KRT7	9043.6798
KRT80	357.6362	KRT80	1114.7146
KRT81	6.9071	KRT81	227.1621
removed	removed	KRT83	22.6245
KRT86	7.6746	KRT86	18.3442
KRT8	16587.1297	KRT8	9347.2759
KRTAP5-10	7.6746	removed	removed
KRTAP5-1	9.5932	KRTAP5-1	8.2549
KRTAP5-9	19.5702	removed	removed
KRTCAP2	2480.4298	KRTCAP2	937.6932
KRTCAP3	157.3292	KRTCAP3	335.3927
KSR1	188.0276	KSR1	400.2088
KSR2	39.1404	KSR2	81.6316
KTELC1	547.9662	KTELC1	568.3638
KTI12	126.2471	KTI12	136.9699
KTN1	7645.0499	KTN1	6423.8254
KYNU	71.7575	KYNU	119.8486
removed	removed	KY	164.7919
L1CAM	11.1282	L1CAM	22.3187
L1TD1	32.617	L1TD1	35.4654
L2HGDH	244.8196	L2HGDH	206.0663
L3MBTL2	594.693	L3MBTL2	782.0001
L3MBTL3	227.1681	L3MBTL3	233.8883
L3MBTL4	33.7682	L3MBTL4	234.8055
L3MBTL	7.2909	L3MBTL	156.1946
LACE1	51.0361	LACE1	58.0899
LACTB2	114.3515	LACTB2	167.5435
LACTB	403.3001	LACTB	231.1366
LAD1	93.2464	LAD1	903.4508
LAG3	49.1174	LAG3	11.9237
LAGE3	396.7767	LAGE3	164.7919
LAIR1	628.5495	LAIR1	293.5068
removed	removed	LALBA	8.8664
LAMA1	56.0246	LAMA1	1023.2994
LAMA2	836.1474	LAMA2	2016.0129
LAMA3	287.7974	LAMA3	6052.0501
LAMA4	2638.1427	LAMA4	3723.5624
LAMA5	1338.8335	LAMA5	3177.5174
LAMB1	4913.2771	LAMB1	5151.3509
LAMB2L	5.3722	LAMB2L	36.3826
LAMB2	7769.3784	LAMB2	10283.7462
LAMB3	383.3461	LAMB3	4582.9872
LAMC1	5727.5518	LAMC1	9780.1985
LAMC2	1513.4305	LAMC2	5790.6455
LAMC3	14.9655	LAMC3	435.3685
LAMP1	5091.7114	LAMP1	7239.2241
LAMP2	7360.7061	LAMP2	5475.1257
LAMP3	127.782	LAMP3	73.3767
LANCL1	1425.1727	LANCL1	2620.4658
LANCL2	278.5879	LANCL2	702.582
LAP3	2349.1942	LAP3	1672.989
LAPTM4A	7529.1635	LAPTM4A	8459.4177
LAPTM4B	1258.2502	LAPTM4B	2178.9826
LAPTM5	6126.2471	LAPTM5	1040.1149
LARGE	438.6032	LARGE	620.9504
LARP1B	385.6485	LARP1B	422.8333
LARP1	5900.9977	LARP1	4547.8275
LARP4B	1209.1328	LARP4B	1541.8282
LARP4	1552.9547	LARP4	1205.824
LARP6	130.4682	LARP6	386.1449
LARP7	795.0883	LARP7	892.75
LARS2	609.363	LARS2	501.4075
LARS	2934.7659	LARS	3548.0698
LAS1L	1586.3392	LAS1L	719.0918
LASP1	11546.815	LASP1	5846.2895
LASS1	15.6255	LASS1	33.4537
LASS2	15092.0952	LASS2	3467.9669
removed	removed	LASS3	9.1721
LASS4	821.9493	LASS4	764.9522
LASS5	944.3592	LASS5	834.3544
LASS6	3296.2318	LASS6	1626.8718
LAT2	412.5096	LAT2	75.8226
LATS1	612.0491	LATS1	896.4188
LATS2	372.218	LATS2	820.2905
LAT	108.6646	LAT	25.8928
LAX1	34.152	LAX1	28.4335
LAYN	123.1773	LAYN	184.9705
LBH	1204.9117	LBH	1372.756
removed	removed	LBP	41.5801
LBR	1189.5625	LBR	763.7293
removed	removed	LBXCOR1	5.1975
LCA5L	181.1205	LCA5L	81.9373
LCA5	174.9808	LCA5	431.6997
LCAT	32.3062	LCAT	77.3513
LCK	197.2371	LCK	47.0834
LCLAT1	417.8818	LCLAT1	369.3295
LCMT1	738.2962	LCMT1	564.0835
LCMT2	466.9992	LCMT2	328.3608
removed	removed	LCN10	24.4589
LCN12	10.3607	LCN12	26.5991
LCN2	59.0944	LCN2	387.6736
removed	removed	LCN6	5.809
LCORL	30.1612	LCORL	93.3535
LCOR	165.6025	LCOR	234.1451
LCP1	2365.3108	LCP1	971.63
LCP2	613.9678	LCP2	152.5624
LDB1	1502.6861	LDB1	1575.7649
LDB2	301.2279	LDB2	1064.8795
LDB3	19.1865	LDB3	29.3507
LDHA	12148.5035	LDHA	6325.6841
LDHB	1132.3868	LDHB	7027.9603
LDHD	127.0146	LDHD	175.4926
LDLRAD2	104.221	LDLRAD2	184.8298
LDLRAD3	2551.4198	LDLRAD3	1343.4053
LDLRAP1	1097.0837	LDLRAP1	801.0291
LDLR	2873.3691	LDLR	2523.2417
LDOC1L	1030.6984	LDOC1L	1539.0765
LDOC1	1916.3469	LDOC1	868.5968
LEF1	2125.8634	LEF1	135.7469
LEFTY1	12.8511	removed	removed
removed	removed	LEFTY2	7.0319
LEKR1	11.1282	LEKR1	25.6818
LEMD2	1003.8373	LEMD2	713.2828
LEMD3	709.9002	LEMD3	920.8777
LENG1	150.8058	LENG1	118.3199
LENG8	1392.3599	LENG8	3229.7555
LENG9	122.6055	LENG9	147.7134
LEO1	971.9877	LEO1	627.9824
LEPRE1	995.779	LEPRE1	910.177
LEPREL1	141.2126	LEPREL1	421.9161
LEPREL2	551.8035	LEPREL2	568.058
LEPROTL1	869.9156	LEPROTL1	831.297
LEPROT	842.9893	LEPROT	1056.1722
LEPR	61.462	LEPR	795.9783
removed	removed	LEP	4076.0764
LETM1	1601.3047	LETM1	1186.8683
LETM2	36.4543	LETM2	29.0449
LETMD1	570.6063	LETMD1	1525.9299
LFNG	3361.0898	LFNG	595.2686
removed	removed	LGALS12	283.4176
LGALS1	3347.2755	LGALS1	3961.731
LGALS2	8.0583	LGALS2	6.1147
LGALS3BP	23727.5518	LGALS3BP	8205.0451
LGALS3	3240.2149	LGALS3	4131.7204
removed	removed	LGALS7B	29.0449
removed	removed	LGALS7	11.3122
LGALS8	2389.363	LGALS8	1089.3201
LGALS9B	45.2801	removed	removed
LGALS9C	201.8419	removed	removed
LGALS9	1512.2794	LGALS9	349.1509
LGI2	65.2341	LGI2	47.6949
LGI4	50.6523	LGI4	136.3584
LGMN	2092.4789	LGMN	1853.0677
LGR4	293.9371	LGR4	2235.2381
LGR5	9.2095	removed	removed
LGR6	9.977	LGR6	632.2627
LGTN	1167.3062	LGTN	1706.62
removed	removed	LHCGR	12.2295
removed	removed	LHFPL1	45.8604
LHFPL2	1285.1113	LHFPL2	4402.6027
LHFP	649.2709	LHFP	1750.0346
LHPP	190.33	LHPP	354.9598
LHX4	8.1236	LHX4	5.2709
LHX6	33.7682	LHX6	259.5701
LHX9	126.2471	removed	removed
LIAS	157.713	LIAS	306.9592
LIFR	490.4068	LIFR	3508.9355
LIF	48.35	LIF	605.3456
LIG1	751.7268	LIG1	510.5796
LIG3	1147.736	LIG3	617.2816
LIG4	181.1205	LIG4	388.8966
LILRA1	14.198	LILRA1	5.1975
LILRA2	130.4682	LILRA2	12.5352
LILRA4	17.6516	LILRA4	5.1975
LILRA5	17.6516	LILRA5	8.5606
LILRA6	106.1934	LILRA6	12.4802
LILRB1	220.2609	LILRB1	40.6629
LILRB2	137.759	LILRB2	23.236
LILRB3	66.8688	LILRB3	19.0107
LILRB4	564.0829	LILRB4	64.5104
LILRB5	17.2678	LILRB5	67.5677
LIMA1	3331.5426	LIMA1	3753.8303
LIMCH1	1486.5695	LIMCH1	1792.8377
LIMD1	1304.7813	LIMD1	970.3764
LIMD2	288.538	LIMD2	80.7174
LIME1	63.987	LIME1	52.498
LIMK1	1016.1167	LIMK1	859.119
LIMK2	672.2947	LIMK2	2635.1412
LIMS1	377.5902	LIMS1	404.1834
LIMS2	286.6462	LIMS2	908.954
LIMS3-LOC440895	10.119	LIMS3-LOC440895	15.7393
removed	removed	LIMS3	10.8598
LIN37	104.2287	LIN37	83.3407
LIN52	128.5495	LIN52	149.1993
LIN54	312.7398	LIN54	364.7434
LIN7A	6.5234	LIN7A	36.9941
LIN7B	21.1051	LIN7B	40.3572
LIN7C	643.515	LIN7C	761.8949
LIN9	259.0177	LIN9	168.155
LINGO1	331.9263	LINGO1	106.702
removed	removed	LINGO4	14.3696
LINS1	224.0982	LINS1	331.1124
LIPA	2344.9731	LIPA	1765.3214
removed	removed	LIPC	22.013
LIPE	95.165	LIPE	2909.035
LIPG	44.1289	LIPG	119.2372
LIPH	260.9363	LIPH	305.4306
LIPT1	86.1013	LIPT1	160.1447
LIPT2	18.7913	LIPT2	17.0081
LITAF	4451.65	LITAF	5567.458
LIX1L	297.3906	LIX1L	596.4915
LLGL1	1064.4666	LLGL1	852.6985
LLGL2	2610.1305	LLGL2	642.0462
LLPH	577.3216	LLPH	443.2626
LMAN1	4351.4965	LMAN1	3693.6003
LMAN2L	635.8404	LMAN2L	754.2515
LMAN2	3448.9639	LMAN2	1940.5083
LMBR1L	500.3837	LMBR1L	413.967
LMBR1	1318.4958	LMBR1	1074.3574
LMBRD1	1057.5595	LMBRD1	1692.2504
LMBRD2	454.3361	LMBRD2	302.6789
LMCD1	927.8588	LMCD1	723.6778
LMF1	215.2571	LMF1	305.1095
LMF2	1246.7383	LMF2	1004.9552
LMLN	805.0652	LMLN	293.2011
LMNA	7282.4252	LMNA	10977.1561
LMNB1	874.5203	LMNB1	416.4128
LMNB2	937.452	LMNB2	748.4425
LMO2	248.2732	LMO2	349.4566
LMO3	25.7099	LMO3	211.5695
