gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
FBLIM1	774.5026	FBLIM1	1245.0141
FBLL1	5.1584	FBLL1	36.2123
FBLN1	2107.9587	FBLN1	6202.2221
FBLN2	2003.6846	FBLN2	4963.2434
FBLN5	419.6758	FBLN5	2034.3564
FBLN7	51.5844	FBLN7	422.4771
FBL	908.622	FBL	2461.5756
FBN1	3129.3294	FBN1	7658.0436
FBN2	59.6905	FBN2	57.7673
FBN3	106.1164	FBN3	11.2086
FBP1	116.8018	FBP1	367.7275
FBRSL1	285.5564	FBRSL1	494.4706
FBRS	1351.5107	FBRS	1485.5673
FBXL12	150.3316	FBXL12	284.5254
FBXL13	85.4827	FBXL13	8.1909
FBXL14	661.0169	FBXL14	698.3805
FBXL15	68.1651	FBXL15	91.8241
FBXL16	72.2181	FBXL16	117.69
FBXL17	725.129	FBXL17	731.5751
FBXL18	121.9602	FBXL18	416.8728
FBXL19	456.8902	FBXL19	409.5441
FBXL20	302.1371	FBXL20	168.9908
FBXL22	19.1636	FBXL22	28.3405
FBXL2	137.804	FBXL2	134.934
FBXL3	934.0457	FBXL3	1664.0424
FBXL4	328.2977	FBXL4	386.6959
FBXL5	2686.0722	FBXL5	2315.433
FBXL6	239.4363	FBXL6	211.6739
FBXL7	111.6433	FBXL7	428.0814
FBXL8	86.2085	FBXL8	29.1811
FBXO10	226.6212	FBXO10	316.9052
FBXO11	2428.1503	FBXO11	1742.9335
removed	removed	FBXO15	18.1062
FBXO16	29.4768	FBXO16	29.7458
FBXO17	42.3729	FBXO17	116.8278
FBXO18	2393.8836	FBXO18	1692.0638
FBXO21	1452.1002	FBXO21	1099.7337
FBXO22OS	42.395	FBXO22OS	30.2718
FBXO22	505.8732	FBXO22	359.8729
removed	removed	FBXO24	6.4665
FBXO25	297.3471	FBXO25	488.4352
FBXO27	101.3265	FBXO27	93.9796
FBXO28	1533.1614	FBXO28	1351.4955
FBXO2	634.8563	FBXO2	138.8139
FBXO30	510.6853	FBXO30	691.4829
FBXO31	631.1717	FBXO31	858.7493
FBXO32	614.2225	FBXO32	1977.8825
FBXO33	239.4989	FBXO33	433.2545
FBXO34	658.4377	FBXO34	879.4421
FBXO36	261.238	FBXO36	124.5876
FBXO38	622.6971	FBXO38	938.9337
FBXO39	17.6861	FBXO39	8.1909
FBXO3	946.2049	FBXO3	827.7102
FBXO41	158.0693	FBXO41	439.721
FBXO42	633.014	FBXO42	528.9585
FBXO43	39.7937	FBXO43	21.9861
FBXO44	481.577	FBXO44	316.8578
FBXO45	674.65	FBXO45	513.8701
FBXO46	376.9344	FBXO46	375.9184
FBXO48	95.7996	FBXO48	47.852
FBXO4	327.5608	FBXO4	235.3801
FBXO5	229.5505	FBXO5	261.6771
FBXO6	567.4282	FBXO6	200.8922
FBXO7	2216.6544	FBXO7	2149.891
FBXO8	585.7701	FBXO8	435.5264
FBXO9	953.2056	FBXO9	956.1777
FBXW11	1258.2903	FBXW11	1389.0012
FBXW2	1647.7524	FBXW2	2089.9682
FBXW4	520.6338	FBXW4	894.9616
FBXW5	1939.941	FBXW5	1324.3363
FBXW7	610.9064	FBXW7	1270.4489
FBXW8	569.6389	FBXW8	537.1494
FBXW9	85.4127	FBXW9	169.0038
removed	removed	FCAMR	117.69
FCAR	10.3169	removed	removed
removed	removed	FCER1A	189.6836
FCER1G	1058.9536	FCER1G	604.4009
FCER2	6.2638	FCER2	581.5526
FCF1	532.056	FCF1	764.7697
FCGBP	324.6131	FCGBP	2584.0077
FCGR1A	352.0965	FCGR1A	59.4572
FCGR1B	354.4584	FCGR1B	81.4777
FCGR1C	121.9602	FCGR1C	33.1946
FCGR2A	1599.8526	FCGR2A	621.2137
FCGR2B	111.2749	FCGR2B	342.2926
FCGR2C	75.1658	FCGR2C	164.2487
FCGR3A	5584.7458	FCGR3A	438.4277
FCGR3B	36.1091	removed	removed
FCGRT	1123.0656	FCGRT	2047.2894
FCHO1	85.1142	FCHO1	328.0664
FCHO2	833.0877	FCHO2	1021.2737
FCHSD1	150.9875	FCHSD1	507.0328
FCHSD2	1443.6625	FCHSD2	1427.0844
FCN1	25.7922	FCN1	62.5094
FCN3	34.2668	FCN3	21.555
FCRL1	7.0007	FCRL1	411.2685
FCRL2	8.4746	FCRL2	263.8326
FCRL3	31.6875	FCRL3	410.4063
removed	removed	FCRL4	37.9367
FCRL5	145.9101	FCRL5	1101.027
FCRL6	14.3699	FCRL6	52.5941
FCRLA	21.3707	FCRLA	630.2668
FCRLB	61.9013	FCRLB	27.5903
FDFT1	1833.8246	FDFT1	1611.0172
removed	removed	FDPSL2A	6.0354
FDPS	3122.5313	FDPS	1380.5947
FDX1L	71.2601	FDX1L	103.7009
FDX1	550.479	FDX1	556.1178
FDXACB1	49.3736	FDXACB1	107.7748
FDXR	203.7583	FDXR	172.0085
FECH	616.8018	FECH	624.6625
FEM1A	526.8976	FEM1A	912.2056
FEM1B	2589.1673	FEM1B	2618.0646
FEM1C	638.5409	FEM1C	1187.2468
FEN1	959.4694	FEN1	595.7789
FER1L4	49.3736	FER1L4	149.1603
removed	removed	FER1L5	9.9153
FER1L6	7.3692	removed	removed
FERMT1	466.1017	FERMT1	346.6036
FERMT2	927.7819	FERMT2	1201.9042
FERMT3	615.6964	FERMT3	1269.1556
FER	120.1179	FER	81.9088
FES	248.3419	FES	299.1827
FEZ1	134.4878	FEZ1	160.3688
FEZ2	1529.1083	FEZ2	966.9552
FFAR2	5.1584	FFAR2	9.0531
FGD1	51.9528	FGD1	255.2106
FGD2	216.6544	FGD2	616.4716
FGD3	159.5431	FGD3	594.9167
FGD4	249.8158	FGD4	593.6234
FGD5	269.3441	FGD5	952.2978
FGD6	3012.5276	FGD6	825.1236
removed	removed	FGF10	11.6397
FGF11	207.4871	FGF11	237.5356
FGF12	6.2638	FGF12	22.4172
FGF13	539.0567	FGF13	237.1045
FGF14	68.5335	FGF14	98.7217
removed	removed	FGF17	6.4665
removed	removed	FGF18	14.6574
FGF1	542.3729	FGF1	725.5397
FGF2	1565.0295	FGF2	740.8911
FGF7	42.7413	FGF7	475.0712
removed	removed	FGF9	52.5941
FGFBP1	231.7612	FGFBP1	472.0535
FGFBP2	5.8954	FGFBP2	31.4702
FGFBP3	14.0015	FGFBP3	48.7142
FGFR1OP2	508.843	FGFR1OP2	678.981
FGFR1OP	168.5298	FGFR1OP	190.0198
FGFR1	711.4959	FGFR1	3008.6403
FGFR2	629.3294	FGFR2	2174.0325
FGFR3	312.8224	FGFR3	115.5345
FGFR4	48.6367	FGFR4	17.6751
FGFRL1	456.1533	FGFRL1	507.4036
FGGY	370.3021	FGGY	125.8809
FGL1	20.2653	removed	removed
FGL2	1621.2233	FGL2	2636.6018
FGR	165.8069	FGR	561.291
FHAD1	29.8452	FHAD1	43.0539
FHDC1	682.7561	FHDC1	475.9334
FHIT	32.7929	FHIT	103.0327
FHL1	72.955	FHL1	3018.1245
FHL2	421.8865	FHL2	1508.8467
FHL3	201.916	FHL3	371.6074
FHL5	8.4746	FHL5	92.6863
FHOD1	660.28	FHOD1	587.588
FHOD3	46.0575	FHOD3	590.6057
FH	2278.5556	FH	1151.0345
FIBCD1	9.9484	removed	removed
FIBIN	162.1223	FIBIN	600.0899
FIBP	666.1754	FIBP	728.5574
FICD	221.8128	FICD	96.5662
FIG4	324.2447	FIG4	517.3189
FIGF	5.8954	FIGF	145.2804
FIGNL1	511.0538	FIGNL1	425.4948
removed	removed	FIGNL2	33.1946
FIGN	671.7023	FIGN	135.7962
FILIP1L	352.2476	FILIP1L	1852.8637
FILIP1	53.4267	FILIP1	98.7217
FIP1L1	1144.0199	FIP1L1	735.1963
FIS1	681.2638	FIS1	897.4749
FITM2	44.5836	FITM2	44.4032
FIZ1	233.6035	FIZ1	295.734
FJX1	116.0648	FJX1	149.5914
FKBP10	962.4171	FKBP10	1418.3159
FKBP11	341.5623	FKBP11	945.4002
FKBP14	204.1268	FKBP14	263.8326
FKBP15	1504.4215	FKBP15	1366.1917
FKBP1A	4278.6993	FKBP1A	4044.6834
FKBP1B	5.5269	FKBP1B	24.1415
FKBP2	554.5321	FKBP2	509.128
FKBP3	621.5917	FKBP3	766.063
FKBP4	1079.9558	FKBP4	1939.0835
FKBP5	4050.8475	FKBP5	2331.3837
FKBP7	228.0766	FKBP7	317.72
FKBP8	1366.986	FKBP8	2614.1847
FKBP9L	151.437	FKBP9L	53.0252
FKBP9	7829.0346	FKBP9	2684.8849
FKBPL	130.8032	FKBPL	114.6723
FKRP	373.2498	FKRP	265.557
FKTN	865.8806	FKTN	600.9521
FLAD1	678.3346	FLAD1	585.8636
FLCN	387.9882	FLCN	558.6785
removed	removed	FLG	52.7881
FLI1	617.5387	FLI1	1235.0988
FLII	2660.6485	FLII	3141.4188
FLJ10038	160.5969	FLJ10038	434.065
FLJ10213	22.1076	FLJ10213	31.4702
FLJ10357	1035.0037	FLJ10357	1524.7974
removed	removed	FLJ10661	21.1239
FLJ11235	11.7907	FLJ11235	9.4842
removed	removed	FLJ12825	9.0531
FLJ13197	10.6927	FLJ13197	78.9429
FLJ22536	69.6389	FLJ22536	71.1313
FLJ23867	1350.4053	FLJ23867	970.8351
removed	removed	FLJ33360	6.8976
FLJ33630	292.9256	FLJ33630	541.0293
FLJ35024	18.0545	FLJ35024	21.555
FLJ35220	151.0685	FLJ35220	193.1324
FLJ35390	31.2343	FLJ35390	85.017
FLJ35776	132.2771	FLJ35776	131.9163
FLJ36031	753.1319	FLJ36031	669.0657
removed	removed	FLJ36777	9.4842
FLJ37201	16.2122	FLJ37201	15.0885
removed	removed	FLJ37307	13.7952
FLJ37453	90.6411	FLJ37453	99.1528
FLJ39582	45.7811	FLJ39582	36.2468
FLJ39653	46.4259	FLJ39653	91.8241
FLJ40330	56.7428	FLJ40330	369.4519
FLJ40852	9.9484	FLJ40852	62.9232
removed	removed	FLJ41941	14.2263
removed	removed	FLJ42289	8.1909
FLJ42627	41.8681	FLJ42627	57.3103
FLJ42709	59.6905	FLJ42709	79.3222
removed	removed	FLJ42875	8.622
removed	removed	FLJ43390	6.4665
FLJ43663	48.6367	FLJ43663	128.4675
removed	removed	FLJ44606	56.9051
FLJ44635	8.4746	FLJ44635	16.3818
FLJ45244	25.4237	FLJ45244	51.3008
FLJ45340	603.9057	FLJ45340	1649.385
FLJ45445	54.5321	FLJ45445	22.8482
FLJ45983	5.5269	FLJ45983	23.2793
FLJ90757	463.154	FLJ90757	529.3896
FLNA	42147.7524	FLNA	24628.2579
FLNB	9446.367	FLNB	8207.0569
FLNC	103.1688	FLNC	672.0834
FLOT1	2699.7052	FLOT1	2035.2186
FLOT2	5070.0074	FLOT2	2936.2157
FLRT1	16.5807	FLRT1	5.1732
FLRT2	58.2167	FLRT2	1094.9916
removed	removed	FLRT3	144.4182
FLT1	959.8379	FLT1	1055.7616
FLT3LG	69.2704	FLT3LG	178.9061
FLT3	18.7915	FLT3	119.4144
FLT4	100.2211	FLT4	437.9966
FLVCR1	415.9912	FLVCR1	160.3688
FLVCR2	306.1901	FLVCR2	190.1147
FLYWCH1	434.0457	FLYWCH1	410.8374
FLYWCH2	188.283	FLYWCH2	196.5812
FMN1	176.4923	FMN1	40.5233
removed	removed	FMN2	9.9153
FMNL1	848.9315	FMNL1	1667.06
FMNL2	2005.8954	FMNL2	1493.7582
FMNL3	867.7377	FMNL3	2511.6564
removed	removed	FMO1	106.4815
FMO2	51.2159	FMO2	1903.3023
FMO3	9.58	FMO3	110.7925
FMO4	188.283	FMO4	131.4852
FMO5	25.0553	FMO5	167.6975
removed	removed	FMO6P	6.0354
FMOD	293.294	FMOD	2407.6882
FMR1NB	178.703	removed	removed
FMR1	2848.563	FMR1	1216.9926
FN1	89381.7244	FN1	20840.6216
FN3KRP	943.9941	FN3KRP	625.9558
FN3K	234.7089	FN3K	181.4927
FNBP1L	3710.0221	FNBP1L	2567.1949
FNBP1	3047.5313	FNBP1	3209.1014
FNBP4	1192.7045	FNBP4	2052.4626
FNDC1	1146.2786	FNDC1	396.18
FNDC3A	1875.4606	FNDC3A	2355.0941
FNDC3B	8411.9381	FNDC3B	3520.3549
FNDC4	11.7907	FNDC4	140.1072
FNDC5	9.9484	FNDC5	65.096
removed	removed	FNDC8	7.7598
FNIP1	575.5343	FNIP1	822.9681
FNIP2	690.4937	FNIP2	763.0453
FNTA	1297.7155	FNTA	1350.6333
FNTB	288.5851	FNTB	436.5611
FOLH1	85.1142	FOLH1	269.4369
FOLR1	28.7399	FOLR1	324.6176
FOLR2	68.5335	FOLR2	304.3559
FOLR4	7.7377	removed	removed
FOSB	42.7413	FOSB	12570.4173
FOSL1	56.3744	FOSL1	50.0075
FOSL2	1807.2955	FOSL2	1852.4326
FOS	804.3478	FOS	46567.3199
FOXA1	309.1378	FOXA1	469.4669
FOXA3	19.1599	FOXA3	5.1732
FOXC1	2317.6124	FOXC1	1561.8719
FOXC2	166.1754	FOXC2	41.8166
FOXD1	137.804	FOXD1	33.1946
FOXD2	46.0575	FOXD2	11.2086
FOXD3	78.8504	removed	removed
removed	removed	FOXD4L2	5.6043
removed	removed	FOXD4	7.7598
removed	removed	FOXF1	34.919
FOXF2	22.8445	FOXF2	57.7673
FOXH1	6.0391	removed	removed
removed	removed	FOXI1	140.5383
removed	removed	FOXI2	12.5019
FOXJ1	7.7377	FOXJ1	9.4842
FOXJ2	1027.6345	FOXJ2	954.4533
FOXJ3	1658.8062	FOXJ3	1845.5351
FOXK1	403.4635	FOXK1	1933.0482
FOXK2	2535.0037	FOXK2	1362.273
FOXL1	349.2999	FOXL1	76.3045
FOXM1	1255.5048	FOXM1	434.5177
removed	removed	FOXN1	12.933
FOXN2	987.8408	FOXN2	921.6898
FOXN3	755.3427	FOXN3	2677.1251
FOXO1	612.3803	FOXO1	1582.1335
FOXO3B	586.5881	FOXO3B	1166.9851
FOXO3	1358.5114	FOXO3	2577.1101
FOXO4	532.7929	FOXO4	701.8293
FOXP1	850.0368	FOXP1	1829.5844
removed	removed	FOXP2	38.7989
FOXP3	226.4702	FOXP3	254.2622
FOXP4	1724.0236	FOXP4	1489.8783
FOXQ1	53.7951	FOXQ1	16.3818
FOXRED1	222.5497	FOXRED1	362.9854
FOXRED2	679.4399	FOXRED2	684.5853
FOXS1	9.2115	FOXS1	28.8836
FPGS	763.0803	FPGS	697.5183
FPGT	844.4289	FPGT	489.888
FPR1	226.9713	FPR1	92.6863
FPR2	55.269	FPR2	5.1732
FPR3	2328.6662	FPR3	888.0641
removed	removed	FRAS1	638.4577
FRAT1	46.7944	FRAT1	164.6798
FRAT2	137.4355	FRAT2	369.883
FREM1	9.9484	FREM1	312.1157
FREM2	96.168	FREM2	53.8874
FRG1B	200.8106	FRG1B	322.8932
FRG1	411.2012	FRG1	577.2416
FRK	226.9713	FRK	101.7394
FRMD3	538.3198	FRMD3	78.0289
FRMD4A	1391.5586	FRMD4A	1149.6938
FRMD4B	330.8769	FRMD4B	1081.1964
FRMD5	31.6875	FRMD5	27.5903
FRMD6	879.8821	FRMD6	3019.4178
FRMD8	1083.6404	FRMD8	916.9477
FRMPD1	27.6345	FRMPD1	21.555
FRMPD4	8.1061	removed	removed
FRRS1	455.4164	FRRS1	143.9871
FRS2	1884.3036	FRS2	1011.7895
FRS3	59.6905	FRS3	88.8064
FRYL	2568.902	FRYL	2243.8706
FRY	796.238	FRY	837.1944
FRZB	39.7937	FRZB	671.2212
FSCN1	1063.7436	FSCN1	1799.8386
FSCN2	22.8445	FSCN2	6.0354
FSD1L	462.0486	FSD1L	93.1174
removed	removed	FSIP1	18.1062
FSTL1	3898.3051	FSTL1	13500.7291
FSTL3	172.8077	FSTL3	302.2004
removed	removed	FSTL4	25.8659
FSTL5	106.5881	removed	removed
FST	44.5836	FST	199.1678
FTCD	5.1584	removed	removed
FTH1	27972.7303	FTH1	32361.7438
FTHL3	194.1783	FTHL3	195.2879
FTL	14174.65	FTL	32439.7728
FTO	1651.8055	FTO	1871.401
FTSJ1	413.4119	FTSJ1	539.3049
FTSJ2	519.5284	FTSJ2	653.5462
FTSJ3	2244.4657	FTSJ3	1360.1563
FTSJD1	2082.9035	FTSJD1	944.1069
FTSJD2	1697.8629	FTSJD2	1244.1519
FUBP1	3292.5571	FUBP1	1963.6562
FUBP3	1418.2019	FUBP3	1163.1052
FUCA1	805.4532	FUCA1	1471.3411
FUCA2	917.0965	FUCA2	744.5081
FUK	1000.3685	FUK	340.9994
FUNDC1	379.5136	FUNDC1	198.3056
FUNDC2	627.1186	FUNDC2	791.4979
FURIN	2880.2506	FURIN	1777.4214
FUS	3298.8209	FUS	3550.1007
FUT10	278.1872	FUT10	184.9415
FUT11	166.1754	FUT11	222.4471
FUT1	69.2704	FUT1	128.8986
FUT2	120.4864	FUT2	88.8064
FUT3	114.591	FUT3	54.3185
FUT4	416.5807	FUT4	437.4923
FUT5	5.1584	removed	removed
FUT6	10.6853	FUT6	18.9684
FUT7	33.0877	FUT7	73.6964
FUT8	559.1268	FUT8	765.5673
FUT9	233.972	FUT9	54.3185
FUZ	63.9904	FUZ	181.8591
FXC1	767.1334	FXC1	832.4523
FXN	213.7067	FXN	209.5141
FXR1	2554.9005	FXR1	2296.4647
FXR2	917.8298	FXR2	724.2464
removed	removed	FXYD1	130.623
removed	removed	FXYD2	18.1062
FXYD3	2306.927	FXYD3	943.2447
FXYD5	1967.2071	FXYD5	1909.3377
FXYD6	165.8069	FXYD6	958.7643
removed	removed	FXYD7	9.0531
FYB	2836.4038	FYB	2242.5773
FYCO1	1317.2439	FYCO1	1647.6606
FYN	438.8357	FYN	1362.273
FYTTD1	2384.3036	FYTTD1	2086.9505
removed	removed	FZD10	49.1453
FZD1	1095.7996	FZD1	1367.0151
FZD2	57.1113	FZD2	92.6863
FZD3	143.6993	FZD3	233.6557
FZD4	326.3191	FZD4	2067.3398
FZD5	663.5962	FZD5	246.5887
FZD6	3081.0612	FZD6	1120.4264
FZD7	4203.3898	FZD7	2659.019
FZD8	142.9624	FZD8	447.4808
FZD9	191.9676	FZD9	36.6434
FZR1	539.0567	FZR1	747.0947
G0S2	137.0671	G0S2	427.6503
G2E3	342.6676	G2E3	517.75
G3BP1	2116.4333	G3BP1	2920.6961
G3BP2	6945.0995	G3BP2	4030.7762
G6PC3	990.7885	G6PC3	719.9354
G6PD	740.6043	G6PD	610.0052
GAA	5094.6942	GAA	2152.0465
GAB1	1317.9808	GAB1	1113.96
GAB2	362.9329	GAB2	1136.3771
GAB3	126.0133	GAB3	381.0916
GABARAPL1	1105.748	GABARAPL1	1395.4676
GABARAPL2	3143.3309	GABARAPL2	1457.977
GABARAP	2438.0987	GABARAP	4828.7405
GABBR1	502.2108	GABBR1	1053.6061
GABBR2	432.9403	GABBR2	14.6574
GABPA	1118.5446	GABPA	1296.2761
GABPB1	524.0678	GABPB1	479.02
GABPB2	119.7494	GABPB2	121.1388
removed	removed	GABRA2	9.9153
GABRA3	41.636	removed	removed
GABRB2	8.843	GABRB2	25.4348
removed	removed	GABRB3	52.163
GABRD	7.0007	GABRD	7.7598
GABRE	328.6662	GABRE	303.0626
GABRG2	32.4245	removed	removed
GABRP	9525.0553	GABRP	14952.6707
GABRQ	21.3707	removed	removed
removed	removed	GABRR2	6.8976
removed	removed	GAD1	8.1909
GADD45A	560.4274	GADD45A	648.8041
GADD45B	540.899	GADD45B	833.7456
GADD45GIP1	210.0221	GADD45GIP1	287.5431
GADD45G	68.1651	GADD45G	55.1807
GAK	1527.266	GAK	1490.3094
removed	removed	GAL3ST1	7.7598
GAL3ST4	628.9609	GAL3ST4	316.4267
GALC	525.0553	GALC	670.7901
GALE	570.0074	GALE	274.6101
GALK1	223.6551	GALK1	195.2879
GALK2	368.8688	GALK2	332.1187
GALM	573.692	GALM	465.587
GALNS	762.7119	GALNS	310.3913
GALNT10	868.0914	GALNT10	1507.5534
GALNT11	635.5932	GALNT11	1084.6452
GALNT12	225.129	GALNT12	133.6407
GALNT13	267.8703	GALNT13	93.5485
GALNT14	148.1209	GALNT14	183.6482
GALNT1	3156.227	GALNT1	2938.3712
GALNT2	1736.5512	GALNT2	1946.8433
GALNT3	4168.7546	GALNT3	939.7959
GALNT4	783.8209	GALNT4	498.9799
GALNT5	43.8467	GALNT5	135.3651
GALNT6	197.4945	GALNT6	952.2978
GALNT7	2106.4849	GALNT7	1121.7197
GALNTL1	236.9197	GALNTL1	710.0201
GALNTL2	38.3198	GALNTL2	307.3736
GALNTL4	442.5203	GALNTL4	283.6632
GALT	140.0147	GALT	315.1334
removed	removed	GAL	13.3641
GAMT	16.5807	GAMT	137.0895
GANAB	14241.3412	GANAB	8431.0042
GANC	417.7561	GANC	434.3107
GAN	365.5122	GAN	81.4777
GAP43	21.0022	GAP43	8.1909
GAPDH	27409.3589	GAPDH	27503.6886
GAPT	80.3242	GAPT	270.7302
GAPVD1	1730.6559	GAPVD1	1361.4108
GAR1	708.9167	GAR1	433.2545
GARNL3	16.2122	GARNL3	132.7785
GARS	1999.6315	GARS	1754.1421
GART	1432.2034	GART	1534.2815
GAS1	580.3242	GAS1	1597.222
GAS2L1	598.3788	GAS2L1	437.9966
GAS2L3	143.3309	GAS2L3	53.0252
GAS2	64.4805	GAS2	71.1313
GAS5	282.6087	GAS5	1736.8981
GAS6	999.6315	GAS6	1807.1672
GAS7	735.4458	GAS7	2913.3674
GAS8	1148.6256	GAS8	394.9083
GATA2	18.423	GATA2	126.312
GATA3	933.3088	GATA3	2133.0781
GATA5	13.2646	removed	removed
GATA6	361.0906	GATA6	327.2042
GATAD1	953.2056	GATAD1	882.0287
GATAD2A	925.9396	GATAD2A	1663.6113
GATAD2B	1516.2122	GATAD2B	1738.6225
GATC	35.0037	GATC	21.555
GATM	378.4083	GATM	727.6952
removed	removed	GATSL1	14.6574
GATSL3	74.8895	GATSL3	147.6169
GATS	43.2056	GATS	171.7412
GBA2	552.1076	GBA2	968.2485
removed	removed	GBA3	7.7598
GBAP1	659.9116	GBAP1	311.6846
GBAS	1789.241	GBAS	1337.2693
GBA	2509.58	GBA	969.5418
GBE1	1077.3766	GBE1	548.358
GBF1	2305.8217	GBF1	2426.2255
GBGT1	91.0096	GBGT1	139.4217
GBP1	8004.79	GBP1	2183.5167
GBP2	3896.1643	GBP2	4619.6532
GBP3	4898.6735	GBP3	1124.7374
GBP4	8330.5085	GBP4	1857.6058
GBP5	4421.8865	GBP5	1064.8147
GBP6	51.2159	GBP6	38.3678
GBP7	8.0361	removed	removed
GCAT	98.7472	GCAT	115.9656
GCA	1262.7119	GCA	625.5247
GCC1	438.4672	GCC1	843.6609
GCC2	1497.4208	GCC2	1757.1597
GCDH	129.3294	GCDH	324.6176
GCET2	67.4282	GCET2	289.2675
GCFC1	774.871	GCFC1	1027.7401
GCH1	781.8718	GCH1	380.6605
GCHFR	67.4282	GCHFR	114.6723
removed	removed	GCK	6.0354
GCLC	903.0951	GCLC	929.4496
GCLM	732.1297	GCLM	499.2127
GCN1L1	4876.566	GCN1L1	3355.2439
GCNT1	2553.0582	GCNT1	1317.8698
GCNT2	3224.0236	GCNT2	924.7075
GCNT3	5.5269	GCNT3	21.555
GCNT4	31.6875	GCNT4	98.7217
GCOM1	538.423	GCOM1	377.9963
GCSH	68.5335	removed	removed
GDAP1	200.8106	GDAP1	278.9211
GDAP2	752.0265	GDAP2	451.3607
GDA	30.5822	GDA	6.4665
GDE1	1943.9941	GDE1	1418.747
removed	removed	GDF10	135.7962
GDF11	32.0707	GDF11	186.9547
GDF15	22.4761	GDF15	44.4032
GDF5	65.5859	GDF5	51.7319
GDF6	11.7907	GDF6	6.4665
GDF9	5.8954	GDF9	18.9684
GDI1	2527.6345	GDI1	2004.1795
GDI2	9375.829	GDI2	6639.7876
GDPD1	89.1673	GDPD1	68.9758
GDPD3	30.7664	GDPD3	57.7199
GDPD5	285.5564	GDPD5	465.1559
GEFT	58.9241	GEFT	329.2088
GEMIN4	314.2962	GEMIN4	738.0416
GEMIN5	564.4805	GEMIN5	833.3145
GEMIN6	228.4451	GEMIN6	129.3297
GEMIN7	204.4952	GEMIN7	204.341
GEMIN8P4	67.0597	GEMIN8P4	23.2793
GEMIN8	252.7634	GEMIN8	337.9817
GEM	213.7067	GEM	1768.3683
GEN1	1026.5291	GEN1	622.507
GET4	448.7841	GET4	483.3095
removed	removed	GFAP	109.0681
GFER	356.6691	GFER	249.6064
GFI1	274.1341	GFI1	201.7544
GFM1	1507.3692	GFM1	1093.2672
GFM2	494.1046	GFM2	563.0154
GFOD1	57.8482	GFOD1	87.5131
GFOD2	866.986	GFOD2	673.3767
GFPT1	8114.591	GFPT1	2250.3371
GFPT2	429.9926	GFPT2	620.3515
GFRA1	9.58	GFRA1	1160.0876
removed	removed	GFRA2	62.0783
removed	removed	GFRA3	25.0037
GGA1	830.5085	GGA1	976.4394
GGA2	2719.2336	GGA2	3730.7312
GGA3	956.1533	GGA3	1077.7476
GGCT	1311.717	GGCT	823.3992
GGCX	480.8401	GGCX	498.3505
GGH	666.1754	GGH	284.0943
GGNBP2	2782.2402	GGNBP2	1700.6858
GGPS1	1453.9425	GGPS1	913.93
GGT1	598.0103	GGT1	208.2208
GGT3P	30.2137	GGT3P	15.0885
GGT5	301.0317	GGT5	864.7847
GGT6	458.364	GGT6	287.9742
GGT7	306.927	GGT7	394.8867
GGTA1	94.3257	GGTA1	390.1446
GGTLC2	81.4296	GGTLC2	31.4702
GHDC	391.3043	GHDC	514.3012
GHITM	2329.0346	GHITM	2953.0285
GHRHR	5.8954	removed	removed
GHRLOS	5.1584	GHRLOS	21.9861
removed	removed	GHRL	12.0708
GHR	68.902	GHR	484.5553
GIGYF1	686.8091	GIGYF1	1495.9137
GIGYF2	2461.6802	GIGYF2	2226.6266
GIMAP1	111.6433	GIMAP1	271.1656
GIMAP2	413.0435	GIMAP2	503.9505
GIMAP4	1115.6964	GIMAP4	1362.273
GIMAP5	549.3736	GIMAP5	1078.1787
GIMAP6	556.7428	GIMAP6	1238.9787
GIMAP7	335.6669	GIMAP7	998.4254
GIMAP8	415.2542	GIMAP8	880.3043
GIN1	136.3301	GIN1	136.6584
GINS1	380.9875	GINS1	194.8568
GINS2	388.3567	GINS2	202.1855
GINS3	386.8828	GINS3	197.0123
GINS4	139.6463	GINS4	181.9238
GIPC1	1095.7996	GIPC1	857.0249
removed	removed	GIPC2	104.326
GIPC3	68.1651	GIPC3	111.6547
removed	removed	GIPR	18.5373
GIT1	1967.2071	GIT1	1357.962
GIT2	1524.6868	GIT2	2010.1933
GIYD2	217.2734	GIYD2	279.4384
GJA1	2524.6868	GJA1	2750.412
GJA4	121.2233	GJA4	306.5114
GJA5	241.3412	GJA5	553.5312
GJA9	29.1083	GJA9	5.6043
removed	removed	GJB1	12.0708
GJB2	320.9285	GJB2	63.3716
GJB3	504.0531	GJB3	89.2375
GJB4	40.899	GJB4	8.622
GJB5	260.5011	GJB5	61.2161
GJB6	13.633	GJB6	14.2263
GJB7	7.0007	GJB7	31.0391
GJC1	65.5859	GJC1	181.9238
GJC2	14.7384	GJC2	26.297
removed	removed	GJC3	11.6397
GJD3	52.4539	GJD3	75.9769
GK3P	46.4259	GK3P	24.1415
GK5	857.0376	GK5	819.0882
GKAP1	112.7487	GKAP1	74.5801
GK	261.238	GK	178.475
GLA	428.5188	GLA	419.8905
GLB1L2	37.5829	GLB1L2	279.7833
removed	removed	GLB1L3	7.3287
GLB1L	583.2719	GLB1L	177.6128
GLB1	1245.0258	GLB1	1058.7793
GLCCI1	188.283	GLCCI1	826.4169
GLCE	607.2218	GLCE	794.9467
GLDC	6.2638	GLDC	17.244
removed	removed	GLDN	71.1313
GLE1	1520.6338	GLE1	1067.4013
