gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
XK	63.4006	removed	removed
XPA	206.6694	XPA	454.1752
XPC	927.9539	XPC	1182.2811
XPNPEP1	930.424	XPNPEP1	758.1466
XPNPEP2	5.7637	XPNPEP2	491.8534
XPNPEP3	246.6118	XPNPEP3	291.777
XPO1	4821.7373	XPO1	2846.7413
XPO4	896.6653	XPO4	712.831
XPO5	2172.0873	XPO5	667.0061
XPO6	1655.0021	XPO6	1524.4399
XPO7	1601.0704	XPO7	2449.5927
XPOT	2027.9951	XPOT	2524.4399
XPR1	1317.8263	XPR1	848.778
XRCC1	616.303	XRCC1	580.4481
XRCC2	87.2787	XRCC2	11.2016
XRCC3	192.2602	XRCC3	132.3829
XRCC4	58.0486	XRCC4	98.778
XRCC5	7233.8411	XRCC5	5547.3523
XRCC6BP1	59.2837	XRCC6BP1	253.055
XRCC6	6851.7909	XRCC6	6692.9735
XRN1	1189.3783	XRN1	1147.1487
XRN2	3138.7402	XRN2	1920.0611
XRRA1	419.2301	XRRA1	280.1273
XYLB	289.0078	XYLB	66.7006
XYLT1	974.0634	XYLT1	2110.998
XYLT2	389.4607	XYLT2	409.3686
YAF2	180.7328	YAF2	213.3401
YAP1	1609.7159	YAP1	6982.1792
YARS2	409.2219	YARS2	247.4542
YARS	1814.3269	YARS	1393.0754
YBX1	4720.8728	YBX1	12551.4257
YBX2	27.5834	YBX2	196.0285
YDJC	289.0078	YDJC	34.1141
YEATS2	857.9457	YEATS2	718.391
YEATS4	370.9345	YEATS4	108.9613
YES1	1364.7592	YES1	1520.8758
YIF1A	797.4475	YIF1A	666.4969
YIF1B	502.7954	YIF1B	275.7841
YIPF1	993.8246	YIPF1	594.1955
YIPF2	831.2063	YIPF2	522.9124
YIPF3	2340.4693	YIPF3	2165.4786
YIPF4	545.0803	YIPF4	609.9796
YIPF5	1032.5237	YIPF5	1271.8941
YIPF6	445.0391	YIPF6	460.7943
YJEFN3	16.5583	YJEFN3	23.3045
YKT6	2911.8979	YKT6	2185.336
YLPM1	2103.7464	YLPM1	2184.8269
YME1L1	4210.7863	YME1L1	3523.4216
YOD1	142.8571	YOD1	225.5601
YPEL1	305.5208	YPEL1	218.2077
YPEL2	883.0795	YPEL2	2558.0448
YPEL3	1819.6789	YPEL3	1139.002
YPEL4	5.352	YPEL4	51.9348
YPEL5	2024.2898	YPEL5	2977.0876
YRDC	458.4644	YRDC	248.6049
YTHDC1	1838.205	YTHDC1	1574.3381
YTHDC2	1035.4055	YTHDC2	624.2363
YTHDF1	3906.5459	YTHDF1	763.7475
YTHDF2	2372.5813	YTHDF2	1512.7291
YTHDF3	2947.7151	YTHDF3	1955.1935
YWHAB	7226.0189	YWHAB	8119.6538
YWHAE	18516.2618	YWHAE	11913.442
YWHAG	5378.7567	YWHAG	17630.8554
YWHAH	2398.9296	YWHAH	2557.0265
YWHAQ	6181.9679	YWHAQ	5468.4318
YWHAZ	35822.5607	YWHAZ	13534.6232
YY1AP1	1730.7534	YY1AP1	1561.0998
YY1	1583.3676	YY1	1128.3096
YY2	25.776	YY2	9.6741
ZADH2	1038.2874	ZADH2	1206.721
ZAK	1851.7909	ZAK	7848.7016
ZAP70	15.6443	ZAP70	36.6599
ZBED1	1101.6879	ZBED1	1762.0519
removed	removed	ZBED2	13.7475
ZBED3	21.408	ZBED3	204.1752
ZBED4	834.0881	ZBED4	284.1141
ZBED5	1085.2203	ZBED5	586.558
removed	removed	ZBP1	14.7658
ZBTB10	878.1392	ZBTB10	458.7576
ZBTB11	890.6052	ZBTB11	501.0438
ZBTB12	104.9815	ZBTB12	26.4766
ZBTB16	17.2911	ZBTB16	1587.5764
ZBTB17	480.0329	ZBTB17	274.9491
ZBTB1	1053.0753	ZBTB1	1035.499
ZBTB20	7.4105	ZBTB20	72.8106
ZBTB22	581.7209	ZBTB22	485.7434
ZBTB24	557.5463	ZBTB24	245.4175
ZBTB25	96.8711	ZBTB25	120.1069
ZBTB26	66.2824	ZBTB26	79.9389
ZBTB2	604.3639	ZBTB2	401.7312
ZBTB33	717.1676	ZBTB33	592.1589
ZBTB34	219.8436	ZBTB34	536.6599
ZBTB37	35.8172	ZBTB37	80.4481
ZBTB38	1317.0029	ZBTB38	2859.9796
ZBTB39	286.9494	ZBTB39	205.7026
ZBTB3	135.035	ZBTB3	51.4257
ZBTB40	1162.6184	ZBTB40	902.7495
ZBTB41	739.8106	ZBTB41	565.6823
ZBTB42	980.6505	ZBTB42	155.8045
ZBTB43	437.217	ZBTB43	333.5031
ZBTB44	1659.119	ZBTB44	1643.5845
ZBTB45	222.7254	ZBTB45	179.7352
ZBTB46	1034.9938	ZBTB46	209.776
ZBTB47	337.5875	ZBTB47	1520.8758
ZBTB48	367.2293	ZBTB48	157.8411
ZBTB49	120.2141	ZBTB49	91.6497
ZBTB4	2142.4455	ZBTB4	6638.4929
ZBTB5	553.3141	ZBTB5	340.1222
ZBTB6	283.6558	ZBTB6	233.1976
ZBTB7A	1640.5928	ZBTB7A	969.4501
ZBTB7B	1436.3936	ZBTB7B	1494.3992
ZBTB7C	152.3261	ZBTB7C	181.7719
ZBTB8A	313.2977	ZBTB8A	279.5316
ZBTB8OS	193.907	ZBTB8OS	182.2811
ZBTB9	542.1984	ZBTB9	177.6986
ZC3H10	148.6208	ZC3H10	183.8086
ZC3H11A	3348.7032	ZC3H11A	3839.613
ZC3H12A	393.1659	ZC3H12A	168.5336
ZC3H12B	17.7028	ZC3H12B	34.1141
ZC3H12C	147.3858	ZC3H12C	713.8493
removed	removed	ZC3H12D	15.7841
ZC3H13	3892.9601	ZC3H13	2778.5132
ZC3H14	2386.5788	ZC3H14	1356.4155
ZC3H15	1980.2388	ZC3H15	1303.9715
ZC3H18	1090.1606	ZC3H18	711.8126
ZC3H3	1579.2507	ZC3H3	212.3218
ZC3H4	1250.7205	ZC3H4	702.1385
ZC3H6	604.3639	ZC3H6	594.1955
ZC3H7A	861.6715	ZC3H7A	1423.6253
ZC3H7B	4268.4232	ZC3H7B	3437.3727
ZC3H8	177.851	ZC3H8	62.6273
ZC3HAV1L	132.5648	ZC3HAV1L	42.7699
ZC3HAV1	2368.0527	ZC3HAV1	1486.7617
ZC3HC1	440.5105	ZC3HC1	331.9756
ZC4H2	27.1717	ZC4H2	172.6069
ZCCHC10	247.8386	ZCCHC10	170.5703
ZCCHC11	845.2038	ZCCHC11	675.6619
ZCCHC12	5.7637	ZCCHC12	37.169
ZCCHC14	1592.8366	ZCCHC14	837.5764
ZCCHC17	939.893	ZCCHC17	741.3442
ZCCHC18	5.7637	removed	removed
ZCCHC24	584.6027	ZCCHC24	5388.4929
ZCCHC2	583.0753	ZCCHC2	607.7648
ZCCHC3	589.1313	ZCCHC3	471.4868
ZCCHC4	281.1857	ZCCHC4	210.2851
ZCCHC6	655.0021	ZCCHC6	747.9633
ZCCHC7	604.7756	ZCCHC7	396.1303
ZCCHC8	534.3763	ZCCHC8	327.3931
ZCCHC9	367.641	ZCCHC9	341.1405
ZCRB1	1491.1486	ZCRB1	1224.0326
ZCWPW1	58.872	ZCWPW1	169.5519
ZCWPW2	25.9366	ZCWPW2	35.1324
ZDBF2	163.4417	ZDBF2	411.9145
ZDHHC11	224.7839	ZDHHC11	11.2016
ZDHHC12	282.8324	ZDHHC12	300.9165
ZDHHC13	631.5356	ZDHHC13	74.8473
ZDHHC14	188.1433	ZDHHC14	88.0855
ZDHHC15	13.1741	ZDHHC15	85.0305
ZDHHC16	873.1988	ZDHHC16	367.1079
ZDHHC17	715.5208	ZDHHC17	925.6619
ZDHHC18	602.3055	ZDHHC18	1153.7678
ZDHHC1	162.2067	ZDHHC1	184.3177
ZDHHC20	179.4977	ZDHHC20	151.222
ZDHHC21	178.2627	ZDHHC21	139.5112
ZDHHC23	350.3499	ZDHHC23	62.1181
ZDHHC24	241.2515	ZDHHC24	223.0143
ZDHHC2	393.9893	ZDHHC2	630.8554
ZDHHC3	1958.4191	ZDHHC3	2827.9022
ZDHHC4	986.8259	ZDHHC4	919.0428
ZDHHC5	3542.1984	ZDHHC5	2302.9532
ZDHHC6	843.5982	ZDHHC6	574.9491
ZDHHC7	2277.8921	ZDHHC7	1602.3422
ZDHHC8P1	62.1655	removed	removed
ZDHHC8	771.5109	ZDHHC8	601.3238
ZDHHC9	1277.4804	ZDHHC9	1111.5071
ZEB1	858.2585	ZEB1	2870.7434
ZEB2	678.0568	ZEB2	5366.5988
ZER1	1247.8386	ZER1	1939.4094
ZFAND1	921.7785	ZFAND1	565.1731
ZFAND2A	215.7266	ZFAND2A	214.3585
ZFAND2B	297.2417	ZFAND2B	431.2627
ZFAND3	2368.4644	ZFAND3	2365.0713
ZFAND5	2042.816	ZFAND5	8148.6762
ZFAND6	1279.5389	ZFAND6	1462.3218
ZFAT	682.1079	ZFAT	337.5764
ZFC3H1	1062.5772	ZFC3H1	906.3136
ZFHX3	1295.1462	ZFHX3	1484.9338
ZFHX4	247.8386	ZFHX4	1171.0794
ZFP106	1228.9008	ZFP106	11038.1874
ZFP112	258.9543	ZFP112	80.9572
ZFP14	510.4981	ZFP14	177.6986
ZFP161	420.3376	ZFP161	538.6965
ZFP1	343.3512	ZFP1	203.666
ZFP28	163.8534	ZFP28	254.5825
ZFP2	125.1544	ZFP2	61.609
ZFP30	482.9148	ZFP30	154.277
ZFP36L1	3829.9712	ZFP36L1	10458.2485
ZFP36L2	2590.3664	ZFP36L2	12630.8554
ZFP36	862.0832	ZFP36	27721.9959
ZFP37	26.76	ZFP37	59.0631
ZFP3	342.1161	ZFP3	300.9165
ZFP41	1100.494	ZFP41	203.7525
ZFP62	699.4648	ZFP62	336.0489
ZFP64	1841.9103	ZFP64	288.6965
ZFP82	218.6085	ZFP82	80.9572
ZFP90	613.8329	ZFP90	780.5499
removed	removed	ZFP91-CNTF	5.0153
ZFP91	2272.3014	ZFP91	3055.4939
ZFP92	13.9975	ZFP92	12.7291
ZFPL1	452.8613	ZFPL1	438.391
ZFPM1	158.0897	ZFPM1	26.9857
ZFPM2	113.2153	ZFPM2	624.2363
ZFR	3048.168	ZFR	3074.8473
ZFX	1366.4059	ZFX	1113.0346
ZFYVE16	1486.62	ZFYVE16	955.1935
ZFYVE19	201.7291	ZFYVE19	303.4623
ZFYVE1	840.2635	ZFYVE1	1114.5621
ZFYVE20	776.4512	ZFYVE20	1545.3157
ZFYVE21	1244.9568	ZFYVE21	1606.9246
ZFYVE26	929.189	ZFYVE26	1256.6191
ZFYVE27	663.6476	ZFYVE27	349.7963
ZFYVE28	494.0305	ZFYVE28	152.2403
ZFYVE9	1581.3092	ZFYVE9	1363.0346
ZG16B	529.0243	ZG16B	11.2016
ZG16	9.4689	removed	removed
ZGLP1	8.9008	removed	removed
ZGPAT	1340.6381	ZGPAT	323.9206
ZHX1	1773.9811	ZHX1	2247.2709
ZHX2	1070.811	ZHX2	802.9532
ZHX3	958.0074	ZHX3	2109.4705
ZIC2	263.4829	removed	removed
ZIC5	118.1556	removed	removed
ZIK1	95.5126	ZIK1	92.1589
removed	removed	ZIM2	7.2607
ZKSCAN1	2039.1107	ZKSCAN1	1171.5886
ZKSCAN2	333.0589	ZKSCAN2	265.7841
ZKSCAN3	160.1482	ZKSCAN3	94.7047
ZKSCAN4	194.7303	ZKSCAN4	101.3238
ZKSCAN5	628.6538	ZKSCAN5	311.609
ZMAT1	581.3092	ZMAT1	567.7189
ZMAT2	2545.0803	ZMAT2	2168.5336
ZMAT3	102.0996	ZMAT3	201.1202
ZMAT5	238.2791	ZMAT5	244.1446
ZMIZ1	6741.8691	ZMIZ1	3353.3605
ZMIZ2	2494.0305	ZMIZ2	1070.7739
ZMPSTE24	2673.1165	ZMPSTE24	1336.0489
ZMYM1	326.4718	ZMYM1	156.8228
ZMYM2	2051.4615	ZMYM2	1688.391
ZMYM3	956.3606	ZMYM3	770.3666
ZMYM4	2444.2157	ZMYM4	1648.167
ZMYM5	261.8361	ZMYM5	278.0041
ZMYM6	634.1457	ZMYM6	426.9603
ZMYND10	42.816	ZMYND10	8.1466
ZMYND11	5443.3923	ZMYND11	3243.3809
ZMYND12	92.219	ZMYND12	46.334
ZMYND15	24.2898	ZMYND15	35.6415
ZMYND17	84.8086	ZMYND17	85.0305
ZMYND19	213.6682	ZMYND19	116.5988
ZMYND8	792.0955	ZMYND8	899.6945
ZNF100	84.3969	ZNF100	134.4196
ZNF101	106.2166	ZNF101	64.1548
ZNF107	816.797	ZNF107	178.2077
ZNF10	270.07	ZNF10	114.053
removed	removed	ZNF114	16.2933
ZNF117	2298.8431	ZNF117	3324.109
ZNF121	116.9205	ZNF121	70.7739
ZNF124	70.3993	ZNF124	33.1059
ZNF12	1440.5105	ZNF12	508.1466
ZNF131	683.4088	ZNF131	378.8187
ZNF132	55.9901	ZNF132	145.6212
ZNF133	226.0189	ZNF133	338.0855
ZNF134	458.2297	ZNF134	295.5804
ZNF135	496.0889	ZNF135	155.2953
ZNF136	412.1037	ZNF136	218.4318
ZNF137	83.5735	ZNF137	29.5316
ZNF138	373.4047	ZNF138	142.057
ZNF140	352.8201	ZNF140	302.444
ZNF141	83.5735	ZNF141	56.5173
ZNF142	925.3396	ZNF142	458.2332
ZNF143	452.4496	ZNF143	449.0835
ZNF146	2554.9609	ZNF146	1400.6925
ZNF148	1454.0963	ZNF148	1295.3157
ZNF14	397.2828	ZNF14	196.0285
ZNF154	124.331	ZNF154	53.4623
ZNF155	228.4891	ZNF155	169.2006
ZNF160	1041.1692	ZNF160	1094.7047
ZNF165	70.6381	ZNF165	20.3666
ZNF167	121.8608	ZNF167	75.8656
ZNF169	66.2824	ZNF169	67.2098
ZNF16	822.5607	ZNF16	193.9919
ZNF174	266.3648	ZNF174	241.8534
ZNF175	375.4632	ZNF175	211.8126
ZNF177	250.8316	ZNF177	61.0998
ZNF17	153.1494	ZNF17	153.2587
ZNF180	314.121	ZNF180	180.2444
ZNF181	318.6497	ZNF181	268.3299
ZNF182	281.9638	ZNF182	181.7719
ZNF184	310.4158	ZNF184	147.6578
ZNF185	1566.9	ZNF185	353.3605
ZNF187	428.9831	ZNF187	398.167
ZNF189	310.4158	ZNF189	758.1466
ZNF18	165.5002	ZNF18	227.5967
ZNF192	596.9535	ZNF192	539.7149
ZNF193	174.1457	ZNF193	136.4562
ZNF195	475.0926	ZNF195	252.5458
ZNF197	517.0852	ZNF197	412.9328
ZNF19	115.5825	ZNF19	54.6436
ZNF200	198.0239	ZNF200	160.387
ZNF202	282.8324	ZNF202	169.5519
ZNF204P	56.8135	ZNF204P	275.9674
ZNF205	233.2647	ZNF205	189.2159
ZNF207	3365.5825	ZNF207	2349.7963
ZNF208	295.5949	ZNF208	84.0122
ZNF20	189.4195	ZNF20	105.4939
ZNF211	443.7876	ZNF211	215.6212
ZNF212	555.3726	ZNF212	241.3442
ZNF213	576.7806	ZNF213	298.3707
ZNF214	97.571	ZNF214	37.169
ZNF215	24.2898	ZNF215	12.7291
ZNF217	42514.2034	ZNF217	1324.8473
ZNF219	223.5488	ZNF219	2191.9552
ZNF221	15.6443	ZNF221	23.9308
ZNF222	123.9193	ZNF222	64.664
ZNF223	157.6781	ZNF223	67.7189
ZNF224	231.5603	ZNF224	256.4104
ZNF225	93.0424	ZNF225	86.0489
ZNF226	336.7641	ZNF226	337.0672
ZNF227	273.7505	ZNF227	291.609
ZNF229	597.3652	ZNF229	85.5397
ZNF22	268.4273	ZNF22	734.9796
ZNF230	128.4479	ZNF230	98.2688
ZNF232	88.5138	ZNF232	121.6904
ZNF233	115.6855	ZNF233	16.2933
ZNF234	250.3088	ZNF234	231.1609
ZNF235	83.5982	ZNF235	79.5723
ZNF236	419.9259	ZNF236	320.2648
ZNF238	298.065	ZNF238	392.057
ZNF239	184.8497	ZNF239	53.4623
ZNF23	327.3981	ZNF23	285.9878
ZNF248	357.7604	ZNF248	265.2749
ZNF24	3543.4335	ZNF24	2017.3116
ZNF250	790.387	ZNF250	138.4623
ZNF251	1686.7023	ZNF251	360.998
ZNF252	2504.3228	ZNF252	679.2261
ZNF253	355.7019	ZNF253	225.0509
ZNF254	537.9745	ZNF254	187.6782
ZNF256	148.2091	ZNF256	107.4338
ZNF257	44.8744	ZNF257	19.8574
ZNF259	679.2919	ZNF259	639.002
ZNF25	243.31	ZNF25	789.7149
ZNF260	773.9811	ZNF260	380.8554
ZNF263	783.7876	ZNF263	530.4226
ZNF264	1297.2417	ZNF264	652.2403
ZNF266	822.149	ZNF266	513.2383
ZNF267	266.7765	ZNF267	181.2627
ZNF268	570.6052	ZNF268	451.1202
ZNF26	317.0029	ZNF26	134.4196
ZNF271	606.8341	ZNF271	913.442
ZNF273	270.07	ZNF273	60.0815
ZNF274	236.7229	ZNF274	403.2587
ZNF275	691.231	ZNF275	948.5743
ZNF276	516.8588	ZNF276	234.4348
ZNF277	651.7085	ZNF277	402.7495
ZNF280B	31.2886	ZNF280B	28.0041
ZNF280C	98.8061	ZNF280C	71.2831
ZNF280D	748.065	ZNF280D	900.1884
ZNF281	603.1289	ZNF281	389.5112
ZNF282	994.648	ZNF282	432.7902
ZNF283	91.8073	ZNF283	63.1365
ZNF284	31.2886	ZNF284	36.1507
ZNF285	311.6509	ZNF285	82.9939
ZNF286A	272.1284	ZNF286A	115.5804
ZNF286B	50.6381	ZNF286B	13.2383
ZNF287	421.161	ZNF287	135.947
ZNF28	929.6007	ZNF28	273.4216
ZNF292	1725.4014	ZNF292	991.3442
ZNF295	545.9037	ZNF295	562.6273
ZNF296	128.8596	ZNF296	5.6008
ZNF2	213.2565	ZNF2	100.8147
ZNF300	25.5249	ZNF300	96.2322
ZNF302	618.7732	ZNF302	572.8106
ZNF304	736.9288	ZNF304	375.2546
ZNF30	155.6196	ZNF30	90.6314
ZNF311	6.5871	ZNF311	34.1141
ZNF317	1009.8806	ZNF317	663.442
ZNF318	967.888	ZNF318	915.9878
ZNF319	284.0675	ZNF319	224.0326
ZNF320	828.7361	ZNF320	278.0041
ZNF321	50.0906	ZNF321	24.4399
ZNF322A	1086.4553	ZNF322A	601.833
ZNF322B	48.5797	ZNF322B	33.0957
ZNF323	478.7979	ZNF323	129.3279
ZNF324B	137.5051	ZNF324B	79.9389
ZNF324	241.2515	ZNF324	121.6904
ZNF326	557.0193	ZNF326	362.5255
ZNF329	891.3133	ZNF329	247.9633
ZNF32	538.9049	ZNF32	867.6171
ZNF330	506.7929	ZNF330	689.4094
ZNF331	410.0453	ZNF331	549.8982
ZNF333	140.387	ZNF333	310.5906
ZNF334	13.5858	ZNF334	35.1324
ZNF335	546.3154	ZNF335	262.22
ZNF337	582.7501	ZNF337	526.0896
ZNF33A	2139.5636	ZNF33A	917.0061
ZNF33B	1282.0091	ZNF33B	376.2729
ZNF341	183.203	ZNF341	71.7923
ZNF343	278.3038	ZNF343	286.1507
ZNF345	54.3434	ZNF345	82.9939
ZNF346	214.0799	ZNF346	188.391
ZNF347	250.7205	ZNF347	189.9185
ZNF34	270.07	ZNF34	154.277
ZNF350	563.6064	ZNF350	222.5051
ZNF354A	734.4586	ZNF354A	246.945
ZNF354B	361.0539	ZNF354B	115.0713
ZNF354C	325.2367	ZNF354C	112.5255
ZNF358	609.7159	ZNF358	1582.9939
ZNF35	228.9008	ZNF35	153.2587
ZNF362	479.6212	ZNF362	760.6925
ZNF365	89.7489	ZNF365	19.8574
ZNF366	37.8757	ZNF366	173.1161
ZNF367	40.3458	ZNF367	45.3157
ZNF37A	857.5545	ZNF37A	478.6151
ZNF37B	665.7061	ZNF37B	300.9165
ZNF382	93.4541	ZNF382	45.8248
ZNF383	103.3347	ZNF383	115.0713
ZNF384	1146.5624	ZNF384	997.9633
ZNF385A	318.6497	ZNF385A	853.8697
removed	removed	ZNF385B	40.7332
ZNF385D	7.8221	ZNF385D	102.3422
removed	removed	ZNF389	8.1466
ZNF391	69.1643	ZNF391	114.5621
ZNF394	637.2993	ZNF394	468.9409
ZNF395	845.6155	ZNF395	2273.4216
ZNF396	78.2215	ZNF396	43.7882
ZNF397OS	372.3672	ZNF397OS	372.4847
ZNF397	362.5031	ZNF397	377.0061
ZNF398	808.1515	ZNF398	430.2444
ZNF3	1530.2882	ZNF3	522.444
ZNF404	84.8086	ZNF404	41.2424
ZNF407	367.641	ZNF407	357.943
ZNF408	251.1322	ZNF408	94.7047
ZNF410	1032.8448	ZNF410	961.3035
ZNF414	160.9716	ZNF414	78.9206
ZNF415	324.0016	ZNF415	283.0957
ZNF416	141.2104	ZNF416	115.0713
ZNF417	179.086	ZNF417	145.112
ZNF418	244.1334	ZNF418	54.9898
ZNF419	389.049	ZNF419	164.4603
ZNF41	312.4743	ZNF41	316.7006
ZNF420	297.2417	ZNF420	165.4786
ZNF423	193.4953	ZNF423	712.3218
ZNF425	230.5476	ZNF425	39.7149
ZNF426	166.7353	ZNF426	230.6517
ZNF428	400.7616	ZNF428	268.7882
ZNF429	337.1758	ZNF429	159.3686
ZNF430	151.091	ZNF430	128.3096
ZNF431	170.0288	ZNF431	121.1813
ZNF432	206.6694	ZNF432	97.2505
ZNF433	141.2104	ZNF433	70.2648
ZNF434	463.5653	ZNF434	294.8065
ZNF436	975.776	ZNF436	1628.7831
ZNF438	289.4195	ZNF438	587.0672
ZNF439	298.8884	ZNF439	40.224
ZNF43	396.0478	ZNF43	271.3849
ZNF440	386.1671	ZNF440	167.0061
ZNF441	352.4084	ZNF441	242.8717
ZNF442	41.5809	ZNF442	41.7515
ZNF443	233.4294	ZNF443	38.1874
ZNF444	316.5912	ZNF444	240.835
ZNF445	811.8567	ZNF445	621.6904
ZNF446	280.8152	ZNF446	99.5519
ZNF449	135.9613	ZNF449	215.4888
ZNF44	305.2408	ZNF44	221.6141
ZNF451	1016.2207	ZNF451	792.6375
ZNF454	25.5249	ZNF454	21.3849
ZNF45	249.8971	ZNF45	251.5275
ZNF460	38.6991	ZNF460	48.3707
ZNF461	170.4405	ZNF461	79.4297
ZNF462	88.1021	ZNF462	498.4725
ZNF467	1091.8073	ZNF467	88.5947
ZNF468	769.8641	ZNF468	223.5234
ZNF469	1092.219	ZNF469	85.0305
ZNF470	189.79	ZNF470	185.336
ZNF471	215.3149	ZNF471	228.1059
ZNF473	448.7443	ZNF473	211.8126
ZNF474	9.4689	removed	removed
ZNF480	762.042	ZNF480	298.8798
ZNF483	5.7637	ZNF483	21.3849
ZNF484	62.5772	ZNF484	98.2688
ZNF485	19.3495	ZNF485	38.6965
ZNF486	109.5101	ZNF486	32.5866
ZNF487	44.4627	ZNF487	35.1324
ZNF488	22.2314	ZNF488	15.7841
ZNF48	221.0786	ZNF48	57.0265
ZNF490	392.7542	ZNF490	141.0387
ZNF491	40.7575	ZNF491	44.2974
ZNF492	22.2314	removed	removed
ZNF493	222.3137	ZNF493	133.9104
ZNF496	220.6669	ZNF496	174.1344
ZNF497	113.8164	ZNF497	11.7617
ZNF498	650.8851	ZNF498	281.0591
ZNF500	250.7205	ZNF500	156.3136
ZNF501	136.6818	ZNF501	134.4196
ZNF502	222.7254	ZNF502	214.3585
ZNF503	52.6966	ZNF503	362.0163
ZNF506	670.6464	ZNF506	415.4786
ZNF507	511.7332	ZNF507	802.444
ZNF510	331.0004	ZNF510	530.0407
ZNF511	230.4076	ZNF511	389.3228
ZNF512B	5324.3804	ZNF512B	361.0743
ZNF512	890.0782	ZNF512	760.1833
ZNF513	301.3586	ZNF513	187.8819
ZNF514	352.8201	ZNF514	234.2159
ZNF516	710.9922	ZNF516	238.7984
ZNF517	676.8217	ZNF517	125.7637
ZNF518A	1018.1145	ZNF518A	600.8147
ZNF518B	546.3154	ZNF518B	621.1813
ZNF519	31.2886	ZNF519	62.1181
ZNF521	323.59	ZNF521	918.5336
ZNF524	107.0399	ZNF524	162.4236
ZNF525	743.1042	ZNF525	96.7413
ZNF526	262.6595	ZNF526	220.9776
ZNF527	186.4965	ZNF527	128.8187
ZNF528	456.1548	ZNF528	213.3401
ZNF529	288.1844	ZNF529	175.1527
ZNF530	63.8123	ZNF530	43.279
ZNF532	1795.389	ZNF532	1900.2037
ZNF534	6.1754	ZNF534	6.11
ZNF540	18.6949	ZNF540	59.0631
ZNF541	6.1754	ZNF541	120.1629
ZNF542	587.0729	ZNF542	334.5214
ZNF543	254.014	ZNF543	102.3422
ZNF544	908.0733	ZNF544	297.4695
ZNF546	62.9889	ZNF546	170.0611
ZNF547	75.3643	ZNF547	53.9155
ZNF548	375.8748	ZNF548	282.0774
ZNF549	424.4545	ZNF549	174.6436
ZNF550	284.0675	ZNF550	121.1813
ZNF551	175.7925	ZNF551	87.5764
ZNF552	704.4051	ZNF552	109.9796
ZNF554	189.3783	ZNF554	101.3238
ZNF555	138.3285	ZNF555	81.4664
ZNF557	339.2343	ZNF557	119.1446
ZNF558	373.8164	ZNF558	376.7821
ZNF559	302.0708	ZNF559	324.3381
ZNF561	816.797	ZNF561	548.3707
ZNF562	674.7633	ZNF562	327.3931
ZNF563	80.28	ZNF563	46.334
ZNF564	519.1437	ZNF564	207.2301
ZNF565	85.6319	ZNF565	86.0692
ZNF566	189.79	ZNF566	160.387
ZNF567	177.0276	ZNF567	108.4521
ZNF568	174.4916	ZNF568	90.5754
ZNF569	241.7085	ZNF569	160.9929
ZNF570	115.6402	ZNF570	67.6222
ZNF571	174.5574	ZNF571	93.1772
ZNF572	335.529	ZNF572	35.6415
ZNF573	39.9341	ZNF573	32.5866
ZNF574	528.2009	ZNF574	250
ZNF575	37.464	ZNF575	71.7923
ZNF576	151.762	ZNF576	171.0794
ZNF577	411.6921	ZNF577	227.0876
ZNF578	50.2264	ZNF578	53.4623
ZNF579	93.8658	ZNF579	41.7515
ZNF57	210.7863	ZNF57	55.499
ZNF580	208.2215	ZNF580	276.446
ZNF581	223.2318	ZNF581	188.9308
ZNF582	40.3458	ZNF582	58.554
ZNF583	83.1618	ZNF583	79.9389
ZNF584	131.7415	ZNF584	177.6986
ZNF585A	261.0128	ZNF585A	178.7169
ZNF585B	135.8584	ZNF585B	104.3788
ZNF586	120.2141	ZNF586	118.6354
ZNF587	1707.4722	ZNF587	359.8625
ZNF589	306.2989	ZNF589	268.3299
ZNF592	1491.972	ZNF592	1941.9552
ZNF593	290.2429	ZNF593	135.947
ZNF594	170.0288	ZNF594	136.9654
ZNF595	253.1906	ZNF595	209.2668
ZNF596	97.1593	ZNF596	107.943
ZNF597	79.0449	ZNF597	72.8106
ZNF598	692.466	ZNF598	397.6578
ZNF599	139.5636	ZNF599	68.7373
ZNF600	355.2902	ZNF600	201.6293
ZNF605	777.6863	ZNF605	334.0122
ZNF606	494.3228	ZNF606	157.1334
ZNF607	448.7443	ZNF607	146.1303
ZNF608	52.2849	ZNF608	350.8147
ZNF609	10750.5146	ZNF609	1172.0978
ZNF610	163.8534	ZNF610	75.8656
ZNF611	320.2964	ZNF611	200.1018
ZNF613	214.0799	ZNF613	114.5621
ZNF614	431.4533	ZNF614	221.4868
ZNF615	484.9732	ZNF615	234.2159
ZNF616	336.3524	ZNF616	302.444
ZNF618	554.9609	ZNF618	512.22
ZNF619	107.0399	ZNF619	79.9389
ZNF620	69.1643	ZNF620	35.1324
ZNF621	1006.9988	ZNF621	712.831
ZNF622	495.6772	ZNF622	546.334
ZNF623	2861.6715	ZNF623	365.5804
ZNF624	405.9284	ZNF624	167.5153
ZNF625	68.2997	ZNF625	19.7607
ZNF626	1284.0675	ZNF626	164.9695
ZNF627	726.2248	ZNF627	212.3218
ZNF628	107.8633	ZNF628	57.5356
ZNF629	1558.2544	ZNF629	693.9919
ZNF630	182.8366	ZNF630	39.7149
ZNF638	2579.6624	ZNF638	2151.222
ZNF639	847.6739	ZNF639	479.6334
ZNF641	189.3783	ZNF641	242.3625
