gene_id	TCGA-BH-A1FN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FN-11A-34R-A13Q-07
MYC	4021.6276	MYC	4570.1911
MYD88	1395.4868	MYD88	1735.3404
MYEF2	506.0074	MYEF2	275.4283
MYEOV2	358.3532	MYEOV2	424.4635
removed	removed	MYEOV	8.074
MYH10	2522.0871	MYH10	2359.0595
MYH11	92.6127	MYH11	4879.5275
MYH14	1181.5446	MYH14	799.0409
MYH15	7.2935	removed	removed
removed	removed	MYH1	12.9761
MYH3	10.6971	MYH3	30.8543
removed	removed	MYH7B	6.6322
MYH9	24175.9578	MYH9	17314.1873
MYL12A	7051.8275	MYL12A	8850.2937
MYL12B	7104.8268	MYL12B	10180.2023
removed	removed	MYL3	8.074
MYL5	57.6526	MYL5	53.675
MYL6B	376.3438	MYL6B	401.6831
MYL6	12363.9157	MYL6	9229.7733
MYL9	3994.8848	MYL9	6926.6553
MYLIP	410.8663	MYLIP	1823.8664
MYLK3	9.2384	MYLK3	8.9391
MYLK4	14.587	MYLK4	80.452
MYLK	1660.4202	MYLK	8942.8481
MYNN	758.5224	MYNN	574.1214
removed	removed	MYO10	899.678
MYO15A	34.0363	MYO15A	13.5528
MYO15B	270.8314	MYO15B	450.9924
removed	removed	MYO16	24.7988
MYO18A	714.0273	MYO18A	921.945
MYO19	1271.2593	MYO19	382.6371
MYO1B	3441.0662	MYO1B	2466.6171
MYO1C	2657.7459	MYO1C	3747.7932
MYO1D	3709.9527	MYO1D	2165.571
MYO1E	929.6762	MYO1E	1128.0578
MYO1F	132.2552	MYO1F	372.2706
MYO1G	95.7878	MYO1G	106.4042
removed	removed	MYO1H	14.1296
MYO3A	12.1558	MYO3A	31.7194
removed	removed	MYO3B	8.9391
MYO5A	616.0564	MYO5A	1328.1784
MYO5B	5012.5691	MYO5B	1039.2434
MYO5C	466.3454	MYO5C	1399.0598
MYO6	5439.9673	MYO6	2088.0026
MYO7A	50.0819	MYO7A	135.8168
removed	removed	MYO7B	8.074
MYO9A	545.5527	MYO9A	428.2121
MYO9B	1497.5956	MYO9B	1095.1849
removed	removed	MYOCD	14.4179
removed	removed	MYOC	73.5314
MYOF	3575.2663	MYOF	5364.6183
MYOM1	15.0732	MYOM1	185.4144
removed	removed	MYOM2	58.2484
removed	removed	MYOM3	29.1242
removed	removed	MYOZ1	19.0316
MYOZ3	118.1545	MYOZ3	30.8543
MYPOP	168.2364	MYPOP	139.2771
MYRIP	17.5044	MYRIP	231.5517
MYSM1	242.1437	MYSM1	62.5738
MYST1	471.6454	MYST1	662.9358
MYST2	1225.7917	MYST2	1440.0615
MYST3	1737.3081	MYST3	1830.787
MYST4	3409.9473	MYST4	1074.4231
MYT1	15.5594	removed	removed
MZF1	146.2052	MZF1	119.4842
N4BP1	1531.6318	N4BP1	1887.0169
N4BP2L1	150.732	N4BP2L1	1092.013
N4BP2L2	701.147	N4BP2L2	1724.3828
N4BP2	533.8831	N4BP2	179.9356
N4BP3	545.5527	N4BP3	118.8036
N6AMT1	236.3089	N6AMT1	378.6145
N6AMT2	147.8146	N6AMT2	198.1022
NAA10	401.1417	NAA10	437.7279
NAA15	2460.3356	NAA15	1316.9325
NAA16	190.1168	NAA16	416.3894
NAA20	1350.2672	NAA20	962.2517
NAA25	754.1463	NAA25	692.6367
NAA30	750.2565	NAA30	713.3985
NAA35	508.599	NAA35	442.0533
NAA38	287.8495	NAA38	558.2617
NAA40	714.7615	NAA40	484.7303
NAA50	7499.6475	NAA50	2794.4805
NAAA	143.4385	NAAA	737.909
NAALAD2	34.5225	NAALAD2	83.3356
NAALADL1	34.0363	NAALADL1	127.166
NAALADL2	369.0503	NAALADL2	341.7046
NAB1	1583.6587	NAB1	1561.4603
NAB2	301.9503	NAB2	658.0337
NACA2	21.3942	NACA2	56.5182
NACAD	284.4459	NACAD	131.203
NACAP1	50.0819	NACAP1	202.7159
NACA	5913.0714	NACA	22335.6592
NACC1	1064.3626	NACC1	385.8234
NACC2	19.9355	NACC2	10.0925
NADK	1018.6567	NADK	851.5221
NADSYN1	470.6729	NADSYN1	546.1507
NAE1	1054.6379	NAE1	1045.5873
NAF1	284.4459	NAF1	176.1869
NAGA	1050.2618	NAGA	1407.1886
NAGK	789.6413	NAGK	662.6474
NAGLU	306.8126	NAGLU	545.574
NAGPA	153.6494	NAGPA	157.732
NAGS	137.6037	NAGS	60.8436
NAIF1	154.6219	NAIF1	198.3905
NAIP	36.4674	NAIP	98.0418
NALCN	32.5776	NALCN	181.9541
NAMPT	2814.3127	NAMPT	2636.7485
NANOS1	175.5299	NANOS1	319.7894
removed	removed	NANOS3	6.0555
NANP	287.3633	NANP	287.4933
NANS	684.6151	NANS	583.9256
NAP1L1	7689.2781	NAP1L1	12738.8057
NAP1L2	145.3835	NAP1L2	217.4222
NAP1L3	95.3015	NAP1L3	237.8956
NAP1L4	2882.8715	NAP1L4	2236.5072
NAP1L5	15.5594	NAP1L5	293.5488
NAPA	2648.3908	NAPA	2176.2345
NAPB	363.2156	NAPB	359.2945
NAPEPLD	375.4978	NAPEPLD	534.7144
NAPG	884.9428	NAPG	695.8086
NAPRT1	449.2787	NAPRT1	198.1022
NAPSB	53.9718	NAPSB	348.9136
NARFL	264.0242	NARFL	189.4514
NARF	1080.4082	NARF	674.7585
NARG2	812.008	NARG2	1188.613
NARS2	415.2424	NARS2	417.2545
NARS	6747.4461	NARS	5091.2546
NASP	4077.5443	NASP	1570.6878
NAT10	1465.018	NAT10	1015.598
NAT14	320.9133	NAT14	73.243
NAT15	1138.2699	NAT15	696.097
NAT1	667.1108	NAT1	135.5284
NAT6	68.7581	NAT6	167.1152
NAT8L	15.0732	NAT8L	33.4496
NAT9	367.5916	NAT9	241.9326
NAV1	2204.0912	NAV1	1159.4888
NAV2	1447.8783	NAV2	2991.9224
NAV3	45.7058	NAV3	270.4801
NBAS	1125.1416	NBAS	1599.812
NBEAL1	345.7112	NBEAL1	50.1743
NBEAL2	657.3861	NBEAL2	763.8612
NBEA	274.7213	NBEA	489.0557
NBL1	3010.2644	NBL1	2014.7596
NBLA00301	11.1833	NBLA00301	35.1797
NBN	1784.9589	NBN	1522.2436
NBPF10	1204.3391	NBPF10	694.3178
NBPF14	604.0805	NBPF14	341.993
NBPF15	202.9582	NBPF15	221.3006
NBPF16	32.0913	NBPF16	27.1057
NBPF1	345.7112	NBPF1	460.2199
NBPF3	392.8757	NBPF3	214.827
removed	removed	NBPF9	127.0766
removed	removed	NBR1	4984.2737
NBR2	66.6138	NBR2	136.9702
NCALD	147.3284	NCALD	3160.6956
NCAM1	38.4124	NCAM1	221.7331
NCAM2	129.824	NCAM2	44.9839
NCAPD2	2015.9192	NCAPD2	1160.0655
NCAPD3	358.8395	NCAPD3	709.0731
NCAPG2	1094.0227	NCAPG2	335.0724
NCAPG	682.6751	NCAPG	102.8084
NCAPH2	661.276	NCAPH2	333.9189
NCAPH	576.1853	NCAPH	66.3224
NCBP1	1162.5815	NCBP1	910.924
NCBP2	3298.6001	NCBP2	1827.6151
NCCRP1	132.2552	NCCRP1	36.0448
NCDN	1522.8797	NCDN	336.8025
NCEH1	779.9167	NCEH1	397.0694
NCF1B	11.1833	NCF1B	42.9654
NCF1C	24.7978	NCF1C	43.2537
NCF1	81.687	NCF1	132.3565
NCF2	321.8858	NCF2	359.2945
NCF4	68.0725	NCF4	363.3315
NCK1	943.777	NCK1	1139.3037
NCK2	1036.6473	NCK2	1045.0106
NCKAP1L	238.2538	NCKAP1L	911.2123
NCKAP1	7000.7731	NCKAP1	4119.7754
NCKAP5L	338.4177	NCKAP5L	352.3739
NCKAP5	112.8059	NCKAP5	243.0861
NCKIPSD	459.9758	NCKIPSD	547.3041
NCLN	928.2175	NCLN	446.0903
NCL	15241.9249	NCL	10114.1683
NCOA1	1134.38	NCOA1	2443.8368
NCOA2	502.278	NCOA2	409.7572
NCOA3	1886.5814	NCOA3	1451.3075
NCOA4	3771.218	NCOA4	6766.3281
NCOA5	1394.0281	NCOA5	1520.2251
NCOA6	1892.9025	NCOA6	1668.4413
NCOA7	1787.3901	NCOA7	3759.0391
NCOR1	1648.8138	NCOR1	2140.7722
NCOR2	2097.12	NCOR2	1649.9863
removed	removed	NCR3	27.9708
NCRNA00052	57.3754	removed	removed
NCRNA00081	209.9065	NCRNA00081	272.0978
NCRNA00085	40.8435	NCRNA00085	28.2591
NCRNA00086	22.8529	NCRNA00086	101.7905
NCRNA00087	16.5319	NCRNA00087	61.997
removed	removed	NCRNA00092	36.0448
removed	removed	NCRNA00093	10.7529
NCRNA00094	533.2996	NCRNA00094	762.2233
NCRNA00095	49.1095	NCRNA00095	31.1427
NCRNA00105	18.9825	NCRNA00105	8.074
NCRNA00107	17.9906	NCRNA00107	13.8412
removed	removed	NCRNA00110	5.4788
NCRNA00115	13.1283	NCRNA00115	8.9391
NCRNA00116	59.8066	NCRNA00116	108.4227
NCRNA00120	25.2841	NCRNA00120	53.923
NCRNA00152	400.1692	NCRNA00152	179.3589
NCRNA00171	24.8756	NCRNA00171	20.6349
NCRNA00173	9.7246	NCRNA00173	12.9761
NCRNA00174	282.501	NCRNA00174	101.7905
NCRNA00176	12.642	removed	removed
NCRNA00181	297.9534	NCRNA00181	102.422
NCRNA00182	54.458	NCRNA00182	49.5976
NCRNA00183	258.6756	NCRNA00183	270.1918
NCRNA00188	11818.8493	NCRNA00188	11948.7039
NCRNA00201	2763.7494	NCRNA00201	826.8444
NCRNA00202	6.321	removed	removed
removed	removed	NCRNA00204B	10.9576
NCRNA00219	227.5567	NCRNA00219	775.3955
NCS1	620.9187	NCS1	308.8318
NCSTN	3878.6753	NCSTN	2893.5114
NDC80	759.0087	NDC80	76.9917
NDE1	542.893	NDE1	350.1391
NDEL1	716.2202	NDEL1	1090.5712
NDFIP1	3009.7781	NDFIP1	3962.0434
NDFIP2	1442.6513	NDFIP2	709.6498
NDNL2	350.5735	NDNL2	544.7089
NDN	186.227	NDN	828.7418
NDOR1	295.6293	NDOR1	202.7159
NDP	22.8529	NDP	105.5391
NDRG1	50190.36	NDRG1	4050.8578
NDRG2	655.4412	NDRG2	8295.204
NDRG3	1442.6513	NDRG3	1388.157
NDRG4	579.5889	NDRG4	147.9278
NDST1	1925.9663	NDST1	3771.7269
NDST2	956.419	NDST2	740.2158
NDST3	8.2659	NDST3	13.8412
NDUFA10	1183.0033	NDUFA10	1538.1033
NDUFA11	1094.2367	NDUFA11	1012.7144
NDUFA12	366.6192	NDUFA12	674.1818
NDUFA13	876.4824	NDUFA13	778.7607
NDUFA1	1050.2618	NDUFA1	1220.0441
NDUFA2	764.3572	NDUFA2	687.4462
NDUFA3	997.2625	NDUFA3	487.0372
NDUFA4L2	175.0436	NDUFA4L2	169.8431
NDUFA4	2770.5518	NDUFA4	3266.2348
NDUFA5	830.9711	NDUFA5	1681.4174
NDUFA6	766.7884	NDUFA6	766.7448
NDUFA7	529.9932	NDUFA7	371.4055
NDUFA8	466.783	NDUFA8	592.5764
NDUFA9	1026.9227	NDUFA9	1310.3002
NDUFAB1	974.4096	NDUFAB1	811.4403
NDUFAF1	145.3835	NDUFAF1	283.4562
NDUFAF2	145.3835	NDUFAF2	154.5601
NDUFAF3	366.6192	NDUFAF3	581.042
NDUFAF4	406.004	NDUFAF4	352.9506
NDUFB10	987.5379	NDUFB10	627.7561
NDUFB11	1113.472	NDUFB11	1092.013
NDUFB1	471.6454	NDUFB1	668.1262
NDUFB2	696.2847	NDUFB2	861.3234
NDUFB3	907.7958	NDUFB3	575.2749
NDUFB4	3963.766	NDUFB4	1691.7983
NDUFB5	1716.4001	NDUFB5	1481.0084
NDUFB6	969.5473	NDUFB6	516.7381
NDUFB7	460.462	NDUFB7	383.5166
NDUFB8	976.092	NDUFB8	843.6327
NDUFB9	2490.516	NDUFB9	1463.4272
NDUFC1	653.01	NDUFC1	722.0492
NDUFC2	2058.7077	NDUFC2	1788.9751
NDUFS1	1975.562	NDUFS1	1040.9736
NDUFS2	2676.709	NDUFS2	1610.1929
NDUFS3	1159.421	NDUFS3	1153.3093
NDUFS4	718.1652	NDUFS4	921.5932
NDUFS5	2655.3148	NDUFS5	1732.7452
NDUFS6	287.8495	NDUFS6	189.7398
NDUFS7	285.0294	NDUFS7	245.8399
NDUFS8	572.2955	NDUFS8	444.9369
NDUFV1	808.6044	NDUFV1	835.0857
NDUFV2	1447.5137	NDUFV2	1606.4442
NDUFV3	623.3498	NDUFV3	554.8014
NEAT1	3018.0441	NEAT1	5643.7491
NEBL	4330.3851	NEBL	3276.3273
NEB	84.1182	NEB	14.4179
NECAB1	30.6326	NECAB1	281.7261
NECAB2	7.2935	NECAB2	62.8621
NECAB3	402.1141	NECAB3	167.5362
NECAP1	764.8435	NECAP1	898.2362
NECAP2	1451.8897	NECAP2	1840.3028
NEDD1	570.3505	NEDD1	643.0391
NEDD4L	1470.3666	NEDD4L	1748.6049
NEDD4	465.8106	NEDD4	709.6498
NEDD8	1508.7789	NEDD8	1495.7146
NEDD9	750.7427	NEDD9	2323.5914
NEFH	14.587	NEFH	48.7326
NEGR1	94.3291	NEGR1	476.368
NEIL1	27.7152	NEIL1	85.9308
NEIL2	299.5191	NEIL2	400.8181
NEIL3	117.182	NEIL3	7.7857
NEK10	36.9537	removed	removed
NEK11	441.0127	NEK11	219.729
NEK1	663.7071	NEK1	549.3226
NEK2	1089.6467	NEK2	26.529
NEK3	99.1914	NEK3	281.1494
NEK4	451.7098	NEK4	471.4659
NEK6	1341.0288	NEK6	699.8457
NEK7	1773.2893	NEK7	1989.0957
NEK8	67.1001	NEK8	59.1135
NEK9	1233.5714	NEK9	2179.7006
NELF	914.1168	NELF	538.365
NELL1	17.0181	removed	removed
NELL2	231.9328	NELL2	200.1207
NENF	1249.6171	NENF	1215.142
NEO1	1230.1678	NEO1	2438.9347
NES	1648.3276	NES	1715.4437
NET1	2667.9568	NET1	4443.6018
NETO1	11.6696	removed	removed
NETO2	913.6306	NETO2	358.7178
NEU1	2327.5942	NEU1	1358.4561
NEU3	120.5856	NEU3	77.8567
NEURL1B	1375.5513	NEURL1B	1544.1588
NEURL2	7.8235	NEURL2	19.0893
NEURL3	13.6145	NEURL3	135.2401
NEURL4	260.64	NEURL4	297.5858
NEURL	40.8435	NEURL	39.5051
removed	removed	NEUROG2	63.1505
NEXN	263.0517	NEXN	480.405
NF1	3216.9131	NF1	2117.4152
NF2	796.4486	NF2	945.8153
NFAM1	87.0356	NFAM1	258.9458
NFASC	839.4023	NFASC	450.8713
NFAT5	1360.9643	NFAT5	2689.2297
NFATC1	78.7696	NFATC1	738.1973
NFATC2IP	803.742	NFATC2IP	676.4886
NFATC2	36.4674	NFATC2	70.3594
NFATC3	982.6755	NFATC3	1126.3276
NFATC4	607.3042	NFATC4	622.2773
NFE2L1	5673.3588	NFE2L1	6050.9111
NFE2L2	3368.7829	NFE2L2	4802.8271
NFE2L3	1304.5613	NFE2L3	687.4462
removed	removed	NFE2	11.5343
NFIA	1977.0207	NFIA	2789.5784
NFIB	909.2545	NFIB	10179.6256
NFIC	753.6601	NFIC	526.5423
NFIL3	710.3854	NFIL3	1007.2356
NFIX	3458.0843	NFIX	3397.4378
NFKB1	960.3089	NFKB1	1880.673
NFKB2	1511.6963	NFKB2	746.8481
NFKBIA	1346.8636	NFKBIA	4758.4891
NFKBIB	192.0618	NFKBIB	153.695
NFKBID	25.2841	NFKBID	20.7618
NFKBIE	225.6118	NFKBIE	402.5482
NFKBIL1	262.5655	NFKBIL1	134.375
NFKBIL2	229.5017	NFKBIL2	59.396
NFKBIZ	227.0705	NFKBIZ	1557.7117
NFRKB	374.8851	NFRKB	818.9376
NFS1	526.1034	NFS1	470.8891
NFU1	259.6481	NFU1	645.9226
NFX1	1538.9253	NFX1	1294.7289
NFXL1	465.6598	NFXL1	277.6891
NFYA	2194.8527	NFYA	1342.308
NFYB	575.2128	NFYB	1220.6208
NFYC	1634.7082	NFYC	1318.2012
NGB	25.7703	removed	removed
NGDN	502.278	NGDN	585.6558
NGEF	68.5588	NGEF	44.9839
NGFRAP1	1323.5244	NGFRAP1	1149.3963
NGFR	153.1632	NGFR	868.2469
removed	removed	NGF	12.3994
NGLY1	848.9617	NGLY1	831.9138
NGRN	1695.3657	NGRN	2325.4686
NHEDC1	7.7797	removed	removed
NHEDC2	84.1182	NHEDC2	336.2258
NHEJ1	309.6862	NHEJ1	404.5667
NHLH1	16.0457	removed	removed
NHLRC1	110.861	NHLRC1	89.1027
NHLRC2	145.3835	NHLRC2	97.4651
NHLRC3	419.6185	NHLRC3	755.7872
NHLRC4	8.7522	NHLRC4	28.8358
NHP2L1	2093.7164	NHP2L1	2439.2231
NHP2	1256.4243	NHP2	930.8207
NHSL1	607.7904	NHSL1	388.4187
NHSL2	46.6783	NHSL2	81.317
NHS	94.3291	NHS	368.2336
NICN1	123.4009	NICN1	380.8608
NID1	3532.4536	NID1	3753.8343
NID2	1604.5667	NID2	570.3728
NIF3L1	603.9006	NIF3L1	614.2032
NINJ1	1582.2	NINJ1	1583.6639
NINJ2	33.55	NINJ2	128.0311
NINL	292.2256	NINL	198.1022
NIN	1456.7521	NIN	1355.5725
NIP7	693.8535	NIP7	664.9543
NIPA1	783.3203	NIPA1	354.9691
NIPA2	1557.4022	NIPA2	1067.5025
NIPAL1	27.229	NIPAL1	12.3994
NIPAL2	77.3109	NIPAL2	235.012
NIPAL3	931.6211	NIPAL3	1227.8298
NIPAL4	18.4768	removed	removed
removed	removed	NIPBL	2399.4296
NIPSNAP1	1542.8152	NIPSNAP1	973.2093
NIPSNAP3A	552.8462	NIPSNAP3A	757.229
NIPSNAP3B	18.0003	NIPSNAP3B	79.0217
NISCH	1033.2437	NISCH	1960.5483
NIT1	664.3003	NIT1	472.9307
NIT2	778.458	NIT2	538.6534
NKAIN1	2228.889	NKAIN1	37.4866
removed	removed	NKAIN2	17.0131
removed	removed	NKAPL	45.2723
NKAP	355.9221	NKAP	380.633
NKD1	40.3573	NKD1	10.6693
NKD2	47.1645	NKD2	57.96
NKG7	30.6326	NKG7	363.3315
NKIRAS1	250.8959	NKIRAS1	354.3924
NKIRAS2	1001.6386	NKIRAS2	869.112
NKPD1	15.0732	NKPD1	39.7934
NKRF	585.91	NKRF	404.5667
NKTR	885.4291	NKTR	1412.6674
NKX3-1	158.5117	NKX3-1	325.8449
NLE1	351.0597	NLE1	305.3715
NLGN1	5.3486	NLGN1	46.4257
NLGN2	877.1631	NLGN2	732.7185
NLGN3	29.1739	NLGN3	66.3224
NLGN4X	896.1262	NLGN4X	317.7709
NLK	551.8737	NLK	521.0635
NLN	550.415	NLN	318.0592
NLRC3	47.1645	NLRC3	194.0652
NLRC4	47.6508	NLRC4	143.6024
NLRC5	658.8448	NLRC5	618.817
NLRP1	107.9436	NLRP1	519.3333
NLRP2	9.7246	NLRP2	20.7618
NLRP3	54.458	NLRP3	192.335
removed	removed	NLRP5	6.6322
NLRP7	7.7797	NLRP7	7.4973
NLRP9	6.321	NLRP9	6.0555
NLRX1	163.3741	NLRX1	390.4372
NMB	147.8146	NMB	258.6574
NMD3	2214.7883	NMD3	1334.8107
NME1-NME2	75.0597	NME1-NME2	22.8668
NME1	1664.9859	NME1	580.6902
NME2P1	65.6414	NME2P1	51.6161
NME2	4975.314	NME2	4708.0033
NME3	337.4452	NME3	215.1153
NME4	1570.5304	NME4	789.2367
NME5	75.8522	NME5	83.9123
NME6	177.4748	NME6	135.5284
NME7	571.0361	NME7	286.6051
NMI	472.1316	NMI	740.5042
NMNAT1	300.4916	NMNAT1	329.8819
NMNAT2	12.642	NMNAT2	246.258
NMNAT3	224.6393	NMNAT3	220.5941
NMRAL1	512.0026	NMRAL1	327.5751
NMT1	2522.5733	NMT1	3014.2096
NMT2	401.1417	NMT2	638.7137
NMUR1	6.321	NMUR1	58.5367
NMU	16.5319	removed	removed
NNAT	10.2109	NNAT	55.3648
NNMT	2683.03	NNMT	3181.4574
NNT	857.7138	NNT	882.3765
NOB1	654.955	NOB1	1456.7863
NOC2L	1803.7664	NOC2L	721.1034
NOC3L	295.6293	NOC3L	611.608
NOC4L	200.3277	NOC4L	196.372
NOD1	275.2075	NOD1	587.9626
NOD2	297.088	NOD2	155.1368
NOG	18.4768	NOG	6.0555
NOL10	969.061	NOL10	646.4994
NOL11	1664.8595	NOL11	1386.1385
NOL12	139.5487	NOL12	141.5839
NOL3	488.6635	NOL3	184.261
removed	removed	NOL4	26.2406
NOL6	1234.5439	NOL6	798.4642
NOL7	822.2189	NOL7	628.6211
NOL8	790.6138	NOL8	984.4553
NOL9	314.1061	NOL9	180.5123
NOLC1	9711.5184	NOLC1	2053.3996
NOM1	349.1148	NOM1	451.8575
NOMO1	4257.9365	NOMO1	2262.1711
NOMO2	1094.0227	NOMO2	867.6702
NOMO3	1341.515	NOMO3	762.1311
NONO	9502.9247	NONO	7307.865
NOP10	741.5043	NOP10	1263.0095
NOP14	1088.2901	NOP14	878.6797
NOP16	222.6944	NOP16	123.4174
NOP2	662.2484	NOP2	597.1901
NOP56	2905.7244	NOP56	1571.2645
NOP58	2637.3242	NOP58	1573.283
NOS1AP	79.7421	NOS1AP	49.886
NOS2	14.587	NOS2	5.1904
NOS3	117.8724	NOS3	435.101
NOSIP	441.9852	NOSIP	356.4109
NOSTRIN	353.9771	NOSTRIN	674.4701
NOTCH1	712.3304	NOTCH1	1141.3223
NOTCH2NL	438.353	NOTCH2NL	475.5086
NOTCH2	6367.6986	NOTCH2	5660.4739
NOTCH3	4931.8545	NOTCH3	2342.3347
NOTCH4	473.1041	NOTCH4	679.0839
NOTUM	11.6696	removed	removed
NOVA1	140.5211	NOVA1	335.0724
NOVA2	49.5957	NOVA2	72.3779
NOV	142.9523	NOV	825.2815
NOX4	230.9604	NOX4	84.7773
NOX5	5.3486	removed	removed
NOXA1	15.5594	NOXA1	14.7063
NOXO1	11.1833	NOXO1	5.4788
NPAS2	241.6575	NPAS2	358.141
NPAS3	14.587	NPAS3	269.615
NPAT	578.6165	NPAT	612.7614
NPC1L1	18.9631	NPC1L1	11.8227
NPC1	1248.1244	NPC1	1384.2987
NPC2	2885.7889	NPC2	8284.2463
NPDC1	603.9006	NPDC1	807.4033
NPEPL1	174.0712	NPEPL1	220.8825
NPEPPS	3716.7599	NPEPPS	2148.5579
removed	removed	NPFFR2	7.209
NPFF	5.8348	NPFF	19.6084
NPHP1	181.8509	NPHP1	160.3272
NPHP3	520.2686	NPHP3	699.2689
NPHP4	412.325	NPHP4	212.8084
NPIPL3	794.0028	NPIPL3	629.1315
NPIP	976.0385	NPIP	598.7126
NPLOC4	2819.6613	NPLOC4	1535.5081
NPL	176.9886	NPL	290.6652
NPM1	14108.0311	NPM1	11370.8339
NPM2	10.2109	NPM2	19.0316
NPM3	962.74	NPM3	319.7894
NPNT	3036.5209	NPNT	843.7365
NPR1	71.4762	NPR1	642.7507
NPR2	235.8227	NPR2	454.7411
NPR3	115.7233	NPR3	14.4179
NPRL2	353.9382	NPRL2	340.8395
NPRL3	672.9455	NPRL3	681.3907
NPTN	1979.4518	NPTN	3082.2621
NPTX1	20.4218	NPTX1	188.5863
NPTX2	70.0175	NPTX2	20.7618
NPTXR	731.7797	NPTXR	444.3602
NPW	7.2935	removed	removed
NPY1R	440.5265	NPY1R	290.3768
removed	removed	NPY2R	11.5343
removed	removed	NPY5R	14.9946
NQO1	5348.0694	NQO1	860.4612
NQO2	280.5561	NQO2	389.5721
NR1D1	667.242	NR1D1	1611.5568
NR1D2	1855.9488	NR1D2	3422.2366
NR1H2	797.421	NR1H2	878.3395
NR1H3	286.8771	NR1H3	575.2749
NR1I3	15.151	NR1I3	9.3543
NR2C1	312.1612	NR2C1	535.4814
NR2C2AP	227.4011	NR2C2AP	295.4981
NR2C2	1365.8072	NR2C2	1260.1028
removed	removed	NR2E1	5.4788
NR2F1	87.5218	NR2F1	783.1812
NR2F2	953.0154	NR2F2	3011.9027
NR2F6	830.9711	NR2F6	466.8521
NR3C1	1192.7279	NR3C1	3138.2037
NR3C2	20.4218	NR3C2	824.7048
NR4A1	620.4325	NR4A1	6392.3274
NR4A2	262.0792	NR4A2	1684.0126
NR4A3	38.4124	NR4A3	239.3374
NR5A2	57.8616	NR5A2	274.2288
NR6A1	24.7978	removed	removed
NRARP	222.6944	NRARP	292.3953
NRAS	557.7085	NRAS	1747.7398
NRBF2	487.2048	NRBF2	829.0302
NRBP1	1775.2342	NRBP1	2181.7191
NRBP2	550.415	NRBP2	845.1783
NRCAM	69.5312	NRCAM	23.0687
NRD1	7762.2129	NRD1	2721.5259
NRF1	336.4728	NRF1	427.0587
NRG1	84.6044	NRG1	132.3565
removed	removed	NRG2	30.566
NRG3	15.5594	NRG3	23.0687
NRGN	44.2471	NRGN	83.6239
NRIP1	1916.2416	NRIP1	1820.4061
NRIP2	18.9631	NRIP2	147.9278
NRIP3	427.8845	NRIP3	69.7827
NRK	20.908	NRK	98.0418
NRL	9.8365	NRL	17.8782
NRM	585.91	NRM	418.6963
NRN1	417.6736	NRN1	1250.3217
NRP1	2608.6365	NRP1	4423.9934
NRP2	932.5936	NRP2	1635.5684
NRSN2	646.2028	NRSN2	651.9782
NRTN	20.4218	NRTN	22.2036
removed	removed	NRXN1	46.1373
removed	removed	NRXN2	92.8514
NRXN3	17.5044	NRXN3	68.9176
NSA2	917.0342	NSA2	2482.1885
NSD1	2712.2039	NSD1	2063.2038
NSDHL	438.5816	NSDHL	423.0217
NSFL1C	991.4277	NSFL1C	1372.5856
NSF	1486.4122	NSF	1133.8249
NSL1	1143.1322	NSL1	767.6099
NSMAF	451.2236	NSMAF	1196.3987
NSMCE1	1196.6178	NSMCE1	895.641
NSMCE2	571.323	NSMCE2	389.5721
NSMCE4A	236.7951	NSMCE4A	605.8408
NSUN2	1493.7057	NSUN2	1341.7313
NSUN3	130.7965	NSUN3	133.5099
NSUN4	859.1725	NSUN4	587.0976
NSUN5P1	84.6044	NSUN5P1	49.5976
NSUN5P2	229.7107	NSUN5P2	94.5815
NSUN5	533.8831	NSUN5	265.578
NSUN6	139.0624	NSUN6	222.0359
NSUN7	123.0168	NSUN7	133.2215
NT5C2	2995.1912	NT5C2	1768.2133
NT5C3L	671.9731	NT5C3L	733.2952
NT5C3	890.7776	NT5C3	616.2217
NT5C	91.8979	NT5C	98.0418
NT5DC1	1224.8192	NT5DC1	800.7711
NT5DC2	1478.5839	NT5DC2	648.5121
NT5DC3	341.3351	NT5DC3	493.3811
NT5E	1058.5278	NT5E	1299.631
NT5M	55.9167	NT5M	31.1427
NTAN1	1105.6923	NTAN1	1155.1635
NTF3	16.0457	NTF3	33.7379
NTF4	5.3486	NTF4	52.1871
NTHL1	113.7784	NTHL1	70.6478
NTM	376.8301	NTM	341.1279
NTN1	443.4439	NTN1	221.1708
NTN4	1630.337	NTN4	6055.2365
NTN5	16.5319	NTN5	6.9206
NTNG1	5.8348	NTNG1	8.9391
NTNG2	18.4768	NTNG2	5.7672
NTRK1	7.2935	removed	removed
NTRK2	247.006	NTRK2	7854.8808
NTRK3	9.2384	NTRK3	319.7894
NTSR1	12.1558	removed	removed
removed	removed	NTS	27.6824
NUAK1	794.0174	NUAK1	1107.296
NUAK2	76.3385	NUAK2	104.0974
NUB1	942.2745	NUB1	1942.9901
NUBP1	269.9319	NUBP1	377.4409
NUBP2	601.4694	NUBP2	256.0622
NUBPL	303.409	NUBPL	346.03
NUCB1	3761.9795	NUCB1	4039.3234
NUCB2	2631.5866	NUCB2	1656.708
NUCKS1	13855.6765	NUCKS1	9268.99
NUDCD1	914.1168	NUDCD1	604.9758
NUDCD2	426.912	NUDCD2	441.765
NUDCD3	2869.7432	NUDCD3	2356.7526
NUDC	1208.2873	NUDC	974.6511
