gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
LY6K	86.2739	LY6K	167.9229
LY75	272.7777	LY75	520.0168
LY86	35.2074	LY86	47.3199
LY96	122.75	LY96	178.392
LY9	5.0749	LY9	9.2127
LYAR	364.1266	LYAR	240.3685
LYL1	9.8327	LYL1	88.3585
LYNX1	942.3519	LYNX1	467.7554
LYN	853.5406	LYN	549.8325
LYPD1	95.523	LYPD1	14.6692
LYPD3	553.4851	LYPD3	78.727
LYPD5	208.7067	LYPD5	25.9631
LYPD6B	275.9496	LYPD6B	44.8074
LYPD6	268.02	LYPD6	111.809
LYPLA1	2497.5022	LYPLA1	946.8174
LYPLA2P1	50.7493	LYPLA2P1	25.5444
LYPLA2	611.5296	LYPLA2	446.3987
LYPLAL1	325.4302	LYPLAL1	499.1625
LYRM1	685.7505	LYRM1	1320.3518
LYRM2	911.214	LYRM2	704.1792
removed	removed	LYRM4	450.1675
LYRM5	240.425	LYRM5	572.4456
LYRM7	261.3591	LYRM7	774.2881
LYSMD1	88.177	LYSMD1	243.2998
LYSMD2	108.4767	LYSMD2	159.5477
LYSMD3	680.9928	LYSMD3	664.1541
LYSMD4	65.1304	LYSMD4	193.9698
LYST	1460.3124	LYST	1575.7956
LYVE1	17.7623	LYVE1	3821.608
LYZ	1352.4701	LYZ	1007.1189
LZIC	370.7874	LZIC	445.1424
LZTFL1	912.8539	LZTFL1	640.7035
LZTR1	497.6608	LZTR1	1235.4816
LZTS1	65.9741	LZTS1	135.6784
LZTS2	614.0671	LZTS2	1379.397
M6PR	2291.9356	M6PR	2411.7211
MAB21L1	28.8637	MAB21L1	265.4941
MACC1	22.52	MACC1	99.2462
MACF1	2610.1023	MACF1	8224.4556
MACROD1	87.2254	MACROD1	123.9531
MACROD2	19.031	MACROD2	86.6834
MAD1L1	320.3552	MAD1L1	267.5879
MAD2L1BP	425.0258	MAD2L1BP	293.1323
MAD2L1	1721.6716	MAD2L1	49.4137
MAD2L2	305.1304	MAD2L2	233.2496
MADD	399.9683	MADD	868.5092
MAEA	1514.5508	MAEA	820.7705
MAEL	25.3747	removed	removed
MAF1	1541.5114	MAF1	2558.2077
MAFB	2086.1153	MAFB	1477.8057
MAFF	261.0419	MAFF	226.9682
MAFG	694.3145	MAFG	607.2027
MAFK	267.5601	MAFK	413.4129
MAF	1270.3196	MAF	2399.9162
MAGEA12	406.3119	removed	removed
MAGEA2	25.6919	removed	removed
MAGEA3	1880.8976	removed	removed
MAGEA6	2986.599	removed	removed
MAGEB1	18.7138	removed	removed
MAGEB2	179.5258	removed	removed
MAGEC2	13.9561	removed	removed
MAGED1	6327.4919	MAGED1	2239.531
MAGED2	1631.5915	MAGED2	3374.7906
MAGED4B	102.8055	MAGED4B	114.4389
MAGED4	38.3411	MAGED4	33.3836
MAGEE1	127.5077	MAGEE1	142.3786
removed	removed	MAGEE2	7.1189
MAGEF1	2195.8608	MAGEF1	432.1608
MAGEH1	348.9018	MAGEH1	560.7203
MAGEL2	18.3966	MAGEL2	26.8007
MAGI1	296.5665	MAGI1	1119.7655
MAGI2	106.5736	MAGI2	394.8911
MAGI3	2023.6302	MAGI3	488.6935
MAGIX	24.7403	MAGIX	12.5628
MAGOHB	186.1867	MAGOHB	164.5729
MAGOH	463.405	MAGOH	317.4204
MAGT1	4225.2002	MAGT1	2247.0687
MAK16	297.5022	MAK16	403.7437
removed	removed	MAK	6.2814
MAL2	10896.5189	MAL2	954.7739
MALAT1	925.3255	MALAT1	5189.0997
MALL	3005.9472	MALL	734.9246
MALT1	496.0749	MALT1	618.928
removed	removed	MAL	10.469
MAMDC2	159.8414	MAMDC2	1540.5988
MAMDC4	10.1499	MAMDC4	85.0084
MAML1	1145.9837	MAML1	1009.7487
MAML2	474.1892	MAML2	886.0972
MAML3	461.5019	MAML3	304.0201
MAMLD1	138.9263	MAMLD1	395.3099
MAMSTR	43.7713	MAMSTR	25.1256
MAN1A1	422.1711	MAN1A1	4394.0536
MAN1A2	2254.8569	MAN1A2	1380.6533
MAN1B1	2085.4809	MAN1B1	1024.2881
MAN1C1	398.0652	MAN1C1	788.526
MAN2A1	1326.7782	MAN2A1	880.6533
MAN2A2	324.7958	MAN2A2	3574.1206
MAN2B1	1231.306	MAN2B1	1615.1591
MAN2B2	1248.4339	MAN2B2	1896.9849
MAN2C1	239.1563	MAN2C1	1318.258
MANBAL	1379.1135	MANBAL	1244.1374
MANBA	701.6097	MANBA	976.9682
MANEAL	531.5994	MANEAL	84.1709
MANEA	568.0755	MANEA	826.2144
MANF	1014.0354	MANF	482.8308
MANSC1	258.8217	MANSC1	772.6131
MAOA	373.6421	MAOA	13715.2429
MAOB	17.7623	MAOB	5085.4271
MAP1A	560.4631	MAP1A	1829.5645
MAP1B	3083.0228	MAP1B	3304.0201
MAP1D	36.1589	MAP1D	94.6399
MAP1LC3A	29.1809	MAP1LC3A	391.541
MAP1LC3B2	243.2797	MAP1LC3B2	334.1709
MAP1LC3B	1578.3047	MAP1LC3B	3165.8291
removed	removed	MAP1LC3C	192.6298
MAP1S	490.3656	MAP1S	389.866
MAP2K1	1514.4969	MAP2K1	2074.3384
MAP2K2	1234.4778	MAP2K2	1201.8425
MAP2K3	678.4553	MAP2K3	758.3752
MAP2K4	143.6841	MAP2K4	865.5779
MAP2K5	184.2836	MAP2K5	500.8375
MAP2K6	291.1744	MAP2K6	138.6097
MAP2K7	320.9896	MAP2K7	621.4405
MAP2	460.8675	MAP2	412.4791
MAP3K10	69.4632	MAP3K10	121.4405
MAP3K11	920.1491	MAP3K11	1284.7571
MAP3K12	62.1267	MAP3K12	208.0779
MAP3K13	77.2754	MAP3K13	48.1575
MAP3K14	895.4088	MAP3K14	278.4757
MAP3K1	2821.9808	MAP3K1	986.5997
MAP3K2	2541.2735	MAP3K2	725.7119
MAP3K3	696.4999	MAP3K3	1353.6516
MAP3K4	337.8003	MAP3K4	835.4271
MAP3K5	638.4902	MAP3K5	1217.3367
MAP3K6	474.8236	MAP3K6	787.2697
MAP3K7	1350.567	MAP3K7	677.9732
MAP3K8	224.2487	MAP3K8	410.804
MAP3K9	217.2706	MAP3K9	33.0821
MAP4K1	56.4586	MAP4K1	23.8693
MAP4K2	340.0206	MAP4K2	249.5812
MAP4K3	1600.5075	MAP4K3	913.7353
MAP4K4	1986.8369	MAP4K4	3561.9765
MAP4K5	878.598	MAP4K5	1016.7504
MAP4	3607.9613	MAP4	11769.263
MAP6D1	122.75	MAP6D1	28.8945
MAP6	58.6789	MAP6	176.7169
MAP7D1	916.0257	MAP7D1	3486.5997
removed	removed	MAP7D2	20.1005
MAP7D3	177.9399	MAP7D3	1322.4456
MAP7	966.775	MAP7	322.4456
MAP9	421.2196	MAP9	398.66
MAPK10	84.3708	MAPK10	896.5662
MAPK11	81.8333	MAPK11	464.8241
MAPK12	55.8433	MAPK12	132.3576
MAPK13	1704.5437	MAPK13	288.9447
MAPK14	1953.5326	MAPK14	2157.4539
removed	removed	MAPK15	5.4439
MAPK1IP1L	1811.4345	MAPK1IP1L	1559.464
MAPK1	4506.5419	MAPK1	3564.4891
MAPK3	2602.1727	MAPK3	2197.6549
removed	removed	MAPK4	27.2194
MAPK6	1754.6586	MAPK6	729.4807
MAPK7	390.8207	MAPK7	259.0494
MAPK8IP1	52.0181	MAPK8IP1	266.3317
MAPK8IP2	316.549	MAPK8IP2	33.9196
MAPK8IP3	208.7067	MAPK8IP3	401.1725
MAPK8	717.4689	MAPK8	196.3987
MAPK9	1327.4126	MAPK9	1306.1139
MAPKAP1	1259.5353	MAPKAP1	2129.397
MAPKAPK2	2838.7915	MAPKAPK2	1988.6935
MAPKAPK3	729.839	MAPKAPK3	619.7655
MAPKAPK5	480.092	MAPKAPK5	369.041
MAPKBP1	231.5439	MAPKBP1	430.4858
MAPKSP1	603.2828	MAPKSP1	953.5176
MAPRE1	4254.3811	MAPRE1	2681.742
MAPRE2	371.739	MAPRE2	1108.0402
MAPRE3	333.9941	MAPRE3	493.7186
MAPT	558.2428	MAPT	1242.4623
MARCH1	83.7364	MARCH1	55.6951
MARCH2	193.1647	MARCH2	1515.4941
MARCH3	7.9296	MARCH3	207.7052
MARCH5	1069.5425	MARCH5	1141.9598
MARCH6	4930.6161	MARCH6	2651.1725
MARCH7	2690.6669	MARCH7	1724.0369
MARCH8	957.8939	MARCH8	497.9062
MARCH9	224.883	MARCH9	161.6415
MARCKSL1	1794.3066	MARCKSL1	749.5812
MARCKS	8598.2079	MARCKS	3774.2881
MARCO	227.4205	MARCO	816.5829
MARK1	22.52	MARK1	563.2328
MARK2	1300.452	MARK2	510.469
MARK3	1576.7187	MARK3	1020.5193
MARK4	351.122	MARK4	464.8241
MARS2	182.6976	MARS2	101.7588
MARS	2078.6107	MARS	1022.2278
MARVELD1	2150.161	MARVELD1	932.8518
MARVELD2	511.6168	MARVELD2	94.2211
MARVELD3	809.1159	MARVELD3	49.9958
removed	removed	MAS1L	5.8626
removed	removed	MASP1	250.8375
removed	removed	MASP2	45.6449
MAST1	52.3353	removed	removed
MAST2	1001.9824	MAST2	888.191
MAST3	416.1446	MAST3	497.0687
MAST4	244.2312	MAST4	1167.5042
MASTL	881.4527	MASTL	219.4305
MAT1A	190.9444	removed	removed
MAT2A	3466.1803	MAT2A	2784.7571
MAT2B	1179.2879	MAT2B	1721.1055
MATK	173.4993	MATK	12.9816
MATN2	544.9211	MATN2	4788.526
MATN3	192.5303	MATN3	43.5511
MATN4	52.3353	MATN4	9.2127
MATR3	7267.8677	MATR3	7572.4456
MAVS	2011.8944	MAVS	4081.2395
MAX	909.0477	MAX	1288.9447
MAZ	3513.8688	MAZ	1462.7429
MBD1	439.6162	MBD1	894.8911
MBD2	1267.4649	MBD2	3025.1256
MBD3	560.7803	MBD3	881.9095
MBD4	2913.3296	MBD4	636.9347
MBD5	340.9722	MBD5	422.5293
MBD6	490.0484	MBD6	839.6147
MBIP	448.4973	MBIP	432.5796
removed	removed	MBL1P	12.5628
MBLAC1	18.0795	MBLAC1	18.4255
MBLAC2	97.3753	MBLAC2	244.5561
MBNL1	3961.1894	MBNL1	7914.6273
MBNL2	6281.8175	MBNL2	3775.5444
MBNL3	10.7842	MBNL3	206.0302
MBOAT1	673.3804	MBOAT1	410.3853
MBOAT2	5419.7129	MBOAT2	191.7923
MBOAT4	5.7093	removed	removed
MBOAT7	1213.2265	MBOAT7	523.4506
MBP	229.3236	MBP	1144.4724
MBTD1	604.5516	MBTD1	590.0335
MBTPS1	4223.9315	MBTPS1	3966.4992
MBTPS2	1317.5957	MBTPS2	690.536
MB	1940.8453	MB	33.5008
MC1R	105.3905	MC1R	23.4506
MCAM	884.3074	MCAM	20473.6181
MCART1	154.4683	MCART1	574.5394
removed	removed	MCART2	16.7504
removed	removed	MCART6	6.2814
MCAT	428.5148	MCAT	241.206
MCCC1	1894.5365	MCCC1	2178.8107
MCCC2	4710.1737	MCCC2	2499.1625
MCC	1349.2982	MCC	1157.4539
MCEE	142.0982	MCEE	228.6432
MCF2L2	41.5574	removed	removed
MCF2L	496.7219	MCF2L	963.5678
MCFD2	5336.0685	MCFD2	4339.2672
MCHR1	1780.6677	removed	removed
MCL1	7180.7152	MCL1	5695.1424
MCM10	917.2944	MCM10	15.4941
MCM2	581.3972	MCM2	211.0553
MCM3APAS	19.418	MCM3APAS	18.6013
MCM3AP	1653.0902	MCM3AP	2146.809
MCM3	2246.2929	MCM3	1409.129
MCM4	1944.3343	MCM4	438.0235
MCM5	1617.9526	MCM5	482.8308
MCM6	2558.4014	MCM6	775.9631
MCM7	2325.2399	MCM7	1224.7906
MCM8	397.748	MCM8	169.598
MCM9	32.6699	MCM9	50.67
MCOLN1	156.0542	MCOLN1	545.2261
MCOLN2	158.5917	MCOLN2	19.263
MCOLN3	31.7183	MCOLN3	161.6415
MCPH1	205.2177	MCPH1	442.9313
MCRS1	614.3843	MCRS1	662.4791
MCTP1	35.2074	MCTP1	395.3099
MCTP2	125.9218	MCTP2	99.2462
MCTS1	1019.1103	MCTS1	837.1022
MDC1	1219.5702	MDC1	739.9497
MDFIC	640.3933	MDFIC	2623.1156
MDFI	194.7506	MDFI	950.5863
MDGA1	59.9477	MDGA1	119.7655
MDH1B	8.2468	MDH1B	10.0503
MDH1	6058.2032	MDH1	5948.0737
MDH2	3128.6972	MDH2	3087.9397
MDK	568.7099	MDK	538.1072
MDM1	206.8036	MDM1	239.1122
MDM2	2009.9913	MDM2	1894.4724
MDM4	396.4793	MDM4	859.7152
MDN1	1175.4817	MDN1	1327.8894
MDP1	103.6302	MDP1	177.3325
ME1	1220.5218	ME1	2907.0352
ME2	530.965	ME2	671.6918
ME3	15.2248	ME3	490.7873
MEA1	1114.2653	MEA1	821.9975
MEAF6	1247.1652	MEAF6	1107.2027
MECOM	48.5291	MECOM	763.4003
MECP2	1124.7324	MECP2	1909.5477
MECR	126.5562	MECR	564.9079
MED10	558.8772	MED10	427.1357
MED11	144.0013	MED11	223.6181
MED12L	107.8424	MED12L	7.5377
MED12	1593.8466	MED12	1369.3467
MED13L	2729.0461	MED13L	4090.0335
MED13	4492.903	MED13	2405.7789
MED14	1653.1599	MED14	967.7554
MED15	1453.3344	MED15	1234.5059
MED16	648.9573	MED16	530.5695
MED17	507.1763	MED17	474.8744
MED18	269.9231	MED18	254.6064
MED19	244.2312	MED19	150.7538
MED1	2299.2625	MED1	1697.2362
MED20	756.1653	MED20	364.7404
MED21	613.4327	MED21	559.464
MED22	483.0703	MED22	600.0838
MED23	905.5586	MED23	880.2345
MED24	970.8984	MED24	965.2429
MED25	278.6678	MED25	461.8928
MED26	447.9137	MED26	181.3233
MED27	245.5	MED27	167.0854
MED28	714.6142	MED28	557.3702
MED29	2311.9499	MED29	1219.0117
MED30	207.438	MED30	121.0218
MED31	94.4858	MED31	117.0687
MED4	1021.965	MED4	956.4489
MED6	532.2338	MED6	265.4941
MED7	136.3889	MED7	220.6868
MED8	643.5651	MED8	540.201
MED9	239.4735	MED9	390.2848
MEF2A	1061.505	MEF2A	2135.5946
removed	removed	MEF2B	87.8559
MEF2C	242.0109	MEF2C	1681.742
MEF2D	712.7111	MEF2D	1472.7806
MEFV	12.3702	MEFV	9.2127
MEG3	36.7933	MEG3	288.9447
MEGF10	39.3307	MEGF10	54.4389
MEGF6	1034.6523	MEGF6	765.0754
MEGF8	329.5536	MEGF8	1806.1139
MEGF9	1422.8848	MEGF9	1499.1625
MEI1	24.7403	MEI1	29.3132
MEIS1	235.9845	MEIS1	559.8827
MEIS2	126.5562	MEIS2	392.3786
MEIS3P1	322.2583	MEIS3P1	686.7672
MEIS3	392.6731	MEIS3	125.6281
MELK	646.737	MELK	16.7504
MEMO1	765.2938	MEMO1	313.66
MEN1	1080.0095	MEN1	458.9615
MEOX1	12.6873	MEOX1	893.2161
MEOX2	37.7448	MEOX2	1218.593
MEPCE	1267.7821	MEPCE	782.6633
MERTK	85.0052	MERTK	276.8007
MESDC1	241.0594	MESDC1	382.7471
MESDC2	1178.9707	MESDC2	1120.1843
MESP1	31.7183	MESP1	203.0988
MESP2	25.0575	MESP2	18.4255
removed	removed	MESTIT1	91.2898
MEST	1881.532	MEST	8281.8258
METAP1	1345.8092	METAP1	781.407
METAP2	2422.0125	METAP2	1963.1491
METRNL	377.7654	METRNL	357.2027
METRN	384.4263	METRN	68.6767
METT10D	792.6413	METT10D	783.9196
METT11D1	258.8217	METT11D1	391.541
METT5D1	223.6143	METT5D1	298.1575
METTL10	183.1512	METTL10	360.3518
METTL11A	425.3493	METTL11A	223.593
METTL12	67.3127	METTL12	69.6776
METTL13	891.9198	METTL13	762.5628
METTL14	304.8133	METTL14	431.3233
METTL1	481.4844	METTL1	143.2161
METTL2A	538.2602	METTL2A	398.2412
METTL2B	313.3772	METTL2B	340.0335
METTL3	423.7761	METTL3	525.2261
METTL4	385.0607	METTL4	242.4623
METTL5	324.0219	METTL5	681.8425
METTL6	715.2486	METTL6	244.1374
METTL7A	868.131	METTL7A	7829.9832
METTL7B	80.5646	METTL7B	26.8007
METTL8	540.1633	METTL8	396.5662
METTL9	2749.9802	METTL9	2557.7889
MET	1443.5017	MET	1559.0452
MEX3A	254.6983	MEX3A	68.258
MEX3B	125.6046	MEX3B	79.5645
MEX3C	996.9075	MEX3C	895.7286
MEX3D	1028.6258	MEX3D	172.1106
MFAP1	890.9682	MFAP1	780.1508
MFAP2	828.8003	MFAP2	277.6382
MFAP3L	218.2222	MFAP3L	136.9347
MFAP3	1078.1064	MFAP3	1204.3551
MFAP4	767.2667	MFAP4	13401.1725
MFAP5	879.8668	MFAP5	7961.0553
MFF	694.9489	MFF	1255.0251
MFGE8	509.3966	MFGE8	5018.4255
MFHAS1	251.2093	MFHAS1	185.5109
MFI2	568.3927	MFI2	143.6348
MFN1	2391.2457	MFN1	836.2647
MFN2	2468.3213	MFN2	3708.124
MFNG	42.1854	MFNG	500.8375
MFRP	199.8255	MFRP	407.0352
MFSD10	250.2577	MFSD10	556.5327
MFSD11	1137.4483	MFSD11	568.4506
MFSD1	2421.6953	MFSD1	1877.3032
MFSD2A	273.7293	MFSD2A	11.7253
MFSD2B	18.7138	removed	removed
MFSD3	50.7493	MFSD3	118.5092
MFSD4	6.6609	MFSD4	162.4791
MFSD5	628.6575	MFSD5	510.469
MFSD6	1838.3951	MFSD6	986.1809
MFSD7	207.4602	MFSD7	109.2504
MFSD8	272.4606	MFSD8	369.7655
MFSD9	151.9309	MFSD9	175.4606
MGAT1	2759.8129	MGAT1	3689.2797
MGAT2	625.8029	MGAT2	753.7688
MGAT3	39.0136	MGAT3	487.0184
MGAT4A	3392.911	MGAT4A	703.0988
MGAT4B	1154.5159	MGAT4B	1002.5126
MGAT5B	77.7099	MGAT5B	13.4003
MGAT5	485.2906	MGAT5	307.7889
MGA	2048.3705	MGA	1132.7471
removed	removed	MGC12916	5.0251
MGC12982	72.0006	MGC12982	91.7085
MGC14436	10.1499	MGC14436	42.7136
MGC16121	7.6124	removed	removed
removed	removed	MGC16142	16.3317
MGC16275	25.0575	MGC16275	42.2948
removed	removed	MGC16384	6.7002
MGC21881	152.5652	MGC21881	147.8224
MGC23270	93.2519	MGC23270	31.8258
MGC23284	39.0136	MGC23284	42.7136
MGC27382	11.7358	removed	removed
MGC2752	209.6582	MGC2752	469.4305
MGC2889	96.1066	removed	removed
MGC29506	127.1905	MGC29506	132.7471
MGC3771	8.4371	MGC3771	8.0988
MGC42105	15.542	MGC42105	12.9816
MGC45800	16.8107	MGC45800	148.66
MGC57346	165.0369	MGC57346	193.5176
MGC70857	265.1653	MGC70857	234.9246
MGC72080	31.5915	MGC72080	53.3543
MGC87042	5.3921	MGC87042	38.1072
MGEA5	2241.5352	MGEA5	6638.191
MGLL	1430.4972	MGLL	15468.593
MGMT	142.7325	MGMT	317.8392
MGP	7155.3406	MGP	31051.5075
MGRN1	2597.415	MGRN1	924.6231
MGST1	5557.6877	MGST1	16384.4221
MGST2	865.5935	MGST2	753.7688
MGST3	836.7298	MGST3	3807.3702
MIA3	2424.2328	MIA3	2959.3802
MIAT	94.6824	MIAT	50
removed	removed	MIA	51.562
MIB1	3549.9167	MIB1	1902.4288
MIB2	112.6001	MIB2	218.593
MICAL1	469.4314	MICAL1	267.5879
MICAL2	3380.2236	MICAL2	664.9916
MICAL3	1141.5431	MICAL3	1035.5946
MICALCL	24.7403	MICALCL	10.8878
MICALL1	1108.556	MICALL1	468.593
MICALL2	170.6447	MICALL2	63.6516
MICA	242.6453	MICA	382.3283
MICB	142.0982	MICB	58.6265
MID1IP1	224.2487	MID1IP1	609.7152
MID1	704.1472	MID1	554.8576
MID2	330.1879	MID2	1328.3082
MIDN	963.286	MIDN	610.9715
MIER1	1706.1296	MIER1	1372.2781
MIER2	195.7022	MIER2	315.3266
MIER3	561.0975	MIER3	610.134
MIF4GD	387.0653	MIF4GD	392.3786
MIF	1849.4203	MIF	658.2496
MIIP	150.0278	MIIP	236.1809
MINA	931.0919	MINA	1150.7663
MINK1	1223.7634	MINK1	1367.9983
MINPP1	373.9592	MINPP1	336.6834
MIOS	803.1084	MIOS	582.9146
MIPEP	397.748	MIPEP	343.8023
MIPOL1	49.1634	MIPOL1	82.4958
MIR155HG	12.053	removed	removed
MIR17HG	7.9296	MIR17HG	15.9129
MIS12	332.091	MIS12	354.6901
MITD1	178.8914	MITD1	192.6298
MITF	470.0658	MITF	1054.4389
MKI67IP	1585.2763	MKI67IP	495.3936
MKI67	2640.8691	MKI67	113.9028
MKKS	467.5283	MKKS	1058.2077
MKL1	1700.4203	MKL1	735.7621
MKL2	3336.7695	MKL2	3077.4707
MKLN1	1963.6825	MKLN1	2713.5678
MKNK1	343.8681	MKNK1	714.4724
MKNK2	2461.3433	MKNK2	4025.9631
MKRN1	3360.8754	MKRN1	2600.5025
MKRN2	368.2499	MKRN2	791.4573
MKRN3	47.5775	removed	removed
MKS1	464.9909	MKS1	202.2613
MKX	22.52	MKX	280.1508
removed	removed	MLANA	5.8626
removed	removed	MLC1	7.1189
MLEC	4870.6685	MLEC	7347.1524
MLF1IP	3066.5641	MLF1IP	47.9564
MLF1	638.8074	MLF1	169.1792
MLF2	2601.5383	MLF2	2236.1809
MLH1	859.2499	MLH1	777.2194
MLH3	387.2809	MLH3	417.5042
MLKL	164.9354	MLKL	235.3434
MLL2	2272.8063	MLL2	2026.1851
MLL3	4192.2131	MLL3	2985.3434
MLL4	943.9378	MLL4	762.1441
MLL5	1746.2628	MLL5	2111.2144
MLLT10	567.1239	MLLT10	696.3987
MLLT11	144.9528	MLLT11	36.0134
MLLT1	1096.5031	MLLT1	1496.6499
MLLT3	400.6026	MLLT3	319.5142
MLLT4	2179.3672	MLLT4	2564.0704
MLLT6	1861.5494	MLLT6	3097.1524
MLL	3274.9187	MLL	2621.4405
MLPH	1408.2943	MLPH	738.2747
MLST8	801.8301	MLST8	471.9137
removed	removed	MLXIPL	1592.9648
MLXIP	1224.9623	MLXIP	1220.6868
MLX	1258.4093	MLX	1783.6977
MLYCD	173.4993	MLYCD	696.3987
MMAA	443.1052	MMAA	308.6265
MMAB	328.9192	MMAB	632.3283
MMACHC	121.1641	MMACHC	146.9849
MMADHC	3233.6849	MMADHC	1840.4523
MMD	598.8423	MMD	12417.0854
MME	6773.1346	MME	11178.392
MMGT1	1505.6697	MMGT1	1501.675
MMP10	11.7358	removed	removed
MMP11	10491.4757	MMP11	81.2395
MMP12	2448.0216	MMP12	21.7755
MMP13	442.788	removed	removed
MMP14	8435.1756	MMP14	3090.4523
MMP15	484.0219	MMP15	742.8811
MMP16	45.6744	MMP16	138.191
MMP17	42.1854	MMP17	125.6281
MMP19	473.5548	MMP19	868.928
MMP1	4844.6594	removed	removed
MMP23B	17.1279	MMP23B	140.7035
MMP24	137.6576	MMP24	365.1591
MMP25	19.0849	MMP25	14.309
MMP27	7.2952	MMP27	60.7203
MMP28	30.4496	MMP28	847.5712
MMP2	13722.3059	MMP2	22229.4807
MMP3	2046.7846	MMP3	29.3132
MMP7	79.9302	MMP7	905.7789
MMP8	5.7093	removed	removed
MMP9	989.6122	MMP9	72.8643
removed	removed	MMRN1	1116.4154
MMRN2	143.0497	MMRN2	3947.2362
MMS19	1197.3674	MMS19	1139.866
MN1	305.4476	MN1	706.0302
MNAT1	222.9799	MNAT1	303.1826
MND1	204.2661	removed	removed
MNDA	67.2429	MNDA	102.1776
MNS1	139.5607	MNS1	90.871
MNT	420.5852	MNT	394.4724
MNX1	19.9826	removed	removed
MOAP1	506.2247	MOAP1	922.1106
MOB2	113.2345	MOB2	440.1173
MOBKL1A	834.1924	MOBKL1A	773.0318
MOBKL1B	3388.1532	MOBKL1B	760.8878
MOBKL2A	663.5477	MOBKL2A	1347.5712
MOBKL2B	67.8773	MOBKL2B	881.072
MOBKL2C	242.9213	MOBKL2C	774.2211
MOBKL3	1148.5211	MOBKL3	906.1977
MOCOS	189.3585	MOCOS	148.66
MOCS1	202.1061	MOCS1	2798.6767
MOCS2	371.739	MOCS2	1006.7002
MOCS3	519.5464	MOCS3	164.9916
removed	removed	MOGAT1	13.4003
MOGAT2	137.3404	MOGAT2	5.0251
MOGS	1318.8486	MOGS	655.7789
MON1A	88.177	MON1A	177.9732
MON1B	678.1381	MON1B	645.3099
MON2	1441.2814	MON2	1507.1189
MORC2	984.8545	MORC2	636.9347
MORC3	2021.0927	MORC3	1141.9598
MORC4	1062.8816	MORC4	1271.7755
MORF4L1	4283.562	MORF4L1	6009.6315
MORF4L2	8357.4657	MORF4L2	3366.4154
MORN1	46.9431	MORN1	22.1943
MORN2	370.7874	MORN2	163.3166
MORN3	10.4671	removed	removed
MORN4	22.2028	MORN4	110.134
MOSC1	339.0691	MOSC1	7365.9966
MOSC2	49.1634	MOSC2	861.809
MOSPD1	351.4392	MOSPD1	181.742
MOSPD2	349.5361	MOSPD2	360.134
MOSPD3	191.896	MOSPD3	192.6298
removed	removed	MOV10L1	16.7504
MOV10	1325.1923	MOV10	567.4204
MOXD1	213.7816	MOXD1	73.7018
MPDU1	708.5877	MPDU1	860.9715
MPDZ	1061.6129	MPDZ	3232.4121
MPEG1	184.2836	MPEG1	2237.0184
MPG	633.4153	MPG	407.4539
MPHOSPH10	1918.0081	MPHOSPH10	709.799
MPHOSPH6	900.4837	MPHOSPH6	206.4489
MPHOSPH8	885.8933	MPHOSPH8	1296.4824
MPHOSPH9	602.3313	MPHOSPH9	232.8308
MPI	682.8959	MPI	690.1173
MPL	10.1499	MPL	44.3886
MPND	366.9812	MPND	173.7856
MPP1	204.5833	MPP1	834.1709
MPP2	121.7984	MPP2	103.4338
MPP3	294.3462	MPP3	53.1826
MPP5	1269.368	MPP5	949.7487
MPP6	61.2164	MPP6	151.5913
MPP7	986.7576	MPP7	417.0854
MPPE1	389.5012	MPPE1	689.6985
MPPED2	7.2952	MPPED2	121.4405
MPRIP	1253.1917	MPRIP	3340.4523
MPST	296.5665	MPST	1037.6884
MPV17L2	362.2235	MPV17L2	134.8409
MPV17L	2000.793	MPV17L	95.8961
MPV17	1010.8635	MPV17	807.7889
MPZL1	5490.762	MPZL1	4400.335
MPZL2	1235.7466	MPZL2	432.9983
MPZL3	104.9877	MPZL3	15.4941
removed	removed	MPZ	123.9531
MR1	294.6634	MR1	188.0235
MRAP2	100.8643	MRAP2	39.7822
removed	removed	MRAP	874.0452
MRAS	1049.5599	MRAS	7989.1122
MRC1	174.1337	MRC1	2055.2764
MRC2	2327.1747	MRC2	4440.9548
MRE11A	609.3093	MRE11A	608.8777
MREG	634.0274	MREG	279.309
MRFAP1L1	1848.2277	MRFAP1L1	1247.4874
MRFAP1	7468.7178	MRFAP1	6017.1692
MRGPRF	76.124	MRGPRF	418.7605
removed	removed	MRGPRX2	13.8191
removed	removed	MRGPRX3	5.4439
MRI1	480.8501	MRI1	336.2647
MRM1	104.9877	MRM1	55.6951
MRO	9.5155	MRO	56.1139
MRP63	662.428	MRP63	471.1055
MRPL10	810.4036	MRPL10	1220.268
MRPL11	637.5387	MRPL11	604.2714
MRPL12	939.2657	MRPL12	554.4389
MRPL13	669.8914	MRPL13	434.6734
MRPL14	558.8772	MRPL14	318.258
MRPL15	1046.7053	MRPL15	705.1926
MRPL16	443.7396	MRPL16	864.7404
MRPL17	1195.1471	MRPL17	568.258
MRPL18	746.6498	MRPL18	575.3769
MRPL19	2260.8834	MRPL19	1788.526
MRPL1	327.6505	MRPL1	432.5796
MRPL20	1273.8498	MRPL20	1432.0812
MRPL21	535.7228	MRPL21	374.7906
MRPL22	263.5794	MRPL22	372.6968
MRPL23	84.0536	MRPL23	247.4874
MRPL24	734.2796	MRPL24	1012.5628
MRPL27	889.0651	MRPL27	625.6281
MRPL28	864.3248	MRPL28	551.0888
