gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
STX1B	24.1337	STX1B	25.2903
STX2	336.0149	STX2	417.0594
STX3	1113.4488	STX3	779.8598
STX4	689.5627	STX4	497.5285
STX5	987.005	STX5	1031.8427
STX6	2299.3461	STX6	951.2956
STX7	2195.7508	STX7	1765.2604
STX8	303.6304	STX8	349.9253
STXBP1	649.1337	STXBP1	1260.8346
STXBP2	1973.8036	STXBP2	594.0913
STXBP3	1185.4373	STXBP3	1038.7401
STXBP4	187.2937	STXBP4	153.5809
STXBP5L	5.363	removed	removed
STXBP5	818.6799	STXBP5	529.7023
STXBP6	9.901	STXBP6	57.018
STYK1	77.1452	STYK1	71.7324
STYXL1	403.6716	STYXL1	377.5147
STYX	948.0198	STYX	612.4842
SUB1	16468.6469	SUB1	3765.4903
SUCLA2	942.7021	SUCLA2	887.3756
SUCLG1	1230.6106	SUCLG1	1442.0048
SUCLG2	1798.2673	SUCLG2	1305.8972
SUCNR1	68.4818	SUCNR1	60.2368
SUDS3	1283.6221	SUDS3	1277.848
SUFU	625	SUFU	761.4668
SUGT1L1	28.9356	SUGT1L1	37.0617
SUGT1	884.2822	SUGT1	544.4304
SULF1	6945.132	SULF1	3461.0875
SULF2	4840.5528	SULF2	3805.0351
SULT1A1	348.3911	SULT1A1	455.6846
SULT1A2	12.7888	SULT1A2	24.8304
SULT1A3	491.3717	SULT1A3	632.4727
SULT1B1	8.4571	SULT1B1	5.5179
SULT1C2	7.632	removed	removed
SULT1C4	47.4422	SULT1C4	76.3306
SULT2B1	40.429	SULT2B1	92.8842
SULT4A1	16.7079	SULT4A1	8.2768
SUMF1	900.3713	SUMF1	1204.2764
SUMF2	2090.5528	SUMF2	2304.1729
SUMO1P3	183.5809	SUMO1P3	153.121
SUMO1	2739.4802	SUMO1	1949.6494
SUMO2	3311.2624	SUMO2	2923.5544
SUMO3	2737.2112	SUMO3	1931.2565
SUN1	2258.4571	SUN1	3063.3406
SUN2	2047.236	SUN2	5044.258
SUOX	563.9439	SUOX	636.8548
SUPT16H	4147.071	SUPT16H	2944.7063
SUPT3H	117.7805	SUPT3H	120.4736
SUPT4H1	1087.7764	SUPT4H1	1146.7479
SUPT5H	2056.3119	SUPT5H	2151.0518
SUPT6H	2115.9241	SUPT6H	2788.3665
SUPT7L	790.6353	SUPT7L	863.5475
SUPV3L1	543.3168	SUPV3L1	452.9256
SURF1	532.1782	SURF1	618.0021
SURF2	79.2079	SURF2	117.7147
SURF4	4705.6518	SURF4	4613.4038
SURF6	428.8366	SURF6	321.4163
SUSD1	224.2162	SUSD1	199.5632
SUSD2	363.4488	SUSD2	743.5337
SUSD3	588.4901	SUSD3	396.3674
SUSD4	1210.1898	SUSD4	138.8665
SUSD5	40.429	SUSD5	801.9313
SUV39H1	226.6914	SUV39H1	155.88
SUV39H2	306.5182	SUV39H2	114.4959
SUV420H1	2432.7558	SUV420H1	1293.9418
SUV420H2	152.434	SUV420H2	108.978
SUZ12P	157.3845	SUZ12P	135.188
SUZ12	1456.8894	SUZ12	955.972
SV2A	33.4158	SV2A	197.7239
SV2B	185.231	SV2B	197.2641
SVEP1	1638.1993	SVEP1	10720.8415
SVIL	2814.1749	SVIL	3899.8322
SVIP	487.4175	SVIP	347.1663
removed	removed	SVOPL	21.1519
SWAP70	3205.8581	SWAP70	3335.096
SYAP1	1709.7772	SYAP1	944.4764
SYBU	481.2294	SYBU	792.275
removed	removed	SYCE1	8.939
SYCE2	22.2772	removed	removed
SYCP2L	54.2492	removed	removed
SYCP2	1302.1865	SYCP2	165.5363
SYDE1	150.5776	SYDE1	576.1582
SYDE2	119.8432	SYDE2	234.5097
SYF2	1485.5611	SYF2	1148.6378
SYK	1113.8614	SYK	490.1713
SYMPK	1691.4191	SYMPK	1297.1606
SYN1	52.3927	SYN1	16.0938
SYN2	28.2591	SYN2	198.6435
removed	removed	SYN3	11.4956
SYNCRIP	6874.5875	SYNCRIP	4328.3136
SYNC	153.3725	SYNC	381.7542
SYNE1	1874.5875	SYNE1	3013.2199
SYNE2	4119.2244	SYNE2	5807.1043
SYNGAP1	339.7277	SYNGAP1	502.1267
SYNGR1	170.0578	SYNGR1	756.6755
SYNGR2	1875	SYNGR2	2306.0122
SYNGR3	55.2805	SYNGR3	5.9777
SYNJ1	677.3927	SYNJ1	456.1444
SYNJ2BP	1135.3135	SYNJ2BP	1448.9022
SYNJ2	1154.4967	SYNJ2	734.7971
SYNM	423.2673	SYNM	15341.9933
removed	removed	SYNPO2L	32.1876
SYNPO2	1924.505	SYNPO2	10883.5498
SYNPO	2546.2046	SYNPO	5847.5687
SYNRG	1562.0875	SYNRG	1295.7811
SYPL1	2767.9455	SYPL1	3560.8691
SYPL2	38.3663	SYPL2	73.5717
SYP	99.4224	SYP	41.8439
SYS1-DBNDD2	27.1493	SYS1-DBNDD2	9.5965
SYS1	930.0454	SYS1	928.194
SYT11	855.4043	SYT11	870.4449
SYT12	188.7376	SYT12	324.1752
SYT13	452.9703	SYT13	25.7501
SYT15	338.9026	SYT15	618.4619
SYT17	217.8218	SYT17	132.429
SYT1	77.3515	SYT1	105.2995
SYT2	10.9323	SYT2	10.1161
SYT6	14.2327	SYT6	6.8973
SYT7	1020.8333	SYT7	828.1412
SYT8	6.3944	SYT8	74.9511
SYT9	419.7607	SYT9	45.9823
SYTL1	200.2888	SYTL1	260.2598
SYTL2	2579.6205	SYTL2	1733.9924
SYTL3	119.637	SYTL3	140.246
SYTL4	988.0363	SYTL4	673.6406
SYTL5	89.1089	SYTL5	224.3936
SYVN1	1526.1964	SYVN1	1574.4338
TAB1	341.6997	TAB1	612.6773
TAB2	3640.4703	TAB2	3274.8592
TAB3	1074.0512	TAB3	808.8286
removed	removed	TAC1	40.4644
TACC1	4300.7426	TACC1	7463.8464
TACC2	890.8828	TACC2	987.6997
TACC3	806.1056	TACC3	106.2191
TACO1	255.9818	TACO1	241.8669
TACR1	115.099	TACR1	690.1943
TACR2	24.1337	TACR2	19.7724
TACSTD2	4500.8251	TACSTD2	10164.3867
TADA1	434.4059	TADA1	227.1525
TADA2A	177.599	TADA2A	175.6524
TADA2B	650.7838	TADA2B	952.7532
TADA3	1004.0738	TADA3	1296.1352
TAF10	547.0297	TAF10	480.0552
TAF11	825.0825	TAF11	546.7295
TAF12	399.7525	TAF12	389.0102
TAF13	233.4983	TAF13	199.5632
TAF15	1613.2426	TAF15	1583.6303
TAF1A	196.9884	TAF1A	95.6432
TAF1B	338.9026	TAF1B	225.3133
TAF1C	316.4191	TAF1C	555.0063
TAF1D	673.2611	TAF1D	459.2528
TAF1L	57.3432	TAF1L	26.2099
TAF1	1926.3614	TAF1	1376.2501
TAF2	1490.5116	TAF2	701.6898
TAF3	371.6997	TAF3	302.1037
TAF4B	196.9884	TAF4B	214.2775
TAF4	629.538	TAF4	340.7288
TAF5L	866.7492	TAF5L	608.3458
TAF5	168.1106	TAF5	109.4379
TAF6L	143.3581	TAF6L	144.3844
TAF6	556.9451	TAF6	946.7755
TAF7	3213.4901	TAF7	2947.925
TAF8	529.4967	TAF8	481.8945
TAF9B	1218.8531	TAF9B	912.2888
TAF9	1722.1535	TAF9	1016.2088
TAGAP	543.5231	TAGAP	207.84
TAGLN2	8437.7063	TAGLN2	10301.414
TAGLN	3614.4802	TAGLN	37787.8607
TAL1	115.9241	TAL1	250.6035
TALDO1	1751.4439	TALDO1	2029.6586
TANC1	1010.3135	TANC1	1626.3938
TANC2	1189.9752	TANC2	925.6236
TANK	1016.0891	TANK	1479.2505
TAOK1	698.2261	TAOK1	629.4976
TAOK2	1038.5726	TAOK2	1115.5305
TAOK3	1557.962	TAOK3	1053.4544
TAP1	4246.4934	TAP1	1867.8009
TAP2	1889.0842	TAP2	1108.9137
TAPBPL	414.4059	TAPBPL	378.9079
TAPBP	4753.7129	TAPBP	3928.2676
TAPT1	1104.3729	TAPT1	991.3783
TARBP1	1793.1106	TARBP1	400.9656
TARBP2	288.5726	TARBP2	218.8757
TARDBP	4230.4043	TARDBP	2815.496
TARP	39.1914	TARP	5.9777
TARS2	568.0693	TARS2	375.6754
TARSL2	281.7657	TARSL2	329.2332
TARS	4220.9158	TARS	1246.1202
removed	removed	TAS1R1	7.3572
TAS2R14	12.3762	TAS2R14	7.9136
TAS2R20	21.6584	TAS2R20	18.8527
TAS2R5	6.6007	removed	removed
TASP1	167.9043	TASP1	267.617
TATDN1	469.6782	TATDN1	320.9564
TATDN2	1226.8977	TATDN2	1033.2222
TATDN3	425.33	TATDN3	310.8403
TAT	8.0446	TAT	5850.7874
TAX1BP1	4814.9752	TAX1BP1	3483.159
TAX1BP3	1451.3346	TAX1BP3	2041.3565
TAZ	179.6617	TAZ	251.983
TBC1D10A	270.8478	TBC1D10A	499.6942
TBC1D10B	915.0165	TBC1D10B	909.5298
TBC1D10C	178.0116	TBC1D10C	37.7055
TBC1D12	516.2954	TBC1D12	519.6
TBC1D13	563.7376	TBC1D13	1035.0615
TBC1D14	1284.4472	TBC1D14	1813.5418
TBC1D15	1326.1139	TBC1D15	1494.4246
TBC1D16	383.8696	TBC1D16	510.8633
TBC1D17	607.5928	TBC1D17	1109.7689
TBC1D19	184.6122	TBC1D19	123.6924
TBC1D1	1650.3713	TBC1D1	1511.8979
TBC1D20	1196.5759	TBC1D20	1402.0002
TBC1D22A	254.3317	TBC1D22A	371.9968
TBC1D22B	406.4893	TBC1D22B	427.3319
TBC1D23	1294.5545	TBC1D23	893.8959
TBC1D24	227.3102	TBC1D24	228.532
TBC1D25	318.2756	TBC1D25	578.4573
TBC1D2B	2031.5594	TBC1D2B	2115.6455
TBC1D2	294.3482	TBC1D2	335.6708
TBC1D3B	83.7459	TBC1D3B	71.2726
TBC1D3C	22.6898	removed	removed
removed	removed	TBC1D3G	21.1519
TBC1D3	328.8304	TBC1D3	210.484
TBC1D4	1614.0677	TBC1D4	1822.7382
TBC1D5	1418.7294	TBC1D5	1796.9882
TBC1D7	349.2162	TBC1D7	161.3979
TBC1D8B	458.9521	TBC1D8B	326.0145
TBC1D8	654.4967	TBC1D8	821.2438
TBC1D9B	3356.2294	TBC1D9B	3080.8139
TBC1D9	4022.4835	TBC1D9	4682.8371
TBCA	1499.3812	TBCA	860.3288
TBCB	826.2211	TBCB	628.2607
TBCCD1	335.396	TBCCD1	310.3805
TBCC	426.3614	TBCC	329.6931
TBCD	1215.8767	TBCD	1235.3466
TBCEL	498.3498	TBCEL	390.8495
TBCE	781.7533	TBCE	225.7869
TBCK	572.8424	TBCK	621.5611
TBK1	1022.2772	TBK1	703.0693
TBKBP1	134.901	TBKBP1	300.2644
TBL1XR1	4715.7591	TBL1XR1	2676.6295
TBL1X	945.9571	TBL1X	1251.6381
TBL2	719.0594	TBL2	606.5065
TBL3	476.4851	TBL3	582.1359
TBPL1	296.4109	TBPL1	340.269
TBP	298.6799	TBP	306.2421
TBRG1	662.5413	TBRG1	834.5787
TBRG4	916.8729	TBRG4	503.5062
TBX10	86.8399	removed	removed
TBX15	329.8267	TBX15	403.2647
TBX18	173.0611	TBX18	255.2017
TBX19	80.2413	TBX19	74.0499
TBX1	20.6271	TBX1	89.6655
TBX20	18.7706	removed	removed
TBX21	64.9752	TBX21	16.0938
TBX2	138.4076	TBX2	362.3405
removed	removed	TBX3	2881.7105
TBX5	91.9967	TBX5	153.5809
TBX6	10.3135	TBX6	28.9688
TBXA2R	58.7871	TBXA2R	93.8039
TBXAS1	420.9983	TBXAS1	208.2998
TC2N	2887.3762	TC2N	2208.5297
TCEA1	2319.1007	TCEA1	1407.5181
TCEA2	155.5281	TCEA2	289.2286
TCEA3	857.8795	TCEA3	458.9033
TCEAL1	599.2162	TCEAL1	700.3104
removed	removed	TCEAL2	55.1788
TCEAL3	575.2888	TCEAL3	417.9791
TCEAL4	2662.1287	TCEAL4	2336.8203
TCEAL5	8.8696	TCEAL5	51.5002
TCEAL6	28.6716	TCEAL6	21.6117
TCEAL7	34.4472	TCEAL7	215.657
TCEAL8	1377.0627	TCEAL8	935.7397
TCEANC	81.8894	TCEANC	51.96
TCEB1	895.8333	TCEB1	389.4701
TCEB2	887.7888	TCEB2	1004.7132
TCEB3	1763.2178	TCEB3	1343.3406
TCERG1	1285.6848	TCERG1	593.1716
TCF12	2640.4703	TCF12	2238.878
TCF15	28.6716	TCF15	33.1073
TCF19	511.5512	TCF19	231.291
TCF20	1149.7525	TCF20	1077.3652
TCF25	1141.0891	TCF25	1891.2519
TCF3	788.1601	TCF3	902.1727
TCF4	3672.8548	TCF4	3748.9367
TCF7L1	365.099	TCF7L1	1301.7588
TCF7L2	681.1056	TCF7L2	1213.4728
TCF7	558.3746	TCF7	778.9401
TCFL5	527.2277	TCFL5	408.3228
TCHH	10.7261	TCHH	11.0358
TCHP	394.1832	TCHP	279.5724
TCIRG1	499.7937	TCIRG1	635.9352
TCL1A	34.2409	removed	removed
TCN1	132.8383	TCN1	493.39
TCN2	618.8119	TCN2	1236.0041
TCOF1	883.8696	TCOF1	718.7033
TCP10L	32.4196	TCP10L	11.2105
TCP11L1	257.4257	TCP11L1	290.1483
TCP11L2	250.6188	TCP11L2	364.6396
removed	removed	TCP11	5.9777
TCP1	5742.894	TCP1	2956.0087
TCTA	900.165	TCTA	752.2704
TCTE3	60.0248	TCTE3	11.4956
TCTEX1D1	15.264	TCTEX1D1	11.4956
TCTEX1D2	129.9505	TCTEX1D2	87.8262
TCTN1	482.8795	TCTN1	594.0913
TCTN2	356.8482	TCTN2	586.2743
TCTN3	1073.2261	TCTN3	1237.8434
TDGF1	8.8696	removed	removed
TDG	564.1502	TDG	430.3943
TDO2	38.1601	removed	removed
TDP1	444.3069	TDP1	375.2155
TDP2	1156.5594	TDP2	785.8375
TDRD10	19.1832	TDRD10	54.2591
TDRD1	5.7756	removed	removed
TDRD3	442.038	TDRD3	413.3808
TDRD5	844.2657	TDRD5	195.8846
TDRD6	28.6716	TDRD6	7.817
TDRD7	651.8152	TDRD7	464.881
removed	removed	TDRD9	6.8973
TDRKH	381.6007	TDRKH	181.1702
TEAD1	2476.0726	TEAD1	2850.9024
TEAD2	2135.3135	TEAD2	1002.8739
TEAD3	416.4604	TEAD3	845.6144
TEAD4	290.6353	TEAD4	184.8488
TECPR1	167.4917	TECPR1	254.7419
TECPR2	399.3399	TECPR2	959.6505
TECR	1252.269	TECR	1329.808
TECTA	29.2904	TECTA	20.692
TEC	60.6436	TEC	42.7635
TEF	287.7475	TEF	685.596
removed	removed	TEKT2	6.8973
TEKT3	5.7756	TEKT3	8.2768
TEK	1032.3845	TEK	1194.1602
TELO2	390.264	TELO2	267.617
TENC1	1641.2954	TENC1	5851.7071
TEP1	1120.8746	TEP1	841.0162
removed	removed	TEPP	8.7366
TERF1	823.0198	TERF1	638.2343
TERF2IP	1469.0594	TERF2IP	1979.9977
TERF2	614.4802	TERF2	648.3504
TESC	26.1964	TESC	130.5897
TESK1	499.1749	TESK1	1035.5213
TESK2	327.1452	TESK2	353.144
TES	1402.797	TES	2440.1196
TET1	85.1898	TET1	70.3529
TET2	672.8548	TET2	677.3192
TET3	933.9934	TET3	420.738
TEX10	453.1766	TEX10	377.0548
TEX11	7.8383	removed	removed
TEX14	45.3795	TEX14	6.4375
TEX261	2041.6667	TEX261	2402.575
TEX264	498.1436	TEX264	791.3553
TEX2	1935.6436	TEX2	1890.792
TEX9	167.2855	TEX9	88.7458
TFAM	730.4043	TFAM	528.7964
TFAP2A	686.8812	TFAP2A	1177.1468
removed	removed	TFAP2B	959.6505
TFAP2C	1524.3399	TFAP2C	1573.974
TFAP2E	9.901	TFAP2E	9.6563
TFAP4	126.6502	TFAP4	173.8131
TFB1M	232.8795	TFB1M	135.188
TFB2M	620.2558	TFB2M	277.7331
TFCP2L1	236.3861	TFCP2L1	425.7961
TFCP2	1055.8993	TFCP2	582.1359
TFDP1	1352.929	TFDP1	1213.9326
TFDP2	303.2178	TFDP2	311.76
TFDP3	5.9818	TFDP3	6.4375
TFE3	1030.5281	TFE3	1733.9924
TFEB	194.3069	TFEB	354.5235
TFEC	576.5264	TFEC	38.6251
TFF1	7711.6337	TFF1	257.9607
TFF3	4411.0974	TFF3	350.8449
TFG	2555.2805	TFG	1559.7195
TFIP11	782.236	TFIP11	804.6488
TFPI2	60.6436	TFPI2	1599.7241
TFPI	889.4389	TFPI	2808.5987
TFPT	225.0639	TFPT	120.7955
TFR2	14.8515	TFR2	5.0581
TFRC	4169.967	TFRC	1921.6002
TF	479.1667	TF	1041.9588
TGDS	251.0314	TGDS	251.5232
TGFA	148.9274	TGFA	201.8623
TGFB1I1	241.1304	TGFB1I1	1474.1924
TGFB1	879.7442	TGFB1	865.3868
TGFB2	281.5594	TGFB2	1102.6555
TGFB3	2137.7888	TGFB3	1203.3567
TGFBI	3240.3053	TGFBI	3094.1488
TGFBR1	1839.3152	TGFBR1	2386.941
TGFBR2	6979.9917	TGFBR2	14299.1148
TGFBR3	1787.9538	TGFBR3	7249.5689
TGFBRAP1	320.132	TGFBRAP1	356.8226
TGIF1	1433.9934	TGIF1	1525.6926
TGIF2	837.2875	TGIF2	611.2243
TGM1	9.6947	TGM1	9.6563
TGM2	2973.3911	TGM2	4745.8329
TGM3	15.6766	removed	removed
removed	removed	TGM5	7.817
TGOLN2	8313.3251	TGOLN2	8269.4563
TGS1	753.5066	TGS1	561.9037
TG	8.8696	removed	removed
TH1L	1770.0083	TH1L	1253.4774
THADA	889.0264	THADA	909.5298
THAP10	81.2706	THAP10	67.594
THAP11	431.5182	THAP11	583.0555
THAP1	357.8795	THAP1	225.3133
THAP2	182.3432	THAP2	165.0764
THAP3	138.4076	THAP3	161.4806
THAP4	601.6914	THAP4	769.7436
THAP5	630.1568	THAP5	597.31
THAP6	327.3515	THAP6	298.4251
THAP7	150.9901	THAP7	212.898
THAP8	82.0957	THAP8	93.8039
THAP9	137.17	THAP9	103.0003
THBD	762.17	THBD	3465.6857
THBS1	16983.2921	THBS1	19940.223
THBS2	6335.396	THBS2	5854.0062
THBS3	424.2987	THBS3	873.6636
THBS4	10189.3544	THBS4	1417.1744
THEM4	371.6997	THEM4	293.8269
THEMIS	246.6997	THEMIS	39.085
THG1L	166.0479	THG1L	142.0853
THNSL1	146.0396	THNSL1	158.6389
THNSL2	391.0891	THNSL2	709.5068
THOC1	803.4241	THOC1	334.2913
THOC2	2231.0231	THOC2	1278.7677
THOC3	820.5446	THOC3	308.0814
THOC4	468.8531	THOC4	367.3986
THOC5	405.5281	THOC5	467.1801
THOC6	249.672	THOC6	284.9247
THOC7	1087.4587	THOC7	821.2438
THOP1	284.4472	THOP1	337.5101
THPO	66.2129	THPO	16.0938
THRAP3	3890.4703	THRAP3	3297.8503
THRA	412.0606	THRA	1312.7854
THRB	501.0314	THRB	1652.1439
THRSP	184.1997	THRSP	453.8453
THSD1P1	148.8428	THSD1P1	122.4692
THSD1	234.736	THSD1	540.292
THSD4	1880.363	THSD4	2429.7046
THSD7A	205.4455	THSD7A	211.0587
THSD7B	68.4818	THSD7B	44.6028
THTPA	210.396	THTPA	286.9295
THUMPD1	1997.9373	THUMPD1	1739.5103
THUMPD2	177.1865	THUMPD2	147.1433
THUMPD3	972.1535	THUMPD3	659.846
THY1	3049.9175	THY1	3456.9491
THYN1	594.8845	THYN1	743.9936
TIA1	1812.9125	TIA1	1233.2452
TIAF1	205.5734	TIAF1	298.4435
TIAL1	1639.6452	TIAL1	1222.2094
TIAM1	1326.3201	TIAM1	531.5554
TIAM2	81.0788	TIAM2	116.1513
TICAM1	352.3102	TICAM1	833.659
TICAM2	186.1097	TICAM2	160.4092
TIE1	816.2129	TIE1	1982.7566
TIFAB	33.0033	removed	removed
TIFA	330.8581	TIFA	400.5058
TIGD1	113.4488	TIGD1	68.0538
TIGD2	204.0017	TIGD2	160.4782
TIGD3	9.0759	TIGD3	5.0581
TIGD4	15.6766	TIGD4	10.5759
TIGD5	52.8053	TIGD5	57.9377
TIGD6	142.3267	TIGD6	176.1122
TIGD7	448.0425	TIGD7	257.8273
TIGIT	297.6485	TIGIT	14.2545
TIMD4	15.6766	TIMD4	5.0581
TIMELESS	1094.8845	TIMELESS	244.6258
TIMM10	355.4043	TIMM10	221.1748
TIMM13	415.429	TIMM13	423.9568
TIMM16	67.8775	TIMM16	58.0848
TIMM17A	2777.0215	TIMM17A	622.1405
TIMM17B	282.5908	TIMM17B	269.9161
TIMM22	300.33	TIMM22	320.4966
TIMM44	456.2706	TIMM44	299.8046
TIMM50	453.7954	TIMM50	490.1713
TIMM8A	144.5957	TIMM8A	66.2145
TIMM8B	328.7954	TIMM8B	290.6081
TIMM9	531.3531	TIMM9	502.5865
TIMP1	6931.7244	TIMP1	5360.6162
TIMP2	8940.3878	TIMP2	18249.9138
TIMP3	15629.3317	TIMP3	35569.6057
TIMP4	228.3416	TIMP4	1382.2278
TINAGL1	394.1832	TINAGL1	2822.8532
TINF2	1084.571	TINF2	1202.8969
TIPARP	1331.8894	TIPARP	4553.6269
TIPIN	112.005	TIPIN	67.1342
TIPRL	1534.6535	TIPRL	883.3199
TIRAP	132.4257	TIRAP	142.0853
TJAP1	372.5248	TJAP1	625.8191
TJP1	3219.8845	TJP1	3896.5398
TJP2	1389.4389	TJP2	1968.0423
TJP3	1067.2442	TJP3	242.3267
TK1	483.0858	TK1	66.6743
TK2	853.7541	TK2	1204.2764
TKT	2058.7871	TKT	3147.0284
TLCD1	40.0165	TLCD1	33.1073
TLE1	600.2475	TLE1	1193.2406
TLE2	266.0891	TLE2	763.766
TLE3	1932.137	TLE3	1258.0756
TLE4	391.0891	TLE4	801.0116
TLE6	11.9637	TLE6	7.3572
TLK1	2356.2294	TLK1	1494.4246
TLK2	719.8845	TLK2	594.0913
TLL1	234.9422	TLL1	524.658
TLL2	6.3944	removed	removed
TLN1	7572.401	TLN1	15382.9176
TLN2	894.802	TLN2	1637.8894
TLR10	118.3993	TLR10	43.2234
TLR1	544.5545	TLR1	172.8934
TLR2	637.3762	TLR2	317.7377
TLR3	340.5528	TLR3	379.3539
TLR4	1428.0116	TLR4	1376.71
TLR5	403.8779	TLR5	351.7646
TLR6	102.7228	TLR6	22.9911
TLR7	637.7888	TLR7	154.5005
TLR8	230.6106	TLR8	45.5225
TLR9	20.099	TLR9	15.6432
TLX1	7.2195	removed	removed
TM2D1	352.104	TM2D1	394.0683
TM2D2	1207.0957	TM2D2	873.6636
TM2D3	532.5908	TM2D3	848.3734
TM4SF18	263.8201	TM4SF18	839.6367
TM4SF19	56.0479	TM4SF19	6.8973
TM4SF1	2148.1023	TM4SF1	15570.9852
TM6SF1	281.5594	TM6SF1	261.6393
removed	removed	TM6SF2	6.111
TM7SF2	355.4043	TM7SF2	446.0283
TM7SF3	1942.2442	TM7SF3	1337.625
TM7SF4	31.7657	removed	removed
TM9SF1	1413.0817	TM9SF1	1552.3577
TM9SF2	6049.7112	TM9SF2	4195.8846
TM9SF3	7316.6254	TM9SF3	6020.9219
TM9SF4	2554.868	TM9SF4	1829.1758
TMBIM1	3282.3845	TMBIM1	5422.2324
TMBIM4	2149.4967	TMBIM4	1481.568
TMBIM6	32687.9125	TMBIM6	17154.1557
removed	removed	TMC2	13.7947
TMC3	9.0759	removed	removed
TMC4	1321.5759	TMC4	682.8371
TMC5	790.8416	TMC5	950.4541
TMC6	588.6964	TMC6	378.8941
TMC7	128.7129	TMC7	153.121
TMC8	477.7228	TMC8	123.2326
TMCC1	1066.6254	TMCC1	861.7082
TMCC2	43.1106	TMCC2	93.3441
TMCC3	631.3944	TMCC3	687.4353
TMCO1	3261.5512	TMCO1	1848.4883
TMCO3	986.1799	TMCO3	1360.6162
TMCO4	253.0941	TMCO4	488.7918
TMCO6	105.6106	TMCO6	143.4648
TMCO7	253.3003	TMCO7	383.9522
TMED10P1	58.9934	TMED10P1	42.7635
TMED10	7419.5545	TMED10	7180.1356
TMED1	255.0103	TMED1	343.1291
TMED2	10085.396	TMED2	4860.7886
TMED3	2285.8911	TMED3	1201.5174
TMED4	985.3548	TMED4	847.9136
TMED5	2715.7591	TMED5	1572.5946
TMED7-TICAM2	151.9781	TMED7-TICAM2	25.35
TMED7	3377.8775	TMED7	2420.5173
TMED8	474.835	TMED8	377.9745
TMED9	3856.8482	TMED9	1760.2023
TMEFF1	59.7525	TMEFF1	53.6935
TMEM100	178.0116	TMEM100	356.8226
TMEM101	237.6238	TMEM101	592.7118
TMEM102	89.7277	TMEM102	138.4067
TMEM104	298.2673	TMEM104	353.144
TMEM106A	182.137	TMEM106A	154.5005
TMEM106B	2201.5264	TMEM106B	1653.5234
TMEM106C	2115.3053	TMEM106C	1080.1242
TMEM107	129.3317	TMEM107	207.3802
TMEM108	26.1964	TMEM108	75.411
TMEM109	1994.2244	TMEM109	3537.8779
TMEM110	211.5243	TMEM110	204.9339
TMEM111	1203.3828	TMEM111	1097.1376
TMEM115	553.6304	TMEM115	1092.0795
TMEM116	126.6502	TMEM116	192.206
TMEM117	86.0149	TMEM117	173.3533
TMEM119	2500	TMEM119	1502.7015
TMEM11	202.764	TMEM11	343.9476
TMEM120A	364.6865	TMEM120A	687.4353
TMEM120B	197.104	TMEM120B	264.6143
TMEM121	12.5825	TMEM121	28.9688
TMEM123	7227.3102	TMEM123	5521.5542
TMEM125	229.3729	TMEM125	154.9603
TMEM126A	242.368	TMEM126A	220.2552
TMEM126B	570.5446	TMEM126B	443.7292
TMEM127	2152.6403	TMEM127	2586.5042
TMEM128	629.7442	TMEM128	538.4527
TMEM129	334.7772	TMEM129	720.0828
TMEM130	9.6947	TMEM130	69.8931
TMEM131	1877.8878	TMEM131	1829.6356
TMEM132A	591.9967	TMEM132A	377.5147
TMEM132B	8.4571	TMEM132B	7.817
TMEM132C	282.3845	TMEM132C	716.864
TMEM132E	7.2195	TMEM132E	5.9777
TMEM133	84.1584	TMEM133	120.0138
TMEM134	229.5792	TMEM134	306.7019
TMEM135	571.5759	TMEM135	850.6725
TMEM136	108.2921	TMEM136	235.4294
TMEM138	520.2145	TMEM138	364.1798
TMEM139	7.4257	TMEM139	237.2687
TMEM140	880.4167	TMEM140	937.5974
TMEM141	367.7805	TMEM141	434.0729
TMEM143	92.203	TMEM143	114.4959
TMEM144	410.2723	TMEM144	544.4304
TMEM145	65.8003	removed	removed
TMEM147	1382.8383	TMEM147	802.3911
TMEM149	161.6852	TMEM149	71.4887
TMEM14A	489.0677	TMEM14A	371.0771
TMEM14B	753.3003	TMEM14B	652.4428
TMEM14C	1433.1683	TMEM14C	1620.876
TMEM150A	248.5561	TMEM150A	352.2244
TMEM150B	18.5644	TMEM150B	9.6563
TMEM150C	669.1419	TMEM150C	493.8499
TMEM151B	12.3989	TMEM151B	7.817
TMEM154	208.7459	TMEM154	178.8711
TMEM156	62.7063	TMEM156	34.0269
TMEM158	43.5231	TMEM158	34.0269
TMEM159	837.0462	TMEM159	1102.6555
TMEM160	27.8465	TMEM160	36.7858
TMEM161A	193.0693	TMEM161A	333.8315
TMEM161B	454.2079	TMEM161B	296.126
TMEM163	24.9587	TMEM163	26.2099
TMEM164	715.3465	TMEM164	607.4261
TMEM165	1466.5842	TMEM165	1079.2045
TMEM167A	4028.8779	TMEM167A	1931.2565
TMEM167B	1385.5198	TMEM167B	1341.3036
TMEM168	576.3201	TMEM168	879.1815
TMEM169	36.7162	TMEM169	22.5313
TMEM170A	515.0578	TMEM170A	720.5426
TMEM170B	369.4307	TMEM170B	228.9918
TMEM171	9.901	removed	removed
TMEM173	737.4175	TMEM173	868.1458
TMEM175	160.2723	TMEM175	289.2286
TMEM176A	588.4901	TMEM176A	887.9182
TMEM176B	1317.038	TMEM176B	1666.3984
TMEM177	83.9521	TMEM177	76.7904
