gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
NOSTRIN	3238.2128	NOSTRIN	613.7059
NOTCH1	876.0519	NOTCH1	1757.5516
NOTCH2NL	1488.5429	NOTCH2NL	1203.1404
NOTCH2	12016.7474	NOTCH2	11578.4431
removed	removed	NOTCH3	2934.3979
NOTCH4	417.5376	NOTCH4	1487.6913
NOVA1	121.1636	NOVA1	1050.6986
NOVA2	20.1351	NOVA2	76.6467
NOV	314.7428	NOV	198.5363
NOX4	163.5532	NOX4	309.2482
NOX5	64.5205	NOX5	12.2422
NOXA1	128.5818	NOXA1	17.5649
NOXO1	7.0649	removed	removed
NPAS1	6.0052	removed	removed
NPAS2	334.1714	NPAS2	205.4558
NPAS3	930.0987	NPAS3	109.1151
removed	removed	NPAS4	7.4518
NPAT	706.4935	NPAT	611.5768
NPC1L1	16.9558	NPC1L1	54.8237
NPC1	926.432	NPC1	1229.6314
NPC2	2930.8882	NPC2	2608.6494
NPDC1	1515.4285	NPDC1	658.9488
NPEPL1	581.0909	NPEPL1	472.1224
NPEPPS	3017.4336	NPEPPS	3580.5722
NPFFR2	6.0052	removed	removed
NPFF	9.5377	NPFF	9.0486
NPHP1	257.1636	NPHP1	83.0339
NPHP3	786.6805	NPHP3	1469.5941
NPHP4	391.0441	NPHP4	98.4697
NPIPL3	1143.4773	NPIPL3	553.2562
NPIP	1085.4248	NPIP	606.3713
NPLOC4	1972.1765	NPLOC4	2057.2189
NPL	151.8961	NPL	92.0825
NPM1	7543.584	NPM1	8669.0619
NPM2	6.3584	NPM2	6.9195
NPM3	175.5636	NPM3	112.3087
NPNT	4723.9686	NPNT	431.1377
NPR1	77.7143	NPR1	4849.501
NPR2	161.787	NPR2	877.7112
NPR3	10.5974	NPR3	136.2608
NPRL2	440.5941	NPRL2	279.4039
NPRL3	1150.5246	NPRL3	934.1317
NPTN	2966.2128	NPTN	2236.0612
NPTX1	15.8961	removed	removed
NPTX2	19.7818	removed	removed
NPTXR	221.8389	NPTXR	249.1018
NPY1R	258.9299	NPY1R	1255.0898
NPY2R	29.3195	NPY2R	60.1464
removed	removed	NPY5R	197.4717
NQO1	2511.5843	NQO1	813.839
NQO2	234.9091	NQO2	948.503
removed	removed	NR0B1	7.984
removed	removed	NR1D1	271.2389
NR1D2	1267.8025	NR1D2	1728.809
NR1H2	795.1584	NR1H2	1119.8935
NR1H3	434.8503	NR1H3	1080.5057
NR1I3	7.2945	removed	removed
NR2C1	246.5662	NR2C1	501.3972
NR2C2AP	188.7221	NR2C2AP	194.4059
NR2C2	1887.1924	NR2C2	1716.9607
NR2E3	7.7714	removed	removed
NR2F1	276.9454	NR2F1	441.7831
NR2F2	5286.3374	NR2F2	1741.5835
NR2F6	676.8207	NR2F6	374.185
NR3C1	895.4805	NR3C1	8328.9421
NR3C2	394.2234	NR3C2	847.3719
NR4A1	1928.7272	NR4A1	4775.5156
NR4A2	870.4	NR4A2	562.6081
NR4A3	273.413	NR4A3	141.0512
NR5A2	124.3429	NR5A2	449.7671
removed	removed	NR6A1	5.855
NRARP	144.4779	NRARP	99.002
NRAS	1638.7116	NRAS	1118.2967
NRBF2	345.8286	NRBF2	747.3054
NRBP1	1749.9843	NRBP1	1926.813
NRBP2	758.0675	NRBP2	1043.2468
NRCAM	38.8571	NRCAM	46.8397
NRD1	3134.3583	NRD1	4116.5669
NRF1	500.5506	NRF1	380.0399
NRG1	22.2545	NRG1	102.1956
removed	removed	NRG2	109.1151
NRG3	25.4338	NRG3	11.1776
NRGN	13.4234	NRGN	36.1943
NRIP1	3029.0908	NRIP1	4769.6607
NRIP2	117.6312	NRIP2	118.1637
NRIP3	78.0675	NRIP3	27.1457
NRK	199.2312	NRK	104.857
NRL	47.706	NRL	20.9235
NRM	306.6182	NRM	284.2315
removed	removed	NRN1L	6.4617
NRN1	107.7403	NRN1	2281.8363
NRP1	1559.2311	NRP1	7667.8643
NRP2	654.5662	NRP2	1431.8031
NRSN2	686.3584	NRSN2	381.6367
NRTN	5.6519	NRTN	6.3872
NRXN1	20.8416	NRXN1	31.4039
NRXN2	78.774	NRXN2	45.7751
NRXN3	514.3272	NRXN3	51.0978
NSA2	1898.348	NSA2	2495.2761
NSD1	3821.4232	NSD1	2191.3506
NSDHL	285.4234	NSDHL	449.7671
NSFL1C	1075.2831	NSFL1C	1442.4484
NSF	2059.7817	NSF	622.2222
NSL1	625.9532	NSL1	738.2568
NSMAF	561.6623	NSMAF	976.7132
NSMCE1	1592.083	NSMCE1	719.6274
NSMCE2	320.748	NSMCE2	284.7638
NSMCE4A	717.4441	NSMCE4A	727.6114
NSUN2	1337.7454	NSUN2	1005.988
NSUN3	133.174	NSUN3	110.1796
NSUN4	676.1143	NSUN4	589.7538
NSUN5P1	190.0467	NSUN5P1	44.7106
NSUN5P2	487.4946	NSUN5P2	121.7405
NSUN5	466.9922	NSUN5	212.3752
NSUN6	279.0649	NSUN6	169.2615
NSUN7	78.4208	NSUN7	34.5975
NT5C2	1096.4779	NT5C2	1411.0446
NT5C3L	452.5091	NT5C3L	814.9035
NT5C3	458.5143	NT5C3	518.4298
NT5C	207.3558	NT5C	141.0512
NT5DC1	1487.8752	NT5DC1	1407.3187
NT5DC2	464.1662	NT5DC2	580.8756
NT5DC3	193.9325	NT5DC3	575.3826
NT5E	157.1948	NT5E	1049.1018
NT5M	26.8468	NT5M	35.1297
NTAN1	355.013	NTAN1	1002.7944
removed	removed	NTF3	18.6294
NTF4	9.9686	NTF4	14.5256
NTHL1	251.5117	NTHL1	77.179
NTM	161.4338	NTM	335.3293
NTN1	40.2701	NTN1	491.8164
NTN4	15750.5654	NTN4	2053.493
NTN5	25.787	NTN5	5.855
NTNG1	38.5039	NTNG1	5.855
NTNG2	12.3636	NTNG2	6.3872
NTRK1	5.6519	NTRK1	5.3227
NTRK2	701.9013	NTRK2	6629.9401
NTRK3	1220.8207	NTRK3	390.153
removed	removed	NTSR2	6.9195
removed	removed	NTS	46.3074
NUAK1	542.2337	NUAK1	1193.3466
NUAK2	148.0104	NUAK2	12.2422
NUB1	2685.5124	NUB1	2273.0752
NUBP1	562.8739	NUBP1	278.6587
NUBP2	993.3298	NUBP2	379.5077
NUBPL	665.1636	NUBPL	632.3353
NUCB1	3676.2388	NUCB1	4309.7804
NUCB2	11500.1241	NUCB2	1168.016
NUCKS1	9728.4151	NUCKS1	9541.9827
NUDCD1	392.8104	NUDCD1	419.9601
NUDCD2	289.3091	NUDCD2	442.3154
NUDCD3	2938.6596	NUDCD3	2443.646
NUDC	1732.6752	NUDC	994.2781
NUDT10	29.3195	NUDT10	22.3553
NUDT11	27.5532	NUDT11	41.517
NUDT12	807.522	NUDT12	468.3965
NUDT13	44.1558	NUDT13	38.3234
NUDT14	456.748	NUDT14	196.9395
NUDT15	366.1261	NUDT15	683.4917
NUDT16L1	932.5714	NUDT16L1	249.6341
NUDT16P1	161.4338	NUDT16P1	108.5828
NUDT16	1011.3454	NUDT16	1009.7139
NUDT17	41.3299	NUDT17	30.8716
NUDT18	131.4078	NUDT18	87.2921
NUDT19	295.6675	NUDT19	400.2661
NUDT1	103.8545	NUDT1	86.2275
NUDT21	1961.2259	NUDT21	2758.7492
NUDT22	324.2593	NUDT22	158.9727
NUDT2	378.6805	NUDT2	306.0546
NUDT3	875.3454	NUDT3	440.1863
NUDT4	2273.496	NUDT4	3000.9315
NUDT5	373.1699	NUDT5	426.0013
NUDT6	84.0904	NUDT6	124.5882
NUDT7	36.3844	NUDT7	237.3919
NUDT8	175.5636	NUDT8	76.6467
NUDT9	887.0026	NUDT9	506.7199
NUF2	82.3065	NUF2	5.3227
NUFIP1	233.4961	NUFIP1	175.1164
NUFIP2	3268.592	NUFIP2	2667.1989
NUMA1	21921.3125	NUMA1	6906.1184
NUMBL	173.7974	NUMBL	408.2502
NUMB	3219.844	NUMB	1979.5077
NUP107	785.974	NUP107	903.2601
NUP133	1592.4363	NUP133	1773.5196
NUP153	1887.7506	NUP153	1828.8756
NUP155	664.4571	NUP155	636.5935
NUP160	1611.8649	NUP160	1414.2382
NUP188	1168.5402	NUP188	937.3253
NUP205	1910.3583	NUP205	1116.1677
NUP210	2927.0024	NUP210	196.9395
NUP214	1681.1012	NUP214	1734.664
NUP35	236.6753	NUP35	222.4884
NUP37	270.9402	NUP37	257.0858
NUP43	1130.7428	NUP43	738.7891
NUP50	1008.1662	NUP50	1025.682
NUP54	851.6779	NUP54	1107.1191
NUP62CL	87.9584	NUP62CL	10.1131
NUP62	1442.3735	NUP62	835.5396
NUP85	576.4987	NUP85	432.7345
NUP88	408.8972	NUP88	915.8377
NUP93	453.9221	NUP93	439.1218
NUP98	3004.3635	NUP98	2742.2488
NUPL1	1328.2077	NUPL1	980.9714
NUPL2	614.6493	NUPL2	290.0865
NUPR1	932.2181	NUPR1	1191.2176
NUS1	1098.5973	NUS1	1389.2216
NUSAP1	144.1247	NUSAP1	26.6134
NUTF2	698.722	NUTF2	888.3566
NVL	1872.9142	NVL	379.5077
NWD1	26.4935	NWD1	22.3553
NXF1	2832.3323	NXF1	1238.0572
removed	removed	NXNL1	14.9035
NXNL2	7.7714	removed	removed
NXN	415.4182	NXN	438.5895
NXPH1	87.2519	removed	removed
NXPH3	48.0416	NXPH3	409.3147
NXPH4	8.4779	NXPH4	37.7911
NXT1	177.6831	NXT1	181.5037
NXT2	410.826	NXT2	410.9115
NYNRIN	352.187	NYNRIN	1187.4917
removed	removed	OAF	1446.1743
OAS1	311.5636	OAS1	329.4744
OAS2	896.187	OAS2	520.5589
OAS3	918.0883	OAS3	778.177
OASL	63.5844	OASL	50.0333
OAT	3449.8076	OAT	2413.3067
OAZ1	5705.288	OAZ1	7551.2974
OAZ2	1502.0051	OAZ2	1465.8683
OAZ3	44.4985	OAZ3	33.7246
OBFC1	651.7402	OBFC1	840.4524
OBFC2A	445.0909	OBFC2A	402.3952
OBFC2B	531.2831	OBFC2B	435.9281
OBSCN	526.3977	OBSCN	264.0053
OBSL1	720.2701	OBSL1	896.8729
OCEL1	145.1844	OCEL1	297.5383
OCIAD1	3156.9661	OCIAD1	2967.9308
OCIAD2	424.6026	OCIAD2	196.9395
OCLM	9.5377	OCLM	5.855
OCLN	748.8831	OCLN	94.7438
OCRL	792.6857	OCRL	1644.1783
ODC1	1388.9662	ODC1	1482.9009
ODF2L	866.5142	ODF2L	438.0572
ODF2	1630.9402	ODF2	399.7339
ODF3B	94.6701	ODF3B	52.1623
ODF3L1	9.8909	ODF3L1	46.3074
removed	removed	ODF3L2	5.855
ODZ1	24.374	ODZ1	89.9534
ODZ2	209.4753	ODZ2	224.0852
ODZ3	94.3169	ODZ3	2338.2568
ODZ4	243.387	ODZ4	378.9754
OFD1	1201.3921	OFD1	556.7532
OGDH	2817.496	OGDH	3752.495
OGFOD1	514.6805	OGFOD1	684.4977
OGFOD2	315.1773	OGFOD2	123.3586
OGFRL1	759.1272	OGFRL1	1095.9415
OGFR	713.2052	OGFR	380.5722
OGG1	307.3706	OGG1	324.1943
OGN	473.7039	OGN	4095.8084
OGT	6210.0776	OGT	4604.1251
OIP5	20.2658	OIP5	8.1756
OLA1	1977.8285	OLA1	1902.3287
OLFM1	88.3117	OLFM1	469.4611
OLFM2	145.1844	OLFM2	1107.6514
OLFM4	19.7818	OLFM4	587.0925
OLFML1	248.6857	OLFML1	1079.9734
OLFML2A	507.9688	OLFML2A	1633.0007
OLFML2B	1078.4623	OLFML2B	303.9255
OLFML3	901.1324	OLFML3	1860.2794
OLR1	476.1766	OLR1	21.823
OMA1	571.9065	OMA1	409.3147
OMD	196.7584	OMD	617.4318
ONECUT2	8.1247	ONECUT2	11.7099
OPA1	2225.1012	OPA1	2537.3253
OPA3	590.2753	OPA3	329.4744
OPCML	10.9506	OPCML	6.9195
OPHN1	612.8831	OPHN1	611.0446
OPLAH	333.8182	OPLAH	357.6846
OPN3	347.1638	OPN3	230.1051
removed	removed	OPN4	25.5489
removed	removed	OPRK1	11.1776
OPRL1	146.5974	OPRL1	56.4205
OPTN	1287.5843	OPTN	4339.0552
OR2A1	9.5377	OR2A1	9.0486
OR2A4	104.561	OR2A4	46.3074
OR2A7	571.9065	OR2A7	169.7937
OR2A9P	172.3844	OR2A9P	384.8303
OR2W3	39.7579	OR2W3	5.3227
OR51E1	13.4234	OR51E1	321.4904
OR7E91P	13.7766	removed	removed
ORAI1	271.2935	ORAI1	158.0838
ORAI2	1105.249	ORAI2	319.7126
ORAI3	788.0935	ORAI3	630.2063
ORAOV1	224.6649	ORAOV1	167.1324
ORC1L	10.5974	ORC1L	7.984
ORC2L	644.6753	ORC2L	499.2681
ORC3L	848.4987	ORC3L	969.2615
ORC4L	800.8103	ORC4L	703.1271
ORC5L	558.4831	ORC5L	270.9248
ORC6L	13.7766	ORC6L	5.3227
ORMDL1	651.387	ORMDL1	653.6261
ORMDL2	333.1576	ORMDL2	353.831
ORMDL3	1832.6441	ORMDL3	8831.9361
OS9	6127.4179	OS9	5610.1131
OSBP2	97.8493	OSBP2	28.7425
OSBPL10	569.0805	OSBPL10	333.2003
OSBPL11	469.4649	OSBPL11	598.8024
OSBPL1A	2289.0388	OSBPL1A	4691.9494
OSBPL2	982.3792	OSBPL2	1023.0206
OSBPL3	394.9298	OSBPL3	174.5842
OSBPL5	598.0467	OSBPL5	373.1204
OSBPL6	117.9844	OSBPL6	178.31
OSBPL7	270.2338	OSBPL7	78.7758
OSBPL8	2670.5453	OSBPL8	3741.3174
OSBPL9	1865.496	OSBPL9	2062.0093
OSBP	2250.8882	OSBP	2730.5389
OSCAR	54.0468	OSCAR	14.3713
OSCP1	434.1402	OSCP1	211.843
OSGEPL1	247.9792	OSGEPL1	217.6979
OSGEP	371.6156	OSGEP	236.8596
OSGIN1	11.6571	OSGIN1	50.0333
OSGIN2	949.174	OSGIN2	2388.8224
OSMR	1091.8857	OSMR	685.0299
OSM	8.8312	OSM	7.4518
OSR1	76.6545	OSR1	507.2522
OSR2	171.3247	OSR2	601.996
OST4	1244.1209	OST4	2006.6427
OSTBETA	12.0104	removed	removed
OSTCL	8.1247	removed	removed
OSTC	1502.0051	OSTC	1067.1989
OSTF1	550.3584	OSTF1	714.837
OSTM1	640.0831	OSTM1	1452.5615
OSTalpha	29.6727	OSTalpha	17.5649
OTOA	13.0701	OTOA	14.9035
OTUB1	1201.3921	OTUB1	748.9022
OTUB2	193.5792	OTUB2	37.7911
OTUD1	305.2052	OTUD1	465.2029
OTUD3	288.6026	OTUD3	501.9295
OTUD4	1686.7532	OTUD4	1652.6946
OTUD5	1179.4908	OTUD5	1172.0559
OTUD6B	359.9584	OTUD6B	312.4418
removed	removed	OTUD7A	8.5163
OTUD7B	2376.9973	OTUD7B	1236.9927
OVCA2	254.5708	OVCA2	294.4511
OVGP1	59.3455	OVGP1	86.2275
OVOL1	281.8909	removed	removed
OVOL2	222.5454	OVOL2	31.4039
OXA1L	2165.4025	OXA1L	4312.4418
OXCT1	973.548	OXCT1	3154.7572
OXER1	14.1299	OXER1	18.0971
OXGR1	5.6519	OXGR1	53.2269
OXNAD1	276.2389	OXNAD1	250.1663
OXR1	1156.8831	OXR1	3053.0938
OXSM	207.7091	OXSM	160.2129
OXSR1	1267.8025	OXSR1	1697.4052
OXTR	79.8338	OXTR	2298.8689
P2RX1	15.8961	P2RX1	25.0166
P2RX2	8.8312	removed	removed
P2RX4	766.8987	P2RX4	271.4571
P2RX5	39.7509	P2RX5	26.145
P2RX6	5.2987	P2RX6	5.855
P2RX7	103.8545	P2RX7	60.6786
P2RY10	69.9429	P2RY10	20.2262
P2RY11	57.551	removed	removed
P2RY12	50.161	P2RY12	182.5682
P2RY13	97.8493	P2RY13	85.163
P2RY14	54.7532	P2RY14	199.6008
P2RY1	25.4338	P2RY1	54.2914
P2RY2	291.0753	P2RY2	19.1617
P2RY6	30.026	P2RY6	9.5808
P2RY8	131.761	P2RY8	72.9208
P4HA1	1350.8155	P4HA1	791.4837
P4HA2	391.0441	P4HA2	348.6361
P4HA3	118.3377	P4HA3	12.7745
P4HB	12281.6825	P4HB	8419.9601
P4HTM	863.6883	P4HTM	393.3466
P704P	39.2104	P704P	10.6454
PA2G4P4	34.6182	PA2G4P4	43.646
PA2G4	2182.7116	PA2G4	2927.4784
PAAF1	483.2415	PAAF1	516.3007
PABPC1L	581.4441	PABPC1L	58.0173
PABPC1	27273.8272	PABPC1	27031.8031
removed	removed	PABPC3	274.6507
PABPC4L	40.6234	PABPC4L	174.0519
PABPC4	1774.0051	PABPC4	4452.4285
PABPC5	27.5532	PABPC5	97.4052
PABPN1	2827.5423	PABPN1	1346.8955
PACRGL	238.4415	PACRGL	178.31
PACRG	7.7714	PACRG	10.1131
PACS1	2871.1895	PACS1	2646.4405
PACS2	1729.1428	PACS2	1405.7219
PACSIN1	54.4	PACSIN1	17.0326
PACSIN2	697.3091	PACSIN2	599.8669
PACSIN3	533.4026	PACSIN3	136.2608
PADI2	371.9688	PADI2	947.4385
PAF1	1207.0441	PAF1	769.6607
PAFAH1B1	2769.8076	PAFAH1B1	4163.4065
PAFAH1B2	614.2961	PAFAH1B2	482.2355
PAFAH1B3	725.8373	PAFAH1B3	43.1351
PAFAH2	659.8649	PAFAH2	400.2661
PAG1	393.8701	PAG1	219.2947
PAICS	2697.7453	PAICS	1334.3979
PAIP1	1178.4311	PAIP1	1259.348
PAIP2B	731.2207	PAIP2B	795.2096
PAIP2	1829.4648	PAIP2	3087.159
PAK1IP1	219.3662	PAK1IP1	237.3919
PAK1	1889.5168	PAK1	710.0466
PAK2	3694.9608	PAK2	3450.6986
PAK3	15.8961	PAK3	36.7265
PAK4	1447.9584	PAK4	276.7798
PAK6	249.3922	PAK6	36.7265
PAK7	22.2545	PAK7	28.7425
PALB2	557.7766	PALB2	252.2954
PALLD	7516.0308	PALLD	2995.0765
PALM2-AKAP2	835.8171	PALM2-AKAP2	8326.6587
PALM2	38.6911	PALM2	220.2901
PALM3	28.613	removed	removed
PALMD	785.2675	PALMD	6513.9055
PALM	457.4545	PALM	2386.161
PAMR1	110.9195	PAMR1	749.9667
PAM	1605.1532	PAM	5289.155
PAN2	1146.9921	PAN2	803.7259
PAN3	3665.2881	PAN3	1398.8024
PANK1	36.7377	PANK1	76.6467
PANK2	472.9974	PANK2	532.8011
PANK3	1161.8285	PANK3	643.513
removed	removed	PANK4	257.0858
PANX1	391.0441	PANX1	343.8456
PANX2	16.2493	removed	removed
PAOX	99.9688	PAOX	99.5343
PAPD4	1503.4181	PAPD4	1504.7239
PAPD5	307.3247	PAPD5	582.3021
PAPD7	496.6649	PAPD7	1111.3772
PAPLN	431.6675	PAPLN	498.7359
PAPOLA	6296.2698	PAPOLA	3215.4358
PAPOLG	479.3558	PAPOLG	541.8496
removed	removed	PAPPA2	46.3074
PAPPA	113.039	PAPPA	127.2122
PAPSS1	1429.9428	PAPSS1	1876.7798
PAPSS2	219.3662	PAPSS2	2081.7033
PAQR3	225.7317	PAQR3	404.0293
PAQR4	2218.2694	PAQR4	50.145
PAQR5	325.3402	PAQR5	45.7751
PAQR6	59.6987	removed	removed
PAQR7	230.6701	PAQR7	160.2129
PAQR8	195.3454	PAQR8	263.4731
PAR-SN	138.501	PAR-SN	159.5263
PAR5	58.9922	PAR5	84.6307
PARD3B	104.561	PARD3B	346.507
PARD3	756.3013	PARD3	1217.2987
PARD6A	39.9169	PARD6A	41.517
PARD6B	370.9091	PARD6B	75.5822
PARD6G	205.2364	PARD6G	281.5702
PARG	657.0389	PARG	460.4125
PARK2	34.2649	PARK2	282.1025
PARK7	2929.8284	PARK7	3921.2242
PARL	622.4207	PARL	1024.0852
PARM1	324.6337	PARM1	3328.2768
PARN	2378.7635	PARN	1040.0532
PARP10	1209.8701	PARP10	366.2009
PARP11	321.4545	PARP11	345.9747
PARP12	897.2467	PARP12	384.8303
PARP14	2463.5427	PARP14	1504.7239
PARP15	63.2312	PARP15	7.4518
PARP16	313.3299	PARP16	412.5083
PARP1	3734.8777	PARP1	2301.5303
PARP2	633.7246	PARP2	362.475
PARP3	909.9636	PARP3	575.9148
PARP4	1306.6597	PARP4	1951.2974
PARP6	903.2519	PARP6	1031.5369
PARP8	388.9247	PARP8	306.0546
PARP9	2033.705	PARP9	907.1404
PARS2	158.2545	PARS2	87.2921
PART1	55.4597	PART1	8.5163
PARVA	2342.0259	PARVA	6953.5595
PARVB	149.0701	PARVB	859.0818
removed	removed	PARVG	50.0333
PASK	481.8285	PASK	70.7917
PATL1	1062.5662	PATL1	1199.7339
PATL2	20.1351	PATL2	7.4518
PATZ1	1577.2467	PATZ1	859.0818
PAWR	808.935	PAWR	220.8916
removed	removed	PAX3	28.2102
PAX5	24.374	PAX5	6.9195
PAX6	45.9221	PAX6	71.8563
PAX8	103.148	PAX8	38.8556
PAX9	50.5143	PAX9	14.9035
PAXIP1	1048.6765	PAXIP1	372.2102
PBK	26.1403	PBK	6.9195
PBLD	271.6467	PBLD	305.5223
PBRM1	3135.418	PBRM1	2794.4112
PBX1	6941.6516	PBX1	4499.8004
PBX2	1605.5064	PBX2	931.4704
PBX3	332.7584	PBX3	672.7878
PBX4	6.7117	PBX4	7.4518
PBXIP1	2118.7739	PBXIP1	2716.1677
PCBD1	1359.2934	PCBD1	1691.5502
PCBD2	480.359	PCBD2	376.8463
PCBP1	5847.6464	PCBP1	7444.8436
PCBP2	11602.6292	PCBP2	13732.2262
PCBP3	8.1247	PCBP3	64.4045
PCBP4	327.813	PCBP4	262.4085
PCCA	1123.1056	PCCA	1730.012
PCCB	1418.3492	PCCB	1808.1969
removed	removed	PCDH11X	8.5163
PCDH12	232.0831	PCDH12	773.3866
PCDH17	182.9818	PCDH17	182.5682
PCDH18	559.1896	PCDH18	4083.5662
PCDH19	46.9818	PCDH19	359.2814
PCDH1	2756.031	PCDH1	963.4065
PCDH20	14.4831	PCDH20	27.1457
PCDH7	784.9142	PCDH7	291.151
removed	removed	PCDH8	5.855
PCDH9	10.9506	PCDH9	538.1238
PCDHA10	38.1789	PCDHA10	106.326
PCDHA11	340.0141	PCDHA11	12.652
PCDHA12	393.0718	PCDHA12	21.2482
PCDHA13	53.5557	PCDHA13	22.5469
PCDHA1	95.8535	PCDHA1	19.1564
PCDHA2	26.8468	PCDHA2	6.3872
PCDHA3	241.8716	PCDHA3	51.1617
PCDHA4	235.0045	PCDHA4	6.829
PCDHA5	75.1426	PCDHA5	7.175
PCDHA6	543.8587	PCDHA6	17.3094
PCDHA7	54.7709	PCDHA7	5.9295
PCDHA8	15.1578	removed	removed
PCDHA9	6.3584	removed	removed
PCDHAC1	20.3682	PCDHAC1	13.1098
PCDHAC2	29.9412	PCDHAC2	20.4498
PCDHB10	149.7766	PCDHB10	112.3087
PCDHB11	135.6467	PCDHB11	70.7917
PCDHB12	64.6442	PCDHB12	78.2435
PCDHB13	127.1688	PCDHB13	77.7112
PCDHB14	176.6234	PCDHB14	168.1969
PCDHB15	33.9117	PCDHB15	76.6467
PCDHB16	220.0727	PCDHB16	331.0712
PCDHB17	7.7714	removed	removed
PCDHB18	20.8416	PCDHB18	11.7099
PCDHB19P	19.7818	PCDHB19P	7.984
PCDHB2	312.9766	PCDHB2	119.7605
PCDHB3	44.8623	PCDHB3	88.3566
PCDHB4	108.0935	PCDHB4	283.167
PCDHB5	238.7948	PCDHB5	81.4371
PCDHB6	60.7584	PCDHB6	42.5815
PCDHB7	96.0831	PCDHB7	153.8257
PCDHB8	191.1065	PCDHB8	68.1304
PCDHB9	95.0234	PCDHB9	102.7279
PCDHGA10	394.6508	PCDHGA10	148.684
PCDHGA11	15.5181	PCDHGA11	92.354
PCDHGA12	32.1455	PCDHGA12	57.485
PCDHGA1	130.348	PCDHGA1	22.3553
PCDHGA2	772.4305	PCDHGA2	159.7818
PCDHGA3	38.8571	PCDHGA3	87.8244
PCDHGA4	1472.8163	PCDHGA4	184.7399
PCDHGA5	158.2263	PCDHGA5	128.7292
PCDHGA6	83.9562	PCDHGA6	94.5522
PCDHGA7	176.8071	PCDHGA7	58.9647
PCDHGA8	41.3299	PCDHGA8	12.7745
PCDHGA9	26.4935	PCDHGA9	170.8689
PCDHGB1	652.8989	PCDHGB1	54.4777
PCDHGB2	284.0598	PCDHGB2	102.3021
PCDHGB3	26.1403	PCDHGB3	34.5975
PCDHGB4	783.7344	PCDHGB4	128.9261
PCDHGB5	1048.6659	PCDHGB5	259.2149
PCDHGB6	69.1445	PCDHGB6	257.4371
PCDHGB7	158.47	PCDHGB7	547.0765
PCDHGC3	2534.7679	PCDHGC3	2197.2322
PCDHGC4	19.7818	PCDHGC4	7.01
PCDHGC5	36.3844	PCDHGC5	6.9834
PCDP1	75.5948	removed	removed
PCF11	3056.9972	PCF11	1610.1131
PCGF1	234.2026	PCGF1	170.326
PCGF2	1403.9474	PCGF2	333.2428
PCGF3	3006.1297	PCGF3	1134.2648
PCGF5	1152.6441	PCGF5	2829.5409
PCGF6	139.1792	PCGF6	286.8929
PCID2	1489.6415	PCID2	852.6946
PCIF1	926.2129	PCIF1	823.9521
removed	removed	PCK1	12053.2269
PCK2	917.3818	PCK2	2266.9328
PCLO	1143.1064	PCLO	631.2708
PCM1	7350.3581	PCM1	5636.1943
PCMT1	1793.4337	PCMT1	1531.8696
PCMTD1	3039.3349	PCMTD1	3639.1218
PCMTD2	1774.0051	PCMTD2	2335.0632
PCNA	922.3272	PCNA	730.8051
PCNP	2879.6674	PCNP	3708.3167
removed	removed	PCNT	668.5296
PCNXL2	283.6571	PCNXL2	217.1657
PCNXL3	1637.2986	PCNXL3	628.6094
PCNX	1935.4389	PCNX	4136.7931
PCOLCE2	6.0052	PCOLCE2	5797.4717
PCOLCE	898.8575	PCOLCE	1342.8343
PCOTH	34.1978	PCOTH	13.642
PCP2	28.2597	removed	removed
PCP4L1	7.4182	PCP4L1	13.839
PCSK1	19.0753	PCSK1	10.6454
PCSK4	162.1403	PCSK4	6.3872
PCSK5	90.4312	PCSK5	489.6873
PCSK6	2355.8025	PCSK6	377.3786
PCSK7	749.7344	PCSK7	389.6208
PCSK9	8.8312	removed	removed
PCTP	296.374	PCTP	509.9135
PCYOX1L	427.0753	PCYOX1L	133.0672
PCYOX1	2453.6518	PCYOX1	13149.7006
PCYT1A	332.7584	PCYT1A	576.9794
PCYT1B	34.9714	PCYT1B	11.7099
PCYT2	558.1298	PCYT2	948.503
PC	588.5091	PC	7347.9707
PDAP1	1724.1973	PDAP1	915.5023
PDCD10	621.7143	PDCD10	599.3347
PDCD11	1176.6649	PDCD11	655.7552
PDCD1LG2	58.2857	PDCD1LG2	291.151
PDCD1	28.2597	removed	removed
PDCD2L	68.8831	PDCD2L	132.5349
PDCD2	696.2493	PDCD2	806.3872
PDCD4	5006.46	PDCD4	4495.7711
PDCD5	361.0182	PDCD5	611.5768
PDCD6IP	4736.6855	PDCD6IP	4443.9122
PDCD6	1486.4623	PDCD6	1000.1331
PDCD7	511.8545	PDCD7	706.853
PDCL3	341.9428	PDCL3	198.004
PDCL	473.3506	PDCL	515.7685
PDDC1	1066.4519	PDDC1	681.3041
PDE10A	98.9091	PDE10A	242.1823
PDE11A	86.1922	PDE11A	549.8337
PDE12	731.9272	PDE12	525.8816
PDE1A	117.6312	PDE1A	220.3593
PDE1B	74.8883	PDE1B	1464.2715
PDE1C	19.0753	PDE1C	98.4697
PDE2A	117.9844	PDE2A	2516.5669
PDE3A	76.6545	PDE3A	642.4484
PDE3B	81.9532	PDE3B	7603.992
PDE4A	287.1896	PDE4A	528.0106
PDE4B	2128.6648	PDE4B	576.9794
PDE4C	8.4779	removed	removed
PDE4DIP	1837.9428	PDE4DIP	2615.0366
PDE4D	699.319	PDE4D	171.9228
