gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
SERF2	10164.3076	SERF2	4050.6988
SERGEF	374.2214	SERGEF	247.1996
SERHL2	251.907	SERHL2	1228.021
SERHL	145.1845	SERHL	543.4733
SERINC1	8365.5966	SERINC1	8999.1618
SERINC2	3862.0029	SERINC2	1927.9128
SERINC3	3084.8107	SERINC3	3034.9768
removed	removed	SERINC4	10.0526
SERINC5	233.3493	SERINC5	372.7806
SERP1	3626.1667	SERP1	3937.6606
SERP2	65.6445	SERP2	76.2021
removed	removed	SERPINA10	10.3635
SERPINA11	1117.3934	SERPINA11	477.6347
SERPINA12	11.0206	removed	removed
SERPINA1	1201.2458	SERPINA1	2991.9988
SERPINA3	26189.2669	SERPINA3	11096.548
removed	removed	SERPINA4	291.3968
SERPINA5	777.1921	SERPINA5	1278.9758
SERPINA6	683.2774	SERPINA6	231.9592
SERPINA9	5.7499	removed	removed
removed	removed	SERPINB13	12.1923
SERPINB1	1626.7369	SERPINB1	864.7413
SERPINB2	6.229	SERPINB2	10.6683
SERPINB5	473.886	SERPINB5	1467.3474
SERPINB6	2686.1524	SERPINB6	1407.605
SERPINB7	15.333	removed	removed
SERPINB8	259.2238	SERPINB8	180.1417
SERPINB9	408.2415	SERPINB9	340.4709
SERPINE1	2064.6862	SERPINE1	2109.2738
SERPINE2	1802.1083	SERPINE2	738.8554
SERPINF1	18039.2908	SERPINF1	3651.6041
SERPINF2	104.9353	SERPINF2	280.7285
SERPING1	21479.6358	SERPING1	11665.0156
SERPINH1	12768.0882	SERPINH1	2658.8433
SERPINI1	474.3651	SERPINI1	466.052
SERTAD1	416.3872	SERTAD1	319.1343
SERTAD2	1236.7034	SERTAD2	1416.4444
SERTAD3	1131.2889	SERTAD3	595.2907
SERTAD4	330.139	SERTAD4	361.1979
SESN1	546.7178	SESN1	1362.4933
SESN2	408.7207	SESN2	416.9778
SESN3	194.0585	SESN3	629.7341
SESTD1	1547.6761	SESTD1	1662.7296
SETBP1	618.1121	SETBP1	1811.1712
SETD1A	759.4633	SETD1A	1016.8407
SETD1B	921.4183	SETD1B	1073.535
SETD2	2001.9166	SETD2	3738.7792
SETD3	1296.1188	SETD3	1321.3442
SETD4	217.5371	SETD4	479.4635
SETD5	2473.886	SETD5	3374.2285
SETD6	263.0666	SETD6	497.8831
SETD7	3511.2602	SETD7	3830.2217
SETD8	529.9473	SETD8	715.69
SETDB1	975.0839	SETDB1	1288.7297
SETDB2	254.4322	SETDB2	770.5555
SETMAR	391.9502	SETMAR	725.4439
SETX	2352.6593	SETX	3561.076
SET	5762.3383	SET	5534.4052
SEZ6L2	675.1318	SEZ6L2	974.1675
SEZ6L	16.7705	SEZ6L	57.304
SF1	4106.3728	SF1	4766.593
SF3A1	3606.5213	SF3A1	4160
SF3A2	1322.9516	SF3A2	1038.4821
SF3A3	1553.9051	SF3A3	1745.9422
SF3B14	1189.746	SF3B14	901.6231
SF3B1	5740.7762	SF3B1	10439.686
SF3B2	3831.3368	SF3B2	3903.0709
SF3B3	3067.0819	SF3B3	3929.2845
SF3B4	3187.3503	SF3B4	1097.9197
SF3B5	1714.9018	SF3B5	727.8823
SF4	476.7609	SF4	555.6656
SFI1	348.3469	SFI1	609.6167
SFMBT1	192.1418	SFMBT1	377.6575
SFMBT2	87.6857	SFMBT2	341.3854
SFN	953.0426	SFN	554.2147
SFPQ	5034.5184	SFPQ	4163.612
SFRP1	3287.9732	SFRP1	30864.5889
SFRP2	59901.7729	SFRP2	8272.8035
SFRP4	4913.7518	SFRP4	2419.2639
removed	removed	SFRP5	7.0106
SFRS11	1708.6727	SFRS11	4344.1286
SFRS12IP1	571.1548	SFRS12IP1	705.9361
SFRS12	1176.8088	SFRS12	2346.1099
SFRS13A	1523.7183	SFRS13A	1921.5118
SFRS13B	15.8122	SFRS13B	42.6732
SFRS14	950.6469	SFRS14	1803.2462
SFRS15	942.5012	SFRS15	1098.8341
SFRS16	248.6823	SFRS16	847.9768
SFRS17A	550.551	SFRS17A	986.3598
SFRS18	1335.4097	SFRS18	3593.3857
SFRS1	4084.3316	SFRS1	3433.6661
SFRS2B	945.3761	SFRS2B	1659.6815
SFRS2IP	2262.0987	SFRS2IP	4269.1458
SFRS2	2472.4102	SFRS2	2054.6186
SFRS3	4295.1605	SFRS3	5343.2904
SFRS4	1407.7623	SFRS4	1994.6659
SFRS5	2152.3718	SFRS5	7575.402
SFRS6	2930.5223	SFRS6	5846.2242
SFRS7	1601.8208	SFRS7	2362.2647
SFRS8	719.6933	SFRS8	1156.7477
SFRS9	1643.9866	SFRS9	1378.0386
SFT2D1	466.6986	SFT2D1	369.1229
SFT2D2	83.3733	SFT2D2	79.555
SFT2D3	437.9492	SFT2D3	269.1458
SFTA1P	8.6248	removed	removed
removed	removed	SFTA2	29.5664
SFTPA2	15.8122	SFTPA2	36.2722
SFTPD	21.5621	SFTPD	17.6789
SFXN1	933.3972	SFXN1	454.1644
SFXN2	238.62	SFXN2	307.2468
SFXN3	1855.7738	SFXN3	1007.3916
SFXN4	419.2621	SFXN4	284.691
SFXN5	386.2003	SFXN5	451.1164
removed	removed	SGCA	7.3154
SGCB	1773.838	SGCB	1327.4404
SGCD	1853.3781	SGCD	463.6135
SGCE	988.9794	SGCE	1527.6995
SGCG	7.6665	removed	removed
SGEF	144.2262	SGEF	532.1954
SGIP1	315.2851	SGIP1	79.8598
SGK196	22.9995	SGK196	63.0953
SGK1	1106.3728	SGK1	6005.639
SGK223	352.1802	SGK223	1035.1292
SGK269	2413.0331	SGK269	2240.0366
SGK2	16.7705	SGK2	98.7579
SGK3	368.4715	SGK3	1510.045
SGK494	11.4998	SGK494	43.4047
SGMS1	561.0925	SGMS1	645.5841
SGMS2	779.1088	SGMS2	482.2068
SGOL1	30.666	SGOL1	6.0962
SGOL2	168.6632	SGOL2	157.8907
SGPL1	2466.6986	SGPL1	1809.0376
SGPP1	607.5707	SGPP1	497.1424
SGPP2	46.4782	SGPP2	51.8174
SGSH	949.2094	SGSH	1231.4257
SGSM1	56.5405	SGSM1	167.6446
SGSM2	586.0086	SGSM2	2658.8433
SGSM3	805.4624	SGSM3	1274.4037
SGTA	1757.5467	SGTA	1164.3679
SGTB	199.3292	SGTB	249.51
SH2B1	564.4466	SH2B1	1398.4607
SH2B2	10.5414	SH2B2	9.4491
SH2B3	1365.1174	SH2B3	811.095
SH2D1A	34.0201	SH2D1A	15.85
removed	removed	SH2D1B	8.2298
SH2D2A	96.3105	SH2D2A	17.3741
SH2D3A	210.3498	SH2D3A	348.7008
SH2D3C	555.3426	SH2D3C	338.3373
SH2D4A	173.9339	SH2D4A	301.1507
SH3BGRL2	631.0494	SH3BGRL2	1290.8634
SH3BGRL3	4378.5338	SH3BGRL3	1072.9254
SH3BGRL	5699.5688	SH3BGRL	4191.7245
SH3BGR	102.5395	SH3BGR	178.0081
SH3BP1	306.1811	SH3BP1	220.9495
SH3BP2	496.4063	SH3BP2	961.3655
SH3BP4	2902.252	SH3BP4	2544.2353
SH3BP5L	891.7106	SH3BP5L	779.395
SH3BP5	1353.2822	SH3BP5	2050.5982
SH3D19	2578.8213	SH3D19	3671.4166
SH3GL1	2426.4494	SH3GL1	1236.6075
removed	removed	SH3GL3	14.0212
SH3GLB1	3682.7983	SH3GLB1	3086.4894
SH3GLB2	990.4169	SH3GLB2	1580.7361
SH3KBP1	1287.0149	SH3KBP1	724.8343
SH3PXD2A	6615.7163	SH3PXD2A	3237.3695
SH3PXD2B	5440.8241	SH3PXD2B	3699.1542
SH3RF1	1000.9583	SH3RF1	1195.7632
SH3RF2	56.5405	SH3RF2	301.4555
SH3RF3	429.3244	SH3RF3	160.634
SH3TC1	342.1179	SH3TC1	226.1678
SH3TC2	31.6243	SH3TC2	146.308
SH3YL1	832.7743	SH3YL1	1196.9824
SHANK1	88.644	SHANK1	32.0049
SHANK2	412.5539	SHANK2	1347.5577
SHANK3	609.0081	SHANK3	758.0584
SHARPIN	1076.1859	SHARPIN	543.7781
SHB	425.4911	SHB	428.2557
SHC1	5392.4293	SHC1	3157.5097
SHC2	434.116	SHC2	552.0079
removed	removed	SHC3	13.7164
SHC4	105.8936	SHC4	616.0177
SHCBP1	139.9138	SHCBP1	17.6789
SHE	301.8687	SHE	420.0259
SHFM1	1022.9995	SHFM1	755.0103
SHF	138.9554	SHF	169.4734
SHISA2	305.702	SHISA2	138.6878
removed	removed	SHISA3	5.7914
SHISA4	577.863	SHISA4	261.2208
SHISA5	3628.1744	SHISA5	1897.7368
SHISA6	33.0618	SHISA6	18.8981
SHISA9	58.4571	SHISA9	100.5868
SHKBP1	1024.437	SHKBP1	518.7838
SHMT1	605.1749	SHMT1	666.6159
SHMT2	1057.4988	SHMT2	960.1463
SHOC2	1569.2381	SHOC2	1523.737
SHOX2	197.4126	SHOX2	103.9396
SHPK	282.2233	SHPK	591.3282
SHPRH	259.7892	SHPRH	1109.856
SHQ1	662.6737	SHQ1	444.4106
SHROOM1	2235.7451	SHROOM1	228.9111
SHROOM2	457.5946	SHROOM2	337.7277
SHROOM3	1896.023	SHROOM3	4607.1782
SHROOM4	557.2592	SHROOM4	427.9509
SIAE	543.3637	SIAE	1024.7657
SIAH1	588.0834	SIAH1	559.7622
SIAH2	1325.3474	SIAH2	944.6011
SIDT1	274.0776	SIDT1	1057.3802
SIDT2	1655.0311	SIDT2	1753.3796
SIGIRR	767.609	SIGIRR	369.4277
SIGLEC10	166.2674	SIGLEC10	130.7628
removed	removed	SIGLEC11	6.0962
SIGLEC14	50.3115	SIGLEC14	18.5933
removed	removed	SIGLEC15	27.7376
SIGLEC1	127.9348	SIGLEC1	193.8581
SIGLEC5	26.3536	SIGLEC5	19.8125
SIGLEC6	9.5831	SIGLEC6	6.7058
SIGLEC7	32.5827	SIGLEC7	13.7164
SIGLEC8	147.5803	SIGLEC8	73.7636
SIGLEC9	44.5616	SIGLEC9	27.4328
SIGLECP3	10.5414	SIGLECP3	74.9829
SIGMAR1	1629.1327	SIGMAR1	840.9662
SIK1	1557.7384	SIK1	2649.699
SIK2	800.1917	SIK2	1255.8104
SIK3	1176.3297	SIK3	2551.8555
SIKE1	663.1529	SIKE1	827.8595
SIL1	1644.4657	SIL1	567.5532
SILV	43.6033	SILV	377.6575
SIM1	13.4164	SIM1	22.8606
SIM2	57.0196	SIM2	28.652
SIN3A	2146.1428	SIN3A	2927.989
SIN3B	811.6914	SIN3B	1349.9962
SIP1	102.5395	SIP1	135.3349
SIPA1L1	988.5002	SIPA1L1	1691.6864
SIPA1L2	1114.9976	SIPA1L2	1898.6512
SIPA1L3	1436.5117	SIPA1L3	1451.1926
SIPA1	878.2942	SIPA1	538.2915
SIRPA	1736.4638	SIRPA	2225.4058
SIRPB1	78.1025	SIRPB1	130.1532
SIRPB2	84.3316	SIRPB2	26.8231
SIRPG	22.9995	SIRPG	14.6308
SIRT1	604.6957	SIRT1	1239.9604
SIRT2	1149.4969	SIRT2	999.4666
SIRT3	688.1696	SIRT3	908.9416
SIRT4	23.9578	SIRT4	29.8712
SIRT5	345.9511	SIRT5	388.9355
SIRT6	242.9324	SIRT6	143.8695
SIRT7	307.6186	SIRT7	229.8255
SIT1	30.666	SIT1	17.0693
SIVA1	528.0307	SIVA1	525.4896
SIX1	311.931	SIX1	105.7685
SIX2	18.6871	SIX2	10.0587
SIX3	79.0609	SIX3	6.7058
SIX4	263.057	SIX4	256.9534
SIX5	523.7183	SIX5	719.9573
SKA1	43.6033	SKA1	9.7539
SKA2	1113.5601	SKA2	350.2248
SKA3	59.9329	SKA3	15.5452
SKAP1	554.8634	SKAP1	77.1165
SKAP2	755.1509	SKAP2	1090.6043
SKIL	988.9794	SKIL	750.1334
SKIV2L2	1537.3551	SKIV2L2	1687.5074
SKIV2L	697.6521	SKIV2L	907.5029
SKI	2936.7513	SKI	2667.0731
SKP1	8793.9626	SKP1	4956.4886
SKP2	77.1442	SKP2	175.5696
SLA2	52.7072	SLA2	22.5558
SLAIN1	16.2913	SLAIN1	138.9926
SLAIN2	1491.6148	SLAIN2	1774.5942
SLAMF1	11.4998	SLAMF1	18.8981
SLAMF6	57.0196	SLAMF6	39.9299
SLAMF7	161.955	SLAMF7	171.9119
SLAMF8	322.4245	SLAMF8	141.2878
SLA	315.2851	SLA	177.3985
SLBP	650.2156	SLBP	646.4985
SLC10A3	718.2559	SLC10A3	411.1865
SLC10A5	9.5831	SLC10A5	6.7058
SLC10A6	15.333	SLC10A6	43.8924
SLC10A7	251.5573	SLC10A7	319.744
SLC11A1	103.0187	SLC11A1	26.5183
SLC11A2	1003.8333	SLC11A2	2064.7718
removed	removed	SLC12A1	12.1923
SLC12A2	885.0024	SLC12A2	4534.6338
SLC12A4	1400.0431	SLC12A4	1373.3354
SLC12A6	653.1481	SLC12A6	1083.3681
SLC12A7	1459.5113	SLC12A7	1434.7329
SLC12A8	647.8198	SLC12A8	295.6641
SLC12A9	358.8884	SLC12A9	705.9361
SLC13A2	73.7901	SLC13A2	420.0259
SLC13A3	64.207	SLC13A3	139.907
removed	removed	SLC13A4	6.7058
SLC14A1	25.3953	SLC14A1	96.6242
removed	removed	SLC15A1	5.4866
SLC15A2	12.9372	SLC15A2	184.4091
SLC15A3	938.6679	SLC15A3	300.8458
SLC15A4	770.0048	SLC15A4	650.461
SLC16A10	13.8955	SLC16A10	13.1068
SLC16A11	18.6871	SLC16A11	53.0367
removed	removed	SLC16A12	121.3137
SLC16A13	87.2065	SLC16A13	77.1165
SLC16A14	351.701	SLC16A14	221.2909
SLC16A1	553.426	SLC16A1	470.9289
SLC16A2	1082.4149	SLC16A2	644.06
SLC16A3	592.2377	SLC16A3	136.2493
SLC16A4	423.0954	SLC16A4	627.9052
SLC16A5	122.185	SLC16A5	324.9257
SLC16A6	2040.7283	SLC16A6	148.7465
SLC16A7	27.7911	SLC16A7	65.229
removed	removed	SLC16A8	13.4116
SLC16A9	45.0407	SLC16A9	103.9396
SLC17A5	882.1275	SLC17A5	859.8644
SLC17A7	16.7705	SLC17A7	99.3675
SLC17A9	135.1222	SLC17A9	35.6626
SLC18A2	9.5831	SLC18A2	12.1923
SLC19A1	258.7446	SLC19A1	114.6079
SLC19A2	626.7369	SLC19A2	1098.8341
SLC19A3	145.6636	SLC19A3	25.2991
SLC1A1	504.552	SLC1A1	152.4042
SLC1A2	548.1552	SLC1A2	628.21
SLC1A3	487.3023	SLC1A3	160.9388
SLC1A4	1597.9875	SLC1A4	1158.5765
SLC1A5	3808.3373	SLC1A5	2684.4472
SLC1A7	32.5827	SLC1A7	33.2241
SLC20A1	2157.1634	SLC20A1	810.1806
SLC20A2	1223.7662	SLC20A2	1235.6931
SLC22A15	164.8299	SLC22A15	66.4482
removed	removed	SLC22A16	9.7539
SLC22A17	1858.1696	SLC22A17	1169.5496
SLC22A18AS	12.9372	removed	removed
SLC22A18	638.7159	SLC22A18	161.5484
SLC22A23	363.862	SLC22A23	920.1463
SLC22A3	20.6037	SLC22A3	124.6666
SLC22A4	54.6239	SLC22A4	184.598
SLC22A5	725.9224	SLC22A5	648.937
SLC23A1	7.6665	SLC23A1	7.3154
SLC23A2	689.9856	SLC23A2	1006.782
removed	removed	SLC23A3	19.5839
SLC24A1	275.0359	SLC24A1	719.6921
SLC24A2	172.0172	removed	removed
SLC24A3	331.5764	SLC24A3	502.629
SLC24A5	19.0752	removed	removed
SLC24A6	894.1064	SLC24A6	585.8417
SLC25A10	872.5443	SLC25A10	308.1612
SLC25A11	834.6909	SLC25A11	689.1717
SLC25A12	550.0719	SLC25A12	750.743
SLC25A13	351.2218	SLC25A13	509.6396
SLC25A14	166.2674	SLC25A14	125.581
SLC25A15	318.9459	SLC25A15	381.0805
SLC25A16	190.7044	SLC25A16	273.1083
SLC25A17	748.4427	SLC25A17	565.7243
SLC25A18	19.1663	SLC25A18	15.85
SLC25A19	215.1414	SLC25A19	86.8704
SLC25A1	1213.7039	SLC25A1	598.6436
SLC25A20	290.369	SLC25A20	276.4612
removed	removed	SLC25A21	15.1764
SLC25A22	616.1955	SLC25A22	249.638
SLC25A23	1816.483	SLC25A23	1264.9547
SLC25A24	870.6277	SLC25A24	1308.2374
SLC25A25	286.5357	SLC25A25	1334.1462
SLC25A26	411.7298	SLC25A26	444.0448
SLC25A27	28.2702	SLC25A27	346.2623
SLC25A28	740.7762	SLC25A28	449.2875
SLC25A29	254.9114	SLC25A29	601.6917
SLC25A30	266.4111	SLC25A30	690.3909
SLC25A32	447.494	SLC25A32	468.3076
SLC25A33	149.976	SLC25A33	124.057
SLC25A34	13.4164	SLC25A34	20.727
SLC25A35	152.6593	SLC25A35	167.1691
SLC25A36	1044.5616	SLC25A36	2508.2679
SLC25A37	295.1605	SLC25A37	542.8637
SLC25A38	856.7322	SLC25A38	792.8065
SLC25A39	3695.7355	SLC25A39	1066.2196
SLC25A3	5668.9027	SLC25A3	4691.3053
SLC25A40	119.31	SLC25A40	302.6747
SLC25A42	183.0379	SLC25A42	285.9102
SLC25A43	607.5707	SLC25A43	408.748
SLC25A44	1318.6392	SLC25A44	694.0486
SLC25A45	164.3507	SLC25A45	203.612
SLC25A46	590.321	SLC25A46	694.0486
SLC25A4	753.2343	SLC25A4	487.9982
SLC25A5	4016.7705	SLC25A5	2586.6037
SLC25A6	6343.5553	SLC25A6	6905.1284
SLC26A10	14.413	SLC26A10	46.1175
SLC26A11	472.4485	SLC26A11	490.4366
SLC26A1	6.2338	SLC26A1	45.8005
SLC26A2	1545.7595	SLC26A2	873.8855
removed	removed	SLC26A3	228.3015
SLC26A4	10.5414	SLC26A4	80.1646
removed	removed	SLC26A5	32.3097
SLC26A6	126.0182	SLC26A6	178.9164
SLC26A7	8.1457	SLC26A7	31.3953
SLC27A1	935.3138	SLC27A1	1540.8062
SLC27A2	1512.6977	SLC27A2	54.5607
SLC27A3	469.0944	SLC27A3	500.1905
SLC27A4	878.7734	SLC27A4	431.9134
SLC27A5	83.6128	SLC27A5	91.4669
SLC27A6	119.7892	SLC27A6	718.1285
SLC28A3	16.2913	SLC28A3	123.1426
SLC29A1	2611.4039	SLC29A1	2802.7128
SLC29A2	136.0374	SLC29A2	242.5939
SLC29A3	582.6545	SLC29A3	284.0814
SLC29A4	205.0791	SLC29A4	49.379
SLC2A10	2382.8462	SLC2A10	1348.4721
SLC2A11	123.1433	SLC2A11	252.6861
SLC2A12	215.1414	SLC2A12	402.347
SLC2A13	237.1826	SLC2A13	307.2468
SLC2A14	16.7705	SLC2A14	29.5664
SLC2A1	1311.931	SLC2A1	1126.5717
SLC2A3	713.9435	SLC2A3	1659.6815
SLC2A4RG	722.5683	SLC2A4RG	605.959
SLC2A4	42.1658	SLC2A4	39.6251
SLC2A5	43.6033	SLC2A5	17.6789
SLC2A6	51.7489	SLC2A6	19.2029
SLC2A8	393.8668	SLC2A8	242.6274
SLC2A9	116.9142	SLC2A9	165.5109
SLC30A1	537.6138	SLC30A1	364.5508
removed	removed	SLC30A2	13.7164
SLC30A4	124.1016	SLC30A4	164.2917
SLC30A5	1369.909	SLC30A5	1281.4143
SLC30A6	274.5568	SLC30A6	406.0047
SLC30A7	908.9602	SLC30A7	835.1749
SLC30A8	1239.5783	removed	removed
SLC30A9	1392.4293	SLC30A9	1672.4834
SLC31A1	945.3761	SLC31A1	1299.7028
SLC31A2	455.1989	SLC31A2	363.6364
SLC33A1	661.7154	SLC33A1	649.8514
SLC34A2	3996.1667	SLC34A2	1042.1398
SLC35A1	661.1404	SLC35A1	911.9957
SLC35A2	889.794	SLC35A2	468.4904
SLC35A3	241.9741	SLC35A3	635.2206
SLC35A4	3370.8673	SLC35A4	1649.318
SLC35A5	763.2966	SLC35A5	905.8904
SLC35B1	1182.0795	SLC35B1	401.1278
SLC35B2	1414.9497	SLC35B2	1175.6458
SLC35B3	712.9851	SLC35B3	511.1636
SLC35B4	442.2616	SLC35B4	386.497
SLC35C1	843.3158	SLC35C1	372.7806
SLC35C2	1246.2865	SLC35C2	911.0722
SLC35D1	1336.8471	SLC35D1	758.3632
SLC35D2	482.9899	SLC35D2	428.2557
SLC35D3	11.0206	removed	removed
SLC35E1	2125.0599	SLC35E1	2361.0455
SLC35E2	1913.2726	SLC35E2	3331.6102
SLC35E2	43.1241	SLC35E2	110.2858
SLC35E3	267.8486	SLC35E3	305.1132
SLC35E4	88.644	SLC35E4	57.0997
SLC35F1	24.437	SLC35F1	11.5827
SLC35F2	356.4926	SLC35F2	227.9966
SLC35F3	41.2075	SLC35F3	246.59
SLC35F5	799.2333	SLC35F5	921.1308
SLC36A1	891.7106	SLC36A1	324.3161
SLC36A4	116.9142	SLC36A4	176.7888
SLC37A1	798.275	SLC37A1	327.0594
SLC37A2	281.265	SLC37A2	180.1417
SLC37A3	838.045	SLC37A3	1015.3166
SLC37A4	318.6392	SLC37A4	434.6567
SLC38A10	3333.4931	SLC38A10	2134.8777
SLC38A11	15.333	SLC38A11	12.4971
SLC38A1	750.3594	SLC38A1	7666.5397
SLC38A2	3699.5688	SLC38A2	5499.9619
SLC38A3	36.4159	SLC38A3	50.903
SLC38A4	92.4772	SLC38A4	10.6683
SLC38A5	850.024	SLC38A5	40.2347
SLC38A6	158.6009	SLC38A6	157.5859
SLC38A7	385.7211	SLC38A7	267.9265
SLC38A9	194.5376	SLC38A9	191.1148
SLC39A10	827.9828	SLC39A10	987.8839
SLC39A11	3108.2894	SLC39A11	665.0918
SLC39A13	1339.7221	SLC39A13	697.0967
SLC39A14	1649.7365	SLC39A14	1044.5782
SLC39A1	3184.4753	SLC39A1	2157.1287
SLC39A2	11.0206	SLC39A2	6.7058
SLC39A3	536.1763	SLC39A3	249.9428
SLC39A4	148.5386	SLC39A4	133.5061
SLC39A6	11896.9813	SLC39A6	12551.0935
SLC39A7	3247.2448	SLC39A7	2412.5581
SLC39A8	6573.0714	SLC39A8	774.518
SLC39A9	2086.2482	SLC39A9	2482.9688
removed	removed	SLC3A1	5.9468
SLC3A2	1987.0628	SLC3A2	2708.527
SLC40A1	17338.2846	SLC40A1	7052.3508
SLC41A1	1366.5549	SLC41A1	775.7373
SLC41A2	528.989	SLC41A2	486.1693
SLC41A3	1198.3709	SLC41A3	1231.4257
SLC43A1	844.7532	SLC43A1	331.6315
SLC43A2	515.5726	SLC43A2	510.2492
SLC43A3	1110.206	SLC43A3	1587.1371
SLC44A1	4328.2223	SLC44A1	3345.5765
SLC44A2	6238.62	SLC44A2	5271.0508
SLC44A3	357.4509	SLC44A3	369.7325
SLC44A4	3005.2707	SLC44A4	642.536
SLC44A5	112.1227	SLC44A5	107.5973
SLC45A1	133.2056	SLC45A1	56.3895
SLC45A2	6.229	removed	removed
SLC45A3	191.1835	SLC45A3	139.2974
SLC45A4	229.9952	SLC45A4	409.3576
SLC46A1	536.0901	SLC46A1	1136.3591
removed	removed	SLC46A2	9.7539
SLC46A3	615.7163	SLC46A3	513.2973
SLC47A1	102.5395	SLC47A1	144.784
removed	removed	SLC47A2	8.5346
SLC48A1	760.4217	SLC48A1	696.4871
removed	removed	SLC4A10	41.7587
SLC4A11	68.9986	SLC4A11	390.7643
SLC4A1AP	746.047	SLC4A1AP	674.55
SLC4A2	1401.4423	SLC4A2	1403.5693
SLC4A3	157.6425	SLC4A3	355.7113
SLC4A4	11.4998	SLC4A4	53.3415
SLC4A5	154.7293	SLC4A5	273.0717
SLC4A7	738.8596	SLC4A7	2314.4098
SLC4A8	1305.2228	SLC4A8	362.1123
SLC5A10	7.288	removed	removed
removed	removed	SLC5A11	5.1817
SLC5A12	7.1874	removed	removed
SLC5A1	400.0958	SLC5A1	622.1138
SLC5A3	986.2099	SLC5A3	1201.8197
SLC5A4	15.333	SLC5A4	19.2029
SLC5A6	954.068	SLC5A6	1103.4794
removed	removed	SLC5A8	5.1817
SLC5A9	12.4581	SLC5A9	23.1654
SLC6A10P	5.2707	removed	removed
SLC6A11	16.7705	SLC6A11	16.4597
SLC6A12	22.5204	SLC6A12	35.9674
SLC6A14	27.7911	SLC6A14	600.1676
removed	removed	SLC6A15	9.4491
SLC6A16	5.7499	SLC6A16	16.7645
SLC6A17	26.3536	SLC6A17	6.0962
SLC6A1	68.0402	SLC6A1	7.3154
SLC6A20	44.5616	SLC6A20	6.0962
removed	removed	SLC6A2	13.7164
SLC6A6	1602.7791	SLC6A6	1937.6667
SLC6A8	744.1303	SLC6A8	520.003
SLC6A9	265.932	SLC6A9	120.189
SLC7A10	12.5108	removed	removed
SLC7A11	49.8323	SLC7A11	100.8916
removed	removed	SLC7A14	14.326
SLC7A1	401.5333	SLC7A1	890.65
SLC7A2	12080.9775	SLC7A2	4794.0258
SLC7A3	13.4164	SLC7A3	217.6332
SLC7A4	307.1394	SLC7A4	43.8924
SLC7A5	454.2405	SLC7A5	370.9518
SLC7A6OS	159.6981	SLC7A6OS	171.8418
SLC7A6	914.092	SLC7A6	577.0723
SLC7A7	461.907	SLC7A7	238.9697
SLC7A8	1754.1926	SLC7A8	2385.735
removed	removed	SLC7A9	5.4866
SLC8A1	180.1629	SLC8A1	220.9861
SLC8A2	16.7705	removed	removed
SLC9A1	1701.0062	SLC9A1	1857.8069
SLC9A2	97.748	SLC9A2	49.379
SLC9A3R1	6106.3728	SLC9A3R1	3281.2619
SLC9A3R2	1390.9919	SLC9A3R2	1132.0582
SLC9A5	21.0829	SLC9A5	49.379
SLC9A6	490.6564	SLC9A6	457.5173
SLC9A7	58.9363	SLC9A7	179.5321
SLC9A8	350.7427	SLC9A8	514.8213
SLC9A9	162.9133	SLC9A9	226.4726
removed	removed	SLCO1A2	153.3186
SLCO1C1	14.8539	SLCO1C1	5.4866
SLCO2A1	1227.1203	SLCO2A1	754.0959
SLCO2B1	823.1912	SLCO2B1	784.5767
SLCO3A1	526.5932	SLCO3A1	587.0609
SLCO4A1	9.5831	SLCO4A1	28.1704
SLCO4C1	20.6037	SLCO4C1	41.4539
SLFN11	866.7944	SLFN11	746.4757
SLFN12L	11.9789	SLFN12L	14.0212
SLFN12	85.769	SLFN12	189.286
SLFN13	298.5146	SLFN13	751.0478
SLFN5	544.322	SLFN5	951.6117
removed	removed	SLFNL1	5.4866
SLIT1	11.9789	SLIT1	23.4702
SLIT2	771.4423	SLIT2	765.069
SLIT3	3366.0757	SLIT3	2053.1891
removed	removed	SLITRK1	9.7539
removed	removed	SLITRK2	14.6308
SLITRK4	162.4341	SLITRK4	35.9674
SLITRK5	22.0412	SLITRK5	229.5207
SLITRK6	2107.3311	SLITRK6	274.3275
SLK	1931.9598	SLK	3416.292
SLMAP	832.2952	SLMAP	1659.6815
SLMO1	28.2702	SLMO1	58.2184
SLMO2	1085.769	SLMO2	1046.1023
SLN	19.1663	removed	removed
SLPI	602.3	SLPI	883.6394
SLTM	1978.4379	SLTM	2785.3387
SLU7	1505.0311	SLU7	1524.3466
SMAD1	844.7532	SMAD1	820.8489
SMAD2	1770.9631	SMAD2	2193.0961
SMAD3	1461.907	SMAD3	2141.2787
SMAD4	1208.3277	SMAD4	2391.1849
SMAD5OS	9.104	removed	removed
SMAD5	1868.7111	SMAD5	2482.9688
SMAD6	130.3306	SMAD6	87.7848
SMAD7	976.5213	SMAD7	776.0421
SMAD9	57.978	SMAD9	130.1532
SMAGP	256.3488	SMAGP	203.3072
SMAP1	952.276	SMAP1	686.8429
SMAP2	1241.9741	SMAP2	1013.183
SMARCA1	2229.0369	SMARCA1	2061.1141
SMARCA2	2518.9267	SMARCA2	6895.9841
SMARCA4	2448.9698	SMARCA4	2395.184
SMARCA5	2312.8893	SMARCA5	2981.9401
SMARCAD1	741.7345	SMARCAD1	1346.6433
SMARCAL1	689.9856	SMARCAL1	678.1986
SMARCB1	1618.5913	SMARCB1	1153.09
