gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
EIF5A	3667.3811	EIF5A	3194.64
EIF5B	2974.282	EIF5B	3375.1166
EIF5	3792.9704	EIF5	6254.2617
EIF6	1542.6489	EIF6	1456.0258
ELAC1	155.165	ELAC1	161.8183
ELAC2	929.7042	ELAC2	1404.1218
ELAVL1	1690.9559	ELAVL1	1385.8027
ELAVL2	39.8628	ELAVL2	12.8912
ELF1	1651.5216	ELF1	2731.5749
ELF2	824.6892	ELF2	1047.5787
ELF3	6103.7291	ELF3	3347.9773
ELF4	715.8165	ELF4	300.9075
ELF5	51.0073	ELF5	341.9557
ELFN1	53.5791	ELFN1	17.3013
removed	removed	ELFN2	14.2482
ELK1	791.2559	ELK1	707.6584
ELK3	602.6575	ELK3	525.1463
ELK4	207.4582	ELK4	184.2083
ELL2	1573.5105	ELL2	1082.1813
ELL3	87.3382	ELL3	165.9333
ELL	436.348	ELL	406.0724
ELMO1	383.6262	ELMO1	326.0114
ELMO2	764.6807	ELMO2	927.8263
ELMO3	393.4848	ELMO3	447.4599
ELMOD1	8.144	removed	removed
ELMOD2	322.7604	ELMOD2	225.935
ELMOD3	315.045	ELMOD3	600.7972
ELN	4301.7574	ELN	696.4634
ELOF1	799.3999	ELOF1	842.6766
ELOVL1	1291.0416	ELOVL1	1320.3291
ELOVL2	1943.8491	ELOVL2	1193.7919
ELOVL4	39.0056	ELOVL4	35.6204
ELOVL5	14960.9944	ELOVL5	9293.8682
ELOVL6	254.6078	ELOVL6	209.9907
ELOVL7	243.892	ELOVL7	162.8361
ELP2P	12.859	ELP2P	13.2304
ELP2	3343.7634	ELP2	3007.7178
ELP3	1067.724	ELP3	824.6968
ELP4	235.748	ELP4	246.6288
ELTD1	664.3806	ELTD1	484.7765
EMB	769.8243	EMB	618.777
EMCN	427.3468	EMCN	529.5564
EMD	1091.2988	EMD	941.7352
EME1	66.4809	EME1	6.89
EME2	36.8624	EME2	10.8557
EMG1	466.781	EMG1	511.2374
EMID1	206.1723	EMID1	84.132
EMID2	9.8586	removed	removed
EMILIN1	2133.3048	EMILIN1	1197.1843
EMILIN2	170.5958	EMILIN2	249.0035
removed	removed	EMILIN3	239.8304
EML1	263.6091	EML1	264.2694
EML2	1030.4758	EML2	944.8529
EML3	895.8423	EML3	704.266
EML4	909.9871	EML4	1205.6653
EML5	40.7201	EML5	90.9168
EML6	22.7175	EML6	21.7115
EMP1	6008.5727	EMP1	8017.6406
EMP2	3361.766	EMP2	5293.1897
EMP3	623.2319	EMP3	329.4038
EMR1	25.718	removed	removed
EMR2	181.7402	EMR2	142.1423
EMX1	19.2885	removed	removed
EMX2OS	20.1457	EMX2OS	89.5598
EMX2	15.4308	EMX2	25.1039
EN1	40.2915	EN1	7.8026
ENAH	7614.2306	ENAH	2757.0181
ENC1	3469.9571	ENC1	526.8866
ENDOD1	1575.6537	ENDOD1	2282.0796
ENDOG	164.1749	ENDOG	114.0701
ENDOU	9.4299	ENDOU	14.5874
ENGASE	239.177	ENGASE	390.8065
ENG	2838.4055	ENG	1937.7491
ENHO	15.8594	ENHO	78.3649
ENKUR	18.8598	removed	removed
ENO1	14836.691	ENO1	13117.4625
ENO2	549.5071	ENO2	279.5352
ENO3	17.5739	ENO3	30.871
ENOPH1	805.4008	ENOPH1	631.6682
ENOSF1	348.9884	ENOSF1	526.3269
ENOX1	349.7643	ENOX1	19.3368
ENOX2	389.6271	ENOX2	364.0064
ENPEP	176.5967	ENPEP	117.7169
ENPP1	2903.129	ENPP1	1775.2523
ENPP2	650.6644	ENPP2	1189.0425
ENPP3	15.4308	ENPP3	44.7799
ENPP4	202.3146	ENPP4	454.9232
ENPP5	228.8898	ENPP5	953.6087
ENPP6	10.7158	ENPP6	65.1344
ENSA	5653.2362	ENSA	3797.4726
ENTPD1	1131.5902	ENTPD1	1579.1638
ENTPD2	155.5937	ENTPD2	502.7563
ENTPD3	166.3095	ENTPD3	144.1778
ENTPD4	566.2237	ENTPD4	370.452
ENTPD5	235.9966	ENTPD5	2433.3169
ENTPD6	1216.8881	ENTPD6	1214.4856
ENTPD7	534.8821	ENTPD7	203.9895
ENTPD8	23.1462	ENTPD8	16.9621
ENY2	575.6537	ENY2	403.0193
EOMES	56.5795	EOMES	16.9621
EP300	2544.7921	EP300	3571.5376
EP400NL	121.303	EP400NL	137.0537
EP400	1558.937	EP400	1989.3139
EPAS1	3923.7034	EPAS1	5688.7457
EPB41L1	2562.3661	EPB41L1	1853.2779
EPB41L2	1780.5401	EPB41L2	2970.0619
EPB41L3	457.7797	EPB41L3	662.5392
EPB41L4A	888.9841	EPB41L4A	829.4462
EPB41L4B	255.0364	EPB41L4B	1203.6299
EPB41L5	858.1226	EPB41L5	909.5073
EPB41	940.2529	EPB41	1691.6462
removed	removed	EPB42	6.7848
EPB49	575.6537	EPB49	638.4531
EPC1	444.0634	EPC1	1023.4925
EPC2	698.6712	EPC2	1105.9283
EPCAM	2284.1835	EPCAM	2849.9703
EPDR1	108.8727	EPDR1	295.4796
EPHA10	228.8898	EPHA10	101.7725
EPHA1	449.207	EPHA1	501.7386
EPHA2	405.4865	EPHA2	444.4068
EPHA3	161.5945	EPHA3	99.7371
EPHA4	294.042	EPHA4	264.6086
EPHA5	5.1436	removed	removed
EPHA7	22.7175	EPHA7	8.481
EPHB1	36.0051	EPHB1	676.4481
EPHB2	218.6027	EPHB2	60.0458
EPHB3	688.3841	EPHB3	500.7209
EPHB4	2161.1659	EPHB4	2337.376
EPHB6	44.1492	EPHB6	323.2974
EPHX1	4449.207	EPHX1	2378.085
EPHX2	1154.7364	EPHX2	933.5934
EPHX3	8.144	EPHX3	10.8557
EPHX4	22.7175	removed	removed
EPM2AIP1	903.5577	EPM2AIP1	1416.3345
EPM2A	149.5928	EPM2A	208.2945
EPN1	2309.0441	EPN1	1218.2173
EPN2	1363.9091	EPN2	1234.1616
EPN3	483.9263	EPN3	375.8799
EPOR	122.0274	EPOR	149.5276
EPPK1	1238.7484	EPPK1	834.5348
EPR1	145.135	EPR1	15.6899
EPRS	5322.7604	EPRS	2709.8635
EPS15L1	919.4171	EPS15L1	933.9327
EPS15	1939.9914	EPS15	1761.6826
EPS8L1	522.5032	EPS8L1	484.7765
EPS8L2	1552.9361	EPS8L2	1490.6284
EPS8	1176.5967	EPS8	1899.0756
EPSTI1	154.7364	EPSTI1	49.5293
EPT1	1077.5611	EPT1	1085.5534
EPYC	54.865	removed	removed
ERAL1	874.4106	ERAL1	822.6614
ERAP1	1640.4115	ERAP1	1387.6618
ERAP2	120.4458	ERAP2	59.0281
ERBB2IP	3144.0206	ERBB2IP	2424.2219
ERBB2	6418.7741	ERBB2	12437.9612
ERBB3	7617.231	ERBB3	10327.8772
ERBB4	4166.3095	ERBB4	2836.4006
ERC1	1804.9721	ERC1	1976.4227
ERC2	8.5727	ERC2	13.2304
ERCC1	1434.4321	ERCC1	935.103
ERCC2	341.6202	ERCC2	305.6704
ERCC3	767.6811	ERCC3	1173.7766
ERCC4	498.4998	ERCC4	321.262
ERCC5	1006.0009	ERCC5	1781.6979
ERCC6L	87.0124	ERCC6L	19.3368
ERCC6	284.6721	ERCC6	496.9621
ERCC8	159.0227	ERCC8	143.16
EREG	7.7154	EREG	310.4062
ERF	901.8431	ERF	951.5732
ERGIC1	6142.7347	ERGIC1	5427.5295
ERGIC2	645.9494	ERGIC2	530.5742
ERGIC3	4576.9396	ERGIC3	3799.5081
ERG	358.7655	ERG	651.6835
ERH	1404.2006	ERH	1249.7668
ERI1	528.9327	ERI1	243.5756
ERI2	775.4951	ERI2	443.7283
ERI3	892.4132	ERI3	774.489
removed	removed	ERICH1	269.6972
ERLEC1	1939.1342	ERLEC1	1706.7255
ERLIN1	1012.0017	ERLIN1	1203.2906
ERLIN2	2619.8028	ERLIN2	3060.9584
ERMAP	441.063	ERMAP	543.1261
ERMN	58.294	removed	removed
ERMP1	2498.8598	ERMP1	1464.2219
ERN1	139.3056	ERN1	422.6953
ERO1LB	109.3013	ERO1LB	634.0429
ERO1L	720.9601	ERO1L	363.328
ERP27	108.0154	ERP27	626.9188
ERP29	2993.9991	ERP29	3669.2393
ERP44	1152.5932	ERP44	1584.2592
ERRFI1	1578.2255	ERRFI1	11004.6646
ERVFRDE1	5.1436	ERVFRDE1	8.8203
ESAM	624.5178	ESAM	432.194
ESCO1	418.7741	ESCO1	475.2778
ESCO2	104.5864	removed	removed
ESD	1510.9301	ESD	2263.4213
ESF1	346.3352	ESF1	400.6446
ESM1	42.8633	ESM1	18.3191
ESPL1	115.3022	ESPL1	11.195
ESPNL	9.0013	ESPNL	10.5165
ESPN	767.2525	ESPN	124.1625
ESR1	15975.1393	ESR1	8840.3019
ESR2	7.2868	ESR2	13.2304
ESRP1	3109.73	ESRP1	1599.1858
ESRP2	676.811	ESRP2	1337.2912
ESRRA	703.8148	ESRRA	427.1054
removed	removed	ESRRB	11.5342
ESRRG	259.3228	ESRRG	218.1325
ESYT1	2428.204	ESYT1	4582.8174
ESYT2	4091.2988	ESYT2	3778.4751
ESYT3	6.4295	ESYT3	51.2255
ETAA1	519.5028	ETAA1	430.4978
ETF1	2671.2387	ETF1	3081.3332
ETFA	815.688	ETFA	1011.2798
ETFB	925.8465	ETFB	780.9346
ETFDH	409.7728	ETFDH	411.1611
ETHE1	445.778	ETHE1	501.0601
ETNK1	2199.7428	ETNK1	954.2872
ETNK2	828.9756	ETNK2	782.9701
ETS1	2409.3442	ETS1	2815.0284
ETS2	1010.2872	ETS2	1514.0361
ETV1	429.9186	ETV1	1006.1912
ETV2	6.8581	removed	removed
ETV3L	8.5727	ETV3L	18.3191
ETV3	375.4822	ETV3	505.131
ETV4	406.3438	ETV4	226.6135
ETV5	382.3403	ETV5	1002.7987
ETV6	1874.8393	ETV6	2075.1421
ETV7	123.8748	ETV7	40.0305
EVC2	119.5885	EVC2	267.3225
EVC	977.6168	EVC	1227.8076
EVI2A	343.7634	EVI2A	107.8789
EVI2B	420.4886	EVI2B	164.193
EVI5L	327.0467	EVI5L	283.6061
EVI5	378.9113	EVI5	381.3078
EVL	5946.4209	EVL	2132.8132
EVPLL	68.1526	removed	removed
EVPL	837.1196	EVPL	549.2325
EWSR1	3108.8727	EWSR1	4130.6081
EXD2	738.1054	EXD2	987.5329
EXD3	174.4535	EXD3	149.2664
EXO1	137.1625	EXO1	7.4633
EXOC1	888.9841	EXOC1	1019.4216
EXOC2	889.8414	EXOC2	2450.3435
EXOC3L2	60.4372	EXOC3L2	30.871
EXOC3L	42.4346	EXOC3L	27.1393
removed	removed	EXOC3	1285.3872
EXOC4	2704.2435	EXOC4	1981.1721
EXOC5	1267.8954	EXOC5	1035.366
EXOC6B	211.3159	EXOC6B	298.1935
EXOC6	925.8465	EXOC6	441.6928
EXOC7	2038.1483	EXOC7	3713.8495
EXOC8	674.2392	EXOC8	460.3511
EXOG	78.4398	EXOG	82.0965
EXOSC10	1296.6138	EXOSC10	2092.1041
EXOSC1	404.6292	EXOSC1	297.8543
EXOSC2	318.4741	EXOSC2	411.8395
EXOSC3	347.1925	EXOSC3	240.8617
EXOSC4	318.9027	EXOSC4	169.2817
EXOSC5	348.4784	EXOSC5	264.2694
EXOSC6	238.7484	EXOSC6	307.0138
EXOSC7	541.3631	EXOSC7	547.8755
EXOSC8	192.889	EXOSC8	285.0784
EXOSC9	352.2503	EXOSC9	379.14
EXPH5	608.2297	EXPH5	337.8848
EXT1	1094.7278	EXT1	1151.3867
EXT2	1909.5585	EXT2	2002.8836
EXTL1	32.5761	EXTL1	115.003
EXTL2	223.3176	EXTL2	316.1734
EXTL3	1246.4638	EXTL3	1166.6525
EYA1	20.1457	EYA1	5.0886
EYA2	289.327	EYA2	750.0636
EYA3	138.877	EYA3	173.0133
EYA4	42.8633	removed	removed
EYS	10.7158	EYS	7.1241
EZH1	815.2593	EZH1	1728.4369
EZH2	264.895	EZH2	40.3698
EZR	4927.5611	EZR	6690.8659
F10	9.0013	F10	141.1246
F11R	5976.4466	F11R	4104.8562
F12	202.3146	F12	11.195
F13A1	1726.1037	F13A1	1055.3812
F2RL1	573.5105	F2RL1	252.3959
F2RL2	789.1127	F2RL2	411.8395
F2RL3	248.6069	F2RL3	73.6155
F2R	2048.0069	F2R	1023.8317
F3	1009.4299	F3	3919.2605
F5	33.4333	F5	18.9975
F7	207.4582	F7	135.3575
F8A1	184.7407	F8A1	60.7243
F8	549.0784	F8	642.5782
FA2H	42.8633	FA2H	60.385
FAAH2	467.6382	FAAH2	411.5003
FAAH	486.9267	FAAH	589.9415
FABP3	102.0146	FABP3	53.6002
FABP4	1177.8826	FABP4	3612.9251
FABP5	59.1513	FABP5	58.0103
FABP7	43.2919	FABP7	82.4358
FADD	630.09	FADD	496.3107
FADS1	629.2327	FADS1	518.6702
FADS2	1960.1372	FADS2	811.1577
FADS3	282.4689	FADS3	372.1482
FAF1	759.1084	FAF1	921.0415
FAF2	2204.4578	FAF2	1615.4694
FAHD1	911.273	FAHD1	519.0399
FAHD2A	221.6031	FAHD2A	460.3511
FAHD2B	398.1997	FAHD2B	258.5022
FAH	1006.0009	FAH	1041.8116
FAIM2	27.8611	FAIM2	87.5244
FAIM3	518.7184	FAIM3	149.1578
FAIM	179.1685	FAIM	275.4643
FAM100A	603.5148	FAM100A	250.3604
FAM100B	431.6331	FAM100B	487.8297
FAM101A	58.7227	FAM101A	134.679
FAM101B	428.204	FAM101B	350.0975
FAM102A	4892.4132	FAM102A	2736.6636
FAM102B	660.5229	FAM102B	1211.7717
FAM103A1	263.5662	FAM103A1	361.2925
FAM104A	518.0154	FAM104A	806.3031
FAM104B	160.3086	FAM104B	287.3378
FAM105A	380.6258	FAM105A	441.3536
FAM105B	397.7711	FAM105B	430.4978
removed	removed	FAM106A	8.481
FAM106C	6.4295	FAM106C	8.8203
FAM107A	249.4642	FAM107A	656.4329
FAM107B	2205.7437	FAM107B	2946.9935
FAM108A1	507.5011	FAM108A1	342.9735
FAM108B1	313.3305	FAM108B1	310.7455
FAM108C1	212.1732	FAM108C1	186.9222
FAM109A	309.0441	FAM109A	246.6288
FAM109B	528.5041	FAM109B	266.3048
FAM10A4	375.9108	FAM10A4	439.9966
FAM110A	465.0664	FAM110A	277.4998
FAM110B	793.8277	FAM110B	443.389
FAM110C	32.1474	FAM110C	31.5495
FAM111A	1609.087	FAM111A	878.297
FAM111B	174.4535	FAM111B	12.2127
FAM113A	451.3502	FAM113A	473.2423
FAM113B	262.3275	FAM113B	166.9104
FAM114A1	1107.1582	FAM114A1	717.1572
FAM114A2	941.706	FAM114A2	443.7283
FAM115A	552.5075	FAM115A	774.8283
FAM115C	437.2653	FAM115C	682.5409
FAM116A	932.276	FAM116A	1003.4772
FAM116B	290.6129	FAM116B	203.2058
FAM117A	491.6417	FAM117A	627.9366
FAM117B	525.5036	FAM117B	378.9331
FAM118A	286.3266	FAM118A	397.5914
FAM118B	216.8881	FAM118B	181.1551
FAM119A	155.165	FAM119A	130.2688
FAM119B	264.4664	FAM119B	297.8543
FAM120AOS	2017.7025	FAM120AOS	1507.7059
FAM120A	7164.895	FAM120A	3830.9422
FAM120B	641.6631	FAM120B	1324.0607
FAM120C	587.2267	FAM120C	365.3634
FAM122A	473.2105	FAM122A	1086.5915
FAM122B	843.5491	FAM122B	513.9513
FAM122C	26.1466	FAM122C	24.0862
FAM123B	180.0257	FAM123B	189.6362
FAM124A	25.2893	FAM124A	59.7066
FAM124B	32.1474	FAM124B	29.8533
FAM125A	636.0909	FAM125A	414.5535
FAM125B	340.763	FAM125B	447.7992
FAM126A	310.33	FAM126A	1985.243
FAM126B	445.3493	FAM126B	448.1384
FAM127A	1207.8868	FAM127A	908.9746
FAM127B	636.0909	FAM127B	750.0636
FAM127C	303.4719	FAM127C	358.5786
FAM128A	767.6811	FAM128A	278.8568
FAM128B	1790.8273	FAM128B	712.4078
FAM129A	4765.9666	FAM129A	6317.0215
FAM129B	3905.7008	FAM129B	3947.0783
FAM131A	232.3189	FAM131A	301.586
FAM131B	52.2932	FAM131B	101.7725
FAM131C	6.0009	removed	removed
FAM133A	12.859	FAM133A	5.7671
FAM133B	93.8706	FAM133B	98.3801
FAM134A	3812.6875	FAM134A	3327.6228
FAM134B	1559.3656	FAM134B	388.7711
FAM134C	2457.7797	FAM134C	2537.8679
FAM135A	116.1595	FAM135A	192.3501
FAM135B	33.4333	removed	removed
FAM136A	467.2096	FAM136A	631.329
FAM13AOS	47.994	FAM13AOS	59.4657
FAM13A	342.919	FAM13A	1546.8442
FAM13B	726.1037	FAM13B	1550.1009
FAM13C	67.4025	FAM13C	162.4086
FAM149A	54.865	FAM149A	73.9547
FAM149B1	582.9404	FAM149B1	537.0198
FAM151B	30.8616	FAM151B	12.5519
FAM154B	70.7244	FAM154B	47.4939
FAM155A	417.0596	FAM155A	17.3013
FAM155B	46.721	FAM155B	35.9596
FAM156A	414.4878	FAM156A	428.4624
FAM157A	5.5722	removed	removed
FAM158A	88.727	FAM158A	63.099
FAM159A	17.5739	removed	removed
FAM160A1	138.0197	FAM160A1	275.4643
FAM160A2	711.5302	FAM160A2	817.2335
FAM160B1	773.2533	FAM160B1	625.5619
FAM160B2	1062.1517	FAM160B2	984.1404
FAM161A	94.7278	FAM161A	93.97
FAM161B	193.742	FAM161B	696.3209
FAM162A	1006.8581	FAM162A	764.3118
FAM162B	8.5727	FAM162B	22.39
FAM163A	5.1436	removed	removed
FAM164A	289.7557	FAM164A	451.1916
FAM164C	67.2953	FAM164C	66.4914
FAM165B	242.1775	FAM165B	400.9838
FAM166B	13.2876	FAM166B	52.2432
FAM167A	252.8933	FAM167A	190.6539
FAM167B	96.871	FAM167B	38.3343
FAM168A	424.3463	FAM168A	439.3181
FAM168B	2468.9241	FAM168B	3929.7769
FAM169A	478.3541	FAM169A	112.9675
FAM171A1	288.8984	FAM171A1	390.4673
FAM171A2	31.2902	FAM171A2	12.8912
FAM171B	1270.8958	FAM171B	569.587
FAM172A	685.8123	FAM172A	859.2995
FAM173A	342.4775	FAM173A	56.3141
FAM173B	225.4608	FAM173B	156.7297
FAM174A	747.1067	FAM174A	262.9124
FAM174B	887.6982	FAM174B	1557.7983
FAM175A	426.0351	FAM175A	288.3352
FAM175B	469.3528	FAM175B	526.8425
FAM176A	114.4449	FAM176A	73.9547
FAM176B	496.8024	FAM176B	250.2519
FAM177A1	793.8277	FAM177A1	795.8613
FAM178A	801.1144	FAM178A	712.0685
removed	removed	FAM178B	10.1773
FAM179B	732.1046	FAM179B	763.294
FAM180A	71.5817	FAM180A	195.7425
removed	removed	FAM180B	23.4077
FAM181B	8.144	FAM181B	10.8557
FAM182B	10.2872	FAM182B	14.5874
FAM183A	52.2932	removed	removed
FAM183B	7.2868	removed	removed
FAM184A	38.5769	FAM184A	119.4131
FAM184B	40.4844	FAM184B	84.5832
FAM185A	177.4539	FAM185A	104.4865
FAM186A	6.0009	FAM186A	5.7671
FAM186B	13.7162	FAM186B	18.9975
FAM188A	342.4775	FAM188A	512.5944
FAM188B	282.0103	FAM188B	208.7389
FAM189A1	16.288	FAM189A1	5.7671
FAM189A2	261.8946	FAM189A2	1283.0125
FAM189B	1195.8851	FAM189B	470.1891
FAM18A	15.4393	FAM18A	26.1216
FAM18B2	310.1114	FAM18B2	222.6817
FAM18B	960.1372	FAM18B	673.395
FAM190A	150.0214	FAM190A	127.8942
FAM190B	1111.0159	FAM190B	1359.6811
FAM192A	891.9846	FAM192A	1211.7717
FAM193A	691.8131	FAM193A	898.3123
FAM193B	432.919	FAM193B	681.1975
FAM195A	569.2242	FAM195A	109.9143
FAM195B	783.9691	FAM195B	910.8642
FAM196A	20.5744	FAM196A	43.4229
FAM196B	9.8586	FAM196B	266.9833
FAM198A	739.82	FAM198A	136.7144
FAM198B	9044.1492	FAM198B	4867.102
FAM199X	830.2615	FAM199X	545.1616
FAM19A2	20.1457	FAM19A2	19.3368
removed	removed	FAM19A3	24.4254
FAM19A5	82.7261	FAM19A5	18.9975
FAM200A	306.4724	FAM200A	166.907
FAM200B	310.7587	FAM200B	388.7711
FAM20A	129.0184	FAM20A	196.0818
FAM20B	2792.1132	FAM20B	1921.4655
FAM20C	1750.1072	FAM20C	1210.0755
FAM21A	468.9241	FAM21A	771.7751
FAM21B	857.2653	FAM21B	855.2286
FAM21C	2029.5757	FAM21C	2043.5926
FAM22A	48.8641	FAM22A	46.1369
FAM22D	91.7274	FAM22D	133.322
removed	removed	FAM23A	9.4988
FAM24B	16.661	FAM24B	21.4401
FAM26E	240.4629	FAM26E	112.289
FAM26F	126.018	FAM26F	43.0837
removed	removed	FAM27A	9.838
removed	removed	FAM27C	15.2659
FAM32A	1159.0227	FAM32A	1557.7983
FAM35A	680.6687	FAM35A	724.6205
FAM35B2	73.2962	FAM35B2	44.7799
FAM35B	250.3215	FAM35B	263.2516
FAM36A	1479.5414	FAM36A	895.2896
FAM38A	2305.0879	FAM38A	2100.2154
FAM38B	75.868	FAM38B	74.6332
FAM3A	772.3961	FAM3A	519.3792
FAM3B	11.1444	FAM3B	329.743
FAM3C	1274.3249	FAM3C	674.0734
removed	removed	FAM3D	10.5165
FAM40A	513.0733	FAM40A	766.6865
FAM40B	41.5774	FAM40B	12.8912
FAM41C	6.0009	FAM41C	12.8912
FAM43A	129.8757	FAM43A	193.7071
FAM43B	35.5765	FAM43B	9.4988
FAM45A	466.3523	FAM45A	375.8799
FAM45B	178.3112	FAM45B	199.8134
FAM46A	544.7921	FAM46A	672.7165
FAM46B	561.0802	FAM46B	1106.2675
FAM46C	1017.1453	FAM46C	1497.7525
FAM47E	164.4792	FAM47E	245.9842
FAM48A	464.6335	FAM48A	936.192
FAM49A	46.2923	FAM49A	202.8666
FAM49B	1843.1204	FAM49B	672.038
FAM50A	971.7102	FAM50A	654.3974
FAM50B	213.0304	FAM50B	327.0291
FAM53A	39.0056	FAM53A	16.2836
FAM53B	952.7175	FAM53B	1025.857
FAM53C	1007.2868	FAM53C	1242.3035
FAM54A	21.8603	FAM54A	6.1064
FAM54B	745.8423	FAM54B	1118.738
FAM55C	637.3768	FAM55C	830.4639
removed	removed	FAM55D	6.4456
FAM57A	218.174	FAM57A	116.0207
FAM57B	68.5812	FAM57B	16.9621
FAM58A	304.7578	FAM58A	249.0035
FAM59A	336.048	FAM59A	165.2108
FAM5B	63.009	FAM5B	9.1595
FAM5C	57.8654	FAM5C	14.5874
FAM60A	1162.0231	FAM60A	1357.6457
FAM63A	1292.3275	FAM63A	882.7071
FAM63B	250.7501	FAM63B	450.8523
FAM64A	29.147	FAM64A	5.4279
FAM65A	1365.195	FAM65A	1063.8623
FAM65B	122.1603	FAM65B	322.6189
FAM65C	32.5761	FAM65C	13.9089
FAM66C	30.4329	FAM66C	31.8887
FAM66D	26.9953	removed	removed
FAM69A	339.0484	FAM69A	463.065
FAM69B	229.4342	FAM69B	183.8419
FAM69C	13.2876	removed	removed
FAM70A	77.1539	FAM70A	396.5737
FAM70B	42.006	FAM70B	17.3013
FAM71D	32.5761	FAM71D	14.9266
FAM71E1	57.5225	FAM71E1	22.6206
FAM71F2	15.4308	FAM71F2	11.5342
FAM72A	17.1453	removed	removed
FAM72B	70.7244	FAM72B	9.1595
FAM72D	51.8646	removed	removed
FAM73A	649.8071	FAM73A	871.1729
FAM73B	372.0532	FAM73B	363.6672
FAM76A	283.7548	FAM76A	343.3127
FAM76B	282.4689	FAM76B	280.553
FAM78A	186.8838	FAM78A	90.2383
FAM78B	18.8598	FAM78B	13.9089
removed	removed	FAM7A3	8.8203
FAM81A	75.4393	FAM81A	34.9419
FAM81B	81.4402	FAM81B	9.1595
FAM82A1	89.1556	FAM82A1	119.0739
FAM82A2	753.9649	FAM82A2	930.201
FAM82B	646.3781	FAM82B	726.6559
FAM83A	8.144	FAM83A	25.7824
FAM83B	68.5812	FAM83B	154.6943
FAM83D	118.7312	FAM83D	14.9266
FAM83E	204.4578	FAM83E	18.9975
FAM83F	199.7428	FAM83F	232.7199
FAM83G	200.0257	FAM83G	133.1151
FAM83H	2843.9777	FAM83H	1466.8815
FAM84A	177.4539	FAM84A	258.5022
FAM84B	1839.6914	FAM84B	2049.6989
FAM86A	491.2259	FAM86A	290.1603
FAM86B1	95.5851	FAM86B1	86.5067
FAM86B2	7.2868	removed	removed
FAM86C	189.4556	FAM86C	151.3018
FAM86D	138.4483	FAM86D	208.6337
FAM89A	91.2988	FAM89A	103.4687
FAM89B	911.7017	FAM89B	583.1566
FAM8A1	1104.5864	FAM8A1	1436.3498
FAM90A1	6.8581	FAM90A1	12.5519
FAM91A1	1314.1877	FAM91A1	818.9297
FAM92A1	56.5795	FAM92A1	74.294
FAM92B	18.8598	removed	removed
FAM95B1	14.5735	FAM95B1	29.1748
FAM96A	582.0832	FAM96A	483.4196
FAM96B	377.1967	FAM96B	367.7381
FAM98A	836.691	FAM98A	644.5594
FAM98B	243.4634	FAM98B	367.3989
FAM98C	213.4591	FAM98C	208.6337
FANCA	97.0253	FANCA	19.1434
FANCB	16.288	FANCB	13.5697
FANCC	289.327	FANCC	259.52
FANCD2	234.4621	FANCD2	188.2792
FANCE	114.0163	FANCE	172.3348
FANCF	812.6875	FANCF	394.5382
FANCG	316.7595	FANCG	261.8947
FANCI	478.1483	FANCI	295.2591
FANCL	321.5602	FANCL	237.4489
FANCM	133.3048	FANCM	153.3373
FANK1	408.0583	FANK1	218.1325
FAP	1395.1993	FAP	100.4156
FAR1	1483.4976	FAR1	1643.2873
FAR2	123.772	FAR2	53.7732
FARP1	2629.6614	FARP1	2240.0136
FARP2	379.7685	FARP2	419.9813
FARS2	298.757	FARS2	301.586
FARSA	945.5637	FARSA	867.4413
FARSB	1001.7145	FARSB	810.1094
FASLG	8.144	FASLG	6.7848
FASN	4153.4505	FASN	8048.8508
FASTKD1	262.3232	FASTKD1	231.3629
FASTKD2	874.8393	FASTKD2	893.5629
FASTKD3	153.0219	FASTKD3	132.6435
FASTKD5	420.4886	FASTKD5	451.0355
FASTK	1226.7467	FASTK	665.5924
FAS	258.4655	FAS	311.0847
FAT1	2842.2632	FAT1	7364.9394
FAT2	445.3493	FAT2	2167.0766
FAT3	63.009	FAT3	34.9419
FAT4	303.0433	FAT4	397.5914
FAU	7537.934	FAU	5845.1361
FBF1	141.8003	FBF1	137.0978
FBLIM1	1381.0544	FBLIM1	1195.1488
FBLL1	32.1474	FBLL1	63.4382
FBLN1	8307.3296	FBLN1	5306.7594
FBLN2	2693.9563	FBLN2	1896.0224
FBLN5	939.9914	FBLN5	2465.6094
FBLN7	222.889	FBLN7	259.52
FBL	3004.715	FBL	3805.9537
FBN1	10859.4085	FBN1	1966.5847
FBN2	110.5872	FBN2	46.1369
FBN3	6.4295	FBN3	9.4988
FBP1	1360.9087	FBP1	1527.6058
FBRSL1	522.9318	FBRSL1	524.1286
FBRS	2162.0231	FBRS	1128.3182
FBXL12	293.1847	FBXL12	307.3531
FBXL13	10.7158	FBXL13	10.5165
FBXL14	566.2237	FBXL14	609.2783
FBXL15	200.6001	FBXL15	135.0182
FBXL16	1798.9713	FBXL16	295.8188
FBXL17	864.1234	FBXL17	753.1168
FBXL18	547.7925	FBXL18	408.1079
FBXL19	703.3862	FBXL19	283.6061
FBXL20	178.7398	FBXL20	179.7982
FBXL22	24.1234	FBXL22	169.6989
FBXL2	175.3108	FBXL2	284.2846
FBXL3	2495.0707	FBXL3	1992.0278
FBXL4	261.0373	FBXL4	309.3885
FBXL5	2195.8851	FBXL5	3182.7665
FBXL6	196.6052	FBXL6	124.1727
FBXL7	589.7985	FBXL7	490.5436
FBXL8	83.9177	FBXL8	56.0529
FBXO10	177.4925	FBXO10	130.6556
FBXO11	1436.348	FBXO11	1864.8121
