gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
VEGFC	219.1781	VEGFC	195.0168
VENTX	6.174	VENTX	14.3747
VEPH1	129.6546	VEPH1	124.1016
VEZF1	722.3616	VEZF1	2090.0815
VEZT	581.1306	VEZT	1196.9334
VGF	82.5777	removed	removed
VGLL1	13579.7801	VGLL1	141.8304
VGLL3	262.3963	VGLL3	176.8088
VGLL4	2518.58	VGLL4	3130.9919
VHL	1048.8134	VHL	1076.1859
VILL	193.7102	VILL	320.5558
VIM	68015.2962	VIM	20859.425
VIPAR	478.4874	VIPAR	530.9056
VIPR1	47.8487	VIPR1	902.252
VIPR2	10.9975	VIPR2	42.6785
VIT	6.9458	VIT	291.3273
VKORC1L1	1471.7345	VKORC1L1	1011.4998
VKORC1	1550.6618	VKORC1	849.9569
VLDLR	256.2223	VLDLR	544.322
VMA21	808.798	VMA21	1007.6665
VMAC	125.7959	VMAC	145.1845
VMO1	118.0783	VMO1	11.9789
VN1R1	13.1198	VN1R1	18.208
VNN1	66.3708	VNN1	33.0618
VNN2	40.903	VNN2	21.5621
VNN3	26.2396	removed	removed
VOPP1	2667.1812	VOPP1	463.3445
VPRBP	445.0087	VPRBP	1081.84
VPREB3	91.0669	VPREB3	20.6037
VPS11	1314.2967	VPS11	1670.8194
VPS13A	360.409	VPS13A	888.3565
VPS13B	492.3789	VPS13B	1184.4753
VPS13C	413.66	VPS13C	1954.9593
VPS13D	1203.9359	VPS13D	3097.2688
VPS16	921.8136	VPS16	833.7326
VPS18	492.3789	VPS18	872.0652
VPS24	2184.835	VPS24	3317.6809
VPS25	866.6795	VPS25	856.253
VPS26A	1010.9975	VPS26A	1525.6349
VPS26B	2055.9522	VPS26B	1553.426
VPS28	3108.6243	VPS28	1770.0048
VPS29	1183.0986	VPS29	824.6287
VPS33A	413.66	VPS33A	495.678
VPS33B	348.061	VPS33B	272.6402
VPS35	3276.0949	VPS35	2780.5462
VPS36	976.2686	VPS36	1627.6953
VPS37A	476.913	VPS37A	700.4935
VPS37B	1266.448	VPS37B	983.7087
VPS37C	1464.7887	VPS37C	981.3129
VPS37D	47.8487	VPS37D	92.9564
VPS39	970.8663	VPS39	1851.9406
VPS41	447.6172	VPS41	1109.7269
VPS45	1437.7773	VPS45	831.3368
VPS4A	1229.4038	VPS4A	1794.4418
VPS4B	731.6226	VPS4B	1827.5036
VPS52	1050.3569	VPS52	1360.3258
VPS53	507.814	VPS53	1034.9784
VPS54	606.5985	VPS54	970.7714
VPS72	2435.655	VPS72	826.0661
VPS8	553.3475	VPS8	819.8371
VRK1	348.061	VRK1	244.8491
VRK2	459.7183	VRK2	440.7762
VRK3	391.2792	VRK3	711.5477
VSIG10L	40.903	VSIG10L	119.7892
VSIG10	311.0168	VSIG10	502.1562
VSIG1	27.0114	VSIG1	7.6665
removed	removed	VSIG2	563.0091
VSIG4	659.8495	VSIG4	119.31
VSNL1	294.0382	VSNL1	396.2626
VSTM2L	209.1453	VSTM2L	18.208
VTA1	622.0336	VTA1	945.8553
VTCN1	1528.0725	VTCN1	4169.1423
VTI1A	203.2491	VTI1A	405.0407
VTI1B	1084.5688	VTI1B	1025.5055
VWA1	6119.236	VWA1	1666.5069
VWA2	18.5221	VWA2	368.9506
VWA3B	6.9458	removed	removed
VWA5A	1056.531	VWA5A	1363.2008
removed	removed	VWA5B2	6.229
VWCE	23.9244	VWCE	9.104
VWDE	74.0884	VWDE	137.9971
VWF	1958.7112	VWF	3856.7322
WAC	3045.3405	WAC	3519.885
WAPAL	855.875	WAPAL	1953.0426
WARS2	351.9197	WARS2	413.0331
WARS	9609.1067	WARS	1711.0685
WASF1	79.4906	WASF1	225.2036
WASF2	2840.8258	WASF2	6023.9578
WASF3	216.8628	WASF3	521.8016
WASH2P	567.2391	WASH2P	309.5352
WASH3P	696.1219	WASH3P	496.4063
WASH5P	675.2846	WASH5P	186.8711
WASH7P	1731.0438	WASH7P	1207.954
WASL	1072.7378	WASL	1823.6703
WAS	754.0035	WAS	147.5803
WBP11P1	6.174	WBP11P1	11.0206
WBP11	2566.8532	WBP11	1910.8769
WBP1	1289.207	WBP1	1532.8031
WBP2NL	13.8916	WBP2NL	18.208
WBP2	4882.8864	WBP2	3450.8864
WBP4	324.1366	WBP4	326.7849
WBP5	573.4131	WBP5	640.6325
WBSCR16	1023.3456	WBSCR16	896.5022
WBSCR17	547.9452	WBSCR17	17.7288
WBSCR22	2697.2796	WBSCR22	1119.8323
WBSCR26	50.164	WBSCR26	7.1874
WBSCR27	82.5777	WBSCR27	17.7288
WBSCR28	16.9786	removed	removed
WDFY1	1186.1856	WDFY1	1243.8908
WDFY2	450.7042	WDFY2	279.3483
WDFY3	483.8896	WDFY3	1870.1485
WDFY4	430.6386	WDFY4	186.392
WDHD1	169.7858	WDHD1	108.2894
WDR11	576.5001	WDR11	1333.9722
WDR12	384.3334	WDR12	323.9099
WDR13	923.0176	WDR13	1346.9094
removed	removed	WDR17	54.6239
WDR18	893.6909	WDR18	484.4274
WDR19	156.666	WDR19	709.1519
WDR1	5933.2433	WDR1	5813.1289
WDR20	304.071	WDR20	656.9238
WDR24	419.0623	WDR24	345.472
WDR25	159.753	WDR25	235.2659
WDR26	3137.1792	WDR26	2822.2329
WDR27	90.2952	WDR27	234.3076
WDR31	11.5763	WDR31	138.4763
WDR33	1004.8235	WDR33	1467.1778
WDR34	2294.4241	WDR34	1059.4154
WDR35	199.8842	WDR35	706.7561
WDR36	385.1052	WDR36	887.8773
WDR37	440.6714	WDR37	742.2137
WDR3	595.7939	WDR3	844.2741
WDR41	513.2163	WDR41	439.3867
WDR43	696.1219	WDR43	885.0024
WDR44	115.7631	WDR44	440.8241
WDR45L	1912.4059	WDR45L	2213.2247
WDR45	918.387	WDR45	975.0839
WDR46	1138.3369	WDR46	922.3766
WDR47	151.2637	WDR47	448.4907
WDR48	529.4231	WDR48	1314.3268
WDR4	150.492	WDR4	149.4969
removed	removed	WDR52	314.3268
WDR53	107.2738	WDR53	167.2257
WDR54	123.4806	WDR54	138.9554
WDR55	522.5005	WDR55	542.4964
WDR59	533.2819	WDR59	848.5865
WDR5B	249.2765	WDR5B	453.7614
WDR5	1045.7264	WDR5	989.4586
WDR60	202.1995	WDR60	480.5942
WDR61	939.2244	WDR61	994.7293
WDR62	266.2551	WDR62	34.0201
WDR66	13.8916	WDR66	21.0829
WDR67	211.4605	WDR67	95.8313
WDR6	2214.4009	WDR6	4151.6675
WDR70	314.1038	WDR70	565.4049
removed	removed	WDR72	31.1452
WDR73	215.5508	WDR73	415.1845
WDR74	1648.4661	WDR74	562.5299
WDR75	576.5001	WDR75	740.7762
WDR76	141.2309	WDR76	116.4351
WDR77	912.213	WDR77	509.3436
WDR78	32.4137	WDR78	225.6828
WDR7	272.4291	WDR7	613.7997
WDR81	595.7939	WDR81	1037.3742
WDR82	2399.3826	WDR82	3022.0412
WDR83	234.6132	WDR83	199.3292
WDR85	355.0068	WDR85	322.4724
WDR86	37.8159	WDR86	242.6545
WDR87	6.174	WDR87	18.6871
WDR89	340.3434	WDR89	378.0546
WDR8	899.0932	WDR8	392.9085
WDR90	736.2531	WDR90	513.1768
WDR91	358.0938	WDR91	582.1754
WDR92	216.8628	WDR92	306.1811
removed	removed	WDR93	16.2913
WDSUB1	235.3849	WDSUB1	315.7643
WDTC1	1457.8429	WDTC1	3413.9914
WDYHV1	395.138	WDYHV1	184.4753
WEE1	453.0195	WEE1	1664.1112
WFDC1	56.338	removed	removed
WFDC2	1049.5852	WFDC2	1018.208
WFDC3	50.9358	removed	removed
WFIKKN1	17.7503	WFIKKN1	9.104
WFS1	612.7725	WFS1	1099.6646
WHAMML1	47.8487	WHAMML1	100.6229
WHAMML2	23.9244	WHAMML2	52.7072
WHAMM	363.496	WHAMM	558.6967
WHSC1L1	432.1821	WHSC1L1	1360.805
WHSC1	946.1702	WHSC1	1020.1246
WHSC2	528.6514	WHSC2	699.5688
WIBG	737.7966	WIBG	502.6354
WIF1	9.261	WIF1	3066.6028
WIPF1	2260.4669	WIPF1	764.2549
WIPF2	615.0878	WIPF2	1430.7619
WIPF3	7.7175	WIPF3	30.666
WIPI1	1555.0839	WIPI1	684.7149
WIPI2	1439.3209	WIPI2	1701.4854
WISP1	58.6533	WISP1	5.2707
WISP2	424.4646	WISP2	85.2899
removed	removed	WISP3	79.0609
WIZ	1224.7733	WIZ	1158.1217
WLS	241.5589	WLS	2355.5343
WNK1	3289.2147	WNK1	3685.1941
WNK2	196.8281	WNK2	946.4734
removed	removed	WNK3	41.2075
WNK4	793.5173	WNK4	960.3785
WNT10A	185.9927	WNT10A	33.541
WNT10B	13.8916	removed	removed
WNT11	138.1439	WNT11	51.2698
WNT2B	20.8374	WNT2B	12.9372
WNT2	357.322	WNT2	6.7082
removed	removed	WNT3A	5.2707
WNT3	11.5763	WNT3	38.3325
WNT4	165.1553	WNT4	92.9564
WNT5A	153.579	WNT5A	841.8783
WNT5B	91.0669	WNT5B	252.9947
WNT6	301.7557	WNT6	53.6655
WNT7B	301.7557	WNT7B	153.3301
removed	removed	WNT8B	5.7499
WNT9A	24.6961	WNT9A	6.229
removed	removed	WNT9B	5.2707
WRAP53	222.2651	WRAP53	219.9329
WRB	1004.0517	WRB	528.5098
WRNIP1	1958.7112	WRNIP1	1183.0379
WRN	104.9585	WRN	464.782
WSB1	1292.6876	WSB1	1586.4878
WSB2	1619.1395	WSB2	989.4586
WSCD1	13.1198	WSCD1	58.9363
removed	removed	WSCD2	59.4154
WT1	20.8374	removed	removed
WTAP	1858.3832	WTAP	1916.1476
WTIP	116.5348	WTIP	274.0776
WWC1	2933.4362	WWC1	2367.5132
WWC2	108.0455	WWC2	859.1279
WWC3	1610.6502	WWC3	1569.2381
WWOX	221.4933	WWOX	394.346
WWP1	936.9091	WWP1	2822.712
WWP2	2114.6054	WWP2	1843.3158
WWTR1	220.737	WWTR1	555.2803
XAB2	1385.2981	XAB2	1534.7389
XAF1	2211.0747	XAF1	574.988
XAGE2	54.7945	removed	removed
XBP1	8357.322	XBP1	36444.6574
XCL1	40.1312	XCL1	24.437
XCL2	46.3052	XCL2	17.2496
XDH	59.425	XDH	3653.0906
XG	40.903	XG	12.9372
XIAP	712.3288	XIAP	1454.2405
XIRP1	537.1407	removed	removed
XIST	3218.3832	XIST	15184.8251
removed	removed	XKR6	7.1874
XKR8	264.7116	XKR8	282.2233
XKR9	55.5663	XKR9	46.9574
removed	removed	XKRX	7.6665
XK	27.7831	XK	46.4782
XPA	186.7644	XPA	323.4308
XPC	629.7511	XPC	2030.666
XPNPEP1	532.5101	XPNPEP1	819.8371
XPNPEP2	28.5549	removed	removed
XPNPEP3	179.5177	XPNPEP3	154.5951
XPO1	3076.9824	XPO1	3534.7389
XPO4	368.8983	XPO4	688.069
XPO5	2067.5285	XPO5	929.564
XPO6	1639.2051	XPO6	1698.6104
XPO7	1247.1542	XPO7	1940.5846
XPOT	1514.9527	XPOT	1274.5568
XPR1	1189.2726	XPR1	1038.8117
XRCC1	844.2987	XRCC1	972.6881
removed	removed	XRCC2	20.6037
XRCC3	198.3407	XRCC3	201.725
XRCC4	57.1098	XRCC4	72.8318
XRCC5	13450.1254	XRCC5	7249.6406
XRCC6BP1	128.1111	XRCC6BP1	90.0815
XRCC6	10062.8979	XRCC6	6464.3028
XRN1	684.5456	XRN1	1218.4954
XRN2	1001.7364	XRN2	2380.9296
removed	removed	XRRA1	413.4931
XYLB	235.3849	XYLB	170.5798
XYLT1	918.387	XYLT1	356.4926
XYLT2	547.9452	XYLT2	990.4169
YAF2	175.1881	YAF2	229.5161
YAP1	1622.2265	YAP1	4750.8385
YARS2	436.0409	YARS2	307.1394
YARS	2247.3471	YARS	1323.9099
YBX1	9186.1856	YBX1	4096.7897
YBX2	104.9585	YBX2	32.5827
YDJC	933.0504	YDJC	209.8706
YEATS2	811.777	YEATS2	1045.4336
YEATS4	155.8943	YEATS4	327.7432
YES1	1528.0725	YES1	1468.6152
YIF1A	2600.0386	YIF1A	653.5697
YIF1B	670.5151	YIF1B	343.8285
YIPF1	964.6923	YIPF1	965.9799
YIPF2	1920.8952	YIPF2	947.2928
YIPF3	4784.1019	YIPF3	2287.0149
YIPF4	418.2906	YIPF4	479.6358
YIPF5	603.5115	YIPF5	1004.7916
YIPF6	233.0697	YIPF6	269.7652
YJEFN3	26.5483	YJEFN3	31.6339
YKT6	1622.2265	YKT6	1471.4902
YLPM1	419.0623	YLPM1	2229.0369
YME1L1	3488.3272	YME1L1	3096.3105
YOD1	813.4285	YOD1	334.9305
YPEL1	417.8352	YPEL1	323.9914
YPEL2	223.0369	YPEL2	732.6306
YPEL3	1704.0324	YPEL3	1550.0719
YPEL4	26.2396	YPEL4	27.7911
YPEL5	1335.9058	YPEL5	2357.4509
YRDC	321.8213	YRDC	303.4068
YTHDC1	1095.8904	YTHDC1	2204.1207
YTHDC2	319.5061	YTHDC2	812.6497
YTHDF1	2161.6824	YTHDF1	1344.5137
YTHDF2	1900.8296	YTHDF2	2250.5989
YTHDF3	1008.6822	YTHDF3	1686.1524
YWHAB	7049.1993	YWHAB	5588.4044
YWHAE	6340.7293	YWHAE	10460.9487
YWHAG	5004.8235	YWHAG	2634.4034
YWHAH	6817.6732	YWHAH	2133.6847
YWHAQ	7460.5441	YWHAQ	6579.3004
YWHAZ	48569.5543	YWHAZ	9278.8692
YY1AP1	2380.0888	YY1AP1	2178.7254
YY1	1251.7847	YY1	1347.3886
YY2	6.066	YY2	17.6953
ZADH2	420.6058	ZADH2	1427.4078
ZAK	796.4499	ZAK	1557.7384
ZAP70	360.409	ZAP70	77.1442
ZAR1L	5.4023	removed	removed
ZBED1	865.136	ZBED1	1420.6996
ZBED2	94.154	removed	removed
ZBED3	17.7503	ZBED3	35.4576
ZBED4	830.4071	ZBED4	640.1533
ZBED5	642.0992	ZBED5	1108.2894
ZBP1	234.6132	ZBP1	19.6454
ZBTB10	458.4218	ZBTB10	576.4255
ZBTB11	411.9004	ZBTB11	806.4255
ZBTB12	74.0884	ZBTB12	168.184
removed	removed	ZBTB16	137.9971
ZBTB17	584.9894	ZBTB17	553.426
ZBTB1	583.4459	ZBTB1	1213.6608
ZBTB20	18.5221	ZBTB20	16.2913
ZBTB22	459.9653	ZBTB22	832.2952
ZBTB24	565.6647	ZBTB24	439.8658
ZBTB25	84.3913	ZBTB25	99.9377
ZBTB26	30.8702	ZBTB26	139.4346
ZBTB2	600.4245	ZBTB2	612.8414
ZBTB32	33.9572	removed	removed
ZBTB33	419.8341	ZBTB33	1721.61
ZBTB34	206.83	ZBTB34	521.3225
ZBTB37	12.3481	ZBTB37	34.9784
ZBTB38	689.9479	ZBTB38	2578.3421
ZBTB39	141.2309	ZBTB39	375.6588
ZBTB3	121.1653	ZBTB3	150.4552
ZBTB40	425.2363	ZBTB40	1227.1203
ZBTB41	617.403	ZBTB41	836.6076
ZBTB42	277.0596	ZBTB42	645.4241
ZBTB43	254.6788	ZBTB43	589.8419
ZBTB44	1683.9668	ZBTB44	2307.6186
ZBTB45	242.3307	ZBTB45	346.4303
ZBTB46	234.6132	ZBTB46	220.8912
ZBTB47	278.6031	ZBTB47	540.0096
ZBTB48	443.7584	ZBTB48	397.7
ZBTB49	73.3166	ZBTB49	155.2468
ZBTB4	1457.8429	ZBTB4	4315.2851
ZBTB5	298.6687	ZBTB5	649.7365
ZBTB6	164.3836	ZBTB6	402.0125
ZBTB7A	957.7465	ZBTB7A	836.1284
ZBTB7B	1734.9026	ZBTB7B	2640.6325
ZBTB7C	49.3922	ZBTB7C	990.4169
ZBTB8A	241.5589	ZBTB8A	204.1926
ZBTB8OS	352.6915	ZBTB8OS	136.5597
ZBTB9	192.9385	ZBTB9	443.6991
ZC3H10	108.8173	ZC3H10	338.7638
ZC3H11A	4920.7023	ZC3H11A	4115.4768
ZC3H12A	491.6072	ZC3H12A	578.8213
ZC3H12B	16.2068	ZC3H12B	73.7901
ZC3H12C	290.9512	ZC3H12C	282.2233
ZC3H12D	50.9358	ZC3H12D	7.1874
ZC3H13	1038.7806	ZC3H13	2199.3292
ZC3H14	889.8321	ZC3H14	1649.2573
ZC3H15	983.9861	ZC3H15	1210.3498
ZC3H18	827.3201	ZC3H18	908.0019
ZC3H3	1073.5096	ZC3H3	517.4892
ZC3H4	1045.7264	ZC3H4	1350.7427
ZC3H6	161.2965	ZC3H6	686.1524
ZC3H7A	643.6427	ZC3H7A	1300.9104
ZC3H7B	2948.8713	ZC3H7B	3550.551
ZC3H8	71.0014	ZC3H8	150.4552
ZC3HAV1L	25.4679	ZC3HAV1L	34.9784
ZC3HAV1	1118.2713	ZC3HAV1	1541.9262
ZC3HC1	411.3448	ZC3HC1	366.5549
ZC4H2	119.6218	ZC4H2	175.8505
ZCCHC10	203.743	ZCCHC10	260.1821
ZCCHC11	245.4177	ZCCHC11	910.3977
removed	removed	ZCCHC12	6.7082
ZCCHC14	699.9807	ZCCHC14	1049.8323
ZCCHC17	703.8395	ZCCHC17	700.0479
ZCCHC18	13.1198	ZCCHC18	11.4998
ZCCHC24	383.5616	ZCCHC24	900.8146
ZCCHC2	280	ZCCHC2	696.4734
ZCCHC3	524.0208	ZCCHC3	690.9439
ZCCHC4	97.241	ZCCHC4	228.0786
ZCCHC6	1125.2171	ZCCHC6	1218.4954
ZCCHC7	510.1293	ZCCHC7	527.0724
removed	removed	ZCCHC8	647.3407
ZCCHC9	413.66	ZCCHC9	323.4308
ZCRB1	685.3174	ZCRB1	688.069
ZCWPW1	148.1767	ZCWPW1	223.287
ZCWPW2	9.261	ZCWPW2	27.3119
ZDBF2	35.5007	ZDBF2	259.7029
removed	removed	ZDHHC11	81.4566
ZDHHC12	1186.1856	ZDHHC12	391.471
ZDHHC13	455.3347	ZDHHC13	359.3675
ZDHHC14	358.8655	ZDHHC14	233.3493
ZDHHC15	28.5549	ZDHHC15	119.7892
ZDHHC16	1453.2124	ZDHHC16	716.8184
removed	removed	ZDHHC17	687.5898
ZDHHC18	1868.416	ZDHHC18	625.2995
ZDHHC1	74.0884	ZDHHC1	252.0364
ZDHHC20	57.8815	ZDHHC20	213.7039
ZDHHC21	50.9358	ZDHHC21	157.6425
ZDHHC23	313.332	ZDHHC23	218.9746
ZDHHC24	578.0436	ZDHHC24	228.5577
ZDHHC2	105.7303	ZDHHC2	534.7389
ZDHHC3	960.8335	ZDHHC3	1443.6991
ZDHHC4	608.142	ZDHHC4	785.817
ZDHHC5	3819.4096	ZDHHC5	2605.1749
ZDHHC6	491.3293	ZDHHC6	845.0791
ZDHHC7	1186.1856	ZDHHC7	1444.6574
ZDHHC8P1	39.3594	ZDHHC8P1	144.2262
ZDHHC8	935.3656	ZDHHC8	666.5069
ZDHHC9	1105.9232	ZDHHC9	863.9195
ZEB1	321.8213	ZEB1	317.403
ZEB2	510.901	ZEB2	392.4293
ZER1	1162.2612	ZER1	2220.4121
ZFAND1	631.2946	ZFAND1	712.506
ZFAND2A	280.9184	ZFAND2A	177.288
ZFAND2B	981.6708	ZFAND2B	502.6354
ZFAND3	1635.3463	ZFAND3	1542.8845
ZFAND5	4392.0509	ZFAND5	3367.034
ZFAND6	1244.0671	ZFAND6	1445.6157
ZFAT	234.6132	ZFAT	377.0484
ZFC3H1	544.0864	ZFC3H1	961.6675
ZFHX3	570.3261	ZFHX3	740.3354
ZFHX4	43.99	ZFHX4	119.7892
ZFP106	716.1875	ZFP106	2355.5343
ZFP112	70.2296	ZFP112	239.0992
ZFP14	100.328	ZFP14	441.3033
ZFP161	309.4733	ZFP161	529.4681
ZFP1	148.9485	ZFP1	275.9943
ZFP28	110.3608	ZFP28	297.5563
ZFP2	29.3266	ZFP2	113.081
ZFP30	216.0911	ZFP30	365.1174
ZFP36L1	3851.8233	ZFP36L1	21526.5932
ZFP36L2	2314.4897	ZFP36L2	11406.3249
ZFP36	2666.4094	ZFP36	10099.6646
ZFP37	23.9244	ZFP37	114.5184
ZFP3	246.1895	ZFP3	482.9899
ZFP41	242.8015	ZFP41	327.6953
ZFP57	40.903	ZFP57	61.3321
ZFP62	640.5557	ZFP62	833.2535
ZFP64	422.1493	ZFP64	481.0733
ZFP82	147.405	ZFP82	181.1212
ZFP90	392.0509	ZFP90	935.793
ZFP91	1441.3274	ZFP91	1981.2266
ZFPL1	1341.3081	ZFPL1	550.551
ZFPM1	84.8929	ZFPM1	101.1021
ZFPM2	50.9358	ZFPM2	38.8117
ZFR	1296.5464	ZFR	2541.4471
ZFX	217.6346	ZFX	1061.8112
ZFYVE16	499.3247	ZFYVE16	1321.9933
ZFYVE19	487.7484	ZFYVE19	638.7159
ZFYVE1	429.0951	ZFYVE1	932.4389
ZFYVE20	372.7571	ZFYVE20	1052.2281
ZFYVE21	1148.3697	ZFYVE21	1217.058
ZFYVE26	521.7056	ZFYVE26	1106.8519
ZFYVE27	545.6299	ZFYVE27	702.4437
ZFYVE28	252.3635	ZFYVE28	227.5994
ZFYVE9	119.6218	ZFYVE9	1024.437
ZG16B	539.4559	ZG16B	2077.6234
ZGLP1	38.0938	ZGLP1	32.1322
ZGPAT	1432.9153	ZGPAT	538.1648
ZHX1	488.5202	ZHX1	1046.4782
ZHX2	822.6896	ZHX2	1679.9233
ZHX3	334.9412	ZHX3	838.5242
ZIC1	35.5007	ZIC1	12.4581
ZIC4	5.4023	removed	removed
ZIK1	24.6961	ZIK1	165.3091
ZKSCAN1	350.3762	ZKSCAN1	2017.7288
ZKSCAN2	64.8273	ZKSCAN2	197.8917
ZKSCAN3	29.3266	ZKSCAN3	111.6435
removed	removed	ZKSCAN4	194.5376
ZKSCAN5	209.1453	ZKSCAN5	416.8663
ZMAT1	236.1567	ZMAT1	596.0709
ZMAT2	1044.9547	ZMAT2	1795.8793
ZMAT3	520.9338	ZMAT3	191.6627
removed	removed	ZMAT4	13.8955
ZMAT5	702.813	ZMAT5	284.068
ZMIZ1	1680.8798	ZMIZ1	3628.1744
ZMIZ2	2495.8518	ZMIZ2	2051.7489
ZMPSTE24	1274.1655	ZMPSTE24	1402.4916
ZMYM1	199.8842	ZMYM1	323.4308
ZMYM2	782.5584	ZMYM2	1851.9406
ZMYM3	558.7498	ZMYM3	1241.495
ZMYM4	885.9734	ZMYM4	2045.5199
ZMYM5	366.5831	ZMYM5	348.8261
ZMYM6	365.1167	ZMYM6	487.7815
ZMYND10	11.5763	ZMYND10	82.4149
ZMYND11	2876.3265	ZMYND11	3335.4097
ZMYND12	93.3822	ZMYND12	88.1648
ZMYND15	201.4277	ZMYND15	127.4557
ZMYND17	60.1968	ZMYND17	85.2899
ZMYND19	561.8368	ZMYND19	286.5357
ZMYND8	583.4459	ZMYND8	1153.8093
ZNF100	131.1981	ZNF100	307.6186
ZNF101	189.0797	ZNF101	138.4763
ZNF107	284.7772	ZNF107	795.8793
ZNF10	141.2309	ZNF10	359.3675
ZNF114	5.4023	ZNF114	9.5831
ZNF117	1605.9579	ZNF117	1309.4729
ZNF121	105.7303	ZNF121	65.6445
ZNF124	62.5121	ZNF124	77.1442
ZNF12	350.3762	ZNF12	1068.5194
ZNF131	531.7384	ZNF131	563.0091
ZNF132	34.7289	ZNF132	217.5371
ZNF133	375.0724	ZNF133	576.9046
ZNF134	66.3708	ZNF134	441.1931
ZNF135	25.4679	ZNF135	318.6392
ZNF136	125.0241	ZNF136	468.1361
ZNF137	84.8929	ZNF137	98.7063
ZNF138	306.3863	ZNF138	277.4317
ZNF140	325.6801	ZNF140	674.1735
ZNF141	11.5763	ZNF141	121.2266
ZNF142	1281.8831	ZNF142	756.0182
ZNF143	255.4505	ZNF143	425.4911
ZNF146	1553.5404	ZNF146	2476.7609
ZNF148	607.3702	ZNF148	1391.9502
ZNF14	138.9157	ZNF14	509.8227
ZNF154	23.9244	ZNF154	224.2453
ZNF155	74.0884	ZNF155	167.7048
removed	removed	ZNF157	5.7499
ZNF160	246.1895	ZNF160	892.6689
ZNF165	16.4769	ZNF165	76.6986
ZNF167	54.7945	ZNF167	147.5803
ZNF169	60.9686	ZNF169	109.2477
ZNF16	385.1052	ZNF16	341.6387
ZNF174	227.6674	ZNF174	302.3479
ZNF175	37.8159	ZNF175	353.1385
ZNF177	11.5763	ZNF177	127.9348
ZNF17	80.2624	ZNF17	253.953
removed	removed	ZNF180	337.3263
ZNF181	156.666	ZNF181	458.0738
ZNF182	107.2738	ZNF182	282.5491
ZNF184	102.6433	ZNF184	362.7216
ZNF185	411.3448	ZNF185	1534.7389
ZNF187	139.6874	ZNF187	548.6344
ZNF189	223.0369	ZNF189	783.9003
ZNF18	217.6346	ZNF18	204.1207
ZNF192	64.8273	ZNF192	652.6114
ZNF193	94.154	ZNF193	258.7446
ZNF195	324.1366	ZNF195	454.7197
ZNF197	513.2163	ZNF197	631.0494
ZNF19	37.3297	ZNF19	182.4485
ZNF200	183.6774	ZNF200	219.9329
ZNF202	309.4733	ZNF202	376.6172
ZNF204P	28.5549	ZNF204P	592.7168
ZNF205	639.6913	ZNF205	330.3019
ZNF207	2886.3593	ZNF207	2368.4715
ZNF208	355.7785	ZNF208	231.4327
ZNF20	119.4057	ZNF20	266.7801
ZNF211	110.3608	ZNF211	473.9962
ZNF212	314.1038	ZNF212	490.1773
ZNF213	629.7511	ZNF213	705.3186
removed	removed	ZNF214	118.8309
ZNF215	24.6961	ZNF215	12.9372
ZNF217	2201.8136	ZNF217	2256.3488
ZNF219	519.3903	ZNF219	911.8352
ZNF221	17.7503	ZNF221	32.1035
ZNF222	39.9305	ZNF222	106.368
ZNF223	37.978	ZNF223	154.2357
ZNF224	167.0538	ZNF224	330.5606
ZNF225	30.8702	ZNF225	158.1217
ZNF226	236.1567	ZNF226	507.4269
ZNF227	140.4592	ZNF227	482.506
ZNF229	13.8916	ZNF229	288.9315
ZNF22	975.929	ZNF22	1231.6531
ZNF230	72.5449	ZNF230	207.4748
ZNF232	240.7872	ZNF232	236.2242
ZNF233	43.2182	ZNF233	88.1648
ZNF234	98.7845	ZNF234	243.8908
ZNF235	88.7517	ZNF235	132.252
ZNF236	223.0369	ZNF236	422.137
ZNF238	1768.088	ZNF238	611.4039
ZNF239	114.9913	ZNF239	147.5803
ZNF23	238.1864	ZNF23	322.5827
ZNF248	473.8568	ZNF248	429.3244
ZNF24	2288.25	ZNF24	3378.5338
ZNF250	288.5819	ZNF250	410.1198
ZNF251	427.5516	ZNF251	413.0331
ZNF252	484.6614	ZNF252	960.23
ZNF253	159.753	ZNF253	403.9291
ZNF254	201.3043	ZNF254	515.6445
ZNF256	92.6105	ZNF256	180.1629
ZNF257	61.7403	ZNF257	88.644
ZNF259	688.4044	ZNF259	522.2808
ZNF25	236.9284	ZNF25	349.3052
ZNF260	372.7571	ZNF260	796.3584
ZNF263	581.8869	ZNF263	901.7873
ZNF264	680.6869	ZNF264	1069.9569
ZNF266	832.7224	ZNF266	948.7302
ZNF267	569.5543	ZNF267	339.2429
ZNF268	197.569	ZNF268	629.6119
ZNF26	197.569	ZNF26	252.9947
ZNF271	807.2545	ZNF271	787.7336
ZNF273	118.8501	ZNF273	184.9545
ZNF274	329.5389	ZNF274	678.4859
ZNF275	382.0181	ZNF275	459.0321
ZNF276	770.0174	ZNF276	517.0963
ZNF277	244.646	ZNF277	485.3857
ZNF280B	32.4137	ZNF280B	12.4581
ZNF280C	57.1098	ZNF280C	105.8936
ZNF280D	440.7332	ZNF280D	1057.8055
ZNF281	317.1908	ZNF281	500.2396
ZNF282	547.9452	ZNF282	755.1509
ZNF283	42.4465	ZNF283	85.2899
ZNF284	34.7675	ZNF284	54.2022
ZNF285	63.2838	ZNF285	135.6013
ZNF286A	242.3307	ZNF286A	414.4705
ZNF286B	51.7075	ZNF286B	56.5405
