gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
ANKRD52	1990.2963	ANKRD52	1537.5154
ANKRD53	10.3231	ANKRD53	26.4453
ANKRD54	230.6184	ANKRD54	311.1931
ANKRD55	14.0394	removed	removed
ANKRD56	88.7788	ANKRD56	67.6507
ANKRD57	516.5686	ANKRD57	953.8745
ANKRD58	16.9299	removed	removed
ANKRD5	450.5007	ANKRD5	214.0221
ANKRD6	264.2139	ANKRD6	375.4797
ANKRD7	5.1616	removed	removed
ANKRD9	38.6084	ANKRD9	40.5904
ANKS1A	880.1487	ANKS1A	1282.2878
ANKS1B	333.4861	ANKS1B	158.6716
ANKS3	171.5701	ANKS3	167.2817
ANKS6	178.7963	ANKS6	182.0418
ANKZF1	596.8824	ANKZF1	710.3321
ANLN	271.2914	ANLN	30.1353
ANO10	835.5528	ANO10	841.9434
ANO1	1682.0481	ANO1	7617.4662
ANO2	40.2601	ANO2	67.6507
ANO3	10.5296	ANO3	39.3604
ANO4	8.052	ANO4	6.7651
ANO5	26.0142	ANO5	63.3456
ANO6	4928.6673	ANO6	5718.3272
ANO7	5.368	ANO7	10.4551
ANO8	173.2218	ANO8	211.5621
ANO9	151.7498	ANO9	150.6765
ANP32A	1981.0055	ANP32A	1755.8426
ANP32B	2109.425	ANP32B	1843.7884
ANP32E	1179.3125	ANP32E	1150.0615
ANPEP	1773.5109	ANPEP	4161.1316
ANTXR1	3709.5076	ANTXR1	6760.1476
ANTXR2	1663.4665	ANTXR2	2338.8684
ANUBL1	157.5307	ANUBL1	263.8376
ANXA11	2580.3654	ANXA11	3365.3137
ANXA13	5.5745	ANXA13	7.9951
ANXA1	4282.6468	ANXA1	14012.3001
ANXA2P1	58.4288	ANXA2P1	68.2657
ANXA2P2	3168.7829	ANXA2P2	4478.4748
ANXA2	9193.3519	ANXA2	12869.6187
ANXA3	422.6283	ANXA3	2478.4748
ANXA4	1343.0371	ANXA4	1883.1488
ANXA5	7422.7315	ANXA5	8048.5855
ANXA6	4891.5041	ANXA6	4577.4908
ANXA7	2995.5611	ANXA7	3310.5781
ANXA8L2	15.4847	ANXA8L2	94.0959
ANXA8	66.6873	ANXA8	273.0627
ANXA9	609.0637	ANXA9	112.5461
AOAH	444.3068	AOAH	95.326
AOC2	21.6785	AOC2	46.1255
AOC3	2265.7169	AOC3	3942.8044
AOX1	567.5648	AOX1	1353.0135
AP1AR	1016.8267	AP1AR	782.9028
AP1B1	2226.2826	AP1B1	1904.674
AP1G1	3148.9625	AP1G1	3523.9852
AP1G2	862.395	AP1G2	1109.1451
AP1M1	662.5374	AP1M1	764.4526
AP1M2	874.1612	AP1M2	751.5375
AP1S1	546.9186	AP1S1	366.5437
AP1S2	702.1782	AP1S2	445.2645
AP1S3	268.1945	AP1S3	174.6617
AP2A1	1089.2247	AP2A1	1197.2202
AP2A2	1401.6723	AP2A2	1555.9656
AP2B1	8774.44	AP2B1	8212.7921
AP2M1	5508.6198	AP2M1	4294.5879
AP2S1	733.5604	AP2S1	528.9053
AP3B1	2254.7744	AP3B1	1464.9446
AP3B2	99.9277	AP3B2	94.7109
AP3D1	2083.4108	AP3D1	1993.2349
AP3M1	1839.5788	AP3M1	1706.0271
AP3M2	1017.2396	AP3M2	683.2718
AP3S1	1058.1191	AP3S1	960.0246
AP3S2	2050.5667	AP3S2	1678.3518
AP4B1	467.1188	AP4B1	391.4084
AP4E1	718.2822	AP4E1	461.2546
removed	removed	AP4M1	338.0627
AP4S1	82.172	AP4S1	107.0111
APAF1	1042.7914	APAF1	779.2128
APBA1	202.9524	APBA1	424.3542
APBA2	52.0285	APBA2	31.3653
APBA3	99.1019	APBA3	96.556
APBB1IP	719.3145	APBB1IP	440.9594
APBB1	376.7936	APBB1	623.0012
APBB2	3395.272	APBB2	2200.492
APBB3	322.4941	APBB3	293.3579
APC2	5.6302	removed	removed
APCDD1L	25.6013	APCDD1L	190.6519
APCDD1	327.6556	APCDD1	1054.7355
APC	2131.9294	APC	1602.091
APEH	1594.3016	APEH	1208.4871
APEX1	1976.0504	APEX1	1976.0148
APEX2	538.2471	APEX2	416.9742
APH1A	4567.7712	APH1A	3434.8093
APH1B	1203.0556	APH1B	936.0394
API5	3184.6805	API5	3113.1611
APIP	364.4348	APIP	365.6212
APITD1	165.4011	APITD1	94.5449
APLF	101.5794	APLF	143.2964
APLNR	847.7341	APLNR	526.4453
APLN	71.2295	APLN	277.9828
APLP1	28.6983	APLP1	40.5904
APLP2	12676.7833	APLP2	17142.0664
APOA1BP	1159.905	APOA1BP	820.4182
APOA1	5.368	removed	removed
APOB48R	189.7388	APOB48R	52.2755
APOBEC3A	11.8055	removed	removed
APOBEC3B	63.7597	APOBEC3B	27.0603
APOBEC3C	361.7219	APOBEC3C	494.4649
APOBEC3D	162.0729	APOBEC3D	99.016
APOBEC3F	186.8484	APOBEC3F	216.4822
APOBEC3G	511.82	APOBEC3G	250.3075
APOBEC3H	10.736	removed	removed
APOB	41.4989	APOB	112.5461
APOC1	807.6804	APOC1	351.1685
APOC2	47.6928	APOC2	7.3801
APOD	4883.6585	APOD	19079.3358
APOE	1924.4348	APOE	468.0197
APOF	19.8204	removed	removed
APOL1	1732.6314	APOL1	916.3592
APOL2	767.2138	APOL2	534.4403
APOL3	999.6903	APOL3	870.8487
APOL4	189.9453	APOL4	381.3038
APOL6	4038.402	APOL6	3027.6753
APOLD1	649.2227	APOLD1	745.3875
APOM	27.4595	APOM	41.2054
APOOL	377.413	APOOL	321.0332
APOO	267.5751	APOO	160.5166
APPBP2	1453.4944	APPBP2	1646.9865
APPL1	3182.2009	APPL1	2928.0443
APPL2	1005.4713	APPL2	1571.9557
APP	16745.5353	APP	30399.139
APRT	627.6453	APRT	662.3616
APTX	634.4586	APTX	495.08
AQP11	39.0214	AQP11	21.5252
AQP1	4550.6349	AQP1	10321.6359
AQP3	238.8768	AQP3	678.9668
removed	removed	AQP4	31.9803
AQP5	5.5745	AQP5	13.5301
AQP7P1	37.5761	AQP7P1	63.3456
removed	removed	AQP7P3	19.6802
AQP7	180.2416	AQP7	635.3014
AQP9	262.8265	AQP9	11.6851
AQPEP	91.4525	AQPEP	212.1218
AQR	2004.9551	AQR	1562.7306
ARAF	1267.6783	ARAF	996.31
ARAP1	2058.5341	ARAP1	1528.1919
ARAP2	867.5545	ARAP2	618.0812
ARAP3	352.844	ARAP3	498.77
ARCN1	5115.7221	ARCN1	4653.7515
ARC	7.2262	ARC	54.7355
AREG	296.4798	AREG	190.6519
ARF1	7317.2293	ARF1	5908.3641
ARF3	7119.4384	ARF3	4597.786
ARF4	5339.9401	ARF4	3482.1648
ARF5	1436.9774	ARF5	1687.5769
ARF6	3418.6023	ARF6	2988.3149
ARFGAP1	780.0145	ARFGAP1	616.8512
ARFGAP2	1264.7879	ARFGAP2	1602.706
ARFGAP3	1355.2183	ARFGAP3	1544.8954
ARFGEF1	5023.5883	ARFGEF1	2595.326
ARFGEF2	3433.674	ARFGEF2	3387.4539
ARFIP1	1094.4565	ARFIP1	1218.9422
ARFIP2	1167.1312	ARFIP2	990.1599
ARFRP1	276.2465	ARFRP1	244.7724
ARG2	151.5619	ARG2	177.7245
ARGLU1	2829.7719	ARGLU1	3962.4846
ARHGAP10	329.5138	ARHGAP10	591.6359
ARHGAP11A	252.0904	ARHGAP11A	65.8057
ARHGAP11B	31.1758	ARHGAP11B	10.4551
ARHGAP12	1158.6663	ARHGAP12	2102.706
ARHGAP15	215.7531	ARHGAP15	52.8905
ARHGAP17	1209.456	ARHGAP17	1188.8069
ARHGAP18	1296.1701	ARHGAP18	808.1181
ARHGAP19	587.2179	ARHGAP19	1327.7983
ARHGAP1	3825.1265	ARHGAP1	3422.5092
ARHGAP20	190.7711	ARHGAP20	690.6519
ARHGAP21	2432.1255	ARHGAP21	3610.7011
ARHGAP22	62.971	ARHGAP22	31.9803
ARHGAP23	407.5565	ARHGAP23	856.0886
ARHGAP24	427.5834	ARHGAP24	469.2497
ARHGAP25	757.3036	ARHGAP25	303.198
ARHGAP26	704.8622	ARHGAP26	1753.3825
ARHGAP27	389.1649	ARHGAP27	475.3506
ARHGAP28	326.6233	ARHGAP28	159.2866
ARHGAP29	3326.5201	ARHGAP29	5604.551
ARHGAP30	1277.1756	ARHGAP30	370.8487
ARHGAP31	1288.9439	ARHGAP31	1160.5166
ARHGAP32	3046.1443	ARHGAP32	2166.6667
ARHGAP33	141.8396	ARHGAP33	251.5375
ARHGAP36	13.6265	ARHGAP36	128.5363
ARHGAP39	222.5663	ARHGAP39	156.2116
ARHGAP42	177.3346	ARHGAP42	246.0025
ARHGAP4	345.8243	ARHGAP4	185.1169
ARHGAP5	2954.2686	ARHGAP5	4824.1082
ARHGAP6	152.7821	ARHGAP6	160.5166
ARHGAP8	166.9536	ARHGAP8	411.3407
ARHGAP9	271.4979	ARHGAP9	82.4108
ARHGDIA	1971.9211	ARHGDIA	2843.1734
ARHGDIB	9245.9998	ARHGDIB	3640.2214
ARHGEF10L	1155.9822	ARHGEF10L	801.353
ARHGEF10	845.0501	ARHGEF10	1553.5055
ARHGEF11	1824.0941	ARHGEF11	1439.1144
ARHGEF12	6012.3877	ARHGEF12	8682.0418
ARHGEF15	450.9136	ARHGEF15	557.8106
ARHGEF16	106.3281	ARHGEF16	161.1316
ARHGEF17	1185.2999	ARHGEF17	1837.6384
ARHGEF18	868.3803	ARHGEF18	653.7515
ARHGEF19	152.3692	ARHGEF19	199.262
ARHGEF1	1004.026	ARHGEF1	881.3038
ARHGEF2	1975.431	ARHGEF2	1378.2288
ARHGEF33	17.7558	ARHGEF33	28.9053
ARHGEF35	527.7176	ARHGEF35	831.4883
ARHGEF37	961.4948	ARHGEF37	1678.9668
ARHGEF38	55.3319	ARHGEF38	95.326
ARHGEF3	1410.1373	ARHGEF3	955.1046
ARHGEF4	43.77	ARHGEF4	138.9914
ARHGEF5	563.8485	ARHGEF5	1047.9705
ARHGEF6	2314.442	ARHGEF6	2974.1697
ARHGEF7	1519.3558	ARHGEF7	1594.7109
ARHGEF9	861.567	ARHGEF9	1097.171
ARID1A	3638.2781	ARID1A	3162.9766
ARID1B	1771.8592	ARID1B	2482.1648
ARID2	2355.941	ARID2	1375.7688
ARID3A	87.9529	ARID3A	42.4354
ARID3B	187.0548	ARID3B	88.5609
ARID4A	1115.1027	ARID4A	1019.0652
ARID4B	2563.4355	ARID4B	1798.893
ARID5A	398.0593	ARID5A	1619.9262
ARID5B	2224.8374	ARID5B	6091.0209
ARIH1	2403.2208	ARIH1	2475.3998
ARIH2	1477.5844	ARIH2	1646.3715
ARL10	44.8023	ARL10	105.7811
ARL11	64.4162	ARL11	43.6654
ARL13B	349.9535	ARL13B	490.7749
ARL15	912.9762	ARL15	470.4797
ARL16	270.8785	ARL16	333.9483
ARL17A	117.0971	ARL17A	132.7183
removed	removed	ARL17B	5.4551
ARL1	3902.1369	ARL1	2557.1956
ARL2BP	1593.8887	ARL2BP	1614.3911
ARL2	463.3013	ARL2	783.5178
ARL3	630.9487	ARL3	592.2509
ARL4A	528.3369	ARL4A	4079.9508
ARL4C	1402.2917	ARL4C	2437.8844
ARL4D	70.8166	ARL4D	161.7466
ARL5A	1417.157	ARL5A	1025.8303
ARL5B	449.6748	ARL5B	407.7491
ARL6IP1	6294.4152	ARL6IP1	4022.7552
ARL6IP4	646.0204	ARL6IP4	622.3862
ARL6IP5	4355.1151	ARL6IP5	5030.1353
ARL6IP6	364.4059	ARL6IP6	371.4637
ARL6	109.0121	ARL6	115.6212
ARL8A	911.7374	ARL8A	850.5535
ARL8B	2787.86	ARL8B	2623.0012
ARMC10	850.4181	ARMC10	733.8069
ARMC1	969.9597	ARMC1	814.8831
ARMC2	40.6731	ARMC2	69.4957
ARMC5	145.5559	ARMC5	130.3813
ARMC6	234.5411	ARMC6	243.936
ARMC7	247.1353	ARMC7	213.4071
ARMC8	897.285	ARMC8	889.2989
ARMC9	349.9535	ARMC9	242.9274
ARMCX1	1560.8548	ARMCX1	826.5683
ARMCX2	1345.5146	ARMCX2	774.9077
ARMCX3	3688.4484	ARMCX3	2148.8315
ARMCX5	684.6289	ARMCX5	428.6593
ARMCX6	332.6107	ARMCX6	236.1624
ARNT2	3885.207	ARNT2	353.0135
ARNTL2	144.9365	ARNTL2	59.6556
ARNTL	422.4218	ARNTL	193.7269
ARNT	2153.8144	ARNT	2242.9274
ARPC1A	1885.4134	ARPC1A	1811.8081
ARPC1B	1536.4922	ARPC1B	863.4686
ARPC2	4525.8594	ARPC2	3492.6199
ARPC3	3621.1417	ARPC3	2286.5929
ARPC4	2421.2223	ARPC4	2230.5658
ARPC5L	644.3687	ARPC5L	418.8192
ARPC5	3465.6756	ARPC5	2664.8216
ARPM1	46.0411	ARPM1	43.6654
ARPP19	4823.578	ARPP19	5060.2706
ARRB1	681.3255	ARRB1	913.2841
ARRB2	821.7198	ARRB2	523.9852
ARRDC1	499.4322	ARRDC1	433.5793
ARRDC2	451.7394	ARRDC2	508.6101
ARRDC3	2663.3633	ARRDC3	6452.0295
ARRDC4	1477.6505	ARRDC4	1777.3678
ARSA	481.0571	ARSA	432.3493
ARSB	539.073	ARSB	288.4379
ARSD	2830.5977	ARSD	3446.4945
ARSE	29.3176	ARSE	29.5203
ARSG	417.8796	ARSG	309.9631
ARSI	45.0088	ARSI	18.4502
ARSJ	69.1649	ARSJ	236.1624
ARSK	208.7334	ARSK	217.7122
ART4	10.736	ART4	25.8303
ART5	11.3554	ART5	13.5301
ARTN	25.6013	ARTN	5.5351
ARV1	674.7187	ARV1	355.4736
ARVCF	111.9025	ARVCF	228.7823
removed	removed	ARX	11.6851
AR	1566.6357	AR	789.0529
AS3MT	282.8533	AS3MT	266.2977
ASAH1	14062.3516	ASAH1	5548.5855
ASAH2B	12.5942	ASAH2B	7.9951
ASAH2	9.7037	ASAH2	6.1501
ASAM	619.7997	ASAM	1201.107
ASAP1	2170.7443	ASAP1	1282.9028
ASAP2	1110.5605	ASAP2	1231.2423
ASAP3	840.3014	ASAP3	1011.6851
ASB13	1135.5425	ASB13	626.6913
ASB14	27.8745	ASB14	19.0652
ASB16	17.5803	removed	removed
ASB1	497.2313	ASB1	805.6458
ASB2	69.7842	ASB2	36.2854
ASB3	230.2054	ASB3	302.583
ASB6	518.1088	ASB6	587.214
ASB7	648.2915	ASB7	573.8007
ASB8	1045.112	ASB8	948.3395
ASB9	28.6983	ASB9	27.6753
ASCC1	405.4919	ASCC1	389.9139
ASCC2	744.2965	ASCC2	835.7934
ASCC3	1363.0639	ASCC3	1494.4649
ASCL2	9.2908	ASCL2	9.2251
ASF1A	561.7838	ASF1A	519.6802
ASF1B	157.9436	ASF1B	27.6753
removed	removed	ASGR1	5.5351
ASGR2	17.1364	removed	removed
ASH1L	5938.625	ASH1L	4906.4514
ASH2L	1249.7161	ASH2L	1089.1759
ASL	323.5264	ASL	308.7331
ASMTL	388.3555	ASMTL	506.7651
ASNA1	842.5725	ASNA1	688.1919
ASNSD1	1167.3377	ASNSD1	1252.1525
ASNS	446.7844	ASNS	493.8499
ASPA	44.5959	ASPA	98.401
ASPHD1	16.517	ASPHD1	9.2251
ASPHD2	86.3012	ASPHD2	49.8155
ASPH	8908.849	ASPH	10140.5043
ASPM	320.6359	ASPM	14.1451
ASPN	2212.4497	ASPN	565.1907
ASPRV1	54.6237	ASPRV1	85.4428
ASPSCR1	119.7481	ASPSCR1	115.0062
ASRGL1	104.2634	ASRGL1	126.0763
ASS1	684.0095	ASS1	1728.1673
ASTE1	398.9925	ASTE1	321.4022
ASTN1	33.8598	ASTN1	53.5055
ASTN2	239.9092	ASTN2	140.8364
ASXL1	2087.54	ASXL1	2303.813
ASXL2	1649.2206	ASXL2	1253.9975
ASXL3	28.6983	ASXL3	46.7405
ATAD1	1154.537	ATAD1	1509.8401
ATAD2B	817.1777	ATAD2B	561.5006
ATAD2	1347.5792	ATAD2	465.5597
ATAD3A	116.6512	ATAD3A	119.3112
ATAD3B	94.1468	ATAD3B	148.2165
ATAD3C	89.8111	ATAD3C	130.3813
ATAD5	150.0981	ATAD5	107.0111
ATE1	362.1348	ATE1	398.524
ATF1	656.3436	ATF1	734.3173
ATF2	727.986	ATF2	783.5178
ATF3	1762.7749	ATF3	2041.8204
ATF4	3704.759	ATF4	5362.2386
ATF5	655.7242	ATF5	454.4895
ATF6B	1686.8029	ATF6B	1683.4379
ATF6	2577.2685	ATF6	2162.3616
ATF7IP2	183.7514	ATF7IP2	118.0812
ATF7IP	2495.7159	ATF7IP	1607.0111
ATF7	3051.407	ATF7	2715.4982
ATG10	135.2328	ATG10	88.5609
ATG12	967.8951	ATG12	650.0615
ATG16L1	943.3261	ATG16L1	837.6384
ATG16L2	324.7321	ATG16L2	317.0849
ATG2A	513.2652	ATG2A	595.326
ATG2B	1863.7349	ATG2B	1776.7528
ATG3	888.8201	ATG3	709.1021
ATG4A	394.9623	ATG4A	268.1427
ATG4B	532.0533	ATG4B	622.3862
ATG4C	271.7043	ATG4C	210.3321
ATG4D	234.6423	ATG4D	181.3223
ATG5	742.2319	ATG5	922.5092
ATG7	1017.0662	ATG7	824.2312
ATG9A	1039.8534	ATG9A	1273.2288
ATG9B	17.9478	ATG9B	12.0357
ATHL1	276.6594	ATHL1	887.4539
ATIC	1889.7491	ATIC	1203.567
ATL1	361.7219	ATL1	561.5006
ATL2	1276.3497	ATL2	1921.2792
ATL3	898.9367	ATL3	808.7331
ATMIN	2354.2893	ATMIN	2282.9028
ATM	2550.6349	ATM	2198.032
ATN1	2842.1596	ATN1	5499.385
ATOH8	105.7087	ATOH8	341.3284
ATOX1	592.1338	ATOX1	460.0246
ATP10A	384.2263	ATP10A	405.9041
ATP10D	683.3901	ATP10D	753.9975
ATP11A	693.7132	ATP11A	1159.9016
ATP11B	1589.3465	ATP11B	2096.556
ATP11C	802.5188	ATP11C	913.2841
ATP13A1	909.0534	ATP13A1	884.9938
ATP13A2	958.1914	ATP13A2	690.6519
ATP13A3	3934.5515	ATP13A3	2698.647
ATP13A4	166.4086	ATP13A4	166.6667
ATP13A5	14.4524	ATP13A5	317.3432
ATP1A1	16714.7621	ATP1A1	16827.786
ATP1A2	111.6961	ATP1A2	441.5744
ATP1A3	18.3751	removed	removed
ATP1A4	95.7985	ATP1A4	26.4453
ATP1B1	4501.7549	ATP1B1	5292.0603
ATP1B2	58.8417	ATP1B2	107.6261
ATP1B3	1505.7293	ATP1B3	1303.813
ATP2A1	7.0197	removed	removed
ATP2A2	7384.7424	ATP2A2	6344.4034
ATP2A3	1013.5233	ATP2A3	363.4686
ATP2B1	1481.9862	ATP2B1	2552.2755
removed	removed	ATP2B2	9.8401
ATP2B4	4507.0713	ATP2B4	7348.7085
ATP2C1	3548.3597	ATP2C1	3055.5966
ATP2C2	157.3242	ATP2C2	167.8967
ATP5A1	6535.9761	ATP5A1	8460.6396
ATP5B	8596.0566	ATP5B	7986.4699
ATP5C1	1839.3724	ATP5C1	2057.1956
ATP5D	210.3851	ATP5D	205.4121
ATP5EP2	26.0142	ATP5EP2	15.9902
ATP5E	2617.3222	ATP5E	2349.3235
ATP5F1	2961.7012	ATP5F1	2170.3567
ATP5G1	364.8188	ATP5G1	445.2645
ATP5G2	5176.8349	ATP5G2	3789.6679
ATP5G3	2146.5882	ATP5G3	1960.6396
ATP5H	1260.0392	ATP5H	1333.9483
ATP5I	471.9707	ATP5I	595.326
ATP5J2	744.7094	ATP5J2	817.9582
ATP5J	1139.8348	ATP5J	1052.583
ATP5L	1559.4095	ATP5L	1950.7995
ATP5O	2123.0515	ATP5O	2313.6531
ATP5SL	522.9689	ATP5SL	610.0861
ATP5S	144.5236	ATP5S	142.6814
ATP6AP1L	67.9261	ATP6AP1L	35.6704
ATP6AP1	4192.6293	ATP6AP1	2273.0627
ATP6AP2	5550.7381	ATP6AP2	3494.4649
ATP6V0A1	1175.3897	ATP6V0A1	1728.7823
ATP6V0A2	744.2965	ATP6V0A2	738.0074
removed	removed	ATP6V0A4	30.1353
ATP6V0B	1218.1274	ATP6V0B	956.9496
ATP6V0C	1265.0563	ATP6V0C	1160.5166
ATP6V0D1	1390.7298	ATP6V0D1	1349.3235
ATP6V0D2	37.1632	ATP6V0D2	6.7651
ATP6V0E1	3017.6525	ATP6V0E1	2263.8376
ATP6V0E2	732.6933	ATP6V0E2	356.0886
ATP6V1A	3049.0348	ATP6V1A	1997.54
ATP6V1B1	253.3292	ATP6V1B1	212.7921
ATP6V1B2	3528.8531	ATP6V1B2	1908.3641
ATP6V1C1	2385.878	ATP6V1C1	1858.5486
ATP6V1C2	51.1077	ATP6V1C2	96.968
ATP6V1D	1074.0167	ATP6V1D	966.7897
ATP6V1E1	1853.2053	ATP6V1E1	1948.3395
ATP6V1E2	39.8472	ATP6V1E2	62.7306
ATP6V1F	1200.9869	ATP6V1F	825.3383
ATP6V1G1	2486.4251	ATP6V1G1	1747.2325
ATP6V1G2	28.2853	ATP6V1G2	47.9705
ATP6V1H	1396.9237	ATP6V1H	1115.6212
ATP7A	1410.3438	ATP7A	977.2448
ATP7B	757.923	ATP7B	296.433
ATP8A1	1033.1372	ATP8A1	677.1218
ATP8A2	9.9102	ATP8A2	91.0209
ATP8B1	1910.8455	ATP8B1	1745.246
ATP8B2	1713.4304	ATP8B2	1293.3579
ATP8B3	21.885	ATP8B3	19.6802
ATP8B4	229.7925	ATP8B4	187.5769
ATP8B5P	28.6983	ATP8B5P	27.6753
ATP9A	3562.0935	ATP9A	4136.5314
ATP9B	1064.5195	ATP9B	574.4157
ATPAF1	1063.099	ATPAF1	1083.0812
ATPAF2	192.8358	ATPAF2	172.8167
ATPBD4	160.0083	ATPBD4	192.4969
ATPIF1	612.3671	ATPIF1	650.6765
ATRIP	442.94	ATRIP	221.6974
ATRNL1	56.5707	ATRNL1	84.8708
ATRN	3352.1214	ATRN	2847.4785
ATRX	4940.4356	ATRX	3563.3456
ATR	1499.1225	ATR	1284.7478
ATXN10	1833.1785	ATXN10	2027.6753
ATXN1L	1760.6008	ATXN1L	2294.5879
ATXN1	1623.8257	ATXN1	1571.9557
ATXN2L	1623.2064	ATXN2L	1758.3026
ATXN2	1094.663	ATXN2	956.3346
ATXN3	612.78	ATXN3	923.7392
ATXN7L1	363.5801	ATXN7L1	289.0529
ATXN7L2	59.6676	ATXN7L2	75.6458
ATXN7L3B	4381.5423	ATXN7L3B	3905.2891
ATXN7L3	991.0189	ATXN7L3	1010.4551
ATXN7	1176.422	ATXN7	1298.278
AUH	253.3292	AUH	319.1882
AUP1	1153.4035	AUP1	1482.5277
AURKAIP1	255.6003	AURKAIP1	290.8979
AURKAPS1	5.7809	AURKAPS1	5.5351
AURKA	176.7317	AURKA	47.3555
AURKB	44.3894	AURKB	6.1501
AURKC	9.4973	AURKC	6.7651
AUTS2	1685.9709	AUTS2	2533.8253
AVEN	141.4267	AVEN	143.2964
AVIL	42.9442	AVIL	45.5105
AVL9	567.3583	AVL9	408.3641
AVPI1	143.6977	AVPI1	202.337
AVPR1A	92.0822	AVPR1A	57.8106
AVPR2	26.2207	AVPR2	58.4256
AXIN1	390.4202	AXIN1	414.5141
AXIN2	310.1063	AXIN2	382.5338
AXL	1458.0365	AXL	2268.7577
AZGP1	21910.3954	AZGP1	17445.2645
AZI1	48.3122	AZI1	79.3358
AZI2	1285.4341	AZI2	1354.2435
AZIN1	4185.6096	AZIN1	4161.1316
removed	removed	AZU1	5.5351
B2M	60520.4914	B2M	29390.5289
B3GALNT1	863.8381	B3GALNT1	549.8155
B3GALNT2	880.3531	B3GALNT2	782.4416
removed	removed	B3GALT1	62.7306
B3GALT2	13.833	B3GALT2	11.0701
B3GALT4	79.9009	B3GALT4	95.326
B3GALT5	22.9173	B3GALT5	12.3001
B3GALT6	271.085	B3GALT6	324.7232
B3GALTL	297.3057	B3GALTL	352.3985
B3GAT1	6.1939	B3GAT1	30.1353
B3GAT2	12.0677	B3GAT2	10.6396
B3GAT3	224.6309	B3GAT3	316.7282
B3GNT1	417.2602	B3GNT1	489.5449
B3GNT2	1330.0299	B3GNT2	1052.8905
B3GNT3	17.3428	B3GNT3	70.1107
B3GNT5	318.7777	B3GNT5	404.059
B3GNT7	60.4934	B3GNT7	77.4908
B3GNT8	30.1435	B3GNT8	53.5055
B3GNT9	221.0592	B3GNT9	205
B3GNTL1	35.528	B3GNTL1	33.9975
B4GALNT1	24.1602	B4GALNT1	37.9766
removed	removed	B4GALNT2	8.6101
B4GALNT3	539.8988	B4GALNT3	205.4121
B4GALNT4	112.5219	B4GALNT4	87.9459
B4GALT1	4467.4306	B4GALT1	3242.3124
B4GALT2	457.9333	B4GALT2	607.6261
B4GALT3	966.4499	B4GALT3	640.2214
B4GALT4	523.7948	B4GALT4	442.1894
B4GALT5	1669.4539	B4GALT5	1915.7442
B4GALT6	112.3155	B4GALT6	241.0824
B4GALT7	307.2159	B4GALT7	215.8672
B9D1	101.5774	B9D1	126.722
B9D2	42.9442	B9D2	51.6605
BAALC	85.4754	BAALC	111.9311
BACE1	1517.2912	BACE1	1503.69
BACE2	1475.3794	BACE2	1132.2263
BACH1	1312.4806	BACH1	1271.8327
BACH2	337.7723	BACH2	594.0959
BAD	353.9321	BAD	332.9766
BAG1	1172.3815	BAG1	1066.4207
BAG2	174.0477	BAG2	193.1119
BAG3	853.7215	BAG3	1119.9262
BAG4	401.5691	BAG4	333.3333
BAG5	1721.6889	BAG5	1929.2743
BAGE2	15.0057	BAGE2	11.3838
BAHCC1	153.6079	BAHCC1	369.0037
BAHD1	700.1136	BAHD1	673.4317
BAI1	5.1616	BAI1	39.3604
BAI2	157.5307	BAI2	63.3456
BAI3	6.4003	BAI3	27.0603
BAIAP2L1	423.0412	BAIAP2L1	549.2005
BAIAP2	478.3545	BAIAP2	515.9902
BAIAP3	104.7383	BAIAP3	73.9545
BAK1	238.4639	BAK1	193.7269
BAMBI	982.141	BAMBI	924.9692
BANF1	1134.7166	BANF1	1357.3186
BANK1	452.1524	BANK1	91.0209
BANP	134.4069	BANP	115.0062
BAP1	1263.7555	BAP1	1186.9619
BARD1	205.2235	BARD1	116.2362
BARX2	99.1019	BARX2	675.8918
BASP1	695.7778	BASP1	188.8069
BAT1	4322.0811	BAT1	6303.198
BAT2L1	5975.2699	BAT2L1	6186.1993
BAT2L2	7756.581	BAT2L2	5937.2694
BAT2	3669.2474	BAT2	5300.123
BAT3	2164.5504	BAT3	3220.7872
BAT4	158.7715	BAT4	193.1119
BAT5	679.0544	BAT5	634.0713
BATF2	117.89	BATF2	58.4256
BATF3	14.2459	BATF3	17.2202
BATF	57.19	BATF	71.3407
BAX	277.0724	BAX	182.0418
BAZ1A	1597.1921	BAZ1A	1188.8069
BAZ1B	3125.0129	BAZ1B	2559.0406
BAZ2A	4880.9167	BAZ2A	3431.3223
BAZ2B	1783.5759	BAZ2B	1741.3284
BBC3	30.5564	BBC3	34.4403
BBOX1	59.8741	BBOX1	865.3137
BBS10	773.2012	BBS10	771.8327
BBS12	201.7136	BBS12	302.583
BBS1	897.2437	BBS1	1149.0344
BBS2	1008.7746	BBS2	1461.8696
BBS4	691.0292	BBS4	405.2891
BBS5	252.9245	BBS5	281.3838
BBS7	254.7744	BBS7	459.4096
BBS9	409.8276	BBS9	450.1845
BBX	3964.695	BBX	2840.0984
BCAM	3366.9867	BCAM	2387.4539
BCAN	6.1939	BCAN	7.9951
BCAP29	1772.685	BCAP29	1549.2005
BCAP31	3454.3202	BCAP31	3072.5707
BCAR1	479.1989	BCAR1	418.8192
BCAR3	522.5457	BCAR3	686.9496
BCAS1	520.0785	BCAS1	305.0431
BCAS2	980.4067	BCAS2	683.2534
BCAS3	459.7915	BCAS3	586.1009
