gene_id	TCGA-BH-A203-01A-12R-A169-07	gene_id	TCGA-BH-A203-11A-42R-A169-07
CBFA2T2	621.9753	CBFA2T2	1000
CBFA2T3	341.9968	CBFA2T3	221.2257
CBFB	2116.1498	CBFB	1053.8117
CBLB	626.9941	CBLB	713.7519
CBLC	146.6213	CBLC	113.9761
CBLL1	1230.328	CBLL1	988.0419
CBLN1	84.9615	CBLN1	25.7848
CBLN3	22.2262	CBLN3	59.7907
removed	removed	CBLN4	40.3587
CBL	1020.2545	CBL	1844.5441
CBR1	242.2549	CBR1	441.4985
CBR3	247.7146	CBR3	315.7698
CBR4	544.542	CBR4	886.3976
CBS	235.8846	CBS	34.3797
CBWD1	589.3529	CBWD1	528.4006
CBWD2	738.1251	CBWD2	837.4439
CBWD3	1726.1158	CBWD3	205.157
CBWD6	158.8098	CBWD6	99.4021
CBX1	2206.1301	CBX1	1564.275
CBX2	1728.2667	CBX2	77.728
CBX3	5183.0077	CBX3	2839.3124
CBX4	1244.6675	CBX4	249.6263
CBX5	3199.8566	CBX5	4634.1555
CBX6	1025.9903	CBX6	618.8341
CBX7	316.9027	CBX7	1949.5516
CBX8	189.2812	CBX8	49.701
CBY1	740.5055	CBY1	542.3356
CC2D1A	461.373	CC2D1A	605.3812
CC2D1B	616.9564	CC2D1B	643.4978
CC2D2A	89.6218	CC2D2A	627.8027
removed	removed	CC2D2B	7.4738
CCAR1	2007.8867	CCAR1	1296.3378
CCBE1	6.8113	CCBE1	43.3483
CCBL1	72.7729	CCBL1	70.6278
CCBL2	288.4495	CCBL2	689.8318
CCBP2	44.8109	CCBP2	83.707
CCDC101	189.6397	CCDC101	270.1794
CCDC102A	73.1314	CCDC102A	101.6442
CCDC102B	82.4521	CCDC102B	74.3647
CCDC103	21.1507	CCDC103	87.0703
CCDC104	1086.5747	CCDC104	859.4918
CCDC106	185.6964	CCDC106	109.8655
CCDC107	244.4954	CCDC107	352.7952
CCDC108	5.7358	removed	removed
CCDC109A	700.8424	CCDC109A	490.6577
CCDC109B	161.3192	CCDC109B	156.577
CCDC110	11.4716	CCDC110	82.5859
CCDC111	234.2965	CCDC111	290.3849
CCDC112	358.4872	CCDC112	266.0688
CCDC113	824.162	CCDC113	316.8909
CCDC114	16.4904	CCDC114	10.4634
CCDC115	757.4834	CCDC115	850.1495
CCDC117	1776.6625	CCDC117	1169.6562
CCDC11	32.9808	CCDC11	18.3109
CCDC120	750.6722	CCDC120	364.7235
CCDC121	110.7725	CCDC121	224.5889
CCDC122	70.2635	CCDC122	88.565
CCDC123	385.3737	CCDC123	408.4454
CCDC124	678.2578	CCDC124	221.5994
CCDC125	573.221	CCDC125	443.5725
CCDC126	248.0731	CCDC126	316.1435
CCDC127	659.2579	CCDC127	419.6562
removed	removed	CCDC129	54.559
CCDC12	397.2038	CCDC12	201.42
CCDC130	181.753	CCDC130	225.71
CCDC132	350.242	CCDC132	780.6428
CCDC134	99.6594	CCDC134	48.58
CCDC136	44.0939	CCDC136	79.9701
CCDC137	550.6363	CCDC137	134.5291
CCDC138	147.3382	CCDC138	57.5486
removed	removed	CCDC13	7.4738
CCDC141	8.2452	CCDC141	16.4425
CCDC142	176.7342	CCDC142	90.0598
CCDC144A	27.245	CCDC144A	88.1913
CCDC144B	42.8392	CCDC144B	240.7138
CCDC146	47.6788	CCDC146	220.1046
CCDC147	6.4528	CCDC147	25.7848
CCDC148	15.7734	CCDC148	22.7952
CCDC149	283.9218	CCDC149	546.7115
CCDC14	552.7872	CCDC14	1733.5575
CCDC150	61.6598	CCDC150	9.3423
CCDC152	152.1921	CCDC152	213.2175
CCDC153	41.943	CCDC153	5.2317
CCDC157	39.1074	CCDC157	17.9484
removed	removed	CCDC158	88.565
CCDC159	196.451	CCDC159	95.2915
CCDC15	166.6965	CCDC15	96.7862
CCDC160	39.4336	CCDC160	42.2272
CCDC163P	5.7358	CCDC163P	8.5949
CCDC17	5.3773	CCDC17	8.5949
CCDC18	93.938	CCDC18	95.2915
CCDC19	54.1316	removed	removed
CCDC21	556.0136	CCDC21	236.1734
CCDC22	669.568	CCDC22	270.7025
CCDC23	197.8849	CCDC23	305.3064
CCDC24	75.4185	CCDC24	93.7182
CCDC25	697.2576	CCDC25	1145.7399
CCDC28A	415.4795	CCDC28A	604.2601
CCDC28B	30.1129	CCDC28B	28.7743
CCDC30	24.7356	CCDC30	128.1764
CCDC34	165.2626	CCDC34	381.5396
CCDC36	7.5282	CCDC36	65.7698
CCDC39	45.1694	CCDC39	56.5471
CCDC3	209.3565	CCDC3	6305.6801
CCDC40	129.0554	CCDC40	52.6906
CCDC41	235.8846	CCDC41	215.6203
CCDC43	585.7681	CCDC43	363.9761
CCDC45	393.6189	CCDC45	645.7399
CCDC46	83.169	CCDC46	488.4155
CCDC47	5055.0278	CCDC47	3102.0179
CCDC48	133.7157	CCDC48	32.8849
CCDC50	2478.9389	CCDC50	4593.423
CCDC51	358.8457	CCDC51	159.9402
CCDC52	333.0346	CCDC52	450.6726
CCDC53	294.318	CCDC53	460.0149
CCDC55	1525.7215	CCDC55	781.7638
CCDC56	633.0884	CCDC56	614.417
CCDC57	495.0708	CCDC57	355.3812
CCDC58	200.7528	CCDC58	146.4873
CCDC59	430.5431	CCDC59	463.3782
CCDC61	91.0557	CCDC61	75.1121
CCDC62	5.0188	CCDC62	5.6054
CCDC64B	254.8844	CCDC64B	286.9955
CCDC64	219.3942	CCDC64	22.7952
CCDC65	13.6225	CCDC65	7.8475
CCDC66	295.2106	CCDC66	423.1502
CCDC68	46.2448	CCDC68	98.281
CCDC69	498.6557	CCDC69	2870.3288
CCDC6	7138.1968	CCDC6	3060.9118
CCDC71	371.7512	CCDC71	276.1584
CCDC72	2275.3182	CCDC72	798.2063
CCDC73	38.1215	CCDC73	83.9574
CCDC74A	74.5653	CCDC74A	104.6338
CCDC74B	16.4904	CCDC74B	38.864
CCDC75	101.0934	CCDC75	254.858
CCDC76	227.7075	CCDC76	466.4425
CCDC77	344.1477	CCDC77	217.5673
CCDC78	35.8487	CCDC78	7.4738
CCDC7	24.7356	CCDC7	50.1196
CCDC80	2142.6779	CCDC80	9258.2212
CCDC81	24.3771	CCDC81	9.3423
CCDC82	354.5438	CCDC82	851.2706
CCDC84	94.2821	CCDC84	93.0493
CCDC85A	16.1319	CCDC85A	361.2855
CCDC85B	129.4139	CCDC85B	64.275
CCDC85C	935.1174	CCDC85C	489.0546
CCDC86	301.4806	CCDC86	279.3722
CCDC87	11.4716	CCDC87	11.5845
CCDC88A	500.8066	CCDC88A	1174.5142
CCDC88B	155.225	CCDC88B	71.3752
CCDC88C	988.3492	CCDC88C	477.9522
CCDC89	6.4528	CCDC89	32.1375
CCDC8	99.3009	CCDC8	785.8744
CCDC90A	694.0312	CCDC90A	423.0194
CCDC90B	745.639	CCDC90B	832.9372
CCDC91	643.4845	CCDC91	677.13
CCDC92	751.7476	CCDC92	930.1196
CCDC93	1054.6693	CCDC93	1435.3513
CCDC94	261.3372	CCDC94	196.562
CCDC96	26.1696	CCDC96	35.8744
CCDC97	1086.2162	CCDC97	796.3378
CCDC99	527.6931	CCDC99	168.9088
CCDC9	171.7154	CCDC9	103.5127
CCHCR1	209.715	CCHCR1	151.3453
CCIN	5.3773	removed	removed
CCL11	27.245	removed	removed
CCL13	21.1507	CCL13	26.1584
CCL14	70.2635	CCL14	1310.8931
CCL17	12.9055	removed	removed
CCL18	951.0665	CCL18	73.991
CCL19	249.5071	CCL19	24.6637
CCL20	15.7734	removed	removed
CCL21	364.5815	CCL21	203.2885
CCL22	154.8665	CCL22	146.861
CCL23	6.8113	CCL23	46.7115
CCL28	70.2635	CCL28	2444.3199
CCL2	483.9577	CCL2	398.7294
CCL3L1	34.594	CCL3L1	11.3341
CCL3	161.6777	CCL3	60.5381
CCL4L2	99.3009	CCL4L2	31.0164
CCL4	158.0928	CCL4	59.0433
CCL5	870.0484	CCL5	356.8759
CCL7	31.9054	removed	removed
CCL8	76.3578	CCL8	35.5007
CCM2	619.8243	CCM2	599.0284
removed	removed	CCNA1	16.4425
CCNA2	631.3497	CCNA2	98.8677
CCNB1IP1	559.957	CCNB1IP1	825.8595
CCNB1	1388.4209	CCNB1	195.441
CCNB2	1058.2542	CCNB2	58.296
CCNB3	14.698	CCNB3	25.0374
CCNC	1512.8159	CCNC	1446.562
CCND1	7002.7639	CCND1	5815.5082
CCND2	791.1812	CCND2	2197.6831
CCND3	678.9747	CCND3	1383.7818
CCNDBP1	492.2029	CCNDBP1	1433.4828
CCNE1	94.9991	CCNE1	15.6951
CCNE2	919.5196	CCNE2	49.8804
CCNF	437.7129	CCNF	162.5561
CCNG1	1163.6494	CCNG1	4068.3857
CCNG2	6196.451	CCNG2	3457.7728
CCNH	669.9875	CCNH	671.3079
CCNI2	29.3673	CCNI2	5.0822
CCNI	9037.1034	CCNI	8667.0404
CCNJL	134.0742	CCNJL	113.9761
CCNJ	293.9595	CCNJ	262.3318
CCNK	1291.088	CCNK	870.4372
CCNL1	829.8978	CCNL1	2242.1525
CCNL2	1089.0841	CCNL2	2327.3543
CCNO	40.8675	CCNO	33.2586
CCNT1	127.9799	CCNT1	408.4454
CCNT2	1104.8575	CCNT2	1434.9776
CCNYL1	830.6148	CCNYL1	531.3901
CCNY	1805.6999	CCNY	2065.0224
CCPG1	1642.8428	CCPG1	3326.9208
CCR10	7.8867	CCR10	8.2212
CCR1	239.111	CCR1	91.1809
CCR2	135.1497	CCR2	115.0972
CCR3	5.3773	removed	removed
CCR4	57.3579	CCR4	8.9686
CCR5	302.5632	CCR5	96.0389
CCR6	63.6781	CCR6	40.3102
CCR7	166.3381	CCR7	26.5321
CCR8	43.7354	removed	removed
CCRL1	75.2823	CCRL1	149.4768
CCRL2	78.1502	CCRL2	68.012
CCRN4L	134.7912	CCRN4L	107.6233
CCS	466.3918	CCS	197.3094
CCT2	4435.5619	CCT2	2124.4395
CCT3	10364.94	CCT3	3152.8401
CCT4	9834.3789	CCT4	3834.8281
CCT5	14477.8634	CCT5	2775.0374
CCT6A	5878.4728	CCT6A	2881.9133
CCT6B	72.7729	CCT6B	91.1809
CCT6P1	94.9991	CCT6P1	88.1913
CCT7	8590.7869	CCT7	3169.2825
CCT8	7604.2301	CCT8	2763.8266
CD101	33.6978	CD101	23.1689
CD109	309.016	CD109	1294.4507
CD14	782.936	CD14	782.5112
CD151	3892.0954	CD151	5990.284
CD160	17.9244	CD160	30.6428
CD163L1	134.0742	CD163L1	58.6697
CD163	657.107	CD163	239.1629
CD164L2	6.8113	CD164L2	45.9641
CD164	39745.4741	CD164	15877.0553
CD177	18.6413	removed	removed
CD180	121.8856	CD180	95.6652
CD19	18.2828	removed	removed
CD1A	17.5659	removed	removed
CD1B	12.5471	removed	removed
CD1C	41.226	CD1C	28.4006
CD1D	61.6598	CD1D	32.1375
CD1E	55.207	CD1E	18.3109
CD200R1	18.9998	CD200R1	23.9163
CD200	202.9037	CD200	719.3572
CD207	51.2637	CD207	34.3797
CD209	31.9054	CD209	156.9507
CD226	24.7356	CD226	32.5112
CD22	37.2827	CD22	13.4529
CD244	8.6037	CD244	13.4529
CD247	92.8482	CD247	50.4484
CD248	781.8605	CD248	1427.5037
CD24	133067.9333	CD24	12495.8894
CD274	18.6413	CD274	39.2377
CD276	3036.7449	CD276	892.7504
CD27	190.0556	CD27	61.7227
CD28	79.2257	CD28	43.3483
CD2AP	1068.6503	CD2AP	1990.6577
CD2BP2	1274.4219	CD2BP2	760.8371
CD2	442.3732	CD2	154.7085
CD300A	206.4886	CD300A	115.4709
CD300C	27.962	CD300C	11.9581
CD300LB	20.7923	CD300LB	10.4634
CD300LF	56.641	CD300LF	21.3004
CD300LG	18.2828	CD300LG	1544.843
CD302	598.5553	CD302	2893.0456
CD320	319.0536	CD320	367.713
CD33	82.0936	CD33	47.8326
CD34	855.3504	CD34	4288.1166
CD36	1717.8706	CD36	45086.6966
CD37	331.2422	CD37	128.9238
CD38	93.2067	CD38	35.5007
CD3D	108.2631	CD3D	41.4798
CD3EAP	459.2221	CD3EAP	382.4813
CD3E	347.7326	CD3E	159.9402
CD3G	46.9618	CD3G	32.5112
CD40LG	29.7544	CD40LG	19.8057
CD40	211.5074	CD40	269.0583
CD44	5710.3424	CD44	9498.8789
CD46	8041.5845	CD46	8309.7907
CD47	1977.7738	CD47	3766.4425
CD48	315.8272	CD48	134.9028
CD4	1340.3836	CD4	590.8072
CD52	455.9957	CD52	95.6652
CD53	963.6136	CD53	374.0658
CD55	4153.074	CD55	1618.0867
CD58	264.2051	CD58	314.6487
CD59	6253.4504	CD59	21797.0852
CD5	151.9986	CD5	35.1271
CD63	8616.598	CD63	7999.2526
CD68	2331.9591	CD68	1088.9387
CD69	116.5083	CD69	65.0224
CD6	140.8855	CD6	49.701
CD70	10.7546	removed	removed
CD72	106.1122	CD72	29.8954
CD74	35165.8003	CD74	19016.0688
CD79A	219.3942	CD79A	60.5381
CD79B	52.6976	CD79B	83.3333
CD7	83.886	CD7	22.7952
CD80	41.226	removed	removed
CD81	8171.7154	CD81	13162.1824
CD82	566.4098	CD82	810.9118
CD83	400.7887	CD83	219.7309
CD84	117.5838	CD84	60.1644
CD86	346.2986	CD86	95.2915
CD8A	248.0731	CD8A	150.2242
CD8B	63.8107	CD8B	32.8849
CD93	1482.3445	CD93	3321.3752
CD96	147.3382	CD96	134.9028
CD97	534.5044	CD97	574.3647
CD99L2	545.6175	CD99L2	1782.1375
CD99	4838.143	CD99	2304.1854
CD9	11672.7012	CD9	4631.9133
CDADC1	138.7345	CDADC1	309.7907
CDAN1	210.7905	CDAN1	289.9851
CDA	17.2074	CDA	17.1898
CDC123	1433.3106	CDC123	754.5404
CDC14A	77.7917	CDC14A	357.6233
CDC14B	490.769	CDC14B	1310.1644
CDC14C	5.3773	CDC14C	23.5426
CDC16	2260.2617	CDC16	1681.2407
CDC20	600.1075	CDC20	50.0747
CDC23	1063.99	CDC23	935.725
CDC25A	362.4305	CDC25A	21.3004
CDC25B	1018.4621	CDC25B	520.1794
CDC25C	176.7342	CDC25C	7.4776
CDC26	138.3761	CDC26	74.6562
CDC27	1335.0063	CDC27	1882.6607
CDC34	780.0681	CDC34	298.58
CDC37L1	269.5824	CDC37L1	534.006
CDC37	1655.8523	CDC37	1458.8939
CDC40	2250.5825	CDC40	958.8939
CDC42BPA	2258.1108	CDC42BPA	3015.3214
CDC42BPB	3276.5729	CDC42BPB	3653.5874
CDC42BPG	531.995	CDC42BPG	548.9537
CDC42EP1	2026.1696	CDC42EP1	988.0419
CDC42EP2	227.6394	CDC42EP2	455.157
CDC42EP3	232.2997	CDC42EP3	1045.9641
CDC42EP4	1831.511	CDC42EP4	2161.8087
CDC42EP5	28.3205	CDC42EP5	37.7429
CDC42SE1	8990.5969	CDC42SE1	2407.4028
CDC42SE2	1250.4033	CDC42SE2	2060.5381
CDC42	7056.4617	CDC42	5067.2646
CDC45	450.2599	CDC45	16.4425
CDC5L	701.2009	CDC5L	1272.7952
CDC6	773.9738	CDC6	66.5172
CDC73	1551.174	CDC73	1582.9596
CDC7	256.3183	CDC7	71.3752
CDCA2	272.0918	CDCA2	23.9163
CDCA3	505.0762	CDCA3	26.6816
CDCA4	363.1475	CDCA4	167.7877
CDCA5	932.7837	CDCA5	54.1854
CDCA7L	424.6281	CDCA7L	829.0135
CDCA7	871.1239	CDCA7	152.8401
CDCA8	417.9961	CDCA8	58.6697
CDCP1	545.6175	CDCP1	1022.4215
removed	removed	CDH10	7.4738
CDH11	2013.264	CDH11	560.1644
removed	removed	CDH12	55.6801
CDH13	242.6958	CDH13	1267.1898
CDH15	5.7358	removed	removed
removed	removed	CDH17	5.6054
removed	removed	CDH19	29.148
CDH1	12374.2606	CDH1	7719.7309
removed	removed	CDH20	48.2063
CDH23	24.7356	CDH23	380.7549
CDH24	221.9036	CDH24	82.9596
CDH26	7.8867	CDH26	12.7055
CDH2	110.7725	CDH2	19.432
CDH3	1189.102	CDH3	2139.0135
removed	removed	CDH4	35.5007
CDH5	708.7292	CDH5	2686.0987
CDH6	61.6598	CDH6	142.3767
removed	removed	CDH8	20.5531
CDHR1	6.8113	CDHR1	8.5949
removed	removed	CDHR3	67.5598
CDIPT	1835.4544	CDIPT	1586.6966
CDK10	388.2416	CDK10	392.7504
CDK11A	403.5383	CDK11A	175.1495
CDK11B	932.902	CDK11B	517.6756
CDK12	1141.0647	CDK12	1458.8939
CDK13	1186.9511	CDK13	1412.9297
CDK14	658.541	CDK14	1050.0747
CDK16	6007.8867	CDK16	1324.7384
CDK17	560.3155	CDK17	1063.154
CDK18	186.4133	CDK18	332.2123
CDK19	747.4135	CDK19	959.2975
CDK1	2839.577	CDK1	123.3184
CDK20	159.8853	CDK20	143.4978
CDK2AP1	2387.5246	CDK2AP1	2275.4111
CDK2AP2	1066.8579	CDK2AP2	462.6308
CDK2	1094.1029	CDK2	567.6383
CDK3	98.1825	CDK3	124.5703
CDK4	2998.7453	CDK4	1416.6667
CDK5R1	196.0925	CDK5R1	52.3169
removed	removed	CDK5RAP1	402.0927
CDK5RAP2	1529.6648	CDK5RAP2	1738.4155
CDK5RAP3	1162.5739	CDK5RAP3	1427.5037
CDK5	246.2807	CDK5	111.7339
CDK6	302.9217	CDK6	1730.1943
CDK7	512.9952	CDK7	392.003
CDK8	391.468	CDK8	185.725
CDK9	1082.6313	CDK9	906.2033
CDKAL1	352.3929	CDKAL1	344.1704
removed	removed	CDKL1	28.4006
removed	removed	CDKL2	89.6861
CDKL3	63.2981	CDKL3	38.2661
CDKL5	26.1696	CDKL5	119.5815
CDKN1A	1003.0471	CDKN1A	1232.0628
CDKN1B	1211.6867	CDKN1B	1976.4574
CDKN1C	230.5073	CDKN1C	1046.7115
CDKN2AIPNL	587.5605	CDKN2AIPNL	300.0747
CDKN2AIP	452.4108	CDKN2AIP	752.9895
CDKN2A	71.6974	CDKN2A	47.4589
CDKN2B	519.8064	CDKN2B	1833.707
CDKN2C	186.4133	CDKN2C	818.3857
CDKN2D	92.4897	CDKN2D	58.6697
CDKN3	475.7125	CDKN3	15.6951
CDNF	15.4149	CDNF	62.7803
CDO1	35.8487	CDO1	968.9836
CDON	127.9799	CDON	866.9656
CDR1	15.1783	CDR1	271.0052
CDR2L	851.4071	CDR2L	294.843
CDR2	515.8631	CDR2	377.0553
removed	removed	CDRT15P	6.3528
CDRT4	108.679	CDRT4	337.7093
CDS1	595.4472	CDS1	704.7833
CDS2	1147.876	CDS2	1004.4843
CDSN	24.0186	CDSN	32.1375
CDT1	162.7532	CDT1	36.2481
CDV3	3910.0197	CDV3	4894.2451
CDX1	5.0188	removed	removed
CDYL2	147.3382	CDYL2	66.8909
CDYL	1012.0093	CDYL	682.7354
CEACAM19	31.5469	CEACAM19	68.7593
CEACAM1	652.4467	CEACAM1	962.2571
CEACAM21	15.4149	CEACAM21	10.8371
CEACAM5	17.9244	CEACAM5	6.7265
CEACAM6	81.7351	CEACAM6	71.0015
CEACAM7	19.3583	removed	removed
CEBPA	810.181	CEBPA	2889.0135
CEBPB	1551.5325	CEBPB	1393.1241
CEBPD	207.5641	CEBPD	677.5037
CEBPG	1613.5508	CEBPG	1635.2765
CEBPZ	1336.0817	CEBPZ	1356.5022
CECR1	1370.4965	CECR1	1246.2631
CECR2	220.4696	CECR2	36.2481
CECR5	552.7872	CECR5	312.7803
CECR6	17.5659	CECR6	41.8535
CECR7	18.9998	CECR7	283.2586
CELF1	1527.1554	CELF1	2516.4425
CELF2	486.8256	CELF2	2692.8251
CELF4	5.7358	CELF4	10.8371
removed	removed	CELF5	69.5067
CELF6	26.295	CELF6	92.3393
CELSR1	692.9557	CELSR1	1328.4753
CELSR2	467.1088	CELSR2	2056.0538
CELSR3	858.5696	CELSR3	43.3483
CEL	166.3381	CEL	12.7055
CEMP1	89.0841	CEMP1	87.0703
CENPA	294.318	CENPA	9.716
CENPBD1	173.1493	CENPBD1	325.1121
CENPB	1239.6487	CENPB	1105.0075
CENPC1	520.1649	CENPC1	682.7354
CENPE	672.1635	CENPE	70.6278
CENPF	3807.1339	CENPF	298.2063
CENPH	188.9227	CENPH	120.3288
CENPI	171.3569	CENPI	10.8371
CENPJ	421.2224	CENPJ	236.5471
CENPK	138.7345	CENPK	27.2795
CENPL	311.1669	CENPL	84.4544
CENPM	360.6381	CENPM	14.9477
CENPN	771.1776	CENPN	141.6368
CENPO	172.5112	CENPO	67.1898
CENPP	95.5512	CENPP	33.0194
CENPQ	110.0556	CENPQ	156.2033
CENPT	367.8079	CENPT	430.867
CENPV	15.4149	CENPV	121.0762
CENPW	901.2368	CENPW	57.1749
CEP110	601.5415	CEP110	693.5725
CEP120	369.9588	CEP120	1068.012
CEP135	343.7892	CEP135	313.9013
CEP152	74.9238	CEP152	220.852
CEP164	604.4094	CEP164	514.9477
CEP170	1547.2307	CEP170	1302.6906
CEP192	364.223	CEP192	811.6592
CEP250	693.6727	CEP250	456.278
CEP290	395.3755	CEP290	771.6555
CEP350	1447.2128	CEP350	2208.8939
CEP55	1492.7406	CEP55	41.4798
CEP57	1068.2918	CEP57	1271.6741
CEP63	344.5313	CEP63	802.9746
CEP68	710.5252	CEP68	2132.8064
CEP70	397.9208	CEP70	342.3019
CEP72	115.7914	CEP72	29.8954
CEP76	268.5069	CEP76	177.8774
CEP78	565.6928	CEP78	334.0807
CEP97	166.3381	CEP97	224.5889
CEPT1	693.3142	CEPT1	1114.7235
CERCAM	1370.138	CERCAM	466.3677
CERKL	79.4336	CERKL	30.1196
CERK	973.6512	CERK	1143.1241
CES1	63.4522	CES1	3118.0867
CES2	730.2384	CES2	1159.9402
CES3	791.1812	CES3	85.2018
removed	removed	CES4	32.5112
CES8	6.8113	CES8	81.8386
CETN2	878.2936	CETN2	1036.2481
CETN3	434.128	CETN3	375.1868
removed	removed	CETN4P	10.4634
CETP	10.7546	CETP	14.9477
CFB	2226.4994	CFB	1022.7952
CFDP1	601.5415	CFDP1	605.0075
CFD	376.4115	CFD	2951.7937
CFH	1153.9702	CFH	1644.6188
CFI	266.7145	CFI	1020.5531
CFL1	26856.7844	CFL1	6442.8251
CFL2	325.8649	CFL2	1667.4141
CFLAR	827.3884	CFLAR	1970.1046
removed	removed	CFLP1	5.6054
CFP	25.8111	CFP	26.1584
removed	removed	CFTR	18.3109
CG030	48.0373	CG030	87.0703
removed	removed	CGB7	6.8797
CGGBP1	2430.5503	CGGBP1	3360.6241
CGNL1	387.8831	CGNL1	1741.4051
CGN	890.4822	CGN	720.1046
CGREF1	88.0194	CGREF1	109.7758
CGRRF1	208.2811	CGRRF1	296.3378
CH25H	46.6033	CH25H	30.2691
CHAC1	31.1884	CHAC1	8.9686
CHAC2	141.6024	CHAC2	38.1166
CHADL	69.2024	CHADL	50.8221
CHAD	6.4528	CHAD	125.9342
CHAF1A	434.845	CHAF1A	133.4081
CHAF1B	487.5426	CHAF1B	129.6712
CHCHD10	318.3366	CHCHD10	461.8834
CHCHD1	598.3151	CHCHD1	337.4439
CHCHD2	6151.2816	CHCHD2	2181.6143
CHCHD3	1058.9711	CHCHD3	681.2407
CHCHD4	332.6761	CHCHD4	275.4111
CHCHD5	288.9407	CHCHD5	152.0927
CHCHD6	72.7729	CHCHD6	94.1704
CHCHD7	302.5632	CHCHD7	491.4051
CHCHD8	1237.1393	CHCHD8	366.5919
CHD1L	1340.3836	CHD1L	702.9148
CHD1	1741.1723	CHD1	1526.9058
CHD2	1644.7392	CHD2	3074.3647
CHD3	2771.1059	CHD3	3245.5157
CHD4	8502.1939	CHD4	4928.9425
CHD5	10.3961	removed	removed
CHD6	1353.2891	CHD6	2568.7593
CHD7	676.8238	CHD7	861.3602
CHD8	1911.8122	CHD8	2332.9596
CHD9	742.7854	CHD9	3348.281
CHDH	97.15	CHDH	615.0972
CHEK1	509.7688	CHEK1	84.4544
CHEK2	535.9383	CHEK2	119.5815
CHERP	715.1138	CHERP	906.0389
CHFR	610.1452	CHFR	289.9851
CHI3L1	572.1455	CHI3L1	2017.9372
CHI3L2	48.3958	CHI3L2	527.6532
CHIC1	225.8469	CHIC1	519.8057
removed	removed	CHIC2	371.4499
CHID1	975.0851	CHID1	829.5964
CHIT1	181.753	CHIT1	45.9641
CHKA	1754.7948	CHKA	742.1525
CHKB-CPT1B	334.741	CHKB-CPT1B	315.8707
CHKB	385.3666	CHKB	207.6495
CHL1	97.5085	CHL1	1952.5411
CHML	2597.5981	CHML	612.1076
CHMP1A	1862.6994	CHMP1A	1032.8849
CHMP1B	1724.3234	CHMP1B	1804.9327
CHMP2A	2002.8679	CHMP2A	1022.0478
CHMP2B	1842.2656	CHMP2B	1227.2048
CHMP4A	1071.2888	CHMP4A	811.1136
CHMP4B	3313.8555	CHMP4B	2140.1345
CHMP4C	605.4849	CHMP4C	592.6756
CHMP5	2113.4576	CHMP5	1392.3244
CHMP6	254.8844	CHMP6	208.8939
CHMP7	1047.4996	CHMP7	849.7758
CHM	575.7304	CHM	857.2496
CHN1	765.7286	CHN1	267.9372
CHN2	335.1855	CHN2	112.1076
removed	removed	CHODL	55.3064
CHORDC1	1541.8534	CHORDC1	555.3064
CHPF2	980.104	CHPF2	577.728
CHPF	2723.7856	CHPF	599.0284
CHPT1	479.1898	CHPT1	2204.4096
CHP	4455.6372	CHP	3828.4753
CHRAC1	254.5259	CHRAC1	591.9283
CHRDL1	280.337	CHRDL1	8048.9537
removed	removed	CHRDL2	6.7265
CHRD	756.408	CHRD	59.0433
CHRFAM7A	13.6225	CHRFAM7A	66.2332
CHRM1	27.6035	CHRM1	149.8505
removed	removed	CHRM3	16.0688
CHRNA10	5.7358	CHRNA10	12.7055
CHRNA1	13.6225	removed	removed
removed	removed	CHRNA2	8.2212
CHRNA3	8.2452	CHRNA3	5.9791
CHRNA4	16.1319	removed	removed
CHRNA5	286.0728	CHRNA5	44.4694
CHRNA6	6.8113	removed	removed
removed	removed	CHRNA7	17.5635
CHRNB1	100.7349	CHRNB1	168.1614
CHRNB2	34.4148	CHRNB2	33.6323
CHRNB4	20.7923	removed	removed
CHRNE	5.1945	CHRNE	20.9753
CHST10	249.1486	CHST10	191.3303
CHST11	160.6023	CHST11	41.8535
CHST12	183.187	CHST12	136.3976
CHST13	5.0188	removed	removed
CHST14	227.6394	CHST14	370.3288
CHST15	2546.3345	CHST15	726.0837
CHST1	307.9405	CHST1	43.722
CHST2	94.9991	CHST2	239.1629
CHST3	337.3364	CHST3	2168.1614
removed	removed	CHST4	8.2212
removed	removed	CHST5	7.8999
CHST6	15.7734	CHST6	7.1001
CHST7	68.4711	CHST7	71.0015
CHST8	145.1873	CHST8	43.722
CHST9	12.5471	CHST9	579.5964
CHSY1	1283.3841	CHSY1	1840.4335
CHSY3	89.9803	CHSY3	74.3647
CHTF18	140.527	CHTF18	48.58
CHTF8	2405.8075	CHTF8	2479.0732
CHUK	767.8795	CHUK	694.6936
CHURC1	1009.2024	CHURC1	2194.8356
CIAO1	2537.7308	CIAO1	1910.3139
CIAPIN1	1119.914	CIAPIN1	597.1599
CIB1	2323.7139	CIB1	796.7115
CIB2	68.4711	CIB2	140.1345
CIC	1131.744	CIC	1248.5052
CIDEA	50.1882	CIDEA	1354.6338
CIDEB	220.1649	CIDEB	373.1465
CIDECP	198.6019	CIDECP	93.4679
CIDEC	94.9991	CIDEC	5977.9073
CIITA	241.9788	CIITA	208.8939
CILP2	70.622	CILP2	14.9477
CILP	3221.7243	CILP	975.71
CINP	540.2402	CINP	343.7967
CIR1	910.199	CIR1	881.5396
CIRBP	3070.0842	CIRBP	6074.3647
CIRH1A	1215.2716	CIRH1A	923.3931
CISD1	457.4296	CISD1	297.8326
CISD2	534.5044	CISD2	448.4305
CISD3	460.4875	CISD3	402.4963
CISH	277.4691	CISH	246.6368
