gene_id	TCGA-E2-A158-01A-11R-A12D-07	gene_id	TCGA-E2-A158-11A-22R-A12D-07
SERTAD3	391.7402	SERTAD3	500.9381
SERTAD4	974.3809	SERTAD4	138.2114
SESN1	1043.6124	SESN1	1212.0075
SESN2	349.2417	SESN2	386.4916
SESN3	9.2537	SESN3	310.1939
SESTD1	797.5323	SESTD1	3577.2358
SETBP1	442.807	SETBP1	1055.6598
SETD1A	1646.4742	SETD1A	787.9925
SETD1B	1073.7726	SETD1B	905.566
SETD2	1547.4252	SETD2	2262.0388
SETD3	1983.0349	SETD3	1866.7917
SETD4	404.7639	SETD4	219.5122
SETD5	4056.2077	SETD5	2106.3164
SETD6	916.3362	SETD6	282.4203
SETD7	1359.2666	SETD7	6590.9944
SETD8	1903.1788	SETD8	702.3139
SETDB1	1529.2606	SETDB1	805.5034
SETDB2	257.3901	SETDB2	332.7079
SETMAR	578.8707	SETMAR	529.7061
SETX	1754.4341	SETX	2554.7217
SET	12069.5742	SET	3754.2214
SEZ6L2	1102.9046	SEZ6L2	130.0813
removed	removed	SEZ6L	6.2539
SF1	4298.5177	SF1	3669.7936
SF3A1	3782.3186	SF3A1	3276.404
SF3A2	727.2727	SF3A2	805.5034
SF3A3	3482.4779	SF3A3	1642.2764
SF3B14	5060.0634	SF3B14	984.3652
SF3B1	9245.1375	SF3B1	5954.9719
SF3B2	5921.3435	SF3B2	5096.9356
SF3B3	8934.6243	SF3B3	2967.4797
SF3B4	2411.1044	SF3B4	1123.8274
SF3B5	718.019	SF3B5	945.591
SF4	564.1333	SF4	447.7799
SFI1	376.3174	SFI1	265.7911
SFMBT1	294.4049	SFMBT1	210.7567
SFMBT2	766.0012	SFMBT2	158.8493
SFN	870.5201	SFN	110.0688
SFPQ	7007.1596	SFPQ	2536.5854
SFRP1	10113.6149	SFRP1	7207.0044
SFRP2	766.0012	SFRP2	9235.7724
SFRP4	498.3292	SFRP4	7432.7705
removed	removed	SFRP5	163.227
SFRS11	5253.363	SFRS11	2300.813
SFRS12IP1	491.1319	SFRS12IP1	664.1651
SFRS12	957.5872	SFRS12	1160.1001
SFRS13A	1822.6373	SFRS13A	1154.4715
SFRS13B	138.1201	SFRS13B	20.0125
SFRS14	1532.0332	SFRS14	934.334
SFRS15	1416.1597	SFRS15	775.4847
SFRS16	481.1927	SFRS16	292.0575
SFRS17A	907.8914	SFRS17A	574.7342
SFRS18	2453.9457	SFRS18	1815.5097
SFRS1	4016.1083	SFRS1	2869.2933
SFRS2B	973.3528	SFRS2B	1226.3915
SFRS2IP	2629.4234	SFRS2IP	2724.2026
SFRS2	3842.9201	SFRS2	1910.813
SFRS3	5318.139	SFRS3	3335.8349
SFRS4	2985.5197	SFRS4	1823.0144
SFRS5	1623.1685	SFRS5	3429.6435
SFRS6	2777.8254	SFRS6	1961.2258
SFRS7	2385.057	SFRS7	1377.7361
SFRS8	879.7875	SFRS8	727.3296
SFRS9	2205.1238	SFRS9	1106.9418
SFT2D1	496.6155	SFT2D1	360.8505
SFT2D2	229.9546	SFT2D2	78.7992
SFT2D3	597.0354	SFT2D3	271.4196
removed	removed	SFTA1P	12.5078
removed	removed	SFTPD	6.8793
SFXN1	344.4435	SFXN1	327.0794
SFXN2	272.4702	SFXN2	95.0594
SFXN3	689.2297	SFXN3	1481.551
SFXN4	297.1468	SFXN4	250.7817
SFXN5	574.7579	SFXN5	161.3508
removed	removed	SGCA	529.7061
SGCB	938.0516	SGCB	2814.8843
SGCD	25.7047	SGCD	1289.556
SGCE	1427.1271	SGCE	1288.9306
removed	removed	SGCG	332.7079
SGEF	2162.2826	SGEF	533.4584
SGIP1	14.7374	SGIP1	139.4622
SGK196	72.316	SGK196	30.6442
SGK1	165.8812	SGK1	1472.7955
SGK223	289.9494	SGK223	522.2014
SGK269	1469.9683	SGK269	2594.1213
SGK2	63.405	SGK2	755.4722
SGK3	679.2597	SGK3	581.1007
SGK494	24.9439	SGK494	20.6379
SGMS1	501.071	SGMS1	899.9375
SGMS2	458.5725	SGMS2	555.3471
SGOL1	97.678	SGOL1	7.5047
SGOL2	285.1512	SGOL2	82.5516
SGPL1	2103.333	SGPL1	1003.127
SGPP1	144.2893	SGPP1	455.2846
SGPP2	69.9169	SGPP2	15.0094
SGSH	512.7238	SGSH	710.444
removed	removed	SGSM1	232.02
SGSM2	690.2579	SGSM2	1064.4153
SGSM3	1526.8615	SGSM3	821.7636
SGTA	903.0931	SGTA	1108.818
SGTB	188.4294	SGTB	432.3452
SH2B1	1676.2917	SH2B1	970.6066
SH2B2	38.7285	SH2B2	8.7555
SH2B3	202.8961	SH2B3	1086.9293
SH2D1A	9.9392	SH2D1A	37.5235
SH2D1B	5.8264	SH2D1B	8.7555
SH2D2A	183.0177	SH2D2A	15.0094
SH2D3A	551.4523	SH2D3A	50.0313
SH2D3C	75.7433	SH2D3C	592.8705
SH2D4A	62.0341	SH2D4A	217.0106
SH2D4B	8.911	removed	removed
SH3BGRL2	830.4344	SH3BGRL2	1432.7705
SH3BGRL3	2846.3713	SH3BGRL3	3096.3102
SH3BGRL	2223.2679	SH3BGRL	4773.6085
SH3BGR	173.764	SH3BGR	196.9981
SH3BP1	536.5607	SH3BP1	123.1895
SH3BP2	1217.7191	SH3BP2	1038.7742
SH3BP4	67.8605	SH3BP4	1402.1263
SH3BP5L	1548.7962	SH3BP5L	880.5503
SH3BP5	2843.0126	SH3BP5	2995.2595
SH3D19	1178.3052	SH3D19	6353.3458
SH3GL1	1250.2785	SH3GL1	1492.808
removed	removed	SH3GL2	20.6379
SH3GL3	28.7893	removed	removed
SH3GLB1	2311.0273	SH3GLB1	5259.5372
SH3GLB2	697.4552	SH3GLB2	829.8937
SH3KBP1	131.6083	SH3KBP1	1926.2039
SH3PXD2A	2969.7541	SH3PXD2A	2952.4703
SH3PXD2B	771.4849	SH3PXD2B	1228.2677
SH3RF1	1561.4772	SH3RF1	672.2952
SH3RF2	417.7877	SH3RF2	180.738
SH3RF3	28.7893	SH3RF3	500.3127
SH3TC1	38.043	SH3TC1	200.1251
SH3TC2	451.0325	SH3TC2	128.8305
SH3YL1	2804.2156	SH3YL1	481.551
SHANK1	8.911	removed	removed
SHANK2	3327.2213	SHANK2	285.8036
SHANK3	970.2682	SHANK3	1971.8574
SHARPIN	913.375	SHARPIN	907.4422
SHB	1143.6895	SHB	356.4728
SHC1	2048.1535	SHC1	2783.6148
SHC2	244.7091	SHC2	382.7392
removed	removed	SHC3	73.7961
SHC4	1667.7234	SHC4	123.202
SHCBP1	219.0044	SHCBP1	18.1363
SHE	32.5593	SHE	999.3746
SHFM1	1525.8333	SHFM1	921.8261
SHF	543.5695	SHF	135.0844
removed	removed	SHISA2	53.1582
removed	removed	SHISA3	56.2852
SHISA4	33.5875	SHISA4	280.1751
SHISA5	1104.961	SHISA5	3010.0063
removed	removed	SHISA6	17.5109
removed	removed	SHISA7	10.0063
removed	removed	SHISA9	8.1301
SHKBP1	646.3885	SHKBP1	753.596
SHMT1	318.139	SHMT1	2027.4797
SHMT2	1262.274	SHMT2	751.7198
SHOC2	1500.4713	SHOC2	1352.7205
SHOX2	125.7819	SHOX2	381.4884
SHPK	112.7581	SHPK	485.3033
SHPRH	358.8656	SHPRH	524.8843
SHQ1	270.4138	SHQ1	288.3052
SHROOM1	35.9866	SHROOM1	188.2427
SHROOM2	578.1852	SHROOM2	140.0876
SHROOM3	1901.1224	SHROOM3	1021.2633
SHROOM4	79.1706	SHROOM4	901.8136
SIAE	304.0014	SIAE	716.4415
SIAH1	1164.3561	SIAH1	488.2677
SIAH2	1185.8453	SIAH2	698.5616
SIDT1	28.1038	SIDT1	135.0844
SIDT2	652.9483	SIDT2	2352.9581
SIGIRR	132.2937	SIGIRR	357.0982
SIGLEC10	39.4139	SIGLEC10	26.2664
removed	removed	SIGLEC11	28.1426
SIGLEC12	5.1409	removed	removed
SIGLEC14	11.3101	SIGLEC14	25.641
removed	removed	SIGLEC16	6.2539
SIGLEC1	65.4614	SIGLEC1	919.95
SIGLEC5	5.4837	SIGLEC5	50.6567
removed	removed	SIGLEC6	31.8949
SIGLEC7	8.5682	SIGLEC7	13.7586
removed	removed	SIGLEC8	30.0188
removed	removed	SIGLEC9	16.2602
removed	removed	SIGLECP3	18.1363
SIGMAR1	2018.6788	SIGMAR1	1111.945
SIK1	1450.09	SIK1	2242.6517
SIK2	928.4551	SIK2	5960.6004
SIK3	461.6571	SIK3	1158.8493
SIKE1	2403.9071	SIKE1	869.2933
SIL1	182.3323	SIL1	866.7917
SILV	42.8412	SILV	38.1488
SIM1	19.5356	SIM1	166.9794
SIM2	90.1379	SIM2	31.8949
SIN3A	2457.0302	SIN3A	1808.6304
SIN3B	1602.9475	SIN3B	1235.147
SIP1	101.448	SIP1	92.5578
SIPA1L1	775.2549	SIPA1L1	948.0926
SIPA1L2	1434.3244	SIPA1L2	857.4109
SIPA1L3	2618.1133	SIPA1L3	554.7217
SIPA1	411.2758	SIPA1	601.626
SIRPA	134.3501	SIRPA	2160.1001
SIRPB1	17.822	SIRPB1	106.3164
SIRPB2	15.7656	SIRPB2	75.6723
SIRPG	11.3101	removed	removed
SIRT1	705.338	SIRT1	791.7448
SIRT2	1017.5649	SIRT2	1432.7705
SIRT3	272.7238	SIRT3	588.4678
SIRT4	53.4659	SIRT4	30.6442
SIRT5	334.8471	SIRT5	391.4947
SIRT6	133.3219	SIRT6	158.2239
SIRT7	388.3129	SIRT7	144.4653
SIT1	202.2106	SIT1	22.5141
SIVA1	929.8261	SIVA1	778.6116
SIX1	5.8264	SIX1	271.4196
SIX2	683.0606	SIX2	174.4841
SIX3	945.2489	SIX3	63.7899
SIX4	346.8426	SIX4	71.9199
SIX5	497.301	SIX5	619.7624
SKA1	169.3085	SKA1	10.0063
SKA2	304.0014	SKA2	534.0838
SKA3	126.8238	SKA3	8.1363
SKAP1	8.911	SKAP1	36.8981
SKAP2	886.6421	SKAP2	1760.4753
SKIL	869.8483	SKIL	509.6936
SKIV2L2	1032.2989	SKIV2L2	1438.0175
SKIV2L	833.5018	SKIV2L	892.5954
SKI	2084.8256	SKI	3445.2783
SKP1	3412.9038	SKP1	5131.3321
SKP2	792.3914	SKP2	223.2645
SLA2	49.6958	SLA2	23.1395
SLAIN1	690.2579	SLAIN1	175.7348
SLAIN2	1090.2236	SLAIN2	1748.5929
SLAMF1	9.9392	SLAMF1	16.2602
SLAMF6	23.6484	SLAMF6	40.6504
SLAMF7	82.9406	SLAMF7	41.2758
SLAMF8	182.2123	SLAMF8	62.4265
SLAMF9	5.4837	removed	removed
SLA	103.8471	SLA	310.1939
SLBP	1187.9016	SLBP	662.9143
SLC10A3	627.8811	SLC10A3	616.6354
SLC10A5	95.2789	SLC10A5	9.3809
SLC10A6	8.2255	SLC10A6	115.6973
SLC10A7	295.4331	SLC10A7	203.8774
SLC11A1	37.3576	SLC11A1	56.9106
SLC11A2	4312.5696	SLC11A2	1006.8793
SLC12A2	6725.3877	SLC12A2	1331.4572
SLC12A3	17.1365	removed	removed
SLC12A4	439.3351	SLC12A4	2139.7936
SLC12A6	1195.3217	SLC12A6	1145.1782
SLC12A7	2095.4503	SLC12A7	1174.4841
SLC12A8	592.5799	SLC12A8	59.137
SLC12A9	943.1925	SLC12A9	495.3096
SLC13A2	17.4792	SLC13A2	16.8856
SLC13A3	254.991	SLC13A3	39.3996
removed	removed	SLC13A5	9.3809
SLC14A1	23.9911	SLC14A1	168.2301
removed	removed	SLC14A2	46.2789
SLC15A1	237.1691	SLC15A1	9.3809
SLC15A2	249.5073	SLC15A2	45.0281
SLC15A3	158.3412	SLC15A3	606.0038
SLC15A4	702.9389	SLC15A4	558.474
SLC16A10	104.8753	SLC16A10	52.5328
SLC16A11	8.911	SLC16A11	11.257
removed	removed	SLC16A12	46.9043
SLC16A13	57.2359	SLC16A13	25.641
SLC16A14	59.2923	SLC16A14	253.2833
SLC16A1	4321.1379	SLC16A1	943.0894
SLC16A2	691.2861	SLC16A2	1219.5122
SLC16A3	124.7537	SLC16A3	138.8368
SLC16A4	164.5103	SLC16A4	212.6329
SLC16A5	203.5815	SLC16A5	139.4622
SLC16A6	16.1083	SLC16A6	21.2633
SLC16A7	17.1365	SLC16A7	694.8093
SLC16A8	56.8932	SLC16A8	11.8824
removed	removed	SLC16A9	201.3759
SLC17A5	1163.9105	SLC17A5	691.6823
SLC17A7	50.3813	SLC17A7	322.0763
SLC17A9	637.1348	SLC17A9	53.1582
removed	removed	SLC18A2	30.6442
SLC19A1	581.6125	SLC19A1	230.7692
SLC19A2	669.0087	SLC19A2	848.6554
SLC19A3	12.681	SLC19A3	6181.3634
SLC1A1	6.1691	SLC1A1	125.7036
SLC1A2	171.0222	SLC1A2	55.6598
SLC1A3	38.043	SLC1A3	789.8687
SLC1A4	254.3055	SLC1A4	636.6479
SLC1A5	4074.0296	SLC1A5	4453.4084
removed	removed	SLC1A7	156.3477
SLC20A1	1377.4312	SLC20A1	487.1795
SLC20A2	1032.9877	SLC20A2	1019.3871
SLC22A11	5.8264	removed	removed
removed	removed	SLC22A12	5.6285
SLC22A15	61.6914	SLC22A15	53.7836
SLC22A17	583.6689	SLC22A17	510.9443
removed	removed	SLC22A18AS	5.6285
SLC22A18	25.362	SLC22A18	126.9543
SLC22A20	31.5311	removed	removed
SLC22A23	65.5128	SLC22A23	1004.0901
removed	removed	SLC22A2	9.3809
SLC22A3	5.8264	SLC22A3	1118.8243
SLC22A4	7.8828	SLC22A4	26.2664
SLC22A5	130.2373	SLC22A5	211.3821
SLC23A2	1771.5706	SLC23A2	1433.3959
SLC23A3	13.6715	removed	removed
SLC24A1	190.2151	SLC24A1	389.6185
SLC24A3	253.2774	SLC24A3	951.8449
removed	removed	SLC24A4	18.7617
SLC24A5	17.0508	removed	removed
SLC24A6	280.353	SLC24A6	908.6929
SLC25A10	465.0844	SLC25A10	1008.1301
SLC25A11	663.525	SLC25A11	824.8906
SLC25A12	596.0072	SLC25A12	684.803
SLC25A13	732.4137	SLC25A13	323.9525
SLC25A14	153.8857	SLC25A14	87.5547
SLC25A15	580.6563	SLC25A15	155.5722
SLC25A16	264.2447	SLC25A16	590.9944
SLC25A17	977.1228	SLC25A17	377.7361
SLC25A18	27.4184	SLC25A18	63.7899
SLC25A19	319.4242	SLC25A19	116.9481
SLC25A1	812.6125	SLC25A1	2633.521
SLC25A20	145.3175	SLC25A20	867.4171
SLC25A21	5.7887	SLC25A21	12.9706
SLC25A22	340.3307	SLC25A22	158.8493
SLC25A23	2749.3788	SLC25A23	2655.4096
SLC25A24	1851.0839	SLC25A24	848.03
SLC25A25	653.9285	SLC25A25	1371.4822
SLC25A26	291.5808	SLC25A26	408.8368
SLC25A27	292.3486	SLC25A27	175.1094
SLC25A28	564.8188	SLC25A28	629.1432
SLC25A29	1281.4669	SLC25A29	392.1201
SLC25A30	346.1571	SLC25A30	578.4866
SLC25A32	775.8101	SLC25A32	458.5679
SLC25A33	166.5667	SLC25A33	192.6204
SLC25A34	22.6202	SLC25A34	84.4278
SLC25A35	412.5748	SLC25A35	144.9969
SLC25A36	3544.1693	SLC25A36	1417.7611
SLC25A37	739.2683	SLC25A37	475.2971
SLC25A38	703.9671	SLC25A38	601.0006
SLC25A39	2534.4872	SLC25A39	1490.9318
SLC25A3	7643.2182	SLC25A3	7631.6448
SLC25A40	214.5489	SLC25A40	136.9606
SLC25A41	17.4792	removed	removed
SLC25A42	384.8856	SLC25A42	376.4853
SLC25A43	455.1452	SLC25A43	557.2233
SLC25A44	1152.9432	SLC25A44	823.6398
SLC25A45	101.448	SLC25A45	163.8524
SLC25A46	309.485	SLC25A46	769.8562
SLC25A4	822.8944	SLC25A4	981.8637
SLC25A5	5728.7293	SLC25A5	3503.4396
SLC25A6	9415.1315	SLC25A6	9814.8843
SLC26A10	8.7156	SLC26A10	16.2602
SLC26A11	271.0993	SLC26A11	315.197
SLC26A1	52.8832	SLC26A1	26.9356
SLC26A2	10376.4887	SLC26A2	1120.075
removed	removed	SLC26A3	8.7555
removed	removed	SLC26A4	53.7836
SLC26A5	39.7567	SLC26A5	6.2539
SLC26A6	146.7809	SLC26A6	86.3039
SLC26A7	5.9121	SLC26A7	26.8918
SLC26A8	15.0801	removed	removed
SLC27A1	264.5874	SLC27A1	1136.9606
SLC27A2	5.1409	SLC27A2	51.2821
SLC27A3	119.6127	SLC27A3	967.4797
SLC27A4	1484.0202	SLC27A4	595.9975
SLC27A5	142.1095	SLC27A5	83.4459
SLC27A6	59.2923	SLC27A6	48.1551
removed	removed	SLC28A3	22.5141
SLC29A1	2202.7247	SLC29A1	4089.4309
SLC29A2	468.0593	SLC29A2	95.0281
removed	removed	SLC29A3	170.1063
SLC29A4	117.2136	SLC29A4	3311.4447
SLC2A10	843.1154	SLC2A10	624.7655
SLC2A11	441.0933	SLC2A11	187.6173
SLC2A12	211.1216	SLC2A12	171.9825
SLC2A13	406.8203	SLC2A13	255.7849
SLC2A14	5.8264	SLC2A14	21.2633
SLC2A1	1374.3467	SLC2A1	729.8311
SLC2A3	127.1528	SLC2A3	937.4609
SLC2A4RG	840.0308	SLC2A4RG	1450.9068
SLC2A4	14.0519	SLC2A4	1602.2514
SLC2A5	98.7062	SLC2A5	259.5372
SLC2A6	15.7656	SLC2A6	76.2977
SLC2A8	487.0191	SLC2A8	290.8068
SLC2A9	102.1335	SLC2A9	61.9137
SLC30A1	94.9362	SLC30A1	206.379
SLC30A3	106.2463	SLC30A3	22.5141
SLC30A4	131.6083	SLC30A4	175.1094
SLC30A5	1210.1791	SLC30A5	946.2164
SLC30A6	614.8573	SLC30A6	345.8412
SLC30A7	1367.1493	SLC30A7	532.833
SLC30A9	1730.443	SLC30A9	1230.7692
SLC31A1	1534.7442	SLC31A1	824.2652
SLC31A2	282.0667	SLC31A2	586.6166
SLC33A1	953.8172	SLC33A1	449.656
removed	removed	SLC34A2	31.2695
SLC34A3	6.8546	removed	removed
SLC35A1	937.2873	SLC35A1	540.9381
SLC35A2	1299.6316	SLC35A2	372.733
SLC35A3	450.347	SLC35A3	309.5685
SLC35A4	966.4982	SLC35A4	1973.7336
SLC35A5	538.7713	SLC35A5	744.8405
SLC35B1	682.7178	SLC35B1	464.6654
SLC35B2	1601.2338	SLC35B2	791.1194
SLC35B3	678.6051	SLC35B3	434.6467
SLC35B4	584.3544	SLC35B4	626.6417
SLC35C1	206.3234	SLC35C1	806.1288
SLC35C2	1455.5736	SLC35C2	754.8468
SLC35D1	433.5533	SLC35D1	497.1857
SLC35D2	666.2668	SLC35D2	345.8412
SLC35E1	2833.3476	SLC35E1	1741.7136
SLC35E2	966.8272	SLC35E2	2564.778
SLC35E2	39.7704	SLC35E2	83.127
SLC35E3	379.4019	SLC35E3	210.1313
SLC35E4	91.55	SLC35E4	55.0532
SLC35F1	21.9347	SLC35F1	87.5547
SLC35F2	486.6764	SLC35F2	134.459
SLC35F3	2378.5451	SLC35F3	217.0106
SLC35F5	949.3617	SLC35F5	622.8893
SLC36A1	109.3308	SLC36A1	370.2314
removed	removed	SLC36A2	10.6316
SLC36A4	219.0044	SLC36A4	123.202
SLC37A1	515.4657	SLC37A1	163.8524
SLC37A2	83.6261	SLC37A2	248.9056
SLC37A3	2296.6327	SLC37A3	1017.5109
SLC37A4	348.899	SLC37A4	331.4572
SLC38A10	1042.2415	SLC38A10	2558.474
SLC38A1	3561.9913	SLC38A1	2218.8868
SLC38A2	2480.3359	SLC38A2	5735.4597
removed	removed	SLC38A3	25.641
removed	removed	SLC38A4	28.768
SLC38A5	643.6466	SLC38A5	63.7899
SLC38A6	55.1795	SLC38A6	134.459
SLC38A7	398.2521	SLC38A7	242.0263
SLC38A9	118.5845	SLC38A9	181.3634
SLC39A10	734.8128	SLC39A10	592.2452
SLC39A11	413.3322	SLC39A11	293.3083
SLC39A13	448.9761	SLC39A13	856.1601
SLC39A14	918.1732	SLC39A14	1557.8487
SLC39A1	2850.8268	SLC39A1	2313.3208
SLC39A2	7.5401	SLC39A2	9.3809
SLC39A3	222.7744	SLC39A3	370.2314
SLC39A4	1372.633	SLC39A4	104.4403
SLC39A6	3513.3236	SLC39A6	2736.7104
SLC39A7	3187.3875	SLC39A7	2617.2608
SLC39A8	928.1124	SLC39A8	330.2064
SLC39A9	1253.7058	SLC39A9	1663.5397
SLC3A1	14.2062	SLC3A1	5.8099
SLC3A2	2633.1934	SLC3A2	1591.6198
SLC40A1	437.3233	SLC40A1	3287.0544
SLC41A1	1157.3987	SLC41A1	1188.2427
SLC41A2	157.9985	SLC41A2	294.5591
SLC41A3	2360.7232	SLC41A3	1332.0826
SLC43A1	581.2698	SLC43A1	579.1119
SLC43A2	998.7148	SLC43A2	645.4034
SLC43A3	1601.9193	SLC43A3	1433.152
SLC44A1	4325.9361	SLC44A1	1901.1882
SLC44A2	6505.0124	SLC44A2	5183.2395
SLC44A3	1084.3972	SLC44A3	131.9575
SLC44A4	1452.4891	SLC44A4	140.0876
SLC44A5	7.8828	SLC44A5	29.3934
SLC45A1	73.6869	SLC45A1	61.9137
SLC45A3	485.6482	SLC45A3	154.4715
SLC45A4	1360.6375	SLC45A4	412.1326
SLC46A1	193.166	SLC46A1	809.7811
SLC46A2	8.2255	SLC46A2	6.8793
SLC46A3	215.9198	SLC46A3	626.6417
removed	removed	SLC47A1	113.8211
removed	removed	SLC47A2	5.6285
SLC48A1	656.3276	SLC48A1	1117.5735
SLC4A11	572.0161	SLC4A11	55.0344
SLC4A1AP	1034.0159	SLC4A1AP	587.242
SLC4A1	6.8546	SLC4A1	36.2727
SLC4A2	2841.508	SLC4A2	1740.5691
SLC4A3	292.3486	SLC4A3	66.9168
removed	removed	SLC4A4	596.6229
removed	removed	SLC4A5	101.8324
SLC4A7	303.3159	SLC4A7	644.778
SLC4A8	8.2255	SLC4A8	28.768
SLC5A11	111.7299	removed	removed
SLC5A1	82.9406	SLC5A1	31.2695
SLC5A3	1319.9829	SLC5A3	1559.8186
removed	removed	SLC5A4	12.5078
SLC5A6	4662.8944	SLC5A6	926.0976
removed	removed	SLC5A7	8.7555
SLC5A8	431.4969	SLC5A8	85.0532
SLC5A9	55.1795	SLC5A9	21.2633
SLC6A10P	8.911	SLC6A10P	6.8793
SLC6A11	337.9316	SLC6A11	18.1363
removed	removed	SLC6A12	8.1301
SLC6A14	219.0044	SLC6A14	76.2977
SLC6A15	826.3217	SLC6A15	55.6598
SLC6A16	40.7849	SLC6A16	63.7899
removed	removed	SLC6A17	163.8524
removed	removed	SLC6A1	40.025
SLC6A20	160.0548	SLC6A20	13.1332
removed	removed	SLC6A2	20.0125
removed	removed	SLC6A3	5.0031
SLC6A4	106.2463	SLC6A4	47.5297
SLC6A6	384.2002	SLC6A6	1005.0031
SLC6A8	2011.4814	SLC6A8	1617.2608
SLC6A9	606.7072	SLC6A9	167.142
removed	removed	SLC7A10	523.1082
SLC7A11	102.1335	SLC7A11	13.7586
removed	removed	SLC7A14	10.6316
SLC7A1	2080.3701	SLC7A1	821.7636
SLC7A2	76.086	SLC7A2	1147.5922
SLC7A4	5.8264	SLC7A4	68.1676
SLC7A5	4052.7804	SLC7A5	354.5966
SLC7A6OS	170.6863	SLC7A6OS	212.9831
SLC7A6	1510.0608	SLC7A6	1301.7136
SLC7A7	86.7107	SLC7A7	244.5278
SLC7A8	35.9866	SLC7A8	749.8437
SLC8A1	28.4466	SLC8A1	716.0725
SLC8A2	37.3576	SLC8A2	15.0094
removed	removed	SLC8A3	26.2664
SLC9A1	1695.4845	SLC9A1	1049.4059
removed	removed	SLC9A2	15.6348
SLC9A3R1	1607.0602	SLC9A3R1	724.2026
SLC9A3R2	409.9049	SLC9A3R2	2106.3164
removed	removed	SLC9A3	8.7555
SLC9A5	14.3947	SLC9A5	10.0063
SLC9A6	335.1898	SLC9A6	548.4678
SLC9A7	154.5712	SLC9A7	39.3996
SLC9A8	404.0785	SLC9A8	607.2545
SLC9A9	26.3902	SLC9A9	757.3483
removed	removed	SLCO1A2	10.6316
removed	removed	SLCO1C1	28.1426
SLCO2A1	120.2982	SLCO2A1	2307.0669
SLCO2B1	157.9985	SLCO2B1	899.9375
SLCO3A1	86.7107	SLCO3A1	549.0932
removed	removed	SLCO4A1	85.0532
SLCO4C1	8.5682	SLCO4C1	16.2602
SLCO5A1	115.1572	SLCO5A1	14.384
SLFN11	92.5371	SLFN11	915.5722
removed	removed	SLFN12L	13.7586
SLFN12	14.3947	SLFN12	104.4403
SLFN13	15.4228	SLFN13	123.8274
SLFN5	75.0578	SLFN5	1163.8524
SLFNL1	35.6439	SLFNL1	8.1301
removed	removed	SLIT1	23.7649
SLIT2	129.5519	SLIT2	2103.1895
SLIT3	107.2744	SLIT3	8826.1413
removed	removed	SLITRK2	62.5391
removed	removed	SLITRK3	8.1301
SLITRK4	11.6528	SLITRK4	162.6016
SLITRK5	270.0711	SLITRK5	25.641
SLITRK6	43.184	SLITRK6	81.9262
SLK	1830.1774	SLK	2479.0494
SLMAP	832.1481	SLMAP	2747.3421
SLMO1	103.1617	SLMO1	40.025
SLMO2	2542.0272	SLMO2	843.6523
SLPI	159.0266	SLPI	547.217
SLTM	1101.191	SLTM	1909.3183
SLU7	855.4537	SLU7	1335.2095
SLURP1	15.7656	removed	removed
SMAD1	679.976	SMAD1	643.5272
SMAD2	2233.5704	SMAD2	2205.1282
SMAD3	723.8454	SMAD3	1771.1069
SMAD4	2611.2347	SMAD4	1897.7799
removed	removed	SMAD5OS	7.5047
SMAD5	1224.9165	SMAD5	1895.5597
removed	removed	SMAD6	237.6485
SMAD7	475.709	SMAD7	507.192
SMAD9	84.997	SMAD9	280.1751
SMAGP	1415.1315	SMAGP	209.5059
SMAP1	788.2135	SMAP1	840.738
SMAP2	891.0976	SMAP2	1140.7129
SMARCA1	920.9151	SMARCA1	1550.9694
SMARCA2	7011.9099	SMARCA2	5594.1213
SMARCA4	4834.2044	SMARCA4	1778.6116
SMARCA5	2898.0242	SMARCA5	1963.7273
SMARCAD1	1553.2516	SMARCAD1	667.9174
SMARCAL1	430.126	SMARCAL1	599.7498
SMARCB1	1953.5601	SMARCB1	985.616
SMARCC1	4742.3528	SMARCC1	1985.616
SMARCC2	2374.0896	SMARCC2	3562.2264
SMARCD1	2726.0732	SMARCD1	1110.6942
SMARCD2	2917.6592	SMARCD2	1664.1651
SMARCD3	120.6409	SMARCD3	536.5854
SMARCE1	1862.7367	SMARCE1	2495.3096
SMC1A	2572.1875	SMC1A	2350.8443
SMC1B	172.0504	SMC1B	7.5047
SMC2	777.3113	SMC2	525.3283
SMC3	2615.7142	SMC3	1646.6542
SMC4	2466.9694	SMC4	625.3909
SMC5	1526.5187	SMC5	727.3296
SMC6	1370.5766	SMC6	601.0006
SMCHD1	848.2564	SMCHD1	1474.0463
SMCR7L	1645.1032	SMCR7L	1178.2364
SMCR7	241.6245	SMCR7	305.8161
SMCR8	705.5951	SMCR8	986.9043
SMEK1	2289.4354	SMEK1	1297.6861
SMEK2	3558.564	SMEK2	2272.045
SMG1	3226.116	SMG1	2993.7461
SMG5	4989.1183	SMG5	2303.3146
SMG6	578.8707	SMG6	1914.3215
SMG7	2609.8878	SMG7	1568.4803
SMN2	1323.2799	SMN2	1034.2214
SMNDC1	1034.0159	SMNDC1	518.449
removed	removed	SMOC1	579.7373
SMOC2	190.9005	SMOC2	2701.0632
SMOX	776.9686	SMOX	143.2145
SMO	2957.7585	SMO	645.4034
SMPD1	354.0399	SMPD1	864.2902
SMPD2	258.0756	SMPD2	115.0719
SMPD3	16.7938	SMPD3	52.5328
SMPD4	2445.0347	SMPD4	1356.4728
SMPDL3A	45.5831	SMPDL3A	151.3446
SMPDL3B	1417.5306	SMPDL3B	91.3071
SMS	1700.6255	SMS	879.2996
SMTNL1	7.5401	removed	removed
