gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
TEX9	141.6659	TEX9	125
TFAM	461.2212	TFAM	642.9739
TFAP2A	1516.9802	TFAP2A	2252.3775
TFAP2B	1222.272	TFAP2B	1293.3007
TFAP2C	778.2659	TFAP2C	3625
removed	removed	TFAP2E	17.1569
TFAP4	157.8051	TFAP4	311.683
TFB1M	115.4846	TFB1M	198.9379
TFB2M	648.4354	TFB2M	383.5784
TFCP2L1	235.273	TFCP2L1	820.2614
TFCP2	675.6926	TFCP2	825.1634
TFDP1	997.7585	TFDP1	1495.915
TFDP2	281.8972	TFDP2	351.7157
removed	removed	TFDP3	15.9314
TFE3	1373.2628	TFE3	1305.1471
TFEB	253.2054	TFEB	336.1928
TFEC	141.3073	TFEC	37.1732
TFF1	617.233	TFF1	172.3856
TFF3	978.3915	TFF3	474.2647
TFG	1513.4941	TFG	1501.634
TFIP11	810.7379	TFIP11	912.0588
TFPI2	191.518	TFPI2	117.2386
TFPI	370.1246	TFPI	1167.8922
TFPT	317.346	TFPT	143.3497
TFR2	42.6791	TFR2	8.9869
TFRC	5493.4098	TFRC	1697.7124
TF	185.7796	TF	1505.3105
TGDS	118.3538	TGDS	297.7941
TGFA	322.0658	TGFA	788.8072
TGFB1I1	564.5118	TGFB1I1	1030.2288
TGFB1	1539.6754	TGFB1	497.549
TGFB2	1920.2008	TGFB2	614.3791
TGFB3	1829.8216	TGFB3	1323.5294
TGFBI	2424.1011	TGFBI	2587.8268
TGFBR1	1625.7509	TGFBR1	1430.9641
TGFBR2	2578.3197	TGFBR2	5259.8039
TGFBR3	849.6369	TGFBR3	3348.4477
TGFBRAP1	491.7063	TGFBRAP1	456.6993
TGIF1	1247.736	TGIF1	1283.4967
TGIF2	380.1381	TGIF2	1065.4085
removed	removed	TGM1	30.2288
TGM2	984.1298	TGM2	430.5556
removed	removed	TGM3	8.5784
TGM5	17.9324	TGM5	53.1046
TGOLN2	6555.0076	TGOLN2	6961.6013
TGS1	482.3814	TGS1	760.6209
TH1L	1700.3497	TH1L	1886.0294
THADA	1131.8928	THADA	1112.3366
THAP10	95.4003	THAP10	70.2614
THAP11	622.2541	THAP11	564.5425
THAP1	258.5851	THAP1	204.6569
THAP2	120.5057	THAP2	134.8039
THAP3	273.6197	THAP3	170.0735
THAP4	1162.3778	THAP4	741.4216
THAP5	911.683	THAP5	493.8725
THAP6	247.8257	THAP6	372.9575
THAP7	227.7988	THAP7	190.768
THAP8	144.5351	THAP8	62.9085
THAP9	95.0417	THAP9	190.3595
THBD	454.7655	THBD	760.2124
THBS1	17136.1965	THBS1	10357.4346
THBS2	8413.8797	THBS2	4274.5098
THBS3	506.1741	THBS3	747.6348
THBS4	2697.7423	THBS4	636.0294
THEM4	323.8591	THEM4	336.1928
removed	removed	THEM5	16.7484
THEMIS	41.2445	THEMIS	33.4967
THG1L	239.9354	THG1L	230.3922
THNSL1	302.3402	THNSL1	397.0588
THNSL2	870.0798	THNSL2	897.0588
THOC1	525.0605	THOC1	481.2092
THOC2	1451.448	THOC2	1838.6438
THOC3	981.2606	THOC3	690.3595
THOC4	619.7436	THOC4	440.768
THOC5	442.9302	THOC5	546.1601
THOC6	332.5563	THOC6	302.594
THOC7	687.8867	THOC7	853.7582
THOP1	793.6878	THOP1	406.4542
THPO	29.0505	THPO	6.5359
THRAP3	3628.4408	THRAP3	4555.1471
THRA	810.8455	THRA	1278.7051
THRB	521.8327	THRB	1221.8137
THRSP	40.5272	THRSP	318.6275
THSD1P1	49.4934	THSD1P1	209.5588
THSD1	161.0329	THSD1	325.1634
THSD4	2848.023	THSD4	4817.8105
THSD7A	89.662	THSD7A	107.0261
THSD7B	51.6453	THSD7B	92.7288
THTPA	266.1167	THTPA	260.6209
THUMPD1	1430.6465	THUMPD1	2206.2908
THUMPD2	139.514	THUMPD2	263.0719
THUMPD3	789.384	THUMPD3	890.5229
THY1	4127.32	THY1	2568.219
THYN1	669.237	THYN1	718.1373
TIA1	682.5069	TIA1	1132.3529
TIAF1	212.7356	TIAF1	318.1944
TIAL1	983.0539	TIAL1	1445.6699
TIAM1	248.9016	TIAM1	330.8824
TIAM2	45.8424	TIAM2	253.6356
TICAM1	615.7984	TICAM1	458.3333
TICAM2	146.1132	TICAM2	71.6993
TIE1	878.6873	TIE1	767.9739
TIFAB	5.0211	removed	removed
TIFA	325.6523	TIFA	453.4314
TIGD1	73.1642	TIGD1	183.415
TIGD2	162.4675	TIGD2	441.9935
TIGD3	22.5948	TIGD3	11.8464
TIGD4	9.6835	TIGD4	20.0163
TIGD5	173.5856	TIGD5	100.4902
TIGD6	304.8507	TIGD6	238.5621
TIGD7	375.4541	TIGD7	418.0801
TIGIT	48.0588	TIGIT	20.0163
TIMELESS	780.7765	TIMELESS	392.5654
TIMM10	631.5789	TIMM10	278.1863
TIMM13	1189.2764	TIMM13	561.683
TIMM16	133.0691	TIMM16	69.4158
TIMM17A	1724.3791	TIMM17A	645.0163
TIMM17B	707.6123	TIMM17B	219.3627
TIMM22	527.5711	TIMM22	423.2026
TIMM44	521.8327	TIMM44	427.6961
TIMM50	703.6672	TIMM50	476.7157
TIMM8A	113.6914	TIMM8A	100.0817
TIMM8B	615.4398	TIMM8B	327.2059
TIMM9	365.1036	TIMM9	716.9118
TIMP1	6703.8465	TIMP1	2937.9085
TIMP2	10035.6855	TIMP2	12065.768
TIMP3	13632.9239	TIMP3	15146.6503
TIMP4	30.8437	TIMP4	40.4412
TINAGL1	394.5127	TINAGL1	2453.4314
TINF2	1069.488	TINF2	1125.817
TIPARP	532.5598	TIPARP	2079.6528
TIPIN	92.8898	TIPIN	115.1961
TIPRL	1576.2575	TIPRL	913.8072
TIRAP	290.8634	TIRAP	233.6601
TJAP1	385.5465	TJAP1	553.1046
TJP1	2644.6696	TJP1	2675.6536
TJP2	1701.7843	TJP2	2301.0621
TJP3	1389.7606	TJP3	421.5686
TK1	877.2528	TK1	113.5621
TK2	1019.636	TK2	967.3203
TKT	2138.9761	TKT	2610.2941
TLCD1	116.9192	TLCD1	64.134
TLE1	559.4907	TLE1	1218.9542
TLE2	529.7229	TLE2	1233.2516
TLE3	2769.4791	TLE3	1707.5163
TLE4	208.3744	TLE4	787.9902
TLE6	11.1181	TLE6	27.3693
TLK1	1642.966	TLK1	1710.7843
TLK2	534.3854	TLK2	776.9608
TLL1	62.7634	TLL1	135.2124
TLL2	9.3248	removed	removed
TLN1	8837.4428	TLN1	8953.4314
TLN2	716.5749	TLN2	1589.4526
TLR10	34.0716	TLR10	52.6961
TLR1	252.1295	TLR1	464.4608
TLR2	273.6483	TLR2	643.3824
TLR3	280.4627	TLR3	386.4379
TLR4	583.1615	TLR4	737.7451
TLR5	339.6396	TLR5	474.6732
TLR6	36.5821	TLR6	55.5556
TLR7	239.2181	TLR7	147.8758
TLR8	32.2783	TLR8	31.4542
TLR9	10.4474	TLR9	17.2426
TM2D1	349.3231	TM2D1	299.8366
TM2D2	1082.758	TM2D2	767.1569
TM2D3	479.1536	TM2D3	634.8039
TM4SF18	2079.4405	TM4SF18	760.6209
TM4SF19	14.5898	removed	removed
TM4SF1	4394.5127	TM4SF1	6606.6176
TM6SF1	129.1132	TM6SF1	114.3791
removed	removed	TM6SF2	10.2124
TM7SF2	768.5824	TM7SF2	264.2974
TM7SF3	1834.1253	TM7SF3	1248.366
TM7SF4	31.9197	removed	removed
TM9SF1	1773.4708	TM9SF1	1409.3137
TM9SF2	4778.2659	TM9SF2	4562.9085
TM9SF3	5093.1588	TM9SF3	5325.1634
TM9SF4	2215.7267	TM9SF4	2008.9869
TMBIM1	2591.2311	TMBIM1	3888.4804
TMBIM4	3057.0716	TMBIM4	1305.1471
TMBIM6	26643.235	TMBIM6	17404.0033
TMC3	8.2489	removed	removed
TMC4	3368.7797	TMC4	1372.1405
TMC5	1957.1416	TMC5	918.7092
TMC6	641.2624	TMC6	349.6732
TMC7	43.0377	TMC7	64.134
TMC8	134.8516	TMC8	98.8562
TMCC1	763.92	TMCC1	791.6667
TMCC2	25.1054	TMCC2	51.4706
TMCC3	162.8261	TMCC3	292.4837
TMCO1	4077.1093	TMCO1	1936.2745
TMCO3	1573.3883	TMCO3	1459.5588
TMCO4	554.4696	TMCO4	1120.915
TMCO6	128.3959	TMCO6	254.085
TMCO7	270.4205	TMCO7	381.1275
TMED10P1	47.7002	TMED10P1	52.6961
TMED10	7252.5778	TMED10	7966.5033
TMED1	634.3656	TMED1	387.8431
TMED2	8587.8239	TMED2	5014.2974
TMED3	3458.4417	TMED3	2155.2288
TMED4	1484.4436	TMED4	1013.4804
TMED5	1102.8315	TMED5	979.9837
TMED7-TICAM2	87.7755	TMED7-TICAM2	134.9918
TMED7	3380.5685	TMED7	1500.0082
TMED8	479.1536	TMED8	370.5065
TMED9	4719.4477	TMED9	2152.3693
TMEFF1	76.9264	TMEFF1	49.7467
TMEM100	49.1348	TMEM100	143.7908
TMEM101	1252.0398	TMEM101	665.4412
TMEM102	287.277	TMEM102	199.3464
TMEM104	513.2251	TMEM104	307.598
TMEM105	6.097	TMEM105	16.7484
TMEM106A	119.7884	TMEM106A	158.9052
TMEM106B	1957.8589	TMEM106B	1404.8203
TMEM106C	1239.1285	TMEM106C	1159.3137
TMEM107	200.4842	TMEM107	187.0915
TMEM108	17.5737	TMEM108	102.5327
TMEM109	3322.5141	TMEM109	2468.1373
TMEM110	170.2932	TMEM110	181.781
TMEM111	945.7545	TMEM111	829.2484
TMEM115	989.5095	TMEM115	935.866
TMEM116	249.2603	TMEM116	207.1078
TMEM117	134.8516	TMEM117	167.8922
TMEM119	1235.542	TMEM119	672.3856
TMEM11	339.2809	TMEM11	381.9444
TMEM120A	941.4507	TMEM120A	424.0196
TMEM120B	286.9291	TMEM120B	391.8505
TMEM121	112.9741	TMEM121	35.1307
TMEM123	8418.5421	TMEM123	6943.219
TMEM125	520.7567	TMEM125	304.7386
TMEM126A	402.7616	TMEM126A	148.6928
TMEM126B	613.6466	TMEM126B	330.4739
TMEM127	2914.7315	TMEM127	2517.9739
TMEM128	444.3647	TMEM128	536.3562
TMEM129	578.8577	TMEM129	771.2418
TMEM130	25.1054	TMEM130	276.9608
TMEM131	1531.0679	TMEM131	1784.3137
TMEM132A	667.0851	TMEM132A	539.2157
TMEM132B	30.8437	TMEM132B	25.7353
TMEM132C	38.734	TMEM132C	287.9902
TMEM132E	14.7046	removed	removed
TMEM133	47.3415	TMEM133	104.5752
TMEM134	501.3898	TMEM134	357.0261
TMEM135	502.1071	TMEM135	482.4346
TMEM136	244.5979	TMEM136	205.4739
TMEM138	457.6347	TMEM138	379.085
TMEM139	205.5052	TMEM139	350.0817
TMEM140	638.4578	TMEM140	590.1348
TMEM141	905.5859	TMEM141	448.1209
TMEM143	91.4552	TMEM143	133.5784
TMEM144	565.2291	TMEM144	494.6895
TMEM145	18.6497	removed	removed
TMEM147	1801.4884	TMEM147	728.7582
TMEM149	119.0173	TMEM149	60.2696
TMEM14A	457.2761	TMEM14A	372.9575
TMEM14B	791.8946	TMEM14B	490.1961
TMEM14C	1919.4835	TMEM14C	1507.3529
TMEM150A	318.1207	TMEM150A	239.3791
TMEM150C	84.9996	TMEM150C	623.366
TMEM151B	12.5921	TMEM151B	23.6928
TMEM154	158.5224	TMEM154	214.4608
TMEM156	46.2656	TMEM156	15.9314
TMEM158	62.7634	TMEM158	171.5686
TMEM159	1305.1197	TMEM159	1352.1242
TMEM160	153.1427	TMEM160	30.6373
TMEM161A	611.136	TMEM161A	261.0294
TMEM161B	280.104	TMEM161B	263.8889
TMEM163	54.1558	TMEM163	138.8889
TMEM164	871.5144	TMEM164	730.8007
TMEM165	956.1553	TMEM165	777.7778
TMEM167A	2715.3232	TMEM167A	1611.1111
TMEM167B	1452.8826	TMEM167B	1322.3039
TMEM168	994.8893	TMEM168	850.8987
TMEM169	7.5316	TMEM169	20.8333
TMEM170A	239.5768	TMEM170A	644.6078
TMEM170B	259.3024	TMEM170B	173.2026
TMEM173	867.9279	TMEM173	586.6013
TMEM175	227.3828	TMEM175	290.8497
TMEM176A	384.1119	TMEM176A	690.3595
TMEM176B	770.3757	TMEM176B	1388.4804
TMEM177	131.6238	TMEM177	188.7255
TMEM178	21.1602	TMEM178	102.5327
TMEM179B	1330.2251	TMEM179B	736.9281
TMEM17	63.8393	TMEM17	76.7974
TMEM180	47.7002	TMEM180	43.3007
TMEM181	2719.2684	TMEM181	2174.4281
TMEM182	122.2989	TMEM182	134.3954
TMEM183A	1753.7882	TMEM183A	875.817
TMEM184A	394.3836	TMEM184A	274.4281
TMEM184B	1599.1608	TMEM184B	1201.3154
TMEM184C	497.4446	TMEM184C	744.6895
TMEM185A	586.3893	TMEM185A	540.0327
TMEM185B	685.7348	TMEM185B	654.8203
TMEM186	206.2225	TMEM186	243.8725
TMEM187	381.6014	TMEM187	203.0229
TMEM188	233.4798	TMEM188	243.8725
removed	removed	TMEM189-UBE2V1	10.1348
TMEM189	359.0065	TMEM189	561.3725
TMEM18	485.2506	TMEM18	767.5654
TMEM191A	12.194	TMEM191A	9.3954
TMEM192	404.5548	TMEM192	654.4118
TMEM194A	390.2089	TMEM194A	470.9967
TMEM194B	113.6914	TMEM194B	154.0033
TMEM198	129.8305	TMEM198	66.1765
TMEM199	465.1663	TMEM199	483.2516
TMEM19	700.798	TMEM19	594.7712
TMEM200A	388.057	TMEM200A	259.3954
TMEM200B	159.4441	TMEM200B	117.5408
TMEM200C	21.1602	TMEM200C	34.7222
TMEM201	282.2559	TMEM201	359.4771
TMEM203	819.1518	TMEM203	649.1013
TMEM204	452.9723	TMEM204	154.4118
TMEM205	1901.5512	TMEM205	882.7614
TMEM206	228.8174	TMEM206	127.0425
TMEM208	664.2159	TMEM208	312.9085
TMEM209	1102.125	TMEM209	558.8235
TMEM20	24.0294	TMEM20	90.6863
TMEM213	13.9873	TMEM213	323.9869
TMEM214	3025.5537	TMEM214	1850.4902
TMEM215	39.4513	removed	removed
TMEM216	272.2138	TMEM216	305.9641
TMEM217	9.4755	TMEM217	38.3047
TMEM218	558.0561	TMEM218	290.4412
TMEM219	2199.2289	TMEM219	1265.9314
TMEM220	58.101	TMEM220	219.3627
TMEM222	810.5442	TMEM222	613.9706
TMEM223	237.0663	TMEM223	243.8725
TMEM229B	275.4416	TMEM229B	556.3725
TMEM22	62.4047	TMEM22	107.0261
TMEM231	339.5535	TMEM231	267.4837
TMEM232	49.4934	TMEM232	15.9314
TMEM233	10.4008	removed	removed
TMEM25	1778.1763	TMEM25	740.6046
TMEM26	777.2115	TMEM26	280.5392
TMEM27	28.3332	TMEM27	42.0752
TMEM2	1669.1473	TMEM2	1513.4804
TMEM30A	3766.1616	TMEM30A	3969.7712
TMEM30B	934.6364	TMEM30B	1319.4444
TMEM33	1297.9467	TMEM33	1182.1895
TMEM35	19.367	TMEM35	28.5948
TMEM37	218.0579	TMEM37	146.6503
TMEM38A	59.8942	TMEM38A	76.7974
TMEM38B	237.7836	TMEM38B	69.8529
TMEM39A	648.794	TMEM39A	869.6895
TMEM39B	224.8722	TMEM39B	301.8791
removed	removed	TMEM40	35.5392
TMEM41A	864.7001	TMEM41A	641.7484
TMEM41B	1148.7492	TMEM41B	425.6536
TMEM42	96.4763	TMEM42	179.3301
TMEM43	2130.0099	TMEM43	3569.4444
TMEM44	171.075	TMEM44	232.0261
TMEM45A	290.5048	TMEM45A	325.9804
TMEM45B	177.5307	TMEM45B	203.4314
TMEM47	511.4319	TMEM47	1188.7255
TMEM48	422.4872	TMEM48	427.6961
TMEM49	2246.5704	TMEM49	1602.5327
TMEM50A	3324.666	TMEM50A	2937.5
TMEM50B	1535.013	TMEM50B	907.6879
TMEM51	416.0316	TMEM51	280.2288
TMEM52	6.8143	TMEM52	11.4379
TMEM53	180.4393	TMEM53	154.9796
TMEM54	967.2734	TMEM54	380.719
TMEM55A	92.5312	TMEM55A	194.0359
TMEM55B	394.154	TMEM55B	503.268
TMEM56	156.9013	TMEM56	150.7353
TMEM57	1199.6772	TMEM57	925.6536
TMEM59L	26.5399	TMEM59L	39.2157
TMEM59	7842.9122	TMEM59	5677.2876
TMEM5	339.9982	TMEM5	435.4575
TMEM60	342.8674	TMEM60	305.5556
TMEM61	20.8016	TMEM61	50.2451
TMEM62	1047.9692	TMEM62	491.4216
TMEM63A	2088.4067	TMEM63A	2368.4641
TMEM63B	1192.8629	TMEM63B	693.219
TMEM63C	333.1839	TMEM63C	212.0098
TMEM64	1552.9454	TMEM64	548.2026
TMEM65	451.5377	TMEM65	409.3137
TMEM66	7939.3885	TMEM66	6133.9869
TMEM67	224.1549	TMEM67	203.4314
TMEM68	349.6817	TMEM68	418.3007
TMEM69	582.4442	TMEM69	577.6144
TMEM70	544.7862	TMEM70	363.5621
TMEM71	41.9618	TMEM71	359.8856
removed	removed	TMEM74	5.719
TMEM79	229.8933	TMEM79	307.1895
TMEM80	362.9517	TMEM80	322.7124
TMEM81	39.4513	TMEM81	40.0327
TMEM84	73.1642	TMEM84	127.0425
TMEM85	1428.0104	TMEM85	1154.7753
TMEM86A	409.0236	TMEM86A	322.9861
TMEM86B	40.1686	TMEM86B	29.4118
TMEM87A	2926.2082	TMEM87A	3391.3399
TMEM87B	2313.9962	TMEM87B	1343.5458
TMEM88	34.7888	TMEM88	36.3562
TMEM8A	934.6364	TMEM8A	481.2092
TMEM8B	838.8774	TMEM8B	687.9085
removed	removed	TMEM90A	7.3529
TMEM90B	117.9952	removed	removed
TMEM91	71.1199	TMEM91	73.2761
TMEM92	5.7384	TMEM92	6.1275
TMEM93	294.2634	TMEM93	190.5964
TMEM97	448.6506	TMEM97	403.3619
TMEM98	2539.5858	TMEM98	1540.0327
TMEM99	805.5232	TMEM99	372.9575
TMEM9B	2532.4128	TMEM9B	1207.5163
TMEM9	3615.5295	TMEM9	1437.5
TMF1	1193.5802	TMF1	1670.3431
removed	removed	TMIE	8.1699
TMLHE	313.4583	TMLHE	303.9216
TMOD1	92.6423	TMOD1	411.7239
TMOD2	456.5588	TMOD2	808.0065
TMOD3	1538.5995	TMOD3	1246.732
TMPO	1088.6865	TMPO	1075.9232
TMPPE	32.637	TMPPE	54.3301
removed	removed	TMPRSS11D	9.8039
TMPRSS13	575.6299	TMPRSS13	640.5229
TMPRSS2	298.7537	TMPRSS2	1797.3856
TMPRSS3	941.4507	TMPRSS3	786.7647
removed	removed	TMPRSS4	33.9052
removed	removed	TMPRSS5	7.3529
TMPRSS6	133.7757	TMPRSS6	14.7059
TMSB10	12150.6321	TMSB10	10131.5359
TMSB15A	6.097	TMSB15A	33.0882
TMSB15B	101.7592	TMSB15B	51.8791
TMSL3	26467.8562	TMSL3	16893.7908
TMTC1	271.1378	TMTC1	1543.7092
TMTC2	645.2076	TMTC2	494.6895
TMTC3	961.535	TMTC3	761.0294
TMTC4	760.6922	TMTC4	442.8105
TMUB1	382.3187	TMUB1	256.9444
TMUB2	749.2155	TMUB2	811.2745
TMX1	868.2866	TMX1	840.2778
TMX2	2409.0379	TMX2	1503.6765
TMX3	1459.6969	TMX3	1156.0458
TMX4	1257.4195	TMX4	1088.2353
TNC	2178.0687	TNC	9408.0882
TNFAIP1	1639.6414	TNFAIP1	1785.8578
TNFAIP2	641.2624	TNFAIP2	2953.0229
TNFAIP3	446.158	TNFAIP3	638.8889
TNFAIP6	287.9943	TNFAIP6	98.0392
TNFAIP8L1	187.9315	TNFAIP8L1	89.8693
TNFAIP8L2	67.4258	TNFAIP8L2	64.5425
TNFAIP8L3	103.2906	TNFAIP8L3	102.5327
TNFAIP8	346.4539	TNFAIP8	331.2908
TNFRSF10A	108.3117	TNFRSF10A	176.0621
TNFRSF10B	800.8608	TNFRSF10B	1109.8856
TNFRSF10C	45.9069	TNFRSF10C	40.4412
TNFRSF10D	23.6708	TNFRSF10D	199.7549
TNFRSF11A	164.978	TNFRSF11A	263.0719
TNFRSF11B	72.0882	TNFRSF11B	272.0588
TNFRSF12A	754.5952	TNFRSF12A	564.951
TNFRSF13B	10.4008	removed	removed
removed	removed	TNFRSF13C	5.719
TNFRSF14	895.7231	TNFRSF14	714.0605
TNFRSF17	41.9618	TNFRSF17	21.2418
TNFRSF18	54.8731	TNFRSF18	16.7484
TNFRSF19	300.5469	TNFRSF19	838.2353
TNFRSF1A	2216.8027	TNFRSF1A	2167.4837
TNFRSF1B	631.9376	TNFRSF1B	734.8856
TNFRSF21	429.3015	TNFRSF21	2101.3072
TNFRSF25	27.9745	TNFRSF25	31.4542
TNFRSF4	60.6115	TNFRSF4	7.3529
TNFRSF6B	15.7303	TNFRSF6B	19.9837
TNFRSF8	18.291	TNFRSF8	71.4869
TNFRSF9	5.3797	removed	removed
TNFSF10	4347.8885	TNFSF10	5400.3268
TNFSF11	28.6918	TNFSF11	11.4379
TNFSF12-TNFSF13	55.1278	TNFSF12-TNFSF13	156.8873
TNFSF12	636.7578	TNFSF12	601.1029
TNFSF13B	57.3837	TNFSF13B	34.7222
TNFSF13	1139.3706	TNFSF13	773.4641
TNFSF14	8.9662	TNFSF14	5.3105
TNFSF15	6.4557	TNFSF15	57.598
TNFSF18	7.173	removed	removed
TNFSF4	229.8933	TNFSF4	23.2843
TNFSF8	42.6791	TNFSF8	22.4673
removed	removed	TNFSF9	7.3529
TNF	6.8143	TNF	44.5261
TNIK	1059.4459	TNIK	334.1503
TNIP1	2837.2635	TNIP1	2142.9739
TNIP2	506.0522	TNIP2	422.3856
TNK1	833.4977	TNK1	449.3464
TNK2	772.8611	TNK2	775.5433
TNKS1BP1	8183.2691	TNKS1BP1	5270.4248
TNKS2	1510.6249	TNKS2	1935.4575
TNKS	1614.6866	TNKS	1848.8971
TNMD	30.4851	TNMD	45.3431
removed	removed	TNNC1	6.1275
TNNI1	26.1813	TNNI1	53.1046
TNNI2	26.5399	TNNI2	18.3824
TNNI3K	16.4189	TNNI3K	40.433
TNNT1	9.3248	TNNT1	31.8627
removed	removed	TNNT2	8.9869
TNNT3	27.6159	TNNT3	38.8072
TNN	722.3169	TNN	646.6503
TNPO1	3934.7261	TNPO1	2266.7484
TNPO2	1641.8901	TNPO2	1751.2255
TNPO3	1530.7092	TNPO3	1097.2222
TNRC18	4963.3283	TNRC18	2875.4085
TNRC6A	879.4046	TNRC6A	1639.7059
TNRC6B	537.2546	TNRC6B	1323.9379
TNRC6C	636.973	TNRC6C	761.8873
TNS1	5151.6184	TNS1	8090.2778
TNS3	1814.3997	TNS3	2084.5588
TNS4	552.3178	TNS4	2931.781
TNXB	553.3184	TNXB	6770.5106
TOB1	1597.9414	TOB1	2219.3627
TOB2	1316.2378	TOB2	2110.2941
TOE1	193.6519	TOE1	265.6863
TOLLIP	1570.5191	TOLLIP	1171.1601
TOM1L1	1177.1326	TOM1L1	1191.9158
TOM1L2	1894.0195	TOM1L2	1573.1209
TOM1	1107.1461	TOM1	688.317
TOMM20	10155.4739	TOMM20	8288.8072
TOMM22	1052.9902	TOMM22	1002.451
TOMM34	826.6834	TOMM34	819.8529
TOMM40L	585.6469	TOMM40L	298.3415
TOMM40	813.0548	TOMM40	578.0229
TOMM5	730.1748	TOMM5	568.9379
TOMM6	1368.9913	TOMM6	1396.4747
TOMM70A	1645.828	TOMM70A	2189.1136
TOMM7	2335.8738	TOMM7	2910.5392
TOP1MT	444.7234	TOP1MT	622.549
TOP1P1	78.9025	TOP1P1	77.6144
TOP1	2520.2188	TOP1	2545.3431
TOP2A	1441.4059	TOP2A	350.4902
TOP2B	4050.2107	TOP2B	5569.0359
TOP3A	558.4148	TOP3A	464.8693
TOP3B	149.9148	TOP3B	262.2549
TOPBP1	813.4134	TOPBP1	1062.9085
TOPORS	684.3002	TOPORS	1097.6307
TOR1AIP1	2833.677	TOR1AIP1	1851.7157
TOR1AIP2	614.3638	TOR1AIP2	420.3431
TOR1A	956.1553	TOR1A	897.0588
TOR1B	702.2326	TOR1B	499.5915
TOR2A	262.8889	TOR2A	130.719
TOR3A	2210.7056	TOR3A	814.134
TOX2	27.6159	TOX2	46.1601
TOX3	544.4275	TOX3	298.2026
TOX4	1570.6339	TOX4	1970.3922
TOX	35.8648	TOX	82.9248
TP53AIP1	8.9662	TP53AIP1	142.9739
TP53BP1	1868.1969	TP53BP1	1698.1209
TP53BP2	1659.8225	TP53BP2	1227.1242
TP53I11	6453.8689	TP53I11	2704.2484
TP53I13	533.3094	TP53I13	222.2222
TP53I3	244.5979	TP53I3	453.0229
TP53INP1	2118.8918	TP53INP1	895.4248
TP53INP2	1096.3866	TP53INP2	781.4542
TP53RK	548.014	TP53RK	513.4804
TP53TG1	403.4789	TP53TG1	238.9706
removed	removed	TP53TG3B	7.3529
TP53	1799.3365	TP53	2309.6405
TP63	522.55	TP63	2287.9902
TP73	28.6918	TP73	104.1667
TPBG	1550.7935	TPBG	1279.0033
TPCN1	967.2734	TPCN1	1424.4281
TPCN2	273.7165	TPCN2	297.4551
TPD52L1	404.5548	TPD52L1	1852.1242
TPD52L2	1800.4124	TPD52L2	1932.1895
TPD52	3173.3274	TPD52	2306.1683
TPH1	218.0579	TPH1	6.5359
TPI1P2	13.27	TPI1P2	12.6634
TPI1	6613.4672	TPI1	4370.5065
TPK1	61.6874	TPK1	68.6275
TPM1	10296.2683	TPM1	10891.8587
TPM2	1462.2075	TPM2	5926.0621
TPM3	16398.8165	TPM3	4520.8333
TPM4	22332.6459	TPM4	17516.7484
TPMT	572.402	TPMT	459.5588
removed	removed	TPO	42.0752
TPP1	3925.4012	TPP1	2578.4314
TPP2	823.8142	TPP2	1335.7843
TPPP3	164.6194	TPPP3	450.9804
TPPP	307.7199	TPPP	300.2451
TPRA1	642.697	TPRA1	475.0817
TPRG1L	1606.0253	TPRG1L	1516.3399
TPRG1	2554.649	TPRG1	328.4314
TPRKB	498.8792	TPRKB	247.549
TPRN	1054.7835	TPRN	236.9281
removed	removed	TPRXL	7.3529
TPR	4281.4382	TPR	4745.3881
TPSAB1	432.888	TPSAB1	431.781
TPSB2	1200.7532	TPSB2	1013.0719
TPSD1	165.3367	TPSD1	114.3791
TPSG1	34.7888	removed	removed
TPST1	225.5895	TPST1	273.6928
TPST2	698.2875	TPST2	355.8007
TPT1	53764.5477	TPT1	77915.4412
removed	removed	TPTE2P1	18.3824
TPX2	549.4486	TPX2	180.5556
TRA2A	1358.5582	TRA2A	1200.9804
TRA2B	2050.7487	TRA2B	2603.7582
TRABD	426.0737	TRABD	414.6242
TRADD	399.5338	TRADD	221.4052
TRAF1	168.5645	TRAF1	127.451
TRAF2	457.9934	TRAF2	281.8627
TRAF3IP1	592.1277	TRAF3IP1	560.4575
TRAF3IP2	588.5412	TRAF3IP2	1116.8301
TRAF3IP3	95.0417	TRAF3IP3	72.7124
TRAF3	189.7247	TRAF3	231.2092
TRAF4	1096.028	TRAF4	1430.9641
TRAF5	1178.517	TRAF5	511.0294
TRAF6	322.0658	TRAF6	368.4641
TRAF7	1708.7994	TRAF7	1693.9869
TRAFD1	1628.9788	TRAFD1	1152.7778
TRAIP	58.8183	TRAIP	55.1471
TRAK1	1440.6886	TRAK1	2292.0752
TRAK2	2263.0682	TRAK2	1479.5752
TRAM1L1	148.1216	TRAM1L1	138.0719
TRAM1	4570.2502	TRAM1	3285.9477
TRAM2	1290.4151	TRAM2	1631.9444
TRANK1	998.8344	TRANK1	724.6732
TRAP1	1388.1682	TRAP1	1666.8627
TRAPPC10	1047.2519	TRAPPC10	1219.3627
TRAPPC1	1268.8963	TRAPPC1	914.6242
TRAPPC2L	593.2036	TRAPPC2L	345.1797
TRAPPC2P1	198.4219	TRAPPC2P1	142.7083
TRAPPC2	385.9051	TRAPPC2	418.3007
TRAPPC3	1116.8296	TRAPPC3	1066.585
