gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
LOC647859	11.9332	removed	removed
removed	removed	LOC647946	39.2367
LOC647979	14183.7709	LOC647979	7610.4869
removed	removed	LOC648740	23.6918
LOC649330	19.0931	LOC649330	18.5482
LOC650368	37.3906	LOC650368	368.1113
LOC650623	44.5505	LOC650623	62.7787
LOC651250	1571.2013	LOC651250	1814.1609
LOC652276	75.5768	LOC652276	27.109
LOC653113	20.6842	LOC653113	21.4018
LOC653501	297.5338	LOC653501	191.903
LOC653566	1862.3707	LOC653566	1062.957
LOC653653	85.1233	LOC653653	86.3207
removed	removed	LOC653786	5.7072
LOC654342	275.2586	LOC654342	477.974
LOC654433	90.6921	LOC654433	383.3351
LOC678655	162.7924	LOC678655	227.9436
LOC723972	27.8441	LOC723972	16.4081
LOC727896	15.9109	LOC727896	11.4143
LOC728024	16.7064	LOC728024	21.4018
LOC728190	108.1941	LOC728190	219.7253
LOC728264	185.362	LOC728264	334.5818
LOC728323	389.817	LOC728323	15.6947
LOC728392	39.7772	LOC728392	169.7878
LOC728554	181.3842	LOC728554	145.5324
LOC728606	321.4002	removed	removed
LOC728613	92.2832	LOC728613	131.2645
LOC728640	34.2084	LOC728640	26.3956
LOC728643	43.755	LOC728643	57.7849
LOC728723	22.2753	LOC728723	258.962
LOC728743	68.4169	LOC728743	186.9092
LOC728758	43.755	LOC728758	37.0965
LOC728819	22.2753	LOC728819	49.9376
LOC728855	123.4765	LOC728855	248.2611
LOC728875	26.0859	LOC728875	34.2429
LOC729020	42.1639	LOC729020	22.8286
LOC729082	405.5847	LOC729082	494.1252
LOC729176	42.9594	LOC729176	44.2304
LOC729234	34.2084	LOC729234	68.4858
LOC729375	31.0263	LOC729375	19.2616
removed	removed	LOC729467	9.9875
LOC729603	11.9332	LOC729603	9.2741
LOC729678	470.533	LOC729678	769.5666
LOC729799	25.4574	LOC729799	12.1277
LOC729991-MEF2B	36.5632	LOC729991-MEF2B	51.7924
LOC729991	179.3317	LOC729991	400.8632
LOC730101	154.3357	LOC730101	37.0965
LOC80054	77.9634	LOC80054	379.5256
LOC80154	229.9125	LOC80154	109.1493
LOC81691	58.8703	LOC81691	82.7537
LOC84740	5.5847	removed	removed
LOC84856	13.5243	LOC84856	13.5545
removed	removed	LOC84989	10.758
LOC90110	221.1615	LOC90110	354.5568
LOC90246	11.9332	LOC90246	54.9313
removed	removed	LOC90586	19.975
LOC90784	392.9992	LOC90784	126.2707
LOC90834	19.0931	LOC90834	12.1277
LOC91316	203.8743	LOC91316	187.9294
removed	removed	LOC91450	10.7009
LOC92249	704.8528	LOC92249	450.1516
LOC92659	124.105	LOC92659	15.6947
LOC92973	37.3906	LOC92973	26.3956
LOC93622	550.5171	LOC93622	285.3576
LOC96610	1807.7725	LOC96610	606.5632
LOH12CR1	123.3095	LOH12CR1	107.0091
LOH12CR2	43.755	LOH12CR2	38.5233
LOH3CR2A	75.5768	LOH3CR2A	99.1618
LONP1	1173.4288	LONP1	2116.6399
LONP2	2955.4495	LONP2	1782.0581
LONRF1	336.5155	LONRF1	1485.2862
LONRF2	1026.253	LONRF2	94.168
LONRF3	56.4837	LONRF3	97.0216
removed	removed	LOXHD1	19.2616
LOXL1	1551.3126	LOXL1	221.8655
LOXL2	1653.7947	LOXL2	1040.0999
LOXL3	41.8218	LOXL3	58.3628
LOXL4	58.0748	LOXL4	175.4949
LOX	2581.5434	LOX	540.7526
LPAR1	349.2442	LPAR1	756.911
LPAR2	182.1798	LPAR2	34.9563
LPAR3	8.751	removed	removed
LPAR4	8.751	removed	removed
LPAR5	50.9149	LPAR5	13.5545
LPAR6	879.8727	LPAR6	1004.4587
LPCAT1	521.0819	LPCAT1	480.8275
LPCAT2	249.8011	LPCAT2	402.3542
LPCAT3	1583.93	LPCAT3	1189.9411
LPCAT4	103.4208	LPCAT4	436.5971
LPGAT1	1770.0875	LPGAT1	1697.1643
LPHN1	909.2601	LPHN1	738.9977
LPHN2	911.6945	LPHN2	2160.8703
LPHN3	38.1862	LPHN3	116.2832
LPIN1	963.4049	LPIN1	10406.2779
LPIN2	1065.2347	LPIN2	1433.2085
LPIN3	263.7152	LPIN3	569.1742
LPL	7812.2514	LPL	70300.6956
LPPR2	562.4503	LPPR2	202.6039
LPPR4	56.4837	LPPR4	158.3735
LPP	1182.9753	LPP	375.9586
LPXN	271.2808	LPXN	147.6726
LQK1	42.1639	LQK1	42.8036
LRAT	153.5402	removed	removed
LRBA	5766.9053	LRBA	641.3412
LRCH1	556.8815	LRCH1	634.2072
LRCH2	75.5768	LRCH2	91.3144
LRCH3	345.2665	LRCH3	354.5568
LRCH4	308.6714	LRCH4	421.6158
LRDD	137.6293	LRDD	260.3888
LRFN1	45.3461	LRFN1	30.6759
LRFN3	166.2689	LRFN3	129.1243
LRFN4	66.0302	LRFN4	302.479
LRFN5	11.1376	LRFN5	13.5545
LRG1	31.0263	LRG1	29.9625
LRGUK	28.6396	removed	removed
LRIG1	6632.3946	LRIG1	8147.7938
LRIG2	271.2808	LRIG2	170.5012
LRIG3	491.6468	LRIG3	1097.9133
LRIT3	31.0263	removed	removed
LRMP	67.6213	LRMP	191.1896
LRP10	4639.6181	LRP10	4045.6572
LRP11	830.5489	LRP11	1375.4236
LRP12	306.2848	LRP12	240.4138
LRP1B	1403.3413	LRP1B	830.3906
LRP1	12470.9626	LRP1	46792.224
LRP2BP	50.9149	LRP2BP	17.8348
LRP2	329.3556	removed	removed
LRP3	410.008	LRP3	2096.5793
LRP4	69.1329	LRP4	59.9251
LRP5L	81.1456	LRP5L	52.0778
LRP5	1510.7399	LRP5	2878.5447
LRP6	1575.9745	LRP6	800.428
LRP8	27.0485	LRP8	17.8348
LRPAP1	1401.7502	LRPAP1	2981.2734
LRPPRC	4906.1257	LRPPRC	5144.2839
LRRC10B	6.3644	LRRC10B	12.1277
LRRC14	390.3739	LRRC14	415.8231
LRRC15	6228.3214	LRRC15	17.1215
LRRC16A	850.4375	LRRC16A	120.5636
LRRC16B	6.3644	removed	removed
LRRC17	1027.0485	LRRC17	94.168
LRRC1	1741.4479	LRRC1	144.819
LRRC20	105.0119	LRRC20	112.0029
LRRC23	210.0239	LRRC23	102.7287
removed	removed	LRRC24	24.341
LRRC25	59.6659	LRRC25	59.2117
LRRC26	59.6659	removed	removed
LRRC27	234.6858	LRRC27	144.819
LRRC28	179.7932	LRRC28	314.6067
LRRC29	11.9332	LRRC29	51.3644
LRRC2	13.5243	LRRC2	214.7316
LRRC31	190.1352	removed	removed
LRRC32	1562.4503	LRRC32	1812.0207
LRRC33	60.4614	LRRC33	263.2424
LRRC34	46.1416	LRRC34	150.5261
LRRC37A2	101.2888	LRRC37A2	64.1341
LRRC37A3	220.366	LRRC37A3	52.7912
LRRC37A4	119.9761	LRRC37A4	156.9467
LRRC37A	455.0517	LRRC37A	221.8655
LRRC37B2	330.1512	LRRC37B2	348.8497
LRRC37B	109.7852	LRRC37B	119.1368
removed	removed	LRRC3B	20.6884
LRRC3	40.5728	LRRC3	146.2458
LRRC40	502.7844	LRRC40	376.672
LRRC41	2028.6396	LRRC41	2073.8363
LRRC42	893.397	LRRC42	337.4353
LRRC43	5.5688	removed	removed
LRRC45	186.9531	LRRC45	127.6975
LRRC46	143.1981	LRRC46	6.4205
LRRC47	942.7208	LRRC47	1598.0025
LRRC48	76.3723	LRRC48	8.5607
LRRC49	171.8377	LRRC49	82.7537
removed	removed	LRRC4B	18.5482
LRRC4C	91.4877	LRRC4C	24.9688
LRRC4	54.0971	LRRC4	44.9438
LRRC50	33.4129	removed	removed
LRRC55	19.0931	removed	removed
LRRC56	279.2363	LRRC56	7.8473
LRRC57	316.6269	LRRC57	273.2299
LRRC58	1686.5553	LRRC58	1186.3742
LRRC59	2850.1432	LRRC59	1067.6226
LRRC61	85.1233	LRRC61	196.8967
LRRC66	8.751	removed	removed
LRRC6	192.5219	LRRC6	17.1215
LRRC70	80.2387	LRRC70	149.7771
LRRC8A	1229.1169	LRRC8A	1696.4509
LRRC8B	887.8282	LRRC8B	547.8866
LRRC8C	463.0072	LRRC8C	906.0103
LRRC8D	805.887	LRRC8D	369.5381
LRRC8E	423.2299	LRRC8E	8.5607
LRRCC1	770.8831	LRRCC1	311.0398
LRRFIP1	5896.5792	LRRFIP1	1999.6433
LRRFIP2	1016.7064	LRRFIP2	876.0478
LRRIQ1	80.35	removed	removed
LRRIQ3	19.0931	LRRIQ3	41.3769
LRRK1	485.2824	LRRK1	138.3984
LRRK2	134.4471	LRRK2	466.5597
LRRN1	427.2076	removed	removed
LRRN2	239.459	LRRN2	57.7849
LRRN3	53.3015	LRRN3	94.8814
LRRN4CL	71.599	LRRN4CL	757.6244
LRRTM2	11.1376	LRRTM2	32.8161
LRSAM1	354.813	LRSAM1	273.9433
LRTOMT	277.4463	LRTOMT	185.3897
LRWD1	101.0342	LRWD1	196.8967
LSAMP	27.8441	removed	removed
LSG1	1319.0135	LSG1	618.5126
LSM10	311.0581	LSM10	429.4632
LSM11	260.1432	LSM11	125.5573
LSM12	1142.4025	LSM12	809.7022
LSM14A	3526.6508	LSM14A	2825.0401
LSM14B	1045.3461	LSM14B	1068.6642
LSM1	313.4447	LSM1	472.2668
LSM2	439.9364	LSM2	403.781
LSM3	782.0207	LSM3	917.4246
LSM4	791.5672	LSM4	668.4502
LSM5	605.4097	LSM5	500.8026
LSM6	164.6778	LSM6	775.4592
LSM7	206.8417	LSM7	312.4666
LSMD1	246.6189	LSMD1	514.7352
LSP1	654.7335	LSP1	1219.1903
LSR	1031.0263	LSR	375.2452
LSS	1007.9554	LSS	4707.6868
LST1	29.4352	LST1	43.517
LTA4H	1961.0183	LTA4H	1710.0054
LTB4R2	49.3397	LTB4R2	40.1998
LTB4R	122.6969	LTB4R	116.8183
LTBP1	1155.1313	LTBP1	756.911
LTBP2	4535.4018	LTBP2	4772.6057
LTBP3	1713.7709	LTBP3	2035.7696
LTBP4	447.8918	LTBP4	4260.3888
LTBR	1006.3644	LTBR	1488.1398
LTB	12.7287	LTB	25.6822
removed	removed	LTC4S	69.0423
LTF	1317.4224	LTF	961.6551
removed	removed	LTK	6.4205
LTV1	335.72	LTV1	562.8678
LUC7L2	1624.5028	LUC7L2	1737.8277
LUC7L3	2518.6953	LUC7L3	1554.4855
LUC7L	838.5044	LUC7L	608.5251
LUM	24914.0811	LUM	3803.8167
LUZP1	1385.8393	LUZP1	1027.2873
LUZP2	51.7104	removed	removed
LUZP6	2868.7351	LUZP6	3514.1787
LXN	388.2259	LXN	210.4512
LY6E	694.5107	LY6E	1256.2868
LY6G5B	19.8886	LY6G5B	42.611
LY6G5C	22.2753	LY6G5C	27.109
LY6G6C	5.5688	removed	removed
LY6H	8.751	removed	removed
LY6K	15.9109	LY6K	136.9716
LY75	123.3095	LY75	126.9841
LY86	49.3238	LY86	21.4018
LY96	79.5545	LY96	87.7475
LY9	7.9554	removed	removed
LYAR	136.0382	LYAR	269.6629
LYG1	6.3644	LYG1	5.7072
LYL1	27.8441	LYL1	134.8315
LYNX1	80.35	LYNX1	674.1573
LYN	346.0621	LYN	273.9433
LYPD1	15.4256	removed	removed
LYPD3	1299.1249	LYPD3	11.4143
LYPD5	25.4574	removed	removed
LYPD6B	338.9021	removed	removed
LYPD6	600.6364	LYPD6	12.8411
LYPLA1	1902.148	LYPLA1	962.3685
LYPLA2P1	109.7852	LYPLA2P1	41.3769
LYPLA2	977.7247	LYPLA2	577.8491
LYPLAL1	375.4972	LYPLAL1	432.3167
LYRM1	520.2864	LYRM1	1142.1437
LYRM2	708.393	LYRM2	882.4612
LYRM4	228.3214	LYRM4	508.6499
LYRM5	448.6874	LYRM5	520.0642
LYRM7	385.0438	LYRM7	642.768
LYSMD1	243.4368	LYSMD1	247.5477
LYSMD2	64.4391	LYSMD2	114.143
LYSMD3	968.1782	LYSMD3	530.7651
LYSMD4	122.5935	LYSMD4	186.1174
LYST	2406.5235	LYST	1194.9349
LYVE1	38.1862	LYVE1	1440.3424
LYZ	348.4487	LYZ	349.563
LZIC	550.5171	LZIC	305.3326
LZTFL1	1221.957	LZTFL1	316.7469
LZTR1	642.0048	LZTR1	1151.4179
LZTS1	283.214	LZTS1	81.3269
LZTS2	1097.852	LZTS2	2566.7915
M6PR	3042.3469	M6PR	2014.7316
MAB21L1	40.5728	MAB21L1	273.2299
removed	removed	MAB21L2	17.1215
MACC1	556.0859	MACC1	8.5607
MACF1	7575.179	MACF1	3942.9285
MACROD1	40.5728	MACROD1	418.7623
MACROD2	67.6213	MACROD2	60.6385
MAD1L1	229.9125	MAD1L1	396.647
MAD2L1BP	381.066	MAD2L1BP	318.8871
MAD2L1	64.4391	MAD2L1	53.5045
MAD2L2	232.2991	MAD2L2	365.2577
MADD	1287.1917	MADD	909.5773
MAEA	924.4232	MAEA	1146.4241
MAF1	1007.1599	MAF1	3042.6253
MAFB	1587.9077	MAFB	1809.8805
MAFF	221.1615	MAFF	987.3373
MAFG	385.0438	MAFG	649.1885
MAFK	333.4845	MAFK	898.484
MAF	694.5107	MAF	1489.5666
MAGED1	4991.249	MAGED1	1022.2936
MAGED2	22070.8035	MAGED2	2417.6922
MAGED4B	76.2291	MAGED4B	95.2238
MAGED4	44.6937	MAGED4	36.7541
MAGEE1	108.9897	MAGEE1	87.7475
MAGEF1	741.4479	MAGEF1	319.6005
MAGEH1	439.9364	MAGEH1	477.2606
MAGEL2	41.3683	MAGEL2	22.8286
MAGI1	941.9252	MAGI1	782.5932
MAGI2	182.1798	MAGI2	608.5251
MAGI3	2103.4208	MAGI3	318.8871
MAGIX	38.1862	MAGIX	8.5607
MAGOHB	220.366	MAGOHB	191.1896
MAGOH	373.9061	MAGOH	479.4007
MAGT1	3005.5688	MAGT1	1249.1528
MAK16	345.1154	MAK16	314.1359
MAK	54.0971	MAK	5.7072
MAL2	6319.0135	MAL2	806.8486
MALAT1	2841.8934	MALAT1	1578.7551
MALL	264.9165	MALL	397.3604
MALT1	420.0477	MALT1	339.5755
removed	removed	MAL	16.4081
MAMDC2	100.1909	MAMDC2	1164.2162
MAMDC4	7.1599	MAMDC4	57.7849
MAML1	1412.3469	MAML1	1023.8773
MAML2	242.6412	MAML2	520.0642
MAML3	376.2928	MAML3	289.638
MAMLD1	163.0867	MAMLD1	861.7799
MAMSTR	7.1599	MAMSTR	21.4018
MAN1A1	1763.7232	MAN1A1	3845.1935
MAN1A2	1554.4948	MAN1A2	558.5875
MAN1B1	1719.9682	MAN1B1	1159.2652
MAN1C1	310.2625	MAN1C1	377.3854
MAN2A1	758.1543	MAN2A1	559.3009
MAN2A2	1389.817	MAN2A2	4538.6124
MAN2B1	1326.969	MAN2B1	1905.4753
MAN2B2	1808.2737	MAN2B2	1408.2397
MAN2C1	638.8226	MAN2C1	1721.4197
MANBAL	1013.5243	MANBAL	1167.1125
MANBA	674.6221	MANBA	578.5625
MANEAL	392.2037	MANEAL	31.3893
MANEA	362.7685	MANEA	809.7022
MANF	984.0891	MANF	455.8587
MANSC1	2303.1026	MANSC1	404.4944
MAOA	2748.6078	MAOA	31728.1969
MAOB	501.1933	MAOB	4655.6091
MAP1A	848.8465	MAP1A	749.7771
MAP1B	1882.2593	MAP1B	1485.2862
MAP1D	58.8703	MAP1D	102.7287
MAP1LC3A	262.5298	MAP1LC3A	481.5409
MAP1LC3B2	214.0016	MAP1LC3B2	420.189
MAP1LC3B	1599.8409	MAP1LC3B	2874.2643
MAP1LC3C	23.0708	MAP1LC3C	579.2759
MAP1S	298.3294	MAP1S	652.7555
MAP2K1	1096.0143	MAP2K1	1745.3683
MAP2K2	895.7836	MAP2K2	1633.6722
MAP2K3	474.9403	MAP2K3	588.55
removed	removed	MAP2K4	756.911
MAP2K5	313.4447	MAP2K5	703.4065
MAP2K6	147.9714	MAP2K6	92.0278
MAP2K7	474.9403	MAP2K7	1198.5019
MAP2	170.2466	MAP2	380.9524
MAP3K10	133.6516	MAP3K10	286.071
MAP3K11	682.5776	MAP3K11	2176.565
MAP3K12	204.1527	MAP3K12	208.4823
MAP3K13	108.9897	MAP3K13	14.2679
MAP3K14	248.0986	MAP3K14	222.5789
MAP3K1	5661.8934	MAP3K1	537.8991
MAP3K2	1336.5155	MAP3K2	460.1391
MAP3K3	755.171	MAP3K3	1676.5614
MAP3K4	498.8067	MAP3K4	813.9825
MAP3K5	553.6993	MAP3K5	3229.5345
MAP3K6	719.1726	MAP3K6	1141.4304
MAP3K7	561.6547	MAP3K7	516.4972
MAP3K8	182.9753	MAP3K8	501.516
MAP3K9	132.0605	MAP3K9	14.9813
MAP4K1	6.3644	MAP4K1	9.2741
MAP4K2	125.6961	MAP4K2	309.613
MAP4K3	1332.5378	MAP4K3	637.0608
MAP4K4	2388.2259	MAP4K4	2954.1644
MAP4K5	1475.7359	MAP4K5	910.2907
MAP4	5497.2156	MAP4	8136.2582
MAP6D1	43.755	MAP6D1	24.2554
MAP6	114.5585	MAP6	74.193
MAP7D1	1627.685	MAP7D1	4849.6522
MAP7D2	6.3644	removed	removed
MAP7D3	212.4105	MAP7D3	797.5745
MAP7	827.3667	MAP7	243.9807
MAP9	887.8282	MAP9	163.3672
MAPK10	102.6253	MAPK10	1162.8322
MAPK11	347.6531	MAPK11	1687.1767
MAPK12	57.3667	MAPK12	715.6911
MAPK13	665.0756	MAPK13	251.1147
MAPK14	1451.8695	MAPK14	2561.0844
MAPK1IP1L	2782.0207	MAPK1IP1L	1607.99
MAPK1	3572.7924	MAPK1	2362.0474
MAPK3	1809.8648	MAPK3	1953.1157
MAPK4	8.751	MAPK4	18.5482
MAPK6	1158.3134	MAPK6	525.7714
MAPK7	152.7844	MAPK7	332.998
MAPK8IP1	81.1456	MAPK8IP1	279.6504
MAPK8IP2	372.315	MAPK8IP2	205.4575
MAPK8IP3	575.9745	MAPK8IP3	528.6249
MAPK8	274.463	MAPK8	216.1584
MAPK9	1475.7359	MAPK9	920.2782
MAPKAP1	1393.7947	MAPKAP1	1757.0894
MAPKAPK2	3392.2037	MAPKAPK2	2394.1502
MAPKAPK3	684.1687	MAPKAPK3	837.5245
MAPKAPK5	515.4415	MAPKAPK5	433.7435
MAPKBP1	417.6611	MAPKBP1	440.8775
MAPKSP1	1259.3477	MAPKSP1	768.3253
MAPRE1	2933.1742	MAPRE1	1694.3107
MAPRE2	481.3047	MAPRE2	629.2135
MAPRE3	202.0684	MAPRE3	608.5251
MAPT	2774.0652	MAPT	608.5251
MARCH11	7.1599	removed	removed
MARCH1	37.3906	MARCH1	11.4143
MARCH2	420.0477	MARCH2	1158.5518
MARCH3	42.1639	MARCH3	273.9433
MARCH5	1785.2029	MARCH5	1163.5456
MARCH6	2728.7192	MARCH6	2261.4589
MARCH7	2724.7414	MARCH7	1835.5627
MARCH8	861.5752	MARCH8	361.6907
MARCH9	299.1249	MARCH9	111.2895
MARCKSL1	4361.973	MARCKSL1	216.8718
MARCKS	2125.6961	MARCKS	1442.4826
removed	removed	MARCO	109.1493
MARK1	106.603	MARK1	510.0767
MARK2	686.5553	MARK2	546.4598
MARK3	1167.86	MARK3	1314.0717
MARK4	809.0692	MARK4	805.4218
MARS2	194.9085	MARS2	98.4484
MARS	1611.9252	MARS	872.4808
MARVELD1	1137.852	MARVELD1	456.6149
MARVELD2	571.9968	MARVELD2	5.7072
MARVELD3	310.358	removed	removed
removed	removed	MASP1	87.0341
MASP2	22.2753	MASP2	14.2679
MAST1	50.1193	removed	removed
MAST2	1058.0748	MAST2	635.634
MAST3	260.1432	MAST3	367.3979
MAST4	1108.1941	MAST4	1403.2459
MASTL	343.6754	MASTL	291.7781
MAT2A	4774.0652	MAT2A	2197.9668
MAT2B	1410.5012	MAT2B	1822.0082
MATK	13.5243	MATK	9.9875
MATN2	421.6388	MATN2	3037.6315
MATN3	1339.6977	MATN3	256.1084
removed	removed	MATN4	7.8473
MATR3	10271.2808	MATR3	6236.4901
MAVS	2461.4161	MAVS	5876.9395
MAX	1364.3596	MAX	1101.4803
MAZ	3054.5346	MAZ	2591.8245
MBD1	1008.751	MBD1	1013.7328
MBD2	3270.4853	MBD2	1969.6808
MBD3	594.2721	MBD3	1518.1024
MBD4	1145.5847	MBD4	577.8491
MBD5	342.0843	MBD5	289.638
MBD6	1322.9912	MBD6	1111.4678
MBIP	411.2967	MBIP	536.4723
removed	removed	MBL1P	6.4205
MBLAC1	12.7287	MBLAC1	44.9438
MBLAC2	247.4145	MBLAC2	208.311
MBNL1	3341.599	MBNL1	5085.9711
MBNL2	1826.5712	MBNL2	1910.4691
MBNL3	25.4574	MBNL3	59.2117
MBOAT1	854.4153	MBOAT1	197.6101
MBOAT2	2743.8345	MBOAT2	60.6385
MBOAT7	1179.7932	MBOAT7	391.6533
MBP	287.9873	MBP	368.8247
MBTD1	754.9722	MBTD1	730.5154
MBTPS1	3594.2721	MBTPS1	2668.8068
MBTPS2	867.9395	MBTPS2	609.2385
MB	238.6635	removed	removed
MC1R	49.5863	MC1R	17.1215
MCAM	2445.5052	MCAM	13449.6166
MCART1	279.2363	MCART1	425.8962
MCART2	14.3198	MCART2	7.1339
MCART6	5.5688	removed	removed
MCAT	305.4893	MCAT	383.0926
MCCC1	541.7661	MCCC1	3391.4749
MCCC2	20864.7574	MCCC2	3422.1509
MCC	1215.5927	MCC	1200.6421
MCEE	210.0239	MCEE	307.4728
MCF2L	785.9984	MCF2L	1316.2119
MCFD2	3022.2753	MCFD2	2626.7166
MCL1	10572.7924	MCL1	6835.741
MCM10	11.9332	MCM10	10.7009
MCM2	300.716	MCM2	159.8002
MCM3APAS	12.4503	MCM3APAS	18.2843
MCM3AP	2155.4097	MCM3AP	1790.1694
MCM3	1929.1965	MCM3	1122.8821
MCM4	1410.5012	MCM4	258.2486
MCM5	378.6794	MCM5	634.9206
MCM6	502.7844	MCM6	627.7867
MCM7	496.2609	MCM7	1842.8036
MCM8	190.9308	MCM8	153.3797
MCM9	52.506	MCM9	23.542
MCOLN1	271.2808	MCOLN1	583.5563
MCOLN2	73.9857	MCOLN2	9.2741
MCOLN3	31.8218	MCOLN3	145.5324
MCPH1	365.1551	MCPH1	390.1338
MCRS1	600.6364	MCRS1	749.0637
MCTP1	128.0827	MCTP1	185.4824
MCTP2	29.4352	MCTP2	32.1027
MCTS1	997.6134	MCTS1	738.3628
MDC1	708.8305	MDC1	580.7027
MDFIC	1034.2084	MDFIC	4691.2788
MDFI	245.8234	MDFI	1845.5502
MDGA1	80.35	MDGA1	116.2832
MDH1B	67.6213	MDH1B	8.5607
MDH1	3031.0263	MDH1	4761.9048
MDH2	3076.3723	MDH2	4917.4246
MDK	992.8401	MDK	234.7066
MDM1	350.0398	MDM1	245.4075
MDM2	2258.5521	MDM2	1179.2402
MDM4	941.1297	MDM4	629.9269
MDN1	824.9801	MDN1	802.5682
MDP1	153.4845	MDP1	248.7462
ME1	299.1249	ME1	2176.565
ME2	472.5537	ME2	808.9888
ME3	120.9228	ME3	529.3383
MEA1	938.4885	MEA1	1099.2973
MEAF6	1855.2108	MEAF6	1193.5081
MECOM	295.1472	MECOM	609.9518
MECP2	1342.8799	MECP2	1777.0644
MECR	254.5744	MECR	605.6715
MED10	230.708	MED10	576.4223
MED11	138.4248	MED11	356.697
MED12L	50.1193	removed	removed
MED12	1002.3866	MED12	1391.1182
MED13L	5083.5322	MED13L	4375.2452
MED13	2728.7192	MED13	1791.3323
MED14	1513.922	MED14	863.9201
MED15	1112.9674	MED15	1637.9526
MED16	604.6142	MED16	1002.3185
MED17	737.4702	MED17	475.1204
MED18	413.6834	MED18	261.1022
MED19	332.5378	MED19	181.9155
MED1	2219.5704	MED1	1091.4928
MED20	610.9785	MED20	270.3763
MED21	732.6969	MED21	345.9961
MED22	640.4137	MED22	586.4098
removed	removed	MED23	586.4098
MED24	962.6094	MED24	906.0103
MED25	459.825	MED25	704.1199
MED26	243.4686	MED26	331.0148
MED27	198.0907	MED27	201.8905
MED28	587.1122	MED28	668.4502
MED29	1766.9053	MED29	1312.6449
MED30	102.6253	MED30	237.5602
MED31	103.4049	MED31	117.0894
MED4	1167.0644	MED4	1112.1812
MED6	400.1591	MED6	267.5227
MED7	280.8274	MED7	248.9745
MED8	783.6118	MED8	839.6647
MED9	273.6675	MED9	420.189
MEF2A	2021.4002	MEF2A	1961.9119
removed	removed	MEF2B	298.8907
MEF2C	695.3063	MEF2C	1305.511
MEF2D	1472.5537	MEF2D	1684.3232
MEFV	7.9554	removed	removed
MEG3	79.5545	MEG3	170.5012
MEGF10	31.8218	MEGF10	7.8473
MEGF6	595.0676	MEGF6	346.7095
MEGF8	952.2673	MEGF8	1769.9304
MEGF9	6207.6372	MEGF9	869.6273
MEI1	7.9554	MEI1	5.7072
MEIS1	181.3842	MEIS1	291.7781
MEIS2	196.4996	MEIS2	415.9087
MEIS3P1	736.6746	MEIS3P1	660.6028
MEIS3	521.0819	MEIS3	55.6447
MELK	23.0708	removed	removed
MEMO1	392.3866	MEMO1	335.0526
MEN1	410.5012	MEN1	589.9768
MEOX1	108.1941	MEOX1	987.3373
MEOX2	157.5179	MEOX2	837.5245
MEPCE	656.3246	MEPCE	1119.3151
MERTK	108.1941	MERTK	176.2083
MESDC1	319.0135	MESDC1	542.1794
MESDC2	1582.3389	MESDC2	1028.0007
MESP1	13.5243	MESP1	395.9337
MESTIT1	7.1599	MESTIT1	37.8099
MEST	521.0819	MEST	3464.9545
METAP1	797.136	METAP1	868.9139
METAP2	1727.9236	METAP2	1982.5218
METRNL	132.0605	METRNL	637.0608
METRN	315.8313	METRN	83.4671
METT10D	715.1949	METT10D	734.7958
METT11D1	366.7462	METT11D1	527.9115
METT5D1	812.2514	METT5D1	252.5415
METTL10	317.5259	METTL10	356.219
METTL11A	327.7566	METTL11A	395.9123
METTL12	32.8083	METTL12	114.4783
METTL13	873.5084	METTL13	751.2039
METTL14	522.673	METTL14	287.4978
METTL1	249.0056	METTL1	129.8377
METTL2A	448.6874	METTL2A	477.974
METTL2B	203.6595	METTL2B	343.8559
METTL3	553.6834	METTL3	505.3612
METTL4	258.5521	METTL4	171.2146
METTL5	492.0446	METTL5	924.5372
METTL6	374.7017	METTL6	166.9342
METTL7A	2333.3333	METTL7A	9160.692
removed	removed	METTL7B	17.8348
METTL8	630.0716	METTL8	290.3513
METTL9	2014.3198	METTL9	2540.3959
MET	514.7176	MET	3438.5589
MEX3A	325.3779	MEX3A	5.7072
MEX3B	66.0302	MEX3B	88.4609
MEX3C	1153.5402	MEX3C	883.1817
MEX3D	408.1146	MEX3D	328.8746
MFAP1	1217.1838	MFAP1	636.3474
MFAP2	1031.0263	MFAP2	182.6289
MFAP3L	299.9204	MFAP3L	101.3019
MFAP3	2453.4606	MFAP3	787.5869
MFAP4	1790.7319	MFAP4	5754.2286
MFAP5	1683.3731	MFAP5	4541.466
MFF	1073.1901	MFF	1435.3487
MFGE8	1410.5012	MFGE8	7107.5441
MFHAS1	123.3095	MFHAS1	156.9467
MFI2	29.4352	MFI2	102.0153
MFN1	1089.101	MFN1	724.8083
MFN2	3556.8815	MFN2	2840.7348
MFNG	128.8783	MFNG	465.5538
MFRP	891.0103	MFRP	439.4507
MFSD10	473.3492	MFSD10	673.4439
MFSD11	449.3795	MFSD11	383.0712
MFSD1	1856.0064	MFSD1	960.9417
MFSD2A	28.6396	removed	removed
MFSD2B	5.5688	MFSD2B	7.1339
MFSD3	126.4916	MFSD3	139.8252
MFSD4	50.9149	MFSD4	185.4824
MFSD5	700.8751	MFSD5	397.3604
MFSD6L	10.3421	removed	removed
MFSD6	1132.0605	MFSD6	661.3162
MFSD7	143.1981	MFSD7	132.3845
MFSD8	375.4972	MFSD8	367.3979
MFSD9	146.3803	MFSD9	264.6692
