gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
NAP1L5	254.7548	NAP1L5	209.3841
removed	removed	NAP1L6	8.8942
NAPA	7607.5526	NAPA	2373.8526
NAPB	285.7858	NAPB	181.5898
NAPEPLD	971.5465	NAPEPLD	425.1758
NAPG	1369.8699	NAPG	748.5945
NAPRT1	388.3884	NAPRT1	429.5154
NAPSB	42.5425	NAPSB	20.0119
NARFL	259.2593	NARFL	302.7731
NARF	346.3463	NARF	719.6884
NARG2	908.9089	NARG2	1521.2775
NARS2	1095.5956	NARS2	373.1855
NARS	6830.8308	NARS	3530.9944
NASP	591.5916	NASP	1277.799
NAT10	1543.5435	NAT10	870.1485
NAT14	166.1662	NAT14	20.7531
NAT15	676.1762	NAT15	848.6542
NAT1	148.6486	NAT1	56.7005
NAT6	190.961	NAT6	148.7146
removed	removed	NAT8L	1988.9638
NAT9	156.1562	NAT9	276.0906
NAV1	1156.6567	NAV1	3677.7486
NAV2	2680.6807	NAV2	878.8277
NAV3	130.6306	NAV3	380.5973
NBAS	1166.6667	NBAS	2018.9817
NBEAL1	83.0831	NBEAL1	675.9586
NBEAL2	608.6086	NBEAL2	526.6103
NBEA	21.021	NBEA	386.5268
NBL1	177.2272	NBL1	2202.3873
removed	removed	NBLA00301	46.6945
NBN	1997.4975	NBN	2680.4873
NBPF10	453.7688	NBPF10	2952.6125
NBPF14	802.2172	NBPF14	1001.9678
NBPF15	295.8158	NBPF15	221.9435
NBPF16	114.6146	NBPF16	36.6885
NBPF1	544.5445	NBPF1	1059.8913
NBPF3	118.1181	NBPF3	293.5084
NBPF7	6.5065	removed	removed
NBPF9	445.4104	NBPF9	328.4292
NBR1	2963.964	NBR1	4537.1499
NBR2	198.1982	NBR2	154.5366
NCALD	6805.3053	NCALD	794.9185
NCAM1	33.5335	NCAM1	282.3906
removed	removed	NCAM2	91.5361
NCAN	36.5365	removed	removed
NCAPD2	1369.8699	NCAPD2	944.2668
NCAPD3	518.5185	NCAPD3	574.046
NCAPG2	496.997	NCAPG2	276.0906
NCAPG	237.5976	NCAPG	27.8981
NCAPH2	491.992	NCAPH2	584.4226
NCAPH	129.1291	NCAPH	15.5648
NCBP1	1306.5115	NCBP1	858.1228
NCBP2	2866.3664	NCBP2	1729.5498
NCCRP1	65.5656	removed	removed
NCDN	143.6436	NCDN	255.708
NCEH1	166.1662	NCEH1	189.3722
removed	removed	NCF1B	13.3413
removed	removed	NCF1	24.0884
NCF2	44.044	NCF2	107.4715
NCF4	21.5215	NCF4	79.3065
NCK1	953.954	NCK1	926.849
NCK2	1794.7948	NCK2	666.3233
NCKAP1L	71.0711	NCKAP1L	81.9007
NCKAP1	5689.1892	NCKAP1	5863.867
NCKAP5L	645.6456	NCKAP5L	555.887
NCKAP5	255.2553	NCKAP5	68.93
NCKIPSD	199.6997	NCKIPSD	567.3754
NCLN	666.1662	NCLN	806.4068
NCL	11923.4234	NCL	11098.4698
NCOA1	2817.8178	NCOA1	2580.057
NCOA2	694.6947	NCOA2	1065.0795
NCOA3	1603.6036	NCOA3	1102.5093
NCOA4	3269.2693	NCOA4	9680.9579
NCOA5	1812.8128	NCOA5	779.3536
NCOA6	2669.1692	NCOA6	1894.0924
NCOA7	9137.6376	NCOA7	1685.0789
NCOR1	1361.3614	NCOR1	2578.204
NCOR2	2169.6697	NCOR2	2318.0489
NCRNA00081	120.2553	NCRNA00081	244.7163
NCRNA00085	70.0701	NCRNA00085	46.6945
NCRNA00086	81.0811	NCRNA00086	55.5887
NCRNA00087	45.5455	NCRNA00087	65.5947
NCRNA00092	17.5175	NCRNA00092	9.6354
NCRNA00094	945.2903	NCRNA00094	617.2644
NCRNA00095	32.032	NCRNA00095	68.93
removed	removed	NCRNA00105	27.0532
NCRNA00107	8.008	NCRNA00107	5.5589
NCRNA00116	189.6897	NCRNA00116	151.5719
NCRNA00120	48.048	NCRNA00120	62.6299
NCRNA00152	159.6597	NCRNA00152	71.1535
NCRNA00160	11.011	removed	removed
NCRNA00162	16.5165	removed	removed
NCRNA00164	27.5275	removed	removed
NCRNA00167	10.01	removed	removed
NCRNA00171	24.6196	NCRNA00171	25.5967
NCRNA00174	213.7137	NCRNA00174	71.8947
NCRNA00181	48.7237	NCRNA00181	15.4981
NCRNA00182	52.5526	NCRNA00182	52.624
NCRNA00183	426.4264	NCRNA00183	319.4497
NCRNA00188	7807.8078	NCRNA00188	14031.3298
NCRNA00201	3539.2543	NCRNA00201	407.228
NCRNA00202	5.005	removed	removed
NCRNA00204B	13.5135	removed	removed
NCRNA00219	420.4204	NCRNA00219	316.1144
NCS1	817.3173	NCS1	134.5247
NCSTN	13594.5946	NCSTN	3201.0755
NDC80	276.7768	NDC80	8.8942
NDE1	293.1782	NDE1	276.7836
NDEL1	870.3704	NDEL1	1246.2987
NDFIP1	3191.6917	NDFIP1	4176.9351
NDFIP2	1303.8038	NDFIP2	768.2359
NDNL2	616.1161	NDNL2	385.0444
NDN	69.0691	NDN	2724.217
NDOR1	196.1962	NDOR1	194.9311
NDP	62.5626	NDP	16.306
NDRG1	1949.9499	NDRG1	9254.4073
NDRG2	7411.9119	NDRG2	4604.5976
NDRG3	3452.4525	NDRG3	783.0595
NDRG4	69.5696	NDRG4	284.9848
NDST1	3269.2693	NDST1	4896.6235
NDST2	171.6717	NDST2	413.5799
NDST3	15.5155	removed	removed
NDUFA10	2187.6877	NDUFA10	2768.3174
NDUFA11	1977.4775	NDUFA11	897.5723
NDUFA12	1230.2302	NDUFA12	841.2424
NDUFA13	1481.982	NDUFA13	1609.9563
NDUFA1	3969.4695	NDUFA1	1573.5309
NDUFA2	851.8519	NDUFA2	862.3661
NDUFA3	1578.5786	NDUFA3	705.6059
NDUFA4L2	141.1411	NDUFA4L2	378.7444
NDUFA4	26829.3293	NDUFA4	3747.0492
NDUFA5	4411.4114	NDUFA5	1395.647
NDUFA6	2315.3153	NDUFA6	1667.2905
NDUFA7	1332.3323	NDUFA7	431.3683
NDUFA8	2569.0691	NDUFA8	1052.1089
NDUFA9	1846.3463	NDUFA9	1705.832
NDUFAB1	1118.6186	NDUFAB1	1158.4686
NDUFAF1	488.989	NDUFAF1	476.2099
NDUFAF2	154.1542	NDUFAF2	257.561
NDUFAF3	1114.1141	NDUFAF3	968.7258
NDUFAF4	490.991	NDUFAF4	430.2566
NDUFB10	1087.5876	NDUFB10	1306.3345
NDUFB11	1859.8599	NDUFB11	1011.7144
NDUFB1	757.7578	NDUFB1	837.5365
NDUFB2	2606.0961	NDUFB2	1137.7117
NDUFB3	1130.6306	NDUFB3	802.7009
NDUFB4	3597.5976	NDUFB4	1549.813
NDUFB5	1679.1792	NDUFB5	2499.2681
NDUFB6	829.8298	NDUFB6	715.2413
NDUFB7	633.1331	NDUFB7	1033.9499
NDUFB8	863.1682	NDUFB8	1433.5771
NDUFB9	2673.6737	NDUFB9	2289.884
NDUFC1	1539.5395	NDUFC1	528.0927
NDUFC2	22264.2643	NDUFC2	2427.3734
NDUFS1	1103.1031	NDUFS1	3478.741
NDUFS2	3071.0711	NDUFS2	2594.8807
NDUFS3	4102.3674	NDUFS3	1427.3622
NDUFS4	411.9119	NDUFS4	1150.3156
NDUFS5	3101.1011	NDUFS5	2429.5969
NDUFS6	233.7337	NDUFS6	687.447
NDUFS7	142.1872	NDUFS7	567.6607
NDUFS8	508.5085	NDUFS8	873.4838
NDUFV1	750.7508	NDUFV1	2016.3875
NDUFV2	3645.6456	NDUFV2	2070.8645
NDUFV3	1187.6877	NDUFV3	960.5728
NEAT1	1215.7157	NEAT1	7720.9002
NEBL	4953.954	NEBL	303.8849
NEB	16.016	NEB	14.0825
NECAB1	25.025	NECAB1	114.1421
NECAB3	136.6366	NECAB3	290.9142
NECAP1	1151.6517	NECAP1	753.0416
NECAP2	1903.4034	NECAP2	1182.1864
NEDD1	436.9369	NEDD1	548.1046
NEDD4L	5704.7047	NEDD4L	1993.7815
NEDD4	355.3554	NEDD4	588.8697
NEDD8	1143.1431	NEDD8	1779.9503
NEDD9	955.956	NEDD9	2237.26
NEFH	7.5075	NEFH	10.7471
NEGR1	37.037	NEGR1	919.4371
NEIL1	179.1792	NEIL1	89.3125
NEIL2	470.4705	NEIL2	672.2527
NEIL3	44.044	removed	removed
NEK10	6.006	removed	removed
NEK11	321.8218	NEK11	142.3071
NEK1	489.99	NEK1	701.1588
NEK2	236.7367	NEK2	7.0412
NEK3	188.1882	NEK3	229.0255
NEK4	411.9119	NEK4	478.0628
NEK6	889.3894	NEK6	721.5414
NEK7	1696.1962	NEK7	4478.5965
NEK8	23.023	NEK8	25.5708
NEK9	858.3584	NEK9	3729.6314
NELF	538.5385	NELF	500.2983
NELL2	44.5445	NELL2	74.8595
NENF	5647.1471	NENF	893.8663
NEO1	2130.1301	NEO1	947.9727
NES	1098.0981	NES	2365.114
NET1	4260.2603	NET1	2885.7949
NETO2	663.1632	NETO2	24.8296
NEU1	2916.9169	NEU1	1075.8267
NEU3	47.5475	NEU3	55.5887
NEURL1B	238.2382	NEURL1B	1426.0355
NEURL2	10.01	NEURL2	9.0943
NEURL3	498.999	NEURL3	11.1177
NEURL4	81.5816	NEURL4	422.2147
NEXN	155.1552	NEXN	580.3461
removed	removed	NF1	2144.9827
NF2	1740.2402	NF2	849.3954
NFAM1	162.1622	NFAM1	38.1709
NFASC	1226.4364	NFASC	168.3745
NFAT5	2577.0771	NFAT5	2908.0303
NFATC1	2433.9339	NFATC1	838.6482
NFATC2IP	674.6747	NFATC2IP	695.6
removed	removed	NFATC2	56.3299
NFATC3	971.4715	NFATC3	1310.411
NFATC4	73.0731	NFATC4	420.9918
NFE2L1	2265.2653	NFE2L1	8775.9738
NFE2L2	3009.5095	NFE2L2	3509.4297
NFE2L3	656.1562	NFE2L3	150.8307
removed	removed	NFE2	8.153
NFIA	1238.7387	NFIA	4605.3387
NFIB	21917.4174	NFIB	7010.4766
NFIC	435.9359	NFIC	1833.686
NFIL3	432.4324	NFIL3	1947.087
NFIX	6789.2893	NFIX	8819.333
NFKB1	1555.5556	NFKB1	1337.8348
NFKB2	304.8048	NFKB2	397.6445
NFKBIA	1087.5876	NFKBIA	2100.5118
NFKBIB	123.6236	NFKBIB	197.1546
NFKBID	26.026	NFKBID	68.93
NFKBIE	281.2813	NFKBIE	67.077
NFKBIL1	168.6687	NFKBIL1	307.5908
NFKBIL2	101.5666	NFKBIL2	22.9767
NFKBIZ	2111.6116	NFKBIZ	5362.0863
NFRKB	215.2152	NFRKB	618.8876
NFS1	692.1922	NFS1	645.9407
NFU1	710.2102	NFU1	1497.5597
NFX1	1719.2192	NFX1	1427.1473
NFXL1	430.4304	NFXL1	196.7469
NFYA	3012.5125	NFYA	926.1078
NFYB	846.3463	NFYB	694.1176
NFYC	1361.7167	NFYC	874.1694
NGDN	290.7908	NGDN	506.5984
NGEF	151.6517	NGEF	12.6001
NGFRAP1	2184.1842	NGFRAP1	1309.6698
NGFR	94.5946	NGFR	63.3711
NGF	5.005	NGF	10.7471
NGLY1	663.1632	NGLY1	729.3238
NGRN	3215.6807	NGRN	2907.8154
NHEDC1	6.006	NHEDC1	9.2648
NHEDC2	310.8108	NHEDC2	161.9484
NHEJ1	228.7287	NHEJ1	276.8317
NHLH1	8.008	removed	removed
NHLRC1	178.6787	NHLRC1	54.8475
NHLRC2	41.5415	NHLRC2	340.944
NHLRC3	778.7788	NHLRC3	1411.9531
NHLRC4	8.008	NHLRC4	15.5648
NHP2L1	6015.015	NHP2L1	1645.7962
NHP2	1153.1532	NHP2	611.4757
NHSL1	593.0931	NHSL1	227.5431
NHSL2	16.016	NHSL2	112.2892
NHS	159.1592	NHS	353.9147
NICN1	290.1301	NICN1	387.0456
NID1	746.2462	NID1	5880.1619
NID2	150.1502	NID2	1052.1089
NIF3L1	655.6557	NIF3L1	428.4036
NINJ1	3250.7508	NINJ1	712.6472
NINJ2	256.8569	NINJ2	151.2198
NINL	130.6306	NINL	171.5838
NIN	606.6066	NIN	1315.2287
NIP7	1250.2503	NIP7	363.1795
NIPA1	321.8218	NIPA1	470.651
NIPA2	1592.5926	NIPA2	766.0123
NIPAL1	358.8589	NIPAL1	28.9061
NIPAL2	211.2112	NIPAL2	194.1899
NIPAL3	5728.2282	NIPAL3	782.3183
NIPAL4	218.2182	removed	removed
NIPBL	1217.7177	NIPBL	2682.7108
NIPSNAP1	2275.7758	NIPSNAP1	478.4334
NIPSNAP3A	744.2442	NIPSNAP3A	834.2011
NIPSNAP3B	38.5385	NIPSNAP3B	859.6533
NISCH	1183.6837	NISCH	1711.3909
NIT1	442.3073	NIT1	711.6095
NIT2	950.951	NIT2	759.3417
NKAIN1	9.009	removed	removed
NKAIN2	5.005	NKAIN2	24.8296
NKAIN3	6.006	removed	removed
removed	removed	NKAPL	111.1774
NKAP	359.8599	NKAP	349.8382
removed	removed	NKD1	18.5296
NKG7	12.012	NKG7	65.2241
NKIRAS1	307.3073	NKIRAS1	501.0395
NKIRAS2	763.2633	NKIRAS2	902.3899
NKRF	529.5295	NKRF	305.3673
NKTR	3584.0841	NKTR	1703.979
NKX2-2	5.5055	removed	removed
NKX3-1	244.7447	NKX3-1	61.1476
NKX3-2	54.0541	removed	removed
NLE1	135.1351	NLE1	352.4324
removed	removed	NLGN1	130.0776
NLGN2	220.2202	NLGN2	423.2153
NLGN3	10.5105	NLGN3	24.0884
NLGN4X	916.4164	NLGN4X	286.0965
NLK	296.2963	NLK	263.1199
NLN	266.7668	NLN	279.7965
NLRC3	123.1231	NLRC3	67.4476
NLRC4	18.018	NLRC4	15.9354
NLRC5	101.6016	NLRC5	512.5278
NLRP11	61.0611	removed	removed
NLRP1	48.5485	NLRP1	838.2776
NLRP2	697.1972	NLRP2	20.3825
NLRP3	13.013	NLRP3	74.4889
NLRP9	13.5135	removed	removed
NLRX1	284.2843	NLRX1	764.9006
NMB	355.8559	NMB	1221.0985
NMD3	1571.0711	NMD3	1602.0664
NME1-NME2	11.001	NME1-NME2	16.2282
NME1	1162.9479	NME1	478.8559
NME2P1	118.6186	NME2P1	32.9826
NME2	8024.2492	NME2	3403.1663
NME3	458.4585	NME3	210.4959
NME4	3637.6376	NME4	1874.8217
NME5	134.6346	NME5	31.8709
NME6	184.1842	NME6	197.8958
NME7	275.005	NME7	188.7496
NMI	847.8478	NMI	318.338
NMNAT1	291.2913	NMNAT1	410.6152
NMNAT2	16.016	NMNAT2	1388.6058
NMNAT3	356.3564	NMNAT3	404.3152
NMRAL1	1204.7047	NMRAL1	226.8019
NMT1	1834.8348	NMT1	3650.6954
NMT2	296.2963	NMT2	1976.7343
NMUR1	14.5145	NMUR1	412.4682
NMU	15.5155	removed	removed
removed	removed	NNAT	4676.8629
NNMT	366.3664	NNMT	2172.0359
NNT	334.8348	NNT	2805.3765
NOB1	860.3604	NOB1	723.3943
NOC2L	1066.3514	NOC2L	1075.0225
NOC3L	222.2222	NOC3L	338.7205
NOC4L	255.2553	NOC4L	139.3423
NOD1	462.963	NOD1	451.3803
NOD2	282.2823	NOD2	13.7119
removed	removed	NODAL	10.3766
NOL10	1091.0911	NOL10	844.5777
NOL11	567.5676	NOL11	772.3124
NOL12	376.8769	NOL12	129.707
NOL3	637.0671	NOL3	429.5154
NOL6	1084.5846	NOL6	573.6754
NOL7	701.2012	NOL7	617.4052
NOL8	1080.5806	NOL8	803.4421
NOL9	155.6557	NOL9	203.8252
NOLC1	1429.9299	NOLC1	1284.099
NOM1	625.1251	NOM1	462.8686
NOMO1	4967.4675	NOMO1	2901.3597
NOMO2	1871.8719	NOMO2	1515.348
NOMO3	1499.4995	NOMO3	760.824
NONO	8657.6577	NONO	4902.553
NOP10	2633.1331	NOP10	853.1013
NOP14	376.3614	NOP14	923.0541
NOP16	223.2232	NOP16	122.2951
NOP2	746.7467	NOP2	327.2322
NOP56	1724.2242	NOP56	1372.2998
NOP58	2231.7317	NOP58	710.053
NOS1AP	324.3243	NOS1AP	68.5594
removed	removed	NOS2	34.8875
NOS3	48.0531	NOS3	261.0001
NOSIP	364.8649	NOSIP	469.9098
NOSTRIN	827.8278	NOSTRIN	651.8702
NOTCH1	666.1662	NOTCH1	2027.8759
NOTCH2NL	1831.3814	NOTCH2NL	993.1292
NOTCH2	67798.2983	NOTCH2	14199.9489
NOTCH3	1754.7548	NOTCH3	3268.9863
NOTCH4	330.8308	NOTCH4	2150.171
NOVA1	5.005	NOVA1	1256.6753
NOVA2	32.5325	NOVA2	73.0065
NOV	65.5656	NOV	205.3076
NOX1	9.009	removed	removed
NOX4	60.0601	NOX4	201.9723
NOX5	30.5556	NOX5	5.9332
removed	removed	NOXA1	7.4118
NPAS2	4201.2012	NPAS2	152.6836
NPAS3	71.0711	NPAS3	30.3885
NPAT	285.7858	NPAT	518.4573
removed	removed	NPC1L1	72.2653
NPC1	1168.6086	NPC1	994.6857
NPC2	9635.1351	NPC2	1798.8504
NPDC1	3959.96	NPDC1	592.205
NPEPL1	360.3604	NPEPL1	640.3819
NPEPPS	1048.048	NPEPPS	2264.3132
NPFF	27.027	NPFF	11.1177
NPHP1	148.1481	NPHP1	98.5773
NPHP3	454.955	NPHP3	762.677
NPHP4	144.6446	NPHP4	116.3657
NPIPL3	998.1732	NPIPL3	413.7986
NPIP	540.5706	NPIP	814.6413
NPLOC4	1092.5926	NPLOC4	3067.7552
NPL	171.6717	NPL	47.8063
NPM1	9895.8959	NPM1	5691.1714
NPM2	14.5145	removed	removed
NPM3	246.7467	NPM3	54.8475
NPNT	1246.2462	NPNT	217.5371
NPR1	32.5325	NPR1	8713.3439
NPR2	44.5445	NPR2	992.0731
NPR3	5.5055	NPR3	156.3896
NPRL2	371.2763	NPRL2	260.4405
NPRL3	854.3544	NPRL3	729.3238
NPTN	2406.9069	NPTN	1745.8559
removed	removed	NPTX1	7.7824
NPTX2	10.01	removed	removed
NPTXR	753.2533	NPTXR	396.1622
NPW	5.005	removed	removed
NPY1R	30094.0941	NPY1R	1704.7202
NPY5R	484.4845	NPY5R	244.5903
NQO1	938.4384	NQO1	3182.2679
NQO2	1075.0751	NQO2	1791.4386
NR1D1	406.9119	NR1D1	770.5817
NR1D2	2747.2472	NR1D2	2849.8475
NR1H2	1056.0561	NR1H2	1063.5972
NR1H3	147.1471	NR1H3	1098.4328
NR1I2	15.015	removed	removed
NR1I3	21.1562	NR1I3	5.5552
NR2C1	231.2312	NR2C1	446.192
NR2C2AP	548.5235	NR2C2AP	195.1126
NR2C2	1430.7057	NR2C2	1567.5236
NR2E3	6.5065	removed	removed
NR2F1	14.014	NR2F1	372.8149
NR2F2	1569.0691	NR2F2	1480.1419
NR2F6	1282.7828	NR2F6	576.2696
NR3C1	718.7187	NR3C1	8538.0542
NR3C2	668.6687	NR3C2	713.0178
NR4A1	7065.0651	NR4A1	15831.292
NR4A2	1022.022	NR4A2	2207.9833
NR4A3	621.1211	NR4A3	1553.8895
NR5A2	36.5365	NR5A2	294.6201
NRARP	112.1121	NRARP	187.1486
NRAS	1064.0641	NRAS	983.92
NRBF2	536.5365	NRBF2	1020.6086
NRBP1	3078.5786	NRBP1	2449.6088
NRBP2	573.5736	NRBP2	1180.3335
NRCAM	49.5495	NRCAM	98.2067
NRD1	1868.3684	NRD1	4106.1522
NRF1	358.3584	NRF1	324.638
NRG1	443.9439	NRG1	9.2648
NRG2	5.5055	NRG2	82.2713
NRG3	10.01	NRG3	6.3001
NRG4	183.6837	removed	removed
NRGN	37.5375	NRGN	51.5122
NRIP1	979.4795	NRIP1	5173.8259
NRIP2	74.5746	NRIP2	124.8893
NRIP3	128.1281	NRIP3	16.6766
NRK	43.043	NRK	68.5594
NRL	7.5075	NRL	21.4943
NRM	198.1982	NRM	157.5013
NRN1	1447.9479	NRN1	2596.363
NRP1	1178.1782	NRP1	8661.8317
NRP2	310.8108	NRP2	1129.933
NRSN2	408.4084	NRSN2	339.8323
NRTN	28.5285	removed	removed
NRXN1	64.0641	NRXN1	28.1649
NRXN2	8.5085	NRXN2	34.8356
NRXN3	21.021	NRXN3	29.6473
NSA2	1366.8669	NSA2	2137.5709
NSD1	1026.5265	NSD1	2372.1552
NSDHL	476.977	NSDHL	534.7633
NSFL1C	1729.2292	NSFL1C	1630.2314
NSF	689.6897	NSF	753.7828
NSL1	646.1461	NSL1	647.4231
NSMAF	944.9449	NSMAF	1122.1506
NSMCE1	1052.0521	NSMCE1	763.7888
NSMCE2	361.3614	NSMCE2	307.5908
NSMCE4A	302.8028	NSMCE4A	1025.0557
NSUN2	777.2773	NSUN2	1056.1854
NSUN3	110.6106	NSUN3	87.4596
NSUN4	310.3103	NSUN4	552.9223
NSUN5P1	45.045	NSUN5P1	47.8063
NSUN5P2	73.7087	NSUN5P2	110.7623
NSUN5	298.7988	NSUN5	267.567
NSUN6	367.3674	NSUN6	170.8426
NSUN7	229.2292	NSUN7	8.153
NT5C1B	68.0681	removed	removed
NT5C2	1740.7407	NT5C2	905.3547
NT5C3L	454.4545	NT5C3L	688.1881
NT5C3	858.8589	NT5C3	433.5919
NT5C	48.5485	NT5C	193.0781
NT5DC1	622.1221	NT5DC1	1127.3389
NT5DC2	2172.1672	NT5DC2	409.874
NT5DC3	424.9249	NT5DC3	325.7498
NT5E	116.1161	NT5E	701.9
NT5M	37.037	NT5M	43.3592
NTAN1	923.4234	NTAN1	811.2245
removed	removed	NTF3	14.8237
NTF4	5.005	removed	removed
NTHL1	56.0561	NTHL1	97.8361
NTM	146.1461	NTM	1157.7274
NTN1	16.016	NTN1	381.7091
removed	removed	NTN3	5.1883
NTN4	768.2683	NTN4	838.2776
NTN5	6.5065	removed	removed
removed	removed	NTNG1	42.618
removed	removed	NTNG2	10.006
removed	removed	NTRK2	12865.0788
NTRK3	1264.7648	NTRK3	538.8398
removed	removed	NTS	241.255
NUAK1	272.7728	NUAK1	1029.1322
NUAK2	19.5195	NUAK2	30.3885
NUB1	2453.9339	NUB1	2270.906
NUBP1	354.9499	NUBP1	307.072
NUBP2	389.8899	NUBP2	399.1269
NUBPL	141.1411	NUBPL	704.4942
NUCB1	9163.1632	NUCB1	7157.972
NUCB2	9353.4635	NUCB2	1104.7439
NUCKS1	12903.9039	NUCKS1	9804.7354
NUDCD1	545.5455	NUDCD1	360.5854
NUDCD2	246.2462	NUDCD2	411.3564
NUDCD3	2071.0711	NUDCD3	2822.4237
NUDC	1462.963	NUDC	1695.4554
removed	removed	NUDT10	5.5589
NUDT11	6.006	NUDT11	17.7884
NUDT12	281.7818	NUDT12	299.0672
NUDT13	52.5526	NUDT13	51.0008
NUDT14	108.1081	NUDT14	272.7552
NUDT15	901.2212	NUDT15	624.8281
NUDT16L1	342.3423	NUDT16L1	244.9609
NUDT16P1	38.038	NUDT16P1	90.0537
NUDT16	264.7648	NUDT16	1136.9743
NUDT17	39.5395	NUDT17	31.8709
NUDT18	36.5365	NUDT18	99.6891
NUDT19	1364.8649	NUDT19	325.3792
NUDT1	94.5946	NUDT1	107.8421
NUDT21	2387.3874	NUDT21	1953.0164
NUDT22	48.9289	NUDT22	166.2436
NUDT2	192.1922	NUDT2	250.5198
NUDT3	990.991	NUDT3	405.4269
NUDT4	658.1582	NUDT4	2096.4353
NUDT5	830.2452	NUDT5	618.5096
NUDT6	90.1301	NUDT6	166.1658
NUDT7	542.5425	NUDT7	238.6608
NUDT8	81.0811	NUDT8	131.9305
removed	removed	NUDT9P1	5.5589
NUDT9	1041.5415	NUDT9	677.441
NUF2	260.7608	NUF2	5.5589
NUFIP1	400.4004	NUFIP1	167.1367
NUFIP2	2242.2422	NUFIP2	2528.9154
NUMA1	7404.5946	NUMA1	8726.07
NUMBL	306.8068	NUMBL	653.3526
NUMB	3124.6246	NUMB	1881.4923
NUP107	1047.5475	NUP107	807.148
NUP133	2509.009	NUP133	1518.3128
NUP153	1464.4645	NUP153	1553.8895
NUP155	232.2322	NUP155	505.4866
NUP160	1056.5566	NUP160	1187.0041
NUP188	956.4565	NUP188	1086.9444
NUP205	1622.1221	NUP205	1030.9851
NUP210	586.0861	NUP210	59.2946
NUP214	1616.6166	NUP214	1642.8315
NUP35	420.4204	NUP35	135.6364
NUP37	538.5385	NUP37	267.567
NUP43	1169.6697	NUP43	507.3396
NUP50	2566.0661	NUP50	954.6433
NUP54	1058.5586	NUP54	1005.0437
NUP62CL	7.007	removed	removed
NUP62	1241.6617	NUP62	849.6919
NUP85	317.3173	NUP85	497.7042
NUP88	654.3844	NUP88	1004.6917
NUP93	946.9469	NUP93	517.7161
NUP98	2624.1241	NUP98	2455.5383
NUPL1	887.3874	NUPL1	783.8007
NUPL2	867.8679	NUPL2	253.8551
NUPR1	1664.1642	NUPR1	2118.3002
NUS1	2681.6817	NUS1	1148.092
NUSAP1	939.4394	NUSAP1	38.5415
NUTF2	4226.2262	NUTF2	1089.5386
NVL	850.8509	NVL	343.5382
NWD1	13.013	removed	removed
NXF1	1121.1211	NXF1	1141.4214
removed	removed	NXNL1	5.5589
NXN	157.1572	NXN	247.555
NXPH3	50.0501	NXPH3	420.2506
NXPH4	79.5796	NXPH4	76.7124
NXT1	590.0901	NXT1	208.2723
NXT2	3779.7798	NXT2	431.3683
NYNRIN	321.8218	NYNRIN	986.8848
OAF	513.5135	OAF	1838.1331
OAS1	242.7427	OAS1	371.3325
OAS2	391.3914	OAS2	687.447
OAS3	519.019	OAS3	784.1713
OASL	31.5315	OASL	88.2007
OAT	4892.3924	OAT	2200.2009
OAZ1	10410.9109	OAZ1	7776.4889
OAZ2	2493.994	OAZ2	1574.6427
OAZ3	121.1512	OAZ3	21.5721
OBFC1	458.959	OBFC1	740.0709
OBFC2A	153.1532	OBFC2A	328.7145
OBFC2B	597.5976	OBFC2B	423.5859
OBSCN	130.1952	OBSCN	80.4183
OBSL1	885.8859	OBSL1	1068.4149
OCA2	525.025	OCA2	10.3766
OCEL1	174.6747	OCEL1	447.6744
OCIAD1	4047.047	OCIAD1	2723.1053
OCIAD2	1912.9129	OCIAD2	156.3896
OCLN	163.6637	OCLN	28.9061
OCRL	1520.5205	OCRL	1661.361
ODAM	19.5195	removed	removed
ODC1	1783.7838	ODC1	1479.4007
ODF2L	589.5896	ODF2L	433.2213
ODF2	1162.1622	ODF2	478.0628
ODF3B	77.5776	ODF3B	64.4829
ODF3L1	38.038	ODF3L1	76.3418
removed	removed	ODF3L2	5.5589
removed	removed	ODZ1	153.4248
removed	removed	ODZ2	11.8589
ODZ3	16.5165	ODZ3	2184.636
ODZ4	58.0581	ODZ4	1280.3931
OFD1	1558.5586	OFD1	427.2918
OGDH	840.8408	OGDH	5443.6164
OGFOD1	1255.7558	OGFOD1	847.913
OGFOD2	87.8979	OGFOD2	107.6197
OGFRL1	4634.6346	OGFRL1	672.2527
OGFR	412.9129	OGFR	422.8447
OGG1	184.1842	OGG1	270.9319
OGN	80.5806	OGN	2497.0445
OGT	4783.2833	OGT	2605.6278
OIP5	91.8819	removed	removed
OIT3	40.04	removed	removed
OLA1	2350.8509	OLA1	1675.0729
OLFM1	19.019	OLFM1	227.5431
OLFM2	2424.4244	OLFM2	3343.8458
OLFM4	40028.028	OLFM4	1192.1924
OLFML1	99.5996	OLFML1	876.8191
OLFML2A	534.5345	OLFML2A	1323.7523
OLFML2B	284.2843	OLFML2B	518.4573
OLFML3	655.1552	OLFML3	1652.0962
OLR1	121.6216	removed	removed
OMA1	432.4324	OMA1	360.956
OMD	77.0771	OMD	567.746
ONECUT2	88.0881	ONECUT2	11.8589
OPA1	2068.5686	OPA1	3011.4253
OPA3	299.7998	OPA3	402.0916
OPCML	7.5075	OPCML	15.1942
OPHN1	468.4685	OPHN1	509.9337
OPLAH	160.6607	OPLAH	512.8984
OPN3	1050.7958	OPN3	146.5689
removed	removed	OPN4	15.1942
