gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
PARP4	2437.3445	PARP4	2433.9162
PARP6	831.6405	PARP6	1072.3871
PARP8	458.7341	PARP8	298.0887
PARP9	2524.5389	PARP9	1665.734
PARS2	120.2664	PARS2	83.7739
PART1	222.2372	removed	removed
PARVA	2312.2352	PARVA	6886.5392
PARVB	158.4718	PARVB	899.9593
PARVG	119.9973	PARVG	58.5604
PASK	485.3703	PASK	75.2338
PATL1	944.9115	PATL1	1318.8288
removed	removed	PATL2	12.2001
PATZ1	2908.9931	PATZ1	758.4384
PAWR	378.5565	PAWR	148.0277
PAX2	141.5215	removed	removed
PAX3	6.4573	PAX3	25.2135
removed	removed	PAX5	5.2867
PAX6	35.784	PAX6	74.0138
PAX8	177.8435	PAX8	160.6344
PAX9	84.4824	removed	removed
PAXIP1	848.4186	PAXIP1	320.7442
PBK	114.0782	removed	removed
PBLD	206.6321	PBLD	344.0423
PBRM1	2268.3796	PBRM1	3191.5413
PBX1	8023.9457	PBX1	3313.5421
PBX2	1077.2853	PBX2	799.1053
PBX3	4061.882	PBX3	736.4782
PBXIP1	5987.7581	PBXIP1	2592.1106
PCBD1	1676.7337	PCBD1	1754.3717
PCBD2	448.911	PCBD2	358.6499
PCBP1	7130.9612	PCBP1	7694.1846
PCBP2	9455.9978	PCBP2	11915.5551
removed	removed	PCBP3	288.3286
PCBP4	390.9329	PCBP4	278.1619
PCCA	562.9569	PCCA	1896.161
PCCB	1512.9132	PCCB	2351.2688
PCDH10	9.6859	PCDH10	9.7601
removed	removed	PCDH11X	14.6401
PCDH12	315.5983	PCDH12	923.1395
PCDH17	151.7455	PCDH17	178.5279
PCDH18	182.4174	PCDH18	5404.2294
PCDH19	48.9675	PCDH19	465.2298
PCDH1	4715.41	PCDH1	1189.9146
PCDH20	15.336	PCDH20	8.1334
PCDH7	257.7521	PCDH7	71.1671
PCDH9	10.224	PCDH9	888.9793
PCDHA10	7.4743	PCDHA10	38.6458
PCDHA11	200.0619	PCDHA11	13.2778
PCDHA12	74.6997	removed	removed
removed	removed	PCDHA13	32.4522
PCDHA1	39.0664	PCDHA1	11.4477
PCDHA2	28.1187	PCDHA2	7.7267
PCDHA3	41.6197	PCDHA3	45.3558
PCDHA4	180.4049	PCDHA4	13.0866
PCDHA5	7.4904	removed	removed
PCDHA6	571.1145	PCDHA6	42.2895
PCDHA7	27.6021	PCDHA7	12.501
PCDHAC1	13.5925	PCDHAC1	54.636
PCDHAC2	23.6551	PCDHAC2	70.4921
PCDHB10	85.2896	PCDHB10	111.4274
PCDHB11	92.823	PCDHB11	133.3876
PCDHB12	40.8959	PCDHB12	106.954
PCDHB13	49.7747	PCDHB13	97.6007
PCDHB14	191.2962	PCDHB14	125.6608
PCDHB15	47.6223	PCDHB15	139.0809
PCDHB16	176.4983	PCDHB16	305.8154
PCDHB17	37.3983	PCDHB17	5.2867
PCDHB18	10.7621	PCDHB18	20.3335
PCDHB19P	10.224	PCDHB19P	10.9801
PCDHB2	75.3346	PCDHB2	162.2611
PCDHB3	472.9939	PCDHB3	73.2005
PCDHB4	664.8281	PCDHB4	190.7279
PCDHB5	221.43	PCDHB5	62.2204
PCDHB6	21.7932	PCDHB6	44.7336
PCDHB7	78.5633	PCDHB7	86.2139
PCDHB8	154.9741	PCDHB8	39.8536
PCDHB9	81.5228	PCDHB9	94.3473
PCDHGA10	284.4905	PCDHGA10	160.915
PCDHGA11	25.829	PCDHGA11	92.2611
PCDHGA12	30.941	PCDHGA12	92.928
PCDHGA1	48.2034	PCDHGA1	19.1135
PCDHGA2	16.9503	PCDHGA2	113.2696
PCDHGA3	24.438	PCDHGA3	124.6726
PCDHGA4	19.8022	PCDHGA4	213.721
PCDHGA5	15.8741	PCDHGA5	49.6137
PCDHGA6	23.2569	PCDHGA6	101.6185
PCDHGA7	17.0902	PCDHGA7	49.4185
removed	removed	PCDHGA8	6.1
PCDHGA9	48.7523	PCDHGA9	202.7654
PCDHGB1	38.9399	PCDHGB1	32.9402
PCDHGB2	12.6455	PCDHGB2	99.8048
PCDHGB3	8.0716	PCDHGB3	38.2269
PCDHGB4	42.7793	PCDHGB4	131.9317
PCDHGB5	350.6262	PCDHGB5	277.0354
PCDHGB6	27.9814	PCDHGB6	245.0915
PCDHGB7	573.4903	PCDHGB7	510.0447
PCDHGB8P	7.8025	removed	removed
PCDHGC3	1839.8924	PCDHGC3	1927.3648
PCDHGC4	10.224	PCDHGC4	7.32
PCDHGC5	17.4884	PCDHGC5	8.9264
PCDP1	61.3439	removed	removed
PCF11	2003.6322	PCF11	1556.3237
PCGF1	197.4844	PCGF1	188.6946
PCGF2	1277.4386	PCGF2	361.5901
PCGF3	1985.6057	PCGF3	1234.2416
PCGF5	1132.441	PCGF5	2065.8804
PCGF6	116.4996	PCGF6	313.1354
PCID2	820.3404	PCID2	704.758
PCIF1	991.4576	PCIF1	812.9321
PCK1	26.9052	PCK1	13950.3863
PCK2	691.4643	PCK2	4062.6271
PCLO	172.4625	PCLO	178.5279
PCM1	12990.6504	PCM1	4837.3322
PCMT1	1387.5025	PCMT1	1512.8101
PCMTD1	2271.8773	PCMTD1	3244.815
PCMTD2	1277.7292	PCMTD2	1824.7255
PCNA	1375.9333	PCNA	592.1106
PCNP	2101.5672	PCNP	2851.5657
PCNT	1229.5688	PCNT	819.4388
PCNXL2	434.5194	PCNXL2	163.8878
PCNXL3	1640.6807	PCNXL3	610.8174
PCNX	1104.7286	PCNX	4089.8739
PCOLCE2	13.9907	PCOLCE2	5161.0411
PCOLCE	945.9635	PCOLCE	2019.0281
PCOTH	92.5082	PCOTH	16.3969
PCP2	80.9847	removed	removed
removed	removed	PCP4L1	6.5067
PCSK1	5.6501	PCSK1	6.1
PCSK4	133.4499	PCSK4	16.2668
PCSK5	66.1869	PCSK5	764.5384
PCSK6	5145.8936	PCSK6	215.9414
PCSK7	785.5896	PCSK7	407.2102
PCSK9	53.5414	removed	removed
PCTP	322.8627	PCTP	485.5632
PCYOX1L	454.4293	PCYOX1L	148.841
PCYOX1	4861.5053	PCYOX1	16169.9878
PCYT1A	542.6784	PCYT1A	845.4656
PCYT1B	8.6097	PCYT1B	6.5067
PCYT2	563.6645	PCYT2	1139.0809
PC	769.7585	PC	8901.9927
PDAP1	882.7605	PDAP1	806.4254
PDCD10	891.9083	PDCD10	608.7841
PDCD11	1002.4887	PDCD11	629.9309
PDCD1LG2	14.2598	PDCD1LG2	196.0146
PDCD2L	90.4016	PDCD2L	99.2273
PDCD2	719.7148	PDCD2	675.0712
PDCD4	4125.5479	PDCD4	2483.9
PDCD5	407.6142	PDCD5	571.7771
PDCD6IP	5171.4536	PDCD6IP	4864.1724
PDCD6	1829.5554	PDCD6	1032.1269
PDCD7	335.2391	PDCD7	569.3371
PDCL3	510.6612	PDCL3	159.4144
PDCL	553.1715	PDCL	424.9695
PDDC1	878.7247	PDDC1	770.6385
PDE10A	88.7872	PDE10A	181.3745
PDE11A	50.0437	PDE11A	578.6905
PDE12	873.6127	PDE12	571.7771
PDE1A	26.6362	PDE1A	234.6482
PDE1B	69.6845	PDE1B	2735.2582
PDE1C	5.112	PDE1C	7.7267
PDE2A	95.2445	PDE2A	3653.9244
PDE3A	42.7793	PDE3A	677.1045
PDE3B	30.1339	PDE3B	12727.1248
PDE4A	2063.3618	PDE4A	596.584
PDE4B	99.8184	PDE4B	189.5079
removed	removed	PDE4C	13.8268
PDE4DIP	3965.2923	PDE4DIP	3950.3863
PDE4D	159.7552	PDE4D	317.1126
PDE5A	122.7712	PDE5A	946.7263
PDE6B	358.1086	PDE6B	13.8268
PDE6D	322.0556	PDE6D	247.6617
PDE7A	376.9422	PDE7A	234.2416
PDE7B	38.2054	PDE7B	495.3233
PDE8A	553.4405	PDE8A	1669.3778
PDE8B	84.2134	PDE8B	755.9984
PDE9A	94.1683	PDE9A	271.6551
PDF	126.1801	PDF	92.8589
PDGFA	177.3054	PDGFA	126.0675
PDGFB	679.357	PDGFB	1967.8731
PDGFC	379.9018	PDGFC	1545.3436
PDGFD	1105.5358	PDGFD	2406.2627
PDGFRA	395.9481	PDGFRA	3975.2704
PDGFRB	2551.1536	PDGFRB	7250.5083
PDGFRL	207.7083	PDGFRL	897.5193
PDHA1	945.1806	PDHA1	3922.2041
PDHB	1887.6707	PDHB	1900.7727
PDHX	845.8465	PDHX	1539.8373
PDIA3P	3080.3794	PDIA3P	1351.3623
PDIA3	12270.0504	PDIA3	5170.1667
PDIA4	2342.6381	PDIA4	1192.3546
PDIA5	421.3358	PDIA5	272.0618
PDIA6	4306.3348	PDIA6	3269.7275
PDIK1L	874.4199	PDIK1L	265.5551
PDK1	235.1517	PDK1	1121.5941
PDK2	752.2701	PDK2	6496.95
PDK3	369.6778	PDK3	60.5937
PDK4	111.6567	PDK4	17706.3847
PDLIM1	1545.4362	PDLIM1	2514.4368
PDLIM2	381.7852	PDLIM2	297.2753
PDLIM3	2312.7733	PDLIM3	461.9764
PDLIM4	210.1298	PDLIM4	63.8471
PDLIM5	4968.3191	PDLIM5	2727.5315
PDLIM7	582.2291	PDLIM7	269.6218
PDP1	710.298	PDP1	668.5645
PDP2	132.6428	PDP2	1899.9593
PDPK1	2969.9011	PDPK1	1537.1777
PDPN	167.6196	PDPN	220.8215
PDPR	466.9268	PDPR	1844.2212
PDRG1	385.0138	PDRG1	150.8743
PDS5A	3355.6198	PDS5A	3093.9406
PDS5B	1358.1758	PDS5B	1008.5401
PDSS1	55.6938	PDSS1	38.2269
PDSS2	496.4014	PDSS2	555.1037
PDXDC1	12841.0574	PDXDC1	2411.9561
PDXDC2	220.0848	PDXDC2	196.828
PDXK	2529.8984	PDXK	8161.8544
PDXP	167.6196	PDXP	128.5075
PDZD11	641.1515	PDZD11	603.0907
PDZD2	318.0198	PDZD2	5259.8617
PDZD4	27.9814	PDZD4	51.647
PDZD7	12.6455	PDZD7	23.5868
PDZD8	891.9083	PDZD8	873.9325
PDZK1IP1	775.6777	PDZK1IP1	8.1334
PDZK1P1	26.3671	PDZK1P1	5.6934
PDZK1	138.2929	PDZK1	6.1
PDZRN3	594.8746	PDZRN3	1421.7161
PDZRN4	5.9191	PDZRN4	74.0138
PEA15	5744.8039	PEA15	7289.1419
PEAR1	117.8449	PEAR1	1196.0146
PEBP1	6432.7706	PEBP1	8041.0736
PEBP4	34.4387	PEBP4	5.2867
PECAM1	362.9515	PECAM1	4046.3603
PECI	1703.6174	PECI	1989.4225
PECR	129.9522	PECR	2926.7995
PEF1	1544.629	PEF1	1314.7621
PEG10	43.5865	PEG10	414.8028
removed	removed	PEG3AS	8.8247
PEG3	118.4476	PEG3	475.6242
PELI1	421.0668	PELI1	1022.7735
PELI2	79.1014	PELI2	566.0838
PELI3	222.7753	PELI3	177.7145
PELO	425.3205	PELO	374.3432
PELP1	1824.9815	PELP1	666.1244
PEMT	212.5513	PEMT	494.1033
removed	removed	PENK	15.0468
PEPD	734.5127	PEPD	1565.6771
PER1	859.622	PER1	4707.198
PER2	727.7864	PER2	1533.5502
PER3	1575.8391	PER3	5193.5746
PERP	5679.1552	PERP	1032.9402
PES1	1189.211	PES1	632.3709
PET112L	365.9111	PET112L	811.3054
PEX10	374.4024	PEX10	413.8349
PEX11A	984.4622	PEX11A	1088.6539
PEX11B	1704.177	PEX11B	479.4632
PEX11G	83.4062	PEX11G	33.7536
PEX12	365.1039	PEX12	326.9622
PEX13	1254.5907	PEX13	720.2115
PEX14	342.5035	PEX14	396.096
PEX16	435.5956	PEX16	226.9215
PEX19	4070.4594	PEX19	12109.512
PEX1	470.3034	PEX1	752.3383
PEX26	649.5029	PEX26	473.2493
PEX2	1242.4834	PEX2	955.2664
PEX3	420.2596	PEX3	356.649
PEX5L	1157.1938	PEX5L	18.7068
PEX5	1050.38	PEX5	1695.4046
PEX6	805.5425	PEX6	692.558
PEX7	370.485	PEX7	153.3144
PFAS	597.8341	PFAS	387.1492
PFDN1	1024.0129	PFDN1	1305.8154
PFDN2	745.5438	PFDN2	454.2497
PFDN4	164.3909	PFDN4	274.5018
PFDN5	4328.7819	PFDN5	4556.7304
PFDN6	422.9502	PFDN6	133.7942
removed	removed	PFKFB1	1435.1362
PFKFB2	1195.4046	PFKFB2	287.1086
PFKFB3	2311.1589	PFKFB3	27873.9325
PFKFB4	221.9681	PFKFB4	25.2135
PFKL	2050.9854	PFKL	1547.377
PFKM	468.1509	PFKM	639.6909
PFKP	392.5473	PFKP	402.6027
PFN1	6549.0011	PFN1	4154.941
PFN2	658.909	PFN2	740.5449
PFN4	8.0716	PFN4	9.3534
removed	removed	PGA3	66.2871
removed	removed	PGA4	5.6934
PGAM1	2448.9137	PGAM1	3018.3001
PGAM2	72.106	PGAM2	210.2481
PGAM4	57.5772	PGAM4	59.7804
PGAM5	406.5783	PGAM5	173.4079
PGAP1	65.9178	PGAP1	519.3168
PGAP2	789.6684	PGAP2	320.4555
PGAP3	697.9216	PGAP3	367.6291
PGBD1	110.0424	PGBD1	157.381
PGBD2	337.9296	PGBD2	59.7804
PGBD3	125.8088	PGBD3	95.1647
PGBD4	41.9722	PGBD4	50.427
PGBD5	23.9457	PGBD5	46.3603
PGCP	1432.4343	PGCP	1346.889
PGD	2287.7514	PGD	5104.9207
PGF	71.2988	PGF	46.767
PGGT1B	657.5637	PGGT1B	443.6763
PGK1	4887.8725	PGK1	5494.9166
PGLS	829.4881	PGLS	723.4648
PGLYRP2	43.3174	removed	removed
PGM1	1373.5118	PGM1	7968.6865
PGM2L1	168.9648	PGM2L1	226.9215
PGM2	1013.7889	PGM2	424.9695
PGM3	722.7928	PGM3	1020.6669
PGM5	44.6627	PGM5	679.9512
PGPEP1	1422.7484	PGPEP1	762.5051
PGP	340.0821	PGP	158.1944
PGRMC1	1620.7708	PGRMC1	5123.2208
PGRMC2	3264.4111	PGRMC2	4542.9036
PGR	2634.7965	PGR	267.9423
PGS1	364.2968	PGS1	404.636
PHACTR1	203.6753	PHACTR1	31.1915
PHACTR2	306.4505	PHACTR2	2009.3534
removed	removed	PHACTR3	12.6068
PHACTR4	1247.0572	PHACTR4	918.2595
PHAX	732.3603	PHAX	723.8715
PHB2	2467.7474	PHB2	3446.9296
PHB	1772.2473	PHB	1756.8117
PHC1	607.1326	PHC1	499.5974
PHC2	1774.3997	PHC2	1588.4506
PHC3	2362.0098	PHC3	2462.3831
PHEX	7.8025	removed	removed
PHF10	2430.2791	PHF10	2393.355
PHF11	897.5584	PHF11	678.3245
PHF12	1960.1614	PHF12	841.3989
PHF13	888.4106	PHF13	1230.5815
PHF14	697.9216	PHF14	698.658
PHF15	1927.4904	PHF15	1041.8869
PHF16	778.0991	PHF16	233.0216
PHF17	842.4026	PHF17	1921.5128
PHF19	219.2776	PHF19	454.6564
PHF1	924.7326	PHF1	838.5523
PHF20L1	2882.895	PHF20L1	1059.3737
PHF20	2261.9224	PHF20	1181.3745
PHF21A	1027.2415	PHF21A	923.1395
PHF23	914.7777	PHF23	361.5291
PHF2	1818.7933	PHF2	1216.7548
PHF3	3337.3243	PHF3	4070.7605
PHF5A	406.2689	PHF5A	343.6356
PHF6	1011.6365	PHF6	559.1704
PHF7	198.8296	PHF7	174.4612
PHF8	1515.0333	PHF8	1045.9536
PHGDH	523.3067	PHGDH	2702.318
PHGR1	8.0716	removed	removed
PHIP	2322.9085	PHIP	2332.0862
PHKA1	494.249	PHKA1	370.4758
PHKA2	640.5031	PHKA2	2084.7906
PHKB	1985.3367	PHKB	2934.9329
PHKG1	5.112	PHKG1	75.6405
PHKG2	672.0926	PHKG2	270.0285
PHLDA1	231.654	PHLDA1	599.024
PHLDA2	91.7468	PHLDA2	11.3867
PHLDA3	731.5531	PHLDA3	2289.5486
PHLDB1	1326.1586	PHLDB1	5346.0756
PHLDB2	196.6772	PHLDB2	4439.6096
PHLDB3	174.0768	PHLDB3	8.5401
PHLPP1	495.0562	PHLPP1	1122.0008
PHLPP2	356.0584	PHLPP2	617.2916
removed	removed	PHOSPHO1	6.5067
PHOSPHO2	131.8356	PHOSPHO2	68.2432
PHPT1	850.4742	PHPT1	606.7507
PHRF1	971.0096	PHRF1	420.9028
PHTF1	331.2033	PHTF1	202.928
PHTF2	302.1457	PHTF2	539.6503
PHYHD1	1202.9327	PHYHD1	453.0297
removed	removed	PHYHIPL	8.5807
PHYHIP	12.1074	PHYHIP	82.9606
PHYH	459.0032	PHYH	2755.185
PI15	7.8025	PI15	10.9801
PI16	20.9861	PI16	2247.255
PI4K2A	724.0196	PI4K2A	774.697
PI4K2B	502.5896	PI4K2B	437.5763
PI4KAP1	164.66	PI4KAP1	203.3347
PI4KAP2	108.9662	PI4KAP2	174.8678
PI4KA	3250.6894	PI4KA	1837.3322
PI4KB	4195.0629	PI4KB	1644.571
PIAS1	464.1152	PIAS1	456.283
PIAS2	414.0714	PIAS2	337.5356
PIAS3	2259.2319	PIAS3	773.8918
PIAS4	643.0349	PIAS4	156.161
PIBF1	632.2728	PIBF1	368.8491
PICALM	2801.1031	PICALM	7941.4396
PICK1	361.8753	PICK1	120.7808
PID1	27.7124	PID1	1053.6804
PIF1	6.4573	removed	removed
PIGA	174.884	PIGA	204.148
PIGB	424.4192	PIGB	292.0537
PIGC	1175.7584	PIGC	536.8036
PIGF	293.9477	PIGF	278.1375
PIGG	889.7531	PIGG	655.6283
PIGH	510.3814	PIGH	291.5575
PIGK	1770.0948	PIGK	951.1997
PIGL	63.4963	PIGL	91.0939
PIGM	1354.9472	PIGM	445.303
PIGN	914.5086	PIGN	556.7304
PIGO	1702.0246	PIGO	555.917
PIGP	449.0482	PIGP	706.7914
PIGQ	1741.0776	PIGQ	408.7027
PIGR	360.7991	removed	removed
PIGS	1577.9915	PIGS	2285.4819
PIGT	6239.0529	PIGT	2801.952
PIGU	517.1185	PIGU	308.2554
PIGV	705.7241	PIGV	495.3233
PIGW	207.7083	PIGW	119.5608
PIGX	1287.146	PIGX	470.1098
PIGY	1425.7079	PIGY	1814.1521
PIGZ	136.4095	PIGZ	333.4689
PIH1D1	852.6266	PIH1D1	462.7898
PIH1D2	102.778	PIH1D2	19.5201
PIK3AP1	133.988	PIK3AP1	332.2489
PIK3C2A	2021.6587	PIK3C2A	2898.3327
PIK3C2B	1011.3675	PIK3C2B	1829.1989
PIK3C3	804.7353	PIK3C3	683.6112
PIK3CA	428.8693	PIK3CA	1652.2977
PIK3CB	1395.5741	PIK3CB	1471.3298
PIK3CD	116.2306	PIK3CD	238.7149
PIK3CG	48.4294	PIK3CG	155.7544
PIK3IP1	558.5525	PIK3IP1	1313.5421
PIK3R1	5149.6603	PIK3R1	6741.7649
PIK3R2	2126.3685	PIK3R2	449.9797
PIK3R3	4392.2782	PIK3R3	1135.4209
PIK3R4	1090.4688	PIK3R4	1317.2021
PIK3R5	86.3658	PIK3R5	111.8341
PIK3R6	34.7077	PIK3R6	10.5734
PIKFYVE	1092.6212	PIKFYVE	2150.4677
PILRA	37.6673	PILRA	65.0671
PILRB	783.8353	PILRB	805.063
PIM1	143.943	PIM1	1080.5205
PIM2	200.982	PIM2	95.974
PIM3	1255.936	PIM3	1960.9597
PIN1	472.7248	PIN1	242.7816
PIN4	340.3511	PIN4	204.148
PINK1	1046.3443	PINK1	2038.2269
PINX1	52.7316	PINX1	35.8235
PION	210.937	PION	499.7967
PIP4K2A	844.017	PIP4K2A	756.405
PIP4K2B	2380.5744	PIP4K2B	3015.8601
PIP4K2C	1783.8165	PIP4K2C	518.5035
PIP5K1A	4193.1795	PIP5K1A	1107.7674
PIP5K1B	286.8097	PIP5K1B	75.2338
PIP5K1C	1557.0054	PIP5K1C	885.3192
PIP5KL1	38.2054	removed	removed
PIPOX	6.7263	PIPOX	6.5067
PIPSL	327.4366	PIPSL	138.6743
PIP	662.9448	removed	removed
PIR	113.271	PIR	392.0293
PISD	1079.4377	PISD	902.806
PITPNA	2188.2021	PITPNA	1595.7706
PITPNB	1005.4483	PITPNB	1518.5035
PITPNC1	64.0344	PITPNC1	314.3554
PITPNM1	494.249	PITPNM1	158.1944
PITPNM2	114.3472	PITPNM2	318.4221
PITPNM3	60.8058	PITPNM3	71.1671
PITRM1	1956.392	PITRM1	3354.0098
PITX1	281.9668	removed	removed
PITX2	10.493	PITX2	17.0801
PIWIL2	10.7621	PIWIL2	148.4343
PIWIL4	14.2867	PIWIL4	91.5901
PJA1	506.6254	PJA1	2073.2005
PJA2	4519.0018	PJA2	5790.9719
PKD1L1	21.2551	PKD1L1	85.4006
removed	removed	PKD1L2	1062.2204
PKD1	1770.6329	PKD1	2516.4701
PKD2	208.7846	PKD2	1797.4786
PKDCC	23.1385	PKDCC	2421.3095
PKDREJ	17.7574	PKDREJ	32.5336
removed	removed	PKHD1L1	152.0943
PKIA	11.8383	PKIA	92.3139
PKIB	3456.2454	PKIB	10.5734
PKIG	664.5591	PKIG	774.7052
PKM2	34678.1462	PKM2	4845.059
PKMYT1	96.0839	removed	removed
PKN1	1800.7668	PKN1	1436.3562
PKN2	1580.682	PKN2	2955.673
PKN3	601.0628	PKN3	320.0488
PKNOX1	701.6883	PKNOX1	446.9296
PKNOX2	7.5335	PKNOX2	134.2009
PKP1	48.6985	PKP1	407.4827
PKP2	361.3372	PKP2	213.5014
PKP3	985.0003	PKP3	23.5868
PKP4	3076.6099	PKP4	2468.0765
PL-5283	492.9037	PL-5283	900.7727
removed	removed	PLA1A	43.5136
PLA2G10	6.4573	removed	removed
PLA2G12A	2052.5997	PLA2G12A	1554.697
PLA2G15	316.4055	PLA2G15	413.1761
PLA2G16	2686.4869	PLA2G16	12127.2875
PLA2G2A	144.7501	PLA2G2A	1034.1602
PLA2G4A	13.9907	PLA2G4A	619.7641
PLA2G4C	461.9627	PLA2G4C	165.1078
PLA2G4D	5.6501	removed	removed
PLA2G4F	262.595	removed	removed
removed	removed	PLA2G5	103.294
PLA2G6	353.5347	PLA2G6	664.0911
PLA2G7	12.6455	PLA2G7	27.6535
PLA2R1	241.0708	PLA2R1	744.6116
PLAA	1058.4516	PLAA	957.7064
PLAC1	30.4029	removed	removed
PLAC2	12.1074	PLAC2	6.5067
PLAC4	18.8337	removed	removed
removed	removed	PLAC8	21.9601
PLAC9	16.6812	PLAC9	415.6161
PLAG1	9.9549	PLAG1	149.2477
PLAGL1	67.7958	PLAGL1	1886.9296
PLAGL2	611.8248	PLAGL2	372.1025
PLAT	7593.462	PLAT	765.7584
PLAUR	247.7971	PLAUR	109.8007
PLAU	608.4025	PLAU	731.1875
PLB1	77.218	PLB1	56.1204
PLBD1	400.6188	PLBD1	925.9862
PLBD2	631.1966	PLBD2	1004.0667
PLCB1	42.7793	PLCB1	593.7373
PLCB2	103.8542	PLCB2	167.1411
PLCB3	691.4643	PLCB3	391.2159
PLCB4	26.6362	PLCB4	367.2224
PLCD1	547.5214	PLCD1	572.9972
PLCD3	160.8933	PLCD3	859.2924
PLCD4	219.2776	PLCD4	184.6279
PLCE1	203.4035	PLCE1	641.7243
PLCG1	843.46	PLCG1	1916.6246
PLCG2	114.0782	PLCG2	538.0236
PLCH2	220.8919	removed	removed
PLCL1	477.0297	PLCL1	982.9199
PLCL2	148.5168	PLCL2	795.4453
PLCXD1	177.5745	PLCXD1	2065.8804
removed	removed	PLCXD2	26.8402
PLCXD3	5.9191	PLCXD3	470.1098
PLD1	130.4903	PLD1	1074.4205
PLD2	1031.8154	PLD2	560.3904
PLD3	2656.0839	PLD3	2874.3392
PLD4	114.8853	removed	removed
removed	removed	PLD5	9.7601
PLD6	209.511	PLD6	642.3017
PLDN	1329.3872	PLDN	1911.7527
PLEC	5799.4215	PLEC	2337.5356
PLEK2	212.0132	removed	removed
PLEKHA1	1073.5185	PLEKHA1	726.3115
PLEKHA2	443.1291	PLEKHA2	1041.4803
PLEKHA3	571.198	PLEKHA3	451.403
PLEKHA4	88.5182	PLEKHA4	352.1757
PLEKHA5	630.3895	PLEKHA5	704.758
removed	removed	PLEKHA6	331.8422
PLEKHA7	771.3728	PLEKHA7	418.8695
PLEKHA8	231.1159	PLEKHA8	79.7072
PLEKHA9	90.6706	PLEKHA9	183.8146
PLEKHB1	179.996	PLEKHB1	10.9801
PLEKHB2	3123.1587	PLEKHB2	1757.6251
PLEKHF1	25.829	PLEKHF1	240.3416
PLEKHF2	2184.1663	PLEKHF2	595.364
PLEKHG1	138.5619	PLEKHG1	914.1928
PLEKHG2	301.6076	PLEKHG2	895.0793
PLEKHG3	1430.0128	PLEKHG3	749.8983
PLEKHG4B	701.4193	removed	removed
PLEKHG4	516.3113	PLEKHG4	206.588
PLEKHG5	221.43	PLEKHG5	320.4555
PLEKHG6	151.4764	PLEKHG6	1498.9833
PLEKHG7	14.5288	removed	removed
PLEKHH1	253.458	PLEKHH1	235.8926
PLEKHH2	182.4174	PLEKHH2	821.8788
PLEKHH3	1144.5483	PLEKHH3	416.4294
PLEKHJ1	306.1815	PLEKHJ1	459.1297
PLEKHM1P	176.501	PLEKHM1P	234.3839
PLEKHM1	566.355	PLEKHM1	1021.1468
PLEKHM2	982.8479	PLEKHM2	1217.9748
PLEKHM3	228.6944	PLEKHM3	1252.5417
PLEKHN1	23.6766	removed	removed
PLEKHO1	347.0774	PLEKHO1	302.9687
PLEKHO2	404.9237	PLEKHO2	1620.9841
PLEK	146.0954	PLEK	577.8772
PLGLB2	57.6525	PLGLB2	103.7048
PLIN1	350.306	PLIN1	89414.3961
PLIN2	389.5877	PLIN2	4536.3969
PLIN3	1771.171	PLIN3	513.6234
PLIN4	715.1409	PLIN4	77533.5502
PLIN5	408.4213	PLIN5	1907.6861
PLK1S1	334.9701	PLK1S1	640.9109
PLK1	185.108	PLK1	19.1135
PLK2	3646.7344	PLK2	692.1513
PLK3	123.764	PLK3	364.7824
PLK4	97.935	PLK4	53.2737
PLLP	86.3658	PLLP	61.8137
PLN	33.6315	PLN	382.6759
PLOD1	2438.9588	PLOD1	2200.488
PLOD2	628.237	PLOD2	2817.4054
PLOD3	513.6208	PLOD3	716.5514
removed	removed	PLP1	177.7145
PLP2	1167.1487	PLP2	790.5653
PLRG1	712.1813	PLRG1	940.6263
PLS1	394.1616	PLS1	12.2001
PLS3	779.4444	PLS3	7248.8817
PLSCR1	347.6155	PLSCR1	1415.2094
PLSCR3	375.0158	PLSCR3	540.4392
PLSCR4	387.1662	PLSCR4	4310.2887
PLTP	177.5745	PLTP	3706.3847
PLVAP	1313.7822	PLVAP	3638.4709
PLXDC1	266.2003	PLXDC1	252.135
PLXDC2	422.143	PLXDC2	623.0175
PLXNA1	821.6856	PLXNA1	937.7796
PLXNA2	577.6552	PLXNA2	1044.7336
PLXNA3	1162.3058	PLXNA3	633.1842
PLXNA4	115.1544	PLXNA4	6014.2334
PLXNB1	2255.7342	PLXNB1	788.5319
PLXNB2	9063.2945	PLXNB2	2181.7812
PLXNB3	365.6931	PLXNB3	282.1675
PLXNC1	222.7753	PLXNC1	130.9475
PLXND1	1335.5754	PLXND1	5149.2477
removed	removed	PM20D1	32.9402
PM20D2	61.0749	PM20D2	298.902
PMAIP1	2016.2777	PMAIP1	45.9536
PMEPA1	2210.2643	PMEPA1	1550.2237
PMF1	1453.4822	PMF1	345.3762
PML	1096.657	PML	2311.9154
PMM1	466.5366	PMM1	1525.8235
PMM2	1401.504	PMM2	445.124
PMP22	3258.2229	PMP22	8132.9809
removed	removed	PMP2	6.5067
PMPCA	813.345	PMPCA	837.7389
PMPCB	801.8296	PMPCB	2076.71
PMS1	301.8766	PMS1	377.7959
PMS2CL	54.0795	PMS2CL	45.547
PMS2L11	14.6687	PMS2L11	20.6385
PMS2L1	137.8382	PMS2L1	309.6665
PMS2L2	111.1213	PMS2L2	93.9406
PMS2L3	16.1431	PMS2L3	31.3135
