gene_id	TCGA-BH-A0H9-01A-11R-A056-07	gene_id	TCGA-BH-A0H9-11A-22R-A466-07
RBM47	4164.2068	RBM47	258.8376
RBM4B	183.7553	RBM4B	221.0905
RBM4	2866.0776	RBM4	2118.2864
RBM5	1232.0125	RBM5	1673.0198
RBM6	762.6429	RBM6	897.1061
RBM7	508.6502	RBM7	633.3134
RBM8A	3045.2624	RBM8A	1180.9706
RBM9	1375.0367	RBM9	1988.6159
RBMS1	595.0542	RBMS1	1634.5117
RBMS2	490.3372	RBMS2	2208.8137
RBMS3	23.0671	RBMS3	152.1869
RBMX2	421.8551	RBMX2	394.8472
RBMXL1	588.4938	RBMXL1	417.7292
RBMX	3466.7188	RBMX	2327.142
RBP1	987.9777	RBP1	304.973
RBP4	204.4766	RBP4	16678.2504
RBP5	41.8336	RBP5	131.2163
RBP7	79.7576	RBP7	4874.7753
RBPJ	581.3703	RBPJ	936.4889
RBPMS2	48.0891	RBPMS2	738.7657
RBPMS	1488.8085	RBPMS	3792.0911
RBX1	778.27	RBX1	1175.9497
RC3H1	905.4833	RC3H1	779.5087
RC3H2	333.8872	RC3H2	216.8963
RCAN1	438.6668	RCAN1	1303.7747
RCAN2	155.6055	RCAN2	919.7124
RCAN3	151.3049	RCAN3	11.3841
RCBTB1	893.3633	RCBTB1	347.5135
RCBTB2	206.4314	RCBTB2	562.6123
RCC1	904.9164	RCC1	200.006
RCC2	3246.9944	RCC2	1143.7987
RCCD1	168.1165	RCCD1	218.6938
RCE1	403.4796	RCE1	259.4368
RCHY1	507.4773	RCHY1	392.4506
RCL1	275.2419	RCL1	512.882
RCN1	1886.4236	RCN1	3149.1911
RCN2	1265.5654	RCN2	856.8005
RCN3	579.0245	RCN3	992.2109
RCOR1	1689.7664	RCOR1	438.586
RCOR2	20.3304	RCOR2	12.5824
RCOR3	916.8214	RCOR3	793.2894
RCSD1	127.0648	RCSD1	407.4296
RDBP	1090.435	RDBP	2094.8772
RDH10	296.3542	RDH10	1108.4482
RDH11	2948.2944	RDH11	882.5644
RDH13	424.2166	RDH13	185.1408
RDH14	413.6448	RDH14	413.4212
RDH16	37.142	RDH16	8.9874
RDH5	32.6185	RDH5	4186.1654
RDM1	11.3381	removed	removed
RDX	870.2962	RDX	1917.9149
REC8	2147.5907	REC8	26.3631
RECK	163.4249	RECK	890.3535
RECQL4	374.157	RECQL4	31.7555
RECQL5	425.3739	RECQL5	470.9407
RECQL	880.6099	RECQL	893.5351
REEP1	89.5318	REEP1	118.6339
REEP2	121.9822	REEP2	195.9257
REEP3	641.5795	REEP3	473.9365
REEP4	691.2325	REEP4	291.7915
REEP5	7834.2919	REEP5	4686.9563
REEP6	1540.8074	REEP6	304.3739
RELA	1862.9655	RELA	2080.8868
RELB	247.4831	RELB	337.3277
RELL1	691.8972	RELL1	1337.0461
RELL2	87.8389	RELL2	5.4044
RELN	21.8942	RELN	119.8322
RELT	80.1486	RELT	38.9455
REL	213.4689	REL	23.3673
REM1	7.0374	REM1	170.7609
REM2	73.5021	removed	removed
RENBP	60.6001	RENBP	356.5009
REP15	9.7742	REP15	16.1774
REPIN1	2069.006	REPIN1	2131.8155
REPS1	1014.9545	REPS1	403.8346
REPS2	2781.3508	REPS2	179.7484
RER1	2311.3831	RER1	3544.0863
RERE	2194.5069	RERE	4237.2678
RERGL	5.0826	RERGL	977.2319
RERG	1617.0462	RERG	697.4236
REST	592.3175	REST	76.6926
RETSAT	2222.6566	RETSAT	20261.8334
RET	493.4024	RET	58.7178
REV1	432.8023	REV1	469.1432
REV3L	562.2129	REV3L	644.0983
REXO1	505.1315	REXO1	647.6932
REXO2	493.4024	REXO2	1101.8574
REXO4	638.8427	REXO4	593.1696
RFC1	1186.5898	RFC1	1022.7681
RFC2	574.7239	RFC2	458.3583
RFC3	494.5753	RFC3	111.444
RFC4	263.9038	RFC4	118.0348
RFC5	316.6846	RFC5	151.5878
RFESD	27.7588	RFESD	13.1815
RFFL	710.4369	RFFL	424.8232
RFK	913.3027	RFK	537.4476
RFNG	797.185	RFNG	1275.015
RFPL1S	10.2942	RFPL1S	6.5908
RFT1	650.5718	RFT1	376.8724
RFTN1	299.482	RFTN1	3781.3062
RFTN2	64.5098	RFTN2	237.867
RFWD2	1438.3736	RFWD2	897.5434
RFWD3	1347.2779	RFWD3	289.3948
RFX1	500.4398	RFX1	376.2732
RFX2	114.9448	RFX2	156.9802
RFX3	60.2092	RFX3	14.979
removed	removed	RFX4	5.3925
RFX5	900.7917	RFX5	517.6753
RFX6	104.7796	removed	removed
RFX7	607.1743	RFX7	243.8586
removed	removed	RFX8	10.1857
RFXANK	878.5456	RFXANK	917.6333
RFXAP	78.1937	RFXAP	109.0473
RG9MTD1	801.4857	RG9MTD1	439.1851
RG9MTD2	121.9822	RG9MTD2	116.8364
RG9MTD3	89.5318	RG9MTD3	101.8574
removed	removed	RGAG1	8.3883
RGAG4	427.7197	RGAG4	312.163
RGL1	261.949	RGL1	1127.6213
RGL2	1882.5139	RGL2	1316.3571
RGL3	234.1902	RGL3	45.0809
RGMA	53.5627	RGMA	838.8256
RGMB	387.0589	RGMB	521.8694
RGNEF	150.9139	RGNEF	542.2409
RGN	32.8414	RGN	306.1714
RGP1	144.6584	RGP1	83.2834
RGPD1	534.2586	RGPD1	184.0264
RGPD3	208.7772	RGPD3	119.2331
RGPD4	130.5835	RGPD4	93.4691
RGPD5	38.6746	RGPD5	26.3631
RGPD6	342.1288	RGPD6	439.1851
RGS10	487.1469	RGS10	254.6435
RGS11	44.5509	RGS11	395.8538
RGS12	675.5938	RGS12	680.6471
RGS14	158.3423	RGS14	100.0599
RGS16	161.861	RGS16	907.13
removed	removed	RGS17	9.5866
RGS18	19.5484	RGS18	8.9874
RGS19	353.4356	RGS19	286.399
RGS1	242.0096	RGS1	216.2972
RGS22	11.3381	RGS22	248.6519
RGS2	171.6352	RGS2	396.0455
RGS3	522.3341	RGS3	4736.9682
RGS4	170.0714	RGS4	25.1648
RGS5	1558.01	RGS5	8546.435
RGS6	137.23	RGS6	194.7274
RGS7BP	5.8645	RGS7BP	19.1732
RGS7	5.0826	removed	removed
RGS9BP	12.902	removed	removed
removed	removed	RGS9	10.1857
RHBDD1	414.4267	RHBDD1	260.0359
RHBDD2	2925.6182	RHBDD2	2248.0527
RHBDD3	285.0161	RHBDD3	384.0623
RHBDF1	770.2082	RHBDF1	484.1222
RHBDF2	407.7803	RHBDF2	251.0485
RHBDL1	181.0185	RHBDL1	10.1857
RHBDL2	102.0428	RHBDL2	36.5488
RHBDL3	32.8414	RHBDL3	26.3631
RHBG	31.2775	removed	removed
RHCE	6.2555	RHCE	5.3925
removed	removed	RHCG	5.3925
RHD	6.6465	RHD	5.9916
removed	removed	RHEBL1	17.3757
RHEB	864.0407	RHEB	1370.2816
RHOA	15495.6505	RHOA	20113.8406
RHOBTB1	482.8463	RHOBTB1	540.4434
RHOBTB2	558.8623	RHOBTB2	424.0563
RHOBTB3	3411.5922	RHOBTB3	3094.6675
RHOB	17125.2077	RHOB	28623.1276
RHOC	5997.0677	RHOC	8342.7202
RHOD	505.9134	RHOD	294.1881
RHOF	338.4107	RHOF	14.7753
RHOG	763.9527	RHOG	1363.6908
RHOH	641.9705	RHOH	11.9832
RHOJ	100.088	RHOJ	400.2397
RHOQ	1018.8642	RHOQ	8862.3008
RHOT1	953.5725	RHOT1	1013.7807
RHOT2	2121.3958	RHOT2	957.4596
RHOU	337.015	RHOU	1248.6519
RHOV	318.6394	removed	removed
removed	removed	RHOXF1	88.0767
RHPN1	393.3144	RHPN1	80.8868
RHPN2	241.2276	RHPN2	9.5866
RIBC1	75.066	RIBC1	13.7807
RIBC2	23.4581	removed	removed
removed	removed	RIC3	26.9623
RIC8A	3137.4489	RIC8A	2080.695
RIC8B	304.5646	RIC8B	433.1935
RICH2	335.842	RICH2	104.254
RICTOR	820.2522	RICTOR	384.0623
RIF1	1099.0128	RIF1	219.8922
RILPL1	183.3604	RILPL1	357.7951
RILPL2	253.3477	RILPL2	925.704
RILP	45.3524	RILP	862.7921
removed	removed	RIMBP2	28.7597
RIMBP3	16.8117	RIMBP3	18.574
RIMKLA	322.1581	RIMKLA	22.169
RIMKLB	538.8447	RIMKLB	690.6411
RIMS1	16.8117	RIMS1	8.3883
RIMS3	73.8931	RIMS3	55.722
RIMS4	1857.4919	RIMS4	160.5752
RIN1	93.8325	RIN1	108.4482
RIN2	912.9117	RIN2	1079.0893
RIN3	164.2068	RIN3	485.9197
RING1	641.1885	RING1	1013.1815
RINL	107.9073	RINL	90.4733
RINT1	609.7977	RINT1	288.4901
RIOK1	413.6448	RIOK1	372.6783
RIOK2	656.0454	RIOK2	485.9197
RIOK3	1412.1787	RIOK3	1056.9203
RIPK1	1207.7021	RIPK1	1088.6759
RIPK2	655.2634	RIPK2	265.4284
RIPK3	222.0702	RIPK3	211.5039
RIPK4	390.1867	removed	removed
RIT1	1088.0657	RIT1	630.9167
RLF	389.4048	RLF	310.3655
RLIM	1582.25	RLIM	837.6273
RLN2	12.511	removed	removed
RLTPR	12.902	removed	removed
RMI1	339.3608	RMI1	125.8238
RMND1	830.8083	RMND1	584.1821
RMND5A	1506.4021	RMND5A	1816.6567
RMND5B	993.0603	RMND5B	877.172
RMRP	6.6465	RMRP	88.0767
RNASE1	831.5903	RNASE1	10279.8083
RNASE2	8.9923	removed	removed
RNASE4	2147.3443	RNASE4	5935.7939
RNASE6	125.5009	RNASE6	127.0222
RNASEH1	233.0173	RNASEH1	225.8838
RNASEH2A	713.5177	RNASEH2A	271.42
RNASEH2B	422.2461	RNASEH2B	473.3373
RNASEH2C	574.1022	RNASEH2C	1143.0557
RNASEK	1469.393	RNASEK	3283.0917
RNASEL	735.803	RNASEL	367.2858
RNASEN	1631.903	RNASEN	669.8622
RNASET2	1611.5727	RNASET2	536.2493
RND1	435.539	RND1	224.0863
RND2	141.5306	RND2	68.9035
RND3	194.3114	RND3	968.8436
RNF103	1465.3309	RNF103	914.32
RNF10	2888.0852	RNF10	3943.0797
RNF111	739.7126	RNF111	443.9784
removed	removed	RNF112	16.1774
RNF113A	214.6418	RNF113A	286.399
RNF114	13330.8572	RNF114	1475.734
RNF115	579.4155	RNF115	303.7747
RNF11	2239.8593	RNF11	4449.97
RNF121	527.0257	RNF121	509.287
RNF122	96.9602	RNF122	381.6657
RNF123	899.6188	RNF123	715.9976
RNF125	134.4932	RNF125	665.0689
RNF126	456.6514	RNF126	601.5578
RNF128	55.1266	RNF128	22.169
RNF130	1434.8549	RNF130	4614.1402
RNF135	699.8338	RNF135	759.7364
RNF138P1	5.4736	RNF138P1	17.3757
RNF138	566.9045	RNF138	384.0623
RNF139	874.2058	RNF139	1059.317
RNF13	1106.4412	RNF13	1550.03
RNF141	2076.4344	RNF141	1515.2786
RNF144A	423.419	RNF144A	1446.9742
RNF144B	682.6312	RNF144B	636.9083
RNF145	350.6989	RNF145	1479.9281
RNF146	631.8053	RNF146	876.5728
RNF149	1147.1019	RNF149	583.583
RNF14	1733.5549	RNF14	1565.009
RNF150	30.4956	RNF150	261.8334
RNF152	61.773	RNF152	23.3673
RNF157	35.9691	RNF157	1188.7358
RNF160	992.6693	RNF160	409.8262
RNF165	40.2698	RNF165	32.9539
RNF166	215.8147	RNF166	356.5009
RNF167	2707.0668	RNF167	2352.9059
RNF168	186.492	RNF168	103.0557
RNF169	610.9315	RNF169	238.1366
RNF170	571.9871	RNF170	470.9407
RNF175	8.6013	removed	removed
RNF180	135.6661	RNF180	258.8376
RNF181	1061.8708	RNF181	1499.7004
RNF182	11.3381	RNF182	55.722
RNF183	51.9988	removed	removed
RNF185	880.3675	RNF185	1272.133
RNF187	5497.8008	RNF187	2870.5812
RNF19A	1568.5661	RNF19A	1233.6729
RNF19B	469.5533	RNF19B	520.0719
RNF207	42.2246	RNF207	28.7597
RNF208	121.5912	RNF208	177.9509
RNF20	1284.3319	RNF20	1391.2522
RNF212	10.1652	RNF212	57.5195
RNF213	5605.5752	RNF213	1802.7921
RNF214	276.4148	RNF214	338.5261
RNF215	263.5129	RNF215	245.0569
RNF216L	213.0779	RNF216L	207.178
RNF216	922.295	RNF216	1094.0683
RNF217	44.9497	RNF217	63.4871
RNF219	465.499	RNF219	370.2816
RNF220	698.7157	RNF220	1155.71
RNF24	1288.6326	RNF24	39.5446
RNF25	362.0369	RNF25	455.9617
RNF26	1074.7727	RNF26	969.4428
RNF2	1194.0182	RNF2	396.0455
RNF31	826.7149	RNF31	771.1204
RNF32	28.1497	RNF32	14.979
RNF34	634.89	RNF34	593.7328
RNF38	869.9052	RNF38	1203.7148
RNF39	32.0594	removed	removed
RNF40	4133.3203	RNF40	1886.7585
RNF41	973.5119	RNF41	1905.3325
RNF43	808.9141	RNF43	8.3883
RNF44	745.1862	RNF44	642.3008
RNF4	1705.0142	RNF4	972.4386
RNF5P1	96.5693	RNF5P1	135.4104
RNF5	838.2367	RNF5	1011.9832
RNF6	928.5505	RNF6	605.7519
RNF7	918.7763	RNF7	1204.314
RNF8	356.1724	RNF8	304.973
RNFT1	352.2627	RNFT1	319.9521
RNFT2	38.3149	RNFT2	31.7555
RNGTT	658.0002	RNGTT	259.4368
RNH1	3259.8964	RNH1	6530.2576
RNLS	74.284	RNLS	165.3685
RNMTL1	544.6193	RNMTL1	485.9197
RNMT	1048.1869	RNMT	488.9155
RNPC3	93.0114	RNPC3	156.3811
RNPEPL1	1836.7706	RNPEPL1	3952.6663
RNPEP	3682.5335	RNPEP	1257.0401
RNPS1	11354.5108	RNPS1	2028.1606
ROBLD3	1243.2802	ROBLD3	1139.0054
ROBO1	280.3245	ROBO1	780.1078
ROBO2	8.9923	ROBO2	12.5824
ROBO3	15.6387	ROBO3	359.4967
ROBO4	263.5129	ROBO4	4874.7753
ROCK1	1628.3843	ROCK1	1121.0306
ROCK2	728.7655	ROCK2	641.7016
ROD1	4516.4696	ROD1	994.0084
ROGDI	378.0667	ROGDI	164.1702
ROM1	49.653	ROM1	236.6687
ROMO1	3791.2228	ROMO1	1292.3907
ROPN1L	12.12	ROPN1L	14.3799
ROR1	19.9394	ROR1	25.1648
ROR2	147.0042	ROR2	36.5488
RORA	223.2431	RORA	257.0401
removed	removed	RORB	30.5572
RORC	756.1333	RORC	58.1186
removed	removed	RP1L1	7.7891
RP1	51.2169	removed	removed
RP2	824.5528	RP2	315.1588
RP9P	58.6453	RP9P	192.9299
RP9	109.4712	RP9	120.4314
RPA1	2663.2783	RPA1	2465.5482
RPA2	882.0252	RPA2	948.4721
RPA3	448.441	RPA3	345.716
RPAIN	426.7853	RPAIN	472.3607
RPAP1	581.3703	RPAP1	620.1318
RPAP2	186.492	RPAP2	193.5291
RPAP3	1026.2926	RPAP3	260.0359
RPE	1072.2823	RPE	606.8065
RPF1	503.9586	RPF1	535.6501
RPF2	324.504	RPF2	456.5608
RPGRIP1L	453.5236	RPGRIP1L	32.3547
RPGRIP1	9.7742	removed	removed
RPGR	63.7279	RPGR	160.5752
RPH3AL	299.482	RPH3AL	561.414
RPIA	385.1041	RPIA	520.0719
RPL10A	10386.8635	RPL10A	12373.2774
RPL10	10623.5129	RPL10	22479.1072
RPL11	9597.4978	RPL11	25953.2654
RPL12	7737.2691	RPL12	11552.4266
RPL13AP20	21.1123	RPL13AP20	29.3589
RPL13AP3	10.9471	RPL13AP3	13.1815
removed	removed	RPL13AP6	7.7891
RPL13A	13821.1319	RPL13A	19536.2493
RPL13P5	17.2026	removed	removed
RPL13	21518.1312	RPL13	30637.5075
RPL14	8833.1541	RPL14	9710.6052
RPL15	20404.6525	RPL15	24149.7903
RPL17	4044.1521	RPL17	5644.1102
RPL18A	1807.448	RPL18A	3127.6213
RPL18	9105.2683	RPL18	16045.5362
RPL19P12	23.8491	RPL19P12	35.9497
RPL19	15054.2469	RPL19	25386.459
removed	removed	RPL21	13.1815
RPL22L1	294.0084	RPL22L1	278.6099
RPL22	7842.8306	RPL22	9998.8017
removed	removed	RPL23AP32	6.5908
RPL23AP53	161.47	RPL23AP53	123.4272
RPL23AP7	90.7047	RPL23AP7	197.124
RPL23AP82	88.7499	RPL23AP82	189.6884
RPL23A	3677.4509	RPL23A	4511.0845
RPL23P8	30.8865	RPL23P8	140.2037
RPL23	8245.5283	RPL23	15215.698
RPL24	8033.6233	RPL24	12006.5908
RPL26L1	1160.0039	RPL26L1	185.74
RPL26	10599.9414	RPL26	13224.6854
RPL27A	8930.1144	RPL27A	15191.7316
RPL27	9183.853	RPL27	12234.8712
RPL28	8520.3792	RPL28	14379.8682
RPL29	8955.1364	RPL29	14242.6603
RPL30	8316.2936	RPL30	19961.6537
removed	removed	RPL31P11	7.1899
RPL31	10780.5689	RPL31	16049.7304
RPL32P3	44.3554	RPL32P3	72.4266
RPL32	12907.4382	RPL32	24962.852
RPL34	8755.7424	RPL34	13178.55
RPL35A	8308.4742	RPL35A	13082.0851
RPL35	4534.8451	RPL35	12884.9611
RPL36AL	2678.526	RPL36AL	4345.716
RPL36A	77.0208	RPL36A	13.1815
RPL36	6521.3567	RPL36	9118.0348
RPL37A	9045.0591	RPL37A	20344.5177
RPL37	6724.6603	RPL37	14174.9551
RPL38	4841.3645	RPL38	8235.4703
RPL39L	193.9204	RPL39L	119.2331
RPL39	454.3055	RPL39	509.287
RPL3	35785.3582	RPL3	44694.4278
RPL41	11877.6268	RPL41	20214.4997
RPL4	19613.723	RPL4	34614.1402
RPL5	12326.8498	RPL5	22063.4691
RPL6	7389.698	RPL6	9757.9389
RPL7A	12737.7578	RPL7A	16995.2067
RPL7L1	1095.8851	RPL7L1	568.604
RPL7	1117.3883	RPL7	1590.1738
RPL8	26716.841	RPL8	39194.7274
RPL9	231.4534	RPL9	344.5177
RPLP0P2	32.0594	RPLP0P2	5.3925
RPLP0	17263.6106	RPLP0	22790.8928
RPLP1	13514.6125	RPLP1	28348.7118
RPLP2	6523.3115	RPLP2	29107.2499
RPN1	7437.3961	RPN1	5805.2726
RPN2	22207.4049	RPN2	4348.0887
RPP14	436.712	RPP14	405.033
RPP21	276.4148	RPP21	391.2522
RPP25	125.11	RPP25	234.272
RPP30	338.5788	RPP30	591.3721
RPP38	250.2199	RPP38	196.5249
RPP40	178.2817	RPP40	105.4524
RPPH1	11.7291	RPPH1	105.4524
RPRD1A	1615.8733	RPRD1A	1101.8574
RPRD1B	2044.3749	RPRD1B	623.1276
RPRD2	1876.6494	RPRD2	1034.7513
RPRM	19.9394	removed	removed
RPS10P7	39.0969	RPS10P7	24.5656
RPS10	5044.2772	RPS10	7316.9563
RPS11	15926.8889	RPS11	34007.7891
RPS12	8900.0098	RPS12	19343.9185
RPS13	6312.5794	RPS13	11642.3008
RPS14	12218.1605	RPS14	21169.5626
RPS15A	10790.734	RPS15A	14537.4476
RPS15	4112.208	RPS15	7405.033
RPS16	7058.5476	RPS16	18740.5632
RPS17	7568.3706	RPS17	15020.3715
RPS18	26848.9884	RPS18	32983.8226
RPS19BP1	1240.5434	RPS19BP1	2097.6633
RPS19	9324.9927	RPS19	13215.698
RPS20	8786.6289	RPS20	41502.0971
RPS21	11032.3527	RPS21	8590.7729
RPS23	11343.5637	RPS23	17417.6153
RPS24	11509.3344	RPS24	20668.6639
RPS25	6541.687	RPS25	12887.3577
RPS26	433.5842	RPS26	550.6291
RPS27A	6974.0983	RPS27A	11992.2109
RPS27L	962.9557	RPS27L	1648.8916
RPS27	447.6591	RPS27	1085.0809
RPS28	6.6465	RPS28	16.7765
RPS29	4178.6727	RPS29	7473.3373
removed	removed	RPS2P32	67.1061
RPS2	29017.6913	RPS2	10300.1797
RPS3A	6016.6162	RPS3A	7387.0581
RPS3	18108.1028	RPS3	20934.6914
RPS4X	34205.845	RPS4X	37452.3667
RPS5	7591.8288	RPS5	14070.701
RPS6KA1	931.6782	RPS6KA1	136.6087
RPS6KA2	724.4649	RPS6KA2	2233.0737
RPS6KA3	429.2835	RPS6KA3	1084.4817
RPS6KA4	817.1244	RPS6KA4	979.6285
RPS6KA5	249.047	RPS6KA5	52.127
RPS6KA6	175.5449	removed	removed
RPS6KB1	880.4613	RPS6KB1	710.006
RPS6KB2	455.4784	RPS6KB2	420.6111
RPS6KC1	922.686	RPS6KC1	358.2984
RPS6KL1	212.6869	RPS6KL1	103.6549
RPS6	23169.9736	RPS6	35671.6597
RPS7	4964.1286	RPS7	7484.1222
RPS8	13283.941	RPS8	24103.0557
RPS9	11031.1797	RPS9	23615.9377
RPSAP58	7442.8697	RPSAP58	7385.8598
RPSAP9	16.4207	RPSAP9	24.5656
RPSA	5998.2406	RPSA	5803.4751
RPTOR	830.4174	RPTOR	865.1887
RPUSD1	604.4375	RPUSD1	350.5093
RPUSD2	151.6958	RPUSD2	185.74
RPUSD3	395.6602	RPUSD3	518.8736
RPUSD4	577.4607	RPUSD4	772.3188
RQCD1	237.7089	RQCD1	116.8364
RRAD	12.12	RRAD	411.0246
RRAGA	1762.0956	RRAGA	2669.263
RRAGB	188.0559	RRAGB	307.3697
RRAGC	353.0447	RRAGC	783.7028
RRAGD	83.2763	RRAGD	1050.9287
RRAS2	453.9146	RRAS2	699.8203
RRAS	744.4043	RRAS	4949.6705
RRBP1	5624.4746	RRBP1	3871.7795
RREB1	1250.7086	RREB1	701.0186
RRM1	2178.4772	RRM1	1237.2678
RRM2B	1031.3752	RRM2B	674.6555
RRM2	696.3151	RRM2	9.5866
removed	removed	RRN3P1	39.5446
RRN3P2	5.0826	RRN3P2	6.5908
RRN3P3	43.8628	RRN3P3	52.0851
RRN3	2225.7844	RRN3	1025.1648
RRP12	941.0615	RRP12	310.9646
RRP15	754.5694	RRP15	279.8083
RRP1B	1149.4478	RRP1B	692.0312
RRP1	510.996	RRP1	611.7436
RRP7A	431.2384	RRP7A	607.5494
RRP7B	134.6457	RRP7B	81.456
RRP8	278.3697	RRP8	388.2564
RRP9	444.5313	RRP9	400.8388
RRS1	503.9586	RRS1	352.3068
RSAD1	691.2325	RSAD1	720.1917
RSAD2	116.1177	RSAD2	258.8376
RSBN1L	509.3813	RSBN1L	166.7226
RSBN1	626.3317	RSBN1	512.882
RSC1A1	330.951	RSC1A1	84.6794
RSF1	887.4988	RSF1	335.5303
RSL1D1	3924.1521	RSL1D1	3173.1576
RSL24D1	1560.3558	RSL24D1	2121.6297
RSPH1	274.069	removed	removed
RSPH3	188.8378	RSPH3	38.3463
RSPH4A	20.7213	removed	removed
RSPO1	13.2929	RSPO1	8.3883
RSPO3	40.6607	RSPO3	266.6267
RSPO4	76.2389	RSPO4	6.5908
RSPRY1	738.5397	RSPRY1	192.9299
RSRC1	242.4005	RSRC1	145.5962
RSRC2	1157.2671	RSRC2	983.8226
RSU1	2104.5841	RSU1	2784.302
RTCD1	820.2522	RTCD1	717.7951
RTEL1	444.7464	RTEL1	218.6399
RTF1	1689.3754	RTF1	968.2445
RTKN2	134.4932	removed	removed
RTKN	676.3757	RTKN	187.5374
RTN1	802.2676	RTN1	550.03
RTN2	249.438	RTN2	196.5249
RTN3	6482.2598	RTN3	11265.4284
RTN4IP1	147.3952	RTN4IP1	106.6507
RTN4RL1	1392.2393	RTN4RL1	333.1336
RTN4RL2	28.5407	RTN4RL2	15.5782
RTN4R	87.186	RTN4R	115.0389
RTN4	6951.8131	RTN4	19029.3589
RTP4	20.7213	RTP4	70.1019
RTTN	136.0571	RTTN	108.4482
RUFY1	1254.6183	RUFY1	1121.0306
RUFY2	286.189	RUFY2	179.1492
RUFY3	589.1897	RUFY3	535.6501
RUNDC1	1529.4693	RUNDC1	476.9323
RUNDC2A	76.2389	RUNDC2A	25.1648
RUNDC2C	9.3832	RUNDC2C	7.0641
RUNDC3A	5.8645	RUNDC3A	7.1899
RUNDC3B	37.533	RUNDC3B	194.1282
RUNX1T1	16.0297	RUNX1T1	61.7136
RUNX1	2258.2348	RUNX1	206.1114
RUNX2	141.1397	RUNX2	23.3673
RUNX3	93.0505	RUNX3	49.7304
RUSC1	2720.7507	RUSC1	576.393
RUSC2	327.6317	RUSC2	1203.1156
RUVBL1	1233.3496	RUVBL1	699.3948
RUVBL2	2176.1314	RUVBL2	1387.6573
RWDD1	675.2028	RWDD1	1667.4655
RWDD2A	109.4712	RWDD2A	106.0515
RWDD2B	339.3608	RWDD2B	541.0425
RWDD3	143.8765	RWDD3	184.0923
RWDD4A	758.4791	RWDD4A	420.6111
RXRA	2717.2319	RXRA	5080.8868
RXRB	1031.7662	RXRB	1292.9898
removed	removed	RXRG	145.5962
RYBP	1828.9512	RYBP	901.1384
RYK	1396.9309	RYK	1750.1498
RYR1	37.533	RYR1	20.9706
removed	removed	RYR2	16.1774
removed	removed	RYR3	50.9287
S100A10	3847.9132	S100A10	10228.2804
S100A11	9798.4557	S100A11	5133.0138
S100A13	1495.846	S100A13	4182.145
S100A14	4460.952	S100A14	11.9832
S100A16	4088.7499	S100A16	3297.1839
S100A1	239.2728	S100A1	4984.4218
S100A2	12.902	S100A2	22.169
removed	removed	S100A3	55.1228
S100A4	460.1701	S100A4	9267.2259
S100A6	2942.0389	S100A6	24949.0713
S100A7	36.3601	removed	removed
S100A8	50.8259	S100A8	19.7723
S100A9	632.9782	S100A9	49.7304
S100B	69.2014	S100B	6759.1372
S100PBP	342.0975	S100PBP	356.5009
S100P	4154.8236	S100P	5.3925
S1PR1	356.5634	S1PR1	5778.9095
S1PR2	214.6418	S1PR2	316.3571
S1PR3	578.1527	S1PR3	150.3535
S1PR4	19.9394	S1PR4	97.0641
S1PR5	10.9471	S1PR5	10.7849
SAA1	900.0098	SAA1	29826.2433
SAA2	171.2443	SAA2	1020.3715
SAA4	5.0826	SAA4	32.3547
SAAL1	222.8521	SAAL1	144.997
SAC3D1	262.3399	SAC3D1	321.1504
SACM1L	1319.5191	SACM1L	1103.0557
SACS	584.4981	SACS	263.6309
SAE1	2642.166	SAE1	2212.7022
SAFB2	1233.897	SAFB2	1133.6129
SAFB	1576.3855	SAFB	1799.8802
SALL1	29.7136	removed	removed
SALL2	453.1326	SALL2	134.2121
SAMD10	136.0571	SAMD10	43.7388
SAMD11	127.8937	SAMD11	29.988
SAMD12	597.4001	SAMD12	59.317
SAMD13	30.1046	SAMD13	26.9623
SAMD14	15.2478	SAMD14	11.9832
SAMD1	366.3376	SAMD1	301.9772
SAMD3	8.6013	SAMD3	13.7807
SAMD4A	133.7113	SAMD4A	1028.1606
SAMD4B	1672.9547	SAMD4B	1026.9623
SAMD5	53.9537	SAMD5	44.3379
SAMD8	95.7873	SAMD8	107.2499
SAMD9L	173.5901	SAMD9L	432.5944
SAMD9	218.5515	SAMD9	215.698
SAMHD1	960.1251	SAMHD1	572.3607
SAMM50	935.5879	SAMM50	1865.7879
SAMSN1	66.4647	SAMSN1	46.7346
SAP130	703.7435	SAP130	402.6363
SAP18	2672.2706	SAP18	3668.6639
SAP30BP	862.0858	SAP30BP	1116.2373
SAP30L	1298.7978	SAP30L	1458.9575
SAP30	177.8907	SAP30	140.2037
SAPS1	1869.612	SAPS1	1152.1869
SAPS2	916.8214	SAPS2	1186.9383
SAPS3	2173.3946	SAPS3	1278.6099
SAR1A	2639.4292	SAR1A	4683.6429
SAR1B	925.0318	SAR1B	517.0761
SARDH	12.902	SARDH	10.7849
SARM1	467.1019	SARM1	162.1869
SARNP	689.4693	SARNP	839.1971
SARS2	356.1138	SARS2	252.9958
SARS	2106.9299	SARS	3153.3853
SART1	956.3093	SART1	1831.6357
SART3	938.3247	SART3	784.9011
SASH1	1593.1971	SASH1	2855.6022
SASH3	143.8765	SASH3	82.0851
SASS6	136.0571	SASS6	43.7388
SAT1	1316.3914	SAT1	2388.2564
SAT2	199.394	SAT2	1441.5818
SATB1	116.5087	SATB1	497.3038
SATB2	369.0744	SATB2	107.849
SATL1	32.0594	SATL1	38.3463
