gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
WDR52	144.247	WDR52	581.8844
WDR53	127.3266	WDR53	133.8455
WDR54	109.5601	WDR54	141.9329
WDR55	560.7064	WDR55	493.1702
WDR59	392.555	WDR59	1234.533
WDR5B	347.2927	WDR5B	460.9786
WDR5	826.5651	WDR5	816.8217
WDR60	450.0846	WDR60	537.8083
WDR61	779.1878	WDR61	877.8811
WDR62	271.9966	WDR62	45.6935
removed	removed	WDR65	9.3004
WDR66	14.3824	WDR66	65.5075
WDR67	139.5939	WDR67	91.7913
WDR6	1728.879	WDR6	3872.8144
WDR70	386.2098	WDR70	566.9228
WDR72	9.3063	WDR72	97.0481
WDR73	412.2462	WDR73	473.8091
WDR74	285.956	WDR74	583.5018
WDR75	809.6447	WDR75	1049.3328
WDR76	323.181	WDR76	140.7198
WDR77	551.6074	WDR77	572.5839
WDR78	47.8003	WDR78	128.1844
WDR7	702.6227	WDR7	585.5237
WDR81	952.1997	WDR81	873.0287
WDR82	3660.7445	WDR82	3640.5176
WDR83	109.5601	WDR83	104.3308
WDR85	203.4687	WDR85	377.6789
WDR86	49.9154	WDR86	151.2333
removed	removed	WDR87	7.2786
WDR88	6.3452	WDR88	18.1965
WDR89	359.1371	WDR89	340.8815
WDR8	431.0491	WDR8	428.6292
WDR90	753.8071	WDR90	699.1508
WDR91	379.0186	WDR91	672.867
WDR92	151.8613	WDR92	263.243
WDR93	6.3452	WDR93	47.311
WDSUB1	130.2876	WDSUB1	224.4238
WDTC1	1782.5719	WDTC1	3384.1488
WDYHV1	265.6514	WDYHV1	231.7024
WEE1	468.6971	WEE1	1116.8621
removed	removed	WEE2	6.0655
WFDC1	36.379	WFDC1	13.7485
WFDC2	12.2673	WFDC2	1072.7861
WFIKKN1	10.9983	WFIKKN1	19.814
WFS1	1933.1641	WFS1	1278.2046
WHAMML1	90.9475	WHAMML1	103.1136
WHAMML2	61.3367	WHAMML2	66.7206
WHAMM	381.9797	WHAMM	405.1759
WHSC1L1	1619.7124	WHSC1L1	1649.818
WHSC1	1604.9069	WHSC1	973.7161
WHSC2	516.0745	WHSC2	668.0146
WIBG	445.8545	WIBG	282.2483
WIF1	7.1912	WIF1	887.5859
WIPF1	2108.714	WIPF1	1271.3304
WIPF2	1643.401	WIPF2	1420.1375
WIPF3	6.7682	WIPF3	30.7319
WIPI1	809.2217	WIPI1	505.8633
WIPI2	1290.6091	WIPI2	1737.5657
WISP1	584.1794	WISP1	11.7266
WISP2	1574.4501	WISP2	304.8928
removed	removed	WISP3	54.1852
WIZ	1225.0423	WIZ	1121.7145
WLS	1116.7513	WLS	3192.4788
WNK1	8237.7327	WNK1	4835.8269
WNK2	187.7919	WNK2	2032.6041
WNK3	11.8443	WNK3	52.5677
removed	removed	WNK4	204.4763
WNT10A	17.7665	WNT10A	48.1197
WNT10B	13.1134	WNT10B	24.6664
WNT11	151.4382	WNT11	36.393
WNT2B	7.6142	WNT2B	12.9397
WNT2	153.5533	WNT2	109.5835
WNT3A	5.4992	removed	removed
WNT3	69.797	WNT3	19.814
WNT4	39.3401	WNT4	184.7958
WNT5A	264.8054	WNT5A	537.404
WNT5B	36.802	WNT5B	321.4719
removed	removed	WNT6	31.1363
WNT7B	521.5736	WNT7B	92.6001
removed	removed	WNT8B	10.1092
WNT9A	16.0745	WNT9A	10.9179
WRAP53	122.6734	WRAP53	176.3041
WRB	687.8173	WRB	476.7489
WRNIP1	906.9374	WRNIP1	977.7598
WRN	500	WRN	735.9482
WSB1	1434.8562	WSB1	2974.5249
WSB2	1924.2809	WSB2	961.9895
WSCD1	87.5635	WSCD1	102.7093
WSCD2	9.3063	WSCD2	74.4036
WTAP	1244.9239	WTAP	2053.7808
WTIP	180.6261	WTIP	222.8063
WWC1	520.7276	WWC1	2520.4205
WWC2	1199.6616	WWC2	791.3465
WWC3	1428.934	WWC3	1304.0841
WWOX	134.9408	WWOX	270.926
WWP1	2950.9306	WWP1	2052.9721
WWP2	880.2876	WWP2	1542.2564
WWTR1	733.7521	WWTR1	871.6983
XAB2	892.555	XAB2	1328.3461
XAF1	1404.8223	XAF1	643.3482
XBP1	23474.1963	XBP1	22422.1593
XCL1	17.3435	XCL1	12.5354
XCL2	10.1523	XCL2	16.9834
XCR1	5.4992	XCR1	5.6611
XDH	82.0643	XDH	292.7618
XG	192.4704	XG	22.6446
XIAP	1698.8156	XIAP	1513.9507
XIRP1	5.9222	removed	removed
XIST	15117.6142	XIST	29362.7052
XKR5	5.4992	removed	removed
XKR8	215.313	XKR8	231.298
XKRX	5.0761	removed	removed
XK	14.8054	XK	76.8298
XPA	186.5482	XPA	256.3688
XPC	999.154	XPC	1614.2337
XPNPEP1	1083.3333	XPNPEP1	1170.2386
XPNPEP2	112.5212	XPNPEP2	80.8734
XPNPEP3	254.2555	XPNPEP3	249.167
XPO1	3558.7986	XPO1	3279.8221
XPO4	802.8765	XPO4	887.5859
XPO5	1006.3452	XPO5	1133.0368
XPO6	3086.7174	XPO6	1844.723
XPO7	2301.6074	XPO7	2468.6615
XPOT	2119.7124	XPOT	1455.7218
XPR1	1549.4924	XPR1	985.8471
XRCC1	771.9966	XRCC1	827.3352
XRCC2	106.599	XRCC2	52.9721
XRCC3	246.6159	XRCC3	201.7792
XRCC4	128.1726	XRCC4	78.4472
XRCC5	6847.7157	XRCC5	7721.391
XRCC6BP1	107.868	XRCC6BP1	92.1957
XRCC6	4865.4822	XRCC6	5833.8051
XRN1	1214.467	XRN1	1500.6066
XRN2	2290.1861	XRN2	2723.4129
XRRA1	400.7826	XRRA1	276.4699
XYLB	162.4365	XYLB	221.5932
XYLT1	689.5093	XYLT1	638.0914
XYLT2	1104.9069	XYLT2	771.9369
YAF2	315.9898	YAF2	203.3967
YAP1	2604.9069	YAP1	4604.1245
YARS2	239.0017	YARS2	251.112
YARS	1612.0981	YARS	1179.9434
YBX1	4975.8883	YBX1	5652.6486
YBX2	130.2876	YBX2	52.1634
YDJC	87.5635	YDJC	171.856
YEATS2	771.1294	YEATS2	1320.5055
YEATS4	245.3469	YEATS4	327.9418
YES1	2113.7902	YES1	1651.8399
YIF1A	824.8731	YIF1A	660.7359
YIF1B	699.154	YIF1B	362.499
YIPF1	1161.1675	YIPF1	843.1055
YIPF2	690.3553	YIPF2	778.4068
YIPF3	2616.7513	YIPF3	2317.4282
YIPF4	674.2809	YIPF4	504.2459
YIPF5	1132.8257	YIPF5	1099.07
YIPF6	480.5415	YIPF6	347.3514
YJEFN3	12.5592	YJEFN3	48.6049
YKT6	2118.4433	YKT6	1133.0368
YLPM1	2197.5465	YLPM1	2349.7776
YME1L1	4140.4399	YME1L1	3421.755
YOD1	312.6015	YOD1	345.7339
YPEL1	162.5465	YPEL1	390.368
YPEL2	1164.1286	YPEL2	763.0408
YPEL3	861.2521	YPEL3	1458.9567
YPEL4	29.1878	YPEL4	67.5293
YPEL5	1698.8156	YPEL5	1926.4052
YRDC	465.7614	YRDC	281.8439
YTHDC1	1511.8443	YTHDC1	2116.8621
YTHDC2	871.8274	YTHDC2	998.3825
YTHDF1	1270.7276	YTHDF1	1221.9976
YTHDF2	1846.8697	YTHDF2	1973.7161
YTHDF3	1862.5212	YTHDF3	1673.2713
YWHAB	7383.6717	YWHAB	5391.023
YWHAE	6066.4129	YWHAE	9400.3235
YWHAG	5475.4653	YWHAG	2737.9701
YWHAH	1999.577	YWHAH	1652.6486
YWHAQ	5367.1743	YWHAQ	5653.4573
YWHAZ	13267.7665	YWHAZ	9809.1387
YY1AP1	1846.0237	YY1AP1	2369.996
YY1	1317.6819	YY1	1164.1731
YY2	38.0711	YY2	24.8564
ZADH2	708.5448	ZADH2	1242.6203
ZAK	2091.7936	ZAK	2691.2859
ZAP70	140.0169	ZAP70	99.8787
ZBED1	1711.9289	ZBED1	1308.1278
ZBED2	10.5753	removed	removed
ZBED3	30.8799	ZBED3	42.0542
ZBED4	545.6853	ZBED4	717.3474
ZBED5	571.912	ZBED5	1311.3627
ZBP1	37.225	ZBP1	55.8027
ZBTB10	509.7293	ZBTB10	505.0546
ZBTB11	819.577	ZBTB11	759.8221
ZBTB12	89.2555	ZBTB12	112.4141
ZBTB16	99.8308	ZBTB16	99.4743
ZBTB17	375.6345	ZBTB17	374.0396
ZBTB1	958.9679	ZBTB1	1150.4246
ZBTB20	42.3012	ZBTB20	28.7101
ZBTB22	416.6667	ZBTB22	401.941
ZBTB24	353.6379	ZBTB24	456.4173
ZBTB25	136.4848	ZBTB25	149.6159
ZBTB26	66.8359	ZBTB26	201.3748
ZBTB2	440.3553	ZBTB2	506.2677
ZBTB32	14.8054	ZBTB32	8.0873
ZBTB33	819.797	ZBTB33	1592.3979
ZBTB34	399.7462	ZBTB34	522.038
ZBTB37	81.6413	ZBTB37	33.5625
ZBTB38	1840.1015	ZBTB38	2835.8269
ZBTB39	280.4569	ZBTB39	465.4266
ZBTB3	60.0677	ZBTB3	155.6814
ZBTB40	1131.1337	ZBTB40	1502.224
ZBTB41	1713.621	ZBTB41	752.5273
ZBTB42	559.2217	ZBTB42	401.1322
ZBTB43	350.6768	ZBTB43	527.6992
ZBTB44	1467.4281	ZBTB44	2327.133
ZBTB45	238.1557	ZBTB45	283.8658
ZBTB46	233.9255	ZBTB46	240.5985
ZBTB47	701.3536	ZBTB47	569.7533
ZBTB48	252.1151	ZBTB48	341.6903
ZBTB49	84.1794	ZBTB49	159.3207
ZBTB4	2406.9374	ZBTB4	4200.5661
ZBTB5	340.5245	ZBTB5	752.9317
ZBTB6	406.0914	ZBTB6	402.3453
ZBTB7A	771.5736	ZBTB7A	883.1379
ZBTB7B	2164.9746	ZBTB7B	1583.0975
ZBTB7C	228.8494	ZBTB7C	885.9685
ZBTB8A	279.6108	ZBTB8A	321.8763
ZBTB8OS	154.3993	ZBTB8OS	105.1355
ZBTB9	311.7597	ZBTB9	329.1549
ZC3H10	222.9272	ZC3H10	239.7897
ZC3H11A	3618.8663	ZC3H11A	4787.3029
ZC3H12A	270.7276	ZC3H12A	332.7942
ZC3H12B	49.0694	ZC3H12B	100.6874
ZC3H12C	332.0643	ZC3H12C	327.9418
ZC3H12D	17.7665	removed	removed
ZC3H13	2246.6159	ZC3H13	1942.9842
ZC3H14	1271.5736	ZC3H14	1513.5463
ZC3H15	1424.2809	ZC3H15	1037.2018
ZC3H18	580.3723	ZC3H18	674.4844
ZC3H3	414.5516	ZC3H3	425.3943
ZC3H4	1037.225	ZC3H4	1108.7748
ZC3H6	396.3621	ZC3H6	762.2321
ZC3H7A	1219.1201	ZC3H7A	1469.4703
ZC3H7B	2253.3841	ZC3H7B	3387.3837
ZC3H8	198.8156	ZC3H8	195.3093
ZC3HAV1L	73.181	ZC3HAV1L	100.6874
ZC3HAV1	1936.1252	ZC3HAV1	1916.296
ZC3HC1	242.3858	ZC3HC1	325.9199
ZC4H2	204.7377	ZC4H2	217.1452
ZCCHC10	266.9205	ZCCHC10	263.6474
ZCCHC11	793.1472	ZCCHC11	1214.3146
removed	removed	ZCCHC12	16.1747
ZCCHC14	1136.6328	ZCCHC14	1438.7384
ZCCHC17	946.7005	ZCCHC17	640.5176
ZCCHC18	14.3824	ZCCHC18	21.8358
ZCCHC24	2413.7056	ZCCHC24	1406.7934
ZCCHC2	733.511	ZCCHC2	759.6199
ZCCHC3	480.1184	ZCCHC3	542.2564
ZCCHC4	162.8596	ZCCHC4	249.8989
ZCCHC5	10.9983	ZCCHC5	27.0926
ZCCHC6	708.5448	ZCCHC6	1030.7319
ZCCHC7	293.9932	ZCCHC7	638.4958
ZCCHC8	438.2403	ZCCHC8	683.3805
ZCCHC9	313.8748	ZCCHC9	298.0186
ZCRB1	771.9966	ZCRB1	776.385
ZCWPW1	44.4162	ZCWPW1	172.2604
ZCWPW2	16.0745	ZCWPW2	29.9232
ZDBF2	199.2386	ZDBF2	334.816
ZDHHC11	22.4196	ZDHHC11	55.8027
ZDHHC12	299.9154	ZDHHC12	371.2091
ZDHHC13	273.2657	ZDHHC13	363.9304
ZDHHC14	88.8325	ZDHHC14	196.9268
ZDHHC15	55.4146	ZDHHC15	148.4027
ZDHHC16	624.3655	ZDHHC16	539.4258
ZDHHC17	740.2707	ZDHHC17	995.9563
ZDHHC18	891.286	ZDHHC18	615.0425
ZDHHC1	115.9052	ZDHHC1	327.133
ZDHHC20	425.1269	ZDHHC20	295.9968
ZDHHC21	170.4738	ZDHHC21	188.0307
ZDHHC22	5.0761	removed	removed
ZDHHC23	150.1692	ZDHHC23	217.9539
ZDHHC24	257.6142	ZDHHC24	146.3809
ZDHHC2	452.6227	ZDHHC2	483.6231
ZDHHC3	1500	ZDHHC3	1615.0425
ZDHHC4	626.0575	ZDHHC4	849.9798
ZDHHC5	1805.8376	ZDHHC5	2449.2519
ZDHHC6	674.0863	ZDHHC6	783.8698
ZDHHC7	1097.2927	ZDHHC7	1270.5216
ZDHHC8P1	15.2284	ZDHHC8P1	143.5503
ZDHHC8	317.6819	ZDHHC8	649.818
ZDHHC9	1377.3266	ZDHHC9	1084.9171
ZEB1	2178.8832	ZEB1	688.6615
ZEB2	2109.1371	ZEB2	1073.9992
ZER1	1114.6362	ZER1	2328.3461
ZFAND1	387.0558	ZFAND1	846.3405
ZFAND2A	207.2758	ZFAND2A	228.4674
ZFAND2B	315.9898	ZFAND2B	525.6773
ZFAND3	1733.0795	ZFAND3	1265.6692
ZFAND5	3702.1997	ZFAND5	3289.5269
ZFAND6	1454.3147	ZFAND6	1102.7093
ZFAT	202.6227	ZFAT	236.9592
ZFC3H1	1002.9611	ZFC3H1	1345.7339
ZFHX3	951.7555	ZFHX3	771.0473
ZFHX4	958.5448	ZFHX4	412.8589
ZFP106	3401.8613	ZFP106	3260.0081
ZFP112	140.8629	ZFP112	298.8273
ZFP14	196.7005	ZFP14	508.6939
ZFP161	414.9746	ZFP161	515.5681
ZFP1	199.6616	ZFP1	338.4553
ZFP28	251.692	ZFP28	324.3025
ZFP2	31.3029	ZFP2	105.5398
ZFP30	368.8663	ZFP30	399.9191
ZFP36L1	7192.4704	ZFP36L1	10346.0938
ZFP36L2	5079.1032	ZFP36L2	6618.2774
ZFP36	2291.8782	ZFP36	2264.0518
ZFP37	55.4146	ZFP37	120.097
ZFP3	232.6565	ZFP3	412.8589
ZFP41	386.3325	ZFP41	298.9486
ZFP57	23.6887	ZFP57	143.9547
ZFP62	565.5668	ZFP62	897.2907
ZFP64	399.7462	ZFP64	475.5358
ZFP82	99.8308	ZFP82	218.3583
ZFP90	496.1929	ZFP90	1096.2394
ZFP91	2069.797	ZFP91	2338.4553
ZFPL1	280.8799	ZFPL1	571.3708
ZFPM1	48.2234	ZFPM1	46.5022
ZFPM2	360.8291	ZFPM2	128.5888
ZFR2	13.5364	removed	removed
ZFR	2141.286	ZFR	2237.7679
ZFX	3160.3215	ZFX	1104.7311
ZFYVE16	1136.6328	ZFYVE16	1287.1007
ZFYVE19	551.6074	ZFYVE19	561.2616
ZFYVE1	745.7699	ZFYVE1	859.6846
ZFYVE20	1184.8562	ZFYVE20	1264.4561
ZFYVE21	830.3723	ZFYVE21	1153.6595
ZFYVE26	1252.9611	ZFYVE26	1285.0789
ZFYVE27	623.0964	ZFYVE27	665.5884
ZFYVE28	77.4112	ZFYVE28	215.1233
ZFYVE9	793.5702	ZFYVE9	1089.7695
ZG16B	2087.1404	ZG16B	392.2362
ZG16	38.9171	removed	removed
removed	removed	ZGLP1	35.8916
ZGPAT	428.5533	ZGPAT	209.4339
ZHX1	987.2758	ZHX1	1303.243
ZHX2	909.8985	ZHX2	1158.5119
ZHX3	1019.0355	ZHX3	1178.3259
removed	removed	ZIC1	16.9834
ZIC2	5.0761	ZIC2	6.4699
removed	removed	ZIC4	14.1529
ZIK1	66.8359	ZIK1	178.7303
removed	removed	ZIM2	8.6373
ZKSCAN1	1597.2927	ZKSCAN1	2100.6874
ZKSCAN2	454.3147	ZKSCAN2	263.243
ZKSCAN3	112.0981	ZKSCAN3	128.5888
ZKSCAN4	163.2826	ZKSCAN4	164.5774
ZKSCAN5	469.9662	ZKSCAN5	378.892
ZMAT1	181.8951	ZMAT1	835.8269
ZMAT2	1489.8477	ZMAT2	1396.2798
ZMAT3	169.6277	ZMAT3	216.7408
ZMAT5	153.786	ZMAT5	237.3878
ZMIZ1	3975.8883	ZMIZ1	4018.6009
ZMIZ2	2009.3063	ZMIZ2	3020.6227
ZMPSTE24	3055.8376	ZMPSTE24	1034.3712
ZMYM1	295.2623	ZMYM1	436.7165
ZMYM2	1803.2995	ZMYM2	2202.1836
ZMYM3	662.4365	ZMYM3	1502.6284
ZMYM4	1660.7445	ZMYM4	2395.0667
ZMYM5	288.0711	ZMYM5	291.1444
ZMYM6	433.6929	ZMYM6	637.7072
ZMYND10	171.7428	ZMYND10	76.8298
ZMYND11	2370.1354	ZMYND11	2913.4654
ZMYND12	18.1895	ZMYND12	46.0979
ZMYND15	35.956	ZMYND15	116.8621
ZMYND17	65.1438	ZMYND17	188.0307
ZMYND19	324.8731	ZMYND19	220.3801
ZMYND8	769.4585	ZMYND8	1089.3651
ZNF100	294.8393	ZNF100	188.0307
ZNF101	147.6311	ZNF101	257.5819
ZNF107	543.1472	ZNF107	806.3081
ZNF10	143.824	ZNF10	418.52
removed	removed	ZNF114	17.7922
ZNF117	1312.5804	ZNF117	1470.2911
ZNF121	129.0186	ZNF121	140.3154
ZNF124	113.7902	ZNF124	89.9272
ZNF12	835.8714	ZNF12	1245.4509
ZNF131	519.0355	ZNF131	642.1351
ZNF132	68.5279	ZNF132	221.5932
ZNF133	234.3486	ZNF133	586.3324
ZNF134	319.1074	ZNF134	467.1694
ZNF135	257.1912	ZNF135	411.2414
ZNF136	244.9239	ZNF136	376.0615
ZNF137	37.6481	ZNF137	102.7093
ZNF138	422.1658	ZNF138	276.5871
ZNF140	460.2369	ZNF140	694.7028
ZNF141	105.753	ZNF141	217.1452
ZNF142	684.7927	ZNF142	815.6086
ZNF143	369.7124	ZNF143	381.3182
ZNF146	2133.2445	ZNF146	2898.9082
ZNF148	1325.6303	ZNF148	1486.8581
ZNF14	225.4653	ZNF14	404.7715
ZNF154	21.9966	ZNF154	145.5722
ZNF155	144.835	ZNF155	266.0736
ZNF160	629.8646	ZNF160	995.1476
ZNF165	211.8697	ZNF165	75.4873
ZNF167	52.8765	ZNF167	114.0315
ZNF169	69.797	ZNF169	174.6866
ZNF16	228.0034	ZNF16	364.3348
ZNF174	471.2352	ZNF174	274.1609
ZNF175	188.2403	ZNF175	317.8326
ZNF177	88.9086	ZNF177	175.1921
ZNF17	151.8613	ZNF17	226.4456
ZNF180	235.6176	ZNF180	267.2867
ZNF181	304.5685	ZNF181	455.3174
ZNF182	190.275	ZNF182	293.0368
ZNF184	278.3418	ZNF184	325.1112
ZNF185	189.5093	ZNF185	1551.5568
ZNF187	240.2707	ZNF187	612.6163
ZNF189	396.7851	ZNF189	642.5394
ZNF18	173.8579	ZNF18	183.1783
ZNF192	610.4061	ZNF192	1068.7424
ZNF193	148.0541	ZNF193	246.664
ZNF195	254.2301	ZNF195	520.8249
ZNF197	527.0728	ZNF197	495.7541
ZNF19	49.4247	ZNF19	168.4594
ZNF200	330.7953	ZNF200	225.2325
ZNF202	177.242	ZNF202	369.996
ZNF204P	79.1032	ZNF204P	649.818
ZNF205	277.8173	ZNF205	178.4958
ZNF207	2821.066	ZNF207	3188.0307
ZNF208	249.154	ZNF208	187.222
ZNF20	143.8198	ZNF20	204.0922
ZNF211	193.1599	ZNF211	355.7178
ZNF212	241.1168	ZNF212	395.4711
ZNF213	674.7039	ZNF213	646.5831
ZNF214	51.6074	ZNF214	113.2228
ZNF215	35.956	ZNF215	38.4149
ZNF217	1743.2318	ZNF217	1863.7283
ZNF219	250	ZNF219	545.4913
ZNF221	54.9915	ZNF221	55.8027
ZNF222	88.4095	ZNF222	89.632
ZNF223	131.9797	ZNF223	179.8423
ZNF224	295.0635	ZNF224	488.8718
ZNF225	130.2876	ZNF225	135.463
ZNF226	359.5601	ZNF226	507.0764
ZNF227	347.2885	ZNF227	493.7323
ZNF229	397.6311	ZNF229	282.2483
ZNF22	538.0288	ZNF22	1102.5637
ZNF230	137.4788	ZNF230	225.2325
ZNF232	109.9831	ZNF232	190.4569
ZNF233	28.7648	ZNF233	48.9284
ZNF234	284.264	ZNF234	326.3243
ZNF235	89.2597	ZNF235	155.6814
ZNF236	437.8173	ZNF236	461.7873
ZNF238	263.5364	ZNF238	928.8314
ZNF239	164.1286	ZNF239	174.2822
ZNF23	203.1134	ZNF23	455.4792
ZNF248	254.2301	ZNF248	652.2442
ZNF24	2258.8832	ZNF24	3060.6551
ZNF250	185.0465	ZNF250	354.4723
ZNF251	305.4146	ZNF251	656.6923
ZNF252	744.0778	ZNF252	720.1779
ZNF253	315.9898	ZNF253	427.4161
ZNF254	500.5457	ZNF254	382.7618
ZNF256	163.7056	ZNF256	206.6316
ZNF257	85.0254	ZNF257	45.6935
ZNF259	603.2149	ZNF259	602.5071
ZNF25	430.203	ZNF25	551.5568
ZNF260	554.9915	ZNF260	782.4505
ZNF263	1261.4213	ZNF263	869.5633
ZNF264	874.3655	ZNF264	1051.3546
ZNF266	687.3942	ZNF266	1739.5875
ZNF267	655.6684	ZNF267	315.8108
ZNF268	573.181	ZNF268	740.3963
ZNF26	198.8156	ZNF26	321.4719
ZNF271	593.4856	ZNF271	652.6486
ZNF273	186.9712	ZNF273	196.9268
ZNF274	559.2217	ZNF274	698.7465
ZNF275	717.4281	ZNF275	664.7796
ZNF276	352.4154	ZNF276	620.2548
ZNF277	418.7817	ZNF277	716.1342
ZNF280B	11.4213	ZNF280B	30.7319
ZNF280C	102.3689	ZNF280C	118.4796
ZNF280D	794.6362	ZNF280D	1212.8387
ZNF281	722.9272	ZNF281	383.7444
ZNF282	524.9577	ZNF282	712.4949
ZNF283	86.7174	ZNF283	129.3975
ZNF284	61.7597	ZNF284	91.6256
ZNF285	109.1371	ZNF285	158.9163
ZNF286A	260.1523	ZNF286A	463.8091
ZNF286B	79.1032	ZNF286B	83.2996
ZNF287	131.9797	ZNF287	181.9652
ZNF28	623.9425	ZNF28	483.2188
ZNF292	1006.7682	ZNF292	1744.44
ZNF295	391.709	ZNF295	441.9733
ZNF296	40.6091	ZNF296	60.2507
ZNF2	147.2081	ZNF2	220.3801
ZNF300	88.4095	ZNF300	228.4674
ZNF302	562.1827	ZNF302	1027.9013
ZNF304	469.9662	ZNF304	647.3918
ZNF30	113.7902	ZNF30	152.0421
ZNF311	75.7191	ZNF311	113.2228
ZNF317	753.3841	ZNF317	1057.0158
ZNF318	1001.269	ZNF318	1168.6211
ZNF319	244.0778	ZNF319	315.8108
ZNF320	522.8426	ZNF320	657.501
ZNF321	37.1108	ZNF321	105.3821
ZNF322A	826.1421	ZNF322A	980.5904
ZNF322B	35.533	ZNF322B	32.7537
ZNF323	151.4382	ZNF323	216.3364
ZNF324B	150.1692	ZNF324B	154.0639
ZNF324	206.0068	ZNF324	267.2867
ZNF326	453.8917	ZNF326	382.9357
ZNF329	506.3452	ZNF329	436.7165
ZNF32	605.753	ZNF32	782.8548
ZNF330	510.5753	ZNF330	665.5884
ZNF331	336.2944	ZNF331	838.2531
ZNF333	276.2267	ZNF333	473.1096
ZNF334	60.9137	ZNF334	289.5269
ZNF335	529.6108	ZNF335	906.9956
ZNF337	421.0829	ZNF337	699.1468
ZNF33A	1046.1083	ZNF33A	2306.5103
ZNF33B	329.5262	ZNF33B	2403.5584
ZNF341	126.4805	ZNF341	158.9163
ZNF343	256.7682	ZNF343	429.0336
ZNF345	70.22	ZNF345	211.8884
ZNF346	231.8105	ZNF346	386.9794
ZNF347	175.9729	ZNF347	306.9147
ZNF34	104.9069	ZNF34	172.2604
ZNF350	383.6717	ZNF350	399.5148
ZNF354A	315.5668	ZNF354A	355.8431
ZNF354B	106.176	ZNF354B	241.4072
ZNF354C	118.8663	ZNF354C	158.9163
ZNF358	564.2978	ZNF358	1263.243
ZNF35	194.5854	ZNF35	162.96
ZNF362	557.5296	ZNF362	1113.6272
ZNF365	65.1438	ZNF365	40.4367
ZNF366	141.286	ZNF366	48.5241
ZNF367	145.0931	ZNF367	50.9503
ZNF37A	952.1997	ZNF37A	835.4226
ZNF37B	300.3384	ZNF37B	1059.442
ZNF382	90.9475	ZNF382	85.3215
ZNF383	107.868	ZNF383	195.7137
ZNF384	1151.8613	ZNF384	1714.1124
ZNF385A	1125.6345	ZNF385A	614.2337
ZNF385B	14.3824	ZNF385B	46.9066
ZNF385D	47.3773	ZNF385D	57.0158
removed	removed	ZNF389	17.7922
ZNF391	42.7242	ZNF391	98.6656
ZNF394	347.2927	ZNF394	392.6405
ZNF395	1652.4365	ZNF395	3528.5079
ZNF396	60.9137	ZNF396	96.6438
ZNF397OS	307.9526	ZNF397OS	582.0137
ZNF397	395.5161	ZNF397	694.5734
ZNF398	593.0626	ZNF398	651.0311
ZNF3	794.7758	ZNF3	1100.0566
ZNF404	34.264	ZNF404	101.0918
ZNF407	312.6058	ZNF407	479.9838
ZNF408	155.2453	ZNF408	229.2762
ZNF410	1001.3325	ZNF410	1031.019
ZNF414	91.7936	ZNF414	202.5879
ZNF415	186.5482	ZNF415	318.237
ZNF416	144.6701	ZNF416	182.3696
ZNF417	200.0846	ZNF417	330.368
ZNF418	32.5719	ZNF418	227.2543
ZNF419	192.8934	ZNF419	256.7732
ZNF41	279.1878	ZNF41	407.6021
ZNF420	244.5008	ZNF420	276.1828
ZNF423	340.9475	ZNF423	288.3138
ZNF425	104.0609	ZNF425	147.1896
ZNF426	241.9628	ZNF426	269.3085
ZNF428	440.1015	ZNF428	249.2115
ZNF429	181.4721	ZNF429	300.4448
ZNF430	183.5871	ZNF430	231.7024
ZNF431	228.0034	ZNF431	292.7618
ZNF432	217.4281	ZNF432	211.0797
ZNF433	92.6396	ZNF433	166.1949
ZNF434	615.4822	ZNF434	454.1043
ZNF436	1344.0482	ZNF436	1399.9434
ZNF438	253.8071	ZNF438	226.85
ZNF439	105.753	ZNF439	274.9697
ZNF43	724.1963	ZNF43	694.7028
ZNF440	288.4941	ZNF440	410.4327
ZNF441	288.9171	ZNF441	442.3777
ZNF442	34.687	ZNF442	41.2455
ZNF443	107.868	ZNF443	169.8342
ZNF444	319.797	ZNF444	291.1444
ZNF445	715.736	ZNF445	1032.7537
ZNF446	217.3773	ZNF446	227.1169
ZNF449	252.5973	ZNF449	318.6899
ZNF44	182.9569	ZNF44	337.5819
ZNF451	543.1853	ZNF451	926.6721
ZNF454	13.9594	ZNF454	46.5022
ZNF45	447.1235	ZNF45	458.9567
ZNF460	52.4535	ZNF460	58.6332
ZNF461	142.132	ZNF461	175.4953
removed	removed	ZNF462	1045.2891
ZNF467	232.6565	ZNF467	103.518
ZNF468	595.1777	ZNF468	443.1864
ZNF469	820.22	ZNF469	427.0117
ZNF470	244.9239	ZNF470	304.4885
ZNF471	170.0508	ZNF471	339.6684
ZNF473	246.6159	ZNF473	383.3401
ZNF474	8.8832	removed	removed
ZNF480	510.1523	ZNF480	446.4214
ZNF483	18.1895	ZNF483	88.152
ZNF484	98.5618	ZNF484	115.649
ZNF485	57.9526	ZNF485	133.4412
ZNF486	208.5448	ZNF486	109.5835
ZNF487	24.1117	ZNF487	43.2673
ZNF488	20.3046	ZNF488	48.1197
ZNF48	382.8257	ZNF48	155.6814
ZNF490	276.2267	ZNF490	262.8387
ZNF491	68.1049	ZNF491	105.1355
ZNF492	13.9594	ZNF492	17.3878
ZNF493	170.0508	ZNF493	378.892
ZNF496	332.4873	ZNF496	436.7165
ZNF497	45.2623	ZNF497	101.6336
ZNF498	344.3316	ZNF498	498.9891
