gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
NKD1	42.2588	NKD1	17.9045
NKD2	253.255	NKD2	74.6021
NKG7	127.0739	NKG7	49.0716
NKIRAS1	199.9851	NKIRAS1	223.1432
NKIRAS2	878.5061	NKIRAS2	627.321
NKPD1	16.0702	NKPD1	65.9814
NKRF	283.6099	NKRF	404.5093
NKTR	835.0569	NKTR	2652.5199
NKX2-2	23.2126	removed	removed
NKX3-1	664.2363	NKX3-1	446.618
NKX3-2	18.451	removed	removed
NKX6-1	24.4029	removed	removed
NLE1	263.0757	NLE1	342.1751
NLGN1	25.2957	NLGN1	42.1088
NLGN2	1218.0641	NLGN2	757.2944
NLGN3	83.6247	NLGN3	55.0398
NLGN4X	187.7836	NLGN4X	335.2122
NLK	442.229	NLK	418.1034
NLN	275.8723	NLN	395.8886
NLRC3	55.353	NLRC3	61.008
NLRC4	47.9131	NLRC4	18.2361
NLRC5	461.2752	NLRC5	310.6764
NLRP12	27.6765	removed	removed
removed	removed	NLRP13	12.5995
NLRP1	394.9111	NLRP1	451.5915
NLRP2	6.8447	NLRP2	178.382
NLRP3	178.2605	NLRP3	51.3926
NLRP4	6.5471	removed	removed
removed	removed	NLRP5	42.1088
NLRP6	13.0943	NLRP6	5.9682
removed	removed	NLRP8	16.2467
NLRX1	584.1827	NLRX1	463.1963
NMB	86.8983	NMB	67.6393
NMD3	1168.663	NMD3	1392.5729
NME1-NME2	74.8932	NME1-NME2	61.3859
NME1	937.8975	NME1	722.5265
NME2P1	63.0905	NME2P1	46.4191
NME2	5859.0194	NME2	3713.7699
NME3	786.8462	NME3	299.0716
NME4	1490.3653	NME4	610.4111
NME5	74.1016	NME5	112.4005
NME6	201.7707	NME6	226.4589
NME7	338.8825	NME7	277.3342
NMI	494.3085	NMI	331.2334
NMNAT1	199.9851	NMNAT1	283.4881
NMNAT2	93.1478	NMNAT2	127.321
NMNAT3	169.3326	NMNAT3	221.1538
NMRAL1	830.2954	NMRAL1	543.1034
NMT1	2319.1727	NMT1	2657.1618
NMT2	386.5784	NMT2	625.6631
NMUR1	23.5102	NMUR1	18.2361
NNAT	74.3992	NNAT	36.8037
NNMT	5335.0197	NNMT	4119.695
NNT	1195.7444	NNT	982.7586
NOB1	918.6816	NOB1	1161.4721
NOC2L	1397.8454	NOC2L	1527.2447
NOC3L	321.4047	NOC3L	696.618
NOC4L	283.3123	NOC4L	224.1379
NOD1	383.6024	NOD1	428.7135
NOD2	33.3309	NOD2	21.8833
NODAL	5.9519	NODAL	5.6366
NOG	7.7375	removed	removed
NOL10	538.948	NOL10	780.504
NOL11	911.8369	NOL11	1163.13
NOL12	188.2211	NOL12	240.1956
NOL3	295.5137	NOL3	356.7639
removed	removed	NOL4	5.305
NOL6	1224.3137	NOL6	1372.0159
NOL7	475.5599	NOL7	626.6578
NOL8	796.3693	NOL8	928.0504
NOL9	131.8354	NOL9	284.4828
NOLC1	2141.5073	NOLC1	3264.9204
NOM1	258.9093	NOM1	577.9178
NOMO1	4850.8296	NOMO1	3801.3926
NOMO2	2348.0396	NOMO2	1631.9629
NOMO3	1827.245	NOMO3	1157.1618
NONO	6390.5959	NONO	6326.5915
NOP10	933.8591	NOP10	581.2334
NOP14	766.0055	NOP14	1233.4881
NOP16	143.4417	NOP16	234.4164
NOP2	536.8648	NOP2	753.6472
NOP56	1501.3764	NOP56	1759.9469
NOP58	804.9996	NOP58	1805.0398
NOS1AP	81.8391	NOS1AP	229.443
removed	removed	NOS1	22.5464
NOS2	35.1164	NOS2	7.3607
NOS3	1180.5074	NOS3	298.0802
NOSIP	565.1365	NOSIP	378.3156
NOSTRIN	964.214	NOSTRIN	670.4244
NOTCH1	1621.9031	NOTCH1	906.4987
NOTCH2NL	914.804	NOTCH2NL	630.0696
NOTCH2	8342.2364	NOTCH2	7334.2175
NOTCH3	10376.0137	NOTCH3	2891.2467
NOTCH4	1404.6574	NOTCH4	778.8462
removed	removed	NOTO	6.2997
NOTUM	7.1423	removed	removed
NOVA1	232.1256	NOVA1	492.0424
NOVA2	93.1478	NOVA2	26.1936
NOV	1154.9736	NOV	424.0716
NOX4	505.3195	NOX4	29.8408
NOXA1	80.6488	NOXA1	99.4695
NPAS1	6.5471	NPAS1	14.2573
NPAS2	660.6651	NPAS2	558.687
NPAS3	64.5785	NPAS3	142.2414
removed	removed	NPAS4	8.9523
NPAT	392.8279	NPAT	744.3634
removed	removed	NPC1L1	19.5623
NPC1	781.0431	NPC1	1497.679
NPC2	4105.0517	NPC2	2600.4642
NPDC1	2097.463	NPDC1	835.2122
NPEPL1	365.1514	NPEPL1	417.4403
NPEPPS	2075.1432	NPEPPS	2440.6499
NPFFR2	35.414	removed	removed
NPHP1	95.5286	NPHP1	195.6233
NPHP3	258.3141	NPHP3	872.3475
NPHP4	261.8853	NPHP4	338.8594
NPIPL3	377.3112	NPIPL3	293.5908
NPIP	260.683	NPIP	720.2387
NPLOC4	1739.4539	NPLOC4	1789.7878
NPL	286.5858	NPL	135.2785
NPM1	7326.2406	NPM1	9359.0849
NPM2	6.2495	NPM2	39.4562
NPM3	327.059	NPM3	204.9072
NPNT	4480.619	NPNT	3394.5623
NPR1	890.1123	NPR1	498.0106
NPR2	439.253	NPR2	370.6897
NPR3	63.3881	NPR3	37.1353
NPRL2	406.8269	NPRL2	300.7294
NPRL3	1071.9441	NPRL3	528.5146
NPTN	2246.8566	NPTN	2799.0716
NPTX1	9.8207	NPTX1	40.1194
NPTX2	125.5859	NPTX2	22.5464
NPTXR	791.0126	NPTXR	752.9841
NPY1R	544.6023	NPY1R	393.8992
NPY2R	98.8022	NPY2R	1179.0451
NPY5R	8.6303	NPY5R	18.8992
removed	removed	NPY6R	5.305
NQO1	2440.8898	NQO1	4402.5199
NQO2	574.9572	NQO2	386.6048
NR1D1	237.9704	NR1D1	226.439
NR1D2	527.0441	NR1D2	1185.3448
NR1H2	1219.8497	NR1H2	975.1326
NR1H3	441.3362	NR1H3	324.2706
removed	removed	NR1I3	11.3229
NR2C1	217.2457	NR2C1	418.7666
NR2C2AP	308.9383	NR2C2AP	326.3229
NR2C2	784.0131	NR2C2	1474.8939
removed	removed	NR2E3	6.9629
NR2F1	602.9313	NR2F1	382.2944
NR2F2	2369.4666	NR2F2	1113.7268
NR2F6	575.85	NR2F6	456.2334
NR3C1	2193.2892	NR3C1	3675.7294
NR3C2	353.8427	NR3C2	1184.3501
NR4A1	11483.967	NR4A1	2185.6764
NR4A2	1998.0656	NR4A2	378.6472
NR4A3	669.2954	NR4A3	382.9576
NR5A2	318.1311	NR5A2	173.4085
removed	removed	NR6A1	14.9204
NRAP	179.5521	removed	removed
NRARP	225.5785	NRARP	44.7613
NRAS	1023.4358	NRAS	1135.9416
NRBF2	481.8094	NRBF2	488.3952
NRBP1	3056.0226	NRBP1	2105.4377
NRBP2	407.1126	NRBP2	1067.3077
NRCAM	83.0295	NRCAM	89.5225
NRD1	2495.9452	NRD1	2593.8329
NRF1	363.3658	NRF1	620.0265
NRG1	57.4362	NRG1	813.992
NRG2	20.2366	NRG2	172.0822
NRGN	115.7652	NRGN	34.1512
NRIP1	1943.0102	NRIP1	2330.2387
NRIP2	256.8261	NRIP2	144.5623
NRIP3	464.5488	NRIP3	481.4324
NRK	328.547	NRK	145.2255
NRL	22.9239	NRL	27.878
NRM	412.1717	NRM	161.8037
NRN1	687.1513	NRN1	467.5066
NRP1	6877.4645	NRP1	3508.6207
NRP2	1807.306	NRP2	1023.5411
NRSN2	1065.9921	NRSN2	490.3846
NRTN	11.0111	NRTN	11.9363
NRXN1	30.6525	NRXN1	302.0557
NRXN2	329.7374	NRXN2	79.9072
NRXN3	81.8391	NRXN3	123.3422
NSA2	1561.491	NSA2	1654.5093
NSD1	1701.3615	NSD1	2552.0557
NSDHL	452.0497	NSDHL	432.0292
NSFL1C	1496.9124	NSFL1C	1729.443
NSF	1638.8662	NSF	1527.8515
NSL1	733.874	NSL1	656.8302
NSMAF	632.691	NSMAF	721.4854
NSMCE1	1307.9384	NSMCE1	809.3501
NSMCE2	235.3992	NSMCE2	230.7692
NSMCE4A	385.388	NSMCE4A	633.2891
NSUN2	1146.6409	NSUN2	2301.3926
NSUN3	106.8373	NSUN3	122.3475
NSUN4	621.0847	NSUN4	863.7268
NSUN5P1	17.2606	NSUN5P1	92.8382
NSUN5P2	68.2419	NSUN5P2	286.5816
NSUN5	335.9869	NSUN5	329.9072
NSUN6	192.8428	NSUN6	310.0133
NSUN7	72.6136	NSUN7	235.0796
NT5C2	921.36	NT5C2	1745.0265
NT5C3L	570.1957	NT5C3L	526.8568
NT5C3	408.303	NT5C3	372.679
NT5C	280.3363	NT5C	262.931
NT5DC1	773.752	NT5DC1	1143.2361
NT5DC2	612.7193	NT5DC2	481.1008
NT5DC3	281.8243	NT5DC3	1128.3156
NT5E	996.0568	NT5E	576.2599
NT5M	49.4011	NT5M	40.4509
NTAN1	792.7982	NTAN1	431.366
NTF3	10.7135	NTF3	28.8462
NTF4	11.9039	NTF4	88.0172
NTHL1	313.6671	NTHL1	121.0212
NTM	461.8704	NTM	47.4138
NTN1	187.7836	NTN1	246.3528
NTN4	9150.5096	NTN4	11681.6976
NTN5	7.4399	NTN5	25.1989
NTNG1	512.1643	NTNG1	36.1406
NTNG2	30.3549	removed	removed
NTRK1	15.7726	removed	removed
NTRK2	1821.8883	NTRK2	11000.6631
NTRK3	55.9482	NTRK3	225.4642
NTS	6.5471	removed	removed
NUAK1	1160.9255	NUAK1	347.4801
removed	removed	NUAK2	26.8568
NUB1	1741.4538	NUB1	1816.3694
NUBP1	513.2803	NUBP1	408.2228
NUBP2	784.4654	NUBP2	373.0106
NUBPL	272.0036	NUBPL	347.8117
NUCB1	8438.3602	NUCB1	4006.6313
NUCB2	2753.4618	NUCB2	2209.8276
NUCKS1	9538.8736	NUCKS1	10752.9841
NUDCD1	385.0904	NUDCD1	678.0504
NUDCD2	337.4749	NUDCD2	294.4297
NUDCD3	2531.0617	NUDCD3	2250.9947
NUDC	2114.7236	NUDC	1972.1485
NUDT10	48.8059	NUDT10	66.313
NUDT11	78.8632	NUDT11	102.122
NUDT12	427.0516	NUDT12	564.3236
NUDT13	26.7837	NUDT13	57.0292
NUDT14	359.7947	NUDT14	217.5066
NUDT15	348.7181	NUDT15	505.0232
NUDT16L1	569.3029	NUDT16L1	329.9072
NUDT16P1	73.804	NUDT16P1	73.2759
NUDT16	760.0625	NUDT16	966.1804
NUDT17	43.4491	NUDT17	29.8408
NUDT18	231.828	NUDT18	95.1592
NUDT19	462.7632	NUDT19	328.2493
NUDT1	149.9888	NUDT1	83.2228
NUDT21	1742.1323	NUDT21	3116.7109
NUDT22	370.4189	NUDT22	164.5922
NUDT2	324.6782	NUDT2	268.8992
NUDT3	648.7613	NUDT3	478.4483
NUDT4	1007.0679	NUDT4	1255.305
NUDT5	504.5547	NUDT5	438.7434
NUDT6	90.2611	NUDT6	57.4901
NUDT7	46.7227	NUDT7	87.2016
NUDT8	105.6469	NUDT8	166.4456
removed	removed	NUDT9P1	6.6313
NUDT9	642.8093	NUDT9	745.6897
NUF2	38.6876	NUF2	12.931
NUFIP1	182.7245	NUFIP1	366.0477
NUFIP2	2041.2172	NUFIP2	2888.5942
NUMA1	11395.2682	NUMA1	11874.5424
NUMBL	410.3861	NUMBL	244.695
NUMB	1720.1101	NUMB	2005.305
NUP107	711.5542	NUP107	942.9708
NUP133	1747.489	NUP133	1606.7639
NUP153	1364.4818	NUP153	3092.1751
NUP155	523.1754	NUP155	691.6446
NUP160	1136.8202	NUP160	1805.0398
NUP188	1405.8478	NUP188	1456.2334
NUP205	1121.0475	NUP205	1846.817
NUP210	1463.5816	NUP210	832.2281
NUP214	1781.7127	NUP214	1837.2016
NUP35	224.9833	NUP35	454.9072
NUP37	291.9426	NUP37	277.5199
NUP43	610.3713	NUP43	816.6446
NUP50	1031.7685	NUP50	1271.2202
NUP54	756.1937	NUP54	1045.0928
NUP62CL	11.6063	NUP62CL	56.366
NUP62	1464.9803	NUP62	1164.2241
NUP85	548.4711	NUP85	620.6897
NUP88	581.8555	NUP88	832.4304
NUP93	720.7797	NUP93	695.9549
NUP98	2625.6975	NUP98	4630.305
NUPL1	926.7168	NUPL1	1359.0849
NUPL2	309.2032	NUPL2	391.5782
NUPR1	2219.4777	NUPR1	1640.5836
NUS1	960.9404	NUS1	1436.008
NUSAP1	208.0202	NUSAP1	50.7294
NUTF2	1265.6796	NUTF2	1161.1406
NVL	205.9371	NVL	376.9894
NWD1	8.3327	NWD1	78.9125
NXF1	1329.0678	NXF1	2501.3263
NXNL2	12.2015	NXNL2	5.305
NXN	1367.4578	NXN	761.2732
NXPH1	689.532	NXPH1	57.3607
NXPH3	208.0202	NXPH3	99.1379
NXPH4	80.9464	NXPH4	32.4934
NXT1	373.1865	NXT1	295.4244
NXT2	256.8261	NXT2	489.7215
NYNRIN	1186.2213	NYNRIN	721.817
OAF	2188.23	OAF	396.8833
OAS1	277.0627	OAS1	160.809
OAS2	1013.6151	OAS2	261.2732
OAS3	1015.4006	OAS3	552.3873
OASL	75.292	OASL	26.1936
OAT	3322.3718	OAT	5150.5305
OAZ1	7197.3811	OAZ1	4751.9894
OAZ2	2160.5535	OAZ2	1703.9125
OAZ3	103.4596	OAZ3	34.0915
OBFC1	632.691	OBFC1	767.5729
OBFC2A	116.3604	OBFC2A	269.8939
OBFC2B	627.0367	OBFC2B	431.6976
OBP2B	17.2606	OBP2B	51.3926
OBSCN	367.7762	OBSCN	1738.6605
OBSL1	1235.6223	OBSL1	1848.4748
removed	removed	OCA2	45.756
OCEL1	340.7485	OCEL1	181.6976
OCIAD1	2247.4518	OCIAD1	2490.0531
OCIAD2	379.4361	OCIAD2	403.5146
removed	removed	OCLM	5.9682
OCLN	327.6542	OCLN	562.6658
OCRL	984.153	OCRL	1391.5782
removed	removed	ODAM	6.6313
ODC1	960.6428	ODC1	1283.8196
ODF2L	419.0164	ODF2L	706.2334
ODF2	1272.5244	ODF2	1003.9788
ODF3B	158.3216	ODF3B	81.2334
ODF3L1	22.6174	ODF3L1	30.1724
ODZ1	40.7708	ODZ1	68.3024
ODZ2	89.8743	ODZ2	595.8223
ODZ3	765.1216	ODZ3	448.6074
ODZ4	705.0071	ODZ4	59.0186
OFD1	497.8796	OFD1	1543.7666
removed	removed	OGDHL	5.305
OGDH	2900.3794	OGDH	2472.8117
OGFOD1	762.4433	OGFOD1	967.1751
OGFOD2	176.2786	OGFOD2	150.8322
OGFRL1	422.5876	OGFRL1	1742.0424
OGFR	693.6984	OGFR	511.6048
OGG1	305.0339	OGG1	281.8236
OGN	2478.9822	OGN	1656.4987
OGT	1515.661	OGT	4027.5199
OIP5	21.052	OIP5	6.0378
OIT3	5.9519	removed	removed
OLA1	1777.5463	OLA1	1590.5172
OLFM1	671.3786	OLFM1	483.7533
OLFM2	1010.0439	OLFM2	162.1353
OLFM4	64.2809	OLFM4	793.1034
OLFML1	1195.1492	OLFML1	314.6552
OLFML2A	2393.5719	OLFML2A	1265.9151
OLFML2B	5952.8309	OLFML2B	325.2653
OLFML3	2762.2945	OLFML3	1214.8541
OLR1	439.5506	OLR1	88.1963
OMA1	485.6781	OMA1	559.6817
OMD	1199.9107	OMD	450.9284
removed	removed	OMG	6.2997
removed	removed	ONECUT2	10.6101
OPA1	1390.9679	OPA1	2089.191
OPA3	367.8298	OPA3	570.2918
OPCML	105.6469	OPCML	8.9523
OPHN1	335.0941	OPHN1	618.3687
OPLAH	225.5785	OPLAH	255.9682
OPN3	457.7576	OPN3	378.5046
OPN4	10.4159	removed	removed
OPRL1	137.7874	OPRL1	79.244
OPTN	1909.0841	OPTN	1701.9231
removed	removed	OR2A1	13.2626
OR2A4	37.1996	OR2A4	173.0769
OR2A7	262.7781	OR2A7	632.9576
OR2A9P	149.9888	OR2A9P	320.4277
OR2L13	5.6543	OR2L13	40.1194
OR2W3	16.1238	OR2W3	11.8203
OR51E1	58.0314	OR51E1	11.6048
OR51E2	14.8798	OR51E2	6.6313
removed	removed	OR7A5	10.6101
ORAI1	548.4711	ORAI1	247.0159
ORAI2	761.4106	ORAI2	486.4755
ORAI3	764.2289	ORAI3	302.7188
ORAOV1	89.5767	ORAOV1	258.6207
ORC1L	14.8798	ORC1L	17.5729
ORC2L	334.7965	ORC2L	557.3607
ORC3L	522.5802	ORC3L	675.7294
ORC4L	532.6985	ORC4L	699.9337
ORC5L	355.0331	ORC5L	453.5809
ORC6L	11.9039	ORC6L	13.2626
ORMDL1	436.2771	ORMDL1	653.5146
ORMDL2	506.8046	ORMDL2	446.4755
ORMDL3	1909.0841	ORMDL3	1963.1963
OS9	8321.9999	OS9	6507.2944
OSBP2	158.9167	OSBP2	152.5199
OSBPL10	858.8647	OSBPL10	698.2759
OSBPL11	461.2752	OSBPL11	664.7878
OSBPL1A	1498.9956	OSBPL1A	2333.5544
OSBPL2	1111.822	OSBPL2	1222.1485
OSBPL3	253.8502	OSBPL3	324.2706
OSBPL5	911.8369	OSBPL5	605.7692
OSBPL6	230.9352	OSBPL6	168.435
OSBPL7	264.5636	OSBPL7	216.5119
OSBPL8	1607.3209	OSBPL8	2500.6631
OSBPL9	1680.5297	OSBPL9	3581.565
OSBP	2247.4518	OSBP	2507.9576
OSCAR	75.8872	OSCAR	19.8939
OSCP1	259.8021	OSCP1	245.0265
OSGEPL1	149.6912	OSGEPL1	156.8302
OSGEP	441.6338	OSGEP	352.7851
OSGIN1	39.2828	OSGIN1	182.6923
OSGIN2	558.2918	OSGIN2	618.0371
OSMR	1473.1047	OSMR	1520.2255
OSM	23.8078	removed	removed
OSR1	458.0016	OSR1	1211.87
OSR2	501.7484	OSR2	164.1247
OST4	2406.6602	OST4	1251.3196
removed	removed	OSTCL	5.9682
OSTC	1986.7569	OSTC	1063.6605
OSTF1	763.3361	OSTF1	678.382
OSTM1	715.423	OSTM1	775.5305
OSTalpha	11.0111	OSTalpha	12.2679
OTOA	10.4159	OTOA	7.2944
OTUB1	1525.4817	OTUB1	1165.1194
OTUB2	81.5416	OTUB2	55.7029
OTUD1	435.3843	OTUD1	400.1989
OTUD3	111.3012	OTUD3	367.7056
OTUD4	975.5227	OTUD4	1798.7401
OTUD5	1459.4152	OTUD5	1209.2175
OTUD6B	132.4306	OTUD6B	410.1459
OTUD7A	7.4399	OTUD7A	37.7984
OTUD7B	1759.0953	OTUD7B	1242.374
OVCA2	553.8249	OVCA2	346.4224
removed	removed	OVCH2	60.3448
OVGP1	28.5693	OVGP1	53.382
OVOL1	145.5249	OVOL1	151.1936
OVOL2	114.8724	OVOL2	138.2626
OXA1L	1912.0601	OXA1L	1533.4881
OXCT1	828.8074	OXCT1	1180.7029
OXCT2	5.0591	removed	removed
OXER1	16.3678	OXER1	39.1247
removed	removed	OXGR1	64.9867
OXNAD1	177.9629	OXNAD1	226.7905
OXR1	790.4174	OXR1	1616.0477
OXSM	164.2735	OXSM	196.2865
OXSR1	983.5578	OXSR1	1744.0318
OXTR	736.2547	OXTR	12333.5544
P2RX1	31.2477	P2RX1	14.5889
removed	removed	P2RX2	5.9682
P2RX4	741.3139	P2RX4	493.7003
P2RX5	17.9778	P2RX5	21.8999
removed	removed	P2RX6	5.6366
P2RX7	99.0998	P2RX7	115.0531
P2RY10	13.3919	P2RY10	7.9576
removed	removed	P2RY11	51.744
P2RY12	36.0092	P2RY12	87.5332
P2RY13	79.756	P2RY13	77.5862
P2RY14	69.0425	P2RY14	30.8355
P2RY1	39.5804	P2RY1	17.2414
P2RY2	198.4971	P2RY2	134.6154
P2RY6	77.0776	P2RY6	17.5729
P2RY8	130.0498	P2RY8	52.7188
P4HA1	1314.7831	P4HA1	1174.4032
P4HA2	1745.4058	P4HA2	700.9284
P4HA3	482.7022	P4HA3	13.5942
P4HB	16573.4692	P4HB	10491.0477
P4HTM	684.4729	P4HTM	445.9549
P704P	20.8318	P704P	14.9204
PA2G4P4	41.9612	PA2G4P4	39.7878
PA2G4	2396.2503	PA2G4	2986.7374
PAAF1	429.1347	PAAF1	353.4483
PABPC1L	36.0092	PABPC1L	217.8382
PABPC1	17856.7071	PABPC1	21712.2016
PABPC3	127.0739	PABPC3	221.4854
PABPC4L	89.5767	PABPC4L	65.6499
PABPC4	2352.2059	PABPC4	2266.2467
PABPC5	73.2088	PABPC5	43.1034
PABPN1	1432.5869	PABPN1	2210.5504
PACRGL	149.6912	PACRGL	316.313
PACRG	10.7135	PACRG	39.4562
PACS1	3675.6194	PACS1	1963.5279
PACS2	1120.7499	PACS2	862.069
PACSIN1	56.841	PACSIN1	8.6207
PACSIN2	1002.604	PACSIN2	1747.3475
PACSIN3	406.2198	PACSIN3	497.0159
PADI2	1184.7333	PADI2	1494.695
PAF1	1454.3561	PAF1	1707.5597
PAFAH1B1	3440.5178	PAFAH1B1	4753.9788
PAFAH1B2	622.2751	PAFAH1B2	751.6578
PAFAH1B3	788.5128	PAFAH1B3	262.7023
PAFAH2	598.765	PAFAH2	559.0186
PAG1	264.2661	PAG1	142.2414
removed	removed	PAH	34.4828
PAICS	1601.6665	PAICS	2343.1698
PAIP1	892.7907	PAIP1	1115.0531
PAIP2B	271.706	PAIP2B	381.2997
PAIP2	1642.1397	PAIP2	1656.8302
PAK1IP1	278.2531	PAK1IP1	549.0716
PAK1	859.7575	PAK1	1131.9629
PAK2	3154.2296	PAK2	2865.7162
PAK3	10.4159	PAK3	131.6313
PAK4	1082.0623	PAK4	1035.1459
PAK6	208.6035	PAK6	312.0027
PAK7	22.6174	PAK7	220.1592
PALB2	255.3381	PALB2	358.0902
PALLD	10181.0877	PALLD	11045.756
PALM2-AKAP2	2388.6348	PALM2-AKAP2	2734.9536
PALM2	36.3723	PALM2	45.6267
removed	removed	PALM3	29.8408
PALMD	1548.6943	PALMD	2333.5544
PALM	1456.1417	PALM	538.13
PAMR1	586.5635	PAMR1	1508.2891
PAM	5213.6002	PAM	3798.7401
PAN2	545.1975	PAN2	1041.7772
PAN3	826.7242	PAN3	1639.9204
PANK1	99.695	PANK1	110.0796
PANK2	441.9314	PANK2	467.1751
PANK3	631.203	PANK3	1089.191
PANK4	410.6837	PANK4	350.7958
PANX1	530.3177	PANX1	431.0345
PANX2	14.5822	PANX2	32.8249
PAOX	109.5157	PAOX	105.4377
PAPD4	834.7593	PAPD4	1186.3395
PAPD5	210.6986	PAPD5	479.1114
PAPD7	374.0793	PAPD7	651.5252
PAPLN	598.4674	PAPLN	353.7798
PAPOLA	3413.1389	PAPOLA	4755.9682
PAPOLG	376.7577	PAPOLG	530.8355
PAPPA2	15.7726	PAPPA2	53.0504
PAPPA	168.4398	PAPPA	203.2493
PAPSS1	2293.5793	PAPSS1	2924.0716
PAPSS2	875.8277	PAPSS2	1774.8674
PAQR3	217.2457	PAQR3	657.5464
PAQR4	1167.8208	PAQR4	138.5942
PAQR5	63.9833	PAQR5	128.6472
PAQR6	9.5231	PAQR6	33.4881
PAQR7	379.1385	PAQR7	423.0769
PAQR8	392.2327	PAQR8	218.8329
PAR-SN	66.9593	PAR-SN	249.6519
PAR5	11.3087	PAR5	152.5199
PARD3B	176.7726	PARD3B	237.7321
PARD3	821.9627	PARD3	1752.6525
PARD6A	82.1367	PARD6A	66.9761
PARD6B	169.3326	PARD6B	225.7958
PARD6G	266.9444	PARD6G	489.3899
PARG	396.3991	PARG	556.6976
PARK2	54.1626	PARK2	118.3687
PARK7	3864.5934	PARK7	2936.008
PARL	757.9793	PARL	750.3316
PARM1	1561.1934	PARM1	1980.4377
PARN	1556.4318	PARN	1133.6207
PARP10	987.1289	PARP10	812.3342
PARP11	235.1016	PARP11	378.3156
PARP12	627.6319	PARP12	472.1485
PARP14	1687.3745	PARP14	1172.0822
removed	removed	PARP15	5.9682
PARP16	299.9777	PARP16	311.008
PARP1	5087.1215	PARP1	3005.9682
PARP2	302.3585	PARP2	401.8568
PARP3	442.8242	PARP3	502.6525
PARP4	1632.0214	PARP4	1959.2175
PARP6	480.0238	PARP6	811.3395
PARP8	577.338	PARP8	387.2679
PARP9	1513.3219	PARP9	1076.3296
PARS2	136.2994	PARS2	109.748
PART1	8.9279	PART1	80.5703
PARVA	3436.3515	PARVA	3287.7984
PARVB	580.9092	PARVB	182.6923
PARVG	192.2476	PARVG	76.2599
PASK	105.9445	PASK	184.6817
PATL1	983.5578	PATL1	1323.6074
PATZ1	1745.4058	PATZ1	1171.7507
PAWR	309.2032	PAWR	680.0398
PAX1	18.7486	removed	removed
PAX2	37.7948	PAX2	11.2732
PAX3	16.3678	removed	removed
PAX5	8.0351	removed	removed
PAX6	37.7948	PAX6	69.6286
PAX8	29.4621	PAX8	25.5305
PAX9	324.3806	PAX9	41.4456
PAXIP1	347.9652	PAXIP1	518.1068
PBK	61.9002	PBK	8.9523
PBLD	154.1552	PBLD	177.0557
PBRM1	1598.393	PBRM1	2319.6286
PBX1	11312.2536	PBX1	5786.8037
PBX2	1138.6058	PBX2	1405.8355
PBX3	391.0423	PBX3	518.8992
removed	removed	PBX4	17.9045
PBXIP1	4777.9183	PBXIP1	3204.244
PCBD1	1015.9958	PCBD1	780.8355
PCBD2	191.3548	PCBD2	248.5212
PCBP1	6581.6532	PCBP1	6149.8674
PCBP2	10636.5419	PCBP2	9554.2308
PCBP3	24.4029	PCBP3	18.2361
PCBP4	430.0275	PCBP4	589.5225
PCCA	403.6991	PCCA	711.9828
PCCB	1456.1595	PCCB	1098.9224
PCDH10	11.0111	PCDH10	23.5411
PCDH11X	5.6543	PCDH11X	62.6658
PCDH12	1478.1638	PCDH12	348.8064
removed	removed	PCDH15	5.305
PCDH17	679.7113	PCDH17	85.5438
PCDH18	1340.3765	PCDH18	402.5199
PCDH19	445.5026	PCDH19	190.9814
PCDH1	1918.3096	PCDH1	1265.5836
PCDH20	16.0702	PCDH20	33.4881
PCDH7	985.0458	PCDH7	902.8515
PCDH9	54.4602	PCDH9	55.7029
PCDHA10	100.8705	PCDHA10	305.2255
PCDHA11	11.9188	PCDHA11	41.8402
PCDHA12	11.8592	PCDHA12	12.4602
removed	removed	PCDHA2	7.626
PCDHA3	50.0141	PCDHA3	61.807
PCDHA4	42.9045	PCDHA4	51.5153
PCDHA5	13.4157	PCDHA5	8.6804
PCDHA6	7.312	PCDHA6	34.4496
PCDHA7	5.3567	PCDHA7	13.2891
PCDHAC1	10.4308	PCDHAC1	10.3481
PCDHAC2	76.5657	PCDHAC2	25.6863
PCDHB10	119.634	PCDHB10	92.1751
PCDHB11	87.4935	PCDHB11	37.1353
PCDHB12	84.5175	PCDHB12	44.7613
PCDHB13	66.6617	PCDHB13	90.8488
PCDHB14	160.9999	PCDHB14	183.687
PCDHB15	89.5767	PCDHB15	45.756
PCDHB16	169.035	PCDHB16	210.8753
PCDHB18	19.939	PCDHB18	19.5623
PCDHB19P	7.7375	PCDHB19P	14.2573
PCDHB2	132.133	PCDHB2	189.6552
PCDHB3	53.5674	PCDHB3	76.2599
PCDHB4	187.7836	PCDHB4	201.5915
PCDHB5	102.3733	PCDHB5	103.7798
PCDHB6	26.7837	PCDHB6	151.5252
PCDHB7	91.6598	PCDHB7	113.3952
PCDHB8	55.353	PCDHB8	50.0663
PCDHB9	60.7098	PCDHB9	86.5385
PCDHGA10	203.5533	PCDHGA10	97.3442
PCDHGA11	59.7783	PCDHGA11	85.9582
PCDHGA12	167.1989	PCDHGA12	86.1008
PCDHGA1	5.9519	PCDHGA1	9.9469
PCDHGA2	84.5175	PCDHGA2	283.8495
PCDHGA3	78.5537	PCDHGA3	36.4721
PCDHGA4	83.101	PCDHGA4	55.8554
PCDHGA5	102.5221	PCDHGA5	50.3979
PCDHGA6	83.467	PCDHGA6	94.4297
