gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
LRRK2	162.525	LRRK2	334.0635
LRRN1	162.912	LRRN1	739.686
LRRN2	653.5828	LRRN2	272.7273
LRRN3	29.0223	LRRN3	102.9573
LRRN4CL	89.3888	LRRN4CL	155.1661
LRRTM2	18.5743	LRRTM2	81.4166
LRSAM1	642.7478	LRSAM1	467.3238
LRTOMT	436.4377	LRTOMT	307.7254
LRWD1	342.4634	LRWD1	181.8182
LSAMP	43.34	LSAMP	10.9529
LSG1	937.6146	LSG1	1028.1124
LSM10	306.0888	LSM10	251.1866
LSM11	222.1175	LSM11	214.6769
LSM12	1288.9782	LSM12	902.5192
LSM14A	3512.8622	LSM14A	3268.7112
LSM14B	917.4924	LSM14B	791.5298
LSM1	578.8986	LSM1	410.3687
LSM2	599.0208	LSM2	475.356
LSM3	634.2345	LSM3	586.3454
LSM4	1124.9053	LSM4	697.3348
LSM5	660.1612	LSM5	539.2479
LSM6	163.6859	LSM6	159.1822
LSM7	262.3618	LSM7	233.6619
LSMD1	381.9338	LSMD1	220.8835
LSP1	944.193	LSP1	639.6495
LSR	1810.6061	LSR	1519.1676
LSS	851.3215	LSS	1281.4896
removed	removed	LST-3TM12	769.2333
LST1	103.3195	LST1	33.954
LTA4H	1930.5651	LTA4H	1904.3447
LTA	20.5091	removed	removed
LTB4R2	20.6368	LTB4R2	43.9613
LTB4R	97.2287	LTB4R	189.7919
LTBP1	2727.7116	LTBP1	950.7119
LTBP2	7632.4845	LTBP2	8619.5692
LTBP3	3311.9155	LTBP3	2928.441
LTBP4	1168.6323	LTBP4	2224.8996
LTBR	1504.9043	LTBR	1152.6104
LTB	130.407	LTB	10.5878
LTC4S	9.1788	LTC4S	15.5093
LTF	27106.4645	LTF	27000
removed	removed	LTK	5.8415
LTV1	542.137	LTV1	756.1154
LUC7L2	2269.1588	LUC7L2	2316.0204
LUC7L3	1798.2233	LUC7L3	2927.3457
LUC7L	613.7254	LUC7L	633.808
LUM	14874.522	LUM	7039.7955
LUZP1	1055.6387	LUZP1	1656.0789
LUZP2	57.6577	LUZP2	777.291
LUZP6	4122.718	LUZP6	3712.6689
LXN	313.0541	LXN	466.9587
removed	removed	LY6D	9.4925
LY6E	2803.5566	LY6E	4660.0949
LY6G5B	22.057	LY6G5B	50.0183
LY6G5C	30.1832	LY6G5C	40.1606
removed	removed	LY6G6C	8.0321
LY6K	49.1445	LY6K	94.195
LY75	402.2262	LY75	1467.3238
LY86	99.0629	LY86	36.5097
LY96	80.4886	LY96	49.6532
LY9	42.5661	LY9	11.6831
LYAR	196.9648	LYAR	253.3771
removed	removed	LYG1	6.2066
LYL1	47.9836	LYL1	33.954
LYNX1	168.7164	LYNX1	664.8412
LYN	438.4306	LYN	578.6783
LYPD1	37.9999	LYPD1	20.9383
LYPD3	1164.3757	LYPD3	1333.3333
LYPD5	76.232	LYPD5	98.5761
LYPD6B	609.8558	LYPD6B	176.3417
LYPD6	1436.4116	LYPD6	1108.4337
LYPLA1	1708.4475	LYPLA1	1530.4856
LYPLA2P1	62.6882	LYPLA2P1	40.8908
LYPLA2	1351.6664	LYPLA2	978.4593
LYPLAL1	557.2286	LYPLAL1	365.4618
LYRM1	633.4606	LYRM1	588.536
LYRM2	1023.0989	LYRM2	1074.0818
LYRM4	369.5509	LYRM4	344.6513
LYRM5	342.0765	LYRM5	451.9898
LYRM7	325.824	LYRM7	589.6313
LYSMD1	400.895	LYSMD1	186.5644
LYSMD2	92.4845	LYSMD2	146.0387
LYSMD3	494.9274	LYSMD3	726.9076
LYSMD4	97.5266	LYSMD4	223.5633
LYST	1058.7344	LYST	1520.9931
LYVE1	69.6536	LYVE1	572.4717
LYZ	1432.542	LYZ	239.1384
LZIC	393.1558	LZIC	374.5893
LZTFL1	1107.105	LZTFL1	937.2034
LZTR1	858.0121	LZTR1	839.1201
LZTS1	414.0518	LZTS1	936.8383
LZTS2	1841.5633	LZTS2	1246.4403
M6PR	2715.0346	M6PR	2675.2793
MAB21L1	38.6964	MAB21L1	75.2099
MACC1	792.8899	MACC1	1084.3373
MACF1	5310.3115	MACF1	8614.8229
MACROD1	169.8773	MACROD1	138.0066
MACROD2	53.788	MACROD2	140.5622
MAD1L1	375.3554	MAD1L1	291.7123
MAD2L1BP	406.6995	MAD2L1BP	365.4618
MAD2L1	224.0523	MAD2L1	125.2282
MAD2L2	334.7241	MAD2L2	306.6813
MADD	1557.5314	MADD	1556.0424
MAEA	1078.8566	MAEA	928.441
MAF1	2011.0536	MAF1	1600.5842
MAFB	1357.8578	MAFB	814.5309
MAFF	480.9967	MAFF	1725.4472
MAFG	412.8909	MAFG	684.1913
MAFK	519.8711	MAFK	605.8963
MAF	519.6931	MAF	867.835
removed	removed	MAGEB4	7.3019
MAGED1	3583.2897	MAGED1	3686.3819
MAGED2	10302.9254	MAGED2	8850.3103
MAGED4B	134.1334	MAGED4B	397.5429
MAGED4	39.2266	MAGED4	136.2286
MAGEE1	139.6941	MAGEE1	237.3129
MAGEE2	6.5784	removed	removed
MAGEF1	652.4219	MAGEF1	822.563
MAGEH1	322.7283	MAGEH1	461.8474
MAGEL2	27.8614	MAGEL2	28.8426
MAGI1	784.3767	MAGI1	1568.4556
MAGI2	180.7123	MAGI2	312.5228
MAGI3	1291.3	MAGI3	1192.0409
MAGIX	32.892	MAGIX	32.1285
MAGOHB	250.3659	MAGOHB	226.7251
MAGOH	340.5286	MAGOH	354.1438
MAGT1	2468.8324	MAGT1	3182.5484
MAG	9.6741	MAG	5.8415
MAK16	552.9101	MAK16	561.0588
MAK	56.8838	MAK	77.4005
MAL2	6348.5368	MAL2	3527.9299
MALAT1	1180.5701	MALAT1	3167.9153
MALL	426.0477	MALL	703.5414
MALT1	721.3015	MALT1	772.9098
MAL	19.7352	MAL	13.5086
MAMDC2	314.1415	MAMDC2	910.4965
MAMDC4	35.2138	MAMDC4	37.9701
MAML1	1487.5992	MAML1	1568.6455
MAML2	326.2109	MAML2	1415.8452
MAML3	445.009	MAML3	570.6462
MAMLD1	203.1563	MAMLD1	189.1201
MAMSTR	15.0916	MAMSTR	18.2548
MAN1A1	4370.3752	MAN1A1	1451.2596
MAN1A2	900.466	MAN1A2	1063.1617
MAN1B1	1648.0811	MAN1B1	1544.7244
MAN1C1	143.5638	MAN1C1	176.3417
MAN2A1	526.2715	MAN2A1	715.2245
MAN2A2	848.6128	MAN2A2	1261.7744
MAN2B1	2068.3244	MAN2B1	1170.8653
MAN2B2	2362.8042	MAN2B2	1565.5349
MAN2C1	693.827	MAN2C1	1008.0321
MANBAL	1023.1337	MANBAL	1107.7035
MANBA	593.2163	MANBA	662.6506
MANEAL	282.097	MANEAL	302.3001
MANEA	459.7136	MANEA	520.628
MANF	875.3133	MANF	625.0456
MANSC1	1234.0293	MANSC1	1081.4166
MAOA	1027.7773	MAOA	1512.5958
MAOB	5289.0285	MAOB	3575.3925
MAP1A	584.3161	MAP1A	543.6291
MAP1B	821.1383	MAP1B	1755.3852
MAP1D	34.4398	MAP1D	66.0825
MAP1LC3A	307.2497	MAP1LC3A	171.2304
MAP1LC3B2	157.1075	MAP1LC3B2	213.5816
MAP1LC3B	1497.165	MAP1LC3B	2159.5473
MAP1LC3C	8.1263	MAP1LC3C	26.287
MAP1S	749.1629	MAP1S	586.3454
MAP2K1	787.9484	MAP2K1	810.4673
MAP2K2	1362.5014	MAP2K2	1101.4969
MAP2K3	725.1712	MAP2K3	1254.8375
MAP2K4	1144.2535	MAP2K4	1154.801
MAP2K5	343.6243	MAP2K5	365.4618
MAP2K6	76.232	MAP2K6	219.4231
MAP2K7	782.8288	MAP2K7	725.0821
MAP2	121.8938	MAP2	422.0518
MAP3K10	143.5638	MAP3K10	118.6564
MAP3K11	1457.6946	MAP3K11	1271.632
MAP3K12	244.1242	MAP3K12	230.9419
MAP3K13	29.5022	MAP3K13	73.9759
MAP3K14	465.9051	MAP3K14	809.7846
removed	removed	MAP3K15	6.8638
removed	removed	MAP3K1	3998.9047
MAP3K2	677.1876	MAP3K2	735.67
MAP3K3	764.8621	MAP3K3	1136.9478
MAP3K4	841.6474	MAP3K4	1000.3651
MAP3K5	325.437	MAP3K5	661.1902
MAP3K6	845.1301	MAP3K6	963.1252
MAP3K7	804.8858	MAP3K7	859.4378
MAP3K8	424.8868	MAP3K8	516.2468
MAP3K9	91.7105	MAP3K9	153.3406
MAP4K1	96.3541	MAP4K1	28.1124
MAP4K2	336.659	MAP4K2	266.5206
MAP4K3	838.5517	MAP4K3	1018.2548
MAP4K4	1856.2679	MAP4K4	2059.5108
MAP4K5	1181.4021	MAP4K5	1449.7992
MAP4	7092.6693	MAP4	6162.103
MAP6D1	57.6577	MAP6D1	50.0183
MAP6	108.737	MAP6	119.0215
MAP7D1	1386.4932	MAP7D1	1516.6119
removed	removed	MAP7D2	13.1435
MAP7D3	122.2807	MAP7D3	240.5988
MAP7	1305.6177	MAP7	1231.4713
MAP9	506.9233	MAP9	655.7138
MAPK10	170.2643	MAPK10	274.5528
MAPK11	210.1216	MAPK11	253.012
MAPK12	58.1182	MAPK12	62.103
MAPK13	1559.0793	MAPK13	862.3585
MAPK14	1150.445	MAPK14	1420.2264
MAPK15	333.5633	MAPK15	27.3823
MAPK1IP1L	1599.3236	MAPK1IP1L	2598.7587
MAPK1	3098.0364	MAPK1	3859.8028
MAPK3	1983.9661	MAPK3	1505.2939
MAPK4	8.1263	MAPK4	61.7014
MAPK6	890.018	MAPK6	1371.6685
MAPK7	301.6271	MAPK7	365.3195
MAPK8IP1	259.2661	MAPK8IP1	335.889
MAPK8IP2	569.9985	MAPK8IP2	138.7368
MAPK8IP3	533.2369	MAPK8IP3	628.6966
MAPK8	558.3895	MAPK8	501.6429
MAPK9	1397.7152	MAPK9	1020.8105
MAPKAP1	1992.8663	MAPKAP1	1563.3443
MAPKAPK2	5860.1879	MAPKAPK2	3074.8448
MAPKAPK3	963.5412	MAPKAPK3	745.1625
MAPKAPK5	559.6936	MAPKAPK5	494.9398
MAPKBP1	483.7054	MAPKBP1	908.7258
MAPKSP1	1044.0298	MAPKSP1	1132.8952
MAPRE1	2703.3328	MAPRE1	2931.7269
MAPRE2	502.6667	MAPRE2	970.0621
MAPRE3	256.5574	MAPRE3	389.9233
MAPT	4700.4557	MAPT	2583.4246
removed	removed	MARCH11	10.2227
MARCH1	75.458	MARCH1	37.2399
MARCH2	621.0778	MARCH2	437.751
MARCH3	90.9366	MARCH3	85.0675
MARCH5	1590.0364	MARCH5	1340.6353
MARCH6	1975.066	MARCH6	2522.0884
MARCH7	2037.7542	MARCH7	2703.5414
MARCH8	636.1694	MARCH8	601.3143
MARCH9	366.8422	MARCH9	199.7079
MARCKSL1	6666.2346	MARCKSL1	4409.6386
MARCKS	2197.5704	MARCKS	6110.6243
MARCO	5.4175	MARCO	75.2099
MARK1	489.8968	MARK1	224.5345
MARK2	1753.3354	MARK2	1643.6656
MARK3	1090.4655	MARK3	1175.2464
MARK4	772.7678	MARK4	629.4268
MARS2	207.7998	MARS2	279.6641
MARS	1333.2121	MARS	1421.2377
MARVELD1	981.8756	MARVELD1	1463.0413
MARVELD2	468.2268	MARVELD2	498.7222
MARVELD3	348.1286	MARVELD3	440.0475
MASP1	18.5743	MASP1	72.2892
MASP2	16.2525	MASP2	56.2249
removed	removed	MAST1	5.4765
MAST2	1602.4193	MAST2	1095.6553
MAST3	426.8217	MAST3	303.3954
MAST4	585.0901	MAST4	1187.2946
MASTL	351.7506	MASTL	231.4713
MAT1A	16.2525	MAT1A	29.5728
MAT2A	4339.418	MAT2A	6023.3662
MAT2B	1727.7957	MAT2B	1710.4783
MATK	45.2748	MATK	20.0803
MATN2	998.368	MATN2	4735.3049
MATN3	346.72	MATN3	71.9241
removed	removed	MATN4	8.0321
MATR3	8138.8312	MATR3	8857.5721
MAVS	2412.3356	MAVS	3166.4841
MAX	1432.9289	MAX	1143.483
MAZ	5568.0956	MAZ	2034.5966
MBD1	1097.4308	MBD1	1037.9701
MBD2	2011.0536	MBD2	1550.931
MBD3	1174.0498	MBD3	1014.6039
MBD4	860.6087	MBD4	815.6261
MBD5	370.7118	MBD5	427.1632
MBD6	1669.3641	MBD6	1446.1482
MBIP	326.9849	MBIP	443.5926
removed	removed	MBL1P	5.1114
MBLAC1	33.6659	MBLAC1	9.8576
MBLAC2	237.5961	MBLAC2	320.92
MBNL1	2923.8715	MBNL1	4396.1701
MBNL2	1711.5432	MBNL2	2992.6981
MBNL3	66.5579	MBNL3	136.5462
MBOAT1	1183.3369	MBOAT1	1288.0613
MBOAT2	409.7952	MBOAT2	707.1924
MBOAT7	1453.438	MBOAT7	942.3147
MBP	735.6192	MBP	900.6937
MBTD1	709.6926	MBTD1	893.7568
MBTPS1	2794.2694	MBTPS1	4795.9109
MBTPS2	590.7823	MBTPS2	688.5725
MB	348.2679	MB	276.0131
MC1R	193.784	MC1R	58.7514
MCAM	2175.5135	MCAM	4076.6703
MCART1	197.7388	MCART1	194.2315
MCART2	8.9002	MCART2	7.3019
MCART6	10.835	removed	removed
MCAT	310.3454	MCAT	281.4896
MCCC1	375.3554	MCCC1	1204.4542
MCCC2	3989.9892	MCCC2	4573.567
removed	removed	MCCD1	5.4765
MCC	624.5604	MCC	1377.8751
MCEE	232.9525	MCEE	188.3899
removed	removed	MCF2L2	19.7152
MCF2L	1042.1723	MCF2L	827.353
MCFD2	2300.503	MCFD2	3606.4549
MCHR1	16.5582	MCHR1	19.0909
MCL1	11342.3116	MCL1	15278.9339
MCM10	92.8714	MCM10	28.1124
MCM2	563.807	MCM2	492.5155
MCM3APAS	36.7539	MCM3APAS	36.8602
MCM3AP	1850.8581	MCM3AP	2208.8499
MCM3	1984.3531	MCM3	1786.0533
MCM4	1702.6431	MCM4	1158.0869
MCM5	703.5012	MCM5	704.2716
MCM6	736.7801	MCM6	692.5885
MCM7	2077.6966	MCM7	1650.0073
MCM8	186.5168	MCM8	252.2819
MCM9	90.1627	MCM9	137.2764
MCOLN1	393.5427	MCOLN1	314.3483
MCOLN2	61.9143	MCOLN2	40.5257
MCOLN3	18.9613	MCOLN3	84.7024
MCPH1	655.0068	MCPH1	637.7327
MCRS1	889.631	MCRS1	774.3702
MCTP1	170.2643	MCTP1	230.376
MCTP2	75.0711	MCTP2	353.0486
MCTS1	751.0978	MCTS1	803.943
MDC1	900.466	MDC1	1073.7495
MDFIC	670.2222	MDFIC	1001.8255
MDFI	226.3741	MDFI	344.2862
MDGA1	185.7429	MDGA1	111.7196
MDH1B	48.7575	MDH1B	66.0825
MDH1	1797.8363	MDH1	2125.5933
MDH2	4404.815	MDH2	2608.9814
MDK	1543.2138	MDK	2029.9379
MDM1	256.1704	MDM1	313.9832
MDM2	2035.4324	MDM2	1762.6871
MDM4	1432.9289	MDM4	1066.4476
MDN1	955.028	MDN1	2260.314
MDP1	130.0045	MDP1	156.5535
ME1	89.3888	ME1	1520.2629
ME2	596.312	ME2	458.1964
ME3	111.8327	ME3	284.0453
MEA1	802.951	MEA1	742.6068
MEAF6	1826.4716	MEAF6	1741.5115
MECOM	281.3231	MECOM	466.5936
MECP2	1280.8519	MECP2	2134.7207
MECR	298.3495	MECR	283.3151
MED10	299.5104	MED10	319.0946
MED11	248.8181	MED11	198.6126
MED12L	25.1527	MED12L	12.7784
MED12	1692.195	MED12	1641.475
MED13L	5042.5322	MED13L	4953.9978
MED13	1911.9908	MED13	2512.5958
MED14	1313.7439	MED14	1316.5389
MED15	1695.2907	MED15	1264.6951
MED16	1113.2964	MED16	994.5235
MED17	663.6438	MED17	835.7065
MED18	348.6549	MED18	309.9671
MED19	279.7752	MED19	281.1245
MED1	1472.3993	MED1	2044.9069
MED20	525.4976	MED20	540.7083
MED21	539.0413	MED21	574.6623
MED22	820.7513	MED22	721.7963
MED23	1190.6893	MED23	1387.3677
MED24	1609.3847	MED24	1406.3527
MED25	1170.1801	MED25	560.4235
MED26	260.427	MED26	259.2187
MED27	203.5432	MED27	236.9478
MED28	638.4911	MED28	635.2683
MED29	1622.5414	MED29	1532.3111
MED30	148.2073	MED30	176.7068
MED31	117.6023	MED31	153.169
MED4	932.1971	MED4	994.5235
MED6	328.5327	MED6	318.7295
MED7	186.9038	MED7	247.1705
MED8	489.5099	MED8	523.5487
MED9	385.8034	MED9	470.9748
MEF2A	1094.3235	MEF2A	1888.1563
MEF2B	16.9645	MEF2B	13.0413
MEF2C	562.6461	MEF2C	887.9153
MEF2D	2648.3839	MEF2D	1711.9387
MEG3	31.7311	MEG3	406.3527
MEGF10	660.1612	MEGF10	79.5911
MEGF11	6.5784	removed	removed
MEGF6	816.8817	MEGF6	546.9149
MEGF8	955.028	MEGF8	1328.222
MEGF9	2208.7924	MEGF9	2485.9438
MEI1	40.6313	MEI1	29.2077
MEIS1	347.494	MEIS1	331.5078
MEIS2	135.8245	MEIS2	460.0219
MEIS3P1	653.1958	MEIS3P1	901.4239
MEIS3	592.4424	MEIS3	350.858
MELK	118.7981	MELK	24.0964
MEMO1	434.2862	MEMO1	260.1899
MEN1	1013.0726	MEN1	714.1292
MEOX1	176.4557	MEOX1	320.1899
MEOX2	88.6148	MEOX2	306.3162
MEPCE	1964.6179	MEPCE	1468.054
MERTK	119.572	MERTK	486.3089
MESDC1	441.9133	MESDC1	412.1942
MESDC2	1259.5689	MESDC2	1176.7068
MESP1	14.7046	MESP1	54.3994
MESP2	23.9918	MESP2	23.0011
removed	removed	MESTIT1	17.1595
MEST	1458.4686	MEST	1895.9474
METAP1	939.1624	METAP1	1321.6502
METAP2	1594.68	METAP2	1892.2965
METRNL	165.2338	METRNL	173.0559
METRN	419.4693	METRN	75.2099
METT10D	855.9651	METT10D	1124.1329
METT11D1	508.0842	METT11D1	580.5038
METT5D1	422.5651	METT5D1	378.2402
METTL10	314.7065	METTL10	337.1048
METTL11A	239.2484	METTL11A	260.3249
METTL12	72.8847	METTL12	49.7627
METTL13	1232.4814	METTL13	767.7985
METTL14	396.6384	METTL14	519.8978
METTL1	302.2191	METTL1	345.3815
METTL2A	379.612	METTL2A	427.1632
METTL2B	413.6649	METTL2B	407.0829
METTL3	703.4779	METTL3	866.3235
METTL4	287.5145	METTL4	258.8536
METTL5	496.9783	METTL5	450.8872
METTL6	248.8181	METTL6	228.9157
METTL7A	1726.2479	METTL7A	3385.5422
removed	removed	METTL7B	14.969
METTL8	465.1311	METTL8	373.1289
METTL9	2425.4924	METTL9	1706.8273
MET	750.3238	MET	2479.7371
MEX3A	886.1483	MEX3A	294.6331
MEX3B	49.1445	MEX3B	77.4005
MEX3C	1694.9038	MEX3C	2108.4337
MEX3D	483.3185	MEX3D	331.1428
MFAP1	755.3544	MFAP1	897.7729
MFAP2	842.0344	MFAP2	116.1008
MFAP3L	262.3618	MFAP3L	699.5254
MFAP3	1133.8055	MFAP3	1201.1683
MFAP4	1415.9025	MFAP4	1332.238
MFAP5	1085.048	MFAP5	2189.4852
MFF	1017.3292	MFF	1071.1939
MFGE8	2374.8001	MFGE8	4997.0792
MFHAS1	163.2989	MFHAS1	173.7861
MFI2	169.8773	MFI2	399.0507
MFN1	807.2076	MFN1	978.0942
MFN2	2464.1889	MFN2	2779.1165
MFNG	198.3773	MFNG	199.9708
MFRP	448.4917	MFRP	188.755
MFSD10	1135.3534	MFSD10	787.5137
MFSD11	654.3644	MFSD11	489.0617
MFSD1	1567.2055	MFSD1	1894.1219
MFSD2A	152.4639	MFSD2A	205.5495
MFSD2B	10.448	MFSD2B	10.2227
MFSD3	208.9607	MFSD3	132.8952
MFSD4	49.5314	MFSD4	186.5644
MFSD5	742.1976	MFSD5	514.7864
MFSD6L	28.6354	MFSD6L	29.2077
MFSD6	1723.1522	MFSD6	2143.8481
MFSD7	405.7089	MFSD7	242.0811
MFSD8	309.5715	MFSD8	480.1022
MFSD9	133.5027	MFSD9	156.2614
removed	removed	MGAM	41.9861
MGAT1	2319.4642	MGAT1	2022.2709
MGAT2	764.2546	MGAT2	595.4728
MGAT3	84.3582	MGAT3	153.3406
MGAT4A	2283.0896	MGAT4A	1694.414
MGAT4B	1749.0788	MGAT4B	1124.498
removed	removed	MGAT4C	15.3341
MGAT5B	5.0305	removed	removed
MGAT5	208.1868	MGAT5	379.3355
MGA	1173.6628	MGA	1650.9675
MGC12982	12.3829	MGC12982	9.1274
MGC16121	7.7393	MGC16121	31.7634
MGC16142	8.9002	MGC16142	11.318
MGC16275	34.0529	MGC16275	32.8587
removed	removed	MGC16384	11.318
removed	removed	MGC16703	6.192
MGC21881	70.4275	MGC21881	132.5301
MGC23270	85.5191	MGC23270	40.5257
MGC23284	17.8004	MGC23284	27.0172
MGC2752	643.5217	MGC2752	638.9193
MGC29506	109.8979	MGC29506	110.6243
MGC3771	19.1547	MGC3771	12.5301
MGC42105	10.835	MGC42105	7.667
MGC45800	15.0916	MGC45800	17.5246
MGC57346	159.0423	MGC57346	209.9671
MGC70857	332.7893	MGC70857	282.2198
MGC72080	47.5308	MGC72080	34.487
MGC87042	23.6048	MGC87042	14.969
MGEA5	4187.341	MGEA5	4680.5403
MGLL	1373.7234	MGLL	2160.6426
MGMT	470.9356	MGMT	293.9029
MGP	59775.9283	MGP	98585.9803
MGRN1	2204.1488	MGRN1	1171.9606
MGST1	4274.795	MGST1	4028.4775
MGST2	684.9269	MGST2	584.1548
MGST3	1575.7188	MGST3	994.5235
MIA3	3366.9767	MIA3	2166.119
MIAT	118.0396	MIAT	50.3834
MIA	73.0395	MIA	643.2859
MIB1	3015.2261	MIB1	2700.9858
MIB2	177.6166	MIB2	228.5506
MICAL1	676.0267	MICAL1	298.284
MICAL2	2831.0311	MICAL2	1186.1993
MICAL3	706.9838	MICAL3	1527.9299
MICALCL	67.3318	MICALCL	100.0365
MICALL1	785.5376	MICALL1	1013.5086
MICALL2	513.8886	MICALL2	243.8846
MICA	203.5432	MICA	276.0131
MICB	138.5332	MICB	87.2581
MID1IP1	575.8029	MID1IP1	352.6835
MID1	155.9466	MID1	741.5115
MID2	734.8453	MID2	842.2782
MIDN	1892.2556	MIDN	1911.6466
MIER1	1220.4855	MIER1	1260.6791
MIER2	353.2984	MIER2	350.4929
MIER3	570.7724	MIER3	796.6411
MIF4GD	475.4708	MIF4GD	356.4805
MIF	3231.7055	MIF	1020.9821
MIIP	284.4188	MIIP	199.7079
MINA	598.3552	MINA	851.1939
MINK1	1810.5287	MINK1	2081.1756
MINPP1	539.0413	MINPP1	401.2413
MIOS	793.2769	MIOS	736.7652
MIPEP	830.0385	MIPEP	690.0329
MIPOL1	251.9138	MIPOL1	166.8492
MIR155HG	18.1873	removed	removed
MIR17HG	22.057	MIR17HG	94.5601
MIS12	418.6954	MIS12	544.7244
MITD1	241.0788	MITD1	230.376
MITF	218.6348	MITF	286.2359
MKI67IP	790.9203	MKI67IP	833.5159
MKI67	1005.3333	MKI67	269.4414
MKKS	703.8881	MKKS	683.4611
MKL1	1005.7203	MKL1	1309.9671
MKL2	2920.8068	MKL2	3128.5141
MKLN1	2040.8499	MKLN1	2335.5239
MKNK1	526.6933	MKNK1	476.8164
MKNK2	4325.1003	MKNK2	3131.0697
MKRN1	4313.8784	MKRN1	2785.3231
MKRN2	686.0878	MKRN2	808.3242
MKS1	300.2843	MKS1	341.3655
MKX	14.3177	MKX	23.7313
MLC1	63.4622	removed	removed
MLEC	5585.8301	MLEC	5863.4538
MLF1IP	374.0204	MLF1IP	194.4651
MLF1	384.6425	MLF1	593.6473
MLF2	2911.9066	MLF2	2737.1303
MLH1	775.4765	MLH1	769.989
MLH3	464.7442	MLH3	599.1238
MLKL	157.4945	MLKL	130.3395
MLL2	2224.0349	MLL2	2964.0964
MLL3	3054.6964	MLL3	3954.3629
MLL4	1038.6123	MLL4	1048.1928
MLL5	3095.5637	MLL5	3164.6586
MLLT10	775.8635	MLLT10	853.9613
MLLT11	100.6107	MLLT11	161.7379
MLLT1	1661.6248	MLLT1	1466.9587
MLLT3	276.2925	MLLT3	462.2125
MLLT4	2238.9756	MLLT4	3768.5287
MLLT6	3733.4319	MLLT6	5000.7302
MLL	2252.5194	MLL	3711.2085
MLPH	5901.98	MLPH	3258.1234
MLST8	846.233	MLST8	547.9774
MLXIPL	110.2848	MLXIPL	177.0719
MLXIP	779.3462	MLXIP	1193.5013
MLX	835.189	MLX	877.3311
MLYCD	147.4334	MLYCD	293.1727
MMAA	306.0888	MMAA	301.5699
MMAB	419.0824	MMAB	811.6101
MMACHC	201.9954	MMACHC	191.6758
MMADHC	1670.525	MMADHC	1875.8671
MMD	455.844	MMD	695.5093
MMEL1	11.3535	MMEL1	9.9343
MME	742.9715	MME	8097.4808
MMGT1	614.4994	MMGT1	1054.3994
MMP10	1186.8196	MMP10	8.7623
MMP11	10717.7511	MMP11	83.9723
MMP12	20.8961	removed	removed
MMP13	275.1316	removed	removed
MMP14	8707.4714	MMP14	3430.8142
MMP15	345.5591	MMP15	381.5261
MMP16	227.535	MMP16	190.2154
MMP17	186.1298	MMP17	32.4936
MMP19	379.999	MMP19	490.3249
MMP1	568.4506	removed	removed
MMP23B	68.4927	MMP23B	77.0354
MMP24	247.2702	MMP24	382.2563
MMP25	54.5194	MMP25	63.2494
MMP28	115.3154	MMP28	132.8952
MMP2	9044.1304	MMP2	7296.0935
MMP3	260.427	MMP3	33.954
MMP7	475.5792	MMP7	1240.9639
MMP9	849.7737	MMP9	38.3352
MMRN1	135.4375	MMRN1	730.1935
MMRN2	938.7755	MMRN2	1594.3775
MMS19	1736.6959	MMS19	1289.1566
MN1	337.0459	MN1	183.6437
MNAT1	185.7429	MNAT1	242.7893
MND1	21.67	MND1	13.8737
MNDA	233.7265	MNDA	63.5268
MNS1	48.7575	MNS1	110.2592
MNT	892.3398	MNT	695.8744
MOAP1	743.3585	MOAP1	948.5214
MOB2	435.3349	MOB2	450.5294
MOBKL1A	812.2381	MOBKL1A	1224.1694
MOBKL1B	728.6538	MOBKL1B	767.7985
MOBKL2A	1267.6952	MOBKL2A	883.8992
MOBKL2B	343.2374	MOBKL2B	749.9087
MOBKL2C	380.7381	MOBKL2C	567.7254
MOBKL3	951.9323	MOBKL3	1217.9628
MOCOS	376.9033	MOCOS	173.7861
MOCS1	384.5032	MOCS1	446.3125
MOCS2	729.8147	MOCS2	697.3348
MOCS3	229.0829	MOCS3	198.9777
MOGAT2	20.1221	MOGAT2	70.0986
MOGS	1023.5207	MOGS	960.5696
MON1A	175.6818	MON1A	153.7057
MON1B	432.2392	MON1B	682.0007
MON2	1097.8178	MON2	1754.655
MORC2	970.5065	MORC2	1066.8127
MORC3	1024.2946	MORC3	1187.2946
MORC4	378.8381	MORC4	757.9409
MORF4L1	3401.8034	MORF4L1	3913.107
MORF4L2	4102.9828	MORF4L2	4679.08
MORN1	76.232	MORN1	89.8138
MORN2	278.2274	MORN2	203.724
MORN3	30.9571	MORN3	8.0321
MORN4	157.1075	MORN4	189.1201
MOSC1	201.9954	MOSC1	415.4801
MOSC2	264.6836	MOSC2	290.2519
MOSPD1	242.2397	MOSPD1	268.7112
MOSPD2	224.8263	MOSPD2	295.3633
MOSPD3	485.6402	MOSPD3	214.3118
MOV10	1294.0087	MOV10	942.6798
MOXD1	176.8427	MOXD1	91.2742
MPDU1	1382.2366	MPDU1	957.2837
MPDZ	961.2194	MPDZ	1492.5155
MPEG1	808.3685	MPEG1	514.0562
MPG	726.3321	MPG	391.7488
MPHOSPH10	972.0544	MPHOSPH10	949.9817
MPHOSPH6	169.4904	MPHOSPH6	675.429
MPHOSPH8	874.5394	MPHOSPH8	1353.4137
MPHOSPH9	176.4557	MPHOSPH9	145.3085
MPI	559.9374	MPI	625.4107
MPL	20.1221	MPL	31.0332
MPND	470.5486	MPND	284.7755
