gene_id	TCGA-BH-A0B8-01A-21R-A056-07	gene_id	TCGA-BH-A0B8-11A-41R-A089-07
HVCN1	55.1004	HVCN1	138.318
HYAL1	20.6627	HYAL1	364.5473
HYAL2	686.9184	HYAL2	1281.6414
HYAL3	58.4983	HYAL3	27.9279
removed	removed	HYDIN	14.3147
HYI	255.1103	HYI	990.9149
HYLS1	211.2182	HYLS1	108.3144
HYOU1	2901.9546	HYOU1	1426.2197
IAH1	899.0549	IAH1	1020.637
IARS2	3879.0684	IARS2	4316.3545
IARS	2599.8207	IARS	2049.3857
IBTK	1437.2022	IBTK	1663.3663
ICA1L	354.4793	ICA1L	190.3853
ICA1	957.8287	ICA1	481.9277
ICAM1	421.5181	ICAM1	1065.0125
ICAM2	122.2494	ICAM2	1092.2486
ICAM3	321.419	ICAM3	607.4198
ICK	1147.0067	ICK	995.8249
ICMT	1622.7069	ICMT	3331.5042
ICOSLG	2743.5409	ICOSLG	92.0911
ICOS	5.9692	ICOS	6.203
ICT1	531.2597	ICT1	298.6997
ID1	162.5462	ID1	1197.1848
ID2	393.9679	ID2	1211.4995
ID3	327.8474	ID3	1244.4232
ID4	61.0696	ID4	793.5107
IDE	1579.0857	IDE	597.3995
IDH1	1998.7671	IDH1	8136.9438
IDH2	1637.4003	IDH2	1665.7521
IDH3A	1198.8929	IDH3A	1951.0915
IDH3B	1446.3856	IDH3B	1669.5694
IDH3G	882.984	IDH3G	831.6832
IDI1	1428.5836	IDI1	848.7415
IDI2	96.8849	IDI2	50.5786
IDO1	48.672	IDO1	568.293
IDS	3114.4952	IDS	3359.5658
IDUA	93.0921	IDUA	104.459
IER2	3666.0135	IER2	4712.8713
IER3IP1	1134.15	IER3IP1	775.3787
IER3	1650.7162	IER3	600.2624
IER5L	168.5154	IER5L	158.893
IER5	595.5435	IER5	579.7447
IFFO1	56.4779	IFFO1	375.0447
IFFO2	570.7483	IFFO2	718.5972
IFI16	985.838	IFI16	1723.0109
IFI27L1	64.2838	IFI27L1	121.1977
IFI27L2	59.2329	IFI27L2	116.4261
IFI27	950.482	IFI27	1171.4183
IFI30	1417.3614	IFI30	427.1884
IFI35	1038.6426	IFI35	425.1461
IFI44L	815.0268	IFI44L	392.2224
IFI44	431.6198	IFI44	256.71
IFI6	5145.9185	IFI6	461.41
IFIH1	787.0174	IFIH1	365.5016
IFIT1	2541.0469	IFIT1	795.8965
IFIT2	778.2932	IFIT2	513.8972
IFIT3	1159.4043	IFIT3	865.5613
IFIT5	1253.5342	IFIT5	466.6587
IFITM1	6764.0337	IFITM1	1671.9551
IFITM2	4284.5155	IFITM2	2955.9823
IFITM3	6175.3777	IFITM3	5963.4976
IFNAR1	1505.1593	IFNAR1	3016.104
IFNAR2	289.369	IFNAR2	418.4755
IFNGR1	1327.9197	IFNGR1	2854.8252
IFNGR2	1445.4672	IFNGR2	2528.4504
IFRD1	312.2356	IFRD1	800.668
IFRD2	577.5165	IFRD2	1000.5869
IFT122	1139.66	IFT122	686.1505
IFT140	832.0161	IFT140	378.862
IFT172	352.1834	IFT172	336.8722
IFT20	303.9476	IFT20	273.4152
IFT27	564.7791	IFT27	309.6743
IFT46	833.8528	IFT46	595.0137
IFT52	741.5596	IFT52	660.8613
IFT57	464.2209	IFT57	449.0039
IFT74	301.2155	IFT74	202.7914
IFT80	403.5048	IFT80	289.2568
IFT81	298.0013	IFT81	119.289
IFT88	245.1968	IFT88	177.0249
IGBP1	3190.7725	IGBP1	1663.8435
IGDCC3	59.2329	removed	removed
IGDCC4	30.3052	IGDCC4	60.1217
IGF1R	2149.8341	IGF1R	1164.7382
IGF1	239.2276	IGF1	5158.5351
removed	removed	IGF2AS	9.066
IGF2BP1	6.4284	removed	removed
IGF2BP2	30.7644	IGF2BP2	50.5786
IGF2BP3	36.7336	IGF2BP3	8.1117
IGF2R	2080.9586	IGF2R	6533.6992
IGF2	861.1045	IGF2	11820.3173
IGFALS	40.407	removed	removed
IGFBP2	2678.3388	IGFBP2	559.227
IGFBP3	1672.7564	IGFBP3	5812.7162
IGFBP4	6153.7967	IGFBP4	10647.7395
IGFBP5	79216.4723	IGFBP5	26929.7388
IGFBP6	146.0161	IGFBP6	1402.3619
IGFBP7	4390.5838	IGFBP7	7676.4881
removed	removed	IGFBPL1	9.066
IGFL1	11.4793	removed	removed
IGFL2	29.3869	removed	removed
removed	removed	IGFN1	8.1117
IGHMBP2	402.2329	IGHMBP2	319.6946
IGJ	364.1218	IGJ	601.2167
removed	removed	IGLON5	8.5888
IGSF10	39.4886	IGSF10	1057.8552
IGSF11	5.51	removed	removed
IGSF1	11.9384	IGSF1	62.9846
IGSF21	131.3226	IGSF21	26.2436
IGSF3	1772.8555	IGSF3	240.9639
IGSF5	15.6118	removed	removed
IGSF6	89.5382	IGSF6	63.4618
IGSF8	1323.7872	IGSF8	762.9727
IGSF9B	235.5542	IGSF9B	16.2233
IGSF9	727.7845	IGSF9	10.0203
IKBIP	238.7684	IKBIP	302.517
IKBKAP	1091.9063	IKBKAP	1056.4237
IKBKB	1283.3802	IKBKB	791.6021
IKBKE	182.2905	IKBKE	23.3807
IKBKG	336.5716	IKBKG	350.7098
IKZF1	135.9143	IKZF1	176.5478
IKZF2	50.9679	IKZF2	192.2939
IKZF3	6.8876	IKZF3	6.6802
IKZF4	264.9411	IKZF4	292.4967
IKZF5	733.2945	IKZF5	766.7899
IK	2418.4485	IK	2285.578
IL10RA	179.0763	IL10RA	478.1105
IL10RB	991.3389	IL10RB	836.8269
IL10	5.51	IL10	10.0203
IL11RA	89.5382	IL11RA	398.4254
IL12RB1	16.9893	IL12RB1	9.5431
removed	removed	IL12RB2	56.3044
IL13RA1	4794.6534	IL13RA1	3787.1884
IL15RA	65.6613	IL15RA	271.979
removed	removed	IL15	50.1014
IL16	239.2276	IL16	800.1909
removed	removed	IL17B	8.5888
IL17D	22.9677	IL17D	68.1999
IL17RA	584.5234	IL17RA	423.2375
IL17RB	302.1339	IL17RB	24.335
IL17RC	1014.3066	IL17RC	438.5065
IL17RD	251.166	IL17RD	367.8874
IL17RE	189.1781	IL17RE	294.4053
IL18BP	149.4277	IL18BP	216.4476
IL18R1	39.4886	IL18R1	58.6902
removed	removed	IL18RAP	7.1573
IL18	42.2436	IL18	42.4669
IL19	18.3668	removed	removed
IL1A	7.3467	removed	removed
IL1B	88.1606	IL1B	74.9135
IL1F5	6.8876	removed	removed
IL1F9	8.7242	removed	removed
IL1R1	1311.3896	IL1R1	5039.7232
removed	removed	IL1R2	10.0203
IL1RAP	112.4967	IL1RAP	163.1874
IL1RL1	18.826	IL1RL1	14.3147
IL1RL2	12.8568	removed	removed
IL1RN	144.1794	IL1RN	69.1876
IL20RA	631.3588	IL20RA	72.5277
IL20RB	14.6934	IL20RB	32.9238
IL20	8.2651	removed	removed
IL21R	22.9861	IL21R	9.066
IL22RA1	17.9076	IL22RA1	6.203
IL23A	5.9692	removed	removed
IL27RA	236.9317	IL27RA	241.9182
IL28RA	194.6881	IL28RA	17.1776
IL2RA	11.4793	IL2RA	41.0354
IL2RB	122.1392	IL2RB	125.0149
IL2RG	137.751	IL2RG	115.9489
IL32	247.0335	IL32	425.6233
IL33	81.2731	IL33	1292.1389
IL34	32.1419	IL34	95.9084
IL3RA	87.2423	IL3RA	241.441
IL4I1	56.4228	IL4I1	23.8864
IL4R	740.1821	IL4R	545.8666
IL6R	143.261	IL6R	400.8112
IL6ST	6197.4179	IL6ST	4956.2209
IL6	27.5502	IL6	339.7352
IL7R	33.5194	IL7R	44.8527
IL7	11.4793	IL7	38.1725
IL8	270.4511	IL8	113.5632
ILDR1	157.4953	removed	removed
ILDR2	9.1834	removed	removed
ILF2	4383.6962	ILF2	2056.543
ILF3	5968.292	ILF3	3713.2292
ILKAP	354.9384	ILKAP	308.72
ILK	1281.5435	ILK	3530.0012
ILVBL	1613.0643	ILVBL	1432.8999
IMMP1L	88.3994	IMMP1L	44.0367
IMMP2L	76.6814	IMMP2L	221.4005
IMMT	2492.3749	IMMT	2632.4705
IMP3	794.3641	IMP3	943.3377
IMP4	789.3133	IMP4	565.9072
IMPA1	218.1058	IMPA1	303.4713
IMPA2	593.2477	IMPA2	469.5217
IMPACT	1425.2638	IMPACT	1219.134
IMPAD1	2890.0162	IMPAD1	6890.612
IMPDH1	1675.5114	IMPDH1	2012.6446
IMPDH2	8742.1381	IMPDH2	2126.685
INADL	888.9532	INADL	358.3443
INCA1	28.4685	INCA1	15.7462
INCENP	551.9224	INCENP	192.2939
INE1	14.6934	INE1	38.6496
INE2	21.6958	removed	removed
INF2	1164.4552	INF2	3705.5947
ING1	2307.086	ING1	453.0741
ING2	143.7202	ING2	196.1112
ING3	180.4538	ING3	274.3648
ING4	699.316	ING4	477.6333
ING5	411.4163	ING5	354.527
INHA	16.5301	removed	removed
INHBA	380.1928	INHBA	38.1725
INHBB	455.9558	INHBB	1057.8552
INHBE	379.2744	removed	removed
INMT	80.8139	INMT	1119.7996
INO80B	483.8642	INO80B	135.4121
INO80C	225.4525	INO80C	203.7457
INO80D	459.6981	INO80D	613.389
INO80E	718.1832	INO80E	409.6242
INO80	711.7135	INO80	791.6021
INPP1	364.581	INPP1	399.3797
INPP4A	741.1004	INPP4A	580.2219
INPP4B	1095.1205	INPP4B	217.106
INPP5A	411.8755	INPP5A	1260.1694
INPP5B	167.5971	INPP5B	589.765
INPP5D	218.1058	INPP5D	418.9431
INPP5E	110.66	INPP5E	240.0095
INPP5F	1191.0871	INPP5F	609.3284
INPP5J	4644.964	INPP5J	27.6751
INPP5K	907.7791	INPP5K	2185.3752
INPPL1	2101.162	INPPL1	1749.2544
INSIG1	1714.0817	INSIG1	1568.4123
INSIG2	355.8568	INSIG2	476.679
INSR	2739.8676	INSR	3731.3611
INTS10	579.9317	INTS10	1317.4281
INTS12	478.9143	INTS12	363.1158
INTS1	2050.1942	INTS1	1919.122
INTS2	498.1995	INTS2	450.9126
INTS3	2008.8689	INTS3	1873.315
INTS4L1	10.1017	INTS4L1	12.8832
INTS4L2	14.2343	INTS4L2	16.7005
INTS4	818.7002	INTS4	425.0268
INTS5	972.9813	INTS5	474.2932
INTS6	837.067	INTS6	686.1505
INTS7	971.6038	INTS7	358.3443
INTS8	818.4155	INTS8	564.4376
INTS9	311.7764	INTS9	368.8417
INTU	25.7135	INTU	149.3499
INVS	236.0134	INVS	433.2578
IP6K1	1129.0991	IP6K1	1291.1845
IP6K2	776.9157	IP6K2	865.0841
IP6K3	964.7162	IP6K3	9.5431
IPCEF1	21.1218	IPCEF1	33.4009
IPMK	126.2718	IPMK	67.7562
IPO11	761.8228	IPO11	810.4354
IPO13	776.4565	IPO13	700.4652
IPO4	2037.0435	IPO4	438.3109
IPO5	3588.8729	IPO5	7277.1084
IPO7	3989.7284	IPO7	4140.2839
IPO8	1703.5208	IPO8	1551.7118
IPO9	2230.648	IPO9	1653.3461
IPPK	356.9909	IPPK	199.3463
IPP	241.0643	IPP	287.248
IPW	55.4264	IPW	233.2482
IQCA1	17.4485	IQCA1	11.4517
IQCB1	429.7831	IQCB1	251.9384
IQCC	66.5797	IQCC	33.8781
IQCD	13.3159	IQCD	11.9289
IQCE	850.8421	IQCE	422.2832
IQCG	123.5167	IQCG	301.5627
IQCH	41.0452	IQCH	5.7259
IQCK	230.0442	IQCK	219.4918
IQGAP1	5480.1943	IQGAP1	8168.9133
IQGAP2	1338.0215	IQGAP2	475.7247
IQGAP3	358.6118	IQGAP3	6.203
IQSEC1	2136.9773	IQSEC1	4430.3948
IQSEC2	1973.0536	IQSEC2	459.5014
IQSEC3	13.3159	IQSEC3	366.4368
IRAK1BP1	38.1662	IRAK1BP1	23.061
IRAK1	3474.9988	IRAK1	1443.3974
IRAK2	47.7537	IRAK2	323.0347
IRAK3	82.6506	IRAK3	859.3582
IRAK4	571.2075	IRAK4	393.6538
IREB2	733.2945	IREB2	1631.3969
IRF1	819.1088	IRF1	1152.857
IRF2BP1	1221.8514	IRF2BP1	395.0853
IRF2BP2	5677.1782	IRF2BP2	3078.6115
IRF2	599.6761	IRF2	743.4093
IRF3	488.3365	IRF3	451.8239
IRF4	15.6118	IRF4	94.9541
IRF5	322.3374	IRF5	95.9084
IRF6	1278.7885	IRF6	112.1317
IRF7	615.747	IRF7	106.4058
IRF8	231.4217	IRF8	365.9788
IRF9	3224.7511	IRF9	551.1154
IRGQ	819.1593	IRGQ	689.4906
IRS1	696.5609	IRS1	2313.253
IRS2	1227.8207	IRS2	3849.6958
IRS4	9.1834	removed	removed
removed	removed	IRX1	42.4669
IRX2	787.9358	IRX2	153.6443
IRX3	1591.4833	IRX3	64.8932
IRX4	7.3467	removed	removed
IRX5	1716.8367	IRX5	63.9389
IRX6	32.6011	IRX6	478.5876
ISCA1P1	57.8554	ISCA1P1	142.1925
ISCA1	551.6744	ISCA1	1464.8694
ISCA2	311.7764	ISCA2	244.3039
ISCU	825.1285	ISCU	2249.7912
ISG15	1675.5114	ISG15	125.9692
ISG20L2	1206.2397	ISG20L2	474.2932
ISG20	221.7791	ISG20	55.8273
removed	removed	ISL1	7.1573
ISLR2	60.6104	ISLR2	161.7559
ISLR	1640.1553	ISLR	2713.587
ISM1	152.4444	ISM1	425.6233
ISOC1	3117.7645	ISOC1	1496.8388
ISOC2	865.0763	ISOC2	471.9074
ISPD	38.5703	ISPD	29.5837
ISY1	610.3242	ISY1	561.6128
ISYNA1	293.8688	ISYNA1	289.1566
ITCH	1786.6306	ITCH	1901.4673
ITFG1	1610.7685	ITFG1	1114.6368
ITFG2	281.4712	ITFG2	480.9734
ITFG3	2642.574	ITFG3	3112.375
ITGA10	78.5181	ITGA10	50.1014
ITGA11	723.1928	ITGA11	420.3746
ITGA1	955.6201	ITGA1	5124.9958
ITGA2B	13.7751	ITGA2B	5.7259
ITGA2	1462.4565	ITGA2	216.1517
ITGA3	1177.3119	ITGA3	890.8505
ITGA4	145.7911	ITGA4	112.9572
ITGA5	1429.8555	ITGA5	2339.9738
ITGA6	899.9733	ITGA6	3835.8583
ITGA7	213.0549	ITGA7	11841.5842
ITGA8	54.6412	ITGA8	309.1972
ITGA9	131.7818	ITGA9	520.1002
ITGAE	190.0964	ITGAE	324.4662
ITGAL	125.3534	ITGAL	170.3447
ITGAM	129.4859	ITGAM	407.0142
ITGAV	2108.5088	ITGAV	4090.1825
ITGAX	149.2303	ITGAX	68.7105
ITGB1BP1	946.3494	ITGB1BP1	5280.2099
ITGB1	11135.7915	ITGB1	43580.5797
ITGB2	823.751	ITGB2	749.1352
ITGB3BP	143.261	ITGB3BP	67.7562
ITGB3	92.7523	ITGB3	369.3189
ITGB4	1072.6212	ITGB4	1323.6312
ITGB5	5826.4085	ITGB5	4989.1447
ITGB6	539.0656	ITGB6	93.0454
ITGB7	53.7229	ITGB7	50.5786
ITGB8	33.9786	ITGB8	150.3042
ITGBL1	913.7484	ITGBL1	389.8366
removed	removed	ITIH2	5.2487
ITIH3	18.3668	ITIH3	152.2128
ITIH4	7.8059	ITIH4	22.9035
ITIH5L	305.3481	removed	removed
ITIH5	275.0428	ITIH5	14487.8922
ITK	28.0094	ITK	38.1725
removed	removed	ITLN1	98.2942
ITM2A	271.8287	ITM2A	1855.1831
ITM2B	5296.0671	ITM2B	19887.3911
ITM2C	687.3775	ITM2C	1194.799
ITPA	448.1499	ITPA	249.0755
ITPK1	3626.984	ITPK1	4591.1965
ITPKA	84.0281	removed	removed
ITPKB	1157.1085	ITPKB	2298.4612
ITPKC	854.9746	ITPKC	636.0491
ITPR1	4053.553	ITPR1	1744.0057
ITPR2	9150.3403	ITPR2	3443.1588
ITPR3	2066.4855	ITPR3	505.4897
ITPRIPL1	8.2651	ITPRIPL1	89.2282
ITPRIPL2	2295.8501	ITPRIPL2	3053.7994
ITPRIP	269.0736	ITPRIP	832.1603
ITSN1	955.992	ITSN1	8416.5573
ITSN2	1048.2852	ITSN2	2036.0253
IVD	2294.0135	IVD	1749.7316
IVL	12.3976	removed	removed
IVNS1ABP	1873.4137	IVNS1ABP	1342.7174
IWS1	1038.1834	IWS1	1218.1796
JAG1	1747.6011	JAG1	3327.2098
JAG2	948.6453	JAG2	905.6424
JAGN1	634.1138	JAGN1	819.2771
JAK1	2817.9265	JAK1	10065.1318
JAK2	274.5837	JAK2	994.3934
JAK3	58.3146	JAK3	59.1674
JAKMIP2	11.9384	removed	removed
JAKMIP3	154.7403	JAKMIP3	15.269
JAM2	97.8032	JAM2	498.151
JAM3	840.2811	JAM3	929.5002
JARID2	868.2905	JARID2	288.6795
JAZF1	308.5623	JAZF1	713.8256
JDP2	274.1245	JDP2	965.764
JHDM1D	366.8769	JHDM1D	1167.6011
JKAMP	1094.2022	JKAMP	772.993
JMJD1C	2124.4374	JMJD1C	1668.8298
JMJD4	564.1914	JMJD4	310.2565
JMJD5	94.589	JMJD5	56.3044
JMJD6	387.5395	JMJD6	454.2527
JMJD7-PLA2G4B	145.5569	JMJD7-PLA2G4B	288.6795
JMJD8	1543.7664	JMJD8	1143.4093
JMY	618.0429	JMY	807.8254
JOSD1	1831.6292	JOSD1	1425.2654
JOSD2	219.0241	JOSD2	150.3042
JPH1	384.3253	JPH1	22.9035
JPH2	27.5502	JPH2	240.9639
JPH3	201.5756	JPH3	12.8832
removed	removed	JPH4	13.8375
JRKL	95.9665	JRKL	415.1258
JRK	368.2544	JRK	474.2932
JTB	2802.3147	JTB	1728.2596
JUB	129.9451	JUB	227.6035
JUNB	4074.2157	JUNB	9126.5657
JUND	2718.2866	JUND	4128.355
JUN	2352.7872	JUN	11518.5494
JUP	10430.9655	JUP	2375.2833
KAL1	885.2798	KAL1	773.4701
KALRN	307.1847	KALRN	1287.8444
KANK1	680.9492	KANK1	8062.9846
KANK2	1421.1312	KANK2	7638.7928
KANK3	65.2021	KANK3	734.3433
KANK4	57.3963	KANK4	1398.0675
KARS	2277.9425	KARS	3149.2306
KAT2A	1145.17	KAT2A	454.7298
KAT2B	441.7216	KAT2B	1450.5547
KAT5	1034.1473	KAT5	751.917
KATNA1	157.9545	KATNA1	358.3443
KATNAL1	264.9411	KATNAL1	1285.9358
KATNAL2	153.3628	KATNAL2	182.7508
KATNB1	286.0629	KATNB1	288.6795
KAZALD1	793.028	KAZALD1	123.3067
KAZ	224.8969	KAZ	1302.5838
KBTBD10	17.3658	KBTBD10	13.995
KBTBD11	307.6439	KBTBD11	559.7042
removed	removed	KBTBD12	12.8832
KBTBD2	1293.482	KBTBD2	1509.2449
KBTBD3	54.228	KBTBD3	147.4413
KBTBD4	773.8255	KBTBD4	341.1666
KBTBD6	447.6908	KBTBD6	383.6335
KBTBD7	246.1151	KBTBD7	201.3599
KBTBD8	16.5301	KBTBD8	37.2182
KCMF1	1200.2705	KCMF1	1603.7218
removed	removed	KCNA1	18.1319
removed	removed	KCNA2	30.0608
KCNA3	12.8568	KCNA3	12.4061
removed	removed	KCNA4	42.4669
KCNA5	14.2343	KCNA5	86.3653
KCNA6	5.0509	KCNA6	89.7054
KCNAB1	54.6412	KCNAB1	692.3536
KCNAB2	169.4337	KCNAB2	161.2788
KCNAB3	5.0509	removed	removed
KCNB1	254.8394	KCNB1	422.2832
removed	removed	KCNB2	9.066
KCNC1	2329.3695	removed	removed
KCNC2	3115.4686	removed	removed
KCNC3	187.8005	KCNC3	39.1268
KCNC4	79.8956	KCNC4	207.5629
KCND1	41.3253	KCND1	80.6394
KCND2	44.9987	KCND2	240.4867
KCND3	434.3748	KCND3	116.9033
removed	removed	KCNE1L	31.0151
removed	removed	KCNE1	9.5431
KCNE2	14.2343	KCNE2	13.8375
KCNE3	90.9157	KCNE3	208.9944
KCNE4	20577.2456	KCNE4	105.4515
KCNG1	32.1419	removed	removed
KCNG3	40.407	removed	removed
KCNH1	256.2169	removed	removed
KCNH2	571.2075	KCNH2	16.7005
KCNH3	32.6011	removed	removed
KCNH4	8.7242	removed	removed
KCNH6	174.9438	removed	removed
removed	removed	KCNH8	6.6802
removed	removed	KCNIP1	17.6548
KCNIP2	69.3347	KCNIP2	9144.6976
KCNIP3	173.1071	KCNIP3	59.1674
removed	removed	KCNIP4	10.9746
KCNJ11	703.9077	KCNJ11	40.5583
KCNJ12	322.3374	KCNJ12	137.421
KCNJ14	30.3052	KCNJ14	10.4974
KCNJ15	38.5703	KCNJ15	31.9695
removed	removed	KCNJ16	21.472
KCNJ2	82.1914	KCNJ2	167.4818
KCNJ3	247.9518	removed	removed
KCNJ5	38.5703	KCNJ5	102.5886
KCNJ8	132.7001	KCNJ8	1031.1344
KCNK13	17.4485	removed	removed
KCNK15	510.5971	KCNK15	29.1065
KCNK17	5.9692	removed	removed
KCNK1	605.6453	KCNK1	17.6548
KCNK2	8.7242	KCNK2	25.7664
KCNK3	1140.1192	KCNK3	135.5123
KCNK5	33.0602	KCNK5	43.8984
KCNK6	308.5623	KCNK6	101.6343
removed	removed	KCNK7	9.5431
KCNMA1	308.5623	KCNMA1	525.3489
KCNMB1	48.672	KCNMB1	233.3294
KCNMB2	5.51	KCNMB2	13.8375
KCNMB3	67.0388	KCNMB3	65.8475
KCNMB4	26.1727	KCNMB4	69.1876
KCNN2	39.9478	removed	removed
KCNN3	22.0402	KCNN3	35.3096
KCNN4	33.5194	KCNN4	57.2587
KCNQ1OT1	98.7216	KCNQ1OT1	137.8981
KCNQ1	73.9264	KCNQ1	142.6697
KCNQ2	46.8353	removed	removed
KCNQ3	13.7751	removed	removed
removed	removed	KCNQ4	35.3096
KCNQ5	5.0509	removed	removed
KCNRG	11.943	removed	removed
removed	removed	KCNS1	5.7259
KCNS2	7.3467	KCNS2	10.0203
KCNS3	1270.9826	KCNS3	181.7965
removed	removed	KCNT2	30.0608
KCP	28.5007	KCP	11.9528
KCTD10	1242.0549	KCTD10	3130.1443
KCTD11	614.3695	KCTD11	539.1864
KCTD12	1003.7457	KCTD12	7444.1131
KCTD13	316.8273	KCTD13	119.7662
KCTD14	347.1325	KCTD14	79.2079
KCTD15	1118.5382	KCTD15	323.5119
removed	removed	KCTD16	20.9949
KCTD17	293.8688	KCTD17	115.9489
KCTD18	447.6908	KCTD18	550.161
KCTD1	133.1593	KCTD1	220.9233
KCTD20	1928.5141	KCTD20	4274.8419
KCTD21	344.8367	KCTD21	704.7596
KCTD2	937.6252	KCTD2	1095.5505
KCTD3	3998.4526	KCTD3	1544.5545
KCTD5	689.2142	KCTD5	344.0296
KCTD6	367.336	KCTD6	187.0452
KCTD7	255.1883	KCTD7	411.2132
removed	removed	KCTD8	10.0203
KCTD9	310.8581	KCTD9	922.82
KDELC1	145.5569	KDELC1	109.2688
KDELC2	756.253	KDELC2	1828.9395
KDELR1	5236.375	KDELR1	2936.4189
KDELR2	4974.6481	KDELR2	4714.7799
KDELR3	325.0924	KDELR3	654.6582
KDM1A	1613.5235	KDM1A	974.3529
KDM1B	606.5636	KDM1B	411.7858
KDM2A	3736.2665	KDM2A	2792.3178
KDM2B	775.4739	KDM2B	445.4682
KDM3A	1877.0871	KDM3A	1014.9111
KDM3B	3084.7042	KDM3B	2778.9574
KDM4A	1040.0201	KDM4A	1140.8708
KDM4B	5611.9761	KDM4B	771.5615
KDM4C	409.5797	KDM4C	483.8363
KDM4D	9.1834	KDM4D	26.7207
KDM5A	2358.2973	KDM5A	1828.4624
KDM5B	2676.9613	KDM5B	1118.9312
KDM5C	2627.3709	KDM5C	1941.0712
KDM6A	843.9545	KDM6A	715.7342
KDM6B	854.9746	KDM6B	893.2363
KDR	1373.3776	KDR	4055.3501
KDSR	2202.6386	KDSR	2418.7045
KEAP1	1985.9104	KEAP1	1534.5342
KERA	31.6827	removed	removed
KGFLP2	72.0346	KGFLP2	42.0422
removed	removed	KHDC1	12.4061
KHDRBS1	3548.0068	KHDRBS1	2989.8604
KHDRBS3	76.2222	KHDRBS3	322.5576
KHK	321.5935	KHK	99.0051
KHNYN	2578.1571	KHNYN	2270.4473
KHSRP	2801.8555	KHSRP	1774.0666
KIAA0020	496.3628	KIAA0020	408.9228
KIAA0040	2113.5596	KIAA0040	1755.9346
KIAA0087	5.51	KIAA0087	8.1117
KIAA0090	970.2263	KIAA0090	1280.6871
KIAA0100	6711.4817	KIAA0100	7295.3883
KIAA0101	145.0977	KIAA0101	5.2487
KIAA0114	1169.9652	KIAA0114	211.8573
KIAA0141	1474.8541	KIAA0141	1318.8596
KIAA0146	1098.7939	KIAA0146	668.4958
KIAA0174	2103.9171	KIAA0174	3122.987
KIAA0182	2515.3334	KIAA0182	4694.7394
removed	removed	KIAA0195	1471.2346
KIAA0196	2489.1607	KIAA0196	1760.7062
KIAA0226	981.7055	KIAA0226	699.5109
KIAA0232	1211.2905	KIAA0232	2189.6696
KIAA0240	945.4311	KIAA0240	1019.6827
KIAA0247	3091.1326	KIAA0247	1296.4333
KIAA0284	1937.6975	KIAA0284	1107.4794
KIAA0317	1042.316	KIAA0317	595.968
KIAA0319L	2641.146	KIAA0319L	1190.5046
KIAA0319	5.0509	KIAA0319	8.1117
KIAA0355	787.0174	KIAA0355	1756.8889
KIAA0368	2635.636	KIAA0368	5647.143
KIAA0391	1141.8548	KIAA0391	558.2822
KIAA0406	865.9947	KIAA0406	414.1715
KIAA0408	15.6256	KIAA0408	1034.1358
KIAA0415	369.6319	KIAA0415	335.4408
KIAA0427	561.5649	KIAA0427	5643.8029
KIAA0430	3239.9037	KIAA0430	3140.6418
KIAA0467	535.5621	KIAA0467	1411.4327
KIAA0494	2506.3245	KIAA0494	5674.6415
KIAA0495	267.237	KIAA0495	712.3941
KIAA0513	367.336	KIAA0513	229.5121
KIAA0528	1536.3829	KIAA0528	691.8764
KIAA0556	673.6024	KIAA0556	363.1158
KIAA0562	522.5355	KIAA0562	1174.2813
KIAA0564	933.4927	KIAA0564	1597.0416
KIAA0586	567.075	KIAA0586	303.4713
KIAA0649	510.5971	KIAA0649	457.1156
KIAA0652	3081.0309	KIAA0652	2151.9742
KIAA0664P3	33.5194	KIAA0664P3	10.0203
KIAA0664	1693.4191	KIAA0664	2536.5621
KIAA0748	7.3467	KIAA0748	17.6548
KIAA0753	429.7831	KIAA0753	208.9944
KIAA0754	84.9465	KIAA0754	732.9118
KIAA0776	923.3909	KIAA0776	1126.5657
KIAA0802	328.7657	KIAA0802	28.6294
KIAA0831	608.4003	KIAA0831	737.2063
KIAA0892	1519.3936	KIAA0892	978.6473
KIAA0895L	113.8971	KIAA0895L	130.9126
KIAA0895	288.8179	KIAA0895	41.0354
KIAA0907	679.5716	KIAA0907	511.0342
KIAA0913	1541.893	KIAA0913	1461.0521
KIAA0922	935.3293	KIAA0922	1540.2601
KIAA0947	1242.5141	KIAA0947	1322.1997
KIAA1009	116.6292	KIAA1009	202.3142
KIAA1012	1270.5235	KIAA1012	1606.1076
KIAA1024	24.336	KIAA1024	15.7462
KIAA1033	557.4324	KIAA1033	1453.8948
removed	removed	KIAA1045	70.6191
KIAA1107	128.5676	KIAA1107	257.6643
KIAA1109	2655.8394	KIAA1109	3572.4681
KIAA1143	709.4177	KIAA1143	825.9573
KIAA1147	1037.7243	KIAA1147	1323.154
KIAA1161	537.6881	KIAA1161	663.7242
KIAA1191	2299.0643	KIAA1191	2310.8672
KIAA1199	292.9505	KIAA1199	29.1065
KIAA1211	47.7537	removed	removed
KIAA1217	4810.7244	KIAA1217	2774.1859
removed	removed	KIAA1239	51.5329
KIAA1244	4266.1487	KIAA1244	122.152
KIAA1257	11.9384	removed	removed
KIAA1267	1700.3066	KIAA1267	930.4545
KIAA1274	168.9746	KIAA1274	450.4354
KIAA1279	1491.8434	KIAA1279	1019.2055
KIAA1310	907.32	KIAA1310	1666.7064
KIAA1324L	365.9585	KIAA1324L	627.9375
KIAA1324	5754.778	KIAA1324	171.2991
KIAA1328	213.5141	KIAA1328	115.9489
