gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
COCH	46.3646	COCH	14.1891
COG1	784.8209	COG1	728.7079
COG2	2413.0664	COG2	621.7071
COG3	805.058	COG3	694.893
COG4	733.9305	COG4	1042.8997
COG5	981.9652	COG5	746.1381
COG6	811.9073	COG6	545.1606
COG7	753.9515	COG7	665.768
COG8	277.6185	COG8	465.0967
COIL	504.7418	COIL	365.5563
COL10A1	262.3815	COL10A1	19.4167
COL11A1	138.5669	COL11A1	17.1763
removed	removed	COL11A2	9.7083
COL12A1	4352.4763	COL12A1	3969.5905
COL13A1	6.8493	COL13A1	7.8414
COL14A1	6631.1907	COL14A1	6503.0936
COL15A1	5490.5163	COL15A1	2894.5786
COL16A1	1443.098	COL16A1	3073.0627
removed	removed	COL17A1	8873.7953
COL18A1	3041.6228	COL18A1	4978.8844
COL1A1	89961.5385	COL1A1	21403.5271
COL1A2	59236.5648	COL1A2	44148.2986
COL21A1	80.0843	COL21A1	52.2757
removed	removed	COL22A1	9.3349
removed	removed	COL23A1	21.2837
COL24A1	29.5047	COL24A1	8.2147
COL25A1	24.7629	COL25A1	29.4984
COL27A1	41.0959	COL27A1	254.6572
COL28A1	12.118	COL28A1	15.6827
removed	removed	COL2A1	69.8254
removed	removed	COL3A1	19431.6141
COL4A1	12981.0327	COL4A1	3027.8816
COL4A2	10875.6586	COL4A2	6413.4782
COL4A3BP	2072.7081	COL4A3BP	1122.8068
removed	removed	COL4A3	29.125
COL4A4	28.451	COL4A4	109.0321
COL4A5	302.9505	COL4A5	826.7024
COL4A6	32.1391	COL4A6	342.779
COL5A1	7924.1307	COL5A1	2757.1683
COL5A2	7191.254	COL5A2	1719.4962
COL5A3	819.8103	COL5A3	259.8848
COL6A1	13067.9663	COL6A1	12897.1551
COL6A2	14136.4594	COL6A2	26342.0845
COL6A3	25585.353	COL6A3	14509.4862
COL6A6	58.4826	COL6A6	209.4761
COL7A1	71.1275	COL7A1	545.9074
COL8A1	837.197	COL8A1	401.7759
COL8A2	427.2919	COL8A2	1812.0988
COL9A2	73.235	COL9A2	550.0147
COL9A3	26.8704	COL9A3	24.2708
COLEC11	11.0643	COLEC11	7.8414
COLEC12	1815.0685	COLEC12	865.9092
COLQ	54.2677	COLQ	23.8975
COMMD10	288.725	COMMD10	373.3977
COMMD1	197.5764	COMMD1	369.2903
COMMD2	761.8546	COMMD2	822.2216
COMMD3	1836.3435	COMMD3	597.0292
COMMD4	643.3087	COMMD4	662.7808
COMMD5	395.8535	COMMD5	504.4714
COMMD6	1516.8599	COMMD6	1706.4273
COMMD7	1064.8051	COMMD7	1125.7939
COMMD8	238.1454	COMMD8	227.0258
COMMD9	565.8588	COMMD9	678.0901
COMP	1163.3298	COMP	143.7581
COMTD1	89.568	COMTD1	82.8943
COMT	2331.4015	COMT	2314.6921
COPA	11277.6607	COPA	5720.4596
COPB1	4183.3509	COPB1	3345.2696
COPB2	5645.9431	COPB2	3372.5276
COPE	1738.1454	COPE	1788.5748
COPG2	435.1949	COPG2	649.3385
COPG	5069.5469	COPG	3809.4029
COPS2	2459.9579	COPS2	1538.3983
COPS3	815.5954	COPS3	1067.9173
COPS4	896.7334	COPS4	1055.9686
COPS5	923.0769	COPS5	1008.1737
COPS6	1655.4268	COPS6	1795.6693
COPS7A	1289.2518	COPS7A	1381.5713
COPS7B	636.4594	COPS7B	610.8786
COPS8	1185.9694	COPS8	1018.991
COPZ1	4234.9842	COPZ1	3306.0629
COPZ2	175.4478	COPZ2	405.1365
COQ10A	107.4816	COQ10A	130.6892
COQ10B	618.5458	COQ10B	856.5742
COQ2	124.3414	COQ2	138.9039
COQ3	120.6533	COQ3	135.17
COQ4	990.5163	COQ4	763.2248
COQ5	535.3003	COQ5	478.3224
COQ6	490.2266	COQ6	329.6168
COQ7	457.3235	COQ7	402.8961
COQ9	637.5132	COQ9	673.6094
CORIN	12.118	CORIN	21.2837
CORO1A	438.3562	CORO1A	508.5676
CORO1B	2978.3983	CORO1B	1728.8312
CORO1C	1415.1739	CORO1C	3720.9077
CORO2A	2237.0917	CORO2A	419.3256
CORO2B	94.3098	CORO2B	449.5708
CORO6	6.8493	CORO6	28.7516
CORO7	457.9241	CORO7	443.0662
CORT	6.0906	removed	removed
COTL1	926.765	COTL1	1724.7238
COX10	165.4373	COX10	304.3191
COX11	688.0822	COX11	734.055
COX15	1110.98	COX15	1007.6845
COX16	996.8388	COX16	809.8995
COX17	282.4025	COX17	425.6733
COX18	306.1117	COX18	272.2069
COX19	198.7882	COX19	151.3194
COX4I1	3390.411	COX4I1	4548.3569
COX4I2	34.2466	COX4I2	38.0866
COX4NB	260.8008	COX4NB	484.6702
COX5A	1726.5543	COX5A	987.6368
COX5B	1838.2508	COX5B	1397.6274
COX6A1	2436.7756	COX6A1	1497.698
COX6B1	4074.2887	COX6B1	2027.1759
removed	removed	COX6B2	16.0561
COX6C	1249.7366	COX6C	1619.799
COX7A1	381.981	COX7A1	505.9538
COX7A2L	2354.0569	COX7A2L	1642.5763
COX7A2	1644.3625	COX7A2	1089.201
COX7B	1787.1444	COX7B	1148.5712
COX7C	3484.1939	COX7C	3034.6028
COX8A	2576.9231	COX8A	1471.1868
CP110	423.0769	CP110	545.534
CPA1	6.3224	removed	removed
CPA3	51.6333	CPA3	299.4649
CPA4	7.3762	CPA4	34.3526
CPAMD8	26.8704	CPAMD8	659.0469
removed	removed	CPB1	6049.7888
CPD	7947.313	CPD	2545.8252
CPEB1	5.7956	CPEB1	75.0529
CPEB2	1056.3751	CPEB2	566.4442
CPEB3	210.7482	CPEB3	153.093
CPEB4	1255.5321	CPEB4	852.0935
CPE	2228.6617	CPE	3803.0551
CPLX1	112.2234	CPLX1	110.5257
CPLX2	9.4837	removed	removed
CPM	723.9199	CPM	501.8465
CPNE1	1766.059	CPNE1	2072.0657
CPNE2	559.5364	CPNE2	703.1078
CPNE3	3621.1802	CPNE3	2606.689
CPNE5	64.2782	CPNE5	58.9968
CPNE7	73.7619	CPNE7	5.2276
CPNE8	165.9642	CPNE8	185.952
CPOX	314.5416	CPOX	220.678
CPPED1	237.6185	CPPED1	595.1959
CPS1	35.3003	CPS1	123.968
CPSF1	1179.6628	CPSF1	1228.1049
CPSF2	1536.3541	CPSF2	885.6992
CPSF3L	1455.216	CPSF3L	1250.8822
CPSF3	1102.7397	CPSF3	668.7552
CPSF4	458.9041	CPSF4	368.5435
CPSF6	1575.8693	CPSF6	1240.0536
CPSF7	2439.4099	CPSF7	2419.9902
CPT1A	3573.7619	CPT1A	2512.2194
CPT1B	229.1517	CPT1B	117.5979
CPT1C	47.9452	CPT1C	81.0273
CPT2	883.0348	CPT2	544.7872
CPVL	458.9041	CPVL	816.2473
CPXM1	366.7018	CPXM1	360.7021
CPXM2	987.3551	CPXM2	2779.1988
CPZ	1486.8282	CPZ	732.6062
CP	239.8051	CP	4524.4818
CR1	21.6017	CR1	85.8815
removed	removed	CR2	18.6699
CRABP1	24.236	CRABP1	276.6877
CRABP2	20070.6006	CRABP2	5462.4343
CRADD	74.8156	CRADD	164.295
CRAMP1L	576.9231	CRAMP1L	530.2247
CRAT	5162.803	CRAT	928.64
CRB1	11.5911	removed	removed
removed	removed	CRB2	101.1908
CRB3	215.49	CRB3	196.7806
CRBN	743.1401	CRBN	699.6203
CRCP	844.5732	CRCP	693.7728
CREB1	1249.7366	CREB1	1128.4077
CREB3L1	824.5522	CREB3L1	510.808
CREB3L2	1694.4152	CREB3L2	3700.3708
CREB3L4	2700.7376	CREB3L4	931.2538
CREB3	1575.8693	CREB3	1146.6183
CREB5	129.0832	CREB5	818.8611
CREBBP	2834.0358	CREBBP	2663.8189
CREBL2	3859.3256	CREBL2	2464.7979
CREBZF	759.7471	CREBZF	537.3192
CREG1	7162.2761	CREG1	2949.0947
CRELD1	520.5479	CRELD1	647.0981
CRELD2	628.0295	CRELD2	538.8128
CREM	352.4763	CREM	573.1654
CRHBP	50.5796	CRHBP	9.3349
removed	removed	CRHR1	84.7613
CRIM1	1752.3709	CRIM1	5981.4571
CRIP1	4812.961	CRIP1	2959.5498
CRIP2	1342.4658	CRIP2	4084.2236
CRIPAK	177.5553	CRIPAK	280.795
CRIPT	501.5806	CRIPT	430.9009
removed	removed	CRISP3	10.8285
CRISPLD1	110.6428	CRISPLD1	1263.2043
CRISPLD2	2126.4489	CRISPLD2	4654.4018
CRKL	2419.9157	CRKL	1746.3808
CRK	605.9009	CRK	1025.35
CRLF1	128.0295	CRLF1	54.5161
CRLF3	310.3267	CRLF3	245.6957
CRLS1	781.3488	CRLS1	748.2889
CRMP1	146.9968	CRMP1	152.3462
CRNKL1	1055.8483	CRNKL1	712.4427
CRNN	6.8493	removed	removed
CROCCL1	101.3383	CROCCL1	128.5496
CROCCL2	43.2034	CROCCL2	23.5241
CROCC	297.1549	CROCC	427.5403
CROT	1192.3077	CROT	548.5212
CRTAC1	10.0105	CRTAC1	71.6924
CRTAM	14.7524	CRTAM	14.5625
CRTAP	6463.1191	CRTAP	6612.4991
CRTC1	428.3456	CRTC1	390.5739
CRTC2	1832.9821	CRTC2	901.7553
CRTC3	1095.8904	CRTC3	1384.1851
CRY1	673.8672	CRY1	1213.9158
CRY2	1344.5732	CRY2	2675.3942
CRYAB	967.334	CRYAB	5723.0659
removed	removed	CRYBB1	8.9615
CRYBG3	610.1001	CRYBG3	539.8397
CRYL1	596.9442	CRYL1	713.9363
removed	removed	CRYM	6.3478
CRYZL1	370.6797	CRYZL1	400.1105
CRYZ	527.7766	CRYZ	631.576
CSAD	928.8725	CSAD	194.9136
CSDAP1	21.6017	CSDAP1	121.7276
CSDA	2707.0601	CSDA	5636.4376
CSDC2	8.9568	CSDC2	16.4295
CSDE1	16822.9715	CSDE1	16241.6779
CSE1L	2723.9199	CSE1L	2018.9611
CSF1R	886.7229	CSF1R	2079.4516
CSF1	504.215	CSF1	1714.642
CSF2RA	113.804	CSF2RA	185.952
CSF2RB	191.254	CSF2RB	215.4504
CSF3R	134.3519	CSF3R	314.7742
CSF3	10.0105	CSF3	463.0131
CSGALNACT1	295.5743	CSGALNACT1	549.6414
CSGALNACT2	531.0854	CSGALNACT2	573.9122
CSK	966.2803	CSK	928.64
CSMD1	5.7956	CSMD1	9.7083
CSMD2	10.0105	removed	removed
removed	removed	CSN1S1	5.9744
removed	removed	CSN3	50.7821
CSNK1A1	5880.4004	CSNK1A1	8041.4919
CSNK1D	2467.8609	CSNK1D	3751.1529
CSNK1E	2638.3404	CSNK1E	2255.4899
CSNK1G1	565.3319	CSNK1G1	476.082
CSNK1G2	776.0801	CSNK1G2	914.0775
CSNK1G3	1003.1612	CSNK1G3	809.5261
CSNK2A1P	460.4847	CSNK2A1P	366.6765
CSNK2A1	1605.3741	CSNK2A1	974.9413
CSNK2A2	334.0358	CSNK2A2	530.5981
CSNK2B	3030.0316	CSNK2B	2134.341
CSPG4	679.6628	CSPG4	575.7792
CSPG5	15.2792	CSPG5	5.9744
CSPP1	248.156	CSPP1	277.0611
CSRNP1	1670.706	CSRNP1	8381.6572
CSRNP2	1567.4394	CSRNP2	634.0292
CSRNP3	10.0105	CSRNP3	7.468
CSRP1	5914.1201	CSRP1	22991.9607
CSRP2BP	717.0706	CSRP2BP	594.4491
CSRP2	106.4278	CSRP2	333.4441
CST1	16.8599	removed	removed
CST2	10.0105	removed	removed
CST3	4936.7756	CST3	9122.8516
removed	removed	CST6	34.726
CST7	42.1496	CST7	44.0609
removed	removed	CST9	24.2708
CSTA	566.9125	CSTA	109.7789
CSTB	3755.5321	CSTB	1979.7544
CSTF1	606.4278	CSTF1	615.7327
removed	removed	CSTF2T	1142.9702
CSTF2	571.6544	CSTF2	266.2325
CSTF3	623.7566	CSTF3	361.0755
CS	5986.3014	CS	3250.4266
CT62	24.236	CT62	47.7949
removed	removed	CTAGE1	6.3478
CTAGE4	24.236	CTAGE4	19.7901
CTAGE5	1127.0021	CTAGE5	663.4828
CTAGE6	5.2687	removed	removed
CTAGE9	72.1812	CTAGE9	48.5417
CTBP1	2238.2034	CTBP1	2235.4907
CTBP2	2668.5985	CTBP2	1881.1774
CTBS	619.0674	CTBS	399.4944
CTCFL	16.5279	CTCFL	11.9935
CTCF	1370.9168	CTCF	1639.2157
CTDP1	393.5722	CTDP1	656.4331
CTDSP1	2580.6112	CTDSP1	3115.6301
CTDSP2	3589.0411	CTDSP2	6015.4363
CTDSPL2	738.1454	CTDSPL2	519.7695
CTDSPL	1094.8367	CTDSPL	1810.2318
CTF1	193.8883	CTF1	272.5803
CTGF	11798.2086	CTGF	23347.4353
CTHRC1	845.627	CTHRC1	331.9505
CTH	111.6965	CTH	48.1683
CTLA4	5.7956	CTLA4	9.3349
CTNNA1	7528.451	CTNNA1	10383.0687
CTNNAL1	1051.6333	CTNNAL1	862.5486
CTNNB1	6739.1781	CTNNB1	12243.8847
CTNNBIP1	514.2255	CTNNBIP1	1172.842
CTNNBL1	657.5342	CTNNBL1	1178.0696
CTNND1	2760.274	CTNND1	8142.3093
CTNND2	7.3762	CTNND2	191.553
CTNS	184.4679	CTNS	366.0641
CTPS2	737.0917	CTPS2	521.2631
CTPS	897.7871	CTPS	475.3352
CTR9	1586.9336	CTR9	1494.7108
CTSA	2169.5574	CTSA	2337.6224
CTSB	7764.4889	CTSB	12045.435
CTSC	2277.1338	CTSC	1829.6485
CTSD	14948.8936	CTSD	12139.9046
CTSE	28.451	removed	removed
CTSF	1221.8124	CTSF	2800.4824
removed	removed	CTSG	168.4023
CTSH	7126.9758	CTSH	2256.8154
CTSK	2649.6312	CTSK	7096.7959
CTSL1	1223.9199	CTSL1	1716.509
CTSL2	121.7071	CTSL2	195.6604
CTSO	1575.3425	CTSO	1551.4673
CTSS	2249.7366	CTSS	1524.5826
CTSW	52.1602	CTSW	75.4263
CTSZ	2834.0358	CTSZ	5426.2148
CTTNBP2NL	894.6259	CTTNBP2NL	969.7137
CTTNBP2	58.4826	CTTNBP2	65.718
CTTN	9944.6786	CTTN	4973.2834
CTU1	28.451	CTU1	41.0737
CTU2	129.6101	CTU2	216.7349
CTXN1	58.4826	CTXN1	154.96
CUBN	26.3435	CUBN	63.851
CUEDC1	217.5975	CUEDC1	474.9618
CUEDC2	649.6312	CUEDC2	786.0021
CUL1	1373.5511	CUL1	1735.1789
CUL2	763.9621	CUL2	644.8578
CUL3	2179.1359	CUL3	2117.9115
CUL4A	2549.5258	CUL4A	1536.9048
CUL4B	1891.4647	CUL4B	1433.847
CUL5	550.5796	CUL5	739.7008
CUL7	958.9041	CUL7	1207.1274
CUL9	576.3962	CUL9	679.2103
CUTA	2601.686	CUTA	2144.7961
CUTC	201.8072	CUTC	391.9742
CUX1	1164.3836	CUX1	1101.1497
removed	removed	CUX2	25.7644
CUZD1	7.3762	CUZD1	6.9228
CWC15	488.9357	CWC15	726.2584
CWC22	653.8462	CWC22	646.7247
CWC25	286.6175	CWC25	435.3817
CWC27	383.0348	CWC27	426.0467
CWF19L1	355.6375	CWF19L1	461.8929
CWF19L2	409.9052	CWF19L2	607.8914
CX3CL1	860.3793	CX3CL1	12442.7301
CX3CR1	334.0358	CX3CR1	632.1622
CXADRP3	73.7619	removed	removed
CXADR	333.509	CXADR	158.694
CXCL10	170.706	CXCL10	73.5593
CXCL11	50.5796	CXCL11	10.4551
CXCL12	2358.7987	CXCL12	11499.1543
CXCL13	66.3857	CXCL13	11.9487
CXCL14	1620.6533	CXCL14	13895.9938
CXCL16	791.3593	CXCL16	2555.1602
CXCL17	96.9442	CXCL17	137.0369
CXCL1	91.6754	CXCL1	70.1988
CXCL2	41.0959	CXCL2	468.9875
removed	removed	CXCL3	19.4167
CXCL5	6.3224	CXCL5	5.2276
CXCL6	12.118	CXCL6	6.7212
CXCL9	560.5901	CXCL9	127.3286
removed	removed	CXCR1	11.5753
CXCR2	7.3762	CXCR2	17.1763
CXCR3	34.2466	CXCR3	18.6699
CXCR4	1170.1791	CXCR4	673.9828
CXCR5	6.3224	CXCR5	10.1265
CXCR6	25.2898	CXCR6	35.0994
CXCR7	2268.177	CXCR7	5402.6907
CXXC1	557.9557	CXXC1	732.2328
CXXC4	20.5479	CXXC4	6.7212
CXXC5	146.47	CXXC5	494.7519
CXorf21	35.8272	CXorf21	46.3013
CXorf23	155.9536	CXorf23	179.9777
CXorf26	524.7629	CXorf26	558.9763
CXorf36	877.7661	CXorf36	1339.004
CXorf38	263.4352	CXorf38	138.9039
CXorf40A	499.4731	CXorf40A	424.9265
CXorf40B	522.1286	CXorf40B	426.4201
CXorf42	30.5585	CXorf42	17.9231
removed	removed	CXorf50B	5.601
CXorf56	255.5321	CXorf56	206.4889
CXorf57	16.8599	CXorf57	53.3959
CYB561D1	81.138	CYB561D1	435.7551
CYB561D2	424.6575	CYB561D2	328.224
CYB561	1756.5859	CYB561	2613.7836
CYB5A	2285.5638	CYB5A	1542.1323
CYB5B	1518.9673	CYB5B	1368.129
CYB5D1	572.7081	CYB5D1	737.8338
CYB5D2	438.883	CYB5D2	737.8338
CYB5R1	2376.7123	CYB5R1	1600.3824
CYB5R2	123.8145	CYB5R2	234.8671
CYB5R3	4139.6207	CYB5R3	6270.4669
CYB5R4	267.1233	CYB5R4	255.7774
CYB5RL	54.7945	CYB5RL	55.2629
CYBASC3	904.6365	CYBASC3	1137.3693
CYBA	1213.9094	CYBA	998.0919
CYBB	671.7597	CYBB	1253.4959
CYBRD1	12962.0653	CYBRD1	18132.1902
CYC1	2101.1591	CYC1	1312.8662
CYCS	3290.3056	CYCS	1817.6998
CYFIP1	3115.9115	CYFIP1	4039.4159
CYFIP2	1622.2339	CYFIP2	517.5292
CYGB	442.5711	CYGB	709.0822
CYHR1	634.8788	CYHR1	580.6334
CYLD	653.3193	CYLD	1207.568
CYP11A1	8.4299	CYP11A1	72.8125
CYP19A1	27.9241	removed	removed
CYP1B1	948.8936	CYP1B1	1139.2363
CYP20A1	557.9557	CYP20A1	601.1702
CYP21A2	24.6839	CYP21A2	235.2891
CYP24A1	18.9673	CYP24A1	5.2276
CYP26A1	14.7524	CYP26A1	9.7083
CYP26B1	87.4605	CYP26B1	157.9472
CYP27A1	978.3983	CYP27A1	1098.5359
CYP27B1	15.2792	CYP27B1	40.7003
CYP27C1	5.2687	CYP27C1	17.9231
CYP2A6	31.0854	CYP2A6	803.5518
removed	removed	CYP2A7	72.0657
CYP2B6	18.9673	CYP2B6	7.468
CYP2B7P1	7360.3793	CYP2B7P1	128.4488
CYP2C18	24.236	removed	removed
CYP2C8	25.8166	CYP2C8	8.2147
CYP2E1	37.4394	CYP2E1	8.6554
CYP2J2	97.9979	CYP2J2	367.7967
CYP2R1	177.0285	CYP2R1	184.085
CYP2S1	301.8967	CYP2S1	63.1042
CYP2U1	346.1538	CYP2U1	478.6883
CYP2W1	7.3762	removed	removed
CYP39A1	46.3646	CYP39A1	160.561
CYP3A5	45.8377	CYP3A5	21.967
CYP46A1	6.8493	CYP46A1	14.9359
removed	removed	CYP4A11	17.1763
CYP4B1	261.8546	CYP4B1	365.5563
CYP4F11	1000.5269	CYP4F11	113.8863
CYP4F12	109.589	CYP4F12	13.4423
CYP4F22	2053.2139	CYP4F22	330.8303
CYP4F3	412.0126	CYP4F3	31.7388
CYP4F8	1211.8019	CYP4F8	42.5673
CYP4V2	667.5448	CYP4V2	751.2761
CYP4X1	1229.1886	CYP4X1	4249.6387
CYP4Z1	162.2761	CYP4Z1	1401.7348
CYP4Z2P	100.6322	CYP4Z2P	322.2422
CYP51A1	1644.3625	CYP51A1	1362.1547
removed	removed	CYP7A1	7.0946
CYP7B1	97.9979	CYP7B1	140.3975
removed	removed	CYP8B1	13.8157
CYR61	7919.9157	CYR61	12509.5683
CYS1	47.4183	CYS1	204.9953
CYSLTR1	198.1033	CYSLTR1	49.6619
CYSLTR2	5.7956	CYSLTR2	18.2965
CYTH1	555.8483	CYTH1	1028.7105
CYTH2	1672.2866	CYTH2	1774.7591
CYTH3	662.803	CYTH3	1092.1881
CYTH4	153.8462	CYTH4	210.5963
CYTIP	143.3087	CYTIP	150.1059
CYTL1	36.8809	CYTL1	102.311
CYTSA	2496.8388	CYTSA	1877.07
CYTSB	107.4816	CYTSB	271.8335
CYYR1	678.0822	CYYR1	1213.9158
D2HGDH	193.3614	D2HGDH	213.2101
D4S234E	40.569	D4S234E	490.2711
DAAM1	512.6449	DAAM1	985.023
DAAM2	667.5975	DAAM2	912.3934
removed	removed	DAB1	6.7212
DAB2IP	483.1401	DAB2IP	3046.9249
DAB2	1753.4247	DAB2	2643.6554
DACH1	1257.6396	DACH1	290.5034
DACT1	241.3066	DACT1	309.9201
DACT2	13.6986	DACT2	137.0369
DACT3	102.7397	DACT3	98.9504
DAD1	2138.04	DAD1	2563.7483
DAG1	6290.3056	DAG1	4733.5621
DAGLA	113.2771	DAGLA	287.1428
DAGLB	321.9178	DAGLB	370.0371
DAK	1342.9926	DAK	797.9508
DALRD3	844.8261	DALRD3	664.8308
DAP3	6150.1581	DAP3	1886.0316
DAPK1	175.9747	DAPK1	437.2487
DAPK2	148.0506	DAPK2	374.1445
DAPK3	525.2898	DAPK3	1204.5808
DAPL1	133.8251	DAPL1	24.6442
DAPP1	298.7355	DAPP1	205.3687
DAP	2674.3941	DAP	4085.3438
DARC	1136.9863	DARC	3126.832
DARS2	987.3551	DARS2	312.1604
DARS	1967.8609	DARS	1970.046
DAXX	1567.4394	DAXX	1314.3598
DAZAP1	1267.6502	DAZAP1	1446.1691
DAZAP2	8728.6617	DAZAP2	7797.6633
removed	removed	DBC1	467.4939
DBF4B	91.1486	DBF4B	79.5337
DBF4	246.0485	DBF4	111.0933
DBI	4726.5543	DBI	2603.3285
DBN1	1317.7028	DBN1	2770.984
DBNDD1	127.5026	DBNDD1	221.0514
DBNDD2	3703.6776	DBNDD2	1755.7083
DBNL	1650.6849	DBNL	2018.5877
DBP	213.3246	DBP	129.849
DBR1	294.5205	DBR1	334.1909
DBT	541.6228	DBT	445.09
DBX2	15.2792	removed	removed
DCAF10	1960.4847	DCAF10	845.7457
DCAF11	2342.4394	DCAF11	2259.6271
DCAF12L2	7.3762	removed	removed
DCAF12	1802.4236	DCAF12	1152.6786
DCAF13	1229.0727	DCAF13	654.3906
DCAF15	349.8419	DCAF15	319.255
DCAF16	513.6986	DCAF16	728.8722
DCAF17	501.5806	DCAF17	338.6717
DCAF4L1	7.3762	removed	removed
DCAF4	219.1781	DCAF4	235.6139
DCAF5	1115.9115	DCAF5	1651.9112
DCAF6	3829.294	DCAF6	1813.5924
DCAF7	3097.471	DCAF7	1977.8874
DCAF8	4221.5385	DCAF8	2054.8036
DCAKD	984.1939	DCAKD	940.2153
DCBLD1	247.1022	DCBLD1	125.0882
DCBLD2	881.981	DCBLD2	951.0438
removed	removed	DCDC2	988.7346
removed	removed	DCD	244.9489
DCHS1	700.7376	DCHS1	1543.9993
removed	removed	DCHS2	41.8205
DCI	871.9705	DCI	703.4812
DCK	896.7334	DCK	358.4618
DCLK1	338.7777	DCLK1	961.8724
DCLK2	57.4289	DCLK2	74.6795
DCLK3	26.3435	DCLK3	10.4551
DCLRE1A	472.6027	DCLRE1A	285.2758
DCLRE1B	217.0706	DCLRE1B	187.0722
DCLRE1C	246.0485	DCLRE1C	167.2822
DCN	16008.4299	DCN	100153.093
DCP1A	787.1444	DCP1A	806.9123
DCP1B	436.2487	DCP1B	266.9793
DCP2	634.3519	DCP2	530.5981
DCPS	326.1328	DCPS	337.9249
removed	removed	DCST2	8.5881
DCTD	1677.5553	DCTD	1737.4193
DCTN1	3460.4847	DCTN1	4950.5061
DCTN2	1780.8219	DCTN2	2651.1234
DCTN3	574.2887	DCTN3	1056.342
DCTN4	2021.6017	DCTN4	1651.1644
DCTN5	1288.1981	DCTN5	1136.6225
DCTN6	418.862	DCTN6	541.0532
DCTPP1	1006.8493	DCTPP1	744.9209
DCUN1D1	577.4499	DCUN1D1	363.3159
DCUN1D2	169.1254	DCUN1D2	202.3815
DCUN1D3	239.1992	DCUN1D3	483.55
DCUN1D4	758.1665	DCUN1D4	637.3898
DCUN1D5	194.4152	DCUN1D5	367.4233
DCXR	810.3267	DCXR	723.2713
DCX	15.2792	DCX	11.5753
DDA1	724.9737	DDA1	701.6142
DDAH1	2214.4362	DDAH1	1120.9398
DDAH2	1130.137	DDAH2	2492.056
DDB1	8615.3846	DDB1	5896.3224
DDB2	447.313	DDB2	673.236
DDHD1	322.4447	DDHD1	221.7982
DDHD2	619.0727	DDHD2	985.023
DDI2	188.3983	DDI2	66.4349
DDIT3	144.863	DDIT3	116.6718
DDIT4L	29.5047	DDIT4L	30.992
DDIT4	1957.3235	DDIT4	3733.9766
DDN	6.8493	removed	removed
DDOST	4577.9768	DDOST	4577.8553
DDO	101.686	DDO	68.3318
DDR1	6871.9705	DDR1	6629.302
DDR2	365.1212	DDR2	352.114
DDRGK1	838.7777	DDRGK1	893.1672
DDTL	448.8356	DDTL	153.9668
DDT	890.6059	DDT	535.6128
DDX10	429.9262	DDX10	685.9315
DDX11L2	7.9031	removed	removed
removed	removed	DDX11	89.6154
DDX12	48.9989	DDX12	16.8029
DDX17	10667.0179	DDX17	9688.9224
DDX18	2264.4889	DDX18	1961.8313
DDX19A	557.9557	DDX19A	934.1625
DDX19B	587.4605	DDX19B	893.2381
DDX1	2578.5037	DDX1	2690.3301
DDX20	310.8535	DDX20	409.9906
DDX21	2326.1328	DDX21	2430.4454
DDX23	2118.019	DDX23	2137.3282
DDX24	3078.5037	DDX24	4246.6516
DDX26B	45.3109	DDX26B	219.5578
DDX27	1042.1496	DDX27	1438.3278
DDX28	171.7597	DDX28	329.3367
DDX31	357.2181	DDX31	261.7518
DDX39	943.6249	DDX39	378.9986
DDX3X	7987.882	DDX3X	12672.7431
DDX3Y	29.5047	removed	removed
DDX41	1087.4605	DDX41	1002.9461
DDX42	3322.9715	DDX42	3502.47
removed	removed	DDX43	6.3478
DDX46	1471.0221	DDX46	1511.8871
DDX47	1238.6723	DDX47	1141.85
DDX49	577.9768	DDX49	728.1254
DDX50	1027.9241	DDX50	1150.4382
DDX51	494.2044	DDX51	476.4554
DDX52	452.0548	DDX52	437.6221
DDX54	1729.2729	DDX54	1471.3287
DDX55	461.5385	DDX55	238.6011
DDX56	1478.9252	DDX56	1032.4445
DDX58	788.1981	DDX58	598.9298
DDX59	657.0074	DDX59	372.2775
DDX5	10772.392	DDX5	21613.75
DDX60L	471.549	DDX60L	445.8368
DDX60	645.9431	DDX60	583.2471
DDX6	2969.4415	DDX6	3350.8706
DEAF1	603.2666	DEAF1	688.9187
DECR1	1258.1665	DECR1	1097.0423
DECR2	295.0474	DECR2	253.9104
DEDD2	384.6154	DEDD2	386.84
DEDD	1307.5184	DEDD	816.8559
DEF6	302.9505	DEF6	255.404
DEF8	280.295	DEF8	698.2536
removed	removed	DEFA1B	13.4423
DEFB132	175.4478	DEFB132	48.9151
DEFB1	106.4278	DEFB1	488.0307
DEGS1	1878.8198	DEGS1	2269.1376
DEGS2	1479.4521	DEGS2	498.8593
DEK	1661.7492	DEK	2550.306
DEM1	103.7935	DEM1	158.3206
DENND1A	485.7745	DENND1A	722.1511
DENND1B	379.8736	DENND1B	62.7308
DENND1C	117.4921	DENND1C	140.3975
DENND2A	154.373	DENND2A	717.2969
DENND2C	20.7482	DENND2C	56.5361
DENND2D	906.7439	DENND2D	543.2936
DENND3	262.9083	DENND3	410.7374
DENND4A	376.1855	DENND4A	526.9164
DENND4B	918.3035	DENND4B	720.5865
DENND4C	1384.0885	DENND4C	1432.7268
DENND5A	1655.9536	DENND5A	2051.4467
DENND5B	344.0464	DENND5B	344.2726
DENR	1180.7165	DENR	1258.7235
