gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
CRLS1	581.4581	CRLS1	686.4388
CRMP1	204.0504	CRMP1	113.2551
CRNKL1	1256.0756	CRNKL1	1148.1454
CROCCL1	94.9595	CROCCL1	207.5989
CROCCL2	25.6526	CROCCL2	45.4711
CROCC	353.7354	CROCC	276.3244
CROT	1476.1476	CROT	1540.188
CRTAC1	36.9037	CRTAC1	67.9152
CRTAM	96.3096	CRTAM	9.9104
CRTAP	4358.2358	CRTAP	2801.4283
CRTC1	423.4923	CRTC1	325.2933
CRTC2	1136.3636	CRTC2	676.8199
CRTC3	1487.8488	CRTC3	911.171
CRY1	568.8569	CRY1	621.147
CRY2	780.378	CRY2	1422.138
CRYAB	917.1917	CRYAB	3004.2994
CRYBB1	19.3519	removed	removed
CRYBG3	345.3285	CRYBG3	476.3769
CRYL1	447.7948	CRYL1	505.4288
CRYM	9.901	CRYM	20.1122
CRYZL1	244.757	CRYZL1	277.1143
CRYZ	237.1287	CRYZ	795.7269
CSAD	276.7777	CSAD	319.7552
CSDAP1	18.9019	CSDAP1	39.6415
CSDA	1382.5383	CSDA	2150.2587
CSDC2	32.8533	CSDC2	17.1974
CSDE1	12604.4104	CSDE1	15752.8237
CSE1L	2457.6958	CSE1L	2356.3361
CSF1R	1716.0216	CSF1R	570.1377
CSF1	1044.5545	CSF1	739.197
CSF2RA	251.1251	CSF2RA	60.9196
CSF2RB	612.9613	CSF2RB	114.2607
CSF3R	188.1188	CSF3R	324.7103
removed	removed	CSF3	56.2559
CSGALNACT1	323.1323	CSGALNACT1	458.7918
CSGALNACT2	692.1692	CSGALNACT2	582.3799
CSK	1923.0423	CSK	909.4221
CSMD2	23.8524	CSMD2	8.453
removed	removed	CSN1S1	42.2648
removed	removed	CSN2	223.2748
removed	removed	CSN3	15.4485
CSNK1A1	5586.8587	CSNK1A1	7479.1226
CSNK1D	3093.1593	CSNK1D	3161.9908
CSNK1E	3111.4716	CSNK1E	1865.7203
CSNK1G1	725.4725	CSNK1G1	784.6681
CSNK1G2	1343.3843	CSNK1G2	802.4484
CSNK1G3	634.1134	CSNK1G3	837.7177
CSNK2A1P	457.6958	CSNK2A1P	563.4337
CSNK2A1	1754.7255	CSNK2A1	1343.7295
CSNK2A2	357.7858	CSNK2A2	467.8277
CSNK2B	3948.0783	CSNK2B	1783.8665
CSPG4	1289.829	CSPG4	397.2892
CSPG5	11.2511	CSPG5	82.7807
CSPP1	360.036	CSPP1	453.5714
CSRNP1	1083.7084	CSRNP1	4431.9755
CSRNP2	1328.0828	CSRNP2	1053.9969
CSRNP3	12.6013	CSRNP3	43.4307
CSRP1	6954.9955	CSRP1	17485.9725
CSRP2BP	663.3663	CSRP2BP	630.1829
CSRP2	228.6229	CSRP2	149.2385
CST1	19.802	removed	removed
CST2	261.4761	removed	removed
CST3	7211.9712	CST3	3857.4656
CST4	9.901	removed	removed
CST5	20.252	removed	removed
CST6	16.6517	CST6	20.6952
CST7	300.6301	CST7	14.5741
CST9	41.4041	CST9	16.9059
CSTA	323.5824	CSTA	253.8803
CSTB	3226.3726	CSTB	2045.6168
CSTF1	662.9163	CSTF1	644.757
CSTF2T	1270.477	CSTF2T	1187.4954
CSTF2	578.7579	CSTF2	342.1992
CSTF3	535.5536	CSTF3	702.0389
CS	4064.8065	CS	3184.4349
CT62	58.0558	CT62	125.0455
removed	removed	CTAGE1	6.4126
CTAGE4	55.8056	CTAGE4	98.2293
CTAGE5	878.3393	CTAGE5	1508.7313
removed	removed	CTAGE6	18.9463
CTAGE9	153.0153	CTAGE9	286.5263
CTBP1	2814.3744	CTBP1	1941.9019
CTBP2	1798.8299	CTBP2	2064.2717
CTBS	347.8758	CTBS	939.64
CTCFL	20.7696	CTCFL	12.4229
CTCF	1658.4158	CTCF	1731.1084
CTDP1	735.3735	CTDP1	517.6711
CTDSP1	3065.7066	CTDSP1	2202.7254
CTDSP2	3854.6355	CTDSP2	5103.2573
CTDSPL2	621.9622	CTDSPL2	726.6633
CTDSPL	814.5815	CTDSPL	1674.561
CTF1	97.6598	CTF1	160.3148
CTGF	11335.7336	CTGF	10870.2179
CTHRC1	2504.9505	CTHRC1	113.6778
CTH	68.8569	CTH	88.9018
CTLA4	111.6112	CTLA4	5.5381
CTNNA1	9772.2772	CTNNA1	10263.3535
CTNNA2	12.6013	CTNNA2	27.3993
CTNNAL1	476.1476	CTNNAL1	583.8374
CTNNB1	6959.4779	CTNNB1	12225.4522
CTNNBIP1	585.5086	CTNNBIP1	1646.2873
CTNNBL1	932.9433	CTNNBL1	682.3581
CTNND1	6573.8074	CTNND1	11532.4637
CTNND2	548.1548	CTNND2	311.0107
CTNS	297.2682	CTNS	421.3627
CTPS2	612.5113	CTPS2	969.1758
CTPS	434.7435	CTPS	422.6481
CTR9	1513.0513	CTR9	2100.4154
CTSA	3436.9037	CTSA	1607.6281
CTSB	21017.5518	CTSB	11983.9685
CTSC	2337.9838	CTSC	1324.4917
CTSD	18126.0126	CTSD	22854.7694
CTSE	31.0531	removed	removed
CTSF	1177.3177	CTSF	1557.9684
CTSG	113.4113	CTSG	38.767
CTSH	1927.5428	CTSH	1080.5218
CTSK	4940.144	CTSK	1512.2058
CTSL1	2112.5113	CTSL1	911.754
CTSL2	152.1152	CTSL2	184.7992
CTSO	2892.8893	CTSO	1643.9554
CTSS	2770.027	CTSS	1218.9754
CTSW	360.9361	CTSW	23.027
CTSZ	6014.4014	CTSZ	3956.8607
CTTNBP2NL	1108.4608	CTTNBP2NL	884.3547
CTTNBP2	54.4554	CTTNBP2	149.53
CTTN	2717.8218	CTTN	4297.3111
CTU1	50.8551	CTU1	23.9015
CTU2	144.811	CTU2	156.0446
CTXN1	412.2412	CTXN1	193.2522
CUBN	28.8029	CUBN	24.193
CUEDC1	946.4446	CUEDC1	369.89
CUEDC2	795.2295	CUEDC2	656.9992
CUL1	1615.6616	CUL1	1484.8065
CUL2	642.6643	CUL2	842.3814
CUL3	2049.0549	CUL3	2506.449
CUL4A	1478.8479	CUL4A	2452.2335
CUL4B	1647.1647	CUL4B	2445.5294
CUL5	499.55	CUL5	1121.0377
CUL7	1113.8434	CUL7	1379.7595
CUL9	636.3636	CUL9	733.3673
CUTA	1932.0432	CUTA	1556.2195
CUTC	170.0135	CUTC	258.3633
CUX1	2127.3627	CUX1	1242.294
CUX2	8.1008	CUX2	683.524
CUZD1	17.0747	CUZD1	7.3337
CWC15	680.018	CWC15	710.6318
CWC22	683.1683	CWC22	717.0444
CWC25	292.5293	CWC25	414.1951
CWC27	493.2493	CWC27	383.5896
CWF19L1	518.4518	CWF19L1	467.2448
CWF19L2	357.3357	CWF19L2	502.8055
removed	removed	CWH43	12.2422
CX3CL1	1769.1269	CX3CL1	6457.1887
CX3CR1	151.2151	CX3CR1	233.4766
removed	removed	CXADRP3	5.8296
CXADR	220.072	CXADR	299.6429
CXCL10	1382.9883	CXCL10	52.4667
CXCL11	452.2952	CXCL11	7.5785
CXCL12	3163.3663	CXCL12	3225.8253
CXCL13	706.1206	CXCL13	98.2293
CXCL14	4059.4059	CXCL14	3924.2148
CXCL16	1302.8803	CXCL16	1447.4969
CXCL17	47.2547	CXCL17	170.8081
CXCL1	25.6526	CXCL1	67.6237
CXCL2	18.4518	CXCL2	419.1503
removed	removed	CXCL3	13.1167
removed	removed	CXCL5	5.2467
removed	removed	CXCL6	31.1885
CXCL9	9799.2799	CXCL9	70.83
CXCR1	31.5032	removed	removed
CXCR2P1	157.5158	removed	removed
CXCR2	15.7516	CXCR2	12.8252
CXCR3	288.0288	CXCR3	8.7444
CXCR4	4556.7057	CXCR4	752.6051
CXCR5	58.0873	removed	removed
CXCR6	120.6121	CXCR6	28.2737
CXCR7	798.8299	CXCR7	853.7492
CXXC1	617.0117	CXXC1	673.3222
CXXC4	18.0018	CXXC4	9.9104
CXXC5	1929.3429	CXXC5	683.524
CXorf21	106.2106	CXorf21	18.0719
CXorf23	164.7165	CXorf23	290.024
CXorf26	819.0819	CXorf26	605.407
CXorf36	880.7381	CXorf36	424.6885
CXorf38	225.4725	CXorf38	204.037
CXorf40A	1071.5572	CXorf40A	496.3929
CXorf40B	1065.2565	CXorf40B	536.9088
CXorf42	19.3519	CXorf42	27.1078
CXorf56	237.1737	CXorf56	270.4948
CXorf57	32.4032	CXorf57	26.8163
CYB561D1	94.0594	CYB561D1	362.6029
CYB561D2	335.342	CYB561D2	627.7315
CYB561	3510.351	CYB561	4687.6048
CYB5A	1310.081	CYB5A	4028.8567
CYB5B	1211.0711	CYB5B	1264.1551
CYB5D1	507.6508	CYB5D1	880.274
CYB5D2	369.937	CYB5D2	676.237
CYB5R1	1715.1215	CYB5R1	1537.2732
CYB5R2	221.8722	CYB5R2	144.2833
CYB5R3	5617.0117	CYB5R3	3802.6671
CYB5R4	310.5311	CYB5R4	569.5548
CYB5RL	53.1053	CYB5RL	75.4937
CYBASC3	752.0252	CYBASC3	971.5077
CYBA	1695.3195	CYBA	358.2307
CYBB	1875.3375	CYBB	601.0348
CYBRD1	3234.4734	CYBRD1	6039.2043
CYC1	1831.2331	CYC1	1306.7114
CYCS	1428.4428	CYCS	1938.0602
CYFIP1	3840.234	CYFIP1	5167.3832
CYFIP2	1030.6031	CYFIP2	357.6477
CYGB	559.4059	CYGB	215.4048
CYHR1	762.8263	CYHR1	570.7207
CYLD	1369.937	CYLD	1325.9491
removed	removed	CYP11A1	18.3633
CYP19A1	7.2007	removed	removed
CYP1B1	2244.8245	CYP1B1	1141.1499
CYP20A1	459.0459	CYP20A1	758.4347
CYP21A2	43.3933	CYP21A2	97.3956
CYP24A1	8.5509	CYP24A1	6.7041
CYP26A1	43.6544	CYP26A1	86.2785
CYP26B1	93.6094	CYP26B1	152.7363
CYP27A1	303.7804	CYP27A1	811.1929
CYP27B1	13.0513	CYP27B1	44.3052
removed	removed	CYP27C1	5.8296
removed	removed	CYP2A6	363.1859
removed	removed	CYP2A7	64.7089
CYP2B7P1	11.7012	CYP2B7P1	2425.4172
CYP2C18	10.351	removed	removed
CYP2C8	5.4005	CYP2C8	5.5381
CYP2D6	12.6013	CYP2D6	6.1211
removed	removed	CYP2D7P1	7.287
removed	removed	CYP2E1	34.4006
CYP2J2	232.6733	CYP2J2	935.0725
CYP2R1	99.91	CYP2R1	713.5466
CYP2S1	171.9172	CYP2S1	40.2244
CYP2U1	309.1764	CYP2U1	244.8415
CYP39A1	23.4023	CYP39A1	187.7141
CYP3A5	44.5545	CYP3A5	6.1211
CYP46A1	18.9019	CYP46A1	13.9911
CYP4B1	94.9595	CYP4B1	53.6326
CYP4F11	527.9028	CYP4F11	211.0326
CYP4F12	9.0009	removed	removed
CYP4F22	22.9523	CYP4F22	87.4444
removed	removed	CYP4F2	10.7848
CYP4F3	152.5653	CYP4F3	9.9104
removed	removed	CYP4F8	55.9644
CYP4V2	720.9721	CYP4V2	894.8481
CYP4X1	34.2034	CYP4X1	440.72
removed	removed	CYP4Z1	229.6874
CYP4Z2P	14.8515	CYP4Z2P	1471.1069
CYP51A1	2320.432	CYP51A1	3852.8019
CYP7B1	152.5653	CYP7B1	140.4941
CYR61	6489.1989	CYR61	10971.0705
CYS1	130.063	CYS1	66.4578
CYSLTR1	85.9586	CYSLTR1	51.8837
CYSLTR2	39.604	CYSLTR2	9.9104
CYTH1	1167.8668	CYTH1	713.2551
CYTH2	1857.7858	CYTH2	1797.2746
CYTH3	923.9424	CYTH3	590.2499
CYTH4	575.6076	CYTH4	127.3774
CYTIP	846.9847	CYTIP	102.0185
CYTL1	48.6049	CYTL1	26.8163
CYTSA	1749.3249	CYTSA	1905.9972
CYTSB	300.6301	CYTSB	302.5577
CYYR1	633.6634	CYYR1	826.3499
D2HGDH	174.1674	D2HGDH	308.6789
D4S234E	58.9559	D4S234E	195.2926
DAAM1	515.3015	DAAM1	1301.4647
DAAM2	730.009	DAAM2	320.3731
DAB2IP	905.9406	DAB2IP	2204.4742
DAB2	2899.1899	DAB2	1471.6899
DACH1	382.9883	DACH1	500.4737
DACT1	558.9559	DACT1	69.9555
DACT2	18.4518	DACT2	39.35
DACT3	110.261	DACT3	39.0585
DAD1	3264.1764	DAD1	2114.115
DAG1	2484.6985	DAG1	4897.7629
DAGLA	132.7633	DAGLA	241.3466
DAGLB	467.1467	DAGLB	482.4018
DAK	536.9037	DAK	1141.4414
DALRD3	551.8722	DALRD3	779.2203
DAP3	2810.9811	DAP3	1796.6917
DAPK1	526.1026	DAPK1	189.1715
DAPK2	246.1746	DAPK2	264.9566
DAPK3	1119.2619	DAPK3	766.5962
DAPL1	41.8542	DAPL1	34.6863
DAPP1	364.5365	DAPP1	127.6689
DAP	4440.5941	DAP	6056.9846
DARC	935.1935	DARC	596.6625
DARS2	565.7066	DARS2	684.107
DARS	1123.3123	DARS	1980.6165
DAXX	1680.9181	DAXX	1743.9335
DAZAP1	2193.5194	DAZAP1	1149.0199
DAZAP2	8362.2862	DAZAP2	6102.4557
DBC1	20.7021	DBC1	429.6437
DBF4B	87.7588	DBF4B	85.1126
DBF4	288.0288	DBF4	177.2207
DBI	3277.2277	DBI	14089.922
DBN1	2560.7561	DBN1	1304.671
DBNDD1	654.3654	DBNDD1	1023.3914
DBNDD2	1218.2988	DBNDD2	720.6966
DBNL	2113.8614	DBNL	1563.798
DBP	286.6787	DBP	139.8936
DBR1	447.7948	DBR1	329.374
DBT	426.6427	DBT	1057.2032
DCAF10	1033.3033	DCAF10	1442.5417
DCAF11	2437.7408	DCAF11	2611.5543
DCAF12L2	20.7021	DCAF12L2	7.287
DCAF12	1590.9091	DCAF12	1727.6106
DCAF13	787.7813	DCAF13	801.5244
DCAF15	710.171	DCAF15	337.244
DCAF16	617.0117	DCAF16	775.6322
DCAF17	333.9334	DCAF17	471.617
removed	removed	DCAF4L1	7.87
DCAF4	198.0198	DCAF4	210.4496
DCAF5	1824.4824	DCAF5	1676.8928
DCAF6	1294.7795	DCAF6	3074.5464
DCAF7	5237.6238	DCAF7	2787.7286
DCAF8	2562.1062	DCAF8	2473.6166
DCAKD	494.1494	DCAKD	914.9603
DCBLD1	322.6823	DCBLD1	173.7229
DCBLD2	829.883	DCBLD2	965.9695
removed	removed	DCDC1	5.5731
DCDC2	31.9532	DCDC2	447.016
removed	removed	DCD	72.5789
DCHS1	1010.8011	DCHS1	787.5829
DCHS2	56.7057	DCHS2	86.2785
DCI	905.0405	DCI	781.4618
DCK	675.0675	DCK	392.6255
DCLK1	924.3924	DCLK1	966.844
DCLK2	82.3582	DCLK2	61.5026
DCLK3	34.6535	DCLK3	9.9104
DCLRE1A	343.8344	DCLRE1A	381.5492
DCLRE1B	353.7354	DCLRE1B	185.3822
DCLRE1C	364.5365	DCLRE1C	249.5081
DCN	15182.2682	DCN	22897.0342
DCP1A	580.108	DCP1A	885.8121
DCP1B	372.1872	DCP1B	330.8315
DCP2	352.8353	DCP2	983.1669
DCPS	330.333	DCPS	215.9878
DCST2	11.2511	DCST2	12.2422
DCTD	1586.8587	DCTD	1506.3762
DCTN1	4263.0648	DCTN1	3920.8249
DCTN2	2038.7039	DCTN2	2055.5272
DCTN3	846.5347	DCTN3	664.8692
DCTN4	1650.7651	DCTN4	2258.9813
DCTN5	1617.0117	DCTN5	1270.8591
DCTN6	616.1116	DCTN6	564.3081
DCTPP1	960.3915	DCTPP1	694.8889
removed	removed	DCT	18.0719
DCUN1D1	522.0522	DCUN1D1	634.8466
DCUN1D2	141.3141	DCUN1D2	202.8711
DCUN1D3	152.1152	DCUN1D3	299.9344
DCUN1D4	583.7084	DCUN1D4	738.3225
DCUN1D5	279.4779	DCUN1D5	311.5937
DCXR	1200.7201	DCXR	1888.5083
DCX	15.3015	DCX	120.6733
DDA1	859.586	DDA1	538.9492
DDAH1	958.1458	DDAH1	2133.3528
DDAH2	4215.5716	DDAH2	1397.0706
DDB1	4516.2016	DDB1	8299.3515
DDB2	512.6013	DDB2	460.5407
removed	removed	DDC	100.5611
DDHD1	375.7876	DDHD1	402.8274
DDHD2	717.3717	DDHD2	946.4403
DDI2	79.1359	DDI2	216.2996
DDIT3	317.1107	DDIT3	212.0761
DDIT4L	19.802	DDIT4L	19.5293
DDIT4	3147.6148	DDIT4	3897.69
DDOST	4413.1413	DDOST	4724.6229
DDO	23.4023	DDO	58.2963
DDR1	9419.4419	DDR1	7642.3523
DDR2	367.6868	DDR2	505.4288
DDRGK1	1883.4383	DDRGK1	1272.8995
DDTL	383.9424	DDTL	261.0071
DDT	667.2862	DDT	865.0237
DDX10	479.2979	DDX10	638.6359
DDX11L2	5.8506	DDX11L2	6.4126
DDX11	454.9955	DDX11	457.0429
DDX12	38.7039	DDX12	30.6056
DDX17	5923.0423	DDX17	13488.5958
DDX18	1740.7741	DDX18	1927.5669
DDX19A	686.2736	DDX19A	888.0157
DDX19B	508.1458	DDX19B	770.4584
DDX1	2327.6328	DDX1	2736.7194
DDX20	547.2547	DDX20	496.1014
DDX21	1556.2556	DDX21	2346.4257
DDX23	2720.9721	DDX23	2257.8153
DDX24	4108.0108	DDX24	3281.7897
removed	removed	DDX25	5.2467
DDX26B	157.5158	DDX26B	211.3241
DDX27	1294.3294	DDX27	1097.4277
DDX28	205.6706	DDX28	249.5081
DDX31	267.3267	DDX31	354.4414
DDX39	1517.5518	DDX39	402.5359
DDX3X	5173.2673	DDX3X	10872.8412
DDX3Y	11.2511	removed	removed
DDX41	1567.5068	DDX41	994.2432
DDX42	4775.4275	DDX42	3324.929
removed	removed	DDX43	6.3485
DDX46	1300.6301	DDX46	1747.7228
DDX47	756.0756	DDX47	1001.8218
DDX49	937.8938	DDX49	729.5781
DDX50	748.4248	DDX50	950.8125
DDX51	442.3942	DDX51	397.5807
DDX52	383.8884	DDX52	599.8688
DDX54	2324.784	DDX54	1311.1565
DDX55	498.6499	DDX55	371.9303
DDX56	1654.8155	DDX56	1174.9617
DDX58	2922.1422	DDX58	782.0447
DDX59	528.8029	DDX59	577.1333
DDX5	13255.1755	DDX5	18783.6479
DDX60L	682.2682	DDX60L	662.2459
DDX60	1818.6319	DDX60	521.1688
DDX6	3952.2952	DDX6	4427.8948
DEAF1	462.1962	DEAF1	702.0389
DECR1	1094.0594	DECR1	1187.4954
DECR2	289.829	DECR2	319.4637
DEDD2	787.1287	DEDD2	413.3207
DEDD	924.0549	DEDD	705.3414
DEF6	768.6769	DEF6	261.4589
DEF8	343.8344	DEF8	541.5725
DEFB132	13.0513	DEFB132	6.9956
DEFB1	63.0063	DEFB1	152.7363
DEGS1	1224.5725	DEGS1	1262.1147
DEGS2	1802.8803	DEGS2	493.7696
DEK	2005.8506	DEK	1745.9739
DEM1	159.766	DEM1	163.5211
DENND1A	806.0306	DENND1A	524.0837
DENND1B	30.153	DENND1B	241.9296
DENND1C	389.2889	DENND1C	215.1133
DENND2A	104.8605	DENND2A	194.4181
DENND2C	33.1413	DENND2C	65.63
DENND2D	990.9991	DENND2D	550.317
DENND3	365.4365	DENND3	227.0641
DENND4A	517.5518	DENND4A	650.5371
DENND4B	581.4536	DENND4B	632.7887
DENND4C	744.3744	DENND4C	1988.195
DENND5A	1337.9838	DENND5A	1519.7843
DENND5B	256.5257	DENND5B	488.5229
DENR	1900.5401	DENR	1441.9588
DEPDC1B	119.2619	DEPDC1B	22.1526
DEPDC1	141.7642	DEPDC1	50.1348
removed	removed	DEPDC4	16.0315
DEPDC5	333.4833	DEPDC5	334.0377
DEPDC6	987.8488	DEPDC6	1521.5332
DEPDC7	16.2016	DEPDC7	6.9956
DERA	373.9874	DERA	547.4022
DERL1	2250.225	DERL1	1937.4772
DERL2	905.0405	DERL2	958.6825
DERL3	418.5419	DERL3	44.5967
DES	27.0027	DES	30.0226
DET1	131.4131	DET1	173.7229
DEXI	291.1791	DEXI	408.074
DFFA	317.7318	DFFA	571.3037
DFFB	66.6067	DFFB	86.8615
DFNA5	123.7624	DFNA5	253.0059
DFNB31	383.8884	DFNB31	370.1814
DFNB59	6.3006	DFNB59	18.9463
DGAT1	872.5023	DGAT1	454.781
DGAT2	619.2619	DGAT2	453.2537
DGCR11	16.6517	DGCR11	25.6504
DGCR14	313.6814	DGCR14	301.3918
DGCR2	2269.577	DGCR2	3094.0756
DGCR5	13.5014	DGCR5	28.8567
DGCR6L	722.3222	DGCR6L	576.2588
DGCR6	393.7894	DGCR6	431.9755
DGCR8	591.8092	DGCR8	710.6318
DGKA	672.3672	DGKA	358.2307
DGKD	458.5959	DGKD	915.5432
DGKE	471.1971	DGKE	277.4903
DGKG	38.2538	DGKG	23.9015
DGKH	29.703	DGKH	64.1259
DGKI	5.4005	DGKI	32.9374
DGKQ	415.3915	DGKQ	383.2981
DGKZ	648.0648	DGKZ	799.5336
DGUOK	804.6805	DGUOK	623.7703
DHCR24	16786.2286	DHCR24	26474.6775
DHCR7	921.6922	DHCR7	5237.9217
DHDDS	571.1071	DHDDS	818.7714
DHDH	10.351	removed	removed
DHDPSL	12.2547	DHDPSL	11.6884
DHFRL1	309.631	DHFRL1	397.5807
DHFR	324.4689	DHFR	166.2056
DHH	21.1521	removed	removed
DHODH	69.757	DHODH	155.0681
DHPS	955.4455	DHPS	896.014
DHRS11	95.4095	DHRS11	128.8348
DHRS12	213.3213	DHRS12	415.0696
DHRS13	86.3816	DHRS13	218.5732
DHRS1	185.4185	DHRS1	461.7066
DHRS2	3839.3339	DHRS2	42689.7909
DHRS3	853.2853	DHRS3	685.5644
DHRS4L1	12.1512	DHRS4L1	26.2333
DHRS4L2	347.0612	DHRS4L2	713.7244
DHRS4	784.8245	DHRS4	1046.9198
DHRS7B	433.3933	DHRS7B	876.1933
DHRS7	2763.2763	DHRS7	1455.6584
DHRS9	34.2034	DHRS9	13.9911
DHRSX	813.9199	DHRSX	443.9263
DHTKD1	998.1998	DHTKD1	1317.2047
DHX15	2133.2133	DHX15	3272.7538
DHX16	774.9775	DHX16	812.6503
DHX29	993.6994	DHX29	1397.6536
DHX30	1236.2736	DHX30	1599.9417
DHX32	1082.7408	DHX32	1203.5473
DHX33	363.6364	DHX33	512.4244
DHX34	455.8956	DHX34	447.1326
DHX35	158.8659	DHX35	211.907
DHX36	776.7777	DHX36	1156.3069
DHX37	562.1062	DHX37	442.1774
DHX38	1048.1548	DHX38	1088.9747
DHX40	2075.6076	DHX40	1625.0091
DHX57	526.1026	DHX57	571.0122
DHX58	628.7129	DHX58	272.5352
DHX8	992.7993	DHX8	1390.658
DHX9	4585.9586	DHX9	4605.9899
DIABLO	1729.7705	DIABLO	806.8352
DIAPH1	3652.1152	DIAPH1	3401.2971
DIAPH2	292.9793	DIAPH2	184.7992
DIAPH3	114.3114	DIAPH3	63.8344
DICER1	1278.1278	DICER1	2091.9624
DIDO1	1752.9253	DIDO1	1776.5795
DIMT1L	412.6913	DIMT1L	437.2222
DIO1	49.0549	DIO1	25.6504
DIO2	992.3492	DIO2	2449.0272
DIO3	10.351	DIO3	109.8885
DIP2A	538.2538	DIP2A	728.4122
DIP2B	1153.9154	DIP2B	1536.6902
DIP2C	569.757	DIP2C	705.9681
DIRAS1	81.4581	DIRAS1	160.3148
DIRAS2	15.7516	DIRAS2	11.9507
DIRAS3	57.1557	DIRAS3	625.5192
DIRC2	440.009	DIRC2	315.6919
DIRC3	8.1008	removed	removed
DIS3L2	459.4959	DIS3L2	880.5655
DIS3L	768.2268	DIS3L	784.0851
DIS3	682.9973	DIS3	1287.8817
DISC1	183.6184	DISC1	149.53
DISP1	265.9766	DISP1	165.27
DISP2	105.7606	DISP2	55.9644
DIXDC1	432.0432	DIXDC1	1522.9906
DKC1	1193.0693	DKC1	1162.1366
DKFZP586I1420	325.8326	DKFZP586I1420	342.7822
DKFZP686I15217	55.8056	DKFZP686I15217	41.6818
DKFZp686O24166	14.4014	DKFZp686O24166	41.6818
DKFZp761E198	416.7417	DKFZp761E198	341.0333
removed	removed	DKFZp779M0652	42.5563
DKK1	5.8506	DKK1	25.3589
DKK2	194.8695	DKK2	122.4222
DKK3	1256.0756	DKK3	1972.455
DLAT	551.3051	DLAT	1040.8803
DLC1	1835.2835	DLC1	1904.2483
DLD	1247.0747	DLD	2299.2057
removed	removed	DLEC1	11.9507
DLEU1	60.7561	DLEU1	74.2141
DLEU2	37.6373	DLEU2	20.1997
removed	removed	DLEU7	6.4126
DLG1	939.2439	DLG1	1797.843
DLG2	26.5527	DLG2	164.687
DLG3	1997.7498	DLG3	2012.9709
DLG4	193.0828	DLG4	227.7315
DLG5	2656.6157	DLG5	4309.5533
DLGAP1	47.7048	DLGAP1	41.3904
removed	removed	DLGAP2	10.2019
DLGAP3	13.9514	removed	removed
DLGAP4	2460.396	DLGAP4	1654.1573
DLGAP5	405.0405	DLGAP5	66.1663
DLK1	20.7021	DLK1	387.9618
DLK2	33.3033	DLK2	41.9733
DLL1	196.2196	DLL1	152.7363
DLL4	457.6958	DLL4	160.0233
DLST	2002.2502	DLST	2132.1868
removed	removed	DLX1	60.3367
DLX2	8.5509	DLX2	33.2289
DLX3	209.2709	DLX3	36.1437
DLX4	41.4041	DLX4	11.0763
DLX5	30.6031	removed	removed
DMAP1	544.1044	DMAP1	502.8055
DMBT1	15.3015	DMBT1	20.9867
DMBX1	31.9532	DMBX1	10.7848
DMC1	9.0009	removed	removed
DMD	338.4338	DMD	1373.7521
DMGDH	8.1008	DMGDH	13.4081
DMKN	336.6337	DMKN	403.4103
DMPK	535.5536	DMPK	354.15
DMRT2	19.802	DMRT2	7.5785
DMRT3	22.9523	DMRT3	8.7444
DMRTA1	7.6508	DMRTA1	21.8611
DMRTC1B	33.7534	DMRTC1B	19.5293
removed	removed	DMRTC2	15.157
DMTF1	547.2547	DMTF1	799.2859
DMWD	629.1629	DMWD	403.9933
DMXL1	642.2142	DMXL1	1402.0258
DMXL2	451.8452	DMXL2	489.1059
DNA2	99.91	DNA2	70.247
DNAH10	35.5536	DNAH10	32.3544
removed	removed	DNAH11	6.5321
DNAH14	59.856	DNAH14	123.5881
DNAH17	18.9019	DNAH17	15.157
DNAH1	52.6553	DNAH1	142.5344
DNAH2	48.1548	DNAH2	124.7541
removed	removed	DNAH3	6.9956
DNAH5	160.6661	DNAH5	366.3922
DNAH6	8.1008	DNAH6	30.6056
DNAH7	8.1008	DNAH7	82.1978
DNAH9	9.4509	DNAH9	9.9104
removed	removed	DNAI1	7.287
DNAJA1	4870.387	DNAJA1	3312.6867
DNAJA2	1441.9442	DNAJA2	1958.1724
DNAJA3	1157.0657	DNAJA3	1355.6802
DNAJA4	2044.1044	DNAJA4	1894.338
DNAJB11	1904.1404	DNAJB11	1162.1366
DNAJB12	1632.7633	DNAJB12	1279.0206
DNAJB14	265.5266	DNAJB14	498.7248
DNAJB1	4897.3897	DNAJB1	2889.7471
DNAJB2	2024.7525	DNAJB2	1831.9609
DNAJB4	405.9406	DNAJB4	403.7018
DNAJB5	249.775	DNAJB5	190.3374
DNAJB6	2212.4212	DNAJB6	2228.9587
DNAJB9	715.1215	DNAJB9	1166.8003
DNAJC10	9810.081	DNAJC10	3572.3967
DNAJC11	880.27	DNAJC11	1092.9913
DNAJC12	980.6481	DNAJC12	492.6037
DNAJC13	1443.2943	DNAJC13	1695.5476
DNAJC14	1610.288	DNAJC14	1266.2741
DNAJC15	663.8164	DNAJC15	1088.9747
DNAJC16	447.7948	DNAJC16	1007.3599
DNAJC17	250.6751	DNAJC17	225.8981
DNAJC18	105.7606	DNAJC18	201.1222
DNAJC19	921.2421	DNAJC19	397.8722
DNAJC1	3783.9784	DNAJC1	862.4936
DNAJC21	1048.1548	DNAJC21	1304.671
DNAJC22	151.6652	DNAJC22	269.3289
DNAJC24	197.9118	DNAJC24	293.9911
DNAJC25	222.3222	DNAJC25	215.9848
