gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
TBC1D5	1558.7248	TBC1D5	1499.5769
TBC1D7	282.6115	TBC1D7	207.6164
TBC1D8B	186.227	TBC1D8B	147.8138
TBC1D8	1243.4036	TBC1D8	927.1274
TBC1D9B	2669.9812	TBC1D9B	4614.9506
TBC1D9	27275.0665	TBC1D9	5045.9803
TBCA	1043.2204	TBCA	1239.3042
TBCB	890.5709	TBCB	1063.3004
TBCCD1	265.1664	TBCCD1	214.0103
TBCC	360.6786	TBCC	396.803
TBCD	1563.9278	TBCD	1891.5468
TBCEL	410.8334	TBCEL	254.2548
TBCE	458.6986	TBCE	258.2454
TBCK	837.8342	TBCK	464.5943
TBK1	889.2669	TBK1	527.6916
TBKBP1	281.3032	TBKBP1	332.4871
TBL1XR1	5842.8191	TBL1XR1	2678.3263
TBL1X	693.0089	TBL1X	827.8326
TBL2	814.2527	TBL2	898.5425
TBL3	959.0475	TBL3	990.315
TBPL1	165.2929	TBPL1	209.4969
TBP	292.6425	TBP	241.4669
TBRG1	560.8574	TBRG1	906.441
TBRG4	628.4618	TBRG4	683.4039
TBX15	83.7368	TBX15	409.9671
TBX18	78.0671	TBX18	126.3752
TBX19	47.9742	TBX19	57.5458
TBX1	97.6929	TBX1	138.4109
TBX21	5.2335	TBX21	24.0715
TBX2	80.2477	TBX2	306.535
removed	removed	TBX3	996.709
TBX5	55.8245	TBX5	96.2858
TBX6	34.8903	TBX6	30.4654
TBXA2R	21.3703	TBXA2R	33.4744
TBXAS1	143.0503	TBXAS1	478.7964
TC2N	7224.0394	TC2N	1675.2233
TCEA1	2265.6897	TCEA1	1220.8745
TCEA2	307.0348	TCEA2	364.8331
TCEA3	1938.593	TCEA3	809.0268
TCEAL1	1095.992	TCEAL1	526.1871
TCEAL2	7.8503	TCEAL2	73.7189
TCEAL3	1278.73	TCEAL3	808.2746
TCEAL4	7817.6109	TCEAL4	3138.3169
TCEAL5	20.4981	TCEAL5	65.0682
TCEAL6	75.4503	TCEAL6	39.8684
TCEAL7	37.5071	TCEAL7	104.5604
TCEAL8	1088.5778	TCEAL8	1031.6878
TCEANC	78.5032	TCEANC	64.3159
TCEB1	517.2489	TCEB1	539.7273
TCEB2	1845.2615	TCEB2	1630.0893
TCEB3	1242.8235	TCEB3	1330.0122
TCERG1L	5.6697	TCERG1L	6.0179
TCERG1	755.8114	TCERG1	618.3357
TCF12	2627.6767	TCF12	1163.3286
removed	removed	TCF15	44.7579
TCF19	355.8812	TCF19	333.6154
TCF20	1502.028	TCF20	850.3996
TCF25	1150.9442	TCF25	2453.4086
TCF3	915.8707	TCF3	983.921
TCF4	1555.2357	TCF4	2372.5435
TCF7L1	186.227	TCF7L1	1229.5252
TCF7L2	522.0463	TCF7L2	933.5214
TCF7	159.6232	TCF7	547.2496
TCFL5	353.7006	TCFL5	406.9582
removed	removed	TCHH	6.394
TCHP	397.8063	TCHP	355.4528
TCIRG1	713.0708	TCIRG1	1126.4692
removed	removed	TCL1A	29.3371
TCN1	15462.5147	TCN1	2247.6728
TCN2	170.0903	TCN2	1443.1594
TCOF1	866.5882	TCOF1	1066.6667
TCP10L	24.4145	TCP10L	12.4118
TCP11L1	139.1949	TCP11L1	157.0663
TCP11L2	188.4077	TCP11L2	153.0795
TCP1	2973.1519	TCP1	3405.8524
TCTA	1131.7545	TCTA	1393.8881
TCTE3	34.0181	TCTE3	39.4922
TCTEX1D1	7.4142	TCTEX1D1	5.6417
TCTEX1D2	144.7948	TCTEX1D2	90.9939
TCTEX1D4	10.4671	removed	removed
TCTN1	934.9426	TCTN1	565.3032
TCTN2	826.4643	TCTN2	492.3366
TCTN3	1266.5184	TCTN3	1153.1735
removed	removed	TDGF1	10.9074
TDG	370.2735	TDG	237.7057
TDH	5.6697	removed	removed
TDO2	173.5793	TDO2	6.394
TDP1	406.9083	TDP1	371.9793
TDP2	1214.619	TDP2	774.8002
removed	removed	TDRD10	70.7099
TDRD1	9.5948	TDRD1	6.7701
TDRD3	486.7199	TDRD3	409.2149
TDRD5	328.8412	TDRD5	54.913
removed	removed	TDRD6	26.7043
TDRD7	585.285	TDRD7	348.284
removed	removed	TDRD9	35.355
TDRKH	1601.9015	TDRKH	296.756
TEAD1	1666.8847	TEAD1	2070.1457
TEAD2	1260.8487	TEAD2	900.7992
TEAD3	630.6424	TEAD3	708.6037
TEAD4	237.2541	TEAD4	156.4645
TECPR1	152.209	TECPR1	299.3888
TECPR2	631.9508	TECPR2	837.2355
TECR	1976.1001	TECR	2934.4617
TECTA	20.0619	TECTA	12.4118
TEC	22.2426	TEC	42.8773
TEF	596.1882	TEF	1308.5096
TEKT2	35.7626	TEKT2	6.0179
TEKT3	75.0142	TEKT3	13.1641
TEK	146.9754	TEK	933.8975
TELO2	426.9702	TELO2	569.8166
TENC1	999.1714	TENC1	4957.5929
TEP1	1020.5417	TEP1	669.1114
removed	removed	TEPP	6.7701
TERF1	635.4398	TERF1	450.5877
TERF2IP	1078.1107	TERF2IP	1789.1866
TERF2	443.9792	TERF2	583.733
TESC	19.6258	TESC	103.0559
TESK1	637.1844	TESK1	1712.835
TESK2	274.7612	TESK2	303.9022
TES	1184.9274	TES	1512.0376
TET1	66.2916	TET1	27.4565
TET2	1077.6746	TET2	378.7494
TET3	763.2256	TET3	390.0329
TEX10	326.6606	TEX10	297.1321
removed	removed	TEX14	9.779
TEX261	1685.6383	TEX261	2879.9248
TEX264	1202.4074	TEX264	1335.59
TEX2	2226.002	TEX2	1850.1175
TEX9	173.1432	TEX9	52.6563
TFAM	713.5069	TFAM	391.1613
TFAP2A	4456.5877	TFAP2A	996.3141
TFAP2B	476.2528	TFAP2B	893.653
TFAP2C	741.4192	TFAP2C	802.2567
TFAP2E	8.2864	TFAP2E	14.6685
TFAP4	168.7819	TFAP4	186.9299
TFB1M	185.3548	TFB1M	168.8764
TFB2M	813.8166	TFB2M	314.4335
TFCP2L1	197.1303	TFCP2L1	1040.3385
TFCP2	786.7766	TFCP2	603.6671
TFDP1	1429.1945	TFDP1	1051.9981
TFDP2	332.7664	TFDP2	282.0874
TFDP3	30.9652	TFDP3	21.0625
TFE3	1042.3481	TFE3	2985.2374
TFEB	207.1612	TFEB	562.6704
TFEC	89.8426	TFEC	107.1932
TFF1	3111.7798	TFF1	158.7212
TFF3	2227.7465	TFF3	844.7579
TFG	2030.6163	TFG	1802.7268
TFIP11	1374.783	TFIP11	1150.8829
TFPI2	165.729	TFPI2	460.3667
TFPI	120.3716	TFPI	1601.1283
TFPT	327.1272	TFPT	341.4386
TFR2	36.1987	TFR2	6.394
TFRC	3499.4985	TFRC	1691.0202
removed	removed	TF	1990.409
TGDS	176.1961	TGDS	190.315
TGFA	44.049	TGFA	138.0348
TGFB1I1	270.3999	TGFB1I1	1169.3465
TGFB1	564.3508	TGFB1	1208.8387
TGFB2	1230.3197	TGFB2	435.1669
TGFB3	934.6243	TGFB3	641.6549
TGFBI	3325.0469	TGFBI	3245.134
TGFBR1	2281.8265	TGFBR1	1597.7433
TGFBR2	1171.4423	TGFBR2	8325.3409
TGFBR3	768.023	TGFBR3	4561.166
TGFBRAP1	367.2206	TGFBRAP1	238.0818
TGIF1	1718.3479	TGIF1	974.142
TGIF2	487.928	TGIF2	546.4974
TGM1	9.5948	TGM1	34.6027
TGM2	480.6141	TGM2	1086.2247
removed	removed	TGM3	6.0179
removed	removed	TGM5	16.173
TGOLN2	9666.7975	TGOLN2	8288.4814
TGS1	455.7547	TGS1	367.0898
TG	6.1058	removed	removed
TH1L	1392.9958	TH1L	1575.9285
THADA	1313.6203	THADA	1041.0907
THAP10	84.609	THAP10	45.5101
THAP11	333.2025	THAP11	697.6963
THAP1	312.7044	THAP1	239.9624
THAP2	195.8219	THAP2	86.5068
THAP3	255.7809	THAP3	314.1025
THAP4	981.7262	THAP4	1143.3945
THAP5	865.2798	THAP5	477.6681
THAP6	335.8193	THAP6	180.536
THAP7	242.4877	THAP7	365.2581
THAP8	132.5832	THAP8	173.7659
THAP9	145.6671	THAP9	92.9008
THBD	1099.0449	THBD	1222.3789
THBS1	10464.9134	THBS1	11047.2967
THBS2	8630.1191	THBS2	4311.4245
THBS3	665.9994	THBS3	953.4593
THBS4	299.6206	THBS4	910.1984
THEM4	604.4747	THEM4	434.0386
THEMIS	8.2864	THEMIS	16.9252
THG1L	174.4516	THG1L	171.8853
THNSL1	304.8541	THNSL1	174.142
THNSL2	1352.4358	THNSL2	1422.8491
THOC1	594.0076	THOC1	342.6422
THOC2	1969.5582	THOC2	808.6507
THOC3	908.0204	THOC3	861.307
THOC4	484.9754	THOC4	743.2064
THOC5	431.3315	THOC5	651.8101
THOC6	578.9001	THOC6	376.2219
THOC7	887.5224	THOC7	775.1763
THOP1	334.0748	THOP1	592.3836
THPO	51.4632	THPO	11.2835
THRAP3	4609.4466	THRAP3	3699.4828
THRA	470.4697	THRA	1471.338
THRB	558.245	THRB	1020.7804
THRSP	10.031	THRSP	3767.9361
THSD1P1	86.3535	THSD1P1	97.4744
THSD1	77.6309	THSD1	213.2581
THSD4	4312.0066	THSD4	1173.1077
THSD7A	29.6568	THSD7A	72.5905
THSD7B	7.8503	THSD7B	74.095
THTPA	408.6528	THTPA	493.465
THUMPD1	2858.8251	THUMPD1	1343.8646
THUMPD2	255.5715	THUMPD2	137.6587
THUMPD3	1108.2036	THUMPD3	789.0926
THY1	3211.6534	THY1	2484.6262
THYN1	533.8218	THYN1	824.0715
TIA1	1893.6718	TIA1	940.6676
TIAF1	210.9119	TIAF1	398.2736
TIAL1	1607.5712	TIAL1	1067.0428
TIAM1	390.7715	TIAM1	349.4123
TIAM2	80.0253	TIAM2	67.3211
TICAM1	521.6102	TICAM1	458.4861
TICAM2	179.3929	TICAM2	129.4518
TIE1	254.6993	TIE1	1736.1542
removed	removed	TIFAB	9.779
TIFA	732.2605	TIFA	305.0306
TIGD1	63.6748	TIGD1	67.3249
TIGD2	92.4593	TIGD2	160.9779
TIGD3	7.8503	TIGD3	6.7701
TIGD4	19.1897	TIGD4	7.5223
TIGD5	99.4374	TIGD5	139.9154
TIGD6	359.3702	TIGD6	212.882
TIGD7	268.9171	TIGD7	245.9013
TIGIT	13.52	TIGIT	53.7847
removed	removed	TIMD4	34.6027
TIMELESS	673.3831	TIMELESS	378.7494
TIMM10	476.2528	TIMM10	585.2374
TIMM13	682.9779	TIMM13	919.2252
TIMM16	140.6996	TIMM16	151.229
TIMM17A	1592.3067	TIMM17A	892.9008
TIMM17B	504.165	TIMM17B	477.6681
TIMM22	485.4115	TIMM22	491.2083
TIMM44	360.2425	TIMM44	472.7786
TIMM50	518.5573	TIMM50	630.7475
TIMM8A	108.5961	TIMM8A	72.9666
TIMM8B	440.9263	TIMM8B	551.3869
TIMM9	494.5702	TIMM9	551.0108
TIMP1	4482.533	TIMP1	5425.4819
TIMP2	7944.0883	TIMP2	18172.4495
TIMP3	19686.4233	TIMP3	28711.2365
TIMP4	36.6348	TIMP4	3951.481
TINAGL1	378.996	TINAGL1	2198.0254
TINF2	1206.3326	TINF2	1497.3202
TIPARP	597.0518	TIPARP	1215.6013
TIPIN	88.5342	TIPIN	69.5816
TIPRL	2006.193	TIPRL	791.3493
TIRAP	350.2115	TIRAP	136.1542
TJAP1	482.3586	TJAP1	644.6638
TJP1	2290.113	TJP1	2056.9817
TJP2	1405.6435	TJP2	2201.4104
TJP3	897.5533	TJP3	471.2741
TK1	767.5869	TK1	430.2774
TK2	646.7792	TK2	2345.4631
TKT	2005.3208	TKT	7078.5143
TLCD1	97.6929	TLCD1	77.8561
TLE1	415.1947	TLE1	1439.3982
TLE2	234.2012	TLE2	1623.3192
TLE3	3815.6919	TLE3	1782.4165
TLE4	160.0593	TLE4	500.2351
TLE6	92.4593	TLE6	43.2534
TLK1	2312.7917	TLK1	1135.496
TLK2	626.7173	TLK2	481.4292
TLL1	91.5871	TLL1	260.6488
TLL2	40.56	removed	removed
TLN1	5806.6204	TLN1	16181.6643
TLN2	860.0331	TLN2	3216.5491
TLR10	15.2645	TLR10	72.2144
TLR1	174.4516	TLR1	191.8195
TLR2	221.9896	TLR2	391.5374
TLR3	264.7303	TLR3	220.4043
TLR4	169.6541	TLR4	855.2891
TLR5	396.0051	TLR5	320.4513
TLR6	64.5471	TLR6	24.4476
TLR7	152.6451	TLR7	231.3117
TLR8	14.8284	TLR8	69.9577
TLR9	8.8316	TLR9	46.1194
TM2D1	400.3663	TM2D1	296.0038
TM2D2	983.0346	TM2D2	978.2793
TM2D3	798.5521	TM2D3	791.3493
TM4SF18	968.2062	TM4SF18	480.677
TM4SF19	7.4709	TM4SF19	159.0973
TM4SF1	9395.9614	TM4SF1	6510.2022
TM6SF1	139.1251	TM6SF1	162.1063
TM6SF2	11.3394	removed	removed
TM7SF2	344.978	TM7SF2	790.5971
TM7SF3	2021.0214	TM7SF3	1458.204
removed	removed	TM7SF4	33.8505
TM9SF1	2262.192	TM9SF1	1938.7193
TM9SF2	5319.9006	TM9SF2	4034.6027
TM9SF3	6277.6397	TM9SF3	4981.6643
TM9SF4	2032.7969	TM9SF4	1898.6366
TMBIM1	1686.0744	TMBIM1	8866.5726
TMBIM4	2245.6496	TMBIM4	1788.4382
TMBIM6	26985.4769	TMBIM6	25276.9158
removed	removed	TMC2	10.9074
TMC3	97.6929	TMC3	10.1551
TMC4	1916.7866	TMC4	914.7156
TMC5	4865.4542	TMC5	672.1204
TMC6	460.9883	TMC6	814.2924
TMC7	23.1148	TMC7	64.6921
TMC8	68.4722	TMC8	391.5374
TMCC1	1040.1675	TMCC1	713.4932
TMCC2	20.9342	TMCC2	49.6474
TMCC3	338.8722	TMCC3	727.7856
TMCO1	5265.3844	TMCO1	2367.654
TMCO3	2599.7645	TMCO3	1313.023
TMCO4	516.3766	TMCO4	788.7165
TMCO6	136.0722	TMCO6	171.8853
TMCO7	160.4954	TMCO7	291.8665
TMED10P1	50.1548	TMED10P1	20.3103
TMED10	9396.3976	TMED10	7705.1246
TMED1	467.5171	TMED1	606.2586
TMED2	7405.9052	TMED2	5138.8811
TMED3	3709.2765	TMED3	2571.5092
TMED4	906.712	TMED4	925.9991
TMED5	1743.6434	TMED5	1451.7988
TMED7-TICAM2	69.061	TMED7-TICAM2	110.9506
TMED7	3466.0561	TMED7	1834.6328
TMED8	556.9366	TMED8	364.8331
TMED9	3226.0456	TMED9	3919.1349
TMEFF1	53.0813	TMEFF1	24.8087
TMEM100	5.6697	TMEM100	557.0287
TMEM101	985.2152	TMEM101	911.7066
TMEM102	255.1354	TMEM102	257.6399
TMEM104	439.618	TMEM104	564.9271
TMEM105	6.9781	removed	removed
TMEM106A	126.4774	TMEM106A	162.8585
TMEM106B	3277.945	TMEM106B	1105.7828
TMEM106C	1401.2822	TMEM106C	1022.661
TMEM107	355.0089	TMEM107	233.5684
TMEM108	17.8813	TMEM108	32.7221
TMEM109	2233.4162	TMEM109	4513.023
TMEM110	214.0652	TMEM110	224.1655
TMEM111	1159.6668	TMEM111	1764.7391
TMEM115	1120.8513	TMEM115	1507.0992
TMEM116	418.2476	TMEM116	292.2426
TMEM117	54.5161	TMEM117	92.1486
TMEM119	557.3728	TMEM119	974.8942
TMEM11	338.8722	TMEM11	590.1269
TMEM120A	580.4876	TMEM120A	1310.3902
TMEM120B	261.202	TMEM120B	744.1016
TMEM121	81.12	TMEM121	63.9398
TMEM123	8414.6714	TMEM123	3870.992
TMEM125	579.1792	TMEM125	301.6455
TMEM126A	272.1444	TMEM126A	317.8185
TMEM126B	544.725	TMEM126B	480.3009
TMEM127	2693.0961	TMEM127	2840.4325
TMEM128	621.4837	TMEM128	556.6526
TMEM129	742.7276	TMEM129	1253.2205
TMEM130	58.4413	TMEM130	18.8058
TMEM131	1562.6499	TMEM131	1229.149
TMEM132A	871.3856	TMEM132A	491.9605
TMEM132B	13.9561	removed	removed
TMEM132C	10.031	TMEM132C	1130.2304
removed	removed	TMEM132E	5.2656
TMEM133	58.8774	TMEM133	133.1453
TMEM134	522.9186	TMEM134	534.8378
TMEM135	1478.0409	TMEM135	815.0447
TMEM136	192.769	TMEM136	175.6465
TMEM138	443.5431	TMEM138	611.1895
TMEM139	72.3974	TMEM139	201.5985
TMEM140	449.1212	TMEM140	1398.0743
TMEM141	1151.8165	TMEM141	909.4499
TMEM143	95.0761	TMEM143	188.4344
TMEM144	1279.1661	TMEM144	382.8867
TMEM145	14.8284	removed	removed
TMEM147	907.5843	TMEM147	1513.8693
TMEM149	71.5993	TMEM149	145.0193
TMEM14A	660.2992	TMEM14A	385.1434
TMEM14B	803.7856	TMEM14B	792.8538
TMEM14C	1554.7996	TMEM14C	2170.5689
TMEM150A	247.7212	TMEM150A	404.7015
removed	removed	TMEM150B	17.3014
TMEM150C	36.1987	TMEM150C	257.6399
TMEM151B	10.0353	TMEM151B	16.7898
TMEM154	213.267	TMEM154	129.7602
removed	removed	TMEM156	40.6206
TMEM158	157.8787	TMEM158	43.6295
TMEM159	1335.8629	TMEM159	1207.3343
TMEM160	73.2697	TMEM160	128.6319
TMEM161A	311.8322	TMEM161A	573.5778
TMEM161B	338.436	TMEM161B	157.969
TMEM163	5.2335	TMEM163	35.355
TMEM164	631.0785	TMEM164	1157.6869
TMEM165	1234.681	TMEM165	1055.0071
TMEM167A	2378.211	TMEM167A	1862.1533
TMEM167B	1991.8008	TMEM167B	1458.204
TMEM168	818.1779	TMEM168	655.9473
TMEM169	19.6258	TMEM169	27.8326
TMEM170A	251.6464	TMEM170A	397.5552
TMEM170B	256.4438	TMEM170B	330.9826
removed	removed	TMEM171	5.2656
TMEM173	515.0683	TMEM173	1048.237
TMEM175	293.5148	TMEM175	607.0522
TMEM176A	78.5032	TMEM176A	677.386
TMEM176B	248.5935	TMEM176B	1568.4062
TMEM177	235.0735	TMEM177	150.8228
TMEM178	11.7755	TMEM178	91.3963
TMEM179B	966.8978	TMEM179B	1311.8947
TMEM17	93.7677	TMEM17	67.3249
TMEM180	20.4981	TMEM180	71.086
TMEM181	2027.9995	TMEM181	1185.5195
TMEM182	117.7548	TMEM182	97.4142
TMEM183A	1625.4525	TMEM183A	1001.9746
TMEM184A	229.7265	TMEM184A	164.9986
TMEM184B	1657.8307	TMEM184B	2240.4551
TMEM184C	704.7843	TMEM184C	489.3277
TMEM185A	693.445	TMEM185A	713.1171
TMEM185B	532.0773	TMEM185B	514.5275
TMEM186	406.4722	TMEM186	264.7861
TMEM187	278.6864	TMEM187	430.6535
TMEM188	161.3677	TMEM188	253.5026
TMEM189	391.6438	TMEM189	1134.3677
TMEM18	417.8028	TMEM18	657.0757
TMEM191A	15.2645	TMEM191A	19.1819
TMEM192	701.2953	TMEM192	544.9929
TMEM194A	702.6037	TMEM194A	355.4302
TMEM194B	84.609	TMEM194B	100.7992
removed	removed	TMEM195	19.1819
TMEM198	40.9961	TMEM198	48.519
TMEM199	509.3986	TMEM199	432.158
TMEM19	921.1043	TMEM19	916.9723
TMEM200A	117.3187	TMEM200A	138.4109
TMEM200B	65.2754	TMEM200B	254.9807
removed	removed	TMEM200C	21.4386
TMEM201	237.2541	TMEM201	341.89
TMEM203	872.694	TMEM203	956.8406
TMEM204	156.5703	TMEM204	517.9126
TMEM205	1554.7996	TMEM205	1598.8717
TMEM206	176.6322	TMEM206	163.9868
TMEM208	361.987	TMEM208	610.0611
TMEM209	976.0565	TMEM209	523.1782
TMEM20	10.4671	TMEM20	97.4142
TMEM213	73.1301	TMEM213	12.0357
TMEM214	2063.3259	TMEM214	3385.0494
TMEM215	22.6787	removed	removed
TMEM216	188.4077	TMEM216	245.9803
TMEM217	7.0871	TMEM217	14.9995
TMEM218	335.3831	TMEM218	448.7071
TMEM219	2594.0948	TMEM219	2623.0371
TMEM220	61.058	TMEM220	352.4213
TMEM222	673.8192	TMEM222	1005.3597
TMEM223	215.0116	TMEM223	280.583
TMEM229B	302.6735	TMEM229B	235.8251
TMEM22	23.551	TMEM22	264.41
TMEM231	172.6896	TMEM231	217.3653
TMEM232	28.3484	TMEM232	9.4029
removed	removed	TMEM233	7.8984
TMEM25	2092.1104	TMEM25	937.6587
TMEM26	703.6766	TMEM26	217.7339
TMEM27	24.8593	TMEM27	21.0625
TMEM2	817.7417	TMEM2	1146.0273
TMEM30A	5363.9496	TMEM30A	3548.284
TMEM30B	1995.2898	TMEM30B	847.7668
TMEM33	2190.6756	TMEM33	1216.3611
TMEM35	23.9871	TMEM35	33.8505
TMEM37	104.6709	TMEM37	2744.8989
TMEM38A	12.6477	TMEM38A	38.74
TMEM38B	517.2489	TMEM38B	123.7424
TMEM39A	511.1431	TMEM39A	514.9036
TMEM39B	194.0774	TMEM39B	377.9972
removed	removed	TMEM40	27.0804
TMEM41A	1031.881	TMEM41A	573.5778
TMEM41B	1258.6681	TMEM41B	535.59
TMEM42	156.1342	TMEM42	295.6276
TMEM43	1690.8718	TMEM43	4061.307
TMEM44	110.3406	TMEM44	234.6968
TMEM45A	465.3496	TMEM45A	443.4415
TMEM45B	310.9599	TMEM45B	196.709
TMEM47	306.5986	TMEM47	1118.9469
TMEM48	536.0024	TMEM48	207.9925
TMEM49	3369.9682	TMEM49	2033.2863
TMEM50A	3348.5978	TMEM50A	2720.0752
TMEM50B	1581.8745	TMEM50B	1149.4123
TMEM51	245.1045	TMEM51	242.2191
TMEM52	6.5419	TMEM52	8.6507
TMEM53	230.468	TMEM53	263.6276
TMEM54	513.7599	TMEM54	681.1472
TMEM55A	58.0051	TMEM55A	326.4692
TMEM55B	498.9315	TMEM55B	622.0969
TMEM56	176.6322	TMEM56	434.7908
TMEM57	1543.0241	TMEM57	882.3695
TMEM59L	13.0839	removed	removed
TMEM59	8169.1308	TMEM59	7553.1735
TMEM5	267.7832	TMEM5	307.2873
TMEM60	387.2825	TMEM60	378.7494
TMEM61	11.3394	TMEM61	45.5101
TMEM62	1007.8939	TMEM62	937.2826
TMEM63A	1770.2473	TMEM63A	1189.2807
TMEM63B	1290.0693	TMEM63B	869.2055
TMEM63C	1413.93	TMEM63C	400.1881
TMEM64	383.3573	TMEM64	560.0376
TMEM65	426.9702	TMEM65	283.2158
TMEM66	6517.9467	TMEM66	7363.6107
TMEM67	369.8373	TMEM67	127.8796
TMEM68	466.6579	TMEM68	268.1711
TMEM69	686.4669	TMEM69	481.4292
TMEM70	436.1289	TMEM70	489.7038
TMEM71	12.2116	TMEM71	66.9488
TMEM79	607.0915	TMEM79	246.3564
TMEM80	283.4838	TMEM80	405.0776
TMEM81	50.591	TMEM81	50.0235
TMEM84	791.574	TMEM84	150.4466
TMEM85	1268.4766	TMEM85	1269.134
TMEM86A	522.9186	TMEM86A	428.9685
TMEM86B	20.0619	TMEM86B	53.7847
TMEM87A	3979.6764	TMEM87A	2277.7621
TMEM87B	2239.522	TMEM87B	1029.4311
TMEM88	6.5419	TMEM88	207.6164
TMEM8A	837.8037	TMEM8A	933.8975
TMEM8B	731.8243	TMEM8B	713.8693
TMEM90B	147.4116	TMEM90B	27.0804
TMEM91	111.649	TMEM91	202.4485
TMEM92	10.4671	removed	removed
TMEM93	217.4626	TMEM93	285.2393
TMEM97	532.086	TMEM97	240.9892
TMEM98	945.9636	TMEM98	877.48
TMEM99	437.4373	TMEM99	308.4156
TMEM9B	2030.6163	TMEM9B	1441.2788
TMEM9	4584.1511	TMEM9	2141.2318
TMF1	1815.1686	TMF1	710.8604
removed	removed	TMIE	12.788
removed	removed	TMIGD2	12.4118
TMLHE	199.747	TMLHE	193.7
TMOD1	98.4081	TMOD1	720.7522
TMOD2	129.9664	TMOD2	532.5811
TMOD3	1693.9247	TMOD3	1051.9981
TMPO	1232.1514	TMPO	673.9746
TMPPE	49.2826	TMPPE	20.3103
removed	removed	TMPRSS11D	8.6507
TMPRSS13	355.0089	TMPRSS13	326.4692
TMPRSS2	246.849	TMPRSS2	445.322
TMPRSS3	865.7159	TMPRSS3	288.1053
TMPRSS4	17.8813	TMPRSS4	84.2501
removed	removed	TMPRSS5	23.6953
TMPRSS6	156.5703	TMPRSS6	69.2055
removed	removed	TMPRSS9	7.9022
TMSB10	11239.4784	TMSB10	18856.2294
TMSB15A	12.6477	TMSB15A	10.1551
TMSB15B	60.4998	TMSB15B	27.0804
TMSL3	28726.0674	TMSL3	40239.9624
TMTC1	180.5574	TMTC1	1510.1081
TMTC2	819.0501	TMTC2	254.2548
TMTC3	1020.9778	TMTC3	464.504
TMTC4	696.0618	TMTC4	360.6958
TMUB1	370.7096	TMUB1	560.7898
TMUB2	600.1134	TMUB2	904.9365
TMX1	1502.9003	TMX1	899.2948
TMX2	2243.4472	TMX2	2003.5731
TMX3	1454.0538	TMX3	1135.8721
TMX4	782.4153	TMX4	775.9285
TNC	7126.3465	TNC	4074.095
TNFAIP1	1575.2497	TNFAIP1	1463.9812
TNFAIP2	823.4114	TNFAIP2	1956.5585
TNFAIP3	433.9483	TNFAIP3	893.653
TNFAIP6	228.5316	TNFAIP6	122.614
TNFAIP8L1	185.3548	TNFAIP8L1	189.5628
TNFAIP8L2	50.591	TNFAIP8L2	145.181
TNFAIP8L3	44.4851	TNFAIP8L3	135.402
TNFAIP8	256.0077	TNFAIP8	530.3244
TNFRSF10A	117.3187	TNFRSF10A	84.6262
TNFRSF10B	646.3431	TNFRSF10B	1059.1443
TNFRSF10C	47.5381	TNFRSF10C	73.7189
TNFRSF10D	28.3484	TNFRSF10D	290.362
TNFRSF11A	37.071	TNFRSF11A	101.5515
TNFRSF11B	236.818	TNFRSF11B	215.8909
TNFRSF12A	750.1417	TNFRSF12A	538.9751
removed	removed	TNFRSF13B	39.4922
removed	removed	TNFRSF13C	17.3014
TNFRSF14	591.2207	TNFRSF14	1059.118
removed	removed	TNFRSF17	59.4264
TNFRSF18	92.4593	TNFRSF18	62.4354
TNFRSF19	1838.2834	TNFRSF19	375.3644
TNFRSF1A	1804.2653	TNFRSF1A	3435.0729
TNFRSF1B	308.3431	TNFRSF1B	2156.2764
TNFRSF21	443.5431	TNFRSF21	1935.8721
TNFRSF25	25.7316	TNFRSF25	110.9544
TNFRSF4	21.3703	TNFRSF4	46.2623
TNFRSF6B	35.889	TNFRSF6B	55.3832
TNFRSF8	6.1058	TNFRSF8	114.7156
TNFRSF9	7.8503	TNFRSF9	8.2746
TNFSF10	7862.5322	TNFSF10	3757.7809
removed	removed	TNFSF11	6.7701
TNFSF12-TNFSF13	14.824	TNFSF12-TNFSF13	201.7
TNFSF12	428.4967	TNFSF12	1375.8007
TNFSF13B	29.6568	TNFSF13B	107.1932
TNFSF13	1062.1963	TNFSF13	985.3578
removed	removed	TNFSF14	7.1462
TNFSF15	10.4671	removed	removed
TNFSF4	326.6606	TNFSF4	42.5012
TNFSF8	19.6258	TNFSF8	71.4622
TNFSF9	6.9781	TNFSF9	13.5402
TNF	22.2426	TNF	27.0804
TNIK	558.6811	TNIK	147.8138
TNIP1	2082.0795	TNIP1	7523.4603
TNIP2	478.8696	TNIP2	761.26
TNK1	889.2669	TNK1	462.9995
TNK2	974.0765	TNK2	1421.7057
TNKS1BP1	6043.4384	TNKS1BP1	6967.1838
TNKS2	1756.7273	TNKS2	1186.2717
TNKS	1777.9624	TNKS	959.0973
removed	removed	TNMD	662.3413
removed	removed	TNNC2	36.8594
TNNI1	57.1329	TNNI1	28.961
removed	removed	TNNI2	18.4297
TNNI3K	57.7129	TNNI3K	44.0433
TNNI3	7.8503	removed	removed
TNNT1	203.2361	TNNT1	31.2177
removed	removed	TNNT3	127.5035
TNN	487.156	TNN	123.3662
TNPO1	3448.0352	TNPO1	1924.9647
TNPO2	1303.1532	TNPO2	1783.1688
TNPO3	1167.081	TNPO3	851.9041
TNRC18	3074.2728	TNRC18	2866.7607
