gene_id	TCGA-BH-A204-01A-11R-A157-07	gene_id	TCGA-BH-A204-11A-53R-A157-07
MSMP	37.9072	MSMP	40.619
MSN	4114.4025	MSN	12972.5338
MSR1	1112.927	MSR1	282.7853
MSRA	41.312	MSRA	305.9961
MSRB2	380.6605	MSRB2	724.1779
MSRB3	872.3187	MSRB3	3724.9516
removed	removed	MST1P2	17.795
removed	removed	MST1R	49.5164
MST1	24.9688	MST1	26.3056
MST4	813.3016	MST4	124.5648
removed	removed	MSTN	22.0503
MSTO1	639.596	MSTO1	689.9072
MSTO2P	107.7085	MSTO2P	60.766
MSX1	180.6832	MSX1	411.2186
MSX2	36.3182	MSX2	79.6905
MT1A	36.7722	MT1A	181.4313
MT1E	734.0824	MT1E	1163.6364
MT1F	175.6895	MT1F	63.8298
MT1G	271.4788	MT1G	12.766
removed	removed	MT1L	88.9749
removed	removed	MT1M	485.1064
MT1X	182.0452	MT1X	3812.766
MT2A	1151.0612	MT2A	4760.1547
MTA1	182.7261	MTA1	852.9981
MTA2	1770.0602	MTA2	1586.4603
MTA3	1875.383	MTA3	786.8472
MTAP	846.8959	MTAP	617.0213
MTBP	277.8345	MTBP	64.2166
MTCH1	3001.7024	MTCH1	3637.5242
MTCH2	2904.7781	MTCH2	1525.3385
MTCP1NB	243.9678	MTCP1NB	352.0116
MTCP1	11.6218	MTCP1	20.9091
MTDH	8743.162	MTDH	3839.4584
MTERFD1	851.4357	MTERFD1	271.5667
MTERFD2	410.3961	MTERFD2	411.9923
MTERFD3	451.0271	MTERFD3	407.7369
MTERF	216.7745	MTERF	97.4855
MTF1	418.7947	MTF1	776.4023
MTF2	558.8469	MTF2	338.4913
MTFMT	226.989	MTFMT	227.0793
MTFR1	1117.0287	MTFR1	416.6344
MTG1	214.9586	MTG1	275.0484
MTHFD1L	590.6254	MTHFD1L	233.6557
MTHFD1	1904.9393	MTHFD1	3615.8646
MTHFD2L	330.723	MTHFD2L	195.3462
MTHFD2	3523.9995	MTHFD2	606.9632
MTHFR	186.585	MTHFR	637.1373
MTHFSD	105.0959	MTHFSD	216.6344
MTHFS	427.6473	MTHFS	303.675
MTIF2	979.2305	MTIF2	744.6809
MTIF3	988.5371	MTIF3	1013.5397
MTL5	541.8227	MTL5	34.4294
MTM1	401.7705	MTM1	428.2398
MTMR10	1211.5129	MTMR10	1943.9072
MTMR11	90.3416	MTMR11	172.9207
MTMR12	1254.3412	MTMR12	2100.1934
MTMR14	640.7899	MTMR14	806.9632
MTMR15	957.3669	MTMR15	598.4526
MTMR1	1649.756	MTMR1	496.325
MTMR2	1292.4753	MTMR2	1132.6886
MTMR3	1581.6593	MTMR3	1943.5203
MTMR4	1426.8528	MTMR4	754.7389
MTMR6	1771.8761	MTMR6	964.7969
MTMR7	22.4288	MTMR7	40.4836
removed	removed	MTMR8	14.7002
MTMR9L	63.5569	MTMR9L	133.8491
MTMR9	753.7782	MTMR9	608.8433
MTO1	455.3399	MTO1	394.971
MTOR	1371.9215	MTOR	1582.5919
MTP18	109.7356	MTP18	68.2708
MTPAP	833.2766	MTPAP	439.4584
MTRF1L	368.1761	MTRF1L	348.1625
MTRF1	194.7566	MTRF1	79.6905
MTRR	725.9108	MTRR	675.8221
MTR	1904.8916	MTR	1504.4487
MTSS1L	532.2892	MTSS1L	700.9671
MTSS1	1796.6111	MTSS1	1354.3482
MTUS1	1500.1702	MTUS1	3811.2186
MTUS2	19.5211	MTUS2	8.5106
MTX1	397.6847	MTX1	505.6093
MTX2	836.6814	MTX2	464.6035
MTX3	1702.6444	MTX3	565.9574
removed	removed	MUC12	5.4159
MUC15	456.7018	MUC15	102.1277
removed	removed	MUC16	59.5745
MUC1	2619.6799	MUC1	534.236
MUC20	29.5086	MUC20	43.7137
MUC2	21.7909	removed	removed
MUC5B	588.1285	MUC5B	80.4642
removed	removed	MUC6	129.9807
removed	removed	MUCL1	2467.3114
MUDENG	1109.2952	MUDENG	742.3598
MUL1	435.5919	MUL1	842.94
MUM1L1	179.7753	MUM1L1	60.735
MUM1	258.3135	MUM1	713.7331
MURC	29.9625	removed	removed
MUS81	283.2823	MUS81	283.559
MUSTN1	14.1687	MUSTN1	118.147
MUTED	528.6982	MUTED	309.0909
MUTYH	32.0054	MUTYH	98.1509
MUT	1959.369	MUT	1176.4023
MVD	38.8151	MVD	131.528
MVK	185.677	MVK	186.4603
MVP	815.5714	MVP	2257.6402
MX1	151.1747	MX1	794.971
MX2	115.5374	MX2	715.2805
MXD1	670.0715	MXD1	491.6828
MXD3	83.2005	MXD3	41.0832
MXD4	376.1208	MXD4	2271.5667
MXI1	1389.6266	MXI1	1579.1103
MXRA5	8525.0255	MXRA5	6161.3153
MXRA7	1229.1454	MXRA7	5598.0658
MXRA8	482.3516	MXRA8	4242.1663
MYADM	6626.9436	MYADM	22765.1838
MYBBP1A	772.5162	MYBBP1A	522.205
MYBL1	611.5083	MYBL1	49.9033
MYBL2	305.7542	MYBL2	26.3056
MYBPC1	36.3182	MYBPC1	167.118
MYB	2732.4935	MYB	232.4952
MYCBP2	2379.5256	MYCBP2	6316.0542
removed	removed	MYCBPAP	5.029
MYCBP	885.82	MYCBP	409.6712
MYCL1	7.4906	MYCL1	21.6634
MYCN	31.3245	MYCN	10.058
MYCT1	292.8158	MYCT1	1449.5164
MYC	2015.6622	MYC	9861.8956
MYD88	1073.2039	MYD88	841.3926
MYEF2	1508.957	MYEF2	188.9981
MYEOV2	515.946	MYEOV2	526.1122
MYEOV	32.9134	MYEOV	204.2553
MYH10	3284.0767	MYH10	4676.2089
MYH11	1302.5514	MYH11	8173.617
MYH14	884.5761	MYH14	1225.5319
removed	removed	MYH15	5.8027
removed	removed	MYH1	111.7988
MYH2	5.9017	removed	removed
removed	removed	MYH3	33.2689
removed	removed	MYH7B	21.2766
MYH7	9.7605	removed	removed
MYH9	13156.0549	MYH9	25803.0948
MYL12A	3579.8434	MYL12A	6877.7563
MYL12B	5447.2818	MYL12B	7072.3404
MYL1	10.6685	removed	removed
MYL2	12.9384	removed	removed
removed	removed	MYL3	25.9188
removed	removed	MYL4	6.1896
MYL5	28.7799	MYL5	148.0348
MYL6B	289.638	MYL6B	277.7563
MYL6	5622.7443	MYL6	19936.9439
removed	removed	MYL7	13.9265
MYL9	1665.8722	MYL9	13346.6151
MYLIP	806.7189	MYLIP	1145.4545
removed	removed	MYLK3	10.4449
MYLK4	16.1162	MYLK4	30.1741
MYLK	1791.1701	MYLK	6503.6596
MYNN	688.6846	MYNN	456.4797
MYO10	545.0006	MYO10	1143.5203
MYO15A	18.8401	MYO15A	5.029
MYO15B	81.2621	MYO15B	627.0793
MYO16	9.0796	MYO16	145.4545
MYO18A	735.3694	MYO18A	1204.0348
MYO18B	48.5756	removed	removed
MYO19	1510.9409	MYO19	278.6692
MYO1B	2487.3454	MYO1B	2492.4565
MYO1C	3939.3939	MYO1C	13981.8182
MYO1D	4252.6387	MYO1D	1501.354
MYO1E	608.1035	MYO1E	969.4391
MYO1F	77.6302	MYO1F	126.1122
MYO1G	35.6373	MYO1G	29.0135
removed	removed	MYO1H	13.9265
MYO3B	382.2495	removed	removed
MYO5A	1293.3833	MYO5A	1340.0387
MYO5B	1394.1664	MYO5B	344.6809
MYO5C	1032.2461	MYO5C	1568.3985
MYO6	7217.5689	MYO6	1457.6402
MYO7A	37.4532	MYO7A	186.0735
removed	removed	MYO7B	23.9845
MYO9A	859.8343	MYO9A	944.294
MYO9B	570.6503	MYO9B	1307.1567
MYOCD	7.7176	MYOCD	107.9304
removed	removed	MYOC	2840.2321
MYOF	11035.0698	MYOF	6181.8182
MYOM1	22.2449	MYOM1	917.6015
removed	removed	MYOM2	10.058
MYOM3	27.0117	MYOM3	10.4449
MYOT	12.0304	MYOT	8.8975
MYOZ1	9.0796	MYOZ1	16.6344
MYOZ2	11.5764	MYOZ2	5.029
MYOZ3	284.6442	MYOZ3	16.6344
MYPOP	92.6115	MYPOP	82.7853
MYRIP	350.698	MYRIP	484.7195
MYSM1	176.3704	MYSM1	164.7969
MYST1	638.293	MYST1	510.6383
MYST2	2695.0403	MYST2	1138.1044
MYST3	9427.5338	MYST3	2438.6847
MYST4	5529.9058	MYST4	1333.8491
MYT1	481.4436	removed	removed
MZF1	87.4067	MZF1	130.2476
N4BP1	570.8773	N4BP1	1476.2089
N4BP2L1	139.3712	N4BP2L1	622.824
N4BP2L2	1495.4035	N4BP2L2	1550.4836
N4BP2	1405.5158	N4BP2	228.2398
N4BP3	328.6801	N4BP3	80.4642
N6AMT1	1205.3115	N6AMT1	194.5841
N6AMT2	191.1247	N6AMT2	188.7814
NAA10	416.0708	NAA10	520.3095
NAA15	3018.4996	NAA15	846.4217
NAA16	444.2175	NAA16	252.9981
NAA20	1632.5048	NAA20	802.7079
NAA25	1337.1921	NAA25	438.2979
NAA30	968.108	NAA30	623.9845
NAA35	1025.3093	NAA35	307.9304
NAA38	895.4716	NAA38	392.6499
NAA40	658.2681	NAA40	236.7505
NAA50	2784.02	NAA50	2940.4255
NAAA	153.2176	NAAA	555.5126
removed	removed	NAALAD2	300.9671
NAALADL1	9.5335	NAALADL1	90.1354
NAALADL2	489.1613	NAALADL2	264.9903
NAB1	905.9131	NAB1	1666.5377
NAB2	184.996	NAB2	347.7756
NACA2	37.6802	NACA2	29.7872
NACAD	6.3557	NACAD	220.5029
NACAP1	96.6973	NACAP1	125.7253
NACA	11100.6696	NACA	14299.4197
NACC1	620.8149	NACC1	522.2437
NACC2	27.2387	NACC2	79.6905
NADK	461.9226	NADK	1645.648
NADSYN1	457.1558	NADSYN1	553.1915
NAE1	724.7758	NAE1	732.3017
NAF1	295.0857	NAF1	241.0058
NAGA	1058.2227	NAGA	767.5048
NAGK	533.4241	NAGK	686.6538
NAGLU	518.6698	NAGLU	1033.2689
NAGPA	49.4836	NAGPA	168.2785
NAGS	27.2387	NAGS	8.5106
NAIF1	120.0772	NAIF1	171.3733
NAIP	46.5327	NAIP	37.5242
NALCN	85.3479	NALCN	32.1083
NAMPT	1290.6594	NAMPT	4729.5938
NANOS1	156.8494	NANOS1	249.5164
NANP	242.4242	NANP	189.1683
NANS	625.1277	NANS	624.7582
NAP1L1	12582.6807	NAP1L1	7664.6035
NAP1L2	6.3557	NAP1L2	108.3172
NAP1L3	66.0538	NAP1L3	140.8124
NAP1L4	3929.8604	NAP1L4	1782.205
NAP1L5	165.929	NAP1L5	223.9845
removed	removed	NAP1L6	5.8027
NAPA	3372.0577	NAPA	2490.5338
NAPB	4237.4305	NAPB	234.0426
NAPEPLD	740.5539	NAPEPLD	349.648
NAPG	771.7626	NAPG	750.4836
NAPRT1	71.0476	NAPRT1	333.4623
NAPSB	163.4321	NAPSB	50.677
NARFL	310.5209	NARFL	239.4584
NARF	376.3477	NARF	643.3269
removed	removed	NARG2	1138.4913
NARS2	513.6761	NARS2	272.3404
NARS	3805.6974	NARS	2608.1238
NASP	998.0706	NASP	1750.4836
NAT10	2292.8158	NAT10	882.3985
NAT14	58.7901	NAT14	39.4584
NAT15	1333.5603	NAT15	852.9981
NAT1	3447.5088	NAT1	143.9072
NAT2	13.1654	removed	removed
NAT6	142.0066	NAT6	163.2921
NAT8L	159.1193	NAT8L	994.1973
NAT9	221.0873	NAT9	174.0812
NAV1	3919.1919	NAV1	3038.6847
NAV2	430.9636	NAV2	1321.1257
NAV3	306.8891	NAV3	484.7195
removed	removed	NBAS	1607.3501
NBEAL1	357.0537	NBEAL1	493.2302
NBEAL2	880.2633	NBEAL2	605.029
NBEA	1660.8784	NBEA	363.6364
NBL1	676.5044	NBL1	2763.6364
removed	removed	NBLA00301	50.2901
NBN	5292.4753	NBN	1657.6402
NBPF10	610.0238	NBPF10	1511.2766
NBPF14	293.0927	NBPF14	429.8027
NBPF15	851.4788	NBPF15	211.9497
NBPF16	152.3096	NBPF16	122.2437
NBPF1	396.0958	NBPF1	1160.5416
NBPF22P	13.1654	removed	removed
NBPF3	145.9539	NBPF3	152.0309
NBPF4	324.8212	removed	removed
NBPF6	47.4407	removed	removed
NBPF9	819.2895	NBPF9	263.2959
NBR1	6318.6925	NBR1	4407.7369
NBR2	268.528	NBR2	183.3656
NCALD	2128.9297	NCALD	1198.8395
NCAM1	258.0865	NCAM1	259.1721
NCAM2	34.2753	NCAM2	106.7698
NCAPD2	1561.4573	NCAPD2	783.3656
NCAPD3	1622.9713	NCAPD3	409.2843
NCAPG2	1864.7146	NCAPG2	319.1489
NCAPG	903.4888	NCAPG	23.6867
NCAPH2	266.7121	NCAPH2	510.2515
NCAPH	572.0123	NCAPH	22.824
NCBP1	2394.0529	NCBP1	696.7118
NCBP2	3016.6837	NCBP2	1492.8433
removed	removed	NCCRP1	13.5397
NCDN	693.4514	NCDN	355.1257
NCEH1	661.4459	NCEH1	388.7814
removed	removed	NCF1B	19.3424
removed	removed	NCF1C	28.6267
NCF1	10.4415	NCF1	30.1741
NCF2	122.5741	NCF2	259.9613
NCF4	23.3799	NCF4	162.4758
NCK1	629.4405	NCK1	837.1373
NCK2	318.9195	NCK2	806.5764
NCKAP1L	221.7682	NCKAP1L	254.1586
NCKAP1	8970.6049	NCKAP1	5394.1973
NCKAP5L	161.6162	NCKAP5L	764.4101
NCKAP5	264.8962	NCKAP5	124.5648
NCKIPSD	378.6176	NCKIPSD	615.8607
NCLN	346.3852	NCLN	615.087
NCL	16662.3539	NCL	9674.6615
NCOA1	2520.2588	NCOA1	2725.3385
NCOA2	1884.0086	NCOA2	868.472
NCOA3	2644.1948	NCOA3	1767.118
NCOA4	8997.6166	NCOA4	7297.8723
NCOA5	1582.7942	NCOA5	822.4371
NCOA6	2579.2759	NCOA6	1499.4197
NCOA7	664.6238	NCOA7	2100.9671
NCOR1	6367.0412	NCOR1	2555.5126
NCOR2	1360.572	NCOR2	2829.4004
removed	removed	NCR3	5.029
NCRNA00052	3439.5642	removed	removed
NCRNA00081	403.8407	NCRNA00081	272.5029
NCRNA00085	5.2207	NCRNA00085	73.1141
removed	removed	NCRNA00086	66.5377
removed	removed	NCRNA00087	41.3926
removed	removed	NCRNA00092	19.3424
removed	removed	NCRNA00093	7.0329
NCRNA00094	1049.159	NCRNA00094	584.3443
NCRNA00095	584.4967	NCRNA00095	38.6847
NCRNA00105	10.0102	NCRNA00105	22.0503
NCRNA00107	6.3557	removed	removed
NCRNA00115	6.8097	NCRNA00115	9.6712
NCRNA00116	46.9867	NCRNA00116	140.8124
NCRNA00120	228.8049	NCRNA00120	64.6035
NCRNA00152	120.3042	NCRNA00152	170.2128
removed	removed	NCRNA00167	5.4159
NCRNA00171	102.9259	NCRNA00171	32.6692
NCRNA00173	14.5273	NCRNA00173	9.2843
NCRNA00174	105.0959	NCRNA00174	94.0039
NCRNA00176	8.3986	removed	removed
NCRNA00181	67.359	NCRNA00181	64.1161
NCRNA00182	33.1404	NCRNA00182	67.6983
NCRNA00183	678.4701	NCRNA00183	283.1721
NCRNA00188	11628.873	NCRNA00188	9185.2998
NCRNA00200	328.6801	removed	removed
NCRNA00201	323.3299	NCRNA00201	693.8259
NCRNA00219	357.5077	NCRNA00219	386.4603
NCS1	443.9905	NCS1	253.3849
NCSTN	3563.1756	NCSTN	3388.5648
NDC80	222.9032	NDC80	14.7002
NDE1	810.7162	NDE1	352.4952
NDEL1	1036.2047	NDEL1	1356.2863
NDFIP1	11034.6158	NDFIP1	4056.4797
NDFIP2	1844.5125	NDFIP2	663.8298
NDNL2	283.9632	NDNL2	396.5184
NDN	87.8447	NDN	1844.4874
NDOR1	168.1988	NDOR1	215.087
removed	removed	NDP	13.5397
NDRG1	10754.7384	NDRG1	10668.472
NDRG2	280.7854	NDRG2	3859.5745
NDRG3	1853.3651	NDRG3	912.1857
NDRG4	29.0546	NDRG4	211.6054
NDST1	3176.9379	NDST1	4929.9807
NDST2	557.485	NDST2	522.2437
NDUFA10	2522.7556	NDUFA10	2052.9981
NDUFA11	521.3937	NDUFA11	975.6286
NDUFA12	564.5216	NDUFA12	740.8124
NDUFA13	891.5356	NDUFA13	1483.911
NDUFA1	1205.3115	NDUFA1	1393.4236
NDUFA2	737.7142	NDUFA2	762.4758
NDUFA3	293.9507	NDUFA3	516.8279
NDUFA4L2	89.8876	NDUFA4L2	526.8859
NDUFA4	3309.7265	NDUFA4	2703.2882
NDUFA5	3546.703	NDUFA5	1227.0793
NDUFA6	569.2884	NDUFA6	1034.0426
NDUFA7	546.3625	NDUFA7	339.6518
NDUFA8	650.0965	NDUFA8	701.7408
NDUFA9	1604.3582	NDUFA9	1183.3656
NDUFAB1	1945.7496	NDUFAB1	788.3946
NDUFAF1	166.6099	NDUFAF1	328.8201
NDUFAF2	99.4212	NDUFAF2	190.7157
NDUFAF3	837.8164	NDUFAF3	948.9362
NDUFAF4	359.3236	NDUFAF4	302.1277
NDUFB10	1102.7125	NDUFB10	1052.9981
NDUFB11	951.3109	NDUFB11	855.3191
NDUFB1	318.6925	NDUFB1	692.8433
NDUFB2	1759.3849	NDUFB2	1053.381
NDUFB3	659.403	NDUFB3	538.1044
NDUFB4	1131.0861	NDUFB4	1482.7853
NDUFB5	1390.0806	NDUFB5	1614.3133
NDUFB6	722.279	NDUFB6	545.0677
NDUFB7	223.1302	NDUFB7	831.3346
NDUFB8	788.8548	NDUFB8	1189.1683
NDUFB9	2295.0925	NDUFB9	1906.3868
NDUFC1	469.1862	NDUFC1	540.0387
NDUFC2	1945.9766	NDUFC2	1743.5203
NDUFS1	3579.1624	NDUFS1	1945.8414
NDUFS2	2473.499	NDUFS2	1859.5745
NDUFS3	1214.8156	NDUFS3	1103.1644
NDUFS4	601.5208	NDUFS4	861.1219
NDUFS5	1246.1696	NDUFS5	2058.0271
NDUFS6	293.4968	NDUFS6	507.1567
NDUFS7	136.8131	NDUFS7	537.5358
NDUFS8	459.6527	NDUFS8	785.2998
NDUFV1	545.0006	NDUFV1	1521.47
NDUFV2	1204.6306	NDUFV2	1480.4642
NDUFV3	686.8687	NDUFV3	874.6615
NEAT1	8782.2041	NEAT1	12710.2515
NEBL	3967.9946	NEBL	832.1083
NEB	137.1014	NEB	9.6712
NECAB1	13.8463	NECAB1	208.8975
removed	removed	NECAB2	8.8975
NECAB3	596.0731	NECAB3	271.1799
NECAP1	2403.3594	NECAP1	705.2224
NECAP2	588.5825	NECAP2	1310.6383
NEDD1	823.2891	NEDD1	497.4855
NEDD4L	1676.9947	NEDD4L	1290.1354
NEDD4	401.3165	NEDD4	719.5358
NEDD8	3011.6899	NEDD8	1802.7079
NEDD9	705.2548	NEDD9	3633.6557
removed	removed	NEFH	10.058
NEGR1	661.4459	NEGR1	1288.588
NEIL1	18.8401	NEIL1	65.3772
NEIL2	463.7385	NEIL2	406.9632
NEIL3	182.2722	removed	removed
NEK10	31.3245	NEK10	128.8201
NEK11	345.7042	NEK11	286.6538
NEK1	589.2634	NEK1	618.5687
NEK2	730.9046	NEK2	8.8975
NEK3	270.3439	NEK3	290.5222
NEK4	1136.9879	NEK4	394.971
NEK5	128.2488	removed	removed
NEK6	235.3876	NEK6	603.0948
NEK7	1394.1664	NEK7	3403.0948
NEK8	85.1209	NEK8	32.4952
NEK9	1364.6578	NEK9	3124.5648
NELF	675.7462	NELF	513.3462
NELL1	1918.7379	removed	removed
NELL2	4466.2354	NELL2	34.0426
NENF	678.0161	NENF	1000.7737
NEO1	2035.6373	NEO1	1239.4584
NES	1389.3996	NES	2719.9226
NET1	10960.6174	NET1	2325.7253
NETO2	1715.5828	NETO2	48.3559
NEU1	1344.6828	NEU1	1386.8472
NEU3	166.1559	NEU3	68.8588
NEURL1B	2001.5889	NEURL1B	1685.8801
removed	removed	NEURL2	15.9574
NEURL3	8.6256	NEURL3	5.8027
NEURL4	392.9179	NEURL4	292.4565
NEURL	2442.8555	NEURL	9.2843
NEXN	325.9562	NEXN	1038.2979
NF1	4685.9607	NF1	2305.6093
NF2	500.0567	NF2	769.0522
NFAM1	42.9009	NFAM1	61.1219
NFASC	2972.2007	NFASC	476.4526
NFAT5	1370.7865	NFAT5	2753.1915
NFATC1	57.2012	NFATC1	916.0542
NFATC2IP	1320.8489	NFATC2IP	667.6983
NFATC2	36.0912	NFATC2	258.0271
NFATC3	535.921	NFATC3	1051.0638
NFATC4	4975.3717	NFATC4	666.5377
NFE2L1	4184.0881	NFE2L1	10440.619
NFE2L2	3023.6795	NFE2L2	3917.9729
NFE2L3	171.8307	NFE2L3	188.0077
NFIA	498.0138	NFIA	3728.0464
NFIB	2178.4133	NFIB	6423.2108
NFIC	649.6425	NFIC	1655.3191
NFIL3	139.8252	NFIL3	2579.4971
NFIX	182.4991	NFIX	7309.4778
NFKB1	1312.9043	NFKB1	1527.2727
NFKB2	159.1193	NFKB2	489.3617
NFKBIA	3213.2562	NFKBIA	3721.8569
NFKBIB	54.4774	NFKBIB	195.7447
removed	removed	NFKBID	63.0561
NFKBIE	94.8814	NFKBIE	103.675
NFKBIL1	77.8572	NFKBIL1	204.2553
NFKBIL2	211.7785	NFKBIL2	28.6267
NFKBIZ	94.4274	NFKBIZ	1548.1625
NFRKB	386.1083	NFRKB	532.3017
NFS1	719.3281	NFS1	508.3172
NFU1	1270.4574	NFU1	958.6074
NFX1	1382.136	NFX1	1213.5397
NFXL1	444.4081	NFXL1	157.8337
NFYA	2082.851	NFYA	730.3675
NFYB	1248.2125	NFYB	846.4217
NFYC	459.0398	NFYC	797.7408
NGDN	1233.6852	NGDN	477.3694
NGEF	9.3065	NGEF	26.3056
NGFRAP1	767.9038	NGFRAP1	1266.9246
NGFR	13.3924	NGFR	497.4855
NGF	10.2145	NGF	31.7215
NGLY1	450.8001	NGLY1	548.5493
NGRN	4112.7976	NGRN	3019.1141
NHEDC1	39.7253	NHEDC1	9.2882
NHEDC2	239.4734	NHEDC2	253.7718
NHEJ1	404.735	NHEJ1	317.6557
NHLH1	7.9446	removed	removed
NHLH2	9.3065	removed	removed
removed	removed	NHLRC1	45.648
NHLRC2	486.2104	NHLRC2	279.3037
NHLRC3	788.5598	NHLRC3	1120.6963
NHLRC4	17.4782	NHLRC4	19.7292
NHP2L1	1441.3801	NHP2L1	1651.0638
NHP2	1269.5494	NHP2	695.5513
NHSL1	108.0468	NHSL1	699.4197
NHSL2	96.4703	NHSL2	206.9632
NHS	325.2752	NHS	573.6944
NICN1	505.9585	NICN1	418.2553
NID1	2552.0213	NID1	7101.6015
NID2	975.3717	NID2	2395.7447
NIF3L1	904.3241	NIF3L1	345.0677
NINJ1	333.9008	NINJ1	1051.8375
NINJ2	80.5834	NINJ2	181.0832
NINL	48.3487	NINL	156.6731
NIN	2915.9006	NIN	1545.0677
NIP7	472.8181	NIP7	464.2166
NIPA1	1853.5921	NIPA1	414.7002
NIPA2	1575.3036	NIPA2	835.2031
NIPAL1	17.4782	NIPAL1	11.2186
NIPAL2	519.8048	NIPAL2	324.1779
NIPAL3	1623.6523	NIPAL3	829.0135
removed	removed	NIPAL4	16.6344
NIPBL	3923.5047	NIPBL	2275.0484
NIPSNAP1	1036.6587	NIPSNAP1	423.9845
NIPSNAP3A	953.1268	NIPSNAP3A	712.1857
NIPSNAP3B	10.8955	NIPSNAP3B	428.3946
NISCH	982.1814	NISCH	1942.7466
NIT1	387.7471	NIT1	609.4662
NIT2	918.3975	NIT2	710.2515
NKAIN1	4131.1996	NKAIN1	12.766
NKAIN2	14.3003	NKAIN2	17.4081
removed	removed	NKAPL	59.1876
NKAP	332.9928	NKAP	317.2147
removed	removed	NKD1	30.9478
NKD2	24.2878	NKD2	8.1238
NKG7	5.6747	NKG7	56.0928
NKIRAS1	329.361	NKIRAS1	327.6596
NKIRAS2	1120.6446	NKIRAS2	900.9671
NKPD1	8.6256	removed	removed
NKRF	607.6495	NKRF	225.5319
NKTR	1482.2381	NKTR	1965.9574
NKX2-5	20.656	NKX2-5	5.4159
NKX3-1	8.8526	NKX3-1	80.4642
removed	removed	NKX3-2	8.1238
NLE1	187.2659	NLE1	257.6402
removed	removed	NLGN1	80.8511
NLGN2	431.2791	NLGN2	598.4526
NLGN3	10.6685	NLGN3	41.7795
NLGN4X	50.3916	NLGN4X	283.559
NLK	1023.9473	NLK	312.5725
NLN	840.3132	NLN	249.9033
NLRC3	51.7535	NLRC3	59.1876
NLRC4	34.7293	NLRC4	24.3714
NLRC5	104.6419	NLRC5	719.5358
NLRP12	11.8034	NLRP12	5.029
NLRP1	114.1755	NLRP1	936.9439
NLRP2	206.787	NLRP2	72.3404
NLRP3	17.9321	NLRP3	176.0155
NLRX1	160.4812	NLRX1	587.6209
NMBR	6.3557	removed	removed
NMB	18.3861	NMB	993.8104
NMD3	2098.5132	NMD3	1215.8607
NME1-NME2	147.3635	NME1-NME2	39.6325
NME1	1875.0766	NME1	619.1992
NME2P1	68.7777	NME2P1	47.1954
NME2	4133.5013	NME2	4056.4487
NME3	247.418	NME3	275.0484
NME4	1036.6587	NME4	1192.6499
NME5	48.5756	NME5	29.0135
NME6	301.6684	NME6	181.0445
NME7	292.5207	NME7	214.8781
NMI	104.1879	NMI	348.1625
NMNAT1	163.6591	NMNAT1	305.9961
NMNAT2	8.1716	NMNAT2	711.412
NMNAT3	263.9882	NMNAT3	232.1083
NMRAL1	519.6005	NMRAL1	359.381
NMT1	2182.9531	NMT1	2718.3752
NMT2	91.0226	NMT2	1960.1547
removed	removed	NMUR1	183.3656
removed	removed	NNAT	786.8472
NNMT	590.8523	NNMT	6404.6422
NNT	3211.1338	NNT	2098.2592
NOB1	379.9796	NOB1	849.1296
NOC2L	616.2456	NOC2L	846.4836
NOC3L	700.034	NOC3L	331.9149
NOC4L	164.34	NOC4L	144.6809
NOD1	187.4929	NOD1	671.9536
NOD2	19.5211	NOD2	31.7215
removed	removed	NODAL	18.9555
removed	removed	NOG	6.5764
NOL10	450.3462	NOL10	603.8685
NOL11	1851.5492	NOL11	692.4565
NOL12	68.0967	NOL12	139.2456
NOL3	118.1864	NOL3	335.7834
NOL6	1397.3442	NOL6	714.1199
NOL7	749.0637	NOL7	509.0909
NOL8	1337.8731	NOL8	674.6615
NOL9	138.4633	NOL9	212.766
NOLC1	5208.4894	NOLC1	1500.1934
NOM1	720.69	NOM1	351.2573
NOMO1	5476.7904	NOMO1	2556.2863
NOMO2	3309.2725	NOMO2	1917.2147
NOMO3	1948.0195	NOMO3	1305.2224
NONO	11235.0471	NONO	4776.4023
NOP10	459.4257	NOP10	844.1006
NOP14	1399.8502	NOP14	781.0368
NOP16	161.8432	NOP16	120.6963
NOP2	636.2501	NOP2	317.6015
NOP56	2332.0849	NOP56	1186.4603
NOP58	3910.1124	NOP58	821.2766
NOS1AP	125.5249	NOS1AP	63.0561
NOS2	15.6622	NOS2	16.2476
NOS3	97.2784	NOS3	675.0174
NOSIP	223.1302	NOSIP	483.559
NOSTRIN	249.0069	NOSTRIN	791.4894
NOTCH1	213.8236	NOTCH1	2215.087
NOTCH2NL	263.9768	NOTCH2NL	412.6035
NOTCH2	5277.721	NOTCH2	9198.8395
NOTCH3	1747.3613	NOTCH3	4001.5474
NOTCH4	322.3244	NOTCH4	2149.7099
NOVA1	1347.4067	NOVA1	1216.6344
NOVA2	23.8338	NOVA2	115.6673
NOV	78.7652	NOV	726.499
NOX4	399.9546	NOX4	795.7447
NOX5	8.3986	NOX5	15.8607
NOXA1	21.564	NOXA1	17.795
NOXO1	5.4477	removed	removed
NPAS2	293.2698	NPAS2	165.9574
NPAS3	338.4406	NPAS3	91.6828
NPAT	635.7962	NPAT	543.9072
NPC1L1	86.0288	NPC1L1	40.619
NPC1	861.3075	NPC1	1127.4043
NPC2	1122.6875	NPC2	3336.9439
NPDC1	942.9123	NPDC1	1200
NPEPL1	156.8494	NPEPL1	553.5783
NPEPPS	7415.5033	NPEPPS	2116.8279
removed	removed	NPFFR2	5.8027
