gene_id	TCGA-BH-A204-01A-11R-A157-07	gene_id	TCGA-BH-A204-11A-53R-A157-07
C15orf52	170.6957	C15orf52	187.234
removed	removed	C15orf56	5.029
C15orf57	402.6422	C15orf57	632.7776
C15orf58	37.2262	C15orf58	33.2689
C15orf59	36.9992	C15orf59	42.5532
C15orf61	130.2917	C15orf61	114.8936
C15orf62	5.6747	C15orf62	20.1161
C15orf63	239.7004	C15orf63	469.2456
C16orf13	506.6394	C16orf13	463.4429
C16orf42	330.6027	C16orf42	504.7002
C16orf45	330.042	C16orf45	662.6692
C16orf46	53.7964	C16orf46	42.94
C16orf48	45.6248	C16orf48	154.7389
C16orf52	692.7704	C16orf52	515.6673
C16orf53	966.594	C16orf53	429.4004
C16orf54	6.8097	C16orf54	107.9304
C16orf55	161.1622	C16orf55	72.3404
C16orf57	352.5139	C16orf57	823.2108
C16orf58	1351.9464	C16orf58	1419.3424
C16orf59	93.0655	C16orf59	6.5764
C16orf5	519.5778	C16orf5	731.1412
C16orf61	283.3345	C16orf61	202.1896
C16orf62	1148.7913	C16orf62	1441.3926
C16orf63	2328.907	C16orf63	803.0948
C16orf68	177.0514	C16orf68	193.8104
C16orf70	471.3245	C16orf70	361.8337
C16orf71	31.7785	C16orf71	7.3501
C16orf72	1648.1671	C16orf72	1421.2766
C16orf74	55.8393	C16orf74	42.1663
C16orf75	716.6042	C16orf75	36.7505
C16orf7	36.9856	C16orf7	155.47
C16orf80	479.1738	C16orf80	922.2437
removed	removed	C16orf86	39.0716
C16orf87	92.8385	C16orf87	108.3172
C16orf88	933.8327	C16orf88	164.4101
removed	removed	C16orf89	557.8337
C16orf91	226.535	C16orf91	125.3385
C16orf93	33.5944	C16orf93	5.029
C17orf100	84.4399	C17orf100	25.9188
C17orf101	154.3525	C17orf101	252.6112
C17orf102	14.0733	removed	removed
C17orf103	138.2363	C17orf103	1484.7195
C17orf104	26.7847	C17orf104	7.3501
C17orf106	108.4644	C17orf106	160.294
removed	removed	C17orf107	31.3153
C17orf108	204.0631	C17orf108	374.0812
C17orf28	2591.5333	C17orf28	725.7253
C17orf37	1696.5157	C17orf37	442.1663
C17orf39	516.173	C17orf39	569.0522
C17orf42	232.6637	C17orf42	135.0097
C17orf44	19.2941	C17orf44	49.5164
C17orf48	174.5545	C17orf48	193.4236
C17orf49	731.7126	C17orf49	711.2224
C17orf51	56.9742	C17orf51	446.8085
C17orf53	130.7457	C17orf53	114.8936
removed	removed	C17orf55	26.6925
C17orf56	101.06	C17orf56	168.2244
C17orf57	148.9048	C17orf57	71.6905
C17orf58	760.8671	C17orf58	733.4623
C17orf59	114.6294	C17orf59	105.6093
C17orf60	16.3432	C17orf60	13.5397
C17orf61	461.43	C17orf61	645.501
C17orf62	522.0747	C17orf62	795.3578
C17orf63	497.1059	C17orf63	606.1896
C17orf65	212.4617	C17orf65	124.1779
C17orf67	37.2262	C17orf67	19.3424
C17orf68	983.0893	C17orf68	625.5319
C17orf69	71.2745	C17orf69	32.4952
C17orf70	443.3095	C17orf70	398.0658
C17orf71	695.7213	C17orf71	448.7427
C17orf72	7.1683	C17orf72	44.0193
C17orf75	544.5466	C17orf75	137.7176
C17orf76	47.8947	C17orf76	93.617
C17orf79	753.8304	C17orf79	940.4255
C17orf80	1089.5472	C17orf80	522.2437
C17orf81	549.7673	C17orf81	446.0348
C17orf85	816.7064	C17orf85	694.7776
C17orf86	269.4359	C17orf86	85.8801
C17orf87	15.0017	C17orf87	6.6151
C17orf89	168.4258	C17orf89	300.1934
C17orf90	160.2542	C17orf90	134.236
C17orf91	76.4953	C17orf91	1177.9497
C17orf95	453.751	C17orf95	330.3675
C17orf96	93.5195	C17orf96	66.5377
C17orf97	188.8548	C17orf97	44.4874
C18orf10	751.1066	C18orf10	1199.2263
C18orf18	33.8214	C18orf18	75.0484
C18orf19	448.3033	C18orf19	257.2534
C18orf1	2768.5847	C18orf1	1365.9574
C18orf21	113.4945	C18orf21	201.1605
C18orf22	181.5912	C18orf22	309.8646
C18orf25	656.4522	C18orf25	685.1064
C18orf32	1976.7586	C18orf32	938.236
C18orf34	5.2207	C18orf34	157.4468
C18orf45	462.6036	C18orf45	231.7215
C18orf54	228.1239	C18orf54	88.588
C18orf55	238.1115	C18orf55	375.2418
C18orf56	11.5764	removed	removed
C18orf8	464.7622	C18orf8	432.3636
C19orf10	573.8282	C19orf10	907.5435
C19orf12	356.8267	C19orf12	2785.2998
removed	removed	C19orf18	8.8975
removed	removed	C19orf20	20.1161
C19orf21	747.2478	C19orf21	15.087
C19orf22	605.6066	C19orf22	584.1393
removed	removed	C19orf23	6.1896
C19orf24	123.709	C19orf24	233.6557
C19orf25	91.7036	C19orf25	129.9807
C19orf28	315.9687	C19orf28	299.8066
C19orf29	90.1146	C19orf29	215.4739
C19orf2	1503.8021	C19orf2	1483.9458
C19orf30	78.0842	removed	removed
removed	removed	C19orf33	29.6634
removed	removed	C19orf36	29.4004
C19orf38	66.2808	C19orf38	17.4081
C19orf39	42.9009	C19orf39	32.882
C19orf40	42.22	C19orf40	21.6634
C19orf42	1240.0409	C19orf42	1414.7002
C19orf43	1018.0456	C19orf43	1678.9168
C19orf44	107.5406	C19orf44	134.6731
C19orf46	82.397	C19orf46	20.5029
C19orf47	129.3837	C19orf47	192.6499
C19orf48	334.8088	C19orf48	256.0928
C19orf50	505.9585	C19orf50	1239.4584
C19orf51	26.3307	removed	removed
C19orf52	123.028	C19orf52	145.8414
C19orf53	418.5677	C19orf53	928.8201
C19orf54	136.8744	C19orf54	246.0348
C19orf55	72.6365	C19orf55	61.8956
C19orf56	1596.8653	C19orf56	1534.236
C19orf57	63.1029	C19orf57	17.4081
C19orf60	54.0234	C19orf60	146.2282
C19orf61	248.326	C19orf61	271.5667
C19orf62	630.1214	C19orf62	936.1702
C19orf63	475.7644	C19orf63	959.7524
C19orf66	81.2326	C19orf66	349.6402
C19orf6	471.4561	C19orf6	1109.8646
C19orf70	170.0148	C19orf70	482.7853
C19orf73	12.0304	C19orf73	8.8975
C19orf76	7.0367	C19orf76	76.9826
C1D	246.51	C1D	129.9807
C1GALT1C1	1198.5019	C1GALT1C1	650.2901
C1GALT1	161.8432	C1GALT1	429.0135
C1QA	382.4764	C1QA	1909.8646
C1QBP	2816.7949	C1QBP	947.1683
C1QB	1093.406	C1QB	1752.8046
C1QC	683.6908	C1QC	1246.0348
C1QL1	19.5211	removed	removed
C1QL3	32.9134	C1QL3	30.1741
C1QTNF1	119.8502	C1QTNF1	4709.8646
C1QTNF2	7.9446	C1QTNF2	182.5919
C1QTNF3	197.0264	C1QTNF3	1042.1663
removed	removed	C1QTNF4	8.5106
C1QTNF6	352.2869	C1QTNF6	205.8027
C1QTNF7	23.8338	C1QTNF7	741.9729
removed	removed	C1QTNF9B	27.4468
removed	removed	C1QTNF9	41.7795
C1RL	522.9145	C1RL	1404.5029
C1R	695.7213	C1R	16842.1663
C1S	1439.5891	C1S	24396.9052
C1orf101	18.1591	C1orf101	11.9923
C1orf103	1728.7482	C1orf103	232.4952
C1orf104	37.1967	C1orf104	46.9787
C1orf106	18.3861	C1orf106	36.3636
C1orf107	1136.5339	C1orf107	477.7563
C1orf109	357.2807	C1orf109	278.53
C1orf111	5.6747	removed	removed
C1orf112	231.9283	C1orf112	81.1838
C1orf113	13.3106	C1orf113	43.6441
C1orf115	471.4561	C1orf115	3340.0387
C1orf116	57.8822	C1orf116	90.1354
C1orf122	266.846	C1orf122	331.1335
C1orf123	424.0154	C1orf123	1180.2708
C1orf124	369.9921	C1orf124	204.2553
C1orf126	6.2059	C1orf126	23.942
C1orf128	671.8874	C1orf128	990.7157
C1orf130	9.3065	C1orf130	25.1451
C1orf131	251.9578	C1orf131	181.4313
C1orf133	17.9321	C1orf133	52.6112
C1orf135	82.397	C1orf135	7.7369
C1orf144	1988.3827	C1orf144	3039.0716
C1orf150	224.4921	C1orf150	23.9845
C1orf151	867.9287	C1orf151	1083.1721
removed	removed	C1orf152	13.1528
C1orf156	170.6957	C1orf156	152.4178
C1orf159	29.0546	C1orf159	50.677
C1orf162	72.8635	C1orf162	146.2282
C1orf163	194.9835	C1orf163	165.1838
removed	removed	C1orf168	6.9632
C1orf172	172.9656	C1orf172	44.4874
removed	removed	C1orf173	26.6925
C1orf174	283.7362	C1orf174	305.6093
removed	removed	C1orf175	10.8317
C1orf182	9.7605	removed	removed
C1orf183	15.6622	C1orf183	176.4023
removed	removed	C1orf186	19.3424
C1orf190	25.4023	C1orf190	49.5513
C1orf192	41.993	C1orf192	29.0135
C1orf194	8.8526	removed	removed
C1orf198	1609.125	C1orf198	2691.6828
C1orf201	318.9195	C1orf201	230.1741
C1orf203	71.5447	C1orf203	60.3752
C1orf204	26.8528	C1orf204	37.5977
C1orf210	142.3221	C1orf210	41.7795
C1orf212	344.1153	C1orf212	839.8453
C1orf213	12.1485	C1orf213	108.9207
C1orf216	419.9296	C1orf216	549.7099
C1orf21	133.4695	C1orf21	3064.6035
C1orf220	20.202	removed	removed
C1orf226	429.9171	C1orf226	379.8839
C1orf229	10.6685	C1orf229	10.058
C1orf230	31.7785	removed	removed
C1orf25	661.2189	C1orf25	549.323
C1orf26	265.5771	C1orf26	203.0948
C1orf27	1214.8451	C1orf27	706.7698
C1orf31	214.0506	C1orf31	138.8781
C1orf35	101.2371	C1orf35	99.8066
C1orf38	74.4524	C1orf38	532.6886
C1orf43	9686.7552	C1orf43	4630.1741
C1orf50	102.372	C1orf50	145.8414
C1orf51	273.0678	C1orf51	94.7776
C1orf52	432.868	C1orf52	331.9149
removed	removed	C1orf53	17.0213
C1orf54	48.5756	C1orf54	148.1625
C1orf55	821.7001	C1orf55	918.7621
C1orf56	207.4407	C1orf56	156.3056
C1orf57	369.3111	C1orf57	463.0561
C1orf58	892.2529	C1orf58	379.764
C1orf59	28.1466	C1orf59	147.7756
C1orf61	7.4906	removed	removed
C1orf63	213.3697	C1orf63	182.9787
C1orf64	261.9453	C1orf64	59.9613
C1orf66	396.7768	C1orf66	351.2573
C1orf69	127.1138	C1orf69	253.7718
removed	removed	C1orf70	5.029
C1orf74	103.734	C1orf74	42.1663
C1orf77	2732.4935	C1orf77	1063.8298
C1orf83	148.2238	C1orf83	200.7737
C1orf84	19.1783	C1orf84	14.0503
C1orf85	422.4265	C1orf85	847.1954
C1orf86	48.9706	C1orf86	203.9497
C1orf88	63.7839	C1orf88	82.7853
C1orf89	13.6193	C1orf89	16.2476
C1orf91	114.4025	C1orf91	128.4333
C1orf93	318.3294	C1orf93	294.1277
removed	removed	C1orf95	54.5455
C1orf96	797.1853	C1orf96	173.3075
C1orf97	173.6466	C1orf97	111.0251
C1orf9	3393.2584	C1orf9	998.8395
C20orf103	371.127	C20orf103	8.5106
C20orf108	702.5309	C20orf108	3552.0309
C20orf111	810.5777	C20orf111	670.793
C20orf112	1596.1866	C20orf112	883.1721
C20orf114	714.3344	C20orf114	6.5764
C20orf117	621.7228	C20orf117	384.5261
C20orf118	7.704	C20orf118	41.2843
C20orf11	1827.7154	C20orf11	1138.8781
C20orf12	147.5428	C20orf12	77.7563
C20orf132	14.9858	C20orf132	71.5783
C20orf134	8.8526	C20orf134	6.5764
C20orf135	37.6802	C20orf135	44.4874
C20orf151	21.11	removed	removed
C20orf160	55.1583	C20orf160	377.9497
C20orf177	626.5327	C20orf177	189.942
C20orf194	269.4359	C20orf194	1547.3888
C20orf196	85.1209	C20orf196	52.6112
removed	removed	C20orf197	6.1896
C20orf199	1289.7514	C20orf199	1124.5648
removed	removed	C20orf202	13.9265
C20orf20	191.1247	C20orf20	148.9362
C20orf24	1325.1731	C20orf24	815.2224
C20orf26	100.5561	removed	removed
C20orf27	339.5755	C20orf27	740.8124
C20orf29	130.0647	C20orf29	184.913
C20orf30	3650.6639	C20orf30	3849.9033
C20orf3	3999.546	C20orf3	5909.8646
C20orf43	1544.4331	C20orf43	2238.2979
C20orf46	35.6373	C20orf46	26.6925
C20orf4	1447.7358	C20orf4	1259.9613
C20orf54	335.2627	C20orf54	104.4487
C20orf72	674.1573	C20orf72	234.8162
C20orf7	278.5155	C20orf7	151.6441
C20orf94	56.2933	C20orf94	24.3714
C20orf96	282.6013	C20orf96	153.5783
C21orf119	43.1279	C21orf119	100.1934
C21orf122	27.4657	C21orf122	46.0348
removed	removed	C21orf130	7.3501
removed	removed	C21orf15	29.7872
removed	removed	C21orf29	6.1896
C21orf2	197.2534	C21orf2	332.6886
C21orf33	1065.0323	C21orf33	2138.4913
C21orf34	6.1287	C21orf34	138.1044
C21orf45	270.5709	C21orf45	104.4487
C21orf49	7.0367	C21orf49	7.7369
C21orf56	32.9134	C21orf56	61.5087
C21orf57	105.5499	C21orf57	172.147
C21orf58	53.1154	C21orf58	17.0213
C21orf59	589.8264	C21orf59	440.8588
removed	removed	C21orf62	5.8027
C21orf63	45.3978	C21orf63	576.7892
C21orf67	13.8463	C21orf67	35.9768
C21orf70	16.3432	C21orf70	59.5745
C21orf7	166.3829	C21orf7	82.0116
C21orf82	7.4906	C21orf82	23.9845
removed	removed	C21orf88	6.9632
C21orf91	209.9648	C21orf91	579.8839
C22orf13	1715.5329	C22orf13	2745.3037
C22orf23	14.3003	C22orf23	44.1006
C22orf25	498.6948	C22orf25	558.2205
C22orf26	5.4477	C22orf26	11.2186
C22orf27	182.7261	C22orf27	98.646
C22orf28	900.4653	C22orf28	1449.9033
C22orf29	961.9589	C22orf29	314.8665
C22orf30	1296.1071	C22orf30	874.6615
C22orf32	629.2135	C22orf32	661.5087
removed	removed	C22orf34	8.5106
C22orf36	88.2987	C22orf36	78.1431
C22orf39	1092.498	C22orf39	1154.352
C22orf40	53.7964	C22orf40	109.0909
C22orf46	116.6723	C22orf46	474.6615
C22orf9	932.2438	C22orf9	1869.6325
C2CD2L	318.6721	C2CD2L	240.619
C2CD2	782.658	C2CD2	5345.0677
C2CD3	1548.5189	C2CD3	504.4487
removed	removed	C2CD4A	12.3791
C2CD4B	6.5827	C2CD4B	603.8685
C2CD4C	13.6193	C2CD4C	66.9246
C2orf15	372.0962	C2orf15	22.1896
C2orf16	119.3962	C2orf16	38.6847
C2orf18	2349.79	C2orf18	1630.5609
C2orf24	1066.1673	C2orf24	1728.0464
C2orf27A	17.4782	C2orf27A	11.2186
C2orf28	2148.1489	C2orf28	2387.8298
C2orf29	1435.4784	C2orf29	610.8317
C2orf34	75.8143	C2orf34	89.7485
C2orf3	404.4944	C2orf3	603.0948
removed	removed	C2orf40	268.0851
C2orf42	190.4438	C2orf42	202.3211
C2orf43	173.4196	C2orf43	333.4623
C2orf44	345.4772	C2orf44	165.5706
C2orf47	354.7838	C2orf47	254.5455
C2orf48	7.7176	removed	removed
C2orf49	227.216	C2orf49	168.6654
C2orf50	14.9813	removed	removed
C2orf52	17.2512	removed	removed
C2orf55	254.4547	C2orf55	198.0658
C2orf56	250.5958	C2orf56	224.7582
removed	removed	C2orf58	15.8607
C2orf60	345.7042	C2orf60	145.8414
C2orf62	12.4844	removed	removed
C2orf63	201.3392	C2orf63	31.7215
C2orf64	764.4989	C2orf64	498.2592
C2orf65	5.4477	C2orf65	33.6557
C2orf67	598.3294	C2orf67	537.7447
C2orf68	1688.3441	C2orf68	793.0368
C2orf69	610.8274	C2orf69	495.5513
removed	removed	C2orf71	5.4159
C2orf72	45.1708	C2orf72	35.9768
C2orf73	5.9017	removed	removed
C2orf74	18.6131	C2orf74	266.9246
C2orf76	103.053	C2orf76	82.3985
C2orf77	102.145	C2orf77	301.7408
C2orf79	145.7269	C2orf79	194.971
C2orf7	161.6162	C2orf7	397.6789
C2orf81	77.1717	C2orf81	29.5513
removed	removed	C2orf84	29.7872
C2orf86	119.3962	C2orf86	143.5203
C2orf88	8.1716	C2orf88	254.9323
removed	removed	C2orf89	116.8279
C2	227.5587	C2	1048.4255
C3AR1	432.414	C3AR1	299.8066
C3orf10	3172.1711	C3orf10	3946.2282
C3orf14	2082.17	C3orf14	106.7698
C3orf15	214.0506	C3orf15	41.0058
C3orf17	706.6167	C3orf17	882.3985
C3orf18	28.1466	C3orf18	189.1683
C3orf19	388.3782	C3orf19	424.3714
C3orf1	1094.5409	C3orf1	1005.4159
C3orf21	519.5778	C3orf21	335.3965
C3orf23	770.6276	C3orf23	548.5493
C3orf26	410.8501	C3orf26	402.3211
C3orf31	141.8681	C3orf31	134.236
C3orf32	24.5148	C3orf32	13.5397
C3orf33	151.1747	C3orf33	116.8279
C3orf34	76.7223	C3orf34	49.5164
removed	removed	C3orf35	5.029
C3orf36	8.6256	removed	removed
C3orf37	1008.2851	C3orf37	1289.3617
C3orf38	783.4412	C3orf38	361.3153
C3orf39	372.2619	C3orf39	479.3037
C3orf42	11.5764	C3orf42	22.0503
C3orf47	20.656	C3orf47	71.9536
removed	removed	C3orf50	9.6712
C3orf52	1841.7887	C3orf52	45.648
C3orf54	8.1716	C3orf54	26.3056
removed	removed	C3orf55	256.0928
C3orf57	546.3625	C3orf57	27.853
C3orf58	438.3157	C3orf58	509.0909
C3orf59	305.0732	C3orf59	247.9691
C3orf62	180.2293	C3orf62	145.0677
C3orf63	3089.8627	C3orf63	2146.8201
C3orf64	355.2378	C3orf64	1138.4913
C3orf67	269.8899	C3orf67	10.4449
C3orf70	83.5319	C3orf70	162.089
C3orf71	16.7972	C3orf71	25.1992
C3orf75	400.4086	C3orf75	323.7911
C3	2649.4155	C3	42808.1238
C4A	378.427	C4A	4062.6074
removed	removed	C4BPA	69.2456
removed	removed	C4BPB	6.5764
C4orf10	305.7451	C4orf10	273.8956
C4orf12	20.656	C4orf12	91.2959
C4orf14	725.9108	C4orf14	525.3385
C4orf19	75.5601	C4orf19	243.6712
C4orf21	409.7151	C4orf21	47.1954
C4orf23	101.2371	C4orf23	200.3868
C4orf27	391.556	C4orf27	430.9478
C4orf29	164.567	C4orf29	103.675
C4orf31	24.7418	C4orf31	435.5899
C4orf32	2157.9843	C4orf32	1560.9284
C4orf33	245.6021	C4orf33	217.0213
C4orf34	2115.0834	C4orf34	943.1335
C4orf36	6.5827	C4orf36	8.5106
removed	removed	C4orf38	18.1818
C4orf39	15.6622	C4orf39	19.3424
C4orf3	3447.9628	C4orf3	5545.4545
C4orf41	1741.2326	C4orf41	1107.5435
C4orf42	794.2345	C4orf42	305.2224
C4orf43	468.0513	C4orf43	292.8433
C4orf46	434.2299	C4orf46	131.528
C4orf47	8.6256	C4orf47	5.4159
C4orf48	29.7356	C4orf48	6.9632
removed	removed	C4orf49	54.1586
C4orf52	355.4648	C4orf52	459.1876
removed	removed	C4orf7	44.4874
C5AR1	211.5537	C5AR1	434.0426
C5orf13	1533.9916	C5orf13	798.0658
C5orf15	3361.253	C5orf15	1639.0716
C5orf22	945.6361	C5orf22	536.9439
C5orf23	27.6927	C5orf23	1630.1741
C5orf24	3506.9799	C5orf24	1446.0348
C5orf25	261.4913	C5orf25	205.2805
removed	removed	C5orf27	28.6267
C5orf28	309.613	C5orf28	185.2998
C5orf30	1420.2701	C5orf30	285.8801
C5orf32	281.6933	C5orf32	1479.6905
C5orf33	1951.1974	C5orf33	731.528
C5orf34	114.8564	C5orf34	17.795
C5orf35	203.8361	C5orf35	173.6944
C5orf36	153.4446	C5orf36	68.8588
C5orf38	15.8892	C5orf38	25.9188
C5orf39	16.1162	C5orf39	63.8298
C5orf41	698.2181	C5orf41	960.5416
C5orf42	1472.7046	C5orf42	560.5416
C5orf43	2068.0967	C5orf43	770.9865
C5orf44	1117.8777	C5orf44	409.9923
C5orf45	137.8618	C5orf45	163.8994
C5orf46	12.7114	C5orf46	8.8975
C5orf49	48.5756	C5orf49	11.2186
C5orf4	108.0468	C5orf4	2827.4662
C5orf51	1775.9619	C5orf51	1025.5319
C5orf53	459.4257	C5orf53	664.6035
C5orf54	436.4998	C5orf54	108.7041
C5orf55	74.4524	C5orf55	117.6015
C5orf56	46.5418	C5orf56	112.9903
removed	removed	C5orf58	8.8975
C5orf62	290.9999	C5orf62	3143.5203
C5	287.5951	C5	251.4507
C6orf105	5.9017	C6orf105	22.0503
C6orf106	2011.1225	C6orf106	4191.8762
C6orf108	135.5124	C6orf108	182.5919
C6orf114	25.1958	C6orf114	15.087
C6orf115	888.2079	C6orf115	152.8046
C6orf120	1398.4792	C6orf120	1358.147
C6orf122	11.9759	C6orf122	18.882
removed	removed	C6orf123	12.766
C6orf124	43.8089	C6orf124	10.058
C6orf125	989.0773	C6orf125	294.3598
C6orf129	362.2744	C6orf129	71.9536
C6orf130	902.9509	C6orf130	316.4294
C6orf132	71.5015	C6orf132	72.7273
C6orf134	246.2831	C6orf134	134.6228
C6orf136	325.7292	C6orf136	161.3153
C6orf138	71.7285	C6orf138	38.2979
C6orf141	256.2706	C6orf141	49.5164
removed	removed	C6orf142	10.4449
C6orf145	163.2051	C6orf145	2604.2553
C6orf150	13.6193	C6orf150	83.9458
C6orf153	534.3321	C6orf153	543.9072
C6orf154	33.3674	removed	removed
C6orf155	121.4391	C6orf155	73.1141
C6orf162	122.2699	C6orf162	133.1412
removed	removed	C6orf163	10.4449
removed	removed	C6orf164	13.8607
C6orf165	52.5525	C6orf165	10.058
C6orf167	443.3095	C6orf167	177.9497
C6orf168	836.4544	C6orf168	34.8162
C6orf170	295.0857	C6orf170	52.2244
C6orf174	9.9285	C6orf174	54.3288
removed	removed	C6orf176	42.7311
C6orf182	290.0919	C6orf182	167.8917
removed	removed	C6orf186	11.2186
C6orf192	81.716	C6orf192	340.8124
C6orf1	357.0537	C6orf1	180.6576
removed	removed	C6orf201	8.1277
C6orf203	180.6832	C6orf203	271.1799
C6orf204	109.1817	C6orf204	101.7408
C6orf211	28389.5131	C6orf211	759.381
C6orf217	9.0796	removed	removed
C6orf218	10.2145	removed	removed
C6orf225	213.1427	C6orf225	220.1161
C6orf226	24.7418	C6orf226	73.8878
C6orf26	15.038	C6orf26	15.3269
C6orf27	43.1279	C6orf27	11.9923
C6orf35	359.3236	C6orf35	443.7137
C6orf47	266.0311	C6orf47	393.0368
C6orf48	2651.0044	C6orf48	1369.4391
C6orf52	20.429	C6orf52	8.5106
C6orf57	106.2308	C6orf57	142.7466
removed	removed	C6orf59	10.8317
C6orf62	5043.0417	C6orf62	2995.3926
C6orf64	2876.6315	C6orf64	479.3037
C6orf70	379.0716	C6orf70	312.9594
C6orf72	811.7126	C6orf72	1327.6596
C6orf89	3608.444	C6orf89	3912.5725
C6orf97	750.4256	C6orf97	319.5358
removed	removed	C6	1066.1509
C7orf10	85.3479	C7orf10	53.7718
C7orf11	297.8096	C7orf11	294.7776
C7orf13	247.191	C7orf13	54.9323
C7orf23	73.5444	C7orf23	369.4391
C7orf25	301.7705	C7orf25	305.6015
C7orf26	430.1441	C7orf26	514.5068
C7orf27	405.1753	C7orf27	554.352
C7orf28A	1373.0564	C7orf28A	774.8549
C7orf28B	780.1612	C7orf28B	674.2747
C7orf29	880.9443	C7orf29	119.1489
C7orf30	187.0389	C7orf30	360.5416
C7orf31	78.5382	C7orf31	113.7331
C7orf36	219.0444	C7orf36	153.9652
C7orf40	557.9389	C7orf40	197.6789
C7orf41	1386.9027	C7orf41	9151.6441
C7orf42	4424.9234	C7orf42	3197.2921
C7orf43	208.8299	C7orf43	124.1779
C7orf44	886.619	C7orf44	551.6441
C7orf46	61.06	C7orf46	75.8221
C7orf47	54.9313	C7orf47	64.9903
C7orf49	704.6555	C7orf49	453.0948
C7orf50	289.411	C7orf50	405.8027
C7orf51	11.3494	C7orf51	22.4371
C7orf52	25.8767	removed	removed
C7orf53	6.1287	C7orf53	16.6344
C7orf55	343.5002	C7orf55	348.1625
C7orf58	135.9664	C7orf58	2814.7002
C7orf59	405.8563	C7orf59	818.1818
C7orf60	530.2463	C7orf60	290.1354
C7orf63	149.1318	C7orf63	157.4468
C7orf64	249.4609	C7orf64	264.9903
C7orf68	414.2549	C7orf68	1080.4642
C7orf70	504.1425	C7orf70	341.9729
C7	17.0242	C7	3704.0619
removed	removed	C8orf22	22.4371
C8orf30A	974.0098	C8orf30A	179.1103
removed	removed	C8orf31	17.4081
C8orf33	5444.7849	C8orf33	1216.2476
removed	removed	C8orf34	87.8143
C8orf37	160.4812	C8orf37	69.2456
C8orf38	1184.2016	C8orf38	152.8046
C8orf39	15.2083	C8orf39	6.1896
C8orf40	1081.1486	C8orf40	675.0484
C8orf41	928.4871	C8orf41	218.9594
C8orf42	174.3275	C8orf42	294.3907
C8orf44	88.2352	C8orf44	38.3172
C8orf45	39.2691	C8orf45	29.7872
removed	removed	C8orf46	63.8298
C8orf48	47.2137	C8orf48	28.6267
C8orf4	716.8312	C8orf4	423.2108
C8orf51	59.0171	C8orf51	7.7369
C8orf55	1097.2648	C8orf55	447.1954
C8orf58	51.2995	C8orf58	170.5996
C8orf59	691.6877	C8orf59	444.3133
C8orf73	9.5335	C8orf73	30.5609
C8orf76	696.2819	C8orf76	328.0735
C8orf77	10.2145	removed	removed
C8orf79	27.4657	C8orf79	122.6306
removed	removed	C8orf80	8.1238
C8orf83	1684.2583	C8orf83	615.087
C8orf84	14.5273	C8orf84	147.3888
C8orf85	213.1427	C8orf85	32.882
C8orf86	240.8353	removed	removed
C9orf100	166.7348	C9orf100	34.9594
C9orf102	317.8413	C9orf102	209.118
C9orf103	81.0351	C9orf103	146.2282
C9orf106	5.2207	removed	removed
removed	removed	C9orf109	20.8897
C9orf110	35.8643	C9orf110	166.3443
C9orf114	221.0759	C9orf114	262.3675
C9orf116	155.2605	C9orf116	25.9188
C9orf117	15.2083	removed	removed
C9orf119	207.6949	C9orf119	284.3327
C9orf122	50.3916	removed	removed
C9orf123	673.4763	C9orf123	781.4313
C9orf125	27.2387	C9orf125	177.5629
C9orf129	97.7937	C9orf129	75.5861
C9orf130	96.8585	C9orf130	131.6364
C9orf140	445.8064	C9orf140	20.1161
C9orf142	99.6482	C9orf142	116.8279
C9orf150	647.1456	C9orf150	439.0716
C9orf152	1084.0994	C9orf152	68.8588
C9orf156	387.2432	C9orf156	245.648
C9orf163	18.8401	removed	removed
C9orf167	43.8089	C9orf167	147.0019
C9orf16	189.9898	C9orf16	364.0232
C9orf172	6.3557	removed	removed
C9orf21	153.2176	C9orf21	454.9323
C9orf23	273.7487	C9orf23	259.9613
removed	removed	C9orf24	12.3791
C9orf25	1001.9294	C9orf25	570.2128
C9orf30	161.2257	C9orf30	186.2708
C9orf37	106.9118	C9orf37	98.646
C9orf3	181.3551	C9orf3	359.4391
C9orf40	170.0148	C9orf40	153.1915
C9orf41	475.088	C9orf41	125.7253
C9orf43	7.4906	C9orf43	7.3501
C9orf45	123.482	C9orf45	63.4429
C9orf46	342.5264	C9orf46	259.9613
C9orf47	7.7176	C9orf47	15.1064
C9orf5	3811.1452	C9orf5	4226.6925
C9orf64	861.8772	C9orf64	396.1315
C9orf66	16.7972	C9orf66	33.2689
C9orf68	58.7901	C9orf68	46.0348
C9orf69	371.808	C9orf69	410.4449
C9orf6	647.3726	C9orf6	332.6886
C9orf72	796.0504	C9orf72	499.8066
C9orf78	983.5433	C9orf78	1241.3926
C9orf7	552.2642	C9orf7	160.9284
C9orf80	493.928	C9orf80	202.3211
C9orf82	388.6052	C9orf82	238.6847
C9orf85	141.4141	C9orf85	142.3598
C9orf86	702.9849	C9orf86	1032.4952
C9orf89	84.8939	C9orf89	138.4913
C9orf91	3077.5167	C9orf91	745.0677
C9orf93	138.9173	C9orf93	59.9613
C9orf95	192.4867	C9orf95	660.3482
C9orf96	9.0796	C9orf96	5.8027
C9orf98	54.0234	C9orf98	23.2108
C9orf9	135.0584	C9orf9	151.2573
CA11	81.489	CA11	77.7563
CA12	18181.1372	CA12	1757.4468
CA13	37.5758	CA13	85.5551
CA14	6.3557	removed	removed
CA2	173.1926	CA2	254.1586
CA3	20.7604	CA3	2118.7002
