gene_id	TCGA-BH-A1F6-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F6-11B-94R-A13Q-07
SLC35A4	2369.1655	SLC35A4	2091.7351
SLC35A5	596.4168	SLC35A5	1128.6635
SLC35B1	838.7553	SLC35B1	680.2462
SLC35B2	1615.2758	SLC35B2	743.8453
SLC35B3	451.6737	SLC35B3	670.2814
SLC35B4	469.5898	SLC35B4	772.2743
SLC35C1	787.8359	SLC35C1	650.9379
SLC35C2	1378.595	SLC35C2	620.4572
SLC35D1	355.0212	SLC35D1	855.803
SLC35D2	649.6935	SLC35D2	350.8206
SLC35E1	3607.7322	SLC35E1	2082.0633
SLC35E2	1844.6582	SLC35E2	2716.2749
SLC35E2	56.3319	SLC35E2	62.4472
SLC35E3	429.5144	SLC35E3	264.9472
SLC35E4	108.9109	SLC35E4	45.1436
SLC35F1	9.4295	SLC35F1	33.1184
SLC35F2	1258.8402	SLC35F2	185.2286
SLC35F3	76.8505	SLC35F3	182.0047
SLC35F5	663.3663	SLC35F5	1111.3716
SLC36A1	263.0835	SLC36A1	508.2063
SLC36A4	265.9123	SLC36A4	225.381
SLC37A1	568.1282	SLC37A1	209.5545
SLC37A2	438.4724	SLC37A2	466.5885
SLC37A3	2000.4715	SLC37A3	1304.5135
SLC37A4	942.48	SLC37A4	352.286
SLC38A10	1428.1	SLC38A10	1299.5311
removed	removed	SLC38A11	29.0152
SLC38A1	5760.4903	SLC38A1	4548.6518
SLC38A2	2979.7265	SLC38A2	4962.1923
removed	removed	SLC38A3	95.8382
SLC38A4	8.958	SLC38A4	61.2544
SLC38A5	184.8185	SLC38A5	25.4982
SLC38A6	146.6289	SLC38A6	210.7268
SLC38A7	332.8619	SLC38A7	228.6049
SLC38A9	247.5248	SLC38A9	295.721
SLC39A10	652.9939	SLC39A10	1089.3904
SLC39A11	895.3324	SLC39A11	553.0481
SLC39A12	8.0151	removed	removed
SLC39A13	894.8609	SLC39A13	466.0023
SLC39A14	2949.0806	SLC39A14	2004.6893
SLC39A1	3731.2588	SLC39A1	1264.068
SLC39A2	11.7869	SLC39A2	18.4642
SLC39A3	464.8751	SLC39A3	245.0176
SLC39A4	822.2537	SLC39A4	70.0469
SLC39A6	2828.8543	SLC39A6	9017.2919
SLC39A7	4273.9274	SLC39A7	1174.6776
SLC39A8	1255.0684	SLC39A8	1146.2485
SLC39A9	1769.9198	SLC39A9	2700.1758
removed	removed	SLC3A1	5.9291
SLC3A2	4348.4206	SLC3A2	1527.5498
SLC40A1	610.5611	SLC40A1	8498.2415
SLC41A1	881.1881	SLC41A1	1169.9883
SLC41A2	317.7746	SLC41A2	574.7362
SLC41A3	1909.9481	SLC41A3	999.1208
SLC43A1	157.0014	SLC43A1	260.2579
SLC43A2	755.3041	SLC43A2	382.4736
SLC43A3	2526.1999	SLC43A3	1826.4859
SLC44A1	1917.4917	SLC44A1	3248.2415
SLC44A2	9601.603	SLC44A2	4556.5651
SLC44A3	186.7044	SLC44A3	291.9109
SLC44A4	12.7298	SLC44A4	244.1383
removed	removed	SLC44A5	130.7151
SLC45A1	21.6879	SLC45A1	32.2392
SLC45A3	90.0519	SLC45A3	174.9707
SLC45A4	470.0613	SLC45A4	262.0164
SLC46A1	324.6488	SLC46A1	916.5328
removed	removed	SLC46A2	22.8605
SLC46A3	283.3569	SLC46A3	1160.6096
SLC47A1	19.3305	SLC47A1	183.7632
removed	removed	SLC47A2	11.7233
SLC48A1	972.6544	SLC48A1	902.9894
removed	removed	SLC4A10	9.6717
SLC4A11	121.1693	SLC4A11	211.313
SLC4A1AP	907.5908	SLC4A1AP	531.3599
removed	removed	SLC4A1	6.7409
SLC4A2	2566.7232	SLC4A2	727.0955
SLC4A3	157.4729	SLC4A3	182.0047
SLC4A4	24.0453	SLC4A4	472.7433
SLC4A5	399.3211	SLC4A5	152.0662
SLC4A7	575.2004	SLC4A7	2533.9977
SLC4A8	27.8171	SLC4A8	146.5416
SLC5A1	161.2447	SLC5A1	418.8159
SLC5A3	549.1042	SLC5A3	1351.3365
removed	removed	SLC5A4	38.3939
SLC5A5	16.9731	removed	removed
SLC5A6	4984.4224	SLC5A6	1693.1419
removed	removed	SLC5A7	8.2063
SLC5A8	245.1674	removed	removed
SLC5A9	60.8204	SLC5A9	16.7057
SLC6A10P	8.4866	SLC6A10P	7.3271
SLC6A11	136.2565	SLC6A11	9.0856
SLC6A12	20.7449	SLC6A12	18.1712
SLC6A14	2798.6799	SLC6A14	794.2556
SLC6A15	990.5705	SLC6A15	19.9297
SLC6A16	15.0872	SLC6A16	57.1512
SLC6A17	42.4328	SLC6A17	52.1688
SLC6A1	8.0151	SLC6A1	16.4127
SLC6A20	9.901	SLC6A20	22.2743
SLC6A2	304.5733	SLC6A2	46.8933
removed	removed	SLC6A4	9.3787
SLC6A6	746.3461	SLC6A6	830.5979
SLC6A8	1872.7016	SLC6A8	819.4607
SLC6A9	1341.9991	SLC6A9	124.2673
removed	removed	SLC7A10	330.7855
SLC7A11	123.0552	SLC7A11	153.5756
SLC7A1	2292.7864	SLC7A1	1082.9426
SLC7A2	128.7129	SLC7A2	2357.5615
removed	removed	SLC7A3	64.7714
removed	removed	SLC7A4	80.3048
SLC7A5	6127.2984	SLC7A5	421.1606
SLC7A6OS	199.5615	SLC7A6OS	84.5985
SLC7A6	1584.9741	SLC7A6	1900.1612
SLC7A7	544.083	SLC7A7	442.5557
SLC7A8	662.8949	SLC7A8	1120.7503
SLC8A1	222.5365	SLC8A1	811.8406
SLC8A2	25.4597	removed	removed
removed	removed	SLC8A3	27.2567
SLC9A1	1421.0278	SLC9A1	1220.1055
SLC9A2	23.1023	SLC9A2	50.4103
SLC9A3R1	1390.8534	SLC9A3R1	1621.9226
SLC9A3R2	630.8345	SLC9A3R2	456.6237
SLC9A5	6.1292	SLC9A5	21.3951
SLC9A6	672.3244	SLC9A6	636.2837
SLC9A7	93.8237	SLC9A7	193.1419
SLC9A8	814.2386	SLC9A8	648.8863
SLC9A9	125.4125	SLC9A9	601.993
removed	removed	SLCO1A2	146.5416
removed	removed	SLCO1C1	19.0504
SLCO2A1	321.075	SLCO2A1	591.1489
SLCO2B1	1099.4814	SLCO2B1	1424.3845
SLCO3A1	290.429	SLCO3A1	848.476
SLCO4A1	149.6134	SLCO4A1	73.1624
SLCO4C1	44.7902	SLCO4C1	31.0668
SLCO5A1	17.4446	removed	removed
SLFN11	560.1132	SLFN11	1865.7679
SLFN12L	25.9312	SLFN12L	41.3247
SLFN12	66.0066	SLFN12	269.9297
SLFN13	70.2499	SLFN13	593.7866
SLFN5	1126.827	SLFN5	2196.0727
SLFNL1	10.3725	removed	removed
removed	removed	SLIT1	11.4302
SLIT2	108.9109	SLIT2	1366.061
SLIT3	441.3013	SLIT3	4893.9039
removed	removed	SLITRK1	20.8089
SLITRK2	16.9731	SLITRK2	73.2708
removed	removed	SLITRK3	15.5334
SLITRK4	24.5167	SLITRK4	99.0621
SLITRK5	54.6912	SLITRK5	30.4807
SLITRK6	5.1862	SLITRK6	182.5909
SLK	1404.5262	SLK	3309.789
SLMAP	1324.8468	SLMAP	2564.1852
SLMO1	110.3253	SLMO1	17.585
SLMO2	3314.0028	SLMO2	1544.2556
SLN	62.2348	SLN	24.3259
SLPI	3478.5479	SLPI	1447.5381
SLTM	1215.4644	SLTM	1994.4314
SLU7	912.777	SLU7	1406.7995
SLURP1	22.6308	removed	removed
SMAD1	685.9972	SMAD1	1061.2544
SMAD2	1799.6228	SMAD2	2868.4056
SMAD3	944.8373	SMAD3	1923.2122
SMAD4	1375.2004	SMAD4	2498.4437
SMAD5	860.4432	SMAD5	2936.694
SMAD6	99.4814	SMAD6	120.7503
SMAD7	344.1773	SMAD7	710.4338
SMAD9	9.4295	SMAD9	119.2849
SMAGP	515.323	SMAGP	179.0739
SMAP1	1166.7893	SMAP1	937.1542
SMAP2	933.5219	SMAP2	1211.313
SMARCA1	466.2895	SMARCA1	2026.0844
SMARCA2	3617.1617	SMARCA2	4445.1934
SMARCA4	4772.2772	SMARCA4	993.5522
SMARCA5	1742.4847	SMARCA5	2787.8077
SMARCAD1	634.6063	SMARCAD1	1305.9789
SMARCAL1	514.38	SMARCAL1	540.7386
SMARCB1	1456.86	SMARCB1	681.7116
SMARCC1	4842.9986	SMARCC1	2143.6108
SMARCC2	1591.702	SMARCC2	2625.7327
SMARCD1	1041.4899	SMARCD1	1430.5393
SMARCD2	2306.4592	SMARCD2	1386.5768
SMARCD3	389.4389	SMARCD3	381.5944
SMARCE1	1768.9769	SMARCE1	2666.7644
SMC1A	2710.9854	SMC1A	1992.966
SMC1B	103.2532	removed	removed
SMC2	725.6011	SMC2	771.6882
SMC3	1625.1768	SMC3	1500.5862
SMC4	2537.0108	SMC4	971.2778
SMC5	1302.2159	SMC5	1540.1524
SMC6	1059.8774	SMC6	817.9953
SMCHD1	1693.0693	SMCHD1	2169.109
SMCR7L	1428.1	SMCR7L	1257.9132
SMCR7	260.2546	SMCR7	177.0223
SMCR8	1090.6459	SMCR8	1057.6583
removed	removed	SMEK1	2161.4889
SMEK2	2681.2824	SMEK2	2491.7937
SMG1	2959.9246	SMG1	4618.1125
SMG5	3070.2499	SMG5	1229.7773
SMG6	876.9448	SMG6	1218.347
SMG7	2769.9198	SMG7	2010.2579
removed	removed	SMN1	5.677
SMN2	1265.9972	SMN2	1347.4883
SMNDC1	773.6917	SMNDC1	747.0692
SMOC1	202.2631	SMOC1	374.2673
SMOC2	594.5309	SMOC2	4121.9226
SMOX	553.984	SMOX	65.3576
SMO	313.0599	SMO	401.524
SMPD1	789.2504	SMPD1	652.6964
SMPD2	324.8468	SMPD2	123.095
SMPD3	62.7063	SMPD3	35.7562
SMPD4	1874.116	SMPD4	1192.8488
SMPDL3A	156.5299	SMPDL3A	428.4877
SMPDL3B	559.1702	SMPDL3B	92.0281
removed	removed	SMR3B	329.4256
SMS	7718.529	SMS	939.6249
SMTNL1	5.1862	removed	removed
removed	removed	SMTNL2	13.7749
SMTN	2038.661	SMTN	689.0387
SMU1	3332.3904	SMU1	2047.7726
SMUG1	256.4828	SMUG1	287.2216
SMURF1	2014.4319	SMURF1	963.857
SMURF2	819.4248	SMURF2	908.2649
removed	removed	SMYD1	1223.6225
SMYD2	1105.6106	SMYD2	761.4302
SMYD3	247.0533	SMYD3	165.8851
SMYD4	152.2867	SMYD4	393.9039
SMYD5	1322.4894	SMYD5	476.2603
SNAI1	133.8991	SNAI1	286.0492
SNAI2	250.8251	SNAI2	686.9871
SNAI3	19.802	SNAI3	8.2063
SNAP23	958.0387	SNAP23	1695.1934
SNAP25	12.2584	SNAP25	18.1712
SNAP29	1098.0669	SNAP29	1214.2438
SNAP47	677.487	SNAP47	350.0645
SNAP91	25.9312	SNAP91	21.6882
SNAPC1	172.0886	SNAPC1	279.3083
SNAPC2	430.9288	SNAPC2	160.6096
SNAPC3	1067.8925	SNAPC3	610.4924
SNAPC4	535.1249	SNAPC4	117.8195
SNAPC5	128.6139	SNAPC5	69.3552
SNAPIN	509.6653	SNAPIN	660.0234
SNCAIP	12.7298	SNCAIP	299.5311
SNCA	24.5167	SNCA	233.0012
SNCG	14.1443	SNCG	422.0399
SND1	6301.7445	SND1	2436.694
SNED1	201.3201	SNED1	1274.619
SNF8	557.7558	SNF8	332.6495
SNHG10	28.76	SNHG10	42.7902
SNHG11	261.702	SNHG11	91.5651
SNHG12	248.9392	SNHG12	141.9402
SNHG1	596.4168	SNHG1	444.9004
SNHG3-RCC1	56.3838	SNHG3-RCC1	179.9209
SNHG3	68.8355	SNHG3	21.9812
SNHG4	6.4734	SNHG4	12.8576
SNHG5	2421.0278	SNHG5	1449.8828
SNHG6	1686.9401	SNHG6	583.5287
SNHG7	611.6219	SNHG7	316.7351
SNHG8	480.4338	SNHG8	523.4467
SNHG9	52.3338	SNHG9	23.1536
SNIP1	419.6134	SNIP1	373.6811
SNN	853.3711	SNN	1733.8804
SNORA39	7.0391	removed	removed
SNORA7B	8.7647	SNORA7B	7.9484
SNORA8	386.0066	SNORA8	354.194
removed	removed	SNORD116-20	17.8781
removed	removed	SNORD116-28	91.017
removed	removed	SNORD116-4	41.7145
removed	removed	SNORD17	6.7409
SNORD1C	30.6742	SNORD1C	16.9285
SNPH	40.0754	SNPH	112.2509
SNRK	778.8779	SNRK	2672.0399
SNRNP200	3580.8581	SNRNP200	5167.6436
SNRNP25	618.1047	SNRNP25	180.2462
SNRNP27	577.5578	SNRNP27	621.9226
SNRNP35	157.1099	SNRNP35	146.3746
SNRNP40	1216.8788	SNRNP40	674.6776
SNRNP48	400.7544	SNRNP48	436.4009
SNRNP70	1523.338	SNRNP70	1106.0961
SNRPA1	773.6917	SNRPA1	206.6237
SNRPA	1237.6238	SNRPA	723.3294
SNRPB2	1383.7812	SNRPB2	907.6788
SNRPB	4339.4625	SNRPB	815.9437
SNRPC	1429.5144	SNRPC	688.4525
SNRPD1	1062.2348	SNRPD1	455.4513
SNRPD2	2425.7426	SNRPD2	1133.0598
SNRPD3	2168.2273	SNRPD3	1009.8154
SNRPE	1168.3168	SNRPE	540.4455
SNRPF	775.1061	SNRPF	419.4021
SNRPG	1137.6709	SNRPG	461.8992
SNRPN	292.8194	SNRPN	1276.1723
SNTA1	316.3602	SNTA1	380.7151
SNTB1	1225.8369	SNTB1	516.1196
SNTB2	546.9118	SNTB2	2552.1688
removed	removed	SNTG2	6.7409
SNUPN	512.0226	SNUPN	389.2145
SNW1	1248.4677	SNW1	1266.9988
SNX10	540.3112	SNX10	703.6928
SNX11	501.1787	SNX11	623.095
SNX12	384.2527	SNX12	172.9191
SNX13	1173.0316	SNX13	1818.2884
SNX14	1495.0495	SNX14	1361.9578
SNX15	473.8331	SNX15	351.4068
SNX16	256.0113	SNX16	461.313
SNX17	2083.9227	SNX17	1713.0715
SNX18	1261.1975	SNX18	1588.2181
SNX19	375.2947	SNX19	2789.2732
SNX1	1577.0863	SNX1	4606.0961
SNX20	84.8185	SNX20	27.2069
SNX21	388.8873	SNX21	611.1577
SNX22	242.7298	SNX22	58.0715
SNX24	270.6271	SNX24	244.4314
SNX25	286.1858	SNX25	385.9906
SNX27	882.3574	SNX27	1318.9654
SNX29	477.6049	SNX29	1243.8453
SNX2	1202.2631	SNX2	2376.905
SNX30	632.2489	SNX30	957.5029
SNX32	39.1325	removed	removed
SNX33	701.5559	SNX33	964.2438
SNX3	3972.6544	SNX3	4193.1419
SNX4	947.1947	SNX4	891.8523
SNX5	1859.0288	SNX5	2799.5311
SNX6	1317.7746	SNX6	2100.5275
SNX7	363.0363	SNX7	565.0645
SNX8	578.5007	SNX8	200.1758
SNX9	1906.1763	SNX9	2786.0492
SOAT1	660.066	SOAT1	865.7679
SOBP	36.7751	SOBP	345.8382
SOCS1	86.2801	SOCS1	25.7913
SOCS2	227.2513	SOCS2	1007.3271
SOCS3	1057.0486	SOCS3	2801.5826
SOCS4	385.6671	SOCS4	1092.9074
SOCS5	1062.2348	SOCS5	1752.3447
SOCS6	819.8963	SOCS6	1331.7702
SOCS7	55.6341	SOCS7	87.0457
SOD1	2970.7685	SOD1	2155.3341
SOD2	10649.6935	SOD2	6173.5053
SOD3	1568.1282	SOD3	2109.027
SOHLH2	10.3725	removed	removed
SOLH	1003.7718	SOLH	199.0035
SON	4886.3744	SON	9880.422
SORBS1	326.2612	SORBS1	21395.3693
SORBS2	885.4314	SORBS2	2774.619
SORBS3	2429.5144	SORBS3	1815.0645
removed	removed	SORCS1	126.905
SORCS2	85.8086	SORCS2	158.8511
SORD	1213.107	SORD	238.2767
SORL1	837.8124	SORL1	2588.5111
SORT1	1247.0533	SORT1	5264.3611
SOS1	1945.7803	SOS1	3548.0657
SOS2	803.3946	SOS2	2089.6835
SOSTDC1	224.4224	SOSTDC1	1068.2884
SOX10	3140.4998	SOX10	824.4431
SOX11	250.3536	SOX11	42.4971
SOX12	1288.5431	SOX12	206.0375
SOX13	623.2909	SOX13	800.1172
removed	removed	SOX15	15.8265
SOX17	24.0453	SOX17	272.2743
SOX18	96.6525	SOX18	449.0035
SOX21	15.0872	removed	removed
SOX30	6.1292	removed	removed
SOX4	5048.562	SOX4	1775.2052
removed	removed	SOX5	174.9707
SOX6	446.959	SOX6	221.864
SOX7	169.8114	SOX7	1327.6143
SOX8	709.571	SOX8	41.9109
SOX9	2029.2315	SOX9	2609.9062
SP100	1396.0396	SP100	1897.1278
SP110	566.2423	SP110	477.1395
SP140L	146.1575	SP140L	285.17
SP140	136.728	SP140	15.8265
SP1	2065.0636	SP1	4586.4596
SP2	415.8416	SP2	676.143
SP3	1564.3564	SP3	2903.2825
SP4	215.9359	SP4	371.0434
SP6	115.983	SP6	46.0141
SPA17	67.8925	SPA17	87.6319
SPAG16	95.7096	SPAG16	373.388
removed	removed	SPAG17	65.6506
SPAG1	153.7011	SPAG1	199.0035
SPAG4	71.1928	SPAG4	13.4818
SPAG5	643.5644	SPAG5	84.408
removed	removed	SPAG6	26.9637
SPAG7	407.355	SPAG7	306.5651
SPAG8	9.4295	SPAG8	20.5158
SPAG9	2015.0872	SPAG9	3557.7374
SPARCL1	1983.0269	SPARCL1	23963.9508
SPARC	27636.9637	SPARC	66370.1641
SPAST	761.9048	SPAST	745.0176
SPATA12	7.0721	removed	removed
SPATA13	405.7756	SPATA13	456.1723
SPATA17	21.6879	SPATA17	13.4818
SPATA18	88.166	SPATA18	1116.9402
removed	removed	SPATA1	5.8792
SPATA20	147.1664	SPATA20	511.4302
removed	removed	SPATA22	28.388
SPATA24	13.2013	SPATA24	16.9988
SPATA2L	269.6841	SPATA2L	56.8581
SPATA2	440.3583	SPATA2	383.3529
SPATA5L1	355.0212	SPATA5L1	151.2309
SPATA5	229.6087	SPATA5	303.3411
SPATA6	63.1777	SPATA6	224.7948
SPATA7	104.1961	SPATA7	282.2392
removed	removed	SPATA9	33.4115
SPATS2L	1305.0448	SPATS2L	1750.5862
SPATS2	533.7105	SPATS2	460.4338
SPC24	24.0453	removed	removed
SPC25	139.5568	SPC25	11.1372
SPCS1	2274.8043	SPCS1	1723.0188
SPCS2	693.5408	SPCS2	588.5111
SPCS3	2029.703	SPCS3	3409.1442
SPDEF	253.6539	SPDEF	355.2169
SPDYA	9.5097	SPDYA	12.3242
SPDYC	9.4295	removed	removed
SPDYE1	5.6577	SPDYE1	19.9297
SPDYE3	71.3673	SPDYE3	104.9824
SPDYE5	6.6007	SPDYE5	13.7749
SPDYE6	22.1594	SPDYE6	24.619
removed	removed	SPDYE7P	7.034
SPDYE8P	11.7869	SPDYE8P	19.6366
SPEF2	40.0754	SPEF2	240.6213
SPEG	242.3385	SPEG	307.4443
SPEN	1738.331	SPEN	2930.5393
SPESP1	206.9731	SPESP1	45.7181
SPG11	904.2904	SPG11	2499.1208
SPG20	580.8581	SPG20	2399.7655
SPG21	4074.0217	SPG21	2200.4689
SPG7	1195.1909	SPG7	643.6108
SPHAR	152.546	SPHAR	231.8171
SPHK1	545.4503	SPHK1	128.1184
SPHK2	201.3343	SPHK2	103.2503
removed	removed	SPHKAP	58.3236
SPI1	731.7303	SPI1	258.7925
SPIB	18.859	removed	removed
SPIN1	2078.265	SPIN1	3783.4115
removed	removed	SPIN2A	6.4478
SPIN2B	78.364	SPIN2B	87.5352
SPIN3	119.7548	SPIN3	357.2685
SPIN4	216.8788	SPIN4	239.1559
removed	removed	SPINK1	75.3224
SPINK5	8.0151	SPINK5	30.1876
removed	removed	SPINK8	15.5334
removed	removed	SPINLW1	10.2579
SPINT1	7473.8331	SPINT1	1571.8054
SPINT2	23466.761	SPINT2	2000.2931
SPIRE1	733.1447	SPIRE1	1123.095
SPIRE2	153.2296	SPIRE2	27.5498
SPNS1	1402.3479	SPNS1	355.2227
SPNS2	406.893	SPNS2	537.5703
SPNS3	5.6577	removed	removed
SPN	194.7195	SPN	172.0399
SPOCD1	95.2381	SPOCD1	19.3435
SPOCK1	385.1957	SPOCK1	754.3962
SPOCK2	470.0613	SPOCK2	164.7128
removed	removed	SPOCK3	23.7397
SPON1	695.8982	SPON1	1933.4701
SPON2	693.0693	SPON2	551.8757
SPOPL	524.7525	SPOPL	1548.0657
SPOP	721.3579	SPOP	1347.8898
SPP1	23271.0985	SPP1	1156.2134
SPPL2A	562.4705	SPPL2A	962.1923
SPPL2B	1127.7699	SPPL2B	334.408
SPPL3	1355.9642	SPPL3	1825.6155
SPRED1	920.7921	SPRED1	2313.8921
SPRED2	585.1014	SPRED2	1583.5287
SPRN	49.505	SPRN	33.4115
SPRR1B	36.3036	removed	removed
SPRR2A	8.0151	removed	removed
SPRR2E	14.1443	removed	removed
SPRY1	493.1636	SPRY1	3110.4924
SPRY2	284.7713	SPRY2	1206.6237
SPRY3	160.3017	SPRY3	174.3845
SPRY4	468.6469	SPRY4	1386.5768
SPRYD3	1001.8859	SPRYD3	1250
SPRYD4	151.8152	SPRYD4	254.6893
SPR	1233.852	SPR	334.408
SPSB1	635.5493	SPSB1	690.5041
SPSB2	132.0132	SPSB2	48.0657
SPSB3	1129.6558	SPSB3	265.5334
SPSB4	26.4026	SPSB4	27.8429
SPTA1	8.958	SPTA1	7.034
SPTAN1	6378.1235	SPTAN1	7578.5463
SPTBN1	5263.5549	SPTBN1	25688.7485
SPTBN2	2665.2522	SPTBN2	191.0903
SPTBN4	19.3305	SPTBN4	22.5674
SPTBN5	11.0938	SPTBN5	45.5041
SPTB	52.3338	SPTB	63.8921
SPTLC1	2055.1627	SPTLC1	2077.9601
SPTLC2	1287.1287	SPTLC2	2693.728
SPTLC3	413.9557	SPTLC3	453.6928
SPTY2D1	1432.8807	SPTY2D1	1283.7603
SQLE	3560.5846	SQLE	413.8335
SQRDL	2502.5931	SQRDL	1194.9004
SQSTM1	7625.9217	SQSTM1	5283.6811
SR140	1646.3932	SR140	3007.6202
SRA1	474.776	SRA1	415.8851
SRBD1	408.298	SRBD1	575.6155
SRCAP	4065.5351	SRCAP	3393.6108
SRCIN1	93.8237	SRCIN1	126.3189
SRCRB4D	70.2499	SRCRB4D	48.0657
SRC	1595.4738	SRC	426.143
SRD5A1	647.3362	SRD5A1	138.3353
SRD5A3	459.2032	SRD5A3	667.925
SREBF1	2004.2433	SREBF1	1593.4936
SREBF2	3036.3036	SREBF2	1683.4701
SRFBP1	169.7313	SRFBP1	392.7315
SRF	1586.5158	SRF	1650.9379
SRGAP1	158.8873	SRGAP1	659.7304
SRGAP2	674.2103	SRGAP2	1065.9437
SRGAP3	130.5988	SRGAP3	262.0164
SRGN	2337.1051	SRGN	2490.9144
SRI	1667.1381	SRI	1763.1887
SRL	5.6577	SRL	79.7186
SRM	2406.4121	SRM	710.4338
SRP14	2527.1099	SRP14	3706.6237
SRP19	553.8095	SRP19	691.1254
SRP54	1154.644	SRP54	1169.9883
SRP68	1502.5931	SRP68	1705.1583
SRP72	2538.8967	SRP72	2711.6061
SRP9	4152.2867	SRP9	3802.4619
SRPK1	2231.0231	SRPK1	980.0703
SRPK2	1198.0198	SRPK2	1264.3611
SRPK3	15.9076	SRPK3	6.2163
SRPRB	2143.3286	SRPRB	969.2263
SRPR	4266.8553	SRPR	3334.7011
SRPX2	454.9741	SRPX2	867.5264
SRPX	239.9811	SRPX	2199.0035
SRRD	273.9274	SRRD	300.4103
SRRM1	2307.8736	SRRM1	2715.4162
SRRM2	10594.0594	SRRM2	16873.388
SRRM3	14.1443	SRRM3	21.3951
SRRM5	7.9679	SRRM5	12.3242
SRRT	1476.1905	SRRT	548.0657
SRR	132.7534	SRR	405.0469
SRXN1	1155.1155	SRXN1	662.075
SS18L1	560.5846	SS18L1	423.5053
SS18L2	274.8703	SS18L2	233.0012
SS18	1679.3965	SS18	2305.3927
SSBP1	2009.901	SSBP1	838.5111
SSBP2	307.8736	SSBP2	742.0868
SSBP3	248.4677	SSBP3	809.789
SSBP4	625.6483	SSBP4	249.1208
SSB	2253.3475	SSB	2493.0979
SSC5D	339.4625	SSC5D	1463.0715
SSFA2	1223.4795	SSFA2	4177.6084
SSH1	867.5153	SSH1	1850.8206
SSH2	335.6907	SSH2	934.0563
SSH3	578.0292	SSH3	531.9461
SSNA1	878.8307	SSNA1	160.0234
SSPN	260.7261	SSPN	3138.9215
SSPO	19.802	SSPO	14.9472
SSR1	5298.4441	SSR1	4860.7855
SSR2	6339.934	SSR2	4271.6882
SSR3	4177.2749	SSR3	5086.4596
SSR4	4512.0226	SSR4	1431.1254
SSRP1	4143.3286	SSRP1	1747.6553
SSSCA1	468.6469	SSSCA1	155.041
removed	removed	SSTR1	46.6002
SSTR2	42.9043	SSTR2	60.9613
SSU72	3302.2159	SSU72	1931.4185
SSX2IP	640.264	SSX2IP	337.925
ST13	5896.2753	ST13	5395.9555
ST14	5325.7897	ST14	614.3025
ST18	7.0721	removed	removed
ST20	77.1429	ST20	34.874
ST3GAL1	1502.5931	ST3GAL1	1339.0973
ST3GAL2	303.6304	ST3GAL2	380.129
ST3GAL3	506.3649	ST3GAL3	247.0692
ST3GAL4	495.0495	ST3GAL4	283.4115
ST3GAL5	253.1825	ST3GAL5	535.4631
ST3GAL6	634.6063	ST3GAL6	271.6882
ST5	1125.884	ST5	1611.0785
ST6GAL1	1462.0462	ST6GAL1	2216.8816
ST6GAL2	56.5771	ST6GAL2	129.8359
removed	removed	ST6GALNAC1	50.4103
ST6GALNAC2	350.3065	ST6GALNAC2	664.7128
ST6GALNAC3	26.8741	ST6GALNAC3	247.6553
ST6GALNAC4	327.6756	ST6GALNAC4	223.0363
ST6GALNAC5	543.6115	ST6GALNAC5	350.8206
ST6GALNAC6	1176.3319	ST6GALNAC6	1250.8792
ST7L	90.0519	ST7L	447.5381
ST7OT1	35.6954	ST7OT1	50.1055
ST7	598.9109	ST7	700.1553
ST8SIA1	173.9745	ST8SIA1	231.5358
removed	removed	ST8SIA2	27.5498
ST8SIA4	342.2914	ST8SIA4	416.4713
ST8SIA6	10.8439	ST8SIA6	81.4771
STAB1	967.0156	STAB1	2226.439
removed	removed	STAB2	123.388
STAC2	3900.5186	STAC2	1164.1266
STAC3	83.5314	STAC3	27.2567
STAC	378.595	STAC	121.9226
STAG1	861.7492	STAG1	1342.0926
STAG2	2685.0542	STAG2	3685.8148
STAG3L1	96.6525	STAG3L1	127.7843
STAG3L2	25.4597	STAG3L2	38.1008
STAG3L3	93.173	STAG3L3	139.9033
STAG3L4	95.7096	STAG3L4	129.8359
STAG3	16.8553	STAG3	16.4771
STAM2	544.083	STAM2	1405.6272
STAMBPL1	69.7784	STAMBPL1	201.3482
STAMBP	635.5493	STAMBP	686.4009
STAM	903.3475	STAM	689.9179
STAP1	16.9731	STAP1	6.7409
STAP2	745.8746	STAP2	142.7315
STARD10	808.5809	STARD10	517.2919
STARD13	209.8067	STARD13	1106.6823
STARD3NL	658.1801	STARD3NL	770.8089
STARD3	506.8364	STARD3	425.5569
STARD4	49.0335	STARD4	82.0633
STARD5	159.8303	STARD5	136.2837
STARD7	3282.8336	STARD7	3710.3107
STARD8	143.3286	STARD8	480.0703
removed	removed	STAR	11.1372
STAT1	7932.579	STAT1	4100.8206
STAT2	2450.2593	STAT2	2271.9812
STAT3	6002.8289	STAT3	7297.4795
STAT4	77.7935	STAT4	72.6846
STAT5A	1066.0066	STAT5A	1637.7491
STAT5B	1320.6035	STAT5B	3185.5217
STAT6	1391.7963	STAT6	2783.7046
STAU1	4605.8463	STAU1	2771.102
STAU2	1039.1325	STAU2	1208.6753
STBD1	278.4441	STBD1	1455.6243
STC1	230.0802	STC1	1648.8863
STC2	2578.9722	STC2	4807.1512
STEAP1	111.2683	STEAP1	674.9707
STEAP2	218.2933	STEAP2	1923.7984
STEAP3	665.7237	STEAP3	1229.1911
STEAP4	185.29	STEAP4	4366.354
STIL	669.024	STIL	97.3036
