gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
STMN1	1006.3336	STMN1	1362.8641
STMN2	40.1126	STMN2	209.1424
STMN3	314.5672	STMN3	406.5534
STOML1	92.1886	STOML1	261.3269
STOML2	562.9838	STOML2	913.835
STOM	1523.9268	STOM	10125.8091
STON1-GTF2A1L	6.1365	STON1-GTF2A1L	103.8269
STON1	178.5925	STON1	1789.8786
STON2	215.6932	STON2	307.4434
STOX1	371.5693	STOX1	224.9191
STOX2	16.5376	STOX2	71.6019
STRA13	561.2245	STRA13	152.5081
STRA6	156.9317	STRA6	20.6311
STRADA	482.7586	STRADA	407.3625
STRADB	278.677	STRADB	702.2654
STRAP	3099.2259	STRAP	2519.0129
STRBP	2224.4898	STRBP	406.5534
STRC	15.8445	removed	removed
STRN3	1833.5679	STRN3	1131.068
STRN4	775.5102	STRN4	862.055
STRN	765.658	STRN	764.5631
STS	479.5918	STS	3695.7929
STT3A	2500.7037	STT3A	2936.4887
STT3B	1850.1056	STT3B	2076.4563
STUB1	1363.0507	STUB1	1017.8317
STX10	248.0647	STX10	169.9029
STX11	18.297	STX11	822.0065
STX12	1292.0479	STX12	3102.3463
STX16	1632.3012	STX16	1533.1715
STX17	1000.7037	STX17	1248.3819
STX18	346.9388	STX18	533.1715
removed	removed	STX19	12.1359
STX1A	29.9085	STX1A	13.3495
STX1B	13.3709	STX1B	79.6926
STX2	265.3061	STX2	692.9612
STX3	562.9838	STX3	541.2621
STX4	723.0823	STX4	597.8964
STX5	547.8536	STX5	775.0809
STX6	1846.7628	STX6	1081.3633
STX7	1693.8776	STX7	3425.1618
STX8	188.2477	STX8	478.5599
STXBP1	931.7382	STXBP1	1782.3625
STXBP2	3217.4525	STXBP2	279.5307
STXBP3	937.3681	STXBP3	1071.1974
STXBP4	513.019	STXBP4	199.0291
STXBP5	1846.9247	STXBP5	789.199
removed	removed	STXBP6	83.7379
STYK1	179.0992	STYK1	19.0129
STYXL1	349.05	STYXL1	243.123
STYX	1475.7213	STYX	654.1262
SUB1	11394.7924	SUB1	2912.2168
SUCLA2	1270.1232	SUCLA2	2229.9434
SUCLG1	1185.0809	SUCLG1	2767.3948
SUCLG2	1087.2625	SUCLG2	1812.2977
SUCNR1	10.5559	SUCNR1	92.6375
SUDS3	3188.5996	SUDS3	1046.9256
SUFU	601.689	SUFU	631.068
SUGT1L1	84.2013	SUGT1L1	41.1893
removed	removed	SUGT1P1	9.7087
SUGT1	757.917	SUGT1	612.055
SULF1	3278.677	SULF1	2277.9126
SULF2	1079.5215	SULF2	2692.5566
SULT1A1	1717.1006	SULT1A1	717.233
SULT1A2	46.798	SULT1A2	59.8706
SULT1A3	430.8761	SULT1A3	1008.1189
removed	removed	SULT1B1	9.7087
SULT1C4	10.5559	SULT1C4	87.3786
SULT2B1	258.6207	SULT2B1	19.0129
SUMF1	1555.5947	SUMF1	1115.6958
SUMF2	4071.0767	SUMF2	2444.5793
SUMO1P3	212.5264	SUMO1P3	117.7184
SUMO1	3106.9669	SUMO1	1896.4401
SUMO2	5712.8783	SUMO2	2604.3689
SUMO3	3845.8832	SUMO3	2210.356
SUN1	2697.7727	SUN1	3366.5049
SUN2	2165.0246	SUN2	5511.7314
SUOX	1051.0204	SUOX	684.466
SUPT16H	5187.1921	SUPT16H	3385.9223
SUPT3H	87.6144	SUPT3H	110.4369
SUPT4H1	1746.988	SUPT4H1	1002.8155
SUPT5H	1238.2125	SUPT5H	1792.0712
SUPT6H	4833.5679	SUPT6H	3160.1942
SUPT7L	1042.5757	SUPT7L	1047.7346
SUPV3L1	686.4884	SUPV3L1	485.4369
SURF1	482.7586	SURF1	560.6796
SURF2	94.6517	SURF2	93.0421
SURF4	4155.8761	SURF4	5599.11
SURF6	509.1485	SURF6	500
SUSD1	306.8262	SUSD1	381.068
SUSD2	824.0676	SUSD2	222.8964
SUSD3	260.7319	SUSD3	56.6343
SUSD4	8758.9726	SUSD4	69.5793
SUSD5	60.1689	SUSD5	62.2977
SUV39H1	150.95	SUV39H1	122.5728
SUV39H2	155.5243	SUV39H2	128.6408
SUV420H1	1725.8973	SUV420H1	1431.2298
SUV420H2	50.6685	SUV420H2	55.0162
SUZ12P	247.0091	SUZ12P	97.4919
SUZ12	4691.4145	SUZ12	984.6278
SV2A	28.1492	SV2A	58.657
SV2B	21.4638	SV2B	365.6958
SVEP1	1043.8072	SVEP1	12113.1958
SVIL	1165.7987	SVIL	3651.5089
SVIP	475.0176	SVIP	146.4401
removed	removed	SVOPL	6.068
SWAP70	1290.6404	SWAP70	3737.8641
SYAP1	3678.0436	SYAP1	1038.0259
SYBU	793.3462	SYBU	637.1036
SYCE2	26.3899	removed	removed
removed	removed	SYCP1	7.2816
removed	removed	SYCP2L	6.068
SYCP2	997.1851	SYCP2	65.1294
SYDE1	89.0218	SYDE1	457.1197
SYDE2	171.7101	SYDE2	171.521
SYF2	672.0619	SYF2	1498.3819
SYK	251.9353	SYK	909.7896
SYMPK	1061.2245	SYMPK	1016.1812
removed	removed	SYN1	10.9223
SYN2	5.9817	SYN2	455.5016
removed	removed	SYN3	16.9903
SYNCRIP	6725.5454	SYNCRIP	4635.9223
SYNC	76.0697	SYNC	1237.6173
SYNE1	1719.2118	SYNE1	5388.754
SYNE2	1347.2906	SYNE2	6409.7896
SYNGAP1	488.0366	SYNGAP1	255.6634
SYNGR1	1798.4025	SYNGR1	379.7451
SYNGR2	5451.4426	SYNGR2	1377.0227
SYNJ1	581.2808	SYNJ1	576.0518
SYNJ2BP	1447.5721	SYNJ2BP	2040.0485
SYNJ2	2894.0887	SYNJ2	537.2168
SYNM	409.2189	SYNM	16038.835
removed	removed	SYNPO2L	8.8997
SYNPO2	545.3906	SYNPO2	13012.945
SYNPO	616.8191	SYNPO	13544.0939
SYNRG	2222.3786	SYNRG	1221.6828
SYPL1	3004.2224	SYPL1	3437.2977
SYPL2	14.0746	SYPL2	86.5696
SYP	188.9514	SYP	58.657
SYS1-DBNDD2	8.5327	SYS1-DBNDD2	6.0194
SYS1	950.4117	SYS1	890.8576
SYT11	257.5651	SYT11	854.7735
SYT12	160.8023	SYT12	131.068
SYT13	7849.4018	SYT13	32.767
SYT15	47.8536	SYT15	377.0227
SYT17	7.0373	SYT17	43.2848
SYT1	25.3343	SYT1	96.2783
removed	removed	SYT2	12.945
SYT3	35.8902	removed	removed
removed	removed	SYT6	8.8997
SYT7	3978.5362	SYT7	401.699
removed	removed	SYT8	44.9029
removed	removed	SYT9	11.7314
SYTL1	176.6362	SYTL1	84.9515
SYTL2	3991.5552	SYTL2	675.1618
SYTL3	37.2977	SYTL3	166.2621
SYTL4	395.1443	SYTL4	1148.0583
SYTL5	986.2773	SYTL5	32.767
SYVN1	665.3765	SYVN1	1297.7346
TAB1	560.1478	TAB1	477.86
TAB2	7378.2548	TAB2	3504.8544
TAB3	1505.278	TAB3	1004.4498
TAC1	33.4272	TAC1	17.7994
TACC1	1321.6045	TACC1	17470.0647
TACC2	438.4236	TACC2	1948.6246
TACC3	662.9134	TACC3	129.0453
TACO1	542.5757	TACO1	299.7573
TACR1	24.6305	TACR1	613.6731
TACR2	8.0929	TACR2	15.7767
TACSTD2	11580.9289	TACSTD2	1845.0647
TADA1	850.1056	TADA1	249.1909
TADA2A	288.1773	TADA2A	185.2751
TADA2B	786.7699	TADA2B	794.0939
TADA3	1038.1738	TADA3	1114.0049
TAF10	509.1485	TAF10	442.5566
TAF11	595.7072	TAF11	434.0615
TAF12	249.8241	TAF12	419.0939
removed	removed	TAF13	242.7184
TAF15	3976.4251	TAF15	2617.7184
TAF1A	203.7298	TAF1A	93.4466
TAF1B	451.4426	TAF1B	334.5469
TAF1C	150.2463	TAF1C	382.2816
TAF1D	382.5158	TAF1D	502.4393
TAF1L	58.7614	TAF1L	55.8252
TAF1	1931.0345	TAF1	1927.9935
TAF2	2477.4806	TAF2	817.1521
TAF3	393.7368	TAF3	334.9515
TAF4B	238.9163	TAF4B	205.5016
TAF4	611.1893	TAF4	343.8511
TAF5L	1956.7206	TAF5L	553.8026
TAF5	228.0084	TAF5	164.2395
TAF6L	93.2442	TAF6L	125.8091
TAF6	750.2674	TAF6	591.1448
TAF7	2473.962	TAF7	2624.1909
TAF8	608.3744	TAF8	693.7702
TAF9B	1530.2604	TAF9B	935.6796
TAF9	1287.8255	TAF9	1078.8835
TAGAP	27.4455	TAGAP	192.9612
TAGLN2	7856.0873	TAGLN2	7811.8932
TAGLN	1850.1056	TAGLN	17450.7848
TAL1	31.316	TAL1	282.767
TALDO1	4236.1013	TALDO1	2533.9806
TANC1	3110.1337	TANC1	1528.3172
TANC2	3697.7481	TANC2	696.1974
TANK	1057.7058	TANK	1513.754
TAOK1	2365.9395	TAOK1	1459.5469
TAOK2	1947.924	TAOK2	1368.932
TAOK3	1167.4877	TAOK3	1262.945
TAP1	781.4919	TAP1	949.0291
TAP2	757.8501	TAP2	1100.9506
TAPBPL	285.3695	TAPBPL	458.7581
TAPBP	2401.4778	TAPBP	2142.7994
TAPT1	460.5911	TAPT1	928.8026
TARBP1	5285.7143	TARBP1	579.288
TARBP2	308.5855	TARBP2	114.8867
TARDBP	4526.3899	TARDBP	3506.4725
removed	removed	TARP	10.5178
TARS2	965.8691	TARS2	343.0421
TARSL2	255.8058	TARSL2	377.4272
TARS	2529.9085	TARS	1646.4401
TAS1R3	25.6861	removed	removed
removed	removed	TAS2R14	9.6885
TAS2R20	21.4638	TAS2R20	14.5631
removed	removed	TAS2R4	6.4725
TAS2R5	7.3892	TAS2R5	10.5178
TASP1	196.6925	TASP1	214.8058
TATDN1	406.0521	TATDN1	415.4531
TATDN2	1150.5982	TATDN2	1144.4175
TATDN3	1304.0113	TATDN3	385.9223
removed	removed	TAT	279.9353
TAX1BP1	8025.6861	TAX1BP1	3494.3366
TAX1BP3	608.2548	TAX1BP3	1903.9118
TAZ	85.1513	TAZ	226.1327
TBC1D10A	453.9057	TBC1D10A	362.5809
TBC1D10B	1171.3582	TBC1D10B	763.754
TBC1D10C	12.3153	TBC1D10C	36.8123
TBC1D12	314.2153	TBC1D12	775.89
TBC1D13	733.6383	TBC1D13	1182.4434
TBC1D14	2663.2653	TBC1D14	2142.7994
TBC1D15	1246.6573	TBC1D15	1859.2233
TBC1D16	1361.0134	TBC1D16	1261.7314
TBC1D17	309.8839	TBC1D17	846.521
TBC1D19	71.7804	TBC1D19	183.2524
TBC1D1	563.3357	TBC1D1	1260.9223
TBC1D20	808.2336	TBC1D20	1476.9417
TBC1D22A	305.4187	TBC1D22A	340.6149
TBC1D22B	329.6904	TBC1D22B	272.6052
TBC1D23	1223.4342	TBC1D23	1189.7249
TBC1D24	391.2738	TBC1D24	249.5955
TBC1D25	276.2139	TBC1D25	372.9773
TBC1D2B	823.012	TBC1D2B	3163.4304
TBC1D2	244.898	TBC1D2	282.3625
TBC1D3B	44.6868	TBC1D3B	30.7443
TBC1D3C	20.0563	TBC1D3C	8.4951
removed	removed	TBC1D3H	5.6634
TBC1D3	312.7797	TBC1D3	184.5065
TBC1D4	1137.5792	TBC1D4	2542.0712
TBC1D5	1946.1647	TBC1D5	2368.932
TBC1D7	525.3343	TBC1D7	112.8641
TBC1D8B	711.4708	TBC1D8B	413.835
TBC1D8	1275.8621	TBC1D8	674.7573
TBC1D9B	4711.4708	TBC1D9B	4146.4401
TBC1D9	17348.6981	TBC1D9	3363.6731
TBCA	1636.1717	TBCA	845.0647
TBCB	435.7213	TBCB	497.2816
TBCCD1	326.5306	TBCCD1	281.5534
TBCC	368.7544	TBCC	337.3786
TBCD	8824.8487	TBCD	926.699
TBCEL	320.197	TBCEL	605.9871
TBCE	1246.988	TBCE	290.1133
TBCK	1008.8001	TBCK	884.7087
TBK1	1090.0774	TBK1	777.5081
TBKBP1	216.045	TBKBP1	273.8673
TBL1XR1	11169.9507	TBL1XR1	3800.9709
TBL1X	661.1541	TBL1X	1154.9353
TBL2	906.0521	TBL2	607.6052
TBL3	632.3012	TBL3	353.9644
TBPL1	339.5496	TBPL1	279.9353
TBP	431.3863	TBP	221.6828
TBRG1	344.4757	TBRG1	1201.4563
TBRG4	979.24	TBRG4	421.9256
TBX15	78.114	TBX15	1272.2492
TBX18	88.67	TBX18	331.7152
TBX19	91.4919	TBX19	60.6796
TBX1	87.6144	TBX1	59.8706
TBX20	15.8339	removed	removed
removed	removed	TBX21	18.2039
TBX2	75.651	TBX2	242.3139
TBX3	703.3779	TBX3	1430.0162
removed	removed	TBX4	6.877
TBX5	38.0014	TBX5	349.11
TBX6	22.1675	TBX6	7.6861
TBXA2R	32.3716	TBXA2R	49.3528
TBXAS1	33.779	TBXAS1	411.4078
TC2N	2897.6073	TC2N	1778.3172
TCEA1	3104.152	TCEA1	1692.5566
TCEA2	184.7291	TCEA2	198.6246
TCEA3	707.2484	TCEA3	322.411
TCEAL1	371.9212	TCEAL1	419.4984
removed	removed	TCEAL2	73.6246
TCEAL3	593.9479	TCEAL3	425.1618
TCEAL4	2150.5982	TCEAL4	2211.5696
TCEAL5	15.1302	TCEAL5	32.767
TCEAL6	26.038	TCEAL6	18.6084
TCEAL7	14.7783	TCEAL7	116.1003
TCEAL8	1572.4842	TCEAL8	1069.9838
TCEANC	66.1506	TCEANC	104.7735
TCEB1	815.6228	TCEB1	445.3883
TCEB2	1004.2224	TCEB2	660.1942
TCEB3	811.6643	TCEB3	1730.6594
TCERG1L	15.4821	removed	removed
TCERG1	1322.3082	TCERG1	910.5987
TCF12	1904.2928	TCF12	2414.644
removed	removed	TCF15	60.6796
TCF19	406.0521	TCF19	228.1553
TCF20	1720.9711	TCF20	970.4693
removed	removed	TCF21	24.2718
TCF25	1772.6953	TCF25	1573.6246
TCF3	1123.1527	TCF3	538.0259
TCF4	1342.3645	TCF4	5101.9417
TCF7L1	64.3913	TCF7L1	945.7929
TCF7L2	339.1977	TCF7L2	1429.6117
TCF7	48.2055	TCF7	235.0324
TCFL5	538.3533	TCFL5	448.2201
TCHH	33.4272	TCHH	12.945
TCHP	662.924	TCHP	355.9871
TCIRG1	455.3132	TCIRG1	443.3657
TCL1B	5.9817	removed	removed
TCN1	13.7227	TCN1	33.5761
TCN2	120.3378	TCN2	1381.877
TCOF1	1092.5405	TCOF1	781.5534
TCP10L	10.4504	TCP10L	7.6861
TCP11L1	123.5362	TCP11L1	407.1197
TCP11L2	192.1182	TCP11L2	409.3851
TCP1	8327.8149	TCP1	3571.2662
TCTA	638.6348	TCTA	917.8803
TCTE3	31.316	TCTE3	41.6667
removed	removed	TCTEX1D1	19.822
TCTEX1D2	125.2639	TCTEX1D2	55.8252
TCTN1	699.1555	TCTN1	540.8576
TCTN2	621.0415	TCTN2	451.0518
TCTN3	775.8621	TCTN3	1112.055
TDG	951.4426	TDG	323.6246
TDO2	231.1752	removed	removed
TDP1	229.4159	TDP1	247.1683
TDP2	2123.1527	TDP2	972.8964
removed	removed	TDRD10	78.479
removed	removed	TDRD1	15.7767
TDRD3	663.6172	TDRD3	481.7961
TDRD5	166.0802	TDRD5	25.0809
removed	removed	TDRD6	35.1942
TDRD7	687.544	TDRD7	573.6246
removed	removed	TDRD9	7.2816
TDRKH	614.708	TDRKH	222.8964
TEAD1	3361.7171	TEAD1	6265.7767
TEAD2	90.0774	TEAD2	610.4369
TEAD3	553.4835	TEAD3	525.0809
TEAD4	73.1879	TEAD4	109.6278
TECPR1	107.6707	TECPR1	276.2945
TECPR2	336.3828	TECPR2	792.8803
TECR	1106.9669	TECR	1012.945
TECTA	40.1126	TECTA	14.5631
TEC	13.019	TEC	71.1974
TEF	940.5348	TEF	1848.301
removed	removed	TEKT3	11.3269
TEKT4	5.278	removed	removed
TEKT5	5.278	removed	removed
TEK	311.4004	TEK	2075.2427
TELO2	421.5341	TELO2	208.3333
TENC1	1577.4103	TENC1	6735.8414
removed	removed	TEP1	941.7476
TERF1	983.4624	TERF1	597.8964
TERF2IP	1062.2801	TERF2IP	1850.3236
TERF2	515.8339	TERF2	677.1845
removed	removed	TESC	69.1748
TESK1	263.5468	TESK1	1040.4531
TESK2	228.7122	TESK2	161.4078
TES	475.0106	TES	1331.6141
TET1	29.5567	TET1	85.7605
TET2	1341.3089	TET2	944.9838
TET3	1156.9317	TET3	432.0388
TEX10	266.7136	TEX10	349.11
TEX11	6.6854	removed	removed
TEX14	15.4821	TEX14	8.0906
TEX19	2787.1217	removed	removed
TEX261	2445.8128	TEX261	3394.0129
TEX264	511.9634	TEX264	507.2816
TEX2	3067.9099	TEX2	2430.0162
TEX9	53.4835	TEX9	42.8803
TFAM	934.2013	TFAM	618.5275
TFAP2A	1092.8923	TFAP2A	323.6246
TFAP2B	762.4912	TFAP2B	135.9223
TFAP2C	400.0704	TFAP2C	610.0324
TFAP2E	5.278	TFAP2E	12.5405
TFAP4	127.3751	TFAP4	163.4304
TFB1M	202.3223	TFB1M	122.1683
TFB2M	1923.6453	TFB2M	280.7443
TFCP2L1	2730.4715	TFCP2L1	439.7249
TFCP2	1047.1499	TFCP2	659.7896
TFDP1	2316.6784	TFDP1	1263.754
TFDP2	244.5461	TFDP2	434.8706
TFE3	831.4567	TFE3	3308.2524
TFEB	69.6692	TFEB	267.3948
TFEC	39.4089	TFEC	257.2816
removed	removed	TFF1	60.2751
TFF3	51.7241	TFF3	199.8382
TFG	2890.9219	TFG	1542.0712
TFIP11	1110.3871	TFIP11	741.8325
removed	removed	TFPI2	143.2039
TFPI	170.6545	TFPI	2431.2298
TFPT	94.9648	TFPT	121.1448
TFR2	100.6334	removed	removed
TFRC	1808.5855	TFRC	1309.466
TF	10.5559	TF	1660.5987
TGDS	364.8839	TGDS	307.4434
TGFA	337.0866	TGFA	192.1521
TGFB1I1	121.0415	TGFB1I1	714.8058
TGFB1	284.3068	TGFB1	700.6472
TGFB2	61.2245	TGFB2	609.6278
TGFB3	638.9866	TGFB3	597.0874
TGFBI	835.3272	TGFBI	5072.411
TGFBR1	777.6214	TGFBR1	1994.3366
TGFBR2	1443.7016	TGFBR2	19195.3883
TGFBR3	286.418	TGFBR3	11380.2589
TGFBRAP1	602.0408	TGFBRAP1	418.2848
TGIF1	1367.6988	TGIF1	645.2265
TGIF2	465.5102	TGIF2	396.6262
removed	removed	TGM1	22.2492
TGM2	478.8881	TGM2	1556.6343
TGM3	76.7065	removed	removed
removed	removed	TGM5	7.2816
TGOLN2	14437.3681	TGOLN2	12041.2621
TGS1	1009.5004	TGS1	547.7346
TG	62.9838	removed	removed
TH1L	2228.3603	TH1L	984.2233
THADA	1112.2449	THADA	1069.9838
THAP10	157.2836	THAP10	60.6796
THAP11	315.2709	THAP11	454.288
THAP1	228.0084	THAP1	261.3269
THAP2	245.6017	THAP2	140.7767
THAP3	172.1956	THAP3	223.932
THAP4	816.3265	THAP4	550.5663
THAP5	767.7692	THAP5	757.6861
THAP6	410.2745	THAP6	373.3819
THAP7	234.8839	THAP7	117.7184
THAP8	47.5018	THAP8	121.3592
THAP9	130.8937	THAP9	130.6634
THBD	228.0084	THBD	1188.9159
THBS1	8541.1682	THBS1	14427.589
THBS2	2259.6763	THBS2	7086.165
THBS3	250.1795	THBS3	907.3625
THBS4	5085.5032	THBS4	2452.2654
THEM4	554.5391	THEM4	303.3981
THEMIS	9.5004	THEMIS	30.7443
THG1L	187.1921	THG1L	144.4175
THNSL1	312.8079	THNSL1	214.4013
THNSL2	930.3308	THNSL2	360.8414
THOC1	703.3779	THOC1	374.5955
THOC2	3541.5201	THOC2	1656.9579
THOC3	762.8431	THOC3	443.7702
THOC4	743.1386	THOC4	301.3754
THOC5	579.8733	THOC5	506.877
THOC6	249.8628	THOC6	150.7241
THOC7	491.5552	THOC7	1033.1715
THOP1	700.9148	THOP1	209.9515
removed	removed	THPO	22.6537
THRAP3	5156.228	THRAP3	3625.4045
THRA	902.0232	THRA	1264.1343
THRB	590.0774	THRB	1855.5825
THRSP	62.9838	THRSP	2182.8479
THSD1P1	106.7417	THSD1P1	143.2039
THSD1	114.0042	THSD1	439.7249
THSD4	6750.8797	THSD4	673.5437
THSD7A	57.354	THSD7A	308.657
THSD7B	101.3371	THSD7B	166.6667
THTPA	247.0091	THTPA	330.0971
THUMPD1	2878.6066	THUMPD1	1769.4175
THUMPD2	199.1555	THUMPD2	149.2718
THUMPD3	1668.1914	THUMPD3	784.3851
THY1	1301.1963	THY1	1940.1294
THYN1	378.9585	THYN1	626.2136
TH	229.7678	removed	removed
TIA1	1571.7804	TIA1	1102.3463
TIAF1	265.9289	TIAF1	168.1553
TIAL1	1176.6362	TIAL1	1377.8317
TIAM1	116.4673	TIAM1	251.2136
TIAM2	22.5545	TIAM2	60.7646
TICAM1	546.0943	TICAM1	220.4693
TICAM2	34.898	TICAM2	249.9838
TIE1	181.5623	TIE1	1272.6537
TIFA	285.3624	TIFA	288.835
TIGD1	23.5749	TIGD1	48.9482
TIGD2	235.3976	TIGD2	179.2071
TIGD3	11.2597	removed	removed
removed	removed	TIGD4	8.4951
TIGD5	124.912	TIGD5	50.1618
TIGD6	310.3448	TIGD6	187.7023
TIGD7	92.7234	TIGD7	208.0947
TIGIT	13.7227	TIGIT	21.8447
removed	removed	TIMD4	25.0809
TIMELESS	1461.9986	TIMELESS	256.068
TIMM10	458.1281	TIMM10	276.2945
TIMM13	934.5531	TIMM13	331.3107
TIMM16	159.7291	TIMM16	48.394
TIMM17A	4209.7115	TIMM17A	887.945
TIMM17B	403.9409	TIMM17B	176.3754
TIMM22	231.879	TIMM22	394.0129
TIMM44	471.4989	TIMM44	317.1521
TIMM50	284.6587	TIMM50	411.8123
TIMM8A	129.4863	TIMM8A	79.6926
TIMM8B	156.5799	TIMM8B	267.3948
TIMM9	527.7973	TIMM9	496.7638
TIMP1	2655.1724	TIMP1	2590.6149
TIMP2	5305.0669	TIMP2	31186.4887
TIMP3	20330.753	TIMP3	71239.4822
TIMP4	50.3167	TIMP4	4317.1521
TINAGL1	101.689	TINAGL1	1831.7152
TINF2	954.6094	TINF2	1185.2751
TIPARP	568.962	TIPARP	1008.0866
TIPIN	100.6334	TIPIN	70.7929
TIPRL	3039.4089	TIPRL	899.6764
TIRAP	240.6756	TIRAP	170.712
TJAP1	348.6981	TJAP1	396.4401
TJP1	2840.2533	TJP1	4434.0615
TJP2	882.1253	TJP2	2919.9029
TJP3	2293.4553	TJP3	55.4207
TK1	656.228	TK1	27.5081
TK2	366.6432	TK2	2522.6537
removed	removed	TKTL1	6.068
TKT	1149.8944	TKT	5495.9547
TLCD1	283.6031	TLCD1	19.822
TLE1	725.5454	TLE1	1177.9935
TLE2	1484.8698	TLE2	807.0388
TLE3	2322.3082	TLE3	933.2524
TLE4	75.2991	TLE4	611.246
TLE6	108.3744	removed	removed
TLK1	2375.4398	TLK1	1841.0194
TLK2	1146.3758	TLK2	745.5502
TLL1	26.7417	TLL1	456.7152
TLN1	3197.3962	TLN1	24156.9579
TLN2	862.069	TLN2	5525.0809
TLR10	5.278	TLR10	32.3625
TLR1	33.779	TLR1	357.2006
TLR2	40.4645	TLR2	386.7314
TLR3	77.7621	TLR3	694.5793
TLR4	234.6939	TLR4	3033.5761
TLR5	2482.0549	TLR5	426.3754
TLR6	12.6671	TLR6	76.0518
TLR7	36.9458	TLR7	301.7799
TLR8	14.7783	TLR8	201.4563
removed	removed	TLR9	22.6416
TM2D1	980.2956	TM2D1	444.9838
TM2D2	2162.9134	TM2D2	876.6181
TM2D3	590.0774	TM2D3	663.835
TM4SF18	88.3181	TM4SF18	383.4951
removed	removed	TM4SF19	28.2848
TM4SF1	2143.5609	TM4SF1	3964.8058
TM6SF1	137.931	TM6SF1	293.2848
TM7SF2	132.6531	TM7SF2	745.1456
TM7SF3	1206.8966	TM7SF3	1618.932
TM7SF4	23.2231	removed	removed
TM9SF1	2612.8783	TM9SF1	1255.0809
TM9SF2	9031.316	TM9SF2	4751.6181
TM9SF3	6662.2097	TM9SF3	7960.7605
TM9SF4	2165.3765	TM9SF4	1475.7282
TMBIM1	1718.5081	TMBIM1	10646.0356
TMBIM4	2212.4455	TMBIM4	1702.7751
TMBIM6	37225.1935	TMBIM6	19491.5049
removed	removed	TMC1	6.068
removed	removed	TMC2	18.6084
TMC4	1210.0633	TMC4	182.0388
TMC5	253.6946	TMC5	212.3786
TMC6	832.1605	TMC6	355.5825
TMC7	67.2062	TMC7	138.3495
TMC8	102.0408	TMC8	155.3398
TMCC1	1533.4272	TMCC1	1251.2136
TMCC2	14.7783	TMCC2	74.8382
TMCC3	83.392	TMCC3	829.6926
TMCO1	6002.1112	TMCO1	1832.1197
TMCO3	2784.6587	TMCO3	1224.9191
TMCO4	1362.069	TMCO4	465.6149
TMCO6	152.3575	TMCO6	156.1489
TMCO7	223.4342	TMCO7	417.0712
TMED10P1	54.5391	TMED10P1	69.1748
TMED10	7265.658	TMED10	8833.7379
TMED1	491.2526	TMED1	251.5696
TMED2	13590.0774	TMED2	6219.2557
TMED3	2680.1548	TMED3	601.1327
TMED4	1380.7178	TMED4	735.4369
TMED5	1903.9268	TMED5	2545.2994
TMED7-TICAM2	357.1147	TMED7-TICAM2	172.3139
TMED7	4351.8297	TMED7	2400.9183
TMED8	513.019	TMED8	475.3236
TMED9	3205.4891	TMED9	1849.9191
TMEFF1	46.9564	TMEFF1	56.1206
TMEM100	27.0936	TMEM100	607.2006
TMEM101	1003.8705	TMEM101	300.9709
TMEM102	121.3934	TMEM102	60.2751
TMEM104	700.9148	TMEM104	416.2621
TMEM106A	106.9669	TMEM106A	192.9612
TMEM106B	3717.8044	TMEM106B	1873.7864
TMEM106C	4088.3181	TMEM106C	676.3754
TMEM107	47.8536	TMEM107	214.8058
removed	removed	TMEM108	44.9029
TMEM109	834.2716	TMEM109	3560.6796
TMEM110	150.5982	TMEM110	211.165
TMEM111	1326.8825	TMEM111	1737.055
TMEM115	489.4441	TMEM115	665.0485
TMEM116	280.7882	TMEM116	223.7055
TMEM117	234.342	TMEM117	161.8123
TMEM119	472.5545	TMEM119	955.0971
TMEM11	191.4145	TMEM11	369.3366
TMEM120A	286.7699	TMEM120A	554.6117
TMEM120B	578.2829	TMEM120B	535.5987
TMEM121	78.8177	TMEM121	11.3269
TMEM123	3911.6819	TMEM123	5025.0809
TMEM125	1066.1506	TMEM125	36.0032
TMEM126A	280.7882	TMEM126A	306.6343
TMEM126B	619.2822	TMEM126B	682.4434
TMEM127	2568.6137	TMEM127	2180.0162
TMEM128	570.7248	TMEM128	525.0809
TMEM129	554.1872	TMEM129	693.7702
TMEM130	9.1485	TMEM130	5.6634
removed	removed	TMEM131	1923.9482
TMEM132A	973.962	TMEM132A	118.5275
TMEM132B	6.3336	TMEM132B	12.5405
TMEM132C	10.5559	TMEM132C	1619.3366
TMEM133	19.7044	TMEM133	180.0162
TMEM134	390.2182	TMEM134	145.6311
TMEM135	485.5735	TMEM135	1270.6311
TMEM136	80.2252	TMEM136	171.521
TMEM138	285.3624	TMEM138	479.3689
TMEM139	5.278	TMEM139	189.3204
TMEM140	325.8128	TMEM140	2153.572
TMEM141	513.7227	TMEM141	192.1521
TMEM143	36.2421	TMEM143	167.0712
TMEM144	2061.9282	TMEM144	379.4498
TMEM145	40.1126	removed	removed
TMEM147	371.9212	TMEM147	664.2395
TMEM149	36.4004	TMEM149	65.6392
TMEM14A	1458.1281	TMEM14A	278.3172
TMEM14B	681.5623	TMEM14B	906.9579
TMEM14C	1032.0197	TMEM14C	1970.8738
TMEM150A	312.1042	TMEM150A	262.5405
removed	removed	TMEM150B	27.9126
TMEM150C	73.5398	TMEM150C	326.4563
removed	removed	TMEM151B	9.7128
TMEM154	772.3434	TMEM154	88.5922
TMEM155	6.3336	TMEM155	9.7087
TMEM156	6.3336	TMEM156	30.3398
