gene_id	TCGA-BH-A1F8-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F8-11B-21R-A13Q-07
ANKRD5	1453.7037	ANKRD5	197.9346
ANKRD6	266.7014	ANKRD6	388.7665
ANKRD9	8.1019	ANKRD9	40.7344
ANKS1A	911.169	ANKS1A	1648.8812
ANKS1B	380.4977	ANKS1B	95.2381
ANKS3	45.4282	ANKS3	179.0017
ANKS6	46.875	ANKS6	279.4033
ANKZF1	330.4398	ANKZF1	492.8285
ANLN	704.8611	ANLN	168.6747
ANO10	1313.3681	ANO10	795.7544
ANO1	3216.1458	ANO1	6321.8589
ANO2	48.6111	ANO2	40.7344
removed	removed	ANO3	32.1285
ANO4	6.9444	ANO4	7.4584
removed	removed	ANO5	68.8468
ANO6	2496.5278	ANO6	4751.5777
ANO7	435.7639	ANO7	14.9168
ANO8	76.6782	ANO8	278.2559
ANO9	221.0648	ANO9	91.222
ANP32A	3173.6111	ANP32A	2197.9346
ANP32B	1160.5903	ANP32B	2358.0034
ANP32E	850.6944	ANP32E	1259.8967
ANPEP	186.6319	ANPEP	4602.4096
ANTXR1	6073.206	ANTXR1	4712.5645
ANTXR2	548.9005	ANTXR2	1817.5559
ANUBL1	550.0579	ANUBL1	219.1624
ANXA11	1201.0995	ANXA11	3598.3936
ANXA1	1285.0116	ANXA1	15355.1348
ANXA2P1	124.4213	ANXA2P1	77.4527
ANXA2P2	7753.7616	ANXA2P2	4516.9248
ANXA2P3	14.7569	removed	removed
ANXA2	25732.6389	ANXA2	14787.1486
ANXA3	148.7269	ANXA3	1755.5938
ANXA4	1933.1597	ANXA4	2024.0964
ANXA5	3231.7708	ANXA5	8116.4659
ANXA6	4650.463	ANXA6	5411.9334
ANXA7	13972.8009	ANXA7	3192.7711
removed	removed	ANXA8L2	569.7074
ANXA8	32.9861	ANXA8	1145.7258
ANXA9	1130.787	ANXA9	152.0367
AOAH	92.3032	AOAH	115.8921
removed	removed	AOC2	40.7344
AOC3	143.8079	AOC3	5516.9248
AOX1	107.6389	AOX1	1209.4091
AP1AR	765.9144	AP1AR	749.8566
AP1B1	1572.9167	AP1B1	2407.9174
AP1G1	3566.8403	AP1G1	2314.9742
AP1G2	416.9271	AP1G2	830.7172
AP1M1	500	AP1M1	933.4481
AP1M2	1386.5741	AP1M2	947.2174
AP1S1	756.6551	AP1S1	541.0212
AP1S2	340.8565	AP1S2	585.7717
AP1S3	257.5231	AP1S3	86.0585
AP2A1	1916.2355	AP2A1	1407.8313
AP2A2	1750.8681	AP2A2	1763.6259
removed	removed	AP2B1	6223.1784
AP2M1	7102.1412	AP2M1	5028.6862
AP2S1	2125.2894	AP2S1	970.1664
AP3B1	2187.5	AP3B1	1253.5858
AP3B2	304.1088	AP3B2	77.4527
AP3D1	1960.9375	AP3D1	2064.257
AP3M1	2601.8519	AP3M1	1465.8635
AP3M2	857.9282	AP3M2	576.5921
AP3S1	1184.3171	AP3S1	1138.8411
AP3S2	2486.1111	AP3S2	1532.2203
AP4B1	305.5266	AP4B1	329.0132
AP4E1	1148.4375	AP4E1	399.3115
AP4M1	343.4433	AP4M1	336.9134
AP4S1	53.8194	AP4S1	92.9432
APAF1	785.8796	APAF1	590.3614
APBA1	98.3796	APBA1	505.4504
APBA2	185.4745	APBA2	84.3373
APBA3	35.8796	APBA3	124.498
APBB1IP	98.3796	APBB1IP	579.4607
APBB1	123.2639	APBB1	749.2828
APBB2	1301.5046	APBB2	2033.8497
APBB3	158.8542	APBB3	238.669
removed	removed	APC2	5.7946
APCDD1L	15.9144	APCDD1L	499.7131
APCDD1	186.9213	APCDD1	1127.3666
APC	1874.4213	APC	1078.0264
APEH	1793.9815	APEH	1298.9099
APEX1	1372.1065	APEX1	2771.6581
APEX2	733.5069	APEX2	469.8795
APH1A	5765.625	APH1A	3834.1939
APH1B	985.2431	APH1B	678.7149
API5	5876.1574	API5	2920.8262
APIP	520.0145	APIP	469.5697
APITD1	187.5	APITD1	170.4991
APLF	78.7037	APLF	118.187
APLNR	367.7662	APLNR	1686.747
APLN	27.1991	APLN	202.5244
APLP1	466.7245	APLP1	35.5709
APLP2	12699.0741	APLP2	13870.3385
APOA1BP	2768.5185	APOA1BP	1104.9914
APOB48R	216.1458	APOB48R	52.2088
APOBEC3A	47.1036	APOBEC3A	8.0321
APOBEC3B	275.2344	APOBEC3B	78.6001
APOBEC3C	99.537	APOBEC3C	555.938
APOBEC3D	73.4954	APOBEC3D	88.9271
APOBEC3F	302.9514	APOBEC3F	196.7871
APOBEC3G	540.5093	APOBEC3G	369.4779
APOBEC3H	8.9699	APOBEC3H	6.311
removed	removed	APOB	186.4601
APOC1	457.7546	APOC1	570.8548
APOC2	33.2755	APOC2	95.8118
APOD	9650.7523	APOD	11012.6219
APOE	335.0694	APOE	2696.5003
APOL1	2309.3171	APOL1	1450.9466
APOL2	859.375	APOL2	624.7849
APOL3	536.169	APOL3	1535.284
APOL4	183.4491	APOL4	533.5628
APOL6	2601.8519	APOL6	2593.2301
APOLD1	401.6204	APOLD1	1583.4768
APOM	32.4074	APOM	60.9352
APOOL	581.5972	APOOL	209.4091
APOO	563.6574	APOO	157.774
APPBP2	2650.463	APPBP2	1437.751
APPL1	2000	APPL1	2157.2002
APPL2	1295.7176	APPL2	1348.8239
APP	5085.9375	APP	34983.9357
APRT	758.1019	APRT	1257.6018
APTX	553.8194	APTX	529.5468
AQP11	71.4699	AQP11	22.9489
AQP1	899.5949	AQP1	20125.6454
AQP3	24.5949	AQP3	422.2605
removed	removed	AQP4	119.9082
removed	removed	AQP5	433.1612
removed	removed	AQP6	10.327
removed	removed	AQP7P1	83.7636
removed	removed	AQP7P3	8.6059
removed	removed	AQP7	788.8698
AQP9	13.8889	removed	removed
removed	removed	AQPEP	226.5806
AQR	2802.9514	AQR	983.9357
ARAF	825.2315	ARAF	1096.3855
ARAP1	724.9884	ARAP1	1821.5548
ARAP2	116.3194	ARAP2	412.5072
ARAP3	77.8356	ARAP3	709.1222
ARCN1	5751.4468	ARCN1	3851.4056
removed	removed	ARC	57.3723
AREG	58.7384	AREG	399.3115
ARF1	11544.5602	ARF1	7507.1715
ARF3	8942.9977	ARF3	4253.5858
ARF4	7789.3519	ARF4	4183.0178
ARF5	2418.3941	ARF5	2155.4332
ARF6	5628.7616	ARF6	3453.8153
ARFGAP1	901.331	ARFGAP1	687.8944
ARFGAP2	1206.8866	ARFGAP2	1668.3878
ARFGAP3	486.1111	ARFGAP3	1376.9363
ARFGEF1	5292.0197	ARFGEF1	1756.1675
ARFGEF2	6890.625	ARFGEF2	2146.8732
ARFIP1	1472.5116	ARFIP1	1202.5244
ARFIP2	2162.3264	ARFIP2	1097.533
ARFRP1	170.1389	ARFRP1	351.1188
ARG2	165.0955	ARG2	201.4745
ARGLU1	819.1551	ARGLU1	2264.4865
ARHGAP10	124.4213	ARHGAP10	515.7774
ARHGAP11A	876.4468	ARHGAP11A	128.5141
ARHGAP11B	44.5602	ARHGAP11B	6.8847
ARHGAP12	1663.7731	ARHGAP12	1363.7407
ARHGAP15	45.4282	ARHGAP15	82.6162
ARHGAP17	1041.6667	ARHGAP17	1393.5743
ARHGAP18	1209.2014	ARHGAP18	955.2496
ARHGAP19	228.588	ARHGAP19	1004.5898
ARHGAP1	4064.5255	ARHGAP1	4005.7372
ARHGAP20	26.6204	ARHGAP20	361.4458
ARHGAP21	1784.7222	ARHGAP21	2280.5508
ARHGAP22	8.1019	ARHGAP22	75.7315
ARHGAP23	142.6505	ARHGAP23	859.4378
ARHGAP24	101.5625	ARHGAP24	443.4882
ARHGAP25	81.5972	ARHGAP25	479.6328
ARHGAP26	208.3333	ARHGAP26	823.2932
ARHGAP27	280.9606	ARHGAP27	680.8032
ARHGAP28	156.25	ARHGAP28	314.4005
removed	removed	ARHGAP29	3726.9076
ARHGAP30	140.9144	ARHGAP30	302.3523
ARHGAP31	386.8634	ARHGAP31	1533.5628
ARHGAP32	2779.5139	ARHGAP32	1240.3901
ARHGAP33	201.6782	ARHGAP33	142.2834
removed	removed	ARHGAP36	33.8497
ARHGAP39	172.1644	ARHGAP39	165.8061
ARHGAP42	87.3843	ARHGAP42	213.9989
ARHGAP4	43.9815	ARHGAP4	261.6179
ARHGAP5	1680.5556	ARHGAP5	2989.0993
ARHGAP6	36.169	ARHGAP6	183.5915
ARHGAP8	643.5417	ARHGAP8	220.3844
ARHGAP9	28.9352	ARHGAP9	95.8118
ARHGDIA	2932.2917	ARHGDIA	3856.5691
ARHGDIB	8337.6736	ARHGDIB	4072.2892
ARHGEF10L	253.1829	ARHGEF10L	1047.619
ARHGEF10	314.2361	ARHGEF10	1150.3155
removed	removed	ARHGEF11	1110.1549
ARHGEF12	10161.7477	ARHGEF12	5705.1061
ARHGEF15	103.8773	ARHGEF15	1028.1124
ARHGEF16	112.8472	ARHGEF16	168.6747
ARHGEF17	567.7083	ARHGEF17	1423.9816
ARHGEF18	262.1528	ARHGEF18	601.2622
ARHGEF19	232.9282	ARHGEF19	493.4022
ARHGEF1	289.3519	ARHGEF1	1037.292
ARHGEF2	971.3542	ARHGEF2	1549.0534
removed	removed	ARHGEF33	9.7533
ARHGEF35	786.7477	ARHGEF35	590.9352
ARHGEF37	342.5926	ARHGEF37	1549.6271
ARHGEF38	24.8843	ARHGEF38	29.8336
ARHGEF3	1453.125	ARHGEF3	1024.0964
ARHGEF4	16.4931	ARHGEF4	202.5244
ARHGEF5	600.9838	ARHGEF5	434.3087
ARHGEF6	2767.3611	ARHGEF6	1927.1371
ARHGEF7	1015.625	ARHGEF7	1930.0057
ARHGEF9	659.4329	ARHGEF9	878.3706
ARID1A	2214.9884	ARID1A	2212.8514
ARID1B	1890.625	ARID1B	2232.9317
ARID2	1553.8194	ARID2	765.3471
ARID3A	51.2153	ARID3A	51.6351
ARID3B	101.5625	ARID3B	88.3534
ARID4A	453.7037	ARID4A	843.3735
ARID4B	1805.5556	ARID4B	1464.7791
ARID5A	64.5255	ARID5A	2816.4085
ARID5B	1436.9213	ARID5B	4380.3787
ARIH1	3880.787	ARIH1	1819.2771
ARIH2	837.3843	ARIH2	1618.4452
ARL10	7.2338	ARL10	31.5548
ARL11	308.7384	ARL11	56.2249
ARL13B	428.8194	ARL13B	327.5961
ARL15	472.8009	ARL15	729.2025
ARL16	178.5301	ARL16	415.9495
ARL17A	212.4161	ARL17A	104.5898
removed	removed	ARL17B	5.2783
ARL1	5307.0023	ARL1	2492.8285
ARL2BP	2867.4769	ARL2BP	1706.2536
ARL2	210.3588	ARL2	1189.3287
ARL3	538.1944	ARL3	616.179
ARL4A	177.3727	ARL4A	1323.58
ARL4C	883.9699	ARL4C	2177.2806
ARL4D	70.6019	ARL4D	167.5273
ARL5A	2041.6667	ARL5A	1028.6862
ARL5B	500.2894	ARL5B	215.1463
ARL6IP1	13626.4468	ARL6IP1	4280.5508
ARL6IP4	351.5625	ARL6IP4	1025.2438
ARL6IP5	4584.7801	ARL6IP5	5630.5221
ARL6IP6	500	ARL6IP6	301.7785
ARL6	161.4583	ARL6	67.1256
ARL8A	998.2639	ARL8A	982.7883
ARL8B	3712.3843	ARL8B	2246.1274
ARL9	14.7569	ARL9	11.4745
ARMC10	1519.7656	ARMC10	745.9782
ARMC1	1480.0347	ARMC1	794.0333
ARMC2	106.4815	ARMC2	34.4234
removed	removed	ARMC4	12.0482
ARMC5	103.0093	ARMC5	265.0602
ARMC6	242.1499	ARMC6	449.7992
ARMC7	189.8148	ARMC7	250.7172
ARMC8	1504.3403	ARMC8	808.9501
ARMC9	288.4838	ARMC9	182.4441
ARMCX1	781.5394	ARMCX1	783.1325
ARMCX2	718.75	ARMCX2	816.9822
ARMCX3	2638.5995	ARMCX3	1995.4102
ARMCX5	339.6991	ARMCX5	492.8285
ARMCX6	163.1944	ARMCX6	213.4251
ARNT2	468.4606	ARNT2	288.0092
ARNTL2	29.5139	ARNTL2	76.8789
ARNTL	406.8287	ARNTL	210.5565
ARNT	967.5926	ARNT	1595.525
ARPC1A	2254.4878	ARPC1A	2221.4573
ARPC1B	913.3362	ARPC1B	1690.7631
ARPC2	6473.3796	ARPC2	4189.9025
ARPC3	8205.4398	ARPC3	2946.6437
ARPC4	1660.3009	ARPC4	2812.8112
ARPC5L	544.8495	ARPC5L	550.7745
ARPC5	4713.831	ARPC5	3685.0258
ARPM1	56.713	ARPM1	48.1928
ARPP19	10144.3866	ARPP19	3772.2318
ARRB1	950.2315	ARRB1	920.8262
ARRB2	495.9491	ARRB2	581.7556
ARRDC1	344.9074	ARRDC1	512.3351
ARRDC2	85.3588	ARRDC2	634.5382
ARRDC3	1614.0046	ARRDC3	5044.1767
ARRDC4	1007.2338	ARRDC4	1775.6741
ARSA	414.0625	ARSA	723.4653
ARSB	622.9745	ARSB	364.8881
ARSD	6076.6782	ARSD	1963.8554
ARSE	34.4329	ARSE	43.603
ARSG	361.4005	ARSG	219.1624
ARSH	11.5741	ARSH	5.1635
ARSI	37.3264	ARSI	33.276
ARSJ	29.8032	ARSJ	182.4441
ARSK	264.1782	ARSK	199.082
ART4	5.787	ART4	26.3913
removed	removed	ART5	17.7854
ARTN	19.0972	removed	removed
ARV1	1131.0764	ARV1	377.51
ARVCF	39.3519	ARVCF	331.6122
ARX	80.4398	ARX	9.7533
AR	2026.6204	AR	213.4251
AS3MT	96.9329	AS3MT	244.8594
ASAH1	6809.0278	ASAH1	4338.4968
ASAH2B	47.7431	ASAH2B	11.4745
ASAH2	15.625	removed	removed
ASAM	179.6875	ASAM	596.0987
ASAP1	1146.412	ASAP1	1152.6104
ASAP2	2075.5208	ASAP2	934.5955
ASAP3	1470.1968	ASAP3	1243.2587
removed	removed	ASB12	5.4446
ASB13	377.0255	ASB13	656.3396
ASB14	10.1273	ASB14	9.1796
ASB16	31.5596	ASB16	5.2151
ASB1	168.6053	ASB1	646.6208
removed	removed	ASB2	51.0614
ASB3	479.456	ASB3	316.1216
ASB6	229.5284	ASB6	653.2014
ASB7	797.4537	ASB7	483.0752
ASB8	1188.6574	ASB8	855.9954
ASB9	77.8356	ASB9	83.7636
ASCC1	526.331	ASCC1	452.6678
ASCC2	783.5648	ASCC2	955.2496
ASCC3	3523.4375	ASCC3	1229.4894
removed	removed	ASCL2	13.1956
ASF1A	730.6134	ASF1A	526.1044
ASF1B	666.088	ASF1B	142.2834
removed	removed	ASGR1	19.5066
removed	removed	ASGR2	8.0321
ASH1L	2794.8438	ASH1L	2423.5571
ASH2L	5045.1389	ASH2L	1127.3666
ASL	494.5023	ASL	411.9334
ASMTL	543.9815	ASMTL	580.0344
ASNA1	635.1273	ASNA1	890.4188
ASNSD1	1594.0394	ASNSD1	1220.3098
ASNS	2286.4583	ASNS	374.6414
ASPA	5.2083	ASPA	114.7447
ASPHD1	19.3866	ASPHD1	24.0964
ASPHD2	116.3194	ASPHD2	32.7022
ASPH	3371.3802	ASPH	7595.7143
ASPM	522.2801	ASPM	72.8629
ASPN	3738.1366	ASPN	744.6931
ASPRV1	29.6238	ASPRV1	56.4142
ASPSCR1	128.4722	ASPSCR1	214.5726
ASRGL1	39.0625	ASRGL1	179.0017
ASS1	224.2477	ASS1	2584.0505
ASTE1	276.1372	ASTE1	268.5255
removed	removed	ASTN1	108.4337
ASTN2	295.4282	ASTN2	282.8457
ASXL1	1330.1505	ASXL1	1919.6787
ASXL2	947.0486	ASXL2	675.8462
ASXL3	9.2593	ASXL3	34.9971
ATAD1	1221.3542	ATAD1	1236.9478
ATAD2B	932.8704	ATAD2B	356.856
ATAD2	1986.9792	ATAD2	415.9495
ATAD3A	67.419	ATAD3A	252.4383
ATAD3B	22.8588	ATAD3B	154.9053
ATAD3C	6.6551	ATAD3C	86.0585
ATAD5	301.5046	ATAD5	87.206
ATE1	206.5972	ATE1	317.8428
ATF1	651.9097	ATF1	532.9891
ATF2	844.0394	ATF2	535.8577
ATF3	195.0231	ATF3	4625.3586
ATF4	2665.5093	ATF4	5966.724
ATF5	339.1204	ATF5	397.5904
ATF6B	2126.2529	ATF6B	1757.0109
ATF6	1585.0694	ATF6	1536.4314
ATF7IP2	118.3449	ATF7IP2	98.6804
ATF7IP	2243.9236	ATF7IP	909.9254
ATF7	1749.5428	ATF7	2013.5915
ATG10	255.4977	ATG10	153.7579
ATG12	1646.9907	ATG12	640.8491
ATG16L1	1542.8241	ATG16L1	585.1979
ATG16L2	108.2321	ATG16L2	165.6684
ATG2A	296.875	ATG2A	550.2008
ATG2B	1036.169	ATG2B	1101.5491
ATG3	1148.7269	ATG3	768.2157
ATG4A	1285.8796	ATG4A	279.4033
ATG4B	381.6551	ATG4B	668.9616
ATG4C	269.0972	ATG4C	255.8807
ATG4D	145.489	ATG4D	208.4968
ATG5	1919.5602	ATG5	977.6248
ATG7	589.9711	ATG7	665.2783
ATG9A	1220.3704	ATG9A	1338.8353
ATG9B	10.6626	ATG9B	7.9403
ATHL1	144.6759	ATHL1	489.9598
ATIC	3938.9468	ATIC	1123.9243
ATL1	148.4375	ATL1	635.1119
ATL2	2911.7477	ATL2	2129.0878
ATL3	545.7176	ATL3	535.8577
ATMIN	2059.3171	ATMIN	2103.8439
ATM	930.2662	ATM	1432.5875
ATN1	2507.2338	ATN1	5098.1067
removed	removed	ATOH8	761.331
ATOX1	1833.044	ATOX1	777.969
ATP10A	183.7384	ATP10A	188.755
ATP10B	28.6458	removed	removed
ATP10D	478.588	ATP10D	701.0901
ATP11A	293.4028	ATP11A	838.21
ATP11B	861.1111	ATP11B	1349.3976
ATP11C	800.9259	ATP11C	922.5473
removed	removed	ATP12A	20.0803
ATP13A1	573.4954	ATP13A1	841.6523
ATP13A2	435.7639	ATP13A2	824.4406
ATP13A3	3734.6644	ATP13A3	1654.6185
removed	removed	ATP13A4	91.7958
removed	removed	ATP13A5	253.012
ATP1A1	11327.8299	ATP1A1	15133.6604
ATP1A2	6.0764	ATP1A2	544.4636
ATP1A3	253.4722	ATP1A3	6.8847
ATP1A4	24.5949	ATP1A4	24.0964
ATP1B1	644.048	ATP1B1	4976.6495
ATP1B2	17.3611	ATP1B2	114.7447
ATP1B3	2754.3403	ATP1B3	1456.6839
ATP2A2	7758.1019	ATP2A2	5686.747
ATP2A3	3557.0023	ATP2A3	471.6007
ATP2B1	1772.8588	ATP2B1	1783.1325
removed	removed	ATP2B2	37.8657
ATP2B4	4810.1852	ATP2B4	5611.5892
ATP2C1	5712.5781	ATP2C1	3040.7114
ATP2C2	368.9236	ATP2C2	111.8761
ATP5A1	9138.8889	ATP5A1	9800.918
ATP5B	21502.8935	ATP5B	9717.1543
ATP5C1	5440.1042	ATP5C1	2551.3483
ATP5D	133.3912	ATP5D	539.3001
ATP5EP2	192.1296	ATP5EP2	29.8336
ATP5E	9974.8264	ATP5E	3864.0275
ATP5F1	2916.6667	ATP5F1	2650.6024
ATP5G1	1454.8611	ATP5G1	753.8726
ATP5G2	6051.5046	ATP5G2	5267.3551
ATP5G3	5634.2593	ATP5G3	2580.6081
ATP5H	2912.3264	ATP5H	1753.8726
ATP5I	807.6302	ATP5I	965.5766
ATP5J2	2498.5532	ATP5J2	843.3735
ATP5J	2943.3565	ATP5J	1476.7699
ATP5L	2656.25	ATP5L	2694.7791
ATP5O	4812.5	ATP5O	2678.7149
ATP5SL	700.2315	ATP5SL	647.1601
ATP5S	131.9444	ATP5S	181.2966
ATP6AP1L	79.5718	ATP6AP1L	78.6001
ATP6AP1	10626.7361	ATP6AP1	2414.8021
ATP6AP2	9465.8565	ATP6AP2	3827.883
ATP6V0A1	1889.7569	ATP6V0A1	1189.3287
ATP6V0A2	730.3241	ATP6V0A2	461.8474
ATP6V0A4	154.2245	ATP6V0A4	159.191
ATP6V0B	1734.6644	ATP6V0B	1173.8382
ATP6V0C	2446.1806	ATP6V0C	1843.1211
ATP6V0D1	1840.8565	ATP6V0D1	1593.8038
ATP6V0D2	21.7014	removed	removed
ATP6V0E1	7915.2199	ATP6V0E1	2664.3718
ATP6V0E2	1701.0995	ATP6V0E2	703.3448
ATP6V1A	5485.5324	ATP6V1A	2143.4309
ATP6V1B1	545.4282	ATP6V1B1	1000
ATP6V1B2	2286.169	ATP6V1B2	1815.8348
ATP6V1C1	3435.1852	ATP6V1C1	1613.3104
ATP6V1C2	91.6725	ATP6V1C2	144.039
ATP6V1D	1517.3611	ATP6V1D	846.8158
ATP6V1E1	2862.8472	ATP6V1E1	2131.3827
ATP6V1E2	67.419	ATP6V1E2	80.895
ATP6V1F	2447.6273	ATP6V1F	1061.9392
ATP6V1G1	2196.7593	ATP6V1G1	2087.206
ATP6V1G2	23.7269	ATP6V1G2	18.9329
ATP6V1H	2294.8495	ATP6V1H	1269.65
ATP7A	1008.3912	ATP7A	650.0287
ATP7B	403.0671	ATP7B	206.5404
ATP8A1	83.044	ATP8A1	637.4068
ATP8A2	102.1412	ATP8A2	25.8176
ATP8B1	1435.6597	ATP8B1	1150.1033
removed	removed	ATP8B2	1145.7258
ATP8B3	60.1852	ATP8B3	18.3592
ATP8B4	40.2199	ATP8B4	170.3959
ATP8B5P	63.6574	ATP8B5P	30.4073
ATP9A	10958.3333	ATP9A	2402.1801
ATP9B	235.8218	ATP9B	511.7613
ATPAF1	1237.6736	ATPAF1	1167.9403
ATPAF2	145.2546	ATPAF2	216.8675
ATPBD4	366.6088	ATPBD4	158.3477
ATPIF1	927.3727	ATPIF1	738.3821
ATRIP	176.7679	ATRIP	216.0987
ATRNL1	12.1528	ATRNL1	69.4205
ATRN	3603.8773	ATRN	2323.58
ATRX	3154.2245	ATRX	2563.3964
ATR	1753.1829	ATR	881.2392
ATXN10	3832.1759	ATXN10	2344.2341
ATXN1L	599.537	ATXN1L	1719.5353
ATXN1	495.081	ATXN1	973.035
ATXN2L	1572.6273	ATXN2L	1676.42
ATXN2	1317.419	ATXN2	657.4871
ATXN3	364.294	ATXN3	553.6431
ATXN7L1	231.4815	ATXN7L1	262.1916
ATXN7L2	21.9907	ATXN7L2	75.1578
ATXN7L3B	4164.0625	ATXN7L3B	3479.6328
ATXN7L3	929.6875	ATXN7L3	1063.6833
ATXN7	632.5231	ATXN7	757.8887
AUH	119.213	AUH	387.8371
AUP1	2474.6875	AUP1	1577.3035
AURKAIP1	199.0741	AURKAIP1	549.6271
AURKAPS1	10.1273	removed	removed
AURKA	798.0324	AURKA	73.4366
AURKB	140.0463	AURKB	32.7022
AURKC	13.3102	AURKC	12.0482
AUTS2	1594.9074	AUTS2	2286.288
AVEN	261.5741	AVEN	136.5462
AVIL	17.0718	AVIL	27.5387
AVL9	582.1759	AVL9	276.5347
AVPI1	53.5301	AVPI1	266.7814
AVPR1A	25.1736	AVPR1A	62.5359
removed	removed	AVPR2	114.7447
AWAT2	5.2083	removed	removed
AXIN1	275.1736	AXIN1	461.8474
AXIN2	158.2755	AXIN2	331.0384
AXL	887.7315	AXL	1496.2708
AZGP1	7423.3218	AZGP1	18142.2834
AZI1	49.1898	AZI1	96.3855
AZI2	1294.8495	AZI2	1235.2266
AZIN1	9473.3796	AZIN1	3411.3597
B2M	134287.4248	B2M	44187.6076
B3GALNT1	1843.75	B3GALNT1	573.7235
B3GALNT2	922.798	B3GALNT2	612.1228
removed	removed	B3GALT1	13.1956
removed	removed	B3GALT2	16.0643
B3GALT4	67.419	B3GALT4	120.4819
B3GALT5	823.206	B3GALT5	89.5009
B3GALT6	238.4259	B3GALT6	394.148
B3GALTL	350.6944	B3GALTL	339.6443
removed	removed	B3GAT1	119.9082
B3GAT2	7.4045	B3GAT2	8.9558
B3GAT3	267.9398	B3GAT3	418.2444
B3GNT1	215.8565	B3GNT1	570.8548
B3GNT2	2686.3426	B3GNT2	1310.9581
B3GNT3	14.4676	B3GNT3	327.5961
B3GNT5	77.2569	B3GNT5	849.6845
B3GNT7	65.3935	B3GNT7	93.5169
B3GNT8	24.3056	B3GNT8	55.6512
B3GNT9	89.2303	B3GNT9	290.4705
B3GNTL1	34.2766	B3GNTL1	58.864
B4GALNT1	39.7627	B4GALNT1	36.7183
B4GALNT2	6.6551	removed	removed
B4GALNT3	72.338	B4GALNT3	58.5198
B4GALNT4	164.3519	B4GALNT4	150.8893
B4GALT1	6280.6713	B4GALT1	5285.1406
B4GALT2	396.412	B4GALT2	839.3574
B4GALT3	942.7083	B4GALT3	654.6185
B4GALT4	910.8796	B4GALT4	395.8692
B4GALT5	2683.4491	B4GALT5	2240.9639
B4GALT6	137.4421	B4GALT6	169.8221
B4GALT7	296.0069	B4GALT7	343.0866
B9D1	98.3796	B9D1	132.1916
B9D2	40.7755	B9D2	89.5009
BAALC	37.6157	BAALC	230.6368
BACE1	654.2245	BACE1	1368.3305
BACE2	388.8889	BACE2	1329.891
BACH1	509.838	BACH1	1104.4177
BACH2	63.3681	BACH2	217.4412
BAD	303.1453	BAD	609.9943
BAG1	866.6088	BAG1	1331.6122
BAG2	141.2037	BAG2	197.3609
BAG3	1220.1968	BAG3	1274.2398
BAG4	1174.4792	BAG4	177.2806
BAG5	946.1806	BAG5	1852.5531
BAGE2	17.2685	removed	removed
BAHCC1	55.2662	BAHCC1	511.7613
BAHD1	762.7315	BAHD1	648.8812
BAI1	5.4977	BAI1	13.7694
BAI2	253.1829	BAI2	118.187
removed	removed	BAI3	22.9489
BAIAP2L1	1337.6736	BAIAP2L1	538.1526
removed	removed	BAIAP2L2	14.3431
BAIAP2	914.9306	BAIAP2	754.4464
BAIAP3	79.456	BAIAP3	63.3219
BAK1	396.1227	BAK1	199.6558
BAMBI	344.0394	BAMBI	910.4991
BANF1	1793.1134	BANF1	1769.3632
BANK1	7.5231	BANK1	59.0935
BANP	77.8356	BANP	196.2134
BAP1	510.1273	BAP1	1429.7189
BARD1	271.1227	BARD1	68.2731
BARX2	62.5	BARX2	1080.3213
BASP1	902.1991	BASP1	376.9363
BAT1	4481.1921	BAT1	5215.1463
BAT2L1	1688.0556	BAT2L1	4441.0557
BAT2L2	3836.2269	BAT2L2	3773.953
BAT2	4752.0255	BAT2	4815.261
BAT3	2585.9375	BAT3	3223.0579
BAT4	139.4676	BAT4	224.8996
BAT5	928.2407	BAT5	627.0797
BATF2	175.6366	BATF2	85.4848
removed	removed	BATF3	31.5548
BATF	23.1481	BATF	76.3052
BAX	179.9769	BAX	408.4911
BAZ1A	1301.794	BAZ1A	996.5577
BAZ1B	5347.8009	BAZ1B	1825.5881
BAZ2A	2906.9358	BAZ2A	2397.2863
BAZ2B	1253.0642	BAZ2B	1276.0241
BBC3	30.6713	BBC3	52.2088
BBOX1	6.9444	BBOX1	1264.4865
BBS10	480.3241	BBS10	493.9759
BBS12	146.7014	BBS12	181.2966
BBS1	543.1134	BBS1	906.4831
BBS2	1723.9583	BBS2	1334.4808
BBS4	663.1944	BBS4	418.2444
BBS5	231.331	BBS5	245.7602
BBS7	283.2755	BBS7	332.1859
BBS9	453.9931	BBS9	291.4515
BBX	4302.0833	BBX	2371.1991
BCAM	3889.7569	BCAM	3944.9225
removed	removed	BCAN	23.5227
BCAP29	2637.4421	BCAP29	1461.8474
BCAP31	5301.794	BCAP31	3829.6041
BCAR1	300.0579	BCAR1	913.9415
BCAR3	410.0116	BCAR3	790.5852
BCAS1	874.4213	BCAS1	207.1142
BCAS2	899.2969	BCAS2	844.8078
BCAS3	761.8634	BCAS3	525.5307
BCAS4	850.1157	BCAS4	1006.8847
BCAT1	412.3264	BCAT1	362.5932
BCAT2	719.3287	BCAT2	448.6517
BCCIP	955.1186	BCCIP	936.8044
BCDIN3D	303.206	BCDIN3D	184.8078
BCHE	5.787	BCHE	288.0092
BCKDHA	661.169	BCKDHA	727.4814
BCKDHB	1146.7014	BCKDHB	632.817
BCKDK	908.5648	BCKDK	873.7808
BCL10	538.1944	BCL10	606.9994
removed	removed	BCL11A	292.0252
BCL11B	35.3009	BCL11B	90.6483
