gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
SF3A1	2479.1913	SF3A1	3486.8176
SF3A2	565.007	SF3A2	935.4345
SF3A3	2022.7982	SF3A3	1847.3072
SF3B14	1741.6927	SF3B14	1175.0306
SF3B1	7482.7401	SF3B1	6510.7099
SF3B2	4517.9052	SF3B2	4743.2681
SF3B3	4183.2455	SF3B3	2898.4088
SF3B4	1898.6988	SF3B4	1311.1995
SF3B5	1239.058	SF3B5	954.1004
SF4	329.9279	SF4	415.5447
SFI1	251.64	SFI1	370.257
SFMBT1	334.0144	SFMBT1	286.7197
SFMBT2	164.7489	SFMBT2	160.9547
SFN	753.1261	SFN	476.4412
SFPQ	5483.7531	SFPQ	4048.4547
SFRP1	18197.0104	SFRP1	17330.4774
SFRP2	7493.4939	SFRP2	6151.1628
SFRP4	1233.466	SFRP4	900.2448
removed	removed	SFRP5	17.7479
SFRS11	2786.5362	SFRS11	2848.2252
SFRS12IP1	417.4642	SFRS12IP1	825.5814
SFRS12	986.9878	SFRS12	1405.1408
SFRS13A	1721.0453	SFRS13A	1680.8446
SFRS13B	40.8646	SFRS13B	18.6659
SFRS14	788.4719	SFRS14	1086.9308
SFRS15	799.0106	SFRS15	827.1114
SFRS16	292.0744	SFRS16	389.8409
SFRS17A	570.8141	SFRS17A	764.6879
SFRS18	1414.5607	SFRS18	2510.4039
SFRS1	5224.2177	SFRS1	3421.6646
SFRS2B	1286.1598	SFRS2B	1706.2424
SFRS2IP	2974.9435	SFRS2IP	3142.5949
SFRS2	3118.3332	SFRS2	2929.847
SFRS3	5247.661	SFRS3	5913.4027
SFRS4	1645.3382	SFRS4	1860.1591
SFRS5	2744.3811	SFRS5	6638.6169
SFRS6	2923.5402	SFRS6	4319.4614
SFRS7	1809.2268	SFRS7	2125.765
SFRS8	586.5147	SFRS8	896.8788
SFRS9	1651.1453	SFRS9	1481.3341
SFT2D1	749.1128	SFT2D1	465.1163
SFT2D2	311.64	SFT2D2	40.3733
SFT2D3	355.7372	SFT2D3	355.2632
removed	removed	SFTA1P	13.4639
removed	removed	SFTPD	16.5239
SFXN1	522.8519	SFXN1	432.9865
SFXN2	249.9193	SFXN2	174.1126
SFXN3	916.2276	SFXN3	1125.765
SFXN4	318.0987	SFXN4	271.1138
SFXN5	163.0283	SFXN5	322.5214
SGCA	27.96	SGCA	48.9596
SGCB	1935.692	SGCB	1687.8825
SGCD	249.2741	SGCD	361.6891
SGCE	938.1654	SGCE	1517.1359
removed	removed	SGCG	155.7528
SGCZ	11.8292	removed	removed
SGEF	267.3406	SGEF	434.8225
SGIP1	84.0951	SGIP1	69.4614
SGK196	98.2901	SGK196	17.4419
removed	removed	SGK1	3335.3733
SGK223	596.6233	SGK223	757.0379
SGK269	1569.201	SGK269	1926.2546
SGK2	9.4634	SGK2	59.0575
SGK3	1733.5907	SGK3	1096.8819
SGK494	42.3701	SGK494	27.5398
SGMS1	815.7866	SGMS1	794.6756
SGMS2	1299.7096	SGMS2	494.798
SGOL1	149.6935	removed	removed
SGOL2	587.1599	SGOL2	141.0649
SGPL1	2358.3181	SGPL1	1351.8972
SGPP1	754.4897	SGPP1	561.1995
SGPP2	73.3412	SGPP2	22.3378
SGSH	658.7805	SGSH	675.6426
SGSM1	27.5298	SGSM1	176.5606
SGSM2	564.7919	SGSM2	1532.4357
SGSM3	852.9949	SGSM3	844.5532
SGTA	829.7666	SGTA	1143.2069
SGTB	411.5346	SGTB	325.9547
SH2B1	620.4968	SH2B1	959.6083
SH2B2	40.0043	SH2B2	19.2778
SH2B3	1952.0379	SH2B3	1037.6377
SH2D1A	257.6621	SH2D1A	53.5496
SH2D1B	13.3348	SH2D1B	8.5679
SH2D2A	142.8111	SH2D2A	14.6879
SH2D3A	142.596	SH2D3A	180.2326
SH2D3C	465.8565	SH2D3C	581.3953
SH2D4A	99.5806	SH2D4A	166.7687
SH2D5	5.3769	removed	removed
SH3BGRL2	769.5451	SH3BGRL2	2029.0698
SH3BGRL3	3752.0163	SH3BGRL3	2037.3317
SH3BGRL	2844.8113	SH3BGRL	5599.1248
SH3BGR	41.94	SH3BGR	205.6304
SH3BP1	527.9428	SH3BP1	156.6463
SH3BP2	1168.7278	SH3BP2	1896.2668
SH3BP4	1189.1601	SH3BP4	2151.1628
SH3BP5L	783.9553	SH3BP5L	610.7711
SH3BP5	1440.9334	SH3BP5	2923.8984
SH3D19	1397.9998	SH3D19	5176.2546
SH3D20	8.6031	removed	removed
SH3GL1	937.9503	SH3GL1	1120.257
SH3GL3	6.4523	removed	removed
SH3GLB1	4307.1298	SH3GLB1	4338.7393
SH3GLB2	508.6568	SH3GLB2	1172.5826
SH3KBP1	1836.5416	SH3KBP1	1505.508
SH3PXD2A	2043.0154	SH3PXD2A	1626.071
SH3PXD2B	2307.9901	SH3PXD2B	1905.4468
SH3RF1	483.7079	SH3RF1	923.1946
SH3RF2	178.7289	SH3RF2	315.1775
SH3RF3	297.0212	SH3RF3	292.8397
SH3TC1	384.1273	SH3TC1	226.4382
SH3TC2	95.2791	SH3TC2	142.9009
SH3YL1	1494.3542	SH3YL1	1449.5104
SHANK2	722.4433	SHANK2	809.3635
SHANK3	655.3393	SHANK3	1429.3146
SHARPIN	658.7805	SHARPIN	604.0392
SHB	1012.582	SHB	395.9608
SHC1	3314.55	SHC1	2936.9645
SHC2	43.4455	SHC2	281.5177
SHC3	5.1618	SHC3	8.5679
SHC4	38.2837	SHC4	125.153
SHCBP1	294.4403	SHCBP1	13.1579
SHE	493.6015	SHE	1036.7197
SHFM1	1752.8767	SHFM1	1048.9596
SHF	34.4123	SHF	133.7209
SHISA2	148.6181	SHISA2	1421.6646
SHISA3	11.184	SHISA3	34.8837
SHISA4	67.7492	SHISA4	183.9045
SHISA5	3521.669	SHISA5	2449.2044
removed	removed	SHISA6	6.12
SHISA9	75.9221	SHISA9	52.6316
SHKBP1	863.5337	SHKBP1	531.5177
SHMT1	963.6563	SHMT1	1106.6126
SHMT2	1221.2066	SHMT2	730.7222
SHOC2	1557.8019	SHOC2	1575.2754
SHOX2	71.6206	SHOX2	125.765
removed	removed	SHOX	14.6879
SHPK	227.7664	SHPK	360.4651
SHPRH	539.6236	SHPRH	509.7154
SHQ1	386.4932	SHQ1	411.8727
SHROOM1	69.2548	SHROOM1	248.776
SHROOM2	128.1858	SHROOM2	209.3023
SHROOM3	2312.0766	SHROOM3	2860.7711
SHROOM4	473.1692	SHROOM4	671.6646
SIAE	531.8851	SIAE	811.8574
SIAH1	410.6054	SIAH1	647.0165
SIAH2	776.2125	SIAH2	529.6818
SIAH3	5.3769	SIAH3	6.12
SIDT1	182.6003	SIDT1	422.5826
SIDT2	1140.9205	SIDT2	1941.0863
SIGIRR	278.3095	SIGIRR	352.8152
SIGLEC10	585.4393	SIGLEC10	119.951
SIGLEC11	31.1861	SIGLEC11	9.1799
SIGLEC12	26.8846	removed	removed
SIGLEC14	344.5532	SIGLEC14	21.7258
SIGLEC15	5.8071	SIGLEC15	6.7319
SIGLEC16	12.2594	SIGLEC16	6.7319
SIGLEC1	2580.7076	SIGLEC1	354.3452
SIGLEC5	171.6314	SIGLEC5	14.6879
SIGLEC6	16.3458	SIGLEC6	6.12
SIGLEC7	161.3077	SIGLEC7	6.12
SIGLEC8	183.4606	SIGLEC8	46.2056
SIGLEC9	137.6492	SIGLEC9	17.4419
SIGLECP3	7.0975	SIGLECP3	15.2999
SIGMAR1	2542.8541	SIGMAR1	828.9474
SIK1	1743.8434	SIK1	3712.3623
SIK2	1170.4484	SIK2	3213.2803
SIK3	1301.2152	SIK3	1442.7785
SIKE1	1269.3838	SIKE1	911.8727
SIL1	542.639	SIL1	657.2827
SILV	39.144	SILV	84.7613
SIM1	15.2705	SIM1	36.7197
SIM2	272.2873	SIM2	35.1897
SIN3A	1889.4505	SIN3A	2138.3109
SIN3B	665.8781	SIN3B	1063.3415
SIP1	126.0351	SIP1	141.6769
SIPA1L1	1162.7057	SIPA1L1	1043.4517
SIPA1L2	2050.1129	SIPA1L2	574.0514
SIPA1L3	1297.5589	SIPA1L3	827.1114
SIPA1	922.2497	SIPA1	534.8837
SIRPA	3443.5961	SIRPA	2486.8421
SIRPB1	328.8526	SIRPB1	111.6891
SIRPB2	211.6357	SIRPB2	26.6218
SIRPG	111.4098	SIRPG	10.7099
SIRT1	776.2125	SIRT1	1147.7968
SIRT2	880.5248	SIRT2	1149.6328
SIRT3	404.1058	SIRT3	707.8244
SIRT4	14.1951	SIRT4	22.3378
SIRT5	253.1455	SIRT5	397.1848
SIRT6	168.1901	SIRT6	134.3329
SIRT7	314.0123	SIRT7	175.0306
SIT1	124.9597	SIT1	33.0477
SIVA1	378.5353	SIVA1	599.7552
SIX1	14.8403	SIX1	159.4247
SIX2	139.3698	SIX2	17.1359
SIX3	19.572	removed	removed
SIX4	297.2363	SIX4	169.2166
SIX5	305.6243	SIX5	476.7442
SKA1	280.2452	SKA1	7.0379
SKA2	657.275	SKA2	462.0563
SKA3	307.9966	SKA3	5.814
SKAP1	168.6203	SKAP1	131.8849
SKAP2	1080.1161	SKAP2	1712.3623
SKIL	1227.2287	SKIL	485.0061
SKIV2L2	1096.5717	SKIV2L2	1659.1493
SKIV2L	625.4802	SKIV2L	683.9596
SKI	1904.0757	SKI	2724.9082
SKP1	3215.8297	SKP1	7163.7087
SKP2	649.5322	SKP2	107.7111
SLA2	194.2144	SLA2	30.2938
SLAIN1	54.4145	SLAIN1	143.5129
SLAIN2	1068.0718	SLAIN2	1566.7075
SLAMF1	198.0858	SLAMF1	46.5116
SLAMF6	565.007	SLAMF6	91.4933
SLAMF7	2065.1683	SLAMF7	309.9755
SLAMF8	1765.2565	SLAMF8	80.8874
SLAMF9	17.2062	removed	removed
SLA	1359.501	SLA	193.6965
SLBP	792.9885	SLBP	793.1457
SLC10A3	462.8455	SLC10A3	532.4357
removed	removed	SLC10A5	5.508
SLC10A6	19.3569	SLC10A6	104.3452
SLC10A7	307.775	SLC10A7	262.2399
SLC11A1	412.0873	SLC11A1	16.5239
SLC11A2	2041.7249	SLC11A2	1762.2399
SLC12A1	6.8825	removed	removed
SLC12A2	1543.3918	SLC12A2	3248.776
SLC12A3	25.5941	removed	removed
SLC12A4	622.1615	SLC12A4	1252.0961
removed	removed	SLC12A5	6.12
SLC12A6	719.1246	SLC12A6	717.3439
SLC12A7	1845.3597	SLC12A7	1101.8972
SLC12A8	520.271	SLC12A8	91.7993
SLC12A9	757.7159	SLC12A9	521.4198
SLC13A2	82.1594	SLC13A2	273.8678
SLC13A3	268.416	SLC13A3	71.2974
SLC13A4	7.7428	removed	removed
SLC14A1	27.5298	SLC14A1	81.0894
SLC14A2	6.0222	SLC14A2	172.5826
SLC15A2	140.0151	SLC15A2	115.9731
SLC15A3	1257.5546	SLC15A3	340.8813
SLC15A4	840.5205	SLC15A4	672.8886
SLC16A10	76.7824	SLC16A10	5.508
removed	removed	SLC16A11	39.1677
SLC16A12	10.5388	SLC16A12	43.1457
SLC16A13	71.4055	SLC16A13	57.8335
SLC16A14	224.9704	SLC16A14	275.0918
SLC16A1	1031.2937	SLC16A1	580.1714
SLC16A2	241.5313	SLC16A2	1039.7797
SLC16A3	855.5759	SLC16A3	96.6952
SLC16A4	172.7067	SLC16A4	406.6707
SLC16A5	143.4563	SLC16A5	201.3464
SLC16A6	87.3212	SLC16A6	154.5288
SLC16A7	68.3945	SLC16A7	85.9853
SLC16A8	7.5277	SLC16A8	5.508
SLC16A9	10.9689	SLC16A9	142.2889
SLC17A5	888.6977	SLC17A5	835.9853
SLC17A7	19.1418	SLC17A7	70.6854
SLC17A9	310.356	SLC17A9	26.3158
SLC18A2	10.5388	SLC18A2	8.8739
SLC19A1	297.4513	SLC19A1	220.9302
SLC19A2	831.4873	SLC19A2	855.2632
SLC19A3	373.1584	SLC19A3	4867.8091
SLC1A1	387.1384	SLC1A1	156.9767
SLC1A2	175.5027	SLC1A2	192.1665
SLC1A3	2615.5501	SLC1A3	975.8262
SLC1A4	682.0088	SLC1A4	834.1493
SLC1A5	4029.4655	SLC1A5	3856.1812
SLC1A7	9.4505	SLC1A7	50.1836
SLC20A1	1092.8057	SLC20A1	742.0441
SLC20A2	1425.7447	SLC20A2	1055.3856
removed	removed	SLC22A11	6.12
removed	removed	SLC22A12	7.6499
SLC22A15	91.1926	SLC22A15	41.0037
SLC22A16	34.1972	removed	removed
SLC22A17	126.0351	SLC22A17	626.071
SLC22A18AS	10.3237	SLC22A18AS	6.12
SLC22A18	87.9664	SLC22A18	161.2607
SLC22A23	411.2378	SLC22A23	1042.6652
SLC22A3	109.9043	SLC22A3	223.6842
SLC22A4	59.1397	SLC22A4	81.0894
SLC22A5	114.2058	SLC22A5	355.8752
removed	removed	SLC23A1	6.12
SLC23A2	649.7473	SLC23A2	1044.9816
SLC24A1	316.3695	SLC24A1	528.6536
SLC24A3	306.0544	SLC24A3	445.5324
SLC24A4	20.6474	SLC24A4	7.9559
SLC24A5	6.1813	SLC24A5	8.7362
SLC24A6	709.1085	SLC24A6	631.2729
SLC25A10	1336.0189	SLC25A10	495.41
SLC25A11	719.2171	SLC25A11	807.5275
SLC25A12	719.4322	SLC25A12	769.5838
SLC25A13	1339.929	SLC25A13	498.47
SLC25A14	109.044	SLC25A14	148.1028
SLC25A15	808.6654	SLC25A15	255.9425
SLC25A16	205.3984	SLC25A16	457.1603
SLC25A17	508.6568	SLC25A17	556.9155
SLC25A18	12.2594	SLC25A18	77.7234
SLC25A19	417.2492	SLC25A19	105.5692
SLC25A1	591.4614	SLC25A1	1105.5692
SLC25A20	383.0519	SLC25A20	530.5998
removed	removed	SLC25A21	12.093
SLC25A22	554.4682	SLC25A22	234.0881
SLC25A23	669.7494	SLC25A23	1174.1126
SLC25A24	2387.9987	SLC25A24	1340.5753
SLC25A25	526.2931	SLC25A25	2267.1359
SLC25A26	285.4178	SLC25A26	429.743
SLC25A27	42.3701	SLC25A27	189.4125
SLC25A28	638.1331	SLC25A28	671.9706
SLC25A29	264.3295	SLC25A29	602.2032
SLC25A30	675.9867	SLC25A30	655.1408
SLC25A32	740.3484	SLC25A32	608.4639
SLC25A33	283.6864	SLC25A33	274.1738
SLC25A34	13.1197	SLC25A34	23.2558
SLC25A35	128.2891	SLC25A35	141.7503
SLC25A36	1172.3841	SLC25A36	1540.6977
SLC25A37	356.5975	SLC25A37	909.4247
SLC25A38	405.8501	SLC25A38	576.1934
SLC25A39	1756.1028	SLC25A39	1140.4529
SLC25A3	3819.1203	SLC25A3	6486.5361
SLC25A40	230.0226	SLC25A40	175.0306
SLC25A42	142.3809	SLC25A42	325.2754
SLC25A43	699.8602	SLC25A43	532.1297
SLC25A44	1332.6164	SLC25A44	760.0979
SLC25A45	138.2944	SLC25A45	152.6928
SLC25A46	394.8812	SLC25A46	671.0526
SLC25A4	218.9483	SLC25A4	702.8764
SLC25A5	4078.0729	SLC25A5	3171.0526
SLC25A6	5441.6604	SLC25A6	8119.645
removed	removed	SLC26A10	10.0428
SLC26A11	304.3338	SLC26A11	318.2375
SLC26A1	9.472	SLC26A1	20.8262
SLC26A2	5449.1881	SLC26A2	1536.1077
removed	removed	SLC26A3	191.8605
SLC26A4	23.6585	SLC26A4	62.1175
SLC26A6	171.2163	SLC26A6	81.8054
SLC26A7	10.5388	SLC26A7	16.5239
SLC26A8	6.6674	removed	removed
SLC26A9	200.0215	removed	removed
SLC27A1	424.3467	SLC27A1	1034.5777
SLC27A2	90.3323	SLC27A2	229.4982
SLC27A3	315.948	SLC27A3	681.7625
SLC27A4	566.0824	SLC27A4	438.1885
SLC27A5	68.3278	SLC27A5	66.53
SLC27A6	300.0323	SLC27A6	309.6695
SLC28A1	47.3169	removed	removed
SLC28A3	237.66	SLC28A3	294.3696
SLC29A1	3009.5709	SLC29A1	2982.5581
SLC29A2	91.1044	SLC29A2	197.6163
SLC29A3	385.2027	SLC29A3	201.3464
SLC29A4	86.0308	SLC29A4	528.1518
SLC2A10	545.2199	SLC2A10	660.9547
SLC2A11	84.7403	SLC2A11	137.0869
SLC2A12	447.575	SLC2A12	230.4162
SLC2A13	269.2763	SLC2A13	212.0563
SLC2A14	58.2858	SLC2A14	33.0477
SLC2A1	1926.0135	SLC2A1	970.9302
SLC2A3	1844.2843	SLC2A3	1293.7576
SLC2A4RG	553.6079	SLC2A4RG	1136.7809
SLC2A4	35.2726	SLC2A4	501.53
SLC2A5	787.8266	SLC2A5	70.0734
SLC2A6	190.7732	SLC2A6	34.5777
SLC2A8	207.119	SLC2A8	259.4859
SLC2A9	84.0951	SLC2A9	85.0673
SLC30A1	357.2427	SLC30A1	286.7197
SLC30A2	42.3701	SLC30A2	48.0416
SLC30A4	164.7489	SLC30A4	116.5851
SLC30A5	987.2029	SLC30A5	1327.4174
SLC30A6	501.1292	SLC30A6	301.4076
SLC30A7	1435.8533	SLC30A7	759.7919
SLC30A9	989.3537	SLC30A9	1607.7111
SLC31A1	1984.5145	SLC31A1	1233.1701
SLC31A2	773.2014	SLC31A2	803.8556
SLC33A1	917.7331	SLC33A1	612.9131
SLC34A2	3374.1263	SLC34A2	2272.0318
SLC35A1	399.3978	SLC35A1	686.8237
SLC35A2	1740.6173	SLC35A2	402.3868
SLC35A3	471.0184	SLC35A3	393.2069
SLC35A4	1618.6687	SLC35A4	1935.4345
SLC35A5	758.146	SLC35A5	828.6414
SLC35B1	789.1171	SLC35B1	574.9694
SLC35B2	1497.5804	SLC35B2	996.328
SLC35B3	758.5762	SLC35B3	588.1273
SLC35B4	658.1353	SLC35B4	414.9327
SLC35C1	1633.2939	SLC35C1	801.4076
SLC35C2	968.0611	SLC35C2	838.7393
SLC35D1	494.8919	SLC35D1	690.3305
SLC35D2	489.515	SLC35D2	460.5263
SLC35E1	1797.8277	SLC35E1	1899.9388
SLC35E2	955.0812	SLC35E2	1658.7148
SLC35E2	23.5187	SLC35E2	68.6414
SLC35E3	335.9501	SLC35E3	217.5643
SLC35E4	86.3254	SLC35E4	64.2962
SLC35F1	32.0465	SLC35F1	47.7356
SLC35F2	708.4633	SLC35F2	230.1102
SLC35F3	1154.1026	SLC35F3	117.5031
SLC35F5	934.9392	SLC35F5	761.6279
SLC36A1	702.4411	SLC36A1	214.8103
SLC36A4	420.9055	SLC36A4	171.9706
SLC37A1	586.2996	SLC37A1	351.8972
SLC37A2	558.9848	SLC37A2	127.601
SLC37A3	1363.3724	SLC37A3	897.7968
SLC37A4	578.3418	SLC37A4	388.0049
SLC38A10	1865.792	SLC38A10	2038.5557
SLC38A11	16.9911	removed	removed
SLC38A1	5401.2259	SLC38A1	4921.0526
SLC38A2	5596.3007	SLC38A2	6433.5985
SLC38A3	118.5074	SLC38A3	101.5912
SLC38A4	24.5188	SLC38A4	67.3195
SLC38A5	265.835	SLC38A5	70.3794
SLC38A6	228.6267	SLC38A6	138.6169
SLC38A7	294.6553	SLC38A7	169.5226
SLC38A9	232.283	SLC38A9	228.2742
SLC39A10	625.2285	SLC39A10	616.2791
SLC39A11	1308.3127	SLC39A11	508.8739
SLC39A12	25.3748	removed	removed
SLC39A13	809.5494	SLC39A13	674.4186
SLC39A14	1126.3577	SLC39A14	1723.3782
SLC39A1	4617.2707	SLC39A1	2360.7711
removed	removed	SLC39A2	18.9718
SLC39A3	298.7418	SLC39A3	303.8556
SLC39A4	174.6424	SLC39A4	97.9192
SLC39A6	1461.2324	SLC39A6	7016.2179
SLC39A7	4844.3919	SLC39A7	2534.2717
SLC39A8	2101.5163	SLC39A8	737.4541
SLC39A9	2016.3458	SLC39A9	2058.7515
removed	removed	SLC3A1	6.9829
SLC3A2	2514.679	SLC3A2	2917.9927
SLC40A1	3244.65	SLC40A1	4426.8666
SLC41A1	1605.3339	SLC41A1	957.4663
SLC41A2	638.9934	SLC41A2	291.6157
SLC41A3	735.3479	SLC41A3	1097.9192
SLC43A1	178.5138	SLC43A1	273.2558
SLC43A2	749.543	SLC43A2	567.0135
SLC43A3	2572.4228	SLC43A3	1949.0912
SLC44A1	2452.9519	SLC44A1	3128.519
SLC44A2	4457.2535	SLC44A2	5226.1322
SLC44A3	162.168	SLC44A3	298.3476
SLC44A4	14.1951	SLC44A4	332.9253
SLC44A5	110.1194	SLC44A5	136.1689
SLC45A1	28.8203	SLC45A1	46.2056
SLC45A3	224.5403	SLC45A3	118.7271
SLC45A4	890.6334	SLC45A4	317.9315
SLC46A1	785.392	SLC46A1	837.4419
SLC46A2	9.8935	removed	removed
SLC46A3	588.8805	SLC46A3	672.2766
SLC47A1	148.6181	SLC47A1	68.2375
removed	removed	SLC47A2	7.9559
SLC48A1	504.5704	SLC48A1	1021.7258
SLC4A11	167.3298	SLC4A11	79.5594
SLC4A1AP	900.0968	SLC4A1AP	698.2864
SLC4A1	5.3769	removed	removed
SLC4A2	1780.8689	SLC4A2	1162.0104
SLC4A3	131.1969	SLC4A3	239.5961
SLC4A4	53.7692	SLC4A4	161.2607
SLC4A5	267.3943	SLC4A5	142.4388
SLC4A7	622.4325	SLC4A7	1424.1126
SLC4A8	45.8114	SLC4A8	368.7271
SLC5A10	13.5778	removed	removed
SLC5A12	57.8557	removed	removed
SLC5A1	192.7089	SLC5A1	707.4663
SLC5A3	617.4341	SLC5A3	1239.489
SLC5A4	6.6674	SLC5A4	21.7258
SLC5A6	4521.9701	SLC5A6	1558.2803
SLC5A8	628.6697	removed	removed
SLC5A9	6.4523	SLC5A9	11.0159
SLC6A10P	192.924	removed	removed
SLC6A12	63.2326	SLC6A12	91.4933
SLC6A14	113.5606	SLC6A14	500
SLC6A15	9.2483	SLC6A15	44.6756
SLC6A16	75.2769	SLC6A16	39.4737
SLC6A17	20.8625	SLC6A17	14.9939
SLC6A1	26.2394	SLC6A1	15.6059
SLC6A20	71.4055	SLC6A20	36.4137
SLC6A2	212.9261	SLC6A2	19.8898
SLC6A4	13.3348	SLC6A4	22.6438
SLC6A6	1383.1595	SLC6A6	901.4688
SLC6A7	7.7428	removed	removed
SLC6A8	413.3778	SLC6A8	898.7148
SLC6A9	518.2579	SLC6A9	136.0006
SLC7A10	16.8706	SLC7A10	371.9278
SLC7A11	278.0944	SLC7A11	36.4137
SLC7A1	1600.3871	SLC7A1	988.3721
SLC7A2	617.4858	SLC7A2	1277.8458
removed	removed	SLC7A3	21.4198
removed	removed	SLC7A4	33.6597
SLC7A5	2530.5947	SLC7A5	256.12
SLC7A6OS	144.7597	SLC7A6OS	178.5955
SLC7A6	1329.5924	SLC7A6	1399.4339
SLC7A7	1256.4792	SLC7A7	207.1603
SLC7A8	667.5987	SLC7A8	1355.8752
SLC8A1	785.891	SLC8A1	227.3562
removed	removed	SLC8A2	9.7919
SLC8A3	7.3126	SLC8A3	8.2619
SLC9A1	810.6248	SLC9A1	1210.8323
SLC9A2	43.6606	SLC9A2	27.2338
SLC9A3R1	1128.2934	SLC9A3R1	1518.9718
SLC9A3R2	688.246	SLC9A3R2	1582.3133
SLC9A5	7.5277	SLC9A5	17.7479
SLC9A6	856.006	SLC9A6	379.743
SLC9A7	204.5381	SLC9A7	127.601
SLC9A8	589.0956	SLC9A8	574.9694
SLC9A9	364.1252	SLC9A9	306.3035
removed	removed	SLCO1A2	5.202
SLCO1B3	12.6895	removed	removed
SLCO1C1	10.1086	SLCO1C1	7.3439
SLCO2A1	954.5112	SLCO2A1	598.8372
SLCO2B1	2280.4603	SLCO2B1	904.8348
SLCO3A1	544.3596	SLCO3A1	619.033
SLCO4A1	155.2812	SLCO4A1	98.5526
SLCO4C1	21.0775	SLCO4C1	7.6499
SLCO5A1	24.3037	removed	removed
SLFN11	1552.2099	SLFN11	879.743
SLFN12L	68.3945	SLFN12L	11.6279
SLFN12	177.8686	SLFN12	114.1371
SLFN13	1164.4263	SLFN13	534.8837
SLFN5	1795.4619	SLFN5	720.6242
SLFNL1	6.0222	removed	removed
SLIT1	7.0975	SLIT1	10.7099
SLIT2	306.0544	SLIT2	383.4149
SLIT3	1817.3997	SLIT3	2965.1163
SLITRK2	12.0443	SLITRK2	11.6279
SLITRK3	9.8935	SLITRK3	8.5679
SLITRK4	34.8425	SLITRK4	63.9535
SLITRK5	7.0975	SLITRK5	65.4835
SLITRK6	158.5117	SLITRK6	74.6634
SLK	1782.1271	SLK	2376.377
SLMAP	1384.0198	SLMAP	1902.3868
SLMO1	64.308	SLMO1	36.1077
SLMO2	2089.472	SLMO2	1481.3341
SLN	5.8071	removed	removed
SLPI	2793.2036	SLPI	2151.1628
SLTM	2073.9865	SLTM	2537.9437
SLU7	1206.3663	SLU7	1840.2693
SLURP1	6.4523	removed	removed
SMAD1	955.3715	SMAD1	925.9486
SMAD2	1822.5616	SMAD2	2451.9584
SMAD3	730.186	SMAD3	1566.0955
SMAD4	1602.4325	SMAD4	2260.2968
SMAD5	1067.4266	SMAD5	1942.4725
SMAD6	87.9664	SMAD6	195.8384
SMAD7	707.603	SMAD7	896.2668
SMAD9	38.4988	SMAD9	64.8715
SMAGP	283.0412	SMAGP	227.9682
SMAP1	1071.8615	SMAP1	799.6542
SMAP2	2457.8987	SMAP2	1146.2668
SMARCA1	975.3737	SMARCA1	1605.5692
SMARCA2	5156.0383	SMARCA2	4765.2999
SMARCA4	1910.9582	SMARCA4	1743.88
SMARCA5	2976.8792	SMARCA5	2320.3794
SMARCAD1	1016.6685	SMARCAD1	931.4565
SMARCAL1	864.394	SMARCAL1	539.7797
SMARCB1	1039.2515	SMARCB1	1175.0306
SMARCC1	3816.7545	SMARCC1	2463.2803
SMARCC2	1918.916	SMARCC2	3313.9535
SMARCD1	1151.0915	SMARCD1	1296.2056
SMARCD2	1433.0573	SMARCD2	2343.3293
SMARCD3	241.3163	SMARCD3	735.3121
SMARCE1	2977.3094	SMARCE1	3124.847
SMC1A	4432.9498	SMC1A	2074.3574
SMC1B	18.0665	removed	removed
SMC2	1335.6275	SMC2	591.7993
SMC3	2115.9264	SMC3	1776.3158
SMC4	3398.2149	SMC4	616.5851
SMC5	1608.1299	SMC5	1327.1114
SMC6	1234.3263	SMC6	551.7136
SMCHD1	2727.6051	SMCHD1	1435.1285
SMCR7L	1181.2023	SMCR7L	1060.8935
SMCR7	292.7196	SMCR7	312.7295
SMCR8	2303.7918	SMCR8	1117.3776
SMEK1	1925.5834	SMEK1	1981.3341
SMEK2	4945.478	SMEK2	2314.5655
SMG1	4813.2057	SMG1	2787.3317
SMG5	3875.9006	SMG5	1669.2166
SMG6	1103.5595	SMG6	1254.896
SMG7	3654.5865	SMG7	1609.8531
SMN2	844.7381	SMN2	1451.9706
SMNDC1	895.3651	SMNDC1	727.0502
SMOC1	349.9301	SMOC1	353.7332
SMOC2	1039.4666	SMOC2	2774.1738
SMOX	165.6092	SMOX	152.9988
SMO	809.5494	SMO	369.339
SMPD1	407.5707	SMPD1	660.3427
SMPD2	231.2077	SMPD2	153.9168
SMPD3	90.1172	SMPD3	89.0453
SMPD4	1564.0391	SMPD4	1223.3782
SMPDL3A	365.4156	SMPDL3A	248.776
SMPDL3B	446.9298	SMPDL3B	144.4308
SMR3A	51.9153	removed	removed
SMR3B	50.6764	SMR3B	11.6279
SMS	3191.3109	SMS	1358.9351
removed	removed	SMTNL1	5.508
SMTNL2	7.7428	SMTNL2	7.6499
SMTN	577.6965	SMTN	1431.4565
SMU1	2732.1217	SMU1	1805.3856
SMUG1	334.8747	SMUG1	339.3513
SMURF1	1179.7548	SMURF1	1081.3709
SMURF2	709.3236	SMURF2	514.3819
SMYD1	6.2372	SMYD1	166.7687
SMYD2	1099.6881	SMYD2	736.5361
SMYD3	219.8086	SMYD3	200.4284
SMYD4	274.4381	SMYD4	466.0343
SMYD5	897.7309	SMYD5	650.2448
SNAI1	144.5317	SNAI1	196.7564
