gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
SLC29A4	120.0531	SLC29A4	1158.5821
SLC2A10	2159.5396	SLC2A10	1334.8881
SLC2A11	194.7764	SLC2A11	251.3993
SLC2A12	59.8495	SLC2A12	345.1493
SLC2A13	308.4551	SLC2A13	254.6642
SLC2A14	13.8114	SLC2A14	6.5299
SLC2A1	2605.7548	SLC2A1	899.2537
SLC2A3	471.359	SLC2A3	195.4291
SLC2A4RG	2122.0009	SLC2A4RG	882.9291
SLC2A4	30.456	SLC2A4	1124.0672
SLC2A5	12.3949	SLC2A5	411.3806
SLC2A6	121.4697	SLC2A6	54.5709
SLC2A8	442.3196	SLC2A8	270.9888
SLC2A9	48.517	SLC2A9	167.444
SLC30A1	415.0509	SLC30A1	299.9067
SLC30A2	63.0367	SLC30A2	43.8433
SLC30A4	64.0992	SLC30A4	219.6828
SLC30A5	1929.7034	SLC30A5	1159.0485
SLC30A6	299.6016	SLC30A6	370.8022
SLC30A7	947.3218	SLC30A7	726.2127
SLC30A8	838.247	removed	removed
SLC30A9	1406.286	SLC30A9	1592.3507
SLC31A1	1130.4117	SLC31A1	1192.1642
SLC31A2	570.1638	SLC31A2	357.2761
SLC33A1	559.1855	SLC33A1	553.1716
SLC34A2	100.2213	SLC34A2	793.8433
SLC34A3	9.2076	removed	removed
SLC35A1	837.1102	SLC35A1	770.7229
SLC35A2	1402.7446	SLC35A2	451.4925
SLC35A3	427.7999	SLC35A3	483.6754
SLC35A4	2958.8313	SLC35A4	1888.0597
SLC35A5	611.2439	SLC35A5	823.694
SLC35B1	1196.6357	SLC35B1	359.6082
SLC35B2	1238.7782	SLC35B2	1036.3806
SLC35B3	808.8535	SLC35B3	423.5075
SLC35B4	424.2585	SLC35B4	434.2351
SLC35C1	608.0567	SLC35C1	561.1007
SLC35C2	1249.7565	SLC35C2	787.7799
SLC35D1	430.633	SLC35D1	548.041
SLC35D2	380.6994	SLC35D2	378.2649
SLC35E1	1661.266	SLC35E1	2191.6978
SLC35E2	2360.4498	SLC35E2	4010
SLC35E2	38.842	SLC35E2	129.9254
SLC35E3	307.7468	SLC35E3	236.9403
SLC35E4	50.8048	SLC35E4	34.5709
SLC35F1	19.1235	SLC35F1	38.2463
SLC35F2	127.49	SLC35F2	145.5224
SLC35F3	6.7286	SLC35F3	261.194
SLC35F5	1045.7725	SLC35F5	804.5709
SLC36A1	387.4281	SLC36A1	248.6007
SLC36A4	81.0978	SLC36A4	100.7463
SLC37A1	1012.8375	SLC37A1	284.0485
SLC37A2	294.2895	SLC37A2	90.0187
SLC37A3	886.7641	SLC37A3	824.6269
SLC37A4	809.2076	SLC37A4	469.2164
SLC38A10	1651.3502	SLC38A10	2132.9291
SLC38A1	8006.3745	SLC38A1	11152.0522
SLC38A2	3955.0243	SLC38A2	4493.0037
SLC38A3	13.4573	SLC38A3	85.3545
SLC38A4	41.0801	SLC38A4	6.5299
SLC38A5	373.6166	SLC38A5	22.8545
SLC38A6	353.4307	SLC38A6	126.8657
SLC38A7	205.0465	SLC38A7	239.7388
SLC38A9	361.5759	SLC38A9	223.8806
SLC39A10	912.9703	SLC39A10	682.8358
SLC39A11	3246.3922	SLC39A11	1081.6231
removed	removed	SLC39A12	6.0634
SLC39A13	1123.683	SLC39A13	638.0597
SLC39A14	842.1425	SLC39A14	1305.0373
SLC39A1	5491.9876	SLC39A1	2194.4963
SLC39A2	10.27	SLC39A2	6.9963
SLC39A3	435.591	SLC39A3	289.6455
SLC39A4	251.7928	SLC39A4	102.1455
SLC39A6	4495.4405	SLC39A6	7268.6567
SLC39A7	4949.8008	SLC39A7	2066.6978
SLC39A8	494.0239	SLC39A8	601.2127
SLC39A9	2754.139	SLC39A9	2318.097
SLC3A2	3034.9712	SLC3A2	2034.5149
SLC40A1	6195.3077	SLC40A1	6409.0485
SLC41A1	572.6428	SLC41A1	984.6082
SLC41A2	632.4923	SLC41A2	238.806
SLC41A3	706.5073	SLC41A3	959.4216
SLC43A1	291.4564	SLC43A1	285.4478
SLC43A2	1372.2886	SLC43A2	350.2799
SLC43A3	854.2895	SLC43A3	1155.3172
SLC44A1	3782.9128	SLC44A1	2891.791
SLC44A2	4986.6313	SLC44A2	4792.444
SLC44A3	274.1036	SLC44A3	319.4963
SLC44A4	3932.7136	SLC44A4	369.403
SLC44A5	266.6667	SLC44A5	231.3433
SLC45A1	29.7477	SLC45A1	41.9776
SLC45A3	70.8278	SLC45A3	107.7425
SLC45A4	252.147	SLC45A4	427.2388
SLC46A1	925.7654	SLC46A1	1212.0569
SLC46A2	19.8318	removed	removed
SLC46A3	639.9292	SLC46A3	499.5336
SLC47A1	24.7897	SLC47A1	89.0858
removed	removed	SLC47A2	14.9254
SLC48A1	792.2089	SLC48A1	828.8246
removed	removed	SLC4A10	17.7239
SLC4A11	115.8035	SLC4A11	226.6791
SLC4A1AP	750.9801	SLC4A1AP	593.2836
SLC4A2	1554.8012	SLC4A2	1421.7444
SLC4A3	95.6175	SLC4A3	386.6604
SLC4A4	7.4369	SLC4A4	277.9851
SLC4A5	244.3488	SLC4A5	148.5634
SLC4A7	850.996	SLC4A7	1249.5336
SLC4A8	1214.6968	SLC4A8	354.0112
SLC5A1	47.8088	SLC5A1	550.8396
SLC5A3	635.9097	SLC5A3	1621.6418
SLC5A5	18.0611	removed	removed
SLC5A6	3136.1594	SLC5A6	1712.0382
removed	removed	SLC5A7	7.9291
removed	removed	SLC5A8	8.8619
removed	removed	SLC5A9	23.7873
SLC6A10P	7.7911	removed	removed
removed	removed	SLC6A11	12.1269
SLC6A12	12.3949	SLC6A12	7.4627
SLC6A14	7.7911	SLC6A14	376.3993
removed	removed	SLC6A15	11.194
SLC6A16	6.0204	SLC6A16	18.6567
SLC6A17	15.5821	SLC6A17	9.7948
SLC6A1	51.7043	SLC6A1	8.3955
SLC6A20	9.5618	SLC6A20	12.1269
removed	removed	SLC6A2	6.5299
SLC6A4	13.1031	removed	removed
SLC6A6	863.3909	SLC6A6	1231.3433
SLC6A8	1257.5476	SLC6A8	929.1045
SLC6A9	578.3621	SLC6A9	120.0187
SLC7A10	10.0469	SLC7A10	471.1987
SLC7A11	79.3271	SLC7A11	129.1931
SLC7A13	14.5197	SLC7A13	6.0634
removed	removed	SLC7A14	17.7239
SLC7A1	1187.7822	SLC7A1	778.9179
SLC7A2	1386.4542	SLC7A2	3832.0896
removed	removed	SLC7A3	110.541
SLC7A4	42.1425	SLC7A4	34.9813
removed	removed	SLC7A5P2	6.4226
SLC7A5	2667.7291	SLC7A5	166.9776
SLC7A6OS	140.9154	SLC7A6OS	201.9636
SLC7A6	840.7579	SLC7A6	1069.4916
SLC7A7	357.3263	SLC7A7	161.847
SLC7A8	3795.3077	SLC7A8	1681.4366
SLC7A9	13.8114	SLC7A9	5.1306
SLC8A1	118.2824	SLC8A1	161.3806
removed	removed	SLC8A3	7.9291
SLC9A1	1881.5405	SLC9A1	1683.3022
SLC9A2	498.9819	SLC9A2	28.4515
SLC9A3R1	7129.8805	SLC9A3R1	1614.2724
SLC9A3R2	2597.6096	SLC9A3R2	1269.5896
removed	removed	SLC9A3	7.0149
SLC9A5	32.9349	SLC9A5	63.4328
SLC9A6	220.6286	SLC9A6	420.2425
SLC9A7	64.0992	SLC9A7	201.0261
SLC9A8	640.2833	SLC9A8	649.7201
SLC9A9	88.1806	SLC9A9	230.4104
removed	removed	SLCO1A2	35.4478
removed	removed	SLCO1C1	9.7948
SLCO2A1	550.332	SLCO2A1	1006.0634
SLCO2B1	380.6994	SLCO2B1	695.4291
SLCO3A1	241.8769	SLCO3A1	502.3321
SLCO4A1	21.6025	SLCO4A1	47.9431
removed	removed	SLCO4C1	11.194
SLFN11	438.7782	SLFN11	610.0746
removed	removed	SLFN12L	12.1269
SLFN12	71.5361	SLFN12	120.3358
SLFN13	447.6317	SLFN13	348.4142
SLFN5	446.5693	SLFN5	950.0933
removed	removed	SLFNL1	6.0634
SLIT1	5.6662	SLIT1	36.847
SLIT2	124.6569	SLIT2	385.7276
SLIT3	847.1005	SLIT3	1509.3284
removed	removed	SLITRK2	14.9254
SLITRK4	52.4126	SLITRK4	31.25
removed	removed	SLITRK5	111.9403
SLITRK6	125.3652	SLITRK6	200.0933
SLK	1888.6233	SLK	2964.5522
SLMAP	1213.9885	SLMAP	1717.8172
SLMO1	38.247	SLMO1	39.6455
SLMO2	1837.2731	SLMO2	1047.1082
SLN	7.0828	removed	removed
SLPI	228.0655	SLPI	687.9664
SLTM	1451.6158	SLTM	2136.194
SLU7	1115.892	SLU7	1414.1791
SMAD1	1040.1062	SMAD1	825.5597
SMAD2	1509.6946	SMAD2	2153.4515
SMAD3	463.9221	SMAD3	1484.1418
SMAD4	983.444	SMAD4	2201.3899
SMAD5	1613.8114	SMAD5	2382.4627
SMAD6	76.8482	SMAD6	106.3433
SMAD7	750.7747	SMAD7	629.1978
SMAD9	16.2904	SMAD9	78.8246
SMAGP	123.2404	SMAGP	159.9813
SMAP1	653.2767	SMAP1	684.944
SMAP2	1331.9168	SMAP2	831.6231
SMARCA1	1239.4865	SMARCA1	1234.6082
SMARCA2	2005.135	SMARCA2	6404.3843
SMARCA4	2032.4037	SMARCA4	1974.8134
SMARCA5	1969.367	SMARCA5	2378.7313
SMARCAD1	916.1576	SMARCAD1	1150.653
SMARCAL1	570.8721	SMARCAL1	607.7425
SMARCB1	2057.5476	SMARCB1	1094.6828
SMARCC1	3440.8145	SMARCC1	3469.2164
SMARCC2	3179.4599	SMARCC2	3779.8507
SMARCD1	1585.4803	SMARCD1	1296.1754
SMARCD2	2998.4949	SMARCD2	2448.694
SMARCD3	383.8867	SMARCD3	495.8022
SMARCE1	4017.7069	SMARCE1	3013.0597
SMC1A	2329.5263	SMC1A	2563.4328
SMC1B	45.6839	SMC1B	6.9963
SMC2	673.5724	SMC2	626.3993
SMC3	1607.4369	SMC3	1794.3097
SMC4	1695.2634	SMC4	820.8955
SMC5	685.9672	SMC5	1260.2612
SMC6	762.4613	SMC6	584.8881
SMCHD1	736.255	SMCHD1	1931.4366
SMCR7L	546.0823	SMCR7L	1225.2799
SMCR7	394.865	SMCR7	386.6604
SMCR8	654.0806	SMCR8	1802.3088
SMEK1	2140.4161	SMEK1	1671.6418
SMEK2	2013.2802	SMEK2	2455.2239
SMG1	1824.8783	SMG1	5786.847
SMG5	2762.9925	SMG5	2138.9925
SMG6	1268.88	SMG6	1812.5
SMG7	3325.3652	SMG7	2054.1045
SMN1	7.5857	SMN1	5.4804
SMN2	1705.7388	SMN2	757.1129
SMNDC1	819.4776	SMNDC1	506.9963
SMOC1	18.7694	SMOC1	98.8806
SMOC2	1422.5764	SMOC2	1821.8284
SMOX	561.6645	SMOX	269.1231
SMO	471.7131	SMO	695.4291
SMPD1	860.5578	SMPD1	593.2836
SMPD2	398.4064	SMPD2	198.2276
SMPD3	82.1602	SMPD3	123.6007
SMPD4	2409.9159	SMPD4	1419.3097
SMPDL3A	174.5905	SMPDL3A	357.2761
SMPDL3B	292.873	SMPDL3B	254.6642
SMS	2845.861	SMS	1000.9328
SMTNL1	5.3121	SMTNL1	5.1306
SMTN	761.753	SMTN	1250.4664
SMU1	1646.0381	SMU1	1503.7313
SMUG1	1104.5595	SMUG1	448.2276
SMURF1	667.0279	SMURF1	986.8703
SMURF2	380.6994	SMURF2	686.5672
SMYD1	10.6242	SMYD1	578.3582
SMYD2	1130.7658	SMYD2	577.4254
SMYD3	1782.3816	SMYD3	166.0448
SMYD4	257.1049	SMYD4	500
SMYD5	737.6715	SMYD5	519.5896
SNAI1	175.6529	SNAI1	48.5075
SNAI2	927.8442	SNAI2	1088.153
SNAI3	13.1031	SNAI3	11.6604
SNAP23	1597.8752	SNAP23	1402.9851
SNAP25	16.9987	SNAP25	16.3246
SNAP29	2193.8911	SNAP29	1104.4776
SNAP47	934.633	SNAP47	669.1604
SNAPC1	277.645	SNAPC1	198.694
SNAPC2	377.5122	SNAPC2	239.7388
SNAPC3	709.6946	SNAPC3	496.7351
SNAPC4	239.0438	SNAPC4	341.4179
SNAPC5	79.4015	SNAPC5	73.5681
SNAPIN	1134.3072	SNAPIN	475.2799
SNCAIP	46.7463	SNCAIP	92.8172
SNCA	37.5387	SNCA	180.5037
SNCG	816.9987	SNCG	940.7649
SND1	4393.8026	SND1	3707.0896
SNED1	536.8747	SNED1	985.0746
SNF8	1058.5215	SNF8	569.4963
SNHG10	98.0965	SNHG10	87.6866
SNHG11	292.2957	SNHG11	177.4347
SNHG12	167.8619	SNHG12	179.2164
SNHG1	813.2696	SNHG1	765.3918
SNHG3-RCC1	268.8977	SNHG3-RCC1	287.43
SNHG3	51.3502	SNHG3	42.9104
SNHG4	7.961	SNHG4	6.8237
SNHG5	2277.822	SNHG5	2339.5522
SNHG6	660.1151	SNHG6	523.7873
SNHG7	503.2315	SNHG7	643.7174
SNHG8	866.5781	SNHG8	752.3321
SNHG9	68.703	SNHG9	16.3246
SNIP1	278.3533	SNIP1	385.2612
SNN	440.9031	SNN	1593.75
SNORA39	10.4931	SNORA39	12.8638
SNORA7B	12.8057	SNORA7B	11.8237
SNORA8	287.0934	SNORA8	351.166
SNORD116-20	6.0204	SNORD116-20	34.9813
SNORD116-28	73.1722	SNORD116-28	190.7276
SNORD116-4	18.3975	SNORD116-4	194.4869
SNORD17	10.9783	removed	removed
SNORD1C	15.1713	SNORD1C	20.7789
SNPH	1096.4143	SNPH	195.4291
SNRK	980.2568	SNRK	1409.5149
SNRNP200	5090.7481	SNRNP200	8029.8507
SNRNP25	876.494	SNRNP25	255.1306
SNRNP27	624.3471	SNRNP27	440.7649
SNRNP35	624.7897	SNRNP35	304.4356
SNRNP40	642.7623	SNRNP40	597.0149
SNRNP48	387.4281	SNRNP48	451.959
SNRNP70	3210.27	SNRNP70	3581.6231
SNRPA1	622.9305	SNRPA1	209.8881
SNRPA	1254.3603	SNRPA	781.7164
SNRPB2	1985.6574	SNRPB2	665.1119
SNRPB	3901.5494	SNRPB	997.2015
SNRPC	2207.7025	SNRPC	633.3955
SNRPD1	858.7871	SNRPD1	416.5112
SNRPD2	2366.3568	SNRPD2	1718.75
SNRPD3	3543.2492	SNRPD3	1210.2612
SNRPE	2550.8632	SNRPE	482.7425
SNRPF	1455.5113	SNRPF	327.8918
SNRPG	1132.8907	SNRPG	291.9776
SNRPN	2523.382	SNRPN	1680.5737
SNTA1	474.5463	SNTA1	446.8284
SNTB1	368.3046	SNTB1	336.7537
SNTB2	735.5467	SNTB2	1262.5933
removed	removed	SNTG2	12.1269
SNTN	10.6242	removed	removed
SNUPN	398.4064	SNUPN	386.6604
SNURF	21.1067	SNURF	132.2621
SNW1	1810.7127	SNW1	1388.5261
SNX10	188.0478	SNX10	170.2425
SNX11	510.6684	SNX11	539.1791
SNX12	222.3993	SNX12	251.3993
SNX13	945.9053	SNX13	1545.2425
SNX14	1149.8893	SNX14	1041.0448
SNX15	433.112	SNX15	572.2948
SNX16	318.371	SNX16	340.4851
SNX17	2069.2342	SNX17	2042.444
SNX18	1018.1496	SNX18	987.4067
SNX19	2373.0854	SNX19	2135.7276
SNX1	2710.2258	SNX1	5535.4478
SNX20	19.9664	SNX20	13.0597
SNX21	386.9394	SNX21	538.8526
SNX22	201.9655	SNX22	404.2164
SNX24	273.7494	SNX24	88.6194
SNX25	752.5454	SNX25	430.0373
SNX27	1915.4351	SNX27	1219.1511
SNX29	535.8123	SNX29	891.3246
SNX2	1698.8048	SNX2	1303.6381
SNX30	592.8287	SNX30	889.459
removed	removed	SNX32	12.5933
SNX33	647.7202	SNX33	1471.0821
SNX3	3204.9579	SNX3	2568.5634
SNX4	853.475	SNX4	730.4104
SNX5	2665.6042	SNX5	2119.403
SNX6	1818.5038	SNX6	1252.3321
SNX7	386.0115	SNX7	414.6455
SNX8	442.6737	SNX8	291.5112
SNX9	2265.7813	SNX9	2120.3358
SOAT1	1909.5175	SOAT1	371.7351
SOBP	67.2864	SOBP	290.5784
SOCS1	41.4343	SOCS1	27.9851
SOCS2	637.4502	SOCS2	885.2612
SOCS3	1321.2926	SOCS3	701.4925
SOCS4	662.9482	SOCS4	595.1493
SOCS5	664.7189	SOCS5	1368.9366
SOCS6	728.8181	SOCS6	1062.9664
SOCS7	41.4343	SOCS7	192.1642
SOD1	3938.734	SOD1	2655.3172
SOD2	2174.4135	SOD2	4153.9179
SOD3	141.6556	SOD3	709.8881
SOHLH2	12.749	SOHLH2	12.1269
SOLH	724.5684	SOLH	411.847
SON	4638.1585	SON	9034.0485
SORBS1	1441.3457	SORBS1	7757.4627
SORBS2	924.3028	SORBS2	1740.2052
SORBS3	1265.6928	SORBS3	2086.7537
SORCS1	73.6609	SORCS1	89.5522
SORCS2	290.0398	SORCS2	349.347
SORD	870.1195	SORD	590.0187
SORL1	1718.9907	SORL1	3998.6007
SORT1	2219.7432	SORT1	4374.5336
SOS1	1062.0629	SOS1	2563.8993
SOS2	1192.7402	SOS2	1816.6978
SOSTDC1	18.0611	SOSTDC1	328.3582
SOX10	51.7043	SOX10	2607.2761
SOX11	124.3028	SOX11	34.5149
SOX12	1718.2824	SOX12	445.8955
SOX13	1496.9456	SOX13	1277.5187
SOX15	57.3705	SOX15	49.9067
SOX17	95.9717	SOX17	79.291
SOX18	198.672	SOX18	181.903
removed	removed	SOX30	5.597
SOX3	107.6583	removed	removed
SOX4	5557.5033	SOX4	3577.8918
SOX5	19.8318	SOX5	168.3769
SOX6	36.1222	SOX6	120.8022
SOX7	190.9942	SOX7	222.4813
SOX8	21.2483	SOX8	76.4925
removed	removed	SOX9	1916.0448
SP100	1173.9708	SP100	1706.1567
SP110	742.2753	SP110	491.6045
SP140L	603.4529	SP140L	218.2836
SP140	37.5387	SP140	15.3918
SP1	3056.5737	SP1	4770.056
SP2	618.6808	SP2	804.1045
SP3	2551.9256	SP3	2470.1493
SP4	140.9473	SP4	486.9403
SP5	7.0828	SP5	7.9291
SP6	210.0044	SP6	205.6903
SPA17	481.629	SPA17	107.2761
SPACA4	9.9159	removed	removed
SPAG16	222.7534	SPAG16	312.0336
SPAG17	81.452	SPAG17	6.0634
SPAG1	310.2258	SPAG1	138.0597
SPAG4	81.8061	SPAG4	15.3918
SPAG5	729.0058	SPAG5	86.1054
SPAG6	23.019	removed	removed
SPAG7	667.1979	SPAG7	622.6679
SPAG8	20.5401	SPAG8	30.3172
SPAG9	1329.7919	SPAG9	2487.4067
SPARCL1	5885.7902	SPARCL1	19138.0597
SPARC	101194.865	SPARC	25515.3918
SPAST	559.1855	SPAST	570.8955
SPATA12	10.27	removed	removed
SPATA13	384.857	SPATA13	982.2761
SPATA17	162.1957	SPATA17	24.2537
SPATA18	292.873	SPATA18	432.8358
SPATA20	1353.8734	SPATA20	1403.6754
SPATA24	49.5795	SPATA24	28.4515
SPATA2L	285.0819	SPATA2L	149.2537
SPATA2	520.5843	SPATA2	425.8396
removed	removed	SPATA4	8.3955
SPATA5L1	181.6733	SPATA5L1	173.9739
SPATA5	239.7521	SPATA5	232.2761
SPATA6	72.5985	SPATA6	188.4328
SPATA7	256.0425	SPATA7	228.0784
SPATA9	7.4369	SPATA9	11.6604
SPATS2L	1687.8265	SPATS2L	918.3769
SPATS2	833.9973	SPATS2	501.3993
SPC25	199.0261	SPC25	7.9291
SPCS1	3358.9978	SPCS1	1232.2761
SPCS2	860.5578	SPCS2	391.3246
SPCS3	2470.1195	SPCS3	1787.7799
SPDEF	4922.178	SPDEF	1738.806
SPDYA	14.5551	SPDYA	7.3414
SPDYC	24.0815	removed	removed
SPDYE1	17.6645	SPDYE1	16.791
SPDYE3	90.2807	SPDYE3	62.9711
SPDYE5	13.1031	SPDYE5	10.2612
SPDYE6	55.954	SPDYE6	43.3769
SPDYE7P	7.4369	SPDYE7P	10.7276
SPDYE8P	25.498	SPDYE8P	19.5896
SPEF1	56.3081	SPEF1	6.0634
SPEF2	276.5826	SPEF2	285.4478
SPEG	122.5321	SPEG	978.5448
SPEN	1250.8189	SPEN	4491.6045
SPERT	21.2483	removed	removed
SPESP1	13.8114	SPESP1	58.3022
SPG11	1344.3116	SPG11	2512.1269
SPG20	688.4462	SPG20	1796.6418
SPG21	1993.8026	SPG21	1627.7985
SPG7	951.9256	SPG7	1271.4552
SPHAR	250.054	SPHAR	140.2565
SPHK1	541.6344	SPHK1	278.0597
SPHK2	236.6251	SPHK2	286.3806
removed	removed	SPHKAP	83.4888
SPI1	370.4294	SPI1	126.8657
SPIN1	2771.1377	SPIN1	3098.8806
SPIN2A	21.2483	removed	removed
SPIN2B	347.9841	SPIN2B	81.1194
SPIN3	569.8097	SPIN3	464.0858
SPIN4	179.1943	SPIN4	201.0261
SPINK1	8.8535	removed	removed
SPINK4	7.4369	removed	removed
removed	removed	SPINK5	6.0634
SPINK8	77.5564	SPINK8	20.5224
SPINT1	4177.4236	SPINT1	2686.5672
SPINT2	6735.3696	SPINT2	4827.8918
SPIRE1	667.552	SPIRE1	699.6269
SPIRE2	176.7154	SPIRE2	79.291
SPNS1	859.29	SPNS1	567.9151
SPNS2	273.4732	SPNS2	441.4319
removed	removed	SPNS3	5.1306
SPN	111.1996	SPN	107.2761
SPOCD1	246.4807	SPOCD1	5.1306
SPOCK1	1877.2908	SPOCK1	288.2463
SPOCK2	130.3869	SPOCK2	499.5336
removed	removed	SPOCK3	7.4627
SPON1	2099.336	SPON1	4172.1082
SPON2	1221.0713	SPON2	739.7388
SPOPL	1548.2957	SPOPL	1523.3209
SPOP	1323.7716	SPOP	1299.9067
SPP1	4532.2709	SPP1	1362.8731
SPPL2A	838.247	SPPL2A	633.3955
SPPL2B	626.4719	SPPL2B	712.6866
SPPL3	1488.4462	SPPL3	1276.1194
SPRED1	838.247	SPRED1	2013.9925
SPRED2	1215.0509	SPRED2	2062.0336
SPRN	104.8251	SPRN	123.1343
SPRY1	588.579	SPRY1	1475.2799
SPRY2	129.969	SPRY2	1409.0485
SPRY3	61.9743	SPRY3	104.0112
SPRY4	666.8437	SPRY4	478.0784
SPRYD3	1230.2789	SPRYD3	1177.2388
SPRYD4	464.2762	SPRYD4	341.4179
SPR	687.0297	SPR	650.653
SPSB1	1037.9814	SPSB1	508.3955
SPSB2	230.1903	SPSB2	108.6754
SPSB3	750.7747	SPSB3	773.7873
SPSB4	30.8101	removed	removed
SPTAN1	5272.0673	SPTAN1	8068.097
SPTBN1	4343.869	SPTBN1	18263.0597
SPTBN2	349.8893	SPTBN2	706.6231
SPTBN4	13.1031	SPTBN4	53.6381
SPTBN5	187.9805	SPTBN5	468.2416
SPTB	43.5591	SPTB	265.8582
SPTLC1	1739.8849	SPTLC1	1602.1455
SPTLC2	2849.4024	SPTLC2	2058.3022
SPTLC3	365.1173	SPTLC3	493.4701
SPTY2D1	1023.5219	SPTY2D1	1031.0448
SQLE	1530.5888	SQLE	440.7649
SQRDL	1348.2072	SQRDL	959.8881
SQSTM1	7585.5405	SQSTM1	5954.6688
SR140	2208.0567	SR140	2558.7687
SRA1	1089.6857	SRA1	351.6791
SRBD1	427.0916	SRBD1	452.8918
SRCAP	3321.4697	SRCAP	5189.8321
SRCIN1	228.0655	SRCIN1	264.459
SRCRB4D	45.7087	SRCRB4D	44.3097
SRC	1125.0996	SRC	842.8172
SRD5A1	481.2749	SRD5A1	538.2463
SRD5A2	6.0204	removed	removed
SRD5A3	1675.9522	SRD5A3	417.8965
SREBF1	7167.4086	SREBF1	2527.0522
SREBF2	2044.0903	SREBF2	3049.4403
SRFBP1	363.3466	SRFBP1	276.1194
SRF	1340.7703	SRF	1467.3507
SRGAP1	349.8893	SRGAP1	564.3657
SRGAP2	971.4033	SRGAP2	830.2239
SRGAP3	140.239	SRGAP3	520.056
SRGN	648.4285	SRGN	515.8582
SRI	1769.2784	SRI	1195.4291
SRL	17.7069	SRL	47.1082
SRMS	36.4763	SRMS	14.459
SRM	1142.0983	SRM	820.4291
SRP14	4643.4706	SRP14	2831.6231
SRP19	1115.8707	SRP19	419.8181
SRP54	2255.1571	SRP54	936.1007
SRP68	1735.2811	SRP68	1941.6978
SRP72	2922.7092	SRP72	2446.3619
SRP9	9294.7322	SRP9	2747.6679
SRPK1	1446.6578	SRPK1	866.1381
SRPK2	1479.2386	SRPK2	1126.8657
SRPK3	24.0637	SRPK3	18.125
SRPRB	1486.3214	SRPRB	703.3582
SRPR	4486.587	SRPR	2663.2463
SRPX2	850.996	SRPX2	181.903
SRPX	488.7118	SRPX	1023.3209
SRRD	228.7738	SRRD	215.0187
SRRM1	1364.1434	SRRM1	1976.2127
SRRM2	11934.1301	SRRM2	21202.4254
SRRM3	68.703	SRRM3	46.6418
SRRM5	22.8455	SRRM5	26.1754
SRRT	1921.5582	SRRT	1358.209
SRR	279.1536	SRR	304.6455
SRXN1	1280.2125	SRXN1	638.0597
SS18L1	470.2966	SS18L1	550.3731
SS18L2	485.5246	SS18L2	202.8918
SS18	1942.0983	SS18	2049.4403
SSBP1	1909.8716	SSBP1	672.1082
SSBP2	724.2143	SSBP2	839.5522
SSBP3	556.3524	SSBP3	723.4142
SSBP4	703.6742	SSBP4	224.347
SSB	3210.6667	SSB	1730.6763
SSC5D	499.6901	SSC5D	208.0224
SSFA2	1394.2452	SSFA2	2677.2388
SSH1	1111.2882	SSH1	1319.9627
SSH2	481.2749	SSH2	652.9851
SSH3	1368.3931	SSH3	1028.4515
SSNA1	814.8738	SSNA1	460.3545
SSPN	628.9509	SSPN	1783.5821
SSPO	71.1819	SSPO	96.5485
SSR1	5377.9548	SSR1	2973.8806
SSR2	10699.6016	SSR2	3650.1866
SSR3	3882.0717	SSR3	3728.5448
SSR4	4065.5157	SSR4	1467.8172
SSRP1	3313.6786	SSRP1	2963.153
SSSCA1	487.2953	SSSCA1	161.3806
SSTR1	14.8738	SSTR1	80.6903
SSTR2	346.7021	SSTR2	50.8396
SSU72	2203.807	SSU72	1732.7425
SSX2IP	583.6211	SSX2IP	355.8769
ST13	2907.4812	ST13	6906.7164
ST14	3270.8278	ST14	2241.6045
ST20	50.6596	ST20	31.8563
ST3GAL1	1508.278	ST3GAL1	1307.8358
ST3GAL2	438.4241	ST3GAL2	391.791
ST3GAL3	321.9124	ST3GAL3	289.1791
ST3GAL4	1015.6707	ST3GAL4	263.0597
ST3GAL5	247.189	ST3GAL5	188.8993
ST3GAL6	86.7641	ST3GAL6	206.6231
ST5	1670.1195	ST5	2555.9701
ST6GAL1	530.5002	ST6GAL1	1728.0784
ST6GAL2	540.062	ST6GAL2	166.5112
ST6GALNAC1	20.5401	ST6GALNAC1	27.0522
ST6GALNAC2	961.8415	ST6GALNAC2	1088.153
ST6GALNAC3	47.8088	ST6GALNAC3	163.7127
ST6GALNAC4	447.9858	ST6GALNAC4	190.7649
ST6GALNAC5	38.9553	ST6GALNAC5	147.3881
ST6GALNAC6	1007.5255	ST6GALNAC6	1806.903
ST7L	202.5675	ST7L	331.6231
ST7OT1	27.2439	ST7OT1	48.097
ST7	617.9336	ST7	452.3647
ST8SIA1	31.1642	ST8SIA1	156.7164
ST8SIA2	19.8318	ST8SIA2	392.7239
ST8SIA4	262.0629	ST8SIA4	179.5709
ST8SIA6	31.5184	ST8SIA6	139.9254
STAB1	870.0806	STAB1	1659.0485
removed	removed	STAB2	240.6716
STAC2	75.0775	STAC2	4978.0784
STAC3	52.6994	STAC3	24.9534
STAC	10.6242	STAC	89.5522
STAG1	742.3391	STAG1	1357.1968
STAG2	2625.5865	STAG2	4129.6642
STAG3L1	52.7667	STAG3L1	156.7164
STAG3L2	85.3475	STAG3L2	219.2164
STAG3L3	137.0376	STAG3L3	213.1716
STAG3L4	257.4591	STAG3L4	151.1194
STAG3	13.4112	STAG3	38.2789
STAM2	1093.9354	STAM2	1191.2313
