gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
STX1A	139.2773	STX1A	45.3214
STX1B	37.6776	STX1B	60.4915
STX2	130.6362	STX2	353.4972
STX3	731.3156	STX3	711.4052
STX4	1319.9506	STX4	742.281
STX5	966.6461	STX5	882.4827
STX6	4303.9314	STX6	1211.9723
STX7	880.7906	STX7	1719.5967
STX8	201.6677	STX8	307.8135
STXBP1	528.1038	STXBP1	1036.2319
STXBP2	1397.4676	STXBP2	748.8973
STXBP3	912.6004	STXBP3	1026.465
STXBP4	87.0908	STXBP4	213.9256
STXBP5	148.2397	STXBP5	749.1525
removed	removed	STXBP6	32.7662
STYK1	75.3552	STYK1	72.4638
STYXL1	783.1995	STYXL1	381.8526
STYX	615.8122	STYX	564.5873
SUB1	2974.3669	SUB1	3305.9231
SUCLA2	516.3218	SUCLA2	973.0025
SUCLG1	1490.1174	SUCLG1	1503.4657
SUCLG2	688.0791	SUCLG2	1428.4814
SUCNR1	37.0599	SUCNR1	23.9445
SUDS3	1311.6121	SUDS3	1477.3157
SUFU	407.9679	SUFU	766.5406
SUGT1L1	13.2026	SUGT1L1	88.9414
removed	removed	SUGT1P1	8.8217
SUGT1	508.0296	SUGT1	465.9735
SULF1	2657.5046	SULF1	2295.5261
SULF2	9936.0716	SULF2	3355.7026
SULT1A1	193.3292	SULT1A1	309.3888
SULT1A2	13.2798	SULT1A2	14.8078
SULT1A3	720.1019	SULT1A3	607.4827
SULT1C2	7.412	removed	removed
removed	removed	SULT1C4	112.1613
SULT2B1	90.1791	SULT2B1	121.298
SULT4A1	14.5151	SULT4A1	6.3012
SUMF1	771.155	SUMF1	936.3579
SUMF2	42569.7962	SUMF2	2751.1027
SUMO1P3	240.2718	SUMO1P3	114.9968
SUMO1	2889.7468	SUMO1	1608.6957
SUMO2	3099.1353	SUMO2	2685.5703
SUMO3	2241.1983	SUMO3	1863.8941
SUN1	2941.9395	SUN1	3036.2319
SUN2	4789.3762	SUN2	5050.0945
SUOX	399.3206	SUOX	710.46
SUPT16H	4502.4707	SUPT16H	3195.9672
SUPT3H	72.8845	SUPT3H	128.2294
SUPT4H1	927.3162	SUPT4H1	1057.4008
SUPT5H	2287.5232	SUPT5H	2285.7593
SUPT6H	1860.0988	SUPT6H	3175.8034
SUPT7L	1193.4527	SUPT7L	1133.9004
SUPV3L1	586.1643	SUPV3L1	490.8633
SURF1	638.357	SURF1	696.2823
SURF2	336.9364	SURF2	172.6528
SURF4	4308.8326	SURF4	4776.6226
SURF6	835.0834	SURF6	788.9099
SUSD1	155.9605	SUSD1	262.1298
SUSD2	322.1124	SUSD2	603.6547
SUSD3	85.2378	SUSD3	253.9382
SUSD4	1831.3774	SUSD4	201.9534
SUSD5	9.5738	SUSD5	98.6137
SUV39H1	222.6683	SUV39H1	165.7215
SUV39H2	248.9191	SUV39H2	171.0775
SUV420H1	1687.1526	SUV420H1	1438.2483
SUV420H2	130.3274	SUV420H2	104.5999
SUZ12P	85.5466	SUZ12P	160.6805
SUZ12	798.95	SUZ12	996.2193
SV2A	51.575	SV2A	191.5564
SV2B	1272.6992	SV2B	137.6812
SVEP1	389.4379	SVEP1	6278.8532
SVIL	6231.0006	SVIL	4036.0302
SVIP	238.4188	SVIP	332.0731
SVOPL	53.1192	SVOPL	19.8488
SWAP70	750.7721	SWAP70	2571.8336
SYAP1	579.0611	SYAP1	987.0825
SYBU	7.7208	SYBU	567.4228
SYCE1L	5.8678	SYCE1L	19.8488
removed	removed	SYCE1	8.6232
SYCE2	9.265	removed	removed
removed	removed	SYCP2L	18.9036
SYCP2	249.5368	SYCP2	335.8538
SYDE1	191.1674	SYDE1	434.7826
SYDE2	42.3101	SYDE2	177.3787
SYF2	1549.4132	SYF2	1267.1708
SYK	1050.9574	SYK	765.5955
SYMPK	1367.202	SYMPK	1612.4764
SYN1	6.7943	SYN1	18.9036
removed	removed	SYN2	194.3919
SYN3	20.383	SYN3	10.0819
SYNCRIP	4177.8876	SYNCRIP	4328.2924
SYNC	19.1569	SYNC	297.1456
SYNE1	438.5423	SYNE1	2769.3762
SYNE2	5808.2149	SYNE2	8309.7038
SYNGAP1	170.7844	SYNGAP1	454.0013
SYNGR1	484.8487	SYNGR1	709.4297
SYNGR2	3267.1402	SYNGR2	2137.3661
SYNGR3	31.1921	SYNGR3	9.4518
SYNJ1	294.0086	SYNJ1	522.9994
SYNJ2BP	1158.4311	SYNJ2BP	1583.4909
SYNJ2	525.3243	SYNJ2	1008.1916
SYNM	599.4441	SYNM	28735.9798
removed	removed	SYNPO2L	12.2873
SYNPO2	592.341	SYNPO2	7775.6774
SYNPO	936.9981	SYNPO	5913.0435
SYNRG	995.9852	SYNRG	1354.1273
SYPL1	4861.9518	SYPL1	3425.6459
removed	removed	SYPL2	49.7795
SYP	21.0006	SYP	54.8204
SYS1-DBNDD2	5.8277	SYS1-DBNDD2	11.5564
SYS1	670.2131	SYS1	968.9572
SYT11	253.8604	SYT11	599.874
SYT12	854.8487	SYT12	500.6301
removed	removed	SYT13	24.5747
SYT15	72.2668	SYT15	360.7435
SYT17	199.8147	SYT17	63.9572
SYT1	25.6331	SYT1	86.9565
SYT2	13.2798	SYT2	23.9445
removed	removed	SYT3	7.8765
removed	removed	SYT6	15.4379
SYT7	251.6986	SYT7	954.9464
SYT8	15.7505	SYT8	171.3926
removed	removed	SYT9	74.0391
SYTL1	1641.7542	SYTL1	469.4392
SYTL2	917.2329	SYTL2	1360.1134
SYTL3	177.2699	SYTL3	190.2962
SYTL4	163.0636	SYTL4	674.8582
SYTL5	54.9722	SYTL5	91.6824
SYVN1	1346.2014	SYVN1	1240.3907
TAB1	638.6844	TAB1	745.5167
TAB2	1951.2044	TAB2	2769.6912
TAB3	448.425	TAB3	1046.3138
TACC1	988.5732	TACC1	5855.0725
TACC2	1584.0025	TACC2	1233.1443
TACC3	2135.8863	TACC3	222.4323
TACO1	400.5559	TACO1	296.1563
TACR1	35.8246	TACR1	658.1601
TACR2	8.0296	TACR2	14.8078
TACSTD2	34365.349	TACSTD2	8492.7536
TADA1	355.7752	TADA1	304.0328
TADA2A	243.0513	TADA2A	205.104
TADA2B	1361.9518	TADA2B	1028.3554
TADA3	1009.2681	TADA3	1293.9477
TAF10	534.5893	TAF10	517.9584
TAF11	583.076	TAF11	475.7404
TAF12	799.5676	TAF12	345.3056
TAF13	363.496	TAF13	151.2287
TAF15	2531.8098	TAF15	2968.179
TAF1A	211.5503	TAF1A	116.5721
TAF1B	305.7443	TAF1B	307.8135
TAF1C	765.9049	TAF1C	675.4883
TAF1D	670.5343	TAF1D	591.9093
TAF1L	28.1038	TAF1L	44.7385
TAF1	1304.8178	TAF1	1838.0592
TAF2	1297.4058	TAF2	775.9924
TAF3	187.1526	TAF3	239.4455
TAF4B	201.6677	TAF4B	252.9931
TAF4	562.693	TAF4	403.9067
TAF5L	1205.3737	TAF5L	684.31
TAF5	173.2551	TAF5	124.1336
TAF6L	223.9036	TAF6L	235.9798
TAF6	1570.105	TAF6	939.1934
TAF7L	5.8678	removed	removed
TAF7	2444.1013	TAF7	2486.7675
TAF8	313.7739	TAF8	617.2023
TAF9B	840.3335	TAF9B	841.8399
TAF9	1084.6232	TAF9	884.6881
TAGAP	239.3453	TAGAP	273.1569
TAGLN2	23928.3508	TAGLN2	7942.029
TAGLN	1379.2619	TAGLN	21006.8431
TAL1	23.7801	TAL1	207.9395
TALDO1	3071.3403	TALDO1	1793.3207
TANC1	1185.9172	TANC1	1915.2489
TANC2	1069.7962	TANC2	793.9509
TANK	1758.4929	TANK	1858.8532
TAOK1	244.5954	TAOK1	921.5501
TAOK2	1358.5547	TAOK2	1616.8872
TAOK3	869.055	TAOK3	1195.6522
TAP1	6376.7758	TAP1	2620.3529
TAP2	2707.7795	TAP2	1756.2445
TAPBPL	3431.6275	TAPBPL	937.133
TAPBP	5334.1569	TAPBP	3872.0857
TAPT1	502.1618	TAPT1	718.3365
TARBP1	947.1896	TARBP1	837.7442
TARBP2	282.8907	TARBP2	325.7719
TARDBP	4755.0957	TARDBP	3515.753
TARP	10.1915	TARP	14.4928
TARS2	937.9246	TARS2	458.4121
TARSL2	295.5528	TARSL2	327.9773
TARS	1989.8085	TARS	1382.7977
removed	removed	TAS1R1	6.9313
TAS1R3	11.7356	removed	removed
removed	removed	TAS2R10	8.1916
TAS2R14	6.9981	TAS2R14	11.5816
TAS2R20	20.0741	TAS2R20	30.8759
removed	removed	TAS2R3	5.041
removed	removed	TAS2R4	10.397
TAS2R5	11.118	TAS2R5	22.0542
TASP1	226.3743	TASP1	229.9937
TATDN1	560.5312	TATDN1	353.1474
TATDN2	1067.9432	TATDN2	1427.5362
TATDN3	402.1001	TATDN3	255.1985
removed	removed	TAT	633.2703
TAX1BP1	3170.1668	TAX1BP1	3236.925
TAX1BP3	1844.6356	TAX1BP3	1784.3982
TAZ	811.2044	TAZ	278.5129
TBC1D10A	759.4287	TBC1D10A	468.1317
TBC1D10B	1480.5435	TBC1D10B	1005.041
TBC1D10C	178.5053	TBC1D10C	149.9685
TBC1D12	168.3138	TBC1D12	500.9452
TBC1D13	609.6356	TBC1D13	1180.5293
TBC1D14	3359.1723	TBC1D14	2371.4556
TBC1D15	773.9345	TBC1D15	1271.8967
TBC1D16	361.643	TBC1D16	778.5129
TBC1D17	478.32	TBC1D17	866.7612
TBC1D19	121.0624	TBC1D19	147.133
TBC1D1	1197.0352	TBC1D1	1519.5337
TBC1D20	1385.7319	TBC1D20	1451.4808
TBC1D22A	214.021	TBC1D22A	362.0038
TBC1D22B	398.5825	TBC1D22B	382.574
TBC1D23	1039.5306	TBC1D23	900.4411
TBC1D24	739.0364	TBC1D24	365.1638
TBC1D25	206.9179	TBC1D25	426.276
TBC1D2B	1156.5781	TBC1D2B	2425.0158
TBC1D2	911.9827	TBC1D2	330.1827
TBC1D3B	147.9308	TBC1D3B	98.9288
TBC1D3C	83.3848	TBC1D3C	42.8481
TBC1D3G	18.2211	removed	removed
TBC1D3H	19.7653	TBC1D3H	11.0271
TBC1D3	411.0994	TBC1D3	261.1059
TBC1D4	781.0377	TBC1D4	2727.1582
TBC1D5	987.6467	TBC1D5	2011.9723
TBC1D7	377.3935	TBC1D7	158.1601
TBC1D8B	270.8462	TBC1D8B	307.1834
TBC1D8	1307.2884	TBC1D8	951.7958
TBC1D9B	3810.9944	TBC1D9B	3604.2848
TBC1D9	496.294	TBC1D9	4862.0038
TBCA	1310.0679	TBCA	945.4946
TBCB	661.1489	TBCB	643.9824
TBCCD1	302.9648	TBCCD1	295.5261
TBCC	365.0401	TBCC	436.988
TBCD	581.3311	TBCD	1299.2848
TBCEL	294.3175	TBCEL	494.3289
TBCE	590.4941	TBCE	255.8129
TBCK	608.3663	TBCK	621.8526
TBK1	603.1501	TBK1	722.1172
TBKBP1	185.6084	TBKBP1	343.1002
TBL1XR1	8001.853	TBL1XR1	3387.8387
TBL1X	194.5645	TBL1X	1062.6969
TBL2	924.6448	TBL2	607.1204
TBL3	1134.9599	TBL3	662.8859
TBPL1	252.3162	TBPL1	247.0069
TBP	269.9197	TBP	254.5684
TBRG1	475.7721	TBRG1	1182.7347
TBRG4	1292.4645	TBRG4	676.4335
TBX15	29.0303	TBX15	319.1556
TBX18	12.3533	TBX18	233.4594
TBX19	134.9722	TBX19	108.4499
TBX1	40.1482	TBX1	66.7927
TBX21	42.0012	TBX21	29.9307
TBX2	51.2662	TBX2	301.5123
TBX3	448.1161	TBX3	1929.7417
TBX5	24.7066	TBX5	103.0246
TBX6	71.3403	TBX6	31.506
TBXA2R	20.383	TBXA2R	24.2596
TBXAS1	366.5843	TBXAS1	212.0353
TC2N	3945.0278	TC2N	2510.397
TCAM1P	175.7258	removed	removed
removed	removed	TCAP	12.2873
TCEA1	2626.3125	TCEA1	1211.0901
TCEA2	183.1377	TCEA2	313.7996
TCEA3	1306.362	TCEA3	496.8494
TCEAL1	218.9623	TCEAL1	522.6843
removed	removed	TCEAL2	124.4486
TCEAL3	128.1655	TCEAL3	564.5873
TCEAL4	1483.323	TCEAL4	2787.0195
removed	removed	TCEAL5	72.4638
TCEAL6	9.8826	TCEAL6	25.5198
TCEAL7	10.8091	TCEAL7	152.489
TCEAL8	840.3335	TCEAL8	1094.2029
TCEANC	29.9568	TCEANC	63.9572
TCEB1	1117.0476	TCEB1	344.0454
TCEB2	1483.323	TCEB2	741.966
TCEB3	2338.3694	TCEB3	1397.3472
TCERG1L	9.265	removed	removed
TCERG1	1346.5102	TCERG1	1127.9143
TCF12	1510.5003	TCF12	2070.8885
TCF15	19.4565	TCF15	22.6843
TCF19	1062.3842	TCF19	321.6761
TCF20	3393.1439	TCF20	1328.9225
removed	removed	TCF21	7.5614
TCF25	1881.0994	TCF25	2145.2426
TCF3	982.0877	TCF3	1001.5753
TCF4	1377.0846	TCF4	3706.0491
TCF7L1	130.945	TCF7L1	1269.6912
TCF7L2	908.5855	TCF7L2	1238.8154
TCF7	233.1686	TCF7	936.988
TCFL5	558.6782	TCFL5	366.7297
TCHHL1	8.0296	removed	removed
TCHH	57.4429	TCHH	6.3012
TCHP	398.7276	TCHP	448.3963
TCIRG1	2231.6245	TCIRG1	686.5154
TCL1A	26.8684	TCL1A	25.8349
TCN1	2019.1476	TCN1	160.6805
TCN2	484.8672	TCN2	1068.683
TCOF1	1617.9741	TCOF1	1090.7372
TCP10L	16.0068	TCP10L	18.765
TCP11L1	117.097	TCP11L1	259.9244
TCP11L2	177.2699	TCP11L2	342.4701
TCP1	4215.9512	TCP1	3345.8255
TCTA	597.5911	TCTA	705.419
TCTE3	42.3101	TCTE3	69.3132
TCTEX1D1	13.8975	TCTEX1D1	17.3283
TCTEX1D2	85.8555	TCTEX1D2	66.7927
TCTN1	187.4243	TCTN1	552.8639
TCTN2	232.551	TCTN2	410.523
TCTN3	772.3904	TCTN3	1192.8166
TDG	556.2075	TDG	382.1676
TDO2	389.7468	TDO2	17.3283
TDP1	492.2792	TDP1	386.5784
TDP2	771.155	TDP2	787.0195
removed	removed	TDRD10	71.8336
TDRD1	390.0556	TDRD1	15.753
TDRD3	197.6529	TDRD3	419.0296
removed	removed	TDRD5	114.9968
TDRD6	6.7943	TDRD6	57.0258
TDRD7	647.622	TDRD7	418.7146
removed	removed	TDRD9	23.9445
TDRKH	1310.3768	TDRKH	322.6213
TEAD1	560.5312	TEAD1	2912.4134
TEAD2	624.4595	TEAD2	916.5091
TEAD3	899.6294	TEAD3	893.1947
TEAD4	286.2878	TEAD4	182.1046
TECPR1	335.0834	TECPR1	388.7839
TECPR2	607.1649	TECPR2	1216.4461
TECR	2240.5806	TECR	1096.4083
TECTA	6.1767	TECTA	22.0542
TEC	51.2662	TEC	49.4644
TEF	451.2044	TEF	821.046
removed	removed	TEKT2	13.2325
removed	removed	TEKT3	10.712
removed	removed	TEKT4	5.356
TEK	115.8122	TEK	893.8248
TELO2	857.6282	TELO2	481.0964
TENC1	305.1266	TENC1	3228.4184
TEP1	1170.1668	TEP1	1308.1285
removed	removed	TEPP	6.3012
TERF1	664.9166	TERF1	568.9981
TERF2IP	1588.0173	TERF2IP	1625.7089
TERF2	795.8616	TERF2	647.133
TESC	13.8975	TESC	109.9559
TESK1	490.735	TESK1	768.431
TESK2	400.8647	TESK2	241.966
TES	1415.5775	TES	2154.3352
TET1	24.7066	TET1	95.1481
TET2	976.5287	TET2	1028.3554
TET3	1898.7029	TET3	701.6383
TEX101	15.4416	removed	removed
TEX10	361.0253	TEX10	418.0844
removed	removed	TEX14	8.8217
TEX261	2417.2329	TEX261	2420.6049
TEX264	651.6368	TEX264	704.7889
TEX2	1201.3589	TEX2	2249.2124
TEX9	183.7554	TEX9	86.6415
TFAM	547.5602	TFAM	621.9282
TFAP2A	717.3471	TFAP2A	1295.1512
TFAP2B	53.7369	TFAP2B	855.7026
TFAP2C	3226.6831	TFAP2C	1592.9427
TFAP2E	119.4317	TFAP2E	19.644
TFAP4	341.26	TFAP4	242.5961
TFB1M	109.0179	TFB1M	136.1059
TFB2M	443.4836	TFB2M	308.7587
TFCP2L1	2148.2397	TFCP2L1	794.581
TFCP2	755.0957	TFCP2	761.8147
TFDP1	2064.546	TFDP1	1346.2508
TFDP2	454.9104	TFDP2	319.1556
removed	removed	TFDP3	7.5614
TFE3	808.8326	TFE3	1682.1046
TFEB	350.8338	TFEB	386.8935
TFEC	405.8061	TFEC	211.0901
removed	removed	TFF1	155.3245
removed	removed	TFF3	281.9786
TFG	3024.3978	TFG	1682.1046
TFIP11	1337.1093	TFIP11	843.4625
TFPI2	22.8536	TFPI2	212.6654
TFPI	158.1223	TFPI	1866.4146
TFPT	192.9895	TFPT	186.8872
TFR2	42.9277	TFR2	5.356
TFRC	5136.504	TFRC	1442.344
TF	36.4422	TF	1667.9269
TGDS	132.1804	TGDS	218.3365
TGFA	1209.6973	TGFA	239.7606
TGFB1I1	116.7387	TGFB1I1	1081.6005
TGFB1	1019.4565	TGFB1	756.4587
TGFB2	36.1334	TGFB2	719.2817
TGFB3	201.3589	TGFB3	707.3094
TGFBI	3262.5077	TGFBI	2510.712
TGFBR1	974.0581	TGFBR1	1614.9968
TGFBR2	1206.3002	TGFBR2	12348.1411
TGFBR3	76.2817	TGFBR3	5415.2489
TGFBRAP1	314.3916	TGFBRAP1	393.5098
TGIF1	1856.7017	TGIF1	1042.218
TGIF2	312.8196	TGIF2	671.1563
TGM1	659.0488	TGM1	29.3006
TGM2	1638.9747	TGM2	1507.2464
TGM5	294.0086	TGM5	14.1777
TGOLN2	5683.7554	TGOLN2	8211.0901
TGS1	1024.3978	TGS1	600.189
TG	38.6041	TG	10.0819
TH1L	2110.2532	TH1L	1413.0435
THADA	923.4095	THADA	1096.0933
THAP10	77.8258	THAP10	61.4367
THAP11	831.9951	THAP11	627.9143
THAP1	280.7288	THAP1	266.2256
THAP2	126.0037	THAP2	188.0907
THAP3	318.5732	THAP3	230.2993
THAP4	976.8376	THAP4	694.0769
THAP5	537.3687	THAP5	648.0781
THAP6	215.2563	THAP6	351.6068
THAP7	205.3088	THAP7	182.4197
THAP8	131.2539	THAP8	93.5728
THAP9	77.8258	THAP9	149.9685
THBD	2163.3725	THBD	625.7089
THBS1	1551.8839	THBS1	8140.5167
THBS2	1569.4873	THBS2	6082.8607
THBS3	680.4293	THBS3	956.9534
THBS4	29.0303	THBS4	358.2231
THEG	10.1915	removed	removed
THEM4	356.7017	THEM4	346.2508
THEM5	25.0154	THEM5	5.041
THEMIS	38.9129	THEMIS	76.8746
THG1L	191.7851	THG1L	196.2823
THNSL1	171.7109	THNSL1	246.6919
THNSL2	571.958	THNSL2	791.1153
THOC1	936.0716	THOC1	494.644
THOC2	2130.3274	THOC2	1574.9842
THOC3	1566.0902	THOC3	607.7505
THOC4	1056.5164	THOC4	483.9319
THOC5	927.1155	THOC5	598.9288
THOC6	561.7696	THOC6	300.7183
THOC7	573.1933	THOC7	719.9118
THOP1	409.2032	THOP1	356.0176
removed	removed	THPO	10.712
THRAP3	4557.134	THRAP3	3889.414
THRA	366.572	THRA	1100.8601
THRB	395.9234	THRB	1486.7675
removed	removed	THRSP	574.6692
THSD1P1	72.5757	THSD1P1	158.7902
THSD1	58.987	THSD1	289.8551
THSD4	99.1353	THSD4	1677.3787
THSD7A	28.4126	THSD7A	246.3768
THSD7B	5.2502	THSD7B	83.1758
THTPA	390.0556	THTPA	357.5929
THUMPD1	1058.3694	THUMPD1	1926.9061
THUMPD2	349.5985	THUMPD2	195.3371
THUMPD3	651.9456	THUMPD3	773.472
THY1	1171.0933	THY1	2595.4631
THYN1	493.2057	THYN1	733.1443
TIA1	2389.1291	TIA1	2284.184
TIAF1	350.3305	TIAF1	339.8047
TIAL1	1454.9104	TIAL1	1425.3308
TIAM1	844.6572	TIAM1	367.0447
TIAM2	34.8641	TIAM2	200.6585
TICAM1	500.9265	TICAM1	348.7713
TICAM2	47.3255	TICAM2	179.4423
TIE1	171.4021	TIE1	1422.1802
TIFAB	52.8104	TIFAB	22.6843
TIFA	768.0667	TIFA	558.9162
TIGD1	280.1112	TIGD1	94.518
TIGD2	249.2279	TIGD2	273.787
TIGD3	5.8678	TIGD3	5.6711
TIGD4	8.3385	TIGD4	15.1229
TIGD5	375.2316	TIGD5	112.7914
TIGD6	147.0043	TIGD6	234.4045
TIGD7	465.2224	TIGD7	287.4512
TIGIT	147.9308	TIGIT	85.3812
TIMD4	6.7943	TIMD4	7.5614
TIMELESS	1187.4614	TIMELESS	492.4386
TIMM10	651.6368	TIMM10	263.7051
TIMM13	610.5621	TIMM13	537.489
TIMM16	116.3218	TIMM16	71.443
TIMM17A	1694.2557	TIMM17A	667.2968
TIMM17B	324.8919	TIMM17B	270.6364
TIMM22	338.4805	TIMM22	390.3592
TIMM44	594.8116	TIMM44	389.414
TIMM50	432.9833	TIMM50	481.7265
TIMM8A	312.2298	TIMM8A	103.9698
TIMM8B	660.2841	TIMM8B	364.8393
TIMM9	536.4422	TIMM9	474.7952
TIMP1	2613.3416	TIMP1	3297.1014
TIMP2	3104.3854	TIMP2	15560.4915
TIMP3	3886.6584	TIMP3	22940.7687
removed	removed	TIMP4	549.1493
TINAGL1	3747.6838	TINAGL1	2640.5167
TINF2	1310.0679	TINF2	1160.3655
TIPARP	1643.2489	TIPARP	841.1342
TIPIN	252.0074	TIPIN	79.08
TIPRL	1259.4194	TIPRL	897.9206
TIRAP	251.0809	TIRAP	239.4455
TJAP1	338.7894	TJAP1	532.7662
TJP1	2878.9376	TJP1	3391.6194
TJP2	2066.399	TJP2	2099.2439
TJP3	206.3002	TJP3	402.0164
TK1	1106.8561	TK1	136.4209
TK2	553.7369	TK2	1312.8544
removed	removed	TKTL1	5.356
TKT	3458.6164	TKT	3067.1078
TLCD1	218.0358	TLCD1	37.8072
TLE1	233.1686	TLE1	941.7139
TLE2	17.6035	TLE2	934.4675
TLE3	4238.1099	TLE3	1447.7001
TLE4	369.9815	TLE4	952.426
removed	removed	TLE6	33.3963
TLK1	1286.2878	TLK1	1630.7498
TLK2	658.1223	TLK2	592.9427
TLL1	34.2804	TLL1	318.2105
removed	removed	TLL2	5.6711
TLN1	4224.2125	TLN1	12870.1953
TLN2	1134.0117	TLN2	2118.7713
TLR10	68.252	TLR10	85.3812
TLR1	547.8691	TLR1	317.2653
TLR2	3179.1229	TLR2	844.6755
TLR3	301.7295	TLR3	450.8507
TLR4	554.9722	TLR4	916.8242
TLR5	916.6152	TLR5	430.0567
TLR6	169.8579	TLR6	65.2174
TLR7	209.6973	TLR7	217.7064
TLR8	351.1427	TLR8	73.4089
TLR9	31.3836	TLR9	31.4493
TM2D1	657.1958	TM2D1	316.6352
TM2D2	576.8993	TM2D2	901.0712
TM2D3	1145.769	TM2D3	797.4165
TM4SF18	28.7214	TM4SF18	505.356
TM4SF19	58.8882	TM4SF19	9.6975
TM4SF1	11802.656	TM4SF1	5793.0057
TM6SF1	139.5923	TM6SF1	182.1046
TM6SF2	7.0754	TM6SF2	7.8765
TM7SF2	411.6739	TM7SF2	288.5948
TM7SF3	2400.8647	TM7SF3	1536.862
TM7SF4	58.6782	removed	removed
TM9SF1	1706.3712	TM9SF1	1501.7769
TM9SF2	2560.5312	TM9SF2	4131.695
TM9SF3	4747.6838	TM9SF3	6369.8803
TM9SF4	3648.8573	TM9SF4	1847.196
TMBIM1	10802.0383	TMBIM1	4862.0038
TMBIM4	718.7708	TMBIM4	1131.0901
TMBIM6	12706.609	TMBIM6	16597.9836
removed	removed	TMC2	11.6572
removed	removed	TMC3	8.8217
TMC4	138.0482	TMC4	970.6994
TMC5	480.8524	TMC5	426.9061
TMC6	790.3027	TMC6	558.9162
TMC7	50.6485	TMC7	82.2306
TMC8	415.071	TMC8	382.4827
TMCC1	986.4114	TMCC1	917.1393
TMCC2	994.441	TMCC2	62.6969
TMCC3	371.5256	TMCC3	623.8185
TMCO1	3057.134	TMCO1	1797.4165
TMCO3	469.4256	TMCO3	1246.0618
TMCO4	620.1359	TMCO4	760.5545
TMCO6	265.9049	TMCO6	203.2136
TMCO7	344.0395	TMCO7	384.373
TMED10P1	65.7813	TMED10P1	67.1078
TMED10	9401.4824	TMED10	8403.9067
TMED1	531.6553	TMED1	432.2401
TMED2	6188.3879	TMED2	5264.6503
TMED3	4326.7449	TMED3	1464.3982
TMED4	1189.9321	TMED4	856.3327
TMED5	1769.9197	TMED5	1754.5589
removed	removed	TMED6	5.041
TMED7-TICAM2	264.0334	TMED7-TICAM2	125.2205
TMED7	1774.4966	TMED7	2473.2168
TMED8	379.2464	TMED8	412.4134
TMED9	4399.9382	TMED9	2395.7152
TMEFF1	41.8283	TMEFF1	53.4373
TMEM100	5.2502	TMEM100	350.9767
TMEM101	108.0914	TMEM101	628.5444
TMEM102	193.3292	TMEM102	171.0775
TMEM104	578.1347	TMEM104	412.4134
TMEM105	33.0451	TMEM105	13.8626
TMEM106A	168.9314	TMEM106A	188.4058
TMEM106B	1323.0389	TMEM106B	1900.126
TMEM106C	1725.139	TMEM106C	1034.9716
TMEM107	142.3718	TMEM107	207.6244
TMEM108	109.6356	TMEM108	71.5186
TMEM109	2009.8826	TMEM109	3009.7669
TMEM110	209.6973	TMEM110	266.7454
TMEM111	729.4626	TMEM111	898.2357
TMEM115	586.4731	TMEM115	927.2212
TMEM116	203.8295	TMEM116	210.46
TMEM117	271.155	TMEM117	144.6125
TMEM119	446.572	TMEM119	910.8381
TMEM11	355.1575	TMEM11	367.6749
TMEM120A	504.9413	TMEM120A	566.7927
TMEM120B	206.4268	TMEM120B	464.3888
TMEM121	5.2502	TMEM121	45.9987
TMEM123	15196.4175	TMEM123	7342.7851
TMEM125	197.344	TMEM125	217.7064
TMEM126A	219.58	TMEM126A	201.0082
TMEM126B	362.5695	TMEM126B	453.0561
TMEM127	2526.5596	TMEM127	2579.08
TMEM128	700.1235	TMEM128	570.2583
TMEM129	1051.2662	TMEM129	857.908
TMEM130	9.8826	TMEM130	43.4783
TMEM131	1590.488	TMEM131	1792.6906
TMEM132A	1504.0148	TMEM132A	475.7404
removed	removed	TMEM132B	13.5476
removed	removed	TMEM132C	469.1241
removed	removed	TMEM132E	6.6163
TMEM133	27.1773	TMEM133	127.2842
TMEM134	1218.0358	TMEM134	321.6761
TMEM135	240.8894	TMEM135	745.4316
TMEM136	38.6041	TMEM136	235.6648
TMEM138	668.6226	TMEM138	491.8084
removed	removed	TMEM139	274.1021
TMEM140	570.8555	TMEM140	1169.8645
TMEM141	837.2452	TMEM141	471.9597
TMEM143	102.8413	TMEM143	132.6402
TMEM144	167.6961	TMEM144	580.3403
TMEM145	14.2063	removed	removed
TMEM147	1117.3564	TMEM147	781.9786
TMEM149	288.5207	TMEM149	126.1153
TMEM14A	231.9333	TMEM14A	333.3333
TMEM14B	474.9846	TMEM14B	531.821
TMEM14C	915.9975	TMEM14C	1526.7801
TMEM150A	368.4373	TMEM150A	323.8815
TMEM150B	45.3984	TMEM150B	18.9036
TMEM150C	26.8684	TMEM150C	339.6345
TMEM151B	9.9444	TMEM151B	18.6169
TMEM154	635.5775	TMEM154	180.5293
TMEM156	29.3391	TMEM156	23.3144
TMEM158	44.4719	TMEM158	127.5992
TMEM159	1968.4991	TMEM159	1095.7782
TMEM160	78.7523	TMEM160	57.656
TMEM161A	311.9209	TMEM161A	317.5803
TMEM161B	273.9345	TMEM161B	231.569
TMEM163	87.0908	TMEM163	33.7114
TMEM164	1015.1328	TMEM164	731.569
TMEM165	3561.1489	TMEM165	1037.8072
TMEM167A	2564.546	TMEM167A	2058.9162
TMEM167B	1885.7319	TMEM167B	1471.0145
TMEM168	908.8944	TMEM168	1008.8217
TMEM169	21.9271	TMEM169	29.9307
