gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
SYT2	17.51	SYT2	26.1006
removed	removed	SYT3	6.9381
SYT6	10.4226	SYT6	12.8851
SYT7	1601.3308	SYT7	1708.4331
SYT8	16.2593	SYT8	160.5683
SYT9	669.132	SYT9	177.7484
SYTL1	201.7819	SYTL1	395.4737
SYTL2	3737.9671	SYTL2	2899.4796
SYTL3	117.5671	SYTL3	214.4214
SYTL4	818.8007	SYTL4	644.9162
SYTL5	650.7882	SYTL5	386.2228
SYVN1	2196.6706	SYVN1	1211.2001
TAB1	712.3233	TAB1	751.1886
TAB2	2110.3713	TAB2	3163.4592
TAB3	870.08	TAB3	1271.661
removed	removed	TAC1	21.4752
TACC1	2604.4033	TACC1	3657.7187
TACC2	612.016	TACC2	1292.145
TACC3	704.5689	TACC3	166.5152
TACO1	1034.3404	TACO1	271.9088
TACR1	57.9497	TACR1	240.8524
TACR2	30.8509	TACR2	15.1978
TACSTD2	2680.28	TACSTD2	6867.1017
TADA1	487.3615	TADA1	378.6239
TADA2A	88.8007	TADA2A	235.8966
TADA2B	1107.7157	TADA2B	1150.7392
TADA3	1800.7779	TADA3	1353.531
TAF10	724.1634	TAF10	406.7069
TAF11	554.0663	TAF11	578.1779
TAF12	299.3375	TAF12	350.2106
TAF13	92.9697	TAF13	167.176
TAF15	1563.3924	TAF15	2253.2419
TAF1A	112.9812	TAF1A	93.4996
TAF1B	177.6014	TAF1B	258.6933
TAF1C	587.0017	TAF1C	625.7537
TAF1D	295.5104	TAF1D	848.3456
TAF1L	25.4312	TAF1L	56.8266
TAF1	945.5397	TAF1	2191.4595
TAF2	523.6322	TAF2	858.6768
TAF3	207.2016	TAF3	299.0006
TAF4B	98.3895	TAF4B	396.7952
TAF4	687.8927	TAF4	409.0196
TAF5L	879.2519	TAF5L	688.5273
TAF5	111.7304	TAF5	110.6798
TAF6L	216.3735	TAF6L	172.7926
TAF6	1345.6056	TAF6	875.8834
TAF7	4114.432	TAF7	3160.8161
TAF8	407.3158	TAF8	593.0453
TAF9B	526.1337	TAF9B	924.7543
TAF9	1039.3433	TAF9	1021.2274
TAGAP	261.3992	TAGAP	354.1753
TAGLN2	15865.7234	TAGLN2	6388.7008
TAGLN	11662.9076	TAGLN	14696.2154
TAL1	85.4655	TAL1	130.8334
TALDO1	2802.85	TALDO1	1552.8207
TANC1	1455.4141	TANC1	1754.6874
TANC2	4073.5753	TANC2	1120.0132
TANK	672.8841	TANK	2652.3499
TAOK1	436.0823	TAOK1	1187.0819
TAOK2	1384.9572	TAOK2	957.4626
TAOK3	886.7562	TAOK3	1529.3632
TAP1	3193.4896	TAP1	973.6516
TAP2	1651.1509	TAP2	929.6605
TAPBPL	323.9391	TAPBPL	394.8327
TAPBP	7148.2471	TAPBP	3336.5821
TAPT1	896.7619	TAPT1	1127.2817
TARBP1	591.5877	TARBP1	1018.5843
TARBP2	454.843	TARBP2	262.3276
TARDBP	3218.5039	TARDBP	3548.6908
TARP	21.679	TARP	29.0741
TARS2	893.8436	TARS2	487.9822
TARSL2	261.8161	TARSL2	355.1664
TARS	1570.0629	TARS	1454.3652
TAS1R3	55.4483	removed	removed
removed	removed	TAS2R10	7.2685
TAS2R14	5.5282	TAS2R14	16.08
TAS2R20	10.8395	TAS2R20	24.1183
removed	removed	TAS2R3	6.9381
removed	removed	TAS2R4	17.1801
TAS2R5	8.3381	TAS2R5	28.4133
TASP1	117.984	TASP1	251.7552
TATDN1	243.8892	TATDN1	536.2187
TATDN2	1446.2422	TATDN2	1530.024
TATDN3	251.3935	TATDN3	284.1331
TAT	150.0857	TAT	3597.5882
TAX1BP1	2155.8139	TAX1BP1	3913.4385
TAX1BP3	3725.2307	TAX1BP3	1290.47
TAZ	211.7876	TAZ	187.9904
TBC1D10A	570.1796	TBC1D10A	399.9372
TBC1D10B	1726.8191	TBC1D10B	793.2601
TBC1D10C	94.2205	TBC1D10C	45.2631
TBC1D12	398.9777	TBC1D12	581.1514
TBC1D13	980.1428	TBC1D13	1242.2565
TBC1D14	1511.6963	TBC1D14	2878.3348
TBC1D15	696.6477	TBC1D15	1604.3611
TBC1D16	557.8184	TBC1D16	584.4553
TBC1D17	922.8226	TBC1D17	904.6403
TBC1D19	95.8881	TBC1D19	153.6301
TBC1D1	1449.9944	TBC1D1	1284.8765
TBC1D20	1634.6831	TBC1D20	1460.973
TBC1D22A	273.9064	TBC1D22A	294.3752
TBC1D22B	329.2796	TBC1D22B	410.1132
TBC1D23	704.152	TBC1D23	1050.9623
TBC1D24	328.9378	TBC1D24	405.9833
TBC1D25	420.6568	TBC1D25	470.1412
TBC1D2B	1711.3936	TBC1D2B	1721.3182
TBC1D2	709.5717	TBC1D2	334.6824
TBC1D3B	60.0343	TBC1D3B	82.2665
TBC1D3C	31.6848	TBC1D3C	38.9857
TBC1D3H	15.8424	TBC1D3H	7.5989
TBC1D3	118.0841	TBC1D3	422.4498
TBC1D4	1319.5032	TBC1D4	2766.6639
TBC1D5	1557.5558	TBC1D5	2323.9448
TBC1D7	356.0366	TBC1D7	202.8579
TBC1D8B	418.5723	TBC1D8B	399.108
TBC1D8	739.5888	TBC1D8	1015.6108
TBC1D9B	3579.5433	TBC1D9B	3237.7963
TBC1D9	9428.2987	TBC1D9	7502.4366
TBCA	1357.8584	TBCA	938.9609
TBCB	1020.9411	TBCB	492.9743
TBCCD1	285.5797	TBCCD1	317.8327
TBCC	536.1394	TBCC	422.5655
TBCD	2177.3054	TBCD	1099.0567
TBCEL	278.9092	TBCEL	515.7347
TBCE	535.1972	TBCE	271.4066
TBCK	622.3094	TBCK	677.7765
TBK1	476.1051	TBK1	749.649
TBKBP1	130.4912	TBKBP1	210.4568
TBL1XR1	3023.3925	TBL1XR1	3874.7832
TBL1X	2355.5113	TBL1X	1369.1253
TBL2	1606.3336	TBL2	678.6157
TBL3	716.2422	TBL3	490.9556
TBPL1	209.703	TBPL1	245.4778
TBP	220.5426	TBP	304.2868
TBRG1	483.6094	TBRG1	1048.5339
TBRG4	1027.67	TBRG4	696.787
TBX15	289.3318	TBX15	402.7422
TBX18	146.7504	TBX18	365.4084
TBX19	82.5596	TBX19	123.2345
TBX1	183.855	TBX1	23.7879
TBX21	22.0959	TBX21	21.8056
TBX2	185.1057	TBX2	69.051
TBX3	1560.891	TBX3	3582.3904
TBX4	24.5974	removed	removed
TBX5	133.4095	TBX5	71.3637
TBX6	31.2678	TBX6	16.189
TBXA2R	71.7076	TBXA2R	12.2243
TBXAS1	294.3347	TBXAS1	213.0999
TC2N	3416.1167	TC2N	4652.1847
removed	removed	TCAP	5.2862
TCEA1	968.4695	TCEA1	1563.7235
TCEA2	280.1599	TCEA2	292.7232
TCEA3	729.1662	TCEA3	613.5294
TCEAL1	401.4792	TCEAL1	734.4511
TCEAL2	5.0029	TCEAL2	45.2631
TCEAL3	842.1474	TCEAL3	563.3105
TCEAL4	1589.2405	TCEAL4	2839.0187
TCEAL5	16.2593	TCEAL5	70.0421
TCEAL6	26.6819	TCEAL6	31.7172
TCEAL7	27.5157	TCEAL7	150.3263
TCEAL8	949.7088	TCEAL8	1129.5944
TCEANC	90.4683	TCEANC	86.2311
TCEB1	428.9949	TCEB1	350.8714
TCEB2	2217.0989	TCEB2	757.5783
TCEB3	1108.2284	TCEB3	1571.2266
TCERG1	704.9858	TCERG1	1089.2872
TCF12	2168.738	TCF12	2484.8435
TCF15	6.2536	removed	removed
TCF19	538.2239	TCF19	343.6029
TCF20	890.0914	TCF20	1675.3944
TCF25	2120.794	TCF25	1871.3141
TCF3	1773.5124	TCF3	904.931
TCF4	2717.8014	TCF4	2222.5159
TCF7L1	539.8915	TCF7L1	1217.4775
TCF7L2	993.9007	TCF7L2	1791.03
TCF7	429.8287	TCF7	704.3859
TCFL5	312.6785	TCFL5	360.1222
TCHH	7.0874	TCHH	7.5989
TCHP	349.3661	TCHP	440.4064
TCIRG1	1807.6986	TCIRG1	423.887
TCL1A	62.1188	removed	removed
TCL1B	198.4466	removed	removed
TCN1	462.3473	TCN1	119.9306
TCN2	687.0589	TCN2	602.6266
TCOF1	880.9195	TCOF1	911.2084
TCP10L	9.1719	TCP10L	21.7296
TCP11L1	277.3208	TCP11L1	231.03
TCP11L2	191.3592	TCP11L2	578.8387
removed	removed	TCP11	8.5901
TCP1	3164.99	TCP1	3653.2023
TCTA	1192.3473	TCTA	722.2268
TCTE3	30.8509	TCTE3	77.9714
TCTEX1D1	11.2564	TCTEX1D1	20.484
TCTEX1D2	112.5643	TCTEX1D2	90.5261
TCTN1	567.4072	TCTN1	567.2751
TCTN2	421.4906	TCTN2	595.3581
TCTN3	1444.9915	TCTN3	1310.9771
TDG	466.9332	TDG	485.6694
TDO2	27.9326	removed	removed
TDP1	495.6996	TDP1	612.8686
TDP2	719.9943	TDP2	839.5143
TDRD10	9.1719	TDRD10	27.0918
removed	removed	TDRD1	6.2774
TDRD3	384.803	TDRD3	580.4906
TDRD5	179.6859	TDRD5	156.2732
TDRD6	15.8424	TDRD6	68.3902
TDRD7	477.7727	TDRD7	388.5356
removed	removed	TDRD9	70.3725
TDRKH	461.9304	TDRKH	318.4934
TEAD1	1540.4627	TEAD1	3105.6414
TEAD2	1596.7448	TEAD2	786.322
TEAD3	817.1331	TEAD3	710.0025
TEAD4	154.6716	TEAD4	113.3229
TECPR1	228.0468	TECPR1	277.5254
TECPR2	785.0315	TECPR2	1185.0995
TECR	1530.8739	TECR	1297.1009
TECTA	17.9269	TECTA	26.1006
TEC	27.9326	TEC	68.3902
removed	removed	TEDDM1	5.947
TEF	445.6711	TEF	984.8848
TEKT2	21.679	TEKT2	26.431
TEKT3	5.4198	TEKT3	13.8763
TEKT5	36.6876	removed	removed
TEK	476.522	TEK	520.6905
TELO2	423.992	TELO2	302.9652
TENC1	1823.5409	TENC1	1869.3318
TEP1	1665.951	TEP1	1149.0873
removed	removed	TEPP	13.2155
TERF1	448.5894	TERF1	690.1792
TERF2IP	1464.165	TERF2IP	1655.2408
TERF2	599.092	TERF2	712.6456
TESC	37.5214	TESC	195.2589
TESK1	1338.2639	TESK1	481.044
TESK2	140.9138	TESK2	539.1922
TES	1592.1255	TES	2201.9922
TET1	81.7133	TET1	186.6689
TET2	789.6174	TET2	1551.8295
TET3	1025.1685	TET3	997.7699
TEX10	315.5968	TEX10	526.9679
TEX14	41.6905	TEX14	14.537
TEX261	3043.8208	TEX261	2174.6097
TEX264	717.4929	TEX264	704.0555
TEX2	2608.9893	TEX2	2529.4458
TEX9	28.7664	TEX9	159.9075
TFAM	555.317	TFAM	858.016
TFAP2A	1626.32	TFAP2A	2353.6797
TFAP2B	1931.1023	TFAP2B	909.2261
TFAP2C	901.7648	TFAP2C	2156.108
TFAP2E	7.0874	TFAP2E	16.189
TFAP4	139.6631	TFAP4	228.9585
TFB1M	228.4637	TFB1M	182.0434
TFB2M	489.4461	TFB2M	319.4846
TFCP2L1	85.4655	TFCP2L1	941.604
TFCP2	656.6248	TFCP2	780.7054
TFDP1	1441.6563	TFDP1	1474.8493
TFDP2	327.2702	TFDP2	476.749
TFDP3	135.494	TFDP3	18.5017
TFE3	1364.5289	TFE3	1061.865
TFEB	506.9561	TFEB	249.4425
TFEC	175.1	TFEC	120.9218
TFF1	6542.0678	TFF1	195.5893
TFF3	12933.216	TFF3	481.7048
TFG	2322.5758	TFG	1475.8404
TFIP11	990.1319	TFIP11	922.7224
TFPI2	301.0052	TFPI2	15.1978
TFPI	406.8989	TFPI	1267.0356
TFPT	312.3158	TFPT	110.2205
TFR2	8.755	removed	removed
TFRC	1286.9847	TFRC	1296.1097
TF	185.9395	TF	600.6443
TGDS	162.5928	TGDS	262.658
TGFA	261.3992	TGFA	981.5809
TGFB1I1	1033.9235	TGFB1I1	688.8577
TGFB1	1806.8648	TGFB1	339.6382
TGFB2	381.4678	TGFB2	625.0929
TGFB3	2119.5432	TGFB3	939.2913
TGFBI	4136.111	TGFBI	3149.9133
TGFBR1	1863.9807	TGFBR1	1672.0905
TGFBR2	3772.9871	TGFBR2	6660.2792
TGFBR3	698.7322	TGFBR3	4441.0672
TGFBRAP1	508.2068	TGFBRAP1	489.6341
TGIF1	1898.5838	TGIF1	1034.4429
TGIF2	449.6942	TGIF2	955.629
TGM1	6.2536	TGM1	24.4487
TGM2	1760.1714	TGM2	348.8891
TGM3	46.2764	removed	removed
TGM5	8.755	TGM5	106.7151
TGOLN2	6515.3859	TGOLN2	9277.608
TGS1	453.5923	TGS1	694.4743
TG	7.0874	removed	removed
TH1L	2458.4867	TH1L	1636.4087
THADA	1012.6614	THADA	1148.7569
THAP10	51.2793	THAP10	68.7206
THAP11	699.9829	THAP11	538.201
THAP1	191.3592	THAP1	270.9177
THAP2	117.1502	THAP2	199.554
THAP3	162.7888	THAP3	189.6655
THAP4	1174.0035	THAP4	696.787
THAP5	371.8789	THAP5	792.9297
THAP6	264.3175	THAP6	471.7932
THAP7	294.3347	THAP7	138.4323
THAP8	159.6745	THAP8	59.4697
THAP9	114.2319	THAP9	209.1352
THBD	559.0691	THBD	589.0807
THBS1	15851.9655	THBS1	8177.0876
THBS2	18541.8343	THBS2	1793.6731
THBS3	1097.7266	THBS3	766.4987
THBS4	2472.6615	THBS4	184.0258
removed	removed	THEG	7.9293
THEM4	183.855	THEM4	315.1896
removed	removed	THEM5	6.6077
THEMIS	34.6031	THEMIS	82.2665
THG1L	242.2216	THG1L	247.7905
THNSL1	180.1028	THNSL1	335.0128
THNSL2	914.6888	THNSL2	917.1554
THOC1	261.3992	THOC1	506.4839
THOC2	1093.9578	THOC2	2047.741
THOC3	892.5929	THOC3	756.5871
THOC4	914.6888	THOC4	333.6913
THOC5	664.546	THOC5	662.0963
THOC6	333.3653	THOC6	231.552
THOC7	533.221	THOC7	873.8746
THOP1	412.3187	THOP1	352.1929
THPO	14.1748	THPO	5.6166
THRAP3	4341.2281	THRAP3	4748.6578
THRA	436.9953	THRA	1237.8327
THRB	537.3901	THRB	1824.3991
THRSP	107.1445	THRSP	189.312
THSD1P1	128.1065	THSD1P1	229.5003
THSD1	219.7088	THSD1	248.4513
THSD4	1692.216	THSD4	4221.3595
THSD7A	93.8035	THSD7A	137.7715
THSD7B	15.0086	THSD7B	65.4167
THTPA	576.5791	THTPA	311.5553
THUMPD1	1488.3496	THUMPD1	2757.4131
THUMPD2	171.3478	THUMPD2	255.3894
THUMPD3	920.9424	THUMPD3	1015.9412
THY1	8385.6201	THY1	1205.2532
THYN1	334.7744	THYN1	678.2853
TIA1	1159.4118	TIA1	2142.2318
TIAF1	362.8113	TIAF1	279.0221
TIAL1	1028.5038	TIAL1	1683.3237
TIAM1	647.036	TIAM1	378.2935
TIAM2	155.4346	TIAM2	104.8782
TICAM1	467.3501	TICAM1	275.5431
TICAM2	116.5749	TICAM2	62.8232
TIE1	867.9955	TIE1	645.9073
TIFAB	25.4312	removed	removed
TIFA	296.0023	TIFA	661.7659
TIGD1	114.2319	TIGD1	112.6621
TIGD2	102.9754	TIGD2	349.2195
TIGD3	25.4312	removed	removed
TIGD4	21.679	TIGD4	26.1006
TIGD5	75.0428	TIGD5	64.0952
TIGD6	223.4609	TIGD6	299.9917
TIGD7	325.7693	TIGD7	348.4133
TIGIT	89.2176	TIGIT	21.4752
TIMD4	24.1805	removed	removed
TIMELESS	952.6271	TIMELESS	453.2915
TIMM10	347.6985	TIMM10	239.5308
TIMM13	901.7648	TIMM13	485.3391
TIMM16	155.2761	TIMM16	53.4269
TIMM17A	1540.0458	TIMM17A	547.1215
TIMM17B	640.7824	TIMM17B	290.4105
TIMM22	451.0908	TIMM22	363.7565
TIMM44	306.4249	TIMM44	334.0216
TIMM50	950.5426	TIMM50	444.7014
TIMM8A	86.7162	TIMM8A	145.0401
TIMM8B	323.9349	TIMM8B	263.9795
TIMM9	503.6208	TIMM9	688.1969
TIMP1	5920.046	TIMP1	2281.3249
TIMP2	17148.1221	TIMP2	10042.4548
TIMP3	26529.3105	TIMP3	18986.7019
TIMP4	58.7836	TIMP4	156.2732
TINAGL1	396.4763	TINAGL1	1643.6772
TINF2	1515.4484	TINF2	1056.9092
TIPARP	787.9456	TIPARP	1894.5304
TIPIN	60.0343	TIPIN	87.2223
TIPRL	1131.8961	TIPRL	1150.7392
TIRAP	148.835	TIRAP	296.6879
TJAP1	499.8687	TJAP1	579.1691
TJP1	2533.9465	TJP1	2848.9304
TJP2	1911.0909	TJP2	2111.1754
TJP3	758.3496	TJP3	368.7123
TK1	1685.9624	TK1	108.0367
TK2	837.9783	TK2	917.1554
TKT	2777.8357	TKT	2980.4245
TLCD1	271.8218	TLCD1	35.3514
TLE1	968.0526	TLE1	762.5341
TLE2	572.4101	TLE2	764.5164
TLE3	2644.8431	TLE3	1677.7071
TLE4	306.8418	TLE4	796.2336
TLE6	23.7636	TLE6	32.7084
TLK1	1304.9116	TLK1	2331.8741
TLK2	1607.1674	TLK2	739.7373
TLL1	252.6442	TLL1	231.6016
TLL2	37.5214	removed	removed
TLN1	10473.0617	TLN1	9717.3536
TLN2	1071.8577	TLN2	1762.2863
TLR10	59.2005	TLR10	42.62
TLR1	250.9766	TLR1	334.352
TLR2	406.8989	TLR2	595.6884
TLR3	258.4809	TLR3	418.9312
TLR4	731.2508	TLR4	727.8434
TLR5	192.6099	TLR5	486.3302
TLR6	70.8738	TLR6	75.6587
TLR7	320.1828	TLR7	214.091
TLR8	74.6259	TLR8	39.3161
TLR9	58.1916	TLR9	24.6271
TM2D1	225.1285	TM2D1	359.1311
TM2D2	1807.2817	TM2D2	827.9508
TM2D3	612.8498	TM2D3	837.8624
TM4SF18	158.0069	TM4SF18	678.2853
TM4SF19	21.9667	TM4SF19	6.9778
TM4SF1	4134.0265	TM4SF1	9974.0646
TM6SF1	135.494	TM6SF1	149.6655
TM6SF2	37.5214	removed	removed
TM7SF2	1121.0566	TM7SF2	337.9863
TM7SF3	1876.0709	TM7SF3	1163.6243
TM7SF4	5.8367	removed	removed
TM9SF1	3814.0564	TM9SF1	1472.7084
TM9SF2	5678.2413	TM9SF2	5287.85
TM9SF3	5303.444	TM9SF3	7448.2531
TM9SF4	2343.8379	TM9SF4	2173.6186
TMBIM1	2423.4667	TMBIM1	2964.8963
TMBIM4	1223.8236	TMBIM4	1359.2963
TMBIM6	22135.1355	TMBIM6	21345.007
removed	removed	TMC2	7.9293
TMC4	1458.7494	TMC4	1276.9472
TMC5	1419.9772	TMC5	791.9385
TMC6	1436.6534	TMC6	267.9442
TMC7	143.4152	TMC7	69.7117
TMC8	329.7716	TMC8	181.7131
TMCC1	1033.9235	TMCC1	864.9542
TMCC2	33.7693	TMCC2	46.5846
TMCC3	190.1085	TMCC3	364.4173
TMCO1	4899.0465	TMCO1	2247.295
TMCO3	2329.2463	TMCO3	1629.1402
TMCO4	250.9766	TMCO4	878.8304
TMCO6	164.6773	TMCO6	260.6756
TMCO7	294.7516	TMCO7	336.004
TMED10P1	38.3552	TMED10P1	45.5935
TMED10	8084.1981	TMED10	9127.2817
TMED1	422.4286	TMED1	344.9112
TMED2	6451.5995	TMED2	6263.4839
TMED3	3569.9545	TMED3	1590.4848
TMED4	873.8321	TMED4	954.8195
TMED5	1126.0595	TMED5	1646.6507
TMED7-TICAM2	174.0368	TMED7-TICAM2	147.7261
TMED7	1778.903	TMED7	2694.874
TMED8	492.3644	TMED8	473.4451
TMED9	3229.3434	TMED9	1934.7485
TMEFF1	44.588	TMEFF1	57.9566
TMEM100	43.3581	TMEM100	148.0135
TMEM101	393.558	TMEM101	938.6305
TMEM102	373.5466	TMEM102	143.3881
TMEM104	2032.4102	TMEM104	296.0271
TMEM105	5.4198	TMEM105	8.5901
TMEM106A	172.1816	TMEM106A	138.4323
TMEM106B	1182.7585	TMEM106B	2354.0101
TMEM106C	1288.2354	TMEM106C	1238.9527
TMEM107	192.6099	TMEM107	241.8436
TMEM108	46.2764	TMEM108	64.0952
TMEM109	3076.3394	TMEM109	2379.4499
TMEM110	159.2576	TMEM110	194.5982
TMEM111	1502.5244	TMEM111	877.5089
TMEM115	1145.2371	TMEM115	858.016
TMEM116	329.7716	TMEM116	345.5852
TMEM117	153.4209	TMEM117	148.3439
TMEM119	1347.4358	TMEM119	467.4981
TMEM11	504.4546	TMEM11	265.6315
TMEM120A	660.377	TMEM120A	378.2935
TMEM120B	459.4373	TMEM120B	398.4505
TMEM121	37.5214	TMEM121	14.2067
TMEM123	2981.2852	TMEM123	7888.3291
TMEM125	537.3901	TMEM125	313.5376
TMEM126A	280.1599	TMEM126A	190.9639
TMEM126B	420.2399	TMEM126B	466.507
TMEM127	3577.8757	TMEM127	2444.8666
TMEM128	396.8932	TMEM128	621.789
TMEM129	609.9315	TMEM129	633.683
TMEM130	61.285	TMEM130	167.5064
TMEM131	1986.1338	TMEM131	2046.089
TMEM132A	1123.1411	TMEM132A	389.5267
TMEM132B	12.5071	TMEM132B	8.9205
TMEM132C	57.1159	TMEM132C	308.2514
TMEM132E	13.3409	removed	removed
TMEM133	82.5471	TMEM133	98.1251
TMEM134	688.3096	TMEM134	289.089
TMEM135	1931.1023	TMEM135	859.9983
TMEM136	167.5957	TMEM136	240.1916
TMEM138	650.7882	TMEM138	396.1345
TMEM139	39.6059	TMEM139	482.696
TMEM140	708.0709	TMEM140	620.603
TMEM141	797.9555	TMEM141	482.0352
TMEM143	217.2073	TMEM143	122.5737
TMEM144	481.5249	TMEM144	583.1337
TMEM147	1788.5209	TMEM147	661.1051
TMEM149	241.6546	TMEM149	61.8386
TMEM14A	477.7727	TMEM14A	346.9067
TMEM14B	777.5272	TMEM14B	647.5593
TMEM14C	1903.1697	TMEM14C	1662.5093
TMEM150A	472.7699	TMEM150A	255.3894
TMEM150B	19.5945	removed	removed
TMEM150C	275.574	TMEM150C	950.8549
TMEM151A	5.0029	removed	removed
TMEM151B	13.0825	TMEM151B	19.8365
TMEM154	108.8121	TMEM154	221.0292
TMEM156	16.2593	TMEM156	25.4398
TMEM158	119.6516	TMEM158	116.6267
TMEM159	1581.3193	TMEM159	1492.3598
TMEM160	56.2821	TMEM160	22.136
TMEM161A	558.6522	TMEM161A	265.9618
TMEM161B	179.269	TMEM161B	319.815
TMEM163	42.1074	TMEM163	47.9062
TMEM164	1725.1514	TMEM164	847.4436
TMEM165	1245.2942	TMEM165	904.2703
TMEM167A	2094.529	TMEM167A	1990.584
TMEM167B	808.795	TMEM167B	1681.3414
TMEM168	551.9818	TMEM168	1217.1471
TMEM169	35.8538	TMEM169	18.1713
TMEM170A	387.7213	TMEM170A	922.4416
TMEM170B	165.5111	TMEM170B	328.4051
TMEM173	1053.935	TMEM173	517.717
TMEM175	516.5449	TMEM175	233.9143
TMEM176A	749.5946	TMEM176A	550.4254
TMEM176B	1758.5038	TMEM176B	1206.2443
TMEM177	233.4666	TMEM177	154.9517
TMEM178	51.6962	TMEM178	436.4417
TMEM179B	1394.1291	TMEM179B	689.5185
TMEM17	47.1102	TMEM17	59.1393
TMEM180	137.9954	TMEM180	50.2189
TMEM181	1234.4547	TMEM181	2374.8245
TMEM182	72.1245	TMEM182	127.1991
TMEM183A	1328.2582	TMEM183A	1002.3953
TMEM184A	184.5554	TMEM184A	173.3311
TMEM184B	3310.5564	TMEM184B	1105.8991
TMEM184C	644.9515	TMEM184C	877.1785
TMEM185A	595.7567	TMEM185A	634.0134
TMEM185B	649.9543	TMEM185B	600.3139
TMEM186	193.8607	TMEM186	236.8878
TMEM187	201.3649	TMEM187	122.9041
TMEM188	233.0497	TMEM188	294.3752
TMEM189	1333.678	TMEM189	415.7826
TMEM18	720.4071	TMEM18	917.1554
TMEM191A	20.0114	TMEM191A	5.947
TMEM192	528.2182	TMEM192	881.4735
TMEM194A	683.3067	TMEM194A	722.8876
TMEM194B	137.5785	TMEM194B	164.2025
TMEM195	10.0057	TMEM195	16.5194
TMEM198	47.944	TMEM198	65.4167
TMEM199	519.8801	TMEM199	410.3411
TMEM19	842.1474	TMEM19	724.2091
TMEM200A	275.1571	TMEM200A	243.8259
TMEM200B	87.083	TMEM200B	103.0974
TMEM200C	13.3409	TMEM200C	11.8939
TMEM201	270.988	TMEM201	295.0359
TMEM203	792.5357	TMEM203	725.8611
TMEM204	549.0634	TMEM204	120.5914
TMEM205	1553.3867	TMEM205	799.8678
TMEM206	292.6671	TMEM206	115.6356
TMEM208	1001.405	TMEM208	339.9686
TMEM209	632.8613	TMEM209	767.8203
TMEM20	52.53	TMEM20	87.883
TMEM213	20.8452	TMEM213	134.4908
TMEM214	4834.0094	TMEM214	1674.7336
TMEM216	278.4923	TMEM216	253.0767
TMEM217	7.9962	TMEM217	16.4169
TMEM218	179.6859	TMEM218	326.7531
TMEM219	2377.6072	TMEM219	1461.6338
TMEM220	68.7893	TMEM220	297.0183
TMEM222	540.7253	TMEM222	579.1691
TMEM223	311.8447	TMEM223	195.9197
TMEM229B	310.1771	TMEM229B	288.7586
TMEM22	45.0257	TMEM22	69.7117
TMEM231	187.186	TMEM231	339.6085
TMEM232	42.9412	TMEM232	116.9571
TMEM233	12.5071	removed	removed
TMEM25	437.333	TMEM25	1050.6319
TMEM26	84.0688	TMEM26	480.6608
TMEM27	22.5129	TMEM27	67.7294
TMEM2	2356.3451	TMEM2	1300.7351
TMEM30A	2897.9042	TMEM30A	4758.239
TMEM30B	1373.2839	TMEM30B	1841.5793
TMEM33	1520.0344	TMEM33	1512.8438
TMEM35	10.0057	TMEM35	39.9769
TMEM37	270.1542	TMEM37	169.8191
TMEM38A	18.3438	TMEM38A	63.104
TMEM38B	121.3193	TMEM38B	167.176
TMEM39A	619.9372	TMEM39A	706.0378
TMEM39B	251.3935	TMEM39B	273.5607
removed	removed	TMEM40	28.7437
TMEM41A	546.562	TMEM41A	595.3581
TMEM41B	394.3918	TMEM41B	740.3981
TMEM42	113.3981	TMEM42	184.0258
TMEM43	2623.581	TMEM43	3666.9695
TMEM44	277.2416	TMEM44	194.5982
TMEM45A	420.2399	TMEM45A	190.6335
TMEM45B	240.9709	TMEM45B	232.2623
TMEM47	501.5363	TMEM47	1559.4284
TMEM48	700.8167	TMEM48	526.6375
TMEM49	5298.4412	TMEM49	1463.6161
TMEM50A	2546.0367	TMEM50A	3079.5408
TMEM50B	1171.0852	TMEM50B	1121.9955
TMEM51	203.8664	TMEM51	166.5152
TMEM52	91.3021	TMEM52	10.242
TMEM53	323.3221	TMEM53	123.3303
TMEM54	687.0589	TMEM54	396.7952
TMEM55A	127.9897	TMEM55A	268.9353
TMEM55B	719.5774	TMEM55B	434.129
TMEM56	116.5499	TMEM56	285.7851
TMEM57	962.6328	TMEM57	895.6802
TMEM59L	37.5214	TMEM59L	33.6995
TMEM59	8580.7315	TMEM59	6192.4506
TMEM5	276.8247	TMEM5	355.4968
TMEM60	295.5854	TMEM60	284.7939
TMEM61	6.2536	TMEM61	32.378
TMEM62	1689.7145	TMEM62	517.3866
TMEM63A	2977.533	TMEM63A	2428.0168
TMEM63B	1952.3645	TMEM63B	639.9604
TMEM63C	612.4329	TMEM63C	275.5431
TMEM64	290.5825	TMEM64	607.5824
TMEM65	322.6842	TMEM65	625.7537
TMEM66	4268.6867	TMEM66	7076.2369
TMEM67	135.9109	TMEM67	378.2935
TMEM68	267.2359	TMEM68	407.3676
TMEM69	575.7453	TMEM69	618.8156
TMEM70	354.369	TMEM70	302.6348
TMEM71	46.6933	TMEM71	302.9652
removed	removed	TMEM74	8.2597
TMEM79	323.1011	TMEM79	262.3276
TMEM80	351.0337	TMEM80	491.6164
TMEM81	60.4512	TMEM81	30.0653
TMEM84	54.6145	TMEM84	274.5519
TMEM85	1254.7788	TMEM85	1102.093
TMEM86A	631.5689	TMEM86A	347.1347
TMEM86B	35.02	TMEM86B	35.3514
