gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
NFE2L1	8452.2613	NFE2L1	6595.7908
NFE2L2	2438.8351	NFE2L2	3087.5983
NFE2L3	2512.106	NFE2L3	245.4348
NFE2	27.8666	removed	removed
NFIA	1428.5062	NFIA	2306.7162
NFIB	745.0891	NFIB	9298.0501
NFIC	1693.9242	NFIC	1321.5723
NFIL3	453.6318	NFIL3	497.6787
NFIX	1852.444	NFIX	6985.1439
NFKB1	1477.8438	NFKB1	1711.8539
NFKB2	1322.5217	NFKB2	697.9263
NFKBIA	3114.6642	NFKBIA	1927.8861
NFKBIB	466.423	NFKBIB	254.7199
NFKBID	52.5354	NFKBID	29.4027
NFKBIE	540.4294	NFKBIE	200.8666
NFKBIL1	204.6597	NFKBIL1	417.8273
NFKBIL2	854.2577	NFKBIL2	109.2262
NFKBIZ	613.979	NFKBIZ	1264.624
NFRKB	582.4577	NFRKB	1044.5682
NFS1	609.4107	NFS1	531.7239
NFU1	463.682	NFU1	492.7267
NFX1	751.4847	NFX1	1539.4615
NFXL1	344.6551	NFXL1	321.8353
NFYA	789.8584	NFYA	1128.4432
NFYB	497.9443	NFYB	865.9858
NFYC	1248.0356	NFYC	1189.2974
NGDN	509.8218	NGDN	523.6769
NGEF	175.4226	NGEF	112.0396
NGFRAP1	203.746	NGFRAP1	1257.5054
NGFR	57.1037	NGFR	1608.1708
NGLY1	514.3901	NGLY1	751.7796
NGRN	3957.1905	NGRN	2871.1699
NHEDC1	6.3956	NHEDC1	6.8183
NHEDC2	38.8305	NHEDC2	189.7245
NHEJ1	158.9767	NHEJ1	304.9644
NHLH1	6.3956	removed	removed
NHLRC1	33.3486	NHLRC1	113.8966
NHLRC2	119.6894	NHLRC2	287.5271
NHLRC3	612.6085	NHLRC3	770.9687
NHLRC4	65.3266	NHLRC4	97.493
NHP2L1	2254.4541	NHP2L1	1942.7422
NHP2	1197.3504	NHP2	1087.2795
NHSL1	375.5139	NHSL1	446.611
NHSL2	25.5825	NHSL2	130.3002
NHS	268.159	NHS	590.8387
NICN1	243.6866	NICN1	510.6035
NID1	1083.5404	NID1	1648.6011
NID2	510.2787	NID2	332.0953
NIF3L1	578.8031	NIF3L1	453.1105
NINJ1	2249.8858	NINJ1	1309.1922
NINJ2	52.0877	NINJ2	29.4491
NINL	379.1686	NINL	348.1894
NIN	1251.2563	NIN	1521.2009
NIP7	650.9822	NIP7	447.23
NIPA1	475.1028	NIPA1	402.0427
NIPA2	948.8351	NIPA2	716.8059
NIPAL1	144.3582	NIPAL1	47.3538
NIPAL2	272.2704	NIPAL2	346.9514
NIPAL3	806.3042	NIPAL3	1899.1024
NIPAL4	10.9639	removed	removed
NIPBL	2121.0598	NIPBL	3148.5608
NIPSNAP1	3359.0681	NIPSNAP1	1294.6456
NIPSNAP3A	424.3947	NIPSNAP3A	497.6787
NIPSNAP3B	22.3938	NIPSNAP3B	128.8332
NISCH	1067.6108	NISCH	3418.1368
NIT1	700.6076	NIT1	597.8861
NIT2	584.7419	NIT2	688.6413
NKAIN1	1301.5075	NKAIN1	8.9755
NKAIN2	9.5934	NKAIN2	22.2841
removed	removed	NKAPL	14.5466
NKAP	424.8515	NKAP	346.0229
NKD1	15.989	NKD1	23.5221
NKD2	26.9529	NKD2	112.6586
NKG7	629.0544	NKG7	43.9492
NKIRAS1	190.0411	NKIRAS1	246.6729
NKIRAS2	1132.4806	NKIRAS2	638.502
NKPD1	8.2229	NKPD1	111.1111
NKRF	539.0589	NKRF	379.4491
NKTR	920.5116	NKTR	3376.9731
NKX2-5	6.3956	NKX2-5	7.428
removed	removed	NKX2-8	17.9511
NKX3-1	134.7647	NKX3-1	584.3392
NKX3-2	7.3093	removed	removed
NLE1	478.3006	NLE1	455.277
removed	removed	NLGN1	28.4742
NLGN2	505.2535	NLGN2	814.918
NLGN3	39.7442	NLGN3	82.9465
NLGN4X	15.5322	NLGN4X	303.6212
NLK	815.8977	NLK	464.2526
NLN	680.2193	NLN	376.6636
NLRC3	306.0758	NLRC3	102.1356
NLRC4	103.7003	NLRC4	32.1882
NLRC5	1174.9657	NLRC5	511.2968
removed	removed	NLRP13	23.5221
NLRP1	336.6834	NLRP1	659.5481
NLRP2	173.1384	NLRP2	831.0121
NLRP3	89.9954	NLRP3	74.5899
removed	removed	NLRP5	44.5682
NLRP6	7.7661	NLRP6	7.1185
NLRP7	9.1366	NLRP7	11.7611
removed	removed	NLRP8	10.5231
NLRX1	217.4509	NLRX1	504.1783
NMB	92.7364	NMB	73.3519
NMD3	1756.5098	NMD3	1134.0142
NME1-NME2	162.0831	removed	removed
NME1	3715.4363	NME1	541.5537
NME2P1	248.5153	NME2P1	127.5147
NME2	13283.2846	NME2	5758.8487
NME3	1130.1964	NME3	506.3448
NME4	2453.175	NME4	878.6753
NME5	79.4884	NME5	85.113
NME6	228.8716	NME6	227.4838
NME7	367.5194	NME7	328.8703
NMI	678.8488	NMI	338.9044
NMNAT1	283.6912	NMNAT1	342.3089
NMNAT2	10.0503	NMNAT2	91.922
NMNAT3	331.2015	NMNAT3	234.9118
NMRAL1	1212.4258	NMRAL1	610.0279
NMT1	3357.6976	NMT1	3033.7357
NMT2	228.8716	NMT2	562.0551
removed	removed	NMUR1	34.9737
NNAT	5.9388	NNAT	116.0631
NNMT	657.8346	NNMT	589.6007
NNT	466.423	NNT	999.0715
NOB1	707.6291	NOB1	1390.9006
NOC2L	4265.7104	NOC2L	1279.6007
NOC3L	616.72	NOC3L	603.8378
NOC4L	309.7305	NOC4L	197.7716
NOD1	194.1526	NOD1	413.1848
NOD2	283.2344	NOD2	109.5636
NODAL	6.8524	NODAL	10.5231
removed	removed	NOG	11.7611
NOL10	1107.355	NOL10	652.4296
NOL11	1881.6811	NOL11	1032.4977
NOL12	321.1512	NOL12	228.7341
NOL3	412.0603	NOL3	397.329
removed	removed	NOL4	10.5231
NOL6	992.6907	NOL6	1096.874
NOL7	455.0023	NOL7	627.36
NOL8	612.6085	NOL8	833.7976
NOL9	325.7195	NOL9	282.5751
NOLC1	3521.6994	NOLC1	2571.9591
NOM1	458.6569	NOM1	568.8641
NOMO1	3872.5445	NOMO1	2600.1238
NOMO2	1561.9004	NOMO2	1928.8146
NOMO3	1732.2979	NOMO3	1420.9223
NONO	9098.6752	NONO	7123.8007
NOP10	990.4066	NOP10	587.4342
NOP14	735.9434	NOP14	999.2603
NOP16	317.0397	NOP16	156.2984
NOP2	731.841	NOP2	584.9582
NOP56	1826.4048	NOP56	1579.0777
NOP58	1364.0932	NOP58	1086.97
NOS1AP	66.6971	NOS1AP	295.8836
NOS2	10.0503	NOS2	9.0065
NOS3	158.2412	NOS3	149.3377
NOSIP	628.1407	NOSIP	558.0316
NOSTRIN	56.6469	NOSTRIN	648.7156
NOTCH1	1133.8511	NOTCH1	1828.8456
NOTCH2NL	257.7387	NOTCH2NL	618.6382
NOTCH2	4805.8474	NOTCH2	9051.0678
NOTCH3	4336.6834	NOTCH3	4502.0118
NOTCH4	216.5372	NOTCH4	905.602
NOTUM	9.5934	removed	removed
NOVA1	11.4207	NOVA1	420.9223
NOVA2	14.1617	NOVA2	37.4497
NOV	47.5103	NOV	255.0294
NOX4	103.2435	NOX4	21.9746
removed	removed	NOX5	28.8053
NOXA1	187.3001	NOXA1	151.0368
NOXO1	24.212	NOXO1	6.4995
NPAS1	15.989	NPAS1	17.3321
NPAS2	32.4349	NPAS2	544.104
NPAS3	7.7661	NPAS3	139.5853
removed	removed	NPAS4	10.8326
NPAT	634.0795	NPAT	674.0947
NPB	14.6185	removed	removed
removed	removed	NPC1L1	17.9511
NPC1	1322.2156	NPC1	1542.9403
NPC2	3234.3536	NPC2	2245.7444
NPDC1	2048.4239	NPDC1	1237.0783
NPEPL1	1083.5998	NPEPL1	557.1031
NPEPPS	2890.3609	NPEPPS	2339.8329
NPFF	10.0503	NPFF	15.7846
NPHP1	141.1603	NPHP1	146.7038
NPHP3	316.1261	NPHP3	848.0347
NPHP4	384.6505	NPHP4	310.1207
NPIPL3	731.3842	NPIPL3	587.1185
NPIP	622.4623	NPIP	812.6927
NPLOC4	5545.4545	NPLOC4	1751.1606
NPL	818.6386	NPL	84.8035
NPM1	5542.7136	NPM1	9175.4875
removed	removed	NPM2	45.4968
NPM3	671.9963	NPM3	281.9561
NPNT	1665.6007	NPNT	1852.3677
NPR1	74.4632	NPR1	549.056
NPR2	49.7944	NPR2	472.572
NPR3	36.0895	NPR3	36.2117
NPRL2	383.2206	NPRL2	348.8796
NPRL3	1112.8369	NPRL3	789.8483
NPTN	1816.8113	NPTN	2943.9802
NPTX1	16.9027	NPTX1	49.2108
NPTX2	13.2481	removed	removed
NPTXR	40.201	NPTXR	636.3355
NPW	37.0032	removed	removed
removed	removed	NPY1R	423.7078
removed	removed	NPY2R	1720.2105
removed	removed	NPY5R	23.8316
NQO1	5677.9351	NQO1	1498.9167
NQO2	670.6259	NQO2	405.7567
NR0B1	11.4207	removed	removed
NR1D1	209.9269	NR1D1	532.5812
NR1D2	400.1827	NR1D2	1962.5503
NR1H2	878.9402	NR1H2	1133.7047
NR1H3	1070.3518	NR1H3	435.7784
NR1I3	13.079	NR1I3	9.6286
NR2C1	173.1384	NR2C1	398.0192
NR2C2AP	832.2476	NR2C2AP	383.0641
NR2C2	862.1654	NR2C2	2047.4868
removed	removed	NR2E1	7.428
removed	removed	NR2E3	8.047
NR2F1	27.8666	NR2F1	943.9802
NR2F2	1256.7382	NR2F2	2406.9947
NR2F6	1902.6953	NR2F6	617.1464
NR3C1	1226.1307	NR3C1	4038.0687
NR3C2	20.1005	NR3C2	1029.0932
NR4A1	345.3632	NR4A1	919.2201
NR4A2	230.2421	NR4A2	253.7914
NR4A3	128.8259	NR4A3	35.2832
NR5A2	61.2152	NR5A2	134.9427
removed	removed	NR6A1	17.9511
NRARP	1673.3668	NRARP	299.2881
NRAS	1457.2864	NRAS	986.0724
NRBF2	664.6871	NRBF2	408.5422
NRBP1	2708.5427	NRBP1	1939.9567
NRBP2	1608.0402	NRBP2	1277.9325
NRCAM	28.7803	NRCAM	17.6416
NRD1	5036.5464	NRD1	2525.2244
NRF1	322.9785	NRF1	457.134
removed	removed	NRG1	449.706
removed	removed	NRG2	190.3435
removed	removed	NRG3	21.3556
NRGN	72.1791	NRGN	38.0687
NRIP1	1537.2316	NRIP1	2191.2721
NRIP2	27.4098	NRIP2	227.7933
NRIP3	280.9502	NRIP3	398.6382
NRK	1092.2796	NRK	65.3049
NRL	23.8785	NRL	20.1207
NRM	367.7478	NRM	210.7707
removed	removed	NRN1L	6.3541
NRN1	93.6501	NRN1	600.1238
NRP1	1060.3015	NRP1	2875.5803
NRP2	677.0215	NRP2	727.948
NRSN2	445.4089	NRSN2	514.0823
NRTN	21.9278	NRTN	38.0687
removed	removed	NRXN1	189.1055
NRXN2	33.3486	NRXN2	187.8675
NRXN3	24.212	NRXN3	42.4017
NSA2	1031.5212	NSA2	1969.0498
NSD1	1727.7296	NSD1	3138.3473
NSDHL	619.4609	NSDHL	358.7125
NSFL1C	1569.6665	NSFL1C	1550.294
NSF	2285.9753	NSF	990.0959
removed	removed	NSL1	653.3581
NSMAF	820.9228	NSMAF	722.2408
NSMCE1	1320.6944	NSMCE1	799.7524
NSMCE2	586.5692	NSMCE2	273.5995
NSMCE4A	391.9598	NSMCE4A	596.1003
NSUN2	1497.0306	NSUN2	1271.7425
NSUN3	126.5418	NSUN3	121.4794
NSUN4	419.8264	NSUN4	423.0888
NSUN5P1	79.0315	NSUN5P1	119.4677
NSUN5P2	215.7012	NSUN5P2	396.0755
NSUN5	590.2238	NSUN5	346.0229
NSUN6	204.2028	NSUN6	259.6719
NSUN7	63.0425	NSUN7	292.4791
NT5C2	1048.4239	NT5C2	1693.2838
NT5C3L	761.0781	NT5C3L	679.6657
NT5C3	582.4577	NT5C3	359.022
NT5C	550.0228	NT5C	317.2392
NT5DC1	615.8063	NT5DC1	1034.0452
NT5DC2	1090.3563	NT5DC2	830.6747
NT5DC3	101.4162	NT5DC3	567.9356
NT5E	301.9644	NT5E	509.4398
NT5M	57.5605	NT5M	55.0913
NTAN1	709.9132	NTAN1	400.8047
removed	removed	NTF3	48.2823
removed	removed	NTF4	136.4779
NTHL1	330.2878	NTHL1	172.3924
NTM	165.3723	NTM	50.7583
NTN1	440.3837	NTN1	434.5404
NTN4	1279.5797	NTN4	7101.8261
NTN5	5.482	NTN5	29.7122
NTNG2	18.2732	NTNG2	6.809
NTRK1	22.8415	NTRK1	8.9755
NTRK2	330.7446	NTRK2	8582.1727
NTRK3	6.8524	NTRK3	242.0303
NTS	78.1179	NTS	33.4262
removed	removed	NUAK1	619.6224
NUAK2	206.9438	NUAK2	60.6623
NUB1	1796.6012	NUB1	1785.0263
NUBP1	405.5916	NUBP1	367.0969
NUBP2	1159.4335	NUBP2	562.6741
NUBPL	281.8639	NUBPL	430.5169
NUCB1	4000.4568	NUCB1	4452.801
NUCB2	957.428	NUCB2	2193.0641
NUCKS1	8202.8323	NUCKS1	10989.4769
NUDCD1	1127.4555	NUDCD1	410.3993
NUDCD2	368.2047	NUDCD2	346.9514
NUDCD3	1267.2453	NUDCD3	2499.5357
NUDC	1694.8378	NUDC	1788.3008
removed	removed	NUDT10	93.16
NUDT11	13.7049	NUDT11	103.0641
NUDT12	161.2608	NUDT12	556.7936
NUDT13	35.5642	NUDT13	61.4918
NUDT14	403.3805	NUDT14	321.5723
NUDT15	517.6793	NUDT15	424.0576
NUDT16L1	762.4486	NUDT16L1	382.5441
NUDT16P1	105.5276	NUDT16P1	112.3491
NUDT16	1178.1635	NUDT16	1104.3021
NUDT17	36.0895	NUDT17	49.8298
NUDT18	253.5404	NUDT18	97.1835
NUDT19	478.3006	NUDT19	392.7577
NUDT1	279.5797	NUDT1	91.6125
NUDT21	1296.4824	NUDT21	3004.952
NUDT22	693.9744	NUDT22	196.7657
NUDT2	174.0521	NUDT2	191.2721
NUDT3	417.0854	NUDT3	500.1548
NUDT4	717.6793	NUDT4	783.6583
NUDT5	858.3371	NUDT5	391.6249
NUDT6	62.4669	NUDT6	78.8672
NUDT7	92.7364	NUDT7	121.6342
NUDT8	158.5199	NUDT8	154.4413
removed	removed	NUDT9P1	8.9755
NUDT9	556.4185	NUDT9	580.6252
NUF2	370.4888	NUF2	10.8326
NUFIP1	250.3426	NUFIP1	243.2683
NUFIP2	3394.2439	NUFIP2	2896.0074
NUMA1	6133.0471	NUMA1	14809.6472
NUMBL	359.5249	NUMBL	280.099
NUMB	1576.519	NUMB	2078.9229
NUP107	1035.1759	NUP107	813.061
NUP133	1677.4783	NUP133	1540.39
NUP153	1231.1558	NUP153	1794.1814
NUP155	1021.0142	NUP155	684.3083
NUP160	993.6044	NUP160	1428.3504
NUP188	3217.4509	NUP188	1285.3606
NUP205	2241.6629	NUP205	1500.1548
NUP210L	5.9388	removed	removed
NUP210	3507.0809	NUP210	1029.0932
NUP214	2282.3207	NUP214	1972.7639
NUP35	247.6016	NUP35	329.9288
NUP37	321.608	NUP37	233.3643
NUP43	1269.5295	NUP43	887.9604
NUP50	1547.7387	NUP50	1368.6165
NUP54	785.2901	NUP54	957.9078
NUP62CL	20.5573	NUP62CL	32.1882
NUP62	1771.1741	NUP62	1265.2646
NUP85	1905.4363	NUP85	546.58
NUP88	653.7506	NUP88	559.3841
NUP93	740.9776	NUP93	584.3392
NUP98	2422.5674	NUP98	3108.0161
NUPL1	1031.5212	NUPL1	1170.8449
NUPL2	367.291	NUPL2	422.1603
NUPR1	2614.4358	NUPR1	1981.7394
NUS1	1568.296	NUS1	1342.3089
NUSAP1	1012.7912	NUSAP1	59.1148
NUTF2	1513.0196	NUTF2	865.0573
NVL	681.5898	NVL	466.1096
NWD1	5.482	NWD1	61.9003
NXF1	2006.3956	NXF1	1869.6998
NXNL2	5.9388	NXNL2	18.8796
NXN	179.534	NXN	882.3894
removed	removed	NXPH1	38.0687
NXPH3	294.6551	NXPH3	153.8223
NXPH4	31.9781	NXPH4	16.7131
NXT1	414.8013	NXT1	220.9842
NXT2	460.0274	NXT2	448.1585
NYNRIN	196.4367	NYNRIN	988.2389
OAF	272.2704	OAF	524.6054
OAS1	2682.0466	OAS1	1124.1102
OAS2	4421.1969	OAS2	1561.7456
OAS3	6217.4509	OAS3	1997.524
OASL	668.3417	OASL	102.4451
OAT	4134.3079	OAT	4858.5577
OAZ1	14784.3764	OAZ1	5452.801
OAZ2	1393.3303	OAZ2	1899.4119
OAZ3	20.169	OAZ3	38.5546
OBFC1	472.8186	OBFC1	995.667
OBFC2A	364.55	OBFC2A	183.844
OBFC2B	856.5555	OBFC2B	469.2046
OBP2B	5.0251	OBP2B	20.1176
OBSCN	266.3545	OBSCN	1773.9957
OBSL1	1087.7113	OBSL1	2374.1876
OC90	142.074	removed	removed
removed	removed	OCA2	53.5438
OCEL1	507.5377	OCEL1	188.4865
OCIAD1	3146.6423	OCIAD1	2418.4463
OCIAD2	630.4249	OCIAD2	481.8942
OCLN	233.4399	OCLN	383.7821
OCRL	1500.2284	OCRL	1261.2194
ODC1	2876.1992	ODC1	765.3977
ODF2L	334.3993	ODF2L	546.2705
ODF2	1988.5793	ODF2	896.9359
ODF3B	227.0443	ODF3B	148.8703
removed	removed	ODZ1	75.8279
ODZ2	205.1165	ODZ2	878.9848
ODZ3	19.6437	ODZ3	439.4924
removed	removed	ODZ4	55.7103
OFD1	529.4655	OFD1	1189.1055
OGDHL	8.2229	removed	removed
OGDH	2079.0315	OGDH	2296.1931
OGFOD1	454.5455	OGFOD1	662.0241
OGFOD2	243.0333	OGFOD2	265.602
OGFRL1	877.1128	OGFRL1	1250.3869
OGFR	1143.5907	OGFR	819.251
OGG1	433.0745	OGG1	338.3349
OGN	21.0142	OGN	1412.5658
OGT	2720.4203	OGT	5483.4417
OIP5	106.222	OIP5	13.2776
OLA1	1641.8456	OLA1	1800.3714
OLFM1	97.3047	OLFM1	317.5487
OLFM2	132.0238	OLFM2	287.8366
OLFM4	13290.0868	OLFM4	430.2074
OLFML1	151.2106	OLFML1	473.8471
OLFML2A	525.354	OLFML2A	2039.6162
OLFML2B	593.4217	OLFML2B	251.9344
OLFML3	540.8862	OLFML3	1001.5475
OLR1	647.7844	OLR1	110.4921
OMA1	281.407	OMA1	458.991
OMD	40.201	OMD	184.7725
ONECUT2	99.132	ONECUT2	15.7846
OPA1	3555.048	OPA1	1723.9245
OPA3	513.0196	OPA3	614.6704
removed	removed	OPCML	14.2371
OPHN1	349.0178	OPHN1	575.3637
OPLAH	1470.9913	OPLAH	362.736
OPN3	570.9365	OPN3	445.7598
OPRL1	61.672	OPRL1	99.35
OPTN	1762.9054	OPTN	2195.2956
removed	removed	OR2A1	15.4751
OR2A4	34.2622	OR2A4	187.2485
OR2A7	204.6597	OR2A7	703.4974
OR2A9P	111.9233	OR2A9P	554.9366
removed	removed	OR2L13	25.0696
removed	removed	OR2W3	10.3559
OR51E1	25.1256	OR51E1	8.3565
OR51E2	9.1366	removed	removed
removed	removed	OR7A5	6.4995
OR7E91P	34.719	removed	removed
ORAI1	493.8328	ORAI1	264.3145
ORAI2	913.6272	ORAI2	550.294
ORAI3	571.037	ORAI3	538.8425
ORAOV1	367.291	ORAOV1	291.2411
ORC1L	210.1416	ORC1L	13.6181
ORC2L	468.7072	ORC2L	575.9827
ORC3L	769.3011	ORC3L	683.6893
ORC4L	580.1736	ORC4L	689.2603
ORC5L	463.682	ORC5L	381.6156
ORC6L	95.0206	ORC6L	17.3321
ORM1	107.355	removed	removed
ORM2	59.3878	removed	removed
ORMDL1	515.7606	ORMDL1	640.0495
ORMDL2	955.0297	ORMDL2	337.5921
ORMDL3	2891.2746	ORMDL3	2375.1161
OS9	6054.8196	OS9	6561.4361
OSBP2	231.6126	OSBP2	135.8712
OSBPL10	302.4212	OSBPL10	532.3429
OSBPL11	513.9333	OSBPL11	521.2009
OSBPL1A	1475.1028	OSBPL1A	2468.8951
OSBPL2	761.9918	OSBPL2	1260.6004
OSBPL3	318.8671	OSBPL3	262.1479
OSBPL5	720.8771	OSBPL5	812.442
OSBPL6	235.2672	OSBPL6	168.9879
OSBPL7	226.1307	OSBPL7	225.6267
OSBPL8	1183.1887	OSBPL8	2507.5828
OSBPL9	1440.3837	OSBPL9	2786.4438
OSBP	2372.773	OSBP	2859.4862
OSCAR	350.3883	OSCAR	32.8072
OSCP1	297.8529	OSCP1	186.939
OSGEPL1	179.534	OSGEPL1	227.4838
OSGEP	362.2659	OSGEP	339.2139
OSGIN1	374.1434	OSGIN1	145.1563
OSGIN2	2636.8205	OSGIN2	627.36
OSMR	2911.8319	OSMR	944.2897
OSM	56.19	removed	removed
OSR1	14.1617	OSR1	410.0898
OSR2	23.7551	OSR2	142.9898
OST4	2865.6693	OST4	1378.437
OSTC	1749.2005	OSTC	1112.0396
OSTF1	958.8853	OSTF1	568.8641
OSTM1	791.2289	OSTM1	574.7447
OSTalpha	88.1681	OSTalpha	15.7846
OTOA	18.2732	removed	removed
OTOF	17.3595	removed	removed
OTOP3	5.0251	removed	removed
OTUB1	3696.6651	OTUB1	1176.1065
OTUB2	250.3426	OTUB2	90.3745
OTUD1	294.6551	OTUD1	665.7382
OTUD3	241.206	OTUD3	536.3665
OTUD4	851.0735	OTUD4	1573.1972
OTUD5	1485.153	OTUD5	1225.9362
OTUD6B	524.4404	OTUD6B	275.4565
removed	removed	OTUD7A	31.8787
OTUD7B	1575.1485	OTUD7B	1360.26
OTX1	49.7944	OTX1	15.1656
OVCA2	659.2097	OVCA2	259.0436
removed	removed	OVCH2	67.7809
OVGP1	59.3878	OVGP1	84.494
OVOL1	309.7305	OVOL1	180.749
OVOL2	186.3865	OVOL2	224.0792
OXA1L	2886.7063	OXA1L	2270.5045
OXCT1	156.2357	OXCT1	1138.6568
removed	removed	OXCT2	5.2615
OXER1	27.4098	OXER1	43.0207
removed	removed	OXGR1	73.9709
OXNAD1	317.4966	OXNAD1	234.9118
OXR1	1316.1261	OXR1	1669.1427
OXSM	165.3723	OXSM	211.3897
OXSR1	772.9557	OXSR1	1291.8601
OXTR	55.2764	OXTR	5965.3358
P2RX1	52.9922	P2RX1	22.9031
P2RX4	523.9836	P2RX4	558.9601
P2RX5	91.7497	P2RX5	30.4983
P2RX7	139.7899	P2RX7	122.2532
P2RY10	123.8008	P2RY10	16.4036
P2RY11	70.3381	P2RY11	102.8041
P2RY12	18.73	P2RY12	101.2071
P2RY13	266.3317	P2RY13	146.7038
P2RY14	96.8479	P2RY14	38.3782
P2RY1	38.3737	P2RY1	47.9728
P2RY2	467.3367	P2RY2	174.8685
P2RY6	317.0397	P2RY6	20.1176
P2RY8	275.4683	P2RY8	70.2569
P4HA1	1923.7095	P4HA1	855.1532
P4HA2	598.4468	P4HA2	646.2396
P4HA3	27.4098	P4HA3	9.2851
P4HB	48818.1818	P4HB	10433.6119
P4HTM	539.0589	P4HTM	541.628
P704P	12.7912	P704P	13.3086
PA2G4P4	38.8305	PA2G4P4	39.9257
PA2G4	3218.3646	PA2G4	2755.1842
PAAF1	512.5628	PAAF1	432.0644
PABPC1L	201.005	PABPC1L	314.7632
PABPC1	60894.0155	PABPC1	33077.6849
PABPC3	703.9744	PABPC3	413.8038
PABPC4L	12.7912	PABPC4L	100.8976
PABPC4	5849.7031	PABPC4	2520.8914
PABPC5	8.2229	PABPC5	54.1628
PABPN1	1934.4175	PABPN1	2048.3875
PACRGL	109.1823	PACRGL	272.3615
removed	removed	PACRG	58.8053
PACS1	2150.2969	PACS1	2027.5457
PACS2	1309.2736	PACS2	970.0619
PACSIN1	150.7538	PACSIN1	30.6407
PACSIN2	1285.9753	PACSIN2	1690.8078
PACSIN3	279.1229	PACSIN3	640.359
PADI1	6.3956	removed	removed
PADI2	996.8022	PADI2	3300.2167
PADI3	60.7583	removed	removed
PAF1	956.6012	PAF1	1279.48
PAFAH1B1	2918.6843	PAFAH1B1	4328.6908
PAFAH1B2	380.5391	PAFAH1B2	721.758
PAFAH1B3	828.1818	PAFAH1B3	278.7403
PAFAH2	540.4294	PAFAH2	570.7211
PAG1	545.4545	PAG1	192.2006
removed	removed	PAH	8.666
PAICS	5853.3577	PAICS	2318.4773
PAIP1	1444.0384	PAIP1	1020.4271
PAIP2B	360.8954	PAIP2B	503.2498
PAIP2	2124.2577	PAIP2	1943.0517
PAK1IP1	470.0777	PAK1IP1	353.1414
PAK1	1606.6697	PAK1	1150.7273
PAK2	3987.6656	PAK2	2475.3946
removed	removed	PAK3	140.5138
PAK4	1041.1147	PAK4	1247.9109
PAK6	159.132	PAK6	290.3497
removed	removed	PAK7	205.8186
PALB2	560.0731	PALB2	385.0201
PALLD	2325.7195	PALLD	9302.3801
PALM2-AKAP2	585.386	PALM2-AKAP2	2154.7911
PALM2	16.7931	PALM2	37.5921
PALM3	54.8196	PALM3	77.6849
PALMD	410.6898	PALMD	1561.4361
PALM	218.8214	PALM	535.1284
PAMR1	26.4961	PAMR1	1748.3751
PAM	538.1453	PAM	2704.1164
PAN2	595.7058	PAN2	1078.6134
PAN3	890.3609	PAN3	1507.5828
PANK1	323.8922	PANK1	222.8412
PANK2	464.1389	PANK2	458.6815
PANK3	2868.8899	PANK3	1094.7075
PANK4	515.3038	PANK4	329.6193
PANX1	582.4577	PANX1	387.8056
PANX2	546.3682	PANX2	51.3773
PAOX	175.8794	PAOX	103.0641
PAPD4	928.2778	PAPD4	1286.5986
PAPD5	244.4038	PAPD5	398.9477
PAPD7	616.2631	PAPD7	751.1606
PAPLN	188.2138	PAPLN	408.2327
PAPOLA	4748.7437	PAPOLA	3758.8982
PAPOLG	501.1421	PAPOLG	475.3946
removed	removed	PAPPA2	47.0443
PAPPA	21.471	PAPPA	95.636
PAPSS1	1571.4938	PAPSS1	2756.7317
PAPSS2	2460.0274	PAPSS2	875.2708
PAQR3	545.4591	PAQR3	394.3423
PAQR4	3212.3938	PAQR4	153.7481
PAQR5	211.5121	PAQR5	189.415
PAQR6	61.2152	PAQR6	58.4958
PAQR7	292.3709	PAQR7	539.152
PAQR8	286.4322	PAQR8	289.0746
PAR-SN	47.7478	PAR-SN	213.3488
PAR5	10.9639	PAR5	127.2052
PARD3B	20.1005	PARD3B	201.4856
PARD3	770.2147	PARD3	1655.8341
PARD6A	127.9123	PARD6A	41.4732
PARD6B	1664.2302	PARD6B	417.2083
PARD6G	161.2608	PARD6G	620.5509
PARG	726.3591	PARG	485.6082
PARK2	19.1868	PARK2	107.0876
PARK7	2928.7346	PARK7	2975.5494
PARL	1029.6939	PARL	717.7344
PARM1	369.1183	PARM1	1081.7084
PARN	1155.3221	PARN	943.0517
PARP10	2622.2019	PARP10	1207.9851
PARP11	261.7634	PARP11	393.9957
PARP12	1546.3682	PARP12	570.4116
PARP14	4560.9868	PARP14	2479.1086
PARP15	60.3015	PARP15	8.9755
PARP16	194.6094	PARP16	400.1857
PARP1	6965.281	PARP1	3105.5401
PARP2	688.899	PARP2	467.3476
PARP3	292.3709	PARP3	696.0693
PARP4	970.7629	PARP4	1838.7496
PARP6	528.5519	PARP6	870.0093
PARP8	281.8639	PARP8	352.2129
PARP9	2688.8122	PARP9	1358.8796
PARS2	142.9877	PARS2	182.9155
PART1	17.3595	PART1	85.4225
PARVA	717.6793	PARVA	2995.9765
PARVB	629.5112	PARVB	201.7951
PARVG	548.1955	PARVG	121.9437
PASK	239.8355	PASK	175.797
PATL1	1410.6898	PATL1	1039.3067
PATL2	21.0142	PATL2	8.666
PATZ1	2589.767	PATZ1	1853.6057
PAWR	146.1855	PAWR	527.3909
removed	removed	PAX2	14.8561
PAX5	13.7049	removed	removed
PAX6	35.1759	PAX6	73.3519
PAX8	18.73	PAX8	45.8063
