gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
UBQLN4	1511.0169	UBQLN4	1616.578
removed	removed	UBQLNL	15.5142
UBR1	1043.2203	UBR1	575.3546
UBR2	938.9831	UBR2	586.4362
UBR3	683.8983	UBR3	704.7872
UBR4	1964.4068	UBR4	3160.0177
UBR5	1978.8136	UBR5	1912.6773
UBR7	2450.8475	UBR7	1280.5851
UBTD1	400	UBTD1	476.5071
UBTD2	1555.9322	UBTD2	869.2376
UBTF	2448.3051	UBTF	3405.5851
removed	removed	UBXN10	213.6525
UBXN11	125.4237	UBXN11	442.3759
UBXN1	1690.678	UBXN1	2632.0922
UBXN2A	197.4576	UBXN2A	287.234
UBXN2B	645.7627	UBXN2B	613.9184
UBXN4	3605.9322	UBXN4	2142.2872
UBXN6	1664.4068	UBXN6	2728.2801
UBXN7	401.6949	UBXN7	106.383
UBXN8	342.3729	UBXN8	201.2411
UCA1	9.322	UCA1	5.3191
UCHL1	250.8475	UCHL1	61.1702
UCHL3	517.7966	UCHL3	524.8227
UCHL5	304.4831	UCHL5	301.0372
UCK1	479.661	UCK1	955.6738
UCK2	361.0169	UCK2	467.1986
UCKL1	409.322	UCKL1	589.0957
UCN2	20.339	UCN2	8.422
UCP2	1730.5085	UCP2	2999.5567
UCP3	22.0339	UCP3	18.617
UEVLD	150	UEVLD	190.6028
UFC1	3061.8644	UFC1	2628.5461
UFD1L	1288.1356	UFD1L	1169.3085
UFM1	1838.9831	UFM1	1285.461
UFSP1	23.7288	UFSP1	39.4504
UFSP2	814.4492	UFSP2	703.1693
UGCG	366.9492	UGCG	204.344
UGDH	4077.1186	UGDH	2616.578
UGGT1	2356.7797	UGGT1	1780.1418
removed	removed	UGGT2	426.4184
UGP2	2333.8983	UGP2	2846.1879
UGT1A6	7.6271	removed	removed
removed	removed	UGT2B10	11.0816
removed	removed	UGT2B11	1178.3067
UGT2B15	130.5085	UGT2B15	342.1986
removed	removed	UGT2B28	983.156
removed	removed	UGT2B7	11.9681
UGT3A1	7.6271	removed	removed
UGT3A2	281.3559	UGT3A2	8.8652
UGT8	5.0847	UGT8	109.0426
UHMK1	410.1695	UHMK1	58.5106
UHRF1BP1L	637.2881	UHRF1BP1L	344.4149
UHRF1BP1	493.2203	UHRF1BP1	379.4326
UHRF1	877.9661	UHRF1	175.0887
UHRF2	711.8644	UHRF2	518.1738
UIMC1	186.4407	UIMC1	390.5142
ULBP1	10.1695	removed	removed
ULBP2	16.1017	ULBP2	9.7518
ULBP3	11.0169	ULBP3	41.6667
ULK1	1634.7458	ULK1	1654.6986
ULK2	471.1864	ULK2	500
ULK3	415.2542	ULK3	741.578
ULK4	27.9661	ULK4	49.2021
UMODL1	30.5085	UMODL1	25.266
UMPS	1007.6271	UMPS	814.273
UNC119B	311.8644	UNC119B	1445.0355
UNC119	322.0339	UNC119	695.0355
UNC13A	8.4746	UNC13A	6.6489
UNC13B	720.339	UNC13B	1187.0567
UNC13C	157.6271	removed	removed
UNC13D	103.3898	UNC13D	475.1773
UNC45A	1578.8136	UNC45A	2712.3227
UNC50	675.4237	UNC50	592.1986
UNC5A	27.1186	UNC5A	14.1844
UNC5B	2525.4237	UNC5B	628.1028
UNC5CL	16.9492	UNC5CL	39.0204
UNC5C	28.8136	UNC5C	36.3475
UNC93B1	966.1017	UNC93B1	885.195
UNG	1143.2203	UNG	1281.9149
UNKL	295.9746	UNKL	464.9823
UNK	273.7288	UNK	687.0567
UPF1	2181.3559	UPF1	3017.2872
UPF2	655.9322	UPF2	675.0887
UPF3A	461.0169	UPF3A	566.4894
UPF3B	189.8305	UPF3B	169.7695
UPK2	5.0847	UPK2	8.422
removed	removed	UPK3A	11.9681
UPK3BL	252.2881	UPK3BL	281.6755
UPP1	146.6102	UPP1	179.078
UPRT	310.1695	UPRT	245.1241
UQCC	508.4746	UQCC	784.5745
UQCR10	1993.2203	UQCR10	1570.4787
UQCR11	1576.2712	UQCR11	1488.4752
UQCRB	4516.9492	UQCRB	3933.9539
UQCRC1	2447.4576	UQCRC1	4062.9433
UQCRC2	3420.339	UQCRC2	3966.3121
UQCRFS1	1934.7458	UQCRFS1	1624.5567
UQCRHL	366.9492	UQCRHL	427.305
UQCRH	1649.1525	UQCRH	1790.3369
UQCRQ	2828.8136	UQCRQ	3027.9255
URB1	527.9661	URB1	1012.398
URB2	226.2712	URB2	323.5816
URGCP	685.5932	URGCP	1133.8652
URM1	1447.4576	URM1	1507.0922
UROD	774.5763	UROD	1417.1099
UROS	901.6949	UROS	883.422
USE1	212.7119	USE1	486.7021
USF1	622.0339	USF1	690.6028
USF2	1945.7627	USF2	2411.7908
removed	removed	USH1C	9.7518
removed	removed	USH2A	5.3191
USHBP1	11.8644	USHBP1	89.9823
USMG5	1583.0508	USMG5	999.1135
USO1	1983.0508	USO1	1549.2021
USP10	1184.7458	USP10	1505.3191
USP11	1142.3729	USP11	1937.9433
USP12	307.6271	USP12	164.0071
USP13	418.6441	USP13	471.6312
USP14	1983.8983	USP14	1156.9149
USP15	803.3898	USP15	574.9113
USP16	847.4576	USP16	747.7837
USP18	434.7458	USP18	175.0887
USP19	783.8983	USP19	2005.3191
USP1	985.5932	USP1	848.4043
USP20	335.5932	USP20	1010.195
USP21	256.7797	USP21	571.3652
USP22	3125.4237	USP22	7850.6206
USP24	605.9322	USP24	980.9397
USP25	708.4746	USP25	687.0567
USP27X	89.8305	USP27X	110.8156
USP28	315.2542	USP28	518.1738
USP2	7.6271	USP2	88.6525
USP30	282.2034	USP30	459.6631
USP31	277.1186	USP31	623.6702
USP32	1455.0847	USP32	905.1418
USP33	872.8814	USP33	1227.8369
USP34	2190.678	USP34	2153.3688
USP35	57.6271	USP35	194.5922
USP36	442.3729	USP36	1066.9326
USP37	619.4915	USP37	291.6667
USP38	1056.7797	USP38	496.4539
USP39	1131.3559	USP39	1117.0213
USP3	580.5	USP3	499.0248
USP40	850.8475	USP40	1180.4078
USP42	238.9831	USP42	312.5
USP43	40.678	USP43	179.5213
removed	removed	USP44	14.6277
USP45	103.3898	USP45	91.7553
USP46	667.7966	USP46	511.5248
USP47	1222.0339	USP47	1765.5142
USP48	2257.6271	USP48	1077.1277
USP49	9.322	USP49	7.9787
USP4	1077.9661	USP4	1608.5993
USP51	11.0169	USP51	34.1312
USP53	724.5763	USP53	607.7128
USP54	728.8136	USP54	1013.7411
USP5	2905.9322	USP5	2842.6418
USP6NL	295.7627	USP6NL	503.5461
USP6	55.9322	USP6	44.3262
USP7	4454.2373	USP7	2990.6915
USP8	879.661	USP8	772.0434
USP9X	4806.7797	USP9X	2727.8369
USPL1	280.5085	USPL1	319.5922
UST	258.4746	UST	238.4752
UTP11L	351.6949	UTP11L	629.8759
UTP14A	554.2373	UTP14A	571.8085
UTP14C	1155.0847	UTP14C	751.773
UTP15	241.5254	UTP15	270.3901
UTP18	506.7797	UTP18	691.4894
UTP20	524.5763	UTP20	673.7589
UTP23	522.8814	UTP23	354.1667
UTP3	597.4576	UTP3	1049.2021
UTP6	542.3729	UTP6	648.0496
UTRN	1561.8644	UTRN	1890.0709
UTS2D	5.0847	removed	removed
UVRAG	459.322	UVRAG	743.3511
UXS1	433.8983	UXS1	760.195
UXT	984.7458	UXT	1345.8599
VAC14	620.339	VAC14	1106.8262
VAMP1	35.5932	VAMP1	139.539
VAMP2	600.8475	VAMP2	2204.344
VAMP3	3944.9153	VAMP3	1999.5567
VAMP4	263.5593	VAMP4	306.7376
VAMP5	697.4576	VAMP5	526.5957
VAMP7	1088.1356	VAMP7	843.9716
VAMP8	3394.0678	VAMP8	2725.1773
VANGL1	2132.2034	VANGL1	694.5922
VANGL2	128.8136	VANGL2	988.4752
VAPA	4550	VAPA	3371.4539
VAPB	725.4237	VAPB	968.0851
VARS2	355.9322	VARS2	681.445
VARS	1150.8475	VARS	2579.7872
VASH1	529.0763	VASH1	672.4823
VASH2	55.9322	VASH2	103.7234
VASN	421.1864	VASN	860.3723
VASP	2326.2712	VASP	2655.1418
VAT1L	8.4746	VAT1L	231.8262
VAT1	3674.5763	VAT1	4298.7589
VAV1	132.2034	VAV1	151.5957
VAV2	1246.6102	VAV2	1003.5461
VAV3	8214.4068	VAV3	2949.9113
removed	removed	VAX2	26.1525
VBP1	1333.0508	VBP1	755.7624
VCAM1	2004.2373	VCAM1	375
VCAN	18057.6271	VCAN	1168.883
VCL	3400.8475	VCL	4138.7411
VCPIP1	1277.1186	VCPIP1	377.6596
VCP	12032.2034	VCP	9742.0213
VDAC1	5349.1525	VDAC1	4923.3156
VDAC2	1888.1356	VDAC2	1492.4645
VDAC3	2577.1186	VDAC3	1714.9823
VDR	952.5424	VDR	1432.6241
VEGFA	3611.0169	VEGFA	1196.3652
VEGFB	1324.5763	VEGFB	1245.5674
VEGFC	258.4746	VEGFC	168.4397
VENTX	26.2712	VENTX	27.4823
VEPH1	26.2712	VEPH1	56.2943
VEZF1	1146.6102	VEZF1	1441.4894
VEZT	1444.0678	VEZT	1217.1986
VGF	8.4746	removed	removed
removed	removed	VGLL1	405.5851
VGLL3	394.9153	VGLL3	141.844
VGLL4	2664.3814	VGLL4	2834.2775
VHL	458.4746	VHL	590.8688
VILL	44.0678	VILL	319.1489
VIM	27686.4407	VIM	29938.2846
VIPAR	527.1186	VIPAR	467.6418
VIPR1	37.2881	VIPR1	652.4823
VIPR2	9.322	VIPR2	100.3945
removed	removed	VIT	306.7376
VKORC1L1	1821.1864	VKORC1L1	1045.2128
VKORC1	3194.0085	VKORC1	1460.7757
VLDLR	350	VLDLR	431.7376
VMA21	790.678	VMA21	892.2872
VMAC	41.5254	VMAC	141.844
VMO1	39.8305	VMO1	25.266
VN1R1	6.7797	VN1R1	8.8652
VNN1	10.1695	VNN1	41.6667
VNN2	45.7627	VNN2	36.3475
removed	removed	VNN3	34.5745
VOPP1	1364.4068	VOPP1	726.0638
VPRBP	433.9661	VPRBP	716.5426
VPS11	805.9322	VPS11	1233.156
VPS13A	350.8475	VPS13A	306.7376
removed	removed	VPS13B	523.0496
VPS13C	1401.6949	VPS13C	978.2801
VPS13D	763.5593	VPS13D	1938.8298
VPS16	737.2881	VPS16	995.5674
VPS18	871.1864	VPS18	1136.9681
VPS24	3897.4576	VPS24	3078.0142
VPS25	864.4068	VPS25	1115.6915
VPS26A	1695.7627	VPS26A	1323.5816
VPS26B	818.6441	VPS26B	1811.6135
VPS28	2680.5085	VPS28	2566.9326
VPS29	1229.661	VPS29	868.3511
VPS33A	452.9576	VPS33A	596.0727
VPS33B	350	VPS33B	347.5177
VPS35	2154.2373	VPS35	2545.656
VPS36	1322.0339	VPS36	1091.7553
VPS37A	805.2627	VPS37A	506.281
VPS37B	1171.1864	VPS37B	1843.9716
VPS37C	1001.6949	VPS37C	1195.0355
VPS37D	90.678	VPS37D	103.7234
VPS39	1360.1695	VPS39	1818.2624
VPS41	772.0339	VPS41	766.844
VPS45	725.4237	VPS45	846.1879
VPS4A	1316.9492	VPS4A	1910.0177
VPS4B	1809.322	VPS4B	1357.7128
VPS52	929.661	VPS52	1519.9468
VPS53	379.661	VPS53	957.8901
VPS54	288.1356	VPS54	479.6099
VPS72	1242.3729	VPS72	955.2305
removed	removed	VPS8	562.0567
VRK1	305.9322	VRK1	292.9965
VRK2	432.0508	VRK2	317.3537
VRK3	635.5932	VRK3	783.6879
VSIG10L	28.8136	VSIG10L	67.3759
VSIG10	501.6949	VSIG10	404.6986
removed	removed	VSIG1	10.6383
VSIG2	369.4915	VSIG2	491.1348
VSIG4	464.4068	VSIG4	239.805
VSNL1	70.339	VSNL1	463.6525
VSTM2A	5334.0678	removed	removed
removed	removed	VSTM2L	142.2872
VTA1	1557.6271	VTA1	1027.9255
VTCN1	261.8644	VTCN1	3592.1986
VTI1A	433.0508	VTI1A	315.1596
VTI1B	1412.6356	VTI1B	1284.3041
removed	removed	VTN	5.3191
VWA1	2353.3898	VWA1	2969.8582
removed	removed	VWA2	220.7447
VWA5A	2288.1356	VWA5A	1663.1206
removed	removed	VWCE	30.5851
VWDE	7.6271	VWDE	88.2092
VWF	3039.8305	VWF	4255.7624
WAC	2313.5593	WAC	2404.2553
WAPAL	1583.8983	WAPAL	1152.9255
WARS2	610.1695	WARS2	515.0709
WARS	4320.339	WARS	2003.5461
WASF1	325.4237	WASF1	227.3936
WASF2	1959.322	WASF2	4887.8546
WASF3	72.8814	WASF3	295.2128
WASH2P	138.9831	WASH2P	519.0603
WASH3P	175.4237	WASH3P	432.6241
WASH5P	83.0508	WASH5P	193.7057
WASH7P	500.8475	WASH7P	995.1241
WASL	1401.6949	WASL	1314.7163
WAS	138.9831	WAS	135.195
removed	removed	WBP11P1	9.3085
WBP11	1519.4915	WBP11	2092.1986
WBP1	1457.7034	WBP1	2061.0106
removed	removed	WBP2NL	14.1844
WBP2	1336.4407	WBP2	3720.7447
WBP4	272.0339	WBP4	267.2872
WBP5	1615.2542	WBP5	752.2163
WBSCR16	617.7966	WBSCR16	1189.7163
WBSCR17	12.7119	WBSCR17	45.656
WBSCR22	906.7797	WBSCR22	1519.0869
removed	removed	WBSCR26	6.2057
WBSCR27	23.7288	WBSCR27	116.1348
WDFY1	2116.9492	WDFY1	683.5106
WDFY2	138.1356	WDFY2	186.1702
removed	removed	WDFY3	931.2943
WDFY4	66.1017	WDFY4	68.7057
WDHD1	171.1864	WDHD1	133.8652
WDR11	962.7119	WDR11	918.4397
WDR12	488.1356	WDR12	344.8582
WDR13	803.3898	WDR13	1861.2589
removed	removed	WDR17	19.0603
WDR18	612.7119	WDR18	638.7411
WDR19	210.1695	WDR19	496.8972
WDR1	6954.2373	WDR1	7497.7837
WDR20	529.661	WDR20	480.9397
WDR24	366.9492	WDR24	402.9255
WDR25	282.2034	WDR25	292.5532
WDR26	2620.339	WDR26	2016.844
WDR27	19.4915	WDR27	87.3227
WDR31	51.6949	WDR31	58.9539
WDR33	1163.5593	WDR33	1418.883
WDR34	1832.2034	WDR34	1996.4539
WDR35	249.1525	WDR35	335.9929
WDR36	645.7627	WDR36	604.6099
WDR37	170.339	WDR37	633.8652
WDR3	1105.0847	WDR3	1057.1809
WDR41	742.3729	WDR41	533.6879
WDR43	811.0169	WDR43	871.0106
WDR44	374.5763	WDR44	270.3901
WDR45L	1213.5593	WDR45L	2122.3404
WDR45	655.0847	WDR45	1242.0434
WDR46	904.2373	WDR46	1202.1277
WDR47	538.1356	WDR47	238.9184
WDR48	908.4746	WDR48	1042.1099
WDR4	36.4407	WDR4	173.7589
WDR52	57.6271	WDR52	139.6277
WDR53	146.6102	WDR53	117.0213
WDR54	310.1695	WDR54	190.6028
WDR55	275.4237	WDR55	502.0124
WDR59	177.9661	WDR59	781.0284
WDR5B	291.5254	WDR5B	294.3262
WDR5	973.7288	WDR5	1229.1667
WDR60	129.661	WDR60	376.3298
WDR61	1546.6102	WDR61	1122.3404
WDR62	242.3729	WDR62	72.695
removed	removed	WDR63	5.7624
removed	removed	WDR65	10.5053
WDR66	38.1356	WDR66	29.2553
WDR67	128.8136	WDR67	116.1348
WDR6	2500.322	WDR6	6083.9716
WDR70	316.9492	WDR70	590.8688
WDR72	8.4746	WDR72	5.7624
WDR73	249.1949	WDR73	438.4619
WDR74	704.2373	WDR74	738.9184
WDR75	1042.3729	WDR75	767.2872
WDR76	375.4237	WDR76	141.844
WDR77	475.4237	WDR77	671.9858
WDR78	14.4068	WDR78	127.6596
WDR7	461.8644	WDR7	388.7411
WDR81	627.9661	WDR81	944.1489
WDR82	2473.7288	WDR82	3165.3369
WDR83	172.3983	WDR83	234.0426
WDR85	229.661	WDR85	348.8475
WDR86	33.8983	WDR86	304.9645
WDR89	426.2712	WDR89	335.9929
WDR8	164.4068	WDR8	385.6383
WDR90	250.8475	WDR90	579.344
WDR91	211.0169	WDR91	491.1348
WDR92	257.6271	WDR92	265.0709
WDR93	12.7119	WDR93	21.7199
WDSUB1	260.1695	WDSUB1	211.8794
WDTC1	1008.4746	WDTC1	2685.727
WDYHV1	586.4407	WDYHV1	299.2021
WEE1	1073.7288	WEE1	1683.0674
WFDC1	22.8814	WFDC1	13.7411
WFDC2	1194.0678	WFDC2	4469.8582
WFDC3	53.3898	WFDC3	13.7411
WFDC6	5.9322	WFDC6	18.1738
WFIKKN1	27.9661	removed	removed
WFS1	2467.7966	WFS1	2133.8652
WHAMML1	29.661	WHAMML1	43.4397
WHAMML2	10.1695	WHAMML2	17.7305
WHAMM	214.4068	WHAMM	430.8511
WHSC1L1	953.3898	WHSC1L1	959.2199
WHSC1	1394.0678	WHSC1	941.0461
WHSC2	670.339	WHSC2	1002.2163
WIBG	472.0339	WIBG	644.9468
WIF1	5.0847	WIF1	569.1489
WIPF1	1555.0847	WIPF1	596.6312
WIPF2	711.8644	WIPF2	820.4787
removed	removed	WIPF3	27.039
WIPI1	957.6271	WIPI1	733.5993
WIPI2	1144.9153	WIPI2	2110.8156
WISP1	544.0678	WISP1	20.3901
WISP2	168.6441	WISP2	126.3298
removed	removed	WISP3	58.0674
WIZ	908.4746	WIZ	1510.6383
WLS	975.4237	WLS	4164.8936
WNK1	2908.4746	WNK1	2255.3191
WNK2	42.3729	WNK2	1077.9699
removed	removed	WNK3	6.2057
WNK4	18.4322	WNK4	562.3537
removed	removed	WNT10A	28.3688
removed	removed	WNT10B	7.0922
WNT11	5.9322	WNT11	136.5248
WNT2B	7.6271	WNT2B	9.3085
WNT2	646.6102	WNT2	178.1915
WNT3	16.1017	WNT3	23.0496
WNT4	262.7119	WNT4	1218.5284
WNT5A	890.678	WNT5A	575.3546
WNT5B	111.0169	WNT5B	429.078
removed	removed	WNT6	96.6312
WNT7B	783.8983	WNT7B	367.0213
WNT9A	8.4746	WNT9A	13.7411
WRAP53	111.0169	WRAP53	281.9149
WRB	495.7627	WRB	429.5213
WRNIP1	1155.0847	WRNIP1	1179.5213
WRN	204.2373	WRN	303.1915
WSB1	4497.4576	WSB1	896.2766
WSB2	1248.3051	WSB2	1383.8652
WSCD1	17.7966	WSCD1	81.117
removed	removed	WSCD2	34.1312
WT1	1056.7797	removed	removed
WTAP	1761.0169	WTAP	1565.6028
WTIP	223.7288	WTIP	289.0071
WWC1	427.9661	WWC1	1928.6348
WWC2	784.7458	WWC2	411.3475
WWC3	1325.4237	WWC3	1322.695
WWOX	838.1356	WWOX	419.3262
WWP1	3100	WWP1	1387.4113
WWP2	605.9322	WWP2	1618.3511
WWTR1	233.7627	WWTR1	325.2881
XAB2	1190.678	XAB2	1884.3085
XAF1	543.2203	XAF1	335.9929
removed	removed	XAGE1D	8.422
XBP1	43730.5085	XBP1	39083.7766
XCL1	14.4068	XCL1	20.3901
XCL2	11.8644	XCL2	22.6064
XDH	47.4576	XDH	1321.3652
XG	55.0847	XG	17.2872
XIAP	1041.5254	XIAP	982.2695
XIRP1	103.3898	removed	removed
XIST	1735.3898	XIST	2531.7863
removed	removed	XKR5	12.4113
XKR6	8.4746	XKR6	9.7518
XKR8	138.9831	XKR8	301.4184
XKR9	29.661	XKR9	10.195
XKRX	6.7797	XKRX	7.0922
removed	removed	XK	30.1418
XPA	133.8983	XPA	267.2872
XPC	513.5593	XPC	1383.422
XPNPEP1	845.7627	XPNPEP1	1290.3369
removed	removed	XPNPEP2	32.3582
XPNPEP3	174.7119	XPNPEP3	154.109
XPO1	3767.7966	XPO1	2748.6702
XPO4	508.4746	XPO4	403.3688
XPO5	936.4407	XPO5	1040.3369
XPO6	1690.678	XPO6	1963.6525
XPO7	1461.0169	XPO7	1526.1525
XPOT	1460.1695	XPOT	986.7021
XPR1	1539.8305	XPR1	1212.3227
XRCC1	621.1864	XRCC1	1110.8156
XRCC2	18.6441	XRCC2	20.8333
XRCC3	93.2203	XRCC3	314.273
XRCC4	212.7119	XRCC4	109.0426
XRCC5	12075.4237	XRCC5	8703.9007
XRCC6BP1	134.7458	XRCC6BP1	99.734
XRCC6	8738.9831	XRCC6	7844.4149
XRN1	791.5254	XRN1	401.1525
XRN2	3488.1356	XRN2	2301.4184
XRRA1	470.9831	XRRA1	543.4131
XYLB	135.5932	XYLB	88.2092
XYLT1	453.3898	XYLT1	357.2695
XYLT2	1522.0339	XYLT2	2409.5745
YAF2	333.0508	YAF2	176.8617
YAP1	1797.4576	YAP1	2812.5
YARS2	295.7627	YARS2	406.0284
YARS	1194.0678	YARS	1845.7447
YBX1	5378.8136	YBX1	7941.0461
YBX2	21.1864	YBX2	52.7482
YDJC	168.6441	YDJC	324.9113
YEATS2	844.0593	YEATS2	877.1986
YEATS4	350	YEATS4	287.234
YES1	1935.5932	YES1	1109.9291
YIF1A	1529.661	YIF1A	1379.4326
YIF1B	825.2966	YIF1B	904.8582
YIPF1	1889.8305	YIPF1	1122.7837
YIPF2	883.8983	YIPF2	1446.8085
YIPF3	3022.0339	YIPF3	3324.0248
YIPF4	711.8644	YIPF4	379.4326
YIPF5	1691.5254	YIPF5	1003.5461
YIPF6	339.8305	YIPF6	172.4291
YJEFN3	15.8136	YJEFN3	21.0638
YKT6	2312.7119	YKT6	2173.7589
YLPM1	1570.339	YLPM1	1785.9043
YME1L1	4240.678	YME1L1	2843.5284
YOD1	183.8983	YOD1	166.2234
YPEL1	271.9831	YPEL1	214.242
YPEL2	1564.4068	YPEL2	579.7872
YPEL3	393.2203	YPEL3	1136.5248
YPEL4	6.7797	YPEL4	28.8121
YPEL5	3099.1525	YPEL5	2141.844
YRDC	202.7712	YRDC	419.4814
YTHDC1	1574.5763	YTHDC1	1609.0426
YTHDC2	308.4746	YTHDC2	488.9184
YTHDF1	1091.5254	YTHDF1	1350.1773
YTHDF2	1543.2203	YTHDF2	2651.1525
YTHDF3	2626.2712	YTHDF3	1115.6915
YWHAB	8070.339	YWHAB	6311.6135
YWHAE	8875.4237	YWHAE	11497.7837
YWHAG	5355.0847	YWHAG	3633.422
YWHAH	6344.0678	YWHAH	3414.8936
YWHAQ	11077.9661	YWHAQ	7179.078
YWHAZ	30603.3898	YWHAZ	11551.8617
YY1AP1	1394.0678	YY1AP1	1776.1525
YY1	1738.1356	YY1	868.3511
YY2	25.4237	YY2	27.4379
ZADH2	805.0847	ZADH2	880.7624
ZAK	1524.2881	ZAK	1032.3582
ZAP70	18.6441	ZAP70	68.2624
ZBED1	1735.5932	ZBED1	1846.0417
ZBED2	26.2712	removed	removed
ZBED3	8.4746	ZBED3	25.266
ZBED4	833.0508	ZBED4	754.8759
ZBED5	499.1525	ZBED5	821.8085
ZBP1	14.4068	ZBP1	14.1844
ZBTB10	900	ZBTB10	247.7837
ZBTB11	688.8305	ZBTB11	355.5762
ZBTB12	57.6271	ZBTB12	195.0355
removed	removed	ZBTB16	31.0284
ZBTB17	494.9153	ZBTB17	576.2411
ZBTB1	718.6441	ZBTB1	757.9211
ZBTB20	21.1864	ZBTB20	6.6489
ZBTB22	543.2203	ZBTB22	854.6099
ZBTB24	608.4746	ZBTB24	250.4433
ZBTB25	45.1356	ZBTB25	62.1144
ZBTB26	36.4407	ZBTB26	51.4184
ZBTB2	655.9322	ZBTB2	468.5284
ZBTB33	896.6102	ZBTB33	892.2872
ZBTB34	164.4068	ZBTB34	219.4149
ZBTB37	28.8136	ZBTB37	11.5248
ZBTB38	1661.0169	ZBTB38	1053.1915
ZBTB39	129.661	ZBTB39	199.0248
ZBTB3	44.0678	ZBTB3	118.7943
ZBTB40	600	ZBTB40	716.3121
ZBTB41	763.5593	ZBTB41	466.7553
ZBTB42	566.1017	ZBTB42	848.8475
ZBTB43	305.0847	ZBTB43	333.7766
ZBTB44	1033.8983	ZBTB44	1184.3972
ZBTB45	234.7458	ZBTB45	490.2482
ZBTB46	104.2373	ZBTB46	263.2979
ZBTB47	291.5254	ZBTB47	625.4433
ZBTB48	166.9492	ZBTB48	394.5035
ZBTB49	75.4237	ZBTB49	97.961
ZBTB4	1383.8983	ZBTB4	2837.3227
ZBTB5	504.2373	ZBTB5	514.6277
ZBTB6	455.0847	ZBTB6	271.7199
ZBTB7A	527.9661	ZBTB7A	872.7837
ZBTB7B	1366.9492	ZBTB7B	1960.1064
ZBTB7C	905.9322	ZBTB7C	1118.7943
ZBTB8A	185.5932	ZBTB8A	207.8901
ZBTB8OS	126.2712	ZBTB8OS	165.3369
ZBTB9	350.8475	ZBTB9	438.8298
ZC3H10	186.4407	ZC3H10	234.4858
ZC3H11A	2522.8814	ZC3H11A	2945.4787
ZC3H12A	348.3051	ZC3H12A	444.5922
ZC3H12B	16.1017	ZC3H12B	46.9858
ZC3H12C	60.1695	ZC3H12C	95.3014
ZC3H13	1871.1864	ZC3H13	1371.0106
ZC3H14	1180.5085	ZC3H14	1167.9965
ZC3H15	1970.339	ZC3H15	1275.7092
ZC3H18	512.7119	ZC3H18	1019.9468
ZC3H3	591.5254	ZC3H3	612.1454
ZC3H4	735.5932	ZC3H4	1106.383
ZC3H6	102.5424	ZC3H6	222.961
ZC3H7A	1318.6441	ZC3H7A	953.0142
ZC3H7B	1800.8475	ZC3H7B	3925.0887
ZC3H8	137.2881	ZC3H8	124.1135
ZC3HAV1L	13.5593	ZC3HAV1L	18.617
ZC3HAV1	857.6271	ZC3HAV1	1106.8262
ZC3HC1	188.9831	ZC3HC1	324.4681
ZC4H2	57.6271	ZC4H2	189.273
ZCCHC10	335.5932	ZCCHC10	199.9113
ZCCHC11	122.0339	ZCCHC11	495.1241
ZCCHC12	11.8644	ZCCHC12	11.5248
ZCCHC14	814.4068	ZCCHC14	761.9681
ZCCHC17	456.7797	ZCCHC17	837.3227
ZCCHC18	16.1017	ZCCHC18	11.0816
ZCCHC24	792.3729	ZCCHC24	1117.0213
ZCCHC2	410.1695	ZCCHC2	390.8245
ZCCHC3	411.8644	ZCCHC3	607.7128
ZCCHC4	204.2373	ZCCHC4	135.6383
removed	removed	ZCCHC5	10.6383
ZCCHC6	655.9322	ZCCHC6	592.1986
ZCCHC7	521.1864	ZCCHC7	366.578
ZCCHC8	336.4407	ZCCHC8	433.9539
ZCCHC9	340.678	ZCCHC9	217.6418
ZCRB1	820.339	ZCRB1	720.7447
ZCWPW1	72.8814	ZCWPW1	150.266
ZCWPW2	12.7119	ZCWPW2	16.844
ZDBF2	49.1525	ZDBF2	87.3227
ZDHHC11	22.0339	ZDHHC11	105.4965
ZDHHC12	696.6102	ZDHHC12	849.734
ZDHHC13	203.3898	ZDHHC13	300.9752
ZDHHC14	70.339	ZDHHC14	432.1809
ZDHHC15	174.5763	ZDHHC15	79.344
ZDHHC16	759.322	ZDHHC16	722.0745
ZDHHC17	376.2712	ZDHHC17	355.0532
ZDHHC18	391.5254	ZDHHC18	648.4929
ZDHHC1	179.661	ZDHHC1	252.6596
ZDHHC20	347.4576	ZDHHC20	76.6844
ZDHHC21	189.8305	ZDHHC21	83.3333
ZDHHC23	51.6949	ZDHHC23	289.4504
ZDHHC24	275.4237	ZDHHC24	381.6489
ZDHHC2	163.5593	ZDHHC2	260.195
ZDHHC3	1662.7119	ZDHHC3	1773.0496
ZDHHC4	838.9831	ZDHHC4	1083.7766
ZDHHC5	2467.7966	ZDHHC5	2576.2411
ZDHHC6	709.322	ZDHHC6	592.6418
ZDHHC7	685.5932	ZDHHC7	1291.2234
removed	removed	ZDHHC8P1	103.2801
ZDHHC8	254.2373	ZDHHC8	879.4326
ZDHHC9	1062.7119	ZDHHC9	1047.4291
ZEB1	890.678	ZEB1	239.6277
ZEB2	532.2034	ZEB2	343.5284
ZER1	1169.4915	ZER1	2225.1773
ZFAND1	685.5932	ZFAND1	531.4716
ZFAND2A	428.8136	ZFAND2A	351.5071
ZFAND2B	272.8814	ZFAND2B	613.0319
ZFAND3	1861.8644	ZFAND3	1997.3404
ZFAND5	3216.1017	ZFAND5	2937.5
