gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
RTN4RL2	17.9478	RTN4RL2	37.2781
RTN4R	156.8224	RTN4R	75.7396
RTN4	6132.843	RTN4	10113.6095
RTP4	314.5274	RTP4	164.497
RTTN	269.2166	RTTN	228.4024
RUFY1	1629.1284	RUFY1	1084.0237
RUFY2	205.9581	RUFY2	431.9527
RUFY3	1316.6605	RUFY3	850.2959
RUFY4	19.7131	RUFY4	8.8757
RUNDC1	519.3086	RUNDC1	1275.7396
RUNDC2A	37.3667	RUNDC2A	26.6272
RUNDC2C	11.4395	RUNDC2C	20.1183
RUNDC3B	20.3016	RUNDC3B	147.929
removed	removed	RUNX1T1	84.0237
RUNX1	2143.1409	RUNX1	3517.7515
RUNX2	222.4347	RUNX2	108.8757
RUNX3	1162.7804	RUNX3	405.3254
RUSC1	2250.8275	RUSC1	542.6036
RUSC2	1727.694	RUSC2	846.1538
RUVBL1	2190.8084	RUVBL1	749.5266
RUVBL2	1790.3641	RUVBL2	782.2485
RWDD1	772.3428	RWDD1	1366.8639
RWDD2A	54.726	RWDD2A	121.8935
RWDD2B	348.3634	RWDD2B	488.1657
RWDD3	402.2214	RWDD3	242.0118
RWDD4A	823.2438	RWDD4A	663.3136
RXRA	1908.0544	RXRA	2097.6331
RXRB	1620.3016	RXRB	866.8639
removed	removed	RXRG	17.1598
RYBP	1383.1556	RYBP	1668.6391
RYK	1705.3328	RYK	1759.7633
RYR1	398.676	RYR1	95.2663
RYR2	80.6179	RYR2	47.3373
RYR3	14.7113	RYR3	105.9172
S100A10	1149.5403	S100A10	5615.9763
S100A11	9302.2435	S100A11	6935.503
S100A13	1655.0202	S100A13	1594.6746
S100A14	946.2302	S100A14	439.645
S100A16	4455.4616	S100A16	3182.8402
S100A1	1509.9669	S100A1	528.4024
S100A2	9.7095	S100A2	117.7515
S100A3	6.1787	S100A3	7.1006
S100A4	1187.2012	S100A4	3643.787
S100A6	2570.9452	S100A6	13775.7396
S100A8	32.0706	S100A8	101.7751
S100A9	123.5748	S100A9	346.1538
S100B	12.0633	S100B	1369.8225
S100PBP	656.4178	S100PBP	510.6509
S100P	9.4152	removed	removed
S1PR1	177.4182	S1PR1	3581.6568
S1PR2	300.993	S1PR2	449.1124
S1PR3	267.7396	S1PR3	699.3787
S1PR4	65.3181	S1PR4	68.0473
S1PR5	8.5325	S1PR5	32.5444
SAA1	127.694	SAA1	13717.1598
SAA2	47.6646	SAA2	10251.4793
removed	removed	SAA4	117.1598
SAAL1	264.8032	SAAL1	213.0178
SAC3D1	589.3343	SAC3D1	88.7574
SACM1L	997.1313	SACM1L	1216.568
SACS	630.5259	SACS	499.4083
SAE1	3683.1188	SAE1	1583.432
SAFB2	902.979	SAFB2	662.7219
SAFB	1717.9846	SAFB	978.1065
SALL1	8.2383	SALL1	50.2959
SALL2	178.3008	SALL2	477.5148
SALL4	34.1302	removed	removed
SAMD10	185.6565	SAMD10	164.497
removed	removed	SAMD11	27.6272
SAMD12	190.6583	SAMD12	326.6272
SAMD13	5.8845	SAMD13	26.6272
removed	removed	SAMD14	5.3254
SAMD1	437.808	SAMD1	152.6627
SAMD3	45.3108	SAMD3	52.6627
SAMD4A	283.9279	SAMD4A	1414.2012
SAMD4B	3309.1578	SAMD4B	1482.2485
SAMD5	11.1806	SAMD5	263.9053
SAMD8	67.6719	SAMD8	110.6509
SAMD9L	1011.2541	SAMD9L	1044.3787
SAMD9	447.5175	SAMD9	502.9586
SAMHD1	1193.2593	SAMHD1	1360.4852
SAMM50	633.174	SAMM50	1175.1479
SAMSN1	414.8584	SAMSN1	159.7633
SAP130	1000.662	SAP130	633.7278
SAP18	1816.8444	SAP18	2730.7692
SAP30BP	1866.2744	SAP30BP	926.0355
SAP30L	1286.3553	SAP30L	1502.9586
SAP30	1054.2111	SAP30	126.6272
SAPS1	1503.1997	SAPS1	1117.7515
SAPS2	539.9044	SAPS2	1015.9763
SAPS3	2086.3553	SAPS3	2124.2604
SAR1A	1832.1442	SAR1A	3447.3373
SAR1B	397.4991	SAR1B	471.0059
SARDH	48.8415	SARDH	37.8698
SARM1	595.9897	SARM1	272.9172
SARNP	1439.6263	SARNP	666.6982
SARS2	422.3229	SARS2	203.1183
SARS	3045.5314	SARS	2556.213
SART1	1095.6969	SART1	573.9645
SART3	1767.1203	SART3	981.6568
SASH1	856.4914	SASH1	2944.9704
SASH3	741.7433	SASH3	398.2249
SASS6	270.982	SASS6	140.8284
SAT1	3521.2946	SAT1	4416.568
SAT2	449.5771	SAT2	756.213
SATB1	225.0828	SATB1	539.0533
SATB2	138.5804	SATB2	122.4852
SATL1	26.4803	SATL1	35.503
SAV1	943.288	SAV1	1688.1657
SBDSP1	426.039	SBDSP1	623.0769
SBDS	1528.2089	SBDS	3220.7101
SBF1	877.6756	SBF1	942.0118
SBF2	474.1773	SBF2	1159.3314
SBK1	1118.3523	SBK1	210.6509
SBNO1	1238.3965	SBNO1	421.3018
SBNO2	983.5969	SBNO2	1457.3964
SBSN	64.4355	removed	removed
SC4MOL	900.0368	SC4MOL	781.6568
SC5DL	235.3807	SC5DL	1530.1775
SC65	165.3549	SC65	221.8935
SCAF1	945.3476	SCAF1	943.787
SCAI	674.3656	SCAI	338.4615
SCAMP1	1568.8121	SCAMP1	1360.9467
SCAMP2	1432.8797	SCAMP2	2679.2899
SCAMP3	2803.972	SCAMP3	1237.8698
SCAMP4	864.4355	SCAMP4	1728.4024
SCAMP5	363.0747	SCAMP5	295.2663
SCAND1	260.0956	SCAND1	523.6686
SCAND2	109.452	SCAND2	294.0828
removed	removed	SCAND3	67.4556
SCAPER	327.1791	SCAPER	334.9112
SCAP	2275.7043	SCAP	1671.6272
SCARA3	482.5303	SCARA3	1089.9408
SCARA5	5.8845	SCARA5	976.9231
SCARB1	3555.4248	SCARB1	2858.5799
SCARB2	8624.6414	SCARB2	8494.6746
SCARF1	90.3273	SCARF1	523.6686
SCARF2	42.6627	SCARF2	243.1953
SCARNA9	5.0018	removed	removed
SCCPDH	1264.8768	SCCPDH	1381.0651
SCD5	4324.5311	SCD5	331.3609
SCD	7324.4575	SCD	31063.3136
removed	removed	SCEL	11.8343
SCFD1	794.4097	SCFD1	1031.3609
SCFD2	491.0629	SCFD2	361.5385
SCG2	5.8845	SCG2	37.2781
removed	removed	SCG3	8.8757
SCG5	14.7113	SCG5	68.6391
removed	removed	SCGB1D2	6471.0059
removed	removed	SCGB2A1	116.568
removed	removed	SCGB2A2	24895.2663
removed	removed	SCGB3A1	437.8698
removed	removed	SCGN	37.2781
SCHIP1	193.0121	SCHIP1	529.4556
SCIN	97.0945	SCIN	149.1124
SCLT1	420.4487	SCLT1	170.4142
SCLY	246.267	SCLY	169.2308
SCMH1	475.1747	SCMH1	998.2249
SCML1	402.5009	SCML1	258.5799
SCML2	740.8606	SCML2	43.787
SCML4	42.957	SCML4	30.1775
removed	removed	SCN11A	92.3077
removed	removed	SCN1A	7.1006
SCN1B	68.5546	SCN1B	283.432
SCN2A	6.7672	SCN2A	45.5621
removed	removed	SCN2B	40.2367
removed	removed	SCN3A	128.9941
SCN3B	17.0651	SCN3B	120.1183
removed	removed	SCN4A	388.7574
removed	removed	SCN4B	589.9408
SCN5A	86.7966	SCN5A	43.787
removed	removed	SCN7A	66.8639
SCN8A	10.5921	SCN8A	30.7692
removed	removed	SCN9A	44.9112
SCNM1	1147.1865	SCNM1	346.7456
SCNN1A	49.1357	SCNN1A	1655.0296
SCNN1B	635.5278	SCNN1B	220.1183
SCNN1D	10.2979	SCNN1D	42.6036
SCNN1G	346.598	SCNN1G	26.6272
SCO1	831.4822	SCO1	536.6864
SCO2	664.3619	SCO2	520.7101
SCOC	1525.5609	SCOC	1682.8402
SCP2	1289.886	SCP2	4307.1006
SCPEP1	2574.4759	SCPEP1	3096.4497
SCRG1	69.1431	SCRG1	16.568
SCRIB	1992.4972	SCRIB	789.9408
SCRN1	1044.5017	SCRN1	1714.7929
SCRN2	291.872	SCRN2	515.3846
SCRN3	223.6116	SCRN3	313.6095
SCUBE1	7.3556	SCUBE1	66.8639
SCUBE2	58.8452	SCUBE2	5876.9231
removed	removed	SCUBE3	27.2189
SCYL1	1656.4237	SCYL1	1308.3432
SCYL2	2078.4112	SCYL2	916.568
SCYL3	516.9253	SCYL3	430.6568
SDAD1	1417.8742	SDAD1	1059.1716
SDC1	16767.3409	SDC1	1823.0769
SDC2	5082.1626	SDC2	2315.3846
SDC3	1398.7495	SDC3	2905.9172
SDC4	1763.8838	SDC4	7448.5207
SDCBP2	23.8323	SDCBP2	60.8462
SDCBP	5176.609	SDCBP	5882.8402
SDCCAG1	661.4196	SDCCAG1	942.0118
SDCCAG3	1948.6576	SDCCAG3	573.3728
SDCCAG8	617.58	SDCCAG8	555.6213
SDF2L1	207.135	SDF2L1	175.7396
SDF2	619.3453	SDF2	805.3254
SDF4	1254.8731	SDF4	1943.1953
SDHAF1	337.477	SDHAF1	159.1716
SDHAF2	710.2611	SDHAF2	779.2899
SDHAP1	109.1578	SDHAP1	109.4675
SDHAP2	124.7517	SDHAP2	128.9941
SDHAP3	39.7205	SDHAP3	108.284
SDHA	1534.9761	SDHA	1896.4497
SDHB	3780.5075	SDHB	1315.9763
SDHC	2885.7668	SDHC	1618.3432
SDHD	895.3292	SDHD	2091.1243
SDK1	373.6668	SDK1	416.568
SDK2	319.235	SDK2	183.432
SDPR	16.1824	SDPR	1923.6686
removed	removed	SDR16C5	214.7929
SDR39U1	352.2648	SDR39U1	586.6213
SDR42E1	260.0956	SDR42E1	221.8935
SDSL	115.925	SDSL	140.8284
SDS	466.9364	SDS	63.9053
SEC11A	1456.4178	SEC11A	2347.929
SEC11C	1635.8955	SEC11C	698.2249
SEC13	2465.9066	SEC13	1523.0769
SEC14L1	2011.9161	SEC14L1	2108.284
SEC14L2	87.6705	SEC14L2	1316.4615
removed	removed	SEC14L5	27.8107
SEC16A	3994.9982	SEC16A	3599.4083
SEC16B	104.9739	SEC16B	275.4615
SEC22A	344.2442	SEC22A	379.2899
SEC22B	646.4141	SEC22B	1580.4734
SEC22C	507.2453	SEC22C	836.0947
SEC23A	1143.3615	SEC23A	1355.0296
SEC23B	1014.4906	SEC23B	1612.426
SEC23IP	726.4435	SEC23IP	1357.3964
SEC24A	963.0011	SEC24A	752.071
SEC24B	1956.3075	SEC24B	1183.432
SEC24C	2241.7065	SEC24C	2677.5148
SEC24D	722.6186	SEC24D	1245.5621
SEC31A	4857.5476	SEC31A	3720.9172
SEC31B	123.9132	SEC31B	175.9053
SEC61A1	7095.1526	SEC61A1	6344.7633
SEC61A2	340.1103	SEC61A2	89.2604
SEC61B	2066.6421	SEC61B	1383.432
SEC61G	833.5417	SEC61G	815.9763
SEC62	2191.9823	SEC62	4535.503
SEC63	2933.7256	SEC63	2900.5917
SECISBP2L	660.8312	SECISBP2L	1582.8402
SECISBP2	1263.1114	SECISBP2	1020.7101
SECTM1	767.0467	SECTM1	430.1775
SEH1L	3780.8018	SEH1L	880.4734
SEL1L3	2227.2894	SEL1L3	591.1243
SEL1L	3683.413	SEL1L	3636.0947
SELENBP1	397.2049	SELENBP1	2549.7041
SELE	210.9599	SELE	1192.8994
SELK	670.5406	SELK	582.2485
SELL	393.6741	SELL	249.7041
SELM	353.3652	SELM	1881.6568
SELO	171.5337	SELO	275.7396
SELPLG	1000.9562	SELPLG	552.071
SELP	56.4914	SELP	1421.8935
SELS	1010.3715	SELS	944.9704
SELT	1280.1765	SELT	2129.5858
SEMA3A	25.3034	SEMA3A	113.0178
SEMA3B	15.2997	SEMA3B	308.284
SEMA3C	57.9625	SEMA3C	2904.7337
SEMA3D	10.2979	SEMA3D	318.9349
removed	removed	SEMA3E	455.0296
SEMA3F	656.1236	SEMA3F	1553.2544
SEMA3G	54.4318	SEMA3G	4321.3018
SEMA4A	789.1136	SEMA4A	623.6686
SEMA4B	827.0688	SEMA4B	1888.7574
SEMA4C	1586.7598	SEMA4C	991.716
SEMA4D	1760.9415	SEMA4D	572.1893
SEMA4F	244.7959	SEMA4F	233.1361
SEMA4G	61.6638	SEMA4G	72.142
SEMA5A	168.8856	SEMA5A	905.3254
SEMA5B	32.9533	SEMA5B	41.4201
SEMA6A	110.9231	SEMA6A	740.2367
SEMA6B	50.9011	SEMA6B	673.9645
SEMA6C	73.5565	SEMA6C	286.9822
SEMA6D	109.1578	SEMA6D	285.7988
SEMA7A	125.6344	SEMA7A	144.3787
SENP1	963.8838	SENP1	431.3609
SENP2	741.1548	SENP2	840.2367
SENP3	1545.0239	SENP3	908.645
SENP5	1230.7466	SENP5	803.5503
SENP6	1297.2416	SENP6	1987.574
SENP7	375.4321	SENP7	415.9763
SENP8	23.5381	SENP8	49.1124
SEP15	3158.8084	SEP15	3495.2663
SEPHS1	2952.8503	SEPHS1	1050.8876
SEPHS2	1043.9132	SEPHS2	1775.7396
SEPN1	3890.2538	SEPN1	5156.213
SEPP1	451.313	SEPP1	18492.7456
SEPSECS	288.3413	SEPSECS	338.4615
SEPT10	983.5969	SEPT10	2309.4675
SEPT11	4038.2494	SEPT11	3070.4142
SEPT1	197.1313	SEPT1	91.1243
SEPT2	6866.3479	SEPT2	9546.7456
SEPT3	237.7345	SEPT3	21.3018
SEPT4	101.2137	SEPT4	468.0473
SEPT5	377.4917	SEPT5	349.1124
SEPT6	1033.0268	SEPT6	1080.4734
SEPT7P2	143.8764	SEPT7P2	257.3964
SEPT7	3239.4263	SEPT7	4081.6568
SEPT8	1112.3501	SEPT8	1817.9112
SEPT9	5657.9625	SEPT9	4482.8402
SEPW1	1434.0566	SEPW1	3760.9467
SEPX1	207.135	SEPX1	524.8521
SERAC1	460.4634	SERAC1	306.5089
SERBP1	8594.3362	SERBP1	5653.2544
SERF1A	530.4892	SERF1A	388.1657
SERF2	3717.8345	SERF2	6220
SERGEF	160.0588	SERGEF	386.3905
removed	removed	SERHL2	1633.284
SERHL	50.0184	SERHL	579.8817
SERINC1	2613.6079	SERINC1	9236.6864
SERINC2	602.2803	SERINC2	2242.0118
SERINC3	1398.7495	SERINC3	2725.4438
removed	removed	SERINC4	6.0355
SERINC5	119.1615	SERINC5	95.2663
SERP1	3276.6694	SERP1	4849.1834
removed	removed	SERP2	78.1065
removed	removed	SERPINA11	6.5089
SERPINA1	1963.6631	SERPINA1	1563.3136
SERPINA3	817.9478	SERPINA3	6269.8225
removed	removed	SERPINA5	336.6864
removed	removed	SERPINA6	11.2426
SERPINB1	981.2431	SERPINB1	1408.8757
removed	removed	SERPINB2	20.7101
SERPINB5	5.5903	SERPINB5	706.5089
SERPINB6	2013.9757	SERPINB6	2208.284
removed	removed	SERPINB7	10.6509
SERPINB8	233.0268	SERPINB8	327.8107
SERPINB9	449.7006	SERPINB9	635.503
SERPINE1	717.6168	SERPINE1	550.2959
SERPINE2	425.4505	SERPINE2	624.2604
SERPINF1	2049.8713	SERPINF1	11302.3669
SERPINF2	15.8882	SERPINF2	91.716
SERPING1	4590.217	SERPING1	18097.0414
SERPINH1	4549.9081	SERPINH1	3140.8284
SERPINI1	120.3384	SERPINI1	301.1834
SERTAD1	270.3935	SERTAD1	617.1598
SERTAD2	2069.8786	SERTAD2	1319.5266
SERTAD3	713.2034	SERTAD3	708.284
SERTAD4	163.8838	SERTAD4	320.7101
SESN1	140.0515	SESN1	1037.2781
SESN2	110.0405	SESN2	509.4675
SESN3	47.6646	SESN3	72.7811
SESTD1	1051.5631	SESTD1	1630.1775
SETBP1	82.9717	SETBP1	728.9941
SETD1A	983.5969	SETD1A	752.6627
SETD1B	707.3189	SETD1B	910.6509
SETD2	3056.1236	SETD2	1796.4497
SETD3	1347.26	SETD3	1515.3846
SETD4	282.4568	SETD4	319.5266
SETD5	3367.7087	SETD5	1874.5562
SETD6	354.4774	SETD6	266.5858
SETD7	3410.0772	SETD7	3684.0237
SETD8	1636.1898	SETD8	869.2308
SETDB1	2994.6304	SETDB1	735.503
SETDB2	204.4869	SETDB2	459.7633
SETMAR	317.4697	SETMAR	525.4438
SETX	2270.2464	SETX	2341.4201
SET	20674.3656	SET	5688.7574
SEZ6L2	595.8073	SEZ6L2	750.2959
SF1	5847.7381	SF1	5285.7988
SF3A1	2409.6977	SF3A1	3082.1775
SF3A2	1456.4178	SF3A2	1019.5266
SF3A3	3007.2821	SF3A3	1791.716
SF3B14	4036.7782	SF3B14	1239.0533
SF3B1	5488.4884	SF3B1	6710.6509
SF3B2	6497.9772	SF3B2	3758.5799
SF3B3	3994.4097	SF3B3	2575.1479
SF3B4	4167.4145	SF3B4	1581.6568
SF3B5	1302.8319	SF3B5	1200
SF4	506.0684	SF4	326.0355
SFI1	187.7161	SFI1	366.2722
SFMBT1	800.8827	SFMBT1	332.5444
SFMBT2	293.0489	SFMBT2	126.6272
SFN	1724.7517	SFN	866.8639
SFPQ	5277.4579	SFPQ	4017.6686
SFRP1	599.6322	SFRP1	8963.9053
SFRP2	2247.0026	SFRP2	7036.0947
SFRP4	339.5366	SFRP4	3259.7633
SFRS11	2228.1721	SFRS11	2623.0769
SFRS12IP1	360.7209	SFRS12IP1	682.2485
SFRS12	1171.9014	SFRS12	1321.8935
SFRS13A	2088.1206	SFRS13A	1669.2308
SFRS13B	64.1412	SFRS13B	18.3432
SFRS14	2850.1949	SFRS14	1130.7692
SFRS15	1784.7738	SFRS15	723.6686
SFRS16	849.7242	SFRS16	301.7751
SFRS17A	438.9849	SFRS17A	658.5799
SFRS18	1339.6102	SFRS18	2013.6095
SFRS1	5559.1026	SFRS1	4018.9349
SFRS2B	914.7481	SFRS2B	1576.9231
SFRS2IP	2341.4491	SFRS2IP	2819.5266
SFRS2	3814.5965	SFRS2	3449.4852
SFRS3	7670.1729	SFRS3	5601.1834
SFRS4	2027.5101	SFRS4	1469.8225
SFRS5	2307.6131	SFRS5	6242.6036
SFRS6	2727.4733	SFRS6	4186.9822
SFRS7	3142.3317	SFRS7	2246.7456
SFRS8	967.1203	SFRS8	832.5444
SFRS9	2606.8408	SFRS9	1469.2308
SFT2D1	285.6933	SFT2D1	436.6864
SFT2D2	182.9467	SFT2D2	57.3373
SFT2D3	287.4586	SFT2D3	373.9645
SFTPD	9.7095	SFTPD	12.426
SFXN1	736.153	SFXN1	357.9882
SFXN2	181.5373	SFXN2	195.2663
SFXN3	456.05	SFXN3	1052.071
SFXN4	444.281	SFXN4	304.142
SFXN5	76.7929	SFXN5	193.4911
removed	removed	SGCA	34.3195
SGCB	1102.1699	SGCB	1236.0947
SGCD	74.4391	SGCD	368.0473
SGCE	666.7157	SGCE	1156.8047
removed	removed	SGCG	60.355
SGEF	258.6245	SGEF	227.2189
SGIP1	57.9625	SGIP1	49.7041
SGK196	100.6252	SGK196	23.0769
SGK1	805.2961	SGK1	2621.8935
SGK223	471.644	SGK223	1196.4497
SGK269	550.4965	SGK269	1736.6864
removed	removed	SGK2	215.3846
SGK3	1395.7779	SGK3	1652.9349
SGK494	56.4678	SGK494	59.7633
SGMS1	435.7484	SGMS1	806.5089
SGMS2	693.7845	SGMS2	761.5385
SGOL1	432.2177	removed	removed
SGOL2	622.8761	SGOL2	144.3787
SGPL1	2537.6977	SGPL1	1511.8343
SGPP1	203.8985	SGPP1	677.5148
SGPP2	16.1824	SGPP2	32.5444
SGSH	822.3612	SGSH	937.8698
SGSM1	5.8845	SGSM1	156.8047
SGSM2	777.9331	SGSM2	1612.426
SGSM3	668.7753	SGSM3	908.284
SGTA	1543.5086	SGTA	1356.213
SGTB	231.7852	SGTB	321.6982
SH2B1	649.3564	SH2B1	690.5325
SH2B2	58.8452	SH2B2	26.0355
SH2B3	854.1376	SH2B3	1654.4379
SH2D1A	190.9526	SH2D1A	71.0059
SH2D1B	11.4748	SH2D1B	21.8935
SH2D2A	340.125	SH2D2A	53.2544
SH2D3A	208.9003	SH2D3A	155.6213
SH2D3C	167.7087	SH2D3C	994.6746
SH2D4A	196.8371	SH2D4A	349.1124
SH3BGRL2	66.2008	SH3BGRL2	1409.4675
SH3BGRL3	3101.4344	SH3BGRL3	3385.2071
SH3BGRL	1281.0592	SH3BGRL	7256.8047
SH3BGR	23.8323	SH3BGR	117.1598
SH3BP1	322.3008	SH3BP1	250.8817
SH3BP2	1509.3784	SH3BP2	1371.0059
SH3BP4	1111.5851	SH3BP4	3186.3905
SH3BP5L	995.0717	SH3BP5L	529.5858
SH3BP5	2703.7117	SH3BP5	2151.4379
SH3D19	1679.1467	SH3D19	3331.3609
SH3D20	18.5362	SH3D20	11.8343
SH3GL1	1424.6414	SH3GL1	1319.5266
SH3GL2	96.8003	SH3GL2	6.5089
SH3GL3	17.6535	removed	removed
SH3GLB1	4128.8709	SH3GLB1	3813.6095
SH3GLB2	1077.4549	SH3GLB2	1424.8521
SH3KBP1	950.0552	SH3KBP1	1320.7101
SH3PXD2A	1554.6892	SH3PXD2A	1786.3905
SH3PXD2B	2214.3435	SH3PXD2B	1541.4201
SH3RF1	970.651	SH3RF1	1008.8757
SH3RF2	13.5344	SH3RF2	381.0651
SH3RF3	73.5565	SH3RF3	276.3314
SH3TC1	194.7775	SH3TC1	256.213
SH3TC2	51.1953	SH3TC2	47.3373
SH3YL1	2104.8915	SH3YL1	1024.2604
removed	removed	SHANK1	5.3254
SHANK2	354.8363	SHANK2	720.1183
SHANK3	236.5576	SHANK3	1737.8698
SHARPIN	2130.4892	SHARPIN	788.1657
SHB	1142.4789	SHB	651.4793
SHC1	2909.0107	SHC1	3291.716
SHC2	75.616	SHC2	594.6746
SHC3	10.0037	removed	removed
SHC4	8.2383	SHC4	48.5207
SHCBP1	500.4781	SHCBP1	18.9349
SHE	45.0166	SHE	1563.9053
SHFM1	2307.0246	SHFM1	1023.6686
SHF	57.374	SHF	84.0237
SHISA2	38.5436	SHISA2	1577.5148
SHISA3	5.0018	SHISA3	51.4793
SHISA4	35.3071	SHISA4	271.5976
SHISA5	2983.4498	SHISA5	4065.0888
removed	removed	SHISA6	10.6509
SHISA9	6.473	SHISA9	73.9645
SHKBP1	1034.498	SHKBP1	828.4024
SHMT1	982.2729	SHMT1	693.9408
SHMT2	3970.2832	SHMT2	866.2722
SHOC2	1049.2093	SHOC2	1531.9527
SHOX2	34.4244	SHOX2	136.6864
SHPK	388.9665	SHPK	439.645
SHPRH	349.6109	SHPRH	385.3846
SHQ1	349.5403	SHQ1	484.6154
SHROOM1	166.5318	SHROOM1	279.2899
SHROOM2	126.8113	SHROOM2	181.0651
SHROOM3	1799.1909	SHROOM3	2815.3846
SHROOM4	97.0945	SHROOM4	749.7041
SIAE	229.0783	SIAE	1075.5385
SIAH1	612.7312	SIAH1	610.1598
SIAH2	1256.9327	SIAH2	807.1006
SIDT1	77.3814	SIDT1	681.0651
SIDT2	373.8316	SIDT2	1794.5976
SIGIRR	362.192	SIGIRR	444.9704
SIGLEC10	221.552	SIGLEC10	134.9112
SIGLEC11	5.0018	SIGLEC11	11.2426
SIGLEC12	12.9459	removed	removed
SIGLEC14	85.9139	SIGLEC14	39.0533
removed	removed	SIGLEC15	69.8225
removed	removed	SIGLEC16	10.6509
SIGLEC1	525.7815	SIGLEC1	426.6272
SIGLEC5	40.0147	SIGLEC5	24.2604
removed	removed	SIGLEC6	5.3254
SIGLEC7	69.1431	SIGLEC7	26.0355
SIGLEC8	101.2137	SIGLEC8	32.5444
SIGLEC9	81.2063	SIGLEC9	44.3787
removed	removed	SIGLECP3	23.6686
SIGMAR1	5081.8683	SIGMAR1	912.426
SIK1	888.562	SIK1	1012.426
SIK2	470.4671	SIK2	1691.1243
SIK3	599.6322	SIK3	1427.2189
SIKE1	477.8227	SIKE1	757.9882
SIL1	630.2317	SIL1	749.1124
SILV	20.5958	SILV	203.5503
SIM1	456.6385	SIM1	18.3432
SIM2	514.8952	SIM2	37.8698
SIN3A	2103.4204	SIN3A	1955.0296
SIN3B	869.7315	SIN3B	952.071
SIP1	233.9095	SIP1	144.3787
SIPA1L1	1316.3663	SIPA1L1	850.8876
SIPA1L2	190.3641	SIPA1L2	590.5325
SIPA1L3	1236.0427	SIPA1L3	873.9645
SIPA1	431.6293	SIPA1	624.8521
SIRPA	793.527	SIRPA	2443.1953
SIRPB1	147.7014	SIRPB1	103.5503
SIRPB2	76.4987	SIRPB2	59.1716
SIRPG	194.4833	SIRPG	26.6272
SIRT1	745.5682	SIRT1	774.5562
SIRT2	1380.5075	SIRT2	1192.8994
SIRT3	349.4432	SIRT3	936.6568
SIRT4	22.3612	SIRT4	15.9763
SIRT5	536.9621	SIRT5	418.3432
SIRT6	216.8444	SIRT6	161.5385
SIRT7	481.3534	SIRT7	184.6154
SIT1	91.21	SIT1	56.8047
SIVA1	1190.1434	SIVA1	638.4615
SIX1	126.8113	SIX1	496.4497
SIX2	952.409	SIX2	28.4024
removed	removed	SIX3	9.4675
SIX4	326.2964	SIX4	178.6982
SIX5	685.2519	SIX5	424.8521
SKA1	646.7083	SKA1	7.6923
SKA2	1565.2814	SKA2	450.8876
SKA3	541.7904	SKA3	6.5089
SKAP1	132.4016	SKAP1	113.0178
SKAP2	543.7293	SKAP2	1396.4497
SKIL	424.2736	SKIL	422.4852
SKIV2L2	1326.4641	SKIV2L2	1351.8107
SKIV2L	1170.1361	SKIV2L	714.9172
SKI	1588.231	SKI	3069.8225
SKP1	3262.9643	SKP1	6556.213
SKP2	265.6859	SKP2	97.6331
SLA2	210.6657	SLA2	50.2959
SLAIN1	383.082	SLAIN1	89.3491
SLAIN2	1749.4667	SLAIN2	1464.497
SLAMF1	139.463	SLAMF1	40.2367
SLAMF6	361.6035	SLAMF6	97.6331
SLAMF7	2486.7966	SLAMF7	241.4201
SLAMF8	753.3034	SLAMF8	200.9704
SLA	659.6543	SLA	221.8935
SLBP	3260.0221	SLBP	816.568
SLC10A3	1066.2744	SLC10A3	698.2249
SLC10A4	7.3556	removed	removed
SLC10A5	10.5921	removed	removed
removed	removed	SLC10A6	36.0947
SLC10A7	147.9956	SLC10A7	177.5148
SLC11A1	109.7462	SLC11A1	42.6036
SLC11A2	1970.7245	SLC11A2	1692.3077
SLC12A1	72.968	removed	removed
SLC12A2	440.7503	SLC12A2	4821.3018
SLC12A4	285.0224	SLC12A4	1255.3846
SLC12A6	305.4829	SLC12A6	629.0769
SLC12A7	1467.8926	SLC12A7	1639.0533
SLC12A8	903.8617	SLC12A8	172.7811
SLC12A9	717.911	SLC12A9	597.6331
removed	removed	SLC13A2	128.9941
SLC13A3	83.2659	SLC13A3	76.9231
SLC14A1	12.9459	SLC14A1	250.8876
removed	removed	SLC14A2	44.3787
removed	removed	SLC15A1	15.3846
SLC15A2	225.6712	SLC15A2	256.213
SLC15A3	739.9779	SLC15A3	674.5562
SLC15A4	846.1935	SLC15A4	635.503
SLC16A10	89.7389	removed	removed
removed	removed	SLC16A11	41.4201
removed	removed	SLC16A12	99.4083
SLC16A13	69.7315	SLC16A13	76.9231
SLC16A14	194.7775	SLC16A14	464.497
SLC16A1	4623.1703	SLC16A1	501.1834
SLC16A2	305.4064	SLC16A2	857.9882
SLC16A3	333.3579	SLC16A3	139.0533
SLC16A4	17.6535	SLC16A4	271.0059
SLC16A5	54.726	SLC16A5	251.4793
SLC16A6	14.1228	SLC16A6	69.2308
SLC16A7	23.8323	SLC16A7	54.4379
SLC16A9	14.4171	SLC16A9	166.8639
SLC17A5	582.8613	SLC17A5	846.7456
removed	removed	SLC17A7	78.6982
SLC17A9	152.7032	SLC17A9	23.0769
removed	removed	SLC18A2	5.3254
SLC19A1	649.9448	SLC19A1	176.9231
SLC19A2	579.0364	SLC19A2	471.5976
SLC19A3	22.0669	SLC19A3	1626.6272
SLC1A1	65.9066	SLC1A1	275.1479
removed	removed	SLC1A2	72.7811
