gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
RPL28	16254.4305	RPL28	5847.4227
RPL29	13684.4525	RPL29	7810.8247
RPL30	12227.9912	RPL30	9957.2165
removed	removed	RPL31P11	8.2474
RPL31	21509.34	RPL31	10408.7629
RPL32P3	203.6938	RPL32P3	118.0155
RPL32	23076.5399	RPL32	13796.3918
RPL34	10933.9975	RPL34	9363.4021
RPL35A	13754.5742	RPL35A	7763.4021
RPL35	7367.7555	RPL35	4324.2268
RPL36AL	4180.0939	RPL36AL	3182.9897
RPL36A	22.9907	RPL36A	30.4124
RPL36	11794.9995	RPL36	4068.0412
RPL37A	12815.0206	RPL37A	11140.7216
RPL37	15679.2796	RPL37	8450.5155
RPL38	6301.753	RPL38	5206.701
RPL39L	431.459	RPL39L	100
RPL39	619.2164	RPL39	558.2474
RPL3	33535.3961	RPL3	23784.0206
RPL41	26856.2123	RPL41	14223.1959
RPL4	22953.5396	RPL4	24845.8763
RPL5	18069.1637	RPL5	15585.0515
RPL6	9667.9759	RPL6	8143.8144
RPL7A	18031.6122	RPL7A	12687.6289
RPL7L1	681.2913	RPL7L1	871.6495
RPL7	1357.2181	RPL7	1460.3093
RPL8	27266.9796	RPL8	15120.6186
RPL9	225.6921	RPL9	231.9588
RPLP0P2	46.3646	RPLP0P2	36.5979
RPLP0	27020.979	RPLP0	17689.6907
RPLP1	28596.6089	RPLP1	12771.134
RPLP2	12813.1047	RPLP2	14960.8247
RPN1	9956.8924	RPN1	5465.4639
RPN2	10264.5732	RPN2	5509.7732
RPP14	559.4406	RPP14	419.5876
RPP21	234.5052	RPP21	148.4536
RPP25	162.0845	RPP25	273.7113
RPP30	428.7767	RPP30	479.3814
RPP38	280.4866	RPP38	173.7113
RPP40	157.8695	RPP40	86.5979
RPPH1	67.0562	RPPH1	20.1031
RPRD1A	1207.7785	RPRD1A	980.9278
RPRD1B	1136.5073	RPRD1B	740.7216
RPRD2	2463.8375	RPRD2	1576.8041
RPS10P7	41.3833	RPS10P7	21.134
RPS10	6853.9132	RPS10	3871.6495
RPS11	27457.8025	RPS11	18562.3711
RPS12	16624.5809	RPS12	13005.6701
RPS13	9244.5637	RPS13	8061.3402
RPS14	23724.4947	RPS14	13057.732
RPS15AP10	6.514	removed	removed
RPS15A	15574.6719	RPS15A	9328.866
RPS15	6864.6422	RPS15	2353.0928
RPS16	12613.0855	RPS16	8804.6392
RPS17	11703.803	RPS17	9882.4742
RPS18	27677.7469	RPS18	17142.7835
RPS19BP1	536.833	RPS19BP1	877.3196
RPS19	12187.7574	RPS19	5493.8144
RPS20	14543.1555	RPS20	20107.732
RPS21	7794.9995	RPS21	3022.1649
RPS23	19722.1956	RPS23	13041.2371
RPS24	19817.2239	RPS24	14459.2784
RPS25	8535.3003	RPS25	9617.0103
RPS26	530.319	RPS26	320.1031
RPS27A	9325.4143	RPS27A	7717.5258
RPS27L	1285.5638	RPS27L	1158.2474
RPS27	1530.0316	RPS27	842.7835
RPS28	751.413	RPS28	360.8247
RPS29	8839.544	RPS29	5118.0412
RPS2P32	5.3645	RPS2P32	19.5876
RPS2	17241.4982	RPS2	8063.4021
RPS3A	7424.4659	RPS3A	4919.0722
RPS3	19656.6721	RPS3	13264.433
RPS4X	45635.0225	RPS4X	27163.9381
removed	removed	RPS4Y1	9.2784
RPS5	13911.2942	RPS5	6227.3196
RPS6KA1	1241.4982	RPS6KA1	445.3608
RPS6KA2	1136.8905	RPS6KA2	1911.8557
RPS6KA3	451.3842	RPS6KA3	2162.3711
RPS6KA4	544.4966	RPS6KA4	772.6804
RPS6KA5	392.7579	RPS6KA5	80.9278
RPS6KA6	52.4954	RPS6KA6	12.3711
RPS6KB1	642.2071	RPS6KB1	775.7732
RPS6KB2	470.9263	RPS6KB2	321.134
RPS6KC1	986.6845	RPS6KC1	613.4021
RPS6KL1	177.4116	RPS6KL1	56.1856
RPS6	32975.9556	RPS6	23082.9897
RPS7	4652.1697	RPS7	4645.3608
RPS8	20165.1499	RPS8	15314.433
RPS9	14945.4929	RPS9	9141.2371
RPSAP58	10699.4923	RPSAP58	5166.4948
RPSAP9	29.1216	RPSAP9	11.3402
RPSA	8421.4963	RPSA	3354.6392
RPTOR	642.9696	RPTOR	611.3402
RPUSD1	524.1881	RPUSD1	152.5773
RPUSD2	223.7762	RPUSD2	100
RPUSD3	395.057	RPUSD3	369.0722
RPUSD4	432.6085	RPUSD4	624.2268
RQCD1	215.3463	RQCD1	173.7113
RRAD	27.972	RRAD	73.7113
RRAGA	2322.0615	RRAGA	2278.3505
RRAGB	446.0197	RRAGB	318.0412
RRAGC	341.389	RRAGC	887.1031
RRAGD	393.9075	RRAGD	1085.567
RRAS2	103.8414	RRAS2	1270.6186
RRAS	946.4508	RRAS	1829.8969
RRBP1	8947.2172	RRBP1	5471.134
RREB1	1797.4902	RREB1	1205.6701
RRM1	2173.7714	RRM1	1513.4021
RRM2B	689.3381	RRM2B	825.2577
RRM2	936.105	RRM2	326.8041
RRN3P1	7.2804	RRN3P1	38.6598
removed	removed	RRN3P2	6.701
RRN3P3	51.1926	RRN3P3	47.6082
RRN3	1670.6581	RRN3	1041.2371
RRP12	890.8899	RRP12	290.7216
RRP15	734.1699	RRP15	424.2268
RRP1B	876.3292	RRP1B	841.2371
RRP1	422.2627	RRP1	306.701
RRP7A	452.1506	RRP7A	596.3918
RRP7B	29.2289	RRP7B	36.8505
RRP8	225.6921	RRP8	194.3299
RRP9	395.057	RRP9	193.8144
RRS1	335.6643	RRS1	242.268
RSAD1	616.151	RSAD1	579.8969
RSAD2	139.0938	RSAD2	264.9485
RSBN1L	640.2299	RSBN1L	305.2062
RSBN1	636.4594	RSBN1	512.3711
RSC1A1	288.4108	RSC1A1	319.4227
RSF1	611.5528	RSF1	818.5567
RSL1D1	4333.7484	RSL1D1	3530.9278
RSL24D1	2271.0988	RSL24D1	1751.5464
RSPH1	311.1409	removed	removed
RSPH3	185.8416	RSPH3	71.6495
RSPH4A	46.7478	removed	removed
RSPO1	41.7665	removed	removed
RSPO3	60.5422	RSPO3	230.4124
RSPO4	8.4299	RSPO4	5.1546
RSPRY1	306.5428	RSPRY1	374.7423
RSRC1	348.6924	RSRC1	281.9588
RSRC2	1081.7128	RSRC2	1086.5979
RSU1	1090.5259	RSU1	2298.4536
RTCD1	613.0855	RTCD1	660.8247
RTEL1	342.2627	RTEL1	228.0773
RTF1	2306.3512	RTF1	1294.8454
RTKN2	86.9815	RTKN2	16.4948
RTKN	593.5434	RTKN	162.8866
RTN1	148.6732	RTN1	700
RTN2	350.2251	RTN2	195.8763
RTN3	4696.2353	RTN3	8407.2165
RTN4IP1	142.5424	RTN4IP1	139.1753
RTN4RL1	1200.8813	RTN4RL1	388.6598
RTN4RL2	66.2899	RTN4RL2	13.9175
RTN4R	64.7572	RTN4R	28.3505
RTN4	8501.5806	RTN4	19815.9794
RTP4	86.5983	RTP4	87.6289
RTTN	197.7201	RTTN	120.1031
RUFY1	2127.4068	RUFY1	1319.0722
RUFY2	275.1221	RUFY2	305.6701
RUFY3	585.1135	RUFY3	839.1753
RUNDC1	1365.2649	RUNDC1	407.732
RUNDC2A	73.1871	RUNDC2A	160.3093
RUNDC2C	40.5096	RUNDC2C	33.8505
RUNDC3B	31.0375	RUNDC3B	63.9175
RUNX1T1	40.6169	RUNX1T1	270.6186
RUNX1	3948.6541	RUNX1	1174.7423
RUNX2	331.8326	RUNX2	69.5876
RUNX3	135.6452	RUNX3	96.9072
RUSC1	1411.6295	RUSC1	539.1753
RUSC2	423.4122	RUSC2	934.5361
RUVBL1	1263.416	RUVBL1	449.2887
RUVBL2	2209.0239	RUVBL2	717.5258
RWDD1	1012.7407	RWDD1	1199.4845
RWDD2A	183.9257	RWDD2A	75.2577
RWDD2B	276.2717	RWDD2B	492.7835
RWDD3	165.809	RWDD3	177.8351
RWDD4A	410.7673	RWDD4A	474.2268
RXRA	2704.0904	RXRA	4489.1753
RXRB	901.2358	RXRB	969.5876
RXRG	5.3645	RXRG	42.7835
RYBP	2001.3411	RYBP	991.7526
RYK	1431.1716	RYK	1553.0928
RYR1	80.0843	RYR1	182.9897
RYR2	5.7477	RYR2	17.0103
RYR3	10.3458	RYR3	76.8041
S100A10	4180.8602	S100A10	13220.6186
S100A11	11800.7472	S100A11	7138.1443
S100A13	1987.5467	S100A13	2582.4742
S100A14	2375.3233	S100A14	20.6186
S100A16	2973.4649	S100A16	2408.7629
S100A1	1028.451	S100A1	249.4845
S100A2	90.0469	S100A2	155.1546
S100A3	11.1122	S100A3	29.3814
S100A4	2062.2665	S100A4	14625.7732
S100A6	4984.0023	S100A6	22020.1031
S100A8	31.0375	S100A8	417.0103
S100A9	170.8976	S100A9	1304.1237
S100B	223.393	S100B	2928.3505
S100PBP	608.8706	S100PBP	593.8144
S100P	199.2528	S100P	50
S1PR1	507.7115	S1PR1	3335.0515
S1PR2	294.2811	S1PR2	656.1856
S1PR3	703.485	S1PR3	2127.732
S1PR4	24.5234	S1PR4	35.0515
S1PR5	17.243	S1PR5	12.3711
SAA1	835.3291	SAA1	7203.6082
SAA2	215.3463	SAA2	748.9691
SAA4	8.0467	SAA4	17.5258
SAAL1	246.3838	SAAL1	93.299
SAC3D1	234.122	SAC3D1	132.9897
SACM1L	1106.6194	SACM1L	1361.8557
SACS	221.094	SACS	873.7113
SAE1	2433.9496	SAE1	1904.6392
SAFB2	1320.0498	SAFB2	892.268
SAFB	1745.7611	SAFB	1304.6392
SAG	6.514	removed	removed
SALL1	44.8319	removed	removed
SALL2	805.4411	SALL2	192.268
SALL4	36.402	SALL4	5.1546
SAMD10	162.8508	SAMD10	26.8041
SAMD11	20.9905	SAMD11	10.0464
SAMD12	552.1602	SAMD12	85.0515
SAMD13	6.8972	SAMD13	21.6495
SAMD14	11.1122	removed	removed
SAMD1	359.0382	SAMD1	200
SAMD3	8.4299	SAMD3	14.433
SAMD4A	250.9819	SAMD4A	1313.4021
SAMD4B	1435.3865	SAMD4B	1448.4536
SAMD5	68.2058	SAMD5	46.9072
SAMD8	126.4489	SAMD8	350.5155
SAMD9L	1234.2178	SAMD9L	1132.4742
SAMD9	476.674	SAMD9	676.8041
SAMHD1	1143.4544	SAMHD1	3084.5155
SAMM50	791.6122	SAMM50	1312.8866
SAMSN1	150.206	SAMSN1	303.0928
SAP130	687.039	SAP130	576.2887
SAP18	2305.968	SAP18	2464.433
SAP30BP	831.4973	SAP30BP	895.8763
SAP30L	1154.1335	SAP30L	1621.134
SAP30	159.7854	SAP30	126.8041
SAPS1	1654.9478	SAPS1	1230.4124
SAPS2	535.6835	SAPS2	862.8866
SAPS3	1663.3777	SAPS3	1676.2887
SAR1A	3586.1673	SAR1A	4495.8763
SAR1B	1371.7789	SAR1B	506.1856
SARDH	11.8785	removed	removed
SARM1	96.0858	SARM1	282.933
SARNP	755.3061	SARNP	704.0206
SARS2	292.2157	SARS2	203.0928
SARS	2785.7074	SARS	2580.4124
SART1	1043.395	SART1	1029.3814
SART3	1143.0214	SART3	956.701
SASH1	1470.639	SASH1	4106.1856
SASH3	430.6926	SASH3	513.9175
SASS6	185.8416	SASS6	75.7732
SAT1	4188.5238	SAT1	7464.433
SAT2	601.207	SAT2	1190.7216
SATB1	236.4211	SATB1	801.0309
SATB2	76.2525	SATB2	201.0309
SATL1	26.8225	SATL1	35.0515
SAV1	1039.18	SAV1	1110.8247
SBDSP1	375.1317	SBDSP1	450
SBDS	1508.9568	SBDS	2957.732
SBF1	629.9454	SBF1	1438.1443
SBF2	1071.4513	SBF2	1924.2938
SBK1	510.7769	SBK1	6.701
SBNO1	533.7676	SBNO1	517.0103
SBNO2	1461.0595	SBNO2	678.866
removed	removed	SBSN	11.3402
SC4MOL	1364.1153	SC4MOL	401.0309
SC5DL	1438.8351	SC5DL	1301.0309
SC65	706.5811	SC65	382.4742
SCAF1	1871.8268	SCAF1	866.4948
SCAI	275.1221	SCAI	303.6082
SCAMP1	2476.0992	SCAMP1	1218.5567
SCAMP2	2864.259	SCAMP2	2419.5876
SCAMP3	2335.4727	SCAMP3	912.8866
SCAMP4	2676.8848	SCAMP4	894.8454
SCAMP5	370.9168	SCAMP5	186.0825
SCAND1	515.375	SCAND1	273.7113
SCAND2	145.2246	SCAND2	192.7835
SCAND3	40.6169	SCAND3	25.2577
SCAPER	284.7016	SCAPER	274.2268
SCAP	2138.9022	SCAP	1511.3196
SCARA3	892.4226	SCARA3	1851.0309
SCARA5	91.5797	SCARA5	10177.3196
SCARB1	1131.1428	SCARB1	2984.5361
SCARB2	8929.2078	SCARB2	8006.1856
SCARF1	101.9255	SCARF1	522.6804
SCARF2	342.5615	SCARF2	160.3093
SCARNA5	7.6636	removed	removed
SCARNA9	6.8972	SCARNA9	8.2474
SCCPDH	4100.0096	SCCPDH	1204.1237
SCD5	489.3189	SCD5	236.0825
SCD	5600.1533	SCD	12003.6082
removed	removed	SCEL	8.2474
SCFD1	1491.7138	SCFD1	970.6186
SCFD2	433.3748	SCFD2	414.9485
SCG2	28.7384	SCG2	7.2165
removed	removed	SCG3	13.9175
SCG5	60.159	SCG5	6.1856
SCGB1D2	38580.3238	removed	removed
SCGB2A1	1469.8726	removed	removed
SCGB2A2	81694.4152	SCGB2A2	9.7938
SCGB3A1	9.9626	removed	removed
removed	removed	SCGB3A2	5.6701
SCGN	91.5797	SCGN	5.6701
SCHIP1	201.0806	SCHIP1	230.4124
SCIN	2008.5947	SCIN	165.9794
SCLT1	124.533	SCLT1	152.0619
SCLY	170.5144	SCLY	190.2062
SCMH1	724.9737	SCMH1	874.7423
SCML1	95.7946	SCML1	211.8557
SCML2	33.7197	SCML2	68.5567
SCML4	6.514	SCML4	7.732
removed	removed	SCN11A	36.0825
SCN1B	123.0003	SCN1B	413.4021
removed	removed	SCN2A	19.0722
SCN2B	38.701	SCN2B	98.4536
SCN3A	8.8131	SCN3A	79.8969
SCN3B	18.3926	SCN3B	143.299
SCN4A	47.5141	SCN4A	581.9588
SCN4B	202.3182	SCN4B	758.7629
removed	removed	SCN5A	9.2784
SCN7A	33.7197	SCN7A	39.1753
SCN8A	9.9626	SCN8A	5.1546
SCN9A	11.4954	SCN9A	295.1959
SCNM1	663.2819	SCNM1	400.5155
SCNN1A	1849.2193	SCNN1A	31.4433
SCNN1B	43.6823	SCNN1B	288.1443
SCNN1D	16.0935	SCNN1D	7.732
SCNN1G	10.3458	removed	removed
SCO1	603.5061	SCO1	407.732
SCO2	288.1502	SCO2	238.1443
SCOC	1838.4903	SCOC	1090.7216
SCP2	4151.7387	SCP2	4350.5155
SCPEP1	3534.4382	SCPEP1	2850.5155
SCRIB	1120.797	SCRIB	596.9072
SCRN1	2311.7157	SCRN1	2395.8763
SCRN2	541.8144	SCRN2	1662.8866
SCRN3	348.6924	SCRN3	330.9278
removed	removed	SCTR	15.9794
SCT	17.6262	removed	removed
SCUBE1	90.8133	SCUBE1	50
SCUBE2	10421.6879	SCUBE2	1266.4948
SCUBE3	57.4768	SCUBE3	17.5258
SCYL1	1546.5811	SCYL1	1366.4742
SCYL2	1072.8997	SCYL2	840.2062
SCYL3	687.2191	SCYL3	292.1186
SDAD1	808.1234	SDAD1	837.1134
SDC1	7519.111	SDC1	256.1856
SDC2	3228.2786	SDC2	8955.1546
SDC3	1907.4624	SDC3	3830.4124
SDC4	9144.9373	SDC4	636.5979
SDCBP2	41.322	SDCBP2	46.3918
SDCBP	4164.3836	SDCBP	11554.6392
SDCCAG1	1043.395	SDCCAG1	882.4742
SDCCAG3	449.4683	SDCCAG3	456.1856
SDCCAG8	574.3845	SDCCAG8	458.7629
SDF2L1	295.4306	SDF2L1	169.5876
SDF2	1125.3952	SDF2	691.7526
SDF4	2953.1564	SDF4	2634.0206
SDHAF1	291.5988	SDHAF1	159.7938
SDHAF2	586.2631	SDHAF2	529.8969
SDHAP1	82.7665	SDHAP1	139.6907
SDHAP2	139.8601	SDHAP2	135.0515
SDHAP3	126.8321	SDHAP3	83.5052
SDHA	3609.158	SDHA	2647.9381
SDHB	1131.9092	SDHB	1440.2062
SDHC	4657.1511	SDHC	2110.8247
SDHD	1785.9948	SDHD	2212.8866
SDK1	142.9256	SDK1	1295.8763
SDK2	60.5422	SDK2	14.9485
SDPR	296.9633	SDPR	3809.7938
SDR16C5	102.3087	removed	removed
SDR39U1	518.1761	SDR39U1	308.7835
SDR42E1	179.7107	SDR42E1	21.134
SDSL	424.1786	SDSL	167.5258
SDS	199.636	SDS	12.8866
SEC11A	2800.2682	SEC11A	3484.0206
SEC11C	889.3572	SEC11C	318.5567
SEC13	2887.2497	SEC13	1811.8557
SEC14L1	1234.601	SEC14L1	3587.6289
SEC14L2	1403.8548	SEC14L2	165.8608
removed	removed	SEC14L5	34.5361
SEC16A	7890.0278	SEC16A	2127.8351
SEC16B	184.6307	SEC16B	217.0309
SEC1	8.0467	SEC1	10.9124
SEC22A	587.7958	SEC22A	340.7216
SEC22B	2632.8192	SEC22B	1852.5773
SEC22C	974.0397	SEC22C	673.1959
SEC23A	2150.0144	SEC23A	3092.7835
SEC23B	3384.9986	SEC23B	1051.0309
SEC23IP	1823.9295	SEC23IP	1056.1856
SEC24A	1657.2469	SEC24A	998.4536
SEC24B	1052.9744	SEC24B	1289.6907
SEC24C	3165.4373	SEC24C	2316.4948
SEC24D	2524.3797	SEC24D	1731.9588
SEC31A	6478.0151	SEC31A	5411.6237
SEC31B	25.8914	SEC31B	111.3402
SEC61A1	12119.7701	SEC61A1	7081.6856
SEC61A2	60.3008	SEC61A2	76.5258
SEC61B	1541.1438	SEC61B	1233.5052
SEC61G	1348.0218	SEC61G	706.701
SEC62	6118.9769	SEC62	5277.8351
SEC63	3101.0633	SEC63	3184.5361
SECISBP2L	863.6843	SECISBP2L	1834.5361
SECISBP2	867.8992	SECISBP2	667.0103
SECTM1	401.1879	SECTM1	363.4021
SEH1L	712.7119	SEH1L	643.8144
SEL1L3	327.6176	SEL1L3	878.866
SEL1L	10925.5676	SEL1L	4245.3608
SELENBP1	6276.8464	SELENBP1	4250
SELE	48.2805	SELE	37.1134
SELK	546.7957	SELK	497.9381
SELL	75.8693	SELL	192.7835
SELM	1613.1813	SELM	725.2577
SELO	182.3929	SELO	248.9691
SELPLG	432.9917	SELPLG	1323.7113
SELP	172.8135	SELP	932.4742
SELS	818.4692	SELS	870.6186
SELT	3411.8211	SELT	1857.2165
SEMA3A	17.6262	SEMA3A	130.4124
SEMA3B	260.9445	SEMA3B	356.701
SEMA3C	11130.5681	SEMA3C	13021.6495
SEMA3D	72.8039	SEMA3D	178.866
SEMA3E	781.3009	SEMA3E	88.1443
SEMA3F	2866.1749	SEMA3F	744.3299
SEMA3G	726.8895	SEMA3G	7357.2165
SEMA4A	783.9831	SEMA4A	146.9072
SEMA4B	1902.0979	SEMA4B	441.2371
SEMA4C	553.6929	SEMA4C	590.7216
SEMA4D	394.2906	SEMA4D	188.6598
SEMA4F	324.5522	SEMA4F	376.8041
SEMA4G	102.5922	SEMA4G	31.6392
SEMA5A	858.3198	SEMA5A	476.2887
SEMA5B	34.8692	SEMA5B	22.6804
SEMA6A	593.5434	SEMA6A	596.9072
SEMA6B	563.2723	SEMA6B	468.5567
SEMA6C	129.8975	SEMA6C	313.9175
SEMA6D	136.4115	SEMA6D	295.8763
SEMA7A	63.6076	SEMA7A	78.3505
SENP1	419.5804	SENP1	411.8557
SENP2	1086.6941	SENP2	673.1959
SENP3	777.4768	SENP3	739.9536
SENP5	702.3661	SENP5	721.6495
SENP6	1390.1715	SENP6	1493.299
SENP7	322.6363	SENP7	394.3299
SENP8	87.7479	SENP8	41.2371
SEP15	3745.1863	SEP15	3139.6907
SEPHS1	822.6842	SEPHS1	892.268
SEPHS2	2695.2773	SEPHS2	1206.1856
SEPN1	3809.1771	SEPN1	4611.3402
SEPP1	7307.3245	SEPP1	29732.6753
SEPSECS	342.5615	SEPSECS	311.3402
SEPT10	1148.0027	SEPT10	2242.268
SEPT11	2864.259	SEPT11	5257.2165
SEPT1	31.4206	SEPT1	39.6907
SEPT2	10480.6974	SEPT2	13064.9485
SEPT3	79.7011	SEPT3	11.8557
SEPT4	237.9538	SEPT4	568.0412
SEPT5	350.2251	SEPT5	243.8144
SEPT6	659.4501	SEPT6	590.2062
SEPT7P2	145.991	SEPT7P2	116.4948
SEPT7	3327.905	SEPT7	4763.4021
SEPT8	3674.8309	SEPT8	1506.201
SEPT9	4907.7498	SEPT9	3387.1134
SEPW1	5488.6483	SEPW1	2773.7113
SEPX1	551.777	SEPX1	491.2371
SERAC1	219.5613	SERAC1	205.1546
SERBP1	6069.5469	SERBP1	6382.9897
SERF1A	347.926	SERF1A	273.7113
SERF2	11804.5713	SERF2	6888.0361
SERGEF	527.6367	SERGEF	301.5464
SERHL2	104.1173	SERHL2	6.9639
SERHL	63.9908	SERHL	50.5155
SERINC1	7450.1389	SERINC1	11468.0412
SERINC2	3205.671	SERINC2	153.0928
SERINC3	3675.4478	SERINC3	3537.1134
removed	removed	SERINC4	7.8402
SERINC5	232.5893	SERINC5	182.4742
SERP1	9376.446	SERP1	2966.1289
SERP2	57.8599	SERP2	26.8041
SERPINA11	418.4309	removed	removed
SERPINA1	655.6184	SERPINA1	247.9381
SERPINA3	44646.4221	SERPINA3	722.6804
SERPINA5	328.0008	SERPINA5	299.4845
removed	removed	SERPINB13	9.2784
SERPINB1	634.9267	SERPINB1	1286.0825
SERPINB2	13.7944	SERPINB2	148.4536
removed	removed	SERPINB3	11.8557
SERPINB5	141.776	SERPINB5	36.0825
SERPINB6	1859.1819	SERPINB6	3325.7732
SERPINB7	20.6916	removed	removed
SERPINB8	153.2714	SERPINB8	326.2887
SERPINB9	121.4676	SERPINB9	257.732
SERPINC1	18.3926	removed	removed
removed	removed	SERPIND1	46.9072
SERPINE1	393.1411	SERPINE1	1103.6082
SERPINE2	712.3288	SERPINE2	830.9278
SERPINF1	5726.219	SERPINF1	17036.0825
SERPINF2	79.3179	SERPINF2	82.9897
SERPING1	5820.8641	SERPING1	25674.7423
SERPINH1	4416.8982	SERPINH1	6747.9381
SERPINI1	1298.975	SERPINI1	156.701
SERTAD1	547.1788	SERTAD1	344.8454
SERTAD2	1022.3201	SERTAD2	1091.2371
SERTAD3	1065.2361	SERTAD3	470.6186
SERTAD4	386.2439	SERTAD4	110.3093
SESN1	1006.6098	SESN1	1921.134
SESN2	476.2908	SESN2	425.7732
SESN3	73.9534	SESN3	376.2887
SESTD1	1465.2745	SESTD1	3805.6701
SETBP1	353.6737	SETBP1	582.9897
SETD1A	856.0207	SETD1A	571.6495
SETD1B	880.9273	SETD1B	803.6082
SETD2	2365.3607	SETD2	2031.4433
SETD3	1666.4431	SETD3	1744.8454
SETD4	213.4304	SETD4	165.4639
SETD5	2419.0057	SETD5	1941.2371
SETD6	134.124	SETD6	141.7887
SETD7	3284.2226	SETD7	7952.5773
SETD8	557.1415	SETD8	561.3402
SETDB1	1446.8819	SETDB1	808.2474
SETDB2	246.7669	SETDB2	412.8866
SETMAR	883.9927	SETMAR	494.3299
SETX	2005.5561	SETX	2975.2577
SET	6373.4074	SET	4003.6082
SEZ6L2	1790.593	SEZ6L2	28.3505
removed	removed	SEZ6L	7.732
SF1	4162.4677	SF1	3503.0928
SF3A1	2067.9644	SF3A1	2979.8918
SF3A2	1119.6475	SF3A2	570.6186
SF3A3	1667.5927	SF3A3	1597.4227
SF3B14	1202.7972	SF3B14	912.3711
SF3B1	6113.2292	SF3B1	5656.1856
SF3B2	3858.9903	SF3B2	4196.3918
SF3B3	2336.6223	SF3B3	2890.7216
SF3B4	2769.2308	SF3B4	914.9485
SF3B5	1320.433	SF3B5	965.4639
SF4	604.2724	SF4	397.4227
SFI1	346.7765	SFI1	94.8454
SFMBT1	566.721	SFMBT1	215.4639
SFMBT2	91.9628	SFMBT2	63.9175
SFN	600.0536	SFN	192.732
SFPQ	4176.105	SFPQ	2645.3041
SFRP1	1304.3395	SFRP1	4182.4742
SFRP2	20424.5617	SFRP2	4611.3402
SFRP4	2756.2027	SFRP4	6570.6186
SFRS11	2488.361	SFRS11	2182.9897
SFRS12IP1	690.1044	SFRS12IP1	588.6598
SFRS12	1887.9203	SFRS12	1152.0619
SFRS13A	1649.2001	SFRS13A	1197.4227
SFRS13B	7.2804	SFRS13B	17.5258
SFRS14	1281.3833	SFRS14	834.0722
SFRS15	712.3288	SFRS15	773.1959
SFRS16	336.8139	SFRS16	193.299
SFRS17A	514.6087	SFRS17A	512.3711
SFRS18	1023.8529	SFRS18	1410.8247
SFRS1	4755.2448	SFRS1	3067.0103
SFRS2B	1000.479	SFRS2B	977.3196
SFRS2IP	2295.239	SFRS2IP	3041.2371
SFRS2	2829.8918	SFRS2	1914.6804
SFRS3	4765.9738	SFRS3	3413.4021
SFRS4	1477.9193	SFRS4	2101.5464
SFRS5	2665.0062	SFRS5	2505.1546
SFRS6	3284.6058	SFRS6	1855.1546
SFRS7	1938.1167	SFRS7	1362.8866
SFRS8	567.1041	SFRS8	641.7526
SFRS9	2416.7066	SFRS9	1370.6186
SFT2D1	577.8331	SFT2D1	442.268
SFT2D2	134.4956	SFT2D2	111.3402
SFT2D3	283.9352	SFT2D3	279.8969
removed	removed	SFTPA1	22.1649
removed	removed	SFTPA2	52.0619
removed	removed	SFTPB	111.8557
SFTPD	19.5421	SFTPD	21.6495
SFXN1	904.6844	SFXN1	328.866
SFXN2	501.9638	SFXN2	130.9278
SFXN3	656.3847	SFXN3	1355.1546
SFXN4	331.8326	SFXN4	242.7835
SFXN5	181.2434	SFXN5	229.8969
removed	removed	SGCA	41.2371
SGCB	1060.2548	SGCB	2473.7113
SGCD	360.9541	SGCD	745.3608
SGCE	612.3192	SGCE	1375.2577
SGCG	16.0935	SGCG	296.9072
SGEF	358.655	SGEF	289.1753
SGIP1	67.8226	SGIP1	36.0825
SGK196	32.9533	SGK196	42.7835
SGK1	1182.1056	SGK1	2351.0309
SGK223	1725.8358	SGK223	542.7835
SGK269	1187.4701	SGK269	2519.0722
SGK2	31.4206	SGK2	282.4742
SGK3	451.6754	SGK3	481.1031
SGK494	32.9533	SGK494	14.433
SGMS1	654.852	SGMS1	1101.5464
SGMS2	1254.9095	SGMS2	945.3608
SGOL1	45.5982	SGOL1	13.4021
SGOL2	192.3556	SGOL2	130.9278
SGPL1	3132.1008	SGPL1	1251.5464
SGPP1	308.4587	SGPP1	652.0619
SGPP2	7.6636	SGPP2	6.1856
SGSH	916.9461	SGSH	680.4124
SGSM1	25.2898	SGSM1	34.0206
SGSM2	1483.667	SGSM2	739.6907
SGSM3	625.3473	SGSM3	618.5567
SGTA	1660.6955	SGTA	971.134
SGTB	135.7908	SGTB	400.067
SH2B1	703.1325	SH2B1	630.9278
SH2B2	25.2898	SH2B2	17.0103
SH2B3	623.0482	SH2B3	2077.8351
SH2D1A	13.0281	SH2D1A	25.2577
removed	removed	SH2D1B	7.2165
SH2D2A	12.6449	SH2D2A	24.7423
SH2D3A	303.4773	SH2D3A	11.8557
SH2D3C	223.0099	SH2D3C	690.7216
SH2D4A	842.9926	SH2D4A	305.6701
SH3BGRL2	269.3745	SH3BGRL2	1492.7835
SH3BGRL3	5197.8159	SH3BGRL3	7320.1031
SH3BGRL	23949.8036	SH3BGRL	3910.8093
SH3BGR	77.4021	SH3BGR	61.8557
SH3BP1	150.5738	SH3BP1	228.866
SH3BP2	597.3752	SH3BP2	1278.3505
SH3BP4	4750.2634	SH3BP4	1117.5258
SH3BP5L	1305.1059	SH3BP5L	700
SH3BP5	1265.7841	SH3BP5	3685.5103
SH3D19	1370.2462	SH3D19	8901.5464
SH3GL1	1899.4157	SH3GL1	1500.5155
SH3GL2	8.0467	SH3GL2	12.8866
