gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
ENDOU	5.8407	ENDOU	6.145
ENGASE	226.4405	ENGASE	408.0295
ENG	2245.5352	ENG	3206.0631
ENHO	5.8407	ENHO	72.9209
ENO1	10568.5724	ENO1	25414.1745
ENO2	120.4089	ENO2	376.8947
ENO3	38.6387	ENO3	44.2442
ENOPH1	920.1393	ENOPH1	914.3794
ENOSF1	731.1109	ENOSF1	545.4486
ENOX1	58.4073	ENOX1	54.8955
ENOX2	194.5412	ENOX2	438.3449
ENPEP	151.8589	ENPEP	249.0782
ENPP1	717.0617	ENPP1	642.3597
ENPP2	53.4651	ENPP2	1169.6026
ENPP3	6091.4299	ENPP3	141.7452
ENPP4	39.5372	ENPP4	357.6403
ENPP5	247.1077	ENPP5	920.1147
removed	removed	ENPP6	149.9385
ENSA	5599.4609	ENSA	3540.762
ENTPD1	1354.5996	ENTPD1	1179.0209
ENTPD2	240.3684	ENTPD2	670.6268
ENTPD3	475.3454	ENTPD3	36.8701
ENTPD4	322.5879	ENTPD4	450.635
ENTPD5	1848.4825	ENTPD5	304.7071
ENTPD6	1910.8166	ENTPD6	2360.508
ENTPD7	1230.7087	ENTPD7	302.458
removed	removed	ENTPD8	13.1094
ENY2	452.4318	ENY2	364.195
EP300	2342.1319	EP300	3494.4695
EP400NL	43.1315	EP400NL	66.3662
EP400	1636.3024	EP400	2262.5973
EPAS1	2087.8356	EPAS1	4017.2061
EPB41L1	367.0673	EPB41L1	2146.6612
EPB41L2	766.4832	EPB41L2	1709.1356
EPB41L3	1072.8968	EPB41L3	286.358
EPB41L4A	812.3105	EPB41L4A	453.093
EPB41L4B	1223.4078	EPB41L4B	1090.127
EPB41L5	404.8074	EPB41L5	660.3851
EPB41	1048.7925	EPB41	1311.1061
EPB49	33.6965	EPB49	479.7214
EPC1	461.4175	EPC1	830.3974
EPC2	477.5918	EPC2	950.8398
EPCAM	11215.5453	EPCAM	4547.7263
EPDR1	204.8748	EPDR1	303.1544
EPHA10	80.4223	EPHA10	124.5391
EPHA1	473.9975	EPHA1	477.2634
EPHA2	396.7202	EPHA2	1732.4867
EPHA3	50.3201	EPHA3	23.7608
EPHA4	119.9596	EPHA4	637.8533
EPHA7	5.3914	EPHA7	406.3908
EPHB1	17.5222	EPHB1	643.9984
EPHB2	91.2052	EPHB2	50.3892
EPHB3	985.7351	EPHB3	10727.5707
EPHB4	2308.8846	EPHB4	3933.6338
EPHB6	97.9445	EPHB6	220.4015
EPHX1	1276.873	EPHX1	1419.9099
EPHX2	2031.2254	EPHX2	1424.0066
EPHX3	8.0872	EPHX3	17.2061
removed	removed	EPHX4	124.5391
EPM2AIP1	1235.9879	EPM2AIP1	1423.5969
EPM2A	177.4683	EPM2A	210.5694
EPN1	2435.1342	EPN1	1904.5473
EPN2	1394.5861	EPN2	1075.7886
EPN3	5751.3198	EPN3	482.1794
EPOR	44.0301	EPOR	82.7079
EPPK1	39.5372	EPPK1	889.7993
EPR1	252.8766	EPR1	52.0401
EPRS	4913.4	EPRS	3947.9721
EPS15L1	754.8018	EPS15L1	694.7972
EPS15	1609.7945	EPS15	1550.1844
EPS8L1	887.7906	EPS8L1	490.7825
EPS8L2	2173.6493	EPS8L2	1465.383
EPS8L3	15.2757	removed	removed
EPS8	398.9666	EPS8	1036.0508
EPSTI1	154.5546	EPSTI1	97.0914
EPT1	1549.1228	EPT1	1319.5248
EPYC	110.9738	removed	removed
ERAL1	1687.0718	ERAL1	1009.0127
ERAP1	2271.4905	ERAP1	2255.637
ERAP2	510.3898	ERAP2	845.1454
ERBB2IP	2416.2642	ERBB2IP	2287.9967
ERBB2	240416.4888	ERBB2	8511.2659
ERBB3	5995.7318	ERBB3	7912.7407
ERBB4	51.2187	ERBB4	1389.1848
ERC1	1230.1471	ERC1	1470.2991
ERC2	8.5364	ERC2	12.6997
ERCC1	911.1535	ERCC1	1419.5002
ERCC2	394.4199	ERCC2	490.3728
ERCC3	1018.9824	ERCC3	1267.1036
ERCC4	182.8597	ERCC4	362.1467
ERCC5	1781.422	ERCC5	1515.3626
ERCC6L	116.8146	ERCC6L	34.8218
ERCC6	332.4003	ERCC6	400.4875
ERCC8	168.4825	ERCC8	186.399
removed	removed	EREG	14.3384
ERF	532.4048	ERF	1364.6047
ERGIC1	11673.3685	ERGIC1	4215.4855
ERGIC2	1154.667	ERGIC2	746.8251
ERGIC3	4883.2978	ERGIC3	4249.0782
ERG	231.3827	ERG	486.2761
ERH	1891.4972	ERH	1326.0959
ERI1	268.6735	ERI1	346.5793
ERI2	544.1941	ERI2	423.1872
ERI3	789.3968	ERI3	805.8173
ERICH1	127.1482	ERICH1	247.8492
ERLEC1	2449.5114	ERLEC1	1329.3732
ERLIN1	1030.2145	ERLIN1	1380.9914
ERLIN2	2717.2863	ERLIN2	2577.2224
ERMAP	442.5475	ERMAP	613.6829
ERMP1	1809.7585	ERMP1	1969.4674
ERN1	274.9635	ERN1	355.1823
ERO1LB	1409.8618	ERO1LB	390.0041
ERO1L	701.3366	ERO1L	369.9304
ERP27	887.3413	ERP27	22.9414
ERP29	7332.8092	ERP29	3606.7186
ERP44	1079.1868	ERP44	1294.1417
ERRFI1	446.591	ERRFI1	2882.8349
ESAM	605.6385	ESAM	537.075
ESCO1	628.1029	ESCO1	627.6116
ESCO2	149.6125	ESCO2	47.5215
ESD	2041.559	ESD	1765.6698
ESF1	310.4571	ESF1	475.2151
ESM1	156.8011	ESM1	161.8189
ESPL1	103.336	ESPL1	146.6612
removed	removed	ESPNL	23.3511
ESPN	236.7741	ESPN	49.5698
ESR1	70.0887	ESR1	2185.5797
ESR2	8.5364	ESR2	6.5547
ESRP1	4014.8265	ESRP1	2582.9578
ESRP2	2903.7403	ESRP2	1319.5412
ESRRA	1033.8088	ESRRA	823.433
removed	removed	ESRRB	197.4601
ESRRG	925.0814	ESRRG	362.966
ESYT1	1944.9624	ESYT1	3651.3724
ESYT2	2061.7769	ESYT2	4029.9058
ESYT3	7.1886	ESYT3	108.1524
ETAA1	361.2266	ETAA1	437.1159
ETF1	3625.7441	ETF1	3134.7808
ETFA	6082.4441	ETFA	876.6899
ETFB	2885.3196	ETFB	1804.5883
ETFDH	626.755	ETFDH	494.4695
ETHE1	708.5207	ETHE1	676.3621
ETNK1	1306.9752	ETNK1	1310.5285
ETNK2	4084.4659	ETNK2	303.5641
ETS1	1236.4372	ETS1	1710.7743
ETS2	743.5696	ETS2	1131.5035
ETV1	487.9254	ETV1	1024.9898
ETV2	15.725	ETV2	15.9771
removed	removed	ETV3L	138.8775
ETV3	95.2488	ETV3	565.3421
ETV4	8.0872	ETV4	1109.7911
ETV5	441.1996	ETV5	2462.925
ETV6	983.938	ETV6	5207.2921
ETV7	27.8558	ETV7	10.6514
EVC2	43.5808	EVC2	188.4474
EVC	385.4162	EVC	1101.7124
EVI2A	131.641	EVI2A	63.9082
EVI2B	194.9905	EVI2B	131.0938
EVI5L	350.4437	EVI5L	333.8796
EVI5	338.7622	EVI5	394.9201
EVL	624.5086	EVL	2140.1065
EVPL	598.45	EVPL	911.102
EWSR1	5576.5472	EWSR1	3654.6497
EXD2	974.503	EXD2	1138.8775
EXD3	101.5388	EXD3	240.4752
EXO1	187.8019	EXO1	59.8116
EXOC1	846.4563	EXOC1	1064.3179
EXOC2	865.7756	EXOC2	964.7685
EXOC3L2	70.9873	EXOC3L2	38.9185
EXOC3L	88.7836	EXOC3L	77.456
EXOC3	1069.7518	EXOC3	1451.0447
EXOC4	872.9642	EXOC4	1861.9418
EXOC5	1319.5552	EXOC5	1235.1495
EXOC6B	157.2504	EXOC6B	208.9308
EXOC6	728.7431	EXOC6	497.7468
EXOC7	3265.4162	EXOC7	3409.2585
EXOC8	360.328	EXOC8	534.617
EXOG	106.481	EXOG	103.2364
EXOSC10	1019.8809	EXOSC10	1799.2626
EXOSC1	389.0823	EXOSC1	293.7321
EXOSC2	386.8359	EXOSC2	537.8943
EXOSC3	206.2226	EXOSC3	274.4777
EXOSC4	344.1537	EXOSC4	321.5895
EXOSC5	333.8201	EXOSC5	596.0672
EXOSC6	273.6156	EXOSC6	274.4777
EXOSC7	629.4507	EXOSC7	498.9758
EXOSC8	200.2471	EXOSC8	260.0287
EXOSC9	518.9532	EXOSC9	378.2917
EXPH5	598.8992	EXPH5	469.8894
EXT1	680.6694	EXT1	1037.2798
EXT2	2545.2095	EXT2	2002.8677
EXTL1	9.8843	EXTL1	461.696
EXTL2	247.557	EXTL2	558.3777
EXTL3	658.6544	EXTL3	1430.9709
removed	removed	EYA1	13.519
EYA2	72.7845	EYA2	1263.4166
EYA3	80.8716	EYA3	215.4855
EYA4	176.5697	removed	removed
EYS	87.1616	EYS	13.9287
EZH1	303.2686	EZH1	1193.3634
EZH2	204.8748	EZH2	164.6866
EZR	5351.0053	EZR	3945.9238
F10	5.8407	F10	40.1475
F11R	5941.3771	F11R	3630.0696
F12	27.8558	F12	60.2212
F13A1	316.7472	F13A1	79.066
F2RL1	731.4388	F2RL1	407.6198
F2RL2	7.1886	F2RL2	131.9132
F2RL3	37.7401	F2RL3	12.29
F2R	641.1322	F2R	499.7952
F3	167.584	F3	476.8537
F5	55.7116	F5	28.2671
F8A1	263.282	F8A1	99.1397
F8	249.8034	F8	503.0725
FA2H	97.0459	FA2H	324.4572
FAAH2	620.465	FAAH2	168.3736
FAAH	960.1258	FAAH	293.3224
FABP3	163.0911	FABP3	120.0328
FABP4	33.2472	FABP4	2864.8095
FABP5	38.1894	FABP5	68.8243
FABP6	26.5079	removed	removed
FABP7	10016.399	FABP7	857.4355
FADD	881.5006	FADD	621.4666
FADS1	142.8732	FADS1	281.442
FADS2	420.9817	FADS2	531.3396
FADS3	63.3494	FADS3	179.8443
FAF1	643.8279	FAF1	1025.3994
FAF2	1882.5115	FAF2	1493.2405
FAHD1	660.4515	FAHD1	433.814
FAHD2A	276.3114	FAHD2A	347.8083
FAHD2B	181.0626	FAHD2B	426.0549
FAH	5085.4768	FAH	412.9455
FAIM2	79.0745	FAIM2	242.5236
FAIM3	22.0151	FAIM3	59.8116
FAIM	314.95	FAIM	187.2184
FAM100A	454.2289	FAM100A	356.0016
FAM100B	676.1766	FAM100B	560.4261
FAM101A	221.4984	FAM101A	130.2745
FAM101B	427.2717	FAM101B	341.2536
FAM102A	3410.5358	FAM102A	2647.2757
FAM102B	426.8224	FAM102B	1152.3966
FAM103A1	561.6084	FAM103A1	355.1823
FAM104A	921.1008	FAM104A	627.5379
FAM104B	252.4992	FAM104B	223.2692
FAM105A	1215.77	FAM105A	210.1598
FAM105B	571.0435	FAM105B	379.3527
removed	removed	FAM106A	12.6997
removed	removed	FAM106C	9.832
FAM107A	870.7177	FAM107A	243.3429
FAM107B	2832.753	FAM107B	894.7153
FAM108A1	571.942	FAM108A1	440.3933
FAM108B1	225.0927	FAM108B1	428.1032
FAM108C1	536.8977	FAM108C1	643.9984
FAM109A	343.2551	FAM109A	386.7268
FAM109B	151.4096	FAM109B	209.3404
FAM10A4	544.9848	FAM10A4	554.281
FAM110A	1078.7375	FAM110A	402.2941
FAM110B	333.3708	FAM110B	351.4953
FAM110C	23.3629	FAM110C	24.9898
FAM111A	1531.6186	FAM111A	913.9697
FAM111B	1463.327	FAM111B	243.3429
FAM113A	432.6631	FAM113A	460.0574
FAM113B	66.0452	FAM113B	217.9476
FAM114A1	777.7154	FAM114A1	467.0217
FAM114A2	492.8676	FAM114A2	401.0651
FAM115A	194.5412	FAM115A	834.9037
FAM115C	149.0104	FAM115C	941.696
FAM116A	459.6204	FAM116A	836.1327
FAM116B	271.8185	FAM116B	185.9893
FAM117A	692.8002	FAM117A	776.3212
FAM117B	301.9207	FAM117B	620.6473
FAM118A	290.6885	FAM118A	455.9607
FAM118B	279.4564	FAM118B	193.773
FAM119A	363.473	FAM119A	174.109
FAM119B	264.6299	FAM119B	598.9349
FAM120AOS	826.6562	FAM120AOS	1110.2048
FAM120A	3577.2526	FAM120A	4539.1192
FAM120B	651.4658	FAM120B	1094.2237
FAM120C	252.0499	FAM120C	384.6784
FAM122A	254.7456	FAM122A	941.0078
FAM122B	431.3153	FAM122B	615.7313
FAM122C	21.5658	FAM122C	23.3511
FAM123B	86.7123	FAM123B	339.2052
FAM124A	6.29	FAM124A	39.7378
FAM124B	34.1458	FAM124B	46.7022
FAM125A	691.003	FAM125A	609.5862
FAM125B	169.8304	FAM125B	447.3576
FAM126A	238.122	FAM126A	1278.984
FAM126B	342.8058	FAM126B	506.7595
FAM127A	1300.2359	FAM127A	1014.7481
FAM127B	764.2368	FAM127B	732.8964
FAM127C	835.2241	FAM127C	587.4642
FAM128A	173.4247	FAM128A	353.134
FAM128B	900.8199	FAM128B	1270.381
FAM129A	4648.7701	FAM129A	4951.2495
FAM129B	4731.4388	FAM129B	4793.1176
FAM131A	132.9889	FAM131A	395.7395
FAM131B	44.4794	FAM131B	77.837
removed	removed	FAM131C	24.5801
FAM133B	47.6244	FAM133B	111.0201
FAM134A	2061.3276	FAM134A	2946.3335
FAM134B	450.6346	FAM134B	487.5051
FAM134C	1249.0172	FAM134C	2073.7403
FAM135A	53.9144	FAM135A	307.2511
FAM136A	712.5688	FAM136A	837.7714
FAM13AOS	85.8048	FAM13AOS	40.6309
FAM13A	564.7624	FAM13A	1504.6374
FAM13B	735.4555	FAM13B	1726.3212
FAM13C	118.769	FAM13C	240.3277
FAM149A	13.9279	FAM149A	110.2007
FAM149B1	372.4587	FAM149B1	666.1204
removed	removed	FAM150B	293.7321
FAM151B	52.1173	FAM151B	21.7124
removed	removed	FAM153A	20.4834
FAM154B	57.5087	FAM154B	38.0991
FAM155A	39.5372	FAM155A	14.3384
FAM155B	94.3502	FAM155B	67.5952
FAM156A	265.0792	FAM156A	625.1536
removed	removed	FAM157A	11.061
removed	removed	FAM157B	5.7354
FAM158A	300.1236	FAM158A	75.3789
FAM159A	6.29	removed	removed
FAM160A1	147.8153	FAM160A1	340.0246
FAM160A2	596.2035	FAM160A2	834.9037
FAM160B1	630.3493	FAM160B1	668.1688
FAM160B2	1134.8983	FAM160B2	1270.7907
FAM161A	18.87	FAM161A	96.272
FAM161B	187.42	FAM161B	256.3785
FAM162A	1466.0227	FAM162A	594.4285
FAM162B	11.2322	FAM162B	13.9287
FAM164A	146.4675	FAM164A	346.1696
FAM164C	48.523	FAM164C	89.3077
FAM165B	159.0475	FAM165B	321.1798
removed	removed	FAM166B	19.6641
FAM167A	188.7004	FAM167A	164.2769
FAM167B	64.248	FAM167B	52.0279
FAM168A	217.4548	FAM168A	367.0627
FAM168B	2708.3006	FAM168B	3895.9443
FAM169A	34.5951	FAM169A	107.7427
FAM171A1	176.5697	FAM171A1	1323.6379
FAM171A2	23.3629	FAM171A2	19.6641
FAM171B	75.4802	FAM171B	412.5358
FAM172A	539.5934	FAM172A	1119.6231
FAM173A	152.3082	FAM173A	86.0303
FAM173B	409.7495	FAM173B	195.002
FAM174A	347.2987	FAM174A	298.6481
FAM174B	2723.127	FAM174B	1186.399
FAM175A	167.5256	FAM175A	350.4015
FAM175B	524.7669	FAM175B	548.5457
FAM176A	43.5808	FAM176A	165.0963
FAM176B	160.6829	FAM176B	173.7689
FAM177A1	1387.8468	FAM177A1	643.9984
FAM178A	664.0458	FAM178A	934.0434
removed	removed	FAM178B	7.7837
FAM179B	422.7788	FAM179B	939.3691
FAM180A	41.3344	FAM180A	29.9058
removed	removed	FAM181B	58.5825
removed	removed	FAM182B	8.603
FAM184A	13.4786	FAM184A	183.1217
removed	removed	FAM184B	58.5047
FAM185A	67.8423	FAM185A	135.1905
removed	removed	FAM186A	6.145
FAM186B	17.0729	FAM186B	36.4605
FAM188A	1010.8952	FAM188A	494.4695
FAM188B	107.5053	FAM188B	179.5412
FAM189A2	36.3922	FAM189A2	1836.5424
FAM189B	288.4421	FAM189B	798.4433
removed	removed	FAM18A	16.9889
FAM18B2	157.4481	FAM18B2	167.3249
FAM18B	695.0466	FAM18B	602.6219
FAM190A	31.8994	FAM190A	169.193
FAM190B	732.3374	FAM190B	1776.7308
FAM192A	1408.0647	FAM192A	1233.5109
FAM193A	723.3517	FAM193A	1010.2417
FAM193B	473.5482	FAM193B	868.0868
FAM195A	335.6172	FAM195A	210.5694
FAM195B	1084.1289	FAM195B	1196.6407
FAM196A	6.7393	FAM196A	7.7837
removed	removed	FAM196B	1590.7415
FAM198A	37.7401	FAM198A	160.1803
FAM198B	4137.0325	FAM198B	4594.4285
FAM199X	903.0664	FAM199X	519.8689
removed	removed	FAM19A2	18.8447
removed	removed	FAM19A3	13.9287
FAM19A5	107.3795	FAM19A5	149.5289
FAM200A	88.9588	FAM200A	239.2462
FAM200B	480.7368	FAM200B	436.7063
FAM20A	84.4659	FAM20A	289.2257
FAM20B	1011.7938	FAM20B	1726.7513
FAM20C	731.8881	FAM20C	551.0037
FAM21A	652.8137	FAM21A	643.5887
FAM21B	581.8264	FAM21B	610.8152
FAM21C	1235.5386	FAM21C	1395.7395
FAM22A	66.0452	FAM22A	67.5952
FAM22D	60.6537	FAM22D	124.9488
FAM22G	8.0872	removed	removed
FAM24B	6.7393	FAM24B	15.0266
FAM26E	195.4397	FAM26E	62.2696
FAM26F	28.3051	FAM26F	48.3408
removed	removed	FAM27A	18.0254
removed	removed	FAM27C	19.2544
FAM32A	1807.9299	FAM32A	1467.841
FAM35A	738.6274	FAM35A	635.3953
FAM35B2	58.4073	FAM35B2	61.0406
FAM35B	223.2955	FAM35B	212.2081
FAM36A	891.8971	FAM36A	395.637
FAM38A	4361.3658	FAM38A	2162.499
FAM38B	94.7995	FAM38B	14.3384
FAM3A	632.1465	FAM3A	650.9627
FAM3B	33.6965	FAM3B	1002.0483
FAM3C	456.0261	FAM3C	811.5526
FAM3D	13.9279	FAM3D	727.161
FAM40A	899.9214	FAM40A	847.6034
FAM40B	12.58	FAM40B	34.4121
FAM41C	16.6236	FAM41C	15.5674
FAM43A	77.7266	FAM43A	170.8316
FAM43B	35.0444	FAM43B	17.6157
FAM45A	301.0221	FAM45A	348.6276
FAM45B	116.3653	FAM45B	170.0123
FAM46A	580.4785	FAM46A	715.6903
FAM46B	26.9572	FAM46B	315.8542
FAM46C	406.1552	FAM46C	544.8587
FAM47E	141.2153	FAM47E	166.1245
FAM48A	915.3319	FAM48A	1010.3523
FAM49A	22.9136	FAM49A	175.338
FAM49B	448.8375	FAM49B	550.594
FAM50A	1169.9427	FAM50A	488.3245
FAM50B	292.4857	FAM50B	239.2462
FAM53A	33.2472	FAM53A	49.5698
FAM53B	687.5974	FAM53B	789.9877
FAM53C	1100.7526	FAM53C	2018.0213
FAM54A	58.8566	FAM54A	12.6997
FAM54B	937.1268	FAM54B	960.467
FAM55C	1051.331	FAM55C	513.3142
FAM57A	114.1188	FAM57A	231.8722
FAM58A	340.1101	FAM58A	222.4498
FAM59A	300.1236	FAM59A	233.5109
removed	removed	FAM5B	29.9058
FAM5C	841.9634	FAM5C	83.1626
FAM60A	568.797	FAM60A	2222.0401
FAM63A	476.244	FAM63A	885.7026
FAM63B	207.1212	FAM63B	451.864
FAM64A	37.7401	FAM64A	31.9541
FAM65A	1009.0981	FAM65A	973.3716
FAM65B	54.813	FAM65B	59.4019
FAM65C	354.038	FAM65C	42.1958
removed	removed	FAM66A	8.1934
FAM66C	5.8407	FAM66C	31.5444
removed	removed	FAM66D	27.837
FAM69A	490.6211	FAM69A	225.7272
FAM69B	95.2533	FAM69B	306.1983
FAM70A	122.206	FAM70A	173.6993
FAM70B	27.4065	FAM70B	15.9771
FAM71D	19.7686	FAM71D	18.4351
FAM71E1	38.7285	FAM71E1	95.2519
removed	removed	FAM71F2	15.5674
FAM72A	14.3772	removed	removed
FAM72B	50.7694	FAM72B	29.4961
FAM72D	25.6093	FAM72D	17.6157
FAM73A	1203.1899	FAM73A	634.9857
FAM73B	395.8216	FAM73B	479.3118
FAM76A	221.0491	FAM76A	243.7526
FAM76B	193.1933	FAM76B	345.7599
FAM78A	176.5697	FAM78A	116.3458
FAM78B	17.9715	FAM78B	38.5088
removed	removed	FAM7A3	6.9644
FAM81A	8.5364	FAM81A	205.6534
removed	removed	FAM81B	20.0737
FAM82A1	144.221	FAM82A1	85.6206
FAM82A2	1538.8071	FAM82A2	1180.6637
FAM82B	1058.5196	FAM82B	748.0541
FAM83A	21.1165	FAM83A	7.7837
FAM83B	75.9295	FAM83B	165.9156
FAM83D	239.0206	FAM83D	68.8243
removed	removed	FAM83E	91.356
FAM83F	184.2076	FAM83F	321.5895
FAM83G	31.0008	FAM83G	187.1897
FAM83H	1547.7929	FAM83H	1957.3945
FAM84A	85.3645	FAM84A	493.2405
FAM84B	4575.5363	FAM84B	2595.2478
FAM86A	460.3482	FAM86A	270.9545
FAM86B1	69.1902	FAM86B1	244.9816
removed	removed	FAM86B2	22.9414
FAM86C	197.2369	FAM86C	150.3482
FAM86D	79.5238	FAM86D	263.007
FAM89A	61.5523	FAM89A	74.9693
FAM89B	1156.9134	FAM89B	761.5731
FAM8A1	2023.5876	FAM8A1	1578.8611
removed	removed	FAM90A1	39.7378
FAM91A1	840.1662	FAM91A1	987.3003
FAM92A1	62.0016	FAM92A1	103.2364
removed	removed	FAM95B1	28.6768
FAM96A	776.8168	FAM96A	497.3372
FAM96B	471.7511	FAM96B	408.0295
FAM98A	2162.4172	FAM98A	897.1733
FAM98B	100.6402	FAM98B	441.2126
FAM98C	291.1378	FAM98C	269.5617
FANCA	126.9505	FANCA	104.5104
FANCB	15.725	FANCB	27.8574
FANCC	367.5166	FANCC	312.1671
FANCD2	329.3272	FANCD2	275.7067
FANCE	78.6252	FANCE	131.0938
FANCF	541.8398	FANCF	589.9222
FANCG	115.4667	FANCG	317.0832
FANCI	722.2419	FANCI	423.8058
FANCL	276.4911	FANCL	412.7612
FANCM	109.1767	FANCM	234.3302
FANK1	125.8003	FANK1	83.1626
FAP	1172.6384	FAP	81.1143
FAR1	774.1211	FAR1	1195.8214
FAR2	442.498	FAR2	101.8394
FARP1	1461.5298	FARP1	4398.1975
FARP2	260.137	FARP2	429.7419
FARS2	299.225	FARS2	270.7907
FARSA	1354.1503	FARSA	1181.483
FARSB	1070.2011	FARSB	1000
removed	removed	FASLG	8.1934
FASN	63322.9249	FASN	9472.7571
FASTKD1	248.9049	FASTKD1	390.0041
FASTKD2	823.0933	FASTKD2	1013.9287
FASTKD3	178.8161	FASTKD3	164.2769
FASTKD5	760.1932	FASTKD5	428.1032
FASTK	847.8041	FASTK	727.9803
FAS	425.0253	FAS	272.839
FAT1	2634.1683	FAT1	6324.8669
removed	removed	FAT2	3140.5162
FAT3	12.58	FAT3	54.0762
FAT4	199.034	FAT4	417.4519
FAU	4984.8366	FAU	8303.1544
FBF1	131.9286	FBF1	188.0868
FBLIM1	617.32	FBLIM1	1498.5662
removed	removed	FBLL1	20.4834
FBLN1	3114.0065	FBLN1	1590.3318
FBLN2	3542.6261	FBLN2	1838.1811
FBLN5	1115.1297	FBLN5	1249.0782
FBLN7	45.378	FBLN7	118.8038
FBL	1244.9736	FBL	5603.8509
FBN1	6107.1549	FBN1	1894.7153
FBN2	2457.1493	FBN2	41.7862
removed	removed	FBN3	12.29
FBP1	805.5712	FBP1	788.6112
FBRSL1	506.7955	FBRSL1	667.3494
FBRS	1417.4997	FBRS	1607.1282
FBXL12	267.3256	FBXL12	338.3859
removed	removed	FBXL13	18.0254
FBXL14	764.6861	FBXL14	907.8247
FBXL15	183.7583	FBXL15	136.8292
FBXL16	97.9445	FBXL16	315.4445
FBXL17	644.7265	FBXL17	722.245
FBXL18	400.7638	FBXL18	566.9807
FBXL19	403.0102	FBXL19	614.9119
FBXL20	205.7733	FBXL20	181.0733
FBXL22	54.166	FBXL22	114.9734
FBXL2	343.7044	FBXL2	189.2667
FBXL3	2508.8173	FBXL3	1588.6932
FBXL4	206.6719	FBXL4	392.4621
FBXL5	2681.7927	FBXL5	2435.4773
FBXL6	186.3147	FBXL6	180.2376
FBXL7	410.1988	FBXL7	308.4801
FBXL8	105.7037	FBXL8	69.1028
FBXO10	135.2578	FBXO10	309.3118
FBXO11	1160.957	FBXO11	1630.4793
FBXO15	93.0024	FBXO15	37.2798
FBXO16	206.326	FBXO16	58.9922
FBXO17	57.0594	FBXO17	195.4117
FBXO18	2555.1926	FBXO18	1619.8279
FBXO21	1186.5663	FBXO21	1397.7878
FBXO22OS	176.8572	FBXO22OS	59.3609
FBXO22	1211.8881	FBXO22	470.34
FBXO24	5.3914	FBXO24	18.0787
FBXO25	466.8089	FBXO25	563.2937
FBXO27	264.6299	FBXO27	177.3863
FBXO28	1021.6781	FBXO28	1282.671
removed	removed	FBXO2	411.3068
FBXO30	279.0071	FBXO30	485.4568
FBXO31	518.0276	FBXO31	859.8935
FBXO32	299.225	FBXO32	1786.1532
FBXO33	319.4429	FBXO33	320.7702
FBXO34	527.0134	FBXO34	926.2597
FBXO36	196.3383	FBXO36	138.8775
FBXO38	1700.1011	FBXO38	784.9242
FBXO3	710.3224	FBXO3	806.227
FBXO41	47.1751	FBXO41	190.086
FBXO42	620.0157	FBXO42	524.7849
FBXO43	7.1886	removed	removed
FBXO44	112.771	FBXO44	461.2864
FBXO45	595.7542	FBXO45	586.2351
FBXO46	486.1283	FBXO46	603.0315
FBXO48	26.5079	FBXO48	36.0508
FBXO4	359.4294	FBXO4	245.3912
FBXO5	81.7702	FBXO5	183.941
FBXO6	148.2646	FBXO6	160.5899
FBXO7	1059.8675	FBXO7	2036.4605
FBXO8	590.6369	FBXO8	489.8402
FBXO9	1048.186	FBXO9	1144.2032
FBXW11	1050.4324	FBXW11	1298.6481
FBXW2	3961.3613	FBXW2	1915.1987
FBXW4	1105.2454	FBXW4	1577.6321
FBXW5	1957.9917	FBXW5	1428.5129
FBXW7	313.6022	FBXW7	1092.1753
removed	removed	FBXW8	445.3093
FBXW9	408.9902	FBXW9	446.7268
FCER1A	5.3914	FCER1A	41.3765
FCER1G	402.5609	FCER1G	84.3916
FCF1	776.3675	FCF1	857.8451
FCGBP	531.5062	FCGBP	1174.5186
FCGR1A	103.3135	FCGR1A	8.8652
FCGR1B	88.9588	FCGR1B	12.29
FCGR1C	31.4501	removed	removed
FCGR2A	606.0878	FCGR2A	192.1344
FCGR2B	91.6545	FCGR2B	18.4351
FCGR2C	20.6672	FCGR2C	8.1934
FCGR3A	731.8881	FCGR3A	349.0373
FCGRT	649.6687	FCGRT	3219.1725
FCHO1	6.29	FCHO1	121.6714
FCHO2	689.2059	FCHO2	877.5092
FCHSD1	115.9834	FCHSD1	289.8197
FCHSD2	262.6575	FCHSD2	691.7821
removed	removed	FCN1	6.9644
FCN2	574.1885	removed	removed
FCN3	33.6965	FCN3	24.9898
removed	removed	FCRL2	5.3257
FCRL5	25.1601	FCRL5	30.3154
removed	removed	FCRL6	6.145
FCRLB	9.8843	FCRLB	9.832
FDFT1	6279.2317	FDFT1	2710.7743
FDPS	2742.3475	FDPS	1471.2986
FDX1L	183.5112	FDX1L	157.7141
FDX1	620.9143	FDX1	330.6022
FDXACB1	107.8288	FDXACB1	89.3609
FDXR	507.2447	FDXR	255.2233
FECH	1559.025	FECH	643.9984
FEM1A	1391.4411	FEM1A	1314.6252
FEM1B	1592.2723	FEM1B	2800.0819
FEM1C	2277.4346	FEM1C	811.143
FEN1	877.0078	FEN1	470.7087
FER1L4	8.0872	FER1L4	20.8931
FERMT1	8.9857	FERMT1	291.2741
FERMT2	958.3287	FERMT2	1048.3408
FERMT3	268.6735	FERMT3	103.646
FER	39.9865	FER	65.1372
FES	141.076	FES	415.4035
FEZ1	92.5531	FEZ1	192.1344
FEZ2	654.1615	FEZ2	723.8837
removed	removed	FEZF2	12.6997
