gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
PAX8	172.9044	PAX8	53.431
PAX9	216.7648	PAX9	21.9831
PAXIP1	563.5487	PAXIP1	490.3717
PBK	873.5841	PBK	12.2128
PBLD	164.5673	PBLD	160.5984
PBRM1	1587.3131	PBRM1	2190.6725
PBX1	18900.2266	PBX1	5597.7406
PBX2	671.681	PBX2	1413.6325
PBX3	839.5106	PBX3	442.409
removed	removed	PBX4	14.35
PBXIP1	719.1663	PBXIP1	2462.1021
PCBD1	663.3439	PCBD1	683.0013
PCBD2	618.3851	PCBD2	259.0978
PCBP1	12189.5786	PCBP1	6328.6772
PCBP2	17549.8396	PCBP2	10331.5686
PCBP3	54.7349	PCBP3	65.9492
PCBP4	55.4599	PCBP4	460.1175
PCCA	263.4418	PCCA	657.4521
PCCB	2168.2501	PCCB	1057.6231
PCDH10	9332.1251	PCDH10	25.9522
PCDH11X	10.512	PCDH11X	28.0895
PCDH12	253.7381	PCDH12	509.5794
PCDH17	481.3774	PCDH17	79.9939
PCDH18	664.0689	PCDH18	1556.5224
PCDH19	305.9357	PCDH19	404.8546
PCDH1	776.4386	PCDH1	1488.7413
PCDH20	188.4912	PCDH20	13.1288
PCDH7	2002.3561	PCDH7	590.4893
PCDH9	15.9493	PCDH9	82.4365
removed	removed	PCDHA10	6.1003
PCDHA11	584.4785	PCDHA11	38.8612
PCDHA12	406.9488	PCDHA12	39.1146
PCDHA13	5.9012	removed	removed
PCDHA1	112.3009	PCDHA1	6.54
PCDHA2	44.9479	PCDHA2	12.5181
PCDHA3	98.1604	PCDHA3	102.6761
PCDHA4	208.6307	PCDHA4	34.9744
PCDHA5	6.0426	PCDHA5	7.4254
PCDHA6	278.8328	PCDHA6	34.4554
PCDHA7	15.4635	PCDHA7	8.6436
PCDHA8	8.2755	removed	removed
PCDHAC1	25.8777	PCDHAC1	9.0283
PCDHAC2	44.8609	PCDHAC2	13.144
PCDHB10	426.6425	PCDHB10	112.9685
PCDHB11	74.309	PCDHB11	83.9631
PCDHB12	99.3203	PCDHB12	63.8119
PCDHB13	214.2275	PCDHB13	73.5822
PCDHB14	208.0652	PCDHB14	174.3378
PCDHB15	13.0494	PCDHB15	81.5205
PCDHB16	931.5813	PCDHB16	237.2338
PCDHB17	61.9846	removed	removed
PCDHB18	14.8618	PCDHB18	22.2884
PCDHB19P	13.0494	PCDHB19P	13.7394
PCDHB2	344.7213	PCDHB2	126.7079
PCDHB3	52.9225	PCDHB3	100.7557
PCDHB4	141.3684	PCDHB4	177.391
PCDHB5	106.9325	PCDHB5	165.7889
PCDHB6	79.7463	PCDHB6	67.7811
PCDHB7	113.4572	PCDHB7	127.9292
PCDHB8	224.377	PCDHB8	50.0725
PCDHB9	102.5827	PCDHB9	101.9769
PCDHGA10	665.8849	PCDHGA10	124.7355
PCDHGA11	42.0915	PCDHGA11	52.454
PCDHGA12	170.7295	PCDHGA12	147.0483
PCDHGA1	105.1201	PCDHGA1	23.4974
PCDHGA2	131.9438	PCDHGA2	163.3585
PCDHGA3	23.9239	PCDHGA3	52.7685
PCDHGA4	626.4576	PCDHGA4	82.9311
PCDHGA5	111.6448	PCDHGA5	91.7304
PCDHGA6	43.498	PCDHGA6	95.2569
PCDHGA7	81.1962	PCDHGA7	34.3027
PCDHGA8	67.0594	PCDHGA8	15.5713
PCDHGA9	127.1554	PCDHGA9	146.4774
PCDHGB1	81.9212	PCDHGB1	11.6022
PCDHGB2	234.6135	PCDHGB2	92.8143
PCDHGB3	36.9733	PCDHGB3	23.2043
PCDHGB4	132.6688	PCDHGB4	96.8476
PCDHGB5	74.8781	PCDHGB5	237.9086
PCDHGB6	152.9896	PCDHGB6	187.4239
PCDHGB7	84.0961	PCDHGB7	609.8435
PCDHGC3	1797.3357	PCDHGC3	2595.0813
PCDHGC4	12.9878	PCDHGC4	14.6218
PCDHGC5	20.2048	PCDHGC5	12.2128
PCF11	1350.2492	PCF11	2887.4132
PCGF1	310.6479	PCGF1	166.3995
PCGF2	543.4092	PCGF2	639.426
PCGF3	1706.2075	PCGF3	1422.7922
PCGF5	1751.5179	PCGF5	2428.8222
PCGF6	183.4164	PCGF6	205.1752
PCID2	966.3797	PCID2	828.9444
PCIF1	609.6964	PCIF1	1126.9369
removed	removed	PCK1	1689.9473
PCK2	789.488	PCK2	732.4632
PCLO	569.4608	PCLO	451.8739
PCM1	4309.5605	PCM1	5436.5316
PCMT1	2008.8808	PCMT1	1290.8938
PCMTD1	3300.7703	PCMTD1	2260.2855
PCMTD2	2785.6819	PCMTD2	2370.2007
PCNA	2622.9271	PCNA	1053.9653
PCNP	6270.956	PCNP	3373.4829
PCNT	387.4943	PCNT	899.4733
PCNXL2	382.4196	PCNXL2	492.1762
PCNXL3	948.618	PCNXL3	1067.3994
PCNX	1048.6633	PCNX	3328.6009
PCOLCE2	21.3865	PCOLCE2	1106.7857
PCOLCE	1211.9112	PCOLCE	1364.9676
PCOTH	13.4481	PCOTH	21.6319
PCP2	6.1622	PCP2	14.6554
PCP4L1	11.5995	PCP4L1	39.3863
PCSK1N	214.5899	removed	removed
PCSK1	21.749	PCSK1	5.8011
PCSK4	6.1622	PCSK4	32.9746
PCSK5	30.4486	PCSK5	245.1721
PCSK6	1825.4644	PCSK6	679.6428
PCSK7	242.3525	PCSK7	582.6639
PCTP	415.043	PCTP	351.7289
PCYOX1L	501.314	PCYOX1L	273.8722
PCYOX1	4204.4404	PCYOX1	4804.5187
PCYT1A	505.3013	PCYT1A	483.3219
PCYT1B	43.498	PCYT1B	52.8204
PCYT2	175.4418	PCYT2	411.2663
PC	129.7689	PC	1522.6319
PDAP1	868.5093	PDAP1	1202.351
PDCD10	1694.2456	PDCD10	603.9234
PDCD11	292.8863	PDCD11	1151.9731
PDCD1LG2	57.9973	PDCD1LG2	121.8228
removed	removed	PDCD1	7.3277
PDCD2L	175.8043	PDCD2L	84.879
PDCD2	807.6121	PDCD2	688.8024
PDCD4	1758.2166	PDCD4	4993.9089
PDCD5	932.3063	PDCD5	451.5686
PDCD6IP	9292.9769	PDCD6IP	4845.4316
PDCD6	2179.2478	PDCD6	1348.9047
PDCD7	372.6325	PDCD7	651.5533
PDCL3	695.9674	PDCL3	315.7011
PDCL	1662.3471	PDCL	584.0776
PDDC1	313.5478	PDDC1	824.3646
PDE10A	128.6815	PDE10A	180.4442
PDE11A	15.2243	PDE11A	95.5652
PDE12	904.7576	PDE12	713.5333
PDE1A	51.4726	PDE1A	250.3626
PDE1B	81.9212	PDE1B	506.5262
removed	removed	PDE1C	355.698
PDE2A	44.2229	PDE2A	1851.4617
PDE3A	51.1101	PDE3A	180.4442
PDE3B	14.4993	PDE3B	1540.9511
PDE4A	204.8029	PDE4A	493.3975
PDE4B	230.9017	PDE4B	1804.1371
PDE4C	150.068	PDE4C	16.4873
PDE4DIP	841.3231	PDE4DIP	2020.3038
PDE4D	298.2329	PDE4D	277.3468
PDE5A	447.6665	PDE5A	1171.3946
PDE6B	122.5193	PDE6B	76.9407
PDE6D	334.5718	PDE6D	315.3958
PDE6G	6.5247	PDE6G	5.1904
PDE7A	1034.164	PDE7A	878.3971
PDE7B	42.048	PDE7B	214.6401
PDE8A	383.8695	PDE8A	741.0121
PDE8B	40.9606	PDE8B	147.4697
PDE9A	23.5614	PDE9A	331.5777
PDF	268.792	PDF	54.9546
PDGFA	113.8197	PDGFA	839.6306
PDGFB	1009.8777	PDGFB	681.1694
PDGFC	1401.7218	PDGFC	1265.2469
PDGFD	564.7485	PDGFD	2412.6403
PDGFRA	1880.3262	PDGFRA	3986.1049
PDGFRB	5086.3616	PDGFRB	4912.2968
PDGFRL	459.6285	PDGFRL	1210.5946
PDHA1	578.4141	PDHA1	1397.9055
PDHB	1452.8319	PDHB	955.0416
PDHX	1355.3675	PDHX	622.2639
PDIA3P	2525.4191	PDIA3P	1628.2727
PDIA3	11318.9597	PDIA3	6362.7967
PDIA4	1709.4699	PDIA4	2139.9893
PDIA5	277.2995	PDIA5	405.4652
PDIA6	3558.5428	PDIA6	3880.6503
PDIK1L	1449.5696	PDIK1L	340.1267
PDK1	523.7879	PDK1	443.9356
PDK2	497.6892	PDK2	1482.6349
PDK3	509.2886	PDK3	253.7211
PDK4	606.0716	PDK4	5756.8125
PDLIM1	745.6275	PDLIM1	4645.1416
PDLIM2	168.9171	PDLIM2	300.4351
PDLIM3	620.9334	PDLIM3	3800.9312
PDLIM4	107.295	PDLIM4	730.9366
PDLIM5	9845.7635	PDLIM5	4313.5639
PDLIM7	458.1785	PDLIM7	879.3222
PDP1	948.618	PDP1	1713.7623
PDP2	176.8917	PDP2	304.7096
PDPK1	1577.9357	PDPK1	1821.8976
PDPN	787.3131	PDPN	884.2073
PDPR	1014.1223	PDPR	2109.4665
PDRG1	378.7947	PDRG1	222.2731
PDS5A	8341.8215	PDS5A	3106.0224
PDS5B	1914.2728	PDS5B	1663.0792
PDSS1	133.7852	PDSS1	51.4923
PDSS2	403.0811	PDSS2	396.9163
PDXDC1	4336.3842	PDXDC1	2321.0442
PDXDC2	159.855	PDXDC2	302.5723
PDXK	684.7304	PDXK	2360.7358
PDXP	189.9411	PDXP	153.5761
PDZD11	1337.9248	PDZD11	441.7983
PDZD2	536.1124	PDZD2	2153.7287
removed	removed	PDZD4	165.1782
removed	removed	PDZD7	8.8543
PDZD8	413.5931	PDZD8	820.7007
PDZK1IP1	135.9311	PDZK1IP1	250.3626
PDZK1P1	7.2497	PDZK1P1	14.0447
PDZK1	20.299	PDZK1	247.3094
PDZRN3	276.5745	PDZRN3	1294.863
removed	removed	PDZRN4	75.4141
PEA15	3560.6706	PEA15	5043.5845
PEAR1	102.5827	PEAR1	636.5926
PEBP1	3750.2492	PEBP1	6285.9324
PECAM1	1020.0272	PECAM1	3156.4003
PECI	808.696	PECI	1264.9355
PECR	278.0245	PECR	397.9055
PEF1	1543.8151	PEF1	1596.8247
PEG10	5012.415	PEG10	1954.3546
removed	removed	PEG3AS	10.7198
PEG3	77.9338	PEG3	763.844
PELI1	525.9628	PELI1	1819.0978
PELI2	278.387	PELI2	618.8841
PELI3	71.4092	PELI3	266.8499
PELO	769.0113	PELO	482.293
PELP1	788.0381	PELP1	1158.6902
PEMT	121.0693	PEMT	242.7296
removed	removed	PENK	23.2043
PEPD	435.7046	PEPD	953.2097
PER1	120.3444	PER1	1833.1425
PER2	541.9121	PER2	2934.7378
PER3	656.0942	PER3	1307.0758
PERP	6965.4735	PERP	6485.6118
PES1	648.8446	PES1	1010.3046
PET112L	261.3502	PET112L	414.9302
PEX10	255.7028	PEX10	306.9476
PEX11A	488.6271	PEX11A	354.1714
PEX11B	1339.7372	PEX11B	639.3405
PEX11G	30.4486	PEX11G	40.6076
PEX12	376.9823	PEX12	254.3317
PEX13	2517.807	PEX13	845.1263
PEX14	173.6294	PEX14	308.0681
PEX16	85.546	PEX16	289.4436
PEX19	3287.246	PEX19	3400.0427
PEX1	1171.1826	PEX1	705.2897
PEX26	317.1726	PEX26	491.1503
PEX2	1818.9397	PEX2	1079.9176
PEX3	474.8527	PEX3	517.5177
PEX5L	28.9986	removed	removed
PEX5	532.85	PEX5	1162.9647
PEX6	235.614	PEX6	648.1948
PEX7	402.7186	PEX7	215.2507
PFAS	267.8749	PFAS	434.1653
PFDN1	1543.4527	PFDN1	1064.3462
PFDN2	240.6887	PFDN2	372.4906
PFDN4	1212.1432	PFDN4	310.816
PFDN5	1588.0381	PFDN5	5017.6322
PFDN6	158.0426	PFDN6	213.7241
PFKFB1	5.4372	PFKFB1	141.6686
PFKFB2	493.7019	PFKFB2	490.9579
PFKFB3	2627.2768	PFKFB3	7074.2691
PFKFB4	109.8324	PFKFB4	111.4419
PFKL	533.575	PFKL	1664.3004
PFKM	773.5387	PFKM	972.7502
PFKP	864.522	PFKP	784.6729
PFN1	9981.3321	PFN1	4220.7465
PFN2	8085.546	PFN2	1381.5739
PFN4	13.7744	removed	removed
removed	removed	PGA3	9.4649
PGAM1	5035.9764	PGAM1	1893.5959
PGAM2	13.4119	PGAM2	29.9214
PGAM4	57.9973	PGAM4	37.8597
PGAM5	315.4291	PGAM5	287.3033
PGAP1	470.1405	PGAP1	871.6892
PGAP2	545.8994	PGAP2	470.4984
PGAP3	309.923	PGAP3	751.393
PGBD1	89.5333	PGBD1	207.6177
PGBD2	181.2415	PGBD2	207.6177
PGBD3	64.667	PGBD3	139.0062
PGBD4	35.5233	PGBD4	51.2938
PGBD5	51.4726	PGBD5	69.3077
PGCP	463.2533	PGCP	1106.4804
removed	removed	PGC	5.1904
PGD	1421.2959	PGD	1755.5912
PGF	65.9719	PGF	150.5229
PGGT1B	1414.7712	PGGT1B	469.8878
PGK1	18029.1799	PGK1	4581.0243
PGLS	739.8278	PGLS	449.126
removed	removed	PGLYRP2	8.2436
PGM1	1043.2261	PGM1	1991.6037
PGM2L1	414.6806	PGM2L1	535.837
PGM2	1744.2682	PGM2	525.1508
PGM3	630.9415	PGM3	392.025
removed	removed	PGM5P2	18.6245
PGM5	19.2116	PGM5	1166.9338
PGPEP1	330.947	PGPEP1	781.6197
PGP	231.9891	PGP	145.9431
PGRMC1	7465.3376	PGRMC1	3183.2685
PGRMC2	4894.9705	PGRMC2	2098.7711
PGR	40.9606	PGR	1225.3843
PGS1	305.5732	PGS1	539.5008
PHACTR1	7.9746	PHACTR1	30.532
PHACTR2	764.1142	PHACTR2	1357.1483
PHACTR4	1370.5483	PHACTR4	1604.763
PHAX	833.3484	PHAX	703.4578
PHB2	1899.7734	PHB2	2652.0113
PHB	1294.7893	PHB	1689.0314
PHC1	521.8088	PHC1	848.3719
PHC2	1074.7621	PHC2	2306.3888
PHC3	2524.6942	PHC3	2009.6176
PHEX	26.8237	PHEX	14.0447
PHF10	1526.0788	PHF10	2604.3722
PHF11	795.6502	PHF11	628.0437
PHF12	1066.425	PHF12	1371.8037
PHF13	537.5623	PHF13	1086.6346
PHF14	830.0861	PHF14	945.2714
PHF15	449.8414	PHF15	1872.5288
PHF16	452.0163	PHF16	451.8739
PHF17	888.0834	PHF17	1527.8223
PHF19	201.5406	PHF19	496.1453
PHF1	533.575	PHF1	1575.1469
PHF20L1	2874.8527	PHF20L1	1133.6539
PHF20	3535.2968	PHF20	1473.7806
PHF21A	715.179	PHF21A	1117.7773
PHF21B	7.9746	PHF21B	13.7394
PHF23	640.145	PHF23	582.551
PHF2	649.932	PHF2	1776.353
PHF3	2853.4662	PHF3	3646.7445
PHF5A	330.947	PHF5A	407.9078
PHF6	1606.1622	PHF6	735.5164
PHF7	30.8111	PHF7	100.7557
PHF8	1220.4803	PHF8	1255.4767
PHGDH	314.9977	PHGDH	1189.2222
PHIP	3576.6742	PHIP	3218.7009
PHKA1	668.4187	PHKA1	503.7783
PHKA2	311.7354	PHKA2	1008.5948
PHKB	4529.5877	PHKB	2170.8267
removed	removed	PHKG1	36.0278
PHKG2	316.8101	PHKG2	311.4266
PHLDA1	1792.116	PHLDA1	1090.9091
PHLDA2	283.4617	PHLDA2	29.0054
PHLDA3	343.2714	PHLDA3	872.9105
PHLDB1	913.4572	PHLDB1	3101.748
PHLDB2	776.8011	PHLDB2	2635.2187
PHLDB3	101.8577	PHLDB3	93.7333
PHLPP1	429.5424	PHLPP1	745.2866
PHLPP2	276.1613	PHLPP2	517.017
removed	removed	PHOSPHO1	5.8011
PHOSPHO2	114.5446	PHOSPHO2	95.1927
PHPT1	1436.1577	PHPT1	399.9695
PHRF1	221.4771	PHRF1	762.9952
PHTF1	403.0811	PHTF1	188.6879
PHTF2	2318.0788	PHTF2	512.022
PHYHD1	91.3457	PHYHD1	562.3998
PHYHIPL	6.0498	PHYHIPL	51.938
PHYHIP	13.7744	PHYHIP	142.5845
PHYH	646.3072	PHYH	765.4378
PI15	94.9705	PI15	4163.3463
removed	removed	PI16	835.9667
removed	removed	PI3	32.6693
PI4K2A	663.9203	PI4K2A	878.1253
PI4K2B	2193.7472	PI4K2B	563.6211
PI4KAP1	35.5233	PI4KAP1	234.1806
PI4KAP2	39.8731	PI4KAP2	152.3548
PI4KA	681.8305	PI4KA	2120.7541
PI4KB	1041.7762	PI4KB	2258.1482
PIAS1	668.7812	PIAS1	596.5957
PIAS2	318.6226	PIAS2	248.836
PIAS3	1442.3199	PIAS3	1306.1598
PIAS4	90.2583	PIAS4	212.5029
PIBF1	534.3	PIBF1	557.82
PICALM	8922.5193	PICALM	4767.575
PICK1	63.4345	PICK1	308.984
PID1	55.0974	PID1	534.6157
PIF1	12.6869	removed	removed
PIGA	332.3969	PIGA	401.8014
PIGB	502.5827	PIGB	241.1816
PIGC	875.7589	PIGC	608.5032
PIGF	722.6389	PIGF	213.5257
PIGG	786.048	PIGG	721.49
PIGH	327.072	PIGH	371.422
PIGK	1293.3394	PIGK	1159.9115
PIGL	47.1228	PIGL	71.7502
PIGM	1160.3081	PIGM	467.1399
PIGN	815.2243	PIGN	861.9189
PIGO	574.5356	PIGO	762.3846
PIGP	826.8237	PIGP	273.2616
PIGQ	340.734	PIGQ	531.7945
PIGR	29.3611	PIGR	2589.4207
PIGS	1004.8029	PIGS	1453.0189
PIGT	3789.0349	PIGT	2862.9876
PIGU	1155.9583	PIGU	386.2301
PIGV	713.0041	PIGV	471.7197
PIGW	479.565	PIGW	202.4273
PIGX	1286.0897	PIGX	483.6272
PIGY	2579.7916	PIGY	1658.8047
PIGZ	29.7236	PIGZ	101.6716
PIH1D1	428.8174	PIH1D1	648.8054
PIH1D2	89.8668	PIH1D2	28.0895
PIK3AP1	379.5197	PIK3AP1	261.9647
PIK3C2A	2726.2347	PIK3C2A	2479.8107
PIK3C2B	420.1178	PIK3C2B	1366.0026
removed	removed	PIK3C2G	579.8031
PIK3C3	694.155	PIK3C3	748.6451
PIK3CA	930.4939	PIK3CA	1011.5258
PIK3CB	3351.1554	PIK3CB	1032.2876
PIK3CD	78.3036	PIK3CD	420.7312
PIK3CG	65.2469	PIK3CG	115.411
PIK3IP1	150.7929	PIK3IP1	1153.4997
PIK3R1	2292.3425	PIK3R1	6392.4891
PIK3R2	1187.0412	PIK3R2	903.7875
PIK3R3	922.1568	PIK3R3	1382.7952
PIK3R4	1484.3679	PIK3R4	1409.6634
PIK3R5	73.2216	PIK3R5	100.4503
PIK3R6	31.8985	PIK3R6	14.0447
PIKFYVE	838.7857	PIKFYVE	1541.5617
PILRA	79.7463	PILRA	53.7364
PILRB	282.1749	PILRB	1325.3278
PIM1	271.8623	PIM1	1549.5
PIM2	150.4304	PIM2	373.7119
PIM3	352.696	PIM3	772.1548
PIN1	63.072	PIN1	283.6425
PIN4	102.9452	PIN4	233.2646
PINK1	437.517	PINK1	1780.0168
PINX1	34.1713	PINX1	106.5568
PION	239.6013	PION	410.961
PIP4K2A	1418.0335	PIP4K2A	741.0121
PIP4K2B	1057.0005	PIP4K2B	2929.242
PIP4K2C	3397.9157	PIP4K2C	1119.6092
PIP5K1A	3101.7671	PIP5K1A	1458.8199
removed	removed	PIP5K1B	190.2145
PIP5K1C	589.7599	PIP5K1C	1054.2707
removed	removed	PIP5KL1	20.1511
PIPOX	6.5247	PIPOX	14.6554
PIPSL	89.5333	PIPSL	128.8451
PIP	67.4218	PIP	3014.4264
PIR	971.8169	PIR	240.8976
PISD	316.8101	PISD	834.1348
PITPNA	988.1287	PITPNA	1989.4665
PITPNB	1944.3589	PITPNB	1445.6912
PITPNC1	2908.2012	PITPNC1	255.8583
PITPNM1	69.5967	PITPNM1	304.7096
PITPNM2	39.5106	PITPNM2	320.2809
PITPNM3	48.9352	PITPNM3	168.5368
PITRM1	1462.8038	PITRM1	1753.0479
PITX1	201.1781	removed	removed
removed	removed	PITX2	20.4565
removed	removed	PIWIL2	48.2406
PIWIL4	19.9909	PIWIL4	103.2715
PJA1	452.3788	PJA1	945.2714
PJA2	7006.0716	PJA2	6076.4827
PKD1L1	9.787	PKD1L1	57.0949
PKD1L2	7.9746	PKD1L2	93.7333
PKD1	217.8523	PKD1	2300.2824
PKD2	1251.6538	PKD2	1987.9399
PKDCC	5.4372	PKDCC	514.1592
removed	removed	PKDREJ	17.7086
removed	removed	PKHD1L1	257.3849
removed	removed	PKHD1	111.4419
PKIA	46.3978	PKIA	145.6377
PKIB	324.4223	PKIB	232.9593
PKIG	542.6371	PKIG	736.7377
PKM2	12515.0884	PKM2	9892.9853
PKMYT1	238.8582	PKMYT1	9.6084
PKN1	468.6905	PKN1	1286.6193
PKN2	3209.4246	PKN2	2008.7016
PKN3	32.6235	PKN3	324.5554
PKNOX1	584.6851	PKNOX1	531.8678
removed	removed	PKNOX2	40.6076
PKP1	8.6996	PKP1	1525.0744
PKP2	416.1305	PKP2	915.0447
PKP3	496.9642	PKP3	468.9718
PKP4	1575.7136	PKP4	3702.6181
PL-5283	3434.164	PL-5283	990.1534
PLA1A	44.2229	PLA1A	27.4788
PLA2G12A	3449.7508	PLA2G12A	1202.6563
PLA2G15	366.4703	PLA2G15	360.8885
PLA2G16	476.3027	PLA2G16	3582.6273
removed	removed	PLA2G2A	216.472
removed	removed	PLA2G2D	39.6916
removed	removed	PLA2G3	5.1904
PLA2G4A	28.6362	PLA2G4A	403.0227
PLA2G4C	77.5714	PLA2G4C	188.3826
PLA2G4F	100.0453	PLA2G4F	25.9522
PLA2G5	14.8618	PLA2G5	58.6215
PLA2G6	87.3584	PLA2G6	343.4852
PLA2G7	94.9705	PLA2G7	99.2291
PLA2R1	239.2388	PLA2R1	701.6258
PLAA	1651.8351	PLAA	952.9044
PLAC1	13.7744	removed	removed
PLAC2	247.2134	PLAC2	88.2375
removed	removed	PLAC8	27.4788
removed	removed	PLAC9	306.8468
PLAG1	271.4998	PLAG1	50.3778
PLAGL1	226.1894	PLAGL1	847.4193
PLAGL2	811.5995	PLAGL2	548.9657
PLAT	1090.3489	PLAT	3738.6459
PLAUR	821.749	PLAUR	245.4774
PLAU	3704.0507	PLAU	720.8427
PLB1	10.512	PLB1	62.2853
PLBD1	292.8863	PLBD1	879.0169
PLBD2	699.9547	PLBD2	652.164
PLCB1	253.3756	PLCB1	774.292
PLCB2	229.8142	PLCB2	175.8644
PLCB3	318.6226	PLCB3	603.618
PLCB4	337.1092	PLCB4	715.3652
PLCD1	78.6588	PLCD1	461.6441
PLCD3	104.7576	PLCD3	876.5743
PLCD4	113.4572	PLCD4	165.1782
PLCE1	35.1609	PLCE1	406.6865
PLCG1	512.1885	PLCG1	1649.3336
PLCG2	86.6334	PLCG2	769.7122
PLCH1	118.8944	PLCH1	146.2484
PLCH2	27.9112	PLCH2	636.8979
PLCL1	101.4952	PLCL1	358.4459
PLCL2	98.5954	PLCL2	366.9949
PLCXD1	342.184	PLCXD1	254.9424
PLCXD2	18.1242	PLCXD2	35.4171
removed	removed	PLCXD3	188.6879
PLD1	357.0458	PLD1	980.9938
PLD2	311.0104	PLD2	1076.2537
PLD3	1527.5034	PLD3	2666.972
PLD4	5.0748	PLD4	67.7811
removed	removed	PLD5	31.1427
PLD6	117.4445	PLD6	124.1005
PLDN	3337.7435	PLDN	1757.1178
PLEC	3040.145	PLEC	5123.273
PLEK2	64.522	PLEK2	69.613
PLEKHA1	1185.6819	PLEKHA1	985.8789
PLEKHA2	666.2438	PLEKHA2	1116.8613
PLEKHA3	586.135	PLEKHA3	375.5439
PLEKHA4	61.6221	PLEKHA4	1072.2846
PLEKHA5	745.99	PLEKHA5	1214.2585
PLEKHA6	1342.2746	PLEKHA6	1620.029
PLEKHA7	196.4658	PLEKHA7	649.1108
PLEKHA8	89.8958	PLEKHA8	68.3917
PLEKHA9	69.9592	PLEKHA9	95.8705
PLEKHB1	630.7204	PLEKHB1	283.3371
PLEKHB2	4161.3049	PLEKHB2	1891.1533
PLEKHF1	33.7109	PLEKHF1	155.408
PLEKHF2	4615.1337	PLEKHF2	1122.6624
PLEKHG1	445.4916	PLEKHG1	938.8596
PLEKHG2	474.1278	PLEKHG2	461.3388
PLEKHG3	130.1314	PLEKHG3	713.5333
PLEKHG4B	20.6615	PLEKHG4B	395.0843
PLEKHG4	125.7816	PLEKHG4	605.1446
PLEKHG5	44.9479	PLEKHG5	371.88
PLEKHG6	14.8618	PLEKHG6	481.7953
removed	removed	PLEKHG7	6.4117
PLEKHH1	58.2474	PLEKHH1	237.6918
PLEKHH2	1307.1137	PLEKHH2	759.3313
PLEKHH3	283.8242	PLEKHH3	439.0505
PLEKHJ1	156.5927	PLEKHJ1	295.8553
PLEKHM1P	124.4404	PLEKHM1P	258.7314
PLEKHM1	216.4024	PLEKHM1	962.9799
PLEKHM2	304.4857	PLEKHM2	1370.8877
PLEKHM3	341.0965	PLEKHM3	758.1101
PLEKHN1	14.1368	PLEKHN1	22.5937
PLEKHO1	205.5279	PLEKHO1	712.9227
PLEKHO2	409.2433	PLEKHO2	1117.4719
PLEK	220.0272	PLEK	227.1582
PLGLB2	38.8364	PLGLB2	66.2667
PLIN1	13.7744	PLIN1	13600.7938
PLIN2	3869.1436	PLIN2	2956.4155
PLIN3	672.0435	PLIN3	877.7956
PLIN4	6.5247	PLIN4	18065.4912
PLIN5	58.3598	PLIN5	235.4019
PLK1S1	103.6701	PLK1S1	643.615
PLK1	573.8106	PLK1	24.1203
PLK2	1223.3802	PLK2	3624.4561
PLK3	189.2161	PLK3	800.2443
PLK4	565.4735	PLK4	70.2236
PLLP	97.5079	PLLP	206.3965
PLN	496.2392	PLN	149.9122
PLOD1	1487.9928	PLOD1	1700.3282
PLOD2	10177.7979	PLOD2	1457.2933
PLOD3	720.6162	PLOD3	835.3561
removed	removed	PLP1	99.226
PLP2	3029.9955	PLP2	2052.3624
PLRG1	1373.8106	PLRG1	1136.4018
PLS1	2032.8047	PLS1	270.2084
PLS3	8271.8623	PLS3	5813.602
PLSCR1	772.8138	PLSCR1	1182.8105
PLSCR3	322.2583	PLSCR3	546.8712
PLSCR4	735.478	PLSCR4	2288.9856
PLTP	726.0535	PLTP	2648.0421
PLVAP	877.2089	PLVAP	2696.8934
PLXDC1	602.4468	PLXDC1	629.6619
PLXDC2	971.8169	PLXDC2	1184.3371
PLXNA1	552.7866	PLXNA1	1625.5248
PLXNA2	305.9357	PLXNA2	600.8702
PLXNA3	898.9579	PLXNA3	533.0891
PLXNA4	59.4472	PLXNA4	1197.4658
PLXNB1	200.4531	PLXNB1	2392.7944
removed	removed	PLXNB2	4658.5757
PLXNB3	93.198	PLXNB3	263.3234
PLXNC1	661.5315	PLXNC1	422.5632
PLXND1	1184.957	PLXND1	2732.6158
removed	removed	PM20D1	18.9299
PM20D2	93.5206	PM20D2	786.5048
PMAIP1	147.5306	PMAIP1	114.4951
PMCHL2	6.8872	removed	removed
PMEPA1	3317.082	PMEPA1	1829.784
PMF1	549.6402	PMF1	479.3527
PML	797.8251	PML	1691.7793
PMM1	137.3811	PMM1	563.3158
PMM2	723.6248	PMM2	503.4333
PMP22	4371.5451	PMP22	4490.3442
removed	removed	PMP2	7.0224
PMPCA	680.0181	PMPCA	777.9559
PMPCB	2039.6158	PMPCB	1457.7299
PMS1	358.1332	PMS1	441.1877
PMS2CL	77.5714	PMS2CL	108.3887
PMS2L11	17.4064	PMS2L11	32.0617
PMS2L1	534.0897	PMS2L1	208.7291
PMS2L2	47.8478	PMS2L2	46.6835
PMS2L3	17.7617	PMS2L3	56.1789
PMS2L4	39.5106	PMS2L4	51.2938
PMS2L5	127.9565	PMS2L5	51.2938
PMS2	710.1042	PMS2	663.7661
PMVK	253.0131	PMVK	533.0891
PNKD	230.9017	PNKD	450.9579
PNKP	108.3824	PNKP	246.0881
removed	removed	PNLIPRP3	38.165
PNMA1	863.4345	PNMA1	933.6692
PNMA2	61.6221	PNMA2	194.1837
removed	removed	PNMA3	7.633
