gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
CHID1	1142.7617	CHID1	1244.0344
CHIT1	12.356	CHIT1	70.9513
CHKA	532.3092	CHKA	977.7283
CHKB-CPT1B	236.9878	CHKB-CPT1B	365.6634
CHKB	224.9057	CHKB	197.9574
CHL1	17.6991	CHL1	1745.1479
CHML	1458.0063	CHML	399.9364
CHMP1A	3167.1398	CHMP1A	1485.8416
CHMP1B	1869.7612	CHMP1B	2392.9367
CHMP2A	1492.4027	CHMP2A	1616.2902
CHMP2B	1732.8435	CHMP2B	1274.2603
CHMP4A	936.1696	CHMP4A	899.1632
CHMP4B	3568.5423	CHMP4B	2939.5482
CHMP4C	1350.1419	CHMP4C	452.1158
CHMP5	997.6724	CHMP5	1450.2418
CHMP6	556.6873	CHMP6	400.2545
CHMP7	843.5465	CHMP7	1099.2682
CHM	845.5502	CHM	637.2892
CHN1	355.3181	CHN1	459.7518
CHN2	15.0276	CHN2	97.3592
CHODL	65.4533	CHODL	56.6338
CHORDC1	964.4348	CHORDC1	685.0143
CHPF2	1510.1019	CHPF2	1177.5374
CHPF	3924.525	CHPF	1239.58
CHPT1	4283.7235	CHPT1	1672.6058
CHP	1569.8781	CHP	2058.861
CHRAC1	1089.9983	CHRAC1	670.3786
CHRDL1	129.9048	CHRDL1	6693.923
CHRDL2	2598.7644	CHRDL2	25.7716
CHRD	49.7579	CHRD	304.168
CHRFAM7A	18.701	CHRFAM7A	19.8027
CHRM1	31.7248	CHRM1	128.5396
CHRM3	126.8993	CHRM3	25.7716
removed	removed	CHRNA10	13.9994
CHRNA1	8.0147	removed	removed
removed	removed	CHRNA3	6.3633
CHRNA5	206.0444	CHRNA5	33.7257
CHRNB1	224.3747	CHRNB1	166.7197
removed	removed	CHRNB2	23.5444
CHRNB4	6.345	removed	removed
CHRNE	6.8192	CHRNE	18.9469
CHST10	181.6664	CHST10	222.7171
CHST11	296.8776	CHST11	137.7665
CHST12	230.0885	CHST12	395.482
CHST13	6.6789	removed	removed
CHST14	280.8482	CHST14	540.2482
CHST15	997.4954	CHST15	1107.8587
CHST1	1969.9449	CHST1	102.7681
CHST2	972.7834	CHST2	512.8858
CHST3	3997.6624	CHST3	1445.4343
CHST4	34.3964	CHST4	12.4085
removed	removed	CHST5	10.4995
CHST6	599.7662	CHST6	41.3618
CHST7	48.4221	CHST7	180.7191
removed	removed	CHST8	20.6809
CHST9	609.4507	CHST9	559.3382
CHSY1	1083.6534	CHSY1	2777.2829
CHSY3	98.8479	CHSY3	100.5409
CHTF18	236.0995	CHTF18	149.8568
CHTF8	2251.6413	CHTF8	1992.1413
CHUK	565.7038	CHUK	631.244
CHURC1	699.459	CHURC1	1687.6137
CIAO1	1968.6091	CIAO1	1699.3318
CIAPIN1	1024.8789	CIAPIN1	600.7
CIB1	1332.7768	CIB1	927.1397
CIB2	261.4794	CIB2	104.6771
CIC	1298.7143	CIC	2078.9055
removed	removed	CIDEA	172.4467
CIDEB	330.5226	CIDEB	309.5927
CIDECP	87.4937	CIDECP	71.9058
removed	removed	CIDEC	1224.308
CIITA	243.7803	CIITA	383.0735
CILP2	704.2912	CILP2	42.3163
CILP	245.116	CILP	8946.5479
CINP	355.652	CINP	319.44
CIR1	1245.617	CIR1	1181.9917
CIRBP	1907.831	CIRBP	7014.3175
CIRH1A	1478.0431	CIRH1A	897.8683
CISD1	782.1005	CISD1	259.3064
CISD2	1065.9542	CISD2	508.1133
CISD3	350.9901	CISD3	454.2221
CISH	116.547	CISH	263.4426
CITED1	30.389	CITED1	318.1674
CITED2	1448.6559	CITED2	2363.9835
CITED4	1375.1878	CITED4	636.971
CIT	351.3107	CIT	107.2224
CIZ1	1392.553	CIZ1	1781.419
CKAP2L	208.0481	CKAP2L	12.4085
CKAP2	1403.9072	CKAP2	346.1661
CKAP4	2203.3729	CKAP4	1741.3299
CKAP5	4150.9434	CKAP5	1738.7846
CKB	1205.2096	CKB	536.112
CKLF	709.9683	CKLF	248.8069
CKMT1A	31.3909	CKMT1A	136.812
CKMT1B	171.648	CKMT1B	146.0388
CKMT2	65.1194	CKMT2	44.2253
CKS1B	1125.7305	CKS1B	468.9787
CKS2	883.286	CKS2	172.1285
CLASP1	1350.4759	CLASP1	1414.8902
CLASP2	625.1461	CLASP2	1455.2975
removed	removed	CLCA2	32.7712
removed	removed	CLCA4	179.4464
CLCC1	1127.7642	CLCC1	973.1944
CLCF1	115.2112	CLCF1	300.9863
removed	removed	CLCN1	9.2269
CLCN2	196.6939	CLCN2	76.3602
CLCN3	1617.9663	CLCN3	1581.9281
CLCN4	2122.558	CLCN4	242.4435
CLCN5	521.623	CLCN5	164.1744
CLCN6	185.0058	CLCN6	549.1569
CLCN7	1945.9008	CLCN7	1248.1705
removed	removed	CLCNKA	25.1352
CLCNKB	17.6991	CLCNKB	8.5905
CLDN10	1117.7025	CLDN10	290.4932
CLDN11	57.1047	CLDN11	1253.8976
CLDN12	1389.5475	CLDN12	1157.811
CLDN14	5.3431	removed	removed
CLDN15	79.479	CLDN15	224.308
CLDN16	5.6771	CLDN16	6.0452
CLDN19	7.3468	CLDN19	181.6736
CLDN1	964.4348	CLDN1	2067.1333
CLDN23	187.6774	CLDN23	155.5838
CLDN2	80.1469	CLDN2	11.7722
CLDN3	1695.4416	CLDN3	1415.5266
CLDN4	8034.3964	CLDN4	17965.3198
CLDN5	22.0404	CLDN5	1523.3853
CLDN7	2901.653	CLDN7	1273.9421
CLDN8	104.8589	CLDN8	1555.8384
CLDN9	14.6936	removed	removed
CLDND1	1137.4186	CLDND1	1631.5622
CLEC10A	31.0569	CLEC10A	330.8941
CLEC11A	385.7071	CLEC11A	177.2192
CLEC12A	5.3431	CLEC12A	9.545
CLEC14A	136.2498	CLEC14A	1222.7171
CLEC16A	832.5263	CLEC16A	711.4222
CLEC18A	52.0955	CLEC18A	8.9087
CLEC18B	37.068	removed	removed
CLEC1A	59.4423	CLEC1A	180.4009
CLEC2B	196.36	CLEC2B	465.4788
CLEC2D	326.9327	CLEC2D	400.2545
removed	removed	CLEC3B	7678.9691
CLEC4A	68.7928	CLEC4A	53.4521
CLEC4E	43.4129	CLEC4E	15.272
CLEC4F	8.0147	CLEC4F	21.6354
removed	removed	CLEC4GP1	13.6812
removed	removed	CLEC4G	47.0888
removed	removed	CLEC4M	9.545
CLEC5A	406.7457	CLEC5A	13.363
CLEC7A	1860.7447	CLEC7A	113.2676
removed	removed	CLEC9A	16.2265
CLGN	676.2398	CLGN	16.5447
CLIC1	8520.6211	CLIC1	4890.5504
CLIC2	198.3637	CLIC2	874.0057
CLIC3	152.6131	CLIC3	21.6354
CLIC4	9599.5993	CLIC4	6080.4963
CLIC5	26.7156	CLIC5	338.5301
CLIC6	72.8001	CLIC6	433.9803
CLINT1	2798.1299	CLINT1	2039.4528
CLIP1	1815.996	CLIP1	2692.6503
CLIP2	997.8294	CLIP2	609.6087
CLIP3	651.5278	CLIP3	665.6061
CLIP4	1396.5604	CLIP4	993.9548
CLK1	1446.3183	CLK1	2647.1524
CLK2P	15.0276	CLK2P	11.1359
CLK2	752.0454	CLK2	644.6071
CLK3	693.6049	CLK3	1002.2272
CLK4	316.9143	CLK4	699.9682
CLMN	1989.3137	CLMN	1660.8336
CLN3	1007.5138	CLN3	769.1887
CLN5	862.9153	CLN5	682.7871
CLN6	920.354	CLN6	628.6987
CLN8	221.4059	CLN8	597.5183
CLNS1A	1431.9586	CLNS1A	1200.4454
CLOCK	399.3989	CLOCK	403.4362
CLP1	382.3677	CLP1	232.5803
CLPB	518.9514	CLPB	197.5819
CLPP	982.1339	CLPP	475.0239
CLPTM1L	3159.1251	CLPTM1L	1577.4738
CLPTM1	3172.4829	CLPTM1	1817.0538
CLPX	725.9977	CLPX	735.9211
CLSPN	135.5819	CLSPN	6.9997
CLSTN1	12267.1565	CLSTN1	5418.3901
CLSTN2	55.101	CLSTN2	593.7003
CLSTN3	4135.9158	CLSTN3	1240.5345
CLTA	2054.7671	CLTA	1861.5972
CLTB	1087.9947	CLTB	1027.3624
CLTCL1	89.4974	CLTCL1	84.3143
CLTC	14087.8277	CLTC	7927.776
CLUAP1	621.1388	CLUAP1	504.6262
CLUL1	199.6994	CLUL1	22.5899
CLU	26334.6135	CLU	26042.9526
removed	removed	CLVS1	5.0907
CLYBL	241.1087	CLYBL	116.1311
removed	removed	CMA1	69.3605
CMAH	1065.9542	CMAH	465.4788
CMAS	3734.8472	CMAS	718.1037
CMBL	423.109	CMBL	544.3843
CMC1	134.5801	CMC1	106.9042
CMIP	1845.3832	CMIP	1875.2784
CMKLR1	266.8225	CMKLR1	395.1639
CMPK1	5801.6363	CMPK1	3868.915
CMPK2	613.1241	CMPK2	159.4018
CMTM1	117.8828	CMTM1	77.6328
removed	removed	CMTM2	5.0907
CMTM3	811.8217	CMTM3	1167.0379
CMTM4	2849.5575	CMTM4	1077.3147
CMTM5	36.734	CMTM5	14.9539
CMTM6	4390.0484	CMTM6	3254.2157
CMTM7	1594.924	CMTM7	1076.3602
CMTM8	201.0352	CMTM8	204.5816
CMYA5	167.3067	CMYA5	1216.9901
CN5H6.4	7.6807	removed	removed
CNBP	7235.9325	CNBP	7243.398
CNDP2	1747.8711	CNDP2	2557.7474
CNFN	34.7303	CNFN	39.7709
CNGA1	134.914	CNGA1	137.7665
removed	removed	CNGA3	18.4537
CNGA4	5.3431	removed	removed
CNGB1	10.0184	removed	removed
CNIH2	35.0643	CNIH2	5.0907
CNIH3	50.4258	CNIH3	32.7712
CNIH4	988.1449	CNIH4	610.8813
CNIH	1263.65	CNIH	1104.3589
CNKSR1	480.8816	CNKSR1	271.3968
CNKSR2	81.1488	CNKSR2	68.0878
CNKSR3	635.4984	CNKSR3	291.1231
CNN1	110.202	CNN1	5062.3608
CNN2	3399.8998	CNN2	2826.917
CNN3	3504.7587	CNN3	5317.531
CNNM1	33.0606	CNNM1	71.9058
CNNM2	212.7233	CNNM2	159.0837
CNNM3	457.5054	CNNM3	780.1464
CNNM4	570.713	CNNM4	565.0652
CNOT10	547.3368	CNOT10	547.8842
CNOT1	6857.2082	CNOT1	3718.4442
CNOT2	1297.7125	CNOT2	1317.531
CNOT3	932.71	CNOT3	914.413
CNOT4	604.4415	CNOT4	492.8412
CNOT6L	799.1317	CNOT6L	1357.6201
CNOT6	1133.4113	CNOT6	883.8689
CNOT7	1316.0795	CNOT7	1494.1139
CNOT8	1045.9175	CNOT8	1398.3455
CNO	172.6499	CNO	188.3551
CNPY2	2831.5245	CNPY2	941.4572
CNPY3	1734.5133	CNPY3	1001.2727
CNPY4	315.5786	CNPY4	387.5278
CNP	1796.2665	CNP	1663.4585
CNR1	16.3633	CNR1	169.265
CNRIP1	94.8405	CNRIP1	496.0229
CNST	1006.8459	CNST	780.7827
CNTD1	21.7432	CNTD1	44.3271
CNTD2	202.0371	removed	removed
CNTFR	18.0331	CNTFR	264.0789
CNTF	20.9985	CNTF	26.6974
CNTLN	489.8981	CNTLN	354.7566
CNTN1	171.3141	CNTN1	309.2587
CNTN2	7.6807	CNTN2	5.727
CNTN3	27.3835	CNTN3	51.8613
CNTN4	31.7248	CNTN4	624.8807
CNTN5	32.0588	CNTN5	41.9981
removed	removed	CNTN6	14.6357
CNTNAP1	90.1653	CNTNAP1	307.986
CNTNAP2	14.0257	removed	removed
CNTNAP3	110.8699	CNTNAP3	350.6204
CNTROB	644.181	CNTROB	707.286
COASY	1028.5523	COASY	1125.0398
COBLL1	1597.2616	COBLL1	1227.4897
COBL	2673.2343	COBL	1276.1693
COBRA1	1232.927	COBRA1	1138.0846
COCH	474.1593	COCH	89.7614
COG1	832.9371	COG1	769.7136
COG2	822.5079	COG2	638.5619
COG3	990.8165	COG3	848.8705
COG4	1095.3415	COG4	863.8244
COG5	1041.987	COG5	931.8231
COG6	1250.9601	COG6	695.832
COG7	507.9312	COG7	613.7448
COG8	383.5398	COG8	387.8683
COIL	630.4892	COIL	480.4327
COL10A1	6222.0738	COL10A1	32.1349
COL11A1	8844.8823	COL11A1	17.181
COL11A2	85.1561	COL11A2	18.7719
COL12A1	16299.5492	COL12A1	4013.0449
COL13A1	22.7083	COL13A1	25.4534
COL14A1	57.4386	COL14A1	11008.9087
COL15A1	855.2346	COL15A1	4286.3506
COL16A1	4228.0848	COL16A1	3949.4114
COL17A1	134.5801	COL17A1	5044.5434
COL18A1	6468.1917	COL18A1	3999.6818
COL1A1	135821.3391	COL1A1	50445.3929
COL1A2	93093.0038	COL1A2	58523.7035
COL21A1	7.3468	COL21A1	98.95
COL22A1	447.1531	COL22A1	35.3166
COL23A1	11.0202	COL23A1	65.8606
COL24A1	84.4882	COL24A1	21.6354
COL25A1	12.6899	COL25A1	85.9052
COL27A1	608.7828	COL27A1	707.9224
COL28A1	89.8314	COL28A1	20.999
COL2A1	1445.6504	COL2A1	70.6332
COL3A1	67142.0938	COL3A1	43546.9297
COL4A1	6056.1029	COL4A1	5598.4728
COL4A2	5804.6418	COL4A2	6970.4104
COL4A3BP	510.2688	COL4A3BP	1416.7992
COL4A3	113.5415	COL4A3	59.1791
COL4A4	260.8115	COL4A4	182.9462
COL4A5	599.0983	COL4A5	731.4668
COL4A6	10.6863	COL4A6	330.5759
COL5A1	7590.5827	COL5A1	3478.5237
COL5A2	7697.7793	COL5A2	3588.6096
COL5A3	388.0447	COL5A3	637.6074
COL6A1	24709.9683	COL6A1	13861.279
removed	removed	COL6A2	24137.7665
COL6A3	18260.4775	COL6A3	20052.1794
removed	removed	COL6A6	683.1053
COL7A1	106.1947	COL7A1	936.0484
COL8A1	1422.2742	COL8A1	472.7967
COL8A2	3508.7661	COL8A2	1361.4381
COL9A1	84.4882	removed	removed
COL9A2	625.814	COL9A2	210.945
COL9A3	464.5183	COL9A3	68.7241
COLEC11	5.0092	COLEC11	43.2708
COLEC12	1451.3274	COLEC12	1318.8037
COLQ	36.3333	COLQ	36.5892
COMMD10	246.1179	COMMD10	392.3003
COMMD1	209.0499	COMMD1	215.3993
COMMD2	1262.9821	COMMD2	721.2854
COMMD3	891.2272	COMMD3	553.3185
COMMD4	672.2324	COMMD4	631.5622
COMMD5	827.1364	COMMD5	444.2666
COMMD6	1876.7741	COMMD6	1439.071
COMMD7	1748.205	COMMD7	706.3315
COMMD8	488.2284	COMMD8	256.4429
COMMD9	785.44	COMMD9	532.6122
COMP	2864.919	COMP	36.5892
COMTD1	102.8552	COMTD1	45.4979
COMT	3578.5607	COMT	1892.4594
COPA	9462.1773	COPA	4509.1219
COPB1	3799.9666	COPB1	3010.5313
COPB2	5852.3961	COPB2	3048.3614
COPE	3184.2311	COPE	1336.3029
COPG2	610.7864	COPG2	423.1626
COPG	6692.9371	COPG	2827.5533
COPS2	1692.7701	COPS2	1625.8352
COPS3	1041.2423	COPS3	860.3245
COPS4	788.4455	COPS4	836.462
COPS5	1469.3605	COPS5	914.413
COPS6	1460.344	COPS6	1378.301
COPS7A	4718.3169	COPS7A	1170.2195
COPS7B	712.3059	COPS7B	571.7467
COPS8	990.8065	COPS8	1015.5234
COPZ1	2326.2648	COPZ1	2596.5638
COPZ2	365.6704	COPZ2	345.5297
COQ10A	138.2535	COQ10A	139.6755
COQ10B	966.7724	COQ10B	1083.678
COQ2	253.4647	COQ2	149.8568
COQ3	303.5565	COQ3	108.8132
COQ4	336.6171	COQ4	512.5676
COQ5	309.5675	COQ5	377.9828
COQ6	160.1035	COQ6	243.2899
COQ7	259.4757	COQ7	459.4337
COQ9	1242.9454	COQ9	587.3369
CORIN	63.7836	CORIN	19.09
CORO1A	722.3243	CORO1A	672.2876
CORO1B	1838.7043	CORO1B	1349.0296
CORO1C	2594.7571	CORO1C	2858.7337
CORO2A	672.5664	CORO2A	566.0197
CORO2B	9.6844	CORO2B	343.6207
CORO6	10.6863	CORO6	41.6799
CORO7	670.4592	CORO7	462.9271
CORT	5.1762	removed	removed
COTL1	7895.1411	COTL1	1528.476
COX10	311.9052	COX10	248.1705
COX11	636.2932	COX11	740.1591
COX15	710.005	COX15	866.1343
COX16	214.727	COX16	651.6067
COX17	374.019	COX17	335.0302
COX18	481.8835	COX18	249.4432
COX19	222.932	COX19	185.9847
COX4I1	7341.1254	COX4I1	4491.2504
COX4I2	14.0257	COX4I2	78.9055
COX4NB	985.8073	COX4NB	348.0751
COX5A	1543.8304	COX5A	711.104
COX5B	1017.8661	COX5B	709.5132
COX6A1	1527.1331	COX6A1	1097.3592
COX6B1	2521.9569	COX6B1	1503.3408
removed	removed	COX6B2	18.1355
COX6C	2502.2541	COX6C	1087.496
COX7A1	40.7414	COX7A1	384.028
COX7A2L	2479.5458	COX7A2L	1469.2969
COX7A2	1579.5625	COX7A2	1052.8158
COX7B	2288.529	COX7B	934.4575
COX7C	2030.0551	COX7C	2228.126
COX8A	2141.259	COX8A	1082.0872
CP110	407.0796	CP110	842.5072
removed	removed	CPA1	9.8632
CPA3	187.3435	CPA3	271.3968
CPA4	243.7803	CPA4	78.2692
CPAMD8	184.004	CPAMD8	541.2027
removed	removed	CPB1	2188.9914
CPD	3029.2202	CPD	2760.42
CPEB1	18.367	CPEB1	86.2234
CPEB2	702.6215	CPEB2	920.7763
CPEB3	154.2829	CPEB3	363.3471
CPEB4	494.9073	CPEB4	1398.3455
CPE	2672.5664	CPE	5851.734
CPLX1	42.4111	CPLX1	85.9052
CPM	2037.068	CPM	955.1384
CPN2	11.3541	removed	removed
CPNE1	1667.9512	CPNE1	1193.013
CPNE2	1143.0957	CPNE2	876.5511
CPNE3	3416.2631	CPNE3	2862.8699
CPNE5	9.6844	CPNE5	65.8606
CPNE7	170.9801	CPNE7	26.7261
CPNE8	189.6811	CPNE8	528.7941
CPOX	371.6814	CPOX	355.0748
CPPED1	584.7387	CPPED1	510.6586
CPS1	15.3615	CPS1	104.9952
CPSF1	1873.4346	CPSF1	1142.539
CPSF2	1229.2536	CPSF2	1055.3611
CPSF3L	1434.2962	CPSF3L	1337.2574
CPSF3	974.1192	CPSF3	609.9268
CPSF4L	13.3578	removed	removed
CPSF4	298.5473	CPSF4	475.9784
CPSF6	2138.5874	CPSF6	1779.1919
CPSF7	1471.3642	CPSF7	2366.2106
CPT1A	2166.9728	CPT1A	3061.7245
CPT1B	272.7801	CPT1B	270.56
CPT1C	131.2406	CPT1C	106.9042
CPT2	629.4874	CPT2	447.3433
CPVL	502.2541	CPVL	1069.3605
CPXM1	253.4647	CPXM1	430.1623
CPXM2	455.8357	CPXM2	2749.2841
CPZ	235.7656	CPZ	909.6405
CP	5371.4209	CP	1252.0522
removed	removed	CR1	118.0401
CR2	8.0147	CR2	16.8629
CRABP1	498.2468	CRABP1	256.1247
CRABP2	1341.1254	CRABP2	4154.9475
CRADD	74.4699	CRADD	124.0853
CRAMP1L	665.9042	CRAMP1L	1027.391
CRAT	784.4381	CRAT	659.2428
CRB1	11.6881	CRB1	6.0452
CRB2	11.0202	CRB2	93.5412
CRB3	481.2156	CRB3	110.0859
CRBN	697.4286	CRBN	923.2739
CRCP	992.4862	CRCP	732.7394
CREB1	1046.5854	CREB1	1555.5202
CREB3L1	572.0488	CREB3L1	245.9434
CREB3L2	6069.4607	CREB3L2	2859.0519
CREB3L4	445.1494	CREB3L4	537.3847
CREB3	967.0496	CREB3	871.3586
CREB5	241.4426	CREB5	778.8737
CREBBP	2187.6774	CREBBP	3048.3614
CREBL2	2185.3398	CREBL2	2111.0404
CREBZF	1054.6001	CREBZF	1408.2087
CREG1	4767.7409	CREG1	2846.6433
CRELD1	410.4191	CRELD1	681.8326
CRELD2	1101.0185	CRELD2	440.98
CREM	634.8305	CREM	537.7028
CRHBP	5.6771	CRHBP	25.1352
CRHR1	283.7669	CRHR1	43.3758
CRIM1	2967.4403	CRIM1	7937.0029
CRIP1	780.7647	CRIP1	2310.8495
CRIP2	2631.1571	CRIP2	3082.0872
CRIPAK	80.1469	CRIPAK	252.3067
CRIPT	573.0506	CRIPT	473.7512
removed	removed	CRISP3	13.6812
CRISPLD1	3400.5677	CRISPLD1	1173.7194
CRISPLD2	697.9462	CRISPLD2	1886.7324
CRKL	2397.7292	CRKL	1727.0124
CRK	882.9521	CRK	1243.398
CRLF1	79.1451	CRLF1	37.5437
CRLF3	541.9937	CRLF3	465.797
CRLS1	1097.3451	CRLS1	692.6503
CRMP1	157.285	CRMP1	181.7881
CRNKL1	655.5351	CRNKL1	860.9609
CROCCL1	445.2363	CROCCL1	638.966
CROCCL2	70.1286	CROCCL2	100.8591
CROCC	540.3239	CROCC	652.5612
CROT	290.1987	CROT	432.0713
CRTAC1	107.5305	CRTAC1	299.0773
CRTAM	12.356	CRTAM	15.5902
CRTAP	2306.896	CRTAP	5258.6701
CRTC1	273.1675	CRTC1	412.3449
CRTC2	1033.5615	CRTC2	838.371
CRTC3	986.4752	CRTC3	1218.8991
CRY1	349.3071	CRY1	698.3773
CRY2	571.7148	CRY2	2164.4925
CRYAB	11755.2179	CRYAB	4520.2036
removed	removed	CRYBB1	11.454
CRYBB2	10.0184	removed	removed
CRYBG3	236.537	CRYBG3	893.4617
CRYGS	14.0257	CRYGS	10.4995
CRYL1	353.3144	CRYL1	626.7897
removed	removed	CRYM	14.6357
CRYZL1	195.5185	CRYZL1	337.5533
CRYZ	987.1197	CRYZ	750.1082
CSAD	101.8534	CSAD	511.6131
CSAG1	29.0533	removed	removed
CSDAP1	95.5084	CSDAP1	60.77
CSDA	8481.2156	CSDA	5699.0137
CSDC2	42.0771	CSDC2	33.0894
CSDE1	24124.8956	CSDE1	16366.2106
CSE1L	2354.3162	CSE1L	1656.6974
CSF1R	2148.2718	CSF1R	2117.4038
CSF1	729.0032	CSF1	1818.0083
CSF2RA	651.5278	CSF2RA	190.9004
CSF2RB	456.5036	CSF2RB	497.9319
CSF3R	74.4699	CSF3R	260.5791
removed	removed	CSF3	697.4228
CSGALNACT1	135.9158	CSGALNACT1	750.5568
CSGALNACT2	1961.9302	CSGALNACT2	849.5068
CSK	1282.351	CSK	907.0951
CSMD1	6.6789	CSMD1	38.4983
CSMD2	19.3688	CSMD2	14.3175
CSN3	170.9801	removed	removed
CSNK1A1	5347.1364	CSNK1A1	6528.1578
CSNK1D	3203.5398	CSNK1D	2988.2278
CSNK1E	2439.6026	CSNK1E	2649.8377
CSNK1G1	632.159	CSNK1G1	613.1085
CSNK1G2	1308.3987	CSNK1G2	957.0474
CSNK1G3	576.39	CSNK1G3	934.4575
CSNK2A1P	270.162	CSNK2A1P	397.0729
CSNK2A1	743.0289	CSNK2A1	1074.133
CSNK2A2	900.6512	CSNK2A2	465.4788
CSNK2B	2634.2795	CSNK2B	1700.7222
CSPG4	6489.8981	CSPG4	612.154
CSPG5	62.4478	CSPG5	14.9539
CSPP1	472.199	CSPP1	398.6637
CSRNP1	225.7472	CSRNP1	11404.7089
CSRNP2	630.4892	CSRNP2	1147.3115
CSRNP3	6.011	CSRNP3	24.1807
CSRP1	10094.8405	CSRP1	15248.8069
CSRP2BP	433.1274	CSRP2BP	528.476
CSRP2	1279.6794	CSRP2	378.301
CST1	75.1378	CST1	45.1798
CST3	5719.8197	CST3	6835.1893
CST5	11.3541	removed	removed
CST6	14.3597	CST6	23.8626
CST7	57.1047	CST7	58.2246
CSTA	275.5051	CSTA	152.084
CSTB	5897.8127	CSTB	1750.2386
CSTF1	595.7589	CSTF1	566.9742
CSTF2T	842.2107	CSTF2T	1063.6335
CSTF2	321.2556	CSTF2	234.1712
CSTF3	788.9397	CSTF3	551.5558
CS	5339.1217	CS	2470.8877
removed	removed	CT62	17.4992
CTAGE1	12.022	CTAGE1	9.2269
CTAGE4	67.1231	CTAGE4	79.86
CTAGE5	1544.1142	CTAGE5	1004.5275
CTAGE6	13.0239	CTAGE6	12.0904
CTAGE9	219.7362	CTAGE9	262.8062
CTBP1	1997.5622	CTBP1	2091.2663
CTBP2	1450.3256	CTBP2	1833.9166
CTBS	959.0883	CTBS	476.2902
CTCFL	10.6428	CTCFL	7.6328
CTCF	1318.4171	CTCF	1527.5215
CTDP1	522.2909	CTDP1	515.1129
CTDSP1	1544.1643	CTDSP1	2909.6405
CTDSP2	6288.195	CTDSP2	6245.9434
CTDSPL2	512.6064	CTDSPL2	808.4633
CTDSPL	1659.7095	CTDSPL	2056.3156
CTF1	102.5213	CTF1	158.1292
CTGF	8118.2167	CTGF	18070.315
CTHRC1	2019.3688	CTHRC1	709.195
CTH	120.2204	CTH	59.8155
CTLA4	27.0496	CTLA4	62.0426
CTNNA1	5898.4805	CTNNA1	7826.917
CTNNA2	10.0184	removed	removed
CTNNAL1	330.2722	CTNNAL1	623.2899
CTNNB1	11806.2581	CTNNB1	13015.7875
CTNNBIP1	1277.0078	CTNNBIP1	856.5065
CTNNBL1	866.2548	CTNNBL1	872.0967
CTNND1	11118.7176	CTNND1	8128.5396
CTNND2	14.6936	CTNND2	87.1779
CTNS	416.537	CTNS	372.5008
CTPS2	655.5351	CTPS2	512.2494
CTPS	1362.8319	CTPS	407.8906
CTR9	1152.1122	CTR9	1706.9679
CTRL	8.7427	removed	removed
CTSA	3975.8223	CTSA	2081.979
CTSB	33997.9963	CTSB	11060.4518
CTSC	2099.1818	CTSC	2638.8801
CTSD	16876.2732	CTSD	7877.8237
removed	removed	CTSE	37.5437
CTSF	1456.0027	CTSF	2379.2555
CTSG	21.7065	CTSG	158.4473
CTSH	2557.6891	CTSH	2477.251
CTSK	3715.1444	CTSK	7116.1311
CTSL1	1884.4548	CTSL1	2007.636
CTSL2	325.263	CTSL2	205.5361
CTSO	717.983	CTSO	1825.3261
CTSS	1869.7612	CTSS	2120.9036
CTSW	33.7285	CTSW	45.4979
CTSZ	5211.8885	CTSZ	5462.2972
CTTNBP2NL	1449.9917	CTTNBP2NL	1152.4022
CTTNBP2	36.4001	CTTNBP2	175.3102
CTTN	6109.5341	CTTN	4651.2886
CTU1	52.4295	CTU1	37.5437
CTU2	446.8592	CTU2	174.3366
CTXN1	245.45	CTXN1	75.4057
CUBN	81.8167	CUBN	84.9507
CUEDC1	881.9502	CUEDC1	352.2113
CUEDC2	644.181	CUEDC2	666.8788
CUL1	1935.2146	CUL1	1697.4228
CUL2	1803.3061	CUL2	607.0633
CUL3	1677.0746	CUL3	1925.5488
CUL4A	3031.5579	CUL4A	1706.3315
CUL4B	1993.3211	CUL4B	1713.9675
CUL5	1230.5894	CUL5	1096.0865
CUL7	1028.4588	CUL7	860.8941
CUL9	548.3386	CUL9	735.9211
CUTA	4395.7255	CUTA	1566.6561
CUTC	189.6677	CUTC	417.0092
CUX1	1341.4593	CUX1	835.8256
CUZD1	29.3538	CUZD1	16.5733
CWC15	1039.9065	CWC15	743.5571
CWC22	881.9502	CWC22	962.4563
CWC25	297.5455	CWC25	617.881
CWC27	396.3934	CWC27	392.3003
CWF19L1	277.5088	CWF19L1	404.3907
CWF19L2	537.3184	CWF19L2	622.3353
CWH43	85.824	removed	removed
CX3CL1	7887.4603	CX3CL1	9878.1419
CX3CR1	206.7123	CX3CR1	633.153
CXADR	311.5712	CXADR	303.8498
CXCL10	1003.5064	CXCL10	82.4053
CXCL11	144.2645	CXCL11	15.5902
CXCL12	924.6953	CXCL12	13097.3592
CXCL13	458.1733	CXCL13	29.9077
CXCL14	1011.5211	CXCL14	8821.1899
CXCL16	4177.659	CXCL16	1950.6841
CXCL17	7.6807	CXCL17	314.9857
CXCL1	44.4148	CXCL1	132.0395
CXCL2	44.4148	CXCL2	2136.1756
CXCL3	12.6899	CXCL3	81.1327
CXCL5	102.1873	CXCL5	130.1304
CXCL6	11.6881	CXCL6	17.181
CXCL9	275.5051	CXCL9	209.9905
removed	removed	CXCR1	18.4537
CXCR2P1	45.0827	removed	removed
CXCR2	5.6771	CXCR2	38.4983
