gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
TNFRSF17	15.3079	TNFRSF17	47.8508
TNFRSF18	115.9689	TNFRSF18	8.9213
TNFRSF19	885.5387	TNFRSF19	456.6099
TNFRSF1A	2181.1435	TNFRSF1A	1467.1533
TNFRSF1B	1105.4157	TNFRSF1B	572.5872
TNFRSF21	441.1458	TNFRSF21	2482.9684
TNFRSF25	48.2431	TNFRSF25	60.8273
TNFRSF4	118.2883	TNFRSF4	8.1103
TNFRSF6B	68.7742	TNFRSF6B	28.382
TNFRSF8	41.2849	TNFRSF8	29.6026
TNFRSF9	25.977	removed	removed
TNFSF10	3132.5525	TNFSF10	3118.4104
TNFSF11	24.5854	TNFSF11	7.7048
TNFSF12-TNFSF13	257.3211	TNFSF12-TNFSF13	28.897
TNFSF12	776.6671	TNFSF12	505.296
TNFSF13B	115.0412	TNFSF13B	20.6813
TNFSF13	807.1344	TNFSF13	946.3423
TNFSF15	5.5665	TNFSF15	24.7364
TNFSF4	354.8649	TNFSF4	25.1419
TNFSF8	49.6347	TNFSF8	36.9019
TNFSF9	102.5165	TNFSF9	16.6261
TNF	13.9163	TNF	9.7324
TNIK	215.7022	TNIK	325.6285
TNIP1	3370.9846	TNIP1	1829.6837
TNIP2	946.7703	TNIP2	327.2506
TNIP3	7.422	removed	removed
TNK1	355.7926	TNK1	465.5312
TNK2	916.5302	TNK2	1029.7202
TNKS1BP1	6921.489	TNKS1BP1	3914.4363
removed	removed	TNKS2	2459.043
TNKS	1018.2767	TNKS	1903.6131
removed	removed	TNMD	78.6699
TNNI1	14.3801	TNNI1	70.9651
TNNI2	9.2775	TNNI2	150.0406
TNNI3K	15.8831	TNNI3K	63.1144
TNNT1	14.844	removed	removed
removed	removed	TNNT2	23.9254
TNNT3	5.5665	TNNT3	20.2758
TNN	788.5887	TNN	98.1346
TNPO1	2018.3231	TNPO1	2929.8459
TNPO2	1851.7917	TNPO2	1781.4274
TNPO3	625.7683	TNPO3	1190.9976
TNRC18	4037.1101	TNRC18	2979.3187
TNRC6A	967.6447	TNRC6A	1385.2393
TNRC6B	370.1728	TNRC6B	1126.1152
TNRC6C	929.9223	TNRC6C	722.5588
TNS1	3119.1001	TNS1	8642.3358
TNS3	1752.0584	TNS3	2760.3406
removed	removed	TNS4	8575.0203
removed	removed	TNXB	730.1582
TOB1	1832.7728	TOB1	3508.3293
TOB2	1381.8857	TOB2	1534.4688
TOE1	289.1476	TOE1	331.8938
TOLLIP	2019.2508	TOLLIP	954.5823
TOM1L1	779.4828	TOM1L1	1140.4826
TOM1L2	1721.9065	TOM1L2	1742.0925
TOM1	1163.8641	TOM1	826.8451
TOMM20	4329.3517	TOMM20	11714.923
TOMM22	940.7399	TOMM22	918.897
TOMM34	812.2463	TOMM34	624.4931
TOMM40L	414.6492	TOMM40L	294.927
TOMM40	1390.6993	TOMM40	530.0081
TOMM5	1154.0763	TOMM5	551.4761
TOMM6	2358.5527	TOMM6	1362.7413
TOMM70A	2003.0152	TOMM70A	2788.2198
TOMM7	1694.074	TOMM7	2826.4396
TOP1MT	521.8601	TOP1MT	843.4712
TOP1P1	72.3646	TOP1P1	87.5912
TOP1P2	10.6691	removed	removed
TOP1	2678.4182	TOP1	2509.7324
TOP2A	1246.434	TOP2A	314.6796
TOP2B	2240.5195	TOP2B	5519.8702
TOP3A	237.9682	TOP3A	565.2879
removed	removed	TOP3B	400.6488
TOPBP1	565.4645	TOPBP1	1369.0187
TOPORS	552.4759	TOPORS	1046.6342
TOR1AIP1	1462.6	TOR1AIP1	1965.1257
TOR1AIP2	160.9649	TOR1AIP2	283.0495
TOR1A	1205.6129	TOR1A	815.8962
TOR1B	616.0269	TOR1B	465.5312
TOR2A	490.3166	TOR2A	134.631
TOR3A	1357.3002	TOR3A	577.0479
TOX2	72.3646	TOX2	19.4647
TOX3	474.0809	TOX3	112.3277
TOX4	1632.1327	TOX4	1907.7251
TOX	71.4369	TOX	145.5799
TP53AIP1	19.0189	TP53AIP1	258.3131
TP53BP1	1010.7851	TP53BP1	1705.5961
TP53BP2	429.085	TP53BP2	1037.7129
TP53I11	5570.2192	TP53I11	1739.2539
TP53I13	687.9276	TP53I13	222.2222
TP53I3	597.9358	TP53I3	268.0454
TP53INP1	1150.8756	TP53INP1	590.0243
TP53INP2	1071.0889	TP53INP2	380.7786
TP53RK	577.9891	TP53RK	407.9481
TP53TG1	818.7406	TP53TG1	160.9895
removed	removed	TP53TG3B	9.7324
TP53	1308.5933	TP53	2508.5158
TP63	438.8264	TP63	6310.219
TP73	30.1519	TP73	111.1111
TPBG	1355.9086	TPBG	588.8078
TPCN1	817.8128	TPCN1	1371.8573
TPCN2	207.4359	TPCN2	398.5036
TPD52L1	439.7541	TPD52L1	1683.2928
TPD52L2	2539.7194	TPD52L2	2019.0592
TPD52	5262.3217	TPD52	3297.0519
removed	removed	TPH1	13.382
TPI1P2	12.0608	TPI1P2	8.9213
TPI1	5899.107	TPI1	3165.8556
TPK1	80.7144	TPK1	106.2449
TPM1	6669.8968	TPM1	10219.8743
TPM2	3821.8717	TPM2	5594.485
TPM3	12166.0675	TPM3	3020.2758
TPM4	20003.711	TPM4	10515.8151
TPMT	746.8398	TPMT	482.1573
removed	removed	TPO	53.528
TPP1	3300.0116	TPP1	2549.4728
TPP2	845.6454	TPP2	1651.2571
TPPP3	467.5867	TPPP3	68.9376
TPPP	564.0728	TPPP	351.176
TPRA1	923.1126	TPRA1	612.7332
TPRG1L	1318.7986	TPRG1L	1508.1103
TPRG1	2479.4155	TPRG1	206.0016
TPRKB	684.2166	TPRKB	328.8727
TPRN	1249.6811	TPRN	195.0527
removed	removed	TPRXL	16.6261
TPR	2283.8594	TPR	4866.9667
TPSAB1	1078.9748	TPSAB1	6.8938
TPSB2	1890.7573	TPSB2	46.6342
TPSD1	74.684	removed	removed
TPSG1	91.3835	TPSG1	11.3544
TPST1	341.4125	TPST1	221.4112
TPST2	554.3314	TPST2	295.2149
TPT1	84398.4692	TPT1	74137.4696
TPTE2P1	11.5969	TPTE2P1	19.4647
removed	removed	TPTE2P3	6.0827
TPX2	571.4948	TPX2	148.013
TRA2A	1676.4467	TRA2A	1902.6764
TRA2B	2053.5776	TRA2B	3404.2985
TRABD	776.064	TRABD	459.043
TRADD	490.3166	TRADD	226.2774
TRAF1	327.4962	TRAF1	327.6561
TRAF2	616.0269	TRAF2	371.4517
TRAF3IP1	658.2396	TRAF3IP1	575.4258
TRAF3IP2	600.2551	TRAF3IP2	1387.6723
TRAF3IP3	180.4476	TRAF3IP3	143.5523
TRAF3	186.0141	TRAF3	167.0722
TRAF4	1631.9146	TRAF4	1586.7802
TRAF5	555.7231	TRAF5	633.82
TRAF6	154.9345	TRAF6	321.1679
removed	removed	TRAF7	1576.9992
TRAFD1	1470.9498	TRAFD1	974.047
TRAIP	40.3572	TRAIP	98.1346
TRAK1	1204.6851	TRAK1	2530.4136
TRAK2	2891.801	TRAK2	1179.2376
TRAM1L1	98.3416	TRAM1L1	142.7413
TRAM1	5157.8337	TRAM1	4498.7835
TRAM2	886.0026	TRAM2	778.1833
TRANK1	957.4394	TRANK1	791.5653
TRAP1	1043.3677	TRAP1	2091.4923
TRAPPC10	882.2915	TRAPPC10	1197.8913
TRAPPC1	1878.2326	TRAPPC1	802.1087
TRAPPC2L	855.8506	TRAPPC2L	399.8378
TRAPPC2P1	318.0517	TRAPPC2P1	149.5255
TRAPPC2	295.4888	TRAPPC2	432.6845
TRAPPC3	1857.3582	TRAPPC3	810.219
TRAPPC4	942.5954	TRAPPC4	483.7794
TRAPPC5	1146.2368	TRAPPC5	257.0965
TRAPPC6A	763.5394	TRAPPC6A	292.3763
TRAPPC6B	672.6197	TRAPPC6B	802.1087
TRAPPC9	674.9391	TRAPPC9	646.3909
TRAT1	27.3687	TRAT1	19.8702
TRDMT1	74.2201	TRDMT1	182.8873
TREM1	17.1634	removed	removed
TREM2	506.0884	TREM2	198.2968
TREML2	6.9581	TREML2	5.2717
TRERF1	152.1512	TRERF1	274.1281
TREX1	695.2476	TREX1	238.6861
TREX2	13.9163	TREX2	6.4882
TRH	11.5969	TRH	6.0827
TRIAP1	501.9135	TRIAP1	482.9684
TRIB1	2478.0239	TRIB1	1042.5791
TRIB2	991.7662	TRIB2	1198.7024
TRIB3	871.1585	TRIB3	295.6204
TRIL	1373.9998	TRIL	995.1338
TRIM11	695.3496	TRIM11	364.1525
TRIM13	966.5314	TRIM13	707.4534
TRIM14	1438.4785	TRIM14	899.4323
TRIM16L	53.457	TRIM16L	165.8475
TRIM16	292.8308	TRIM16	367.8994
TRIM17	32.9352	TRIM17	42.1736
TRIM21	929.6069	TRIM21	341.8491
TRIM22	1541.4589	TRIM22	1552.717
TRIM23	288.0668	TRIM23	608.678
TRIM24	1502.9572	TRIM24	1036.0908
TRIM25	565.4645	TRIM25	870.6407
TRIM26	2163.9801	TRIM26	1598.9457
TRIM27	1471.4137	TRIM27	1457.8264
TRIM28	5171.75	TRIM28	4611.1111
TRIM29	580.3085	TRIM29	7776.9667
TRIM2	313.58	TRIM2	3740.4704
removed	removed	TRIM32	619.6269
TRIM33	1258.9586	TRIM33	1874.6959
TRIM34	288.5307	TRIM34	276.5612
TRIM35	467.1228	TRIM35	415.2474
TRIM36	572.4226	TRIM36	247.7697
TRIM37	450.6831	TRIM37	735.9205
TRIM38	737.0985	TRIM38	504.8662
TRIM39	391.6178	TRIM39	530.8354
TRIM3	365.9979	TRIM3	296.837
TRIM41	765.4645	TRIM41	529.3877
TRIM44	632.2626	TRIM44	1401.8654
TRIM45	290.3862	TRIM45	412.8143
TRIM46	37.1101	TRIM46	113.5442
TRIM47	744.5205	TRIM47	466.7478
TRIM4	766.7865	TRIM4	1540.957
TRIM52	137.3072	TRIM52	303.7307
TRIM56	132.2046	TRIM56	442.0114
TRIM58	137.2376	TRIM58	57.4777
TRIM59	384.6828	TRIM59	120.438
TRIM5	760.0046	TRIM5	673.382
TRIM62	243.5347	TRIM62	158.1509
TRIM63	10.6691	removed	removed
TRIM65	439.7541	TRIM65	506.8938
TRIM66	218.9493	TRIM66	748.1752
TRIM68	91.3835	TRIM68	348.3374
TRIM69	33.4594	TRIM69	14.7405
TRIM6	147.0486	TRIM6	195.0527
removed	removed	TRIM74	6.8938
TRIM78P	6.7819	TRIM78P	18.0211
TRIM7	12.5246	TRIM7	18.2482
TRIM8	3977.734	TRIM8	1621.6545
TRIM9	21.8022	TRIM9	408.7591
TRIOBP	1410.6923	TRIOBP	1918.8078
TRIO	1171.75	TRIO	2051.0949
TRIP10	787.6609	TRIP10	696.2693
TRIP11	778.8473	TRIP11	1444.0389
TRIP12	2586.5708	TRIP12	3275.7502
TRIP13	179.5199	TRIP13	156.9343
TRIP4	749.1592	TRIP4	672.3439
TRIP6	966.253	TRIP6	1821.1679
TRIT1	295.0249	TRIT1	686.5369
TRMT112	3411.8056	TRMT112	1186.9424
TRMT11	133.5962	TRMT11	413.2198
TRMT12	428.1573	TRMT12	388.4834
TRMT1	390.1194	TRMT1	773.3171
TRMT2A	381.3058	TRMT2A	935.5231
TRMT2B	282.0364	TRMT2B	377.94
TRMT5	491.2443	TRMT5	845.9043
TRMT61A	539.0235	TRMT61A	324.0065
TRMT61B	194.3036	TRMT61B	434.5296
TRMT6	418.4159	TRMT6	444.85
TRMU	163.7481	TRMU	262.3682
TRNAU1AP	434.6515	TRNAU1AP	267.6399
TRNP1	76.0756	TRNP1	487.0235
TRNT1	216.3099	TRNT1	338.6253
TROAP	151.2235	TROAP	35.6853
TROVE2	1051.8335	TROVE2	1130.3041
removed	removed	TRO	407.5426
TRPC1	102.9804	TRPC1	231.5491
TRPC3	12.9885	removed	removed
TRPC4AP	1950.1334	TRPC4AP	1995.5393
TRPC4	17.1634	removed	removed
TRPC6	115.505	TRPC6	484.1849
TRPM2	117.3605	TRPM2	107.4615
removed	removed	TRPM3	54.7445
TRPM4	1655.1084	TRPM4	982.1573
TRPM6	8.8136	TRPM6	36.4964
TRPM7	692.5664	TRPM7	1581.103
TRPS1	3325.0609	TRPS1	9902.6764
TRPT1	691.6386	TRPT1	225.8719
TRPV1	99.2694	TRPV1	387.6723
TRPV2	187.4058	TRPV2	73.8037
TRPV4	117.8244	TRPV4	448.4996
TRPV6	18.555	TRPV6	423.3577
TRRAP	1244.1517	TRRAP	2518.8443
TRUB1	576.1336	TRUB1	660.9895
TRUB2	872.5502	TRUB2	514.5985
TSC1	462.4841	TSC1	1160.5839
TSC22D1	4162.8204	TSC22D1	8363.747
TSC22D2	533.457	TSC22D2	690.1865
TSC22D3	3375.6233	TSC22D3	6294.8094
TSC22D4	1213.9627	TSC22D4	1463.0981
TSC2	1000.116	TSC2	2122.4655
TSEN15	742.665	TSEN15	447.6886
TSEN2	103.4443	TSEN2	285.8881
TSEN34	1198.6548	TSEN34	746.9586
TSEN54	524.1795	TSEN54	369.0187
TSFM	708.802	TSFM	519.0592
TSG101	1881.9436	TSG101	1196.6748
TSGA10	23.6577	TSGA10	178.4266
TSGA14	276.9338	TSGA14	376.7234
removed	removed	TSHR	25.5474
TSHZ1	799.2578	TSHZ1	1307.7859
TSHZ2	64.9426	TSHZ2	796.4315
TSHZ3	567.32	TSHZ3	408.3536
TSIX	747.0068	TSIX	15.3244
TSKU	3088.9482	TSKU	1292.3763
TSLP	6.9581	TSLP	94.8905
TSNARE1	212.4551	TSNARE1	439.9838
TSNAXIP1	29.688	TSNAXIP1	47.8508
TSNAX	996.405	TSNAX	1164.3066
TSN	2162.5884	TSN	2066.91
TSPAN10	118.2883	TSPAN10	13.382
TSPAN11	57.5206	TSPAN11	34.4688
TSPAN12	167.4591	TSPAN12	477.6967
TSPAN13	3463.7597	TSPAN13	1679.6431
TSPAN14	2314.7396	TSPAN14	2396.9992
TSPAN15	1565.1165	TSPAN15	485.4015
TSPAN17	913.8351	TSPAN17	328.8727
TSPAN18	712.9769	TSPAN18	227.0884
TSPAN1	6465.4992	TSPAN1	148.4185
TSPAN2	316.8271	TSPAN2	495.5393
TSPAN31	1845.2975	TSPAN31	964.3147
removed	removed	TSPAN32	18.6537
TSPAN33	477.792	TSPAN33	466.7478
TSPAN3	1884.7269	TSPAN3	1861.3139
TSPAN4	650.3537	TSPAN4	508.1103
TSPAN5	40.3572	TSPAN5	237.6318
TSPAN6	452.7427	TSPAN6	1756.2855
TSPAN7	547.3733	TSPAN7	630.1703
TSPAN8	10.2053	TSPAN8	28.7916
TSPAN9	2262.3217	TSPAN9	1086.7802
TSPO	1592.4852	TSPO	873.0738
TSPYL1	1566.7494	TSPYL1	2842.4777
TSPYL2	539.4874	TSPYL2	2010.9489
TSPYL3	18.555	TSPYL3	66.0989
TSPYL4	789.9803	TSPYL4	1352.7981
TSPYL5	1919.9814	TSPYL5	1214.5174
TSR1	686.7726	TSR1	1632.1817
TSR2	1569.7553	TSR2	678.0211
TSSC1	635.5097	TSSC1	276.1557
TSSC4	741.2733	TSSC4	394.5661
TSSK3	9.6393	TSSK3	50.515
removed	removed	TSSK4	24.7364
TSSK6	11.5969	TSSK6	22.7088
TSTA3	2302.215	TSTA3	601.3788
TSTD1	1608.257	TSTD1	540.9408
TSTD2	318.4692	TSTD2	795.7259
TST	989.9107	TST	210.0568
TTBK1	24.5854	TTBK1	12.571
TTBK2	34.7907	TTBK2	304.9473
TTC12	568.7116	TTC12	542.9846
TTC13	217.5577	TTC13	302.1087
TTC14	661.4867	TTC14	1199.9189
TTC15	952.3368	TTC15	693.4307
TTC17	1472.3414	TTC17	2119.2214
TTC18	181.2594	TTC18	253.0697
TTC19	771.8891	TTC19	1889.2092
TTC1	1204.2213	TTC1	707.2182
TTC21A	32.9352	TTC21A	128.9538
TTC21B	246.7819	TTC21B	841.0381
removed	removed	TTC22	104.2174
TTC23L	8.8136	TTC23L	45.4177
TTC23	293.6333	TTC23	576.6423
TTC25	96.95	TTC25	38.1184
TTC26	113.6495	TTC26	131.7924
TTC27	506.0884	TTC27	848.3374
TTC28	483.9476	TTC28	1439.047
TTC30A	541.8068	TTC30A	403.0819
TTC30B	194.8278	TTC30B	261.9627
TTC31	496.347	TTC31	611.9221
TTC32	166.0675	TTC32	105.4339
TTC33	284.3558	TTC33	402.6764
TTC35	805.2882	TTC35	777.7778
TTC36	293.1694	TTC36	14.5985
TTC37	816.8851	TTC37	2227.4939
TTC38	247.7096	TTC38	560.4217
TTC39A	2475.7045	TTC39A	635.442
TTC39B	31.0797	TTC39B	119.2214
TTC39C	1297.4603	TTC39C	459.4485
TTC3	3943.4072	TTC3	7634.631
TTC4	664.27	TTC4	733.4753
TTC5	239.3599	TTC5	257.9075
TTC7A	513.5104	TTC7A	589.6188
TTC7B	277.8615	TTC7B	310.219
TTC8	541.8068	TTC8	654.5012
TTC9C	407.2828	TTC9C	273.3171
TTC9	1034.4428	TTC9	718.9781
TTF1	385.4807	TTF1	656.5288
TTF2	260.2343	TTF2	409.9757
TTK	128.0297	TTK	75.8313
removed	removed	TTLL10	9.3268
TTLL11	25.977	TTLL11	138.2806
TTLL12	1840.1948	TTLL12	1122.871
TTLL13	10.9707	TTLL13	6.7802
TTLL1	285.7474	TTLL1	264.3958
removed	removed	TTLL2	18.2482
TTLL3	205.0748	TTLL3	1145.8516
TTLL4	224.052	TTLL4	708.4347
TTLL5	695.3496	TTLL5	826.8451
TTLL7	9.7414	TTLL7	73.3982
TTLL9	19.9467	TTLL9	15.8151
TTL	675.403	TTL	442.8224
removed	removed	TTN	245.4866
TTPAL	376.6671	TTPAL	480.5353
removed	removed	TTPA	10.9489
TTYH1	6.4943	TTYH1	1291.5653
TTYH2	122.4725	TTYH2	391.8167
TTYH3	2262.3217	TTYH3	639.9027
TUBA1A	10273.7006	TUBA1A	4251.2409
TUBA1B	16902.113	TUBA1B	8908.4063
TUBA1C	4692.1025	TUBA1C	725.4663
TUBA3C	7.8859	removed	removed
TUBA3D	268.1201	removed	removed
TUBA3E	124.7826	removed	removed
TUBA4A	641.0762	TUBA4A	808.5969
TUBA8	36.6462	TUBA8	53.4915
TUBAL3	10.2053	TUBAL3	30.0081
TUBB1	11.5969	TUBB1	19.8702
TUBB2A	965.3253	TUBB2A	674.777
TUBB2B	35.6813	TUBB2B	172.7494
TUBB2C	10907.5728	TUBB2C	2135.442
TUBB3	554.0856	TUBB3	33.2076
TUBB4	96.0223	TUBB4	48.6618
TUBB6	1932.3716	TUBB6	970.515
TUBB8	9.7414	removed	removed
removed	removed	TUBBP5	13.382
TUBB	26191.8126	TUBB	12862.5304
TUBD1	138.6988	TUBD1	294.4039
TUBE1	117.3605	TUBE1	359.2863
TUBG1	1249.6811	TUBG1	384.8337
TUBG2	275.0783	TUBG2	545.4177
TUBGCP2	952.0631	TUBGCP2	1369.9594
TUBGCP3	438.3625	TUBGCP3	802.9197
TUBGCP4	186.9419	TUBGCP4	500.4055
TUBGCP5	397.0776	TUBGCP5	713.3009
TUBGCP6	500.058	TUBGCP6	1656.5288
TUB	138.6988	TUB	763.5848
TUFM	3439.1743	TUFM	2609.8946
TUFT1	786.7332	TUFT1	560.4217
TUG1	3256.4073	TUG1	6420.1135
TULP3	568.7116	TULP3	776.9667
TULP4	1131.3928	TULP4	646.3909
TUSC1	409.6022	TUSC1	274.5337
TUSC2	558.5063	TUSC2	360.5028
TUSC3	358.112	TUSC3	1104.6229
TUSC5	63.551	TUSC5	75.4258
TUT1	955.12	TUT1	685.3204
TWF1	2304.5344	TWF1	1594.0795
TWF2	1101.7929	TWF2	571.7762
TWIST1	200.3943	TWIST1	34.0633
TWIST2	33.399	removed	removed
TWISTNB	429.5489	TWISTNB	820.7624
TWSG1	1162.4725	TWSG1	770.4785
removed	removed	TXK	15.0041
TXLNA	2493.7957	TXLNA	1960.665
TXLNB	38.5017	TXLNB	84.7526
TXLNG	80.2505	TXLNG	399.8378
TXN2	1495.9991	TXN2	1416.4639
TXNDC11	1468.1665	TXNDC11	1220.1946
TXNDC12	2484.0543	TXNDC12	1017.8427
TXNDC15	1825.8147	TXNDC15	1148.824
TXNDC16	1026.093	TXNDC16	634.631
TXNDC17	981.6537	TXNDC17	277.1127
TXNDC3	10.6691	removed	removed
TXNDC5	6235.1339	TXNDC5	5883.9578
removed	removed	TXNDC6	13.382
TXNDC9	628.0877	TXNDC9	437.9562
TXNIP	9787.313	TXNIP	58516.2206
TXNL1	2169.0827	TXNL1	1405.9205
TXNL4A	1544.706	TXNL4A	493.5118
TXNL4B	219.4132	TXNL4B	377.5345
TXNRD1	1142.9897	TXNRD1	1297.2425
TXNRD2	233.7933	TXNRD2	345.0933
TXNRD3IT1	227.2991	TXNRD3IT1	380.7786
TXN	5427.3455	TXN	1461.8816
TYK2	1155.0504	TYK2	1128.5483
TYMP	2675.6349	TYMP	160.1784
TYMS	306.2183	TYMS	220.661
TYRO3	236.5766	TYRO3	131.7924
TYROBP	1335.4981	TYROBP	187.7534
TYSND1	707.8743	TYSND1	572.1817
TYW1B	42.2127	TYW1B	154.9067
TYW1	443.929	TYW1	706.8127
TYW3	437.3884	TYW3	831.0989
U2AF1L4	147.6238	U2AF1L4	124.1727
U2AF1	1925.0841	U2AF1	1299.6756
U2AF2	3342.2243	U2AF2	2254.6634
UACA	1720.9788	UACA	2791.1598
UAP1L1	386.8723	UAP1L1	346.3098
UAP1	1319.7263	UAP1	1098.9457
UBA1	9407.3988	UBA1	5077.4534
UBA2	1871.7384	UBA2	2208.0292
UBA3	565.9283	UBA3	1107.867
UBA52	10035.0226	UBA52	8340.6326
UBA5	530.6738	UBA5	770.4785
UBA6	826.6265	UBA6	1256.691
UBA7	874.4057	UBA7	894.5661
UBAC1	834.5124	UBAC1	584.3471
UBAC2	1736.1336	UBAC2	1071.2247
UBAP1	1454.7141	UBAP1	1746.1476
UBAP2L	3941.0878	UBAP2L	3618.4104
UBAP2	656.848	UBAP2	1210.0568
UBASH3A	29.2242	UBASH3A	41.768
UBASH3B	106.2275	UBASH3B	85.9692
UBB	15186.3621	UBB	8179.6431
UBC	59112.1419	UBC	31065.2879
UBD	551.0843	UBD	160.5839
UBE2A	1587.3826	UBE2A	783.455
UBE2B	1596.6601	UBE2B	1253.0414
UBE2CBP	14.844	UBE2CBP	82.3195
UBE2C	661.9506	UBE2C	34.0633
UBE2D1	340.0209	UBE2D1	293.5929
UBE2D2	1956.1637	UBE2D2	1460.2595
UBE2D3	4999.1882	UBE2D3	5049.0673
UBE2D4	405.1676	UBE2D4	219.9067
UBE2E1	1431.0565	UBE2E1	1202.352
UBE2E2	346.5151	UBE2E2	424.9797
UBE2E3	459.7008	UBE2E3	1051.5004
UBE2F	713.9047	UBE2F	314.0187
UBE2G1	892.4968	UBE2G1	1378.751
UBE2G2	1440.334	UBE2G2	1773.3171
UBE2H	2227.531	UBE2H	1229.5215
UBE2I	2230.7782	UBE2I	1579.4809
UBE2J1	2326.8004	UBE2J1	1938.3617
UBE2J2	1329.0038	UBE2J2	518.2482
UBE2K	2439.5222	UBE2K	2023.9254
UBE2L3	2002.5513	UBE2L3	1365.7745
UBE2L6	3860.3734	UBE2L6	884.4282
UBE2MP1	122.4632	UBE2MP1	58.3942
UBE2M	1534.0369	UBE2M	534.0633
UBE2NL	12.0608	removed	removed
UBE2N	2290.1542	UBE2N	1295.2149
UBE2O	995.0133	UBE2O	1027.575
UBE2Q1	2140.3224	UBE2Q1	1686.5369
removed	removed	UBE2Q2P1	78.6699
UBE2Q2	1045.1119	UBE2Q2	929.4404
UBE2QL1	114.1134	UBE2QL1	115.5718
UBE2R2	2461.3244	UBE2R2	1695.0527
UBE2S	359.5037	UBE2S	51.5004
UBE2T	250.029	UBE2T	65.2879
UBE2V1	3320.0046	UBE2V1	2376.7234
UBE2V2	819.2045	UBE2V2	671.1273
UBE2W	515.8298	UBE2W	660.9895
UBE2Z	3314.8556	UBE2Z	2381.9951
UBE3A	1992.3414	UBE3A	2615.5718
UBE3B	1198.6548	UBE3B	1320.7624
removed	removed	UBE3C	2019.0592
UBE4A	1746.4919	UBE4A	2070.5596
UBE4B	890.1774	UBE4B	1985.807
UBFD1	1449.6115	UBFD1	1381.5896
UBIAD1	682.3611	UBIAD1	787.5101
UBL3	1327.6122	UBL3	1713.7064
UBL4A	936.565	UBL4A	714.1119
UBL5	3104.2561	UBL5	744.12
UBL7	1272.8749	UBL7	610.7056
UBLCP1	622.0573	UBLCP1	689.3755
UBN1	1314.6237	UBN1	1600.5677
UBN2	1026.093	UBN2	1144.3633
UBOX5	438.8078	UBOX5	638.897
UBP1	1585.991	UBP1	2118.0049
UBQLN1	2404.2677	UBQLN1	3330.0892
UBQLN2	986.6636	UBQLN2	1653.2847
UBQLN4	1371.6804	UBQLN4	1368.2076
UBQLNL	15.7718	UBQLNL	10.9489
UBR1	590.9776	UBR1	1196.6748
UBR2	643.3956	UBR2	1350.7705
UBR3	707.8743	UBR3	1774.5337
UBR4	2476.1684	UBR4	4379.1565
UBR5	1728.4008	UBR5	4841.4436
UBR7	1498.3185	UBR7	1204.7851
UBTD1	443.929	UBTD1	81.914
UBTD2	1454.7141	UBTD2	856.4477
UBTF	3436.8549	UBTF	2512.571
UBXN10	309.869	UBXN10	190.5921
UBXN11	417.4881	UBXN11	396.1882
UBXN1	1958.0193	UBXN1	1334.1444
UBXN2A	235.185	UBXN2A	457.8264
UBXN2B	570.1032	UBXN2B	878.3455
UBXN4	3028.6443	UBXN4	3570.9651
UBXN6	1845.2975	UBXN6	1277.7778
UBXN7	175.8089	UBXN7	795.6204
UBXN8	173.0256	UBXN8	134.2255
UCA1	9.7414	UCA1	14.5985
UCHL1	279.2532	UCHL1	8.1103
UCHL3	632.7264	UCHL3	288.3212
UCHL5	291.5505	UCHL5	476.7518
UCK1	940.276	UCK1	606.2449
UCK2	343.268	UCK2	470.8029
UCKL1AS	11.2026	UCKL1AS	17.9521
UCKL1	339.0931	UCKL1	593.6618
UCN2	15.7718	UCN2	7.2993
UCP2	8351.6178	UCP2	456.2044
UCP3	25.977	UCP3	25.1419
UEVLD	180.4476	UEVLD	304.9473
UFC1	3558.3904	UFC1	1703.974
UFD1L	1026.0837	UFD1L	712.4696
UFM1	2107.8511	UFM1	1773.3171
UFSP1	41.7488	UFSP1	12.571
UFSP2	736.7877	UFSP2	940.1338
UGCG	367.8534	UGCG	319.1403
UGDH	1582.2799	UGDH	886.4558
UGGT1	3145.541	UGGT1	1888.0779
UGGT2	463.4118	UGGT2	632.1979
UGP2	1801.2293	UGP2	2171.5328
removed	removed	UGT2B11	11.7599
removed	removed	UGT2B15	6.4882
UGT3A2	15.7718	UGT3A2	7.7048
UGT8	9.7414	UGT8	323.1955
UHMK1	123.3909	UHMK1	527.1695
UHRF1BP1L	360.4314	UHRF1BP1L	813.4631
UHRF1BP1	614.6353	UHRF1BP1	549.4728
UHRF1	307.5496	UHRF1	80.292
UHRF2	452.7427	UHRF2	1545.0122
UIMC1	379.9142	UIMC1	755.4745
ULBP1	24.5854	removed	removed
ULBP2	21.8022	removed	removed
ULBP3	8.8136	ULBP3	52.3114
ULK1	1095.6744	ULK1	1072.5872
ULK2	388.7278	ULK2	712.0843
ULK3	920.3294	ULK3	583.9416
ULK4	28.7603	ULK4	77.4534
UMODL1	8.8136	UMODL1	18.2482
UMOD	12.5246	removed	removed
UMPS	727.3571	UMPS	721.0057
UNC119B	236.5766	UNC119B	1349.9594
UNC119	686.536	UNC119	476.4801
UNC13A	13.9163	removed	removed
UNC13B	565.9283	UNC13B	1033.6577
removed	removed	UNC13C	6.0827
UNC13D	219.8771	UNC13D	260.3406
UNC45A	1765.9747	UNC45A	1944.0389
UNC50	481.9668	UNC50	553.528
UNC5A	162.3565	UNC5A	6.8938
