gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
TARS2	1522.0134	TARS2	577.6594
TARSL2	123.479	TARSL2	270.966
TARS	1004.3218	TARS	1372.0915
TAS1R3	5.3687	removed	removed
TAS2R14	13.4293	TAS2R14	16.5109
TAS2R20	29.5276	TAS2R20	22.4801
removed	removed	TAS2R4	6.8243
removed	removed	TAS2R5	10.4372
TASP1	182.5342	TASP1	265.7474
TATDN1	419.522	TATDN1	409.4597
TATDN2	1740.2108	TATDN2	1377.7115
TATDN3	259.2293	TATDN3	274.5789
TAT	31.0615	TAT	8975.1966
TAX1BP1	5512.8407	TAX1BP1	3651.0159
TAX1BP3	3679.4645	TAX1BP3	2100.6127
TAZ	460.9373	TAZ	219.9842
TBC1D10A	450.8404	TBC1D10A	600.3643
TBC1D10B	2436.9854	TBC1D10B	913.6572
TBC1D10C	64.0404	TBC1D10C	32.5159
TBC1D12	280.7039	TBC1D12	398.6211
TBC1D13	460.1703	TBC1D13	1449.5677
TBC1D14	771.5523	TBC1D14	2551.8975
TBC1D15	674.9165	TBC1D15	1142.4729
TBC1D16	303.7124	TBC1D16	551.5663
TBC1D17	989.1246	TBC1D17	1191.8329
TBC1D19	109.6739	TBC1D19	150.5367
TBC1D1	1005.4722	TBC1D1	1122.8028
TBC1D20	1309.9516	TBC1D20	1511.7895
TBC1D22A	247.725	TBC1D22A	356.0694
TBC1D22B	554.8082	TBC1D22B	460.6542
TBC1D23	840.9613	TBC1D23	861.8726
TBC1D24	475.1259	TBC1D24	318.7363
TBC1D25	311.7654	TBC1D25	497.3731
TBC1D2B	582.8824	TBC1D2B	1104.337
TBC1D2	615.8613	TBC1D2	451.2086
TBC1D3B	185.2186	TBC1D3B	74.6662
TBC1D3C	54.07	TBC1D3C	28.903
TBC1D3H	31.0615	TBC1D3H	10.0358
TBC1D3	351.6162	TBC1D3	236.0415
TBC1D4	591.3189	TBC1D4	2066.5673
TBC1D5	1273.9049	TBC1D5	1772.7197
TBC1D7	477.8102	TBC1D7	174.2211
TBC1D8B	169.1126	TBC1D8B	318.3349
TBC1D8	519.609	TBC1D8	1073.8282
TBC1D9B	1919.2938	TBC1D9B	3441.4688
TBC1D9	1138.1546	TBC1D9	7217.3298
TBCA	987.8323	TBCA	1075.0325
TBCB	1304.0537	TBCB	689.5543
TBCCD1	277.6361	TBCCD1	329.5749
TBCC	1258.9494	TBCC	570.0322
TBCD	1533.7171	TBCD	1329.5639
TBCEL	338.2252	TBCEL	365.7037
TBCE	559.4674	TBCE	229.3175
TBCK	928.3975	TBCK	605.603
TBK1	688.3381	TBK1	611.781
TBKBP1	251.1763	TBKBP1	168.1996
TBL1XR1	4466.7201	TBL1XR1	3294.9465
TBL1X	745.0925	TBL1X	1301.4396
TBL2	1480.9815	TBL2	850.6325
TBL3	1943.8362	TBL3	763.9234
TBPL1	164.8944	TBPL1	264.9445
TBP	171.7969	TBP	327.1663
TBRG1	887.7453	TBRG1	1028.0651
TBRG4	1401.6022	TBRG4	679.2214
TBX15	78.9959	TBX15	85.9063
TBX18	40.2649	TBX18	82.2934
TBX19	25.7159	TBX19	82.2934
TBX1	170.6465	TBX1	36.9317
TBX21	16.4894	TBX21	7.2258
TBX2	100.087	TBX2	82.6948
TBX3	3145.6477	TBX3	2567.9548
TBX5	43.3327	TBX5	20.0716
TBX6	149.9388	TBX6	47.3689
TBXA2R	24.9259	TBXA2R	18.0644
TBXAS1	78.6124	TBXAS1	164.9882
TC2N	3310.1586	TC2N	4677.0738
TCEA1	1375.9093	TCEA1	1622.9859
TCEA2	1074.8812	TCEA2	372.1266
TCEA3	939.131	TCEA3	1049.7423
TCEAL1	330.9392	TCEAL1	987.1191
TCEAL2	7.286	TCEAL2	121.2322
TCEAL3	1276.2057	TCEAL3	656.7413
TCEAL4	5375.94	TCEAL4	3533.798
TCEAL5	24.5424	TCEAL5	66.6376
TCEAL6	54.07	TCEAL6	31.3116
TCEAL7	20.7077	TCEAL7	160.171
TCEAL8	1813.0711	TCEAL8	1229.9849
TCEANC	44.8666	TCEANC	59.4118
TCEB1	900.4	TCEB1	414.6783
TCEB2	3249.1861	TCEB2	1055.3624
TCEB3	1030.678	TCEB3	1555.3769
removed	removed	TCERG1L	5.2186
TCERG1	715.1814	TCERG1	817.3137
TCF12	1071.0465	TCF12	2018.4558
TCF15	9.9704	TCF15	5.2186
TCF19	378.4901	TCF19	326.3635
TCF20	724.7683	TCF20	1185.426
TCF25	1296.1465	TCF25	2098.6818
TCF3	1723.7214	TCF3	979.4919
TCF4	1000.487	TCF4	1178.6017
TCF7L1	854.7664	TCF7L1	1205.4976
TCF7L2	734.7386	TCF7L2	1024.8536
TCF7	214.3627	TCF7	1405.0089
TCFL5	487.7806	TCFL5	437.5599
TCHP	400.3674	TCHP	313.1163
TCIRG1	430.2593	TCIRG1	391.3953
TCL1A	6.1356	removed	removed
TCN1	37.9641	TCN1	469.273
TCN2	219.3479	TCN2	580.8708
TCOF1	1229.8052	TCOF1	817.7152
TCP10L	42.4392	TCP10L	32.0222
TCP11L1	91.6506	TCP11L1	181.1097
TCP11L2	33.3623	TCP11L2	296.2562
TCP1	1946.6011	TCP1	4089.495
TCTA	1021.5782	TCTA	1058.1724
TCTE3	30.2945	TCTE3	58.2075
TCTEX1D1	8.4365	TCTEX1D1	9.6343
TCTEX1D2	223.1826	TCTEX1D2	126.0454
removed	removed	TCTEX1D4	6.0215
TCTN1	1352.9008	TCTN1	930.1159
TCTN2	576.7468	TCTN2	839.7939
TCTN3	1193.7586	TCTN3	1692.4335
removed	removed	TDGF1	20.0716
removed	removed	TDGF3	6.4229
TDG	387.31	TDG	438.7642
TDO2	18.7903	TDO2	7.6272
TDP1	1253.1972	TDP1	476.9001
TDP2	943.7327	TDP2	929.7144
removed	removed	TDRD10	29.3045
removed	removed	TDRD12	23.4958
TDRD1	274.9518	TDRD1	12.4444
TDRD3	518.8421	TDRD3	399.4239
TDRD5	5.3687	TDRD5	131.6694
removed	removed	TDRD6	31.3116
TDRD7	230.4686	TDRD7	431.5384
TDRD9	14.9555	TDRD9	13.6487
TDRKH	719.7831	TDRKH	324.3563
TEAD1	654.2088	TEAD1	1962.5967
TEAD2	1338.3287	TEAD2	997.1549
TEAD3	2048.1415	TEAD3	971.0618
TEAD4	431.7932	TEAD4	117.2179
TECPR1	109.2905	TECPR1	200.7156
TECPR2	1249.3625	TECPR2	1129.2257
TECR	1045.7371	TECR	2109.5204
removed	removed	TECTA	16.4587
TEC	47.9344	TEC	35.7274
removed	removed	TEDDM1	5.2186
TEF	196.7228	TEF	995.9506
TEKT1	12.2712	removed	removed
TEKT2	18.4068	TEKT2	30.1073
TEKT3	60.2056	TEKT3	20.473
TEKT4	31.445	TEKT4	6.4229
TEKT5	17.2564	removed	removed
TEK	185.2186	TEK	317.9334
TELO2	985.5315	TELO2	345.2307
TENC1	2186.1926	TENC1	2522.9945
TEP1	889.2792	TEP1	950.9903
removed	removed	TEPP	22.0787
TERF1	860.1351	TERF1	615.3939
TERF2IP	1385.4962	TERF2IP	1771.114
TERF2	460.9373	TERF2	634.6626
TESC	10.3538	TESC	342.8222
TESK1	1782.3931	TESK1	704.913
TESK2	459.0199	TESK2	468.4701
TES	999.6894	TES	2746.5675
TET1	121.9451	TET1	81.4905
TET2	454.0347	TET2	810.088
TET3	441.3801	TET3	664.7699
TEX10	318.2845	TEX10	476.0973
removed	removed	TEX11	7.2258
TEX14	19.1738	TEX14	18.8673
TEX261	1776.641	TEX261	2642.6209
TEX264	1868.2916	TEX264	1091.4912
TEX2	2047.3745	TEX2	2524.1988
TEX9	51.0022	TEX9	163.3825
TFAM	493.1492	TFAM	789.615
TFAP2A	5074.8812	TFAP2A	1858.2246
TFAP2B	4266.1625	TFAP2B	1596.8929
TFAP2C	366.9858	TFAP2C	3868.1901
TFAP2E	14.9555	TFAP2E	18.8673
TFAP4	698.692	TFAP4	166.9953
TFB1M	199.0237	TFB1M	244.873
TFB2M	641.5541	TFB2M	335.5964
TFCP2L1	72.4768	TFCP2L1	884.3527
TFCP2	717.0988	TFCP2	730.2032
TFDP1	1913.1582	TFDP1	1316.2926
TFDP2	427.5749	TFDP2	291.439
TFDP3	16.4894	TFDP3	8.8315
TFE3	1248.5955	TFE3	1113.1684
TFEB	187.1359	TFEB	291.0375
TFEC	79.3794	TFEC	40.946
TFF1	6710.0505	TFF1	772.3534
TFF2	7.286	removed	removed
TFF3	12459.8789	TFF3	3312.6095
TFG	3353.8748	TFG	1844.1745
TFIP11	938.1761	TFIP11	1069.4165
TFPI2	207.4601	TFPI2	708.1245
TFPI	149.1719	TFPI	635.8669
TFPT	498.4757	TFPT	155.1009
TFR2	28.3772	removed	removed
TFRC	2417.0447	TFRC	1138.0572
TF	1716.4354	TF	1345.1956
TGDS	193.2715	TGDS	232.0272
TGFA	33.3623	TGFA	306.2919
TGFB1I1	414.9203	TGFB1I1	1247.6479
TGFB1	914.5886	TGFB1	448.3985
TGFB2	151.4727	TGFB2	466.0615
TGFB3	3727.3798	TGFB3	1016.0221
TGFBI	1891.6836	TGFBI	1509.7824
TGFBR1	3776.0811	TGFBR1	2101.0904
TGFBR2	1002.0209	TGFBR2	4974.1328
TGFBR3	3713.9581	TGFBR3	3302.1722
TGFBRAP1	127.3138	TGFBRAP1	347.2379
TGIF1	1797.7321	TGIF1	1423.8761
TGIF2LX	6.9026	removed	removed
TGIF2	954.1517	TGIF2	892.3613
TGM1	112.7417	TGM1	44.1574
TGM2	1794.2808	TGM2	319.1377
removed	removed	TGM5	36.1288
TGOLN2	3326.6481	TGOLN2	8901.7347
TGS1	392.2952	TGS1	566.0179
TH1L	2670.9053	TH1L	1869.8661
THADA	1252.8137	THADA	1090.2869
THAP10	65.1908	THAP10	77.8776
THAP11	778.0713	THAP11	758.3034
THAP1	227.7843	THAP1	307.0948
THAP2	82.4472	THAP2	196.2998
THAP3	253.9028	THAP3	203.6942
THAP4	1434.581	THAP4	855.4497
THAP5	455.1852	THAP5	773.9592
THAP6	313.2993	THAP6	420.6998
THAP7	274.9518	THAP7	267.3531
THAP8	157.9918	THAP8	77.8776
THAP9	103.1549	THAP9	162.5796
THBD	181.3838	THBD	685.6443
THBS1	3313.9934	THBS1	6542.9255
THBS2	4924.2061	THBS2	661.157
THBS3	1484.452	THBS3	732.6118
THBS4	543.768	THBS4	309.5034
removed	removed	THEG	6.4229
THEM4	1100.1906	THEM4	350.0479
removed	removed	THEM5	6.4229
THEMIS	10.3538	THEMIS	17.663
THG1L	147.2545	THG1L	167.3968
THNSL1	372.3545	THNSL1	249.6901
THNSL2	1043.8197	THNSL2	1252.8665
THOC1	520.376	THOC1	514.2332
THOC2	1451.4539	THOC2	1286.9881
THOC3	691.7894	THOC3	375.3381
THOC4	1209.0976	THOC4	471.6815
THOC5	332.4731	THOC5	502.9932
THOC6	2162.6165	THOC6	327.8127
THOC7	1657.3802	THOC7	971.8647
THOP1	533.4141	THOP1	533.9034
THPO	14.1886	THPO	6.4229
THRAP3	3135.2939	THRAP3	3474.3862
THRA	396.9084	THRA	1173.5597
THRB	455.5686	THRB	1633.0217
THRSP	331.7061	THRSP	124.8451
THSD1P1	94.3349	THSD1P1	158.2522
THSD1	73.2438	THSD1	231.2243
THSD4	1391.2483	THSD4	3663.0588
THSD7A	34.1293	THSD7A	72.659
THSD7B	17.2564	THSD7B	309.5034
THTPA	1005.4722	THTPA	360.4851
THUMPD1	2675.8905	THUMPD1	2268.8886
THUMPD2	229.7017	THUMPD2	165.3896
THUMPD3	1411.5725	THUMPD3	1042.5166
THY1	3847.024	THY1	956.6103
THYN1	1287.71	THYN1	901.6143
TIA1	1407.3543	TIA1	1814.0671
TIAF1	624.5163	TIAF1	316.9941
TIAL1	1128.1843	TIAL1	1501.7538
TIAM1	181.0003	TIAM1	319.5392
TIAM2	66.6672	TIAM2	176.6498
TICAM1	380.4075	TICAM1	465.2586
TICAM2	139.608	TICAM2	114.7531
TIE1	445.5983	TIE1	565.215
TIFAB	7.286	removed	removed
TIFA	910.7538	TIFA	592.1109
TIGD1	230.0852	TIGD1	97.5478
TIGD2	202.4749	TIGD2	199.5113
TIGD3	11.5043	TIGD3	10.0358
TIGD4	10.7373	TIGD4	28.903
TIGD5	384.2422	TIGD5	77.4762
TIGD6	211.2949	TIGD6	337.2021
TIGD7	766.1875	TIGD7	355.7804
TIGIT	92.0341	TIGIT	6.8243
TIMELESS	965.5908	TIMELESS	379.7538
TIMM10	724.7683	TIMM10	290.2347
TIMM13	718.6327	TIMM13	556.7849
TIMM16	245.3283	TIMM16	89.6998
TIMM17A	872.7897	TIMM17A	720.1674
TIMM17B	1321.8393	TIMM17B	463.6529
TIMM22	789.5756	TIMM22	535.1077
TIMM44	956.7708	TIMM44	331.9835
TIMM50	1288.0935	TIMM50	541.5306
TIMM8A	202.4749	TIMM8A	107.1821
TIMM8B	1038.0676	TIMM8B	389.7896
TIMM9	1086.3855	TIMM9	561.2007
TIMP1	10782.9415	TIMP1	4855.3092
TIMP2	5426.9422	TIMP2	5593.541
TIMP3	10389.1124	TIMP3	15623.6985
removed	removed	TIMP4	51.3832
TINAGL1	387.6935	TINAGL1	1649.4804
TINF2	2222.6227	TINF2	1331.9484
TIPARP	383.0918	TIPARP	1326.3243
TIPIN	67.4916	TIPIN	84.702
TIPRL	1298.0638	TIPRL	1159.7345
TIRAP	157.9918	TIRAP	198.307
TJAP1	757.7472	TJAP1	606.9638
TJP1	1446.8522	TJP1	2539.8546
TJP2	573.679	TJP2	1680.792
TJP3	1026.5633	TJP3	494.9645
TK1	1069.896	TK1	116.8165
TK2	691.7894	TK2	1103.1327
TKT	5987.5831	TKT	2927.637
TLCD1	379.6405	TLCD1	60.6161
TLE1	149.1719	TLE1	851.4354
TLE2	295.276	TLE2	1345.5971
TLE3	2086.1055	TLE3	1944.5323
TLE4	146.4876	TLE4	741.0418
TLE6	74.0107	TLE6	30.5088
TLK1	1211.0149	TLK1	1749.8382
TLK2	668.0139	TLK2	577.6594
TLL1	98.5531	TLL1	143.3109
TLL2	23.7755	removed	removed
TLN1	5212.963	TLN1	8647.2274
TLN2	623.1473	TLN2	979.8933
TLR10	26.8433	TLR10	39.7417
TLR1	95.1019	TLR1	163.3825
TLR2	135.7503	TLR2	520.6561
TLR3	138.4346	TLR3	270.5646
TLR4	176.0152	TLR4	494.1617
TLR5	272.6509	TLR5	487.3374
TLR6	17.6399	TLR6	18.8673
TLR7	101.2375	TLR7	110.3936
TLR8	15.7225	TLR8	9.6343
TLR9	42.8955	TLR9	22.1791
TM2D1	220.8818	TM2D1	333.9907
TM2D2	2047.3745	TM2D2	1035.2908
TM2D3	603.5901	TM2D3	952.1946
TM4SF18	65.9577	TM4SF18	955.8075
TM4SF19	12.2674	TM4SF19	5.5317
TM4SF1	3243.0505	TM4SF1	11554.3914
TM6SF1	47.5509	TM6SF1	124.8451
TM6SF2	9.2034	removed	removed
TM7SF2	1713.751	TM7SF2	181.4469
TM7SF3	1047.6545	TM7SF3	1579.23
TM7SF4	7.286	removed	removed
TM9SF1	4125.4156	TM9SF1	2002.6515
TM9SF2	4176.0458	TM9SF2	5408.4812
TM9SF3	3777.2315	TM9SF3	6564.2014
TM9SF4	3610.0363	TM9SF4	2096.6746
TMBIM1	1788.9122	TMBIM1	3803.1583
TMBIM4	2018.8401	TMBIM4	1537.1319
TMBIM6	22212.8058	TMBIM6	27697.5417
TMC4	2982.6708	TMC4	1960.1881
TMC5	427.1915	TMC5	687.6515
TMC6	748.9272	TMC6	328.7721
TMC7	138.8181	TMC7	48.1717
TMC8	143.0363	TMC8	106.7807
TMCC1	1218.6844	TMCC1	776.3678
TMCC2	22.625	TMCC2	54.1932
TMCC3	127.3138	TMCC3	348.0408
TMCO1	4694.5044	TMCO1	2529.4174
TMCO3	828.6901	TMCO3	1834.1387
TMCO4	432.9436	TMCO4	980.6962
TMCO6	203.2419	TMCO6	212.7585
TMCO7	175.2482	TMCO7	329.5749
TMED10P1	69.409	TMED10P1	47.3689
TMED10	16235.96	TMED10	9546.433
TMED1	705.0883	TMED1	439.0572
TMED2	7131.4898	TMED2	6763.7126
TMED3	3402.5762	TMED3	2625.7608
TMED4	1153.1102	TMED4	1201.4833
TMED5	593.2094	TMED5	1371.6901
removed	removed	TMED6	16.0572
TMED7-TICAM2	18.9437	TMED7-TICAM2	45.3135
TMED7	1573.2189	TMED7	2947.0101
TMED8	643.4715	TMED8	466.0615
TMED9	3305.9404	TMED9	2502.5215
TMEFF1	23.1849	TMEFF1	36.3135
TMEM100	14.9555	TMEM100	69.4476
TMEM101	747.7768	TMEM101	806.4751
TMEM102	321.7358	TMEM102	240.0558
TMEM104	600.9058	TMEM104	425.517
TMEM105	5.3687	TMEM105	22.8816
TMEM106A	392.2952	TMEM106A	151.3395
TMEM106B	1079.0994	TMEM106B	2092.2589
TMEM106C	2350.7035	TMEM106C	1761.4797
TMEM107	329.0218	TMEM107	287.4247
TMEM108	26.8433	TMEM108	91.1249
TMEM109	2703.1173	TMEM109	3141.1984
TMEM110	322.5027	TMEM110	240.0558
TMEM111	1990.2367	TMEM111	1115.1756
TMEM115	1986.0185	TMEM115	1261.698
TMEM116	488.5475	TMEM116	429.5313
TMEM117	56.3709	TMEM117	140.5009
TMEM119	663.0288	TMEM119	234.4358
TMEM11	817.5693	TMEM11	359.6823
TMEM120A	1150.0424	TMEM120A	576.0536
TMEM120B	234.15	TMEM120B	389.1915
TMEM121	241.206	TMEM121	33.3188
TMEM123	8739.0182	TMEM123	7207.294
TMEM125	816.8024	TMEM125	522.2619
TMEM126A	301.795	TMEM126A	257.7188
TMEM126B	677.2173	TMEM126B	488.5417
TMEM127	2645.9795	TMEM127	2789.5447
TMEM128	583.6494	TMEM128	632.6554
TMEM129	1245.1442	TMEM129	697.2858
TMEM130	66.7247	TMEM130	51.3832
TMEM131	930.6945	TMEM131	1772.7197
TMEM132A	2402.0892	TMEM132A	763.9234
removed	removed	TMEM132B	5.62
TMEM132C	7.286	TMEM132C	35.3259
TMEM132E	8.053	removed	removed
TMEM133	21.8581	TMEM133	70.2504
TMEM134	1122.4322	TMEM134	447.1942
TMEM135	1708.3824	TMEM135	870.7041
TMEM136	172.9474	TMEM136	243.6687
TMEM138	1022.7286	TMEM138	450.4057
TMEM139	942.9657	TMEM139	442.7785
TMEM140	695.3135	TMEM140	422.0004
TMEM141	2147.4616	TMEM141	881.5427
TMEM143	264.9814	TMEM143	116.415
TMEM144	374.6554	TMEM144	853.0411
TMEM147	2860.3421	TMEM147	998.3592
TMEM149	153.8234	TMEM149	49.6289
TMEM14A	901.9339	TMEM14A	598.9352
TMEM14B	1803.1008	TMEM14B	814.9051
TMEM14C	4481.6756	TMEM14C	1865.4503
TMEM150A	717.0988	TMEM150A	425.517
TMEM150C	27.9937	TMEM150C	917.6715
TMEM151B	20.3587	TMEM151B	30.5208
TMEM154	49.4683	TMEM154	245.2744
TMEM156	10.7373	TMEM156	29.3045
TMEM158	53.6865	TMEM158	58.2075
TMEM159	2385.9832	TMEM159	1368.0772
TMEM160	156.8414	TMEM160	33.7202
TMEM161A	732.0543	TMEM161A	389.3882
TMEM161B	93.1845	TMEM161B	259.7259
TMEM163	19.9407	TMEM163	61.0175
TMEM164	1056.4744	TMEM164	733.8161
TMEM165	1294.2291	TMEM165	1242.8307
TMEM167A	1834.1623	TMEM167A	1954.9695
TMEM167B	2178.1396	TMEM167B	1772.3183
TMEM168	725.5352	TMEM168	1201.4833
TMEM169	11.1208	TMEM169	14.0501
TMEM170A	246.5746	TMEM170A	688.0529
TMEM170B	180.6169	TMEM170B	195.0955
TMEM173	352.4138	TMEM173	632.254
TMEM175	485.8632	TMEM175	365.3023
TMEM176A	394.9795	TMEM176A	737.0275
TMEM176B	887.3618	TMEM176B	1580.4342
TMEM177	486.2467	TMEM177	187.8698
TMEM178	21.0911	TMEM178	158.9667
TMEM179B	2204.9829	TMEM179B	1062.5881
TMEM17	15.7225	TMEM17	63.0247
TMEM180	35.2797	TMEM180	83.8991
TMEM181	507.7213	TMEM181	1740.6053
TMEM182	86.2819	TMEM182	161.7767
TMEM183A	1599.4754	TMEM183A	1115.1756
TMEM184A	562.8535	TMEM184A	321.3255
TMEM184B	863.2565	TMEM184B	1560.182
TMEM184C	497.3674	TMEM184C	685.2429
TMEM185A	904.6182	TMEM185A	630.2468
TMEM185B	730.5204	TMEM185B	723.3788
TMEM186	780.7557	TMEM186	254.9087
TMEM187	549.1366	TMEM187	245.2744
TMEM188	197.8732	TMEM188	272.9731
TMEM189	543.3845	TMEM189	522.6633
TMEM18	373.5049	TMEM18	816.5109
TMEM191A	17.2564	TMEM191A	15.2544
TMEM192	648.8402	TMEM192	670.7914
TMEM194A	424.5071	TMEM194A	567.6236
TMEM194B	59.0552	TMEM194B	141.7052
removed	removed	TMEM195	15.2544
TMEM198	101.621	TMEM198	78.2791
TMEM199	784.207	TMEM199	531.8962
TMEM19	576.3634	TMEM19	792.0236
TMEM200A	129.6146	TMEM200A	193.0884
TMEM200B	55.4697	TMEM200B	77.8295
TMEM200C	9.9704	TMEM200C	16.4587
TMEM201	225.8669	TMEM201	370.1195
TMEM203	929.5441	TMEM203	884.7541
TMEM204	199.4071	TMEM204	176.6297
TMEM205	4357.8131	TMEM205	1318.7012
TMEM206	358.1659	TMEM206	152.1424
TMEM208	745.0925	TMEM208	493.3588
TMEM209	702.9102	TMEM209	727.7946
TMEM20	14.9555	TMEM20	52.9889
removed	removed	TMEM213	15.6558
TMEM214	2462.6783	TMEM214	2362.8235
TMEM215	10.3538	removed	removed
TMEM216	839.8109	TMEM216	420.6998
TMEM217	16.1865	TMEM217	20.6617
TMEM218	521.1429	TMEM218	411.0654
TMEM219	4315.6308	TMEM219	2215.4983
TMEM220	22.2416	TMEM220	224.4
TMEM222	560.6409	TMEM222	845.4139
TMEM223	722.8509	TMEM223	232.4286
TMEM229B	505.4204	TMEM229B	399.8254
TMEM22	46.017	TMEM22	64.6304
TMEM231	200.1741	TMEM231	429.9247
TMEM232	6.1356	TMEM232	41.3474
TMEM25	1742.8952	TMEM25	1367.2743
TMEM26	25.6928	TMEM26	918.4141
TMEM27	25.3094	TMEM27	32.1145
TMEM2	723.2344	TMEM2	1317.0954
TMEM30A	1698.7955	TMEM30A	4906.2909
TMEM30B	2181.9744	TMEM30B	2319.4689
TMEM33	1573.7826	TMEM33	1770.3112
TMEM35	42.9492	TMEM35	26.4945
TMEM37	66.7247	TMEM37	77.4762
TMEM38A	52.9196	TMEM38A	61.0175
TMEM38B	12.2712	TMEM38B	52.5875
TMEM39A	716.7153	TMEM39A	674.4043
TMEM39B	332.4731	TMEM39B	330.3778
TMEM40	163.3605	TMEM40	60.6161
TMEM41A	1081.0168	TMEM41A	607.3653
TMEM41B	911.9042	TMEM41B	754.289
TMEM42	509.2552	TMEM42	216.3714
TMEM43	2483.3859	TMEM43	3940.4477
TMEM44	85.8985	TMEM44	191.4826
TMEM45A	218.5809	TMEM45A	383.3667
TMEM45B	203.6254	TMEM45B	173.8197
TMEM47	206.3097	TMEM47	1582.8428
TMEM48	269.1996	TMEM48	385.7753
TMEM49	2809.7234	TMEM49	1922.4535
TMEM50A	2754.1195	TMEM50A	2808.0106
TMEM50B	1493.6362	TMEM50B	1426.6861
TMEM51	179.8499	TMEM51	369.718
TMEM52	21.4746	TMEM52	13.6487
TMEM53	284.1322	TMEM53	182.6632
TMEM54	529.5794	TMEM54	766.7334
TMEM55A	78.229	TMEM55A	240.0558
TMEM55B	849.0143	TMEM55B	531.0933
TMEM56	223.9496	TMEM56	187.4683
TMEM57	1050.3388	TMEM57	1027.2622
TMEM59L	18.0233	TMEM59L	40.946
TMEM59	4954.1172	TMEM59	8450.1247
TMEM5	393.4456	TMEM5	386.1767
TMEM60	621.6134	TMEM60	307.8977
TMEM61	38.3475	TMEM61	77.8776
TMEM62	951.4022	TMEM62	718.1602
TMEM63A	978.6289	TMEM63A	1949.7509
TMEM63B	1221.7523	TMEM63B	735.4218
TMEM63C	688.3381	TMEM63C	342.8222
TMEM64	235.4538	TMEM64	626.634
TMEM65	318.2845	TMEM65	482.5202
TMEM66	7891.1544	TMEM66	9352.5418
TMEM67	240.0555	TMEM67	307.4962
TMEM68	168.7291	TMEM68	426.7213
TMEM69	980.1628	TMEM69	621.0139
TMEM70	776.9209	TMEM70	397.4168
TMEM71	14.1886	TMEM71	178.6368
removed	removed	TMEM74	7.2258
TMEM79	966.7412	TMEM79	305.0876
removed	removed	TMEM80	351.2522
TMEM81	41.7988	TMEM81	34.1216
TMEM84	7.6695	TMEM84	286.6218
TMEM85	1346.7345	TMEM85	1196.9873
TMEM86A	785.7217	TMEM86A	446.0462
TMEM86B	36.0467	TMEM86B	47.3689
TMEM87A	967.5081	TMEM87A	3245.9719
TMEM87B	1182.2543	TMEM87B	1845.7802
TMEM88	27.2267	TMEM88	72.659
TMEM8A	1951.8892	TMEM8A	596.1252
TMEM8B	407.2508	TMEM8B	825.3423
TMEM90B	142.6528	TMEM90B	11.2401
TMEM91	111.5913	TMEM91	108.848
TMEM92	15.7225	removed	removed
TMEM93	536.8577	TMEM93	199.7762
TMEM97	535.0209	TMEM97	425.7618
TMEM98	457.1025	TMEM98	1570.7999
TMEM99	543.768	TMEM99	435.9542
TMEM9B	2161.2667	TMEM9B	1761.0782
TMEM9	4300.6753	TMEM9	2294.5802
TMF1	847.8639	TMF1	1478.4707
TMIE	10.3538	TMIE	5.62
TMLHE	402.2656	TMLHE	250.8944
TMOD1	144.7849	TMOD1	288.8939
TMOD2	80.1463	TMOD2	666.7771
TMOD3	776.5374	TMOD3	1232.3935
TMPO	869.047	TMPO	1098.183
TMPPE	91.2671	TMPPE	46.1646
TMPRSS13	947.5674	TMPRSS13	912.8543
TMPRSS2	208.994	TMPRSS2	633.0568
TMPRSS3	896.9487	TMPRSS3	654.3327
removed	removed	TMPRSS4	6.4229
removed	removed	TMPRSS6	109.9921
TMSB10	21264.8549	TMSB10	10231.6759
removed	removed	TMSB15A	14.853
TMSB15B	9.9704	TMSB15B	53.1093
TMSL3	28858.4324	TMSL3	17407.2569
TMTC1	71.7099	TMTC1	1802.0242
TMTC2	154.5405	TMTC2	293.8476
TMTC3	521.5264	TMTC3	794.4322
TMTC4	518.8421	TMTC4	537.1148
TMUB1	765.4167	TMUB1	316.3277
TMUB2	899.633	TMUB2	1030.8751
TMX1	1005.8557	TMX1	1158.1287
TMX2	2076.1352	TMX2	1864.246
TMX3	693.3233	TMX3	1185.8275
TMX4	182.5342	TMX4	1209.5119
TNC	3852.0092	TNC	6717.5481
TNFAIP1	1689.8605	TNFAIP1	1881.5236
TNFAIP2	945.65	TNFAIP2	1677.982
TNFAIP3	359.3163	TNFAIP3	515.839
TNFAIP6	208.2271	TNFAIP6	38.5374
TNFAIP8L1	120.7947	TNFAIP8L1	97.9492
TNFAIP8L2	80.5298	TNFAIP8L2	40.946
TNFAIP8L3	30.2945	TNFAIP8L3	62.2218
TNFAIP8	248.8755	TNFAIP8	277.7903
TNFRSF10A	31.8284	TNFRSF10A	126.0494
TNFRSF10B	263.064	TNFRSF10B	883.5499
TNFRSF10C	47.1675	TNFRSF10C	33.7202
TNFRSF10D	22.2416	TNFRSF10D	226.0057
TNFRSF11A	19.5572	TNFRSF11A	79.8848
TNFRSF11B	22.2416	TNFRSF11B	238.4501
TNFRSF12A	2734.1788	TNFRSF12A	778.7763
TNFRSF14	754.2614	TNFRSF14	846.9072
removed	removed	TNFRSF17	14.0501
TNFRSF18	60.5891	TNFRSF18	25.2902
TNFRSF19	202.8584	TNFRSF19	378.5495
TNFRSF1A	2478.4008	TNFRSF1A	2324.2861
