gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
RPL6	7938.5151	RPL6	10064.6375
RPL7A	7473.3179	RPL7A	12656.9767
RPL7L1	1105.8585	RPL7L1	1068.0575
RPL7	1320.7657	RPL7	2025.6498
RPL8	11112.529	RPL8	14719.9042
RPL9	205.0464	RPL9	244.186
RPLP0P2	53.0742	RPLP0P2	11.6279
RPLP0	69599.768	RPLP0	20960.6703
RPLP1	31231.7285	RPLP1	17714.0903
RPLP2	18912.413	RPLP2	15483.9261
RPN1	10473.8979	RPN1	4244.186
RPN2	8823.3759	RPN2	6001.6963
RPP14	1061.1949	RPP14	511.9699
RPP21	222.7291	RPP21	166.2107
RPP25	124.71	RPP25	107.0451
RPP30	509.2807	RPP30	593.7073
RPP38	394.1415	RPP38	340.2873
RPP40	282.7726	RPP40	96.1012
RPPH1	18.2715	removed	removed
RPRD1A	1075.6961	RPRD1A	1426.4706
RPRD1B	1059.4548	RPRD1B	941.5185
RPRD2	1604.1183	RPRD2	1802.6676
RPS10P7	50.464	RPS10P7	47.1956
RPS10	3936.1949	RPS10	4932.6265
RPS11	26863.3991	RPS11	22853.6252
RPS12	21655.4524	RPS12	16832.4213
RPS13	12383.1206	RPS13	10435.3625
RPS14	10915.6032	RPS14	14579.6854
RPS15AP10	5.5104	removed	removed
RPS15A	7063.8051	RPS15A	14038.9877
RPS15	2197.7958	RPS15	2289.6717
RPS16	15278.1323	RPS16	8730.8482
RPS17	8957.0766	RPS17	11103.9672
RPS18	24557.1346	RPS18	23678.8646
RPS19BP1	904.2923	RPS19BP1	386.7989
RPS19	16008.1206	RPS19	5990.4241
RPS20	28033.9327	RPS20	23474.0082
RPS21	6774.3619	RPS21	4003.42
RPS23	8818.7355	RPS23	15576.2654
RPS24	13924.884	RPS24	19195.2804
RPS25	7921.1137	RPS25	10526.3338
RPS26	454.7564	RPS26	221.9562
RPS27A	12773.7819	RPS27A	11228.1122
RPS27L	1401.1021	RPS27L	1350.8892
RPS27	108.7587	RPS27	79.6854
removed	removed	RPS28	8.8919
RPS29	3635.7309	RPS29	5834.1313
removed	removed	RPS2P32	15.0479
RPS2	14633.1206	RPS2	7784.1997
RPS3A	2279.2923	RPS3A	7204.5144
RPS3	12720.9977	RPS3	13837.5513
RPS4X	20135.1508	RPS4X	43451.4364
RPS5	9423.4339	RPS5	8592.3393
RPS6KA1	1507.5406	RPS6KA1	434.3365
RPS6KA2	520.5916	RPS6KA2	1882.3529
RPS6KA3	451.5661	RPS6KA3	1796.5116
RPS6KA4	585.8469	RPS6KA4	286.2517
RPS6KA5	122.0998	RPS6KA5	316.0055
RPS6KA6	84.6868	RPS6KA6	37.6197
RPS6KB1	1236.3689	RPS6KB1	1022.9138
RPS6KB2	1385.7309	RPS6KB2	279.4118
RPS6KC1	664.7332	RPS6KC1	712.7223
RPS6KL1	100.9281	RPS6KL1	76.9494
RPS6	21519.7216	RPS6	32992.1341
RPS7	5052.7842	RPS7	6419.2886
RPS8	18521.4617	RPS8	17944.2544
RPS9	9092.5174	RPS9	8884.4049
RPSAP58	12357.3086	RPSAP58	6251.71
RPSAP9	19.4316	RPSAP9	18.4679
RPSA	9544.0835	RPSA	5031.1218
RPTOR	952.1462	RPTOR	628.591
RPUSD1	592.2274	RPUSD1	188.4405
RPUSD2	185.3248	RPUSD2	122.093
RPUSD3	347.1578	RPUSD3	329.3434
RPUSD4	337.877	RPUSD4	574.8974
RQCD1	481.1485	RQCD1	186.0465
RRAD	21.7517	RRAD	54.0356
RRAGA	1894.4316	RRAGA	2382.6949
RRAGB	321.9258	RRAGB	363.8851
RRAGC	556.2645	RRAGC	945.2804
RRAGD	172.2738	RRAGD	876.539
RRAS2	156.6125	RRAS2	755.13
RRAS	489.5592	RRAS	1794.1176
RRBP1	3453.0162	RRBP1	1706.2244
RREB1	995.3596	RREB1	1152.1888
RRM1	3096.5777	RRM1	1717.1683
RRM2B	604.4084	RRM2B	1061.2175
RRM2	1339.0371	RRM2	21.8878
RRN3P1	22.3318	RRN3P1	74.2134
RRN3P2	13.051	RRN3P2	5.472
RRN3P3	67.2593	RRN3P3	58.0335
RRN3	3989.5592	RRN3	1715.4583
RRP12	3461.4269	RRP12	417.2367
RRP15	878.7703	RRP15	593.7073
RRP1B	1414.4432	RRP1B	959.6443
RRP1	641.2413	RRP1	214.0903
RRP7A	371.2297	RRP7A	313.2695
RRP7B	55.3944	RRP7B	73.7483
RRP8	484.0487	RRP8	204.5144
RRP9	666.7633	RRP9	164.8427
RRS1	307.1346	RRS1	203.4884
RSAD1	336.7169	RSAD1	665.1847
RSAD2	3964.3271	RSAD2	347.4692
RSBN1L	813.5528	RSBN1L	474.5588
RSBN1	741.0093	RSBN1	839.9453
RSC1A1	309.1154	RSC1A1	314.4562
RSF1	1518.8515	RSF1	772.5718
RSL1D1	7278.4223	RSL1D1	4841.6553
RSL24D1	2883.9907	RSL24D1	2764.7059
RSPH10B2	6.6705	removed	removed
RSPH1	186.1949	RSPH1	22.2298
RSPH3	199.536	RSPH3	128.933
RSPH4A	15.6613	RSPH4A	34.8837
RSPO1	6.6705	RSPO1	40.0137
RSPO3	23.7819	RSPO3	827.9754
removed	removed	RSPO4	8.2079
RSPRY1	586.1369	RSPRY1	362.5171
RSRC1	282.4826	RSRC1	272.2298
RSRC2	2672.2738	RSRC2	1381.6689
RSU1	823.6659	RSU1	2329.6854
RTCD1	1295.8237	RTCD1	586.8673
RTEL1	385.989	RTEL1	198.4029
RTF1	2297.5638	RTF1	1635.4309
RTKN2	385.1508	RTKN2	34.5417
RTKN	1124.42	RTKN	298.2216
RTN1	35.3828	RTN1	602.5992
RTN2	161.2529	RTN2	254.788
RTN3	7015.0812	RTN3	11005.13
RTN4IP1	57.7146	RTN4IP1	180.2326
RTN4RL1	502.6102	RTN4RL1	377.565
RTN4RL2	13.6311	RTN4RL2	24.2818
RTN4R	43.7935	RTN4R	34.1997
RTN4	8091.0673	RTN4	16520.1778
RTP4	141.8213	RTP4	156.6347
RTTN	273.7819	RTTN	306.0876
RUFY1	1278.7123	RUFY1	1165.5267
RUFY2	540.3161	RUFY2	505.814
RUFY3	1284.2227	RUFY3	872.435
RUNDC1	736.949	RUNDC1	999.658
RUNDC2A	42.3434	RUNDC2A	57.4555
RUNDC2C	21.9548	RUNDC2C	27.5821
RUNDC3A	6.6705	RUNDC3A	6.156
RUNDC3B	17.9814	RUNDC3B	174.4186
RUNX1T1	23.7819	RUNX1T1	108.7551
RUNX1	5364.8492	RUNX1	3578.6594
RUNX2	874.1299	RUNX2	143.6389
RUNX3	131.6705	RUNX3	307.1135
RUSC1	1906.6125	RUSC1	392.2709
RUSC2	375.8701	RUSC2	783.1737
RUVBL1	1125.5191	RUVBL1	488.2592
RUVBL2	1943.7355	RUVBL2	595.0752
RWDD1	762.471	RWDD1	1337.8933
RWDD2A	93.6775	RWDD2A	122.435
RWDD2B	370.6497	RWDD2B	590.6293
RWDD3	231.7836	RWDD3	275.5711
RWDD4A	324.536	RWDD4A	651.8468
RXRA	788.5731	RXRA	2667.2367
RXRB	772.3318	RXRB	826.9494
removed	removed	RXRG	94.3912
RYBP	2095.1276	RYBP	1636.1149
RYK	948.3759	RYK	1997.948
removed	removed	RYR1	110.8071
RYR2	1216.6473	RYR2	26.3338
removed	removed	RYR3	150.4788
S100A10	1317.8654	S100A10	5518.8098
S100A11	6282.7726	S100A11	5599.1792
removed	removed	S100A12	5.13
S100A13	2330.6265	S100A13	2007.1819
S100A14	9426.3341	S100A14	411.4227
S100A16	8995.9397	S100A16	2177.4966
S100A1	2946.9258	S100A1	1761.2859
S100A2	8.9907	S100A2	45.1436
S100A3	15.3712	S100A3	10.6019
S100A4	1190.2552	S100A4	5133.3789
S100A6	2284.5128	S100A6	13341.3133
S100A8	10.4408	S100A8	103.6252
S100A9	36.5429	S100A9	243.844
removed	removed	S100B	1591.6553
S100PBP	444.6056	S100PBP	648.0848
S100P	34.2227	S100P	92.3393
S1PR1	242.1694	S1PR1	2652.8728
S1PR2	201.8561	S1PR2	255.814
S1PR3	413.8341	S1PR3	712.7052
S1PR4	9.2807	S1PR4	21.2038
S1PR5	19.1415	S1PR5	15.7319
SAA1	58.5847	SAA1	19226.7442
SAA2	44.3735	SAA2	7713.7483
removed	removed	SAA4	125.855
SAAL1	275.8121	SAAL1	180.5746
SAC3D1	267.9814	SAC3D1	45.4856
SACM1L	1393.8515	SACM1L	1522.2298
SACS	285.9629	SACS	544.8016
SAE1	2498.8399	SAE1	1532.8317
SAFB2	1034.5128	SAFB2	584.1313
SAFB	1498.2599	SAFB	828.6594
SALL1	17.4014	SALL1	20.5198
SALL2	697.2158	SALL2	460.6703
SALL4	33.0626	SALL4	5.13
SAMD10	248.8399	SAMD10	91.3133
SAMD11	12.1143	removed	removed
SAMD12	134.8608	SAMD12	372.435
removed	removed	SAMD13	33.5157
SAMD14	11.0209	removed	removed
SAMD1	268.2715	SAMD1	114.9111
SAMD3	6.3805	SAMD3	13.3379
SAMD4A	433.2947	SAMD4A	1192.5445
SAMD4B	1678.3643	SAMD4B	1272.9138
SAMD5	11.6009	SAMD5	384.7469
SAMD8	143.2715	SAMD8	189.1245
SAMD9L	2621.2297	SAMD9L	889.8769
SAMD9	2058.5847	SAMD9	460.3283
SAMHD1	993.4368	SAMHD1	1140.5472
SAMM50	1120.6497	SAMM50	1393.9808
SAMSN1	138.051	SAMSN1	93.0233
SAP130	874.1299	SAP130	646.0328
SAP18	3868.9095	SAP18	2761.2859
SAP30BP	1189.9652	SAP30BP	902.5308
SAP30L	818.7355	SAP30L	1634.0629
SAP30	198.3759	SAP30	116.9631
SAPS1	1826.8561	SAPS1	821.8194
SAPS2	616.8794	SAPS2	926.1286
SAPS3	3036.5429	SAPS3	2334.1313
SAR1A	5007.8306	SAR1A	4478.1122
SAR1B	1272.3318	SAR1B	436.7305
SARDH	95.7077	SARDH	35.9097
SARM1	254.4809	SARM1	258.1635
SARNP	1459.3329	SARNP	617.2572
SARS2	347.7378	SARS2	238.0301
SARS	4047.2738	SARS	2384.7469
SART1	1006.6705	SART1	406.9767
SART3	3163.5731	SART3	881.6689
SASH1	1872.9698	SASH1	4347.4692
SASH3	230.5684	SASH3	173.3926
SASS6	479.1183	SASS6	115.9371
SAT1	9065.8353	SAT1	3625.171
SAT2	319.3155	SAT2	741.7921
SATB1	105.5684	SATB1	828.6594
SATB2	116.5893	SATB2	136.1149
SATL1	24.652	SATL1	42.7497
SAV1	376.7401	SAV1	1940.4925
SBDSP1	987.819	SBDSP1	944.9384
SBDS	2968.6775	SBDS	4695.6224
SBF1	573.3759	SBF1	916.8947
SBF2	1106.859	SBF2	1827.4248
SBK1	180.6845	SBK1	87.5513
SBNO1	2295.8237	SBNO1	485.6361
SBNO2	1741.5893	SBNO2	629.275
SC4MOL	798.4339	SC4MOL	672.7086
SC5DL	510.1508	SC5DL	1748.974
SC65	658.6427	SC65	121.067
SCAF1	1204.1763	SCAF1	641.9289
SCAI	169.0835	SCAI	465.8003
SCAMP1	935.9049	SCAMP1	1641.5869
SCAMP2	2613.6891	SCAMP2	2508.8919
SCAMP3	1747.9698	SCAMP3	1264.7059
SCAMP4	1838.1671	SCAMP4	1191.5185
SCAMP5	521.7517	SCAMP5	202.4624
SCAND1	363.109	SCAND1	283.1737
SCAND2	352.9582	SCAND2	294.8016
removed	removed	SCAND3	100.8892
SCAPER	262.181	SCAPER	507.5239
SCAP	2384.565	SCAP	1473.4986
SCARA3	436.4849	SCARA3	681.6005
removed	removed	SCARA5	461.3543
SCARB1	2926.9142	SCARB1	1853.9672
SCARB2	7795.2436	SCARB2	8790.6977
SCARF1	85.8469	SCARF1	272.5718
SCARF2	232.0186	SCARF2	129.959
SCARNA12	5.2204	removed	removed
removed	removed	SCARNA9	6.4979
SCCPDH	669.9536	SCCPDH	2036.5937
SCD5	134.2807	SCD5	351.2312
SCD	42539.4432	SCD	18322.8454
removed	removed	SCEL	11.6279
SCFD1	1680.1044	SCFD1	1170.3146
SCFD2	397.0418	SCFD2	392.2709
SCG2	48.4339	SCG2	25.9918
removed	removed	SCG3	9.5759
SCG5	683.8747	SCG5	56.4295
SCGB1D2	16299.3039	SCGB1D2	1400.1368
SCGB2A1	68.4455	SCGB2A1	65.6635
SCGB2A2	47860.2088	SCGB2A2	9908.3447
SCGB3A1	84.6868	SCGB3A1	24.6238
SCGN	26.9722	removed	removed
SCHIP1	204.4664	SCHIP1	217.1683
SCIN	3678.3063	SCIN	365.92
SCLT1	155.7425	SCLT1	186.0465
SCLY	299.884	SCLY	123.119
SCMH1	849.1879	SCMH1	1274.6238
SCML1	205.6265	SCML1	299.2476
SCML2	118.0394	SCML2	42.7497
removed	removed	SCML4	23.5978
removed	removed	SCN11A	25.6498
SCN1B	53.9443	SCN1B	166.5527
SCN2A	8.1206	SCN2A	72.8454
removed	removed	SCN2B	69.0834
removed	removed	SCN3A	128.249
removed	removed	SCN3B	127.565
SCN4A	11.3109	SCN4A	539.6717
SCN4B	56.5545	SCN4B	780.7798
removed	removed	SCN5A	43.4337
SCN7A	20.0116	SCN7A	228.4542
SCN8A	24.652	SCN8A	20.8618
SCN9A	15.0812	SCN9A	132.6231
SCNM1	627.6102	SCNM1	352.9412
SCNN1A	2418.7935	SCNN1A	1316.6895
removed	removed	SCNN1B	191.1765
SCNN1D	49.884	SCNN1D	20.5198
SCNN1G	17.9814	SCNN1G	35.5677
SCO1	481.4385	SCO1	538.3037
SCO2	422.5638	SCO2	229.1382
SCOC	1487.239	SCOC	1916.8947
SCP2	3591.3573	SCP2	3794.1176
SCPEP1	835.5568	SCPEP1	2733.2421
removed	removed	SCRG1	20.5198
SCRIB	578.5963	SCRIB	468.1943
SCRN1	2206.4965	SCRN1	1647.7428
SCRN2	164.1531	SCRN2	916.5527
SCRN3	366.0093	SCRN3	395.3488
SCT	5.5104	removed	removed
SCUBE1	80.9165	SCUBE1	98.4952
SCUBE2	2837.877	SCUBE2	1725.0342
SCUBE3	542.6334	SCUBE3	12.9959
SCYL1	3735.7599	SCYL1	1200.6019
SCYL2	3302.7842	SCYL2	941.1765
SCYL3	395.1421	SCYL3	478.0027
SDAD1	1820.1856	SDAD1	1251.71
SDC1	8239.8492	SDC1	1095.7592
SDC2	2804.2343	SDC2	3667.5787
SDC3	712.297	SDC3	2244.87
SDC4	4611.0789	SDC4	7072.8454
SDCBP2	90.8875	SDCBP2	74.8666
SDCBP	4756.3805	SDCBP	6394.3228
SDCCAG1	684.1647	SDCCAG1	1062.5855
SDCCAG3	472.4478	SDCCAG3	425.7866
SDCCAG8	162.993	SDCCAG8	581.0534
SDF2L1	676.9142	SDF2L1	71.4774
SDF2	448.6659	SDF2	609.0971
SDF4	2338.7471	SDF4	1363.2011
SDHAF1	223.6079	SDHAF1	125.855
SDHAF2	606.4385	SDHAF2	702.1204
SDHAP1	135.4408	SDHAP1	137.4829
SDHAP2	149.3619	SDHAP2	102.9412
SDHAP3	68.7355	SDHAP3	89.9453
SDHA	3286.5429	SDHA	2046.1696
SDHB	1084.9768	SDHB	1392.9549
SDHC	1871.5197	SDHC	2259.9179
SDHD	1212.297	SDHD	2515.3899
SDK1	92.5174	SDK1	427.1546
SDK2	7.5406	SDK2	101.5732
SDPR	55.9745	SDPR	3577.9754
removed	removed	SDR16C5	171.6826
SDR39U1	493.3527	SDR39U1	370.106
removed	removed	SDR42E1	184.6785
SDSL	207.0766	SDSL	73.5294
SDS	329.4664	SDS	24.6238
SEC11A	3138.051	SEC11A	3328.6594
SEC11C	1818.7355	SEC11C	519.4938
SEC13	4173.1439	SEC13	1217.1683
SEC14L1	1611.3689	SEC14L1	2844.3912
SEC14L2	966.2152	SEC14L2	2453.2627
SEC14L5	6.0905	SEC14L5	17.7839
SEC16A	4885.7309	SEC16A	2951.7784
SEC16B	93.4078	SEC16B	279.1655
removed	removed	SEC1	5.13
SEC22A	393.5615	SEC22A	454.8564
SEC22B	2444.6056	SEC22B	1796.5116
SEC22C	730.5684	SEC22C	985.2941
SEC23A	1180.6845	SEC23A	2194.9384
SEC23B	2181.2645	SEC23B	1327.2914
SEC23IP	3200.6961	SEC23IP	1285.2257
SEC24A	2488.3991	SEC24A	1061.2175
SEC24B	1084.6868	SEC24B	1724.6922
SEC24C	5793.5035	SEC24C	2410.7387
SEC24D	3095.4176	SEC24D	936.0465
SEC31A	6513.5615	SEC31A	5371.9904
SEC31B	34.9217	SEC31B	114.2408
SEC61A1	17090.2784	SEC61A1	5405.4549
SEC61A2	243.5267	SEC61A2	84.7914
SEC61B	1024.0719	SEC61B	1024.9658
SEC61G	1728.8283	SEC61G	715.4583
SEC62	4221.2877	SEC62	5316.6895
SEC63	2373.5499	SEC63	3500.342
SECISBP2L	1652.8422	SECISBP2L	2347.8112
SECISBP2	604.9884	SECISBP2	1058.8235
SECTM1	976.7981	SECTM1	157.6607
SEH1L	1403.1323	SEH1L	853.9672
removed	removed	SEL1L2	9.9179
SEL1L3	134.2807	SEL1L3	505.472
SEL1L	4023.7819	SEL1L	4385.7729
SELENBP1	1642.6914	SELENBP1	2663.4747
SELE	133.9907	SELE	257.8659
SELK	1445.7657	SELK	655.2668
SELL	105.5684	SELL	151.5048
SELM	1192.5754	SELM	847.4692
SELO	228.2483	SELO	178.5226
SELPLG	522.3318	SELPLG	308.4815
removed	removed	SELP	683.3105
SELS	2341.3573	SELS	818.0575
SELT	2807.7146	SELT	2195.9644
SEMA3A	94.2575	SEMA3A	244.186
SEMA3B	667.3434	SEMA3B	601.9152
SEMA3C	2402.5522	SEMA3C	3646.3748
SEMA3D	53.3643	SEMA3D	284.5417
SEMA3E	89.6172	SEMA3E	373.803
SEMA3F	1588.7471	SEMA3F	845.7592
SEMA3G	256.3805	SEMA3G	2597.1272
SEMA4A	781.6125	SEMA4A	520.5198
SEMA4B	1121.2297	SEMA4B	1239.7401
SEMA4C	678.6543	SEMA4C	688.4405
SEMA4D	395.5916	SEMA4D	425.1026
SEMA4F	210.2668	SEMA4F	272.5718
SEMA4G	49.942	SEMA4G	67.777
SEMA5A	363.6891	SEMA5A	1567.3735
SEMA5B	17.9814	SEMA5B	15.3899
SEMA6A	615.1392	SEMA6A	1144.3228
SEMA6B	113.3991	SEMA6B	175.7866
SEMA6C	55.1044	SEMA6C	190.1505
SEMA6D	59.4548	SEMA6D	518.8098
SEMA7A	137.181	SEMA7A	57.4555
SENP1	684.1647	SENP1	473.3242
SENP2	925.7541	SENP2	1121.751
SENP3	760.1392	SENP3	780.065
SENP5	1016.2413	SENP5	807.1135
SENP6	1242.1694	SENP6	2400.1368
SENP7	313.5151	SENP7	600.5472
SENP8	44.3735	SENP8	77.2914
SEP15	3153.7123	SEP15	3688.7825
SEPHS1	1045.8237	SEPHS1	1020.5198
SEPHS2	3402.8422	SEPHS2	1476.0602
SEPN1	3563.5151	SEPN1	3516.7579
SEPP1	3468.7036	SEPP1	25439.7845
SEPSECS	301.9142	SEPSECS	418.6047
SEPT10	587.007	SEPT10	2724.3502
SEPT11	2530.1624	SEPT11	4874.145
SEPT1	38.5731	SEPT1	61.2175
SEPT2	14304.8144	SEPT2	12972.2982
SEPT3	378.4803	SEPT3	96.7852
SEPT4	77.4362	SEPT4	978.1122
SEPT5	296.9838	SEPT5	224.3502
SEPT6	766.5313	SEPT6	690.1505
SEPT7P2	231.4385	SEPT7P2	225.7182
SEPT7	4349.478	SEPT7	4260.6019
SEPT8	1527.8132	SEPT8	1227.8591
SEPT9	5551.0441	SEPT9	2556.7715
SEPW1	2846.5777	SEPW1	2730.8482
SEPX1	596.8677	SEPX1	370.383
SERAC1	281.6125	SERAC1	248.632
SERBP1	6189.9652	SERBP1	5852.9412
SERF1A	487.819	SERF1A	422.3666
SERF2	17202.819	SERF2	5406.2278
SERGEF	255.5104	SERGEF	323.1874
SERHL2	108.1787	SERHL2	180.3557
SERHL	108.4687	SERHL	120.725
SERINC1	4680.3944	SERINC1	12682.2845
SERINC2	2258.1206	SERINC2	1133.7209
SERINC3	2302.4942	SERINC3	3844.7332
SERINC4	12.3463	removed	removed
SERINC5	133.7007	SERINC5	177.4966
SERP1	10724.6259	SERP1	3867.8523
SERP2	32.1926	SERP2	59.5075
SERPINA11	48.1439	SERPINA11	58.4815
SERPINA1	353.5383	SERPINA1	504.446
SERPINA3	9382.2506	SERPINA3	5650.8208
SERPINA5	1811.7749	SERPINA5	227.4282
SERPINB1	401.6821	SERPINB1	1115.2531
SERPINB2	35.9629	SERPINB2	8.2079
SERPINB5	84.1067	SERPINB5	1206.2244
SERPINB6	1844.5476	SERPINB6	2570.4514
SERPINB7	41.1833	SERPINB7	6.4979
SERPINB8	294.9536	SERPINB8	306.7715
SERPINB9	215.7773	SERPINB9	335.8413
SERPINE1	2094.2575	SERPINE1	568.3995
SERPINE2	622.0998	SERPINE2	428.1806
SERPINF1	4872.3898	SERPINF1	13783.5157
SERPINF2	40.0232	SERPINF2	82.4213
SERPING1	5122.0998	SERPING1	19401.5048
SERPINH1	7537.413	SERPINH1	2107.3871
SERPINI1	410.0928	SERPINI1	270.5198
SERTAD1	403.7123	SERTAD1	369.357
SERTAD2	1992.1694	SERTAD2	1537.2777
SERTAD3	887.761	SERTAD3	955.5404
SERTAD4	145.3016	SERTAD4	352.9412
SESN1	220.7077	SESN1	1326.6074
SESN2	796.1137	SESN2	470.5882
SESN3	44.0835	SESN3	116.9631
SESTD1	1565.8353	SESTD1	3203.8304
SETBP1	304.8144	SETBP1	911.0807
SETD1A	846.2877	SETD1A	640.2189
SETD1B	1848.0278	SETD1B	870.383
SETD2	2997.6798	SETD2	2442.2025
SETD3	1167.9234	SETD3	2186.3885
SETD4	375.29	SETD4	282.1477
SETD5	4520.3016	SETD5	2267.7839
SETD6	266.3573	SETD6	238.6149
SETD7	2317.8654	SETD7	4880.301
SETD8	1924.884	SETD8	869.015
SETDB1	1129.3503	SETDB1	911.7647
SETDB2	209.3968	SETDB2	639.5349
SETMAR	315.5452	SETMAR	826.2654
SETX	2332.0766	SETX	2784.5417
SET	6193.4455	SET	4938.7825
SEZ6L2	1835.8469	SEZ6L2	369.015
SEZ6L	9.5708	removed	removed
SF1	5011.891	SF1	4347.8112
SF3A1	3788.8312	SF3A1	3657.3051
SF3A2	1542.9234	SF3A2	740.7661
SF3A3	2776.1021	SF3A3	1749.658
SF3B14	1586.4269	SF3B14	1102.5992
SF3B1	10071.9258	SF3B1	8056.4295
SF3B2	7649.3619	SF3B2	3914.8427
SF3B3	2336.7169	SF3B3	2867.9891
SF3B4	2583.5267	SF3B4	1503.42
SF3B5	1845.4176	SF3B5	1060.1915
SF4	519.4316	SF4	283.1737
SFI1	300.464	SFI1	245.212
SFMBT1	551.3341	SFMBT1	320.4514
SFMBT2	98.8979	SFMBT2	156.9767
SFN	1066.1253	SFN	257.1819
SFPQ	6536.5545	SFPQ	3280.8824
SFRP1	17.1114	SFRP1	18559.1655
SFRP2	9556.5545	SFRP2	3051.9836
SFRP4	2824.826	SFRP4	581.0534
SFRS11	3597.4478	SFRS11	3123.461
SFRS12IP1	562.355	SFRS12IP1	780.4378
SFRS12	2138.3411	SFRS12	1309.5075
SFRS13A	2339.3271	SFRS13A	1672.7086
removed	removed	SFRS13B	15.7319
SFRS14	1576.0296	SFRS14	906.6587
SFRS15	1133.4107	SFRS15	786.2517
SFRS16	394.4316	SFRS16	197.3324
SFRS17A	1375.58	SFRS17A	567.3735
SFRS18	1411.5429	SFRS18	2451.0944
SFRS1	4261.0209	SFRS1	3491.7921
SFRS2B	1472.4478	SFRS2B	1685.0205
SFRS2IP	3371.8097	SFRS2IP	3513.3379
SFRS2	3591.6792	SFRS2	3217.1717
SFRS3	6850.9281	SFRS3	6395.0068
SFRS4	1692.2854	SFRS4	1740.4241
SFRS5	2157.7726	SFRS5	6662.1067
SFRS6	3129.9304	SFRS6	4895.3488
SFRS7	2920.8237	SFRS7	2240.4241
SFRS8	1282.4826	SFRS8	828.6594
SFRS9	4106.1485	SFRS9	1288.6457
SFT2D1	439.0951	SFT2D1	548.5636
SFT2D2	53.3643	SFT2D2	45.1436
SFT2D3	316.1253	SFT2D3	468.1943
removed	removed	SFTA1P	5.814
removed	removed	SFTPD	14.0219
SFXN1	861.6589	SFXN1	438.4405
SFXN2	581.2065	SFXN2	254.446
SFXN3	1972.1578	SFXN3	890.9029
SFXN4	602.3782	SFXN4	440.4925
SFXN5	350.9281	SFXN5	201.0944
removed	removed	SGCA	9.5759
SGCB	905.1624	SGCB	2527.3598
SGCD	275.522	SGCD	488.0301
SGCE	495.0696	SGCE	1197.3324
removed	removed	SGCG	340.2873
SGEF	529.0023	SGEF	359.7811
SGIP1	171.9838	SGIP1	36.5937
SGK196	78.5963	SGK196	21.5458
SGK1	727.0882	SGK1	3918.6047
SGK223	1082.3666	SGK223	769.8358
SGK269	1157.7726	SGK269	2129.617
removed	removed	SGK2	253.762
SGK3	793.0133	SGK3	1537.3564
SGK494	11.6009	SGK494	32.1477
SGMS1	712.297	SGMS1	917.2367
SGMS2	900.8121	SGMS2	338.2353
SGOL1	185.0348	removed	removed
SGOL2	291.7633	SGOL2	114.5691
SGPL1	3373.5499	SGPL1	1616.9631
SGPP1	172.8538	SGPP1	598.1532
removed	removed	SGPP2	19.8358
SGSH	1066.4153	SGSH	708.6183
SGSM1	80.3364	SGSM1	126.197
SGSM2	404.5824	SGSM2	1065.3215
SGSM3	653.1323	SGSM3	528.0438
SGTA	2573.0858	SGTA	982.2161
SGTB	321.1775	SGTB	259.2305
SH2B1	706.4965	SH2B1	627.223
SH2B2	21.1717	SH2B2	7.5239
SH2B3	647.3318	SH2B3	1098.1532
SH2D1A	12.181	SH2D1A	19.1518
removed	removed	SH2D1B	15.7319
SH2D2A	25.8121	removed	removed
SH2D3A	221.5777	SH2D3A	124.829
SH2D3C	140.0812	SH2D3C	577.2914
SH2D4A	533.3527	SH2D4A	223.6662
SH2D4B	5.5104	removed	removed
SH3BGRL2	165.8933	SH3BGRL2	1995.896
SH3BGRL3	3790.3132	SH3BGRL3	2055.7456
SH3BGRL	5351.5081	SH3BGRL	5502.052
SH3BGR	228.2483	SH3BGR	85.1573
SH3BP1	192.8509	SH3BP1	135.4241
SH3BP2	1044.3735	SH3BP2	1189.4665
SH3BP4	8563.8051	SH3BP4	1798.2216
SH3BP5L	341.0673	SH3BP5L	515.3899
SH3BP5	1662.1346	SH3BP5	2813.909
SH3D19	854.1183	SH3D19	6182.6265
SH3GL1	1670.5336	SH3GL1	1013.6799
SH3GL2	6.0905	removed	removed
SH3GLB1	3097.1578	SH3GLB1	5234.9521
SH3GLB2	621.2297	SH3GLB2	873.119
SH3KBP1	560.0348	SH3KBP1	2138.8509
SH3PXD2A	1243.3295	SH3PXD2A	1445.6224
SH3PXD2B	1001.1601	SH3PXD2B	1623.119
SH3RF1	904.8724	SH3RF1	901.8468
SH3RF2	54.8144	SH3RF2	265.3899
SH3RF3	70.1856	SH3RF3	218.1943
SH3TC1	262.471	SH3TC1	116.6211
SH3TC2	17.9814	SH3TC2	122.435
SH3YL1	700.9861	SH3YL1	960.3283
SHANK2	1204.7564	SHANK2	639.8769
SHANK3	174.3039	SHANK3	1043.7756
SHARPIN	524.3619	SHARPIN	626.881
removed	removed	SHBG	5.472
SHB	605.8585	SHB	287.9617
SHC1	4363.3991	SHC1	2815.3215
SHC2	89.0371	SHC2	281.1218
SHC3	5.5104	SHC3	7.1819
SHC4	5.5104	SHC4	49.2476
SHCBP1	764.7912	SHCBP1	15.7319
SHE	78.3063	SHE	823.8714
SHFM1	1194.6056	SHFM1	936.0465
SHF	40.0232	SHF	75.9234
SHISA2	65.8353	SHISA2	2159.7127
