gene_id	TCGA-BH-A0E1-01A-11R-A056-07	gene_id	TCGA-BH-A0E1-11A-13R-A089-07
CPA3	95.8148	removed	removed
removed	removed	CPA4	64.6742
CPA6	7.5227	removed	removed
CPAMD8	85.5207	CPAMD8	1174.9143
CPB1	382.8634	CPB1	460.0686
CPD	2938.9814	CPD	3030.8672
removed	removed	CPEB1	15.1886
CPEB2	1582.5284	CPEB2	362.0774
CPEB3	152.4327	CPEB3	435.5708
CPEB4	817.5935	CPEB4	905.4385
CPE	2195.8226	CPE	3264.5762
CPLX1	490.5561	CPLX1	103.3807
CPM	399.0965	CPM	523.2729
CPN2	5.543	removed	removed
CPNE1	2015.9045	CPNE1	2267.3836
CPNE2	445.0243	CPNE2	611.9549
CPNE3	4399.1678	CPNE3	3135.2278
CPNE5	28.5069	CPNE5	43.6061
CPNE7	14.2534	CPNE7	89.6619
CPNE8	70.4754	CPNE8	171.9745
CPOX	181.3355	CPOX	219.9902
CPPED1	379.3	CPPED1	421.3621
CPS1	42.3644	CPS1	91.6218
CPSF1	964.4832	CPSF1	1395.8844
CPSF2	1769.407	CPSF2	1019.5982
CPSF3L	1415.0505	CPSF3L	1743.2631
CPSF3	1100.6828	CPSF3	750.6124
CPSF4	415.7255	CPSF4	531.1122
CPSF6	1637.9585	CPSF6	1444.88
CPSF7	1843.4457	CPSF7	2855.953
CPT1A	1974.1023	CPT1A	1852.0333
CPT1B	140.8201	CPT1B	163.5669
CPT1C	81.1655	CPT1C	44.096
CPT2	1112.5607	CPT2	823.1259
CPVL	190.8378	CPVL	279.7648
CPXM1	767.3105	CPXM1	655.561
CPXM2	251.415	CPXM2	496.8153
CPZ	262.105	CPZ	85.2523
CP	119.2934	CP	374.9486
removed	removed	CR1	8.3293
removed	removed	CR2	17.1485
CRABP1	66.5161	CRABP1	1171.4846
CRABP2	4709.1802	CRABP2	2551.2004
CRADD	88.2922	CRADD	180.3038
CRAMP1L	567.7662	CRAMP1L	834.4341
CRAT	4096.282	CRAT	621.2641
removed	removed	CRB1	7.3493
CRB2	10.2942	CRB2	95.0514
CRB3	391.9698	CRB3	218.0304
CRBN	654.1936	CRBN	1124.9878
CRCP	747.91	CRCP	993.1406
CREB1	1078.9067	CREB1	1321.901
CREB3L1	6218.8577	CREB3L1	292.9936
CREB3L2	1872.7444	CREB3L2	3669.7697
CREB3L4	4045.2072	CREB3L4	2026.9476
CREB3	1826.6345	CREB3	1206.781
CREB5	58.5975	CREB5	226.3596
CREBBP	1978.4575	CREBBP	3190.5928
CREBL2	1777.3255	CREBL2	2285.6443
CREBZF	717.0275	CREBZF	961.7834
CREG1	2853.0648	CREG1	3597.7462
CRELD1	904.6979	CRELD1	793.2386
CRELD2	2375.9703	CRELD2	467.4179
CREM	335.3519	CREM	284.1744
CRHBP	6.7308	CRHBP	37.2366
removed	removed	CRHR1	15.1886
CRIM1	3167.4325	CRIM1	6648.7016
CRIP1	6368.5189	CRIP1	438.5105
CRIP2	2539.093	CRIP2	2441.4503
CRIPAK	227.6592	CRIPAK	230.7692
CRIPT	224.4918	CRIPT	337.5796
CRISP1	20.1924	removed	removed
CRISP2	60.9731	removed	removed
CRISP3	76.0184	CRISP3	85.7423
CRISPLD1	367.0262	CRISPLD1	3802.5478
CRISPLD2	1787.2238	CRISPLD2	1694.7575
CRKL	2214.0353	CRKL	2360.6075
CRK	1134.7327	CRK	1331.2102
CRLF1	24.5476	CRLF1	45.0759
CRLF3	323.87	CRLF3	375.3062
CRLS1	444.2324	CRLS1	666.83
CRMP1	86.855	CRMP1	64.4733
CRNKL1	723.3624	CRNKL1	1184.7134
CROCCL1	112.1667	CROCCL1	298.535
CROCCL2	24.5476	CROCCL2	47.5257
CROCC	355.1484	CROCC	444.88
CROT	219.3447	CROT	514.4537
CRTAC1	28.111	CRTAC1	524.2528
removed	removed	CRTAM	14.6987
CRTAP	3895.1501	CRTAP	4406.6634
CRTC1	332.1845	CRTC1	458.1088
CRTC2	1464.5416	CRTC2	849.5835
CRTC3	1547.2908	CRTC3	1282.7046
CRY1	593.1017	CRY1	872.1215
CRY2	644.9684	CRY2	1889.27
CRYAB	307.2409	CRYAB	4958.8437
CRYBG3	178.9481	CRYBG3	443.6992
removed	removed	CRYGS	9.3092
CRYL1	579.6401	CRYL1	457.1289
CRYM	16.629	CRYM	141.1073
CRYZL1	350.8169	CRYZL1	452.2195
CRYZ	464.0922	CRYZ	754.4635
CSAD	89.48	CSAD	297.4032
CSDAP1	13.0657	CSDAP1	89.172
CSDA	1102.6624	CSDA	4503.6747
CSDC2	6.3349	CSDC2	19.1083
CSDE1	13503.9524	CSDE1	20298.8731
CSE1L	4187.3457	CSE1L	2459.5786
CSF1R	1331.9053	CSF1R	488.486
CSF1	745.5344	CSF1	497.7952
CSF2RA	44.3441	CSF2RA	94.5615
CSF2RB	78.394	CSF2RB	72.0235
CSF3R	94.2311	CSF3R	153.8462
CSGALNACT1	385.6349	CSGALNACT1	317.9814
CSGALNACT2	570.9297	CSGALNACT2	378.246
CSK	977.9448	CSK	1012.7389
CSMD1	300.1142	CSMD1	101.4209
CSMD2	15.4412	removed	removed
removed	removed	CSN1S1	2295.9334
removed	removed	CSN2	722.195
removed	removed	CSN3	2206.2714
CSNK1A1	5552.5091	CSNK1A1	7553.1602
CSNK1D	2483.663	CSNK1D	3502.6948
CSNK1E	1961.7255	CSNK1E	2743.5522
CSNK1G1	830.2632	CSNK1G1	545.8109
CSNK1G2	1004.0761	CSNK1G2	999.51
CSNK1G3	610.9185	CSNK1G3	815.2866
CSNK2A1P	350.3972	CSNK2A1P	500.7349
CSNK2A1	864.7091	CSNK2A1	1324.3508
CSNK2A2	340.8949	CSNK2A2	771.1906
CSNK2B	2929.8394	CSNK2B	2568.7114
CSPG4	1050.3998	CSPG4	258.6967
CSPG5	121.1543	CSPG5	18.1284
CSPP1	245.8719	CSPP1	332.9544
CSRNP1	930.4333	CSRNP1	3939.2455
CSRNP2	976.757	CSRNP2	754.0421
CSRNP3	11.8779	CSRNP3	67.124
CSRP1	4637.517	CSRP1	24186.1832
CSRP2BP	424.4359	CSRP2BP	816.2665
CSRP2	79.9777	CSRP2	287.6041
CST2	53.8464	removed	removed
CST3	6946.1794	CST3	4011.7589
CST5	14.2534	removed	removed
removed	removed	CST6	13.2288
CST7	16.2331	CST7	36.7467
removed	removed	CST9	56.3449
CSTA	41.5726	CSTA	235.6688
CSTB	3510.703	CSTB	2070.5537
CSTF1	769.6861	CSTF1	733.9539
CSTF2T	947.8542	CSTF2T	1115.6296
CSTF2	330.2048	CSTF2	272.4155
CSTF3	789.8151	CSTF3	492.685
CS	3821.9032	CS	3672.2195
CT62	43.9481	CT62	40.1764
CTAGE4	26.9232	CTAGE4	45.5659
CTAGE5	1115.7637	CTAGE5	943.3807
removed	removed	CTAGE6	12.2489
CTAGE9	93.4393	CTAGE9	113.1798
CTBP1	2301.599	CTBP1	2329.51
CTBP2	2396.5586	CTBP2	2599.706
CTBS	891.0938	CTBS	440.8868
CTCFL	16.3044	CTCFL	14.3165
CTCF	1409.1115	CTCF	1837.8246
CTDP1	423.2482	CTDP1	601.1759
CTDSP1	2746.5599	CTDSP1	3536.0118
CTDSP2	4905.1651	CTDSP2	6667.3199
CTDSPL2	700.0026	CTDSPL2	766.781
CTDSPL	1215.8981	CTDSPL	3115.6296
CTF1	24.1517	CTF1	226.3596
CTGF	5058.3896	CTGF	14627.1436
CTHRC1	1128.3978	CTHRC1	76.9231
CTH	98.9823	CTH	97.0113
removed	removed	CTLA4	6.8594
CTNNA1	9912.4799	CTNNA1	10277.805
CTNNA2	7.1267	removed	removed
CTNNAL1	1047.2324	CTNNAL1	597.2562
CTNNB1	9843.1685	CTNNB1	22211.4503
CTNNBIP1	1180.2645	CTNNBIP1	1344.439
CTNNBL1	560.6355	CTNNBL1	1028.9074
CTNND1	7032.8878	CTNND1	10571.7785
CTNND2	109.6723	CTNND2	118.5693
CTNS	455.2234	CTNS	382.1754
CTPS2	707.9212	CTPS2	736.4037
CTPS	908.2613	CTPS	443.4101
CTR9	1966.5796	CTR9	1689.8579
CTSA	3761.1637	CTSA	1155.6982
CTSB	15012.0461	CTSB	7676.6291
CTSC	1297.8555	CTSC	851.5434
CTSD	250621.1137	CTSD	8508.5742
CTSF	3452.1055	CTSF	2761.3915
CTSG	5.9389	removed	removed
CTSH	2414.7713	CTSH	1237.1387
CTSK	7412.1879	CTSK	1886.3302
CTSL1	1412.2789	CTSL1	738.3635
CTSL2	99.7741	CTSL2	83.7825
CTSO	943.8949	CTSO	1214.1107
CTSS	2259.1712	CTSS	808.9172
CTSW	13.0657	CTSW	51.9353
CTSZ	9427.0709	CTSZ	3624.2038
CTTNBP2NL	703.9619	CTTNBP2NL	845.1739
CTTNBP2	18.2127	CTTNBP2	145.0269
CTTN	4224.1671	CTTN	3673.1994
CTU1	45.5318	CTU1	68.1039
CTU2	128.7245	CTU2	270.098
CTXN1	354.3565	CTXN1	55.855
CUBN	26.9232	CUBN	22.538
CUEDC1	445.4202	CUEDC1	448.3097
CUEDC2	974.7773	CUEDC2	918.6673
CUL1	1841.466	CUL1	1639.4268
CUL2	872.2317	CUL2	753.5522
CUL3	2569.5796	CUL3	2279.2749
CUL4A	2641.6387	CUL4A	1944.145
CUL4B	1729.8141	CUL4B	2074.4733
CUL5	1006.8476	CUL5	957.3738
CUL7	1320.3878	CUL7	1326.7908
CUL9	526.1897	CUL9	782.9495
CUTA	4517.1546	CUTA	2929.4463
CUTC	158.1816	CUTC	428.2705
CUX1	1451.08	CUX1	872.6115
removed	removed	CUX2	89.6619
CUZD1	5.9469	CUZD1	22.0382
CWC15	769.6861	CWC15	919.1573
CWC22	585.1831	CWC22	815.2866
CWC25	281.5056	CWC25	557.5698
CWC27	347.6257	CWC27	481.6267
CWF19L1	401.0761	CWF19L1	596.7663
CWF19L2	436.3138	CWF19L2	621.2641
CWH43	14.2534	removed	removed
CX3CL1	1358.8285	CX3CL1	17358.6477
CX3CR1	41.1766	CX3CR1	86.7222
CXADRP3	239.933	removed	removed
CXADR	249.0394	CXADR	306.2224
CXCL10	23.3598	CXCL10	50.9554
removed	removed	CXCL11	6.3694
CXCL12	1703.2868	CXCL12	4210.1911
CXCL13	79.9777	CXCL13	96.0314
CXCL14	96241.2475	CXCL14	10408.1333
CXCL16	1928.1745	CXCL16	1863.3023
CXCL17	65.3283	CXCL17	157.7658
removed	removed	CXCL1	34.2969
CXCL2	6.7308	CXCL2	552.6703
removed	removed	CXCL3	34.2969
CXCL5	34.0499	CXCL5	352.7683
CXCL9	79.1858	CXCL9	87.7021
CXCR1	35.6336	removed	removed
CXCR2	5.1471	CXCR2	5.8795
removed	removed	CXCR3	17.6384
CXCR4	397.1168	CXCR4	1268.0059
CXCR6	11.4819	CXCR6	40.6663
CXCR7	1004.0761	CXCR7	208.7212
CXXC1	550.7373	CXXC1	824.5958
CXXC4	5.543	CXXC4	11.7589
CXXC5	878.5666	CXXC5	291.0338
CXorf21	11.4819	CXorf21	21.0681
CXorf22	5.543	removed	removed
CXorf23	203.9035	CXorf23	198.4321
CXorf26	463.237	CXorf26	442.9201
CXorf30	5.543	removed	removed
CXorf36	518.6671	CXorf36	595.7864
CXorf38	241.9127	CXorf38	206.2714
CXorf40A	477.0945	CXorf40A	462.5184
CXorf40B	466.0085	CXorf40B	455.169
CXorf42	9.1064	CXorf42	49.4855
CXorf56	164.3106	CXorf56	306.7124
CXorf57	23.7557	CXorf57	62.7144
CXorf59	5.1471	removed	removed
CYB561D1	249.8312	CYB561D1	328.7604
CYB561D2	836.2022	CYB561D2	338.5595
CYB561	3131.007	CYB561	2438.0206
CYB5A	1363.5797	CYB5A	1156.7859
CYB5B	905.0938	CYB5B	1441.9402
CYB5D1	912.2205	CYB5D1	933.366
CYB5D2	875.7951	CYB5D2	682.9985
CYB5R1	2261.1508	CYB5R1	1474.2773
CYB5R2	376.1326	CYB5R2	282.7046
CYB5R3	3700.7489	CYB5R3	4120.5292
CYB5R4	206.279	CYB5R4	177.854
CYB5RL	50.6789	CYB5RL	65.6541
CYBASC3	1051.5876	CYBASC3	990.6908
CYBA	1154.1332	CYBA	848.1137
CYBB	465.6126	CYBB	306.7124
CYBRD1	13331.7232	CYBRD1	8028.4174
CYC1	1893.7287	CYC1	1576.6781
CYCS	1471.2724	CYCS	1317.9814
CYFIP1	2969.4679	CYFIP1	3895.1494
CYFIP2	3196.7312	CYFIP2	396.3743
CYGB	315.5555	CYGB	469.3778
CYHR1	821.9487	CYHR1	796.1783
CYLD	540.8391	CYLD	1097.0113
CYP11A1	7.9186	CYP11A1	43.1161
CYP19A1	9.8982	removed	removed
CYP1B1	656.4504	CYP1B1	985.3013
CYP20A1	525.3979	CYP20A1	564.4292
CYP21A2	139.4304	CYP21A2	54.3312
CYP24A1	6690.0133	CYP24A1	9.3092
CYP26A1	17.4209	CYP26A1	14.2087
CYP26B1	14.6494	CYP26B1	159.7256
CYP27A1	586.3709	CYP27A1	1102.4008
CYP27B1	78.7899	CYP27B1	48.5056
CYP2A6	28.9028	CYP2A6	7.3493
CYP2A7	26.9232	removed	removed
CYP2B7P1	842.933	CYP2B7P1	18.1284
removed	removed	CYP2C8	5.8795
CYP2C9	13.0657	removed	removed
removed	removed	CYP2E1	19.4317
CYP2J2	282.2974	CYP2J2	460.5585
CYP2R1	203.9035	CYP2R1	272.4155
CYP2S1	32.8621	CYP2S1	31.8471
CYP2U1	111.2561	CYP2U1	632.0382
CYP39A1	20.1924	CYP39A1	268.4958
CYP46A1	11.4819	CYP46A1	9.3092
CYP4A11	14.2534	removed	removed
CYP4B1	41.9685	CYP4B1	113.6698
CYP4F11	8.3145	CYP4F11	43.6061
CYP4F22	53.4504	CYP4F22	311.612
removed	removed	CYP4F3	15.1886
CYP4V2	865.8968	CYP4V2	747.6727
CYP4X1	2069.9171	CYP4X1	152.3763
CYP4Z1	300.1142	CYP4Z1	13.2288
CYP4Z2P	36.0295	CYP4Z2P	5.3895
CYP51A1	1719.124	CYP51A1	1506.1244
CYP7B1	141.7426	CYP7B1	135.7178
CYR61	1734.5652	CYR61	11796.1783
CYS1	36.8214	CYS1	186.1832
CYSLTR1	58.2016	CYSLTR1	36.2567
CYSLTR2	41.9685	CYSLTR2	7.8393
CYTH1	603.7918	CYTH1	763.8413
CYTH2	1837.9027	CYTH2	1746.2028
CYTH3	622.4005	CYTH3	1025.4777
CYTH4	129.4688	CYTH4	75.9432
CYTIP	83.937	CYTIP	223.4199
CYTL1	24.9435	CYTL1	33.807
CYTSA	1998.6499	CYTSA	2270.4557
CYTSB	609.3348	CYTSB	153.8462
CYYR1	477.8864	CYYR1	1248.8976
D2HGDH	156.7879	D2HGDH	353.2582
D4S234E	35.2377	D4S234E	550.2205
DAAM1	517.4793	DAAM1	715.3356
DAAM2	379.981	DAAM2	466.0608
DAB1	100.566	removed	removed
DAB2IP	906.2816	DAB2IP	3508.0843
DAB2	969.2343	DAB2	1150.9064
DACH1	1122.8548	DACH1	266.0461
DACT1	161.935	DACT1	86.2322
removed	removed	DACT2	100.441
DACT3	45.5318	DACT3	46.5458
DAD1	2833.2683	DAD1	2388.0451
DAG1	4203.9747	DAG1	5634.0029
DAGLA	173.021	DAGLA	508.5742
DAGLB	306.4491	DAGLB	431.1612
DAK	1045.2527	DAK	956.8839
DALRD3	900.6277	DALRD3	991.171
DAP3	3264.831	DAP3	2532.5821
DAPK1	163.5187	DAPK1	126.8986
DAPK2	154.8083	DAPK2	428.7114
DAPK3	1009.6191	DAPK3	832.4351
DAPL1	205.4872	DAPL1	40.1764
DAPP1	111.2561	DAPP1	131.3082
DAP	3959.6865	DAP	3193.0426
DARC	370.5896	DARC	1383.1455
DARS2	1433.6591	DARS2	374.3263
DARS	1363.1837	DARS	2734.9339
DAXX	1828.4004	DAXX	1369.9167
DAZAP1	1802.665	DAZAP1	1473.2974
DAZAP2	6482.1505	DAZAP2	8375.3062
DBC1	33.654	DBC1	204.3116
DBF4B	145.306	DBF4B	107.7903
DBF4	309.2206	DBF4	175.8942
DBI	2792.0917	DBI	5285.1543
DBN1	1335.8646	DBN1	1112.6899
DBNDD1	429.1871	DBNDD1	301.8128
DBNDD2	2098.7526	DBNDD2	1254.0813
DBNL	1810.5836	DBNL	1784.4194
DBP	157.5718	DBP	158.2558
DBR1	330.6008	DBR1	411.073
DBT	694.8555	DBT	764.3312
DCAF10	2208.0964	DCAF10	1143.5571
DCAF11	2602.0458	DCAF11	2559.2602
DCAF12L2	43.5522	removed	removed
DCAF12	1604.7005	DCAF12	1464.4782
DCAF13	1018.2939	DCAF13	793.9098
DCAF15	391.1779	DCAF15	483.5865
DCAF16	464.8207	DCAF16	1038.7065
DCAF17	447.0039	DCAF17	503.6747
DCAF4	210.2383	DCAF4	487.9961
DCAF5	1414.6545	DCAF5	1710.926
DCAF6	855.2068	DCAF6	1466.438
DCAF7	3195.9394	DCAF7	2481.1367
DCAF8	3007.7186	DCAF8	2553.0475
DCAKD	691.6881	DCAKD	1251.8373
DCBLD1	275.234	DCBLD1	198.4321
DCBLD2	810.0709	DCBLD2	983.3415
DCDC1	16.6092	removed	removed
DCDC2	256.6214	DCDC2	323.2974
DCHS1	806.9034	DCHS1	701.6169
DCHS2	14.2534	DCHS2	54.8751
DCI	992.1982	DCI	1085.7423
DCK	738.8036	DCK	379.2259
DCLK1	5013.6497	DCLK1	318.9613
DCLK2	47.9074	DCLK2	85.7423
DCLK3	32.0703	DCLK3	16.6585
DCLRE1A	448.9836	DCLRE1A	403.7237
DCLRE1B	252.6027	DCLRE1B	262.6164
DCLRE1C	254.5824	DCLRE1C	294.9535
DCN	7823.1622	DCN	17052.9152
DCP1A	690.1043	DCP1A	971.5826
DCP1B	403.4517	DCP1B	417.9324
DCP2	598.2488	DCP2	914.7477
DCPS	381.6756	DCPS	379.2259
DCST2	20.1924	DCST2	26.4576
DCTD	1838.2986	DCTD	1887.8001
DCTN1	4366.4878	DCTN1	4078.4272
DCTN2	2464.2625	DCTN2	2972.5625
DCTN3	878.9625	DCTN3	1189.123
DCTN4	2012.1115	DCTN4	2301.8128
DCTN5	1127.21	DCTN5	1152.3763
DCTN6	738.4077	DCTN6	690.8378
DCTPP1	632.2987	DCTPP1	786.3792
removed	removed	DCT	6.3694
DCUN1D1	449.3795	DCUN1D1	456.6389
DCUN1D2	197.9645	DCUN1D2	247.4277
DCUN1D3	153.6205	DCUN1D3	204.8016
DCUN1D4	437.1057	DCUN1D4	683.4885
DCUN1D5	580.432	DCUN1D5	362.0774
DCXR	2860.1915	DCXR	1936.3057
removed	removed	DCX	72.5135
DDA1	732.0728	DDA1	654.0911
DDAH1	1695.3682	DDAH1	1357.6678
DDAH2	2151.8744	DDAH2	2178.8339
DDB1	7174.6304	DDB1	6671.7295
DDB2	652.887	DDB2	1029.8873
DDHD1	330.2048	DDHD1	233.219
DDHD2	1008.0354	DDHD2	1000.9799
DDI2	80.5043	DDI2	102.1264
DDIT3	217.6897	DDIT3	300.5341
DDIT4L	14.6494	DDIT4L	23.0279
DDIT4	2074.2723	DDIT4	15806.9574
DDOST	5466.9884	DDOST	5451.2494
DDO	36.0295	DDO	66.144
DDR1	6955.6817	DDR1	7902.0088
removed	removed	DDR2	206.2714
DDRGK1	903.1142	DDRGK1	1272.9054
DDTL	264.1955	DDTL	299.5835
DDT	750.4241	DDT	837.56
DDX10	695.6474	DDX10	990.6908
DDX11	322.2863	DDX11	379.2259
DDX12	50.283	DDX12	35.2768
DDX17	9418.3604	DDX17	12266.536
DDX18	1864.034	DDX18	2446.3498
DDX19A	524.2101	DDX19A	1183.0769
DDX19B	467.1884	DDX19B	975.5953
DDX1	3073.9932	DDX1	2957.3738
DDX20	540.0472	DDX20	609.0152
DDX21	2126.139	DDX21	2476.7271
DDX23	2725.9716	DDX23	2761.8814
DDX24	3630.2735	DDX24	3627.1436
removed	removed	DDX25	6.8594
DDX26B	35.2377	DDX26B	257.2268
DDX27	1092.3683	DDX27	1434.5909
DDX28	143.7222	DDX28	477.707
DDX31	372.5692	DDX31	496.3253
DDX39	1062.2777	DDX39	477.707
DDX3X	7593.9193	DDX3X	9984.3214
DDX41	1114.5403	DDX41	1131.3082
DDX42	3176.1429	DDX42	4429.2014
DDX46	1503.7386	DDX46	1605.5855
DDX47	1064.2573	DDX47	1300.8329
removed	removed	DDX49	955.904
DDX50	1181.8482	DDX50	1536.0118
DDX51	331.3926	DDX51	713.8658
DDX52	583.9954	DDX52	571.2886
DDX54	1929.3187	DDX54	2121.9941
DDX55	404.2436	DDX55	503.1847
DDX56	1380.6046	DDX56	1430.6712
DDX58	1572.6302	DDX58	499.755
DDX59	832.2429	DDX59	550.2205
DDX5	11814.5231	DDX5	12794.7085
DDX60L	250.6231	DDX60L	261.6365
DDX60	830.6592	DDX60	495.3454
DDX6	4851.7147	DDX6	4636.4527
DEAF1	570.1378	DEAF1	968.1529
DECR1	1116.9159	DECR1	1008.8192
DECR2	328.6211	DECR2	379.7158
DEDD2	552.321	DEDD2	737.3836
DEDD	1188.8403	DEDD	774.3214
DEF6	210.6343	DEF6	297.4032
DEF8	325.8496	DEF8	737.8736
DEFB1	22.568	DEFB1	193.5326
DEGS1	2306.6827	DEGS1	2547.2807
DEGS2	2061.6026	DEGS2	390.4949
DEK	3053.4049	DEK	2625.6737
DEM1	178.1681	DEM1	176.3841
DENND1A	713.8601	DENND1A	544.831
DENND1B	485.805	DENND1B	100.441
DENND1C	175.7925	DENND1C	203.3317
DENND2A	120.3624	DENND2A	121.999
DENND2C	32.7315	DENND2C	49.1818
DENND2D	811.2586	DENND2D	496.8153
DENND3	308.8247	DENND3	309.1622
DENND4A	493.7196	DENND4A	536.0118
DENND4B	837.382	DENND4B	639.8824
DENND4C	1206.7918	DENND4C	1818.2264
DENND5A	1861.2625	DENND5A	1635.9628
DENND5B	258.9376	DENND5B	273.8854
DENR	1641.9178	DENR	1523.2729
DEPDC1B	253.7905	DEPDC1B	8.3293
DEPDC1	561.8233	DEPDC1	15.1886
DEPDC4	5.543	DEPDC4	15.6786
DEPDC5	362.671	DEPDC5	378.246
DEPDC6	653.2829	DEPDC6	1521.803
DEPDC7	12.2738	removed	removed
DERA	540.4432	DERA	473.7874
DERL1	2037.055	DERL1	1936.7957
DERL2	911.4287	DERL2	611.465
DERL3	221.3243	DERL3	230.7692
DES	19.4005	DES	20.5781
DET1	146.0978	DET1	261.1465
DEXI	623.5883	DEXI	609.9951
DFFA	452.5469	DFFA	461.5385
DFFB	107.6927	DFFB	108.7702
DFNA5	186.0867	DFNA5	283.6845
DFNB31	169.4576	DFNB31	337.0897
DFNB59	16.629	DFNB59	42.6262
DGAT1	1189.7668	DGAT1	488.2117
DGAT2	300.5102	DGAT2	500.7349
DGCR11	68.0998	DGCR11	40.6663
DGCR14	368.214	DGCR14	450.7594
DGCR2	2854.2526	DGCR2	3986.7712
DGCR5	32.8621	DGCR5	27.9275
DGCR6L	745.1385	DGCR6L	694.7575
DGCR6	936.3722	DGCR6	2439.0005
DGCR8	623.9842	DGCR8	917.1975
DGKA	589.5384	DGKA	383.6355
DGKD	987.843	DGKD	546.7908
DGKE	358.3158	DGKE	234.6889
DGKG	8.3145	DGKG	15.6786
DGKH	25.7354	DGKH	13.7188
DGKI	9.1064	removed	removed
DGKQ	535.692	DGKQ	282.2146
DGKZ	544.0065	DGKZ	754.0421
DGUOK	514.3118	DGUOK	724.6448
DHCR24	11332.6774	DHCR24	4949.0446
DHCR7	1790.7871	DHCR7	1402.2538
DHDDS	607.3552	DHDDS	723.1749
DHDH	9.5023	removed	removed
DHDPSL	8.2037	DHDPSL	7.8393
DHFRL1	175.8004	DHFRL1	338.0696
DHFR	593.557	DHFR	195.4826
DHH	8.3145	removed	removed
DHODH	77.998	DHODH	244.488
DHPS	1020.6418	DHPS	1263.5963
DHRS11	224.0958	DHRS11	270.9456
DHRS12	252.6027	DHRS12	389.5149
DHRS13	594.8042	DHRS13	259.9167
DHRS1	581.6198	DHRS1	854.4831
DHRS2	57.8056	DHRS2	91.1318
DHRS3	531.7327	DHRS3	1503.6747
DHRS4L1	15.8372	DHRS4L1	30.3773
DHRS4L2	440.285	DHRS4L2	520.4214
DHRS4	743.436	DHRS4	918.7849
DHRS7B	502.8299	DHRS7B	636.9427
DHRS7	2843.9584	DHRS7	1433.121
DHRS9	7.5227	DHRS9	9.7991
DHRSX	530.9409	DHRSX	406.1734
DHTKD1	1327.9461	DHTKD1	730.0343
DHX15	3053.8008	DHX15	2694.7575
DHX16	779.9802	DHX16	809.8971
DHX29	1460.5823	DHX29	1019.5982
DHX30	2034.6794	DHX30	1971.5826
DHX32	1888.0154	DHX32	1216.9427
DHX33	394.3453	DHX33	521.803
DHX34	344.0624	DHX34	556.5899
DHX35	173.021	DHX35	316.0216
DHX36	769.2902	DHX36	1030.8672
DHX37	373.757	DHX37	587.9471
DHX38	685.7491	DHX38	1660.4606
DHX40	1709.6217	DHX40	2044.096
DHX57	597.061	DHX57	690.3479
DHX58	371.3815	DHX58	383.1455
DHX8	1325.9664	DHX8	1368.4468
DHX9	5773.8334	DHX9	5147.9667
DIABLO	915.871	DIABLO	968.9711
DIAPH1	2897.8048	DIAPH1	2636.9427
DIAPH2	236.3696	DIAPH2	225.3797
DIAPH3	389.9901	DIAPH3	16.6585
DICER1	1393.6703	DICER1	1333.66
DIDO1	1407.9237	DIDO1	2238.6085
DIMT1L	470.3637	DIMT1L	855.463
DIO1	182.5233	DIO1	6.3694
DIO2	1703.6827	DIO2	106.8104
removed	removed	DIO3	16.6585
DIP2A	555.4885	DIP2A	688.388
DIP2B	1407.5278	DIP2B	1451.2494
DIP2C	622.7964	DIP2C	926.0167
DIRAS1	307.2409	DIRAS1	255.267
DIRAS2	12.2738	DIRAS2	37.7266
DIRAS3	60.1812	DIRAS3	223.9098
DIRC2	446.9841	DIRC2	306.0167
removed	removed	DIRC3	5.8795
DIS3L2	396.325	DIS3L2	592.3567
DIS3L	1189.3709	DIS3L	1064.6742
DIS3	1049.41	DIS3	1314.2185
DISC1	116.0072	DISC1	219.5002
DISP1	452.5469	DISP1	190.5928
DISP2	82.7492	DISP2	109.7501
DIXDC1	841.3492	DIXDC1	1202.8417
DKC1	1422.969	DKC1	2149.4366
DKFZP586I1420	221.7203	DKFZP586I1420	317.4914
DKFZP686I15217	31.6743	DKFZP686I15217	69.5737
DKFZp686O24166	117.195	DKFZp686O24166	9.3092
DKFZp761E198	376.5285	DKFZp761E198	439.4904
DKK2	51.4708	DKK2	15.6786
DKK3	619.629	DKK3	3818.2264
removed	removed	DKK4	8.8192
removed	removed	DKKL1	5.3895
DLAT	1021.8929	DLAT	854.9731
DLC1	785.1273	DLC1	1107.3003
DLD	1708.038	DLD	1653.1112
DLEC1	18.2127	DLEC1	18.1284
DLEU1	145.7019	DLEU1	76.4331
DLEU2	42.2852	DLEU2	15.463
DLG1	2208.0845	DLG1	1539.4415
DLG2	10.6901	DLG2	67.124
DLG3	1898.4798	DLG3	1577.1681
DLG4	623.612	DLG4	257.2905
DLG5	10064.1207	DLG5	4767.7609
DLGAP1	42.7603	DLGAP1	25.4777
removed	removed	DLGAP2	8.3293
removed	removed	DLGAP3	6.8594
DLGAP4	1335.0728	DLGAP4	1385.1053
DLGAP5	831.0551	DLGAP5	12.7389
DLK1	25.3395	DLK1	993.6306
DLK2	13.0657	DLK2	132.2881
DLL1	145.7019	DLL1	251.8373
DLL4	311.5962	DLL4	182.7536
DLST	1907.1903	DLST	2561.9794
DLX1	1917.8804	DLX1	49.9755
DLX2	1070.5922	DLX2	21.5581
DLX3	10.6901	DLX3	33.317
removed	removed	DLX4	6.3694
DLX5	5.543	removed	removed
DMAP1	418.8929	DMAP1	755.022
