gene_id	TCGA-BH-A0E1-01A-11R-A056-07	gene_id	TCGA-BH-A0E1-11A-13R-A089-07
SLC4A1AP	708.3171	SLC4A1AP	733.464
SLC4A2	2550.1989	SLC4A2	1373.4101
SLC4A3	129.8647	SLC4A3	300.343
SLC4A4	1859.2829	SLC4A4	10.2891
SLC4A5	236.5834	SLC4A5	133.7237
SLC4A7	1219.4615	SLC4A7	1450.7594
SLC4A8	257.7498	SLC4A8	53.8951
SLC5A1	153.2245	SLC5A1	1789.8089
SLC5A3	552.4359	SLC5A3	622.097
SLC5A6	926.2602	SLC5A6	2545.1788
SLC5A8	896.7793	SLC5A8	7.3493
SLC5A9	5.9389	SLC5A9	10.2891
removed	removed	SLC6A11	17.6384
SLC6A12	7.9186	SLC6A12	59.7746
SLC6A14	82.3532	SLC6A14	1413.5228
removed	removed	SLC6A15	23.0279
removed	removed	SLC6A16	22.048
SLC6A17	7.9186	SLC6A17	12.2489
SLC6A1	28.9028	SLC6A1	9.3092
removed	removed	SLC6A20	8.8192
removed	removed	SLC6A2	30.3773
SLC6A4	28.111	removed	removed
SLC6A6	684.5613	SLC6A6	623.7139
SLC6A8	1210.7511	SLC6A8	638.4125
SLC6A9	262.5722	SLC6A9	183.9392
SLC7A11	86.7085	SLC7A11	39.6864
removed	removed	SLC7A14	12.7389
SLC7A1	1424.9487	SLC7A1	1679.0789
SLC7A2	18565.5094	SLC7A2	1451.7393
SLC7A3	5.9389	SLC7A3	135.2278
SLC7A4	224.4918	SLC7A4	46.0559
SLC7A5	801.7563	SLC7A5	934.8359
SLC7A6OS	94.0925	SLC7A6OS	207.3395
SLC7A6	708.8516	SLC7A6	492.3175
SLC7A7	182.9192	SLC7A7	105.3405
SLC7A8	1972.5186	SLC7A8	893.1896
SLC8A1	92.6474	SLC8A1	126.8986
SLC8A3	7.1267	removed	removed
SLC9A1	1352.4937	SLC9A1	1317.4914
SLC9A2	42.7603	SLC9A2	37.7266
SLC9A3R1	5632.8827	SLC9A3R1	3369.9167
SLC9A3R2	1783.2645	SLC9A3R2	1607.5453
SLC9A5	12.2738	SLC9A5	8.3293
SLC9A6	110.0683	SLC9A6	315.5316
SLC9A7	117.9869	SLC9A7	109.2602
SLC9A8	588.3506	SLC9A8	614.4047
SLC9A9	44.74	SLC9A9	103.8707
removed	removed	SLCO1A2	258.6967
SLCO2A1	1027.8318	SLCO2A1	668.7898
SLCO2B1	253.7905	SLCO2B1	467.9079
SLCO3A1	370.1937	SLCO3A1	504.6546
SLCO4A1	145.112	SLCO4A1	102.9593
removed	removed	SLCO4C1	10.2891
SLFN11	381.6756	SLFN11	357.6678
SLFN12	51.8667	SLFN12	114.1597
SLFN13	447.7958	SLFN13	461.5385
SLFN5	799.3808	SLFN5	555.12
SLIT1	5.543	SLIT1	11.269
SLIT2	239.933	SLIT2	201.3719
SLIT3	1656.5672	SLIT3	585.9873
SLITRK4	93.8352	SLITRK4	151.8863
removed	removed	SLITRK5	68.5938
SLITRK6	11465.3136	SLITRK6	400.7839
SLK	2093.2769	SLK	1755.022
SLMAP	1517.5961	SLMAP	2022.538
SLMO1	39.5929	SLMO1	33.807
SLMO2	1878.2874	SLMO2	1434.5909
SLPI	729.6973	SLPI	6249.3876
SLTM	2141.9762	SLTM	1897.5992
SLU7	1247.5725	SLU7	1451.2494
removed	removed	SLURP1	6.8594
SMAD1	776.4169	SMAD1	575.2082
SMAD2	1875.5159	SMAD2	2209.2112
SMAD3	748.3059	SMAD3	1068.5938
SMAD4	1437.9747	SMAD4	2412.0529
SMAD5	1417.0301	SMAD5	1549.7305
SMAD6	42.7603	SMAD6	16.1685
SMAD7	375.3407	SMAD7	590.8868
SMAD9	11.086	SMAD9	36.7467
SMAGP	120.7584	SMAGP	312.1019
SMAP1	805.9413	SMAP1	716.2567
SMAP2	1243.6132	SMAP2	1125.9187
SMARCA1	511.9363	SMARCA1	1646.2518
SMARCA2	4526.6569	SMARCA2	6332.1901
SMARCA4	3190.3963	SMARCA4	3255.267
SMARCA5	2971.1269	SMARCA5	2444.88
SMARCAD1	647.7399	SMARCAD1	995.1004
SMARCAL1	671.8916	SMARCAL1	647.2317
SMARCB1	1549.2704	SMARCB1	1556.5899
SMARCC1	3880.1048	SMARCC1	4008.8192
SMARCC2	3199.5027	SMARCC2	3154.8261
SMARCD1	1184.6197	SMARCD1	1516.9035
SMARCD2	2998.3708	SMARCD2	5237.6286
SMARCD3	640.6132	SMARCD3	932.876
SMARCE1	3872.5821	SMARCE1	3290.0539
SMC1A	3172.1836	SMC1A	2660.9505
SMC2	1108.6014	SMC2	516.4135
SMC3	2482.0793	SMC3	2126.4086
SMC4	3046.2782	SMC4	773.6404
SMC5	808.0912	SMC5	1318.9613
SMC6	984.6756	SMC6	458.1088
SMCHD1	1824.4411	SMCHD1	1353.2582
SMCR7L	874.2114	SMCR7L	1306.2224
SMCR7	419.6848	SMCR7	550.2205
SMCR8	1229.0311	SMCR8	1289.6962
SMEK1	1627.2684	SMEK1	1883.3905
SMEK2	2267.4857	SMEK2	2089.6619
SMG1	1700.9112	SMG1	2527.6825
SMG5	2429.8166	SMG5	1597.2562
SMG6	1213.1266	SMG6	1539.9314
SMG7	3173.7673	SMG7	1845.1739
removed	removed	SMN1	25.0906
SMN2	1005.4896	SMN2	1460.9456
SMNDC1	492.1398	SMNDC1	561.9794
SMOC1	1712.3932	SMOC1	170.9946
SMOC2	5416.3095	SMOC2	2528.6624
SMOX	130.2607	SMOX	342.9691
SMO	644.9684	SMO	765.8011
SMPD1	945.4786	SMPD1	531.6022
SMPD2	376.1326	SMPD2	260.6565
SMPD3	198.7564	SMPD3	116.6095
SMPD4	2419.5225	SMPD4	1691.3278
SMPDL3A	570.9297	SMPDL3A	265.0661
SMPDL3B	1027.4359	SMPDL3B	428.2215
SMS	2063.5822	SMS	1494.3655
SMTNL2	9.1064	SMTNL2	6.8594
SMTN	984.6756	SMTN	1224.8898
SMU1	1932.5297	SMU1	2025.4777
SMUG1	544.0065	SMUG1	560.0196
SMURF1	925.3654	SMURF1	730.5977
SMURF2	280.7137	SMURF2	529.1524
SMYD1	51.4708	SMYD1	770.7006
SMYD2	601.8122	SMYD2	629.1034
SMYD3	1089.9927	SMYD3	222.44
SMYD4	245.0801	SMYD4	475.7472
SMYD5	438.2935	SMYD5	819.6962
SNAI1	79.1858	SNAI1	29.8873
SNAI2	428.3952	SNAI2	999.0201
removed	removed	SNAI3	12.2489
SNAP23	1288.7491	SNAP23	1309.1622
removed	removed	SNAP25	53.4052
SNAP29	1930.1542	SNAP29	962.2734
SNAP47	1073.4864	SNAP47	787.9667
SNAP91	11.4819	SNAP91	6.8594
SNAPC1	144.1182	SNAPC1	242.5282
SNAPC2	677.0387	SNAPC2	414.0127
SNAPC3	658.826	SNAPC3	413.5228
SNAPC4	293.7794	SNAPC4	469.3778
SNAPC5	87.1084	SNAPC5	98.1872
SNAPIN	1171.95	SNAPIN	544.831
SNCAIP	39.5929	SNCAIP	77.903
SNCA	20.1924	SNCA	174.4243
SNCG	102.9416	SNCG	561.9794
SND1	4886.9524	SND1	6240.5683
SNED1	574.4931	SNED1	493.8756
SNF8	840.5574	SNF8	769.7207
SNHG10	23.7557	SNHG10	61.7344
SNHG11	79.5817	SNHG11	142.5772
SNHG12	64.9324	SNHG12	132.6948
SNHG1	242.7322	SNHG1	1045.1935
SNHG3-RCC1	136.7777	SNHG3-RCC1	231.754
SNHG3	28.111	SNHG3	20.0882
removed	removed	SNHG4	18.6624
SNHG5	506.7892	SNHG5	2066.144
SNHG6	419.2889	SNHG6	1099.951
SNHG7	491.249	SNHG7	1962.1999
SNHG8	802.9441	SNHG8	2247.4277
SNHG9	41.1766	SNHG9	54.8751
SNIP1	344.0624	SNIP1	453.6992
SNN	454.1306	SNN	699.657
SNORA8	107.9699	SNORA8	156.8594
removed	removed	SNORD116-20	12.2489
SNORD116-28	7.6731	SNORD116-28	15.1396
removed	removed	SNORD116-4	15.8403
SNORD17	6.3349	removed	removed
removed	removed	SNORD1C	10.7104
SNPH	176.9803	SNPH	173.9343
SNRK	1316.0682	SNRK	1034.7869
SNRNP200	5569.5341	SNRNP200	8779.0299
SNRNP25	919.7432	SNRNP25	340.5194
SNRNP27	492.9317	SNRNP27	540.9113
SNRNP35	440.3285	SNRNP35	432.0627
SNRNP40	915.7839	SNRNP40	891.2298
SNRNP48	409.3906	SNRNP48	452.7193
SNRNP70	2131.2861	SNRNP70	2639.3925
SNRPA1	514.7078	SNRPA1	295.9334
SNRPA	974.3814	SNRPA	1472.8074
SNRPB2	567.7623	SNRPB2	1023.0279
SNRPB	1339.428	SNRPB	2449.7795
SNRPC	1052.3794	SNRPC	1058.7947
SNRPD1	899.9467	SNRPD1	760.9015
SNRPD2	2220.7661	SNRPD2	3793.7286
SNRPD3	1970.9507	SNRPD3	1663.9882
SNRPE	1014.7662	SNRPE	748.6526
SNRPF	836.994	SNRPF	786.3792
SNRPG	736.824	SNRPG	493.8756
SNRPN	1730.6891	SNRPN	2292.9936
SNTA1	544.4025	SNTA1	327.2905
SNTB1	730.0932	SNTB1	811.367
SNTB2	490.5561	SNTB2	678.5889
SNTN	7.1267	removed	removed
SNUPN	417.3092	SNUPN	550.7104
SNURF	54.951	SNURF	137.1142
SNW1	2282.531	SNW1	2036.2567
SNX10	241.1208	SNX10	103.8707
SNX11	399.0965	SNX11	503.1847
SNX12	239.1412	SNX12	370.4067
SNX13	1217.8778	SNX13	967.6629
SNX14	2137.621	SNX14	1012.2489
SNX15	336.9356	SNX15	610.975
SNX16	662.7852	SNX16	195.0024
SNX17	2609.1725	SNX17	2922.097
SNX18	523.0223	SNX18	1238.6085
SNX19	2157.4174	SNX19	1553.1602
SNX1	4992.2695	SNX1	3902.0088
SNX20	19.0046	SNX20	9.7991
SNX21	426.1622	SNX21	492.8907
SNX22	393.2684	SNX22	197.952
SNX24	201.5279	SNX24	142.5772
SNX25	511.5403	SNX25	281.2347
SNX27	1981.3993	SNX27	890.0931
SNX29	495.7032	SNX29	535.0318
SNX2	1411.4871	SNX2	1487.0162
SNX30	664.369	SNX30	1007.3493
removed	removed	SNX32	30.8672
SNX33	699.2107	SNX33	1045.0759
SNX3	2424.6695	SNX3	3154.3361
SNX4	798.5889	SNX4	1031.3572
SNX5	1211.9388	SNX5	1757.9618
SNX6	1103.0584	SNX6	1239.0985
SNX7	675.8509	SNX7	490.4459
SNX8	338.5193	SNX8	301.8128
SNX9	2116.6367	SNX9	1701.6169
SOAT1	591.1221	SOAT1	354.7281
SOBP	67.3079	SOBP	203.3317
SOCS1	26.5272	SOCS1	27.9275
SOCS2	173.4169	SOCS2	804.9976
SOCS3	507.1851	SOCS3	1115.1396
SOCS4	427.9993	SOCS4	370.8966
SOCS5	464.8207	SOCS5	1278.7849
SOCS6	930.8292	SOCS6	1641.3523
SOCS7	66.912	SOCS7	89.6619
SOD1	4522.6976	SOD1	3038.7065
SOD2	1607.076	SOD2	8312.1019
SOD3	117.5909	SOD3	458.5987
SOLH	590.3302	SOLH	549.7305
SON	6223.2129	SON	7440.4704
SORBS1	361.0873	SORBS1	1397.3542
SORBS2	3942.2656	SORBS2	2746.2028
SORBS3	2502.2716	SORBS3	2296.9133
SORCS1	892.82	SORCS1	10.779
SORCS2	91.8555	SORCS2	136.6977
SORD	1079.3026	SORD	436.5507
SORL1	764.539	SORL1	3712.3959
SORT1	4697.6983	SORT1	2308.6722
SOS1	807.2993	SOS1	1272.9054
SOS2	1010.8069	SOS2	1537.9716
SOSTDC1	34.0499	SOSTDC1	400.7839
SOX10	253.7905	SOX10	3993.6306
SOX11	24.1517	SOX11	13.7188
SOX12	379.696	SOX12	283.1945
SOX13	854.019	SOX13	1140.1274
SOX15	12.6697	SOX15	87.2122
SOX17	94.2311	SOX17	225.8697
SOX18	176.1884	SOX18	62.7144
removed	removed	SOX2	7.3493
SOX4	2152.6663	SOX4	2472.8074
SOX5	15.8372	SOX5	38.7065
SOX6	11.8779	SOX6	110.73
SOX7	103.7334	SOX7	274.8653
SOX8	24.9435	SOX8	425.2817
SOX9	351.9809	SOX9	4873.5914
SP100	1463.3538	SP100	1440.9603
SP110	644.9684	SP110	514.4537
SP140L	147.6815	SP140L	324.8408
SP140	11.086	SP140	25.9677
SP1	3263.6432	SP1	4078.8829
SP2	650.1155	SP2	934.8359
SP3	2297.1804	SP3	2108.7702
SP4	111.2561	SP4	392.9446
removed	removed	SP5	7.8393
SP6	373.757	SP6	676.1391
SPA17	314.7636	SPA17	139.1475
SPAG16	419.2889	SPAG16	369.9167
SPAG17	21.3802	removed	removed
SPAG1	577.2646	SPAG1	86.7222
SPAG4	45.5318	SPAG4	35.7668
SPAG5	1593.2185	SPAG5	58.3048
SPAG6	1493.8403	SPAG6	43.1161
SPAG7	815.2179	SPAG7	929.9363
SPAG8	16.2331	SPAG8	28.927
SPAG9	1207.5836	SPAG9	1433.121
SPARCL1	6207.3758	SPARCL1	12386.0853
SPARC	53322.5377	SPARC	10184.7134
SPAST	477.0945	SPAST	459.0887
SPATA13	370.5817	SPATA13	896.5164
SPATA17	69.6835	SPATA17	19.5982
SPATA18	1101.8706	SPATA18	755.022
SPATA1	9.2489	removed	removed
SPATA20	1373.082	SPATA20	853.5032
SPATA24	36.0295	SPATA24	42.6262
SPATA2L	231.6185	SPATA2L	369.4268
SPATA2	361.0873	SPATA2	459.0887
SPATA4	11.4819	SPATA4	6.3694
SPATA5L1	183.7111	SPATA5L1	341.0093
SPATA5	163.9146	SPATA5	241.0583
SPATA6	235.1819	SPATA6	199.902
SPATA7	169.0617	SPATA7	260.1666
SPATA9	8.0492	removed	removed
SPATS2L	949.4379	SPATS2L	1179.3239
SPATS2	717.4235	SPATS2	544.341
SPC24	70.0794	removed	removed
SPC25	330.6008	SPC25	23.0279
SPCS1	3379.1674	SPCS1	2082.2832
SPCS2	623.5883	SPCS2	547.2807
SPCS3	2767.94	SPCS3	2535.0318
SPDEF	3200.6905	SPDEF	3486.0363
SPDYA	5.737	SPDYA	7.0848
SPDYE3	83.8221	SPDYE3	69.8971
SPDYE6	22.172	SPDYE6	12.2489
SPDYE8P	14.2534	SPDYE8P	13.2288
SPEF1	9.1064	SPEF1	24.0078
SPEF2	224.8877	SPEF2	309.1622
SPEG	72.0591	SPEG	362.0774
SPEN	1958.661	SPEN	2513.4738
removed	removed	SPESP1	80.8427
SPG11	2163.3564	SPG11	2249.3876
SPG20	2446.8416	SPG20	2007.3493
SPG21	2045.7654	SPG21	1585.9873
SPG7	634.6743	SPG7	1206.2714
SPHAR	77.5665	SPHAR	95.5267
SPHK1	264.057	SPHK1	336.5458
SPHK2	259.7374	SPHK2	290.0539
SPHKAP	17.0249	SPHKAP	269.4757
SPI1	338.9153	SPI1	117.0995
SPIN1	2568.3918	SPIN1	3210.1911
SPIN2B	62.3945	SPIN2B	88.7212
SPIN3	185.2948	SPIN3	271.9255
SPIN4	125.1136	SPIN4	134.2479
removed	removed	SPINK1	8.8192
removed	removed	SPINK2	8.3293
SPINK4	19.4005	removed	removed
SPINK5	85.5207	SPINK5	13.7188
SPINT1	3672.6379	SPINT1	3341.4993
SPINT2	16965.1642	SPINT2	9652.1313
SPIRE1	955.3768	SPIRE1	859.3827
SPIRE2	83.937	SPIRE2	116.6095
SPNS1	525.1722	SPNS1	731.024
SPNS2	228.7005	SPNS2	349.706
removed	removed	SPNS3	10.779
SPN	49.0952	SPN	86.2322
SPOCD1	46.3237	removed	removed
SPOCK1	654.4707	SPOCK1	110.2401
SPOCK2	99.6276	SPOCK2	368.4468
SPON1	1105.038	SPON1	543.3611
SPON2	587.1628	SPON2	575.2082
SPOPL	1110.581	SPOPL	828.0255
SPOP	1125.2304	SPOP	1242.0382
SPP1	3700.7489	SPP1	512.0039
SPPL2A	807.6953	SPPL2A	439.4904
SPPL2B	422.8522	SPPL2B	671.2396
SPPL3	1192.5383	SPPL3	1477.2171
SPRED1	993.7819	SPRED1	1123.9588
SPRED2	1812.5632	SPRED2	1414.9927
SPRN	61.369	SPRN	74.4733
SPRR1A	15.8372	SPRR1A	15.6786
removed	removed	SPRR1B	8.3293
removed	removed	SPRR2A	18.6183
removed	removed	SPRR3	35.7668
SPRY1	1141.4635	SPRY1	1924.0568
SPRY2	178.9599	SPRY2	1290.5439
SPRY3	26.1313	SPRY3	40.6663
SPRY4	874.2114	SPRY4	559.0397
SPRYD3	1587.6755	SPRYD3	1589.417
SPRYD4	276.7544	SPRYD4	414.5027
SPR	2361.3209	SPR	684.9584
SPSB1	450.5673	SPSB1	1335.6198
SPSB2	138.1792	SPSB2	148.4566
SPSB3	561.8233	SPSB3	865.7521
SPSB4	5.543	removed	removed
SPTAN1	12470.5775	SPTAN1	6780.0098
SPTBN1	7393.5792	SPTBN1	10508.0843
SPTBN2	292.1956	SPTBN2	1272.4155
SPTBN4	98.5863	SPTBN4	35.2768
SPTBN5	82.3532	SPTBN5	128.3635
SPTB	40.7807	SPTB	45.0759
SPTLC1	1415.0505	SPTLC1	1761.3915
SPTLC2	2263.1305	SPTLC2	2005.3895
SPTLC3	60.1812	SPTLC3	314.5517
SPTY2D1	1111.1591	SPTY2D1	1034.2969
SQLE	1327.5501	SQLE	609.5051
SQRDL	1633.6033	SQRDL	1153.8462
SQSTM1	11402.8519	SQSTM1	6878.7506
SR140	1517.5961	SR140	2317.9814
SRA1	665.1608	SRA1	656.051
SRBD1	530.5449	SRBD1	548.2607
SRCAP	2963.9249	SRCAP	3418.9123
SRCIN1	747.1181	SRCIN1	283.6845
SRCRB4D	6.7902	SRCRB4D	17.2171
SRC	889.2567	SRC	629.5933
SRD5A1	76.8102	SRD5A1	168.5448
SRD5A3	2031.8723	SRD5A3	569.8187
SREBF1	12147.1035	SREBF1	2574.2283
SREBF2	3907.8198	SREBF2	4420.8721
SRFBP1	215.7813	SRFBP1	346.3988
SRF	1137.9001	SRF	2108.7702
SRGAP1	409.3906	SRGAP1	281.2347
SRGAP2	1439.5981	SRGAP2	339.0495
SRGAP3	214.9895	SRGAP3	328.2705
SRGN	500.8503	SRGN	993.1406
SRI	1145.4228	SRI	1342.4792
SRL	22.568	SRL	13.2288
SRMS	44.74	SRMS	15.1886
SRM	988.6349	SRM	1251.3474
SRP14	4808.5584	SRP14	4190.5928
SRP19	803.6647	SRP19	681.0387
SRP54	1761.4884	SRP54	1168.0549
SRP68	2218.7864	SRP68	2302.7927
SRP72	3916.9262	SRP72	3252.8172
SRP9	5815.406	SRP9	3128.3684
SRPK1	1864.034	SRPK1	1112.6899
SRPK2	1263.4096	SRPK2	959.3337
SRPK3	6.3032	SRPK3	28.4762
SRPRB	1720.3118	SRPRB	1604.6056
SRPR	4681.8611	SRPR	3632.5331
SRPX2	332.1845	SRPX2	113.1798
SRPX	147.2856	SRPX	696.7173
SRRD	284.2771	SRRD	222.44
SRRM1	1866.8055	SRRM1	1858.4027
SRRM2	8963.8339	SRRM2	14244.978
SRRM3	96.6067	SRRM3	33.317
SRRM5	12.3807	SRRM5	20.6614
SRRT	2151.0826	SRRT	1561.4895
SRR	434.8608	SRR	300.5928
SRXN1	665.9527	SRXN1	508.5742
SS18L1	333.3723	SS18L1	448.3097
SS18L2	340.1031	SS18L2	333.17
SS18	2007.3603	SS18	1970.1127
SSBP1	1275.2875	SSBP1	1047.5257
SSBP2	889.6526	SSBP2	690.3479
SSBP3	434.7301	SSBP3	866.732
SSBP4	712.6723	SSBP4	423.3219
SSB	2690.912	SSB	2006.7516
SSC5D	186.0867	SSC5D	69.5737
SSFA2	15159.7277	SSFA2	2362.0774
SSH1	768.4983	SSH1	976.9721
SSH2	520.6467	SSH2	387.5551
SSH3	1563.5238	SSH3	1178.3439
SSNA1	852.4353	SSNA1	711.9059
SSPN	320.3066	SSPN	1394.4145
SSPO	11.8779	SSPO	15.6786
SSR1	4949.5091	SSR1	3695.7374
SSR2	11306.942	SSR2	8399.3141
SSR3	4943.1743	SSR3	5276.3351
SSR4	5709.6929	SSR4	2950.0245
SSRP1	4400.7515	SSRP1	5139.1475
SSSCA1	264.4806	SSSCA1	393.4346
removed	removed	SSTR1	17.6384
SSTR2	51.8667	SSTR2	23.5179
SST	55.826	removed	removed
SSU72	2214.4312	SSU72	2942.1852
SSX2IP	1623.3091	SSX2IP	287.6041
ST13	5423.0403	ST13	9498.7751
ST14	4336.215	ST14	2893.6796
ST20	22.0889	ST20	22.5086
ST3GAL1	2037.4509	ST3GAL1	1003.4297
ST3GAL2	281.5056	ST3GAL2	336.1098
ST3GAL3	175.0006	ST3GAL3	292.0137
ST3GAL4	714.256	ST3GAL4	283.1945
ST3GAL5	95.023	ST3GAL5	147.4767
ST3GAL6	59.7853	ST3GAL6	144.047
ST5	1241.2376	ST5	2850.0735
ST6GAL1	310.4084	ST6GAL1	1497.3052
ST6GAL2	120.3624	ST6GAL2	222.9299
ST6GALNAC1	17.4209	ST6GALNAC1	31.3572
ST6GALNAC2	1204.0203	ST6GALNAC2	706.0265
ST6GALNAC3	37.2173	ST6GALNAC3	46.0559
ST6GALNAC4	812.4464	ST6GALNAC4	294.9535
ST6GALNAC5	11.8779	ST6GALNAC5	97.9912
ST6GALNAC6	1269.3486	ST6GALNAC6	1065.1641
ST7L	296.5509	ST7L	393.9245
ST7OT1	24.5912	ST7OT1	149.0789
ST7	876.9116	ST7	567.6874
ST8SIA1	28.5069	ST8SIA1	218.5203
ST8SIA2	63.7446	ST8SIA2	184.7134
ST8SIA4	179.7518	ST8SIA4	93.0916
ST8SIA6	196.7767	ST8SIA6	73.4934
STAB1	496.7128	STAB1	228.4566
removed	removed	STAB2	9.3092
STAC2	592.7058	STAC2	6993.1406
STAC3	28.111	STAC3	28.5203
STAC	9.8982	STAC	73.9833
STAG1	1134.5387	STAG1	1146.4086
STAG2	2525.2355	STAG2	3692.7976
STAG3L1	12.2738	STAG3L1	87.2122
STAG3L2	26.1313	STAG3L2	69.5737
STAG3L3	67.3	STAG3L3	154.8163
STAG3L4	128.6769	STAG3L4	143.5571
removed	removed	STAG3	13.1112
STAM2	859.562	STAM2	932.3861
STAMBPL1	80.7695	STAMBPL1	55.855
STAMBP	694.8555	STAMBP	739.8334
STAM	464.4248	STAM	471.8275
STAP2	646.5522	STAP2	681.0387
STARD10	7439.507	STARD10	1761.3915
STARD13	876.191	STARD13	844.194
STARD3NL	440.2731	STARD3NL	500.7349
STARD3	692.084	STARD3	770.2107
STARD4	36.0295	STARD4	12.2489
STARD5	87.8963	STARD5	62.7144
STARD7	3140.3074	STARD7	3909.172
STARD8	218.5528	STARD8	368.4468
removed	removed	STAR	13.2288
STAT1	4451.0345	STAT1	2176.3841
STAT2	1335.8646	STAT2	1468.8878
STAT3	6739.9003	STAT3	6693.7776
STAT4	17.0249	STAT4	40.6663
STAT5A	832.6388	STAT5A	3400.7839
STAT5B	1268.5567	STAT5B	4124.9388
STAT6	2724.3878	STAT6	4460.5585
STAU1	3781.5184	STAU1	2987.2611
STAU2	1030.6033	STAU2	650.6614
STBD1	741.9196	STBD1	395.61
STC1	375.7367	STC1	494.8555
STC2	3952.9557	STC2	13154.3361
STEAP1	271.2114	STEAP1	192.0627
STEAP2	1317.256	STEAP2	511.514
STEAP3	1361.996	STEAP3	2379.7158
STEAP4	11414.2388	STEAP4	1540.9113
STIL	472.3434	STIL	113.1798
STIM1	1707.642	STIM1	1796.6683
STIM2	511.1444	STIM2	470.3577
STIP1	3344.8087	STIP1	2824.1058
STK10	530.9409	STK10	370.4067
STK11IP	362.671	STK11IP	372.8564
STK11	1071.384	STK11	1064.1842
STK16	673.0794	STK16	723.1749
STK17A	314.3677	STK17A	501.7148
STK17B	722.5705	STK17B	1495.8354
STK19	276.3308	STK19	394.3802
STK24	3724.5046	STK24	3159.2357
STK25	1385.7517	STK25	1443.4101
STK32B	432.3545	STK32B	92.1117
STK32C	135.8037	STK32C	246.9378
STK33	9.1064	removed	removed
STK35	569.346	STK35	694.2675
STK36	495.3073	STK36	451.2494
STK38L	1238.4661	STK38L	920.6271
STK38	817.5935	STK38	851.0534
STK39	915.388	STK39	396.3743
STK3	585.5791	STK3	587.4571
STK40	1303.0025	STK40	1417.9324
STK4	685.3532	STK4	768.2509
removed	removed	STL	5.4581
STMN1	5812.6345	STMN1	1301.8128
STMN2	17.4209	STMN2	130.8182
STMN3	301.302	STMN3	823.6159
STMN4	9.1064	STMN4	5.3895
STOML1	169.8536	STOML1	289.5639
STOML2	1843.8416	STOML2	1819.6962
STOM	5683.1657	STOM	6406.6634
STON1	150.849	STON1	269.1132
STON2	262.501	STON2	376.7761
STOX1	245.8719	STOX1	163.1553
STOX2	32.4662	STOX2	51.9353
STRA13	653.2829	STRA13	534.0519
STRA6	103.3375	STRA6	21.5581
STRADA	525.7938	STRADA	519.8432
STRADB	446.212	STRADB	238.1186
STRAP	2440.5067	STRAP	2038.2166
STRBP	1479.5869	STRBP	850.0735
removed	removed	STRC	6.8643
STRN3	758.2041	STRN3	546.3008
STRN4	1755.9454	STRN4	1809.8971
STRN	450.5673	STRN	368.4468
STS	714.6519	STS	490.9358
STT3A	5422.2484	STT3A	3883.3905
STT3B	2625.4056	STT3B	1914.2577
STUB1	1657.5728	STUB1	1528.5644
STX10	291.4038	STX10	298.3831
STX11	33.258	STX11	59.7746
STX12	1297.4595	STX12	1854.4831
STX16	942.7071	STX16	1650.1715
STX17	783.9395	STX17	1049.9755
STX18	696.4392	STX18	556.5899
removed	removed	STX19	113.1798
STX1A	56.6099	STX1A	69.9902
STX1B	13.4616	STX1B	24.9878
STX2	186.4826	STX2	103.3807
STX3	1384.168	STX3	570.7986
STX4	565.3867	STX4	589.9069
STX5	1632.8114	STX5	1461.5385
STX6	1505.1837	STX6	933.7776
STX7	711.0886	STX7	1145.0269
STX8	497.2869	STX8	495.8354
STXBP1	649.3237	STXBP1	814.3067
STXBP2	2967.0924	STXBP2	1210.681
STXBP3	994.1779	STXBP3	1132.778
STXBP4	176.1884	STXBP4	112.6899
STXBP5	353.1568	STXBP5	380.1078
removed	removed	STXBP6	10.2891
STYK1	50.6789	STYK1	90.6418
STYXL1	547.174	STYXL1	564.9192
STYX	492.1398	STYX	484.0764
SUB1	5586.1631	SUB1	3652.1313
SUCLA2	566.6101	SUCLA2	808.2117
SUCLG1	1255.887	SUCLG1	2081.3327
SUCLG2	1466.9172	SUCLG2	1436.0608
SUCNR1	21.3802	removed	removed
SUDS3	1771.3866	SUDS3	1932.876
SUFU	544.0065	SUFU	811.8569
SUGT1L1	34.3706	SUGT1L1	101.9843
SUGT1	642.9888	SUGT1	535.5218
SULF1	2804.7614	SULF1	1105.8305
SULF2	5140.7429	SULF2	1917.1975
SULT1A1	344.4583	SULT1A1	265.0661
SULT1A2	15.0453	SULT1A2	9.7991
SULT1A3	301.3495	SULT1A3	448.0647
SULT1B1	37.6133	removed	removed
SULT1C4	32.4662	SULT1C4	36.7467
SULT2B1	108.0886	SULT2B1	221.95
SUMF1	1261.034	SUMF1	1250.8574
SUMF2	4816.0811	SUMF2	3453.2092
SUMO1P3	96.6067	SUMO1P3	131.3082
SUMO1	2045.7654	SUMO1	1910.828
SUMO2	2898.9926	SUMO2	3054.3851
SUMO3	1766.2395	SUMO3	2536.0118
SUN1	1721.1036	SUN1	2761.8814
SUN2	2849.8974	SUN2	6220.4802
SUOX	615.6697	SUOX	652.1313
SUPT16H	3805.2742	SUPT16H	3553.6502
SUPT3H	65.7242	SUPT3H	197.9422
SUPT4H1	1165.9675	SUPT4H1	1622.5576
SUPT5H	2679.6479	SUPT5H	3295.9334
SUPT6H	3007.0812	SUPT6H	3170.5047
SUPT7L	770.4779	SUPT7L	813.3268
SUPV3L1	481.0538	SUPV3L1	662.4204
SURF1	746.7222	SURF1	852.0333
