gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
TMEM233	9.9026	TMEM233	5.8614
TMEM25	2786.9329	TMEM25	655.9633
TMEM26	1465.4001	TMEM26	786.6004
TMEM27	76.8527	TMEM27	32.8746
TMEM2	1073.785	TMEM2	1428.3894
TMEM30A	7242.6672	TMEM30A	5429.4088
TMEM30B	2706.8511	TMEM30B	1430.9378
TMEM33	2265.1095	TMEM33	1504.3323
TMEM35	6.0277	TMEM35	24.21
TMEM37	49.7282	TMEM37	588.1753
TMEM38A	48.6518	TMEM38A	37.9715
TMEM38B	41.9784	TMEM38B	149.0826
TMEM39A	798.45	TMEM39A	664.3731
TMEM39B	197.8365	TMEM39B	243.629
removed	removed	TMEM40	5.0968
TMEM41A	846.6713	TMEM41A	541.7941
TMEM41B	1186.1579	TMEM41B	723.7513
TMEM42	203.2183	TMEM42	143.476
TMEM43	2166.2989	TMEM43	3778.5423
TMEM44	66.9501	TMEM44	297.4006
TMEM45A	844.5186	TMEM45A	147.5535
TMEM45B	271.4601	TMEM45B	116.208
TMEM47	579.3014	TMEM47	2231.1417
TMEM48	465.6369	TMEM48	408.5117
TMEM49	3073.8927	TMEM49	1503.8226
TMEM50A	3998.9236	TMEM50A	2683.9959
TMEM50B	2188.6874	TMEM50B	1315.7492
TMEM51	179.5382	TMEM51	180.683
TMEM52	13.1317	TMEM52	9.9388
TMEM53	296.335	TMEM53	146.3532
TMEM54	634.1962	TMEM54	298.6748
TMEM55A	136.2682	TMEM55A	384.0469
TMEM55B	458.9635	TMEM55B	516.055
TMEM56	1213.799	TMEM56	312.946
TMEM57	2774.2317	TMEM57	911.0601
TMEM59L	32.5063	TMEM59L	16.3099
TMEM59	9677.4124	TMEM59	5858.5627
TMEM5	375.0067	TMEM5	296.1264
TMEM60	347.0212	TMEM60	276.5036
TMEM61	5.3818	TMEM61	28.2875
TMEM62	1105.4303	TMEM62	574.6687
TMEM63A	1404.0149	TMEM63A	1823.6493
TMEM63B	1124.3744	TMEM63B	553.262
TMEM63C	1312.9541	TMEM63C	304.0265
TMEM64	305.4733	TMEM64	904.9439
TMEM65	556.2672	TMEM65	585.8818
TMEM66	10246.596	TMEM66	6061.4169
TMEM67	328.9382	TMEM67	346.5851
TMEM68	374.1456	TMEM68	386.3405
TMEM69	939.239	TMEM69	530.3262
TMEM70	502.2335	TMEM70	365.6983
TMEM71	33.1521	TMEM71	98.1142
removed	removed	TMEM74	9.1743
TMEM79	357.139	TMEM79	164.8828
TMEM80	248.6411	TMEM80	291.4271
TMEM81	29.7078	TMEM81	37.9715
TMEM84	137.1293	TMEM84	415.9021
TMEM85	1288.2342	TMEM85	1008.0224
TMEM86A	1618.8214	TMEM86A	191.817
TMEM86B	15.0692	TMEM86B	48.1651
TMEM87A	4664.1193	TMEM87A	3043.3231
TMEM87B	3355.0401	TMEM87B	1682.4669
TMEM88	22.6037	TMEM88	99.3884
TMEM8A	938.1626	TMEM8A	456.1672
TMEM8B	602.7663	TMEM8B	717.8899
removed	removed	TMEM90A	5.6065
TMEM90B	132.8239	TMEM90B	6.8807
TMEM91	36.4135	TMEM91	129.1081
TMEM92	10.1179	removed	removed
TMEM93	182.9288	TMEM93	133.4021
TMEM97	322.8029	TMEM97	216.2462
TMEM98	483.9352	TMEM98	1032.1101
TMEM99	554.545	TMEM99	202.8542
TMEM9B	1854.7979	TMEM9B	1391.4373
TMEM9	1425.3269	TMEM9	1137.8695
TMF1	2670.6851	TMF1	2038.736
removed	removed	TMIE	12.9969
TMLHE	241.7523	TMLHE	280.3262
TMOD1	84.6435	TMOD1	554.2074
TMOD2	307.4108	TMOD2	1370.5403
TMOD3	1942.6296	TMOD3	2007.1356
TMPO	1468.2353	TMPO	1497.5739
TMPPE	41.9784	TMPPE	56.0652
TMPRSS13	348.3128	TMPRSS13	318.2977
TMPRSS2	378.8817	TMPRSS2	919.2151
TMPRSS3	381.4649	TMPRSS3	346.3303
TMPRSS4	21.7426	removed	removed
removed	removed	TMPRSS5	7.6453
TMPRSS6	58.1239	TMPRSS6	32.1101
TMSB10	5397.9872	TMSB10	6951.58
removed	removed	TMSB15A	13.7615
TMSB15B	13.1317	TMSB15B	37.9485
TMSL3	48438.0819	TMSL3	20872.3242
TMTC1	416.5545	TMTC1	3260.1937
TMTC2	489.9629	TMTC2	557.0846
TMTC3	2018.6212	TMTC3	981.1417
TMTC4	545.0729	TMTC4	413.6086
TMUB1	293.418	TMUB1	246.9419
TMUB2	752.1662	TMUB2	853.9755
TMX1	1717.4533	TMX1	1167.1764
TMX2	2082.3422	TMX2	1268.6035
TMX3	1336.8495	TMX3	1616.208
TMX4	551.7464	TMX4	1187.3089
TNC	1453.7431	TNC	2653.16
TNFAIP1	1448.4947	TNFAIP1	1655.2268
TNFAIP2	1080.6738	TNFAIP2	1573.9042
TNFAIP3	467.3591	TNFAIP3	792.3038
TNFAIP6	347.667	TNFAIP6	133.2824
TNFAIP8L1	82.2345	TNFAIP8L1	197.2477
TNFAIP8L2	56.1864	TNFAIP8L2	57.5943
TNFAIP8L3	82.0193	TNFAIP8L3	167.686
TNFAIP8	215.2737	TNFAIP8	410.5505
TNFRSF10A	133.4697	TNFRSF10A	161.315
TNFRSF10B	786.3947	TNFRSF10B	973.4964
TNFRSF10C	47.5755	TNFRSF10C	37.2069
TNFRSF10D	27.7703	TNFRSF10D	235.2192
TNFRSF11A	42.4089	TNFRSF11A	190.6218
TNFRSF11B	212.2598	TNFRSF11B	94.5464
TNFRSF12A	352.6183	TNFRSF12A	151.3761
TNFRSF14	526.9189	TNFRSF14	1025.2548
TNFRSF17	13.1317	TNFRSF17	25.4842
TNFRSF18	86.9706	TNFRSF18	12.7421
TNFRSF19	336.0422	TNFRSF19	381.7533
TNFRSF1A	1886.0126	TNFRSF1A	2453.1091
TNFRSF1B	488.2407	TNFRSF1B	1720.6932
TNFRSF21	234.6483	TNFRSF21	950.051
TNFRSF25	21.7426	TNFRSF25	74.159
TNFRSF4	10.5484	TNFRSF4	26.7584
TNFRSF6B	18.0163	TNFRSF6B	26.6718
TNFRSF8	7.9651	TNFRSF8	105.5046
TNFRSF9	10.5484	removed	removed
TNFSF10	15353.7485	TNFSF10	5702.5994
TNFSF12-TNFSF13	42.3551	TNFSF12-TNFSF13	77.3828
TNFSF12	379.8611	TNFSF12	864.9414
TNFSF13B	63.2905	TNFSF13B	45.107
TNFSF13	1153.3717	TNFSF13	490.6549
removed	removed	TNFSF14	8.9195
TNFSF15	5.5971	TNFSF15	30.3262
TNFSF4	118.1852	TNFSF4	20.897
TNFSF8	46.2838	TNFSF8	31.3456
TNFSF9	7.104	TNFSF9	12.2324
TNF	10.979	TNF	24.9745
TNIK	722.0279	TNIK	268.6035
TNIP1	1356.2241	TNIP1	2508.1549
TNIP2	357.3543	TNIP2	446.738
TNK1	566.6003	TNK1	395.2599
TNK2	585.0772	TNK2	1051.2717
TNKS1BP1	3560.4112	TNKS1BP1	4122.8338
TNKS2	2240.353	TNKS2	2747.7064
TNKS	1852.1522	TNKS	1904.1259
removed	removed	TNMD	290.0102
TNNC1	14.4233	TNNC1	8.1549
removed	removed	TNNI1	23.1906
removed	removed	TNNI2	5.3517
TNNI3K	21.0731	TNNI3K	108.866
TNNI3	6.0277	removed	removed
TNNT1	105.9146	TNNT1	5.6065
removed	removed	TNNT2	11.4679
removed	removed	TNNT3	95.8206
TNN	190.5172	TNN	229.3578
TNPO1	4027.1245	TNPO1	3508.6646
TNPO2	1702.1689	TNPO2	1704.6381
TNPO3	1173.0262	TNPO3	1073.6493
TNRC18	1644.2603	TNRC18	2438.8379
TNRC6A	2006.5658	TNRC6A	2279.052
TNRC6B	630.5366	TNRC6B	1511.213
TNRC6C	675.9916	TNRC6C	1223.5449
TNS1	2969.9155	TNS1	20854.4852
TNS3	3056.6708	TNS3	2327.472
TNS4	409.02	TNS4	1803.7717
TNXB	329.2761	TNXB	7793.9628
TOB1	3542.0978	TOB1	3031.3838
TOB2	1439.535	TOB2	2550.4587
TOE1	231.0403	TOE1	219.3094
TOLLIP	1180.3455	TOLLIP	1022.4261
TOM1L1	1515.9959	TOM1L1	640.6448
TOM1L2	1496.152	TOM1L2	1717.8899
TOM1	580.3778	TOM1	723.4964
TOMM20	4841.72	TOMM20	5944.6993
TOMM22	627.5227	TOMM22	828.7462
TOMM34	879.1777	TOMM34	506.371
TOMM40L	420.4984	TOMM40L	294.8063
TOMM40	563.1559	TOMM40	441.3863
TOMM5	726.54	TOMM5	563.1906
TOMM6	2027.2386	TOMM6	1170.5759
TOMM70A	2662.2593	TOMM70A	2144.2125
TOMM7	1388.7304	TOMM7	2080.2752
TOP1MT	174.8022	TOP1MT	309.633
TOP1P1	101.8244	TOP1P1	69.0622
TOP1	3531.3492	TOP1	2313.4531
TOP2A	1028.7929	TOP2A	67.5331
TOP2B	7321.6727	TOP2B	5035.1682
TOP3A	592.6484	TOP3A	499.4903
TOP3B	111.5118	TOP3B	282.6198
TOPBP1	950.0027	TOPBP1	1095.3109
TOPORS	812.2275	TOPORS	1148.8277
TOR1AIP1	2237.3392	TOR1AIP1	2599.3884
TOR1AIP2	666.0567	TOR1AIP2	534.1488
TOR1A	1012.6473	TOR1A	828.2365
TOR1B	688.6605	TOR1B	484.4546
TOR2A	508.2611	TOR2A	137.8695
TOR3A	1107.7983	TOR3A	713.5576
TOX2	21.0968	TOX2	82.5688
TOX3	926.3226	TOX3	217.1254
TOX4	2193.742	TOX4	1980.7416
TOX	39.1798	TOX	84.6075
TP53AIP1	9.472	TP53AIP1	52.7523
TP53BP1	1947.1503	TP53BP1	1638.8889
TP53BP2	877.0249	TP53BP2	1030.581
TP53I11	3358.4845	TP53I11	2531.8552
TP53I13	170.9273	TP53I13	196.9929
TP53I3	127.6573	TP53I3	186.0347
TP53INP1	2668.7476	TP53INP1	1629.7146
TP53INP2	1183.7899	TP53INP2	607.5433
TP53RK	730.2083	TP53RK	477.5739
TP53TG1	368.7638	TP53TG1	202.0897
TP53TG3B	28.4161	TP53TG3B	17.5841
TP53	1584.1989	TP53	1283.3843
TP63	370.9165	TP63	2354.7401
TP73	11.8401	TP73	61.9266
TPBG	2421.3982	TPBG	789.5005
TPCN1	1081.5349	TPCN1	1965.5963
TPCN2	132.9832	TPCN2	373.6035
TPD52L1	1827.0276	TPD52L1	1005.0968
TPD52L2	1929.7131	TPD52L2	2241.5902
TPD52	6501.3831	TPD52	2560.5785
removed	removed	TPH1	14.2712
TPI1P2	25.8328	TPI1P2	6.6259
TPI1	3341.2626	TPI1	2607.0336
TPK1	91.276	TPK1	111.1111
TPM1	7139.4801	TPM1	6902.686
TPM2	436.3597	TPM2	2573.9042
TPM3	5458.2638	TPM3	4467.8899
TPM4	14019.9128	TPM4	11867.9918
TPMT	1132.77	TPMT	481.1417
TPO	14.6386	TPO	75.1784
TPP1	4650.3417	TPP1	3099.6432
TPP2	1410.4731	TPP2	1459.735
TPPP3	129.5947	TPPP3	438.8379
TPPP	104.8383	TPPP	346.3303
TPRA1	424.0891	TPRA1	562.4363
TPRG1L	1286.0449	TPRG1L	1867.2273
TPRG1	1092.0833	TPRG1	196.2283
TPRKB	487.3796	TPRKB	270.3874
TPRN	514.5041	TPRN	139.1437
TPRXL	9.2568	removed	removed
TPR	3872.1726	TPR	4548.0122
TPSAB1	223.8846	TPSAB1	165.6473
TPSB2	406.2214	TPSB2	312.946
TPSG1	9.472	TPSG1	15.8002
TPST1	145.7403	TPST1	353.7207
TPST2	339.4866	TPST2	568.2977
TPT1	51963.834	TPT1	52206.9317
removed	removed	TPTE2P1	25.4842
TPTE2P3	11.6248	removed	removed
TPX2	234.6483	TPX2	38.4811
TRA2A	1314.6763	TRA2A	1506.1162
TRA2B	2825.8974	TRA2B	2688.5831
TRABD	186.427	TRABD	337.9205
TRADD	130.8864	TRADD	230.1223
TRAF1	115.8172	TRAF1	182.9766
TRAF2	221.7319	TRAF2	199.0316
TRAF3IP1	931.9197	TRAF3IP1	632.263
TRAF3IP2	518.1637	TRAF3IP2	828.4913
TRAF3IP3	84.6026	TRAF3IP3	73.6493
TRAF3	145.3097	TRAF3	209.4801
TRAF4	863.4627	TRAF4	672.2732
TRAF5	1409.8272	TRAF5	517.3293
TRAF6	254.884	TRAF6	410.8053
TRAF7	1849.0092	TRAF7	1208.8405
TRAFD1	1382.2722	TRAFD1	888.8889
TRAIP	34.6591	TRAIP	44.0877
TRAK1	1651.149	TRAK1	2223.7513
TRAK2	3370.7551	TRAK2	2693.9348
TRAM1L1	173.2953	TRAM1L1	93.527
TRAM1	5735.9668	TRAM1	5617.2273
TRAM2	1428.3408	TRAM2	1954.6381
TRANK1	906.0869	TRANK1	829.2559
TRAP1	1884.9836	TRAP1	1027.9842
TRAPPC10	1204.4562	TRAPPC10	1528.5423
TRAPPC1	1008.7724	TRAPPC1	676.0958
TRAPPC2L	317.5287	TRAPPC2L	346.84
TRAPPC2P1	174.0875	TRAPPC2P1	117.9944
TRAPPC2	1026.4248	TRAPPC2	338.685
TRAPPC3	1124.8049	TRAPPC3	859.5821
TRAPPC4	1270.3299	TRAPPC4	610.8563
TRAPPC5	193.3158	TRAPPC5	162.3344
TRAPPC6A	199.1281	TRAPPC6A	195.4638
TRAPPC6B	909.9618	TRAPPC6B	839.4495
TRAPPC9	655.5083	TRAPPC9	504.0775
TRAT1	20.0205	TRAT1	14.526
TRDMT1	83.5262	TRDMT1	207.9511
removed	removed	TRDN	7.6453
TREM1	16.3608	TREM1	8.4098
TREM2	336.2575	TREM2	98.6239
TRERF1	621.4951	TRERF1	405.9633
TREX1	314.2845	TREX1	267.0311
removed	removed	TRHDE	27.1891
TRH	21.0968	removed	removed
TRIAP1	540.7675	TRIAP1	358.5627
TRIB1	1449.0071	TRIB1	2910.2956
TRIB2	615.898	TRIB2	1700.3058
TRIB3	522.4692	TRIB3	327.9817
TRIL	1900.2207	TRIL	858.5627
TRIM11	300.522	TRIM11	302.4975
TRIM13	1089.8143	TRIM13	879.4878
TRIM14	1269.8994	TRIM14	769.9541
TRIM16L	206.8091	TRIM16L	117.4643
TRIM16	606.0901	TRIM16	443.0199
TRIM17	31.2147	TRIM17	26.2487
TRIM21	289.7584	TRIM21	420.999
TRIM22	762.7124	TRIM22	1612.1305
TRIM23	622.7867	TRIM23	683.4862
TRIM24	898.9828	TRIM24	766.8196
TRIM25	529.3579	TRIM25	1558.104
TRIM26	1649.4268	TRIM26	1306.0652
TRIM27	1290.7809	TRIM27	1218.3996
TRIM28	3254.5073	TRIM28	3321.1009
TRIM29	251.6549	TRIM29	2529.5617
TRIM2	429.471	TRIM2	2251.5291
TRIM32	616.9743	TRIM32	545.8716
TRIM33	2025.5099	TRIM33	2184.2508
TRIM34	253.5924	TRIM34	281.6004
TRIM35	337.3338	TRIM35	567.5331
TRIM36	129.5947	TRIM36	152.3955
TRIM37	835.1908	TRIM37	671.6616
TRIM38	504.8167	TRIM38	495.6677
TRIM39	430.8789	TRIM39	525.9939
TRIM3	626.0158	TRIM3	329.7655
TRIM41	612.7055	TRIM41	535.6193
TRIM44	1795.5977	TRIM44	1876.9113
TRIM45	249.5022	TRIM45	262.2324
TRIM46	125.9351	TRIM46	27.2681
TRIM47	502.0182	TRIM47	558.8685
TRIM4	1644.2603	TRIM4	1449.7961
removed	removed	TRIM50	5.6065
TRIM52	189.4408	TRIM52	285.1682
TRIM56	190.0866	TRIM56	581.2946
TRIM58	1209.5797	TRIM58	74.5744
TRIM59	209.1405	TRIM59	117.026
TRIM5	409.035	TRIM5	465.6804
TRIM62	281.3627	TRIM62	210.2446
removed	removed	TRIM63	5.0968
TRIM65	464.9911	TRIM65	443.6799
TRIM66	426.6724	TRIM66	665.9021
TRIM68	75.1305	TRIM68	380.9888
TRIM69	11.4095	TRIM69	10.7034
TRIM6	57.0475	TRIM6	153.16
TRIM78P	8.3806	TRIM78P	17.7548
TRIM7	9.2568	TRIM7	38.4811
TRIM8	2249.3945	TRIM8	2027.2681
TRIM9	14.8539	TRIM9	95.8206
TRIOBP	646.5271	TRIOBP	2095.158
TRIO	2828.0502	TRIO	3239.5515
TRIP10	408.1589	TRIP10	1137.8695
TRIP11	2326.4625	TRIP11	1669.4699
TRIP12	5211.5602	TRIP12	4484.9643
TRIP13	56.8322	TRIP13	49.1845
TRIP4	560.1421	TRIP4	521.6616
TRIP6	662.1818	TRIP6	837.156
TRIT1	339.9171	TRIT1	354.7401
TRMT112	1676.7666	TRMT112	1065.2396
TRMT11	266.5088	TRMT11	288.4811
TRMT12	399.9785	TRMT12	326.9623
TRMT1	190.7325	TRMT1	398.0632
TRMT2A	187.7186	TRMT2A	445.7187
TRMT2B	402.3465	TRMT2B	365.6983
TRMT5	545.934	TRMT5	614.4241
TRMT61A	143.8028	TRMT61A	231.9062
TRMT61B	269.4602	TRMT61B	289.3272
TRMT6	327.4312	TRMT6	324.6687
TRMU	121.8449	TRMU	190.367
TRNAU1AP	276.4114	TRNAU1AP	278.0326
TRNP1	132.8239	TRNP1	248.7258
TRNT1	404.9362	TRNT1	306.3277
TROAP	29.0619	TROAP	5.0968
TROVE2	1593.3889	TROVE2	1594.6228
TRO	147.0319	TRO	295.6167
TRPC1	108.7132	TRPC1	318.5525
TRPC3	6.6735	TRPC3	6.6259
TRPC4AP	2332.7055	TRPC4AP	2036.1876
TRPC4	14.8539	TRPC4	6.371
TRPC6	176.5244	TRPC6	287.7166
TRPM2	277.0572	TRPM2	112.6402
removed	removed	TRPM3	17.8389
TRPM4	905.6563	TRPM4	694.1896
TRPM6	15.0692	TRPM6	162.844
TRPM7	1626.8231	TRPM7	1712.2834
TRPS1	28150.6916	TRPS1	6221.4577
TRPT1	338.4102	TRPT1	176.0958
TRPV1	233.4557	TRPV1	299.6101
TRPV2	124.2129	TRPV2	252.0387
TRPV4	72.9778	TRPV4	142.9664
TRPV6	5.8124	TRPV6	254.0775
TRRAP	2074.0154	TRRAP	2476.7304
TRUB1	1033.5289	TRUB1	617.737
TRUB2	711.4795	TRUB2	411.0601
TSC1	654.2167	TSC1	1546.6361
TSC22D1	3618.7503	TSC22D1	7994.9032
TSC22D2	703.0838	TSC22D2	783.3843
TSC22D3	2849.7928	TSC22D3	4058.6137
TSC22D4	457.8871	TSC22D4	752.8033
TSC2	1454.1736	TSC2	1610.8563
TSEN15	847.1019	TSEN15	514.526
TSEN2	195.4685	TSEN2	183.7411
TSEN34	666.272	TSEN34	604.9949
TSEN54	399.5479	TSEN54	293.0683
TSFM	598.4608	TSFM	393.2212
TSG101	1376.8904	TSG101	1155.9633
TSGA10	117.97	TSGA10	113.9144
TSGA14	311.7163	TSGA14	238.5321
removed	removed	TSHR	26.7584
TSHZ1	676.8204	TSHZ1	1667.1764
TSHZ2	129.1642	TSHZ2	738.5321
TSHZ3	309.133	TSHZ3	580.7849
removed	removed	TSIX	22.2044
TSKU	4162.1011	TSKU	1617.2273
TSLP	5.3818	TSLP	89.7044
TSNARE1	90.8455	TSNARE1	262.4873
TSNAXIP1	48.6518	TSNAXIP1	29.5617
TSNAX	1472.6872	TSNAX	1202.5815
TSN	3073.2469	TSN	2035.9327
TSPAN10	16.3608	removed	removed
TSPAN11	44.9922	TSPAN11	332.0591
TSPAN12	1118.562	TSPAN12	573.6493
TSPAN13	9259.5662	TSPAN13	2988.787
TSPAN14	1827.8887	TSPAN14	3671.5087
TSPAN15	3190.7863	TSPAN15	1132.0082
TSPAN17	672.9455	TSPAN17	418.1957
TSPAN18	431.6237	TSPAN18	846.5851
TSPAN1	7804.9621	TSPAN1	194.9541
TSPAN2	145.9555	TSPAN2	321.6106
TSPAN31	1217.5879	TSPAN31	942.6606
removed	removed	TSPAN32	12.2324
TSPAN33	107.6368	TSPAN33	158.7666
TSPAN3	1643.8297	TSPAN3	3253.0581
TSPAN4	643.2377	TSPAN4	1025.4842
TSPAN5	31.2147	TSPAN5	229.6126
TSPAN6	251.6549	TSPAN6	1789.7554
TSPAN7	246.7036	TSPAN7	2006.8807
removed	removed	TSPAN8	30.8359
TSPAN9	1496.7978	TSPAN9	1778.2875
TSPO	403.4229	TSPO	759.9388
TSPYL1	3828.1126	TSPYL1	3023.7768
TSPYL2	288.682	TSPYL2	1141.947
TSPYL3	15.2844	TSPYL3	41.0296
TSPYL4	1064.7436	TSPYL4	1166.9215
TSPYL5	581.6694	TSPYL5	1255.6065
TSR1	1491.3148	TSR1	1122.0897
TSR2	585.7596	TSR2	733.945
TSSC1	333.4589	TSSC1	195.9735
TSSC4	226.0373	TSSC4	317.2783
TSSK3	20.5177	TSSK3	55.7212
TSSK4	11.1942	TSSK4	35.9327
TSSK6	16.7913	TSSK6	12.2324
TSTA3	2006.7811	TSTA3	466.3609
TSTD1	897.2606	TSTD1	329.7655
TSTD2	919.1324	TSTD2	708.7793
TST	211.8293	TST	299.1845
TTBK2	180.8299	TTBK2	447.5025
TTC12	565.7392	TTC12	307.5943
TTC13	373.9304	TTC13	315.7492
TTC14	1644.6908	TTC14	1340.4689
TTC15	570.2599	TTC15	581.2946
TTC16	29.923	removed	removed
TTC17	1590.8724	TTC17	2241.3354
TTC18	323.8663	TTC18	193.002
TTC19	2082.4864	TTC19	1386.3787
TTC1	887.3581	TTC1	765.2905
TTC21A	106.1299	TTC21A	122.3242
TTC21B	299.4457	TTC21B	780.8359
TTC22	10.1179	TTC22	64.9847
TTC23L	24.7565	TTC23L	24.7197
TTC23	120.5533	TTC23	536.1876
TTC25	10.7637	TTC25	28.7971
TTC26	274.2587	TTC26	129.9694
TTC27	451.4289	TTC27	476.0449
TTC28	450.6969	TTC28	1429.3986
TTC30A	967.8704	TTC30A	423.0377
TTC30B	584.8986	TTC30B	300.9684
TTC31	583.3916	TTC31	496.1774
TTC32	123.5671	TTC32	115.6983
TTC33	412.4643	TTC33	683.4862
TTC35	748.5065	TTC35	691.1315
TTC36	139.0668	TTC36	33.1295
TTC37	3034.7129	TTC37	2210.4995
TTC38	308.7024	TTC38	566.0041
TTC39A	4204.51	TTC39A	1036.9521
TTC39B	75.3458	TTC39B	116.9725
TTC39C	993.9185	TTC39C	491.5902
TTC3	9870.9434	TTC3	7226.0449
TTC4	596.3081	TTC4	528.4608
TTC5	181.691	TTC5	254.3323
TTC7A	350.2503	TTC7A	670.1809
TTC7B	148.5388	TTC7B	498.7258
TTC8	1233.5181	TTC8	635.5759
TTC9C	347.667	TTC9C	253.8226
TTC9	806.1999	TTC9	509.684
TTF1	409.2352	TTF1	496.4322
TTF2	506.3237	TTF2	374.3629
TTK	65.6585	TTK	21.6616
removed	removed	TTLL10	17.0744
TTLL11	76.4222	TTLL11	120.2854
TTLL12	587.9124	TTLL12	660.5505
TTLL13	10.8089	TTLL13	7.0897
TTLL1	134.7613	TTLL1	164.1182
TTLL3	369.0996	TTLL3	1114.3425
TTLL4	269.0921	TTLL4	486.4934
TTLL5	981.2174	TTLL5	672.0183
TTLL7	88.0469	TTLL7	121.0499
TTLL9	7.104	TTLL9	22.6809
TTL	619.5576	TTL	674.3119
TTN	165.2032	TTN	416.761
TTPAL	549.8089	TTPAL	526.7584
removed	removed	TTPA	8.4098
TTYH1	10.979	TTYH1	95.0561
TTYH2	118.3467	TTYH2	198.3945
TTYH3	866.046	TTYH3	732.9256
TUBA1A	2958.3273	TUBA1A	6441.2283
TUBA1B	8340.1668	TUBA1B	8079.9159
TUBA1C	2228.7283	TUBA1C	816.5138
TUBA3C	11.4095	removed	removed
TUBA3D	132.3933	removed	removed
TUBA3E	94.5051	removed	removed
TUBA4A	332.3825	TUBA4A	538.9908
TUBA8	16.3608	TUBA8	42.844
TUBAL3	7.7499	TUBAL3	7.1356
TUBB1	10.979	TUBB1	24.21
TUBB2A	418.9226	TUBB2A	733.4353
TUBB2B	13.8636	TUBB2B	137.105
TUBB2C	3284.6435	TUBB2C	2356.2691
TUBB3	82.734	TUBB3	35.9684
TUBB4	26.6939	TUBB4	31.0907
TUBB6	519.7654	TUBB6	1872.0234
TUBBP5	31.43	TUBBP5	25.9939
TUBB	12393.7355	TUBB	8416.9215
TUBD1	231.8497	TUBD1	304.5362
TUBE1	206.6627	TUBE1	381.7533
TUBG1	799.5264	TUBG1	378.4404
TUBG2	197.8365	TUBG2	335.3721
TUBGCP2	1187.6433	TUBGCP2	1145.8512
TUBGCP3	560.7879	TUBGCP3	817.5331
TUBGCP4	382.7566	TUBGCP4	374.3629
TUBGCP5	339.056	TUBGCP5	415.1376
TUBGCP6	337.3338	TUBGCP6	1139.6534
TUB	109.5743	TUB	602.4465
TUFM	3576.9872	TUFM	1885.5759
TUFT1	654.2167	TUFT1	361.6208
TUG1	4492.9767	TUG1	5803.7717
TULP3	578.4403	TULP3	839.9592
TULP4	1284.3227	TULP4	1069.5719
TUSC1	249.2869	TUSC1	373.8532
TUSC2	688.2299	TUSC2	498.4709
TUSC3	141.0043	TUSC3	618.2467
TUSC5	45.4227	TUSC5	2719.9286
TUT1	529.1427	TUT1	488.0224
TWF1	3254.5073	TWF1	2041.7941
TWF2	606.6993	TWF2	614.4597
TWIST1	61.7835	TWIST1	360.6014
TWIST2	13.347	TWIST2	58.3588
TWISTNB	424.7349	TWISTNB	678.3894
TWSG1	2060.5995	TWSG1	1284.1488
removed	removed	TXK	17.8389
TXLNA	1975.5664	TXLNA	1981.9062
TXLNB	165.1149	TXLNB	139.3986
TXLNG	818.2552	TXLNG	421.2538
TXN2	926.5379	TXN2	997.1967
TXNDC11	2363.4896	TXNDC11	962.0285
TXNDC12	1793.2296	TXNDC12	1114.9337
TXNDC15	1580.1087	TXNDC15	1251.0194
TXNDC16	887.1428	TXNDC16	598.8787
TXNDC17	942.1689	TXNDC17	281.1188
TXNDC3	12.2706	removed	removed
TXNDC5	5502.1021	TXNDC5	5176.524
removed	removed	TXNDC6	6.8807
TXNDC9	679.1884	TXNDC9	504.5872
TXNIP	16119.2616	TXNIP	63869.2661
TXNL1	1603.143	TXNL1	1001.7839
TXNL4A	793.2835	TXNL4A	427.6249
TXNL4B	141.0043	TXNL4B	243.3741
TXNRD1	1270.7605	TXNRD1	1532.6198
TXNRD2	148.1083	TXNRD2	248.7258
TXNRD3IT1	298.3693	TXNRD3IT1	251.0194
TXN	1663.8502	TXN	1255.8614
TYK2	915.3436	TYK2	985.9837
TYMP	255.0993	TYMP	290.0102
TYMS	189.3655	TYMS	60.2727
TYRO3	77.2832	TYRO3	494.6483
TYROBP	386.201	TYROBP	365.1886
TYSND1	551.1006	TYSND1	387.6147
TYW1B	72.9778	TYW1B	88.9399
TYW1	627.5227	TYW1	554.791
TYW3	676.913	TYW3	830.7467
U2AF1L4	73.1672	U2AF1L4	117.844
U2AF1	971.3148	U2AF1	1270.3874
U2AF2	1931.8659	U2AF2	1848.369
UACA	2210.2147	UACA	4087.6656
UAP1L1	268.4463	UAP1L1	323.9042
UAP1	2477.7999	UAP1	1150.1019
UBA1	29481.7286	UBA1	4882.7727
UBA2	1923.4702	UBA2	2596.0754
UBA3	1384.425	UBA3	1016.5647
UBA52	4950.0027	UBA52	5446.9929
UBA5	1033.0983	UBA5	813.9653
UBA6	1506.0546	UBA6	1148.8277
UBA7	911.4687	UBA7	820.3364
UBAC1	443.2485	UBAC1	588.1753
UBAC2	1336.589	UBAC2	993.0607
UBAP1	1225.7683	UBAP1	1526.5036
UBAP2L	3280.3401	UBAP2L	2654.1794
UBAP2	1116.8398	UBAP2	834.8624
UBASH3A	23.6801	UBASH3A	30.0714
UBASH3B	75.7763	UBASH3B	81.2946
UBB	14212.1522	UBB	8211.264
UBC	29066.681	UBC	27401.1213
UBD	84.6026	UBD	126.9113
UBE2A	1511.2211	UBE2A	1022.4261
UBE2B	1276.3576	UBE2B	1405.9633
