gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
MCOLN3	69.6977	MCOLN3	56.829
MCPH1	550.1516	MCPH1	469.6964
MCRS1	719.9935	MCRS1	847.0232
MCTP1	358.2138	MCTP1	405.621
MCTP2	162.0877	MCTP2	249.8673
MCTS1	699.2463	MCTS1	631.133
MDC1	1002.3503	MDC1	783.5791
MDFIC	1036.0645	MDFIC	1761.0986
MDFI	97.2526	MDFI	468.7643
MDGA1	173.4338	MDGA1	233.6305
MDH1B	53.1648	MDH1B	24.9567
MDH1	2020.5851	MDH1	2495.9671
MDH2	2757.1116	MDH2	2872.7225
MDK	5178.3775	MDK	1245.7284
MDM1	236.9722	MDM1	243.2523
MDM2	1894.8051	MDM2	1827.5495
MDM4	1040.603	MDM4	739.9801
MDN1	1614.7176	MDN1	1325.4093
MDP1	166.3506	MDP1	193.0684
ME1	86.879	ME1	625.42
ME2	528.0817	ME2	605.575
ME3	225.9502	ME3	277.5301
MEA1	1051.6249	MEA1	980.7638
MEAF6	1598.833	MEAF6	1445.6824
MECOM	432.7741	MECOM	480.491
MECP2	2656.2931	MECP2	2044.943
MECR	373.7742	MECR	433.5845
MED10	275.5491	MED10	424.2633
MED11	163.7086	MED11	244.7557
MED12L	82.3405	MED12L	10.2232
MED12	1360.2399	MED12	1396.9718
MED13L	5864.981	MED13L	3734.4791
MED13	2786.2874	MED13	1783.9505
MED14	1220.5203	MED14	962.1846
MED15	1527.1902	MED15	1517.2449
MED16	841.8835	MED16	844.317
MED17	400.0324	MED17	512.664
MED18	297.9172	MED18	290.7602
MED19	228.5436	MED19	243.2523
MED1	6626.4689	MED1	1482.3657
MED20	476.862	MED20	449.8213
MED21	508.6312	MED21	537.32
MED22	863.279	MED22	871.6791
MED23	1019.8557	MED23	815.4515
MED24	4013.2912	MED24	1510.6299
MED25	748.5209	MED25	614.5954
MED26	213.9558	MED26	218.2956
MED27	216.8733	MED27	266.4049
MED28	580.2739	MED28	577.0101
MED29	1690.2504	MED29	1468.835
MED30	117.6757	MED30	173.1932
MED31	82.7749	MED31	111.2947
MED4	842.2076	MED4	1065.9202
MED6	349.1369	MED6	323.5346
MED7	214.9283	MED7	250.168
MED8	538.4553	MED8	571.8985
MED9	278.1425	MED9	437.4933
MEF2A	1530.5519	MEF2A	1821.3644
MEF2B	11.3526	MEF2B	9.2069
MEF2C	1138.8281	MEF2C	1477.2541
MEF2D	3030.0673	MEF2D	1627.2948
MEFV	21.7198	MEFV	15.3348
MEG3	41.4944	MEG3	176.8014
MEGF10	60.2966	MEGF10	69.7584
MEGF6	487.5598	MEGF6	768.545
MEGF8	1149.2017	MEGF8	1267.3776
MEGF9	1481.1573	MEGF9	1315.7875
MEI1	103.7361	MEI1	103.4348
MEIS1	215.5766	MEIS1	397.2018
MEIS2	160.791	MEIS2	564.9828
MEIS3P1	614.3123	MEIS3P1	833.4924
MEIS3	281.0601	MEIS3	230.3229
MELK	157.8734	MELK	14.1321
MEMO1	308.1319	MEMO1	234.9204
MEN1	768.2956	MEN1	623.6159
MEOX1	541.6971	MEOX1	770.6498
MEOX2	305.049	MEOX2	831.3877
MEPCE	1509.6847	MEPCE	1192.2069
MERTK	234.3788	MERTK	384.8739
MESDC1	430.8291	MESDC1	430.5776
MESDC2	1582.3	MESDC2	1265.8742
MESP1	5.8352	MESP1	79.9816
MESP2	15.5604	MESP2	14.4328
removed	removed	MESTIT1	22.2505
MEST	891.1581	MEST	2271.3571
METAP1	1391.3607	METAP1	1207.241
METAP2	1591.0528	METAP2	1753.2808
METRNL	212.0107	METRNL	443.507
METRN	396.7907	METRN	83.8905
METT10D	724.8561	METT10D	982.9317
METT11D1	366.3182	METT11D1	462.1493
METT5D1	347.516	METT5D1	306.6964
METTL10	309.2536	METTL10	341.9845
METTL11A	284.9826	METTL11A	226.1134
METTL12	55.1487	METTL12	56.3419
METTL13	1021.8008	METTL13	853.9389
METTL14	461.6257	METTL14	424.8647
METTL1	234.3788	METTL1	221.0018
METTL2A	463.895	METTL2A	363.8261
METTL2B	262.2579	METTL2B	255.5803
METTL3	523.7572	METTL3	581.818
METTL4	227.5711	METTL4	235.1339
METTL5	423.9209	METTL5	568.7564
METTL6	264.2029	METTL6	216.1909
METTL7A	2228.3816	METTL7A	5190.9861
METTL7B	6.8077	METTL7B	13.23
METTL8	445.7411	METTL8	373.4479
METTL9	1654.267	METTL9	2111.6946
MET	1244.5093	MET	2351.038
MEX3A	153.335	MEX3A	159.3618
MEX3B	46.0329	MEX3B	64.3461
MEX3C	1275.6301	MEX3C	1180.1796
MEX3D	258.0436	MEX3D	265.2021
MFAP1	961.5042	MFAP1	862.0573
MFAP2	380.2577	MFAP2	286.5506
MFAP3L	600.0486	MFAP3L	317.8216
MFAP3	1552.8001	MFAP3	1045.4737
MFAP4	1998.5412	MFAP4	16080.8115
MFAP5	228.2195	MFAP5	9308.2343
MFF	922.279	MFF	1170.8584
MFGE8	2328.5517	MFGE8	9146.7677
MFHAS1	350.1094	MFHAS1	235.7352
MFI2	296.2963	MFI2	381.5663
MFN1	732.3122	MFN1	615.1968
MFN2	3225.8692	MFN2	3456.949
MFNG	525.4883	MFNG	602.8688
MFRP	214.6041	MFRP	454.6322
MFSD10	734.9056	MFSD10	859.3512
MFSD11	448.7365	MFSD11	549.5698
MFSD1	1839.0469	MFSD1	2050.9567
MFSD2A	281.3842	MFSD2A	62.8427
MFSD2B	13.6154	MFSD2B	8.1184
MFSD3	210.0656	MFSD3	154.2502
MFSD4	106.9779	MFSD4	206.569
MFSD5	895.3724	MFSD5	698.1852
MFSD6L	15.8846	MFSD6L	29.7676
MFSD6	2169.3816	MFSD6	1456.507
MFSD7	347.3053	MFSD7	127.7781
MFSD8	300.1864	MFSD8	309.7032
MFSD9	156.2525	MFSD9	138.314
MGAT1	3320.2042	MGAT1	4305.4756
MGAT2	811.7351	MGAT2	750.2033
MGAT3	220.4393	MGAT3	428.4728
MGAT4A	6043.9258	MGAT4A	1252.0428
MGAT4B	1930.4644	MGAT4B	1325.4093
MGAT5B	43.7637	MGAT5B	28.2642
MGAT5	338.4391	MGAT5	308.1998
MGA	1281.7894	MGA	977.8201
MGC12916	19.1263	MGC12916	16.8382
MGC12982	22.0439	MGC12982	25.558
MGC14436	7.1319	MGC14436	6.0137
MGC16121	10.3736	removed	removed
MGC16142	9.0769	MGC16142	12.328
MGC16275	60.2966	MGC16275	53.5215
MGC16384	10.6978	removed	removed
MGC21881	88.1757	MGC21881	124.182
MGC23270	23.6648	MGC23270	39.9908
MGC23284	28.8516	MGC23284	31.271
MGC2752	527.4333	MGC2752	569.1924
MGC29506	435.3675	MGC29506	472.6732
MGC3771	10.2893	MGC3771	9.4685
MGC42105	8.4286	MGC42105	15.6355
MGC45800	5.1868	MGC45800	31.271
MGC57346	158.1879	MGC57346	247.0559
MGC70857	234.0546	MGC70857	282.6417
MGC72080	44.6973	MGC72080	32.585
MGC87042	8.1044	MGC87042	32.173
MGEA5	5052.9216	MGEA5	3972.6198
MGLL	2222.2222	MGLL	6722.0624
MGMT	420.4555	MGMT	533.4111
MGP	67055.6771	MGP	114605.8125
MGRN1	1778.102	MGRN1	1114.6308
MGST1	5013.0481	MGST1	6108.0684
MGST2	569.5761	MGST2	809.7385
MGST3	824.0538	MGST3	2090.0454
MIA3	2316.2331	MIA3	2170.3277
MIAT	184.4558	MIAT	53.2208
MIA	253.9622	MIA	394.8475
MIB1	2243.2936	MIB1	1641.1262
MIB2	135.5053	MIB2	244.1544
MICAL1	690.8177	MICAL1	429.9763
MICAL2	3121.1605	MICAL2	923.3966
MICAL3	1050.0041	MICAL3	1386.7486
MICALCL	120.2691	MICALCL	22.8519
MICALL1	790.9879	MICALL1	859.9525
MICALL2	176.9998	MICALL2	186.724
MICA	278.1425	MICA	411.0333
MICB	141.0163	MICB	76.0727
MID1IP1	649.9716	MID1IP1	540.9282
MID1	301.1589	MID1	894.531
MID2	739.7682	MID2	851.5334
MIDN	2014.1016	MIDN	900.8454
MIER1	1445.8222	MIER1	1331.1223
MIER2	330.9831	MIER2	378.2588
MIER3	829.2406	MIER3	567.6889
MIF4GD	495.1909	MIF4GD	536.445
MIF	3581.8624	MIF	1888.6782
MIIP	209.7415	MIIP	270.9151
MINA	656.2931	MINA	829.6106
MINK1	1580.4717	MINK1	1919.0743
MINPP1	380.9061	MINPP1	350.8967
MIOS	891.1581	MIOS	555.3609
MIPEP	581.2465	MIPEP	427.8715
MIPOL1	469.7301	MIPOL1	114.2594
MIR155HG	29.1758	MIR155HG	7.8178
MIR17HG	21.0714	MIR17HG	25.8587
MIS12	288.5161	MIS12	381.2657
MITD1	178.2965	MITD1	219.4984
MITF	219.4667	MITF	882.5037
MKI67IP	653.5246	MKI67IP	709.0038
MKI67	1128.4545	MKI67	187.626
MKKS	740.0924	MKKS	956.4717
MKL1	1151.7951	MKL1	1418.3203
MKL2	3399.303	MKL2	2832.7317
MKLN1	2286.7331	MKLN1	1804.6976
MKNK1	418.8605	MKNK1	648.5966
MKNK2	4768.6198	MKNK2	3265.4141
MKRN1	3222.9516	MKRN1	2813.488
MKRN2	685.3068	MKRN2	761.7105
MKS1	235.0271	MKS1	275.726
MKX	15.5604	MKX	89.9041
MLC1	13.9395	MLC1	8.1184
MLEC	7697.2202	MLEC	4920.071
MLF1IP	529.5534	MLF1IP	142.9716
MLF1	264.2029	MLF1	310.9059
MLF2	2706.8644	MLF2	2498.9739
MLH1	812.0593	MLH1	728.5542
MLH3	487.8839	MLH3	462.7507
MLKL	199.692	MLKL	216.7922
MLL2	3285.2549	MLL2	1893.856
MLL3	3906.9617	MLL3	2349.2339
MLL4	1095.7128	MLL4	886.4126
MLL5	2666.3749	MLL5	2135.5147
MLLT10	706.7023	MLLT10	644.9644
MLLT11	98.2251	MLLT11	58.0318
MLLT1	1268.4983	MLLT1	1463.122
MLLT3	726.1528	MLLT3	387.2793
MLLT4	3526.7039	MLLT4	2520.6231
MLLT6	7163.9517	MLLT6	4187.3073
MLL	2681.2546	MLL	2581.9623
MLPH	6256.5848	MLPH	1711.4859
MLST8	595.1665	MLST8	564.64
removed	removed	MLXIPL	278.4322
MLXIP	922.6031	MLXIP	1304.3616
MLX	1124.01	MLX	1052.6781
MLYCD	135.5053	MLYCD	321.4298
MMAA	357.5654	MMAA	254.6782
MMAB	542.6696	MMAB	617.6023
MMACHC	141.6646	MMACHC	110.3506
MMADHC	1768.3767	MMADHC	1718.7023
MMD	165.9778	MMD	1998.3372
MMEL1	56.6788	MMEL1	14.075
MME	464.5433	MME	6452.9514
MMGT1	812.3835	MMGT1	1091.4782
MMP10	33.7142	removed	removed
MMP11	1273.6851	MMP11	64.6468
MMP13	52.8406	removed	removed
MMP14	2806.0621	MMP14	2923.8386
MMP15	342.6534	MMP15	404.7189
MMP16	80.0713	MMP16	97.1205
MMP17	79.7471	MMP17	52.3188
MMP19	326.4446	MMP19	600.764
MMP1	5.1868	removed	removed
MMP23B	69.6977	MMP23B	167.7809
MMP24	231.7854	MMP24	459.1425
MMP25	71.7465	MMP25	54.6401
removed	removed	MMP27	43.8997
MMP28	69.3735	MMP28	363.5254
MMP2	6794.7159	MMP2	12244.7016
MMP3	319.9611	MMP3	76.9748
MMP7	1089.8776	MMP7	1372.0152
MMP9	864.5757	MMP9	67.9543
MMRN1	261.9337	MMRN1	1797.1805
MMRN2	1802.7393	MMRN2	3159.5738
MMS19	1141.7457	MMS19	1201.8288
MN1	176.3514	MN1	485.3019
MNAT1	224.6535	MNAT1	224.61
MND1	25.934	MND1	9.6218
MNDA	569.9003	MNDA	258.2864
MNS1	103.4119	MNS1	101.3301
MNT	522.5707	MNT	492.8189
MOAP1	1127.482	MOAP1	896.3351
MOB2	498.5817	MOB2	555.6616
MOBKL1A	733.9331	MOBKL1A	800.718
MOBKL1B	973.1745	MOBKL1B	635.9439
MOBKL2A	1370.6135	MOBKL2A	1297.4459
MOBKL2B	415.917	MOBKL2B	854.5402
MOBKL2C	386.3911	MOBKL2C	757.3957
MOBKL3	991.0041	MOBKL3	876.4901
MOCOS	272.3073	MOCOS	149.74
MOCS1	339.1004	MOCS1	1002.861
MOCS2	940.4328	MOCS2	898.1392
MOCS3	240.5381	MOCS3	217.3936
MOGAT2	11.9945	MOGAT2	17.4396
MOGS	995.5426	MOGS	855.743
MON1A	145.5547	MON1A	174.0953
MON1B	593.2409	MON1B	596.5545
MON2	1041.2513	MON2	1082.4577
MORC2	825.6747	MORC2	842.2122
MORC3	991.9767	MORC3	1027.7335
MORC4	408.1368	MORC4	862.9593
MORF4L1	4332.2798	MORF4L1	5327.7968
MORF4L2	3991.8956	MORF4L2	3852.3468
removed	removed	MORF4	5.4123
MORN1	173.758	MORN1	62.542
MORN2	255.4502	MORN2	215.2888
MORN3	11.9945	MORN3	5.4123
MORN4	153.335	MORN4	202.9608
MOSC1	100.1702	MOSC1	1318.7943
MOSC2	123.1866	MOSC2	345.1837
MOSPD1	218.4942	MOSPD1	208.3731
MOSPD2	284.626	MOSPD2	218.897
MOSPD3	225.9502	MOSPD3	261.2933
MOV10	1385.2014	MOV10	684.0531
MOXD1	550.1256	MOXD1	125.3847
MPDU1	1027.3118	MPDU1	853.6382
MPDZ	892.779	MPDZ	1585.8006
MPEG1	3899.1815	MPEG1	2556.1036
MPG	398.0874	MPG	570.9964
MPHOSPH10	717.7243	MPHOSPH10	855.4423
MPHOSPH6	718.0485	MPHOSPH6	285.0472
MPHOSPH8	1136.2347	MPHOSPH8	1304.3616
MPHOSPH9	196.1261	MPHOSPH9	94.4144
MPI	675.2573	MPI	771.5518
MPL	10.3736	MPL	35.7812
MPND	228.8678	MPND	242.3503
MPO	11.6703	MPO	8.4191
MPP1	380.2577	MPP1	707.8071
MPP2	1156.3336	MPP2	227.0154
MPP3	663.2628	MPP3	70.9611
MPP5	912.2295	MPP5	905.957
MPP6	35.3351	MPP6	81.1843
MPP7	534.8894	MPP7	678.6409
MPPE1	800.7132	MPPE1	749.0006
removed	removed	MPPED1	10.8246
MPPED2	61.2691	MPPED2	207.4711
MPRIP	1421.509	MPRIP	2731.4016
MPST	338.1149	MPST	587.534
MPV17L2	234.0546	MPV17L2	196.0451
MPV17L	344.2743	MPV17L	127.7901
MPV17	791.6363	MPV17	776.6634
MPZL1	4161.7635	MPZL1	6176.0227
MPZL2	576.0596	MPZL2	950.458
MPZL3	52.1922	MPZL3	33.3758
MPZ	7.456	MPZ	94.7151
MR1	332.6039	MR1	204.4642
MRAP2	80.0713	MRAP2	107.043
removed	removed	MRAP	374.7108
MRAS	628.5761	MRAS	3109.6605
MRC1	139.0712	MRC1	1495.8964
MRC2	1575.8165	MRC2	5052.9728
MRE11A	442.8236	MRE11A	524.3906
MREG	1564.7946	MREG	579.5449
MRFAP1L1	1395.575	MRFAP1L1	1478.7575
MRFAP1	5854.9315	MRFAP1	6925.3239
MRGPRF	97.901	MRGPRF	697.8845
removed	removed	MRGPRX2	7.5171
removed	removed	MRGPRX3	43.2983
MRI1	519.6531	MRI1	437.4933
MRM1	31.7692	MRM1	62.542
MRO	16.5329	MRO	65.5488
MRP63	567.9553	MRP63	580.3116
MRPL10	695.3562	MRPL10	1057.8017
MRPL11	399.0599	MRPL11	623.0146
MRPL12	587.73	MRPL12	449.22
MRPL13	503.1202	MRPL13	408.6278
MRPL14	703.4606	MRPL14	470.2677
MRPL15	508.307	MRPL15	574.0033
MRPL16	491.4499	MRPL16	728.8549
MRPL17	857.4439	MRPL17	603.4702
MRPL18	604.9113	MRPL18	646.4678
MRPL19	1406.9211	MRPL19	926.1027
MRPL1	290.7853	MRPL1	358.1131
MRPL20	1296.1764	MRPL20	1208.4648
MRPL21	315.4226	MRPL21	396.2998
MRPL22	304.4007	MRPL22	329.5482
MRPL23	323.2029	MRPL23	308.5005
MRPL24	1342.0861	MRPL24	848.5266
MRPL27	408.1368	MRPL27	592.9463
MRPL28	592.9168	MRPL28	650.076
MRPL2	320.6094	MRPL2	441.1015
MRPL30	592.0123	MRPL30	810.2737
MRPL32	666.8288	MRPL32	609.7845
MRPL33	389.983	MRPL33	478.3862
MRPL34	505.0652	MRPL34	580.919
MRPL35	988.7349	MRPL35	707.8071
MRPL36	284.626	MRPL36	263.9994
MRPL37	1301.5641	MRPL37	1196.7171
MRPL38	614.3026	MRPL38	709.6653
MRPL39	325.1479	MRPL39	373.7486
MRPL3	1554.7451	MRPL3	1248.4346
MRPL40	525.1641	MRPL40	611.5886
MRPL41	368.9116	MRPL41	322.0312
MRPL42	740.4166	MRPL42	424.2633
MRPL43	880.0746	MRPL43	964.527
MRPL44	589.9992	MRPL44	503.0422
MRPL45	1163.7896	MRPL45	1014.5034
MRPL46	325.7963	MRPL46	355.1063
MRPL47	495.34	MRPL47	384.8739
MRPL48	282.6809	MRPL48	372.8465
MRPL49	1657.5087	MRPL49	1360.5892
MRPL4	590.6475	MRPL4	652.4815
MRPL50	363.7248	MRPL50	367.7349
MRPL51	1301.5641	MRPL51	1155.8243
MRPL52	342.005	MRPL52	365.9308
MRPL53	426.939	MRPL53	424.8647
MRPL54	331.9556	MRPL54	367.4343
MRPL55	365.0215	MRPL55	340.9742
MRPL9	919.2349	MRPL9	863.0195
MRPS10	945.2954	MRPS10	913.474
MRPS11	483.3455	MRPS11	422.1585
MRPS12	353.027	MRPS12	279.6349
MRPS14	452.2247	MRPS14	346.0858
MRPS15	704.1089	MRPS15	798.6133
MRPS16	1899.3435	MRPS16	1477.8555
MRPS17	196.9754	MRPS17	206.2683
MRPS18A	524.5158	MRPS18A	596.8552
MRPS18B	1476.6189	MRPS18B	1430.3476
MRPS18C	331.3267	MRPS18C	340.0541
MRPS21	1089.5534	MRPS21	956.171
MRPS22	453.1972	MRPS22	505.4476
MRPS23	610.7464	MRPS23	460.3452
MRPS24	579.6256	MRPS24	803.7249
MRPS25	526.9795	MRPS25	662.3228
MRPS26	423.373	MRPS26	502.1401
MRPS27	1526.5419	MRPS27	1623.0852
MRPS28	218.7146	MRPS28	271.8623
MRPS2	634.0352	MRPS2	730.9115
MRPS30	327.7413	MRPS30	309.1018
MRPS31	300.5106	MRPS31	367.7349
MRPS33	560.8234	MRPS33	526.1947
MRPS34	714.4825	MRPS34	527.3975
MRPS35	1126.1853	MRPS35	949.556
MRPS36	294.6754	MRPS36	304.2909
MRPS5	534.241	MRPS5	647.3699
MRPS6	549.7788	MRPS6	730.7973
MRPS7	989.2082	MRPS7	947.4241
MRPS9	421.1038	MRPS9	528.9009
MRRF	426.6148	MRRF	354.5049
MRS2	831.834	MRS2	582.1217
MRTO4	711.565	MRTO4	734.5678
MRVI1	435.3675	MRVI1	1081.8564
MS4A14	55.1876	MS4A14	19.5805
MS4A15	330.0105	removed	removed
MS4A1	542.9938	MS4A1	15.0341
MS4A2	710.9166	MS4A2	220.4004
MS4A4A	235.9997	MS4A4A	826.8774
MS4A6A	1584.5693	MS4A6A	1942.4102
MS4A7	3736.0434	MS4A7	1006.9503
MS4A8B	276.8458	removed	removed
MSC	111.1176	MSC	160.9915
MSH2	615.9332	MSH2	608.2811
MSH3	657.016	MSH3	518.7137
MSH5	101.0325	MSH5	108.7329
MSH6	1330.4158	MSH6	1191.0042
MSI1	18.1538	MSI1	42.0956
MSI2	688.5485	MSI2	178.9062
MSL1	4618.5266	MSL1	1805.9003
MSL2	1090.8501	MSL2	1025.6287
MSL3L2	14.9121	MSL3L2	52.9202
MSL3	648.6749	MSL3	662.1033
MSLN	6.1593	MSLN	7.2164
MSMB	17.1813	MSMB	12.9294
MSMP	54.4615	MSMP	48.1092
MSN	9467.5419	MSN	13069.4742
MSR1	1096.3611	MSR1	688.8641
MSRA	130.6427	MSRA	315.1155
MSRB2	460.9774	MSRB2	562.2766
MSRB3	753.3836	MSRB3	3508.0651
MST1P2	18.1538	MST1P2	31.8724
MST1P9	11.022	MST1P9	36.0819
MST1R	210.714	MST1R	119.9724
MST1	29.8241	MST1	42.6969
MST4	532.9443	MST4	399.0059
MSTN	8.7527	MSTN	30.369
MSTO1	653.1129	MSTO1	644.5795
MSTO2P	44.8335	MSTO2P	129.916
MSX1	36.956	MSX1	200.5554
MSX2P1	6.4835	removed	removed
MSX2	401.0049	MSX2	273.6213
MT1A	193.8569	MT1A	76.9748
MT1E	951.1306	MT1E	1040.3621
MT1F	96.9284	MT1F	145.2297
MT1G	159.8185	MT1G	55.6263
MT1L	17.8296	MT1L	88.4007
MT1M	46.6813	MT1M	234.8332
MT1X	1113.5424	MT1X	2758.7638
MT2A	4490.1532	MT2A	3164.6854
MTA1	790.9879	MTA1	894.8317
MTA2	1699.0032	MTA2	1686.2286
MTA3	959.2349	MTA3	858.1484
MTAP	473.6137	MTAP	586.6319
MTBP	71.9669	MTBP	52.3188
MTCH1	3020.342	MTCH1	4283.5257
MTCH2	1872.7612	MTCH2	1269.783
MTCP1NB	167.4885	MTCP1NB	243.4357
MTCP1	26.3684	MTCP1	20.8644
MTDH	3764.6487	MTDH	3016.4488
MTERFD1	220.7634	MTERFD1	242.6509
MTERFD2	374.7467	MTERFD2	384.2725
MTERFD3	506.6861	MTERFD3	333.7578
MTERF	169.8679	MTERF	165.3755
MTF1	901.5317	MTF1	685.8572
MTF2	482.373	MTF2	454.9329
MTFMT	158.1976	MTFMT	218.5963
MTFR1	370.8566	MTFR1	402.3135
MTG1	282.0326	MTG1	313.6121
MTHFD1L	251.8843	MTHFD1L	422.7599
MTHFD1	1642.8852	MTHFD1	1885.2625
MTHFD2L	182.8349	MTHFD2L	184.2884
MTHFD2	1763.8382	MTHFD2	742.3856
MTHFR	1223.5611	MTHFR	740.5364
MTHFSD	233.7304	MTHFSD	306.095
MTHFS	277.4941	MTHFS	305.1929
MTIF2	754.6803	MTIF2	599.2606
MTIF3	597.7794	MTIF3	839.5061
MTL5	694.7078	MTL5	131.3983
MTM1	578.9772	MTM1	413.7394
MTMR10	776.4454	MTMR10	1167.8696
MTMR11	236.648	MTMR11	365.9308
MTMR12	1146.9325	MTMR12	1625.4907
MTMR14	933.9493	MTMR14	806.1303
MTMR15	606.8109	MTMR15	563.4613
MTMR1	941.4053	MTMR1	773.6566
MTMR2	570.8728	MTMR2	887.6153
MTMR3	2118.8103	MTMR3	2082.8291
MTMR4	1610.1791	MTMR4	850.932
MTMR6	1170.2731	MTMR6	912.572
MTMR7	45.6731	MTMR7	35.9827
MTMR8	15.2362	MTMR8	12.328
MTMR9L	41.8186	MTMR9L	141.0202
MTMR9	483.5886	MTMR9	483.7744
MTO1	393.8731	MTO1	376.1541
MTOR	2306.832	MTOR	1577.9828
MTP18	217.3531	MTP18	153.1618
MTPAP	530.3509	MTPAP	493.721
MTRF1L	265.1755	MTRF1L	245.9584
MTRF1	106.6537	MTRF1	82.6877
MTRR	803.3066	MTRR	752.3081
MTR	1687.9812	MTR	1396.9718
MTSS1L	695.3562	MTSS1L	750.2033
MTSS1	1203.0148	MTSS1	875.8827
MTUS1	2768.4577	MTUS1	3455.7463
MTUS2	15.2362	MTUS2	36.3826
MTX1	519.6531	MTX1	475.9777
MTX2	522.5707	MTX2	422.4592
MTX3	770.5649	MTX3	657.5931
removed	removed	MUC12	5.4123
MUC13	16.2088	removed	removed
MUC15	212.0107	MUC15	606.1763
MUC16	6.4835	MUC16	164.1728
MUC1	32357.2413	MUC1	1596.0238
MUC20	143.6097	MUC20	177.4028
removed	removed	MUC2	21.0478
MUC4	18.8022	MUC4	7.2164
MUC5B	14.9121	MUC5B	297.6759
MUC6	3109.1661	MUC6	277.8308
MUCL1	8591.9442	MUCL1	8937.7933
MUDENG	805.2516	MUDENG	659.3972
MUL1	1020.8283	MUL1	955.2689
MUM1L1	217.8459	MUM1L1	48.1092
MUM1	542.9938	MUM1	924.9
MUS81	319.9611	MUS81	389.0834
MUSTN1	40.8461	MUSTN1	147.1541
MUTED	335.5215	MUTED	428.1722
MUTYH	99.4311	MUTYH	149.289
MUT	819.1912	MUT	771.2511
MVD	160.1426	MVD	209.2752
MVK	247.0216	MVK	268.8103
MVP	3498.5007	MVP	2840.5495
MX1	10657.9139	MX1	1453.1995
MX2	1776.1569	MX2	590.8415
MXD1	416.2412	MXD1	319.6257
MXD3	91.0447	MXD3	74.0702
MXD4	2641.0568	MXD4	2209.7172
MXI1	1136.5589	MXI1	1725.9187
MXRA5	5953.1567	MXRA5	4635.0238
MXRA7	1362.1849	MXRA7	5966.4468
MXRA8	4576.708	MXRA8	3748.3105
MYADM	4293.0545	MYADM	7682.7437
MYBBP1A	706.6018	MYBBP1A	953.1612
MYBL1	119.9449	MYBL1	80.2823
MYBL2	297.2688	MYBL2	63.444
MYBPC1	108.2746	MYBPC1	890.0208
MYBPC2	7.1319	removed	removed
MYB	2828.106	MYB	841.3102
MYCBP2	3651.8356	MYCBP2	2848.3672
removed	removed	MYCBPAP	12.328
MYCBP	1145.3116	MYCBP	686.7593
MYCL1	1234.4598	MYCL1	216.4915
MYCN	15.5604	MYCN	17.4396
MYCT1	456.4389	MYCT1	707.5064
MYC	2860.1994	MYC	3514.0787
MYD88	2309.7496	MYD88	1122.7492
MYEF2	548.8808	MYEF2	191.6461
MYEOV2	838.6417	MYEOV2	546.6411
MYEOV	13.9395	MYEOV	287.152
MYH10	1563.4979	MYH10	2818.5996
MYH11	2798.5445	MYH11	20916.2884
MYH14	1459.1134	MYH14	1668.4883
MYH15	5.8352	removed	removed
removed	removed	MYH1	9.3212
removed	removed	MYH2	6.3143
MYH3	22.0439	MYH3	53.8222
MYH7B	9.7253	MYH7B	12.328
removed	removed	MYH9	35629.9979
MYL12A	6091.9037	MYL12A	7512.5573
MYL12B	7060.2156	MYL12B	7044.9957
removed	removed	MYL3	12.6287
removed	removed	MYL4	8.1184
MYL5	88.6652	MYL5	123.3491
MYL6B	461.9499	MYL6B	485.9032
MYL6	11543.5611	MYL6	18711.4844
removed	removed	MYL7	57.7311
MYL9	2645.2711	MYL9	20006.2241
MYLIP	1371.9102	MYLIP	1705.1716
MYLK3	7.456	MYLK3	9.3212
MYLK4	23.6648	MYLK4	52.6195
MYLK	3202.1785	MYLK	19288.7651
MYNN	426.939	MYNN	392.0902
MYO10	1079.504	MYO10	831.3877
MYO15A	10.6978	MYO15A	17.7403
MYO15B	221.0876	MYO15B	447.1152
MYO16	12.967	MYO16	77.8768
MYO18A	1440.201	MYO18A	1761.2249
MYO19	403.5108	MYO19	289.3109
MYO1B	1599.8055	MYO1B	1892.1962
MYO1C	4280.7359	MYO1C	8655.4522
MYO1D	1634.4923	MYO1D	2066.2915
MYO1E	1020.8283	MYO1E	1213.8561
MYO1F	707.6749	MYO1F	438.0947
MYO1G	429.8566	MYO1G	140.4188
removed	removed	MYO1H	6.3143
MYO3A	28.2033	removed	removed
MYO3B	100.4944	MYO3B	9.9225
MYO5A	1689.9263	MYO5A	1066.5215
MYO5B	4038.2527	MYO5B	989.5468
MYO5C	1927.7089	MYO5C	1242.2195
MYO6	5978.4423	MYO6	1944.515
MYO7A	76.1812	MYO7A	330.4503
MYO7B	19.4505	MYO7B	14.7335
MYO9A	935.246	MYO9A	693.3743
MYO9B	1901.9369	MYO9B	1506.1196
MYOCD	21.7198	MYOCD	58.9338
removed	removed	MYOC	1105.0089
MYOF	5490.5584	MYOF	7554.9535
MYOM1	50.8955	MYOM1	592.0442
removed	removed	MYOM2	41.4942
MYOM3	38.5769	MYOM3	77.2755
removed	removed	MYOT	11.4259
MYOZ1	16.2088	MYOZ1	18.943
removed	removed	MYOZ2	8.7198
MYOZ3	58.6757	MYOZ3	29.4669
MYPOP	105.357	MYPOP	107.043
MYRIP	201.9613	MYRIP	278.4322
MYSM1	216.5492	MYSM1	78.4782
MYST1	487.2356	MYST1	724.3446
