gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
TTBK2	126.8412	TTBK2	295.617
TTC12	899.4661	TTC12	263.2888
TTC13	524.6028	TTC13	320.1741
TTC14	1948.9291	TTC14	930.9916
TTC15	643.2109	TTC15	538.079
TTC16	20.84	TTC16	6.217
TTC17	1509.2301	TTC17	1565.1228
TTC18	567.294	TTC18	163.7737
TTC19	1868.4042	TTC19	952.9562
TTC1	1567.3763	TTC1	1211.6879
TTC21A	113.2051	TTC21A	58.7504
TTC21B	326.7511	TTC21B	650.603
TTC22	59.9473	TTC22	16.475
TTC23L	16.4662	removed	removed
TTC23	137.6471	TTC23	560.1492
TTC25	18.0099	TTC25	17.0967
TTC26	189.104	TTC26	78.3339
TTC27	551.875	TTC27	441.0942
TTC28	494.0735	TTC28	1379.027
TTC30A	820.7371	TTC30A	273.8576
TTC30B	474.1751	TTC30B	183.4007
TTC31	628.803	TTC31	437.6749
TTC32	64.0638	TTC32	27.6655
TTC33	322.6346	TTC33	467.2055
TTC35	735.3187	TTC35	1025.4896
TTC36	188.3322	TTC36	20.516
TTC37	3111.0825	TTC37	2755.3621
TTC38	414.7424	TTC38	741.9956
TTC39A	6867.6915	TTC39A	388.2499
TTC39B	243.391	TTC39B	88.5919
TTC39C	2033.061	TTC39C	674.8523
TTC3	12958.3843	TTC3	10676.0957
TTC4	653.7596	TTC4	524.4016
TTC5	191.1623	TTC5	173.1427
TTC7A	411.9123	TTC7A	979.484
TTC7B	189.104	TTC7B	1152.3158
TTC8	838.747	TTC8	344.4203
TTC9C	329.5813	TTC9C	248.0572
TTC9	1272.7857	TTC9	254.8959
TTF1	388.2421	TTF1	431.7687
TTF2	528.2048	TTF2	336.6491
TTK	160.2882	TTK	18.6509
removed	removed	TTLL10	15.8533
TTLL11	70.2386	TTLL11	102.8909
TTLL12	1030.6812	TTLL12	511.6568
TTLL13	8.2743	removed	removed
TTLL1	180.0991	TTLL1	161.0196
TTLL3	718.0807	TTLL3	744.8834
TTLL4	258.3135	TTLL4	255.2067
TTLL5	843.1209	TTLL5	497.6686
TTLL7	57.1171	TTLL7	189.6177
TTLL9	30.1023	TTLL9	9.6363
TTL	898.1797	TTL	985.3901
TTN	159.2153	TTN	378.2997
TTPAL	591.2395	TTPAL	523.4691
removed	removed	TTPA	27.0438
TTYH1	7.9758	TTYH1	124.3394
TTYH2	93.7158	TTYH2	216.6864
TTYH3	865.7619	TTYH3	850.171
TUBA1A	2561.9476	TUBA1A	4883.3541
TUBA1B	11028.6924	TUBA1B	8800.0808
TUBA1C	2928.4106	TUBA1C	1122.7852
TUBA3D	19.2963	removed	removed
TUBA3E	15.1798	removed	removed
TUBA4A	484.2092	TUBA4A	396.9537
TUBA8	27.5269	TUBA8	112.5272
TUBAL3	7.204	TUBAL3	6.8387
TUBB1	28.3013	TUBB1	26.733
TUBB2A	318.518	TUBB2A	1484.3021
removed	removed	TUBB2B	135.53
TUBB2C	3197.0129	TUBB2C	2538.7007
TUBB3	92.5503	TUBB3	55.9528
TUBB4	19.8109	TUBB4	40.4103
TUBB6	416.16	TUBB6	3885.3963
TUBB8	11.5778	removed	removed
TUBBP5	74.8697	TUBBP5	19.8943
TUBB	16336.0134	TUBB	10580.3544
TUBD1	207.1139	TUBD1	214.4855
TUBE1	223.8374	TUBE1	281.318
TUBG1	1146.4591	TUBG1	519.428
TUBG2	464.141	TUBG2	403.4815
TUBGCP2	1249.7614	TUBGCP2	1109.9782
TUBGCP3	378.9799	TUBGCP3	615.1694
TUBGCP4	384.6401	TUBGCP4	261.1128
TUBGCP5	591.2395	TUBGCP5	467.8272
TUBGCP6	524.8601	TUBGCP6	835.8719
TUB	272.2069	TUB	444.5135
TUFM	3156.8791	TUFM	2501.3988
TUFT1	1075.1914	TUFT1	314.8896
TUG1	3946.2276	TUG1	4271.6817
TULP3	613.8805	TULP3	756.2947
TULP4	1635.0421	TULP4	872.5521
TUSC1	295.3624	TUSC1	301.2123
TUSC2	605.9047	TUSC2	562.0143
TUSC3	121.9528	TUSC3	603.668
removed	removed	TUSC5	13531.5511
TUT1	387.4703	TUT1	490.2083
TWF1	2380.6522	TWF1	1629.7793
TWF2	483.18	TWF2	1187.4417
TWIST1	49.1413	TWIST1	554.8648
TWIST2	7.9758	TWIST2	124.3394
TWISTNB	431.2086	TWISTNB	476.2201
TWSG1	1870.4573	TWSG1	1064.3457
removed	removed	TXK	10.8797
TXLNA	2568.9844	TXLNA	1803.8545
TXLNB	275.5516	TXLNB	113.7706
TXLNG	303.5955	TXLNG	416.5371
TXN2	986.171	TXN2	1266.3973
TXNDC11	1513.3466	TXNDC11	908.2997
TXNDC12	1623.9789	TXNDC12	1323.9043
TXNDC15	1724.5771	TXNDC15	1600.8704
TXNDC16	856.7569	TXNDC16	451.9739
TXNDC17	879.982	TXNDC17	340.8144
TXNDC3	10.2914	removed	removed
TXNDC5	5364.5848	TXNDC5	7242.9966
removed	removed	TXNDC6	5.5953
TXNDC9	784.9746	TXNDC9	532.7945
TXNIP	12473.4032	TXNIP	72573.5157
TXNL1	2211.3591	TXNL1	1277.277
TXNL4A	952.2094	TXNL4A	678.5825
TXNL4B	151.5405	TXNL4B	215.7289
TXNRD1	1419.1805	TXNRD1	2001.8651
TXNRD2	232.0705	TXNRD2	218.2157
TXNRD3IT1	267.833	TXNRD3IT1	235.6233
TXN	2361.6132	TXN	1478.0852
TYK2	1079.3079	TYK2	887.7836
TYMP	773.6541	TYMP	485.5455
TYMS	480.036	TYMS	113.0992
TYRO3	168.264	TYRO3	2417.1588
TYROBP	640.3808	TYROBP	811.6257
TYRP1	36.7917	removed	removed
TYSND1	649.9003	TYSND1	417.1588
TYW1B	212.5169	TYW1B	123.0961
TYW1	582.7491	TYW1	489.5866
TYW3	612.1876	TYW3	769.9969
U2AF1L4	128.1147	U2AF1L4	96.8262
U2AF1	1241.6543	U2AF1	1001.2434
U2AF2	2107.9308	U2AF2	1502.6422
UACA	1710.941	UACA	3642.8349
UAP1L1	211.4877	UAP1L1	350.3264
UAP1	2940.503	UAP1	2160.087
UBA1	12328.5521	UBA1	5991.9179
UBA2	2327.1371	UBA2	4698.166
UBA3	1403.7435	UBA3	1074.6037
UBA52	6616.3247	UBA52	7224.1219
UBA5	1042.7838	UBA5	773.4007
UBA6	1440.5352	UBA6	871.3087
UBA7	1696.2758	UBA7	830.8984
UBAC1	468.0003	UBAC1	662.4184
UBAC2	1022.1033	UBAC2	1076.6428
UBAP1	1391.6511	UBAP1	1814.1125
UBAP2L	4967.3892	UBAP2L	2518.8063
UBAP2	1000.3216	UBAP2	741.0631
UBASH3A	5.6603	UBASH3A	18.9618
UBASH3B	69.9813	UBASH3B	114.7031
UBB	18567.1834	UBB	11133.9758
UBC	29136.425	UBC	37681.0693
UBD	163.3756	UBD	81.1315
UBE2A	2343.346	UBE2A	1452.2847
UBE2B	1345.8545	UBE2B	1242.7728
UBE2CBP	40.3936	UBE2CBP	46.6273
UBE2C	221.0073	UBE2C	21.7594
UBE2D1	330.3531	UBE2D1	335.4057
UBE2D2	2213.6747	UBE2D2	1453.5281
UBE2D3	5834.1802	UBE2D3	5455.0824
UBE2D4	458.2337	UBE2D4	604.7995
UBE2E1	1219.5279	UBE2E1	1188.996
UBE2E2	165.1766	UBE2E2	616.4128
UBE2E3	220.75	UBE2E3	1162.8847
UBE2F	791.4067	UBE2F	579.4218
UBE2G1	1623.4643	UBE2G1	1310.5378
UBE2G2	1678.5232	UBE2G2	2052.2226
UBE2H	2672.4127	UBE2H	2445.7569
UBE2I	1759.5678	UBE2I	1330.1212
UBE2J1	1891.8119	UBE2J1	1629.1576
UBE2J2	558.0498	UBE2J2	479.0177
UBE2K	2255.3547	UBE2K	1736.7112
UBE2L3	1593.1048	UBE2L3	2114.3923
UBE2L6	3182.3503	UBE2L6	1072.1169
UBE2MP1	90.8214	UBE2MP1	70.8735
UBE2M	790.6348	UBE2M	551.4454
UBE2NL	5.403	removed	removed
UBE2N	2075.513	UBE2N	1426.7952
UBE2O	756.9306	UBE2O	543.0525
UBE2Q1	2033.8329	UBE2Q1	1545.2285
UBE2Q2P1	12.3496	UBE2Q2P1	41.6537
UBE2Q2	1123.5608	UBE2Q2	1347.8396
UBE2QL1	30.3596	UBE2QL1	31.0849
UBE2R2	2290.3454	UBE2R2	2082.3749
UBE2S	149.9968	UBE2S	41.032
UBE2T	294.8479	UBE2T	22.3811
UBE2V1	3091.0143	UBE2V1	2816.9102
UBE2V2	721.9399	UBE2V2	847.6842
UBE2W	686.9493	UBE2W	657.7557
UBE2Z	2899.3375	UBE2Z	1870.687
UBE3A	3265.7079	UBE3A	1976.3755
UBE3B	1999.3568	UBE3B	1521.9148
UBE3C	2438.5412	UBE3C	2465.6512
UBE4A	2487.4252	UBE4A	2215.1072
UBE4B	1270.4702	UBE4B	1644.3892
UBFD1	2450.8908	UBFD1	1356.8542
UBIAD1	647.3275	UBIAD1	422.7541
UBL3	1152.8912	UBL3	2053.7768
UBL4A	771.3385	UBL4A	895.8657
UBL5	2174.3102	UBL5	1359.6518
UBL7	996.4623	UBL7	642.8349
UBLCP1	855.7278	UBLCP1	723.0339
UBN1	1899.7877	UBN1	1537.1464
UBN2	1281.0188	UBN2	834.0068
UBOX5	268.3373	UBOX5	312.6733
UBP1	3171.0298	UBP1	1972.9562
UBQLN1	3847.9449	UBQLN1	3364.9363
UBQLN2	2223.1942	UBQLN2	1285.9807
UBQLN4	1828.52	UBQLN4	1128.0696
UBQLNL	12.3496	UBQLNL	10.258
UBR1	1159.8379	UBR1	1440.7833
UBR2	1531.3565	UBR2	1318.6198
UBR3	1596.964	UBR3	2057.8178
UBR4	4334.9842	UBR4	4626.36
UBR5	3913.0379	UBR5	3742.9282
UBR7	1961.0214	UBR7	1159.7762
UBTD1	219.2063	UBTD1	253.6525
UBTD2	1724.8344	UBTD2	912.6515
UBTF	2366.2443	UBTF	2453.5281
UBXN10	615.1669	UBXN10	121.8527
UBXN11	385.1547	UBXN11	252.7199
UBXN1	645.2692	UBXN1	1676.4066
UBXN2A	287.3866	UBXN2A	438.9182
UBXN2B	960.9571	UBXN2B	605.5331
UBXN4	4567.5693	UBXN4	3299.3472
UBXN6	890.9758	UBXN6	1400.0622
UBXN7	402.65	UBXN7	530.9294
UBXN8	250.8523	UBXN8	291.8869
removed	removed	UCA1	7.4604
UCHL1	71.5251	UCHL1	1010.8797
UCHL3	383.3537	UCHL3	321.7283
UCHL5	589.7163	UCHL5	424.9207
UCK1	563.1955	UCK1	737.6438
UCK2	255.4834	UCK2	155.1135
UCKL1AS	16.034	UCKL1AS	13.1862
UCKL1	315.4152	UCKL1	363.6711
UCP2	4098.7972	UCP2	2485.8564
UCP3	19.2963	UCP3	17.7184
UEVLD	496.5588	UEVLD	348.1505
UFC1	3912.5233	UFC1	1894.9332
UFD1L	885.3026	UFD1L	898.0323
UFM1	1406.8309	UFM1	1846.1299
UFSP1	19.039	UFSP1	18.0292
UFSP2	865.2936	UFSP2	975.875
UGCG	1028.1083	UGCG	306.1859
UGDH	1535.9877	UGDH	1491.7625
UGGT1	2602.6886	UGGT1	2062.1697
UGGT2	425.2911	UGGT2	499.2229
UGP2	1943.0115	UGP2	11082.064
UGT2B11	513.9564	UGT2B11	367.7432
UGT2B15	6.1748	UGT2B15	63.1023
UGT2B28	11.3205	removed	removed
UGT2B4	5.9175	UGT2B4	6.8387
removed	removed	UGT2B7	13.6773
UGT8	8.7477	UGT8	71.1843
UHMK1	1160.0952	UHMK1	823.1271
UHRF1BP1L	1140.027	UHRF1BP1L	859.8073
UHRF1BP1	1420.2097	UHRF1BP1	1180.2922
UHRF1	227.4394	UHRF1	17.4075
UHRF2	772.3677	UHRF2	907.0563
UIMC1	483.9519	UIMC1	472.8007
ULBP1	5.9175	removed	removed
ULBP2	11.3205	ULBP2	9.0146
removed	removed	ULBP3	14.9207
ULK1	982.8263	ULK1	817.8427
ULK2	1313.9512	ULK2	1337.8924
ULK3	801.9554	ULK3	440.4725
ULK4	106.2584	ULK4	90.7678
UMOD	10.0341	removed	removed
UMPS	812.7613	UMPS	470.6248
UNC119B	1233.164	UNC119B	1541.1874
UNC119	467.2284	UNC119	425.2409
UNC13A	26.5003	removed	removed
UNC13B	2996.0764	UNC13B	2207.9577
UNC13D	78.4717	UNC13D	177.4946
UNC45A	1376.4713	UNC45A	1623.8732
UNC50	771.8531	UNC50	701.5853
UNC5A	195.0215	UNC5A	33.5717
UNC5B	1966.939	UNC5B	403.1707
UNC5CL	9.288	UNC5CL	19.9099
UNC5C	58.6608	UNC5C	44.4514
UNC93B1	629.5748	UNC93B1	400.373
UNG	1072.6185	UNG	867.5785
UNKL	222.5561	UNKL	445.1352
UNK	404.1937	UNK	430.2145
UPF0639	27.5294	removed	removed
UPF1	2198.7522	UPF1	2005.5953
UPF2	956.8405	UPF2	1471.2465
UPF3A	484.7237	UPF3A	685.1104
UPF3B	337.2998	UPF3B	352.8132
UPK3BL	204.2606	UPK3BL	24.2866
UPP1	59.1754	UPP1	198.6323
UPRT	478.8062	UPRT	244.327
UQCC	931.884	UQCC	849.8601
UQCR10	974.0786	UQCR10	956.792
UQCR11	1259.1497	UQCR11	1000.9325
UQCRB	2277.4812	UQCRB	3207.9577
UQCRC1	2469.4153	UQCRC1	2031.0849
UQCRC2	4092.8797	UQCRC2	4421.5107
UQCRFS1	1627.8382	UQCRFS1	1638.7939
UQCRHL	248.794	UQCRHL	330.1212
UQCRH	959.1561	UQCRH	1423.9975
UQCRQ	2513.6682	UQCRQ	1266.0864
URB1	1146.4591	URB1	936.3289
URB2	455.9079	URB2	275.7227
URGCP	877.8542	URGCP	871.3087
URM1	746.8965	URM1	851.7252
UROD	1104.5218	UROD	1612.3718
UROS	964.8164	UROS	505.129
USE1	296.9062	USE1	295.617
USF1	1204.6054	USF1	891.203
USF2	1964.1088	USF2	2204.2275
USH2A	9.2622	USH2A	7.1495
USHBP1	29.0731	USHBP1	257.0718
USMG5	623.1427	USMG5	788.6229
USO1	2770.1807	USO1	2762.2008
USP10	1622.9498	USP10	1143.6121
USP11	1586.93	USP11	1127.1371
USP12	278.3817	USP12	519.7389
USP13	661.4781	USP13	881.2558
USP14	8601.2736	USP14	1814.1125
USP15	1053.5795	USP15	1167.2366
USP16	1638.6441	USP16	1465.0295
USP18	667.3956	USP18	323.2826
USP19	1352.2866	USP19	1368.9773
USP1	1343.2817	USP1	1046.3164
USP20	496.5588	USP20	502.0205
USP21	866.791	USP21	400.9947
USP22	5072.3612	USP22	4584.7062
USP24	2421.3031	USP24	3042.5863
USP25	1428.4428	USP25	2064.0348
USP27X	142.7928	USP27X	127.4479
USP28	763.8773	USP28	470.6248
USP2	26.5003	USP2	66.2108
USP30	557.7925	USP30	582.5303
USP31	483.18	USP31	879.3907
USP32	1376.7286	USP32	1135.53
USP33	2553.0327	USP33	2924.7746
USP34	3858.4936	USP34	4220.7025
USP35	165.9484	USP35	153.5592
USP36	952.724	USP36	1068.3867
USP37	818.9361	USP37	440.1616
USP38	906.9274	USP38	662.1076
USP39	1129.4784	USP39	879.3907
USP3	897.1737	USP3	619.1887
USP40	1580.2406	USP40	1161.9521
USP42	455.6506	USP42	309.6052
USP43	153.3415	USP43	46.0056
removed	removed	USP44	40.7212
USP45	294.8479	USP45	221.3242
USP46	767.222	USP46	532.7945
USP47	2529.8771	USP47	2774.3239
USP48	1645.0762	USP48	1497.9795
USP49	31.9033	USP49	16.475
USP4	1748.7618	USP4	1821.5729
USP51	64.3211	USP51	55.9528
USP53	1099.3761	USP53	1993.4722
USP54	1376.7286	USP54	549.2695
USP5	1478.356	USP5	1484.613
USP6NL	531.2922	USP6NL	643.7675
USP6	37.0489	USP6	29.2198
USP7	4201.4537	USP7	2950.8859
USP8	1709.3973	USP8	1665.9123
USP9X	5494.0503	USP9X	5300.5906
USPL1	348.1057	USPL1	661.175
UST	148.7104	UST	657.7557
UTP11L	628.2884	UTP11L	479.9503
UTP14A	554.1905	UTP14A	421.5107
UTP14C	1252.203	UTP14C	1546.4719
UTP15	585.3219	UTP15	284.1156
UTP18	516.8843	UTP18	426.7952
UTP20	663.0218	UTP20	826.5465
UTP23	496.8161	UTP23	474.0441
UTP3	656.5897	UTP3	619.2104
UTP6	871.1649	UTP6	705.9372
UTRN	2323.0205	UTRN	9645.3217
removed	removed	UTS2D	12.7448
UVRAG	685.9201	UVRAG	1732.6702
UXS1	741.7508	UXS1	655.5797
UXT	837.0875	UXT	717.42
VAC14	647.5847	VAC14	780.23
VAMP1	316.1227	VAMP1	180.2829
VAMP2	2107.6735	VAMP2	2791.7314
VAMP3	2465.2988	VAMP3	4972.9562
VAMP4	641.1526	VAMP4	692.5707
VAMP5	145.1084	VAMP5	670.1896
VAMP7	1431.0156	VAMP7	1441.7159
VAMP8	3067.0869	VAMP8	829.655
VANGL1	1356.6604	VANGL1	656.5123
VANGL2	691.8377	VANGL2	252.0982
VAPA	5389.5928	VAPA	3173.7644
VAPB	1175.0177	VAPB	1109.1079
VARS2	752.814	VARS2	416.36
VARS	1178.877	VARS	754.1187
VASH1	612.6635	VASH1	897.7277
VASH2	29.0731	VASH2	68.0758
VASN	92.6224	VASN	470.9357
VASP	1605.4544	VASP	1068.6975
removed	removed	VAT1L	13.9882
VAT1	2705.3451	VAT1	8227.5412
VAV1	102.3992	VAV1	215.4181
VAV2	739.6925	VAV2	413.7395
VAV3	5106.8373	VAV3	737.6438
VAX2	5.9175	VAX2	8.7038
VBP1	1142.3426	VBP1	780.23
VCAM1	192.1914	VCAM1	732.3593
VCAN	7108.2524	VCAN	5018.3401
VCL	3319.2256	VCL	7107.2428
VCPIP1	690.2939	VCPIP1	736.0895
VCP	7272.3998	VCP	7498.912
VDAC1	4224.8665	VDAC1	2926.3289
VDAC2	1295.4268	VDAC2	1419.9565
VDAC3	2019.425	VDAC3	1674.8523
VDR	1042.259	VDR	352.5023
VEGFA	3416.9936	VEGFA	1370.2207
VEGFB	932.3985	VEGFB	5503.5748
VEGFC	168.0067	VEGFC	408.4551
VENTX	20.5827	VENTX	18.3401
VEPH1	58.9181	VEPH1	20.516
VEZF1	2486.1388	VEZF1	1618.2779
VEZT	1749.2764	VEZT	1224.7435
removed	removed	VGLL1	87.3485
VGLL3	175.9825	VGLL3	1929.4374
VGLL4	1766.1054	VGLL4	1450.9698
VHL	831.2858	VHL	682.3127
VILL	129.6713	VILL	143.3012
VIM	11050.4921	VIM	117486.1393
VIPAR	565.7683	VIPAR	632.8878
VIPR1	392.1014	VIPR1	391.6693
VIPR2	479.7684	VIPR2	84.9549
removed	removed	VIP	29.2198
VIT	6.9467	VIT	762.5117
VKORC1L1	1235.9941	VKORC1L1	7972.6453
VKORC1	1309.5337	VKORC1	1280.6155
VLDLR	580.1762	VLDLR	2797.0159
VMA21	1460.0888	VMA21	1008.3929
VMAC	154.6279	VMAC	92.0112
VMO1	18.2672	VMO1	20.516
VN1R1	25.2139	VN1R1	7.1495
VNN1	19.5536	VNN1	122.7852
VNN2	16.2089	VNN2	26.1113
VOPP1	1065.9291	VOPP1	1088.5919
VPRBP	1051.7785	VPRBP	1026.1952
VPS11	1453.1421	VPS11	1428.3494
VPS13A	785.4892	VPS13A	1062.4806
VPS13B	1159.8379	VPS13B	1365.8688
VPS13C	1945.8416	VPS13C	2388.2499
VPS13D	2159.3877	VPS13D	2998.1349
VPS16	827.1692	VPS16	636.9288
VPS18	640.8953	VPS18	676.4066
VPS24	2894.1995	VPS24	4875.9745
VPS25	1136.1677	VPS25	654.958
VPS26A	1760.3396	VPS26A	1899.285
VPS26B	1488.1328	VPS26B	1436.1206
VPS28	1601.8524	VPS28	1120.9201
VPS29	1159.5806	VPS29	1266.3973
VPS33A	642.7941	VPS33A	478.9742
VPS33B	274.0078	VPS33B	233.4473
VPS35	2597.2856	VPS35	3233.1365
VPS36	682.0608	VPS36	1499.2229
VPS37A	967.1525	VPS37A	860.3419
VPS37B	396.4752	VPS37B	521.2931
VPS37C	1017.5597	VPS37C	459.7451
VPS37D	50.1705	VPS37D	15.8533
VPS39	2162.2178	VPS39	2564.1902
VPS41	1238.3096	VPS41	1687.908
VPS45	1832.6365	VPS45	1165.3715
VPS4A	1083.4245	VPS4A	2083.9291
VPS4B	2093.2656	VPS4B	1651.8495
VPS52	1842.156	VPS52	1273.2359
VPS53	969.4475	VPS53	1011.5014
VPS54	918.2479	VPS54	952.751
VPS72	894.0632	VPS72	686.6646
VPS8	1264.2954	VPS8	1044.7622
VRK1	267.5757	VRK1	190.8611
VRK2	711.8235	VRK2	542.8722
VRK3	875.796	VRK3	514.7653
VSIG10L	18.5245	VSIG10L	62.4806
VSIG10	387.9848	VSIG10	968.9151
VSIG1	31.646	VSIG1	5.2844
VSIG2	65.6075	VSIG2	56.8853
VSIG4	418.0871	VSIG4	1516.3196
VSNL1	43.2238	VSNL1	56.8853
VSTM2L	16.2089	VSTM2L	9.9472
VTA1	1012.414	VTA1	860.429
VTCN1	4073.5833	VTCN1	1576.6242
VTI1A	520.9288	VTI1A	507.1433
VTI1B	972.9157	VTI1B	2609.8477
removed	removed	VTN	8.3929
VWA1	892.5195	VWA1	767.4852
VWA2	874.7668	VWA2	134.2866
VWA5A	1390.8793	VWA5A	1365.2471
removed	removed	VWCE	40.4103
removed	removed	VWDE	14.6099
VWF	3321.5411	VWF	26474.9767
WAC	3252.0744	WAC	3918.5577
WAPAL	1921.1423	WAPAL	1456.3258
WARS2	668.6821	WARS2	322.6609
WARS	2217.7912	WARS	2736.0895
WASF1	80.0154	WASF1	232.2039
WASF2	3722.6475	WASF2	6887.7836
WASF3	93.3942	WASF3	1617.9671
WASH2P	102.6565	WASH2P	253.9633
WASH3P	189.8759	WASH3P	276.3444
WASH5P	94.9379	WASH5P	101.9583
WASH7P	770.3094	WASH7P	797.0159
WASL	2013.2501	WASL	1596.8293
WAS	93.6515	WAS	125.5828
WBP11P1	12.3496	WBP11P1	9.9472
WBP11	2287.5153	WBP11	1777.1215
WBP1	2182.4429	WBP1	1177.4541
WBP2NL	8.4904	WBP2NL	7.4604
WBP2	2572.0718	WBP2	2800.1243
WBP4	221.0073	WBP4	581.9086
WBP5	794.7514	WBP5	903.0152
WBSCR16	670.2258	WBSCR16	1044.4514
WBSCR17	7.4612	WBSCR17	112.2164
WBSCR22	992.0988	WBSCR22	811.3149
removed	removed	WBSCR26	9.6363
WBSCR27	25.4712	WBSCR27	13.0556
WDFY1	1437.4477	WDFY1	1405.6574
WDFY2	191.6769	WDFY2	299.9689
WDFY3	1741.8151	WDFY3	2101.6475
WDFY4	124.7829	WDFY4	204.5384
WDHD1	274.7797	WDHD1	112.838
WDR11	1489.1619	WDR11	1628.8468
WDR12	408.5676	WDR12	318.309
WDR13	762.3336	WDR13	1235.0016
WDR17	8.2331	WDR17	43.5188
WDR18	342.1882	WDR18	180.2922
WDR19	794.4941	WDR19	930.0591
WDR1	4540.5544	WDR1	3976.0647
WDR20	617.2252	WDR20	548.0261
WDR24	340.6445	WDR24	157.2894
WDR25	265.7747	WDR25	151.6941
WDR26	4953.7531	WDR26	3404.4141
WDR27	151.2832	WDR27	152.6267
WDR31	192.9633	WDR31	101.9583
WDR33	1245.5136	WDR33	1439.5399
WDR34	984.6273	WDR34	393.2235
WDR35	778.5425	WDR35	608.9524
WDR36	897.6651	WDR36	1019.2726
WDR37	565.511	WDR37	567.2987
WDR3	851.8685	WDR3	898.0417
WDR41	630.8613	WDR41	779.2975
WDR43	740.4644	WDR43	830.8984
WDR44	473.6605	WDR44	557.3516
WDR45L	1549.3664	WDR45L	1766.2418
WDR45	1123.0462	WDR45	1207.0252
WDR46	579.4044	WDR46	579.7327
WDR47	475.4615	WDR47	576.3133
WDR48	1441.5643	WDR48	1527.1993
WDR4	101.1128	WDR4	73.982
WDR52	972.0203	WDR52	230.6497
WDR53	180.0991	WDR53	141.1253
WDR54	165.9484	WDR54	77.7122
WDR55	780.8117	WDR55	448.051
WDR59	429.1503	WDR59	578.8001
WDR5B	535.666	WDR5B	346.9071
WDR5	676.6579	WDR5	678.5825
WDR60	607.1911	WDR60	638.4831
WDR61	1099.3761	WDR61	882.8101
WDR62	156.4289	WDR62	5.9061
WDR63	6.9467	WDR63	11.5014
WDR65	45.282	removed	removed
WDR66	61.491	WDR66	58.7504
WDR67	124.2683	WDR67	107.5536
WDR6	3464.0561	WDR6	2276.3693
WDR70	748.4402	WDR70	458.1909
WDR72	23.9274	removed	removed
WDR73	427.2541	WDR73	272.6205
WDR74	287.9012	WDR74	309.2944
WDR75	907.1847	WDR75	755.9838
WDR76	266.5466	WDR76	85.4834
WDR77	716.0224	WDR77	612.9935
WDR78	289.1876	WDR78	98.2282
WDR7	992.0885	WDR7	868.2002
WDR81	403.9365	WDR81	913.8949
WDR82	2400.9777	WDR82	3658.0665
WDR83	115.2685	WDR83	110.0404
WDR85	209.6868	WDR85	243.7053
WDR86	8.2331	WDR86	160.4601
WDR88	8.4904	removed	removed
WDR89	387.213	WDR89	289.7109
WDR8	392.8732	WDR8	297.4821
WDR90	427.6066	WDR90	187.1309
WDR91	302.5664	WDR91	518.8063
WDR92	299.479	WDR92	281.6288
WDR93	71.5251	WDR93	21.4486
WDSUB1	310.2849	WDSUB1	232.5148
WDTC1	2428.2498	WDTC1	2231.2714
WDYHV1	226.9248	WDYHV1	133.3541
WEE1	1319.0969	WEE1	423.9975
WFDC1	31.3887	WFDC1	14.6099
WFDC2	604.8755	WFDC2	426.1735
WFDC3	5.403	removed	removed
WFIKKN1	11.0632	removed	removed
removed	removed	WFIKKN2	7.7712
WFS1	760.018	WFS1	1711.2216
WHAMML1	139.7054	WHAMML1	281.9397
WHAMML2	50.685	WHAMML2	140.1927
WHAMM	397.7616	WHAMM	502.6422
WHSC1L1	1471.4093	WHSC1L1	1531.862
WHSC1	1948.6718	WHSC1	1334.784
WHSC2	360.97	WHSC2	292.1977
WIBG	466.9711	WIBG	344.7311
removed	removed	WIF1	40.7212
WIPF1	903.5827	WIPF1	2025.8004
WIPF2	1616.7749	WIPF2	1206.0926
removed	removed	WIPF3	23.6245
WIPI1	780.3435	WIPI1	873.4846
WIPI2	1329.3883	WIPI2	1879.7016
WISP1	413.1987	WISP1	23.9353
WISP2	350.9359	WISP2	4123.7177
removed	removed	WISP3	21.4486
WIZ	954.525	WIZ	1014.299
WLS	605.385	WLS	1854.5228
WNK1	5710.4264	WNK1	9018.6509
WNK2	283.2521	WNK2	209.7016
WNK3	8.4904	WNK3	14.6099
WNK4	762.4468	WNK4	139.4529
removed	removed	WNT10A	11.8122
removed	removed	WNT10B	25.4896
WNT11	13.6361	WNT11	678.2717
WNT2B	15.4371	WNT2B	25.4896
WNT2	78.729	WNT2	139.2602
WNT3	20.5827	removed	removed
WNT4	350.6786	WNT4	57.1961
WNT5A	917.476	WNT5A	228.1629
WNT5B	95.7098	WNT5B	109.4187
removed	removed	WNT6	5.9061
WNT7B	294.5906	WNT7B	62.4806
WNT9A	16.2089	WNT9A	15.2316
removed	removed	WNT9B	18.6509
WRAP53	176.4971	WRAP53	110.3513
WRB	890.4612	WRB	431.4579
WRNIP1	996.4623	WRNIP1	615.1694
WRN	480.6072	WRN	495.4678
WSB1	1523.638	WSB1	2138.9493
WSB2	1597.7359	WSB2	1760.6466
WSCD1	6.9467	WSCD1	254.8959
removed	removed	WSCD2	81.4423
WTAP	1683.4116	WTAP	1766.8635
WTIP	163.1183	WTIP	377.0594
WWC1	938.5734	WWC1	475.2875
WWC2	483.6946	WWC2	1020.516
WWC3	1720.2033	WWC3	1175.0078
WWOX	178.0408	WWOX	378.9245
WWP1	5598.2505	WWP1	2761.89
WWP2	844.6646	WWP2	1200.8082
