gene_id	TCGA-BH-A18R-01A-11R-A12D-07	gene_id	TCGA-BH-A18R-11A-42R-A12D-07
ANKRD56	97.1768	ANKRD56	81.141
ANKRD57	378.9004	ANKRD57	967.0365
ANKRD58	6.5379	ANKRD58	5.7052
ANKRD5	447.2511	ANKRD5	212.0444
ANKRD6	141.7831	ANKRD6	411.103
ANKRD9	26.4487	ANKRD9	50.3962
ANKS1A	1183.9525	ANKS1A	1636.767
ANKS1B	1332.5409	ANKS1B	109.3502
ANKS3	128.6776	ANKS3	216.4818
ANKS6	217.8306	ANKS6	300.4754
ANKZF1	514.1159	ANKZF1	654.8336
ANLN	1742.9421	ANLN	33.2805
ANO10	895.6909	ANO10	839.9366
ANO1	8820.8024	ANO1	7247.2266
ANO2	14.2645	ANO2	66.561
removed	removed	ANO3	87.4802
ANO5	268.0535	ANO5	90.9667
ANO6	2970.2823	ANO6	7534.0729
ANO7	12.4814	ANO7	12.6783
ANO8	204.1605	ANO8	254.8336
ANO9	126.5973	ANO9	103.962
ANP32A	3227.9346	ANP32A	2296.038
ANP32B	3321.2481	ANP32B	2463.0745
ANP32E	3106.0921	ANP32E	1134.3899
ANPEP	266.2704	ANPEP	3334.7068
ANTXR1	2025.26	ANTXR1	3179.7147
ANTXR2	422.8826	ANTXR2	3041.2044
ANUBL1	204.4577	ANUBL1	302.3772
ANXA11	2685.5869	ANXA11	3338.5103
removed	removed	ANXA13	6.0222
ANXA1	1180.0892	ANXA1	9608.5578
ANXA2P1	39.8217	ANXA2P1	44.0571
ANXA2P2	1936.4042	ANXA2P2	3422.8209
ANXA2	6086.7756	ANXA2	10483.3597
ANXA3	719.1679	ANXA3	831.6957
ANXA4	1040.416	ANXA4	1324.2472
ANXA5	3571.471	ANXA5	8279.8732
ANXA6	6696.5825	ANXA6	7794.9287
ANXA7	1771.7682	ANXA7	2771.1569
ANXA8L2	25.8544	ANXA8L2	495.7211
ANXA8	37.4443	ANXA8	762.599
ANXA9	1063.893	ANXA9	193.6609
AOAH	109.6582	AOAH	95.4041
AOC2	7.1322	AOC2	59.588
AOC3	217.2363	AOC3	12493.5024
AOX1	66.5676	AOX1	547.0681
AP1AR	939.6731	AP1AR	614.2631
AP1B1	3069.5394	AP1B1	2034.8653
AP1G1	3723.6256	AP1G1	2495.0872
AP1G2	1551.4562	AP1G2	1021.3217
AP1M1	645.1709	AP1M1	964.8177
AP1M2	2532.2437	AP1M2	631.6957
AP1S1	463.2987	AP1S1	384.4691
AP1S2	191.0847	AP1S2	331.8542
AP1S3	136.7013	AP1S3	83.0428
AP2A1	2848.11	AP2A1	1568.0444
AP2A2	1358.6924	AP2A2	1619.0174
AP2B1	6360.7727	AP2B1	6720.4437
AP2M1	5809.8068	AP2M1	4339.4612
AP2S1	1351.8574	AP2S1	566.0856
AP3B1	1620.208	AP3B1	1216.1648
AP3B2	7.7266	AP3B2	52.6149
AP3D1	3688.2615	AP3D1	2498.5737
AP3M1	1759.8811	AP3M1	1478.6054
AP3M2	646.6568	AP3M2	539.1442
AP3S1	873.6999	AP3S1	800.9509
AP3S2	1483.3165	AP3S2	1659.5563
AP4B1	276.8053	AP4B1	319.3407
AP4E1	703.4175	AP4E1	395.5626
AP4M1	223.5007	AP4M1	231.4802
AP4S1	73.997	AP4S1	74.8019
APAF1	673.6999	APAF1	643.4231
APBA1	86.4785	APBA1	621.5531
APBA2	12.1842	APBA2	98.5737
APBA3	112.0357	APBA3	113.4707
APBB1IP	127.1917	APBB1IP	536.2916
APBB1	465.0817	APBB1	886.8463
APBB2	2033.2838	APBB2	2865.9271
APBB3	110.847	APBB3	296.038
APC2	5.3819	APC2	5.1189
APCDD1L	24.9629	APCDD1L	348.6529
APCDD1	298.9599	APCDD1	2060.8558
APC	1415.4532	APC	1712.5198
APEH	5169.688	APEH	1317.5911
APEX1	2885.5869	APEX1	2355.9429
APEX2	605.6464	APEX2	350.2377
APH1A	5186.0327	APH1A	3783.8352
APH1B	192.2734	APH1B	968.9382
API5	3690.3418	API5	2662.1236
APIP	345.8722	APIP	486.7607
APITD1	165.9108	APITD1	132.8368
APLF	19.0193	APLF	90.0158
APLNR	394.948	APLNR	727.7338
APLN	61.2184	APLN	190.1743
APLP1	93.6107	APLP1	27.2583
APLP2	8613.0758	APLP2	16083.3597
APOA1BP	2164.3388	APOA1BP	794.6117
APOB48R	75.1857	APOB48R	103.0111
APOBEC3A	15.162	removed	removed
APOBEC3B	413.9614	APOBEC3B	34.5483
APOBEC3C	118.2764	APOBEC3C	408.5578
APOBEC3D	82.6152	APOBEC3D	110.3011
APOBEC3F	164.9331	APOBEC3F	218.3835
APOBEC3G	176.523	APOBEC3G	261.8067
APOBEC3H	5.052	removed	removed
removed	removed	APOB	535.9746
APOC1	865.9733	APOC1	224.0887
APOC2	21.3967	removed	removed
APOD	2544.4279	APOD	35972.7417
APOE	1102.526	APOE	980.0317
APOL1	658.2467	APOL1	1085.2615
APOL2	712.0357	APOL2	656.1014
APOL3	583.6553	APOL3	1205.0713
APOL4	322.734	APOL4	271.3154
APOL6	979.1976	APOL6	4013.3122
APOLD1	377.1174	APOLD1	1082.4089
APOM	85.8841	APOM	42.8241
APOOL	305.7949	APOOL	336.2916
APOO	223.1798	APOO	132.1712
APPBP2	16921.2481	APPBP2	1644.0571
APPL1	1431.4978	APPL1	2257.3661
APPL2	940.8618	APPL2	1349.2868
APP	10913.5215	APP	27761.0143
APRT	2241.0104	APRT	932.1712
APTX	770.8767	APTX	476.3867
AQP11	570.2823	AQP11	39.3027
AQP1	1881.7028	AQP1	11528.6815
removed	removed	AQP2	6.3391
AQP3	145.6166	AQP3	930.9033
removed	removed	AQP4	49.1284
AQP5	37.1471	AQP5	497.3059
removed	removed	AQP6	19.3344
AQP7P1	6.5379	AQP7P1	377.1791
removed	removed	AQP7P3	48.4945
AQP7	6.5379	AQP7	1946.4342
AQP9	7.4294	removed	removed
removed	removed	AQPEP	329.8288
AQR	1463.5958	AQR	1274.168
ARAF	1099.5542	ARAF	996.1965
ARAP1	1451.37	ARAP1	2444.038
ARAP2	338.1872	ARAP2	331.5372
ARAP3	137.89	ARAP3	601.2678
ARCN1	3686.7756	ARCN1	4183.5182
ARC	125.4086	ARC	35.4992
AREG	19.3165	AREG	77.9715
ARF1	14152.4517	ARF1	6314.4216
ARF3	8087.0728	ARF3	4031.0618
ARF4	2700.7429	ARF4	2765.1347
ARF5	1374.6686	ARF5	1435.4992
ARF6	3783.0609	ARF6	2753.4073
ARFGAP1	1570.2823	ARFGAP1	845.0079
ARFGAP2	2071.9168	ARFGAP2	2007.607
ARFGAP3	350.0743	ARFGAP3	740.729
ARFGEF1	1841.4235	ARFGEF1	1997.0777
ARFGEF2	4022.2883	ARFGEF2	3159.4295
ARFIP1	2516.4933	ARFIP1	1132.8051
ARFIP2	3222.5854	ARFIP2	1050.7132
ARFRP1	420.208	ARFRP1	437.084
ARG2	291.9673	ARG2	211.046
ARGLU1	1204.1605	ARGLU1	3118.225
ARHGAP10	554.2348	ARHGAP10	651.3471
ARHGAP11A	1201.1887	ARHGAP11A	79.2393
ARHGAP11B	83.2095	ARHGAP11B	9.5309
ARHGAP12	882.6152	ARHGAP12	1563.233
ARHGAP15	69.8366	ARHGAP15	73.5341
ARHGAP17	873.6999	ARHGAP17	1282.0919
ARHGAP18	923.0312	ARHGAP18	684.6276
ARHGAP19	890.3418	ARHGAP19	1024.4057
ARHGAP1	4233.2838	ARHGAP1	3295.7211
ARHGAP20	34.7697	ARHGAP20	408.8748
ARHGAP21	1072.214	ARHGAP21	3672.2662
ARHGAP22	25.26	ARHGAP22	40.8875
ARHGAP23	197.6226	ARHGAP23	930.9033
ARHGAP24	118.8707	ARHGAP24	380.0317
ARHGAP25	176.523	ARHGAP25	439.9366
ARHGAP26	312.63	ARHGAP26	1007.9239
ARHGAP27	454.3566	ARHGAP27	514.1046
ARHGAP28	98.3655	ARHGAP28	308.3994
ARHGAP29	2395.5423	ARHGAP29	3373.6926
ARHGAP30	365.2303	ARHGAP30	387.9556
ARHGAP31	442.1991	ARHGAP31	1486.2124
ARHGAP32	1758.3952	ARHGAP32	1914.1046
ARHGAP33	104.0119	ARHGAP33	213.9461
ARHGAP39	812.4814	ARHGAP39	140.412
ARHGAP42	122.6835	ARHGAP42	312.2029
ARHGAP4	413.6701	ARHGAP4	247.2266
ARHGAP5	1974.4428	ARHGAP5	3598.0983
ARHGAP6	29.1233	ARHGAP6	272.2662
ARHGAP8	2061.8484	ARHGAP8	314.9635
ARHGAP9	96.5825	ARHGAP9	75.7528
ARHGDIA	2925.7058	ARHGDIA	2734.3899
ARHGDIB	3045.1709	ARHGDIB	3006.3391
ARHGDIG	10.2675	ARHGDIG	10.0983
ARHGEF10L	560.7727	ARHGEF10L	994.6117
ARHGEF10	635.6612	ARHGEF10	1100.7924
ARHGEF11	1442.1991	ARHGEF11	1630.7448
ARHGEF12	4055.2749	ARHGEF12	6624.4057
ARHGEF15	138.7816	ARHGEF15	818.3835
ARHGEF16	363.1501	ARHGEF16	195.2456
ARHGEF17	1079.9406	ARHGEF17	1818.0666
ARHGEF18	658.841	ARHGEF18	685.5784
ARHGEF19	308.7667	ARHGEF19	334.3899
ARHGEF1	736.107	ARHGEF1	1004.4374
ARHGEF2	2207.4294	ARHGEF2	1812.6783
removed	removed	ARHGEF33	16.7987
ARHGEF35	369.688	ARHGEF35	705.2298
ARHGEF37	714.1159	ARHGEF37	1928.0507
ARHGEF38	51.1144	ARHGEF38	37.7179
ARHGEF3	583.3581	ARHGEF3	859.9049
ARHGEF4	19.6137	ARHGEF4	261.1727
ARHGEF5	282.9123	ARHGEF5	531.2203
ARHGEF6	2396.7311	ARHGEF6	4038.0349
ARHGEF7	1338.1872	ARHGEF7	2165.7686
ARHGEF9	572.0654	ARHGEF9	1145.4834
ARID1A	2853.789	ARID1A	2908.7163
ARID1B	2136.7013	ARID1B	2751.8225
ARID2	1900.4458	ARID2	1115.6894
ARID3A	250.5201	ARID3A	88.1141
ARID3B	162.5557	ARID3B	138.8273
ARID4A	655.5721	ARID4A	1030.7448
ARID4B	3103.7504	ARID4B	1816.7385
ARID5A	692.1248	ARID5A	1314.1046
ARID5B	907.578	ARID5B	3794.9287
ARIH1	2060.3269	ARIH1	2220.6022
ARIH2	2503.4056	ARIH2	1837.401
ARL10	14.8588	ARL10	73.5341
ARL11	144.4279	ARL11	24.4057
ARL13B	180.3863	ARL13B	275.1189
ARL15	244.8737	ARL15	460.2219
ARL16	729.2719	ARL16	400.6339
ARL17A	29.162	ARL17A	88.5547
ARL1	2885.5869	ARL1	2239.9366
ARL2BP	1327.4889	ARL2BP	1386.0539
ARL2	302.2288	ARL2	902.3772
ARL3	722.1397	ARL3	614.897
ARL4A	505.2006	ARL4A	1231.3788
ARL4C	857.6523	ARL4C	1537.5594
ARL4D	34.1753	ARL4D	181.2995
ARL5A	1205.052	ARL5A	912.2029
ARL5B	473.4027	ARL5B	271.6323
ARL6IP1	8031.5007	ARL6IP1	4740.412
ARL6IP4	1573.5513	ARL6IP4	1197.1474
ARL6IP5	3150.3715	ARL6IP5	4583.2013
ARL6IP6	282.9123	ARL6IP6	298.2567
ARL6	57.6523	ARL6	84.6276
ARL8A	1099.2571	ARL8A	928.6846
ARL8B	2874.5914	ARL8B	1983.5182
ARL9	16.3447	ARL9	5.0713
ARMC10	689.7771	ARMC10	652.6022
ARMC1	515.0074	ARMC1	763.233
ARMC2	26.4487	ARMC2	64.3423
ARMC3	37.7415	ARMC3	6.3391
removed	removed	ARMC4	6.6561
ARMC5	194.6508	ARMC5	200.317
ARMC6	863.2987	ARMC6	421.5372
ARMC7	408.321	ARMC7	223.4548
ARMC8	1142.0505	ARMC8	854.8336
ARMC9	360.7727	ARMC9	197.1474
ARMCX1	377.1174	ARMCX1	974.6434
ARMCX2	1668.6478	ARMCX2	901.1094
ARMCX3	1372.9569	ARMCX3	1945.1664
ARMCX5	315.899	ARMCX5	413.9461
ARMCX6	160.7727	ARMCX6	230.4279
ARNT2	354.2348	ARNT2	264.3423
ARNTL2	39.5245	ARNTL2	58.0032
ARNTL	243.9822	ARNTL	207.9239
ARNT	1061.2184	ARNT	2232.9635
ARPC1A	1920.3061	ARPC1A	1991.2456
ARPC1B	1334.0773	ARPC1B	650.5927
ARPC2	3777.4146	ARPC2	2746.7512
ARPC3	5443.685	ARPC3	1830.4279
ARPC4	3984.5944	ARPC4	2019.0428
ARPC5L	893.0163	ARPC5L	310.6181
ARPC5	2982.1694	ARPC5	1893.8193
ARPM1	51.7088	ARPM1	38.9857
ARPP19	4343.5364	ARPP19	4187.3217
ARRB1	1447.5483	ARRB1	1464.9762
ARRB2	542.3477	ARRB2	443.1062
ARRDC1	2965.5275	ARRDC1	446.9097
ARRDC2	392.8678	ARRDC2	440.2536
ARRDC3	3246.0624	ARRDC3	4854.1997
ARRDC4	518.8707	ARRDC4	1358.1616
ARSA	143.2392	ARSA	411.7274
ARSB	355.7207	ARSB	195.8796
ARSD	2787.5186	ARSD	2780.0317
ARSE	13.373	ARSE	33.9144
ARSG	1205.3492	ARSG	294.4532
ARSI	28.8262	ARSI	10.1426
ARSJ	37.1471	ARSJ	168.3043
ARSK	68.0535	ARSK	246.9097
removed	removed	ART3	8.2409
ART4	8.6181	ART4	37.7179
removed	removed	ART5	14.2631
ARV1	534.6211	ARV1	352.1395
ARVCF	91.8276	ARVCF	295.4041
ARX	33.2838	removed	removed
AR	1005.3492	AR	956.2599
AS3MT	76.0773	AS3MT	271.1569
ASAH1	3408.6181	ASAH1	6084.3106
ASAH2B	27.6374	ASAH2B	8.5578
ASAH2	18.1278	ASAH2	9.1918
ASAM	134.6211	ASAM	1413.3122
ASAP1	1364.0416	ASAP1	1181.2995
ASAP2	1007.4294	ASAP2	953.0903
ASAP3	819.0193	ASAP3	1135.0238
ASB13	435.6612	ASB13	810.4596
ASB14	5.9465	ASB14	16.8019
ASB16	6.8053	ASB16	15.2837
ASB1	380.3418	ASB1	922.3518
ASB2	19.3165	ASB2	58.3201
ASB3	216.9391	ASB3	323.9303
ASB6	553.9257	ASB6	636.6149
ASB7	594.3536	ASB7	578.7639
ASB8	1477.8603	ASB8	904.9128
ASB9	8.321	ASB9	32.6466
ASCC1	205.052	ASCC1	400.9509
ASCC2	1353.6404	ASCC2	1102.0602
ASCC3	1347.1025	ASCC3	1117.2742
ASCL2	23.477	ASCL2	21.87
ASF1A	759.8811	ASF1A	502.6941
ASF1B	763.1501	ASF1B	34.2314
ASGR1	8.9153	ASGR1	10.4596
ASH1L	3882.0059	ASH1L	4735.8479
ASH2L	1330.1634	ASH2L	1233.2805
ASL	605.9435	ASL	390.8082
ASMTL	1621.0817	ASMTL	667.4897
ASNA1	1379.4948	ASNA1	772.7417
ASNSD1	1150.0743	ASNSD1	1143.2647
ASNS	526.3001	ASNS	374.6434
removed	removed	ASPA	115.0555
removed	removed	ASPG	30.4279
ASPHD1	20.5052	ASPHD1	10.1426
ASPHD2	46.3596	ASPHD2	42.1553
ASPH	1171.2036	ASPH	10518.71
ASPM	2326.003	ASPM	28.2092
ASPN	235.0669	ASPN	225.0396
ASPRV1	30.9302	ASPRV1	109.0555
ASPSCR1	206.8351	ASPSCR1	164.5008
ASRGL1	87.37	ASRGL1	87.1632
ASS1	567.3105	ASS1	2522.6624
ASTE1	278.4339	ASTE1	277.5214
removed	removed	ASTN1	88.1141
ASTN2	85.8841	ASTN2	216.1648
ASXL1	1687.37	ASXL1	2536.9255
ASXL2	901.3373	ASXL2	1218.3835
ASXL3	5.052	ASXL3	25.6735
ATAD1	1576.523	ATAD1	1205.3883
ATAD2B	597.6226	ATAD2B	391.4422
ATAD2	3443.0906	ATAD2	714.7385
ATAD3A	380.3863	ATAD3A	258.3201
ATAD3B	109.9554	ATAD3B	183.2013
ATAD3C	97.1768	ATAD3C	97.3059
ATAD5	450.8172	ATAD5	89.6989
ATE1	546.8053	ATE1	439.3027
ATF1	715.899	ATF1	538.5103
ATF2	530.1634	ATF2	681.458
ATF3	851.4116	ATF3	3235.1823
ATF4	5234.4725	ATF4	5796.5135
ATF5	425.5572	ATF5	560.3803
ATF6B	2347.6315	ATF6B	1720.2409
ATF6	2640.416	ATF6	1682.4089
ATF7IP2	114.1159	ATF7IP2	81.141
ATF7IP	2591.679	ATF7IP	1890.0158
ATF7	1758.8202	ATF7	2754.9097
ATG10	70.4309	ATG10	134.0729
ATG12	537.5929	ATG12	539.7781
ATG16L1	1106.3893	ATG16L1	676.3867
ATG16L2	349.9168	ATG16L2	327.3312
ATG2A	756.6122	ATG2A	712.5198
ATG2B	1191.3819	ATG2B	1690.9667
ATG3	948.2912	ATG3	641.2044
ATG4A	290.0446	ATG4A	297.9398
ATG4B	723.3284	ATG4B	722.3455
ATG4C	192.5706	ATG4C	248.1775
ATG4D	361.5007	ATG4D	170.8748
ATG5	531.6493	ATG5	807.607
ATG7	929.1293	ATG7	621.7211
ATG9A	1277.0847	ATG9A	1380.5927
ATG9B	65.1679	ATG9B	10.2187
ATHL1	1017.2363	ATHL1	1700.1585
ATIC	2651.4116	ATIC	1255.1506
ATL1	101.3373	ATL1	498.8906
ATL2	2316.7905	ATL2	1923.9303
ATL3	366.7162	ATL3	688.4311
ATMIN	2283.2095	ATMIN	2417.4326
ATM	694.7964	ATM	2215.2139
ATN1	4420.208	ATN1	5711.252
ATOH8	34.4725	ATOH8	400.317
ATOX1	1271.3224	ATOX1	483.6767
ATP10A	97.7712	ATP10A	264.9762
ATP10B	15.4532	ATP10B	44.374
ATP10D	333.4324	ATP10D	694.7702
ATP11A	528.6776	ATP11A	1025.3566
ATP11B	869.5394	ATP11B	2148.336
ATP11C	475.7801	ATP11C	902.6941
removed	removed	ATP12A	32.9635
ATP13A1	1954.2348	ATP13A1	878.6054
ATP13A2	498.9599	ATP13A2	732.4881
ATP13A3	3507.2808	ATP13A3	1884.9445
ATP13A4	28.8262	ATP13A4	320.7607
ATP13A5	6.8351	ATP13A5	297.3059
ATP1A1	19544.419	ATP1A1	16475.4231
ATP1A2	15.4532	ATP1A2	900.4754
ATP1A3	58.841	ATP1A3	6.3391
ATP1A4	35.0669	ATP1A4	27.8922
ATP1B1	4231.8366	ATP1B1	3678.4311
ATP1B2	34.1753	ATP1B2	231.6957
ATP1B3	1930.7578	ATP1B3	1051.664
ATP2A1	9.8068	ATP2A1	8.5578
ATP2A2	10287.0728	ATP2A2	4864.9762
ATP2A3	4311.4413	ATP2A3	771.4739
ATP2B1	2320.6538	ATP2B1	1751.5055
removed	removed	ATP2B2	9.8257
ATP2B3	28.2318	removed	removed
ATP2B4	4320.951	ATP2B4	6316.3233
ATP2C1	4378.0297	ATP2C1	2832.7797
ATP2C2	1049.0342	ATP2C2	230.1109
ATP5A1	15077.266	ATP5A1	9833.2805
ATP5B	32612.1842	ATP5B	10322.9794
ATP5C1	4066.2704	ATP5C1	2176.8621
ATP5D	604.7548	ATP5D	429.1601
ATP5EP2	38.9302	ATP5EP2	21.2361
ATP5E	4256.4636	ATP5E	2532.1712
ATP5F1	4364.3388	ATP5F1	2118.859
ATP5G1	1419.6137	ATP5G1	437.084
ATP5G2	7023.1798	ATP5G2	4543.8986
ATP5G3	4447.5483	ATP5G3	2161.0143
ATP5H	4241.3076	ATP5H	1433.2805
ATP5I	1550.6033	ATP5I	762.6941
ATP5J2	1369.3908	ATP5J2	687.7496
ATP5J	1371.5572	ATP5J	1190.374
ATP5L	1451.7088	ATP5L	2335.0238
ATP5O	2807.7266	ATP5O	2721.0777
ATP5SL	729.2719	ATP5SL	595.8796
ATP5S	165.5275	ATP5S	151.1886
ATP6AP1L	46.6568	ATP6AP1L	91.9176
ATP6AP1	4194.0565	ATP6AP1	2433.5975
ATP6AP2	2425.5572	ATP6AP2	2886.8463
ATP6V0A1	623.1798	ATP6V0A1	1541.3629
ATP6V0A2	474.8886	ATP6V0A2	472.5832
ATP6V0A4	1533.3373	ATP6V0A4	103.4802
ATP6V0B	2092.7192	ATP6V0B	783.2013
ATP6V0C	1531.9346	ATP6V0C	1149.9208
ATP6V0D1	1642.7935	ATP6V0D1	1102.0602
ATP6V0E1	2652.6003	ATP6V0E1	2121.3946
ATP6V0E2	722.7281	ATP6V0E2	764.0634
ATP6V1A	3808.0238	ATP6V1A	1673.2171
ATP6V1B1	63.5958	ATP6V1B1	287.7971
ATP6V1B2	1940.5646	ATP6V1B2	1572.7417
ATP6V1C1	3115.899	ATP6V1C1	1735.6577
ATP6V1C2	101.0639	ATP6V1C2	58.8241
ATP6V1D	1064.1902	ATP6V1D	823.4548
ATP6V1E1	2284.6954	ATP6V1E1	1941.046
ATP6V1E2	28.529	ATP6V1E2	83.9937
ATP6V1F	1477.8514	ATP6V1F	803.4865
ATP6V1G1	1961.9614	ATP6V1G1	1690.0158
ATP6V1G2	176.8202	ATP6V1G2	22.8938
ATP6V1H	742.3477	ATP6V1H	916.3233
ATP7A	479.049	ATP7A	979.7147
ATP7B	1309.6582	ATP7B	379.3978
ATP8A1	619.3165	ATP8A1	529.6355
ATP8A2	877.8603	ATP8A2	20.2853
ATP8B1	3550.9302	ATP8B1	1218.336
ATP8B2	551.8574	ATP8B2	1374.3265
ATP8B3	11.8871	ATP8B3	19.9683
ATP8B4	48.4398	ATP8B4	160.6973
ATP8B5P	16.9391	ATP8B5P	23.1379
ATP9A	2961.0698	ATP9A	4960.3803
ATP9B	388.7073	ATP9B	602.2187
ATPAF1	1826.8559	ATPAF1	1398.2441
ATPAF2	253.1947	ATPAF2	212.6783
ATPBD4	87.6672	ATPBD4	160.6973
ATPIF1	809.2125	ATPIF1	610.7765
ATRIP	646.1872	ATRIP	274.0539
ATRNL1	13.9673	ATRNL1	208.5578
ATRN	1452.6003	ATRN	2607.607
ATRX	2068.0535	ATRX	3429.1601
ATR	1799.4056	ATR	1052.2979
ATXN10	3913.8187	ATXN10	1860.8558
ATXN1L	1438.214	ATXN1L	2307.3914
ATXN1	468.945	ATXN1	1374.0095
ATXN2L	1938.7816	ATXN2L	1918.542
ATXN2	1323.0312	ATXN2	879.2393
ATXN3	366.1218	ATXN3	625.0396
ATXN7L1	253.1947	ATXN7L1	353.4073
ATXN7L2	83.5067	ATXN7L2	77.6545
ATXN7L3B	4515.6018	ATXN7L3B	3972.1078
ATXN7L3	957.8009	ATXN7L3	1058.954
ATXN7	570.5795	ATXN7	932.8051
AUH	326.003	AUH	374.6434
AUP1	2195.26	AUP1	1497.7845
AURKAIP1	553.9376	AURKAIP1	490.3328
AURKAPS1	13.9673	AURKAPS1	5.0713
AURKA	1416.3447	AURKA	41.8384
AURKB	606.5379	removed	removed
AURKC	5.9435	AURKC	10.4596
AUTS2	390.1932	AUTS2	2580.0317
AVEN	252.8975	AVEN	160.6973
AVIL	49.9257	AVIL	45.9588
AVL9	752.4517	AVL9	446.2758
AVPI1	350.9658	AVPI1	390.1743
AVPR1A	28.529	AVPR1A	124.2472
removed	removed	AVPR2	110.935
AXIN1	557.5037	AXIN1	565.1347
AXIN2	102.2288	AXIN2	393.7433
AXL	1185.7355	AXL	2057.3693
AZGP1	5108.1724	AZGP1	15968.3043
AZI1	867.162	AZI1	148.336
AZI2	1162.5557	AZI2	1455.4675
AZIN1	9029.1233	AZIN1	3428.2092
AZU1	5.052	removed	removed
B2M	35034.1753	B2M	29494.7702
B3GALNT1	852.3031	B3GALNT1	390.1743
B3GALNT2	1147.3581	B3GALNT2	568.7607
removed	removed	B3GALT1	29.477
B3GALT2	9.2125	B3GALT2	38.9857
B3GALT4	146.8053	B3GALT4	155.626
B3GALT5	111.7385	B3GALT5	267.8288
B3GALT6	161.6642	B3GALT6	361.9651
B3GALTL	197.6226	B3GALTL	246.9097
B3GAT1	10.9955	B3GAT1	101.1094
B3GAT2	6.3923	B3GAT2	12.9952
B3GAT3	265.9733	B3GAT3	347.0681
B3GNT1	556.0178	B3GNT1	727.7338
B3GNT2	1505.7949	B3GNT2	1095.4041
B3GNT3	39.5245	B3GNT3	303.962
B3GNT4	5.3492	removed	removed
B3GNT5	124.2199	B3GNT5	518.542
B3GNT7	94.5022	B3GNT7	87.4802
B3GNT8	36.5527	B3GNT8	56.7353
B3GNT9	133.1857	B3GNT9	183.1347
B3GNTL1	27.8306	B3GNTL1	50.7036
B4GALNT1	56.0475	B4GALNT1	26.412
B4GALNT2	47.8455	removed	removed
B4GALNT3	35.364	B4GALNT3	70.0475
B4GALNT4	627.0431	B4GALNT4	158.1616
B4GALT1	3481.4264	B4GALT1	3308.0824
B4GALT2	1173.5513	B4GALT2	718.225
B4GALT3	1731.3522	B4GALT3	748.6529
B4GALT4	693.9079	B4GALT4	373.6926
B4GALT5	1119.4651	B4GALT5	1962.916
B4GALT6	56.1664	B4GALT6	188.5895
B4GALT7	241.0104	B4GALT7	287.1632
B9D1	195.2571	B9D1	126.5959
B9D2	54.3536	B9D2	48.1775
BAALC	25.26	BAALC	175.9113
BACE1	726.3001	BACE1	1454.8336
BACE2	494.7994	BACE2	842.7892
BACH1	575.0371	BACH1	1121.0777
BACH2	90.3418	BACH2	362.916
BAD	211.3135	BAD	379.3978
BAG1	1713.3908	BAG1	1237.2868
BAG2	95.6909	BAG2	130.9033
BAG3	2631.7979	BAG3	1191.1252
BAG4	275.4829	BAG4	287.4802
BAG5	1575.0371	BAG5	1843.7401
BAGE2	5.8158	BAGE2	13.5911
BAHCC1	482.6152	BAHCC1	503.0111
BAHD1	1479.3462	BAHD1	757.5277
BAI1	6.2407	BAI1	24.7227
BAI2	156.9094	BAI2	113.1537
BAI3	5.3492	BAI3	18.0666
BAIAP2L1	673.6999	BAIAP2L1	410.7765
removed	removed	BAIAP2L2	9.5087
BAIAP2	1908.416	BAIAP2	679.8732
BAIAP3	142.0059	BAIAP3	176.6022
BAK1	1826.7459	BAK1	219.6513
BAMBI	1426.1516	BAMBI	782.5674
BANF1	3610.6984	BANF1	1296.355
BANK1	34.1753	BANK1	159.7464
BANP	204.7548	BANP	226.6244
BAP1	899.8514	BAP1	1665.2932
BARD1	193.7593	BARD1	77.6545
removed	removed	BARX1	5.0713
BARX2	134.9183	BARX2	774.9604
BASP1	216.0475	BASP1	128.6846
BAT1	6690.6389	BAT1	5647.1537
BAT2L1	6885.4383	BAT2L1	8619.0777
BAT2L2	8592.5706	BAT2L2	6213.3122
BAT2	10602.9718	BAT2	6300.7924
BAT3	4987.5186	BAT3	3535.6228
BAT4	387.2214	BAT4	357.5277
BAT5	1040.7132	BAT5	624.7227
BATF2	63.2987	BATF2	71.3154
BATF3	11.8871	BATF3	9.8257
BATF	146.211	BATF	70.3645
BAX	279.049	BAX	226.9414
BAZ1A	1513.8187	BAZ1A	953.4073
BAZ1B	3569.688	BAZ1B	2625.9905
BAZ2A	5569.6731	BAZ2A	3978.9794
BAZ2B	888.6686	BAZ2B	1663.6418
BBC3	146.8053	BBC3	103.0111
BBOX1	105.4978	BBOX1	415.5309
BBS10	381.8722	BBS10	666.2441
BBS12	76.3744	BBS12	184.4691
BBS1	1299.8514	BBS1	1158.1616
BBS2	663.2987	BBS2	1318.542
BBS4	352.4517	BBS4	471.3154
BBS5	165.7325	BBS5	213.8827
BBS7	255.2749	BBS7	370.206
BBS9	143.2392	BBS9	374.3265
BBX	1953.6404	BBX	2930.5864
BCAM	3121.2481	BCAM	3453.2488
removed	removed	BCAN	15.2139
BCAP29	1087.6672	BCAP29	1390.4913
BCAP31	3822.5854	BCAP31	4248.4945
BCAR1	991.0847	BCAR1	701.4263
BCAR3	424.9629	BCAR3	860.2092
BCAS1	2835.364	BCAS1	462.7575
BCAS2	594.8232	BCAS2	700.58
BCAS3	857.3551	BCAS3	632.3296
BCAS4	495.9881	BCAS4	311.8859
BCAT1	199.7028	BCAT1	134.7068
