gene_id	TCGA-BH-A18V-01A-11R-A12D-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
KDM3A	1993.8686	KDM3A	1346.0765
KDM3B	2102.9083	KDM3B	1844.1883
KDM4A	1342.2819	KDM4A	989.8628
KDM4B	595.5754	KDM4B	1537.3945
KDM4C	772.8892	KDM4C	454.5638
KDM4D	88.8226	KDM4D	48.4411
KDM5A	2860.1773	KDM5A	1051.0259
KDM5B	3397.796	KDM5B	1438.0657
KDM5C	2788.9635	KDM5C	2071.7149
KDM6A	777.5292	KDM6A	576.8899
KDM6B	376.8332	KDM6B	1071.5767
KDR	712.9008	KDR	523.5557
KDSR	1038.3627	KDSR	1833.4237
KEAP1	2107.5483	KEAP1	2089.8192
removed	removed	KEL	6.361
removed	removed	KERA	20.5508
KGFLP1	13.2571	removed	removed
KGFLP2	45.8364	KGFLP2	122.7078
KHDC1	44.3384	KHDC1	31.3155
KHDRBS1	4503.1071	KHDRBS1	3964.3444
KHDRBS3	196.5366	KHDRBS3	220.6763
KHK	132.4252	KHK	266.94
KHNYN	1680.4938	KHNYN	2140.9906
KHSRP	2007.1257	KHSRP	1353.416
KIAA0020	1783.7435	KIAA0020	968.3334
KIAA0040	824.2605	KIAA0040	1646.5094
KIAA0090	1316.4305	KIAA0090	614.5663
KIAA0100	4539.3123	KIAA0100	3283.2914
KIAA0101	517.0271	removed	removed
KIAA0114	571.3812	KIAA0114	1506.079
KIAA0125	18.8914	KIAA0125	44.5267
KIAA0141	486.5358	KIAA0141	1726.266
KIAA0146	656.8896	KIAA0146	1242.8332
KIAA0174	4082.1941	KIAA0174	3620.3634
KIAA0182	2397.5474	KIAA0182	1751.7098
KIAA0195	1407.5135	KIAA0195	1883.8807
KIAA0196	4328.4448	KIAA0196	763.8042
removed	removed	KIAA0226	553.8926
KIAA0232	562.4327	KIAA0232	1154.7584
KIAA0240	966.443	KIAA0240	416.8874
KIAA0247	3810.092	KIAA0247	1732.1376
KIAA0284	1723.7551	KIAA0284	1162.098
KIAA0317	1493.0814	KIAA0317	571.0183
KIAA0319L	1435.7445	KIAA0319L	2003.2123
KIAA0355	783.1635	KIAA0355	754.5074
KIAA0368	5463.253	KIAA0368	2743.0406
KIAA0391	311.542	KIAA0391	436.4155
KIAA0406	593.2554	KIAA0406	409.0585
removed	removed	KIAA0408	169.3385
KIAA0415	313.1991	KIAA0415	656.6465
KIAA0427	501.45	KIAA0427	1037.3254
removed	removed	KIAA0430	2646.1583
KIAA0467	868.5558	KIAA0467	970.8044
KIAA0494	3050.7018	KIAA0494	2590.3776
KIAA0495	654.5696	KIAA0495	649.7963
KIAA0513	1217.3337	KIAA0513	273.0319
KIAA0528	1117.9054	KIAA0528	862.6437
KIAA0556	616.4554	KIAA0556	543.6172
KIAA0562	1606.7611	KIAA0562	549.9782
KIAA0564	828.9005	KIAA0564	388.5077
KIAA0586	228.6851	KIAA0586	238.7806
KIAA0649	599.5526	KIAA0649	670.3471
KIAA0652	2683.9009	KIAA0652	2292.3912
KIAA0664P3	60.9827	KIAA0664P3	19.5722
KIAA0664	1927.2516	KIAA0664	1726.266
KIAA0748	30.4913	KIAA0748	27.401
KIAA0753	230.3422	KIAA0753	412.4836
KIAA0754	273.7592	KIAA0754	9.7861
KIAA0776	967.4372	KIAA0776	478.0504
KIAA0802	204.4908	KIAA0802	103.2432
KIAA0831	301.2677	KIAA0831	624.3524
KIAA0892	1600.7954	KIAA0892	1358.7984
KIAA0895L	127.9311	KIAA0895L	374.8953
KIAA0895	83.8512	KIAA0895	129.1764
KIAA0907	2496.9757	KIAA0907	972.2479
KIAA0913	1292.2363	KIAA0913	1409.1967
KIAA0922	2110.8625	KIAA0922	598.9086
KIAA0947	3441.8759	KIAA0947	666.4326
KIAA1009	190.9023	KIAA1009	183.4892
KIAA1012	879.2775	KIAA1012	591.569
KIAA1024	122.6282	KIAA1024	10.2754
KIAA1033	1196.4537	KIAA1033	487.8365
KIAA1045	9.6114	KIAA1045	28.3797
KIAA1107	48.3884	KIAA1107	81.7138
KIAA1109	1201.7566	KIAA1109	1187.5418
KIAA1143	737.7579	KIAA1143	630.7134
KIAA1147	4733.4493	KIAA1147	908.6383
KIAA1161	237.965	KIAA1161	171.7459
KIAA1191	1385.6989	KIAA1191	1750.2419
KIAA1199	859.7233	KIAA1199	6.8503
removed	removed	KIAA1210	7.3396
KIAA1211	34.7999	KIAA1211	24.9545
KIAA1217	2364.0732	KIAA1217	2576.6771
KIAA1244	542.2156	KIAA1244	96.8823
KIAA1257	57.0056	KIAA1257	6.361
KIAA1267	1263.7335	KIAA1267	903.256
KIAA1274	216.0908	KIAA1274	350.342
KIAA1279	521.6671	KIAA1279	585.2081
KIAA1310	1742.315	KIAA1310	1697.397
KIAA1324L	161.7367	KIAA1324L	227.5266
KIAA1324	2648.7696	KIAA1324	10297.9008
KIAA1328	79.2112	KIAA1328	155.5988
KIAA1370	252.8793	KIAA1370	773.5903
KIAA1377	94.4569	KIAA1377	337.1307
KIAA1383	103.4054	KIAA1383	73.885
KIAA1407	79.2112	KIAA1407	256.3955
KIAA1409	5.9657	removed	removed
KIAA1429	3365.979	KIAA1429	1615.1939
KIAA1430	1138.1225	KIAA1430	458.9675
KIAA1432	1022.0499	KIAA1432	368.3875
KIAA1462	630.3753	KIAA1462	591.0797
KIAA1467	360.9247	KIAA1467	561.7215
KIAA1468	733.1179	KIAA1468	530.8953
KIAA1522	5955.423	KIAA1522	3501.9517
KIAA1524	692.0209	KIAA1524	17.615
KIAA1529	113.6797	KIAA1529	163.4277
KIAA1530	118.6511	KIAA1530	163.4277
KIAA1539	280.7192	KIAA1539	482.9435
KIAA1543	269.1192	KIAA1543	879.28
KIAA1549	328.4448	KIAA1549	256.8848
KIAA1586	242.2736	KIAA1586	81.2245
KIAA1598	968.4315	KIAA1598	854.3255
KIAA1609	2234.485	KIAA1609	546.553
KIAA1614	85.5348	KIAA1614	47.5261
KIAA1632	703.2894	KIAA1632	649.7963
KIAA1644	26.8456	KIAA1644	14.6791
KIAA1671	1247.825	KIAA1671	3235.2808
KIAA1683	5.9657	KIAA1683	711.9379
KIAA1704	567.1854	KIAA1704	218.4891
KIAA1712	305.6856	KIAA1712	201.1041
KIAA1715	1199.768	KIAA1715	200.1255
KIAA1731	1181.5395	KIAA1731	328.8126
KIAA1737	753.9978	KIAA1737	871.4512
KIAA1755	69.9312	KIAA1755	328.8126
KIAA1797	164.3881	KIAA1797	452.6066
KIAA1804	517.0271	KIAA1804	97.3716
KIAA1826	298.6163	KIAA1826	249.0559
KIAA1841	380.1475	KIAA1841	152.663
removed	removed	KIAA1875	15.6577
KIAA1908	10.6057	KIAA1908	171.7459
KIAA1919	68.9369	KIAA1919	51.8663
KIAA1949	2513.8785	KIAA1949	1212.007
KIAA1958	55.6798	KIAA1958	8.8075
KIAA1967	1480.1558	KIAA1967	2648.6048
removed	removed	KIAA1984	13.0204
KIAA2013	1210.0423	KIAA2013	1921.4984
KIAA2018	530.2842	KIAA2018	457.9889
KIAA2022	89.8169	KIAA2022	21.5294
KIAA2026	827.2434	KIAA2026	487.3472
KIDINS220	1417.8474	KIDINS220	1401.3679
KIF11	2848.9519	KIF11	82.6924
KIF12	129.2568	KIF12	785.3336
KIF13A	571.0498	KIF13A	588.6332
KIF13B	209.1308	KIF13B	1870.1215
KIF14	600.8783	removed	removed
KIF15	946.5573	KIF15	6.8503
KIF16B	272.7649	KIF16B	445.267
KIF17	13.2571	KIF17	50.3984
KIF18A	328.1133	KIF18A	13.7005
KIF18B	971.0829	removed	removed
KIF19	53.0284	KIF19	19.0829
KIF1A	5965.0344	KIF1A	5.8717
KIF1B	3567.487	KIF1B	1216.9001
KIF1C	2824.0948	KIF1C	3296.4439
KIF20A	1338.9676	removed	removed
KIF20B	955.1744	KIF20B	86.1176
KIF21A	972.4087	KIF21A	143.3662
KIF21B	115.6682	KIF21B	126.2405
KIF22	2068.7712	KIF22	1461.063
KIF23	2636.8382	KIF23	22.508
KIF24	278.3992	KIF24	41.5909
KIF25	5.3028	KIF25	10.7647
KIF26A	83.1883	KIF26A	213.826
KIF26B	217.7479	KIF26B	34.2513
KIF27	45.737	KIF27	20.0615
KIF2A	713.8951	KIF2A	173.2138
KIF2C	1574.2812	KIF2C	22.0187
KIF3A	207.1423	KIF3A	198.1683
KIF3B	1575.2755	KIF3B	1316.7182
KIF3C	556.467	KIF3C	364.5318
KIF4A	1755.9036	removed	removed
KIF4B	20.5485	removed	removed
KIF5A	6.2971	removed	removed
KIF5B	7172.0938	KIF5B	2513.5568
KIF5C	36.457	KIF5C	389.9756
KIF6	20.8799	KIF6	13.7005
KIF7	211.3448	KIF7	379.9106
KIF9	75.8969	KIF9	242.695
KIFAP3	1057.2541	KIFAP3	1036.8361
KIFC1	3774.6292	KIFC1	111.5614
KIFC2	376.356	KIFC2	582.6197
KIFC3	1152.7053	KIFC3	405.6334
KILLIN	71.9198	KILLIN	18.1043
KIN	375.1761	KIN	290.6468
KIR2DL4	10.6057	removed	removed
KIR3DL2	5.3028	removed	removed
KIRREL2	96.7769	removed	removed
KIRREL	485.8729	KIRREL	25.4438
KITLG	515.7014	KITLG	248.0773
KIT	875.9632	KIT	5068.7045
KLB	15.9085	KLB	203.0613
KLC1	2097.0221	KLC1	2082.4796
KLC2	723.8379	KLC2	473.6467
KLC3	105.0626	KLC3	391.4337
KLC4	335.4445	KLC4	824.4828
KLF10	5268.7049	KLF10	2874.1741
KLF11	418.9245	KLF11	900.8094
KLF12	663.1867	KLF12	239.2699
KLF13	2407.4903	KLF13	1205.1568
removed	removed	KLF14	16.147
removed	removed	KLF15	158.0453
KLF16	408.3188	KLF16	692.3658
KLF2	130.5825	KLF2	1770.3034
KLF3	1292.2231	KLF3	1126.2369
KLF4	367.8847	KLF4	2401.0168
KLF5	5945.8116	KLF5	1274.1487
KLF6	6685.558	KLF6	4378.7852
KLF7	221.3937	KLF7	20.0615
KLF8	314.1934	KLF8	214.3153
KLF9	438.1473	KLF9	1508.5255
KLHDC10	1254.785	KLHDC10	124.2833
KLHDC1	13.5885	KLHDC1	98.8395
KLHDC2	547.5184	KLHDC2	1756.6029
KLHDC3	2704.118	KLHDC3	3777.9194
KLHDC4	427.3826	KLHDC4	405.423
KLHDC5	1512.6357	KLHDC5	614.5663
removed	removed	KLHDC7A	369.9141
KLHDC7B	5804.6234	KLHDC7B	82.6924
KLHDC8A	46.7313	KLHDC8A	37.1871
KLHDC8B	284.6963	KLHDC8B	1221.7931
KLHDC9	129.2568	KLHDC9	119.8796
removed	removed	KLHL10	7.8289
KLHL11	95.1197	removed	removed
KLHL12	1211.6994	KLHL12	705.577
KLHL13	43.417	KLHL13	880.2586
removed	removed	KLHL14	16.6364
KLHL15	460.0215	KLHL15	223.6121
KLHL17	153.7824	KLHL17	137.4945
KLHL18	507.4157	KLHL18	218.7191
KLHL20	320.8219	KLHL20	174.1924
KLHL21	1792.692	KLHL21	2203.3378
KLHL22	290.662	KLHL22	659.5824
KLHL23	310.1931	KLHL23	12.2326
KLHL24	1583.5612	KLHL24	892.9806
KLHL25	289.9992	KLHL25	394.3794
KLHL26	238.9593	KLHL26	358.1708
KLHL28	223.3822	KLHL28	159.5132
KLHL29	94.1254	KLHL29	343.4917
KLHL2	715.8837	KLHL2	481.9649
KLHL30	17.5657	KLHL30	39.1444
KLHL31	119.6354	KLHL31	150.7058
removed	removed	KLHL32	16.147
KLHL34	21.2114	removed	removed
KLHL35	62.9712	KLHL35	69.4812
KLHL36	535.9185	KLHL36	143.3662
KLHL38	67.6112	removed	removed
KLHL3	79.2112	KLHL3	159.0239
removed	removed	KLHL4	37.1871
KLHL5	1840.4176	KLHL5	253.949
KLHL6	204.4908	KLHL6	68.5026
KLHL7	403.016	KLHL7	443.7991
KLHL8	267.7935	KLHL8	183.9785
KLHL9	177.6452	KLHL9	767.2293
KLK10	3301.3506	KLK10	864.6009
KLK11	472.6158	KLK11	320.4944
KLK13	25.1885	KLK13	21.0401
KLK14	120.9711	KLK14	9.2968
KLK1	5.6343	KLK1	46.4839
removed	removed	KLK3	14.1898
KLK4	10.9371	KLK4	47.4625
KLK5	11.2685	KLK5	2020.8272
KLK6	34.4685	KLK6	944.3575
KLK7	49.7141	KLK7	1058.3655
KLK8	47.4505	KLK8	245.1415
removed	removed	KLKB1	37.1871
KLRA1	17.8971	KLRA1	22.508
KLRAQ1	496.1472	KLRAQ1	574.4434
KLRB1	25.5199	KLRB1	113.5186
KLRC1	12.2628	KLRC1	16.6364
KLRC2	10.4002	KLRC2	11.7433
KLRD1	59.3255	KLRD1	14.6791
removed	removed	KLRF1	10.2754
KLRG1	13.2571	KLRG1	25.4438
KLRG2	226.3651	KLRG2	19.5722
KLRK1	45.737	KLRK1	125.7512
KL	19.8857	KL	81.7138
KMO	104.9863	KMO	205.4981
KNDC1	9.28	KNDC1	21.5294
KNTC1	940.923	KNTC1	177.1282
KPNA1	3133.9796	KPNA1	1027.5393
KPNA2	3980.1143	KPNA2	635.1171
KPNA3	1983.5943	KPNA3	630.7134
KPNA4	4084.514	KPNA4	1319.1647
KPNA5	47.0627	KPNA5	14.6791
KPNA6	2665.6724	KPNA6	1565.2848
KPNB1	5806.612	KPNB1	3205.4332
KPTN	77.8855	KPTN	250.5239
KRAS	3063.3855	KRAS	371.8714
KRBA1	127.5996	KRBA1	317.5586
KRBA2	40.4342	KRBA2	22.0187
KRCC1	1519.9271	KRCC1	964.9083
KREMEN1	326.4562	KREMEN1	823.01
KREMEN2	11.9314	removed	removed
KRI1	632.0623	KRI1	1052.6161
KRIT1	1111.6083	KRIT1	438.9061
KRR1	661.4202	KRR1	393.3029
KRT10	339.0505	KRT10	514.7482
KRT13	13.2571	KRT13	11.254
KRT14	33527.5499	KRT14	25839.1877
KRT15	119.9768	KRT15	35190.7737
KRT16	138.5367	KRT16	1128.336
KRT17	8882.9232	KRT17	29722.3075
KRT18	2006.0585	KRT18	14523.4065
KRT19	8389.096	KRT19	25954.6635
removed	removed	KRT1	18.1043
KRT222	33.4742	KRT222	88.0748
KRT23	11354.7104	KRT23	1772.2606
KRT2	17.8971	removed	removed
removed	removed	KRT32	21.0401
KRT4	4084.1826	removed	removed
KRT5	31299.6934	KRT5	15436.5757
KRT6A	1469.5501	KRT6A	30.8262
KRT6B	1143.0939	KRT6B	2798.332
KRT6C	66.617	KRT6C	45.5053
KRT77	7.9543	removed	removed
removed	removed	KRT79	11.254
KRT7	3667.5781	KRT7	17890.9267
KRT80	552.4899	KRT80	583.2509
KRT81	143.8396	KRT81	608.2054
KRT83	10.2743	KRT83	14.1898
KRT86	41.4285	KRT86	23.9759
KRT8	7982.5072	KRT8	14452.7118
KRT9	62.6398	removed	removed
removed	removed	KRTAP5-1	7.3396
removed	removed	KRTAP5-2	6.9922
removed	removed	KRTAP5-9	5.8717
KRTCAP2	2836.0262	KRTCAP2	2764.57
KRTCAP3	542.2156	KRTCAP3	553.8926
removed	removed	KRTDAP	5.8717
KSR1	509.0728	KSR1	490.283
KSR2	6.6286	KSR2	57.2486
KTELC1	330.4333	KTELC1	309.7297
KTI12	177.6452	KTI12	164.8956
KTN1	4083.5198	KTN1	2690.1957
KYNU	223.0508	KYNU	336.6414
removed	removed	KY	122.3261
L1CAM	24.8571	L1CAM	55.2914
L1TD1	14.9142	L1TD1	149.7272
L2HGDH	155.771	L2HGDH	78.2887
L3MBTL2	1158.9461	L3MBTL2	1215.2316
L3MBTL3	237.965	L3MBTL3	249.0559
L3MBTL4	278.7306	L3MBTL4	136.0266
L3MBTL	173.9995	L3MBTL	186.425
LACE1	57.6684	LACE1	46.4839
LACTB2	479.9072	LACTB2	140.4304
LACTB	329.4391	LACTB	250.0346
LAD1	5046.317	LAD1	1122.4643
LAG3	136.5482	LAG3	55.2914
LAGE3	244.2622	LAGE3	433.0344
LAIR1	800.7291	LAIR1	496.644
removed	removed	LALBA	45.016
LAMA1	86.1712	LAMA1	377.2537
LAMA2	142.8453	LAMA2	1699.3493
LAMA3	101.4169	LAMA3	2030.6133
LAMA4	6290.1649	LAMA4	3156.0135
LAMA5	2476.0958	LAMA5	1363.2021
LAMB1	2626.2325	LAMB1	5082.405
LAMB2L	23.1999	LAMB2L	106.1791
LAMB2	4385.1189	LAMB2	9835.0188
LAMB3	4433.1759	LAMB3	4810.841
LAMC1	4581.3241	LAMC1	3930.0931
LAMC2	2289.502	LAMC2	3905.6279
LAMC3	29.4971	LAMC3	658.1144
LAMP1	22022.0399	LAMP1	8264.8409
LAMP2	6379.6503	LAMP2	3484.8261
LAMP3	541.8842	LAMP3	44.0374
LANCL1	1995.8572	LANCL1	1147.9082
LANCL2	303.5877	LANCL2	571.0183
LANCL3	18.5599	LANCL3	7.3396
LAP3	2858.2318	LAP3	1816.298
LAPTM4A	7333.8305	LAPTM4A	10361.9996
LAPTM4B	7568.8127	LAPTM4B	2664.2626
LAPTM5	7926.4231	LAPTM5	2475.391
LARGE	168.3652	LARGE	451.628
LARP1B	318.8334	LARP1B	278.4142
LARP1	6123.4568	LARP1	2264.5008
LARP4B	4228.3536	LARP4B	957.0794
LARP4	1326.3734	LARP4	520.1306
LARP6	973.7344	LARP6	732.4887
LARP7	567.0727	LARP7	1327.9722
LARS2	714.558	LARS2	315.112
LARS	3100.5054	LARS	2459.7333
LAS1L	1220.3165	LAS1L	1165.5231
LASP1	3820.0348	LASP1	5825.1691
removed	removed	LASS1	47.443
LASS2	7543.6242	LASS2	3868.4407
LASS4	80.8683	LASS4	1620.5762
LASS5	449.4159	LASS5	1326.5043
LASS6	1574.1785	LASS6	350.8068
LAT2	268.1249	LAT2	170.7672
LATS1	404.3417	LATS1	65.5668
LATS2	890.8775	LATS2	457.9889
LAT	101.4102	LAT	242.8565
LAX1	47.3942	LAX1	23.9759
LAYN	40.1027	LAYN	344.4703
LBH	6792.2777	LBH	1394.5176
LBP	25.8514	LBP	57.2486
LBR	2727.9808	LBR	636.585
LBX2	10.4499	LBX2	7.2123
removed	removed	LBXCOR1	6.361
LCA5L	8.2857	LCA5L	49.4197
LCA5	73.5769	LCA5	214.3153
LCAT	50.377	LCAT	227.1938
LCK	187.9195	LCK	137.4945
LCLAT1	810.0091	LCLAT1	236.8233
LCMT1	537.2442	LCMT1	886.6196
LCMT2	192.8909	LCMT2	318.5372
removed	removed	LCN10	37.1871
LCN12	19.8857	LCN12	22.0187
LCN2	1582.5669	LCN2	427.6521
removed	removed	LCN6	10.7647
LCORL	87.7355	LCORL	38.9682
LCOR	136.6476	LCOR	12.2326
LCP1	4096.4454	LCP1	1326.5043
LCP2	668.1581	LCP2	195.2325
LCT	8.6171	LCT	40.123
LDB1	948.5459	LDB1	988.3949
LDB2	134.2282	LDB2	1028.5179
LDB3	15.5771	LDB3	23.4866
LDHA	9696.2466	LDHA	7792.1728
LDHB	13899.4117	LDHB	6802.31
LDHD	26.8456	LDHD	334.1949
LDLRAD2	125.4222	LDLRAD2	321.9966
LDLRAD3	1042.0085	LDLRAD3	277.9249
LDLRAP1	556.1356	LDLRAP1	972.7372
LDLR	2608.004	LDLR	1185.5846
LDOC1L	1381.7218	LDOC1L	675.2401
LDOC1	1335.3219	LDOC1	1443.9373
removed	removed	LEAP2	11.254
LEF1	174.3309	LEF1	124.2833
removed	removed	LEFTY1	20.0615
LEFTY2	7.2914	LEFTY2	22.508
LEKR1	27.1771	LEKR1	23.4866
LEMD1	85.5083	LEMD1	8.8075
LEMD2	1415.5274	LEMD2	1201.2423
LEMD3	665.8381	LEMD3	505.4515
LENG1	45.0742	LENG1	353.2778
LENG8	1387.4389	LENG8	3520.3055
LENG9	68.1912	LENG9	289.4187
LEO1	374.8446	LEO1	530.406
LEPRE1	821.6091	LEPRE1	811.756
LEPREL1	339.0505	LEPREL1	520.1306
LEPREL2	1080.4541	LEPREL2	968.3334
LEPROTL1	697.3237	LEPROTL1	571.0183
LEPROT	687.53	LEPROT	113.5186
LEPR	136.0676	LEPR	600.3765
LEP	118.6511	LEP	3947.708
LETM1	1198.4423	LETM1	894.9378
LETM2	11.9314	LETM2	35.2299
LETMD1	437.4845	LETMD1	2280.6479
LFNG	167.0395	LFNG	707.0449
LGALS12	7.2914	LGALS12	567.1038
LGALS1	4725.8265	LGALS1	10206.4008
LGALS2	25.1885	LGALS2	57.2486
LGALS3BP	7498.8814	LGALS3BP	10214.719
LGALS3	3002.7343	LGALS3	9888.8423
removed	removed	LGALS4	28.869
removed	removed	LGALS7B	45.9946
removed	removed	LGALS7	21.5294
LGALS8	789.7191	LGALS8	538.2349
LGALS9C	10.6057	LGALS9C	13.2112
LGALS9	1203.7451	LGALS9	982.5233
removed	removed	LGI1	7.3396
LGI2	134.5596	LGI2	70.4598
removed	removed	LGI3	6.8503
LGI4	9.9428	LGI4	274.0105
LGMN	3108.4597	LGMN	5084.3622
LGR4	1175.2424	LGR4	457.0103
LGR5	12.5942	LGR5	8.8075
LGR6	14.5828	LGR6	609.184
LGTN	1233.5736	LGTN	2188.6587
removed	removed	LHB	8.3182
removed	removed	LHCGR	22.9973
LHFPL1	26.1828	LHFPL1	10.7647
LHFPL2	2499.6271	LHFPL2	1764.921
LHFP	303.5877	LHFP	2195.0196
LHPP	545.1984	LHPP	610.1626
LHX6	38.1142	LHX6	304.3473
LIAS	86.834	LIAS	519.152
LIFR	167.371	LIFR	855.7934
LIF	143.5082	LIF	749.6144
LIG1	451.7359	LIG1	664.4754
LIG3	530.6156	LIG3	409.5478
LIG4	463.0044	LIG4	188.8715
LILRA1	11.9314	removed	removed
LILRA2	28.5028	LILRA2	34.2513
LILRA4	38.1142	LILRA4	6.8503
LILRA5	90.4797	LILRA5	16.147
LILRA6	178.7953	LILRA6	68.3754
LILRB1	311.542	LILRB1	72.4171
LILRB2	343.359	LILRB2	84.1604
LILRB3	151.9695	LILRB3	69.6084
LILRB4	850.4433	LILRB4	173.7031
LILRB5	69.9312	LILRB5	317.5586
LIMA1	771.8949	LIMA1	3151.1204
LIMCH1	2970.2544	LIMCH1	1371.5203
LIMD1	1437.7629	LIMD1	357.8577
LIMD2	411.2586	LIMD2	355.4748
LIME1	29.1524	LIME1	121.4454
LIMK1	1127.8482	LIMK1	641.4781
LIMK2	2372.0275	LIMK2	2585.4845
LIMS1	1329.6876	LIMS1	31.8048
LIMS2	353.9647	LIMS2	2311.9634
LIMS3-LOC440895	17.1381	LIMS3-LOC440895	37.1235
removed	removed	LIMS3	11.8069
LIN37	91.4077	LIN37	293.3527
LIN52	121.9654	LIN52	48.4411
LIN54	531.2785	LIN54	161.4705
removed	removed	LIN7A	37.6764
LIN7B	28.8342	LIN7B	117.4331
LIN7C	495.4843	LIN7C	630.2241
LIN9	300.2734	LIN9	64.0989
LINGO1	811.3348	LINGO1	73.885
removed	removed	LINGO4	10.2754
LINS1	318.8334	LINS1	279.3928
LIPA	1731.0465	LIPA	1368.5845
removed	removed	LIPC	32.7834
LIPE	85.1769	LIPE	3783.7911
LIPG	57.9998	LIPG	33.2727
LIPH	573.0384	LIPH	98.8395
LIPT1	67.7769	LIPT1	250.5239
LIPT2	14.5828	LIPT2	20.0615
LITAF	6042.5884	LITAF	7283.2962
LIX1L	339.7133	LIX1L	646.3711
LLGL1	546.8556	LLGL1	678.1759
LLGL2	1199.4366	LLGL2	934.5714
LLPH	451.9844	LLPH	682.8096
LMAN1	4223.3822	LMAN1	1324.0578
LMAN2L	667.1638	LMAN2L	979.5874
LMAN2	1442.373	LMAN2	4069.5448
LMBR1L	189.5766	LMBR1L	706.0663
LMBR1	677.7695	LMBR1	443.3098
LMBRD1	594.2497	LMBRD1	1146.4402
LMBRD2	155.4396	LMBRD2	29.8476
LMCD1	697.6551	LMCD1	1429.2582
LMF1	259.5078	LMF1	544.5958
LMF2	2388.5989	LMF2	1603.4506
LMLN	297.9534	LMLN	217.7405
LMNA	15625.8182	LMNA	15831.4444
LMNB1	1771.8121	LMNB1	137.0052
LMNB2	3369.2932	LMNB2	565.1466
LMO2	106.3883	LMO2	532.8525
LMO3	5.6343	LMO3	98.3502
LMO4	1321.0705	LMO4	1599.0468
LMO7	5545.1156	LMO7	268.6281
LMOD1	52.3656	LMOD1	3024.3906
LMTK2	537.907	LMTK2	22.508
LMTK3	19.5542	LMTK3	223.6121
removed	removed	LMX1A	18.5936
LMX1B	1000.2486	LMX1B	1092.1275
LNP1	60.7606	LNP1	109.1149
LNPEP	432.8445	LNPEP	31.4525
LNX1	53.3598	LNX1	327.834
LNX2	453.7244	LNX2	267.1602
LOC100009676	75.8505	LOC100009676	100.7967
removed	removed	LOC100101266	12.2326
LOC100124692	700.3066	removed	removed
LOC100125556	31.5552	LOC100125556	97.8168
LOC100126784	10.8377	LOC100126784	31.8048
removed	removed	LOC100127888	26.9509
LOC100128191	106.1629	LOC100128191	22.508
removed	removed	LOC100128239	8.8075
LOC100128288	14.5828	LOC100128288	130.155
LOC100128292	11.2685	LOC100128292	52.3556
LOC100128640	51.3713	LOC100128640	89.5427
removed	removed	LOC100128788	27.8904
LOC100128822	83.8512	LOC100128822	171.7459
LOC100128842	27.1771	LOC100128842	13.7005
LOC100129034	1138.6925	LOC100129034	1239.7506
LOC100129387	87.6991	LOC100129387	102.0934
LOC100129534	17.5657	LOC100129534	105.2004
LOC100129550	110.6968	LOC100129550	176.1496
LOC100129637	570.8775	LOC100129637	394.1005
LOC100129716	13.92	LOC100129716	5.3823
LOC100129726	6.96	removed	removed
LOC100130015	19.2162	LOC100130015	59.3869
LOC100130093	30.4052	LOC100130093	63.9814
removed	removed	LOC100130386	10.7647
LOC100130522	17.8971	LOC100130522	18.5936
LOC100130557	35.7113	LOC100130557	63.6928
LOC100130581	23.1999	LOC100130581	69.9705
LOC100130691	8.7994	LOC100130691	6.8503
LOC100130776	233.9183	LOC100130776	451.9558
removed	removed	LOC100130872	105.2004
LOC100130932	73.2455	LOC100130932	82.2031
removed	removed	LOC100130987	10.2754
LOC100131193	53.0284	LOC100131193	17.8058
LOC100131434	19.183	LOC100131434	78.915
LOC100131691	35.9433	LOC100131691	40.6318
LOC100132111	129.5882	removed	removed
LOC100132215	8.9684	LOC100132215	14.6791
LOC100132247	144.5024	LOC100132247	82.6924
LOC100132287	215.428	LOC100132287	220.187
LOC100132288	328.4448	LOC100132288	823.01
LOC100132707	29.8384	LOC100132707	49.7525
LOC100133161	27.6079	LOC100133161	12.2326
LOC100133331	148.1846	LOC100133331	95.4144
removed	removed	LOC100133545	13.7005
removed	removed	LOC100133612	6.361
removed	removed	LOC100133669	13.7005
LOC100133957	17.7413	removed	removed
LOC100133985	21.8742	LOC100133985	9.2968
LOC100133991	79.5426	LOC100133991	9.2968
LOC100134229	305.9077	LOC100134229	263.2458
LOC100134259	12.2628	LOC100134259	31.8048
LOC100134713	31.4923	LOC100134713	17.6199
LOC100144603	20.2171	LOC100144603	5.3823
removed	removed	LOC100144604	50.8877
LOC100170939	52.0341	LOC100170939	20.5508
removed	removed	LOC100188947	38.655
LOC100188949	5.6343	removed	removed
LOC100190938	14.2514	LOC100190938	81.7138
LOC100190939	258.845	LOC100190939	525.5129
LOC100190986	231.6679	LOC100190986	27.8904
removed	removed	LOC100192378	29.8476
LOC100216545	110.034	LOC100216545	178.5961
LOC100233209	13.92	LOC100233209	18.5936
removed	removed	LOC100240726	15.6577
LOC100240735	6.96	LOC100240735	13.7005
LOC100268168	10.9371	LOC100268168	6.8503
LOC100270710	154.4055	LOC100270710	501.4685
LOC100270746	39.4399	LOC100270746	91.9892
LOC100270804	21.2114	LOC100270804	48.9304
LOC100271722	75.8969	LOC100271722	123.3047
LOC100271831	7.8648	LOC100271831	146.6984
LOC100271836	950.7996	LOC100271836	91.725
LOC100272146	35.4628	LOC100272146	121.3475
LOC100272216	12.2628	removed	removed
