gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
RPL32	9314.6262	RPL32	19466.3854
RPL34	4240.7774	RPL34	9321.6846
RPL35A	5518.4822	RPL35A	10846.5862
RPL35	4239.7915	RPL35	6987.2258
RPL36AL	2138.874	RPL36AL	1883.5832
RPL36A	53.7306	RPL36A	116.4201
RPL36	4656.3272	RPL36	9742.2775
RPL37A	8098.539	RPL37A	17444.8477
RPL37	6063.6757	RPL37	13719.404
RPL38	3202.6422	RPL38	5364.7466
RPL39L	308.0886	RPL39L	168.9101
RPL39	295.765	RPL39	681.024
RPL3	26950.6011	RPL3	65273.3265
RPL41	11935.1042	RPL41	16948.8845
RPL4	15809.133	RPL4	39008.141
RPL5	10852.6043	RPL5	26166.935
RPL6	5743.7566	RPL6	11890.3296
RPL7A	10828.9431	RPL7A	21934.088
RPL7L1	1107.64	RPL7L1	1390.9848
RPL7	945.9551	RPL7	2111.7128
RPL8	21958.0876	RPL8	28734.2341
RPL9	1274.2543	RPL9	2439.4388
RPLP0P2	126.1931	RPLP0P2	37.6851
RPLP0	17635.9749	RPLP0	36596.2931
RPLP1	14966.6956	RPLP1	25615.7901
RPLP2	4931.8816	RPLP2	11909.8451
RPN1	4997.9358	RPN1	4160.1685
RPN2	6738.0101	RPN2	6276.5853
RPP14	557.5171	RPP14	632.5717
RPP21	206.0496	RPP21	161.5077
RPP25	286.8921	RPP25	251.0098
RPP30	407.6628	RPP30	404.4421
RPP38	254.8509	RPP38	305.5187
RPP40	86.2648	RPP40	131.8979
RPPH1	26.6189	removed	removed
RPRD1A	1194.8907	RPRD1A	1315.6146
RPRD1B	1156.9341	RPRD1B	731.4952
RPRD2	1620.7923	RPRD2	1616.4226
removed	removed	RPRM	14.1319
RPS10P7	53.2377	RPS10P7	71.3326
RPS10	4002.1936	RPS10	6167.5743
RPS11	13505.1235	RPS11	23475.1404
RPS12	6852.3824	RPS12	20765.1763
RPS13	2803.8523	RPS13	7983.1897
RPS14	8139.4532	RPS14	17999.3573
RPS15AP10	13.3094	RPS15AP10	10.0942
RPS15A	11575.7497	RPS15A	12695.8491
RPS15	2691.4616	RPS15	3702.5634
RPS16	7338.423	RPS16	12715.3646
RPS17	6511.2668	RPS17	12474.449
RPS18	19227.6836	RPS18	41720.797
RPS19BP1	608.29	RPS19BP1	740.9165
RPS19	7981.7119	RPS19	18565.9801
RPS20	7374.9006	RPS20	12171.6221
RPS21	3095.6738	RPS21	6133.2539
RPS23	10241.8495	RPS23	17019.5441
RPS24	11116.821	RPS24	22350.6433
RPS25	3635.9379	RPS25	10598.2682
RPS26	485.0546	RPS26	570.6604
RPS27A	5433.2033	RPS27A	12058.5667
RPS27L	532.377	RPS27L	656.7979
RPS27	549.63	RPS27	95.5587
RPS28	253.865	RPS28	537.686
RPS29	3529.9555	RPS29	7172.9596
removed	removed	RPS2P32	12.1131
RPS2	15792.4223	RPS2	17253.0573
RPS3A	3868.1135	RPS3A	8125.1819
RPS3	7961.0083	RPS3	26105.0237
RPS4X	23361.9856	RPS4X	45632.6474
RPS5	7755.4516	RPS5	15518.1957
RPS6KA1	1590.7228	RPS6KA1	971.7378
RPS6KA2	1063.7682	RPS6KA2	801.4818
RPS6KA3	690.6113	RPS6KA3	1366.7587
RPS6KA4	558.9959	RPS6KA4	570.6604
RPS6KA5	337.1721	RPS6KA5	666.2192
removed	removed	RPS6KA6	98.9235
RPS6KB1	832.0856	RPS6KB1	1021.536
RPS6KB2	1341.7873	RPS6KB2	601.6161
RPS6KC1	675.8231	RPS6KC1	580.7547
RPS6KL1	108.9401	RPS6KL1	225.4378
RPS6	16432.2113	RPS6	40442.1946
RPS7	2962.0866	RPS7	7861.386
RPS8	11446.599	RPS8	23969.0847
RPS9	9753.8372	RPS9	16880.2437
RPSAP58	6307.1889	RPSAP58	10509.4389
RPSAP9	15.7741	RPSAP9	14.8049
RPSA	5187.2254	RPSA	8684.4022
RPTOR	942.5045	RPTOR	891.657
RPUSD1	1024.8258	RPUSD1	440.1084
RPUSD2	188.7967	RPUSD2	205.9223
RPUSD3	322.3839	RPUSD3	390.3102
RPUSD4	287.385	RPUSD4	669.5839
RQCD1	226.7532	RQCD1	255.7205
RRAD	18.2388	RRAD	14.8049
RRAGA	1449.2486	RRAGA	1711.3084
RRAGB	327.3133	RRAGB	285.3302
RRAGC	400.7616	RRAGC	371.4677
RRAGD	119.7848	RRAGD	681.024
RRAS2	108.4472	RRAS2	469.0452
RRAS	627.5148	RRAS	313.5941
RRBP1	4399.0117	RRBP1	6646.7137
RREB1	1334.3932	RREB1	1913.193
RRH	5.4224	removed	removed
RRM1	1276.226	RRM1	2084.7949
RRM2B	775.8902	RRM2B	688.4265
RRM2	999.1928	RRM2	920.5937
RRN3P1	13.3094	RRN3P1	20.8614
RRN3P2	12.8165	RRN3P2	10.7672
RRN3P3	89.0351	RRN3P3	59.4416
RRN3	2288.2353	RRN3	1224.7665
RRP12	902.0833	RRP12	913.1913
RRP15	438.7181	RRP15	571.3334
RRP1B	1017.9246	RRP1B	1283.986
RRP1	471.2523	RRP1	576.044
RRP7A	589.0653	RRP7A	693.8101
RRP7B	102.1227	RRP7B	180.0676
RRP8	184.3602	RRP8	298.7892
RRP9	324.8486	RRP9	465.6805
RRS1	572.7982	RRS1	391.6561
RSAD1	933.1386	RSAD1	785.3311
RSAD2	604.3465	RSAD2	273.8901
RSBN1L	494.9332	RSBN1L	560.2365
RSBN1	591.53	RSBN1	672.9486
RSC1A1	349.0372	RSC1A1	406.9926
RSF1	705.8925	RSF1	1351.9538
RSL1D1	5813.2614	RSL1D1	5416.5636
RSL24D1	1446.2909	RSL24D1	1908.4823
RSPH1	189.2896	RSPH1	55.8547
RSPH3	145.4178	RSPH3	226.7837
RSPH4A	22.1824	RSPH4A	6.0565
removed	removed	RSPH9	12.786
removed	removed	RSPO1	2875.5095
RSPO3	20.7036	RSPO3	230.1484
RSPRY1	579.6994	RSPRY1	609.0185
RSRC1	226.2602	RSRC1	195.1551
RSRC2	1520.2322	RSRC2	1470.3928
RSU1	1401.4332	RSU1	1452.2232
RTBDN	132.1084	removed	removed
RTCD1	552.5876	RTCD1	525.5729
RTEL1	415.1654	RTEL1	396.9253
RTF1	1896.8396	RTF1	1855.3194
RTKN2	142.4601	RTKN2	147.3758
RTKN	1150.5259	RTKN	837.8211
RTN1	189.7826	RTN1	372.8135
RTN2	539.2782	RTN2	245.6263
RTN3	4241.7633	RTN3	3827.0589
RTN4IP1	76.406	RTN4IP1	146.7028
RTN4RL1	582.6571	RTN4RL1	528.2647
RTN4RL2	51.2659	RTN4RL2	28.9368
RTN4R	65.0683	RTN4R	135.9356
RTN4	6843.5095	RTN4	5203.9119
RTP4	140.9813	RTP4	106.9988
RTTN	278.0191	RTTN	364.7382
RUFY1	1065.7399	RUFY1	1059.2212
RUFY2	279.005	RUFY2	442.1273
RUFY3	714.7655	RUFY3	728.1304
RUFY4	23.6612	RUFY4	9.4213
RUNDC1	705.8925	RUNDC1	540.3778
RUNDC2A	158.2343	RUNDC2A	111.0365
RUNDC2C	35.1615	RUNDC2C	17.7726
RUNDC3A	11.8306	removed	removed
RUNDC3B	23.6612	RUNDC3B	34.3204
RUNX1T1	66.0542	RUNX1T1	215.3436
RUNX1	4226.4821	RUNX1	3874.8383
RUNX2	557.5171	RUNX2	370.7947
RUNX3	322.8768	RUNX3	974.4296
RUSC1	1300.8731	RUSC1	662.1815
RUSC2	863.6338	RUSC2	975.1026
RUVBL1	1009.8108	RUVBL1	931.5763
RUVBL2	1534.0345	RUVBL2	1476.4493
RWDD1	464.844	RWDD1	628.534
RWDD2A	130.1366	RWDD2A	104.307
RWDD2B	422.451	RWDD2B	454.9133
RWDD3	215.4155	RWDD3	209.8119
RWDD4A	420.4793	RWDD4A	552.4908
RXRA	2171.4081	RXRA	1123.8242
RXRB	956.7998	RXRB	1076.0449
removed	removed	RXRG	6.7295
RYBP	1510.8663	RYBP	1325.0359
RYK	1207.7071	RYK	1806.8671
RYR1	20.7036	RYR1	109.0177
RYR2	6.9012	RYR2	5.3836
RYR3	5.4224	RYR3	134.5897
S100A10	3168.1362	S100A10	1380.2177
S100A11	5290.7432	S100A11	2777.259
S100A13	1207.7071	S100A13	860.7013
S100A14	3679.8097	S100A14	959.6248
S100A16	3072.0126	S100A16	2240.246
S100A1	219.3591	S100A1	882.2357
removed	removed	S100A2	24.2262
S100A3	6.4082	S100A3	6.7295
S100A4	2144.7893	S100A4	724.0927
S100A6	6044.944	S100A6	5490.588
S100A8	36.4777	S100A8	24.2262
S100A9	95.6307	S100A9	92.8669
S100B	59.153	S100B	816.2867
S100PBP	728.5678	S100PBP	596.9054
S100P	56.6883	removed	removed
S1PR1	465.337	S1PR1	458.278
S1PR2	244.992	S1PR2	528.2647
S1PR3	1418.6073	S1PR3	391.5888
S1PR4	34.5059	S1PR4	14.1319
S1PR5	15.2812	S1PR5	18.8426
SAA1	36.4777	SAA1	504.0385
removed	removed	SAA2	105.6529
removed	removed	SAA4	11.4401
SAAL1	77.8848	SAAL1	248.318
SAC3D1	156.2625	SAC3D1	174.2937
SACM1L	1017.4317	SACM1L	1091.5227
SACS	335.6933	SACS	1464.3362
SAE1	2133.9446	SAE1	1679.0069
SAFB2	1182.5671	SAFB2	1242.9361
SAFB	1749.4501	SAFB	1880.8915
SALL1	31.5483	SALL1	34.9933
SALL2	753.2149	SALL2	780.6204
SALL4	52.2518	SALL4	6.0565
SAMD10	298.7227	SAMD10	220.0542
SAMD11	227.6109	SAMD11	6.6689
SAMD12	469.2805	SAMD12	389.6373
SAMD13	11.8306	SAMD13	51.817
SAMD14	53.2377	SAMD14	6.0565
SAMD1	388.931	SAMD1	254.3746
SAMD3	53.2377	SAMD3	9.4213
SAMD4A	304.145	SAMD4A	529.6106
SAMD4B	2073.3128	SAMD4B	2058.5499
SAMD5	21.6894	SAMD5	1631.9005
SAMD8	171.0508	SAMD8	143.3381
SAMD9L	1765.2242	SAMD9L	920.5937
SAMD9	1370.3779	SAMD9	561.9121
removed	removed	SAMHD1	1134.5981
SAMM50	835.0432	SAMM50	1031.6303
SAMSN1	214.4296	SAMSN1	59.2195
SAP130	888.7739	SAP130	769.8532
SAP18	2167.9576	SAP18	1894.3504
SAP30BP	841.9444	SAP30BP	831.0916
SAP30L	1294.9578	SAP30L	1067.9695
SAP30	193.7261	SAP30	97.5776
SAPS1	2179.2952	SAPS1	1481.8329
SAPS2	1136.2306	SAPS2	1117.7677
SAPS3	4327.0422	SAPS3	2121.8071
SAR1A	2906.8772	SAR1A	2479.8157
SAR1B	540.2641	SAR1B	353.298
SARDH	74.4342	SARDH	106.9988
SARM1	567.3808	SARM1	938.548
SARNP	763.0639	SARNP	711.226
SARS2	244.0061	SARS2	516.1516
SARS	2435.132	SARS	2353.9744
SART1	1792.336	SART1	1109.0194
SART3	1460.0933	SART3	1384.9283
SASH1	1138.6953	SASH1	3088.8343
SASH3	471.2523	SASH3	220.7272
SASS6	188.7967	SASS6	201.8846
SAT1	2473.5814	SAT1	1715.3461
SAT2	290.8356	SAT2	652.0872
SATB1	270.132	SATB1	1123.1513
SATB2	69.9977	SATB2	54.5088
SATL1	21.6894	SATL1	24.8991
SAV1	559.9818	SAV1	1722.7485
SBDSP1	384.4945	SBDSP1	300.808
SBDS	1280.6625	SBDS	1268.5082
SBF1	1304.3237	SBF1	1665.5479
SBF2	743.9131	SBF2	1360.5406
SBK1	1543.4004	SBK1	318.3047
SBNO1	728.5678	SBNO1	821.6703
SBNO2	2017.6103	SBNO2	1868.7784
SC4MOL	1194.8907	SC4MOL	676.3134
SC5DL	782.7914	SC5DL	1065.2777
SC65	741.3843	SC65	689.7724
SCAF1	1580.864	SCAF1	1342.5325
SCAI	446.6052	SCAI	419.92
SCAMP1	1352.632	SCAMP1	1647.3783
SCAMP2	2164.507	SCAMP2	1584.7941
SCAMP3	1140.6671	SCAMP3	833.7834
SCAMP4	2239.4341	SCAMP4	1776.5844
SCAMP5	648.2183	SCAMP5	523.554
SCAND1	496.3923	SCAND1	364.0652
SCAND2	317.4544	SCAND2	308.2105
SCAND3	27.6047	SCAND3	108.3447
SCAPER	220.3449	SCAPER	491.9255
SCAP	1824.3575	SCAP	2488.6246
SCARA3	722.6525	SCARA3	3382.2399
SCARA5	135.559	SCARA5	393.675
SCARB1	968.1375	SCARB1	1724.0944
SCARB2	5181.8031	SCARB2	6755.0585
SCARF1	174.5014	SCARF1	174.9666
SCARF2	372.6639	SCARF2	287.3491
removed	removed	SCARNA17	5.3836
removed	removed	SCARNA2	5.3836
removed	removed	SCARNA9	12.1131
SCCPDH	915.3927	SCCPDH	528.9376
SCD5	121.7566	SCD5	331.7637
SCD	16156.6569	SCD	19458.9829
SCFD1	874.4786	SCFD1	986.5427
SCFD2	314.0039	SCFD2	489.2337
SCG2	55.7024	SCG2	10.7672
SCG5	33.52	SCG5	514.1328
SCGB1D2	740.8914	SCGB1D2	696.5018
SCGB2A1	21.1965	SCGB2A1	18.1696
SCGB2A2	18020.9623	SCGB2A2	1156.1258
SCGB3A1	158.2343	SCGB3A1	5224.7733
SCHIP1	124.7142	SCHIP1	255.0475
SCIN	159.7032	SCIN	32.9745
SCLT1	133.0943	SCLT1	239.5697
SCLY	287.0153	SCLY	185.7338
SCMH1	885.8162	SCMH1	1198.5215
SCML1	213.4438	SCML1	146.7028
SCML2	70.4907	SCML2	88.1563
SCML4	39.4353	SCML4	80.7538
SCN11A	23.1683	SCN11A	20.1885
SCN1A	13.8024	removed	removed
SCN1B	244.4991	SCN1B	147.3758
removed	removed	SCN2A	257.0664
SCN2B	32.0412	SCN2B	174.9666
removed	removed	SCN3A	87.4833
SCN3B	7.8871	SCN3B	32.9745
SCN4A	29.0836	SCN4A	120.4578
SCN4B	117.3201	SCN4B	688.4265
removed	removed	SCN5A	8.0754
SCN7A	159.2202	SCN7A	13.459
SCN8A	42.393	SCN8A	64.6031
SCN9A	24.1541	SCN9A	25.572
SCNM1	371.1851	SCNM1	231.4943
SCNN1A	2483.9332	SCNN1A	1281.9672
SCNN1B	204.5708	SCNN1B	61.9113
SCNN1D	145.9107	SCNN1D	61.2383
SCNN1G	708.8502	SCNN1G	37.0122
SCO1	288.8638	SCO1	512.1139
SCO2	400.2687	SCO2	325.7071
SCOC	1519.2463	SCOC	1485.1977
SCP2	2652.0263	SCP2	2229.4789
SCPEP1	1047.5011	SCPEP1	2949.5339
removed	removed	SCRG1	72.0055
SCRIB	2090.5657	SCRIB	1769.8549
SCRN1	984.4046	SCRN1	1307.5392
SCRN2	1022.854	SCRN2	979.8132
SCRN3	323.8627	SCRN3	362.7193
SCT	5.9153	removed	removed
SCUBE1	228.232	SCUBE1	8.7483
SCUBE2	6787.3141	SCUBE2	1951.5511
SCUBE3	80.3495	SCUBE3	17.4967
SCYL1	1096.4354	SCYL1	1541.6244
SCYL2	1299.3943	SCYL2	1345.2243
SCYL3	392.6724	SCYL3	533.729
SDAD1	992.7846	SDAD1	1052.4917
SDC1	6078.464	SDC1	2798.7934
SDC2	3999.7289	SDC2	1648.7242
SDC3	2274.9259	SDC3	5778.61
SDC4	6485.6338	SDC4	3928.0012
SDCBP2	43.8718	SDCBP2	56.4604
SDCBP	3082.3644	SDCBP	3064.6081
SDCCAG1	844.9021	SDCCAG1	1074.026
SDCCAG3	625.543	SDCCAG3	615.748
SDCCAG8	402.7334	SDCCAG8	512.1139
SDF2L1	363.791	SDF2L1	136.6086
SDF2	451.0416	SDF2	546.4343
SDF4	2567.7333	SDF4	2169.5864
SDHAF1	169.5719	SDHAF1	193.1363
SDHAF2	1155.9483	SDHAF2	419.247
SDHAP1	197.6696	SDHAP1	301.481
SDHAP2	183.3743	SDHAP2	265.8147
SDHAP3	85.7719	SDHAP3	105.6529
SDHA	1912.6138	SDHA	2043.745
SDHB	1160.8777	SDHB	923.2855
SDHC	1730.2253	SDHC	1569.3162
SDHD	798.0726	SDHD	1447.5125
SDK1	181.8955	SDK1	519.5164
SDK2	13.3094	SDK2	645.3577
SDPR	183.3743	SDPR	937.4175
SDR16C5	30.0694	SDR16C5	18.8426
SDR39U1	477.2316	SDR39U1	588.8704
SDR42E1	92.673	SDR42E1	269.1795
SDSL	248.4426	SDSL	157.47
SDS	234.1473	SDS	131.8979
SEC11A	2022.5398	SEC11A	1812.9236
SEC11C	559.9818	SEC11C	515.4787
SEC13	1791.843	SEC13	1648.7242
SEC14L1	2445.9767	SEC14L1	2672.952
SEC14L2	4008.2075	SEC14L2	1162.9024
SEC14L5	72.4624	SEC14L5	18.8426
SEC16A	5331.1644	SEC16A	3382.9128
SEC16B	122.3974	SEC16B	246.0166
SEC1	9.3659	SEC1	9.4213
SEC22A	320.905	SEC22A	273.8901
SEC22B	1564.104	SEC22B	1316.2875
SEC22C	630.4724	SEC22C	518.8434
SEC23A	1274.2543	SEC23A	1659.4914
SEC23B	1036.6564	SEC23B	1804.1753
SEC23IP	1861.8408	SEC23IP	1472.4116
SEC24A	759.1302	SEC24A	1118.4406
SEC24B	1057.3599	SEC24B	1407.1356
SEC24C	3311.5823	SEC24C	3073.3564
SEC24D	2730.897	SEC24D	2251.0132
SEC31A	5032.6882	SEC31A	4448.6414
SEC31B	307.1766	SEC31B	302.7731
SEC61A1	8174.1711	SEC61A1	7580.1675
SEC61A2	156.9625	SEC61A2	121.3596
SEC61B	1116.5129	SEC61B	920.5937
SEC61G	617.163	SEC61G	481.8312
SEC62	2501.1861	SEC62	2660.8389
SEC63	1698.6771	SEC63	2921.2701
SECISBP2L	1280.1696	SECISBP2L	1605.6555
SECISBP2	970.1092	SECISBP2	885.6004
SECTM1	538.7853	SECTM1	165.5454
SEH1L	591.53	SEH1L	849.9341
SEL1L3	418.5075	SEL1L3	618.4398
SEL1L	4131.8373	SEL1L	3208.6191
SELENBP1	2886.1736	SELENBP1	3703.2364
SELE	144.4319	SELE	35.6663
SELK	460.4075	SELK	298.7892
SELL	132.6013	SELL	104.98
SELM	1212.6366	SELM	350.6062
SELO	308.0886	SELO	357.3357
SELPLG	672.3725	SELPLG	266.4877
SELP	154.7837	SELP	115.7472
SELS	800.0444	SELS	572.6793
SELT	1879.0937	SELT	1107.0005
SEMA3A	59.153	SEMA3A	63.9301
SEMA3B	960.7434	SEMA3B	308.8834
SEMA3C	7116.1063	SEMA3C	5876.1875
SEMA3D	40.4212	SEMA3D	415.8823
SEMA3E	62.1107	SEMA3E	535.6671
SEMA3F	2949.2701	SEMA3F	860.0284
SEMA3G	649.6971	SEMA3G	1538.3606
SEMA4A	576.7418	SEMA4A	763.7967
SEMA4B	2241.8988	SEMA4B	1874.8349
SEMA4C	1159.8918	SEMA4C	1179.006
SEMA4D	668.4289	SEMA4D	521.5352
SEMA4F	339.1439	SEMA4F	354.6439
SEMA4G	205.6996	SEMA4G	288.1364
SEMA5A	684.2031	SEMA5A	4482.5109
SEMA5B	73.9413	SEMA5B	53.8359
SEMA6A	358.8616	SEMA6A	1045.7622
SEMA6B	592.023	SEMA6B	135.2627
SEMA6C	208.0214	SEMA6C	176.9855
SEMA6D	70.4907	SEMA6D	864.739
SEMA7A	144.9249	SEMA7A	160.8347
SENP1	709.3431	SENP1	600.9431
SENP2	690.6113	SENP2	742.2624
SENP3	617.5426	SENP3	921.9464
SENP5	762.5808	SENP5	648.7225
SENP6	1520.2322	SENP6	2050.4745
SENP7	438.2252	SENP7	446.1649
SENP8	61.6177	SENP8	59.8924
SEP15	2391.2601	SEP15	2511.4443
SEPHS1	940.5327	SEPHS1	1380.8906
SEPHS2	3463.4083	SEPHS2	1220.7288
SEPN1	5365.1774	SEPN1	5339.8475
SEPP1	2994.1574	SEPP1	8864.1401
SEPSECS	451.5346	SEPSECS	421.2659
SEPT10	1163.3424	SEPT10	2296.1008
SEPT11	3257.8516	SEPT11	2567.972
SEPT12	15.7741	removed	removed
SEPT1	133.5872	SEPT1	55.1818
SEPT2	10687.4688	SEPT2	9470.4062
SEPT3	247.9497	SEPT3	283.9843
SEPT4	189.2896	SEPT4	316.9588
SEPT5	576.7418	SEPT5	553.8367
SEPT6	784.2702	SEPT6	930.688
SEPT7P2	155.7696	SEPT7P2	163.5265
SEPT7	2705.7569	SEPT7	2803.504
SEPT8	2390.1116	SEPT8	1346.7452
SEPT9	6035.5781	SEPT9	7355.3287
SEPW1	2402.1049	SEPW1	1458.9527
SEPX1	1114.0482	SEPX1	306.8646
SERAC1	155.7696	SERAC1	219.3813
SERBP1	5077.2994	SERBP1	8296.7838
SERF1A	530.8982	SERF1A	497.309
SERF2	7233.2785	SERF2	5123.7098
SERGEF	138.5166	SERGEF	218.7083
SERHL2	216.3176	SERHL2	121.4134
SERHL	130.6295	SERHL	130.552
SERINC1	3785.7922	SERINC1	4868.7834
SERINC2	4984.6264	SERINC2	3139.9784
SERINC3	2689.4899	SERINC3	2230.8247
SERINC4	12.3827	SERINC4	11.5613
SERINC5	323.3697	SERINC5	475.7747
SERP1	3906.1883	SERP1	3246.9368
SERP2	30.5624	SERP2	41.0499
SERPINA10	8.38	removed	removed
SERPINA11	418.5075	SERPINA11	164.8724
SERPINA12	182.8814	SERPINA12	8.0754
SERPINA1	8078.3284	SERPINA1	1938.0921
SERPINA3	24509.5538	SERPINA3	8273.2306
removed	removed	SERPINA4	21.5344
SERPINA5	1805.6454	SERPINA5	1825.0367
SERPINA6	174.9943	SERPINA6	13.459
SERPINA9	92.673	removed	removed
removed	removed	SERPINB13	6.7295
SERPINB1	838.4938	SERPINB1	615.0751
SERPINB5	10.8447	SERPINB5	959.6248
SERPINB6	2077.2563	SERPINB6	1191.792
SERPINB7	34.013	removed	removed
SERPINB8	245.485	SERPINB8	155.4511
SERPINB9	246.9638	SERPINB9	396.3466
SERPINE1	2228.0964	SERPINE1	845.2235
SERPINE2	1365.9414	SERPINE2	672.9486
SERPINF1	6557.1104	SERPINF1	1811.5777
SERPINF2	42.393	SERPINF2	200.5387
SERPING1	6744.9212	SERPING1	3452.8995
SERPINH1	5032.9347	SERPINH1	6016.1609
SERPINI1	349.0027	SERPINI1	257.7393
SERTAD1	349.4957	SERTAD1	177.6584
SERTAD2	1466.5015	SERTAD2	918.5749
SERTAD3	805.4667	SERTAD3	368.7759
SERTAD4	329.778	SERTAD4	139.3004
SESN1	364.2839	SESN1	714.6715
SESN2	739.4125	SESN2	315.6129
SESN3	306.6097	SESN3	776.5827
SESTD1	1389.1097	SESTD1	1577.3916
SETBP1	631.9512	SETBP1	738.2247
SETD1A	1550.3016	SETD1A	1166.22
SETD1B	1064.2611	SETD1B	1148.0504
SETD2	2908.8489	SETD2	3378.2022
SETD3	1629.6652	SETD3	1352.6268
SETD4	299.7085	SETD4	294.0786
SETD5	3159.7562	SETD5	3340.5171
SETD6	179.8103	SETD6	544.3011
SETD7	3001.522	SETD7	3168.9152
SETD8	944.4763	SETD8	894.3487
SETDB1	996.2352	SETDB1	1329.0736
SETDB2	370.6922	SETDB2	594.2137
SETMAR	365.7627	SETMAR	471.737
SETX	2528.7909	SETX	2755.7247
SET	6076.4922	SET	7017.5084
SEZ6L2	2598.2957	SEZ6L2	1141.3209
SEZ6L	67.533	SEZ6L	14.8049
SF1	3549.6731	SF1	4678.339
SF3A1	3011.1885	SF3A1	3656.7222
SF3A2	1090.88	SF3A2	1107.0005
SF3A3	1586.2864	SF3A3	1724.7674
SF3B14	941.5186	SF3B14	862.7202
SF3B1	7376.3795	SF3B1	7559.905
SF3B2	9610.3912	SF3B2	3876.1842
SF3B3	2488.3697	SF3B3	4620.4654
SF3B4	1596.1452	SF3B4	1218.037
SF3B5	687.6537	SF3B5	971.7378
SF4	526.9547	SF4	542.3966
SFI1	691.1043	SFI1	436.7437
SFMBT1	309.0744	SFMBT1	401.7503
SFMBT2	114.8554	SFMBT2	185.0609
SFN	913.9139	SFN	557.8744
SFPQ	4609.2907	SFPQ	4617.5919
SFRP1	318.4403	SFRP1	35074.0832
SFRP2	14347.5609	SFRP2	6028.2739
SFRP4	9977.6328	SFRP4	2463.665
SFRP5	7.3941	removed	removed
SFRS11	2404.5696	SFRS11	2880.8931
SFRS12IP1	508.7158	SFRS12IP1	480.4853
SFRS12	1343.2661	SFRS12	1751.6853
SFRS13A	1604.0323	SFRS13A	1677.661
removed	removed	SFRS13B	83.4456
SFRS14	1782.9898	SFRS14	1668.2733
SFRS15	968.6304	SFRS15	971.7378
SFRS16	453.9993	SFRS16	628.534
SFRS17A	784.7632	SFRS17A	926.6503
SFRS18	994.2634	SFRS18	1927.3249
SFRS1	4404.434	SFRS1	4452.2282
SFRS2B	620.6136	SFRS2B	1400.4061
SFRS2IP	3010.8878	SFRS2IP	3419.2521
SFRS2	2937.4987	SFRS2	3017.5623
SFRS3	4403.4481	SFRS3	5185.7422
SFRS4	1882.5443	SFRS4	1796.7729
SFRS5	3395.8753	SFRS5	3412.5226
SFRS6	3929.2382	SFRS6	4548.4599
SFRS7	1787.4066	SFRS7	2082.1031
SFRS8	962.7151	SFRS8	907.8077
SFRS9	1970.2879	SFRS9	1727.4592
SFT2D1	256.3297	SFT2D1	403.0962
SFT2D2	63.9888	SFT2D2	141.898
SFT2D3	270.625	SFT2D3	301.481
SFTA1P	5.4224	SFTA1P	15.4778
removed	removed	SFTPA2	42.3958
SFTPD	12.3235	SFTPD	6.0565
SFXN1	590.5441	SFXN1	543.0696
SFXN2	915.8857	SFXN2	467.0264
SFXN3	2246.3353	SFXN3	808.2113
SFXN4	272.1038	SFXN4	375.5053
SFXN5	797.5797	SFXN5	516.8246
SGCB	719.2019	SGCB	1611.039
SGCD	856.2397	SGCD	732.1681
SGCE	473.717	SGCE	913.8643
SGCG	6.4082	removed	removed
removed	removed	SGCZ	5.3836
SGEF	679.7666	SGEF	348.5874
SGIP1	155.2766	SGIP1	43.0687
SGK196	69.9977	SGK196	91.521
SGK1	876.4503	SGK1	1248.9927
SGK223	951.3775	SGK223	1473.7575
SGK269	1415.2356	SGK269	1689.1011
SGK2	52.2518	SGK2	41.7228
SGK3	1315.6466	SGK3	708.8101
SGK494	42.8859	SGK494	34.3204
SGMS1	584.1359	SGMS1	422.6117
SGMS2	439.211	SGMS2	363.3923
SGOL1	69.5048	SGOL1	67.9678
SGOL2	259.2873	SGOL2	240.9156
SGPL1	3042.9291	SGPL1	1506.0591
SGPP1	191.7543	SGPP1	360.7005
SGPP2	19.7177	SGPP2	37.0122
SGSH	624.0642	SGSH	1255.0492
SGSM1	40.9142	SGSM1	49.7982
SGSM2	1119.9635	SGSM2	2149.398
SGSM3	1275.2402	SGSM3	1617.7685
SGTA	1577.4134	SGTA	1306.8663
SGTB	220.409	SGTB	171.6288
SH2B1	2045.2151	SH2B1	1284.659
SH2B2	20.7036	SH2B2	21.5344
SH2B3	958.7716	SH2B3	887.6193
SH2D1A	79.3636	SH2D1A	10.0942
SH2D2A	65.0683	SH2D2A	23.5532
SH2D3A	220.3449	SH2D3A	386.2725
SH2D3C	412.0993	SH2D3C	283.9843
SH2D4A	752.229	SH2D4A	179.6773
SH3BGRL2	245.485	SH3BGRL2	1334.4572
SH3BGRL3	3273.1328	SH3BGRL3	1572.681
SH3BGRL	4215.1444	SH3BGRL	2994.6215
SH3BGR	135.559	SH3BGR	110.3636
SH3BP1	471.7353	SH3BP1	386.286
SH3BP2	1109.6117	SH3BP2	1190.4461
SH3BP4	3492.9848	SH3BP4	2381.5652
SH3BP5L	1000.6716	SH3BP5L	798.1171
SH3BP5	1499.0702	SH3BP5	1756.6046
SH3D19	1535.0204	SH3D19	2210.6363
removed	removed	SH3D20	10.0942
SH3GL1	2293.1647	SH3GL1	1753.0312
SH3GL2	12.3235	removed	removed
removed	removed	SH3GL3	18.8426
